Orthogroup	BTRY.longest_only	DSUB.longest_only
OG0005057	LOC120776702|XP_039963522.1|BTRY	LOC117895865|XP_034659722.1|DSUB
OG0005058	LOC120777162|XP_039964238.1|BTRY	LOC117894387|XP_034657284.1|DSUB
OG0005059	LOC120771971|XP_039956255.1|BTRY	LOC117890274|XP_034650924.1|DSUB
OG0005060	LOC120771967|XP_039956237.1|BTRY	LOC117890916|XP_034651929.1|DSUB
OG0005061	LOC120767772|XP_039949947.1|BTRY	LOC117900874|XP_034667290.1|DSUB
OG0005062	LOC120772910|XP_039957731.1|BTRY	LOC117892058|XP_034653878.1|DSUB
OG0005063	LOC120772715|XP_039957399.1|BTRY	LOC117892000|XP_034653779.1|DSUB
OG0005064	LOC120776846|XP_039963805.1|BTRY	LOC117893740|XP_034656360.1|DSUB
OG0005065	LOC120771075|XP_039954823.1|BTRY	LOC117890424|XP_034651135.1|DSUB
OG0005066	LOC120772502|XP_039957083.1|BTRY	LOC117891256|XP_034652516.1|DSUB
OG0005067	LOC120772560|XP_039957178.1|BTRY	LOC117890862|XP_034651840.1|DSUB
OG0005068	LOC120778659|XP_039966515.1|BTRY	LOC117892967|XP_034655191.1|DSUB
OG0005069	LOC120772736|XP_039957432.1|BTRY	LOC117891484|XP_034652855.1|DSUB
OG0005070	LOC120771401|XP_039955303.1|BTRY	LOC117891023|XP_034652076.1|DSUB
OG0005071	LOC120777974|XP_039965546.1|BTRY	LOC117895071|XP_034658346.1|DSUB
OG0005072	LOC120775060|XP_039960975.1|BTRY	LOC117902904|XP_034670355.1|DSUB
OG0005073	LOC120770109|XP_039953213.1|BTRY	LOC117890874|XP_034651857.1|DSUB
OG0005074	LOC120776848|XP_039963811.1|BTRY	LOC117895290|XP_034658726.1|DSUB
OG0005075	LOC120772166|XP_039956540.1|BTRY	LOC117891890|XP_034653582.1|DSUB
OG0005076	LOC120770481|XP_039953923.1|BTRY	LOC117891546|XP_034652953.1|DSUB
OG0005078	LOC120778650|XP_039966501.1|BTRY	LOC117893042|XP_034655308.1|DSUB
OG0005079	LOC120772182|XP_039956563.1|BTRY	LOC117891952|XP_034653702.1|DSUB
OG0005080	LOC120777302|XP_039964454.1|BTRY	LOC117895230|XP_034658618.1|DSUB
OG0005081	LOC120770980|XP_039954655.1|BTRY	LOC117890096|XP_034650650.1|DSUB
OG0005082	LOC120777398|XP_039964628.1|BTRY	LOC117895658|XP_034659366.1|DSUB
OG0005083	LOC120775668|XP_039961871.1|BTRY	LOC117903760|XP_034672060.1|DSUB, LOC117901897|XP_034668752.1|DSUB
OG0005084	LOC120778220|XP_039965912.1|BTRY	LOC117895336|XP_034658804.1|DSUB
OG0005085	LOC120778604|XP_039966410.1|BTRY	LOC117895501|XP_034659089.1|DSUB
OG0005086	LOC120771479|XP_039955447.1|BTRY	LOC117890834|XP_034651808.1|DSUB
OG0005087	LOC120778868|XP_039966837.1|BTRY	LOC117894442|XP_034657409.1|DSUB
OG0005088	LOC120771270|XP_039955127.1|BTRY	LOC117890849|XP_034651825.1|DSUB
OG0005089	LOC120771375|XP_039955270.1|BTRY	LOC117890847|XP_034651822.1|DSUB
OG0005090	LOC120770444|XP_039953847.1|BTRY	LOC117892554|XP_034654756.1|DSUB
OG0005091	LOC120771403|XP_039955309.1|BTRY	LOC117890710|XP_034651630.1|DSUB
OG0005092	LOC120777416|XP_039964650.1|BTRY	LOC117895713|XP_034659456.1|DSUB
OG0005093	LOC120778063|XP_039965680.1|BTRY	LOC117894817|XP_034657949.1|DSUB
OG0005094	LOC120776567|XP_039963263.1|BTRY	LOC117893195|XP_034655596.1|DSUB
OG0005095	LOC120773108|XP_039958017.1|BTRY	LOC117891957|XP_034653711.1|DSUB
OG0005096	LOC120769305|XP_039952172.1|BTRY	LOC117900633|XP_034666953.1|DSUB
OG0005097	LOC120771818|XP_039955969.1|BTRY	LOC117891428|XP_034652790.1|DSUB
OG0005098	LOC120772028|XP_039956328.1|BTRY	LOC117892208|XP_034654199.1|DSUB
OG0005099	LOC120770431|XP_039953826.1|BTRY	LOC117892285|XP_034654296.1|DSUB
OG0005100	LOC120770430|XP_039953825.1|BTRY	LOC117892280|XP_034654291.1|DSUB
OG0005101	LOC120782343|XP_039970510.1|BTRY	LOC117896735|XP_034661092.1|DSUB
OG0005102	LOC120781265|XP_039969357.1|BTRY	LOC117889949|XP_034650379.1|DSUB
OG0005103	LOC120771744|XP_039955850.1|BTRY	LOC117891020|XP_034652073.1|DSUB
OG0005104	LOC120773587|XP_039958512.1|BTRY	LOC117901040|XP_034667540.1|DSUB
OG0005105	LOC120779037|XP_039967094.1|BTRY	LOC117894001|XP_034656715.1|DSUB
OG0005106	LOC120778539|XP_039966316.1|BTRY	LOC117893230|XP_034655673.1|DSUB
OG0005107	LOC120778791|XP_039966725.1|BTRY	LOC117894667|XP_034657735.1|DSUB
OG0005108	LOC120771472|XP_039955436.1|BTRY	LOC117891253|XP_034652514.1|DSUB
OG0005109	LOC120775293|XP_039961342.1|BTRY	LOC117903766|XP_034672070.1|DSUB
OG0005110	LOC120779191|XP_039967389.1|BTRY	LOC117894042|XP_034656782.1|DSUB
OG0005111	LOC120778902|XP_039966882.1|BTRY	LOC117894587|XP_034657623.1|DSUB
OG0005112	LOC120777171|XP_039964261.1|BTRY	LOC117894303|XP_034657160.1|DSUB
OG0005113	LOC120777172|XP_039964264.1|BTRY	LOC117894597|XP_034657638.1|DSUB
OG0005114	LOC120777462|XP_039964719.1|BTRY	LOC117893122|XP_034655462.1|DSUB
OG0005115	LOC120768327|XP_039950901.1|BTRY	LOC117902210|XP_034669320.1|DSUB
OG0005116	LOC120779127|XP_039967256.1|BTRY	LOC117893967|XP_034656658.1|DSUB
OG0005117	LOC120774331|XP_039959815.1|BTRY	LOC117891918|XP_034653636.1|DSUB
OG0005118	LOC120768621|XP_039951322.1|BTRY	LOC117902020|XP_034668968.1|DSUB
OG0005119	LOC120773133|XP_039958062.1|BTRY	LOC117890204|XP_034650803.1|DSUB
OG0005120	LOC120777774|XP_039965226.1|BTRY	LOC117895474|XP_034659043.1|DSUB
OG0005121	LOC120778934|XP_039966915.1|BTRY	LOC117894257|XP_034657102.1|DSUB
OG0005122	LOC120778185|XP_039965855.1|BTRY	LOC117893369|XP_034655853.1|DSUB
OG0005123	LOC120778298|XP_039966019.1|BTRY	LOC117895099|XP_034658387.1|DSUB
OG0005124	LOC120777107|XP_039964177.1|BTRY	LOC117893969|XP_034656661.1|DSUB
OG0005125	LOC120779124|XP_039967252.1|BTRY	LOC117893961|XP_034656648.1|DSUB
OG0005126	LOC120778437|XP_039966152.1|BTRY	LOC117895326|XP_034658787.1|DSUB
OG0005127	LOC120778016|XP_039965617.1|BTRY	LOC117894375|XP_034657270.1|DSUB
OG0005128	LOC120770876|XP_039954445.1|BTRY	LOC117890086|XP_034650635.1|DSUB
OG0005129	LOC120778229|XP_039965921.1|BTRY	LOC117894086|XP_034656845.1|DSUB
OG0005130	LOC120777099|XP_039964168.1|BTRY	LOC117893107|XP_034655431.1|DSUB
OG0005131	LOC120776683|XP_039963495.1|BTRY	LOC117895600|XP_034659239.1|DSUB
OG0005132	LOC120777198|XP_039964301.1|BTRY	LOC117892988|XP_034655231.1|DSUB
OG0005133	LOC120777473|XP_039964733.1|BTRY	LOC117894734|XP_034657823.1|DSUB
OG0005134	LOC120776779|XP_039963692.1|BTRY	LOC117894439|XP_034657396.1|DSUB
OG0005135	LOC120777847|XP_039965317.1|BTRY	LOC117895396|XP_034658915.1|DSUB
OG0005136	LOC120777267|XP_039964404.1|BTRY	LOC117895675|XP_034659388.1|DSUB
OG0005137	LOC120774694|XP_039960360.1|BTRY	LOC117899050|XP_034664701.1|DSUB
OG0005138	LOC120778490|XP_039966248.1|BTRY	LOC117895464|XP_034659030.1|DSUB
OG0005139	LOC120777981|XP_039965555.1|BTRY	LOC117894569|XP_034657595.1|DSUB
OG0005140	LOC120767319|XP_039949187.1|BTRY	LOC117902221|XP_034669345.1|DSUB
OG0005141	LOC120770958|XP_039954620.1|BTRY	LOC117891532|XP_034652924.1|DSUB
OG0005142	LOC120777947|XP_039965493.1|BTRY	LOC117894113|XP_034656884.1|DSUB
OG0005143	LOC120776596|XP_039963303.1|BTRY	LOC117895156|XP_034658485.1|DSUB
OG0005144	LOC120778872|XP_039966851.1|BTRY	LOC117895160|XP_034658506.1|DSUB
OG0005145	LOC120778230|XP_039965922.1|BTRY	LOC117895158|XP_034658504.1|DSUB
OG0005146	LOC120778945|XP_039966940.1|BTRY	LOC117895797|XP_034659605.1|DSUB
OG0005147	LOC120778948|XP_039966945.1|BTRY	LOC117895801|XP_034659613.1|DSUB
OG0005148	LOC120776592|XP_039963299.1|BTRY	LOC117895491|XP_034659078.1|DSUB
OG0005149	LOC120771367|XP_039955261.1|BTRY	LOC117891706|XP_034653190.1|DSUB
OG0005150	LOC120778138|XP_039965796.1|BTRY, LOC120778140|XP_039965797.1|BTRY	LOC117894804|XP_034657929.1|DSUB
OG0005151	LOC120777313|XP_039964486.1|BTRY	LOC117893843|XP_034656500.1|DSUB
OG0005152	LOC120778626|XP_039966444.1|BTRY, LOC120782250|XP_039970349.1|BTRY	LOC117895047|XP_034658316.1|DSUB
OG0005153	LOC120777468|XP_039964726.1|BTRY	LOC117895435|XP_034658980.1|DSUB
OG0005154	LOC120776474|XP_039963080.1|BTRY	LOC117895433|XP_034658974.1|DSUB
OG0005155	LOC120777880|XP_039965373.1|BTRY	LOC117895285|XP_034658714.1|DSUB
OG0005156	LOC120782176|XP_039970250.1|BTRY	LOC117898960|XP_034664589.1|DSUB
OG0005157	LOC120772979|XP_039957824.1|BTRY	LOC117891553|XP_034652963.1|DSUB
OG0005158	LOC120776571|XP_039963268.1|BTRY	LOC117895246|XP_034658648.1|DSUB
OG0005159	LOC120777856|XP_039965333.1|BTRY	LOC117893324|XP_034655804.1|DSUB
OG0005160	LOC120778827|XP_039966771.1|BTRY	LOC117893500|XP_034656029.1|DSUB
OG0005161	LOC120770863|XP_039954413.1|BTRY	LOC117891365|XP_034652691.1|DSUB
OG0005162	LOC120773825|XP_039958872.1|BTRY	LOC117899973|XP_034666027.1|DSUB
OG0005163	LOC120777365|XP_039964567.1|BTRY	LOC117895437|XP_034658982.1|DSUB
OG0005164	LOC120777721|XP_039965145.1|BTRY	LOC117894233|XP_034657041.1|DSUB
OG0005165	LOC120773855|XP_039958937.1|BTRY	LOC117890303|XP_034650968.1|DSUB
OG0005166	LOC120774993|XP_039960849.1|BTRY	LOC117899176|XP_034664928.1|DSUB
OG0005167	LOC120775005|XP_039960876.1|BTRY	LOC117899181|XP_034664932.1|DSUB
OG0005168	LOC120777248|XP_039964376.1|BTRY	LOC117893485|XP_034656008.1|DSUB
OG0005169	LOC120776935|XP_039963946.1|BTRY	LOC117892986|XP_034655229.1|DSUB
OG0005170	LOC120776934|XP_039963941.1|BTRY	LOC117892978|XP_034655211.1|DSUB
OG0005171	LOC120777415|XP_039964649.1|BTRY	LOC117892983|XP_034655224.1|DSUB
OG0005172	LOC120770032|XP_039953076.1|BTRY	LOC117891885|XP_034653573.1|DSUB
OG0005173	LOC120771014|XP_039954723.1|BTRY	LOC117891423|XP_034652784.1|DSUB
OG0005174	LOC120771872|XP_039956058.1|BTRY	LOC117892132|XP_034654059.1|DSUB
OG0005175	LOC120770536|XP_039954024.1|BTRY	LOC117891623|XP_034653050.1|DSUB
OG0005176	LOC120781273|XP_039969398.1|BTRY	LOC117891310|XP_034652611.1|DSUB
OG0005177	LOC120770538|XP_039954027.1|BTRY	LOC117890818|XP_034651779.1|DSUB
OG0005178	LOC120777878|XP_039965371.1|BTRY	LOC117895141|XP_034658456.1|DSUB
OG0005179	LOC120777295|XP_039964445.1|BTRY	LOC117895408|XP_034658931.1|DSUB
OG0005180	LOC120778097|XP_039965733.1|BTRY	LOC117895564|XP_034659171.1|DSUB
OG0005181	LOC120773957|XP_039959120.1|BTRY	LOC117889629|XP_034649973.1|DSUB
OG0005182	LOC120770177|XP_039953325.1|BTRY	LOC117889982|XP_034650454.1|DSUB
OG0005183	LOC120771313|XP_039955184.1|BTRY	LOC117892066|XP_034653943.1|DSUB
OG0005184	LOC120770422|XP_039953801.1|BTRY	LOC117892064|XP_034653940.1|DSUB
OG0005185	LOC120771079|XP_039954833.1|BTRY	LOC117890661|XP_034651525.1|DSUB
OG0005186	LOC120781276|XP_039969403.1|BTRY	LOC117889774|XP_034650126.1|DSUB
OG0005187	LOC120772320|XP_039956772.1|BTRY	LOC117891415|XP_034652773.1|DSUB
OG0005188	LOC120771476|XP_039955445.1|BTRY	LOC117890669|XP_034651536.1|DSUB
OG0005189	LOC120773964|XP_039959134.1|BTRY	LOC117902233|XP_034669365.1|DSUB
OG0005190	LOC120778978|XP_039967004.1|BTRY	LOC117894132|XP_034656917.1|DSUB
OG0005191	LOC120782537|XP_039970801.1|BTRY	LOC117896111|XP_034660056.1|DSUB
OG0005192	LOC120770299|XP_039953598.1|BTRY	LOC117891854|XP_034653499.1|DSUB
OG0005193	LOC120772501|XP_039957080.1|BTRY	LOC117890659|XP_034651522.1|DSUB
OG0005194	LOC120771600|XP_039955610.1|BTRY	LOC117892262|XP_034654268.1|DSUB
OG0005195	LOC120781290|XP_039969420.1|BTRY	LOC117892539|XP_034654737.1|DSUB
OG0005196	LOC120778987|XP_039967020.1|BTRY	LOC117894685|XP_034657755.1|DSUB
OG0005197	LOC120772215|XP_039956629.1|BTRY	LOC117892715|XP_034655026.1|DSUB
OG0005198	LOC120778502|XP_039966264.1|BTRY	LOC117894147|XP_034656933.1|DSUB
OG0005199	LOC120771895|XP_039956100.1|BTRY	LOC117891667|XP_034653123.1|DSUB
OG0005200	LOC120770864|XP_039954414.1|BTRY	LOC117890727|XP_034651670.1|DSUB
OG0005201	LOC120772802|XP_039957519.1|BTRY	LOC117891641|XP_034653077.1|DSUB
OG0005202	LOC120771192|XP_039955022.1|BTRY	LOC117892659|XP_034654936.1|DSUB
OG0005203	LOC120772069|XP_039956388.1|BTRY	LOC117890695|XP_034651581.1|DSUB
OG0005204	LOC120767662|XP_039949769.1|BTRY	LOC117900010|XP_034666085.1|DSUB
OG0005205	LOC120768034|XP_039950460.1|BTRY	LOC117901290|XP_034667876.1|DSUB
OG0005206	LOC120771102|XP_039954878.1|BTRY	LOC117889980|XP_034650452.1|DSUB
OG0005207	LOC120770281|XP_039953534.1|BTRY	LOC117892151|XP_034654090.1|DSUB
OG0005208	LOC120772743|XP_039957437.1|BTRY	LOC117890261|XP_034650909.1|DSUB
OG0005209	LOC120768373|XP_039950972.1|BTRY	LOC117900326|XP_034666547.1|DSUB
OG0005210	LOC120768864|XP_039951553.1|BTRY	LOC117901132|XP_034667664.1|DSUB
OG0005211	LOC120777241|XP_039964368.1|BTRY	LOC117893631|XP_034656205.1|DSUB
OG0005212	LOC120771377|XP_039955272.1|BTRY	LOC117892724|XP_034655037.1|DSUB
OG0005213	LOC120780161|XP_039968374.1|BTRY	LOC117902148|XP_034669211.1|DSUB
OG0005214	LOC120768971|XP_039951701.1|BTRY	LOC117902777|XP_034670264.1|DSUB
OG0005215	LOC120769788|XP_039952908.1|BTRY	LOC117900186|XP_034666323.1|DSUB
OG0005216	LOC120769528|XP_039952501.1|BTRY	LOC117901306|XP_034667907.1|DSUB
OG0005217	LOC120767834|XP_039950056.1|BTRY	LOC117902466|XP_034669763.1|DSUB
OG0005218	LOC120768453|XP_039951085.1|BTRY	LOC117902517|XP_034669832.1|DSUB
OG0005219	LOC120771288|XP_039955153.1|BTRY	LOC117891771|XP_034653318.1|DSUB
OG0005220	LOC120776360|XP_039962869.1|BTRY	LOC117893953|XP_034656636.1|DSUB
OG0005221	LOC120775267|XP_039961297.1|BTRY	LOC117901685|XP_034668419.1|DSUB
OG0005222	LOC120768049|XP_039950492.1|BTRY	LOC117900947|XP_034667406.1|DSUB
OG0005223	LOC120768039|XP_039950473.1|BTRY	LOC117902238|XP_034669372.1|DSUB
OG0005224	LOC120768110|XP_039950591.1|BTRY	LOC117902203|XP_034669310.1|DSUB
OG0005225	LOC120769026|XP_039951801.1|BTRY	LOC117900942|XP_034667400.1|DSUB
OG0005226	LOC120768017|XP_039950407.1|BTRY	LOC117902790|XP_034670289.1|DSUB
OG0005227	LOC120767882|XP_039950142.1|BTRY	LOC117902062|XP_034669026.1|DSUB
OG0005228	LOC120768054|XP_039950505.1|BTRY	LOC117902059|XP_034669022.1|DSUB
OG0005229	LOC120767400|XP_039949372.1|BTRY	LOC117900820|XP_034667214.1|DSUB
OG0005230	LOC120768343|XP_039950930.1|BTRY	LOC117900459|XP_034666723.1|DSUB
OG0005231	LOC120768370|XP_039950970.1|BTRY	LOC117900090|XP_034666192.1|DSUB
OG0005232	LOC120768445|XP_039951072.1|BTRY	LOC117900423|XP_034666675.1|DSUB
OG0005233	LOC120767987|XP_039950339.1|BTRY	LOC117900805|XP_034667183.1|DSUB
OG0005234	LOC120781664|XP_039969819.1|BTRY	LOC117901546|XP_034668230.1|DSUB
OG0005235	LOC120768615|XP_039951317.1|BTRY	LOC117900567|XP_034666866.1|DSUB
OG0005236	LOC120769313|XP_039952192.1|BTRY	LOC117902368|XP_034669575.1|DSUB
OG0005237	LOC120769022|XP_039951798.1|BTRY	LOC117901118|XP_034667644.1|DSUB
OG0005238	LOC120769023|XP_039951799.1|BTRY	LOC117902748|XP_034670226.1|DSUB
OG0005239	LOC120769508|XP_039952475.1|BTRY	LOC117900232|XP_034666409.1|DSUB
OG0005240	LOC120769168|XP_039951987.1|BTRY	LOC117901085|XP_034667600.1|DSUB
OG0005241	LOC120767305|XP_039949145.1|BTRY	LOC117900685|XP_034667023.1|DSUB
OG0005242	LOC120769271|XP_039952116.1|BTRY	LOC117900218|XP_034666393.1|DSUB
OG0005243	LOC120768507|XP_039951165.1|BTRY	LOC117900819|XP_034667209.1|DSUB
OG0005244	LOC120780974|XP_039969145.1|BTRY	LOC117898303|XP_034663466.1|DSUB
OG0005245	LOC120782425|XP_039970610.1|BTRY	LOC117896402|XP_034660606.1|DSUB
OG0005246	LOC120769978|XP_039952988.1|BTRY	LOC117902480|XP_034669782.1|DSUB
OG0005247	LOC120770419|XP_039953796.1|BTRY	LOC117889977|XP_034650448.1|DSUB
OG0005248	LOC120774044|XP_039959278.1|BTRY	LOC117899217|XP_034664981.1|DSUB
OG0005249	LOC120781270|XP_039969393.1|BTRY	LOC117897348|XP_034662019.1|DSUB
OG0005250	LOC120769762|XP_039952868.1|BTRY	LOC117901427|XP_034668060.1|DSUB
OG0005251	LOC120767997|XP_039950350.1|BTRY	LOC117901581|XP_034668274.1|DSUB
OG0005252	LOC120768481|XP_039951129.1|BTRY	LOC117902285|XP_034669449.1|DSUB
OG0005253	LOC120768029|XP_039950437.1|BTRY	LOC117902004|XP_034668940.1|DSUB
OG0005254	LOC120769394|XP_039952299.1|BTRY	LOC117901881|XP_034668729.1|DSUB
OG0005255	LOC120768379|XP_039950979.1|BTRY	LOC117901388|XP_034668012.1|DSUB
OG0005256	LOC120768632|XP_039951331.1|BTRY	LOC117900528|XP_034666818.1|DSUB
OG0005257	LOC120768894|XP_039951581.1|BTRY	LOC117901038|XP_034667538.1|DSUB
OG0005258	LOC120768232|XP_039950752.1|BTRY	LOC117902033|XP_034668984.1|DSUB
OG0005259	LOC120767798|XP_039949997.1|BTRY	LOC117900372|XP_034666613.1|DSUB
OG0005260	LOC120769287|XP_039952141.1|BTRY	LOC117900374|XP_034666617.1|DSUB
OG0005261	LOC120782569|XP_039970841.1|BTRY	LOC117902164|XP_034669193.1|DSUB
OG0005262	LOC120768940|XP_039951657.1|BTRY	LOC117902169|XP_034669200.1|DSUB
OG0005263	LOC120767799|XP_039949999.1|BTRY	LOC117901042|XP_034667541.1|DSUB
OG0005264	LOC120778235|XP_039965930.1|BTRY	LOC117897730|XP_034662649.1|DSUB
OG0005265	LOC120781403|XP_039969549.1|BTRY	LOC117900606|XP_034666911.1|DSUB
OG0005267	LOC120767357|XP_039949257.1|BTRY	LOC117900154|XP_034666282.1|DSUB
OG0005268	LOC120767355|XP_039949255.1|BTRY	LOC117900151|XP_034666277.1|DSUB
OG0005269	LOC120767680|XP_039949792.1|BTRY	LOC117900058|XP_034666151.1|DSUB
OG0005270	LOC120776131|XP_039962595.1|BTRY	LOC117902571|XP_034669921.1|DSUB
OG0005271	LOC120767745|XP_039949890.1|BTRY	LOC117901232|XP_034667795.1|DSUB
OG0005272	LOC120768592|XP_039951287.1|BTRY	LOC117901235|XP_034667799.1|DSUB
OG0005273	LOC120769162|XP_039951978.1|BTRY	LOC117902346|XP_034669540.1|DSUB
OG0005274	LOC120781859|XP_039970012.1|BTRY	LOC117900680|XP_034667017.1|DSUB
OG0005275	LOC120781590|XP_039969759.1|BTRY	LOC117902376|XP_034669585.1|DSUB
OG0005276	LOC120769791|XP_039952910.1|BTRY	LOC117900588|XP_034666889.1|DSUB
OG0005277	LOC120769787|XP_039952907.1|BTRY	LOC117900185|XP_034666321.1|DSUB
OG0005278	LOC120770897|XP_039954497.1|BTRY	LOC117892520|XP_034654698.1|DSUB
OG0005279	LOC120768309|XP_039950880.1|BTRY	LOC117901730|XP_034668503.1|DSUB
OG0005280	LOC120768484|XP_039951133.1|BTRY, LOC120769777|XP_039952891.1|BTRY	LOC117902735|XP_034670201.1|DSUB
OG0005281	LOC120769621|XP_039952659.1|BTRY	LOC117900893|XP_034667315.1|DSUB
OG0005282	LOC120779061|XP_039967133.1|BTRY	LOC117897135|XP_034661696.1|DSUB
OG0005283	LOC120770473|XP_039953904.1|BTRY	LOC117898470|XP_034663791.1|DSUB
OG0005284	LOC120781078|XP_039969155.1|BTRY, LOC120781086|XP_039969164.1|BTRY	LOC117900098|XP_034666209.1|DSUB
OG0005285	LOC120768060|XP_039950513.1|BTRY	LOC117900097|XP_034666208.1|DSUB
OG0005286	LOC120768015|XP_039950392.1|BTRY	LOC117902746|XP_034670222.1|DSUB
OG0005287	LOC120768605|XP_039951301.1|BTRY	LOC117902739|XP_034670206.1|DSUB
OG0005288	LOC120769593|XP_039952586.1|BTRY, LOC120768205|XP_039950711.1|BTRY	LOC117902706|XP_034670152.1|DSUB
OG0005289	LOC120781460|XP_039969611.1|BTRY	LOC117900979|XP_034667463.1|DSUB
OG0005290	LOC120770247|XP_039953482.1|BTRY	LOC117898225|XP_034663351.1|DSUB
OG0005291	LOC120769483|XP_039952440.1|BTRY	LOC117902423|XP_034669673.1|DSUB
OG0005292	LOC120767454|XP_039949455.1|BTRY	LOC117899950|XP_034665993.1|DSUB
OG0005294	LOC120768442|XP_039951064.1|BTRY	LOC117900864|XP_034667277.1|DSUB
OG0005295	LOC120767315|XP_039949175.1|BTRY	LOC117902421|XP_034669671.1|DSUB
OG0005296	LOC120768908|XP_039951609.1|BTRY	LOC117896224|XP_034660250.1|DSUB
OG0005297	LOC120769582|XP_039952575.1|BTRY	LOC117902619|XP_034670026.1|DSUB
OG0005298	LOC120768311|XP_039950882.1|BTRY	LOC117900144|XP_034666267.1|DSUB
OG0005299	LOC120782752|XP_039971136.1|BTRY	LOC117897717|XP_034662633.1|DSUB
OG0005300	LOC120774129|XP_039959439.1|BTRY	LOC117903375|XP_034671235.1|DSUB
OG0005301	LOC120767205|XP_039948947.1|BTRY, LOC120767204|XP_039948945.1|BTRY	LOC117902019|XP_034668960.1|DSUB
OG0005302	LOC120771509|XP_039955499.1|BTRY	LOC117890726|XP_034651666.1|DSUB
OG0005303	LOC120768390|XP_039950996.1|BTRY	LOC117900175|XP_034666311.1|DSUB
OG0005304	LOC120769472|XP_039952425.1|BTRY	LOC117902339|XP_034669529.1|DSUB
OG0005305	LOC120770896|XP_039954496.1|BTRY	LOC117892519|XP_034654697.1|DSUB
OG0005306	LOC120768451|XP_039951082.1|BTRY	LOC117901515|XP_034668178.1|DSUB
OG0005307	LOC120768293|XP_039950854.1|BTRY	LOC117900247|XP_034666436.1|DSUB
OG0005308	LOC120769758|XP_039952854.1|BTRY	LOC117902320|XP_034669499.1|DSUB
OG0005309	LOC120775077|XP_039961002.1|BTRY	LOC117901218|XP_034667776.1|DSUB
OG0005310	LOC120769720|XP_039952792.1|BTRY	LOC117902801|XP_034670313.1|DSUB
OG0005311	LOC120769100|XP_039951894.1|BTRY	LOC117900877|XP_034667296.1|DSUB
OG0005312	LOC120769233|XP_039952066.1|BTRY	LOC117900351|XP_034666587.1|DSUB
OG0005313	LOC120767253|XP_039949042.1|BTRY	LOC117901838|XP_034668664.1|DSUB
OG0005314	LOC120769724|XP_039952800.1|BTRY	LOC117900378|XP_034666621.1|DSUB
OG0005315	LOC120768136|XP_039950628.1|BTRY	LOC117900584|XP_034666885.1|DSUB
OG0005316	LOC120772949|XP_039957785.1|BTRY	LOC117892521|XP_034654699.1|DSUB
OG0005317	LOC120770975|XP_039954643.1|BTRY, LOC120768014|XP_039950390.1|BTRY	LOC117900413|XP_034666662.1|DSUB
OG0005318	LOC120768351|XP_039950940.1|BTRY	LOC117902104|XP_034669100.1|DSUB
OG0005319	LOC120767390|XP_039949336.1|BTRY	LOC117900353|XP_034666591.1|DSUB
OG0005320	LOC120769390|XP_039952294.1|BTRY	LOC117902632|XP_034670043.1|DSUB
OG0005321	LOC120768080|XP_039950544.1|BTRY	LOC117900501|XP_034666781.1|DSUB
OG0005322	LOC120767983|XP_039950334.1|BTRY	LOC117900511|XP_034666796.1|DSUB
OG0005323	LOC120767673|XP_039949780.1|BTRY	LOC117900976|XP_034667455.1|DSUB
OG0005324	LOC120768338|XP_039950924.1|BTRY	LOC117901225|XP_034667786.1|DSUB
OG0005325	LOC120772944|XP_039957781.1|BTRY	LOC117902696|XP_034670128.1|DSUB
OG0005326	LOC120768397|XP_039951004.1|BTRY	LOC117902182|XP_034669245.1|DSUB
OG0005327	LOC120769074|XP_039951867.1|BTRY	LOC117901325|XP_034667925.1|DSUB
OG0005328	LOC120778448|XP_039966175.1|BTRY	LOC117899386|XP_034665259.1|DSUB
OG0005329	LOC120778777|XP_039966694.1|BTRY	LOC117895240|XP_034658640.1|DSUB
OG0005330	LOC120778776|XP_039966693.1|BTRY	LOC117895238|XP_034658638.1|DSUB
OG0005331	LOC120767358|XP_039949259.1|BTRY	LOC117900155|XP_034666283.1|DSUB
OG0005332	LOC120769748|XP_039952841.1|BTRY	LOC117901810|XP_034668615.1|DSUB
OG0005333	LOC120768619|XP_039951320.1|BTRY	LOC117901543|XP_034668225.1|DSUB
OG0005334	LOC120768113|XP_039950594.1|BTRY	LOC117902332|XP_034669518.1|DSUB
OG0005335	LOC120771424|XP_039955346.1|BTRY	LOC117891799|XP_034653364.1|DSUB
OG0005336	LOC120772057|XP_039956374.1|BTRY	LOC117892675|XP_034654963.1|DSUB
OG0005337	LOC120770358|XP_039953701.1|BTRY	LOC117891404|XP_034652741.1|DSUB
OG0005338	LOC120768875|XP_039951564.1|BTRY	LOC117901204|XP_034667749.1|DSUB
OG0005339	LOC120768884|XP_039951572.1|BTRY	LOC117902305|XP_034669478.1|DSUB
OG0005340	LOC120768874|XP_039951563.1|BTRY	LOC117900887|XP_034667307.1|DSUB
OG0005341	LOC120770572|XP_039954086.1|BTRY	LOC117890479|XP_034651236.1|DSUB
OG0005342	LOC120767217|XP_039948963.1|BTRY	LOC117902070|XP_034669046.1|DSUB
OG0005343	LOC120771812|XP_039955954.1|BTRY	LOC117890956|XP_034651988.1|DSUB
OG0005344	LOC120774749|XP_039960441.1|BTRY	LOC117890290|XP_034650945.1|DSUB
OG0005345	LOC120767773|XP_039949948.1|BTRY	LOC117900876|XP_034667293.1|DSUB
OG0005346	LOC120776549|XP_039963233.1|BTRY	LOC117900249|XP_034666439.1|DSUB
