Orthogroup	BTRY.longest_only	DALB.longest_only
OG0004569	LOC120777108|XP_039964186.1|BTRY	LOC117574852|XP_034114755.1|DALB
OG0004570	LOC120770519|XP_039953994.1|BTRY	LOC117566943|XP_034102466.1|DALB
OG0004571	LOC120775139|XP_039961103.1|BTRY	LOC117570424|XP_034107954.1|DALB
OG0004572	LOC120775322|XP_039961396.1|BTRY	LOC117563647|XP_034097947.1|DALB
OG0004573	LOC120772558|XP_039957181.1|BTRY	LOC117574026|XP_034113508.1|DALB
OG0004574	LOC120774560|XP_039960227.1|BTRY	LOC117566553|XP_034101989.1|DALB
OG0004575	LOC120773458|XP_039958286.1|BTRY	LOC117571703|XP_034109895.1|DALB
OG0004576	LOC120777848|XP_039965321.1|BTRY	LOC117574990|XP_034114951.1|DALB
OG0004577	LOC120774868|XP_039960638.1|BTRY	LOC117575206|XP_034115221.1|DALB
OG0004578	LOC120776123|XP_039962585.1|BTRY	LOC117566381|XP_034101778.1|DALB
OG0004579	LOC120767341|XP_039949225.1|BTRY	LOC117563496|XP_034097751.1|DALB
OG0004580	LOC120769292|XP_039952156.1|BTRY	LOC117575180|XP_034115180.1|DALB
OG0004581	LOC120771039|XP_039954773.1|BTRY	LOC117575683|XP_034115880.1|DALB
OG0004582	LOC120766280|XP_039947616.1|BTRY	LOC117575626|XP_034115794.1|DALB
OG0004583	LOC120773619|XP_039958555.1|BTRY	LOC117572338|XP_034110974.1|DALB
OG0004584	LOC120774299|XP_039959755.1|BTRY	LOC117570819|XP_034108572.1|DALB
OG0004585	LOC120781311|XP_039969445.1|BTRY	LOC117574677|XP_034114474.1|DALB
OG0004586	LOC120773863|XP_039958953.1|BTRY	LOC117568648|XP_034105338.1|DALB
OG0004587	LOC120776164|XP_039962708.1|BTRY	LOC117573762|XP_034113045.1|DALB
OG0004588	LOC120782543|XP_039970808.1|BTRY	LOC117575436|XP_034115530.1|DALB
OG0004589	LOC120775414|XP_039961516.1|BTRY	LOC117578129|XP_034119220.1|DALB
OG0004590	LOC120766583|XP_039948113.1|BTRY	LOC117575756|XP_034116008.1|DALB
OG0004591	LOC120773644|XP_039958589.1|BTRY	LOC117575755|XP_034116005.1|DALB
OG0004592	LOC120775596|XP_039961769.1|BTRY	LOC117574339|XP_034114054.1|DALB
OG0004593	LOC120775386|XP_039961481.1|BTRY	LOC117567020|XP_034102603.1|DALB
OG0004594	LOC120775552|XP_039961713.1|BTRY	LOC117578049|XP_034119059.1|DALB
OG0004595	LOC120775471|XP_039961600.1|BTRY	LOC117576424|XP_034117061.1|DALB
OG0004596	LOC120776190|XP_039962749.1|BTRY	LOC117565623|XP_034100728.1|DALB
OG0004597	LOC120774245|XP_039959644.1|BTRY	LOC117574972|XP_034114932.1|DALB
OG0004598	LOC120777750|XP_039965179.1|BTRY	LOC117567686|XP_034103701.1|DALB
OG0004599	LOC120778510|XP_039966275.1|BTRY	LOC117564854|XP_034099683.1|DALB
OG0004600	LOC120774042|XP_039959276.1|BTRY	LOC117575491|XP_034115621.1|DALB
OG0004601	LOC120775395|XP_039961489.1|BTRY	LOC117576484|XP_034117195.1|DALB
OG0004602	LOC120774443|XP_039960018.1|BTRY	LOC117567591|XP_034103983.1|DALB
OG0004603	LOC120774541|XP_039960202.1|BTRY	LOC117566227|XP_034101664.1|DALB
OG0004604	LOC120774422|XP_039959985.1|BTRY	LOC117566850|XP_034102336.1|DALB
OG0004605	LOC120775939|XP_039962280.1|BTRY	LOC117578199|XP_034119419.1|DALB
OG0004606	LOC120771834|XP_039956012.1|BTRY	LOC117576189|XP_034116669.1|DALB
OG0004607	LOC120774984|XP_039960824.1|BTRY	LOC117566564|XP_034102000.1|DALB
OG0004608	LOC120775886|XP_039962197.1|BTRY	LOC117577606|XP_034118347.1|DALB
OG0004609	LOC120774282|XP_039959708.1|BTRY, LOC120774280|XP_039959706.1|BTRY	LOC117563467|XP_034097714.1|DALB
OG0004610	LOC120782654|XP_039970974.1|BTRY	LOC117573780|XP_034113071.1|DALB
OG0004611	LOC120770833|XP_039954360.1|BTRY	LOC117574696|XP_034114496.1|DALB
OG0004612	LOC120766263|XP_039947584.1|BTRY	LOC117574236|XP_034113838.1|DALB
OG0004613	LOC120782354|XP_039970523.1|BTRY	LOC117575685|XP_034115882.1|DALB
OG0004614	LOC120773928|XP_039959059.1|BTRY	LOC117570003|XP_034107294.1|DALB
OG0004615	LOC120775215|XP_039961214.1|BTRY	LOC117577816|XP_034118638.1|DALB
OG0004616	LOC120774395|XP_039959947.1|BTRY	LOC117577973|XP_034118948.1|DALB
OG0004617	LOC120767967|XP_039950305.1|BTRY	LOC117564027|XP_034098519.1|DALB
OG0004618	LOC120771173|XP_039954998.1|BTRY	LOC117574412|XP_034114141.1|DALB, LOC117573388|XP_034112477.1|DALB
OG0004619	LOC120781350|XP_039969487.1|BTRY	LOC117575689|XP_034115891.1|DALB
OG0004620	LOC120778466|XP_039966212.1|BTRY	LOC117573636|XP_034112835.1|DALB
OG0004621	LOC120778279|XP_039966003.1|BTRY	LOC117574795|XP_034114645.1|DALB
OG0004622	LOC120768917|XP_039951629.1|BTRY	LOC117575836|XP_034116133.1|DALB
OG0004623	LOC120782722|XP_039971080.1|BTRY	LOC117575135|XP_034115132.1|DALB
OG0004624	LOC120775382|XP_039961476.1|BTRY	LOC117576687|XP_034117573.1|DALB
OG0004625	LOC120776196|XP_039962756.1|BTRY	LOC117577847|XP_034118683.1|DALB
OG0004626	LOC120776118|XP_039962563.1|BTRY	LOC117564871|XP_034099713.1|DALB
OG0004627	LOC120778937|XP_039966918.1|BTRY	LOC117571835|XP_034110106.1|DALB
OG0004628	LOC120774283|XP_039959709.1|BTRY	LOC117577100|XP_034118096.1|DALB
OG0004629	LOC120772294|XP_039956740.1|BTRY	LOC117575327|XP_034115373.1|DALB
OG0004630	LOC120772741|XP_039957439.1|BTRY	LOC117575415|XP_034115487.1|DALB
OG0004631	LOC120767092|XP_039948905.1|BTRY	LOC117573770|XP_034113058.1|DALB
OG0004632	LOC120768696|XP_039951424.1|BTRY	LOC117573769|XP_034113055.1|DALB
OG0004633	LOC120766438|XP_039947881.1|BTRY	LOC117576134|XP_034116586.1|DALB
OG0004634	LOC120782886|XP_039971369.1|BTRY, LOC120766325|XP_039947683.1|BTRY	LOC117575339|XP_034115388.1|DALB
OG0004635	LOC120775319|XP_039961390.1|BTRY	LOC117569262|XP_034106257.1|DALB
OG0004636	LOC120773663|XP_039958614.1|BTRY	LOC117576670|XP_034117584.1|DALB
OG0004637	LOC120773969|XP_039959140.1|BTRY	LOC117568524|XP_034105122.1|DALB
OG0004638	LOC120773836|XP_039958892.1|BTRY	LOC117567051|XP_034102669.1|DALB
OG0004641	LOC120774083|XP_039959345.1|BTRY	LOC117577579|XP_034118313.1|DALB
OG0004642	LOC120773823|XP_039958867.1|BTRY	LOC117568623|XP_034105307.1|DALB
OG0004643	LOC120781372|XP_039969513.1|BTRY	LOC117575583|XP_034115740.1|DALB
OG0004644	LOC120775137|XP_039961102.1|BTRY	LOC117578316|XP_034119662.1|DALB
OG0004645	LOC120775836|XP_039962134.1|BTRY	LOC117566224|XP_034101661.1|DALB
OG0004646	LOC120776090|XP_039962505.1|BTRY	LOC117574564|XP_034114326.1|DALB
OG0004647	LOC120776009|XP_039962382.1|BTRY	LOC117577849|XP_034118681.1|DALB
OG0004648	LOC120775262|XP_039961280.1|BTRY	LOC117575996|XP_034116390.1|DALB
OG0004649	LOC120775298|XP_039961350.1|BTRY	LOC117575387|XP_034115457.1|DALB
OG0004650	LOC120774471|XP_039960061.1|BTRY	LOC117565230|XP_034100127.1|DALB
OG0004651	LOC120766452|XP_039947907.1|BTRY	LOC117576119|XP_034116568.1|DALB
OG0004652	LOC120766594|XP_039948131.1|BTRY	LOC117574035|XP_034113522.1|DALB
OG0004653	LOC120779178|XP_039967354.1|BTRY	LOC117567070|XP_034102703.1|DALB
OG0004654	LOC120769513|XP_039952484.1|BTRY	LOC117564730|XP_034099508.1|DALB
OG0004655	LOC120766502|XP_039947991.1|BTRY	LOC117575977|XP_034116350.1|DALB
OG0004656	LOC120774082|XP_039959344.1|BTRY	LOC117564172|XP_034098730.1|DALB, LOC117565591|XP_034100682.1|DALB
OG0004657	LOC120766332|XP_039947692.1|BTRY	LOC117575717|XP_034115946.1|DALB
OG0004658	LOC120782522|XP_039970765.1|BTRY	LOC117576509|XP_034117207.1|DALB
OG0004659	LOC120766395|XP_039947775.1|BTRY	LOC117575949|XP_034116303.1|DALB
OG0004660	LOC120766338|XP_039947697.1|BTRY	LOC117575086|XP_034115074.1|DALB
OG0004661	LOC120782057|XP_039970150.1|BTRY	LOC117573976|XP_034113410.1|DALB
OG0004662	LOC120773989|XP_039959186.1|BTRY	LOC117576665|XP_034117527.1|DALB
OG0004663	LOC120774780|XP_039960487.1|BTRY	LOC117572594|XP_034111381.1|DALB
OG0004664	LOC120774287|XP_039959714.1|BTRY	LOC117571790|XP_034110044.1|DALB
OG0004665	LOC120775280|XP_039961313.1|BTRY	LOC117573613|XP_034112805.1|DALB
OG0004666	LOC120782229|XP_039970329.1|BTRY	LOC117575222|XP_034115240.1|DALB
OG0004667	LOC120766446|XP_039947888.1|BTRY	LOC117574343|XP_034114055.1|DALB
OG0004668	LOC120775007|XP_039960874.1|BTRY	LOC117575282|XP_034115320.1|DALB
OG0004669	LOC120767469|XP_039949493.1|BTRY	LOC117564267|XP_034098860.1|DALB
OG0004670	LOC120771853|XP_039956033.1|BTRY	LOC117575122|XP_034115112.1|DALB
OG0004671	LOC120781501|XP_039969661.1|BTRY	LOC117575505|XP_034115639.1|DALB
OG0004673	LOC120774969|XP_039960796.1|BTRY	LOC117574666|XP_034114462.1|DALB
OG0004674	LOC120766952|XP_039948670.1|BTRY	LOC117575796|XP_034116064.1|DALB
OG0004675	LOC120766951|XP_039948665.1|BTRY	LOC117575990|XP_034116378.1|DALB
OG0004676	LOC120766365|XP_039947728.1|BTRY	LOC117574514|XP_034114264.1|DALB
OG0004677	LOC120773848|XP_039958923.1|BTRY	LOC117574177|XP_034113756.1|DALB
OG0004678	LOC120778184|XP_039965859.1|BTRY	LOC117574168|XP_034113747.1|DALB
OG0004679	LOC120766968|XP_039948692.1|BTRY	LOC117574465|XP_034114192.1|DALB
OG0004680	LOC120767575|XP_039949653.1|BTRY	LOC117576024|XP_034116421.1|DALB
OG0004682	LOC120767994|XP_039950345.1|BTRY	LOC117565361|XP_034100315.1|DALB
OG0004683	LOC120777148|XP_039964230.1|BTRY	LOC117573600|XP_034112786.1|DALB
OG0004684	LOC120766282|XP_039947617.1|BTRY	LOC117575715|XP_034115943.1|DALB
OG0004685	LOC120766514|XP_039948010.1|BTRY	LOC117573810|XP_034113113.1|DALB
OG0004686	LOC120774585|XP_039960253.1|BTRY	LOC117576786|XP_034117728.1|DALB
OG0004687	LOC120781424|XP_039969581.1|BTRY	LOC117575388|XP_034115454.1|DALB
OG0004688	LOC120766790|XP_039948422.1|BTRY	LOC117576493|XP_034117162.1|DALB
OG0004689	LOC120782484|XP_039970721.1|BTRY	LOC117576607|XP_034117397.1|DALB
OG0004690	LOC120770502|XP_039954004.1|BTRY	LOC117575089|XP_034115076.1|DALB
OG0004691	LOC120776843|XP_039963806.1|BTRY	LOC117576800|XP_034117750.1|DALB
OG0004692	LOC120766975|XP_039948700.1|BTRY	LOC117574780|XP_034114622.1|DALB
OG0004693	LOC120775761|XP_039962031.1|BTRY	LOC117574779|XP_034114620.1|DALB
OG0004694	LOC120777464|XP_039964722.1|BTRY	LOC117575484|XP_034115608.1|DALB
OG0004695	LOC120766906|XP_039948591.1|BTRY	LOC117575986|XP_034116372.1|DALB
OG0004697	LOC120775049|XP_039960960.1|BTRY	LOC117577738|XP_034118537.1|DALB
OG0004698	LOC120775734|XP_039961986.1|BTRY	LOC117572726|XP_034111688.1|DALB
OG0004699	LOC120766478|XP_039947954.1|BTRY	LOC117575427|XP_034115522.1|DALB
OG0004700	LOC120780766|XP_039968954.1|BTRY	LOC117575234|XP_034115257.1|DALB
OG0004701	LOC120782180|XP_039970253.1|BTRY	LOC117574084|XP_034113610.1|DALB
OG0004702	LOC120766590|XP_039948127.1|BTRY	LOC117574007|XP_034113474.1|DALB
OG0004703	LOC120782335|XP_039970498.1|BTRY	LOC117575701|XP_034115905.1|DALB
OG0004704	LOC120773471|XP_039958324.1|BTRY	LOC117576221|XP_034116721.1|DALB
OG0004705	LOC120782764|XP_039971164.1|BTRY	LOC117573833|XP_034113156.1|DALB
OG0004706	LOC120776650|XP_039963422.1|BTRY	LOC117566971|XP_034102522.1|DALB
OG0004707	LOC120774719|XP_039960407.1|BTRY	LOC117575094|XP_034115085.1|DALB
OG0004708	LOC120782815|XP_039971240.1|BTRY	LOC117576742|XP_034117665.1|DALB
OG0004709	LOC120782826|XP_039971279.1|BTRY	LOC117576322|XP_034116879.1|DALB
OG0004710	LOC120774557|XP_039960228.1|BTRY	LOC117574331|XP_034114033.1|DALB
OG0004711	LOC120766247|XP_039947562.1|BTRY	LOC117574459|XP_034114188.1|DALB
OG0004712	LOC120782028|XP_039970123.1|BTRY	LOC117575365|XP_034115420.1|DALB
OG0004713	LOC120766307|XP_039947662.1|BTRY	LOC117574070|XP_034113587.1|DALB
OG0004714	LOC120780669|XP_039968872.1|BTRY	LOC117576811|XP_034117769.1|DALB
OG0004715	LOC120768328|XP_039950902.1|BTRY	LOC117563547|XP_034097816.1|DALB
OG0004716	LOC120769237|XP_039952074.1|BTRY	LOC117576510|XP_034117208.1|DALB
OG0004717	LOC120774382|XP_039959926.1|BTRY	LOC117571874|XP_034110225.1|DALB
OG0004718	LOC120769447|XP_039952371.1|BTRY	LOC117564185|XP_034098749.1|DALB
OG0004719	LOC120768434|XP_039951054.1|BTRY	LOC117573882|XP_034113251.1|DALB
OG0004720	LOC120775934|XP_039962278.1|BTRY	LOC117574009|XP_034113481.1|DALB
OG0004721	LOC120777159|XP_039964647.1|BTRY	LOC117574028|XP_034113510.1|DALB
OG0004722	LOC120774290|XP_039959734.1|BTRY	LOC117574038|XP_034113529.1|DALB
OG0004723	LOC120774247|XP_039959646.1|BTRY	LOC117573936|XP_034113353.1|DALB
OG0004724	LOC120766897|XP_039948580.1|BTRY	LOC117576548|XP_034117276.1|DALB
OG0004725	LOC120766898|XP_039948581.1|BTRY	LOC117573286|XP_034112281.1|DALB
OG0004726	LOC120766279|XP_039947615.1|BTRY	LOC117575966|XP_034116336.1|DALB
OG0004727	LOC120766542|XP_039948053.1|BTRY	LOC117574276|XP_034113915.1|DALB
OG0004728	LOC120767085|XP_039948890.1|BTRY	LOC117575238|XP_034115260.1|DALB
OG0004729	LOC120775770|XP_039962037.1|BTRY	LOC117577926|XP_034118819.1|DALB
OG0004730	LOC120767661|XP_039949768.1|BTRY	LOC117565284|XP_034100203.1|DALB
OG0004731	LOC120774510|XP_039960139.1|BTRY	LOC117575153|XP_034115147.1|DALB
OG0004732	LOC120780744|XP_039968938.1|BTRY	LOC117575098|XP_034115090.1|DALB
OG0004733	LOC120777334|XP_039964514.1|BTRY	LOC117575099|XP_034115091.1|DALB
OG0004734	LOC120779453|XP_039967646.1|BTRY	LOC117574983|XP_034114940.1|DALB
OG0004735	LOC120766418|XP_039947815.1|BTRY	LOC117575682|XP_034115862.1|DALB
OG0004736	LOC120767053|XP_039948840.1|BTRY	LOC117576627|XP_034117443.1|DALB
OG0004737	LOC120775301|XP_039961362.1|BTRY	LOC117575431|XP_034115526.1|DALB
OG0004738	LOC120779148|XP_039967300.1|BTRY	LOC117574958|XP_034114910.1|DALB
OG0004739	LOC120781342|XP_039969480.1|BTRY	LOC117575172|XP_034115174.1|DALB
OG0004740	LOC120782207|XP_039970295.1|BTRY	LOC117575952|XP_034116315.1|DALB
OG0004741	LOC120782821|XP_039971269.1|BTRY	LOC117573359|XP_034112377.1|DALB
OG0004742	LOC120780088|XP_039968300.1|BTRY, LOC120780068|XP_039968277.1|BTRY	LOC117573196|XP_034112080.1|DALB
OG0004743	LOC120766577|XP_039948104.1|BTRY	LOC117575294|XP_034115332.1|DALB
OG0004744	LOC120782839|XP_039971299.1|BTRY	LOC117564433|XP_034099060.1|DALB
OG0004745	LOC120775364|XP_039961464.1|BTRY	LOC117575022|XP_034114991.1|DALB
OG0004746	LOC120769208|XP_039952038.1|BTRY	LOC117574793|XP_034114642.1|DALB
OG0004747	LOC120769216|XP_039952048.1|BTRY	LOC117574796|XP_034114646.1|DALB
OG0004748	LOC120772470|XP_039957046.1|BTRY	LOC117574792|XP_034114639.1|DALB
OG0004750	LOC120766543|XP_039948054.1|BTRY	LOC117575694|XP_034115897.1|DALB
OG0004751	LOC120769428|XP_039952347.1|BTRY	LOC117576266|XP_034116800.1|DALB
OG0004753	LOC120780032|XP_039968248.1|BTRY	LOC117574134|XP_034113690.1|DALB
OG0004754	LOC120768876|XP_039951567.1|BTRY	LOC117573292|XP_034112286.1|DALB
OG0004755	LOC120773393|XP_039958177.1|BTRY	LOC117575165|XP_034115159.1|DALB
OG0004756	LOC120773391|XP_039958163.1|BTRY	LOC117574162|XP_034113740.1|DALB
OG0004757	LOC120766414|XP_039947800.1|BTRY	LOC117576640|XP_034117456.1|DALB
OG0004758	LOC120776508|XP_039963149.1|BTRY	LOC117575255|XP_034115280.1|DALB
OG0004759	LOC120782390|XP_039970566.1|BTRY	LOC117574164|XP_034113743.1|DALB
OG0004760	LOC120766662|XP_039948230.1|BTRY	LOC117576910|XP_034117940.1|DALB
OG0004761	LOC120780582|XP_039968776.1|BTRY	LOC117576643|XP_034117463.1|DALB
OG0004763	LOC120766735|XP_039948321.1|BTRY	LOC117575777|XP_034116035.1|DALB
OG0004764	LOC120782550|XP_039970813.1|BTRY	LOC117576674|XP_034117560.1|DALB
OG0004765	LOC120780837|XP_039969015.1|BTRY	LOC117576021|XP_034116419.1|DALB
OG0004766	LOC120780308|XP_039968535.1|BTRY	LOC117574295|XP_034113988.1|DALB
OG0004767	LOC120774604|XP_039960648.1|BTRY	LOC117576109|XP_034116558.1|DALB
OG0004768	LOC120774368|XP_039959900.1|BTRY	LOC117574549|XP_034114312.1|DALB
OG0004769	LOC120766842|XP_039948487.1|BTRY	LOC117565486|XP_034100479.1|DALB
OG0004770	LOC120782716|XP_039971072.1|BTRY	LOC117576841|XP_034117814.1|DALB
OG0004771	LOC120782567|XP_039970838.1|BTRY	LOC117576594|XP_034117374.1|DALB
OG0004772	LOC120778484|XP_039966654.1|BTRY	LOC117576601|XP_034117386.1|DALB
OG0004775	LOC120766571|XP_039948097.1|BTRY	LOC117576067|XP_034116492.1|DALB
OG0004776	LOC120770515|XP_039953987.1|BTRY	LOC117572692|XP_034111634.1|DALB
OG0004777	LOC120780454|XP_039968663.1|BTRY	LOC117573159|XP_034112012.1|DALB, LOC117573154|XP_034112003.1|DALB
OG0004778	LOC120767877|XP_039950137.1|BTRY	LOC117565838|XP_034101040.1|DALB
OG0004779	LOC120766385|XP_039947756.1|BTRY	LOC117573644|XP_034112850.1|DALB
OG0004780	LOC120768286|XP_039950847.1|BTRY	LOC117564072|XP_034098588.1|DALB
OG0004781	LOC120777363|XP_039964569.1|BTRY	LOC117576352|XP_034116927.1|DALB
OG0004782	LOC120778557|XP_039966349.1|BTRY	LOC117574104|XP_034113638.1|DALB
OG0004783	LOC120775914|XP_039962241.1|BTRY	LOC117577619|XP_034118363.1|DALB
OG0004784	LOC120771552|XP_039955551.1|BTRY	LOC117575242|XP_034115266.1|DALB
OG0004785	LOC120779907|XP_039968189.1|BTRY	LOC117574806|XP_034114662.1|DALB
OG0004786	LOC120766597|XP_039948136.1|BTRY	LOC117574719|XP_034114533.1|DALB
OG0004787	LOC120766912|XP_039948593.1|BTRY	LOC117573443|XP_034112555.1|DALB
OG0004788	LOC120779521|XP_039967787.1|BTRY	LOC117575292|XP_034115330.1|DALB
OG0004789	LOC120782544|XP_039970847.1|BTRY	LOC117575283|XP_034115317.1|DALB
OG0004790	LOC120766447|XP_039947889.1|BTRY	LOC117575333|XP_034115380.1|DALB
OG0004791	LOC120772315|XP_039956769.1|BTRY	LOC117573663|XP_034112882.1|DALB
OG0004792	LOC120780449|XP_039968660.1|BTRY	LOC117576725|XP_034117638.1|DALB
OG0004793	LOC120767784|XP_039949973.1|BTRY	LOC117573896|XP_034113295.1|DALB
OG0004794	LOC120781453|XP_039969604.1|BTRY	LOC117575200|XP_034115208.1|DALB
OG0004795	LOC120782800|XP_039971211.1|BTRY	LOC117576587|XP_034117365.1|DALB
OG0004796	LOC120766317|XP_039947672.1|BTRY	LOC117574340|XP_034114051.1|DALB
OG0004797	LOC120767094|XP_039948908.1|BTRY	LOC117575281|XP_034115314.1|DALB
OG0004798	LOC120776948|XP_039963973.1|BTRY	LOC117574066|XP_034113580.1|DALB
OG0004799	LOC120770776|XP_039954292.1|BTRY	LOC117576866|XP_034117859.1|DALB
OG0004800	LOC120780180|XP_039968391.1|BTRY	LOC117573650|XP_034112862.1|DALB
OG0004801	LOC120779695|XP_039967996.1|BTRY	LOC117575638|XP_034115809.1|DALB
OG0004803	LOC120766649|XP_039948211.1|BTRY	LOC117573304|XP_034112300.1|DALB
OG0004804	LOC120768081|XP_039950547.1|BTRY	LOC117576076|XP_034116511.1|DALB
OG0004805	LOC120782494|XP_039970729.1|BTRY	LOC117574288|XP_034113933.1|DALB
OG0004806	LOC120775829|XP_039962124.1|BTRY	LOC117577683|XP_034118469.1|DALB
OG0004807	LOC120782770|XP_039971169.1|BTRY	LOC117575440|XP_034115535.1|DALB
OG0004808	LOC120781662|XP_039970038.1|BTRY	LOC117573915|XP_034113317.1|DALB
OG0004811	LOC120777485|XP_039964756.1|BTRY	LOC117570486|XP_034108063.1|DALB
OG0004812	LOC120771936|XP_039956171.1|BTRY	LOC117576669|XP_034117541.1|DALB
OG0004813	LOC120766269|XP_039947592.1|BTRY	LOC117575975|XP_034116346.1|DALB
OG0004814	LOC120779510|XP_039967765.1|BTRY	LOC117573926|XP_034113334.1|DALB
OG0004815	LOC120773451|XP_039958276.1|BTRY	LOC117563780|XP_034098182.1|DALB
OG0004816	LOC120776005|XP_039962371.1|BTRY	LOC117578043|XP_034119052.1|DALB
OG0004817	LOC120774361|XP_039959881.1|BTRY	LOC117569026|XP_034105911.1|DALB
OG0004818	LOC120782449|XP_039970671.1|BTRY	LOC117574989|XP_034114950.1|DALB
OG0004819	LOC120782558|XP_039970826.1|BTRY	LOC117573874|XP_034113242.1|DALB
OG0004820	LOC120775984|XP_039962348.1|BTRY	LOC117573916|XP_034113319.1|DALB
OG0004821	LOC120766764|XP_039948376.1|BTRY	LOC117576588|XP_034117366.1|DALB
OG0004822	LOC120770407|XP_039953779.1|BTRY	LOC117574334|XP_034114041.1|DALB
OG0004823	LOC120766777|XP_039948398.1|BTRY	LOC117574013|XP_034113488.1|DALB
OG0004824	LOC120766778|XP_039948402.1|BTRY	LOC117574015|XP_034113493.1|DALB
OG0004825	LOC120780086|XP_039968289.1|BTRY	LOC117573189|XP_034112068.1|DALB
OG0004826	LOC120775295|XP_039961348.1|BTRY	LOC117576662|XP_034117510.1|DALB
OG0004827	LOC120782381|XP_039970557.1|BTRY	LOC117576064|XP_034116490.1|DALB
OG0004828	LOC120770020|XP_039953055.1|BTRY	LOC117573645|XP_034112852.1|DALB
OG0004829	LOC120766591|XP_039948129.1|BTRY	LOC117573483|XP_034112601.1|DALB
OG0004830	LOC120779659|XP_039967951.1|BTRY	LOC117573739|XP_034113008.1|DALB
OG0004831	LOC120771927|XP_039956157.1|BTRY	LOC117569754|XP_034106938.1|DALB
OG0004832	LOC120782860|XP_039971330.1|BTRY	LOC117576568|XP_034117298.1|DALB
OG0004833	LOC120782406|XP_039970586.1|BTRY	LOC117576704|XP_034117610.1|DALB
OG0004834	LOC120771753|XP_039955868.1|BTRY	LOC117575076|XP_034115061.1|DALB
OG0004835	LOC120766795|XP_039948429.1|BTRY	LOC117576086|XP_034116525.1|DALB
OG0004836	LOC120770390|XP_039953757.1|BTRY	LOC117573416|XP_034112513.1|DALB
OG0004837	LOC120777626|XP_039965014.1|BTRY	LOC117571768|XP_034110017.1|DALB, LOC117571767|XP_034110016.1|DALB, LOC117571770|XP_034110018.1|DALB
OG0004838	LOC120780390|XP_039968610.1|BTRY	LOC117574805|XP_034114661.1|DALB
OG0004839	LOC120780109|XP_039968324.1|BTRY	LOC117573804|XP_034113104.1|DALB
OG0004840	LOC120780244|XP_039968437.1|BTRY	LOC117576760|XP_034117696.1|DALB
OG0004841	LOC120773535|XP_039958425.1|BTRY	LOC117564155|XP_034098712.1|DALB
OG0004842	LOC120772824|XP_039957566.1|BTRY	LOC117575979|XP_034116353.1|DALB
OG0004843	LOC120780583|XP_039968779.1|BTRY	LOC117576272|XP_034116808.1|DALB
OG0004844	LOC120769673|XP_039952730.1|BTRY	LOC117576241|XP_034116750.1|DALB
OG0004845	LOC120769662|XP_039952708.1|BTRY	LOC117573862|XP_034113224.1|DALB
OG0004846	LOC120767702|XP_039949833.1|BTRY	LOC117563253|XP_034097359.1|DALB
OG0004847	LOC120768655|XP_039951364.1|BTRY	LOC117563251|XP_034097355.1|DALB
OG0004848	LOC120782691|XP_039971020.1|BTRY	LOC117567503|XP_034103425.1|DALB
OG0004849	LOC120775130|XP_039961092.1|BTRY	LOC117578389|XP_034119721.1|DALB
OG0004850	LOC120777889|XP_039965390.1|BTRY	LOC117576893|XP_034117921.1|DALB
OG0004851	LOC120782829|XP_039971282.1|BTRY	LOC117576890|XP_034117915.1|DALB
OG0004852	LOC120779854|XP_039968148.1|BTRY	LOC117574111|XP_034113653.1|DALB
OG0004853	LOC120772176|XP_039956557.1|BTRY	LOC117568372|XP_034104866.1|DALB
OG0004854	LOC120776893|XP_039963884.1|BTRY	LOC117571573|XP_034109675.1|DALB
OG0004855	LOC120778578|XP_039966375.1|BTRY	LOC117571000|XP_034108839.1|DALB
OG0004856	LOC120776638|XP_039963396.1|BTRY	LOC117568747|XP_034105462.1|DALB
OG0004857	LOC120777849|XP_039965318.1|BTRY	LOC117568283|XP_034104688.1|DALB
OG0004858	LOC120777503|XP_039964788.1|BTRY	LOC117570350|XP_034107797.1|DALB
OG0004859	LOC120777527|XP_039964843.1|BTRY	LOC117570353|XP_034107814.1|DALB
OG0004860	LOC120778168|XP_039965838.1|BTRY	LOC117567852|XP_034103997.1|DALB
OG0004861	LOC120777899|XP_039965404.1|BTRY	LOC117571873|XP_034110210.1|DALB
OG0004863	LOC120776867|XP_039963858.1|BTRY	LOC117567793|XP_034103908.1|DALB
OG0004864	LOC120778599|XP_039966406.1|BTRY	LOC117570032|XP_034107346.1|DALB
OG0004865	LOC120769935|XP_039952972.1|BTRY	LOC117575358|XP_034115414.1|DALB
OG0004866	LOC120777286|XP_039964432.1|BTRY	LOC117571498|XP_034109556.1|DALB
OG0004867	LOC120772102|XP_039956445.1|BTRY	LOC117571918|XP_034110286.1|DALB
OG0004868	LOC120772103|XP_039956446.1|BTRY	LOC117571919|XP_034110287.1|DALB
OG0004869	LOC120770382|XP_039953738.1|BTRY	LOC117566894|XP_034102400.1|DALB
OG0004870	LOC120770061|XP_039953115.1|BTRY	LOC117566901|XP_034102410.1|DALB
OG0004871	LOC120770575|XP_039954089.1|BTRY	LOC117569168|XP_034106125.1|DALB
OG0004872	LOC120772077|XP_039956405.1|BTRY	LOC117570447|XP_034107996.1|DALB
OG0004873	LOC120769721|XP_039952794.1|BTRY	LOC117564443|XP_034099073.1|DALB
OG0004874	LOC120777596|XP_039964970.1|BTRY	LOC117574808|XP_034114663.1|DALB
