Orthogroup	BTRY.longest_only	AAEG.longest_only
OG0004333	LOC120767900|XP_039950179.1|BTRY	LOC5570999|XP_001653427.2|AAEG
OG0004334	LOC120769141|XP_039951947.1|BTRY	LOC5570998|XP_021706986.1|AAEG
OG0004335	LOC120771060|XP_039954800.1|BTRY	LOC5571005|XP_001653434.1|AAEG
OG0004336	LOC120772604|XP_039957252.1|BTRY	LOC5571009|XP_001653438.1|AAEG
OG0004337	LOC120767441|XP_039949438.1|BTRY	LOC5571011|XP_001653441.1|AAEG
OG0004338	LOC120772097|XP_039956437.1|BTRY	LOC5571016|XP_021710932.1|AAEG
OG0004339	LOC120770524|XP_039954001.1|BTRY	LOC5575074|XP_001661812.1|AAEG
OG0004340	LOC120770523|XP_039953999.1|BTRY	LOC5575075|XP_021707755.1|AAEG
OG0004341	LOC120770019|XP_039953051.1|BTRY	LOC5575082|XP_001661804.1|AAEG
OG0004342	LOC120771802|XP_039955938.1|BTRY	LOC5578878|XP_001664087.2|AAEG
OG0004343	LOC120770895|XP_039954495.1|BTRY	LOC5576142|XP_021710000.1|AAEG
OG0004344	LOC120771908|XP_039956125.1|BTRY	LOC5565029|XP_021706847.1|AAEG
OG0004345	LOC120772179|XP_039956561.1|BTRY	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG
OG0004346	LOC120771602|XP_039955616.1|BTRY	LOC23687601|XP_021708563.1|AAEG
OG0004347	LOC120771408|XP_039955316.1|BTRY	LOC5570985|XP_021706602.1|AAEG
OG0004348	LOC120772844|XP_039957593.1|BTRY	LOC5563928|XP_021705111.1|AAEG
OG0004349	LOC120771131|XP_039954921.1|BTRY	LOC5575390|XP_021705255.1|AAEG
OG0004350	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY	LOC5564296|XP_001648645.2|AAEG
OG0004351	LOC120770338|XP_039953667.1|BTRY	LOC5566763|XP_021704818.1|AAEG
OG0004352	LOC120768792|XP_039951485.1|BTRY	LOC5575284|XP_021706749.1|AAEG
OG0004353	LOC120782450|XP_039970672.1|BTRY	LOC5575275|XP_001661881.1|AAEG
OG0004354	LOC120769903|XP_039952970.1|BTRY	LOC110679616|XP_021710599.1|AAEG
OG0004355	LOC120768803|XP_039951492.1|BTRY	LOC5575272|XP_021710551.1|AAEG
OG0004356	LOC120770322|XP_039953639.1|BTRY	LOC5573623|XP_001660945.1|AAEG
OG0004357	LOC120772646|XP_039957306.1|BTRY	LOC5571581|XP_021707500.1|AAEG
OG0004358	LOC120772407|XP_039956937.1|BTRY	LOC5563890|XP_021710388.1|AAEG
OG0004359	LOC120773084|XP_039957972.1|BTRY	LOC23687758|XP_021710910.1|AAEG
OG0004360	LOC120776823|XP_039963777.1|BTRY	LOC5573833|XP_001654863.1|AAEG
OG0004361	LOC120782678|XP_039971000.1|BTRY	LOC5573834|XP_001654860.1|AAEG
OG0004362	LOC120778454|XP_039966183.1|BTRY	LOC5573828|XP_001654855.1|AAEG
OG0004363	LOC120775507|XP_039961649.1|BTRY	LOC5574292|XP_001661342.2|AAEG
OG0004364	LOC120770304|XP_039953605.1|BTRY	LOC5563997|XP_001648319.1|AAEG
OG0004365	LOC120770931|XP_039954570.1|BTRY	LOC5578237|XP_021707309.1|AAEG
OG0004366	LOC120768933|XP_039951649.1|BTRY	LOC5577459|XP_001663392.2|AAEG
OG0004367	LOC120776670|XP_039963478.1|BTRY	LOC5571879|XP_001659989.1|AAEG
OG0004368	LOC120778704|XP_039966598.1|BTRY	LOC5568688|XP_001652513.1|AAEG
OG0004369	LOC120772428|XP_039956974.1|BTRY	LOC5568706|XP_021706493.1|AAEG
OG0004370	LOC120771186|XP_039955011.1|BTRY	LOC5568717|XP_021708349.1|AAEG
OG0004371	LOC120770493|XP_039953947.1|BTRY	LOC5563882|XP_001648196.1|AAEG
OG0004372	LOC120771080|XP_039954835.1|BTRY	LOC5563881|XP_021710919.1|AAEG
OG0004373	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY	LOC5570164|XP_021707207.1|AAEG
OG0004374	LOC120770728|XP_039954242.1|BTRY	LOC5573475|XP_021710389.1|AAEG
OG0004375	LOC120778942|XP_039966935.1|BTRY	LOC5566310|XP_001650681.1|AAEG
OG0004376	LOC120777940|XP_039965475.1|BTRY	LOC5569778|XP_021705044.1|AAEG
OG0004377	LOC120778475|XP_039966225.1|BTRY	LOC5574962|XP_001655433.2|AAEG
OG0004378	LOC120770968|XP_039954633.1|BTRY	LOC5578279|XP_021707175.1|AAEG
OG0004379	LOC120770379|XP_039953733.1|BTRY	LOC5574943|XP_001655409.1|AAEG
OG0004380	LOC120772384|XP_039956908.1|BTRY	LOC5567360|XP_021706163.1|AAEG
OG0004381	LOC120776797|XP_039963724.1|BTRY	LOC5567513|XP_021705031.1|AAEG
OG0004382	LOC120770651|XP_039954181.1|BTRY	LOC5580241|XP_001662429.2|AAEG
OG0004383	LOC120772684|XP_039957355.1|BTRY	LOC5580242|XP_021706185.1|AAEG
OG0004384	LOC120770971|XP_039954640.1|BTRY	LOC5580243|XP_001662427.1|AAEG
OG0004385	LOC120771181|XP_039955005.1|BTRY	LOC5575514|XP_001662018.2|AAEG
OG0004386	LOC120771907|XP_039956124.1|BTRY	LOC110677938|XP_021705671.1|AAEG
OG0004387	LOC120776356|XP_039962847.1|BTRY	LOC5572708|XP_021707118.1|AAEG
OG0004388	LOC120772546|XP_039957161.1|BTRY	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG
OG0004389	LOC120770496|XP_039953953.1|BTRY	LOC5564812|XP_021709637.1|AAEG
OG0004390	LOC120779186|XP_039967382.1|BTRY	LOC5575457|XP_001661976.2|AAEG
OG0004391	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY	LOC5576763|XP_021704246.1|AAEG
OG0004392	LOC120777073|XP_039964134.1|BTRY	LOC5565739|XP_001650089.2|AAEG
OG0004393	LOC120771663|XP_039955712.1|BTRY	LOC5565729|XP_021711015.1|AAEG
OG0004394	LOC120772522|XP_039957119.1|BTRY	LOC5565800|XP_021705217.1|AAEG
OG0004395	LOC120770734|XP_039954257.1|BTRY	LOC5571030|XP_021706993.1|AAEG
OG0004396	LOC120771149|XP_039954951.1|BTRY	LOC5571027|XP_021710560.1|AAEG
OG0004397	LOC120772001|XP_039956291.1|BTRY	LOC5571026|XP_001659457.2|AAEG
OG0004398	LOC120772002|XP_039956292.1|BTRY	LOC5569798|XP_021708089.1|AAEG
OG0004399	LOC120771004|XP_039954698.1|BTRY	LOC5569795|XP_021709369.1|AAEG
OG0004400	LOC120772562|XP_039957183.1|BTRY	LOC5572188|XP_001660281.2|AAEG
OG0004401	LOC120772036|XP_039956341.1|BTRY	LOC5574786|XP_001655345.2|AAEG
OG0004402	LOC120771639|XP_039955673.1|BTRY	LOC5574782|XP_001655339.1|AAEG
OG0004403	LOC120770090|XP_039953173.1|BTRY	LOC5578353|XP_021706296.1|AAEG
OG0004404	LOC120772835|XP_039957578.1|BTRY	LOC5577779|XP_021710324.1|AAEG
OG0004405	LOC120777672|XP_039965065.1|BTRY	LOC5577768|XP_001663541.2|AAEG
OG0004406	LOC120776618|XP_039963347.1|BTRY	LOC5567242|XP_001651673.1|AAEG
OG0004407	LOC120771447|XP_039955387.1|BTRY	LOC5567239|XP_021707680.1|AAEG
OG0004408	LOC120778708|XP_039966603.1|BTRY	LOC5567209|XP_001651638.2|AAEG
OG0004409	LOC120779735|XP_039968044.1|BTRY	LOC5571204|XP_021706286.1|AAEG
OG0004410	LOC120769988|XP_039953003.1|BTRY	LOC5571908|XP_021706697.1|AAEG
OG0004411	LOC120776916|XP_039963921.1|BTRY	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG
OG0004412	LOC120776914|XP_039963918.1|BTRY	LOC5574815|XP_001655375.2|AAEG
OG0004413	LOC120772134|XP_039956486.1|BTRY	LOC5574813|XP_021709590.1|AAEG
OG0004414	LOC120771140|XP_039954942.1|BTRY	LOC5577739|XP_021707423.1|AAEG
OG0004415	LOC120770255|XP_039953492.1|BTRY	LOC5579102|XP_021710240.1|AAEG
OG0004416	LOC120771085|XP_039954844.1|BTRY	LOC5579113|XP_021711273.1|AAEG
OG0004417	LOC120782286|XP_039970423.1|BTRY	LOC5579115|XP_001657314.2|AAEG
OG0004418	LOC120773079|XP_039957957.1|BTRY	LOC5579118|XP_021709717.1|AAEG
OG0004419	LOC120770318|XP_039953634.1|BTRY	LOC5579127|XP_021704838.1|AAEG
OG0004420	LOC120772694|XP_039957368.1|BTRY	LOC5572081|XP_001660163.1|AAEG
OG0004421	LOC120776956|XP_039963979.1|BTRY	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG
OG0004422	LOC120777454|XP_039964708.1|BTRY	LOC5566059|XP_021707681.1|AAEG
OG0004423	LOC120770471|XP_039953900.1|BTRY	LOC5578083|XP_001656777.2|AAEG
OG0004424	LOC120772123|XP_039956468.1|BTRY	LOC5578110|XP_021708269.1|AAEG
OG0004425	LOC120777401|XP_039964633.1|BTRY	LOC5578114|XP_001656812.2|AAEG
OG0004426	LOC120777486|XP_039964759.1|BTRY	LOC5578116|XP_001656814.2|AAEG
OG0004427	LOC120778693|XP_039966582.1|BTRY	LOC5580211|XP_001662069.2|AAEG
OG0004428	LOC120774849|XP_039960608.1|BTRY	LOC5580215|XP_021708529.1|AAEG
OG0004429	LOC120768289|XP_039950849.1|BTRY	LOC110678383|XP_021706892.1|AAEG
OG0004430	LOC120776603|XP_039963323.1|BTRY	LOC5574076|XP_021709995.1|AAEG
OG0004431	LOC120770886|XP_039954467.1|BTRY	LOC110677852|XP_021705245.1|AAEG
OG0004432	LOC120770874|XP_039954446.1|BTRY	LOC5566901|XP_021706801.1|AAEG
OG0004433	LOC120779009|XP_039967062.1|BTRY	LOC5566873|XP_021704683.1|AAEG
OG0004434	LOC120770313|XP_039953619.1|BTRY	LOC5566864|XP_001651292.1|AAEG
OG0004435	LOC120771569|XP_039955569.1|BTRY	LOC5564592|XP_001648929.2|AAEG
OG0004436	LOC120772570|XP_039957192.1|BTRY	LOC5564596|XP_021704858.1|AAEG
OG0004437	LOC120772573|XP_039957201.1|BTRY	LOC5564587|XP_001648943.2|AAEG
OG0004438	LOC120771442|XP_039955381.1|BTRY	LOC5564581|XP_001648944.1|AAEG
OG0004439	LOC120771185|XP_039955010.1|BTRY	LOC5579921|XP_021705817.1|AAEG
OG0004440	LOC120772424|XP_039956969.1|BTRY	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG
OG0004441	LOC120775072|XP_039960997.1|BTRY	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG
OG0004442	LOC120767010|XP_039948759.1|BTRY	LOC5577284|XP_001663319.1|AAEG
OG0004443	LOC120777726|XP_039965151.1|BTRY	LOC5574180|XP_001661237.1|AAEG
OG0004444	LOC120772657|XP_039957322.1|BTRY	LOC5567491|XP_001657499.1|AAEG
OG0004445	LOC120772648|XP_039957308.1|BTRY	LOC5567474|XP_021708276.1|AAEG
OG0004446	LOC120776083|XP_039962493.1|BTRY	LOC5567473|XP_001657478.1|AAEG
OG0004447	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG
OG0004448	LOC120772133|XP_039956485.1|BTRY	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG
OG0004449	LOC120776800|XP_039963728.1|BTRY	LOC5567464|XP_001657464.1|AAEG
OG0004450	LOC120770225|XP_039953439.1|BTRY	LOC5569725|XP_001652952.2|AAEG
OG0004451	LOC120770443|XP_039953846.1|BTRY	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG
OG0004452	LOC120770445|XP_039953852.1|BTRY	LOC5566540|XP_001650935.1|AAEG
OG0004453	LOC120770512|XP_039953981.1|BTRY	LOC5566539|XP_021708933.1|AAEG
OG0004454	LOC120782366|XP_039970538.1|BTRY	LOC5568974|XP_001652628.1|AAEG
OG0004455	LOC120779029|XP_039967084.1|BTRY	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG
OG0004456	LOC120774214|XP_039959602.1|BTRY	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG
OG0004457	LOC120776745|XP_039963624.1|BTRY	LOC5568952|XP_001652622.1|AAEG
OG0004458	LOC120777402|XP_039964634.1|BTRY, LOC120778394|XP_039966115.1|BTRY	LOC5568949|XP_021709778.1|AAEG
OG0004459	LOC120776844|XP_039963803.1|BTRY	LOC5568954|XP_021709787.1|AAEG
OG0004460	LOC120777841|XP_039965311.1|BTRY	LOC5571614|XP_001659809.1|AAEG
OG0004461	LOC120777243|XP_039964370.1|BTRY	LOC5565429|XP_021710321.1|AAEG
OG0004462	LOC120778532|XP_039966308.1|BTRY	LOC5565421|XP_001649776.1|AAEG
OG0004463	LOC120776525|XP_039963186.1|BTRY	LOC5565436|XP_021706597.1|AAEG
OG0004464	LOC120776649|XP_039963418.1|BTRY	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG
OG0004465	LOC120766401|XP_039947783.1|BTRY	LOC5565418|XP_001649762.2|AAEG
OG0004466	LOC120778367|XP_039966088.1|BTRY	LOC110679619|XP_021710611.1|AAEG
OG0004467	LOC120777785|XP_039965241.1|BTRY	LOC5567897|XP_021710633.1|AAEG
OG0004468	LOC120777784|XP_039965238.1|BTRY	LOC5567895|XP_001651932.2|AAEG
OG0004469	LOC120779043|XP_039967103.1|BTRY	LOC5567889|XP_001651924.1|AAEG
OG0004470	LOC120767940|XP_039950241.1|BTRY	LOC5576330|XP_021711018.1|AAEG
OG0004471	LOC120767693|XP_039949822.1|BTRY	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG
OG0004472	LOC120780101|XP_039968318.1|BTRY	LOC5566694|XP_001651102.1|AAEG
OG0004473	LOC120772411|XP_039956940.1|BTRY	LOC5566690|XP_001651097.2|AAEG
OG0004474	LOC120772410|XP_039956939.1|BTRY	LOC5566689|XP_001651096.1|AAEG
OG0004475	LOC120772202|XP_039956602.1|BTRY, LOC120772404|XP_039956934.1|BTRY	LOC5566686|XP_001651093.2|AAEG
OG0004476	LOC120774354|XP_039959873.1|BTRY	LOC110679862|XP_021711515.1|AAEG
OG0004477	LOC120771859|XP_039956042.1|BTRY	LOC5573219|XP_001654429.1|AAEG
OG0004478	LOC120772124|XP_039956470.1|BTRY	LOC5573207|XP_021704335.1|AAEG
OG0004479	LOC120772244|XP_039956672.1|BTRY	LOC110681240|XP_021712701.1|AAEG
OG0004480	LOC120775710|XP_039961955.1|BTRY	LOC110681364|XP_021712803.1|AAEG
OG0004481	LOC120770570|XP_039954084.1|BTRY	LOC110681382|XP_021712816.1|AAEG
OG0004504	LOC120782093|XP_039970174.1|BTRY	LOC5575837|XP_001655863.1|AAEG
OG0004505	LOC120779917|XP_039968196.1|BTRY	LOC5579632|XP_021694457.1|AAEG
OG0004506	LOC120780800|XP_039968985.1|BTRY	LOC5574745|XP_021694464.1|AAEG
OG0004507	LOC120767033|XP_039948813.1|BTRY	LOC5574527|XP_001655179.1|AAEG
OG0004508	LOC120777254|XP_039964388.1|BTRY	LOC5572379|XP_021694488.1|AAEG
OG0004509	LOC120774789|XP_039960504.1|BTRY	LOC5572030|XP_001660135.1|AAEG
OG0004510	LOC120774139|XP_039959459.1|BTRY	LOC5579816|XP_001651046.2|AAEG
OG0004511	LOC120774841|XP_039960595.1|BTRY	LOC5579824|XP_021694545.1|AAEG
OG0004512	LOC120779422|XP_039967553.1|BTRY	LOC5574317|XP_021694571.1|AAEG
OG0004513	LOC120779445|XP_039967627.1|BTRY	LOC5574321|XP_021694582.1|AAEG
OG0004514	LOC120779595|XP_039967872.1|BTRY	LOC5574326|XP_021694590.1|AAEG
OG0004515	LOC120774301|XP_039959758.1|BTRY	LOC5569465|XP_001658550.2|AAEG
OG0004516	LOC120774394|XP_039959945.1|BTRY	LOC5569464|XP_021694638.1|AAEG
OG0004517	LOC120773467|XP_039958306.1|BTRY	LOC5569470|XP_021694657.1|AAEG
OG0004518	LOC120775970|XP_039962319.1|BTRY	LOC110680850|XP_021712338.1|AAEG
OG0004519	LOC120774385|XP_039959933.1|BTRY	LOC5574648|XP_001661570.1|AAEG
OG0004520	LOC120776201|XP_039962768.1|BTRY	LOC5564255|XP_021694700.1|AAEG
OG0004521	LOC120775297|XP_039961347.1|BTRY	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG
OG0004522	LOC120775675|XP_039961899.1|BTRY	LOC5574723|XP_001655305.2|AAEG
OG0004523	LOC120782625|XP_039970927.1|BTRY	LOC110674766|XP_021694740.1|AAEG
OG0004524	LOC120773631|XP_039958572.1|BTRY	LOC5578731|XP_001664033.2|AAEG
OG0004525	LOC120775196|XP_039961191.1|BTRY	LOC5568128|XP_021694758.1|AAEG
OG0004526	LOC120774458|XP_039960043.1|BTRY	LOC23687941|XP_021694763.1|AAEG
OG0004527	LOC120775667|XP_039961870.1|BTRY	LOC5567108|XP_001651487.2|AAEG
OG0004528	LOC120774447|XP_039960030.1|BTRY, LOC120774449|XP_039960031.1|BTRY	LOC5575264|XP_001661860.2|AAEG
OG0004529	LOC120775172|XP_039961157.1|BTRY	LOC5565679|XP_021694863.1|AAEG
OG0004530	LOC120775544|XP_039961703.1|BTRY	LOC5580068|XP_001654806.1|AAEG
OG0004531	LOC120769017|XP_039951831.1|BTRY	LOC5564914|XP_021694894.1|AAEG
OG0004532	LOC120774158|XP_039959502.1|BTRY	LOC5568333|XP_021694949.1|AAEG
OG0004533	LOC120775931|XP_039962272.1|BTRY	LOC5564957|XP_021694959.1|AAEG
OG0004534	LOC120774966|XP_039960789.1|BTRY, LOC120774856|XP_039960612.1|BTRY	LOC5564713|XP_001649058.1|AAEG
OG0004535	LOC120776408|XP_039962966.1|BTRY	LOC23687526|XP_011493242.2|AAEG
OG0004536	LOC120773705|XP_039958673.1|BTRY	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG
OG0004537	LOC120775647|XP_039961836.1|BTRY	LOC5571743|XP_021695000.1|AAEG
OG0004538	LOC120770950|XP_039954596.1|BTRY	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG
OG0004539	LOC120766949|XP_039948667.1|BTRY	LOC5565195|XP_021695035.1|AAEG
OG0004540	LOC120775097|XP_039961038.1|BTRY	LOC23687659|XP_021695141.1|AAEG
OG0004541	LOC120772806|XP_039957524.1|BTRY	LOC5573039|XP_021693893.1|AAEG
OG0004542	LOC120775109|XP_039961060.1|BTRY, LOC120775047|XP_039960957.1|BTRY	LOC5573038|XP_021694038.1|AAEG
OG0004543	LOC120778250|XP_039965949.1|BTRY	LOC5566240|XP_021696109.1|AAEG
OG0004544	LOC120774745|XP_039960435.1|BTRY	LOC5579000|XP_021696361.1|AAEG
OG0004545	LOC120782298|XP_039970438.1|BTRY	LOC5578998|XP_021696983.1|AAEG
OG0004546	LOC120770566|XP_039954078.1|BTRY	LOC5565022|XP_001649363.2|AAEG
OG0004547	LOC120775224|XP_039961225.1|BTRY	LOC5566769|XP_021701100.1|AAEG
OG0004548	LOC120773883|XP_039958987.1|BTRY	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG
OG0004549	LOC120773754|XP_039958754.1|BTRY	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG
OG0004550	LOC120768589|XP_039951283.1|BTRY	LOC5574019|XP_021707312.1|AAEG
OG0004551	LOC120774355|XP_039959874.1|BTRY	LOC5574022|XP_001661113.1|AAEG
OG0004552	LOC120774120|XP_039959424.1|BTRY	LOC5574015|XP_021707866.1|AAEG
OG0004553	LOC120776595|XP_039963302.1|BTRY	LOC5574011|XP_001661096.2|AAEG
OG0004554	LOC120774429|XP_039959997.1|BTRY	LOC5564969|XP_021710730.1|AAEG
OG0004555	LOC120775012|XP_039960886.1|BTRY	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG
OG0004556	LOC120775059|XP_039960974.1|BTRY	LOC5571980|XP_021712418.1|AAEG
OG0004557	LOC120775261|XP_039961276.1|BTRY, LOC120774591|XP_039960256.1|BTRY	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG
OG0004558	LOC120781963|XP_039970067.1|BTRY	LOC5576062|XP_001648485.2|AAEG
OG0004559	LOC120782528|XP_039970773.1|BTRY	LOC5573489|XP_021713360.1|AAEG
OG0004560	LOC120780307|XP_039968532.1|BTRY	LOC5580021|XP_021692916.1|AAEG
OG0004561	LOC120781283|XP_039969417.1|BTRY	LOC5569126|XP_021692967.1|AAEG
OG0004562	LOC120766461|XP_039947924.1|BTRY	LOC5578654|XP_021693017.1|AAEG
OG0004563	LOC120782883|XP_039971366.1|BTRY	LOC5578653|XP_021693083.1|AAEG
OG0004564	LOC120782782|XP_039971184.1|BTRY	LOC5578652|XP_001663993.2|AAEG
OG0004565	LOC120772017|XP_039956320.1|BTRY	LOC5570121|XP_001653102.2|AAEG
OG0004566	LOC120774918|XP_039960728.1|BTRY	LOC5578310|XP_001656894.2|AAEG
OG0004567	LOC120774554|XP_039960219.1|BTRY	LOC23687938|XP_021693199.1|AAEG
OG0004568	LOC120775277|XP_039961307.1|BTRY	LOC5570106|XP_001653086.2|AAEG
OG0004569	LOC120777108|XP_039964186.1|BTRY	LOC5564358|XP_021693444.1|AAEG
OG0004570	LOC120770519|XP_039953994.1|BTRY	LOC5570746|XP_021693650.1|AAEG
OG0004571	LOC120775139|XP_039961103.1|BTRY	LOC5564999|XP_021693979.1|AAEG
OG0004572	LOC120775322|XP_039961396.1|BTRY	LOC5572390|XP_001654043.1|AAEG
OG0004573	LOC120772558|XP_039957181.1|BTRY	LOC5578624|XP_021694888.1|AAEG
OG0004574	LOC120774560|XP_039960227.1|BTRY	LOC5569556|XP_001658619.1|AAEG
OG0004575	LOC120773458|XP_039958286.1|BTRY	LOC5569562|XP_021695176.1|AAEG
OG0004576	LOC120777848|XP_039965321.1|BTRY	LOC5569566|XP_001658629.1|AAEG
OG0004577	LOC120774868|XP_039960638.1|BTRY	LOC5578887|XP_001664093.2|AAEG
OG0004578	LOC120776123|XP_039962585.1|BTRY	LOC5574245|XP_001661298.1|AAEG
OG0004579	LOC120767341|XP_039949225.1|BTRY	LOC5574250|XP_001661305.2|AAEG
OG0004580	LOC120769292|XP_039952156.1|BTRY	LOC5574256|XP_021695770.1|AAEG
OG0004581	LOC120771039|XP_039954773.1|BTRY	LOC5569921|XP_021695776.1|AAEG
OG0004582	LOC120766280|XP_039947616.1|BTRY	LOC5569918|XP_001658818.2|AAEG
OG0004583	LOC120773619|XP_039958555.1|BTRY	LOC110675386|XP_021695922.1|AAEG, LOC5576026|XP_021695931.1|AAEG
OG0004584	LOC120774299|XP_039959755.1|BTRY	LOC5576023|XP_021695966.1|AAEG
OG0004585	LOC120781311|XP_039969445.1|BTRY	LOC5566490|XP_021696180.1|AAEG
OG0004586	LOC120773863|XP_039958953.1|BTRY	LOC110680670|XP_021712152.1|AAEG, LOC110680344|XP_021711856.1|AAEG, LOC5566496|XP_001650881.2|AAEG
OG0004587	LOC120776164|XP_039962708.1|BTRY	LOC5571316|XP_021696265.1|AAEG
OG0004588	LOC120782543|XP_039970808.1|BTRY	LOC5571317|XP_021696269.1|AAEG
OG0004589	LOC120775414|XP_039961516.1|BTRY	LOC5571312|XP_021696292.1|AAEG
OG0004590	LOC120766583|XP_039948113.1|BTRY	LOC5571304|XP_021696553.1|AAEG
OG0004591	LOC120773644|XP_039958589.1|BTRY	LOC5571303|XP_021696640.1|AAEG
OG0004592	LOC120775596|XP_039961769.1|BTRY	LOC5571325|XP_001653614.2|AAEG, LOC110680590|XP_021712079.1|AAEG
OG0004593	LOC120775386|XP_039961481.1|BTRY	LOC5571324|XP_001653613.1|AAEG
OG0004594	LOC120775552|XP_039961713.1|BTRY	LOC5570456|XP_021696795.1|AAEG
OG0004595	LOC120775471|XP_039961600.1|BTRY	LOC5570455|XP_001659155.1|AAEG
OG0004596	LOC120776190|XP_039962749.1|BTRY	LOC5568415|XP_001658067.2|AAEG
OG0004597	LOC120774245|XP_039959644.1|BTRY	LOC5576593|XP_001656176.2|AAEG
OG0004598	LOC120777750|XP_039965179.1|BTRY	LOC5576594|XP_021697315.1|AAEG
OG0004599	LOC120778510|XP_039966275.1|BTRY	LOC5576590|XP_021694237.1|AAEG
OG0004600	LOC120774042|XP_039959276.1|BTRY	LOC5578881|XP_021697499.1|AAEG
OG0004601	LOC120775395|XP_039961489.1|BTRY	LOC5575001|XP_021697559.1|AAEG
OG0004602	LOC120774443|XP_039960018.1|BTRY	LOC110681032|XP_021712493.1|AAEG, LOC5574977|XP_011492970.2|AAEG
OG0004603	LOC120774541|XP_039960202.1|BTRY	LOC5574964|XP_001655438.1|AAEG
OG0004604	LOC120774422|XP_039959985.1|BTRY	LOC5577019|XP_001656305.2|AAEG
OG0004605	LOC120775939|XP_039962280.1|BTRY	LOC5572546|XP_021698206.1|AAEG
OG0004606	LOC120771834|XP_039956012.1|BTRY	LOC110681039|XP_021712499.1|AAEG, LOC5570419|XP_021698706.1|AAEG
OG0004607	LOC120774984|XP_039960824.1|BTRY	LOC5571999|XP_021699006.1|AAEG
OG0004608	LOC120775886|XP_039962197.1|BTRY	LOC5580118|XP_021699158.1|AAEG
OG0004609	LOC120774282|XP_039959708.1|BTRY, LOC120774280|XP_039959706.1|BTRY	LOC5580129|XP_001655265.1|AAEG
OG0004610	LOC120782654|XP_039970974.1|BTRY	LOC5567908|XP_021699375.1|AAEG
OG0004611	LOC120770833|XP_039954360.1|BTRY	LOC5567930|XP_021699546.1|AAEG
OG0004612	LOC120766263|XP_039947584.1|BTRY	LOC5567934|XP_021699581.1|AAEG
OG0004613	LOC120782354|XP_039970523.1|BTRY	LOC5567928|XP_001651965.2|AAEG
OG0004614	LOC120773928|XP_039959059.1|BTRY	LOC23687785|XP_021699626.1|AAEG
OG0004615	LOC120775215|XP_039961214.1|BTRY	LOC5580054|XP_021699671.1|AAEG
OG0004616	LOC120774395|XP_039959947.1|BTRY	LOC5580056|XP_001654826.2|AAEG
OG0004617	LOC120767967|XP_039950305.1|BTRY	LOC5569683|XP_021699817.1|AAEG
OG0004618	LOC120771173|XP_039954998.1|BTRY	LOC5564408|XP_001648750.2|AAEG
OG0004619	LOC120781350|XP_039969487.1|BTRY	LOC5564395|XP_001648740.2|AAEG
OG0004620	LOC120778466|XP_039966212.1|BTRY	LOC5576466|XP_021700376.1|AAEG
OG0004621	LOC120778279|XP_039966003.1|BTRY	LOC5576467|XP_021700393.1|AAEG
OG0004622	LOC120768917|XP_039951629.1|BTRY	LOC110676561|XP_021700642.1|AAEG
OG0004623	LOC120782722|XP_039971080.1|BTRY	LOC5576484|XP_021700664.1|AAEG
OG0004624	LOC120775382|XP_039961476.1|BTRY	LOC5579374|XP_001647679.1|AAEG
OG0004625	LOC120776196|XP_039962756.1|BTRY	LOC5570705|XP_021700943.1|AAEG
OG0004626	LOC120776118|XP_039962563.1|BTRY	LOC5570700|XP_021701111.1|AAEG
OG0004627	LOC120778937|XP_039966918.1|BTRY	LOC5568502|XP_021704914.1|AAEG, LOC110674280|XP_021694247.1|AAEG
