Orthogroup	BTRY.longest_only	DANA.longest_only
OG0003610	LOC120777257|XP_039964390.1|BTRY	LOC6507211|XP_001956467.1|DANA
OG0003611	LOC120777714|XP_039965127.1|BTRY	LOC6506226|XP_032310692.1|DANA
OG0003612	LOC120771178|XP_039955003.1|BTRY	LOC6495583|XP_001959142.1|DANA
OG0003613	LOC120771386|XP_039955286.1|BTRY	LOC6494575|XP_001960074.1|DANA
OG0003614	LOC120771388|XP_039955288.1|BTRY	LOC6494574|XP_001960075.1|DANA
OG0003615	LOC120771310|XP_039955179.1|BTRY	LOC6495895|XP_001959801.1|DANA
OG0003616	LOC120771271|XP_039955128.1|BTRY, LOC120779786|XP_039968096.1|BTRY	LOC6495846|XP_001959705.1|DANA
OG0003617	LOC120770169|XP_039953313.1|BTRY	LOC6495368|XP_001958677.2|DANA
OG0003618	LOC120770168|XP_039953311.1|BTRY	LOC6495299|XP_001958675.2|DANA, LOC6495298|XP_032306983.1|DANA
OG0003619	LOC120771934|XP_039956165.1|BTRY	LOC6495770|XP_001959541.1|DANA
OG0003620	LOC120771161|XP_039954974.1|BTRY	LOC6494239|XP_001960680.1|DANA
OG0003621	LOC120778838|XP_039966794.1|BTRY	LOC6493720|XP_001958306.1|DANA
OG0003622	LOC120776390|XP_039962934.1|BTRY	LOC6493721|XP_014764506.1|DANA
OG0003623	LOC120770450|XP_039953859.1|BTRY	LOC6496534|XP_001961091.1|DANA
OG0003624	LOC120771519|XP_039955511.1|BTRY	LOC6495917|XP_001959851.1|DANA
OG0003625	LOC120772663|XP_039957330.1|BTRY	LOC6494576|XP_001960072.1|DANA
OG0003626	LOC120772190|XP_039956590.1|BTRY	LOC6495885|XP_001959782.1|DANA
OG0003627	LOC120781254|XP_039969339.1|BTRY	LOC6496597|XP_032311616.1|DANA
OG0003628	LOC120770163|XP_039953302.1|BTRY	LOC6495353|XP_001958644.1|DANA
OG0003629	LOC120771511|XP_039955501.1|BTRY	LOC6494846|XP_001959563.1|DANA
OG0003630	LOC120771137|XP_039954938.1|BTRY	LOC6496319|XP_001960691.1|DANA
OG0003631	LOC120777310|XP_039964483.1|BTRY	LOC6493588|XP_001958049.1|DANA
OG0003632	LOC120776373|XP_039962889.1|BTRY	LOC6506601|XP_001957566.2|DANA
OG0003633	LOC120781231|XP_039969300.1|BTRY	LOC6494673|XP_001959887.1|DANA
OG0003634	LOC120777902|XP_039965417.1|BTRY	LOC6506966|XP_001956907.1|DANA
OG0003635	LOC120777264|XP_039964397.1|BTRY	LOC6493079|XP_032310366.1|DANA
OG0003636	LOC120781278|XP_039969407.1|BTRY	LOC6495082|XP_001959103.1|DANA
OG0003637	LOC120770082|XP_039953164.1|BTRY	LOC6496236|XP_001960512.1|DANA
OG0003638	LOC120777990|XP_039965569.1|BTRY	LOC6493711|XP_001958287.2|DANA
OG0003639	LOC120768002|XP_039950359.1|BTRY	LOC6504555|XP_001964918.1|DANA
OG0003640	LOC120770438|XP_039953838.1|BTRY	LOC6494733|XP_001959765.1|DANA
OG0003641	LOC120772257|XP_039956694.1|BTRY	LOC6494965|XP_001959315.1|DANA
OG0003642	LOC120772348|XP_039956844.1|BTRY	LOC6496503|XP_001961031.1|DANA
OG0003643	LOC120771652|XP_039955701.1|BTRY	LOC6496310|XP_032306103.1|DANA
OG0003644	LOC120770943|XP_039954588.1|BTRY	LOC6494000|XP_014762519.1|DANA
OG0003645	LOC120776413|XP_039962975.1|BTRY	LOC6506882|XP_001957067.1|DANA
OG0003646	LOC120776192|XP_039962751.1|BTRY	LOC6506595|XP_001957579.1|DANA
OG0003647	LOC120776584|XP_039963287.1|BTRY	LOC6506380|XP_001957988.1|DANA
OG0003648	LOC120768525|XP_039951188.1|BTRY	LOC6504210|XP_001965150.1|DANA
OG0003649	LOC120780570|XP_039968763.1|BTRY	LOC6499894|XP_001953682.1|DANA
OG0003650	LOC120775525|XP_039961679.1|BTRY	LOC6504903|XP_001966560.1|DANA
OG0003651	LOC120778513|XP_039966281.1|BTRY	LOC6499003|XP_001955530.1|DANA
OG0003652	LOC120778284|XP_039966005.1|BTRY	LOC6507738|XP_001956245.1|DANA
OG0003653	LOC120777379|XP_039964604.1|BTRY	LOC6493713|XP_001958290.1|DANA
OG0003654	LOC120778761|XP_039966673.1|BTRY	LOC6492976|XP_001956777.1|DANA
OG0003655	LOC120781500|XP_039969657.1|BTRY, LOC120780690|XP_039968889.1|BTRY	LOC6498435|XP_001962814.1|DANA
OG0003656	LOC120777505|XP_039964793.1|BTRY	LOC6506209|XP_032309866.1|DANA
OG0003657	LOC120778548|XP_039966331.1|BTRY	LOC6493482|XP_001957843.1|DANA
OG0003658	LOC120766520|XP_039948025.1|BTRY	LOC6499333|XP_001954849.1|DANA
OG0003659	LOC120776658|XP_039963461.1|BTRY	LOC6493699|XP_014764497.1|DANA, LOC6493698|XP_001958259.1|DANA
OG0003660	LOC120778077|XP_039965704.1|BTRY	LOC6507385|XP_014765199.1|DANA
OG0003661	LOC120777715|XP_039965132.1|BTRY	LOC6493120|XP_032310574.1|DANA
OG0003662	LOC120777288|XP_039964433.1|BTRY	LOC6493048|XP_001956950.1|DANA
OG0003663	LOC120778545|XP_039966328.1|BTRY	LOC6506632|XP_032310700.1|DANA
OG0003664	LOC120777987|XP_039965561.1|BTRY	LOC6493310|XP_014764324.1|DANA
OG0003665	LOC120772654|XP_039957315.1|BTRY	LOC6495637|XP_001959271.1|DANA
OG0003666	LOC120771250|XP_039955099.1|BTRY	LOC6493934|XP_032311499.1|DANA
OG0003667	LOC120777226|XP_039964341.1|BTRY	LOC6492999|XP_032310813.1|DANA
OG0003668	LOC120771646|XP_039955691.1|BTRY	LOC6504183|XP_032311493.1|DANA
OG0003669	LOC120772625|XP_039957275.1|BTRY	LOC6493952|XP_001961258.1|DANA
OG0003670	LOC120772624|XP_039957274.1|BTRY	LOC6496611|XP_001961257.1|DANA
OG0003671	LOC120771172|XP_039954993.1|BTRY	LOC6495913|XP_032305960.1|DANA
OG0003672	LOC120782882|XP_039971364.1|BTRY	LOC6500217|XP_001953003.1|DANA
OG0003673	LOC120772557|XP_039957175.1|BTRY	LOC6495170|XP_014763183.1|DANA
OG0003674	LOC120772005|XP_039956297.1|BTRY	LOC6494149|XP_032306138.1|DANA
OG0003675	LOC120772725|XP_039957421.1|BTRY, LOC120772650|XP_039957310.1|BTRY	LOC6496491|XP_001961006.1|DANA
OG0003676	LOC120772731|XP_039957426.1|BTRY	LOC6494087|XP_032305947.1|DANA
OG0003678	LOC120777229|XP_039964344.1|BTRY	LOC6507042|XP_001956767.3|DANA
OG0003679	LOC120777102|XP_039964172.1|BTRY	LOC6492967|XP_001956762.1|DANA
OG0003680	LOC120771851|XP_039956028.1|BTRY	LOC6494539|XP_001960141.1|DANA
OG0003681	LOC120771672|XP_039955722.1|BTRY	LOC6494364|XP_001960455.1|DANA
OG0003682	LOC120767047|XP_039948834.1|BTRY	LOC6500735|XP_001953814.1|DANA
OG0003683	LOC120770840|XP_039954370.1|BTRY	LOC6494840|XP_001959567.2|DANA
OG0003684	LOC120777276|XP_039964414.1|BTRY	LOC6507293|XP_001956299.1|DANA
OG0003685	LOC120778162|XP_039965826.1|BTRY	LOC6493018|XP_014764189.2|DANA
OG0003686	LOC120770582|XP_039954096.1|BTRY	LOC6494435|XP_001960317.1|DANA
OG0003687	LOC120771369|XP_039955262.1|BTRY	LOC6494529|XP_001960166.1|DANA
OG0003688	LOC120771871|XP_039956056.1|BTRY	LOC6494767|XP_001959709.1|DANA
OG0003689	LOC120777701|XP_039965114.1|BTRY	LOC6506092|XP_001958572.1|DANA
OG0003690	LOC120777397|XP_039964627.1|BTRY	LOC6507865|XP_001956488.1|DANA
OG0003691	LOC120777939|XP_039965472.1|BTRY	LOC6493241|XP_001957340.1|DANA
OG0003692	LOC120771480|XP_039955448.1|BTRY	LOC6496517|XP_001961054.1|DANA
OG0003693	LOC120779194|XP_039967393.1|BTRY	LOC6493438|XP_001957749.1|DANA
OG0003694	LOC120778272|XP_039965985.1|BTRY	LOC6507021|XP_001956807.1|DANA
OG0003695	LOC120777260|XP_039964393.1|BTRY	LOC6506941|XP_001956943.1|DANA
OG0003696	LOC120772193|XP_039956593.1|BTRY	LOC6495955|XP_001959928.1|DANA
OG0003697	LOC120770584|XP_039954100.1|BTRY	LOC6495626|XP_014763381.1|DANA
OG0003698	LOC120778622|XP_039966440.1|BTRY	LOC6507286|XP_014765136.1|DANA
OG0003699	LOC120770590|XP_039954112.1|BTRY	LOC6496465|XP_014763845.1|DANA
OG0003700	LOC120770979|XP_039954654.1|BTRY	LOC6496183|XP_001960391.1|DANA
OG0003701	LOC120769164|XP_039951983.1|BTRY	LOC6497397|XP_001962167.2|DANA
OG0003702	LOC120778190|XP_039965862.1|BTRY, LOC120782109|XP_039970188.1|BTRY	LOC6507224|XP_001956440.1|DANA
OG0003703	LOC120778065|XP_039965682.1|BTRY	LOC6506906|XP_001957024.1|DANA
OG0003704	LOC120777261|XP_039964394.1|BTRY	LOC6506943|XP_001956941.1|DANA
OG0003705	LOC120771470|XP_039955421.1|BTRY	LOC6496494|XP_032306200.1|DANA
OG0003706	LOC120777783|XP_039965237.1|BTRY	LOC6493315|XP_001957508.1|DANA
OG0003707	LOC120777140|XP_039964219.1|BTRY	LOC6507079|XP_014765057.1|DANA
OG0003708	LOC120777055|XP_039964101.1|BTRY	LOC6493190|XP_001957231.1|DANA
OG0003709	LOC120772474|XP_039957048.1|BTRY	LOC6495775|XP_001959546.1|DANA
OG0003710	LOC120771320|XP_039955197.1|BTRY	LOC6494855|XP_001959547.1|DANA
OG0003711	LOC120778822|XP_039966763.1|BTRY	LOC6506346|XP_001958061.1|DANA
OG0003712	LOC120770587|XP_039954106.1|BTRY	LOC6496345|XP_001960734.1|DANA
OG0003713	LOC120771145|XP_039954947.1|BTRY	LOC6495038|XP_001959192.1|DANA
OG0003714	LOC120771144|XP_039954946.1|BTRY	LOC6495607|XP_001959191.1|DANA
OG0003715	LOC120778055|XP_039965669.1|BTRY	LOC6493160|XP_001957169.1|DANA
OG0003716	LOC120776682|XP_039963493.1|BTRY	LOC6506697|XP_001957398.1|DANA
OG0003717	LOC120778615|XP_039966427.1|BTRY	LOC6493379|XP_001957641.1|DANA
OG0003718	LOC120776587|XP_039963290.1|BTRY	LOC6507728|XP_001956230.1|DANA
OG0003719	LOC120777222|XP_039964336.1|BTRY	LOC6507219|XP_001956444.2|DANA
OG0003720	LOC120775065|XP_039960977.1|BTRY	LOC6504511|XP_001967048.2|DANA
OG0003721	LOC120771954|XP_039956199.1|BTRY	LOC6494765|XP_001959717.1|DANA
OG0003722	LOC120779145|XP_039967287.1|BTRY	LOC6493522|XP_001957919.2|DANA
OG0003723	LOC120778385|XP_039966106.1|BTRY	LOC6507761|XP_001956295.1|DANA
OG0003724	LOC120778125|XP_039965762.1|BTRY	LOC6493323|XP_001957525.2|DANA
OG0003725	LOC120779160|XP_039967317.1|BTRY	LOC6493301|XP_032310104.1|DANA
OG0003726	LOC120777876|XP_039965369.1|BTRY	LOC6493336|XP_001957546.1|DANA
OG0003727	LOC120776490|XP_039963104.1|BTRY	LOC6493156|XP_001957164.2|DANA
OG0003728	LOC120766526|XP_039948030.1|BTRY	LOC6505698|XP_001964435.1|DANA
OG0003729	LOC120776347|XP_039962834.1|BTRY	LOC6507589|XP_032310255.1|DANA
OG0003730	LOC120778246|XP_039965940.1|BTRY	LOC6493110|XP_032310182.1|DANA
OG0003731	LOC120777469|XP_039964727.1|BTRY	LOC6507681|XP_001956136.1|DANA
OG0003732	LOC120777320|XP_039964495.1|BTRY	LOC6493495|XP_001957863.1|DANA
OG0003733	LOC120776647|XP_039963413.1|BTRY	LOC6492936|XP_032309812.1|DANA
OG0003734	LOC120779646|XP_039967932.1|BTRY, LOC120776927|XP_039963933.1|BTRY	LOC6507387|XP_001956108.1|DANA
OG0003735	LOC120771952|XP_039956196.1|BTRY	LOC6494914|XP_001959431.1|DANA
OG0003736	LOC120772735|XP_039957431.1|BTRY	LOC6495786|XP_001959579.1|DANA
OG0003737	LOC120772980|XP_039957827.1|BTRY	LOC6495868|XP_001959750.2|DANA
OG0003738	LOC120771175|XP_039954999.1|BTRY	LOC6496377|XP_001960790.1|DANA
OG0003739	LOC120770041|XP_039953090.1|BTRY	LOC6494066|XP_001961043.1|DANA
OG0003740	LOC120771811|XP_039955953.1|BTRY	LOC6496512|XP_001961049.1|DANA
OG0003741	LOC120778559|XP_039966355.1|BTRY	LOC6507090|XP_001956686.1|DANA
OG0003742	LOC120777427|XP_039964666.1|BTRY	LOC6506292|XP_001958187.1|DANA
OG0003743	LOC120770928|XP_039954566.1|BTRY	LOC6496489|XP_032305950.1|DANA
OG0003744	LOC120771813|XP_039955955.1|BTRY	LOC6496511|XP_001961047.1|DANA
OG0003745	LOC120771215|XP_039955051.1|BTRY	LOC6495362|XP_001958667.1|DANA
OG0003746	LOC120772312|XP_039956761.1|BTRY	LOC6495069|XP_032306220.1|DANA
OG0003747	LOC120777458|XP_039964716.1|BTRY	LOC6507444|XP_001956004.1|DANA
OG0003748	LOC120778547|XP_039966330.1|BTRY	LOC6507616|XP_001956006.2|DANA
OG0003749	LOC120777725|XP_039965150.1|BTRY	LOC6507443|XP_001956009.1|DANA
OG0003750	LOC120776922|XP_039963926.1|BTRY	LOC6507617|XP_001956007.1|DANA
OG0003751	LOC120778645|XP_039966484.1|BTRY	LOC6507619|XP_001956010.2|DANA
OG0003752	LOC120776469|XP_039963072.1|BTRY	LOC6493361|XP_032309706.1|DANA
OG0003753	LOC120777758|XP_039965192.1|BTRY	LOC6493754|XP_001958376.1|DANA
OG0003754	LOC120776633|XP_039963383.1|BTRY	LOC6493755|XP_001958378.1|DANA
OG0003755	LOC120777249|XP_039964377.1|BTRY	LOC6493359|XP_001957594.2|DANA
OG0003756	LOC120771044|XP_039954778.1|BTRY	LOC6501741|XP_001967137.2|DANA
OG0003757	LOC120771947|XP_039956189.1|BTRY	LOC6494398|XP_001960403.1|DANA
OG0003758	LOC120781285|XP_039969415.1|BTRY	LOC6494978|XP_014763094.1|DANA
OG0003759	LOC120777294|XP_039964439.1|BTRY	LOC6506968|XP_001956904.2|DANA
OG0003760	LOC120770002|XP_039953026.1|BTRY	LOC6496078|XP_032307154.1|DANA
OG0003761	LOC120778159|XP_039965819.1|BTRY	LOC6506960|XP_001956916.1|DANA
OG0003762	LOC120777281|XP_039964420.1|BTRY	LOC6506961|XP_001956914.1|DANA
OG0003763	LOC120778092|XP_039965722.1|BTRY	LOC6506158|XP_014764646.2|DANA
OG0003764	LOC120779197|XP_039967395.1|BTRY	LOC6506155|XP_032309670.1|DANA
OG0003766	LOC120773408|XP_039958205.1|BTRY	LOC6503060|XP_001963347.1|DANA
OG0003767	LOC120772566|XP_039957187.1|BTRY	LOC6505282|XP_001964826.1|DANA
OG0003768	LOC120781245|XP_039969320.1|BTRY	LOC6495394|XP_032306623.1|DANA
OG0003769	LOC120781223|XP_039969288.1|BTRY	LOC6495392|XP_001958741.1|DANA
OG0003770	LOC120779610|XP_039967893.1|BTRY	LOC6503326|XP_032311971.1|DANA
OG0003771	LOC120777927|XP_039965444.1|BTRY	LOC6507326|XP_001956242.1|DANA
OG0003772	LOC120777439|XP_039964684.1|BTRY	LOC6506225|XP_001958312.1|DANA
OG0003773	LOC120771781|XP_039955908.1|BTRY	LOC6496403|XP_001960840.1|DANA
OG0003774	LOC120770279|XP_039953526.1|BTRY	LOC6494434|XP_001960318.2|DANA
OG0003775	LOC120774253|XP_039959652.1|BTRY, LOC120774143|XP_039959472.1|BTRY	LOC6502981|XP_032308889.1|DANA
OG0003776	LOC120772521|XP_039957112.1|BTRY, LOC120771854|XP_039956029.1|BTRY, LOC120772965|XP_039957803.1|BTRY	LOC6495991|XP_001959994.1|DANA
OG0003777	LOC120771206|XP_039955043.1|BTRY	LOC6494079|XP_001961017.1|DANA
OG0003778	LOC120771048|XP_039954785.1|BTRY	LOC6495246|XP_032306005.1|DANA
OG0003779	LOC120772874|XP_039957644.1|BTRY	LOC6495039|XP_001959187.1|DANA
OG0003780	LOC120770865|XP_039954418.1|BTRY	LOC6494648|XP_001959938.1|DANA
OG0003781	LOC120780024|XP_039968247.1|BTRY	LOC6505454|XP_032311737.1|DANA
OG0003782	LOC120774873|XP_039960661.1|BTRY	LOC6504678|XP_032309013.1|DANA
OG0003783	LOC120779141|XP_039967286.1|BTRY	LOC6501466|XP_001955309.1|DANA
OG0003784	LOC120781228|XP_039969295.1|BTRY	LOC6495557|XP_001959100.1|DANA
OG0003785	LOC120772060|XP_039956379.1|BTRY	LOC6493888|XP_014762450.1|DANA
OG0003786	LOC120770568|XP_039954081.1|BTRY	LOC6495625|XP_032306336.1|DANA
OG0003787	LOC120770569|XP_039954083.1|BTRY	LOC6494996|XP_001959250.1|DANA
OG0003788	LOC120771577|XP_039955580.1|BTRY	LOC6494904|XP_001959456.1|DANA
OG0003789	LOC120772857|XP_039957608.1|BTRY	LOC6494562|XP_014762849.1|DANA
OG0003790	LOC120778949|XP_039966948.1|BTRY	LOC6493442|XP_001957761.2|DANA
OG0003791	LOC120772089|XP_039956428.1|BTRY	LOC6499449|XP_001954619.2|DANA
OG0003792	LOC120772358|XP_039956857.1|BTRY	LOC6496076|XP_001960169.1|DANA
OG0003793	LOC120771096|XP_039954863.1|BTRY	LOC6496188|XP_001960405.1|DANA
OG0003794	LOC120770877|XP_039954447.1|BTRY	LOC6494758|XP_001959727.1|DANA
OG0003795	LOC120776872|XP_039963863.1|BTRY	LOC26514008|XP_001956389.1|DANA
OG0003796	LOC120766938|XP_039948621.1|BTRY	LOC6505520|XP_001964773.1|DANA
OG0003797	LOC120769006|XP_039951779.1|BTRY	LOC6497702|XP_001961534.1|DANA
OG0003798	LOC120772225|XP_039956644.1|BTRY	LOC6495319|XP_001958637.1|DANA
OG0003799	LOC120771143|XP_039954945.1|BTRY	LOC6496094|XP_001960211.3|DANA
OG0003800	LOC120768454|XP_039951089.1|BTRY	LOC6497703|XP_001961528.1|DANA
OG0003801	LOC120769469|XP_039952422.1|BTRY	LOC6497268|XP_014761601.1|DANA
OG0003802	LOC120769429|XP_039952344.1|BTRY	LOC6498263|XP_001962422.1|DANA
OG0003803	LOC120776136|XP_039962610.1|BTRY	LOC6506008|XP_001964771.1|DANA
OG0003804	LOC120769259|XP_039952094.1|BTRY	LOC6497822|XP_001961520.2|DANA
OG0003805	LOC120767964|XP_039950291.1|BTRY	LOC6497860|XP_001961585.2|DANA
OG0003806	LOC120767889|XP_039950148.1|BTRY	LOC6499006|XP_014760133.1|DANA
OG0003807	LOC120781394|XP_039969535.1|BTRY	LOC6497118|XP_032311272.1|DANA
OG0003808	LOC120776703|XP_039963527.1|BTRY	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA
OG0003809	LOC120768646|XP_039951349.1|BTRY	LOC6498070|XP_001962016.1|DANA
OG0003810	LOC120770941|XP_039954584.1|BTRY	LOC6496468|XP_001960965.1|DANA
OG0003811	LOC120771383|XP_039955284.1|BTRY	LOC6495192|XP_032307078.1|DANA
OG0003812	LOC120767536|XP_039949563.1|BTRY	LOC6503404|XP_032311389.1|DANA
OG0003813	LOC120768345|XP_039950933.1|BTRY	LOC6496981|XP_001963002.1|DANA
OG0003814	LOC120769569|XP_039952557.1|BTRY	LOC6497027|XP_001962901.1|DANA
OG0003815	LOC120767086|XP_039948891.1|BTRY	LOC6501110|XP_032305881.1|DANA
OG0003816	LOC120781400|XP_039969544.1|BTRY	LOC6497070|XP_001962812.2|DANA
OG0003817	LOC120781449|XP_039969598.1|BTRY	LOC6504664|XP_001964879.1|DANA
OG0003818	LOC120767957|XP_039950278.1|BTRY	LOC6503375|XP_001965343.1|DANA
OG0003819	LOC120767850|XP_039950083.1|BTRY	LOC6507274|XP_001965340.1|DANA
OG0003820	LOC120775591|XP_039961765.1|BTRY	LOC6499374|XP_001954762.1|DANA
OG0003821	LOC120772117|XP_039956463.1|BTRY	LOC6496344|XP_032306565.1|DANA
OG0003822	LOC120767558|XP_039949628.1|BTRY	LOC6497344|XP_001962280.1|DANA
OG0003823	LOC120767381|XP_039949306.1|BTRY	LOC6498674|XP_001963296.1|DANA
OG0003824	LOC120769746|XP_039952836.1|BTRY	LOC6497075|XP_001962803.1|DANA
OG0003825	LOC120769059|XP_039951846.1|BTRY	LOC6497193|XP_001962581.1|DANA
OG0003826	LOC120768144|XP_039950636.1|BTRY	LOC6498323|XP_001962543.1|DANA
OG0003827	LOC120768332|XP_039950905.1|BTRY	LOC6505389|XP_001964875.1|DANA
OG0003828	LOC120768076|XP_039950539.1|BTRY	LOC6505399|XP_001964877.1|DANA
OG0003829	LOC120769191|XP_039952019.1|BTRY	LOC6498407|XP_001962736.1|DANA
OG0003830	LOC120768184|XP_039950686.1|BTRY	LOC6497148|XP_001962664.2|DANA
OG0003831	LOC120769052|XP_039951839.1|BTRY	LOC6499744|XP_001954015.1|DANA
OG0003832	LOC120769076|XP_039951870.1|BTRY	LOC6498234|XP_001962357.1|DANA
OG0003833	LOC120769041|XP_039951820.1|BTRY	LOC6497303|XP_032307723.1|DANA
OG0003834	LOC120767540|XP_039949578.1|BTRY	LOC6497297|XP_001962373.1|DANA
OG0003835	LOC120768741|XP_039951447.1|BTRY, LOC120768740|XP_039951446.1|BTRY	LOC6497795|XP_014761824.1|DANA
OG0003836	LOC120778057|XP_039965673.1|BTRY	LOC6498031|XP_001961931.2|DANA
OG0003837	LOC120769055|XP_039951838.1|BTRY	LOC6497511|XP_001961933.1|DANA
OG0003838	LOC120768521|XP_039951185.1|BTRY	LOC6498056|XP_001961982.1|DANA
OG0003839	LOC120768141|XP_039950632.1|BTRY	LOC6504334|XP_032311162.1|DANA
OG0003840	LOC120772733|XP_039957430.1|BTRY	LOC6496490|XP_001961004.1|DANA
OG0003841	LOC120768664|XP_039951376.1|BTRY	LOC6503306|XP_001967580.1|DANA
OG0003842	LOC120768016|XP_039950394.1|BTRY	LOC6498646|XP_001963233.1|DANA
OG0003843	LOC120767352|XP_039949252.1|BTRY	LOC6498418|XP_001962765.1|DANA
OG0003844	LOC120768097|XP_039950571.1|BTRY	LOC6504335|XP_014760430.1|DANA
OG0003845	LOC120767388|XP_039949330.1|BTRY	LOC6497166|XP_032311349.1|DANA
OG0003846	LOC120781597|XP_039969766.1|BTRY	LOC6505435|XP_014760497.1|DANA
OG0003848	LOC120767455|XP_039949458.1|BTRY	LOC6499913|XP_001953645.3|DANA
OG0003849	LOC120780304|XP_039968529.1|BTRY, LOC120770406|XP_039953775.1|BTRY	LOC6496602|XP_001961230.1|DANA
OG0003850	LOC120767806|XP_039950010.1|BTRY	LOC6498411|XP_032311133.1|DANA
OG0003851	LOC120776361|XP_039962870.1|BTRY	LOC6495040|XP_001959185.1|DANA
OG0003852	LOC120768391|XP_039950997.1|BTRY	LOC6498109|XP_001962094.2|DANA
OG0003853	LOC120770158|XP_039953288.1|BTRY	LOC6496171|XP_014763646.1|DANA
OG0003854	LOC120768576|XP_039951257.1|BTRY	LOC6498171|XP_001962227.1|DANA
OG0003855	LOC120769132|XP_039951933.1|BTRY	LOC6498170|XP_001962226.3|DANA
OG0003856	LOC120768469|XP_039951108.1|BTRY	LOC6497060|XP_032311295.1|DANA
OG0003857	LOC120767588|XP_039949670.1|BTRY	LOC6504393|XP_001964966.1|DANA
OG0003858	LOC120773862|XP_039958947.1|BTRY	LOC6502906|XP_032311795.1|DANA
OG0003859	LOC120767958|XP_039950281.1|BTRY	LOC6507285|XP_001965344.1|DANA
OG0003860	LOC120770567|XP_039954080.1|BTRY	LOC6502519|XP_014763917.1|DANA
OG0003861	LOC120768927|XP_039951641.1|BTRY	LOC6496724|XP_001967334.1|DANA
OG0003862	LOC120767456|XP_039949460.1|BTRY	LOC6497328|XP_014761648.1|DANA
OG0003863	LOC120769308|XP_039952175.1|BTRY	LOC6505366|XP_032311167.1|DANA
OG0003864	LOC120768969|XP_039951697.1|BTRY	LOC6504729|XP_001964858.1|DANA
OG0003865	LOC120782585|XP_039970867.1|BTRY	LOC6499570|XP_001954361.1|DANA
OG0003866	LOC120768493|XP_039951144.1|BTRY	LOC6497158|XP_001962651.1|DANA
OG0003867	LOC120768633|XP_039951332.1|BTRY	LOC26514973|XP_014760160.1|DANA
OG0003868	LOC120768893|XP_039951580.1|BTRY	LOC6498573|XP_001963095.1|DANA
OG0003869	LOC120768255|XP_039950783.1|BTRY	LOC6497010|XP_001962932.1|DANA
OG0003870	LOC120767359|XP_039949261.1|BTRY	LOC6497659|XP_001961619.3|DANA
OG0003871	LOC120768127|XP_039950615.1|BTRY	LOC6498484|XP_001962920.2|DANA
OG0003872	LOC120772285|XP_039956729.1|BTRY	LOC6494210|XP_001960745.2|DANA
OG0003873	LOC120767300|XP_039949120.1|BTRY	LOC6497969|XP_001961817.1|DANA
OG0003874	LOC120768978|XP_039951713.1|BTRY	LOC6498374|XP_032311006.1|DANA
OG0003875	LOC120768231|XP_039950751.1|BTRY	LOC6496962|XP_032311352.1|DANA
OG0003876	LOC120766297|XP_039947635.1|BTRY, LOC120769227|XP_039952058.1|BTRY	LOC6496864|XP_001963250.1|DANA
OG0003877	LOC120769454|XP_039952392.1|BTRY	LOC6497789|XP_001961455.1|DANA
OG0003878	LOC120768036|XP_039950466.1|BTRY	LOC6503372|XP_014760384.1|DANA
OG0003879	LOC120776950|XP_039963971.1|BTRY	LOC6507552|XP_001955903.1|DANA
OG0003880	LOC120777635|XP_039965021.1|BTRY	LOC6506451|XP_001957856.1|DANA
OG0003881	LOC120771202|XP_039955036.1|BTRY	LOC6495836|XP_001959682.1|DANA
OG0003882	LOC120771968|XP_039956246.1|BTRY	LOC6493894|XP_014762453.1|DANA
OG0003883	LOC120774902|XP_039960704.1|BTRY	LOC6503668|XP_001963966.1|DANA
OG0003884	LOC120767732|XP_039949874.1|BTRY	LOC6497084|XP_001962790.1|DANA
OG0003885	LOC120768412|XP_039951028.1|BTRY	LOC6496998|XP_001962960.1|DANA
OG0003886	LOC120769785|XP_039952906.1|BTRY	LOC6498504|XP_001962961.2|DANA
OG0003887	LOC120767189|XP_039948922.1|BTRY	LOC6503289|XP_001967578.3|DANA
OG0003888	LOC120782586|XP_039970868.1|BTRY	LOC6501630|XP_001955640.1|DANA
OG0003889	LOC120769235|XP_039952069.1|BTRY	LOC6497551|XP_001961840.1|DANA
OG0003891	LOC120768419|XP_039951034.1|BTRY	LOC6497088|XP_001962784.1|DANA
OG0003892	LOC120776350|XP_039962839.1|BTRY	LOC6507463|XP_001955962.1|DANA
OG0003893	LOC120768061|XP_039950516.1|BTRY	LOC6498438|XP_001962822.1|DANA
OG0003894	LOC120781730|XP_039969900.1|BTRY	LOC6498597|XP_001963131.1|DANA
OG0003895	LOC120771308|XP_039955177.1|BTRY	LOC6495578|XP_001959134.1|DANA
OG0003896	LOC120771037|XP_039954760.1|BTRY	LOC6495067|XP_001959137.1|DANA
OG0003897	LOC120772919|XP_039957753.1|BTRY	LOC6494647|XP_001959940.1|DANA
OG0003898	LOC120768430|XP_039951048.1|BTRY	LOC6498018|XP_001961902.1|DANA
OG0003899	LOC120767233|XP_039948996.1|BTRY	LOC6503358|XP_001965366.1|DANA
OG0003900	LOC120767961|XP_039950286.1|BTRY	LOC6503785|XP_001965247.2|DANA
OG0003901	LOC120767728|XP_039949871.1|BTRY	LOC6505557|XP_001964965.1|DANA
OG0003902	LOC120768021|XP_039950420.1|BTRY	LOC6503458|XP_001965313.1|DANA
OG0003903	LOC120769244|XP_039952078.1|BTRY	LOC6497051|XP_001962847.1|DANA
OG0003904	LOC120769240|XP_039952073.1|BTRY	LOC6498451|XP_001962848.1|DANA
