Orthogroup	BTRY.longest_only	DBIA.longest_only
OG0005461	LOC120769011|XP_039951789.1|BTRY	LOC108033646|XP_016963570.1|DBIA
OG0005462	LOC120768967|XP_039951694.1|BTRY	LOC108033647|XP_016963571.1|DBIA
OG0005463	LOC120776644|XP_039963411.1|BTRY	LOC108035071|XP_016965952.1|DBIA
OG0005464	LOC120769461|XP_039952406.1|BTRY	LOC108033642|XP_016963564.1|DBIA
OG0005465	LOC120767970|XP_039950312.1|BTRY	LOC108033618|XP_016963471.1|DBIA
OG0005466	LOC120768624|XP_039951325.1|BTRY	LOC108034191|XP_016964504.1|DBIA
OG0005467	LOC120767082|XP_039948882.1|BTRY	LOC108031210|XP_016959934.1|DBIA
OG0005468	LOC120768288|XP_039950848.1|BTRY	LOC108036084|XP_016967522.1|DBIA
OG0005469	LOC120768245|XP_039950770.1|BTRY	LOC108036147|XP_016967624.1|DBIA
OG0005470	LOC120767354|XP_039949254.1|BTRY	LOC108036082|XP_016967520.1|DBIA
OG0005471	LOC120768175|XP_039950673.1|BTRY	LOC108034787|XP_016965253.1|DBIA
OG0005472	LOC120767901|XP_039950180.1|BTRY	LOC108034303|XP_016964663.1|DBIA
OG0005473	LOC120778696|XP_039966584.1|BTRY, LOC120769736|XP_039952822.1|BTRY	LOC108033654|XP_016963577.1|DBIA
OG0005474	LOC120767641|XP_039949746.1|BTRY	LOC108033992|XP_016964206.1|DBIA
OG0005475	LOC120767640|XP_039949745.1|BTRY	LOC108033991|XP_016964205.1|DBIA
OG0005476	LOC120772316|XP_039956767.1|BTRY	LOC108029526|XP_016957316.1|DBIA
OG0005477	LOC120778156|XP_039965816.1|BTRY	LOC108028531|XP_016955917.1|DBIA
OG0005478	LOC120769263|XP_039952101.1|BTRY	LOC108027914|XP_016955024.1|DBIA
OG0005479	LOC120767403|XP_039949374.1|BTRY	LOC108027846|XP_016954927.1|DBIA
OG0005480	LOC120767405|XP_039949377.1|BTRY	LOC108027847|XP_016954928.1|DBIA
OG0005481	LOC120767845|XP_039950076.1|BTRY	LOC108029189|XP_016956851.1|DBIA
OG0005482	LOC120767247|XP_039949031.1|BTRY	LOC108029148|XP_016956767.1|DBIA
OG0005483	LOC120766887|XP_039948571.1|BTRY	LOC108026409|XP_016952825.1|DBIA
OG0005484	LOC120769631|XP_039952670.1|BTRY	LOC108028979|XP_016956508.1|DBIA
OG0005485	LOC120771999|XP_039956290.1|BTRY	LOC108029739|XP_016957714.1|DBIA
OG0005486	LOC120772235|XP_039956661.1|BTRY	LOC108030339|XP_016958691.1|DBIA
OG0005487	LOC120772066|XP_039956386.1|BTRY	LOC108027655|XP_016954660.1|DBIA
OG0005488	LOC120772248|XP_039956679.1|BTRY	LOC108027901|XP_016955009.1|DBIA
OG0005489	LOC120768906|XP_039951603.1|BTRY	LOC108027900|XP_016955008.1|DBIA
OG0005490	LOC120769019|XP_039951795.1|BTRY	LOC108027922|XP_016955035.1|DBIA
OG0005491	LOC120769680|XP_039952737.1|BTRY	LOC108032533|XP_016961883.1|DBIA
OG0005492	LOC120769590|XP_039952583.1|BTRY	LOC108032671|XP_016962123.1|DBIA
OG0005493	LOC120768371|XP_039950971.1|BTRY	LOC108032423|XP_016961732.1|DBIA
OG0005494	LOC120772796|XP_039957514.1|BTRY	LOC108022530|XP_016946996.1|DBIA
OG0005495	LOC120770894|XP_039954488.1|BTRY	LOC108022909|XP_016947605.1|DBIA
OG0005496	LOC120776424|XP_039963007.1|BTRY	LOC108031808|XP_016961020.1|DBIA
OG0005497	LOC120768306|XP_039950876.1|BTRY	LOC108032568|XP_016961955.1|DBIA
OG0005498	LOC120768308|XP_039950879.1|BTRY	LOC108032570|XP_016961957.1|DBIA
OG0005499	LOC120767373|XP_039949285.1|BTRY	LOC108032567|XP_016961953.1|DBIA
OG0005500	LOC120767374|XP_039949287.1|BTRY	LOC108032571|XP_016961958.1|DBIA
OG0005501	LOC120768192|XP_039950696.1|BTRY	LOC108033741|XP_016963788.1|DBIA
OG0005502	LOC120768193|XP_039950697.1|BTRY	LOC108033742|XP_016963789.1|DBIA
OG0005504	LOC120767711|XP_039949840.1|BTRY	LOC108027789|XP_016954846.1|DBIA
OG0005506	LOC120769747|XP_039952837.1|BTRY	LOC108033782|XP_016963873.1|DBIA
OG0005507	LOC120769822|XP_039952964.1|BTRY	LOC108036837|XP_016968673.1|DBIA
OG0005508	LOC120769203|XP_039952032.1|BTRY	LOC108034106|XP_016964372.1|DBIA
OG0005509	LOC120767905|XP_039950186.1|BTRY	LOC108028989|XP_016956520.1|DBIA
OG0005510	LOC120767930|XP_039950225.1|BTRY	LOC108033799|XP_016963896.1|DBIA
OG0005511	LOC120773448|XP_039958272.1|BTRY	LOC108023380|XP_016948274.1|DBIA
OG0005512	LOC120766278|XP_039947613.1|BTRY	LOC108032067|XP_016961374.1|DBIA
OG0005513	LOC120768182|XP_039950684.1|BTRY	LOC108026016|XP_016952199.1|DBIA
OG0005514	LOC120782747|XP_039971123.1|BTRY	LOC108032034|XP_016961335.1|DBIA
OG0005515	LOC120770374|XP_039953725.1|BTRY	LOC108029731|XP_016957707.1|DBIA
OG0005516	LOC120769427|XP_039952343.1|BTRY	LOC108034219|XP_016964549.1|DBIA
OG0005517	LOC120769293|XP_039952153.1|BTRY	LOC108032530|XP_016961878.1|DBIA
OG0005518	LOC120769236|XP_039952070.1|BTRY	LOC108034208|XP_016964529.1|DBIA
OG0005519	LOC120771153|XP_039954964.1|BTRY	LOC108030290|XP_016958610.1|DBIA
OG0005520	LOC120767459|XP_039949467.1|BTRY	LOC108034056|XP_016964300.1|DBIA
OG0005521	LOC120769322|XP_039952207.1|BTRY	LOC108033299|XP_016963057.1|DBIA
OG0005522	LOC120767691|XP_039949817.1|BTRY	LOC108027965|XP_016955078.1|DBIA
OG0005523	LOC120769298|XP_039952161.1|BTRY	LOC108034286|XP_016964635.1|DBIA
OG0005524	LOC120767962|XP_039950287.1|BTRY	LOC108033943|XP_016964117.1|DBIA
OG0005525	LOC120768235|XP_039950754.1|BTRY	LOC108032352|XP_016961652.1|DBIA
OG0005526	LOC120769248|XP_039952084.1|BTRY	LOC108034340|XP_016964712.1|DBIA
OG0005527	LOC120779652|XP_039967936.1|BTRY	LOC108036020|XP_016967435.1|DBIA
OG0005528	LOC120769695|XP_039952756.1|BTRY	LOC108034100|XP_016964362.1|DBIA
OG0005529	LOC120769137|XP_039951943.1|BTRY	LOC108033868|XP_016963999.1|DBIA
OG0005530	LOC120768863|XP_039951552.1|BTRY	LOC108027795|XP_016954854.1|DBIA
OG0005531	LOC120777914|XP_039965431.1|BTRY	LOC108028456|XP_016955793.1|DBIA
OG0005532	LOC120768355|XP_039950944.1|BTRY	LOC108036845|XP_016968698.1|DBIA
OG0005533	LOC120768045|XP_039950486.1|BTRY	LOC108027811|XP_016954878.1|DBIA
OG0005534	LOC120774755|XP_039960448.1|BTRY	LOC108029145|XP_016956768.1|DBIA
OG0005535	LOC120767730|XP_039949873.1|BTRY	LOC108032563|XP_016961935.1|DBIA
OG0005536	LOC120767895|XP_039950166.1|BTRY	LOC108035007|XP_016965843.1|DBIA
OG0005538	LOC120768078|XP_039950542.1|BTRY	LOC108033965|XP_016964162.1|DBIA
OG0005539	LOC120768648|XP_039951353.1|BTRY	LOC108034216|XP_016964546.1|DBIA
OG0005540	LOC120768214|XP_039950718.1|BTRY	LOC108029182|XP_016956834.1|DBIA
OG0005541	LOC120768359|XP_039950951.1|BTRY	LOC108036847|XP_016968706.1|DBIA
OG0005542	LOC120777242|XP_039964369.1|BTRY	LOC108035181|XP_016966141.1|DBIA
OG0005543	LOC120767851|XP_039950085.1|BTRY	LOC108036102|XP_016967560.1|DBIA
OG0005544	LOC120768152|XP_039950647.1|BTRY	LOC108029144|XP_016956762.1|DBIA
OG0005545	LOC120769094|XP_039951886.1|BTRY	LOC108034331|XP_016964697.1|DBIA
OG0005546	LOC120768194|XP_039950699.1|BTRY	LOC108034006|XP_016964225.1|DBIA
OG0005547	LOC120769185|XP_039952006.1|BTRY	LOC108036050|XP_016967481.1|DBIA
OG0005548	LOC120769722|XP_039952797.1|BTRY	LOC108036099|XP_016967554.1|DBIA
OG0005549	LOC120768276|XP_039950809.1|BTRY	LOC108036129|XP_016967602.1|DBIA
OG0005550	LOC120768150|XP_039950645.1|BTRY	LOC108029153|XP_016956778.1|DBIA
OG0005551	LOC120772359|XP_039956858.1|BTRY	LOC108030423|XP_016958798.1|DBIA
OG0005552	LOC120771327|XP_039955207.1|BTRY	LOC108030296|XP_016958619.1|DBIA
OG0005553	LOC120767710|XP_039949839.1|BTRY	LOC108027793|XP_016954849.1|DBIA
OG0005554	LOC120769803|XP_039952931.1|BTRY	LOC108029073|XP_016956634.1|DBIA
OG0005555	LOC120768595|XP_039951292.1|BTRY	LOC108029274|XP_016956962.1|DBIA
OG0005556	LOC120768565|XP_039951246.1|BTRY	LOC108029075|XP_016956645.1|DBIA
OG0005557	LOC120767555|XP_039949620.1|BTRY	LOC108035070|XP_016965955.1|DBIA
OG0005558	LOC120767395|XP_039949348.1|BTRY	LOC108027569|XP_016954547.1|DBIA
OG0005559	LOC120768012|XP_039950382.1|BTRY	LOC108033941|XP_016964114.1|DBIA
OG0005560	LOC120767554|XP_039949618.1|BTRY	LOC108034328|XP_016964699.1|DBIA
OG0005561	LOC120767196|XP_039948931.1|BTRY	LOC108024233|XP_016949594.1|DBIA
OG0005562	LOC120769420|XP_039952332.1|BTRY	LOC108027797|XP_016954858.1|DBIA
OG0005563	LOC120779436|XP_039967607.1|BTRY	LOC108035899|XP_016967150.1|DBIA
OG0005564	LOC120767933|XP_039950226.1|BTRY	LOC108034150|XP_016964441.1|DBIA
OG0005565	LOC120769602|XP_039952616.1|BTRY	LOC108033347|XP_016963145.1|DBIA
OG0005566	LOC120769606|XP_039952620.1|BTRY	LOC108033348|XP_016963146.1|DBIA
OG0005567	LOC120775694|XP_039961976.1|BTRY	LOC108030997|XP_016959687.1|DBIA
OG0005568	LOC120768326|XP_039950899.1|BTRY	LOC108029111|XP_016956713.1|DBIA
OG0005569	LOC120768903|XP_039951594.1|BTRY	LOC108036150|XP_016967626.1|DBIA
OG0005570	LOC120769243|XP_039952077.1|BTRY	LOC108027937|XP_016955055.1|DBIA
OG0005571	LOC120772091|XP_039956429.1|BTRY	LOC108022831|XP_016947465.1|DBIA
OG0005572	LOC120771581|XP_039955586.1|BTRY	LOC108026706|XP_016953292.1|DBIA
OG0005573	LOC120766579|XP_039948110.1|BTRY	LOC108026271|XP_016952621.1|DBIA
OG0005574	LOC120771275|XP_039955134.1|BTRY	LOC108030076|XP_016958176.1|DBIA
OG0005575	LOC120766344|XP_039947704.1|BTRY	LOC108025204|XP_016951025.1|DBIA
OG0005576	LOC120771611|XP_039955629.1|BTRY	LOC108036274|XP_016967773.1|DBIA
OG0005577	LOC120776856|XP_039963835.1|BTRY	LOC108030684|XP_016959206.1|DBIA
OG0005578	LOC120777359|XP_039964561.1|BTRY	LOC108028352|XP_016955597.1|DBIA
OG0005579	LOC120777361|XP_039964564.1|BTRY	LOC108028356|XP_016955605.1|DBIA
OG0005580	LOC120777069|XP_039964129.1|BTRY	LOC108028822|XP_016956302.1|DBIA
OG0005581	LOC120773499|XP_039958375.1|BTRY	LOC108033056|XP_016962675.1|DBIA
OG0005582	LOC120778351|XP_039966073.1|BTRY	LOC108030897|XP_016959562.1|DBIA
OG0005583	LOC120778009|XP_039965608.1|BTRY	LOC108034862|XP_016965526.1|DBIA
OG0005585	LOC120766168|XP_039947451.1|BTRY	LOC108027389|XP_016954314.1|DBIA
OG0005586	LOC120775045|XP_039960958.1|BTRY	LOC108027301|XP_016954182.1|DBIA
OG0005587	LOC120772160|XP_039956531.1|BTRY	LOC108034167|XP_016964463.1|DBIA
OG0005588	LOC120778749|XP_039966657.1|BTRY	LOC108035273|XP_016966321.1|DBIA
OG0005589	LOC120781666|XP_039969825.1|BTRY	LOC108032181|XP_016961525.1|DBIA
OG0005590	LOC120770025|XP_039953059.1|BTRY	LOC108030421|XP_016958797.1|DBIA
OG0005591	LOC120774599|XP_039960263.1|BTRY	LOC108024024|XP_016949276.1|DBIA
OG0005592	LOC120766985|XP_039948723.1|BTRY	LOC108024976|XP_016950712.1|DBIA
OG0005593	LOC120778056|XP_039965670.1|BTRY	LOC108035325|XP_016966389.1|DBIA
OG0005594	LOC120776833|XP_039963788.1|BTRY	LOC108028390|XP_016955693.1|DBIA
OG0005595	LOC120776831|XP_039963786.1|BTRY	LOC108028389|XP_016955692.1|DBIA
OG0005596	LOC120778860|XP_039966827.1|BTRY	LOC108035618|XP_016966796.1|DBIA
OG0005597	LOC120779552|XP_039967828.1|BTRY	LOC108032060|XP_016961367.1|DBIA
OG0005598	LOC120767353|XP_039949253.1|BTRY	LOC108025378|XP_016951339.1|DBIA
OG0005599	LOC120773074|XP_039957953.1|BTRY	LOC108026708|XP_016953294.1|DBIA
OG0005600	LOC120766873|XP_039948538.1|BTRY	LOC108031855|XP_016961098.1|DBIA
OG0005601	LOC120774145|XP_039959477.1|BTRY	LOC108024017|XP_016949266.1|DBIA
OG0005602	LOC120771916|XP_039956141.1|BTRY	LOC108025084|XP_016950832.1|DBIA
OG0005603	LOC120772391|XP_039956915.1|BTRY	LOC108026527|XP_016952964.1|DBIA
OG0005604	LOC120770189|XP_039953353.1|BTRY	LOC108026807|XP_016953460.1|DBIA
OG0005605	LOC120770372|XP_039953723.1|BTRY	LOC108022696|XP_016947258.1|DBIA
OG0005606	LOC120767445|XP_039949441.1|BTRY	LOC108034040|XP_016964275.1|DBIA
OG0005607	LOC120782486|XP_039970720.1|BTRY	LOC108024352|XP_016949743.1|DBIA
OG0005608	LOC120782485|XP_039970717.1|BTRY	LOC108024380|XP_016949773.1|DBIA
OG0005609	LOC120778870|XP_039966847.1|BTRY	LOC108034552|XP_016964969.1|DBIA
OG0005610	LOC120776651|XP_039963427.1|BTRY	LOC108035293|XP_016966348.1|DBIA
OG0005611	LOC120777061|XP_039964109.1|BTRY	LOC108034820|XP_016965387.1|DBIA
OG0005612	LOC120769095|XP_039951892.1|BTRY	LOC108031586|XP_016960643.1|DBIA
OG0005613	LOC120766350|XP_039947712.1|BTRY	LOC108023394|XP_016948320.1|DBIA
OG0005614	LOC120771293|XP_039955163.1|BTRY	LOC108023816|XP_016948950.1|DBIA
OG0005615	LOC120772602|XP_039957254.1|BTRY	LOC108023877|XP_016949049.1|DBIA
OG0005616	LOC120766663|XP_039948231.1|BTRY	LOC108031395|XP_016960249.1|DBIA
OG0005617	LOC120779370|XP_039967500.1|BTRY	LOC108027306|XP_016954188.1|DBIA
OG0005618	LOC120772329|XP_039956806.1|BTRY	LOC108030462|XP_016958846.1|DBIA
OG0005619	LOC120782793|XP_039971201.1|BTRY	LOC108024605|XP_016950114.1|DBIA
OG0005620	LOC120775237|XP_039961250.1|BTRY	LOC108025748|XP_016951831.1|DBIA
OG0005621	LOC120774496|XP_039960101.1|BTRY	LOC108023706|XP_016948824.1|DBIA
OG0005622	LOC120775977|XP_039962333.1|BTRY, LOC120773389|XP_039958157.1|BTRY	LOC108023413|XP_016948362.1|DBIA
OG0005623	LOC120774747|XP_039960438.1|BTRY	LOC108023554|XP_016948624.1|DBIA
OG0005624	LOC120777353|XP_039964546.1|BTRY	LOC108027291|XP_016954171.1|DBIA
OG0005625	LOC120776560|XP_039963255.1|BTRY	LOC108026214|XP_016952519.1|DBIA
OG0005626	LOC120780247|XP_039968441.1|BTRY	LOC108028866|XP_016956346.1|DBIA
OG0005627	LOC120769829|XP_039952965.1|BTRY	LOC108025242|XP_016951078.1|DBIA
OG0005628	LOC120769419|XP_039952336.1|BTRY	LOC108026189|XP_016952468.1|DBIA
OG0005629	LOC120771074|XP_039954822.1|BTRY	LOC108022805|XP_016947428.1|DBIA
OG0005630	LOC120771100|XP_039954875.1|BTRY	LOC108022717|XP_016947288.1|DBIA
OG0005631	LOC120775133|XP_039961097.1|BTRY	LOC108025916|XP_016952092.1|DBIA
OG0005632	LOC120774114|XP_039959410.1|BTRY	LOC108033607|XP_016963497.1|DBIA
OG0005633	LOC120782461|XP_039970686.1|BTRY	LOC108024521|XP_016949969.1|DBIA
OG0005634	LOC120769140|XP_039951950.1|BTRY	LOC108031621|XP_016960715.1|DBIA
OG0005635	LOC120768515|XP_039951177.1|BTRY	LOC108035140|XP_016966074.1|DBIA
OG0005636	LOC120770618|XP_039954157.1|BTRY	LOC108027227|XP_016954050.1|DBIA
OG0005637	LOC120782613|XP_039970915.1|BTRY	LOC108031840|XP_016961079.1|DBIA
OG0005638	LOC120771295|XP_039955161.1|BTRY	LOC108029730|XP_016957701.1|DBIA
OG0005639	LOC120770213|XP_039953415.1|BTRY	LOC108022773|XP_016947374.1|DBIA
OG0005640	LOC120766226|XP_039947536.1|BTRY	LOC108025386|XP_016951348.1|DBIA
OG0005641	LOC120774783|XP_039960493.1|BTRY	LOC108024229|XP_016949590.1|DBIA
OG0005642	LOC120775853|XP_039962160.1|BTRY	LOC108027259|XP_016954110.1|DBIA
OG0005643	LOC120778756|XP_039966666.1|BTRY	LOC108034582|XP_016965003.1|DBIA
OG0005644	LOC120777697|XP_039965105.1|BTRY	LOC108035551|XP_016966709.1|DBIA
OG0005645	LOC120774006|XP_039959216.1|BTRY	LOC108025718|XP_016951765.1|DBIA
OG0005646	LOC120773953|XP_039959114.1|BTRY	LOC108032048|XP_016961353.1|DBIA
OG0005647	LOC120782136|XP_039970208.1|BTRY	LOC108027261|XP_016954121.1|DBIA
OG0005648	LOC120778992|XP_039967027.1|BTRY	LOC108028298|XP_016955509.1|DBIA
OG0005649	LOC120768825|XP_039951513.1|BTRY	LOC108024126|XP_016949438.1|DBIA, LOC108032887|XP_016962410.1|DBIA
OG0005650	LOC120766456|XP_039947913.1|BTRY	LOC108032921|XP_016962476.1|DBIA
OG0005651	LOC120774228|XP_039959620.1|BTRY	LOC108024230|XP_016949591.1|DBIA
OG0005652	LOC120766201|XP_039947495.1|BTRY	LOC108024559|XP_016950035.1|DBIA
OG0005653	LOC120769482|XP_039952439.1|BTRY	LOC108033911|XP_016964070.1|DBIA
OG0005654	LOC120766667|XP_039948234.1|BTRY	LOC108032918|XP_016962470.1|DBIA
OG0005655	LOC120780172|XP_039968385.1|BTRY	LOC108032162|XP_016961498.1|DBIA
OG0005656	LOC120782420|XP_039970605.1|BTRY	LOC108026291|XP_016952646.1|DBIA
OG0005657	LOC120782268|XP_039970385.1|BTRY	LOC108024576|XP_016950061.1|DBIA
OG0005658	LOC120779394|XP_039967526.1|BTRY	LOC108031986|XP_016961269.1|DBIA
OG0005659	LOC120775111|XP_039961065.1|BTRY	LOC108026268|XP_016952617.1|DBIA
OG0005660	LOC120777081|XP_039964143.1|BTRY	LOC108034865|XP_016965533.1|DBIA
OG0005661	LOC120779092|XP_039967191.1|BTRY	LOC108024603|XP_016950107.1|DBIA
OG0005662	LOC120779081|XP_039967166.1|BTRY	LOC108026221|XP_016952533.1|DBIA
OG0005663	LOC120775534|XP_039961689.1|BTRY	LOC108032511|XP_016961835.1|DBIA
OG0005664	LOC120782175|XP_039970246.1|BTRY	LOC108024816|XP_016950430.1|DBIA
OG0005665	LOC120768989|XP_039951760.1|BTRY	LOC108025365|XP_016951313.1|DBIA
OG0005666	LOC120774857|XP_039960613.1|BTRY	LOC108023405|XP_016948344.1|DBIA
OG0005667	LOC120775983|XP_039962342.1|BTRY	LOC108025711|XP_016951751.1|DBIA
OG0005668	LOC120777487|XP_039964760.1|BTRY	LOC108028530|XP_016955914.1|DBIA
OG0005669	LOC120768996|XP_039951765.1|BTRY	LOC108036740|XP_016968538.1|DBIA
OG0005670	LOC120770992|XP_039954676.1|BTRY	LOC108026117|XP_016952308.1|DBIA
OG0005671	LOC120782226|XP_039970323.1|BTRY	LOC108031062|XP_016959757.1|DBIA
OG0005672	LOC120781542|XP_039969710.1|BTRY	LOC108033971|XP_016964174.1|DBIA
OG0005673	LOC120778260|XP_039965971.1|BTRY	LOC108034877|XP_016965571.1|DBIA
OG0005674	LOC120766679|XP_039948254.1|BTRY	LOC108035277|XP_016966328.1|DBIA
OG0005675	LOC120766960|XP_039948684.1|BTRY	LOC108026413|XP_016952830.1|DBIA
OG0005676	LOC120778050|XP_039965660.1|BTRY	LOC108035446|XP_016966570.1|DBIA
OG0005677	LOC120771791|XP_039955922.1|BTRY	LOC108030144|XP_016958349.1|DBIA
OG0005678	LOC120780731|XP_039968927.1|BTRY	LOC108031731|XP_016960897.1|DBIA
OG0005679	LOC120766244|XP_039947563.1|BTRY	LOC108031763|XP_016960960.1|DBIA
OG0005680	LOC120767963|XP_039950290.1|BTRY	LOC108029127|XP_016956736.1|DBIA
OG0005681	LOC120779623|XP_039967905.1|BTRY	LOC108031935|XP_016961203.1|DBIA
OG0005682	LOC120782400|XP_039970579.1|BTRY	LOC108031934|XP_016961202.1|DBIA
OG0005683	LOC120774194|XP_039959559.1|BTRY	LOC108035169|XP_016966166.1|DBIA
OG0005684	LOC120777760|XP_039965197.1|BTRY	LOC108035622|XP_016966802.1|DBIA
OG0005685	LOC120774208|XP_039959589.1|BTRY	LOC108024185|XP_016949513.1|DBIA
OG0005686	LOC120769196|XP_039952028.1|BTRY	LOC108025548|XP_016951569.1|DBIA
OG0005687	LOC120778206|XP_039965894.1|BTRY	LOC108035973|XP_016967281.1|DBIA
OG0005688	LOC120771659|XP_039955708.1|BTRY	LOC108036436|XP_016968065.1|DBIA
OG0005689	LOC120773454|XP_039958281.1|BTRY	LOC108023743|XP_016948869.1|DBIA
OG0005690	LOC120777970|XP_039965537.1|BTRY	LOC108026166|XP_016952410.1|DBIA
OG0005691	LOC120782254|XP_039970353.1|BTRY	LOC108031392|XP_016960245.1|DBIA
OG0005692	LOC120775832|XP_039962131.1|BTRY	LOC108029199|XP_016956865.1|DBIA
OG0005693	LOC120778175|XP_039965844.1|BTRY	LOC108034492|XP_016964885.1|DBIA
OG0005694	LOC120773428|XP_039958246.1|BTRY	LOC108031781|XP_016960984.1|DBIA
OG0005695	LOC120768845|XP_039951531.1|BTRY	LOC108025170|XP_016950939.1|DBIA
OG0005696	LOC120782463|XP_039970689.1|BTRY	LOC108025176|XP_016950964.1|DBIA
OG0005697	LOC120782460|XP_039970684.1|BTRY	LOC108024514|XP_016949956.1|DBIA
OG0005698	LOC120772699|XP_039957376.1|BTRY	LOC108036419|XP_016968035.1|DBIA
OG0005699	LOC120772516|XP_039957102.1|BTRY	LOC108026345|XP_016952739.1|DBIA
OG0005700	LOC120774871|XP_039960644.1|BTRY	LOC108023514|XP_016948549.1|DBIA
OG0005701	LOC120774882|XP_039960676.1|BTRY	LOC108027803|XP_016954871.1|DBIA
OG0005702	LOC120770142|XP_039953265.1|BTRY	LOC108023952|XP_016949134.1|DBIA
OG0005703	LOC120770848|XP_039954384.1|BTRY	LOC108030408|XP_016958782.1|DBIA
OG0005704	LOC120774327|XP_039959811.1|BTRY	LOC108024168|XP_016949473.1|DBIA
OG0005705	LOC120778233|XP_039965925.1|BTRY	LOC108028230|XP_016955388.1|DBIA
OG0005706	LOC120774540|XP_039960205.1|BTRY	LOC108026322|XP_016952701.1|DBIA
OG0005707	LOC120774809|XP_039960541.1|BTRY	LOC108026301|XP_016952676.1|DBIA
OG0005708	LOC120773417|XP_039958222.1|BTRY	LOC108023321|XP_016948113.1|DBIA
OG0005709	LOC120772940|XP_039957780.1|BTRY	LOC108026370|XP_016952779.1|DBIA
OG0005710	LOC120766501|XP_039947990.1|BTRY	LOC108024356|XP_016949748.1|DBIA
OG0005711	LOC120777380|XP_039964605.1|BTRY	LOC108028095|XP_016955228.1|DBIA
OG0005712	LOC120768505|XP_039951164.1|BTRY	LOC108029214|XP_016956894.1|DBIA
OG0005713	LOC120780238|XP_039968429.1|BTRY	LOC108025050|XP_016950796.1|DBIA
OG0005714	LOC120772457|XP_039957018.1|BTRY	LOC108031741|XP_016960925.1|DBIA
OG0005715	LOC120769126|XP_039951927.1|BTRY	LOC108031620|XP_016960712.1|DBIA
OG0005716	LOC120769018|XP_039951797.1|BTRY	LOC108031501|XP_016960491.1|DBIA
OG0005717	LOC120769149|XP_039951962.1|BTRY	LOC108032924|XP_016962481.1|DBIA
OG0005718	LOC120769180|XP_039952004.1|BTRY	LOC108031097|XP_016959795.1|DBIA
OG0005719	LOC120766643|XP_039948197.1|BTRY	LOC108025354|XP_016951302.1|DBIA
OG0005720	LOC120773610|XP_039958544.1|BTRY	LOC108024880|XP_016950513.1|DBIA
OG0005721	LOC120782525|XP_039970769.1|BTRY, LOC120767725|XP_039949868.1|BTRY	LOC108025437|XP_016951417.1|DBIA
OG0005722	LOC120776657|XP_039963460.1|BTRY	LOC108027401|XP_016954328.1|DBIA
OG0005723	LOC120766613|XP_039948155.1|BTRY	LOC108032856|XP_016962346.1|DBIA, LOC108023804|XP_016948934.1|DBIA
OG0005724	LOC120771715|XP_039955802.1|BTRY	LOC108029591|XP_016957447.1|DBIA
OG0005725	LOC120782577|XP_039970854.1|BTRY	LOC108032155|XP_016961490.1|DBIA
OG0005726	LOC120775461|XP_039961579.1|BTRY	LOC108025620|XP_016951644.1|DBIA
OG0005727	LOC120781520|XP_039969690.1|BTRY	LOC108027318|XP_016954206.1|DBIA
OG0005728	LOC120782224|XP_039970322.1|BTRY	LOC108024536|XP_016949993.1|DBIA
OG0005729	LOC120772612|XP_039957264.1|BTRY	LOC108024534|XP_016949989.1|DBIA
OG0005730	LOC120778019|XP_039965629.1|BTRY	LOC108032016|XP_016961310.1|DBIA
OG0005731	LOC120778012|XP_039965616.1|BTRY	LOC108032015|XP_016961308.1|DBIA
OG0005732	LOC120770093|XP_039953181.1|BTRY	LOC108031445|XP_016960367.1|DBIA
OG0005733	LOC120767027|XP_039948804.1|BTRY	LOC108031442|XP_016960363.1|DBIA
OG0005734	LOC120766644|XP_039948198.1|BTRY	LOC108026212|XP_016952516.1|DBIA
OG0005735	LOC120771674|XP_039955735.1|BTRY	LOC108032922|XP_016962477.1|DBIA
OG0005736	LOC120774357|XP_039959880.1|BTRY	LOC108027209|XP_016954011.1|DBIA
OG0005737	LOC120782240|XP_039970341.1|BTRY	LOC108024674|XP_016950233.1|DBIA
OG0005738	LOC120782734|XP_039971100.1|BTRY	LOC108025458|XP_016951448.1|DBIA
OG0005739	LOC120776003|XP_039962373.1|BTRY	LOC108024729|XP_016950314.1|DBIA
OG0005740	LOC120766881|XP_039948558.1|BTRY	LOC108026143|XP_016952361.1|DBIA
OG0005741	LOC120782430|XP_039970647.1|BTRY	LOC108027408|XP_016954336.1|DBIA
OG0005742	LOC120775179|XP_039961170.1|BTRY	LOC108025425|XP_016951402.1|DBIA
OG0005743	LOC120780408|XP_039968626.1|BTRY	LOC108031856|XP_016961099.1|DBIA
OG0005744	LOC120772665|XP_039957336.1|BTRY	LOC108032114|XP_016961435.1|DBIA
OG0005745	LOC120773898|XP_039959012.1|BTRY	LOC108032877|XP_016962367.1|DBIA
OG0005746	LOC120775477|XP_039961614.1|BTRY	LOC108032859|XP_016962349.1|DBIA
OG0005747	LOC120774893|XP_039960698.1|BTRY	LOC108023805|XP_016948935.1|DBIA, LOC108032935|XP_016962496.1|DBIA
OG0005748	LOC120769512|XP_039952487.1|BTRY	LOC108024889|XP_016950522.1|DBIA
OG0005749	LOC120773889|XP_039958992.1|BTRY	LOC108036053|XP_016967488.1|DBIA
OG0005750	LOC120773169|XP_039958073.1|BTRY	LOC108027319|XP_016954212.1|DBIA
OG0005751	LOC120773760|XP_039958768.1|BTRY	LOC108035137|XP_016966068.1|DBIA
OG0005752	LOC120771417|XP_039955332.1|BTRY	LOC108036473|XP_016968139.1|DBIA
