Orthogroup	BTRY.longest_only	DSIM.longest_only
OG0004162	LOC120769861|XP_039952967.1|BTRY	LOC27206848|XP_016035467.1|DSIM
OG0004163	LOC120782333|XP_039970497.1|BTRY	LOC6728752|XP_039150637.1|DSIM
OG0004164	LOC120780223|XP_039968412.1|BTRY	LOC6726703|XP_039151577.1|DSIM
OG0004165	LOC120770880|XP_039954451.1|BTRY	LOC6735617|XP_016028980.1|DSIM
OG0004166	LOC120772754|XP_039957451.1|BTRY	LOC6735976|XP_002082885.1|DSIM
OG0004167	LOC120769522|XP_039952496.1|BTRY	LOC6728904|XP_002104234.2|DSIM
OG0004168	LOC120775268|XP_039961301.1|BTRY	LOC6729444|XP_016022617.1|DSIM
OG0004169	LOC120774847|XP_039960604.1|BTRY	LOC6725349|XP_039152962.1|DSIM
OG0004170	LOC120773759|XP_039958767.1|BTRY	LOC6725668|XP_039152387.1|DSIM
OG0004171	LOC120775468|XP_039961595.1|BTRY	LOC6725153|XP_002106179.1|DSIM
OG0004172	LOC120773986|XP_039959179.1|BTRY	LOC6726131|XP_016039637.1|DSIM
OG0004173	LOC120770879|XP_039954450.1|BTRY	LOC6734714|XP_002081721.1|DSIM
OG0004174	LOC120771429|XP_039955353.1|BTRY	LOC6734332|XP_016027407.1|DSIM
OG0004175	LOC120772618|XP_039957267.1|BTRY	LOC6734843|XP_002081845.1|DSIM
OG0004176	LOC120776716|XP_039963547.1|BTRY	LOC6737263|XP_016030972.1|DSIM
OG0004177	LOC120767035|XP_039948819.1|BTRY	LOC6728030|XP_016034644.1|DSIM
OG0004178	LOC120782532|XP_039970787.1|BTRY	LOC6727654|XP_039151188.1|DSIM
OG0004179	LOC120773635|XP_039958577.1|BTRY	LOC6724920|XP_016037778.1|DSIM
OG0004180	LOC120782265|XP_039970369.1|BTRY	LOC6727412|XP_016033964.1|DSIM
OG0004181	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY	LOC6729285|XP_016035925.1|DSIM
OG0004182	LOC120778498|XP_039966257.1|BTRY	LOC6737811|XP_039150316.1|DSIM
OG0004183	LOC120777582|XP_039964930.1|BTRY	LOC6737810|XP_016031591.2|DSIM
OG0004184	LOC120776573|XP_039963270.1|BTRY	LOC6736722|XP_016030338.1|DSIM
OG0004185	LOC120767426|XP_039949401.1|BTRY	LOC6732143|XP_016024824.1|DSIM
OG0004186	LOC120774155|XP_039959498.1|BTRY	LOC6724888|XP_002105926.1|DSIM
OG0004187	LOC120782831|XP_039971286.1|BTRY	LOC6728410|XP_002103757.2|DSIM
OG0004188	LOC120766494|XP_039947983.1|BTRY	LOC6727996|XP_016034596.1|DSIM
OG0004189	LOC120782382|XP_039970558.1|BTRY	LOC6727994|XP_002103346.1|DSIM
OG0004190	LOC120779887|XP_039968173.1|BTRY	LOC6727071|XP_016033565.1|DSIM
OG0004191	LOC120776663|XP_039963472.1|BTRY	LOC6727068|XP_002102465.1|DSIM
OG0004192	LOC120781473|XP_039969631.1|BTRY	LOC6727482|XP_016034071.1|DSIM
OG0004193	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY	LOC6725595|XP_039152552.1|DSIM
OG0004194	LOC120775895|XP_039962223.1|BTRY	LOC6727601|XP_016034194.1|DSIM
OG0004195	LOC120775116|XP_039961068.1|BTRY	LOC6740545|XP_016039406.1|DSIM
OG0004196	LOC120766895|XP_039948582.1|BTRY	LOC6730001|XP_002105295.3|DSIM
OG0004197	LOC120775064|XP_039960981.1|BTRY	LOC6728520|XP_002103865.2|DSIM
OG0004198	LOC120766818|XP_039948467.1|BTRY	LOC6726720|XP_002102131.2|DSIM
OG0004199	LOC120766619|XP_039948164.1|BTRY	LOC6727834|XP_039150865.1|DSIM
OG0004200	LOC120770378|XP_039953731.1|BTRY	LOC6735619|XP_016028982.1|DSIM
OG0004201	LOC120782252|XP_039970350.1|BTRY	LOC6730011|XP_002105305.2|DSIM
OG0004202	LOC120767656|XP_039949766.1|BTRY	LOC6729151|XP_002104472.1|DSIM
OG0004203	LOC120779033|XP_039967093.1|BTRY	LOC6727867|XP_016034448.1|DSIM
OG0004204	LOC120776942|XP_039963956.1|BTRY	LOC6738711|XP_002085512.1|DSIM
OG0004205	LOC120778150|XP_039965807.1|BTRY	LOC6738099|XP_002084913.1|DSIM
OG0004206	LOC120770724|XP_039954241.1|BTRY	LOC6727383|XP_016033919.1|DSIM
OG0004207	LOC120781982|XP_039970088.1|BTRY	LOC6727384|XP_002102769.1|DSIM
OG0004208	LOC120768334|XP_039950920.1|BTRY	LOC6728506|XP_016035144.1|DSIM
OG0004209	LOC120782805|XP_039971218.1|BTRY	LOC6729462|XP_016036136.1|DSIM
OG0004210	LOC120774800|XP_039960530.1|BTRY	LOC6727212|XP_002102604.2|DSIM
OG0004211	LOC120767707|XP_039949837.1|BTRY	LOC27208509|XP_016023038.1|DSIM
OG0004212	LOC120779528|XP_039967807.1|BTRY	LOC6728783|XP_016035463.1|DSIM
OG0004213	LOC120779416|XP_039967550.1|BTRY	LOC6728872|XP_016035566.1|DSIM
OG0004214	LOC120770214|XP_039953417.1|BTRY	LOC6735501|XP_002082440.1|DSIM
OG0004215	LOC120771306|XP_039955175.1|BTRY	LOC6734645|XP_002081652.2|DSIM
OG0004216	LOC120778070|XP_039965695.1|BTRY	LOC6738046|XP_016031871.1|DSIM
OG0004217	LOC120778790|XP_039966723.1|BTRY	LOC6736869|XP_016030518.1|DSIM
OG0004218	LOC120772159|XP_039956530.1|BTRY	LOC6726302|XP_002107263.2|DSIM
OG0004219	LOC120782851|XP_039971317.1|BTRY	LOC6728898|XP_002104231.1|DSIM
OG0004220	LOC120782777|XP_039971182.1|BTRY	LOC6727891|XP_039150686.1|DSIM
OG0004221	LOC120782605|XP_039970902.1|BTRY	LOC6727230|XP_002102622.1|DSIM
OG0004222	LOC120781347|XP_039969488.1|BTRY	LOC6728445|XP_016035054.1|DSIM
OG0004223	LOC120768857|XP_039951549.1|BTRY	LOC6728441|XP_016035047.2|DSIM
OG0004224	LOC120782309|XP_039970463.1|BTRY	LOC6726822|XP_016033327.1|DSIM
OG0004225	LOC120773950|XP_039959109.1|BTRY	LOC6725191|XP_002106215.1|DSIM
OG0004226	LOC120779071|XP_039967144.1|BTRY	LOC6727823|XP_016034410.1|DSIM
OG0004227	LOC120778848|XP_039966813.1|BTRY	LOC6727870|XP_016034450.1|DSIM
OG0004228	LOC120775392|XP_039961490.1|BTRY	LOC6727869|XP_002103224.1|DSIM
OG0004229	LOC120771033|XP_039954755.1|BTRY	LOC6734669|XP_016027857.1|DSIM
OG0004230	LOC120775159|XP_039961131.1|BTRY	LOC6725409|XP_039152192.1|DSIM
OG0004231	LOC120778069|XP_039965693.1|BTRY	LOC27208679|XP_016030357.1|DSIM
OG0004232	LOC120777349|XP_039964534.1|BTRY	LOC6736734|XP_016030359.1|DSIM
OG0004233	LOC120777348|XP_039964532.1|BTRY	LOC6736735|XP_016030360.1|DSIM
OG0004234	LOC120777650|XP_039965036.1|BTRY	LOC6736747|XP_002083603.1|DSIM
OG0004235	LOC120766999|XP_039948743.1|BTRY	LOC6739957|XP_016037888.1|DSIM
OG0004236	LOC120778123|XP_039965764.1|BTRY	LOC6727594|XP_002102973.1|DSIM
OG0004237	LOC120782810|XP_039971223.1|BTRY	LOC6727111|XP_016033588.1|DSIM
OG0004238	LOC120782468|XP_039970695.1|BTRY	LOC6727637|XP_002103014.1|DSIM
OG0004239	LOC120768635|XP_039951338.1|BTRY	LOC6727223|XP_002102615.1|DSIM
OG0004240	LOC120782626|XP_039970965.1|BTRY	LOC6726775|XP_002102183.2|DSIM
OG0004241	LOC120782358|XP_039970531.1|BTRY	LOC6728862|XP_016035546.1|DSIM
OG0004242	LOC120766400|XP_039947782.1|BTRY	LOC6728845|XP_016035528.1|DSIM
OG0004243	LOC120779142|XP_039967282.1|BTRY	LOC6736858|XP_002083714.1|DSIM
OG0004244	LOC120782236|XP_039970337.1|BTRY	LOC6727600|XP_002102979.2|DSIM
OG0004245	LOC120777029|XP_039964074.1|BTRY	LOC6736316|XP_002083200.1|DSIM
OG0004246	LOC120777581|XP_039964928.1|BTRY	LOC6737684|XP_016031445.1|DSIM
OG0004247	LOC120775526|XP_039961680.1|BTRY	LOC6724943|XP_002105980.1|DSIM
OG0004248	LOC120772695|XP_039957369.1|BTRY	LOC6735395|XP_002082342.1|DSIM
OG0004249	LOC120778844|XP_039966801.1|BTRY	LOC6736200|XP_016029631.1|DSIM
OG0004250	LOC120773534|XP_039958424.1|BTRY	LOC6732195|XP_002079324.1|DSIM
OG0004251	LOC120776091|XP_039962501.1|BTRY	LOC6724787|XP_002105829.1|DSIM
OG0004252	LOC120782270|XP_039970393.1|BTRY	LOC120285045|XP_039151396.1|DSIM
OG0004253	LOC120766653|XP_039948218.1|BTRY	LOC6728880|XP_002104213.2|DSIM
OG0004254	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY	LOC6740240|XP_016040063.2|DSIM
OG0004255	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY	LOC6730749|XP_016023166.1|DSIM
OG0004256	LOC120770175|XP_039953324.1|BTRY	LOC6734797|XP_016027998.1|DSIM
OG0004257	LOC120772200|XP_039956600.1|BTRY	LOC6730140|XP_002105431.1|DSIM
OG0004258	LOC120782823|XP_039971271.1|BTRY	LOC6729562|XP_039150655.1|DSIM
OG0004259	LOC120770860|XP_039954409.1|BTRY	LOC6734795|XP_002081798.1|DSIM
OG0004260	LOC120773051|XP_039957920.1|BTRY	LOC6726723|XP_039151957.1|DSIM
OG0004261	LOC120782372|XP_039970543.1|BTRY	LOC6726819|XP_016033321.1|DSIM
OG0004262	LOC120782714|XP_039971069.1|BTRY	LOC6739767|XP_002076661.1|DSIM
OG0004263	LOC120766462|XP_039947925.1|BTRY	LOC6727467|XP_016034061.1|DSIM
OG0004264	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY	LOC6727137|XP_002102530.2|DSIM
OG0004265	LOC120782190|XP_039970267.1|BTRY	LOC6727065|XP_002102462.1|DSIM
OG0004266	LOC120778114|XP_039965755.1|BTRY	LOC6727874|XP_016034470.1|DSIM
OG0004267	LOC120782871|XP_039971348.1|BTRY	LOC6728748|XP_016035420.1|DSIM
OG0004268	LOC120771841|XP_039956018.1|BTRY	LOC6734041|XP_016027052.1|DSIM
OG0004269	LOC120770185|XP_039953344.1|BTRY	LOC6734735|XP_002081738.2|DSIM
OG0004270	LOC120781289|XP_039969419.1|BTRY	LOC27208844|XP_016026346.1|DSIM
OG0004271	LOC120769976|XP_039952985.1|BTRY	LOC6734284|XP_002081313.1|DSIM
OG0004272	LOC120782811|XP_039971224.1|BTRY	LOC6728527|XP_002103872.1|DSIM
OG0004273	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY	LOC6728360|XP_002103708.1|DSIM
OG0004274	LOC120773420|XP_039958229.1|BTRY	LOC6725591|XP_002106600.1|DSIM
OG0004275	LOC120773397|XP_039958180.1|BTRY	LOC6725690|XP_016038950.1|DSIM
OG0004276	LOC120777309|XP_039964482.1|BTRY	LOC6737196|XP_016030901.1|DSIM
OG0004277	LOC120777804|XP_039965271.1|BTRY	LOC6737704|XP_016031481.1|DSIM
OG0004278	LOC120774372|XP_039959901.1|BTRY	LOC6725837|XP_016039157.1|DSIM
OG0004279	LOC120768932|XP_039951648.1|BTRY	LOC6730499|XP_002077680.2|DSIM
OG0004280	LOC120774501|XP_039960114.1|BTRY	LOC6725157|XP_039153212.1|DSIM
OG0004281	LOC120771682|XP_039955745.1|BTRY	LOC6733512|XP_002080567.2|DSIM
OG0004282	LOC120771170|XP_039954991.1|BTRY	LOC6734825|XP_002081827.1|DSIM
OG0004283	LOC120771171|XP_039954992.1|BTRY	LOC6734826|XP_002081828.1|DSIM
OG0004284	LOC120777665|XP_039965055.1|BTRY	LOC27207169|XP_016023607.1|DSIM
OG0004285	LOC120767019|XP_039948785.1|BTRY	LOC6729310|XP_002104627.1|DSIM
OG0004286	LOC120778758|XP_039966669.1|BTRY	LOC6737700|XP_039149904.1|DSIM
OG0004287	LOC120777956|XP_039965506.1|BTRY	LOC6737699|XP_016031472.1|DSIM
OG0004288	LOC120777584|XP_039964933.1|BTRY	LOC6737692|XP_002084524.1|DSIM
OG0004289	LOC120776776|XP_039963685.1|BTRY	LOC6738730|XP_016032541.1|DSIM
OG0004290	LOC120772742|XP_039957436.1|BTRY	LOC6734453|XP_016027578.1|DSIM
OG0004291	LOC120772924|XP_039957758.1|BTRY	LOC6734505|XP_002081524.1|DSIM
OG0004292	LOC120776824|XP_039963778.1|BTRY	LOC27209382|XP_016030744.1|DSIM
OG0004293	LOC120779188|XP_039967384.1|BTRY	LOC6738213|XP_016032076.1|DSIM
OG0004294	LOC120777931|XP_039965447.1|BTRY	LOC6738096|XP_016031914.1|DSIM
OG0004295	LOC120778000|XP_039965593.1|BTRY	LOC6738095|XP_016031910.1|DSIM
OG0004296	LOC120777341|XP_039964527.1|BTRY	LOC6738093|XP_002084907.1|DSIM
OG0004297	LOC120772053|XP_039956364.1|BTRY	LOC6736042|XP_039147855.1|DSIM
OG0004298	LOC120772525|XP_039957123.1|BTRY	LOC6739357|XP_016026517.1|DSIM
OG0004299	LOC120772369|XP_039956872.1|BTRY	LOC6734375|XP_039147679.1|DSIM
OG0004300	LOC120771365|XP_039955258.1|BTRY	LOC6735397|XP_002082344.1|DSIM
OG0004301	LOC120776821|XP_039963775.1|BTRY	LOC6737115|XP_002083962.2|DSIM
OG0004302	LOC120770944|XP_039954589.1|BTRY	LOC6734723|XP_016027933.1|DSIM
OG0004303	LOC120770381|XP_039953735.1|BTRY	LOC6733750|XP_002080794.1|DSIM
OG0004304	LOC120770839|XP_039954367.1|BTRY	LOC6734937|XP_016028248.2|DSIM
OG0004305	LOC120771821|XP_039955974.1|BTRY	LOC6734313|XP_039148730.1|DSIM
OG0004306	LOC120770581|XP_039954095.1|BTRY	LOC27206886|XP_016027089.1|DSIM
OG0004307	LOC120771086|XP_039954845.1|BTRY	LOC6734385|XP_016027509.1|DSIM
OG0004308	LOC120770899|XP_039954501.1|BTRY	LOC6735973|XP_016029334.1|DSIM
OG0004309	LOC120776841|XP_039963801.1|BTRY	LOC6737359|XP_016031098.1|DSIM
OG0004310	LOC120770827|XP_039954346.1|BTRY	LOC6733608|XP_016026566.1|DSIM
OG0004311	LOC120777897|XP_039965402.1|BTRY	LOC6738811|XP_016032616.1|DSIM
OG0004312	LOC120771089|XP_039954849.1|BTRY	LOC6736020|XP_016029422.1|DSIM
OG0004313	LOC120770426|XP_039953810.1|BTRY	LOC6733221|XP_016026093.1|DSIM
OG0004314	LOC120770018|XP_039953048.1|BTRY	LOC6735591|XP_002082511.1|DSIM
OG0004315	LOC120772081|XP_039956412.1|BTRY	LOC6736050|XP_002082951.1|DSIM
OG0004316	LOC120770946|XP_039954593.1|BTRY	LOC6733781|XP_016026733.1|DSIM
OG0004317	LOC120772564|XP_039957185.1|BTRY	LOC6733511|XP_016026475.1|DSIM
OG0004318	LOC120770216|XP_039953425.1|BTRY	LOC6736028|XP_016029424.1|DSIM
OG0004319	LOC120771768|XP_039955888.1|BTRY	LOC6734201|XP_016027234.1|DSIM
OG0004320	LOC120770554|XP_039954061.1|BTRY	LOC6729098|XP_002104419.2|DSIM
OG0004321	LOC120768911|XP_039951612.1|BTRY	LOC6731514|XP_002078662.1|DSIM
OG0004322	LOC120766483|XP_039947960.1|BTRY	LOC6727569|XP_016034167.1|DSIM
OG0004323	LOC120774028|XP_039959258.1|BTRY	LOC6736349|XP_016029819.1|DSIM
OG0004324	LOC120769562|XP_039952550.1|BTRY	LOC27206493|XP_039154280.1|DSIM
OG0004325	LOC120772609|XP_039957258.1|BTRY	LOC6735792|XP_002082705.1|DSIM
OG0004326	LOC120772728|XP_039957423.1|BTRY	LOC6735793|XP_016029179.1|DSIM
OG0004327	LOC120774885|XP_039960675.1|BTRY	LOC6726099|XP_016039573.1|DSIM
OG0004328	LOC120774981|XP_039960818.1|BTRY	LOC6735899|XP_002082809.1|DSIM
OG0004329	LOC120771130|XP_039954920.1|BTRY	LOC27207297|XP_016029397.1|DSIM
OG0004330	LOC120772468|XP_039957040.1|BTRY	LOC6734950|XP_002081947.2|DSIM
OG0004331	LOC120770072|XP_039953135.1|BTRY	LOC6733775|XP_002080819.2|DSIM
OG0004332	LOC120768961|XP_039951688.1|BTRY	LOC6731684|XP_002078824.1|DSIM
OG0004333	LOC120767900|XP_039950179.1|BTRY	LOC6732565|XP_002079684.1|DSIM
OG0004334	LOC120769141|XP_039951947.1|BTRY	LOC6739224|XP_016023971.1|DSIM
OG0004335	LOC120771060|XP_039954800.1|BTRY	LOC6733244|XP_002080307.1|DSIM
OG0004336	LOC120772604|XP_039957252.1|BTRY	LOC6735359|XP_016028690.1|DSIM
OG0004337	LOC120767441|XP_039949438.1|BTRY	LOC6731456|XP_002078607.1|DSIM
OG0004338	LOC120772097|XP_039956437.1|BTRY	LOC6737422|XP_002084260.1|DSIM
OG0004339	LOC120770524|XP_039954001.1|BTRY	LOC6734493|XP_002081512.1|DSIM
OG0004340	LOC120770523|XP_039953999.1|BTRY	LOC6734492|XP_002081511.1|DSIM
OG0004341	LOC120770019|XP_039953051.1|BTRY	LOC6735855|XP_002082765.1|DSIM
OG0004342	LOC120771802|XP_039955938.1|BTRY	LOC6736179|XP_016029596.2|DSIM
OG0004343	LOC120770895|XP_039954495.1|BTRY	LOC6736173|XP_016029592.1|DSIM
OG0004344	LOC120771908|XP_039956125.1|BTRY	LOC6736170|XP_002083070.1|DSIM
OG0004345	LOC120772179|XP_039956561.1|BTRY	LOC6733094|XP_016025813.1|DSIM
OG0004346	LOC120771602|XP_039955616.1|BTRY	LOC6736048|XP_039148031.1|DSIM
OG0004347	LOC120771408|XP_039955316.1|BTRY	LOC6736044|XP_002082946.1|DSIM
OG0004348	LOC120772844|XP_039957593.1|BTRY	LOC6739505|XP_016029341.1|DSIM
OG0004349	LOC120771131|XP_039954921.1|BTRY	LOC6735968|XP_016029321.1|DSIM
OG0004350	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY	LOC6733355|XP_002080412.1|DSIM
OG0004351	LOC120770338|XP_039953667.1|BTRY	LOC6734380|XP_016027498.1|DSIM
OG0004352	LOC120768792|XP_039951485.1|BTRY	LOC27208387|XP_016033137.1|DSIM
OG0004353	LOC120782450|XP_039970672.1|BTRY	LOC6729891|XP_016036650.1|DSIM
OG0004354	LOC120769903|XP_039952970.1|BTRY	LOC6727978|XP_002103330.1|DSIM
OG0004355	LOC120768803|XP_039951492.1|BTRY	LOC6726961|XP_016033450.1|DSIM
OG0004356	LOC120770322|XP_039953639.1|BTRY	LOC6734266|XP_002081295.1|DSIM
OG0004357	LOC120772646|XP_039957306.1|BTRY	LOC6733362|XP_016026280.1|DSIM
OG0004358	LOC120772407|XP_039956937.1|BTRY	LOC6734077|XP_016027075.1|DSIM
OG0004359	LOC120773084|XP_039957972.1|BTRY	LOC6735223|XP_016028540.1|DSIM
OG0004360	LOC120776823|XP_039963777.1|BTRY	LOC27207351|XP_016032455.1|DSIM
OG0004361	LOC120782678|XP_039971000.1|BTRY	LOC6728542|XP_002103887.1|DSIM
OG0004362	LOC120778454|XP_039966183.1|BTRY	LOC6736262|XP_002083146.1|DSIM
OG0004363	LOC120775507|XP_039961649.1|BTRY	LOC6725832|XP_002106828.2|DSIM
OG0004364	LOC120770304|XP_039953605.1|BTRY	LOC6740725|XP_016027343.1|DSIM
OG0004365	LOC120770931|XP_039954570.1|BTRY	LOC6735490|XP_039147230.1|DSIM
OG0004366	LOC120768933|XP_039951649.1|BTRY	LOC6730501|XP_002077682.1|DSIM
OG0004367	LOC120776670|XP_039963478.1|BTRY	LOC6738854|XP_016032672.1|DSIM
OG0004368	LOC120778704|XP_039966598.1|BTRY	LOC6739161|XP_002085951.1|DSIM
OG0004369	LOC120772428|XP_039956974.1|BTRY	LOC6739326|XP_016026477.1|DSIM
OG0004370	LOC120771186|XP_039955011.1|BTRY	LOC6734827|XP_016028059.1|DSIM
OG0004371	LOC120770493|XP_039953947.1|BTRY	LOC6740067|XP_016038839.1|DSIM
OG0004372	LOC120771080|XP_039954835.1|BTRY	LOC6736039|XP_016029438.2|DSIM
OG0004373	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY	LOC27207372|XP_016034920.1|DSIM
OG0004374	LOC120770728|XP_039954242.1|BTRY	LOC6734929|XP_016028214.1|DSIM
OG0004375	LOC120778942|XP_039966935.1|BTRY	LOC6737109|XP_002083956.1|DSIM
OG0004376	LOC120777940|XP_039965475.1|BTRY	LOC6738784|XP_016032602.1|DSIM
OG0004377	LOC120778475|XP_039966225.1|BTRY	LOC6737514|XP_002084350.1|DSIM
OG0004378	LOC120770968|XP_039954633.1|BTRY	LOC6734580|XP_039148853.1|DSIM
OG0004379	LOC120770379|XP_039953733.1|BTRY	LOC6735492|XP_002082431.1|DSIM
OG0004380	LOC120772384|XP_039956908.1|BTRY	LOC6733607|XP_002080661.1|DSIM
OG0004381	LOC120776797|XP_039963724.1|BTRY	LOC6727760|XP_016034337.1|DSIM
OG0004382	LOC120770651|XP_039954181.1|BTRY	LOC6734099|XP_039148212.1|DSIM
OG0004383	LOC120772684|XP_039957355.1|BTRY	LOC27208918|XP_016027545.1|DSIM
OG0004384	LOC120770971|XP_039954640.1|BTRY	LOC27207294|XP_016027544.1|DSIM
OG0004385	LOC120771181|XP_039955005.1|BTRY	LOC6734042|XP_002081078.1|DSIM
OG0004386	LOC120771907|XP_039956124.1|BTRY	LOC6739394|XP_039147331.1|DSIM
OG0004387	LOC120776356|XP_039962847.1|BTRY	LOC6737963|XP_016031709.1|DSIM
OG0004388	LOC120772546|XP_039957161.1|BTRY	LOC6739423|XP_016027113.1|DSIM
OG0004389	LOC120770496|XP_039953953.1|BTRY	LOC6736721|XP_016030336.1|DSIM
OG0004390	LOC120779186|XP_039967382.1|BTRY	LOC6738212|XP_016032074.1|DSIM
OG0004391	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY	LOC6735286|XP_039147235.1|DSIM
OG0004392	LOC120777073|XP_039964134.1|BTRY	LOC6738219|XP_039149054.1|DSIM
OG0004393	LOC120771663|XP_039955712.1|BTRY	LOC6735152|XP_016028432.1|DSIM
OG0004394	LOC120772522|XP_039957119.1|BTRY	LOC6734788|XP_039147523.1|DSIM
OG0004395	LOC120770734|XP_039954257.1|BTRY	LOC6734357|XP_016027432.1|DSIM
OG0004396	LOC120771149|XP_039954951.1|BTRY	LOC6733186|XP_016026070.1|DSIM
OG0004397	LOC120772001|XP_039956291.1|BTRY	LOC6734282|XP_016027348.1|DSIM
OG0004398	LOC120772002|XP_039956292.1|BTRY	LOC6734281|XP_002081310.1|DSIM
OG0004399	LOC120771004|XP_039954698.1|BTRY	LOC6734667|XP_002081674.1|DSIM
OG0004400	LOC120772562|XP_039957183.1|BTRY	LOC6728894|XP_016035588.1|DSIM
OG0004401	LOC120772036|XP_039956341.1|BTRY	LOC6735940|XP_002082850.1|DSIM
OG0004402	LOC120771639|XP_039955673.1|BTRY	LOC6735937|XP_016029294.1|DSIM
OG0004403	LOC120770090|XP_039953173.1|BTRY	LOC6734494|XP_002081513.1|DSIM
OG0004404	LOC120772835|XP_039957578.1|BTRY	LOC6733194|XP_016026079.1|DSIM
OG0004405	LOC120777672|XP_039965065.1|BTRY	LOC6738819|XP_016032633.1|DSIM
OG0004406	LOC120776618|XP_039963347.1|BTRY	LOC6737968|XP_016031715.1|DSIM
OG0004407	LOC120771447|XP_039955387.1|BTRY	LOC6733620|XP_002080674.2|DSIM
OG0004408	LOC120778708|XP_039966603.1|BTRY	LOC6737953|XP_016031704.1|DSIM
OG0004409	LOC120779735|XP_039968044.1|BTRY	LOC6724704|XP_016022637.1|DSIM
OG0004410	LOC120769988|XP_039953003.1|BTRY	LOC6734936|XP_016028247.1|DSIM
OG0004411	LOC120776916|XP_039963921.1|BTRY	LOC6739104|XP_002085897.1|DSIM
OG0004412	LOC120776914|XP_039963918.1|BTRY	LOC6739103|XP_016032943.1|DSIM
OG0004413	LOC120772134|XP_039956486.1|BTRY	LOC27206277|XP_016029309.1|DSIM
OG0004414	LOC120771140|XP_039954942.1|BTRY	LOC6736010|XP_002082919.1|DSIM
OG0004415	LOC120770255|XP_039953492.1|BTRY	LOC6734571|XP_002081580.1|DSIM
OG0004416	LOC120771085|XP_039954844.1|BTRY	LOC27207618|XP_002080425.1|DSIM
OG0004417	LOC120782286|XP_039970423.1|BTRY	LOC6729465|XP_002104775.2|DSIM
OG0004418	LOC120773079|XP_039957957.1|BTRY	LOC6735128|XP_016028413.1|DSIM
OG0004419	LOC120770318|XP_039953634.1|BTRY	LOC6733604|XP_016026563.1|DSIM
OG0004420	LOC120772694|XP_039957368.1|BTRY	LOC6734200|XP_002081229.1|DSIM
OG0004421	LOC120776956|XP_039963979.1|BTRY	LOC6738530|XP_016032373.1|DSIM
OG0004422	LOC120777454|XP_039964708.1|BTRY	LOC6738465|XP_016032296.1|DSIM
OG0004423	LOC120770471|XP_039953900.1|BTRY	LOC6734859|XP_002081860.1|DSIM
OG0004424	LOC120772123|XP_039956468.1|BTRY	LOC6736053|XP_039148027.1|DSIM
OG0004425	LOC120777401|XP_039964633.1|BTRY	LOC6738868|XP_002085663.1|DSIM
OG0004426	LOC120777486|XP_039964759.1|BTRY	LOC6738856|XP_002085656.1|DSIM
OG0004427	LOC120778693|XP_039966582.1|BTRY	LOC6738228|XP_002085040.1|DSIM
OG0004428	LOC120774849|XP_039960608.1|BTRY	LOC6728193|XP_016034828.1|DSIM
OG0004429	LOC120768289|XP_039950849.1|BTRY	LOC27209444|XP_016023610.2|DSIM
OG0004430	LOC120776603|XP_039963323.1|BTRY	LOC6738069|XP_016031897.1|DSIM
OG0004431	LOC120770886|XP_039954467.1|BTRY	LOC6729040|XP_002104361.1|DSIM
OG0004432	LOC120770874|XP_039954446.1|BTRY	LOC6729041|XP_002104362.2|DSIM
OG0004433	LOC120779009|XP_039967062.1|BTRY	LOC6739047|XP_016032882.1|DSIM
OG0004434	LOC120770313|XP_039953619.1|BTRY	LOC6734280|XP_002081309.1|DSIM
OG0004435	LOC120771569|XP_039955569.1|BTRY	LOC6735268|XP_016028617.1|DSIM
OG0004436	LOC120772570|XP_039957192.1|BTRY	LOC6734396|XP_039147835.1|DSIM
OG0004437	LOC120772573|XP_039957201.1|BTRY	LOC6736185|XP_002083080.1|DSIM
OG0004438	LOC120771442|XP_039955381.1|BTRY	LOC6734437|XP_002081457.1|DSIM
OG0004439	LOC120771185|XP_039955010.1|BTRY	LOC6734489|XP_002081508.1|DSIM
OG0004440	LOC120772424|XP_039956969.1|BTRY	LOC6734935|XP_002081932.1|DSIM
OG0004441	LOC120775072|XP_039960997.1|BTRY	LOC6730629|XP_002077806.1|DSIM
OG0004442	LOC120767010|XP_039948759.1|BTRY	LOC6734894|XP_016028170.1|DSIM
OG0004443	LOC120777726|XP_039965151.1|BTRY	LOC6737799|XP_002084627.1|DSIM
OG0004444	LOC120772657|XP_039957322.1|BTRY	LOC6734829|XP_002081831.1|DSIM
OG0004445	LOC120772648|XP_039957308.1|BTRY	LOC6739510|XP_016029394.1|DSIM
OG0004446	LOC120776083|XP_039962493.1|BTRY	LOC6730297|XP_002105580.1|DSIM
