Orthogroup	BTRY.longest_only	DSUP.longest_only
OG0005459	LOC120768349|XP_039950935.1|BTRY	LOC119547727|XP_037710638.1|DSUP
OG0005460	LOC120769729|XP_039952810.1|BTRY	LOC119547968|XP_037710946.1|DSUP
OG0005461	LOC120769011|XP_039951789.1|BTRY	LOC119548880|XP_037712439.1|DSUP
OG0005462	LOC120768967|XP_039951694.1|BTRY	LOC119548878|XP_037712437.1|DSUP
OG0005463	LOC120776644|XP_039963411.1|BTRY	LOC119553861|XP_037720442.1|DSUP
OG0005464	LOC120769461|XP_039952406.1|BTRY	LOC119546997|XP_037709590.1|DSUP
OG0005465	LOC120767970|XP_039950312.1|BTRY	LOC119548596|XP_037711878.1|DSUP
OG0005466	LOC120768624|XP_039951325.1|BTRY	LOC119548188|XP_037711245.1|DSUP
OG0005467	LOC120767082|XP_039948882.1|BTRY	LOC119556211|XP_037724110.1|DSUP
OG0005468	LOC120768288|XP_039950848.1|BTRY	LOC119548847|XP_037712396.1|DSUP
OG0005469	LOC120768245|XP_039950770.1|BTRY	LOC119548192|XP_037711247.1|DSUP
OG0005470	LOC120767354|XP_039949254.1|BTRY	LOC119548860|XP_037712414.1|DSUP
OG0005471	LOC120768175|XP_039950673.1|BTRY	LOC119546131|XP_037708160.1|DSUP
OG0005472	LOC120767901|XP_039950180.1|BTRY	LOC119546384|XP_037708551.1|DSUP
OG0005473	LOC120778696|XP_039966584.1|BTRY, LOC120769736|XP_039952822.1|BTRY	LOC119548157|XP_037711188.1|DSUP
OG0005474	LOC120767641|XP_039949746.1|BTRY	LOC119547441|XP_037710230.1|DSUP
OG0005475	LOC120767640|XP_039949745.1|BTRY	LOC119547440|XP_037710229.1|DSUP
OG0005476	LOC120772316|XP_039956767.1|BTRY	LOC119552124|XP_037717839.1|DSUP
OG0005477	LOC120778156|XP_039965816.1|BTRY	LOC119555316|XP_037722568.1|DSUP
OG0005478	LOC120769263|XP_039952101.1|BTRY	LOC119548058|XP_037711070.1|DSUP
OG0005479	LOC120767403|XP_039949374.1|BTRY	LOC119547625|XP_037710479.1|DSUP
OG0005480	LOC120767405|XP_039949377.1|BTRY	LOC119547626|XP_037710481.1|DSUP
OG0005481	LOC120767845|XP_039950076.1|BTRY	LOC119547267|XP_037709977.1|DSUP
OG0005482	LOC120767247|XP_039949031.1|BTRY	LOC119546137|XP_037708169.1|DSUP
OG0005483	LOC120766887|XP_039948571.1|BTRY	LOC119563370|XP_037732649.1|DSUP
OG0005484	LOC120769631|XP_039952670.1|BTRY	LOC119547552|XP_037710379.1|DSUP
OG0005485	LOC120771999|XP_039956290.1|BTRY	LOC119551047|XP_037716086.1|DSUP
OG0005486	LOC120772235|XP_039956661.1|BTRY	LOC119551193|XP_037716322.1|DSUP
OG0005487	LOC120772066|XP_039956386.1|BTRY	LOC119546244|XP_037708323.1|DSUP
OG0005488	LOC120772248|XP_039956679.1|BTRY	LOC119548241|XP_037711309.1|DSUP
OG0005489	LOC120768906|XP_039951603.1|BTRY	LOC119546449|XP_037708651.1|DSUP
OG0005490	LOC120769019|XP_039951795.1|BTRY	LOC119548339|XP_037711473.1|DSUP
OG0005491	LOC120769680|XP_039952737.1|BTRY	LOC119548186|XP_037711230.1|DSUP
OG0005492	LOC120769590|XP_039952583.1|BTRY	LOC119546775|XP_037709255.1|DSUP
OG0005493	LOC120768371|XP_039950971.1|BTRY	LOC119547135|XP_037709775.1|DSUP
OG0005494	LOC120772796|XP_039957514.1|BTRY	LOC119550774|XP_037715631.1|DSUP
OG0005495	LOC120770894|XP_039954488.1|BTRY	LOC119551459|XP_037716735.1|DSUP
OG0005496	LOC120776424|XP_039963007.1|BTRY	LOC119563523|XP_037732920.1|DSUP
OG0005497	LOC120768306|XP_039950876.1|BTRY	LOC119547528|XP_037710349.1|DSUP
OG0005498	LOC120768308|XP_039950879.1|BTRY	LOC119547530|XP_037710352.1|DSUP
OG0005499	LOC120767373|XP_039949285.1|BTRY	LOC119548804|XP_037712311.1|DSUP
OG0005500	LOC120767374|XP_039949287.1|BTRY	LOC119548806|XP_037712316.1|DSUP
OG0005501	LOC120768192|XP_039950696.1|BTRY	LOC119545928|XP_037707774.1|DSUP
OG0005502	LOC120768193|XP_039950697.1|BTRY	LOC119545929|XP_037707775.1|DSUP
OG0005504	LOC120767711|XP_039949840.1|BTRY	LOC119548260|XP_037711333.1|DSUP
OG0005506	LOC120769747|XP_039952837.1|BTRY	LOC119546134|XP_037708164.1|DSUP
OG0005507	LOC120769822|XP_039952964.1|BTRY	LOC119546012|XP_037707944.1|DSUP
OG0005508	LOC120769203|XP_039952032.1|BTRY	LOC119547022|XP_037709621.1|DSUP
OG0005509	LOC120767905|XP_039950186.1|BTRY	LOC119548381|XP_037711530.1|DSUP
OG0005510	LOC120767930|XP_039950225.1|BTRY	LOC119548642|XP_037711972.1|DSUP, LOC119548641|XP_037711969.1|DSUP
OG0005511	LOC120773448|XP_039958272.1|BTRY	LOC119557091|XP_037725578.1|DSUP
OG0005512	LOC120766278|XP_039947613.1|BTRY	LOC119563130|XP_037732307.1|DSUP
OG0005513	LOC120768182|XP_039950684.1|BTRY	LOC119556858|XP_037725257.1|DSUP
OG0005514	LOC120782747|XP_039971123.1|BTRY	LOC119560622|XP_037730089.1|DSUP
OG0005515	LOC120770374|XP_039953725.1|BTRY	LOC119550217|XP_037714707.1|DSUP
OG0005516	LOC120769427|XP_039952343.1|BTRY	LOC119546781|XP_037709264.1|DSUP
OG0005517	LOC120769293|XP_039952153.1|BTRY	LOC119546171|XP_037708219.1|DSUP
OG0005518	LOC120769236|XP_039952070.1|BTRY	LOC119546003|XP_037707932.1|DSUP
OG0005519	LOC120771153|XP_039954964.1|BTRY	LOC119550732|XP_037715573.1|DSUP
OG0005520	LOC120767459|XP_039949467.1|BTRY	LOC119547394|XP_037710171.1|DSUP
OG0005521	LOC120769322|XP_039952207.1|BTRY	LOC119547396|XP_037710174.1|DSUP
OG0005522	LOC120767691|XP_039949817.1|BTRY	LOC119555232|XP_037722440.1|DSUP
OG0005523	LOC120769298|XP_039952161.1|BTRY	LOC119548235|XP_037711304.1|DSUP
OG0005524	LOC120767962|XP_039950287.1|BTRY	LOC119546473|XP_037708685.1|DSUP
OG0005525	LOC120768235|XP_039950754.1|BTRY	LOC119548300|XP_037711396.1|DSUP
OG0005526	LOC120769248|XP_039952084.1|BTRY	LOC119548523|XP_037711743.1|DSUP
OG0005527	LOC120779652|XP_039967936.1|BTRY	LOC119550706|XP_037715923.1|DSUP
OG0005528	LOC120769695|XP_039952756.1|BTRY	LOC119546380|XP_037708542.1|DSUP
OG0005529	LOC120769137|XP_039951943.1|BTRY	LOC119546596|XP_037708947.1|DSUP
OG0005530	LOC120768863|XP_039951552.1|BTRY	LOC119547685|XP_037710573.1|DSUP
OG0005531	LOC120777914|XP_039965431.1|BTRY	LOC119552772|XP_037718508.1|DSUP
OG0005532	LOC120768355|XP_039950944.1|BTRY	LOC119557818|XP_037726686.1|DSUP, LOC119546484|XP_037708704.1|DSUP
OG0005533	LOC120768045|XP_039950486.1|BTRY	LOC119547785|XP_037710723.1|DSUP
OG0005534	LOC120774755|XP_039960448.1|BTRY	LOC119555350|XP_037722616.1|DSUP
OG0005535	LOC120767730|XP_039949873.1|BTRY	LOC119548408|XP_037711575.1|DSUP
OG0005536	LOC120767895|XP_039950166.1|BTRY	LOC119546994|XP_037709586.1|DSUP
OG0005538	LOC120768078|XP_039950542.1|BTRY	LOC119546984|XP_037709565.1|DSUP
OG0005539	LOC120768648|XP_039951353.1|BTRY	LOC119548110|XP_037711131.1|DSUP
OG0005540	LOC120768214|XP_039950718.1|BTRY	LOC119546939|XP_037709504.1|DSUP
OG0005541	LOC120768359|XP_039950951.1|BTRY	LOC119548276|XP_037711367.1|DSUP
OG0005542	LOC120777242|XP_039964369.1|BTRY	LOC119555318|XP_037722570.1|DSUP
OG0005543	LOC120767851|XP_039950085.1|BTRY	LOC119545973|XP_037707869.1|DSUP
OG0005544	LOC120768152|XP_039950647.1|BTRY	LOC119546561|XP_037708857.1|DSUP
OG0005545	LOC120769094|XP_039951886.1|BTRY	LOC119548526|XP_037711745.1|DSUP
OG0005546	LOC120768194|XP_039950699.1|BTRY	LOC119546269|XP_037708370.1|DSUP
OG0005547	LOC120769185|XP_039952006.1|BTRY	LOC119546535|XP_037708805.1|DSUP
OG0005548	LOC120769722|XP_039952797.1|BTRY	LOC119546602|XP_037708963.1|DSUP
OG0005549	LOC120768276|XP_039950809.1|BTRY	LOC119547500|XP_037710320.1|DSUP
OG0005550	LOC120768150|XP_039950645.1|BTRY	LOC119546029|XP_037707973.1|DSUP
OG0005551	LOC120772359|XP_039956858.1|BTRY	LOC119551775|XP_037717230.1|DSUP
OG0005552	LOC120771327|XP_039955207.1|BTRY	LOC119550876|XP_037715790.1|DSUP
OG0005553	LOC120767710|XP_039949839.1|BTRY	LOC119546392|XP_037708562.1|DSUP
OG0005554	LOC120769803|XP_039952931.1|BTRY	LOC119548558|XP_037711793.1|DSUP
OG0005555	LOC120768595|XP_039951292.1|BTRY	LOC119548169|XP_037711208.1|DSUP
OG0005556	LOC120768565|XP_039951246.1|BTRY	LOC119548008|XP_037711001.1|DSUP
OG0005557	LOC120767555|XP_039949620.1|BTRY	LOC119547348|XP_037710089.1|DSUP
OG0005558	LOC120767395|XP_039949348.1|BTRY	LOC119556177|XP_037724027.1|DSUP
OG0005559	LOC120768012|XP_039950382.1|BTRY	LOC119546690|XP_037709096.1|DSUP
OG0005560	LOC120767554|XP_039949618.1|BTRY	LOC119546055|XP_037708048.1|DSUP
OG0005561	LOC120767196|XP_039948931.1|BTRY	LOC119557589|XP_037726318.1|DSUP
OG0005562	LOC120769420|XP_039952332.1|BTRY	LOC119546096|XP_037708105.1|DSUP
OG0005563	LOC120779436|XP_039967607.1|BTRY	LOC119562898|XP_037731955.1|DSUP
OG0005564	LOC120767933|XP_039950226.1|BTRY	LOC119548784|XP_037712276.1|DSUP
OG0005565	LOC120769602|XP_039952616.1|BTRY	LOC119548821|XP_037712363.1|DSUP
OG0005566	LOC120769606|XP_039952620.1|BTRY	LOC119548822|XP_037712364.1|DSUP
OG0005567	LOC120775694|XP_039961976.1|BTRY	LOC119562851|XP_037731900.1|DSUP
OG0005568	LOC120768326|XP_039950899.1|BTRY	LOC119546744|XP_037709170.1|DSUP
OG0005569	LOC120768903|XP_039951594.1|BTRY	LOC119548009|XP_037711003.1|DSUP
OG0005570	LOC120769243|XP_039952077.1|BTRY	LOC119546448|XP_037708650.1|DSUP
OG0005571	LOC120772091|XP_039956429.1|BTRY	LOC119550851|XP_037715748.1|DSUP
OG0005572	LOC120771581|XP_039955586.1|BTRY	LOC119552004|XP_037717659.1|DSUP
OG0005573	LOC120766579|XP_039948110.1|BTRY	LOC119549972|XP_037714300.1|DSUP
OG0005574	LOC120771275|XP_039955134.1|BTRY	LOC119551474|XP_037716761.1|DSUP
OG0005575	LOC120766344|XP_039947704.1|BTRY	LOC119545818|XP_037707641.1|DSUP
OG0005576	LOC120771611|XP_039955629.1|BTRY	LOC119548998|XP_037712532.1|DSUP
OG0005577	LOC120776856|XP_039963835.1|BTRY	LOC119555662|XP_037723177.1|DSUP
OG0005578	LOC120777359|XP_039964561.1|BTRY	LOC119554020|XP_037720663.1|DSUP
OG0005579	LOC120777361|XP_039964564.1|BTRY	LOC119554021|XP_037720664.1|DSUP
OG0005580	LOC120777069|XP_039964129.1|BTRY	LOC119553252|XP_037719457.1|DSUP
OG0005581	LOC120773499|XP_039958375.1|BTRY	LOC119557975|XP_037726970.1|DSUP
OG0005582	LOC120778351|XP_039966073.1|BTRY	LOC119553800|XP_037720343.1|DSUP
OG0005583	LOC120778009|XP_039965608.1|BTRY	LOC119554690|XP_037721619.1|DSUP
OG0005585	LOC120766168|XP_039947451.1|BTRY	LOC119559944|XP_037729099.1|DSUP
OG0005586	LOC120775045|XP_039960958.1|BTRY	LOC119560992|XP_037730700.1|DSUP
OG0005587	LOC120772160|XP_039956531.1|BTRY	LOC119548014|XP_037711012.1|DSUP
OG0005588	LOC120778749|XP_039966657.1|BTRY	LOC119553246|XP_037719449.1|DSUP
OG0005589	LOC120781666|XP_039969825.1|BTRY	LOC119563268|XP_037732516.1|DSUP
OG0005590	LOC120770025|XP_039953059.1|BTRY	LOC119549742|XP_037713911.1|DSUP
OG0005591	LOC120774599|XP_039960263.1|BTRY	LOC119557197|XP_037725778.1|DSUP
OG0005592	LOC120766985|XP_039948723.1|BTRY	LOC119556307|XP_037724321.1|DSUP
OG0005593	LOC120778056|XP_039965670.1|BTRY	LOC119553295|XP_037719540.1|DSUP
OG0005594	LOC120776833|XP_039963788.1|BTRY	LOC119552573|XP_037718126.1|DSUP
OG0005595	LOC120776831|XP_039963786.1|BTRY	LOC119552572|XP_037718125.1|DSUP
OG0005596	LOC120778860|XP_039966827.1|BTRY	LOC119554794|XP_037721771.1|DSUP
OG0005597	LOC120779552|XP_039967828.1|BTRY	LOC119560108|XP_037729381.1|DSUP
OG0005598	LOC120767353|XP_039949253.1|BTRY	LOC119563284|XP_037732538.1|DSUP
OG0005599	LOC120773074|XP_039957953.1|BTRY	LOC119552003|XP_037717655.1|DSUP
OG0005600	LOC120766873|XP_039948538.1|BTRY	LOC119561100|XP_037730922.1|DSUP
OG0005601	LOC120774145|XP_039959477.1|BTRY	LOC119556747|XP_037725096.1|DSUP
OG0005602	LOC120771916|XP_039956141.1|BTRY	LOC119555833|XP_037723391.1|DSUP
OG0005603	LOC120772391|XP_039956915.1|BTRY	LOC119549963|XP_037714283.1|DSUP
OG0005604	LOC120770189|XP_039953353.1|BTRY	LOC119549400|XP_037713383.1|DSUP
OG0005605	LOC120770372|XP_039953723.1|BTRY	LOC119549427|XP_037713437.1|DSUP
OG0005606	LOC120767445|XP_039949441.1|BTRY	LOC119547377|XP_037710129.1|DSUP
OG0005607	LOC120782486|XP_039970720.1|BTRY	LOC119563366|XP_037732648.1|DSUP
OG0005608	LOC120782485|XP_039970717.1|BTRY	LOC119551932|XP_037717515.1|DSUP
OG0005609	LOC120778870|XP_039966847.1|BTRY	LOC119553244|XP_037719445.1|DSUP
OG0005610	LOC120776651|XP_039963427.1|BTRY	LOC119552558|XP_037718106.1|DSUP
OG0005611	LOC120777061|XP_039964109.1|BTRY	LOC119552870|XP_037718696.1|DSUP
OG0005612	LOC120769095|XP_039951892.1|BTRY	LOC119553382|XP_037719667.1|DSUP
OG0005613	LOC120766350|XP_039947712.1|BTRY	LOC119563089|XP_037732248.1|DSUP
OG0005614	LOC120771293|XP_039955163.1|BTRY	LOC119561004|XP_037730748.1|DSUP
OG0005615	LOC120772602|XP_039957254.1|BTRY	LOC119546203|XP_037708262.1|DSUP
OG0005616	LOC120766663|XP_039948231.1|BTRY	LOC119563216|XP_037732441.1|DSUP
OG0005617	LOC120779370|XP_039967500.1|BTRY	LOC119559941|XP_037729081.1|DSUP
OG0005618	LOC120772329|XP_039956806.1|BTRY	LOC119549548|XP_037713626.1|DSUP
OG0005619	LOC120782793|XP_039971201.1|BTRY	LOC119563349|XP_037732623.1|DSUP
OG0005620	LOC120775237|XP_039961250.1|BTRY	LOC119558242|XP_037727494.1|DSUP
OG0005621	LOC120774496|XP_039960101.1|BTRY	LOC119557303|XP_037725941.1|DSUP
OG0005622	LOC120775977|XP_039962333.1|BTRY, LOC120773389|XP_039958157.1|BTRY	LOC119557956|XP_037726920.1|DSUP
OG0005623	LOC120774747|XP_039960438.1|BTRY	LOC119556445|XP_037724611.1|DSUP
OG0005624	LOC120777353|XP_039964546.1|BTRY	LOC119559992|XP_037729184.1|DSUP
OG0005625	LOC120776560|XP_039963255.1|BTRY	LOC119545742|XP_037707493.1|DSUP
OG0005626	LOC120780247|XP_039968441.1|BTRY	LOC119557967|XP_037726940.1|DSUP
OG0005627	LOC120769829|XP_039952965.1|BTRY	LOC119563449|XP_037732771.1|DSUP
OG0005628	LOC120769419|XP_039952336.1|BTRY	LOC119555651|XP_037723157.1|DSUP
OG0005629	LOC120771074|XP_039954822.1|BTRY	LOC119552116|XP_037717830.1|DSUP
OG0005630	LOC120771100|XP_039954875.1|BTRY	LOC119549623|XP_037713728.1|DSUP
OG0005631	LOC120775133|XP_039961097.1|BTRY	LOC119557291|XP_037725910.1|DSUP
OG0005632	LOC120774114|XP_039959410.1|BTRY	LOC119558173|XP_037727367.1|DSUP
OG0005633	LOC120782461|XP_039970686.1|BTRY	LOC119563528|XP_037732925.1|DSUP
OG0005634	LOC120769140|XP_039951950.1|BTRY	LOC119547756|XP_037710691.1|DSUP
OG0005635	LOC120768515|XP_039951177.1|BTRY	LOC119547996|XP_037710981.1|DSUP
OG0005636	LOC120770618|XP_039954157.1|BTRY	LOC119560503|XP_037729902.1|DSUP
OG0005637	LOC120782613|XP_039970915.1|BTRY	LOC119560331|XP_037729649.1|DSUP
OG0005638	LOC120771295|XP_039955161.1|BTRY	LOC119551018|XP_037716000.1|DSUP
OG0005639	LOC120770213|XP_039953415.1|BTRY	LOC119549922|XP_037714180.1|DSUP
OG0005640	LOC120766226|XP_039947536.1|BTRY	LOC119545678|XP_037707347.1|DSUP
OG0005641	LOC120774783|XP_039960493.1|BTRY	LOC119557054|XP_037725530.1|DSUP
OG0005642	LOC120775853|XP_039962160.1|BTRY	LOC119559804|XP_037728815.1|DSUP
OG0005643	LOC120778756|XP_039966666.1|BTRY	LOC119552992|XP_037718938.1|DSUP
OG0005644	LOC120777697|XP_039965105.1|BTRY	LOC119553096|XP_037719180.1|DSUP
OG0005645	LOC120774006|XP_039959216.1|BTRY	LOC119557941|XP_037726881.1|DSUP
OG0005646	LOC120773953|XP_039959114.1|BTRY	LOC119556603|XP_037724843.1|DSUP
OG0005647	LOC120782136|XP_039970208.1|BTRY	LOC119562599|XP_037731759.1|DSUP
OG0005648	LOC120778992|XP_039967027.1|BTRY	LOC119552659|XP_037718293.1|DSUP
OG0005649	LOC120768825|XP_039951513.1|BTRY	LOC119560766|XP_037730316.1|DSUP
OG0005650	LOC120766456|XP_039947913.1|BTRY	LOC119560172|XP_037729460.1|DSUP
OG0005651	LOC120774228|XP_039959620.1|BTRY	LOC119556954|XP_037725389.1|DSUP
OG0005652	LOC120766201|XP_039947495.1|BTRY	LOC119563536|XP_037732946.1|DSUP
OG0005653	LOC120769482|XP_039952439.1|BTRY	LOC119546785|XP_037709270.1|DSUP
OG0005654	LOC120766667|XP_039948234.1|BTRY	LOC119560602|XP_037730058.1|DSUP
OG0005655	LOC120780172|XP_039968385.1|BTRY	LOC119551719|XP_037717152.1|DSUP
OG0005656	LOC120782420|XP_039970605.1|BTRY	LOC119550913|XP_037715838.1|DSUP
OG0005657	LOC120782268|XP_039970385.1|BTRY	LOC119545685|XP_037707353.1|DSUP
OG0005658	LOC120779394|XP_039967526.1|BTRY	LOC119560613|XP_037730077.1|DSUP
OG0005659	LOC120775111|XP_039961065.1|BTRY	LOC119550180|XP_037714649.1|DSUP
OG0005660	LOC120777081|XP_039964143.1|BTRY	LOC119554574|XP_037721482.1|DSUP
OG0005661	LOC120779092|XP_039967191.1|BTRY	LOC119563393|XP_037732679.1|DSUP
OG0005662	LOC120779081|XP_039967166.1|BTRY	LOC119563351|XP_037732627.1|DSUP
OG0005663	LOC120775534|XP_039961689.1|BTRY	LOC119557812|XP_037726676.1|DSUP
OG0005664	LOC120782175|XP_039970246.1|BTRY	LOC119562096|XP_037731323.1|DSUP
OG0005665	LOC120768989|XP_039951760.1|BTRY	LOC119552640|XP_037718262.1|DSUP
OG0005666	LOC120774857|XP_039960613.1|BTRY	LOC119556119|XP_037723928.1|DSUP
OG0005667	LOC120775983|XP_039962342.1|BTRY	LOC119557548|XP_037726253.1|DSUP
OG0005668	LOC120777487|XP_039964760.1|BTRY	LOC119555312|XP_037722562.1|DSUP
OG0005669	LOC120768996|XP_039951765.1|BTRY	LOC119548067|XP_037711081.1|DSUP
OG0005670	LOC120770992|XP_039954676.1|BTRY	LOC119562339|XP_037731435.1|DSUP
OG0005671	LOC120782226|XP_039970323.1|BTRY	LOC119559902|XP_037728995.1|DSUP
OG0005672	LOC120781542|XP_039969710.1|BTRY	LOC119546789|XP_037709275.1|DSUP
OG0005673	LOC120778260|XP_039965971.1|BTRY	LOC119553944|XP_037720565.1|DSUP
OG0005674	LOC120766679|XP_039948254.1|BTRY	LOC119553021|XP_037719005.1|DSUP
OG0005675	LOC120766960|XP_039948684.1|BTRY	LOC119563044|XP_037732177.1|DSUP
OG0005676	LOC120778050|XP_039965660.1|BTRY	LOC119553340|XP_037719603.1|DSUP
OG0005677	LOC120771791|XP_039955922.1|BTRY	LOC119551277|XP_037716470.1|DSUP
OG0005678	LOC120780731|XP_039968927.1|BTRY	LOC119557564|XP_037726280.1|DSUP
OG0005679	LOC120766244|XP_039947563.1|BTRY	LOC119549676|XP_037713812.1|DSUP
OG0005680	LOC120767963|XP_039950290.1|BTRY	LOC119546507|XP_037708756.1|DSUP
OG0005681	LOC120779623|XP_039967905.1|BTRY	LOC119561747|XP_037731158.1|DSUP
OG0005682	LOC120782400|XP_039970579.1|BTRY	LOC119561740|XP_037731151.1|DSUP
OG0005683	LOC120774194|XP_039959559.1|BTRY	LOC119556455|XP_037724623.1|DSUP
OG0005684	LOC120777760|XP_039965197.1|BTRY	LOC119552559|XP_037718108.1|DSUP
OG0005685	LOC120774208|XP_039959589.1|BTRY	LOC119557419|XP_037726096.1|DSUP
OG0005686	LOC120769196|XP_039952028.1|BTRY	LOC119563119|XP_037732292.1|DSUP
OG0005687	LOC120778206|XP_039965894.1|BTRY	LOC119554904|XP_037721934.1|DSUP
OG0005688	LOC120771659|XP_039955708.1|BTRY	LOC119550138|XP_037714569.1|DSUP
OG0005689	LOC120773454|XP_039958281.1|BTRY	LOC119556332|XP_037724351.1|DSUP
OG0005690	LOC120777970|XP_039965537.1|BTRY	LOC119562866|XP_037731908.1|DSUP
OG0005691	LOC120782254|XP_039970353.1|BTRY	LOC119545784|XP_037707583.1|DSUP
OG0005692	LOC120775832|XP_039962131.1|BTRY	LOC119547368|XP_037710117.1|DSUP
OG0005693	LOC120778175|XP_039965844.1|BTRY	LOC119553551|XP_037719919.1|DSUP
OG0005694	LOC120773428|XP_039958246.1|BTRY	LOC119560329|XP_037729647.1|DSUP
OG0005695	LOC120768845|XP_039951531.1|BTRY	LOC119563531|XP_037732930.1|DSUP
OG0005696	LOC120782463|XP_039970689.1|BTRY	LOC119563532|XP_037732932.1|DSUP
OG0005697	LOC120782460|XP_039970684.1|BTRY	LOC119563527|XP_037732924.1|DSUP
OG0005698	LOC120772699|XP_039957376.1|BTRY	LOC119552132|XP_037717849.1|DSUP
OG0005699	LOC120772516|XP_039957102.1|BTRY	LOC119550031|XP_037714391.1|DSUP
OG0005700	LOC120774871|XP_039960644.1|BTRY	LOC119556363|XP_037724453.1|DSUP
OG0005701	LOC120774882|XP_039960676.1|BTRY	LOC119548661|XP_037712008.1|DSUP
OG0005702	LOC120770142|XP_039953265.1|BTRY	LOC119556480|XP_037724661.1|DSUP
OG0005703	LOC120770848|XP_039954384.1|BTRY	LOC119549060|XP_037712692.1|DSUP
OG0005704	LOC120774327|XP_039959811.1|BTRY	LOC119556102|XP_037723899.1|DSUP
OG0005705	LOC120778233|XP_039965925.1|BTRY	LOC119555105|XP_037722252.1|DSUP
OG0005706	LOC120774540|XP_039960205.1|BTRY	LOC119556674|XP_037724969.1|DSUP
OG0005707	LOC120774809|XP_039960541.1|BTRY	LOC119558349|XP_037727766.1|DSUP
OG0005708	LOC120773417|XP_039958222.1|BTRY	LOC119558142|XP_037727302.1|DSUP
OG0005709	LOC120772940|XP_039957780.1|BTRY	LOC119563446|XP_037732768.1|DSUP
OG0005710	LOC120766501|XP_039947990.1|BTRY	LOC119552952|XP_037718865.1|DSUP
OG0005711	LOC120777380|XP_039964605.1|BTRY	LOC119553330|XP_037719589.1|DSUP
OG0005712	LOC120768505|XP_039951164.1|BTRY	LOC119547521|XP_037710343.1|DSUP
OG0005713	LOC120780238|XP_039968429.1|BTRY	LOC119552665|XP_037718305.1|DSUP
OG0005714	LOC120772457|XP_039957018.1|BTRY	LOC119554838|XP_037721844.1|DSUP
OG0005715	LOC120769126|XP_039951927.1|BTRY	LOC119547734|XP_037710651.1|DSUP
OG0005716	LOC120769018|XP_039951797.1|BTRY	LOC119560013|XP_037729224.1|DSUP
OG0005717	LOC120769149|XP_039951962.1|BTRY	LOC119560390|XP_037729743.1|DSUP
OG0005718	LOC120769180|XP_039952004.1|BTRY	LOC119560633|XP_037730112.1|DSUP
OG0005719	LOC120766643|XP_039948197.1|BTRY	LOC119548760|XP_037712231.1|DSUP
OG0005720	LOC120773610|XP_039958544.1|BTRY	LOC119563435|XP_037732749.1|DSUP
OG0005721	LOC120782525|XP_039970769.1|BTRY, LOC120767725|XP_039949868.1|BTRY	LOC119562256|XP_037731362.1|DSUP
OG0005722	LOC120776657|XP_039963460.1|BTRY	LOC119560745|XP_037730287.1|DSUP
OG0005723	LOC120766613|XP_039948155.1|BTRY	LOC119560037|XP_037729266.1|DSUP
OG0005724	LOC120771715|XP_039955802.1|BTRY	LOC119550023|XP_037714375.1|DSUP
OG0005725	LOC120782577|XP_039970854.1|BTRY	LOC119563222|XP_037732451.1|DSUP
OG0005726	LOC120775461|XP_039961579.1|BTRY	LOC119556557|XP_037724776.1|DSUP
OG0005727	LOC120781520|XP_039969690.1|BTRY	LOC119560015|XP_037729227.1|DSUP
OG0005728	LOC120782224|XP_039970322.1|BTRY	LOC119556838|XP_037725239.1|DSUP
OG0005729	LOC120772612|XP_039957264.1|BTRY	LOC119548704|XP_037712099.1|DSUP
OG0005730	LOC120778019|XP_039965629.1|BTRY	LOC119545683|XP_037707350.1|DSUP
OG0005731	LOC120778012|XP_039965616.1|BTRY	LOC119545682|XP_037707349.1|DSUP
OG0005732	LOC120770093|XP_039953181.1|BTRY	LOC119557533|XP_037726236.1|DSUP
OG0005733	LOC120767027|XP_039948804.1|BTRY	LOC119557509|XP_037726213.1|DSUP
OG0005734	LOC120766644|XP_039948198.1|BTRY	LOC119545673|XP_037707328.1|DSUP
OG0005735	LOC120771674|XP_039955735.1|BTRY	LOC119560539|XP_037729955.1|DSUP
OG0005736	LOC120774357|XP_039959880.1|BTRY	LOC119559896|XP_037728982.1|DSUP
OG0005737	LOC120782240|XP_039970341.1|BTRY	LOC119550013|XP_037714368.1|DSUP
OG0005738	LOC120782734|XP_039971100.1|BTRY	LOC119562872|XP_037731914.1|DSUP
OG0005739	LOC120776003|XP_039962373.1|BTRY	LOC119548222|XP_037711289.1|DSUP
OG0005740	LOC120766881|XP_039948558.1|BTRY	LOC119546819|XP_037709337.1|DSUP
OG0005741	LOC120782430|XP_039970647.1|BTRY	LOC119560764|XP_037730314.1|DSUP
OG0005742	LOC120775179|XP_039961170.1|BTRY	LOC119563494|XP_037732858.1|DSUP
OG0005743	LOC120780408|XP_039968626.1|BTRY	LOC119561101|XP_037730923.1|DSUP
OG0005744	LOC120772665|XP_039957336.1|BTRY	LOC119545823|XP_037707649.1|DSUP
OG0005745	LOC120773898|XP_039959012.1|BTRY	LOC119560923|XP_037730557.1|DSUP
OG0005746	LOC120775477|XP_039961614.1|BTRY	LOC119560074|XP_037729308.1|DSUP
OG0005747	LOC120774893|XP_039960698.1|BTRY	LOC119560750|XP_037730295.1|DSUP
OG0005748	LOC120769512|XP_039952487.1|BTRY	LOC119553263|XP_037719485.1|DSUP
OG0005749	LOC120773889|XP_039958992.1|BTRY	LOC119556220|XP_037724132.1|DSUP
OG0005750	LOC120773169|XP_039958073.1|BTRY	LOC119560594|XP_037730047.1|DSUP
