Orthogroup	BTRY.longest_only	DMEL.longest_only
OG0003910	LOC120772356|XP_039956856.1|BTRY	pyd3|NP_649732.1|DMEL
OG0003911	LOC120767626|XP_039949718.1|BTRY	Mon1|NP_608868.1|DMEL
OG0003912	LOC120769672|XP_039952725.1|BTRY	CG18480|NP_609761.1|DMEL
OG0003913	LOC120781698|XP_039969848.1|BTRY	CG9008|NP_001285908.1|DMEL
OG0003914	LOC120776102|XP_039962526.1|BTRY	RfC38|NP_609494.1|DMEL
OG0003915	LOC120774736|XP_039960423.1|BTRY	CG32736|NP_727152.1|DMEL
OG0003916	LOC120767883|XP_039950143.1|BTRY	GMF|NP_609787.2|DMEL
OG0003917	LOC120769328|XP_039952218.1|BTRY	CG14020|NP_001260097.1|DMEL
OG0003918	LOC120768489|XP_039951139.1|BTRY	escl|NP_723702.1|DMEL
OG0003919	LOC120768180|XP_039950681.1|BTRY	Hydr2|NP_608751.2|DMEL
OG0003920	LOC120771870|XP_039956055.1|BTRY	Cdk9|NP_477226.2|DMEL
OG0003921	LOC120781966|XP_039970076.1|BTRY	Hr38|NP_477119.1|DMEL
OG0003922	LOC120767321|XP_039949189.1|BTRY	Wdr59|NP_995682.1|DMEL
OG0003923	LOC120781487|XP_039969646.1|BTRY	Zip102B|NP_651919.3|DMEL
OG0003924	LOC120771913|XP_039956134.1|BTRY	GstE14|NP_610855.1|DMEL
OG0003925	LOC120767367|XP_039949275.1|BTRY	Col4a1|NP_723044.1|DMEL
OG0003926	LOC120769175|XP_039951995.1|BTRY	eIF3h|NP_524834.2|DMEL
OG0003927	LOC120768953|XP_039951676.1|BTRY	mio|NP_608656.1|DMEL
OG0003928	LOC120769441|XP_039952358.1|BTRY	PIG-U|NP_609238.1|DMEL
OG0003929	LOC120768849|XP_039951534.1|BTRY	CG6230|NP_609490.1|DMEL
OG0003930	LOC120768223|XP_039950735.1|BTRY	Hmgcl|NP_609089.1|DMEL
OG0003931	LOC120769450|XP_039952377.1|BTRY	Nhe3|NP_723202.2|DMEL
OG0003932	LOC120770260|XP_039953504.1|BTRY	flz|NP_001137622.1|DMEL
OG0003933	LOC120768501|XP_039951159.1|BTRY	tank|NP_608864.1|DMEL
OG0003934	LOC120767794|XP_039949993.1|BTRY	Trs23|NP_609247.1|DMEL
OG0003935	LOC120770187|XP_039953351.1|BTRY	CG8370|NP_611073.2|DMEL
OG0003936	LOC120770188|XP_039953352.1|BTRY	Ufc1|NP_611074.1|DMEL
OG0003937	LOC120771053|XP_039954790.1|BTRY	CG14764|NP_788283.1|DMEL
OG0003938	LOC120767383|XP_039949313.1|BTRY	CG34126|NP_001260066.1|DMEL
OG0003939	LOC120767384|XP_039949322.1|BTRY	CG7742|NP_608913.1|DMEL
OG0003940	LOC120768526|XP_039951189.1|BTRY	mRpL28|NP_608887.1|DMEL
OG0003941	LOC120769123|XP_039951919.1|BTRY	CG8891|NP_608890.1|DMEL
OG0003942	LOC120769499|XP_039952464.1|BTRY	spz3|NP_609160.2|DMEL
OG0003943	LOC120771046|XP_039954781.1|BTRY	CG31917|NP_608895.1|DMEL
OG0003944	LOC120769147|XP_039951956.1|BTRY	CG5446|NP_609565.1|DMEL
OG0003945	LOC120770421|XP_039953800.1|BTRY	levy|NP_611805.1|DMEL
OG0003946	LOC120768155|XP_039950650.1|BTRY	fon|NP_609959.1|DMEL
OG0003947	LOC120768003|XP_039950360.1|BTRY	pigeon|NP_476946.1|DMEL
OG0003948	LOC120769286|XP_039952140.1|BTRY	mEFTs|NP_609847.1|DMEL
OG0003949	LOC120768926|XP_039951640.1|BTRY	Dhc36C|NP_001369131.1|DMEL
OG0003950	LOC120769118|XP_039951912.1|BTRY	mtm|NP_523489.1|DMEL
OG0003951	LOC120768587|XP_039951280.1|BTRY	CG9098|NP_608979.2|DMEL
OG0003952	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY	Ppt2|NP_609500.1|DMEL
OG0003953	LOC120767894|XP_039950165.1|BTRY	l_2_k09022|NP_609079.2|DMEL
OG0003954	LOC120769404|XP_039952316.1|BTRY	CG1273|NP_647883.1|DMEL
OG0003955	LOC120781768|XP_039969934.1|BTRY	Ir31a|NP_001260346.1|DMEL
OG0003956	LOC120769221|XP_039952051.1|BTRY	kon|NP_609881.3|DMEL
OG0003957	LOC120777534|XP_039964850.1|BTRY	CG13671|NP_648202.1|DMEL
OG0003958	LOC120775287|XP_039961334.1|BTRY	CG9919|NP_573119.1|DMEL
OG0003959	LOC120771796|XP_039955928.1|BTRY	Ipk1|NP_001097387.1|DMEL
OG0003960	LOC120774502|XP_039960115.1|BTRY	tilB|NP_608460.1|DMEL
OG0003961	LOC120767788|XP_039949980.1|BTRY	CG7115|NP_609154.1|DMEL
OG0003962	LOC120767449|XP_039949450.1|BTRY	Rpn11|NP_608905.1|DMEL
OG0003963	LOC120768153|XP_039950648.1|BTRY	CG10702|NP_724157.1|DMEL
OG0003964	LOC120767642|XP_039949747.1|BTRY	Snx1|NP_608777.1|DMEL
OG0003965	LOC120767946|XP_039950265.1|BTRY	Bsg|NP_723346.2|DMEL
OG0003966	LOC120767770|XP_039949943.1|BTRY	CG17683|NP_001036428.1|DMEL
OG0003967	LOC120771942|XP_039956175.1|BTRY	MESK2|NP_995914.1|DMEL
OG0003968	LOC120772326|XP_039956791.1|BTRY	Fkbp14|NP_001246448.1|DMEL
OG0003969	LOC120770917|XP_039954547.1|BTRY	cnk|NP_725671.1|DMEL
OG0003970	LOC120767347|XP_039949239.1|BTRY	BBS8|NP_608524.1|DMEL
OG0003971	LOC120774464|XP_039960054.1|BTRY	CYLD|NP_723554.1|DMEL
OG0003972	LOC120777946|XP_039965492.1|BTRY	sstn|NP_648745.1|DMEL
OG0003973	LOC120771948|XP_039956192.1|BTRY	Atf-2|NP_001033973.1|DMEL
OG0003974	LOC120782346|XP_039970513.1|BTRY	RpIII128|NP_523706.1|DMEL
OG0003975	LOC120767633|XP_039949727.1|BTRY	CG34398|NP_001097127.1|DMEL
OG0003976	LOC120768221|XP_039950731.1|BTRY	CG10166|NP_609980.1|DMEL
OG0003977	LOC120768637|XP_039951336.1|BTRY	ND-B22|NP_609642.1|DMEL
OG0003978	LOC120776803|XP_039963731.1|BTRY	rept|NP_524156.1|DMEL
OG0003979	LOC120769781|XP_039952899.1|BTRY	CG6094|NP_609416.1|DMEL
OG0003980	LOC120782383|XP_039970559.1|BTRY	CG4338|NP_650441.1|DMEL
OG0003981	LOC120767590|XP_039949672.1|BTRY	eRF3|NP_477259.1|DMEL
OG0003982	LOC120781665|XP_039969820.1|BTRY	CG10026|NP_609968.3|DMEL
OG0003983	LOC120769620|XP_039952657.1|BTRY	CG31826|NP_001260473.1|DMEL
OG0003984	LOC120768278|XP_039950812.1|BTRY	Acn|NP_609935.1|DMEL
OG0003985	LOC120767949|XP_039950268.1|BTRY	CG10492|NP_001097179.1|DMEL
OG0003986	LOC120781853|XP_039970005.1|BTRY	Wnt10|NP_609109.3|DMEL
OG0003987	LOC120781124|XP_039969193.1|BTRY	ninaC|NP_523503.2|DMEL
OG0003988	LOC120767972|XP_039950317.1|BTRY	CG4230|NP_001260087.1|DMEL
OG0003989	LOC120767639|XP_039949741.1|BTRY	ThrRS|NP_723725.1|DMEL
OG0003990	LOC120769368|XP_039952265.1|BTRY	Su_H_|NP_476868.1|DMEL
OG0003991	LOC120767920|XP_039950213.1|BTRY	ine|NP_477012.1|DMEL
OG0003992	LOC120767991|XP_039950344.1|BTRY	CG15443|NP_608839.1|DMEL
OG0003993	LOC120767812|XP_039950024.1|BTRY	CG15431|NP_608831.1|DMEL
OG0003994	LOC120780854|XP_039969027.1|BTRY	beta4GalNAcTB|NP_651657.1|DMEL
OG0003995	LOC120771452|XP_039955397.1|BTRY	CG4679|NP_610854.1|DMEL
OG0003996	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY	CG13748|NP_610430.1|DMEL
OG0003997	LOC120767199|XP_039948934.1|BTRY	CG5160|NP_609112.1|DMEL
OG0003998	LOC120767458|XP_039949465.1|BTRY	Nipped-B|NP_001036451.1|DMEL
OG0003999	LOC120768709|XP_039951413.1|BTRY	Spf45|NP_001036426.1|DMEL
OG0004000	LOC120775677|XP_039961902.1|BTRY	Uros1|NP_572507.1|DMEL
OG0004001	LOC120772881|XP_039957661.1|BTRY	IntS1|NP_611875.1|DMEL
OG0004002	LOC120768307|XP_039950877.1|BTRY	mRpS18B|NP_523606.1|DMEL
OG0004003	LOC120781719|XP_039969886.1|BTRY	Ca-beta|NP_001260375.1|DMEL
OG0004004	LOC120769738|XP_039952826.1|BTRY	PGAP5|NP_609191.1|DMEL
OG0004005	LOC120769739|XP_039952827.1|BTRY	Oscillin|NP_608938.1|DMEL
OG0004006	LOC120767755|XP_039949904.1|BTRY	CG2614|NP_610045.1|DMEL
OG0004007	LOC120768258|XP_039950785.1|BTRY	CG9662|NP_001259997.1|DMEL
OG0004008	LOC120767756|XP_039949906.1|BTRY	kis|NP_001137761.1|DMEL
OG0004009	LOC120769294|XP_039952157.1|BTRY	Eogt|NP_608678.1|DMEL
OG0004010	LOC120769106|XP_039951900.1|BTRY	CenG1A|NP_723849.1|DMEL
OG0004011	LOC120769195|XP_039952024.1|BTRY	ics|NP_609665.2|DMEL
OG0004012	LOC120777788|XP_039965252.1|BTRY	sit|NP_651063.1|DMEL
OG0004013	LOC120768057|XP_039950508.1|BTRY	bgm|NP_524698.1|DMEL
OG0004014	LOC120777667|XP_039965057.1|BTRY	GlyRS|NP_730022.1|DMEL
OG0004015	LOC120769231|XP_039952062.1|BTRY	CG16974|NP_609610.2|DMEL
OG0004016	LOC120768088|XP_039950559.1|BTRY	GATAd|NP_609383.2|DMEL
OG0004017	LOC120767857|XP_039950099.1|BTRY	Tps1|NP_608827.1|DMEL
OG0004018	LOC120771850|XP_039956027.1|BTRY	Pgant3|NP_610256.1|DMEL
OG0004019	LOC120778472|XP_039966217.1|BTRY	Rhau|NP_610056.1|DMEL
OG0004020	LOC120768941|XP_039951660.1|BTRY	SerRS|NP_608743.2|DMEL
OG0004021	LOC120772601|XP_039957250.1|BTRY	CG3542|NP_608738.1|DMEL
OG0004022	LOC120769510|XP_039952480.1|BTRY	heix|NP_523581.1|DMEL
OG0004023	LOC120769630|XP_039952669.1|BTRY	CG15905|NP_611436.2|DMEL
OG0004024	LOC120769323|XP_039952208.1|BTRY	Trpgamma|NP_001137830.2|DMEL
OG0004025	LOC120769027|XP_039951802.1|BTRY	Fkbp59|NP_524895.2|DMEL
OG0004026	LOC120769069|XP_039951859.1|BTRY	aop|NP_722766.1|DMEL
OG0004028	LOC120768830|XP_039951516.1|BTRY	obst-E|NP_723116.1|DMEL
OG0004029	LOC120781541|XP_039969707.1|BTRY	Agpat2|NP_609231.2|DMEL
OG0004030	LOC120772514|XP_039957095.1|BTRY	Stoml2|NP_001261161.1|DMEL
OG0004031	LOC120768630|XP_039951329.1|BTRY	CG17211|NP_609552.1|DMEL
OG0004032	LOC120767776|XP_039949950.1|BTRY	cta|NP_001036421.1|DMEL
OG0004033	LOC120767906|XP_039950188.1|BTRY	CG5853|NP_788019.1|DMEL
OG0004034	LOC120769230|XP_039952061.1|BTRY	CG10600|NP_001137839.1|DMEL
OG0004035	LOC120767339|XP_039949216.1|BTRY	Rtnl1|NP_001162875.1|DMEL
OG0004036	LOC120768475|XP_039951116.1|BTRY	Syt1|NP_523460.2|DMEL
OG0004037	LOC120767425|XP_039949400.1|BTRY	Tor|NP_001260427.1|DMEL
OG0004038	LOC120769519|XP_039952491.1|BTRY	dbe|NP_477240.1|DMEL
OG0004039	LOC120767392|XP_039949339.1|BTRY	eys|NP_001259924.2|DMEL
OG0004040	LOC120770835|XP_039954358.1|BTRY	CG13531|NP_611726.1|DMEL
OG0004041	LOC120775258|XP_039961273.1|BTRY	Larp7|NP_524795.2|DMEL
OG0004042	LOC120777759|XP_039965196.1|BTRY	CG8549|NP_648057.2|DMEL
OG0004043	LOC120769479|XP_039952437.1|BTRY	EMC3|NP_609444.1|DMEL
OG0004044	LOC120774837|XP_039960588.1|BTRY	Hira|NP_572401.2|DMEL
OG0004045	LOC120776456|XP_039963059.1|BTRY	ATPsynG|NP_001036353.1|DMEL
OG0004046	LOC120769580|XP_039952571.1|BTRY	Ets21C|NP_523445.1|DMEL
OG0004047	LOC120768530|XP_039951195.1|BTRY	Tom70|NP_609536.1|DMEL
OG0004048	LOC120771427|XP_039955350.1|BTRY	CG3036|NP_608873.1|DMEL
OG0004049	LOC120767351|XP_039949251.1|BTRY	CG33635|NP_001027215.1|DMEL
OG0004050	LOC120767244|XP_039949024.1|BTRY	CG10431|NP_609924.2|DMEL
OG0004051	LOC120767706|XP_039949836.1|BTRY	Dlg5|NP_609505.1|DMEL
OG0004052	LOC120773745|XP_039958740.1|BTRY	CG15373|NP_001097013.2|DMEL
OG0004053	LOC120770198|XP_039953374.1|BTRY	Vhl|NP_524986.1|DMEL
OG0004054	LOC120768186|XP_039950689.1|BTRY	IFT46|NP_609890.2|DMEL
OG0004055	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY	CG12420|NP_649985.1|DMEL
OG0004056	LOC120782192|XP_039970270.1|BTRY	CG14636|NP_001036655.1|DMEL
OG0004057	LOC120779083|XP_039967167.1|BTRY	Rpn1|NP_649158.1|DMEL
OG0004058	LOC120776661|XP_039963465.1|BTRY	Girdin|NP_647780.1|DMEL
OG0004059	LOC120777129|XP_039964211.1|BTRY	DNApol-alpha180|NP_536736.2|DMEL
OG0004060	LOC120782680|XP_039971002.1|BTRY	CG17726|NP_650054.2|DMEL
OG0004061	LOC120774320|XP_039959792.1|BTRY	CG1578|NP_001285140.1|DMEL
OG0004062	LOC120776896|XP_039963892.1|BTRY	Rap1|NP_476857.1|DMEL
OG0004063	LOC120774751|XP_039960443.1|BTRY	tko|NP_001245490.1|DMEL
OG0004064	LOC120779207|XP_039967414.1|BTRY	elgi|NP_648816.1|DMEL
OG0004065	LOC120770138|XP_039953253.1|BTRY	Vrp1|NP_001097406.1|DMEL
OG0004066	LOC120771622|XP_039955647.1|BTRY	Blos1|NP_725401.2|DMEL
OG0004067	LOC120774536|XP_039960191.1|BTRY	FucT6|NP_572740.1|DMEL
OG0004068	LOC120766176|XP_039947464.1|BTRY	Mst85C|NP_477476.1|DMEL
OG0004069	LOC120766167|XP_039947448.1|BTRY	Kdm2|NP_649864.2|DMEL
OG0004070	LOC120777317|XP_039964488.1|BTRY	Gr63a|NP_001137883.1|DMEL
OG0004071	LOC120776853|XP_039963828.1|BTRY	Srp68|NP_648273.1|DMEL
OG0004072	LOC120776854|XP_039963830.1|BTRY	CG5644|NP_648274.1|DMEL
OG0004073	LOC120774782|XP_039960492.1|BTRY	CG7772|NP_573257.1|DMEL
OG0004074	LOC120771551|XP_039955544.1|BTRY	dnr1|NP_001261137.1|DMEL
OG0004075	LOC120771530|XP_039955522.1|BTRY	cbs|NP_610875.1|DMEL
OG0004076	LOC120770117|XP_039953223.1|BTRY	cnn|NP_001246293.1|DMEL
OG0004077	LOC120768217|XP_039950721.1|BTRY	poe|NP_476986.1|DMEL
OG0004078	LOC120782588|XP_039970877.1|BTRY	Sld5|NP_651457.1|DMEL
OG0004079	LOC120775076|XP_039961001.1|BTRY	CG9657|NP_572397.1|DMEL
OG0004080	LOC120772481|XP_039957060.1|BTRY	RpS15|NP_611136.1|DMEL
OG0004081	LOC120772477|XP_039957053.1|BTRY	Pcf11|NP_610999.4|DMEL
OG0004082	LOC120775936|XP_039962276.1|BTRY	CG4038|NP_477043.1|DMEL
OG0004083	LOC120782876|XP_039971356.1|BTRY	LSm3|NP_732931.1|DMEL
OG0004084	LOC120778177|XP_039965846.1|BTRY	ash1|NP_524160.2|DMEL
OG0004085	LOC120779347|XP_039967481.1|BTRY	CG10324|NP_650571.2|DMEL
OG0004086	LOC120781299|XP_039969431.1|BTRY	TTLL6B|NP_651549.1|DMEL
OG0004087	LOC120774825|XP_039960569.1|BTRY	CG1582|NP_572663.1|DMEL
OG0004088	LOC120766678|XP_039948252.1|BTRY	CAH9|NP_651535.1|DMEL
OG0004089	LOC120776082|XP_039962487.1|BTRY	CHES-1-like|NP_996362.2|DMEL
OG0004090	LOC120780231|XP_039968415.1|BTRY	BRWD3|NP_732982.1|DMEL
OG0004091	LOC120775502|XP_039961646.1|BTRY	CG6974|NP_650414.1|DMEL
OG0004092	LOC120775805|XP_039962088.1|BTRY	Setd3|NP_727144.1|DMEL
OG0004094	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY	CG6414|NP_570089.1|DMEL
OG0004095	LOC120780515|XP_039968743.1|BTRY	CG14721|NP_650110.3|DMEL
OG0004096	LOC120773093|XP_039958000.1|BTRY	pll|NP_476971.1|DMEL
OG0004097	LOC120778705|XP_039966599.1|BTRY	ste14|NP_648623.1|DMEL
OG0004098	LOC120777917|XP_039965435.1|BTRY	CG14905|NP_650569.1|DMEL
OG0004099	LOC120773217|XP_039958077.1|BTRY	ctrip|NP_649496.3|DMEL
OG0004100	LOC120766397|XP_039947778.1|BTRY	opa|NP_001368991.1|DMEL
OG0004101	LOC120774874|XP_039960664.1|BTRY	Gnf1|NP_001014605.1|DMEL
OG0004102	LOC120770574|XP_039954126.1|BTRY	Cdep|NP_001097685.2|DMEL
OG0004103	LOC120780236|XP_039968425.1|BTRY	Vps2|NP_651455.1|DMEL
OG0004104	LOC120766909|XP_039948590.1|BTRY	CG4374|NP_651146.2|DMEL
OG0004105	LOC120776648|XP_039963417.1|BTRY	l_3_72Ab|NP_648818.3|DMEL
OG0004106	LOC120777502|XP_039964787.1|BTRY	Arv1|NP_730651.1|DMEL
OG0004107	LOC120771761|XP_039955876.1|BTRY	ProRS-m|NP_647737.1|DMEL
OG0004108	LOC120766264|XP_039947585.1|BTRY	Set|NP_650438.2|DMEL
OG0004109	LOC120780239|XP_039968430.1|BTRY	CG5728|NP_651245.1|DMEL
OG0004110	LOC120777965|XP_039965518.1|BTRY	RpLP0|NP_524211.1|DMEL
OG0004111	LOC120770449|XP_039953862.1|BTRY	CG5028|NP_001097922.1|DMEL
OG0004112	LOC120778857|XP_039966822.1|BTRY	CG6154|NP_733146.2|DMEL
OG0004113	LOC120775890|XP_039962212.1|BTRY	Sep1|NP_523430.1|DMEL
OG0004114	LOC120774858|XP_039960617.1|BTRY	Snx27|NP_727023.1|DMEL
OG0004115	LOC120775982|XP_039962339.1|BTRY	AdamTS-B|NP_572247.2|DMEL
OG0004116	LOC120782835|XP_039971291.1|BTRY	RASSF8|NP_651411.1|DMEL
OG0004117	LOC120782642|XP_039970945.1|BTRY	CG7379|NP_650656.1|DMEL
OG0004118	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY	Rab4|NP_523777.1|DMEL
OG0004119	LOC120782715|XP_039971070.1|BTRY	Cbp20|NP_524396.1|DMEL
OG0004120	LOC120770890|XP_039954483.1|BTRY	ear|NP_001262595.1|DMEL
OG0004121	LOC120776706|XP_039963536.1|BTRY	CG13707|NP_001246634.1|DMEL
OG0004122	LOC120771428|XP_039955357.1|BTRY	mRpS10|NP_524355.2|DMEL
OG0004123	LOC120782445|XP_039970669.1|BTRY	E2f1|NP_001262809.1|DMEL
OG0004124	LOC120774530|XP_039960176.1|BTRY	hep|NP_001368982.1|DMEL
OG0004125	LOC120766835|XP_039948480.1|BTRY	RpL32|NP_733339.1|DMEL
OG0004126	LOC120774099|XP_039959386.1|BTRY	Axn|NP_733336.1|DMEL
OG0004127	LOC120769336|XP_039952227.1|BTRY	RpL13|NP_523530.1|DMEL
OG0004128	LOC120769161|XP_039951981.1|BTRY	CG31249|NP_732262.1|DMEL
OG0004129	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY	Mtor|NP_477067.2|DMEL
OG0004130	LOC120775325|XP_039961399.1|BTRY	Dop2R|NP_001014758.2|DMEL
OG0004131	LOC120775376|XP_039961474.1|BTRY	CG5916|NP_650524.1|DMEL
OG0004132	LOC120778750|XP_039966658.1|BTRY	CG2162|NP_001163332.2|DMEL
OG0004133	LOC120768169|XP_039950667.1|BTRY	Hacd1|NP_609534.1|DMEL
OG0004134	LOC120780286|XP_039968486.1|BTRY	Ythdf|NP_651322.1|DMEL
OG0004135	LOC120766849|XP_039948497.1|BTRY	cic|NP_001262755.1|DMEL
OG0004136	LOC120770161|XP_039953305.1|BTRY	Pbp95|NP_649760.1|DMEL
OG0004137	LOC120771763|XP_039955878.1|BTRY	Pdrg1|NP_610538.1|DMEL
OG0004138	LOC120775884|XP_039962195.1|BTRY	Smn|NP_524112.1|DMEL
OG0004139	LOC120776050|XP_039962441.1|BTRY	CG10793|NP_570054.2|DMEL
OG0004140	LOC120772526|XP_039957124.1|BTRY	CG4593|NP_572377.2|DMEL
OG0004141	LOC120770434|XP_039953830.1|BTRY	side-VIII|NP_001097382.2|DMEL
OG0004142	LOC120774118|XP_039959413.1|BTRY	Coq8|NP_572836.1|DMEL
OG0004143	LOC120766826|XP_039948472.1|BTRY	Aos1|NP_650198.1|DMEL
OG0004144	LOC120777299|XP_039964450.1|BTRY	Srp54|NP_477347.1|DMEL
OG0004145	LOC120777536|XP_039964857.1|BTRY	Sbp2|NP_648204.1|DMEL
OG0004146	LOC120776435|XP_039963026.1|BTRY	Hmt-1|NP_650503.1|DMEL
OG0004147	LOC120769194|XP_039952023.1|BTRY	CG4709|NP_609331.1|DMEL
OG0004148	LOC120766784|XP_039948411.1|BTRY	CG14395|NP_650222.2|DMEL
OG0004149	LOC120782708|XP_039971059.1|BTRY	CG31176|NP_732650.1|DMEL
OG0004150	LOC120773725|XP_039958716.1|BTRY	Mau2|NP_650428.1|DMEL
OG0004151	LOC120782679|XP_039971001.1|BTRY	pasha|NP_651879.1|DMEL
OG0004152	LOC120766489|XP_039947974.1|BTRY	CG14669|NP_649537.5|DMEL
OG0004153	LOC120772013|XP_039956313.1|BTRY	san|NP_524779.1|DMEL
OG0004154	LOC120777422|XP_039964657.1|BTRY	TMS1|NP_001261947.1|DMEL
OG0004155	LOC120782308|XP_039970458.1|BTRY	rec|NP_732072.1|DMEL
OG0004157	LOC120766540|XP_039948052.1|BTRY	CG8028|NP_001097031.2|DMEL
OG0004158	LOC120779053|XP_039967122.1|BTRY	nerfin-1|NP_524783.1|DMEL
OG0004159	LOC120778408|XP_039966129.1|BTRY	CG11858|NP_651364.1|DMEL
OG0004160	LOC120776895|XP_039963891.1|BTRY	HBS1|NP_652729.2|DMEL
OG0004161	LOC120766743|XP_039948343.1|BTRY	SelR|NP_731523.1|DMEL
OG0004162	LOC120769861|XP_039952967.1|BTRY	CG8149|NP_649898.1|DMEL
OG0004163	LOC120782333|XP_039970497.1|BTRY	Dh44|NP_649922.2|DMEL
OG0004164	LOC120780223|XP_039968412.1|BTRY	CG34357|NP_001356914.1|DMEL
OG0004165	LOC120770880|XP_039954451.1|BTRY	Tango11|NP_726111.1|DMEL
OG0004166	LOC120772754|XP_039957451.1|BTRY	CG3803|NP_611855.1|DMEL
OG0004167	LOC120769522|XP_039952496.1|BTRY	CG8032|NP_649811.1|DMEL
OG0004168	LOC120775268|XP_039961301.1|BTRY	CG6695|NP_651276.2|DMEL
OG0004169	LOC120774847|XP_039960604.1|BTRY	CG9650|NP_001356899.1|DMEL
OG0004170	LOC120773759|XP_039958767.1|BTRY	CG1737|NP_572711.2|DMEL
OG0004171	LOC120775468|XP_039961595.1|BTRY	XRCC1|NP_572217.1|DMEL
OG0004172	LOC120773986|XP_039959179.1|BTRY	Fur2|NP_727963.1|DMEL
OG0004173	LOC120770879|XP_039954450.1|BTRY	CG10731|NP_001286477.1|DMEL
OG0004174	LOC120771429|XP_039955353.1|BTRY	Vmat|NP_001014525.1|DMEL
OG0004175	LOC120772618|XP_039957267.1|BTRY	CG6665|NP_725632.1|DMEL
OG0004176	LOC120776716|XP_039963547.1|BTRY	CG7083|NP_648211.1|DMEL
OG0004177	LOC120767035|XP_039948819.1|BTRY	CG42788|NP_731964.2|DMEL
OG0004178	LOC120782532|XP_039970787.1|BTRY	osa|NP_524392.2|DMEL
OG0004179	LOC120773635|XP_039958577.1|BTRY	Pgd|NP_476860.2|DMEL
OG0004180	LOC120782265|XP_039970369.1|BTRY	MICU3|NP_001262741.1|DMEL
OG0004181	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY	CG10208|NP_651186.1|DMEL
OG0004182	LOC120778498|XP_039966257.1|BTRY	Ncc69|NP_001261758.1|DMEL
OG0004183	LOC120777582|XP_039964930.1|BTRY	CrzR|NP_001261755.1|DMEL
OG0004184	LOC120776573|XP_039963270.1|BTRY	Chd64|NP_647860.1|DMEL
OG0004185	LOC120767426|XP_039949401.1|BTRY	CG9934|NP_609597.1|DMEL
OG0004186	LOC120774155|XP_039959498.1|BTRY	Pgam5|NP_569951.1|DMEL
OG0004187	LOC120782831|XP_039971286.1|BTRY	Rsbp15|NP_650164.1|DMEL
OG0004188	LOC120766494|XP_039947983.1|BTRY	Cp190|NP_524359.2|DMEL
OG0004189	LOC120782382|XP_039970558.1|BTRY	MRG15|NP_001262588.1|DMEL
OG0004190	LOC120779887|XP_039968173.1|BTRY	Syt4|NP_477464.1|DMEL
OG0004191	LOC120776663|XP_039963472.1|BTRY	CG10050|NP_649713.1|DMEL
OG0004192	LOC120781473|XP_039969631.1|BTRY	sqz|NP_524403.1|DMEL
OG0004193	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY	CG32683|NP_727419.1|DMEL
OG0004194	LOC120775895|XP_039962223.1|BTRY	CG7183|NP_650692.2|DMEL
OG0004195	LOC120775116|XP_039961068.1|BTRY	Grip128|NP_573030.2|DMEL
OG0004196	LOC120766895|XP_039948582.1|BTRY	Sirt7|NP_651664.2|DMEL
OG0004197	LOC120775064|XP_039960981.1|BTRY	CG5276|NP_650074.1|DMEL
OG0004198	LOC120766818|XP_039948467.1|BTRY	Karybeta3|NP_524226.1|DMEL
OG0004199	LOC120766619|XP_039948164.1|BTRY	CG14880|NP_650538.1|DMEL
OG0004200	LOC120770378|XP_039953731.1|BTRY	LBR|NP_726114.1|DMEL
OG0004201	LOC120782252|XP_039970350.1|BTRY	dgt6|NP_651671.1|DMEL
OG0004202	LOC120767656|XP_039949766.1|BTRY	CG4813|NP_651088.1|DMEL
OG0004203	LOC120779033|XP_039967093.1|BTRY	Fer2|NP_001287359.1|DMEL
OG0004204	LOC120776942|XP_039963956.1|BTRY	CG9372|NP_649132.1|DMEL
OG0004205	LOC120778150|XP_039965807.1|BTRY	ind|NP_996087.2|DMEL
OG0004206	LOC120770724|XP_039954241.1|BTRY	psidin|NP_650858.1|DMEL
OG0004207	LOC120781982|XP_039970088.1|BTRY	PIG-L|NP_001247201.1|DMEL
OG0004208	LOC120768334|XP_039950920.1|BTRY	wkd|NP_650089.1|DMEL
OG0004209	LOC120782805|XP_039971218.1|BTRY	CG5805|NP_651284.1|DMEL
OG0004210	LOC120774800|XP_039960530.1|BTRY	CG3308|NP_650963.2|DMEL
OG0004211	LOC120767707|XP_039949837.1|BTRY	frtz|NP_608614.1|DMEL
OG0004212	LOC120779528|XP_039967807.1|BTRY	Ras85D|NP_476699.1|DMEL
OG0004213	LOC120779416|XP_039967550.1|BTRY	CCT7|NP_649835.1|DMEL
OG0004214	LOC120770214|XP_039953417.1|BTRY	LSm1|NP_611559.1|DMEL
OG0004215	LOC120771306|XP_039955175.1|BTRY	Impbeta11|NP_788357.1|DMEL
OG0004216	LOC120778070|XP_039965695.1|BTRY	shd|NP_001261843.1|DMEL
