Orthogroup	BTRY.longest_only	DPSE.longest_only
OG0004125	LOC120766835|XP_039948480.1|BTRY	LOC4800249|XP_003736222.1|DPSE
OG0004126	LOC120774099|XP_039959386.1|BTRY	LOC4800260|XP_015038744.2|DPSE
OG0004127	LOC120769336|XP_039952227.1|BTRY	LOC4816884|XP_001356321.1|DPSE
OG0004128	LOC120769161|XP_039951981.1|BTRY	LOC4802387|XP_001359315.2|DPSE
OG0004129	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY	LOC6898892|XP_033235064.1|DPSE
OG0004130	LOC120775325|XP_039961399.1|BTRY	LOC4815096|XP_015041824.2|DPSE
OG0004131	LOC120775376|XP_039961474.1|BTRY	LOC4802879|XP_001359708.1|DPSE
OG0004132	LOC120778750|XP_039966658.1|BTRY	LOC4813370|XP_001353867.1|DPSE
OG0004133	LOC120768169|XP_039950667.1|BTRY	LOC4817711|XP_001357089.3|DPSE
OG0004134	LOC120780286|XP_039968486.1|BTRY	LOC4802127|XP_033233092.1|DPSE
OG0004135	LOC120766849|XP_039948497.1|BTRY	LOC4803056|XP_033232971.1|DPSE
OG0004136	LOC120770161|XP_039953305.1|BTRY	LOC4802721|XP_001359586.3|DPSE
OG0004137	LOC120771763|XP_039955878.1|BTRY	LOC4804714|XP_001361232.2|DPSE
OG0004138	LOC120775884|XP_039962195.1|BTRY	LOC4812177|XP_001352590.1|DPSE
OG0004139	LOC120776050|XP_039962441.1|BTRY	LOC4815206|XP_001354666.4|DPSE
OG0004140	LOC120772526|XP_039957124.1|BTRY	LOC4815883|XP_001355564.2|DPSE
OG0004141	LOC120770434|XP_039953830.1|BTRY	LOC4804630|XP_033233841.1|DPSE
OG0004142	LOC120774118|XP_039959413.1|BTRY	LOC4814246|XP_001354442.1|DPSE
OG0004143	LOC120766826|XP_039948472.1|BTRY	LOC4800835|XP_001358039.3|DPSE
OG0004144	LOC120777299|XP_039964450.1|BTRY	LOC4816916|XP_001356339.1|DPSE
OG0004145	LOC120777536|XP_039964857.1|BTRY	LOC4814135|XP_001354192.3|DPSE
OG0004146	LOC120776435|XP_039963026.1|BTRY	LOC4802322|XP_001359262.3|DPSE
OG0004147	LOC120769194|XP_039952023.1|BTRY	LOC4816976|XP_001356326.2|DPSE
OG0004148	LOC120766784|XP_039948411.1|BTRY	LOC4800873|XP_015038519.2|DPSE
OG0004149	LOC120782708|XP_039971059.1|BTRY	LOC4802695|XP_033241781.1|DPSE
OG0004150	LOC120773725|XP_039958716.1|BTRY	LOC4802411|XP_001359334.2|DPSE
OG0004151	LOC120782679|XP_039971001.1|BTRY	LOC4801988|XP_001358999.4|DPSE
OG0004152	LOC120766489|XP_039947974.1|BTRY	LOC4802444|XP_033241753.1|DPSE
OG0004153	LOC120772013|XP_039956313.1|BTRY	LOC4805025|XP_001361493.3|DPSE
OG0004154	LOC120777422|XP_039964657.1|BTRY	LOC6900027|XP_033240339.1|DPSE
OG0004155	LOC120782308|XP_039970458.1|BTRY	LOC4802461|XP_001359378.2|DPSE
OG0004157	LOC120766540|XP_039948052.1|BTRY	LOC4814704|XP_001355008.3|DPSE
OG0004158	LOC120779053|XP_039967122.1|BTRY	LOC4813450|XP_001353676.2|DPSE
OG0004159	LOC120778408|XP_039966129.1|BTRY	LOC4802365|XP_001359294.2|DPSE
OG0004160	LOC120776895|XP_039963891.1|BTRY	LOC6900553|XP_015042916.2|DPSE
OG0004161	LOC120766743|XP_039948343.1|BTRY	LOC4803112|XP_001359909.5|DPSE
OG0004162	LOC120769861|XP_039952967.1|BTRY	LOC4802537|XP_001359438.2|DPSE
OG0004163	LOC120782333|XP_039970497.1|BTRY	LOC6897821|XP_002137926.2|DPSE
OG0004164	LOC120780223|XP_039968412.1|BTRY	LOC4802304|XP_015037730.2|DPSE
OG0004165	LOC120770880|XP_039954451.1|BTRY	LOC4805239|XP_015040507.2|DPSE
OG0004166	LOC120772754|XP_039957451.1|BTRY	LOC4803530|XP_001360241.3|DPSE
OG0004167	LOC120769522|XP_039952496.1|BTRY	LOC4802021|XP_001359023.2|DPSE
OG0004168	LOC120775268|XP_039961301.1|BTRY	LOC4800448|XP_001357723.3|DPSE
OG0004169	LOC120774847|XP_039960604.1|BTRY	LOC26533794|XP_015042104.2|DPSE
OG0004170	LOC120773759|XP_039958767.1|BTRY	LOC6901499|XP_002134185.4|DPSE
OG0004171	LOC120775468|XP_039961595.1|BTRY	LOC4814748|XP_001355133.3|DPSE
OG0004172	LOC120773986|XP_039959179.1|BTRY	LOC4815117|XP_015042008.2|DPSE
OG0004173	LOC120770879|XP_039954450.1|BTRY	LOC6898270|XP_002138336.2|DPSE
OG0004174	LOC120771429|XP_039955353.1|BTRY	LOC6898468|XP_015039912.2|DPSE
OG0004175	LOC120772618|XP_039957267.1|BTRY	LOC4804188|XP_001360790.2|DPSE
OG0004176	LOC120776716|XP_039963547.1|BTRY	LOC4813934|XP_001354096.1|DPSE
OG0004177	LOC120767035|XP_039948819.1|BTRY	LOC4802398|XP_001359323.4|DPSE
OG0004178	LOC120782532|XP_039970787.1|BTRY	LOC6897828|XP_033232846.1|DPSE
OG0004179	LOC120773635|XP_039958577.1|BTRY	LOC4814420|XP_001354447.1|DPSE
OG0004180	LOC120782265|XP_039970369.1|BTRY	LOC4803286|XP_001360051.4|DPSE
OG0004181	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY	LOC4801569|XP_001358640.2|DPSE
OG0004182	LOC120778498|XP_039966257.1|BTRY	LOC4812996|XP_015042805.2|DPSE
OG0004183	LOC120777582|XP_039964930.1|BTRY	LOC4813469|XP_033241356.1|DPSE
OG0004184	LOC120776573|XP_039963270.1|BTRY	LOC4812638|XP_001353028.2|DPSE
OG0004185	LOC120767426|XP_039949401.1|BTRY	LOC4816545|XP_001355904.3|DPSE
OG0004186	LOC120774155|XP_039959498.1|BTRY	LOC4815173|XP_001354743.1|DPSE
OG0004187	LOC120782831|XP_039971286.1|BTRY	LOC4802607|XP_001359496.2|DPSE
OG0004188	LOC120766494|XP_039947983.1|BTRY	LOC4803100|XP_001359898.3|DPSE
OG0004189	LOC120782382|XP_039970558.1|BTRY	LOC4803102|XP_001359900.3|DPSE
OG0004190	LOC120779887|XP_039968173.1|BTRY	LOC6897853|XP_002137956.3|DPSE
OG0004191	LOC120776663|XP_039963472.1|BTRY	LOC4802939|XP_001359754.3|DPSE
OG0004192	LOC120781473|XP_039969631.1|BTRY	LOC4803237|XP_033233128.1|DPSE
OG0004193	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY	LOC4814725|XP_015041734.2|DPSE
OG0004194	LOC120775895|XP_039962223.1|BTRY	LOC4803184|XP_001359967.2|DPSE
OG0004195	LOC120775116|XP_039961068.1|BTRY	LOC6901874|XP_033239490.1|DPSE
OG0004196	LOC120766895|XP_039948582.1|BTRY	LOC4801594|XP_001358663.3|DPSE
OG0004197	LOC120775064|XP_039960981.1|BTRY	LOC4802814|XP_001359657.3|DPSE
OG0004198	LOC120766818|XP_039948467.1|BTRY	LOC4802458|XP_001359375.1|DPSE
OG0004199	LOC120766619|XP_039948164.1|BTRY	LOC4802557|XP_001359455.3|DPSE
OG0004200	LOC120770378|XP_039953731.1|BTRY	LOC4805241|XP_001361674.2|DPSE
OG0004201	LOC120782252|XP_039970350.1|BTRY	LOC4801160|XP_001358295.3|DPSE
OG0004202	LOC120767656|XP_039949766.1|BTRY	LOC4800938|XP_001358124.2|DPSE
OG0004203	LOC120779033|XP_039967093.1|BTRY	LOC4802878|XP_015038157.1|DPSE
OG0004204	LOC120776942|XP_039963956.1|BTRY	LOC4812396|XP_001352960.2|DPSE
OG0004205	LOC120778150|XP_039965807.1|BTRY	LOC6900361|XP_002134756.3|DPSE
OG0004206	LOC120770724|XP_039954241.1|BTRY	LOC4803072|XP_001359872.2|DPSE
OG0004207	LOC120781982|XP_039970088.1|BTRY	LOC4803073|XP_001359873.2|DPSE
OG0004208	LOC120768334|XP_039950920.1|BTRY	LOC6899287|XP_002136239.3|DPSE
OG0004209	LOC120782805|XP_039971218.1|BTRY	LOC4800432|XP_033241540.1|DPSE
OG0004210	LOC120774800|XP_039960530.1|BTRY	LOC4800859|XP_001358059.1|DPSE
OG0004211	LOC120767707|XP_039949837.1|BTRY	LOC4816975|XP_001356549.2|DPSE
OG0004212	LOC120779528|XP_039967807.1|BTRY	LOC4802534|XP_001359435.1|DPSE
OG0004213	LOC120779416|XP_039967550.1|BTRY	LOC4803021|XP_001359823.2|DPSE
OG0004214	LOC120770214|XP_039953417.1|BTRY	LOC4805542|XP_001361929.1|DPSE
OG0004215	LOC120771306|XP_039955175.1|BTRY	LOC4805736|XP_001362084.2|DPSE
OG0004216	LOC120778070|XP_039965695.1|BTRY	LOC4813495|XP_033238849.1|DPSE
OG0004217	LOC120778790|XP_039966723.1|BTRY	LOC4813478|XP_001353758.2|DPSE
OG0004218	LOC120772159|XP_039956530.1|BTRY	LOC6901805|XP_002134473.1|DPSE
OG0004219	LOC120782851|XP_039971317.1|BTRY	LOC4803002|XP_001359807.1|DPSE
OG0004220	LOC120782777|XP_039971182.1|BTRY	LOC4802333|XP_015037753.2|DPSE
OG0004221	LOC120782605|XP_039970902.1|BTRY	LOC4802813|XP_001359656.3|DPSE
OG0004222	LOC120781347|XP_039969488.1|BTRY	LOC4802581|XP_001359475.1|DPSE
OG0004223	LOC120768857|XP_039951549.1|BTRY	LOC4802585|XP_015037926.2|DPSE
OG0004224	LOC120782309|XP_039970463.1|BTRY	LOC4802431|XP_001359353.2|DPSE
OG0004225	LOC120773950|XP_039959109.1|BTRY	LOC4814712|XP_001354635.1|DPSE
OG0004226	LOC120779071|XP_039967144.1|BTRY	LOC4802550|XP_003736757.3|DPSE
OG0004227	LOC120778848|XP_039966813.1|BTRY	LOC4802881|XP_033236310.1|DPSE
OG0004228	LOC120775392|XP_039961490.1|BTRY	LOC4802880|XP_001359709.1|DPSE
OG0004229	LOC120771033|XP_039954755.1|BTRY	LOC4805561|XP_004444546.2|DPSE
OG0004230	LOC120775159|XP_039961131.1|BTRY	LOC6901541|XP_033238139.1|DPSE
OG0004231	LOC120778069|XP_039965693.1|BTRY	LOC6900301|XP_002135623.1|DPSE
OG0004232	LOC120777349|XP_039964534.1|BTRY	LOC4812652|XP_015044098.1|DPSE
OG0004233	LOC120777348|XP_039964532.1|BTRY	LOC4812651|XP_015044101.1|DPSE
OG0004234	LOC120777650|XP_039965036.1|BTRY	LOC4812663|XP_015044106.1|DPSE
OG0004235	LOC120766999|XP_039948743.1|BTRY	LOC4815925|XP_001355569.2|DPSE
OG0004236	LOC120778123|XP_039965764.1|BTRY	LOC4803188|XP_001359971.3|DPSE
OG0004237	LOC120782810|XP_039971223.1|BTRY	LOC4802968|XP_033241809.1|DPSE
OG0004238	LOC120782468|XP_039970695.1|BTRY	LOC6897950|XP_002138049.1|DPSE
OG0004239	LOC120768635|XP_039951338.1|BTRY	LOC4802808|XP_001359652.3|DPSE
OG0004240	LOC120782626|XP_039970965.1|BTRY	LOC6897625|XP_002137769.2|DPSE
OG0004241	LOC120782358|XP_039970531.1|BTRY	LOC4802624|XP_001359508.2|DPSE
OG0004242	LOC120766400|XP_039947782.1|BTRY	LOC4803033|XP_033232624.1|DPSE
OG0004243	LOC120779142|XP_039967282.1|BTRY	LOC4814122|XP_001354281.2|DPSE
OG0004244	LOC120782236|XP_039970337.1|BTRY	LOC4803185|XP_001359968.3|DPSE
OG0004245	LOC120777029|XP_039964074.1|BTRY	LOC4812436|XP_001352453.2|DPSE
OG0004246	LOC120777581|XP_039964928.1|BTRY	LOC4812914|XP_033239744.1|DPSE
OG0004247	LOC120775526|XP_039961680.1|BTRY	LOC4815830|XP_001355238.2|DPSE
OG0004248	LOC120772695|XP_039957369.1|BTRY	LOC4804644|XP_001361173.2|DPSE
OG0004249	LOC120778844|XP_039966801.1|BTRY	LOC4812596|XP_033237569.1|DPSE
OG0004250	LOC120773534|XP_039958424.1|BTRY	LOC4817862|XP_001357340.3|DPSE
OG0004251	LOC120776091|XP_039962501.1|BTRY	LOC4814812|XP_033237984.1|DPSE
OG0004252	LOC120782270|XP_039970393.1|BTRY	LOC4802531|XP_001359433.3|DPSE
OG0004253	LOC120766653|XP_039948218.1|BTRY	LOC4803015|XP_001359817.4|DPSE
OG0004254	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY	LOC4815527|XP_001355497.2|DPSE
OG0004255	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY	LOC4816461|XP_015036619.2|DPSE
OG0004256	LOC120770175|XP_039953324.1|BTRY	LOC4805690|XP_001362049.2|DPSE
OG0004257	LOC120772200|XP_039956600.1|BTRY	LOC4800274|XP_001357618.2|DPSE
OG0004258	LOC120782823|XP_039971271.1|BTRY	LOC4803220|XP_015038350.1|DPSE
OG0004259	LOC120770860|XP_039954409.1|BTRY	LOC6899104|XP_002139021.2|DPSE
OG0004260	LOC120773051|XP_039957920.1|BTRY	LOC6897751|XP_003736791.3|DPSE
OG0004261	LOC120782372|XP_039970543.1|BTRY	LOC4802433|XP_001359355.2|DPSE
OG0004262	LOC120782714|XP_039971069.1|BTRY	LOC4802138|XP_001359117.2|DPSE
OG0004263	LOC120766462|XP_039947925.1|BTRY	LOC4803249|XP_001360022.4|DPSE
OG0004264	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY	LOC4802990|XP_001359797.3|DPSE
OG0004265	LOC120782190|XP_039970267.1|BTRY	LOC4802936|XP_001359751.1|DPSE
OG0004266	LOC120778114|XP_039965755.1|BTRY	LOC4802886|XP_001359714.3|DPSE
OG0004267	LOC120782871|XP_039971348.1|BTRY	LOC4802802|XP_015038099.1|DPSE
OG0004268	LOC120771841|XP_039956018.1|BTRY	LOC4805408|XP_033233709.1|DPSE
OG0004269	LOC120770185|XP_039953344.1|BTRY	LOC4804648|XP_001361176.3|DPSE
OG0004270	LOC120781289|XP_039969419.1|BTRY	LOC4804886|XP_003736959.1|DPSE
OG0004271	LOC120769976|XP_039952985.1|BTRY	LOC4804170|XP_033234805.1|DPSE
OG0004272	LOC120782811|XP_039971224.1|BTRY	LOC4803201|XP_001359983.1|DPSE
OG0004273	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY	LOC4800830|XP_001358034.2|DPSE
OG0004274	LOC120773420|XP_039958229.1|BTRY	LOC4815423|XP_001355612.2|DPSE
OG0004275	LOC120773397|XP_039958180.1|BTRY	LOC4816030|XP_001355552.1|DPSE
OG0004276	LOC120777309|XP_039964482.1|BTRY	LOC4812451|XP_033240182.1|DPSE
OG0004277	LOC120777804|XP_039965271.1|BTRY	LOC4812122|XP_001352791.2|DPSE
OG0004278	LOC120774372|XP_039959901.1|BTRY	LOC4814546|XP_001355085.2|DPSE
OG0004279	LOC120768932|XP_039951648.1|BTRY	LOC117184548|XP_033238630.1|DPSE, LOC4817333|XP_001356739.1|DPSE, LOC6903707|XP_002136767.2|DPSE
OG0004280	LOC120774500|XP_039960105.1|BTRY, LOC120774501|XP_039960114.1|BTRY	LOC6901746|XP_033237735.1|DPSE
OG0004281	LOC120771682|XP_039955745.1|BTRY	LOC4803575|XP_001360282.2|DPSE
OG0004282	LOC120771170|XP_039954991.1|BTRY	LOC6903887|XP_002136634.1|DPSE
OG0004283	LOC120771171|XP_039954992.1|BTRY	LOC6903886|XP_002136633.1|DPSE
OG0004284	LOC120777665|XP_039965055.1|BTRY	LOC4818107|XP_003736142.2|DPSE
OG0004285	LOC120767019|XP_039948785.1|BTRY	LOC4801739|XP_001358782.2|DPSE
OG0004286	LOC120778758|XP_039966669.1|BTRY	LOC4813119|XP_015043280.1|DPSE
OG0004287	LOC120777956|XP_039965506.1|BTRY	LOC4812993|XP_001353897.1|DPSE
OG0004288	LOC120777584|XP_039964933.1|BTRY	LOC4813619|XP_001353902.1|DPSE
OG0004289	LOC120776776|XP_039963685.1|BTRY	LOC6900273|XP_033237790.1|DPSE
OG0004290	LOC120772742|XP_039957436.1|BTRY	LOC6898978|XP_002138938.2|DPSE
OG0004291	LOC120772924|XP_039957758.1|BTRY	LOC4803971|XP_001360608.2|DPSE
OG0004292	LOC120776824|XP_039963778.1|BTRY	LOC4812437|XP_001352689.1|DPSE
OG0004293	LOC120779188|XP_039967384.1|BTRY	LOC4813354|XP_001353431.2|DPSE
OG0004294	LOC120777931|XP_039965447.1|BTRY	LOC4813079|XP_015042601.1|DPSE
OG0004295	LOC120778000|XP_039965593.1|BTRY	LOC4812926|XP_001353185.3|DPSE
OG0004296	LOC120777341|XP_039964527.1|BTRY	LOC4812790|XP_001353187.3|DPSE
OG0004297	LOC120772053|XP_039956364.1|BTRY	LOC4805618|XP_001361992.2|DPSE
OG0004298	LOC120772525|XP_039957123.1|BTRY	LOC117183509|XP_033233300.1|DPSE, LOC4805055|XP_001361519.1|DPSE
OG0004299	LOC120772369|XP_039956872.1|BTRY	LOC6898462|XP_033233330.1|DPSE
OG0004300	LOC120771365|XP_039955258.1|BTRY	LOC6898581|XP_002138601.1|DPSE
OG0004301	LOC120776821|XP_039963775.1|BTRY	LOC4811960|XP_001352688.3|DPSE
OG0004302	LOC120770944|XP_039954589.1|BTRY	LOC4803898|XP_001360543.2|DPSE
OG0004303	LOC120770381|XP_039953735.1|BTRY	LOC4805127|XP_001361582.2|DPSE
OG0004304	LOC120770839|XP_039954367.1|BTRY	LOC6898330|XP_002138385.2|DPSE
OG0004305	LOC120771821|XP_039955974.1|BTRY	LOC6898763|XP_015040375.2|DPSE
OG0004306	LOC120770581|XP_039954095.1|BTRY	LOC4805145|XP_001361597.3|DPSE
OG0004307	LOC120771086|XP_039954845.1|BTRY	LOC4804881|XP_001361369.2|DPSE
OG0004308	LOC120770899|XP_039954501.1|BTRY	LOC4803526|XP_033233853.1|DPSE
OG0004309	LOC120776841|XP_039963801.1|BTRY	LOC4812008|XP_001352770.2|DPSE
OG0004310	LOC120770827|XP_039954346.1|BTRY	LOC4805080|XP_001361542.2|DPSE
OG0004311	LOC120777897|XP_039965402.1|BTRY	LOC117185142|XP_033241067.1|DPSE, LOC4812867|XP_001353306.3|DPSE
OG0004312	LOC120771089|XP_039954849.1|BTRY	LOC6899078|XP_033233555.1|DPSE
OG0004313	LOC120770426|XP_039953810.1|BTRY	LOC4818206|XP_001357512.3|DPSE
OG0004314	LOC120770018|XP_039953048.1|BTRY	LOC4803705|XP_015039289.1|DPSE
OG0004315	LOC120772081|XP_039956412.1|BTRY	LOC4805613|XP_001361987.3|DPSE
OG0004316	LOC120770946|XP_039954593.1|BTRY	LOC4805431|XP_001361832.1|DPSE
OG0004317	LOC120772564|XP_039957185.1|BTRY	LOC4803574|XP_001360281.2|DPSE
OG0004318	LOC120770216|XP_039953425.1|BTRY	LOC4805630|XP_001362002.3|DPSE
OG0004319	LOC120771768|XP_039955888.1|BTRY	LOC4803381|XP_001360090.3|DPSE
OG0004320	LOC120770554|XP_039954061.1|BTRY	LOC4801669|XP_001358721.3|DPSE
OG0004321	LOC120768911|XP_039951612.1|BTRY	LOC4818063|XP_001357424.3|DPSE
OG0004322	LOC120766483|XP_039947960.1|BTRY	LOC4801451|XP_033241855.1|DPSE
OG0004323	LOC120774028|XP_039959258.1|BTRY	LOC4814174|XP_001354234.2|DPSE
OG0004324	LOC120769562|XP_039952550.1|BTRY	LOC6903583|XP_002132451.1|DPSE
OG0004325	LOC120772609|XP_039957258.1|BTRY	LOC4805556|XP_001361941.1|DPSE
OG0004326	LOC120772728|XP_039957423.1|BTRY	LOC4805555|XP_033233379.1|DPSE
OG0004327	LOC120774885|XP_039960675.1|BTRY	LOC4811784|XP_033237602.1|DPSE
OG0004328	LOC120774981|XP_039960818.1|BTRY	LOC4804548|XP_001361091.1|DPSE
OG0004329	LOC120771130|XP_039954920.1|BTRY	LOC4804321|XP_015039811.2|DPSE
OG0004330	LOC120772468|XP_039957040.1|BTRY	LOC4804679|XP_001361201.3|DPSE
OG0004331	LOC120770072|XP_039953135.1|BTRY	LOC6898957|XP_002138917.1|DPSE
OG0004332	LOC120768961|XP_039951688.1|BTRY	LOC4817443|XP_001356345.3|DPSE
OG0004333	LOC120767900|XP_039950179.1|BTRY	LOC4817461|XP_001356530.3|DPSE
OG0004334	LOC120769141|XP_039951947.1|BTRY	LOC4816904|XP_001356455.4|DPSE
OG0004335	LOC120771060|XP_039954800.1|BTRY	LOC6898974|XP_002138934.2|DPSE
OG0004336	LOC120772604|XP_039957252.1|BTRY	LOC4804597|XP_001361131.3|DPSE
OG0004337	LOC120767441|XP_039949438.1|BTRY	LOC4817062|XP_001356612.3|DPSE
OG0004338	LOC120772097|XP_039956437.1|BTRY	LOC4814147|XP_001354301.2|DPSE
OG0004339	LOC120770524|XP_039954001.1|BTRY	LOC4803960|XP_001360598.2|DPSE
OG0004340	LOC120770523|XP_039953999.1|BTRY	LOC4803959|XP_001360597.1|DPSE
OG0004341	LOC120770019|XP_039953051.1|BTRY	LOC6898192|XP_002138261.2|DPSE
OG0004342	LOC120771802|XP_039955938.1|BTRY	LOC4804618|XP_004444261.2|DPSE
OG0004343	LOC120770895|XP_039954495.1|BTRY	LOC4804617|XP_033234560.1|DPSE
OG0004344	LOC120771908|XP_039956125.1|BTRY	LOC4804614|XP_001361147.3|DPSE
OG0004345	LOC120772179|XP_039956561.1|BTRY	LOC4818064|XP_033235791.1|DPSE
OG0004346	LOC120771602|XP_039955616.1|BTRY	LOC4805615|XP_004444560.2|DPSE
OG0004347	LOC120771408|XP_039955316.1|BTRY	LOC4805617|XP_001361991.3|DPSE
OG0004348	LOC120772844|XP_039957593.1|BTRY	LOC26532480|XP_015035068.1|DPSE
OG0004349	LOC120771131|XP_039954921.1|BTRY	LOC4803522|XP_015039144.1|DPSE
OG0004350	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY	LOC6898453|XP_002138496.1|DPSE
OG0004351	LOC120770338|XP_039953667.1|BTRY	LOC4804375|XP_001360946.1|DPSE
OG0004352	LOC120768792|XP_039951485.1|BTRY	LOC4802769|XP_001359629.2|DPSE
OG0004353	LOC120782450|XP_039970672.1|BTRY	LOC4800686|XP_001357912.5|DPSE
OG0004354	LOC120769903|XP_039952970.1|BTRY	LOC4800690|XP_001357916.3|DPSE
OG0004355	LOC120768803|XP_039951492.1|BTRY	LOC6897557|XP_033241816.1|DPSE
OG0004356	LOC120770322|XP_039953639.1|BTRY	LOC4804656|XP_001361183.3|DPSE
OG0004357	LOC120772646|XP_039957306.1|BTRY	LOC4803497|XP_015039127.2|DPSE
OG0004358	LOC120772407|XP_039956937.1|BTRY	LOC4804143|XP_001360749.1|DPSE
OG0004359	LOC120773084|XP_039957972.1|BTRY	LOC4804605|XP_033235113.1|DPSE
OG0004360	LOC120776823|XP_039963777.1|BTRY	LOC4813559|XP_001353482.3|DPSE
OG0004361	LOC120782678|XP_039971000.1|BTRY	LOC4803150|XP_001359940.2|DPSE
OG0004362	LOC120778454|XP_039966183.1|BTRY	LOC4813916|XP_001353891.1|DPSE
OG0004363	LOC120775507|XP_039961649.1|BTRY	LOC6901715|XP_002134383.2|DPSE
OG0004364	LOC120770304|XP_039953605.1|BTRY	LOC4804163|XP_001360767.2|DPSE
OG0004365	LOC120770931|XP_039954570.1|BTRY	LOC4805531|XP_033233259.1|DPSE
OG0004366	LOC120768933|XP_039951649.1|BTRY	LOC4817248|XP_001356741.2|DPSE
OG0004367	LOC120776670|XP_039963478.1|BTRY	LOC4813963|XP_001354122.1|DPSE
OG0004368	LOC120778704|XP_039966598.1|BTRY	LOC4812910|XP_015042798.1|DPSE
OG0004369	LOC120772428|XP_039956974.1|BTRY	LOC6898133|XP_002138212.3|DPSE
OG0004370	LOC120771186|XP_039955011.1|BTRY	LOC6903885|XP_015035086.2|DPSE
OG0004371	LOC120770493|XP_039953947.1|BTRY	LOC4815515|XP_001355400.2|DPSE
OG0004372	LOC120771080|XP_039954835.1|BTRY	LOC6899068|XP_002138992.3|DPSE
OG0004373	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY	LOC6898039|XP_002138127.1|DPSE
OG0004374	LOC120770728|XP_039954242.1|BTRY	LOC6898302|XP_033234382.1|DPSE
OG0004375	LOC120778942|XP_039966935.1|BTRY	LOC4812588|XP_001352683.1|DPSE
OG0004376	LOC120777940|XP_039965475.1|BTRY	LOC4812785|XP_001353530.4|DPSE
OG0004377	LOC120778475|XP_039966225.1|BTRY	LOC4812801|XP_001353710.1|DPSE
OG0004378	LOC120770968|XP_039954633.1|BTRY	LOC4804456|XP_015039967.2|DPSE
OG0004379	LOC120770379|XP_039953733.1|BTRY	LOC4805533|XP_001361921.1|DPSE
OG0004380	LOC120772384|XP_039956908.1|BTRY	LOC4805079|XP_001361541.2|DPSE
OG0004381	LOC120776797|XP_039963724.1|BTRY	LOC6897452|XP_002137600.3|DPSE
OG0004382	LOC120770651|XP_039954181.1|BTRY	LOC4803682|XP_001360359.3|DPSE
OG0004383	LOC120772684|XP_039957355.1|BTRY	LOC4803652|XP_001360335.3|DPSE
OG0004384	LOC120770971|XP_039954640.1|BTRY	LOC6898168|XP_002138246.1|DPSE
OG0004385	LOC120771181|XP_039955005.1|BTRY	LOC4805409|XP_001361814.1|DPSE
OG0004386	LOC120771907|XP_039956124.1|BTRY	LOC4804352|XP_001360926.4|DPSE
OG0004387	LOC120776356|XP_039962847.1|BTRY	LOC4812345|XP_001352895.3|DPSE
OG0004388	LOC120772546|XP_039957161.1|BTRY	LOC6898184|XP_002138255.2|DPSE
OG0004389	LOC120770496|XP_039953953.1|BTRY	LOC4812637|XP_001353027.3|DPSE
OG0004390	LOC120779186|XP_039967382.1|BTRY	LOC6900498|XP_015042850.2|DPSE
OG0004391	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY	LOC4804950|XP_033234305.1|DPSE
OG0004392	LOC120777073|XP_039964134.1|BTRY	LOC6900296|XP_015044093.2|DPSE
OG0004393	LOC120771663|XP_039955712.1|BTRY	LOC4803758|XP_001360422.3|DPSE
OG0004394	LOC120772522|XP_039957119.1|BTRY	LOC4803782|XP_033234787.1|DPSE
OG0004395	LOC120770734|XP_039954257.1|BTRY	LOC4805160|XP_033234484.1|DPSE
OG0004396	LOC120771149|XP_039954951.1|BTRY	LOC4804825|XP_001361327.2|DPSE
OG0004397	LOC120772001|XP_039956291.1|BTRY	LOC4804168|XP_001360772.1|DPSE
OG0004398	LOC120772002|XP_039956292.1|BTRY	LOC4804167|XP_033234806.1|DPSE
OG0004399	LOC120771004|XP_039954698.1|BTRY	LOC4804590|XP_001361126.1|DPSE
OG0004400	LOC120772562|XP_039957183.1|BTRY	LOC4803005|XP_001359810.2|DPSE
OG0004401	LOC120772036|XP_039956341.1|BTRY	LOC6903654|XP_002136817.3|DPSE
OG0004402	LOC120771639|XP_039955673.1|BTRY	LOC4803391|XP_001357531.2|DPSE
OG0004403	LOC120770090|XP_039953173.1|BTRY	LOC4803961|XP_001360599.3|DPSE
OG0004404	LOC120772835|XP_039957578.1|BTRY	LOC4805668|XP_001362029.3|DPSE
OG0004405	LOC120777672|XP_039965065.1|BTRY	LOC6900425|XP_002134816.2|DPSE
OG0004406	LOC120776618|XP_039963347.1|BTRY	LOC6900111|XP_015043797.2|DPSE
OG0004407	LOC120771447|XP_039955387.1|BTRY	LOC4805040|XP_001361505.2|DPSE
OG0004408	LOC120778708|XP_039966603.1|BTRY	LOC4813544|XP_001353602.2|DPSE
