Orthogroup	BTRY.longest_only	DVIR.longest_only
OG0004076	LOC120770117|XP_039953223.1|BTRY	LOC6625153|XP_032293375.1|DVIR
OG0004077	LOC120768217|XP_039950721.1|BTRY	LOC6627795|XP_032294397.1|DVIR
OG0004078	LOC120782588|XP_039970877.1|BTRY	LOC6630934|XP_002053487.1|DVIR
OG0004079	LOC120775076|XP_039961001.1|BTRY	LOC6631638|XP_002055141.1|DVIR
OG0004080	LOC120772481|XP_039957060.1|BTRY	LOC6625863|XP_002050856.1|DVIR
OG0004081	LOC120772477|XP_039957053.1|BTRY	LOC6626090|XP_015029751.1|DVIR
OG0004082	LOC120775936|XP_039962276.1|BTRY	LOC6636260|XP_002059729.2|DVIR
OG0004083	LOC120782876|XP_039971356.1|BTRY	LOC26530673|XP_015027817.1|DVIR
OG0004084	LOC120778177|XP_039965846.1|BTRY	LOC6622796|XP_002047543.2|DVIR
OG0004085	LOC120779347|XP_039967481.1|BTRY	LOC6630667|XP_002053446.1|DVIR
OG0004086	LOC120781299|XP_039969431.1|BTRY	LOC6633065|XP_002055954.1|DVIR
OG0004087	LOC120774825|XP_039960569.1|BTRY	LOC6633487|XP_002057346.1|DVIR
OG0004088	LOC120766678|XP_039948252.1|BTRY	LOC6629758|XP_002053900.1|DVIR
OG0004089	LOC120776082|XP_039962487.1|BTRY	LOC6631695|XP_032295551.1|DVIR
OG0004090	LOC120780231|XP_039968415.1|BTRY	LOC6630623|XP_002053297.2|DVIR
OG0004091	LOC120775502|XP_039961646.1|BTRY	LOC6629582|XP_002054874.1|DVIR
OG0004092	LOC120775805|XP_039962088.1|BTRY	LOC6633310|XP_032289112.1|DVIR
OG0004094	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY	LOC6633695|XP_002057290.1|DVIR
OG0004095	LOC120780515|XP_039968743.1|BTRY	LOC6632578|XP_002056743.2|DVIR
OG0004096	LOC120773093|XP_039958000.1|BTRY	LOC6633066|XP_002055955.1|DVIR
OG0004097	LOC120778705|XP_039966599.1|BTRY	LOC116650466|XP_032290022.1|DVIR, LOC116649858|XP_032288965.1|DVIR, LOC6622593|XP_002048441.1|DVIR
OG0004098	LOC120777917|XP_039965435.1|BTRY	LOC6623549|XP_002048214.1|DVIR
OG0004099	LOC120773217|XP_039958077.1|BTRY	LOC6632396|XP_032289515.1|DVIR
OG0004100	LOC120766397|XP_039947778.1|BTRY	LOC6632638|XP_002056639.1|DVIR
OG0004101	LOC120774874|XP_039960664.1|BTRY	LOC6632640|XP_002056641.2|DVIR
OG0004102	LOC120770574|XP_039954126.1|BTRY	LOC6632641|XP_002056642.1|DVIR
OG0004103	LOC120780236|XP_039968425.1|BTRY	LOC6630932|XP_002053485.1|DVIR
OG0004104	LOC120766909|XP_039948590.1|BTRY	LOC26531646|XP_032291509.1|DVIR
OG0004105	LOC120776648|XP_039963417.1|BTRY	LOC6622145|XP_002047690.1|DVIR
OG0004106	LOC120777502|XP_039964787.1|BTRY	LOC6624465|XP_002047617.1|DVIR
OG0004107	LOC120771761|XP_039955876.1|BTRY	LOC6624159|XP_002046617.3|DVIR
OG0004108	LOC120766264|XP_039947585.1|BTRY	LOC6630273|XP_002053702.1|DVIR
OG0004109	LOC120780239|XP_039968430.1|BTRY	LOC6630624|XP_002053298.1|DVIR
OG0004110	LOC120777965|XP_039965518.1|BTRY	LOC6622082|XP_002047707.1|DVIR
OG0004111	LOC120770449|XP_039953862.1|BTRY	LOC6632982|XP_032289728.1|DVIR
OG0004112	LOC120778857|XP_039966822.1|BTRY	LOC6630017|XP_002053410.1|DVIR
OG0004113	LOC120775890|XP_039962212.1|BTRY	LOC6634646|XP_002058297.2|DVIR
OG0004114	LOC120774858|XP_039960617.1|BTRY	LOC6633259|XP_032296634.1|DVIR
OG0004115	LOC120775982|XP_039962339.1|BTRY	LOC6633262|XP_032296558.1|DVIR
OG0004116	LOC120782835|XP_039971291.1|BTRY	LOC6632977|XP_032289727.1|DVIR
OG0004117	LOC120782642|XP_039970945.1|BTRY	LOC6628110|XP_002052015.1|DVIR
OG0004118	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY	LOC6625049|XP_032293099.1|DVIR
OG0004119	LOC120782715|XP_039971070.1|BTRY	LOC6632093|XP_002055508.2|DVIR, LOC6629395|XP_002053575.1|DVIR
OG0004120	LOC120770890|XP_039954483.1|BTRY	LOC6630095|XP_002053688.1|DVIR
OG0004121	LOC120776706|XP_039963536.1|BTRY	LOC6636554|XP_002060058.2|DVIR
OG0004122	LOC120771428|XP_039955357.1|BTRY	LOC6630206|XP_002053709.1|DVIR
OG0004123	LOC120782445|XP_039970669.1|BTRY	LOC6629319|XP_032291413.1|DVIR
OG0004124	LOC120774530|XP_039960176.1|BTRY	LOC6633831|XP_032296563.1|DVIR
OG0004125	LOC120766835|XP_039948480.1|BTRY	LOC6633072|XP_002056144.1|DVIR
OG0004126	LOC120774099|XP_039959386.1|BTRY	LOC6633016|XP_002056137.1|DVIR
OG0004127	LOC120769336|XP_039952227.1|BTRY	LOC6634287|XP_002057754.1|DVIR
OG0004128	LOC120769161|XP_039951981.1|BTRY	LOC6629282|XP_002054690.1|DVIR
OG0004129	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY	LOC6626325|XP_032292628.1|DVIR
OG0004130	LOC120775325|XP_039961399.1|BTRY	LOC6631380|XP_002055652.2|DVIR
OG0004131	LOC120775376|XP_039961474.1|BTRY	LOC6630330|XP_002053351.2|DVIR
OG0004132	LOC120778750|XP_039966658.1|BTRY	LOC6622293|XP_002047240.2|DVIR
OG0004133	LOC120768169|XP_039950667.1|BTRY	LOC6628927|XP_002052350.1|DVIR
OG0004134	LOC120780286|XP_039968486.1|BTRY	LOC6636748|XP_002060209.2|DVIR
OG0004135	LOC120766849|XP_039948497.1|BTRY	LOC6631260|XP_032293583.1|DVIR
OG0004136	LOC120770161|XP_039953305.1|BTRY	LOC6632856|XP_002056667.1|DVIR
OG0004137	LOC120771763|XP_039955878.1|BTRY	LOC6625715|XP_002051047.1|DVIR
OG0004138	LOC120775884|XP_039962195.1|BTRY	LOC6624069|XP_002046261.1|DVIR
OG0004139	LOC120776050|XP_039962441.1|BTRY	LOC6635602|XP_032296137.1|DVIR
OG0004140	LOC120772526|XP_039957124.1|BTRY	LOC26531548|XP_015023613.2|DVIR
OG0004141	LOC120770434|XP_039953830.1|BTRY	LOC6626031|XP_015029419.1|DVIR
OG0004142	LOC120774118|XP_039959413.1|BTRY	LOC6633276|XP_002057135.1|DVIR
OG0004143	LOC120766826|XP_039948472.1|BTRY	LOC6630788|XP_002054822.2|DVIR
OG0004144	LOC120777299|XP_039964450.1|BTRY	LOC6629151|XP_002052445.2|DVIR
OG0004145	LOC120777536|XP_039964857.1|BTRY	LOC6623917|XP_002046871.2|DVIR
OG0004146	LOC120776435|XP_039963026.1|BTRY	LOC6631097|XP_032291073.1|DVIR
OG0004147	LOC120769194|XP_039952023.1|BTRY	LOC6633957|XP_002057760.1|DVIR
OG0004148	LOC120766784|XP_039948411.1|BTRY	LOC6630430|XP_015027095.1|DVIR
OG0004149	LOC120782708|XP_039971059.1|BTRY	LOC6632862|XP_002056673.2|DVIR
OG0004150	LOC120773725|XP_039958716.1|BTRY	LOC6632657|XP_002056463.1|DVIR
OG0004151	LOC120782679|XP_039971001.1|BTRY	LOC6629468|XP_002053884.1|DVIR
OG0004152	LOC120766489|XP_039947974.1|BTRY	LOC6633050|XP_002056758.2|DVIR
OG0004153	LOC120772013|XP_039956313.1|BTRY	LOC6625474|XP_002050150.1|DVIR
OG0004154	LOC120777422|XP_039964657.1|BTRY	LOC6624017|XP_002046247.1|DVIR
OG0004155	LOC120782308|XP_039970458.1|BTRY	LOC116652173|XP_032296076.1|DVIR, LOC6633137|XP_002056376.1|DVIR
OG0004157	LOC120766540|XP_039948052.1|BTRY	LOC6631980|XP_002055605.2|DVIR
OG0004158	LOC120779053|XP_039967122.1|BTRY	LOC6623224|XP_002047786.1|DVIR
OG0004159	LOC120778408|XP_039966129.1|BTRY	LOC6630677|XP_002054610.1|DVIR
OG0004160	LOC120776895|XP_039963891.1|BTRY	LOC6623519|XP_002046543.1|DVIR
OG0004161	LOC120766743|XP_039948343.1|BTRY	LOC6630132|XP_015027518.1|DVIR
OG0004162	LOC120769861|XP_039952967.1|BTRY	LOC6629802|XP_002053378.1|DVIR
OG0004163	LOC120782333|XP_039970497.1|BTRY	LOC6632837|XP_002056345.1|DVIR
OG0004164	LOC120780223|XP_039968412.1|BTRY	LOC6629998|XP_032294799.1|DVIR
OG0004165	LOC120770880|XP_039954451.1|BTRY	LOC6625904|XP_015029395.1|DVIR
OG0004166	LOC120772754|XP_039957451.1|BTRY	LOC6625439|XP_002049975.1|DVIR
OG0004167	LOC120769522|XP_039952496.1|BTRY	LOC6633152|XP_002056601.2|DVIR
OG0004168	LOC120775268|XP_039961301.1|BTRY	LOC6630341|XP_002053016.1|DVIR
OG0004169	LOC120774847|XP_039960604.1|BTRY	LOC6636095|XP_002059584.3|DVIR
OG0004170	LOC120773759|XP_039958767.1|BTRY	LOC6628154|XP_002051645.2|DVIR, LOC6635576|XP_002058990.1|DVIR
OG0004171	LOC120775468|XP_039961595.1|BTRY	LOC6636056|XP_002059520.1|DVIR
OG0004172	LOC120773986|XP_039959179.1|BTRY	LOC6631484|XP_032296108.1|DVIR
OG0004173	LOC120770879|XP_039954450.1|BTRY	LOC6626457|XP_002049146.2|DVIR
OG0004174	LOC120771429|XP_039955353.1|BTRY	LOC6635328|XP_015024693.1|DVIR
OG0004175	LOC120772618|XP_039957267.1|BTRY	LOC6624967|XP_032293009.1|DVIR
OG0004176	LOC120776716|XP_039963547.1|BTRY	LOC6624647|XP_002046591.1|DVIR
OG0004177	LOC120767035|XP_039948819.1|BTRY	LOC6629537|XP_002053665.2|DVIR
OG0004178	LOC120782532|XP_039970787.1|BTRY	LOC6633056|XP_032289840.1|DVIR
OG0004179	LOC120773635|XP_039958577.1|BTRY	LOC6633266|XP_002057147.1|DVIR
OG0004180	LOC120782265|XP_039970369.1|BTRY	LOC6632453|XP_015026160.1|DVIR
OG0004181	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY	LOC6630775|XP_015027765.1|DVIR
OG0004182	LOC120778498|XP_039966257.1|BTRY	LOC6622220|XP_015030826.1|DVIR
OG0004183	LOC120777582|XP_039964930.1|BTRY	LOC6623237|XP_032290616.1|DVIR
OG0004184	LOC120776573|XP_039963270.1|BTRY	LOC6624161|XP_002046305.1|DVIR
OG0004185	LOC120767426|XP_039949401.1|BTRY	LOC6627366|XP_002051673.2|DVIR
OG0004186	LOC120774155|XP_039959498.1|BTRY	LOC6633492|XP_002057351.1|DVIR
OG0004187	LOC120782831|XP_039971286.1|BTRY	LOC6632350|XP_032289839.1|DVIR
OG0004188	LOC120766494|XP_039947983.1|BTRY	LOC6630268|XP_002053697.1|DVIR
OG0004189	LOC120782382|XP_039970558.1|BTRY	LOC116649719|XP_032293908.1|DVIR
OG0004190	LOC120779887|XP_039968173.1|BTRY	LOC6632343|XP_032289789.1|DVIR
OG0004191	LOC120776663|XP_039963472.1|BTRY	LOC6632340|XP_002056408.1|DVIR
OG0004192	LOC120781473|XP_039969631.1|BTRY	LOC6630137|XP_002053620.1|DVIR
OG0004193	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY	LOC6636004|XP_002059504.2|DVIR
OG0004194	LOC120775895|XP_039962223.1|BTRY	LOC6629653|XP_002053563.1|DVIR
OG0004195	LOC120775116|XP_039961068.1|BTRY	LOC6633847|XP_002057199.1|DVIR
OG0004196	LOC120766895|XP_039948582.1|BTRY	LOC6632950|XP_002055859.2|DVIR
OG0004197	LOC120775064|XP_039960981.1|BTRY	LOC6632365|XP_002056726.1|DVIR
OG0004198	LOC120766818|XP_039948467.1|BTRY	LOC6629379|XP_002053543.1|DVIR
OG0004199	LOC120766619|XP_039948164.1|BTRY	LOC6629504|XP_002053166.1|DVIR
OG0004200	LOC120770378|XP_039953731.1|BTRY	LOC6626881|XP_002049718.1|DVIR
OG0004201	LOC120782252|XP_039970350.1|BTRY	LOC6630482|XP_002053758.1|DVIR
OG0004202	LOC120767656|XP_039949766.1|BTRY	LOC6630060|XP_002054282.1|DVIR
OG0004203	LOC120779033|XP_039967093.1|BTRY	LOC6630329|XP_032290362.1|DVIR
OG0004204	LOC120776942|XP_039963956.1|BTRY	LOC6624540|XP_032290933.1|DVIR
OG0004205	LOC120778150|XP_039965807.1|BTRY	LOC6622588|XP_002047973.1|DVIR
OG0004206	LOC120770724|XP_039954241.1|BTRY	LOC6632557|XP_002056540.1|DVIR
OG0004207	LOC120781982|XP_039970088.1|BTRY	LOC6632556|XP_015025812.1|DVIR
OG0004208	LOC120768334|XP_039950920.1|BTRY	LOC6632576|XP_002056741.1|DVIR
OG0004209	LOC120782805|XP_039971218.1|BTRY	LOC6629406|XP_002053063.1|DVIR
OG0004210	LOC120774800|XP_039960530.1|BTRY	LOC6635195|XP_002058470.1|DVIR
OG0004211	LOC120767707|XP_039949837.1|BTRY	LOC6628670|XP_002051844.1|DVIR
OG0004212	LOC120779528|XP_039967807.1|BTRY	LOC6629799|XP_032290634.1|DVIR
OG0004213	LOC120779416|XP_039967550.1|BTRY	LOC6629441|XP_002053158.1|DVIR
OG0004214	LOC120770214|XP_039953417.1|BTRY	LOC6626448|XP_032292926.1|DVIR
OG0004215	LOC120771306|XP_039955175.1|BTRY	LOC6624924|XP_002049349.2|DVIR
OG0004216	LOC120778070|XP_039965695.1|BTRY	LOC6624357|XP_032290851.1|DVIR
OG0004217	LOC120778790|XP_039966723.1|BTRY	LOC6623508|XP_002046948.1|DVIR
OG0004218	LOC120772159|XP_039956530.1|BTRY	LOC6629871|XP_002053380.1|DVIR
OG0004219	LOC120782851|XP_039971317.1|BTRY	LOC6629277|XP_002054685.1|DVIR
OG0004220	LOC120782777|XP_039971182.1|BTRY	LOC6630982|XP_032293793.1|DVIR
OG0004221	LOC120782605|XP_039970902.1|BTRY	LOC6629905|XP_002053403.1|DVIR
OG0004222	LOC120781347|XP_039969488.1|BTRY	LOC6630897|XP_002053126.1|DVIR, LOC116651719|XP_032294577.1|DVIR
OG0004223	LOC120768857|XP_039951549.1|BTRY	LOC6630076|XP_002053086.1|DVIR
OG0004224	LOC120782309|XP_039970463.1|BTRY	LOC6630670|XP_032295218.1|DVIR
OG0004225	LOC120773950|XP_039959109.1|BTRY	LOC6632028|XP_002055018.1|DVIR
OG0004226	LOC120779071|XP_039967144.1|BTRY	LOC6629851|XP_015027242.2|DVIR
OG0004227	LOC120778848|XP_039966813.1|BTRY	LOC6630332|XP_032290369.1|DVIR
OG0004228	LOC120775392|XP_039961490.1|BTRY	LOC6630331|XP_002053352.2|DVIR
OG0004229	LOC120771033|XP_039954755.1|BTRY	LOC6627153|XP_032293028.1|DVIR
OG0004230	LOC120775159|XP_039961131.1|BTRY	LOC6633883|XP_032296051.1|DVIR
OG0004231	LOC120778069|XP_039965693.1|BTRY	LOC6623588|XP_002046314.1|DVIR
OG0004232	LOC120777349|XP_039964534.1|BTRY	LOC6624234|XP_015030975.1|DVIR
OG0004233	LOC120777348|XP_039964532.1|BTRY	LOC6623562|XP_032291178.1|DVIR
OG0004234	LOC120777650|XP_039965036.1|BTRY	LOC6624112|XP_015030972.1|DVIR
OG0004235	LOC120766999|XP_039948743.1|BTRY	LOC6631495|XP_002055129.1|DVIR
OG0004236	LOC120778123|XP_039965764.1|BTRY	LOC6630366|XP_002054902.3|DVIR
OG0004237	LOC120782810|XP_039971223.1|BTRY	LOC6632672|XP_032289525.1|DVIR
OG0004238	LOC120782468|XP_039970695.1|BTRY	LOC6629657|XP_002053596.1|DVIR
OG0004239	LOC120768635|XP_039951338.1|BTRY	LOC6630126|XP_002053397.1|DVIR
OG0004240	LOC120782626|XP_039970965.1|BTRY	LOC6633098|XP_002056578.1|DVIR
OG0004241	LOC120782358|XP_039970531.1|BTRY	LOC6629353|XP_002053269.1|DVIR
OG0004242	LOC120766400|XP_039947782.1|BTRY	LOC6632458|XP_032289657.1|DVIR
OG0004243	LOC120779142|XP_039967282.1|BTRY	LOC6622251|XP_002046942.1|DVIR
OG0004244	LOC120782236|XP_039970337.1|BTRY	LOC6629652|XP_002053562.1|DVIR
OG0004245	LOC120777029|XP_039964074.1|BTRY	LOC6622739|XP_002047038.1|DVIR
OG0004246	LOC120777581|XP_039964928.1|BTRY	LOC6622848|XP_002048592.1|DVIR
OG0004247	LOC120775526|XP_039961680.1|BTRY	LOC6633427|XP_002057220.1|DVIR
OG0004248	LOC120772695|XP_039957369.1|BTRY	LOC6625571|XP_002049596.1|DVIR
OG0004249	LOC120778844|XP_039966801.1|BTRY	LOC6636832|XP_002060305.1|DVIR
OG0004250	LOC120773534|XP_039958424.1|BTRY	LOC6634327|XP_002057680.2|DVIR
OG0004251	LOC120776091|XP_039962501.1|BTRY	LOC6632183|XP_002055638.3|DVIR
OG0004252	LOC120782270|XP_039970393.1|BTRY	LOC6633093|XP_002056276.1|DVIR
OG0004253	LOC120766653|XP_039948218.1|BTRY	LOC6629602|XP_002054667.1|DVIR
OG0004254	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY	LOC6634543|XP_002058287.1|DVIR
OG0004255	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY	LOC6629002|XP_002052105.2|DVIR
OG0004256	LOC120770175|XP_039953324.1|BTRY	LOC6625725|XP_032293111.1|DVIR
OG0004257	LOC120772200|XP_039956600.1|BTRY	LOC6635210|XP_002058398.1|DVIR
OG0004258	LOC120782823|XP_039971271.1|BTRY	LOC6629675|XP_032290814.1|DVIR
OG0004259	LOC120770860|XP_039954409.1|BTRY	LOC6626084|XP_002049022.1|DVIR
OG0004260	LOC120773051|XP_039957920.1|BTRY	LOC6629382|XP_032293000.1|DVIR
OG0004261	LOC120782372|XP_039970543.1|BTRY	LOC6630672|XP_002054630.1|DVIR
OG0004262	LOC120782714|XP_039971069.1|BTRY	LOC6629526|XP_002053328.1|DVIR
OG0004263	LOC120766462|XP_039947925.1|BTRY	LOC6630536|XP_032294916.1|DVIR
OG0004264	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY	LOC6630278|XP_002054889.2|DVIR
OG0004265	LOC120782190|XP_039970267.1|BTRY	LOC6632337|XP_002056405.1|DVIR
OG0004266	LOC120778114|XP_039965755.1|BTRY	LOC6630815|XP_002053360.1|DVIR
OG0004267	LOC120782871|XP_039971348.1|BTRY	LOC6630120|XP_002053391.1|DVIR
OG0004268	LOC120771841|XP_039956018.1|BTRY	LOC6624859|XP_032293108.1|DVIR
OG0004269	LOC120770185|XP_039953344.1|BTRY	LOC6625960|XP_015029423.1|DVIR
OG0004270	LOC120781289|XP_039969419.1|BTRY	LOC26530602|XP_015030226.1|DVIR
OG0004271	LOC120769976|XP_039952985.1|BTRY	LOC6626223|XP_002049799.1|DVIR
OG0004272	LOC120782811|XP_039971224.1|BTRY	LOC6630591|XP_002053282.1|DVIR
OG0004273	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY	LOC6629846|XP_002054467.2|DVIR
OG0004274	LOC120773420|XP_039958229.1|BTRY	LOC6636002|XP_002059502.2|DVIR
OG0004275	LOC120773397|XP_039958180.1|BTRY	LOC6632098|XP_002055513.2|DVIR
OG0004276	LOC120777309|XP_039964482.1|BTRY	LOC6623810|XP_002048310.1|DVIR
OG0004277	LOC120777804|XP_039965271.1|BTRY	LOC6623706|XP_002048615.1|DVIR
OG0004278	LOC120774372|XP_039959901.1|BTRY	LOC6633645|XP_002056839.1|DVIR
OG0004279	LOC120768932|XP_039951648.1|BTRY	LOC6628371|XP_015028550.1|DVIR
OG0004280	LOC120774501|XP_039960114.1|BTRY	LOC6636053|XP_032296062.1|DVIR
OG0004281	LOC120771682|XP_039955745.1|BTRY	LOC6627009|XP_002049619.1|DVIR
OG0004282	LOC120771170|XP_039954991.1|BTRY	LOC6625291|XP_002049776.1|DVIR
OG0004283	LOC120771171|XP_039954992.1|BTRY	LOC6625290|XP_032292907.1|DVIR
OG0004284	LOC120777665|XP_039965055.1|BTRY	LOC26530847|XP_015028866.2|DVIR
OG0004285	LOC120767019|XP_039948785.1|BTRY	LOC6630255|XP_002053769.1|DVIR
OG0004286	LOC120778758|XP_039966669.1|BTRY	LOC6623554|XP_002048609.1|DVIR
OG0004287	LOC120777956|XP_039965506.1|BTRY	LOC6623641|XP_002048610.1|DVIR
OG0004288	LOC120777584|XP_039964933.1|BTRY	LOC6623478|XP_002048603.1|DVIR
OG0004289	LOC120776776|XP_039963685.1|BTRY	LOC6624464|XP_032291165.1|DVIR
OG0004290	LOC120772742|XP_039957436.1|BTRY	LOC6626364|XP_002050693.1|DVIR
OG0004291	LOC120772924|XP_039957758.1|BTRY	LOC6625278|XP_002049863.1|DVIR
OG0004292	LOC120776824|XP_039963778.1|BTRY	LOC26530770|XP_015031649.1|DVIR
OG0004293	LOC120779188|XP_039967384.1|BTRY	LOC6622119|XP_002047687.1|DVIR
OG0004294	LOC120777931|XP_039965447.1|BTRY	LOC6622596|XP_032290705.1|DVIR
OG0004295	LOC120778000|XP_039965593.1|BTRY	LOC6622115|XP_002047988.1|DVIR
OG0004296	LOC120777341|XP_039964527.1|BTRY	LOC6622642|XP_002047990.1|DVIR
OG0004297	LOC120772053|XP_039956364.1|BTRY	LOC6624993|XP_002049451.1|DVIR
OG0004298	LOC120772525|XP_039957123.1|BTRY	LOC6625655|XP_002049872.1|DVIR
OG0004299	LOC120772369|XP_039956872.1|BTRY	LOC6624791|XP_032293228.1|DVIR
OG0004300	LOC120771365|XP_039955258.1|BTRY	LOC6625569|XP_002049594.1|DVIR
OG0004301	LOC120776821|XP_039963775.1|BTRY	LOC6624093|XP_002046875.1|DVIR
OG0004302	LOC120770944|XP_039954589.1|BTRY	LOC6626878|XP_002049154.1|DVIR
OG0004303	LOC120770381|XP_039953735.1|BTRY	LOC6625416|XP_002049292.1|DVIR
OG0004304	LOC120770839|XP_039954367.1|BTRY	LOC6627242|XP_032293168.1|DVIR
OG0004305	LOC120771821|XP_039955974.1|BTRY	LOC6625169|XP_032293369.1|DVIR
OG0004306	LOC120770581|XP_039954095.1|BTRY	LOC6625146|XP_002049555.1|DVIR
OG0004307	LOC120771086|XP_039954845.1|BTRY	LOC6625885|XP_002049335.1|DVIR
OG0004308	LOC120770899|XP_039954501.1|BTRY	LOC6625437|XP_002049973.1|DVIR
OG0004309	LOC120776841|XP_039963801.1|BTRY	LOC6623657|XP_002046797.1|DVIR
OG0004310	LOC120770827|XP_039954346.1|BTRY	LOC6626438|XP_032293043.1|DVIR
OG0004311	LOC120777897|XP_039965402.1|BTRY	LOC6624613|XP_002048064.1|DVIR
OG0004312	LOC120771089|XP_039954849.1|BTRY	LOC6624774|XP_002049435.1|DVIR
OG0004313	LOC120770426|XP_039953810.1|BTRY	LOC6625245|XP_002049198.2|DVIR
OG0004314	LOC120770018|XP_039953048.1|BTRY	LOC6625625|XP_032293344.1|DVIR
OG0004315	LOC120772081|XP_039956412.1|BTRY	LOC6625918|XP_002049457.3|DVIR
OG0004316	LOC120770946|XP_039954593.1|BTRY	LOC6627189|XP_002049931.1|DVIR
OG0004317	LOC120772564|XP_039957185.1|BTRY	LOC6627008|XP_002049618.1|DVIR
OG0004318	LOC120770216|XP_039953425.1|BTRY	LOC6624783|XP_015029765.1|DVIR
OG0004319	LOC120771768|XP_039955888.1|BTRY	LOC6625550|XP_002049000.1|DVIR
OG0004320	LOC120770554|XP_039954061.1|BTRY	LOC6635209|XP_002058397.1|DVIR
OG0004321	LOC120768911|XP_039951612.1|BTRY	LOC6634150|XP_002057627.1|DVIR
OG0004322	LOC120766483|XP_039947960.1|BTRY	LOC6632849|XP_032289634.1|DVIR
OG0004323	LOC120774028|XP_039959258.1|BTRY	LOC6622894|XP_002046492.2|DVIR
OG0004324	LOC120769562|XP_039952550.1|BTRY	LOC6627468|XP_002052899.1|DVIR
OG0004325	LOC120772609|XP_039957258.1|BTRY	LOC6626694|XP_002049419.1|DVIR
OG0004326	LOC120772728|XP_039957423.1|BTRY	LOC6626695|XP_015029460.1|DVIR
OG0004327	LOC120774885|XP_039960675.1|BTRY	LOC6634831|XP_032296345.1|DVIR, LOC6634793|XP_002058129.1|DVIR
OG0004328	LOC120774981|XP_039960818.1|BTRY	LOC6626078|XP_002050794.1|DVIR
OG0004329	LOC120771130|XP_039954920.1|BTRY	LOC6626405|XP_002050013.1|DVIR
OG0004330	LOC120772468|XP_039957040.1|BTRY	LOC6627225|XP_002049854.1|DVIR
OG0004331	LOC120770072|XP_039953135.1|BTRY	LOC6626115|XP_002049922.1|DVIR
OG0004332	LOC120768961|XP_039951688.1|BTRY	LOC6629093|XP_002052440.2|DVIR
OG0004333	LOC120767900|XP_039950179.1|BTRY	LOC6629158|XP_002052361.1|DVIR
OG0004334	LOC120769141|XP_039951947.1|BTRY	LOC6628866|XP_002052085.1|DVIR
OG0004335	LOC120771060|XP_039954800.1|BTRY	LOC6625405|XP_002049840.1|DVIR
OG0004336	LOC120772604|XP_039957252.1|BTRY	LOC6626775|XP_002049839.2|DVIR
OG0004337	LOC120767441|XP_039949438.1|BTRY	LOC6627671|XP_002051947.3|DVIR
OG0004338	LOC120772097|XP_039956437.1|BTRY	LOC6623182|XP_002047263.1|DVIR
OG0004339	LOC120770524|XP_039954001.1|BTRY	LOC6625898|XP_002049710.2|DVIR
OG0004340	LOC120770523|XP_039953999.1|BTRY	LOC6624749|XP_002049709.1|DVIR
OG0004341	LOC120770019|XP_039953051.1|BTRY	LOC6625371|XP_002049067.2|DVIR
OG0004342	LOC120771802|XP_039955938.1|BTRY	LOC6627114|XP_032293165.1|DVIR
OG0004343	LOC120770895|XP_039954495.1|BTRY	LOC6625249|XP_002048972.2|DVIR
OG0004344	LOC120771908|XP_039956125.1|BTRY	LOC6625256|XP_002048976.1|DVIR
OG0004345	LOC120772179|XP_039956561.1|BTRY	LOC6629193|XP_002051595.1|DVIR
OG0004346	LOC120771602|XP_039955616.1|BTRY	LOC6624998|XP_032292965.1|DVIR
OG0004347	LOC120771408|XP_039955316.1|BTRY	LOC6624995|XP_002049453.1|DVIR
OG0004348	LOC120772844|XP_039957593.1|BTRY	LOC6625544|XP_002049979.2|DVIR
OG0004349	LOC120771131|XP_039954921.1|BTRY	LOC6625306|XP_032292586.1|DVIR
OG0004350	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY	LOC6625699|XP_002049785.1|DVIR
OG0004351	LOC120770338|XP_039953667.1|BTRY	LOC6624789|XP_002049340.1|DVIR
OG0004352	LOC120768792|XP_039951485.1|BTRY	LOC26530421|XP_015024969.1|DVIR, LOC116651910|XP_032295257.1|DVIR
OG0004353	LOC120782450|XP_039970672.1|BTRY	LOC6633179|XP_002055967.1|DVIR
OG0004354	LOC120769903|XP_039952970.1|BTRY	LOC6633085|XP_002055963.2|DVIR
OG0004355	LOC120768803|XP_039951492.1|BTRY	LOC6630002|XP_002054715.1|DVIR
OG0004356	LOC120770322|XP_039953639.1|BTRY	LOC6626931|XP_002049238.1|DVIR
OG0004357	LOC120772646|XP_039957306.1|BTRY	LOC6625702|XP_002049788.1|DVIR
OG0004358	LOC120772407|XP_039956937.1|BTRY	LOC6624830|XP_002049569.1|DVIR
