Orthogroup	BTRY.longest_only	DSER.longest_only
OG0006038	LOC120782429|XP_039970645.1|BTRY	LOC110186506|XP_020811365.1|DSER
OG0006039	LOC120771660|XP_039955709.1|BTRY	LOC110189332|XP_020815034.1|DSER
OG0006040	LOC120771485|XP_039955457.1|BTRY	LOC110189788|XP_020815680.1|DSER
OG0006041	LOC120775538|XP_039961694.1|BTRY	LOC110181702|XP_020805205.1|DSER
OG0006042	LOC120772708|XP_039957387.1|BTRY	LOC110178408|XP_020801209.1|DSER
OG0006043	LOC120778047|XP_039965656.1|BTRY	LOC110178905|XP_020801841.1|DSER
OG0006044	LOC120782467|XP_039970694.1|BTRY	LOC110179483|XP_020802715.1|DSER
OG0006045	LOC120772836|XP_039957579.1|BTRY	LOC110189510|XP_020815277.1|DSER
OG0006046	LOC120770391|XP_039953755.1|BTRY	LOC110176079|XP_020797982.1|DSER
OG0006047	LOC120777340|XP_039964524.1|BTRY	LOC110190282|XP_020816317.1|DSER
OG0006048	LOC120776743|XP_039963614.1|BTRY	LOC110181235|XP_020804597.1|DSER
OG0006049	LOC120766858|XP_039948520.1|BTRY	LOC110180644|XP_020803997.1|DSER
OG0006050	LOC120768038|XP_039950475.1|BTRY	LOC110188087|XP_020813303.1|DSER
OG0006051	LOC120766630|XP_039948180.1|BTRY	LOC110180460|XP_020803795.1|DSER
OG0006052	LOC120770935|XP_039954573.1|BTRY	LOC110180244|XP_020803560.1|DSER
OG0006053	LOC120775178|XP_039961166.1|BTRY	LOC110185275|XP_020809681.1|DSER
OG0006054	LOC120779507|XP_039967747.1|BTRY	LOC110185416|XP_020809888.1|DSER
OG0006055	LOC120775162|XP_039961144.1|BTRY	LOC110191294|XP_020817763.1|DSER
OG0006056	LOC120772585|XP_039957226.1|BTRY	LOC110178296|XP_020801043.1|DSER
OG0006057	LOC120777753|XP_039965184.1|BTRY	LOC110188892|XP_020814470.1|DSER
OG0006058	LOC120766318|XP_039947674.1|BTRY	LOC110186368|XP_020811177.1|DSER
OG0006059	LOC120778982|XP_039967008.1|BTRY	LOC110177466|XP_020799862.1|DSER
OG0006060	LOC120778983|XP_039967013.1|BTRY	LOC110177467|XP_020799864.1|DSER
OG0006061	LOC120770891|XP_039954486.1|BTRY	LOC110182576|XP_020806284.1|DSER
OG0006062	LOC120782683|XP_039971008.1|BTRY	LOC110189959|XP_020815909.1|DSER
OG0006063	LOC120769319|XP_039952203.1|BTRY	LOC110183212|XP_020807084.1|DSER
OG0006064	LOC120773060|XP_039957927.1|BTRY	LOC110184112|XP_020808164.1|DSER
OG0006065	LOC120776958|XP_039963982.1|BTRY	LOC110188842|XP_020814403.1|DSER
OG0006066	LOC120773005|XP_039957857.1|BTRY	LOC110189303|XP_020814994.1|DSER
OG0006067	LOC120770889|XP_039954468.1|BTRY	LOC110189240|XP_020814883.1|DSER
OG0006068	LOC120776106|XP_039962529.1|BTRY	LOC110184419|XP_020808613.1|DSER
OG0006069	LOC120777418|XP_039964651.1|BTRY	LOC110178877|XP_020801809.1|DSER
OG0006070	LOC120778781|XP_039966699.1|BTRY	LOC110190117|XP_020816090.1|DSER
OG0006071	LOC120776023|XP_039962440.1|BTRY, LOC120766354|XP_039947718.1|BTRY	LOC110177304|XP_020799628.1|DSER
OG0006072	LOC120776959|XP_039963983.1|BTRY	LOC110188811|XP_020814348.1|DSER
OG0006073	LOC120777722|XP_039965146.1|BTRY	LOC110178637|XP_020801485.1|DSER
OG0006074	LOC120774704|XP_039960367.1|BTRY	LOC110187141|XP_020812214.1|DSER
OG0006075	LOC120774552|XP_039960217.1|BTRY	LOC110184534|XP_020808770.1|DSER, LOC110184581|XP_020808825.1|DSER
OG0006076	LOC120772343|XP_039956840.1|BTRY	LOC110178482|XP_020801283.1|DSER
OG0006077	LOC120777957|XP_039965507.1|BTRY	LOC110189882|XP_020815785.1|DSER
OG0006078	LOC120777961|XP_039965512.1|BTRY	LOC110189945|XP_020815891.1|DSER
OG0006079	LOC120776919|XP_039963924.1|BTRY	LOC110176716|XP_020798816.1|DSER
OG0006080	LOC120778178|XP_039965848.1|BTRY	LOC110176711|XP_020798810.1|DSER
OG0006081	LOC120772183|XP_039956564.1|BTRY	LOC110176506|XP_020798543.1|DSER
OG0006082	LOC120771354|XP_039955242.1|BTRY	LOC110191862|XP_020818504.1|DSER
OG0006083	LOC120776796|XP_039963716.1|BTRY	LOC110185218|XP_020809606.1|DSER
OG0006084	LOC120777272|XP_039964409.1|BTRY	LOC110179978|XP_020803222.1|DSER
OG0006085	LOC120782515|XP_039970757.1|BTRY	LOC110190218|XP_020816234.1|DSER
OG0006086	LOC120778618|XP_039966432.1|BTRY	LOC110190001|XP_020815960.1|DSER
OG0006087	LOC120780132|XP_039968346.1|BTRY	LOC110179028|XP_020802042.1|DSER
OG0006088	LOC120777613|XP_039964996.1|BTRY	LOC110178926|XP_020801873.1|DSER
OG0006089	LOC120775253|XP_039961268.1|BTRY	LOC110180455|XP_020803789.1|DSER
OG0006090	LOC120777318|XP_039964489.1|BTRY	LOC110188219|XP_020813519.1|DSER, LOC110191350|XP_020817857.1|DSER
OG0006091	LOC120778519|XP_039966287.1|BTRY	LOC110190578|XP_020816825.1|DSER
OG0006092	LOC120775448|XP_039961567.1|BTRY	LOC110181516|XP_020804948.1|DSER
OG0006093	LOC120772746|XP_039957441.1|BTRY	LOC110189448|XP_020815180.1|DSER
OG0006094	LOC120767793|XP_039949991.1|BTRY	LOC110179010|XP_020802009.1|DSER
OG0006095	LOC120772154|XP_039956523.1|BTRY	LOC110189001|XP_020814612.1|DSER
OG0006096	LOC120768759|XP_039951464.1|BTRY	LOC110178044|XP_020800720.1|DSER
OG0006097	LOC120776769|XP_039963665.1|BTRY	LOC110185208|XP_020809592.1|DSER
OG0006098	LOC120767761|XP_039949930.1|BTRY	LOC110187501|XP_020812553.1|DSER
OG0006099	LOC120772479|XP_039957055.1|BTRY	LOC110177711|XP_020800211.1|DSER
OG0006100	LOC120772669|XP_039957338.1|BTRY	LOC110177744|XP_020800266.1|DSER
OG0006101	LOC120776020|XP_039962399.1|BTRY	LOC110183333|XP_020807239.1|DSER
OG0006102	LOC120771946|XP_039956188.1|BTRY	LOC110180366|XP_020803695.1|DSER
OG0006103	LOC120776004|XP_039962370.1|BTRY	LOC110181631|XP_020805097.1|DSER
OG0006104	LOC120774013|XP_039959227.1|BTRY	LOC110183532|XP_020807488.1|DSER
OG0006105	LOC120774012|XP_039959226.1|BTRY	LOC110183518|XP_020807464.1|DSER
OG0006106	LOC120777680|XP_039965080.1|BTRY	LOC110177518|XP_020799933.1|DSER
OG0006107	LOC120770786|XP_039954299.1|BTRY	LOC110179245|XP_020802362.1|DSER
OG0006108	LOC120773611|XP_039958545.1|BTRY	LOC110178846|XP_020801765.1|DSER
OG0006109	LOC120776747|XP_039963634.1|BTRY	LOC110190415|XP_020816541.1|DSER
OG0006110	LOC120778541|XP_039966323.1|BTRY	LOC110185229|XP_020809622.1|DSER
OG0006111	LOC120773684|XP_039958649.1|BTRY	LOC110179202|XP_020802279.1|DSER
OG0006112	LOC120771364|XP_039955257.1|BTRY	LOC110191635|XP_020818185.1|DSER
OG0006113	LOC120776718|XP_039963550.1|BTRY	LOC110190073|XP_020816037.1|DSER
OG0006114	LOC120776911|XP_039963919.1|BTRY	LOC110186597|XP_020811484.1|DSER
OG0006115	LOC120770775|XP_039954291.1|BTRY	LOC110178243|XP_020800952.1|DSER
OG0006116	LOC120771720|XP_039955807.1|BTRY	LOC110176344|XP_020798332.1|DSER
OG0006117	LOC120770711|XP_039954225.1|BTRY	LOC110176337|XP_020798318.1|DSER
OG0006118	LOC120770916|XP_039954544.1|BTRY	LOC110182581|XP_020806290.1|DSER
OG0006119	LOC120772865|XP_039957628.1|BTRY	LOC110189519|XP_020815304.1|DSER
OG0006120	LOC120773342|XP_039958090.1|BTRY	LOC110189865|XP_020815746.1|DSER
OG0006121	LOC120778113|XP_039965750.1|BTRY	LOC110190104|XP_020816071.1|DSER
OG0006122	LOC120782056|XP_039970142.1|BTRY	LOC110187521|XP_020812576.1|DSER
OG0006123	LOC120770756|XP_039954275.1|BTRY	LOC110178001|XP_020800664.1|DSER
OG0006124	LOC120781693|XP_039969847.1|BTRY	LOC110176448|XP_020798457.1|DSER
OG0006125	LOC120776811|XP_039963744.1|BTRY	LOC110177482|XP_020799888.1|DSER
OG0006126	LOC120779034|XP_039967089.1|BTRY	LOC110190543|XP_020816749.1|DSER
OG0006127	LOC120777412|XP_039964646.1|BTRY	LOC110176165|XP_020798061.1|DSER
OG0006128	LOC120779045|XP_039967116.1|BTRY	LOC110176208|XP_020798130.1|DSER
OG0006129	LOC120777205|XP_039964315.1|BTRY	LOC110176155|XP_020798051.1|DSER
OG0006130	LOC120777373|XP_039964594.1|BTRY	LOC110176192|XP_020798101.1|DSER
OG0006131	LOC120777963|XP_039965516.1|BTRY	LOC110176259|XP_020798230.1|DSER
OG0006132	LOC120779042|XP_039967102.1|BTRY	LOC110176262|XP_020798234.1|DSER
OG0006133	LOC120777374|XP_039964596.1|BTRY	LOC110176193|XP_020798103.1|DSER
OG0006134	LOC120779169|XP_039967332.1|BTRY	LOC110176289|XP_020798268.1|DSER
OG0006135	LOC120779168|XP_039967329.1|BTRY	LOC110176136|XP_020798031.1|DSER
OG0006136	LOC120778852|XP_039966814.1|BTRY	LOC110177483|XP_020799891.1|DSER
OG0006137	LOC120778624|XP_039966442.1|BTRY	LOC110176251|XP_020798214.1|DSER
OG0006138	LOC120772895|XP_039957704.1|BTRY	LOC110178459|XP_020801259.1|DSER
OG0006139	LOC120770553|XP_039954058.1|BTRY	LOC110178238|XP_020800948.1|DSER
OG0006140	LOC120771535|XP_039955525.1|BTRY	LOC110175989|XP_020797846.1|DSER
OG0006141	LOC120771038|XP_039954768.1|BTRY	LOC110186841|XP_020812069.1|DSER
OG0006142	LOC120777176|XP_039964269.1|BTRY	LOC110185286|XP_020809693.1|DSER
OG0006143	LOC120778062|XP_039965677.1|BTRY	LOC110177510|XP_020799923.1|DSER
OG0006144	LOC120776686|XP_039963498.1|BTRY	LOC110190882|XP_020817197.1|DSER
OG0006145	LOC120778990|XP_039967025.1|BTRY	LOC110189950|XP_020815897.1|DSER
OG0006146	LOC120768247|XP_039950772.1|BTRY	LOC110183841|XP_020807851.1|DSER
OG0006147	LOC120782769|XP_039971168.1|BTRY	LOC110191091|XP_020817494.1|DSER
OG0006148	LOC120778730|XP_039966626.1|BTRY	LOC110178545|XP_020801363.1|DSER, LOC110184621|XP_020808874.1|DSER
OG0006149	LOC120777238|XP_039964363.1|BTRY	LOC110177502|XP_020799914.1|DSER
OG0006150	LOC120777237|XP_039964362.1|BTRY	LOC110177500|XP_020799912.1|DSER
OG0006151	LOC120769252|XP_039952088.1|BTRY, LOC120769670|XP_039952723.1|BTRY	LOC110183208|XP_020807080.1|DSER
OG0006152	LOC120780580|XP_039968775.1|BTRY, LOC120768032|XP_039950457.1|BTRY	LOC110190526|XP_020816731.1|DSER
OG0006153	LOC120771087|XP_039954846.1|BTRY	LOC110176539|XP_020798591.1|DSER
OG0006154	LOC120766596|XP_039948134.1|BTRY	LOC110186782|XP_020811714.1|DSER
OG0006155	LOC120782239|XP_039970340.1|BTRY	LOC110191051|XP_020817436.1|DSER
OG0006156	LOC120766690|XP_039948270.1|BTRY	LOC110188225|XP_020813531.1|DSER
OG0006157	LOC120772586|XP_039957227.1|BTRY	LOC110191513|XP_020818039.1|DSER
OG0006158	LOC120777915|XP_039965433.1|BTRY	LOC110181257|XP_020804621.1|DSER
OG0006159	LOC120771607|XP_039955622.1|BTRY	LOC110189199|XP_020814829.1|DSER
OG0006160	LOC120771835|XP_039956010.1|BTRY	LOC110191494|XP_020818017.1|DSER
OG0006161	LOC120772772|XP_039957479.1|BTRY	LOC110177087|XP_020799273.1|DSER
OG0006162	LOC120779775|XP_039968087.1|BTRY	LOC110185481|XP_020810014.1|DSER, LOC110185442|XP_020809925.1|DSER
OG0006163	LOC120773017|XP_039957879.1|BTRY, LOC120771951|XP_039956195.1|BTRY	LOC110189206|XP_020814837.1|DSER
OG0006165	LOC120779023|XP_039967079.1|BTRY	LOC110177514|XP_020799929.1|DSER
OG0006166	LOC120768897|XP_039951585.1|BTRY	LOC110176943|XP_020799103.1|DSER
OG0006167	LOC120771961|XP_039956210.1|BTRY	LOC110176790|XP_020798886.1|DSER, LOC110176791|XP_020798887.1|DSER, LOC110189455|XP_020815188.1|DSER
OG0006168	LOC120775160|XP_039961141.1|BTRY, LOC120776039|XP_039962418.1|BTRY	LOC110181560|XP_020805005.1|DSER
OG0006169	LOC120773955|XP_039959117.1|BTRY	LOC110180456|XP_020803791.1|DSER
OG0006170	LOC120774946|XP_039960760.1|BTRY	LOC110179337|XP_020802500.1|DSER
OG0006171	LOC120776750|XP_039963641.1|BTRY	LOC110190258|XP_020816280.1|DSER
OG0006181	LOC120778482|XP_039966237.1|BTRY	LOC110188701|XP_020814166.1|DSER
OG0006182	LOC120782861|XP_039971333.1|BTRY	LOC110188605|XP_020814027.1|DSER
OG0006183	LOC120766507|XP_039948002.1|BTRY	LOC110186462|XP_020811309.1|DSER
OG0006184	LOC120767913|XP_039950209.1|BTRY	LOC110191206|XP_020817633.1|DSER
OG0006185	LOC120780793|XP_039968977.1|BTRY	LOC110191818|XP_020818442.1|DSER
OG0006186	LOC120774196|XP_039959571.1|BTRY	LOC110191115|XP_020817519.1|DSER
OG0006187	LOC120779789|XP_039968100.1|BTRY	LOC110186684|XP_020811611.1|DSER
OG0006188	LOC120773344|XP_039958093.1|BTRY	LOC110179524|XP_020802760.1|DSER
OG0006189	LOC120773347|XP_039958101.1|BTRY	LOC110179526|XP_020802764.1|DSER
OG0006190	LOC120775310|XP_039961379.1|BTRY	LOC110187707|XP_020812801.1|DSER
OG0006191	LOC120773590|XP_039958522.1|BTRY	LOC110177374|XP_020799730.1|DSER
OG0006192	LOC120774735|XP_039960422.1|BTRY	LOC110180418|XP_020803742.1|DSER
OG0006193	LOC120775691|XP_039961935.1|BTRY	LOC110180631|XP_020803977.1|DSER
OG0006194	LOC120773938|XP_039959084.1|BTRY, LOC120779884|XP_039968170.1|BTRY	LOC110184254|XP_020808374.1|DSER
OG0006195	LOC120775419|XP_039961535.1|BTRY	LOC110185508|XP_020810062.1|DSER
OG0006196	LOC120779617|XP_039967896.1|BTRY	LOC110188366|XP_020813734.1|DSER
OG0006197	LOC120779527|XP_039967792.1|BTRY	LOC110185439|XP_020809922.1|DSER
OG0006198	LOC120776057|XP_039962451.1|BTRY	LOC110184297|XP_020808444.1|DSER
OG0006199	LOC120767076|XP_039948873.1|BTRY	LOC110189736|XP_020815593.1|DSER
OG0006200	LOC120766781|XP_039948407.1|BTRY	LOC110187990|XP_020813171.1|DSER
OG0006201	LOC120775038|XP_039960941.1|BTRY	LOC110175965|XP_020797816.1|DSER
OG0006202	LOC120776186|XP_039962743.1|BTRY	LOC110176043|XP_020797913.1|DSER
OG0006203	LOC120773973|XP_039959148.1|BTRY	LOC110184274|XP_020808400.1|DSER
OG0006204	LOC120774526|XP_039960169.1|BTRY	LOC110186142|XP_020810851.1|DSER
OG0006205	LOC120774519|XP_039960147.1|BTRY	LOC110180289|XP_020803605.1|DSER
OG0006206	LOC120775329|XP_039961405.1|BTRY	LOC110184385|XP_020808551.1|DSER
OG0006207	LOC120768242|XP_039950765.1|BTRY	LOC110187410|XP_020812457.1|DSER
OG0006208	LOC120778264|XP_039965975.1|BTRY	LOC110178742|XP_020801629.1|DSER
OG0006209	LOC120773920|XP_039959049.1|BTRY	LOC110184446|XP_020808645.1|DSER
OG0006210	LOC120775670|XP_039961873.1|BTRY	LOC110182105|XP_020805749.1|DSER
OG0006211	LOC120774005|XP_039959215.1|BTRY	LOC110184952|XP_020809259.1|DSER
OG0006212	LOC120774003|XP_039959212.1|BTRY	LOC110184951|XP_020809258.1|DSER
OG0006214	LOC120774709|XP_039960380.1|BTRY	LOC110176042|XP_020797912.1|DSER
OG0006215	LOC120774793|XP_039960513.1|BTRY	LOC110184805|XP_020809098.1|DSER
OG0006216	LOC120766845|XP_039948494.1|BTRY	LOC110189493|XP_020815247.1|DSER
OG0006217	LOC120774397|XP_039959949.1|BTRY	LOC110176031|XP_020797902.1|DSER
OG0006218	LOC120768918|XP_039951626.1|BTRY	LOC110185548|XP_020810125.1|DSER
OG0006219	LOC120773440|XP_039958256.1|BTRY	LOC110182206|XP_020805892.1|DSER
OG0006220	LOC120775746|XP_039962006.1|BTRY	LOC110178943|XP_020801901.1|DSER
OG0006221	LOC120778244|XP_039965943.1|BTRY	LOC110191035|XP_020817415.1|DSER
OG0006222	LOC120778263|XP_039965978.1|BTRY	LOC110191060|XP_020817449.1|DSER
OG0006223	LOC120775683|XP_039961916.1|BTRY	LOC110175983|XP_020797841.1|DSER
OG0006224	LOC120776180|XP_039962731.1|BTRY	LOC110180283|XP_020803593.1|DSER
OG0006225	LOC120775407|XP_039961505.1|BTRY, LOC120773640|XP_039958582.1|BTRY	LOC110181599|XP_020805051.1|DSER
OG0006226	LOC120774864|XP_039960627.1|BTRY	LOC110189274|XP_020814952.1|DSER
OG0006227	LOC120774310|XP_039959775.1|BTRY	LOC110179076|XP_020802115.1|DSER
OG0006228	LOC120771020|XP_039954730.1|BTRY	LOC110182347|XP_020806082.1|DSER
OG0006229	LOC120781958|XP_039970052.1|BTRY	LOC110185473|XP_020809989.1|DSER
OG0006230	LOC120773833|XP_039958888.1|BTRY	LOC110181642|XP_020805116.1|DSER
OG0006231	LOC120774445|XP_039960021.1|BTRY	LOC110183239|XP_020807116.1|DSER
OG0006232	LOC120773914|XP_039959042.1|BTRY	LOC110184382|XP_020808546.1|DSER
OG0006233	LOC120774278|XP_039959703.1|BTRY	LOC110181800|XP_020805341.1|DSER
OG0006234	LOC120775560|XP_039961719.1|BTRY	LOC110181645|XP_020805118.1|DSER
OG0006235	LOC120775614|XP_039961793.1|BTRY	LOC110182089|XP_020805730.1|DSER
OG0006236	LOC120774812|XP_039960548.1|BTRY	LOC110185525|XP_020810081.1|DSER
OG0006237	LOC120775940|XP_039962284.1|BTRY	LOC110180294|XP_020803609.1|DSER
OG0006238	LOC120774531|XP_039960177.1|BTRY	LOC110181768|XP_020805300.1|DSER
OG0006239	LOC120775573|XP_039961739.1|BTRY	LOC110180321|XP_020803635.1|DSER
OG0006240	LOC120779605|XP_039967890.1|BTRY	LOC110189020|XP_020814640.1|DSER
OG0006241	LOC120775559|XP_039961717.1|BTRY	LOC110181643|XP_020805117.1|DSER
OG0006242	LOC120774051|XP_039959287.1|BTRY	LOC110179495|XP_020802728.1|DSER
OG0006243	LOC120782363|XP_039970535.1|BTRY	LOC110191756|XP_020818354.1|DSER
OG0006244	LOC120782719|XP_039971075.1|BTRY	LOC110190941|XP_020817273.1|DSER
OG0006245	LOC120768497|XP_039951157.1|BTRY	LOC110188227|XP_020813533.1|DSER
OG0006246	LOC120774550|XP_039960214.1|BTRY	LOC110179753|XP_020803028.1|DSER
OG0006247	LOC120771003|XP_039954696.1|BTRY	LOC110191587|XP_020818131.1|DSER
OG0006248	LOC120776101|XP_039962524.1|BTRY	LOC110177142|XP_020799375.1|DSER
OG0006249	LOC120774334|XP_039959824.1|BTRY	LOC110185662|XP_020810281.1|DSER
OG0006250	LOC120774037|XP_039959271.1|BTRY	LOC110187138|XP_020812211.1|DSER
OG0006251	LOC120766675|XP_039948249.1|BTRY	LOC110186521|XP_020811378.1|DSER
OG0006252	LOC120782755|XP_039971139.1|BTRY	LOC110186520|XP_020811376.1|DSER
OG0006253	LOC120773568|XP_039958472.1|BTRY	LOC110179746|XP_020803020.1|DSER
OG0006254	LOC120775654|XP_039961847.1|BTRY	LOC110186258|XP_020811023.1|DSER
OG0006255	LOC120766866|XP_039948530.1|BTRY	LOC110177325|XP_020799657.1|DSER
OG0006256	LOC120775397|XP_039961491.1|BTRY	LOC110181502|XP_020804931.1|DSER
OG0006257	LOC120775365|XP_039961461.1|BTRY	LOC110182094|XP_020805737.1|DSER
OG0006258	LOC120773919|XP_039959048.1|BTRY	LOC110184445|XP_020808644.1|DSER
OG0006259	LOC120782538|XP_039970802.1|BTRY	LOC110191204|XP_020817629.1|DSER
OG0006260	LOC120774518|XP_039960146.1|BTRY	LOC110181579|XP_020805031.1|DSER, LOC110181581|XP_020805032.1|DSER
OG0006261	LOC120767451|XP_039949451.1|BTRY	LOC110184998|XP_020809311.1|DSER
OG0006262	LOC120773542|XP_039958433.1|BTRY	LOC110182216|XP_020805901.1|DSER
OG0006263	LOC120775151|XP_039961121.1|BTRY	LOC110182575|XP_020806283.1|DSER
OG0006264	LOC120775225|XP_039961226.1|BTRY	LOC110187120|XP_020812189.1|DSER
OG0006265	LOC120772408|XP_039956938.1|BTRY	LOC110178267|XP_020800992.1|DSER
OG0006266	LOC120775115|XP_039961067.1|BTRY	LOC110187114|XP_020812182.1|DSER
OG0006267	LOC120774267|XP_039959676.1|BTRY	LOC110184184|XP_020808254.1|DSER
OG0006268	LOC120774387|XP_039959931.1|BTRY	LOC110178169|XP_020800865.1|DSER
OG0006269	LOC120782624|XP_039970926.1|BTRY	LOC110186610|XP_020811501.1|DSER
OG0006270	LOC120774808|XP_039960539.1|BTRY	LOC110179059|XP_020802078.1|DSER
OG0006271	LOC120777521|XP_039964828.1|BTRY	LOC110189881|XP_020815788.1|DSER
OG0006272	LOC120773469|XP_039958317.1|BTRY	LOC110175952|XP_020797800.1|DSER
OG0006273	LOC120775184|XP_039961173.1|BTRY	LOC110189776|XP_020815659.1|DSER
OG0006274	LOC120775959|XP_039962305.1|BTRY	LOC110184207|XP_020808313.1|DSER
OG0006275	LOC120775351|XP_039961443.1|BTRY	LOC110181820|XP_020805375.1|DSER
OG0006276	LOC120779113|XP_039967230.1|BTRY	LOC110184496|XP_020808709.1|DSER
OG0006277	LOC120772572|XP_039957200.1|BTRY	LOC110188572|XP_020813992.1|DSER
OG0006278	LOC120773995|XP_039959198.1|BTRY	LOC110184405|XP_020808590.1|DSER
OG0006279	LOC120776135|XP_039962603.1|BTRY	LOC110182114|XP_020805780.1|DSER
OG0006280	LOC120781962|XP_039970066.1|BTRY	LOC110180377|XP_020803702.1|DSER
OG0006281	LOC120781961|XP_039970064.1|BTRY	LOC110180376|XP_020803701.1|DSER
OG0006282	LOC120775430|XP_039961548.1|BTRY	LOC110186952|XP_020811947.1|DSER
OG0006283	LOC120782527|XP_039970772.1|BTRY	LOC110184602|XP_020808856.1|DSER
OG0006284	LOC120774765|XP_039960459.1|BTRY	LOC110184436|XP_020808634.1|DSER, LOC110190589|XP_020816841.1|DSER
OG0006285	LOC120775367|XP_039961851.1|BTRY	LOC110189071|XP_020814704.1|DSER
OG0006286	LOC120766394|XP_039947773.1|BTRY	LOC110188636|XP_020814070.1|DSER
OG0006287	LOC120775244|XP_039961258.1|BTRY	LOC110181703|XP_020805206.1|DSER
OG0006288	LOC120766474|XP_039947950.1|BTRY	LOC110186533|XP_020811393.1|DSER
OG0006289	LOC120779539|XP_039967821.1|BTRY	LOC110188080|XP_020813292.1|DSER
OG0006290	LOC120775673|XP_039961897.1|BTRY	LOC110182059|XP_020805674.1|DSER
OG0006291	LOC120769751|XP_039952846.1|BTRY	LOC110182600|XP_020806317.1|DSER
OG0006292	LOC120774514|XP_039960141.1|BTRY	LOC110182467|XP_020806164.1|DSER
OG0006293	LOC120776362|XP_039962871.1|BTRY	LOC110178735|XP_020801619.1|DSER
OG0006294	LOC120775037|XP_039960938.1|BTRY	LOC110180629|XP_020803976.1|DSER
OG0006295	LOC120775321|XP_039961395.1|BTRY	LOC110180405|XP_020803718.1|DSER
OG0006296	LOC120774271|XP_039959687.1|BTRY	LOC110180636|XP_020803988.1|DSER
OG0006297	LOC120773947|XP_039959098.1|BTRY	LOC110181904|XP_020805495.1|DSER
OG0006298	LOC120775545|XP_039961704.1|BTRY	LOC110180623|XP_020803966.1|DSER
OG0006299	LOC120774977|XP_039960807.1|BTRY	LOC110184485|XP_020808695.1|DSER
OG0006300	LOC120773952|XP_039959112.1|BTRY	LOC110179092|XP_020802137.1|DSER
OG0006301	LOC120775781|XP_039962052.1|BTRY	LOC110184160|XP_020808227.1|DSER
OG0006302	LOC120774507|XP_039960123.1|BTRY	LOC110181519|XP_020804951.1|DSER
OG0006303	LOC120770403|XP_039953771.1|BTRY	LOC110177837|XP_020800442.1|DSER
OG0006304	LOC120769553|XP_039952537.1|BTRY	LOC110184188|XP_020808265.1|DSER
OG0006305	LOC120774402|XP_039959959.1|BTRY	LOC110183920|XP_020807943.1|DSER
OG0006306	LOC120780668|XP_039968859.1|BTRY	LOC110190986|XP_020817353.1|DSER
OG0006307	LOC120766212|XP_039947515.1|BTRY	LOC110176538|XP_020798587.1|DSER
OG0006308	LOC120775189|XP_039961177.1|BTRY	LOC110179094|XP_020802139.1|DSER
OG0006309	LOC120773597|XP_039958526.1|BTRY	LOC110181608|XP_020805065.1|DSER
OG0006310	LOC120773114|XP_039958044.1|BTRY	LOC110186491|XP_020811341.1|DSER
OG0006311	LOC120775901|XP_039962226.1|BTRY, LOC120775900|XP_039962225.1|BTRY	LOC110182202|XP_020805882.1|DSER
OG0006312	LOC120775903|XP_039962229.1|BTRY, LOC120775773|XP_039962039.1|BTRY, LOC120775902|XP_039962228.1|BTRY	LOC110182201|XP_020805881.1|DSER
OG0006313	LOC120774937|XP_039960751.1|BTRY	LOC110184310|XP_020808456.1|DSER
OG0006314	LOC120775718|XP_039961964.1|BTRY	LOC110181683|XP_020805183.1|DSER
OG0006315	LOC120781821|XP_039969976.1|BTRY	LOC110186646|XP_020811564.1|DSER
OG0006316	LOC120774393|XP_039959944.1|BTRY	LOC110180354|XP_020803675.1|DSER
OG0006317	LOC120776086|XP_039962496.1|BTRY	LOC110184591|XP_020808841.1|DSER
OG0006318	LOC120773882|XP_039958986.1|BTRY	LOC110181680|XP_020805179.1|DSER
OG0006319	LOC120775930|XP_039962270.1|BTRY	LOC110189276|XP_020814954.1|DSER
OG0006320	LOC120775128|XP_039961086.1|BTRY	LOC110179063|XP_020802084.1|DSER
OG0006322	LOC120766894|XP_039948578.1|BTRY	LOC110176098|XP_020797996.1|DSER
OG0006323	LOC120774995|XP_039960848.1|BTRY	LOC110181900|XP_020805490.1|DSER
OG0006324	LOC120773858|XP_039958942.1|BTRY	LOC110180093|XP_020803374.1|DSER
OG0006325	LOC120777315|XP_039964491.1|BTRY	LOC110177166|XP_020799411.1|DSER
OG0006326	LOC120774470|XP_039960060.1|BTRY	LOC110176146|XP_020798042.1|DSER
OG0006327	LOC120766266|XP_039947588.1|BTRY	LOC110186451|XP_020811295.1|DSER
OG0006328	LOC120766862|XP_039948525.1|BTRY	LOC110177333|XP_020799675.1|DSER
OG0006329	LOC120773844|XP_039958908.1|BTRY	LOC110182525|XP_020806231.1|DSER
OG0006330	LOC120771711|XP_039955797.1|BTRY	LOC110189646|XP_020815451.1|DSER
OG0006331	LOC120773513|XP_039958402.1|BTRY	LOC110179397|XP_020802581.1|DSER
OG0006332	LOC120775514|XP_039961656.1|BTRY	LOC110187112|XP_020812181.1|DSER
OG0006333	LOC120773785|XP_039958808.1|BTRY	LOC110184163|XP_020808231.1|DSER
OG0006334	LOC120776134|XP_039962600.1|BTRY	LOC110180406|XP_020803719.1|DSER
OG0006335	LOC120766187|XP_039947476.1|BTRY	LOC110188828|XP_020814381.1|DSER
OG0006336	LOC120775008|XP_039960875.1|BTRY	LOC110182057|XP_020805672.1|DSER
OG0006337	LOC120774444|XP_039960019.1|BTRY	LOC110176073|XP_020797953.1|DSER
