Orthogroup	BTRY.longest_only	DHYD.longest_only
OG0004189	LOC120782382|XP_039970558.1|BTRY	LOC111603026|XP_023176224.1|DHYD
OG0004190	LOC120779887|XP_039968173.1|BTRY	LOC111603410|XP_023176757.1|DHYD
OG0004191	LOC120776663|XP_039963472.1|BTRY	LOC111603391|XP_023176722.1|DHYD
OG0004192	LOC120781473|XP_039969631.1|BTRY	LOC111597193|XP_023167531.1|DHYD
OG0004193	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY	LOC111602064|XP_023174746.2|DHYD
OG0004194	LOC120775895|XP_039962223.1|BTRY	LOC111601354|XP_023173654.2|DHYD
OG0004195	LOC120775116|XP_039961068.1|BTRY	LOC111596819|XP_023166954.1|DHYD
OG0004196	LOC120766895|XP_039948582.1|BTRY	LOC111596249|XP_023166148.2|DHYD
OG0004197	LOC120775064|XP_039960981.1|BTRY	LOC115482801|XP_030078770.1|DHYD, LOC111604562|XP_023178429.2|DHYD
OG0004198	LOC120766818|XP_039948467.1|BTRY	LOC111600858|XP_023172945.1|DHYD
OG0004199	LOC120766619|XP_039948164.1|BTRY	LOC111598627|XP_023169735.2|DHYD
OG0004200	LOC120770378|XP_039953731.1|BTRY	LOC111601217|XP_023173480.2|DHYD
OG0004201	LOC120782252|XP_039970350.1|BTRY	LOC111598251|XP_023169183.2|DHYD
OG0004202	LOC120767656|XP_039949766.1|BTRY	LOC111595214|XP_023164592.1|DHYD
OG0004203	LOC120779033|XP_039967093.1|BTRY	LOC111604636|XP_023178546.1|DHYD
OG0004204	LOC120776942|XP_039963956.1|BTRY	LOC111605071|XP_023179172.2|DHYD
OG0004205	LOC120778150|XP_039965807.1|BTRY	LOC111604315|XP_023178135.1|DHYD
OG0004206	LOC120770724|XP_039954241.1|BTRY	LOC111602077|XP_023174776.1|DHYD
OG0004207	LOC120781982|XP_039970088.1|BTRY	LOC111602076|XP_023174775.1|DHYD
OG0004208	LOC120768334|XP_039950920.1|BTRY	LOC111596436|XP_023166420.1|DHYD
OG0004209	LOC120782805|XP_039971218.1|BTRY	LOC111601766|XP_023174274.1|DHYD
OG0004210	LOC120774800|XP_039960530.1|BTRY	LOC111602627|XP_023175556.1|DHYD
OG0004211	LOC120767707|XP_039949837.1|BTRY	LOC111599350|XP_023170747.2|DHYD
OG0004212	LOC120779528|XP_039967807.1|BTRY	LOC111593326|XP_030078690.1|DHYD
OG0004213	LOC120779416|XP_039967550.1|BTRY	LOC111598549|XP_023169609.1|DHYD
OG0004214	LOC120770214|XP_039953417.1|BTRY	LOC111597095|XP_023167404.1|DHYD
OG0004215	LOC120771306|XP_039955175.1|BTRY	LOC111594336|XP_023163351.1|DHYD
OG0004216	LOC120778070|XP_039965695.1|BTRY	LOC111599777|XP_023171309.1|DHYD
OG0004217	LOC120778790|XP_039966723.1|BTRY	LOC111601676|XP_023174143.1|DHYD
OG0004218	LOC120772159|XP_039956530.1|BTRY	LOC111593329|XP_023161805.1|DHYD
OG0004219	LOC120782851|XP_039971317.1|BTRY	LOC111595312|XP_023164740.2|DHYD
OG0004220	LOC120782777|XP_039971182.1|BTRY	LOC111603013|XP_023176187.2|DHYD
OG0004221	LOC120782605|XP_039970902.1|BTRY	LOC111600266|XP_023172082.1|DHYD
OG0004222	LOC120781347|XP_039969488.1|BTRY	LOC111592044|XP_023159807.2|DHYD
OG0004223	LOC120768857|XP_039951549.1|BTRY	LOC111592009|XP_023159762.2|DHYD
OG0004224	LOC120782309|XP_039970463.1|BTRY	LOC115482754|XP_030080673.1|DHYD, LOC111603557|XP_023176962.1|DHYD
OG0004225	LOC120773950|XP_039959109.1|BTRY	LOC111605307|XP_023179532.1|DHYD
OG0004226	LOC120779071|XP_039967144.1|BTRY	LOC111604953|XP_023178997.1|DHYD
OG0004227	LOC120778848|XP_039966813.1|BTRY	LOC111604639|XP_023178550.2|DHYD
OG0004228	LOC120775392|XP_039961490.1|BTRY	LOC111604629|XP_023178527.1|DHYD
OG0004229	LOC120771033|XP_039954755.1|BTRY	LOC111599740|XP_023171268.2|DHYD
OG0004230	LOC120775159|XP_039961131.1|BTRY	LOC111604058|XP_030079995.1|DHYD
OG0004231	LOC120778069|XP_039965693.1|BTRY	LOC111596026|XP_023165822.1|DHYD
OG0004232	LOC120777349|XP_039964534.1|BTRY	LOC111596029|XP_023165825.1|DHYD
OG0004233	LOC120777348|XP_039964532.1|BTRY	LOC111596028|XP_023165824.1|DHYD
OG0004234	LOC120777650|XP_039965036.1|BTRY	LOC111597415|XP_023167878.2|DHYD
OG0004235	LOC120766999|XP_039948743.1|BTRY	LOC111598422|XP_023169432.2|DHYD
OG0004236	LOC120778123|XP_039965764.1|BTRY	LOC111596387|XP_030078727.1|DHYD
OG0004237	LOC120782810|XP_039971223.1|BTRY	LOC111602760|XP_030081739.1|DHYD
OG0004238	LOC120782468|XP_039970695.1|BTRY	LOC111601361|XP_023173664.1|DHYD
OG0004239	LOC120768635|XP_039951338.1|BTRY	LOC111593333|XP_023161812.2|DHYD
OG0004240	LOC120782626|XP_039970965.1|BTRY	LOC111604949|XP_023178988.1|DHYD
OG0004241	LOC120782358|XP_039970531.1|BTRY	LOC111601507|XP_023173869.2|DHYD
OG0004242	LOC120766400|XP_039947782.1|BTRY	LOC111604923|XP_023178939.1|DHYD
OG0004243	LOC120779142|XP_039967282.1|BTRY	LOC111601650|XP_023174100.2|DHYD
OG0004244	LOC120782236|XP_039970337.1|BTRY	LOC111601358|XP_023173657.2|DHYD
OG0004245	LOC120777029|XP_039964074.1|BTRY	LOC111595392|XP_023164862.2|DHYD
OG0004246	LOC120777581|XP_039964928.1|BTRY	LOC115483768|XP_030081870.1|DHYD, LOC111592807|XP_023160986.2|DHYD
OG0004247	LOC120775526|XP_039961680.1|BTRY	LOC111596784|XP_023166905.1|DHYD
OG0004248	LOC120772695|XP_039957369.1|BTRY	LOC111595522|XP_023165070.1|DHYD
OG0004249	LOC120778844|XP_039966801.1|BTRY	LOC111598081|XP_023168895.1|DHYD
OG0004250	LOC120773534|XP_039958424.1|BTRY	LOC111592568|XP_023160634.2|DHYD
OG0004251	LOC120776091|XP_039962501.1|BTRY	LOC111598349|XP_023169323.2|DHYD
OG0004252	LOC120782270|XP_039970393.1|BTRY	LOC111593343|XP_023161823.1|DHYD
OG0004253	LOC120766653|XP_039948218.1|BTRY	LOC111603609|XP_023177041.1|DHYD
OG0004254	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY	LOC111598135|XP_023168964.1|DHYD
OG0004255	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY	LOC111596091|XP_023165920.2|DHYD
OG0004256	LOC120770175|XP_039953324.1|BTRY	LOC111592648|XP_023160766.1|DHYD
OG0004257	LOC120772200|XP_039956600.1|BTRY	LOC111598235|XP_023169166.2|DHYD
OG0004258	LOC120782823|XP_039971271.1|BTRY	LOC111598623|XP_030081624.1|DHYD
OG0004259	LOC120770860|XP_039954409.1|BTRY	LOC111594621|XP_023163783.2|DHYD
OG0004260	LOC120773051|XP_039957920.1|BTRY	LOC111600856|XP_023172937.2|DHYD
OG0004261	LOC120782372|XP_039970543.1|BTRY	LOC111603663|XP_023177115.1|DHYD
OG0004262	LOC120782714|XP_039971069.1|BTRY	LOC111593351|XP_023161832.2|DHYD
OG0004263	LOC120766462|XP_039947925.1|BTRY	LOC111596203|XP_030080802.1|DHYD
OG0004264	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY	LOC111596266|XP_023166176.2|DHYD
OG0004265	LOC120782190|XP_039970267.1|BTRY	LOC111603387|XP_023176718.2|DHYD
OG0004266	LOC120778114|XP_039965755.1|BTRY	LOC111604647|XP_023178571.2|DHYD
OG0004267	LOC120782871|XP_039971348.1|BTRY	LOC111593316|XP_023161787.1|DHYD
OG0004268	LOC120771841|XP_039956018.1|BTRY	LOC111592235|XP_030082038.1|DHYD
OG0004269	LOC120770185|XP_039953344.1|BTRY	LOC111595583|XP_023165157.2|DHYD
OG0004270	LOC120781289|XP_039969419.1|BTRY	LOC111604177|XP_023177890.1|DHYD
OG0004271	LOC120769976|XP_039952985.1|BTRY	LOC111597058|XP_023167352.1|DHYD
OG0004272	LOC120782811|XP_039971224.1|BTRY	LOC111593593|XP_023162217.1|DHYD
OG0004273	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY	LOC111601544|XP_023173947.1|DHYD
OG0004274	LOC120773420|XP_039958229.1|BTRY	LOC111602067|XP_023174753.1|DHYD
OG0004275	LOC120773397|XP_039958180.1|BTRY	LOC111594250|XP_023163231.1|DHYD
OG0004276	LOC120777309|XP_039964482.1|BTRY	LOC111603038|XP_023176236.1|DHYD
OG0004277	LOC120777804|XP_039965271.1|BTRY	LOC111592799|XP_023160974.2|DHYD
OG0004278	LOC120774372|XP_039959901.1|BTRY	LOC115482981|XP_030079454.1|DHYD, LOC111596477|XP_023166501.2|DHYD
OG0004279	LOC120768932|XP_039951648.1|BTRY	LOC111599056|XP_023170345.1|DHYD
OG0004280	LOC120774501|XP_039960114.1|BTRY	LOC111593503|XP_023162042.1|DHYD
OG0004281	LOC120771682|XP_039955745.1|BTRY	LOC111595590|XP_023165168.2|DHYD
OG0004282	LOC120771170|XP_039954991.1|BTRY	LOC111601245|XP_023173512.1|DHYD
OG0004283	LOC120771171|XP_039954992.1|BTRY	LOC111601246|XP_023173513.1|DHYD
OG0004284	LOC120777665|XP_039965055.1|BTRY	LOC111599197|XP_023170556.2|DHYD
OG0004285	LOC120767019|XP_039948785.1|BTRY	LOC111598270|XP_023169215.1|DHYD
OG0004286	LOC120778758|XP_039966669.1|BTRY	LOC111592806|XP_023160983.1|DHYD
OG0004287	LOC120777956|XP_039965506.1|BTRY	LOC111592804|XP_023160980.2|DHYD
OG0004288	LOC120777584|XP_039964933.1|BTRY	LOC111592771|XP_023160940.2|DHYD
OG0004289	LOC120776776|XP_039963685.1|BTRY	LOC111596649|XP_023166715.2|DHYD
OG0004290	LOC120772742|XP_039957436.1|BTRY	LOC111595627|XP_023165205.1|DHYD
OG0004291	LOC120772924|XP_039957758.1|BTRY	LOC111597119|XP_023167447.1|DHYD
OG0004292	LOC120776824|XP_039963778.1|BTRY	LOC111601020|XP_023173194.1|DHYD
OG0004293	LOC120779188|XP_039967384.1|BTRY	LOC111595335|XP_023164765.1|DHYD
OG0004294	LOC120777931|XP_039965447.1|BTRY	LOC111604299|XP_023178097.2|DHYD
OG0004295	LOC120778000|XP_039965593.1|BTRY	LOC111604304|XP_023178103.2|DHYD
OG0004296	LOC120777341|XP_039964527.1|BTRY	LOC111604309|XP_023178114.2|DHYD
OG0004297	LOC120772053|XP_039956364.1|BTRY	LOC111599702|XP_023171199.2|DHYD
OG0004298	LOC120772525|XP_039957123.1|BTRY	LOC111597108|XP_023167419.2|DHYD
OG0004299	LOC120772369|XP_039956872.1|BTRY	LOC111592244|XP_030078511.1|DHYD
OG0004300	LOC120771365|XP_039955258.1|BTRY	LOC111595523|XP_023165071.1|DHYD
OG0004301	LOC120776821|XP_039963775.1|BTRY	LOC111601017|XP_023173189.2|DHYD
OG0004302	LOC120770944|XP_039954589.1|BTRY	LOC111597969|XP_023168710.1|DHYD
OG0004303	LOC120770381|XP_039953735.1|BTRY	LOC111592162|XP_023159982.1|DHYD
OG0004304	LOC120770839|XP_039954367.1|BTRY	LOC111604350|XP_023178183.2|DHYD
OG0004305	LOC120771821|XP_039955974.1|BTRY	LOC111598025|XP_023168805.2|DHYD
OG0004306	LOC120770581|XP_039954095.1|BTRY	LOC111595573|XP_023165138.2|DHYD
OG0004307	LOC120771086|XP_039954845.1|BTRY	LOC111592105|XP_023159902.1|DHYD
OG0004308	LOC120770899|XP_039954501.1|BTRY	LOC111600016|XP_023171689.1|DHYD
OG0004309	LOC120776841|XP_039963801.1|BTRY	LOC111592752|XP_023160916.2|DHYD
OG0004310	LOC120770827|XP_039954346.1|BTRY	LOC111597963|XP_023168703.2|DHYD
OG0004311	LOC120777897|XP_039965402.1|BTRY	LOC111600951|XP_023173095.1|DHYD
OG0004312	LOC120771089|XP_039954849.1|BTRY	LOC111599684|XP_023171157.1|DHYD
OG0004313	LOC120770426|XP_039953810.1|BTRY	LOC111604361|XP_030078557.1|DHYD
OG0004314	LOC120770018|XP_039953048.1|BTRY	LOC111593455|XP_023161985.1|DHYD
OG0004315	LOC120772081|XP_039956412.1|BTRY	LOC111599735|XP_023171260.2|DHYD
OG0004316	LOC120770946|XP_039954593.1|BTRY	LOC111599989|XP_023171652.2|DHYD
OG0004317	LOC120772564|XP_039957185.1|BTRY	LOC111595591|XP_023165169.2|DHYD
OG0004318	LOC120770216|XP_039953425.1|BTRY	LOC111599741|XP_023171270.2|DHYD
OG0004319	LOC120771768|XP_039955888.1|BTRY	LOC111593482|XP_023162015.1|DHYD
OG0004320	LOC120770554|XP_039954061.1|BTRY	LOC111598232|XP_023169162.2|DHYD
OG0004321	LOC120768911|XP_039951612.1|BTRY	LOC111600313|XP_023172139.2|DHYD
OG0004322	LOC120766483|XP_039947960.1|BTRY	LOC111592929|XP_023161155.2|DHYD
OG0004323	LOC120774028|XP_039959258.1|BTRY	LOC111592447|XP_023160398.1|DHYD
OG0004324	LOC120769562|XP_039952550.1|BTRY	LOC111599210|XP_023170575.2|DHYD
OG0004325	LOC120772609|XP_039957258.1|BTRY	LOC111599725|XP_023171237.1|DHYD
OG0004326	LOC120772728|XP_039957423.1|BTRY	LOC111599686|XP_023171159.1|DHYD
OG0004327	LOC120774885|XP_039960675.1|BTRY	LOC111604917|XP_023178936.1|DHYD
OG0004328	LOC120774981|XP_039960818.1|BTRY	LOC111603832|XP_023177364.1|DHYD
OG0004329	LOC120771130|XP_039954920.1|BTRY	LOC111600098|XP_023171826.2|DHYD
OG0004330	LOC120772468|XP_039957040.1|BTRY	LOC111597037|XP_023167318.1|DHYD
OG0004331	LOC120770072|XP_039953135.1|BTRY	LOC111600025|XP_023171706.1|DHYD
OG0004332	LOC120768961|XP_039951688.1|BTRY	LOC111603598|XP_023177029.1|DHYD
OG0004333	LOC120767900|XP_039950179.1|BTRY	LOC111601177|XP_023173424.2|DHYD
OG0004334	LOC120769141|XP_039951947.1|BTRY	LOC111596075|XP_023165900.2|DHYD
OG0004335	LOC120771060|XP_039954800.1|BTRY	LOC111597137|XP_023167466.2|DHYD
OG0004336	LOC120772604|XP_039957252.1|BTRY	LOC111597136|XP_023167465.2|DHYD
OG0004337	LOC120767441|XP_039949438.1|BTRY	LOC111601944|XP_023174567.1|DHYD
OG0004338	LOC120772097|XP_039956437.1|BTRY	LOC111603738|XP_023177223.1|DHYD
OG0004339	LOC120770524|XP_039954001.1|BTRY	LOC111601244|XP_023173510.1|DHYD
OG0004340	LOC120770523|XP_039953999.1|BTRY	LOC111601243|XP_023173509.1|DHYD
OG0004341	LOC120770019|XP_039953051.1|BTRY	LOC111593212|XP_023161630.2|DHYD
OG0004342	LOC120771802|XP_039955938.1|BTRY	LOC111593814|XP_030081997.1|DHYD
OG0004343	LOC120770895|XP_039954495.1|BTRY	LOC111593751|XP_023162525.1|DHYD
OG0004344	LOC120771908|XP_039956125.1|BTRY	LOC111592814|XP_023161022.2|DHYD
OG0004345	LOC120772179|XP_039956561.1|BTRY	LOC111603744|XP_023177231.2|DHYD
OG0004346	LOC120771602|XP_039955616.1|BTRY	LOC111599719|XP_023171226.1|DHYD
OG0004347	LOC120771408|XP_039955316.1|BTRY	LOC111599718|XP_023171225.2|DHYD
OG0004348	LOC120772844|XP_039957593.1|BTRY	LOC111600140|XP_023171884.1|DHYD
OG0004349	LOC120771131|XP_039954921.1|BTRY	LOC111600071|XP_023171772.1|DHYD
OG0004350	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY	LOC111597046|XP_023167331.2|DHYD
OG0004351	LOC120770338|XP_039953667.1|BTRY	LOC111592223|XP_023160067.1|DHYD
OG0004352	LOC120768792|XP_039951485.1|BTRY	LOC111602651|XP_023175592.1|DHYD
OG0004353	LOC120782450|XP_039970672.1|BTRY	LOC111594977|XP_030079660.1|DHYD
OG0004354	LOC120769903|XP_039952970.1|BTRY	LOC111594971|XP_023164239.2|DHYD
OG0004355	LOC120768803|XP_039951492.1|BTRY	LOC111599547|XP_023170973.2|DHYD
OG0004356	LOC120770322|XP_039953639.1|BTRY	LOC111592112|XP_023159910.2|DHYD
OG0004357	LOC120772646|XP_039957306.1|BTRY	LOC111597081|XP_023167382.2|DHYD
OG0004358	LOC120772407|XP_039956937.1|BTRY	LOC111595519|XP_023165067.1|DHYD
OG0004359	LOC120773084|XP_039957972.1|BTRY	LOC111597940|XP_023168664.2|DHYD
OG0004360	LOC120776823|XP_039963777.1|BTRY	LOC111592265|XP_023160130.2|DHYD
OG0004361	LOC120782678|XP_039971000.1|BTRY	LOC111601365|XP_023173667.2|DHYD
OG0004362	LOC120778454|XP_039966183.1|BTRY	LOC111598691|XP_023169824.2|DHYD
OG0004363	LOC120775507|XP_039961649.1|BTRY	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD
OG0004364	LOC120770304|XP_039953605.1|BTRY	LOC111592132|XP_023159936.1|DHYD
OG0004365	LOC120770931|XP_039954570.1|BTRY	LOC111597069|XP_030082036.1|DHYD
OG0004366	LOC120768933|XP_039951649.1|BTRY	LOC111599058|XP_023170347.1|DHYD
OG0004367	LOC120776670|XP_039963478.1|BTRY	LOC111591861|XP_023159510.2|DHYD
OG0004368	LOC120778704|XP_039966598.1|BTRY	LOC111592865|XP_023161078.1|DHYD
OG0004369	LOC120772428|XP_039956974.1|BTRY	LOC111594166|XP_030082051.1|DHYD
OG0004370	LOC120771186|XP_039955011.1|BTRY	LOC111601258|XP_023173531.2|DHYD
OG0004371	LOC120770493|XP_039953947.1|BTRY	LOC111602824|XP_023175903.2|DHYD
OG0004372	LOC120771080|XP_039954835.1|BTRY	LOC111599688|XP_023171161.2|DHYD
OG0004373	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY	LOC111604368|XP_023178207.2|DHYD
OG0004374	LOC120770728|XP_039954242.1|BTRY	LOC111600561|XP_023172480.2|DHYD
OG0004375	LOC120778942|XP_039966935.1|BTRY	LOC111592820|XP_023161012.2|DHYD
OG0004376	LOC120777940|XP_039965475.1|BTRY	LOC111600958|XP_023173105.1|DHYD
OG0004377	LOC120778475|XP_039966225.1|BTRY	LOC111598732|XP_023169892.2|DHYD
OG0004378	LOC120770968|XP_039954633.1|BTRY	LOC111602549|XP_023175470.2|DHYD
OG0004379	LOC120770379|XP_039953733.1|BTRY	LOC111597071|XP_023167368.1|DHYD
OG0004380	LOC120772384|XP_039956908.1|BTRY	LOC111598008|XP_030081243.1|DHYD
OG0004381	LOC120776797|XP_039963724.1|BTRY	LOC111602434|XP_023175255.2|DHYD
OG0004382	LOC120770651|XP_039954181.1|BTRY	LOC111597925|XP_023168645.2|DHYD
OG0004383	LOC120772684|XP_039957355.1|BTRY	LOC111597959|XP_023168691.1|DHYD
OG0004384	LOC120770971|XP_039954640.1|BTRY	LOC111593700|XP_023162415.1|DHYD
OG0004385	LOC120771181|XP_039955005.1|BTRY	LOC111592189|XP_023160024.1|DHYD
OG0004386	LOC120771907|XP_039956124.1|BTRY	LOC111595517|XP_023165065.1|DHYD
OG0004387	LOC120776356|XP_039962847.1|BTRY	LOC111599861|XP_023171449.2|DHYD
OG0004388	LOC120772546|XP_039957161.1|BTRY	LOC111597995|XP_023168742.2|DHYD
OG0004389	LOC120770496|XP_039953953.1|BTRY	LOC111604767|XP_023178732.2|DHYD
OG0004390	LOC120779186|XP_039967382.1|BTRY	LOC111593541|XP_023162125.2|DHYD
OG0004391	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY	LOC111593804|XP_023162602.1|DHYD
OG0004392	LOC120777073|XP_039964134.1|BTRY	LOC111595342|XP_030080254.1|DHYD
OG0004393	LOC120771663|XP_039955712.1|BTRY	LOC111604133|XP_023177818.1|DHYD
OG0004394	LOC120772522|XP_039957119.1|BTRY	LOC111596628|XP_030081352.1|DHYD
OG0004395	LOC120770734|XP_039954257.1|BTRY	LOC111595552|XP_023165113.1|DHYD
OG0004396	LOC120771149|XP_039954951.1|BTRY	LOC111593284|XP_023161728.1|DHYD
OG0004397	LOC120772001|XP_039956291.1|BTRY	LOC111597073|XP_023167371.1|DHYD
OG0004398	LOC120772002|XP_039956292.1|BTRY	LOC111593509|XP_023162068.1|DHYD
OG0004399	LOC120771004|XP_039954698.1|BTRY	LOC111595632|XP_023165209.2|DHYD
OG0004400	LOC120772562|XP_039957183.1|BTRY	LOC111601473|XP_023173826.2|DHYD
OG0004401	LOC120772036|XP_039956341.1|BTRY	LOC111592116|XP_023159915.2|DHYD
OG0004402	LOC120771639|XP_039955673.1|BTRY	LOC111601238|XP_023173504.1|DHYD
OG0004403	LOC120770090|XP_039953173.1|BTRY	LOC111602550|XP_030081967.1|DHYD
OG0004404	LOC120772835|XP_039957578.1|BTRY	LOC111604334|XP_023178162.2|DHYD
OG0004405	LOC120777672|XP_039965065.1|BTRY	LOC111600978|XP_023173129.1|DHYD
OG0004406	LOC120776618|XP_039963347.1|BTRY	LOC111604306|XP_023178107.2|DHYD
OG0004407	LOC120771447|XP_039955387.1|BTRY	LOC111597967|XP_023168708.2|DHYD
OG0004408	LOC120778708|XP_039966603.1|BTRY	LOC111591869|XP_023159519.2|DHYD
OG0004409	LOC120779735|XP_039968044.1|BTRY	LOC111593702|XP_023162416.1|DHYD
OG0004410	LOC120769988|XP_039953003.1|BTRY	LOC111599736|XP_030078584.1|DHYD
OG0004411	LOC120776916|XP_039963921.1|BTRY	LOC111599860|XP_023171448.1|DHYD
OG0004412	LOC120776914|XP_039963918.1|BTRY	LOC111599758|XP_030080649.1|DHYD
OG0004413	LOC120772134|XP_039956486.1|BTRY	LOC111600013|XP_023171686.1|DHYD
OG0004414	LOC120771140|XP_039954942.1|BTRY	LOC111600040|XP_023171731.1|DHYD
OG0004415	LOC120770255|XP_039953492.1|BTRY	LOC111602551|XP_023175474.1|DHYD
OG0004416	LOC120771085|XP_039954844.1|BTRY	LOC111597005|XP_023167277.1|DHYD
OG0004417	LOC120782286|XP_039970423.1|BTRY	LOC111601764|XP_023174272.2|DHYD
OG0004418	LOC120773079|XP_039957957.1|BTRY	LOC111594343|XP_030082047.1|DHYD
OG0004419	LOC120770318|XP_039953634.1|BTRY	LOC111598029|XP_023168825.2|DHYD
OG0004420	LOC120772694|XP_039957368.1|BTRY	LOC111593695|XP_023162386.1|DHYD
OG0004421	LOC120776956|XP_039963979.1|BTRY	LOC111593543|XP_023162131.1|DHYD
OG0004422	LOC120777454|XP_039964708.1|BTRY	LOC111601685|XP_023174158.1|DHYD
OG0004423	LOC120770471|XP_039953900.1|BTRY	LOC111592176|XP_023160002.2|DHYD
OG0004424	LOC120772123|XP_039956468.1|BTRY	LOC111594301|XP_023163306.2|DHYD
OG0004425	LOC120777401|XP_039964633.1|BTRY	LOC111605714|XP_023180167.2|DHYD
OG0004426	LOC120777486|XP_039964759.1|BTRY	LOC111596658|XP_023166731.2|DHYD
OG0004427	LOC120778693|XP_039966582.1|BTRY	LOC111605726|XP_023180186.2|DHYD
OG0004428	LOC120774849|XP_039960608.1|BTRY	LOC111605589|XP_023179961.1|DHYD
OG0004429	LOC120768289|XP_039950849.1|BTRY	LOC111599198|XP_023170557.1|DHYD
OG0004430	LOC120776603|XP_039963323.1|BTRY	LOC111599025|XP_023170307.2|DHYD
OG0004431	LOC120770886|XP_039954467.1|BTRY	LOC111597877|XP_023168571.1|DHYD
OG0004432	LOC120770874|XP_039954446.1|BTRY	LOC111597875|XP_023168568.2|DHYD
OG0004433	LOC120779009|XP_039967062.1|BTRY	LOC111600982|XP_023173140.1|DHYD
OG0004434	LOC120770313|XP_039953619.1|BTRY	LOC111593501|XP_023162040.2|DHYD
OG0004435	LOC120771569|XP_039955569.1|BTRY	LOC111598032|XP_023168828.1|DHYD
OG0004436	LOC120772570|XP_039957192.1|BTRY	LOC111594995|XP_030081915.1|DHYD
OG0004437	LOC120772573|XP_039957201.1|BTRY	LOC111594973|XP_030081994.1|DHYD
OG0004438	LOC120771442|XP_039955381.1|BTRY	LOC111598010|XP_023168774.2|DHYD
OG0004439	LOC120771185|XP_039955010.1|BTRY	LOC111597989|XP_023168735.2|DHYD
OG0004440	LOC120772424|XP_039956969.1|BTRY	LOC111599737|XP_023171264.1|DHYD
OG0004441	LOC120775072|XP_039960997.1|BTRY	LOC111594739|XP_023163946.2|DHYD, LOC111596326|XP_023166259.1|DHYD
OG0004442	LOC120767010|XP_039948759.1|BTRY	LOC111595478|XP_023165013.2|DHYD
OG0004443	LOC120777726|XP_039965151.1|BTRY	LOC111598766|XP_023169948.1|DHYD
OG0004444	LOC120772657|XP_039957322.1|BTRY	LOC111592665|XP_023160792.1|DHYD
OG0004445	LOC120772648|XP_039957308.1|BTRY	LOC111600153|XP_023171911.2|DHYD
OG0004446	LOC120776083|XP_039962493.1|BTRY	LOC111597853|XP_023168532.2|DHYD
OG0004447	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY	LOC111597170|XP_023167498.1|DHYD
OG0004448	LOC120772133|XP_039956485.1|BTRY	LOC111597038|XP_023167319.2|DHYD
OG0004449	LOC120776800|XP_039963728.1|BTRY	LOC111597323|XP_023167723.1|DHYD
OG0004450	LOC120770225|XP_039953439.1|BTRY	LOC111597983|XP_023168727.1|DHYD
OG0004451	LOC120770443|XP_039953846.1|BTRY	LOC111593674|XP_023162333.2|DHYD
OG0004452	LOC120770445|XP_039953852.1|BTRY	LOC111597992|XP_023168739.1|DHYD
OG0004453	LOC120770512|XP_039953981.1|BTRY	LOC111595448|XP_023164943.2|DHYD
OG0004454	LOC120782366|XP_039970538.1|BTRY	LOC111601780|XP_030081564.1|DHYD
OG0004455	LOC120779029|XP_039967084.1|BTRY	LOC111597283|XP_023167666.2|DHYD
OG0004456	LOC120774214|XP_039959602.1|BTRY	LOC111593649|XP_030079410.1|DHYD
OG0004457	LOC120776745|XP_039963624.1|BTRY	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD
OG0004458	LOC120777402|XP_039964634.1|BTRY, LOC120778394|XP_039966115.1|BTRY	LOC111592813|XP_023160992.1|DHYD
OG0004459	LOC120776844|XP_039963803.1|BTRY	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD
OG0004460	LOC120777841|XP_039965311.1|BTRY	LOC111594876|XP_023164130.1|DHYD
OG0004461	LOC120777243|XP_039964370.1|BTRY	LOC111595127|XP_023164467.2|DHYD
OG0004462	LOC120778532|XP_039966308.1|BTRY	LOC111592253|XP_023160102.2|DHYD
OG0004463	LOC120776525|XP_039963186.1|BTRY	LOC111595344|XP_023164786.2|DHYD
OG0004464	LOC120776649|XP_039963418.1|BTRY	LOC111604291|XP_023178080.2|DHYD
OG0004465	LOC120766401|XP_039947783.1|BTRY	LOC111594708|XP_023163899.1|DHYD
OG0004466	LOC120778367|XP_039966088.1|BTRY	LOC111592268|XP_023160134.2|DHYD
OG0004467	LOC120777785|XP_039965241.1|BTRY	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD
OG0004468	LOC120777784|XP_039965238.1|BTRY	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD
OG0004469	LOC120779043|XP_039967103.1|BTRY	LOC111595122|XP_023164460.1|DHYD
