Orthogroup	BTRY.longest_only	DNOV.longest_only
OG0005102	LOC120781265|XP_039969357.1|BTRY	LOC115771566|XP_030573180.1|DNOV
OG0005103	LOC120771744|XP_039955850.1|BTRY	LOC115759074|XP_030555767.1|DNOV
OG0005104	LOC120773587|XP_039958512.1|BTRY	LOC115763594|XP_030562076.1|DNOV
OG0005105	LOC120779037|XP_039967094.1|BTRY	LOC115771204|XP_030572664.1|DNOV
OG0005107	LOC120778791|XP_039966725.1|BTRY	LOC115769324|XP_030569920.1|DNOV
OG0005108	LOC120771472|XP_039955436.1|BTRY	LOC115761128|XP_030558648.1|DNOV
OG0005109	LOC120775293|XP_039961342.1|BTRY	LOC115764419|XP_030563276.1|DNOV
OG0005110	LOC120779191|XP_039967389.1|BTRY	LOC115765818|XP_030565401.1|DNOV
OG0005111	LOC120778902|XP_039966882.1|BTRY	LOC115769851|XP_030570690.1|DNOV
OG0005112	LOC120777171|XP_039964261.1|BTRY	LOC115769960|XP_030570866.1|DNOV
OG0005113	LOC120777172|XP_039964264.1|BTRY	LOC115769550|XP_030570253.1|DNOV
OG0005114	LOC120777462|XP_039964719.1|BTRY	LOC115769810|XP_030570639.1|DNOV
OG0005115	LOC120768327|XP_039950901.1|BTRY	LOC115765573|XP_030565082.1|DNOV
OG0005116	LOC120779127|XP_039967256.1|BTRY	LOC115769846|XP_030570682.1|DNOV
OG0005117	LOC120774331|XP_039959815.1|BTRY	LOC115768865|XP_030569430.1|DNOV
OG0005118	LOC120768621|XP_039951322.1|BTRY	LOC115759803|XP_030556746.1|DNOV
OG0005119	LOC120773133|XP_039958062.1|BTRY	LOC115762479|XP_030560563.1|DNOV
OG0005120	LOC120777774|XP_039965226.1|BTRY	LOC115767133|XP_030567155.1|DNOV
OG0005121	LOC120778934|XP_039966915.1|BTRY	LOC115769428|XP_030570095.1|DNOV
OG0005122	LOC120778185|XP_039965855.1|BTRY	LOC115769730|XP_030570526.1|DNOV
OG0005123	LOC120778298|XP_039966019.1|BTRY	LOC115769795|XP_030570623.1|DNOV
OG0005124	LOC120777107|XP_039964177.1|BTRY	LOC115769968|XP_030570881.1|DNOV
OG0005125	LOC120779124|XP_039967252.1|BTRY	LOC115769772|XP_030570597.1|DNOV
OG0005126	LOC120778437|XP_039966152.1|BTRY	LOC115767163|XP_030567203.1|DNOV
OG0005127	LOC120778016|XP_039965617.1|BTRY	LOC115769654|XP_030570426.1|DNOV
OG0005128	LOC120770876|XP_039954445.1|BTRY	LOC115760730|XP_030558065.1|DNOV
OG0005129	LOC120778229|XP_039965921.1|BTRY	LOC115770165|XP_030571183.1|DNOV
OG0005130	LOC120777099|XP_039964168.1|BTRY	LOC115770306|XP_030571401.1|DNOV
OG0005131	LOC120776683|XP_039963495.1|BTRY	LOC115770812|XP_030572097.1|DNOV
OG0005132	LOC120777198|XP_039964301.1|BTRY	LOC115770279|XP_030571367.1|DNOV
OG0005133	LOC120777473|XP_039964733.1|BTRY	LOC115766926|XP_030566870.1|DNOV
OG0005134	LOC120776779|XP_039963692.1|BTRY	LOC115770392|XP_030571500.1|DNOV
OG0005135	LOC120777847|XP_039965317.1|BTRY	LOC115767660|XP_030567808.1|DNOV
OG0005136	LOC120777267|XP_039964404.1|BTRY	LOC115767658|XP_030567805.1|DNOV
OG0005137	LOC120774694|XP_039960360.1|BTRY	LOC115761654|XP_030559355.1|DNOV
OG0005138	LOC120778490|XP_039966248.1|BTRY	LOC115769535|XP_030570236.1|DNOV
OG0005139	LOC120777981|XP_039965555.1|BTRY	LOC115767666|XP_030567813.1|DNOV
OG0005140	LOC120767319|XP_039949187.1|BTRY	LOC115758517|XP_030555070.1|DNOV
OG0005141	LOC120770958|XP_039954620.1|BTRY	LOC115761145|XP_030558673.1|DNOV
OG0005142	LOC120777947|XP_039965493.1|BTRY	LOC115771144|XP_030572575.1|DNOV
OG0005143	LOC120776596|XP_039963303.1|BTRY	LOC115770983|XP_030572314.1|DNOV
OG0005144	LOC120778872|XP_039966851.1|BTRY	LOC115771143|XP_030572573.1|DNOV
OG0005145	LOC120778230|XP_039965922.1|BTRY	LOC115771157|XP_030572589.1|DNOV
OG0005146	LOC120778945|XP_039966940.1|BTRY	LOC115769491|XP_030570169.1|DNOV
OG0005147	LOC120778948|XP_039966945.1|BTRY	LOC115769394|XP_030570057.1|DNOV
OG0005148	LOC120776592|XP_039963299.1|BTRY	LOC115770442|XP_030571576.1|DNOV
OG0005149	LOC120771367|XP_039955261.1|BTRY	LOC115760977|XP_030558440.1|DNOV
OG0005150	LOC120778138|XP_039965796.1|BTRY, LOC120778140|XP_039965797.1|BTRY	LOC115762608|XP_030560764.1|DNOV
OG0005151	LOC120777313|XP_039964486.1|BTRY	LOC115762824|XP_030561046.1|DNOV
OG0005152	LOC120778626|XP_039966444.1|BTRY, LOC120782250|XP_039970349.1|BTRY	LOC115762825|XP_030561047.1|DNOV
OG0005153	LOC120777468|XP_039964726.1|BTRY	LOC115762943|XP_030561189.1|DNOV
OG0005154	LOC120776474|XP_039963080.1|BTRY	LOC115762942|XP_030561186.1|DNOV
OG0005155	LOC120777880|XP_039965373.1|BTRY	LOC115765823|XP_030565406.1|DNOV
OG0005156	LOC120782176|XP_039970250.1|BTRY	LOC115770927|XP_030572244.1|DNOV
OG0005157	LOC120772979|XP_039957824.1|BTRY	LOC115761138|XP_030558658.1|DNOV
OG0005158	LOC120776571|XP_039963268.1|BTRY	LOC115769474|XP_030570152.1|DNOV
OG0005159	LOC120777856|XP_039965333.1|BTRY	LOC115765819|XP_030565403.1|DNOV, LOC115767665|XP_030567812.1|DNOV
OG0005160	LOC120778827|XP_039966771.1|BTRY	LOC115771070|XP_030572482.1|DNOV
OG0005161	LOC120770863|XP_039954413.1|BTRY	LOC115760703|XP_030558032.1|DNOV
OG0005162	LOC120773825|XP_039958872.1|BTRY	LOC115764385|XP_030563211.1|DNOV
OG0005163	LOC120777365|XP_039964567.1|BTRY	LOC115770025|XP_030570940.1|DNOV
OG0005164	LOC120777721|XP_039965145.1|BTRY	LOC115771007|XP_030572368.1|DNOV
OG0005165	LOC120773855|XP_039958937.1|BTRY	LOC115758250|XP_030554666.1|DNOV
OG0005166	LOC120774993|XP_039960849.1|BTRY	LOC115767898|XP_030568131.1|DNOV
OG0005167	LOC120775005|XP_039960876.1|BTRY	LOC115767903|XP_030568136.1|DNOV
OG0005168	LOC120777248|XP_039964376.1|BTRY	LOC115769936|XP_030570837.1|DNOV
OG0005169	LOC120776935|XP_039963946.1|BTRY	LOC115770440|XP_030571574.1|DNOV
OG0005170	LOC120776934|XP_039963941.1|BTRY	LOC115770364|XP_030571467.1|DNOV
OG0005171	LOC120777415|XP_039964649.1|BTRY	LOC115770125|XP_030571119.1|DNOV
OG0005172	LOC120770032|XP_039953076.1|BTRY	LOC115761043|XP_030558518.1|DNOV
OG0005173	LOC120771014|XP_039954723.1|BTRY	LOC115762520|XP_030560640.1|DNOV
OG0005174	LOC120771872|XP_039956058.1|BTRY	LOC115760946|XP_030558388.1|DNOV
OG0005175	LOC120770536|XP_039954024.1|BTRY	LOC115760566|XP_030557836.1|DNOV
OG0005176	LOC120781273|XP_039969398.1|BTRY	LOC115757774|XP_030554061.1|DNOV
OG0005177	LOC120770538|XP_039954027.1|BTRY	LOC115760741|XP_030558078.1|DNOV
OG0005178	LOC120777878|XP_039965371.1|BTRY	LOC115769584|XP_030570320.1|DNOV
OG0005179	LOC120777295|XP_039964445.1|BTRY	LOC115771094|XP_030572512.1|DNOV
OG0005180	LOC120778097|XP_039965733.1|BTRY	LOC115771190|XP_030572644.1|DNOV
OG0005181	LOC120773957|XP_039959120.1|BTRY	LOC115765245|XP_030564566.1|DNOV
OG0005182	LOC120770177|XP_039953325.1|BTRY	LOC115762068|XP_030560016.1|DNOV
OG0005183	LOC120771313|XP_039955184.1|BTRY	LOC115761296|XP_030558902.1|DNOV
OG0005184	LOC120770422|XP_039953801.1|BTRY	LOC115765402|XP_030564803.1|DNOV
OG0005185	LOC120771079|XP_039954833.1|BTRY	LOC115759467|XP_030556264.1|DNOV
OG0005186	LOC120781276|XP_039969403.1|BTRY	LOC115762190|XP_030560173.1|DNOV
OG0005187	LOC120772320|XP_039956772.1|BTRY	LOC115762528|XP_030560667.1|DNOV
OG0005188	LOC120771476|XP_039955445.1|BTRY	LOC115761114|XP_030558605.1|DNOV
OG0005189	LOC120773964|XP_039959134.1|BTRY	LOC115768701|XP_030569250.1|DNOV
OG0005190	LOC120778978|XP_039967004.1|BTRY	LOC115770488|XP_030571635.1|DNOV
OG0005191	LOC120782537|XP_039970801.1|BTRY	LOC115770714|XP_030571974.1|DNOV
OG0005192	LOC120770299|XP_039953598.1|BTRY	LOC115764952|XP_030564144.1|DNOV
OG0005193	LOC120772501|XP_039957080.1|BTRY	LOC115762107|XP_030560068.1|DNOV
OG0005194	LOC120771600|XP_039955610.1|BTRY	LOC115762071|XP_030560020.1|DNOV
OG0005195	LOC120781290|XP_039969420.1|BTRY	LOC115764680|XP_030563732.1|DNOV
OG0005196	LOC120778987|XP_039967020.1|BTRY	LOC115771550|XP_030573155.1|DNOV
OG0005197	LOC120772215|XP_039956629.1|BTRY	LOC115760950|XP_030558399.1|DNOV
OG0005198	LOC120778502|XP_039966264.1|BTRY	LOC115770427|XP_030571555.1|DNOV
OG0005199	LOC120771895|XP_039956100.1|BTRY	LOC115760032|XP_030557063.1|DNOV
OG0005200	LOC120770864|XP_039954414.1|BTRY	LOC115759966|XP_030556979.1|DNOV
OG0005201	LOC120772802|XP_039957519.1|BTRY	LOC115760985|XP_030558451.1|DNOV
OG0005202	LOC120771192|XP_039955022.1|BTRY	LOC115765117|XP_030564408.1|DNOV
OG0005203	LOC120772069|XP_039956388.1|BTRY	LOC115760966|XP_030558418.1|DNOV
OG0005204	LOC120767662|XP_039949769.1|BTRY	LOC115759003|XP_030555671.1|DNOV
OG0005205	LOC120768034|XP_039950460.1|BTRY	LOC115758776|XP_030555402.1|DNOV
OG0005206	LOC120771102|XP_039954878.1|BTRY	LOC115762156|XP_030560130.1|DNOV
OG0005207	LOC120770281|XP_039953534.1|BTRY	LOC115762150|XP_030560122.1|DNOV
OG0005208	LOC120772743|XP_039957437.1|BTRY	LOC115762444|XP_030560505.1|DNOV
OG0005209	LOC120768373|XP_039950972.1|BTRY	LOC115758451|XP_030554979.1|DNOV
OG0005210	LOC120768864|XP_039951553.1|BTRY	LOC115758995|XP_030555658.1|DNOV
OG0005211	LOC120777241|XP_039964368.1|BTRY	LOC115771582|XP_030573202.1|DNOV
OG0005212	LOC120771377|XP_039955272.1|BTRY	LOC115760959|XP_030558411.1|DNOV
OG0005213	LOC120780161|XP_039968374.1|BTRY	LOC115767996|XP_030568261.1|DNOV
OG0005214	LOC120768971|XP_039951701.1|BTRY	LOC115759807|XP_030556755.1|DNOV
OG0005215	LOC120769788|XP_039952908.1|BTRY	LOC115760056|XP_030557093.1|DNOV
OG0005216	LOC120769528|XP_039952501.1|BTRY	LOC115763585|XP_030562064.1|DNOV
OG0005217	LOC120767834|XP_039950056.1|BTRY	LOC115763164|XP_030561475.1|DNOV
OG0005218	LOC120768453|XP_039951085.1|BTRY	LOC115763197|XP_030561518.1|DNOV
OG0005219	LOC120771288|XP_039955153.1|BTRY	LOC115762031|XP_030559954.1|DNOV
OG0005220	LOC120776360|XP_039962869.1|BTRY	LOC115769974|XP_030570892.1|DNOV
OG0005221	LOC120775267|XP_039961297.1|BTRY	LOC115763204|XP_030561529.1|DNOV
OG0005222	LOC120768049|XP_039950492.1|BTRY	LOC115765538|XP_030565019.1|DNOV
OG0005223	LOC120768039|XP_039950473.1|BTRY	LOC115763509|XP_030561966.1|DNOV
OG0005224	LOC120768110|XP_039950591.1|BTRY	LOC115758984|XP_030555647.1|DNOV
OG0005225	LOC120769026|XP_039951801.1|BTRY	LOC115763564|XP_030562043.1|DNOV
OG0005226	LOC120768017|XP_039950407.1|BTRY	LOC115759862|XP_030556826.1|DNOV
OG0005227	LOC120767882|XP_039950142.1|BTRY	LOC115758365|XP_030554812.1|DNOV
OG0005228	LOC120768054|XP_039950505.1|BTRY	LOC115758364|XP_030554811.1|DNOV
OG0005229	LOC120767400|XP_039949372.1|BTRY	LOC115765974|XP_030565587.1|DNOV
OG0005230	LOC120768343|XP_039950930.1|BTRY	LOC115758750|XP_030555368.1|DNOV
OG0005231	LOC120768370|XP_039950970.1|BTRY	LOC115765515|XP_030564993.1|DNOV
OG0005232	LOC120768445|XP_039951072.1|BTRY	LOC115763068|XP_030561356.1|DNOV
OG0005233	LOC120767987|XP_039950339.1|BTRY	LOC115758353|XP_030554796.1|DNOV
OG0005234	LOC120781664|XP_039969819.1|BTRY	LOC115769251|XP_030569823.1|DNOV
OG0005235	LOC120768615|XP_039951317.1|BTRY	LOC115759935|XP_030556934.1|DNOV
OG0005236	LOC120769313|XP_039952192.1|BTRY	LOC115765986|XP_030565609.1|DNOV
OG0005237	LOC120769022|XP_039951798.1|BTRY	LOC115765881|XP_030565481.1|DNOV
OG0005238	LOC120769023|XP_039951799.1|BTRY	LOC115765942|XP_030565547.1|DNOV
OG0005239	LOC120769508|XP_039952475.1|BTRY	LOC115760303|XP_030557450.1|DNOV
OG0005240	LOC120769168|XP_039951987.1|BTRY	LOC115768664|XP_030569205.1|DNOV
OG0005241	LOC120767305|XP_039949145.1|BTRY	LOC115766004|XP_030565633.1|DNOV
OG0005242	LOC120769271|XP_039952116.1|BTRY	LOC115760089|XP_030557134.1|DNOV
OG0005243	LOC120768507|XP_039951165.1|BTRY	LOC115765873|XP_030565470.1|DNOV
OG0005244	LOC120780974|XP_039969145.1|BTRY	LOC115761704|XP_030559435.1|DNOV
OG0005245	LOC120782425|XP_039970610.1|BTRY	LOC115766046|XP_030565679.1|DNOV
OG0005246	LOC120769978|XP_039952988.1|BTRY	LOC115765889|XP_030565490.1|DNOV
OG0005247	LOC120770419|XP_039953796.1|BTRY	LOC115760885|XP_030558307.1|DNOV
OG0005248	LOC120774044|XP_039959278.1|BTRY	LOC115768604|XP_030569117.1|DNOV
OG0005249	LOC120781270|XP_039969393.1|BTRY	LOC115765646|XP_030565164.1|DNOV
OG0005250	LOC120769762|XP_039952868.1|BTRY	LOC115763073|XP_030561368.1|DNOV
OG0005251	LOC120767997|XP_039950350.1|BTRY	LOC115759720|XP_030556590.1|DNOV
OG0005252	LOC120768481|XP_039951129.1|BTRY	LOC115763461|XP_030561895.1|DNOV
OG0005253	LOC120768029|XP_039950437.1|BTRY	LOC115768566|XP_030569045.1|DNOV
OG0005254	LOC120769394|XP_039952299.1|BTRY	LOC115763420|XP_030561838.1|DNOV
OG0005255	LOC120768379|XP_039950979.1|BTRY	LOC115763602|XP_030562088.1|DNOV
OG0005256	LOC120768632|XP_039951331.1|BTRY	LOC115759855|XP_030556817.1|DNOV
OG0005257	LOC120768894|XP_039951581.1|BTRY	LOC115763524|XP_030561988.1|DNOV
OG0005258	LOC120768232|XP_039950752.1|BTRY	LOC115762989|XP_030561234.1|DNOV
OG0005259	LOC120767798|XP_039949997.1|BTRY	LOC115769167|XP_030569726.1|DNOV
OG0005260	LOC120769287|XP_039952141.1|BTRY	LOC115769169|XP_030569732.1|DNOV
OG0005261	LOC120782569|XP_039970841.1|BTRY	LOC115763144|XP_030561454.1|DNOV
OG0005262	LOC120768940|XP_039951657.1|BTRY	LOC115759903|XP_030556885.1|DNOV
OG0005263	LOC120767799|XP_039949999.1|BTRY	LOC115763442|XP_030561867.1|DNOV
OG0005264	LOC120778235|XP_039965930.1|BTRY	LOC115772130|XP_030573971.1|DNOV
OG0005265	LOC120781403|XP_039969549.1|BTRY	LOC115769163|XP_030569719.1|DNOV
OG0005267	LOC120767357|XP_039949257.1|BTRY	LOC115758890|XP_030555546.1|DNOV
OG0005268	LOC120767355|XP_039949255.1|BTRY	LOC115758887|XP_030555542.1|DNOV
OG0005269	LOC120767680|XP_039949792.1|BTRY	LOC115763404|XP_030561814.1|DNOV
OG0005270	LOC120776131|XP_039962595.1|BTRY	LOC115758920|XP_030555579.1|DNOV
OG0005271	LOC120767745|XP_039949890.1|BTRY	LOC115759144|XP_030555855.1|DNOV
OG0005272	LOC120768592|XP_039951287.1|BTRY	LOC115758338|XP_030554772.1|DNOV
OG0005273	LOC120769162|XP_039951978.1|BTRY	LOC115759325|XP_030556097.1|DNOV
OG0005274	LOC120781859|XP_039970012.1|BTRY	LOC115759258|XP_030556018.1|DNOV
OG0005275	LOC120781590|XP_039969759.1|BTRY	LOC115768661|XP_030569201.1|DNOV
OG0005276	LOC120769791|XP_039952910.1|BTRY	LOC115760317|XP_030557465.1|DNOV
OG0005277	LOC120769787|XP_039952907.1|BTRY	LOC115759919|XP_030556914.1|DNOV
OG0005278	LOC120770897|XP_039954497.1|BTRY	LOC115762157|XP_030560131.1|DNOV
OG0005279	LOC120768309|XP_039950880.1|BTRY	LOC115758683|XP_030555284.1|DNOV
OG0005280	LOC120768484|XP_039951133.1|BTRY, LOC120769777|XP_039952891.1|BTRY	LOC115765951|XP_030565560.1|DNOV
OG0005281	LOC120769621|XP_039952659.1|BTRY	LOC115759112|XP_030555814.1|DNOV
OG0005282	LOC120779061|XP_039967133.1|BTRY	LOC115765661|XP_030565179.1|DNOV
OG0005283	LOC120770473|XP_039953904.1|BTRY	LOC115764816|XP_030563924.1|DNOV
OG0005284	LOC120781078|XP_039969155.1|BTRY, LOC120781086|XP_039969164.1|BTRY	LOC115765948|XP_030565555.1|DNOV
OG0005285	LOC120768060|XP_039950513.1|BTRY	LOC115765952|XP_030565561.1|DNOV
OG0005286	LOC120768015|XP_039950392.1|BTRY	LOC115766010|XP_030565641.1|DNOV
OG0005287	LOC120768605|XP_039951301.1|BTRY	LOC115766009|XP_030565638.1|DNOV
OG0005288	LOC120769593|XP_039952586.1|BTRY, LOC120768205|XP_039950711.1|BTRY	LOC115759917|XP_030556911.1|DNOV
OG0005289	LOC120781460|XP_039969611.1|BTRY	LOC115760060|XP_030557099.1|DNOV
OG0005290	LOC120770247|XP_039953482.1|BTRY	LOC115759410|XP_030556161.1|DNOV
OG0005291	LOC120769483|XP_039952440.1|BTRY	LOC115763488|XP_030561939.1|DNOV
OG0005292	LOC120767454|XP_039949455.1|BTRY	LOC115763333|XP_030561698.1|DNOV
OG0005293	LOC120768742|XP_039951448.1|BTRY	LOC115759292|XP_030556054.1|DNOV
OG0005294	LOC120768442|XP_039951064.1|BTRY	LOC115760091|XP_030557135.1|DNOV
OG0005295	LOC120767315|XP_039949175.1|BTRY	LOC115763487|XP_030561937.1|DNOV
OG0005296	LOC120768908|XP_039951609.1|BTRY	LOC115765638|XP_030565150.1|DNOV
OG0005297	LOC120769582|XP_039952575.1|BTRY	LOC115763391|XP_030561790.1|DNOV
OG0005298	LOC120768311|XP_039950882.1|BTRY	LOC115758587|XP_030555166.1|DNOV
OG0005299	LOC120782752|XP_039971136.1|BTRY	LOC115765050|XP_030564284.1|DNOV
OG0005300	LOC120774129|XP_039959439.1|BTRY	LOC115768142|XP_030568497.1|DNOV
OG0005301	LOC120767205|XP_039948947.1|BTRY, LOC120767204|XP_039948945.1|BTRY	LOC115759853|XP_030556810.1|DNOV
OG0005302	LOC120771509|XP_039955499.1|BTRY	LOC115764252|XP_030563034.1|DNOV
OG0005303	LOC120768390|XP_039950996.1|BTRY	LOC115758708|XP_030555317.1|DNOV
OG0005304	LOC120769472|XP_039952425.1|BTRY	LOC115759223|XP_030555978.1|DNOV
OG0005305	LOC120770896|XP_039954496.1|BTRY	LOC115762158|XP_030560132.1|DNOV
OG0005306	LOC120768451|XP_039951082.1|BTRY	LOC115759243|XP_030556002.1|DNOV
OG0005307	LOC120768293|XP_039950854.1|BTRY	LOC115758826|XP_030555464.1|DNOV
OG0005308	LOC120769758|XP_039952854.1|BTRY	LOC115758707|XP_030555316.1|DNOV
OG0005309	LOC120775077|XP_039961002.1|BTRY	LOC115758819|XP_030555456.1|DNOV
OG0005310	LOC120769720|XP_039952792.1|BTRY	LOC115759847|XP_030556802.1|DNOV
OG0005311	LOC120769100|XP_039951894.1|BTRY	LOC115765483|XP_030564934.1|DNOV
OG0005312	LOC120769233|XP_039952066.1|BTRY	LOC115758441|XP_030554956.1|DNOV
OG0005313	LOC120767253|XP_039949042.1|BTRY	LOC115759898|XP_030556874.1|DNOV
OG0005314	LOC120769724|XP_039952800.1|BTRY	LOC115759710|XP_030556570.1|DNOV
OG0005315	LOC120768136|XP_039950628.1|BTRY	LOC115765887|XP_030565488.1|DNOV
OG0005316	LOC120772949|XP_039957785.1|BTRY	LOC115762270|XP_030560291.1|DNOV
OG0005317	LOC120770975|XP_039954643.1|BTRY, LOC120768014|XP_039950390.1|BTRY	LOC115759008|XP_030555676.1|DNOV
OG0005318	LOC120768351|XP_039950940.1|BTRY	LOC115759354|XP_030556136.1|DNOV
OG0005319	LOC120767390|XP_039949336.1|BTRY	LOC115759178|XP_030555913.1|DNOV
OG0005320	LOC120769390|XP_039952294.1|BTRY	LOC115763210|XP_030561537.1|DNOV
OG0005321	LOC120768080|XP_039950544.1|BTRY	LOC115765469|XP_030564908.1|DNOV
OG0005322	LOC120767983|XP_039950334.1|BTRY	LOC115759851|XP_030556807.1|DNOV
OG0005323	LOC120767673|XP_039949780.1|BTRY	LOC115763305|XP_030561656.1|DNOV
OG0005324	LOC120768338|XP_039950924.1|BTRY	LOC115758832|XP_030555469.1|DNOV
OG0005325	LOC120772944|XP_039957781.1|BTRY	LOC115763517|XP_030561979.1|DNOV
OG0005326	LOC120768397|XP_039951004.1|BTRY	LOC115759336|XP_030556114.1|DNOV
OG0005327	LOC120769074|XP_039951867.1|BTRY	LOC115763036|XP_030561309.1|DNOV
OG0005328	LOC120778448|XP_039966175.1|BTRY	LOC115771598|XP_030573213.1|DNOV
OG0005329	LOC120778777|XP_039966694.1|BTRY	LOC115770382|XP_030571490.1|DNOV
OG0005330	LOC120778776|XP_039966693.1|BTRY	LOC115770380|XP_030571489.1|DNOV
OG0005331	LOC120767358|XP_039949259.1|BTRY	LOC115758891|XP_030555547.1|DNOV
OG0005332	LOC120769748|XP_039952841.1|BTRY	LOC115763240|XP_030561576.1|DNOV
OG0005333	LOC120768619|XP_039951320.1|BTRY	LOC115760270|XP_030557400.1|DNOV
OG0005334	LOC120768113|XP_039950594.1|BTRY	LOC115763928|XP_030562579.1|DNOV
OG0005335	LOC120771424|XP_039955346.1|BTRY	LOC115758242|XP_030554659.1|DNOV
OG0005336	LOC120772057|XP_039956374.1|BTRY	LOC115763207|XP_030561535.1|DNOV
OG0005337	LOC120770358|XP_039953701.1|BTRY	LOC115762016|XP_030559947.1|DNOV
OG0005338	LOC120768875|XP_039951564.1|BTRY	LOC115763342|XP_030561712.1|DNOV
OG0005339	LOC120768884|XP_039951572.1|BTRY	LOC115763279|XP_030561618.1|DNOV
OG0005340	LOC120768874|XP_039951563.1|BTRY	LOC115763380|XP_030561777.1|DNOV
OG0005341	LOC120770572|XP_039954086.1|BTRY	LOC115761548|XP_030559194.1|DNOV
OG0005342	LOC120767217|XP_039948963.1|BTRY	LOC115760063|XP_030557103.1|DNOV
OG0005343	LOC120771812|XP_039955954.1|BTRY	LOC115762413|XP_030560462.1|DNOV
OG0005344	LOC120774749|XP_039960441.1|BTRY	LOC115758090|XP_030554468.1|DNOV
OG0005345	LOC120767773|XP_039949948.1|BTRY	LOC115763541|XP_030562018.1|DNOV
OG0005346	LOC120776549|XP_039963233.1|BTRY	LOC115760174|XP_030557258.1|DNOV
OG0005347	LOC120767760|XP_039949924.1|BTRY	LOC115758489|XP_030555028.1|DNOV
OG0005348	LOC120767291|XP_039949101.1|BTRY	LOC115759719|XP_030556586.1|DNOV
OG0005349	LOC120768025|XP_039950431.1|BTRY	LOC115759747|XP_030556645.1|DNOV
OG0005350	LOC120781430|XP_039969585.1|BTRY	LOC115759260|XP_030556022.1|DNOV
OG0005351	LOC120768121|XP_039950607.1|BTRY	LOC115769647|XP_030570420.1|DNOV
OG0005352	LOC120776559|XP_039963248.1|BTRY	LOC115759724|XP_030556601.1|DNOV
OG0005353	LOC120771445|XP_039955384.1|BTRY	LOC115757879|XP_030554179.1|DNOV
OG0005354	LOC120767236|XP_039949004.1|BTRY	LOC115763278|XP_030561617.1|DNOV
OG0005355	LOC120769531|XP_039952504.1|BTRY	LOC115758380|XP_030554841.1|DNOV
OG0005356	LOC120769535|XP_039952510.1|BTRY	LOC115758389|XP_030554849.1|DNOV
OG0005357	LOC120767714|XP_039949844.1|BTRY	LOC115759027|XP_030555699.1|DNOV
OG0005358	LOC120769742|XP_039952833.1|BTRY	LOC115763285|XP_030561630.1|DNOV
OG0005359	LOC120770559|XP_039954071.1|BTRY	LOC115758112|XP_030554496.1|DNOV
OG0005360	LOC120778024|XP_039965631.1|BTRY	LOC115771430|XP_030572994.1|DNOV
OG0005361	LOC120767824|XP_039950043.1|BTRY	LOC115759877|XP_030556850.1|DNOV
OG0005362	LOC120768066|XP_039950520.1|BTRY	LOC115763406|XP_030561818.1|DNOV
OG0005363	LOC120768672|XP_039951383.1|BTRY	LOC115759076|XP_030555766.1|DNOV
OG0005364	LOC120772565|XP_039957186.1|BTRY	LOC115758483|XP_030555023.1|DNOV
OG0005365	LOC120781425|XP_039969579.1|BTRY	LOC115759900|XP_030556881.1|DNOV
OG0005366	LOC120768125|XP_039950612.1|BTRY	LOC115760299|XP_030557447.1|DNOV
OG0005367	LOC120768706|XP_039951412.1|BTRY	LOC115760298|XP_030557445.1|DNOV
OG0005368	LOC120782721|XP_039971078.1|BTRY	LOC115761873|XP_030559736.1|DNOV
OG0005369	LOC120768613|XP_039951314.1|BTRY	LOC115760257|XP_030557379.1|DNOV
OG0005370	LOC120767968|XP_039950308.1|BTRY	LOC115758807|XP_030555444.1|DNOV
OG0005371	LOC120769330|XP_039952220.1|BTRY	LOC115758677|XP_030555278.1|DNOV
OG0005372	LOC120766872|XP_039948537.1|BTRY	LOC115759499|XP_030556297.1|DNOV
OG0005373	LOC120769128|XP_039951928.1|BTRY	LOC115758460|XP_030554993.1|DNOV
OG0005374	LOC120768477|XP_039951125.1|BTRY	LOC115758554|XP_030555112.1|DNOV
OG0005375	LOC120767618|XP_039949709.1|BTRY	LOC115758553|XP_030555110.1|DNOV
OG0005376	LOC120769264|XP_039952102.1|BTRY	LOC115765879|XP_030565477.1|DNOV
OG0005377	LOC120777105|XP_039964175.1|BTRY	LOC115762789|XP_030561002.1|DNOV
OG0005378	LOC120769547|XP_039952526.1|BTRY	LOC115758874|XP_030555529.1|DNOV
OG0005379	LOC120769515|XP_039952486.1|BTRY	LOC115759048|XP_030555731.1|DNOV
OG0005380	LOC120767848|XP_039950081.1|BTRY	LOC115758998|XP_030555659.1|DNOV
OG0005381	LOC120767721|XP_039949853.1|BTRY	LOC115760116|XP_030557171.1|DNOV
OG0005382	LOC120767222|XP_039948982.1|BTRY	LOC115759157|XP_030555886.1|DNOV
OG0005383	LOC120778251|XP_039965951.1|BTRY	LOC115771077|XP_030572489.1|DNOV
OG0005384	LOC120766271|XP_039947594.1|BTRY	LOC115770835|XP_030572130.1|DNOV
OG0005385	LOC120770527|XP_039954008.1|BTRY	LOC115761862|XP_030559719.1|DNOV
OG0005386	LOC120771825|XP_039955988.1|BTRY	LOC115759309|XP_030556080.1|DNOV
OG0005387	LOC120766519|XP_039948021.1|BTRY	LOC115761791|XP_030559584.1|DNOV
OG0005388	LOC120769329|XP_039952219.1|BTRY	LOC115765916|XP_030565522.1|DNOV
OG0005389	LOC120767918|XP_039950211.1|BTRY	LOC115760196|XP_030557286.1|DNOV
OG0005390	LOC120768438|XP_039951058.1|BTRY	LOC115758433|XP_030554949.1|DNOV
