Orthogroup	BTRY.longest_only	CQUI.longest_only
OG0003175	LOC120770207|XP_039953392.1|BTRY	LOC6048218|XP_038112539.1|CQUI
OG0003176	LOC120769514|XP_039952485.1|BTRY	LOC119768619|XP_038114728.1|CQUI, LOC119768615|XP_038114703.1|CQUI, LOC6049880|XP_001866570.2|CQUI
OG0003177	LOC120770009|XP_039953036.1|BTRY	LOC6042939|XP_001870878.1|CQUI
OG0003178	LOC120771863|XP_039956046.1|BTRY	LOC6042940|XP_038112766.1|CQUI
OG0003179	LOC120768486|XP_039951135.1|BTRY	LOC6040385|XP_038107224.1|CQUI
OG0003180	LOC120772945|XP_039957782.1|BTRY	LOC6042943|XP_001870882.2|CQUI
OG0003181	LOC120772578|XP_039957215.1|BTRY	LOC6042942|XP_038110161.1|CQUI
OG0003182	LOC120772281|XP_039956726.1|BTRY	LOC6052290|XP_038114286.1|CQUI
OG0003183	LOC120780099|XP_039968316.1|BTRY	LOC6031690|XP_038109838.1|CQUI
OG0003184	LOC120777962|XP_039965513.1|BTRY, LOC120778970|XP_039966980.1|BTRY	LOC6044920|XP_038112171.1|CQUI
OG0003185	LOC120769977|XP_039952986.1|BTRY	LOC6049709|XP_038108588.1|CQUI
OG0003186	LOC120772438|XP_039956989.1|BTRY	LOC6042922|XP_038107965.1|CQUI
OG0003187	LOC120768890|XP_039951576.1|BTRY	LOC6042170|XP_038108840.1|CQUI
OG0003188	LOC120766606|XP_039948146.1|BTRY	LOC6034656|XP_038107763.1|CQUI
OG0003189	LOC120778145|XP_039965803.1|BTRY, LOC120781064|XP_039969150.1|BTRY	LOC6048568|XP_001865472.1|CQUI
OG0003190	LOC120771329|XP_039955208.1|BTRY, LOC120771337|XP_039955216.1|BTRY	LOC6032287|XP_001842923.2|CQUI
OG0003191	LOC120779139|XP_039967278.1|BTRY	LOC6038344|XP_001848159.2|CQUI
OG0003192	LOC120776655|XP_039963446.1|BTRY	LOC6054191|XP_038108956.1|CQUI
OG0003193	LOC120769730|XP_039952811.1|BTRY	LOC6042359|XP_001851487.1|CQUI
OG0003194	LOC120776812|XP_039963748.1|BTRY	LOC6044038|XP_038109455.1|CQUI
OG0003195	LOC120778224|XP_039965919.1|BTRY	LOC6052258|XP_001868553.1|CQUI
OG0003196	LOC120777497|XP_039964777.1|BTRY	LOC6052255|XP_001868552.2|CQUI
OG0003197	LOC120776642|XP_039963404.1|BTRY	LOC6045111|XP_038108110.1|CQUI
OG0003198	LOC120778649|XP_039966498.1|BTRY	LOC6051795|XP_038113485.1|CQUI
OG0003199	LOC120778798|XP_039966732.1|BTRY	LOC6040404|XP_038112754.1|CQUI
OG0003200	LOC120770312|XP_039953618.1|BTRY	LOC6046500|XP_038108225.1|CQUI
OG0003201	LOC120771707|XP_039955775.1|BTRY	LOC6042198|XP_038111088.1|CQUI
OG0003202	LOC120777389|XP_039964616.1|BTRY	LOC6043071|XP_038108375.1|CQUI
OG0003203	LOC120770549|XP_039954053.1|BTRY	LOC6054789|XP_038110535.1|CQUI
OG0003204	LOC120782635|XP_039970937.1|BTRY	LOC119767949|XP_038113945.1|CQUI
OG0003205	LOC120770220|XP_039953433.1|BTRY	LOC6052262|XP_001868546.2|CQUI
OG0003206	LOC120781243|XP_039969317.1|BTRY	LOC6049228|XP_001866026.2|CQUI
OG0003207	LOC120767750|XP_039949902.1|BTRY	LOC119768034|XP_038114257.1|CQUI, LOC6037430|XP_038109354.1|CQUI
OG0003208	LOC120778813|XP_039966753.1|BTRY	LOC6037436|XP_001847350.2|CQUI
OG0003209	LOC120771422|XP_039955342.1|BTRY	LOC6053823|XP_001869839.2|CQUI
OG0003210	LOC120771325|XP_039955204.1|BTRY	LOC6049135|XP_038112475.1|CQUI
OG0003211	LOC120771169|XP_039954990.1|BTRY	LOC6045881|XP_001863164.2|CQUI
OG0003212	LOC120766811|XP_039948454.1|BTRY	LOC6036304|XP_038118824.1|CQUI
OG0003213	LOC120768768|XP_039951470.1|BTRY	LOC6052333|XP_001868616.2|CQUI
OG0003214	LOC120780133|XP_039968348.1|BTRY	LOC6037463|XP_038114303.1|CQUI
OG0003215	LOC120771507|XP_039955494.1|BTRY	LOC119767550|XP_038112322.1|CQUI
OG0003216	LOC120770746|XP_039954267.1|BTRY	LOC6051762|XP_038109754.1|CQUI
OG0003217	LOC120772156|XP_039956525.1|BTRY	LOC6037639|XP_038113324.1|CQUI
OG0003218	LOC120777678|XP_039965078.1|BTRY	LOC6053121|XP_038112153.1|CQUI
OG0003219	LOC120777285|XP_039964431.1|BTRY	LOC6037686|XP_038107546.1|CQUI
OG0003220	LOC120769750|XP_039952843.1|BTRY	LOC6034526|XP_038110313.1|CQUI
OG0003221	LOC120774137|XP_039959457.1|BTRY	LOC6034550|XP_001844850.2|CQUI
OG0003222	LOC120772328|XP_039956799.1|BTRY	LOC6034559|XP_001844858.2|CQUI
OG0003223	LOC120772412|XP_039956941.1|BTRY	LOC6037228|XP_038110852.1|CQUI
OG0003224	LOC120772807|XP_039957526.1|BTRY	LOC6040557|XP_038113288.1|CQUI
OG0003225	LOC120768325|XP_039950898.1|BTRY	LOC119766293|XP_038106681.1|CQUI, LOC6032492|XP_038106682.1|CQUI
OG0003229	LOC120779104|XP_039967209.1|BTRY	LOC6034190|XP_001844545.1|CQUI
OG0003250	LOC120782297|XP_039970436.1|BTRY	LOC6038172|XP_038104726.1|CQUI
OG0003251	LOC120782801|XP_039971212.1|BTRY	LOC6038177|XP_038104725.1|CQUI
OG0003252	LOC120782862|XP_039971334.1|BTRY	LOC6048862|XP_001865710.2|CQUI
OG0003253	LOC120766182|XP_039947473.1|BTRY	LOC6044318|XP_001861850.2|CQUI
OG0003254	LOC120776178|XP_039962729.1|BTRY	LOC6035097|XP_001845333.2|CQUI
OG0003255	LOC120778252|XP_039965957.1|BTRY	LOC6035087|XP_001845326.2|CQUI
OG0003256	LOC120773598|XP_039958535.1|BTRY	LOC6042743|XP_001870755.2|CQUI
OG0003257	LOC120774786|XP_039960498.1|BTRY, LOC120774787|XP_039960503.1|BTRY	LOC6041677|XP_038105501.1|CQUI
OG0003258	LOC120775704|XP_039961949.1|BTRY	LOC6038174|XP_001848005.2|CQUI
OG0003259	LOC120774739|XP_039960427.1|BTRY, LOC120781104|XP_039969180.1|BTRY	LOC6038186|XP_038111880.1|CQUI
OG0003260	LOC120774088|XP_039959355.1|BTRY	LOC6044325|XP_038104013.1|CQUI
OG0003261	LOC120779019|XP_039967076.1|BTRY	LOC6046427|XP_038112658.1|CQUI
OG0003262	LOC120768284|XP_039950839.1|BTRY	LOC6051950|XP_038105187.1|CQUI
OG0003263	LOC120773472|XP_039958320.1|BTRY	LOC6041764|XP_038116872.1|CQUI
OG0003264	LOC120775052|XP_039960967.1|BTRY	LOC6035158|XP_038122479.1|CQUI
OG0003265	LOC120767874|XP_039950133.1|BTRY	LOC6053092|XP_038104064.1|CQUI
OG0003266	LOC120773452|XP_039958278.1|BTRY	LOC6048965|XP_038114332.1|CQUI
OG0003267	LOC120775227|XP_039961229.1|BTRY	LOC6045731|XP_038120606.1|CQUI
OG0003268	LOC120776773|XP_039963683.1|BTRY	LOC6042708|XP_038115333.1|CQUI
OG0003269	LOC120766940|XP_039948624.1|BTRY	LOC6042707|XP_001870724.1|CQUI
OG0003270	LOC120778239|XP_039965931.1|BTRY	LOC6042705|XP_038112950.1|CQUI
OG0003271	LOC120779691|XP_039967982.1|BTRY	LOC6048855|XP_038122756.1|CQUI
OG0003272	LOC120773792|XP_039958821.1|BTRY	LOC6045821|XP_038110841.1|CQUI
OG0003273	LOC120771585|XP_039955592.1|BTRY	LOC6042713|XP_001870730.2|CQUI
OG0003274	LOC120774974|XP_039960800.1|BTRY	LOC6037929|XP_038104602.1|CQUI
OG0003275	LOC120775489|XP_039961626.1|BTRY	LOC6047967|XP_038105614.1|CQUI
OG0003276	LOC120766449|XP_039947897.1|BTRY	LOC6044976|XP_001862398.2|CQUI
OG0003277	LOC120774953|XP_039960768.1|BTRY	LOC6047047|XP_038104678.1|CQUI
OG0003278	LOC120776545|XP_039963230.1|BTRY	LOC6043390|XP_038104515.1|CQUI
OG0003279	LOC120775622|XP_039961805.1|BTRY	LOC6043402|XP_038104861.1|CQUI
OG0003281	LOC120782307|XP_039970456.1|BTRY	LOC6051867|XP_038122487.1|CQUI
OG0003282	LOC120774302|XP_039959760.1|BTRY	LOC6046910|XP_038104714.1|CQUI
OG0003283	LOC120769199|XP_039952027.1|BTRY	LOC6049215|XP_038104174.1|CQUI
OG0003284	LOC120776052|XP_039962443.1|BTRY	LOC6045227|XP_001862603.1|CQUI
OG0003285	LOC120778090|XP_039965723.1|BTRY	LOC6040443|XP_001849833.1|CQUI
OG0003286	LOC120778535|XP_039966315.1|BTRY	LOC6040797|XP_038122603.1|CQUI
OG0003287	LOC120771994|XP_039956285.1|BTRY	LOC6034956|XP_001845212.1|CQUI, LOC6037961|XP_038104479.1|CQUI
OG0003289	LOC120776763|XP_039963660.1|BTRY	LOC119765512|XP_038105437.1|CQUI
OG0003290	LOC120782220|XP_039970316.1|BTRY	LOC6051120|XP_001867604.2|CQUI
OG0003291	LOC120776724|XP_039963572.1|BTRY	LOC6041038|XP_001850349.2|CQUI, LOC6052656|XP_001868890.2|CQUI
OG0003292	LOC120774391|XP_039959941.1|BTRY	LOC6052272|XP_038104143.1|CQUI
OG0003293	LOC120774239|XP_039959633.1|BTRY	LOC6044374|XP_038104790.1|CQUI
OG0003294	LOC120774235|XP_039959630.1|BTRY	LOC6045679|XP_038122680.1|CQUI
OG0003295	LOC120775613|XP_039961789.1|BTRY	LOC6047712|XP_038105249.1|CQUI
OG0003296	LOC120782197|XP_039970280.1|BTRY	LOC119769394|XP_038117487.1|CQUI
OG0003297	LOC120775088|XP_039961024.1|BTRY	LOC6053528|XP_038104050.1|CQUI
OG0003298	LOC120771157|XP_039954967.1|BTRY	LOC6044791|XP_038104898.1|CQUI
OG0003299	LOC120766431|XP_039947869.1|BTRY	LOC6051621|XP_038123026.1|CQUI
OG0003300	LOC120772840|XP_039957587.1|BTRY	LOC6052939|XP_038105716.1|CQUI
OG0003301	LOC120772220|XP_039956634.1|BTRY	LOC6034320|XP_001844653.2|CQUI
OG0003302	LOC120774919|XP_039960729.1|BTRY	LOC119769388|XP_038117434.1|CQUI
OG0003303	LOC120775664|XP_039961868.1|BTRY	LOC6048458|XP_001865376.2|CQUI
OG0003304	LOC120769995|XP_039953022.1|BTRY	LOC6035163|XP_038105726.1|CQUI
OG0003305	LOC120775456|XP_039961576.1|BTRY	LOC6040796|XP_038107449.1|CQUI
OG0003306	LOC120775801|XP_039962079.1|BTRY	LOC119771120|XP_038122447.1|CQUI, LOC6036963|XP_001846930.2|CQUI
OG0003307	LOC120775624|XP_039961812.1|BTRY	LOC6041286|XP_038118761.1|CQUI
OG0003308	LOC120773414|XP_039958218.1|BTRY	LOC6041274|XP_038111355.1|CQUI
OG0003309	LOC120775232|XP_039961241.1|BTRY	LOC6046401|XP_038104328.1|CQUI
OG0003310	LOC120775767|XP_039962034.1|BTRY	LOC6049179|XP_001865984.2|CQUI
OG0003311	LOC120782812|XP_039971225.1|BTRY	LOC6040799|XP_001850138.2|CQUI
OG0003312	LOC120771861|XP_039956043.1|BTRY	LOC6038455|XP_001848252.2|CQUI
OG0003313	LOC120775830|XP_039962126.1|BTRY	LOC119770166|XP_038120773.1|CQUI
OG0003314	LOC120771894|XP_039956098.1|BTRY	LOC119769656|XP_038119124.1|CQUI
OG0003315	LOC120773740|XP_039958734.1|BTRY, LOC120774074|XP_039959326.1|BTRY	LOC6045637|XP_038104047.1|CQUI
OG0003316	LOC120782641|XP_039970942.1|BTRY	LOC6046923|XP_038104731.1|CQUI
OG0003318	LOC120773526|XP_039958448.1|BTRY	LOC6046383|XP_038121783.1|CQUI
OG0003319	LOC120769634|XP_039952676.1|BTRY	LOC6050261|XP_038117527.1|CQUI
OG0003320	LOC120767072|XP_039948864.1|BTRY	LOC6050925|XP_038107496.1|CQUI
OG0003321	LOC120766298|XP_039947636.1|BTRY	LOC6050923|XP_038104096.1|CQUI
OG0003322	LOC120766708|XP_039948289.1|BTRY	LOC6050928|XP_001867444.2|CQUI
OG0003323	LOC120776162|XP_039962702.1|BTRY, LOC120776163|XP_039962703.1|BTRY	LOC6053136|XP_038104993.1|CQUI, LOC6053138|XP_038104727.1|CQUI
OG0003324	LOC120774096|XP_039959375.1|BTRY	LOC6044766|XP_038105505.1|CQUI
OG0003325	LOC120776111|XP_039962543.1|BTRY	LOC6054667|XP_038122729.1|CQUI
OG0003326	LOC120773514|XP_039958403.1|BTRY	LOC6052313|XP_001868606.2|CQUI
OG0003327	LOC120781172|XP_039969231.1|BTRY	LOC6054823|XP_038117070.1|CQUI
OG0003328	LOC120769388|XP_039952292.1|BTRY	LOC6045240|XP_038105004.1|CQUI
OG0003329	LOC120781628|XP_039969816.1|BTRY	LOC6045236|XP_038104816.1|CQUI
OG0003330	LOC120777277|XP_039964415.1|BTRY	LOC6049097|XP_001865912.2|CQUI
OG0003331	LOC120774954|XP_039960772.1|BTRY	LOC6039046|XP_038105147.1|CQUI
OG0003332	LOC120774279|XP_039959705.1|BTRY	LOC6045134|XP_001862536.1|CQUI
OG0003333	LOC120781344|XP_039969482.1|BTRY	LOC6046168|XP_038108595.1|CQUI
OG0003334	LOC120782399|XP_039970578.1|BTRY	LOC6053762|XP_038105116.1|CQUI
OG0003335	LOC120782786|XP_039971188.1|BTRY	LOC6053764|XP_038105798.1|CQUI
OG0003336	LOC120781354|XP_039969492.1|BTRY, LOC120781351|XP_039969489.1|BTRY	LOC6049475|XP_038104934.1|CQUI
OG0003337	LOC120771733|XP_039955831.1|BTRY	LOC6038463|XP_038122611.1|CQUI, LOC6045749|XP_038120681.1|CQUI
OG0003338	LOC120768949|XP_039951674.1|BTRY	LOC6038468|XP_001848265.2|CQUI
OG0003339	LOC120782872|XP_039971353.1|BTRY	LOC6042693|XP_038104736.1|CQUI
OG0003340	LOC120779438|XP_039967614.1|BTRY	LOC6042694|XP_038104608.1|CQUI
OG0003341	LOC120776085|XP_039962494.1|BTRY	LOC6042505|XP_001851719.2|CQUI
OG0003342	LOC120774713|XP_039960387.1|BTRY	LOC6042500|XP_001851692.2|CQUI
OG0003343	LOC120774567|XP_039960235.1|BTRY	LOC6047403|XP_038121381.1|CQUI, LOC6047404|XP_038105604.1|CQUI
OG0003344	LOC120781398|XP_039969541.1|BTRY	LOC6046229|XP_038115211.1|CQUI
OG0003345	LOC120767884|XP_039950146.1|BTRY	LOC119767346|XP_038111667.1|CQUI
OG0003346	LOC120779546|XP_039967824.1|BTRY	LOC6045625|XP_001862961.2|CQUI
OG0003347	LOC120768699|XP_039951409.1|BTRY	LOC6054237|XP_038111943.1|CQUI
OG0003348	LOC120772549|XP_039957170.1|BTRY	LOC6045000|XP_038104115.1|CQUI
OG0003349	LOC120774757|XP_039960450.1|BTRY	LOC6038485|XP_001848282.2|CQUI
OG0003350	LOC120782729|XP_039971091.1|BTRY	LOC6038483|XP_038108551.1|CQUI
OG0003351	LOC120775453|XP_039961573.1|BTRY	LOC6035135|XP_038109381.1|CQUI
OG0003352	LOC120776159|XP_039962673.1|BTRY	LOC6051272|XP_001867743.2|CQUI
OG0003354	LOC120769077|XP_039951874.1|BTRY	LOC6047656|XP_001864689.2|CQUI
OG0003355	LOC120775105|XP_039961051.1|BTRY	LOC6051356|XP_038116845.1|CQUI
OG0003356	LOC120774264|XP_039959666.1|BTRY	LOC6053494|XP_038122552.1|CQUI
OG0003357	LOC120775794|XP_039962069.1|BTRY	LOC6053495|XP_001869569.2|CQUI
OG0003358	LOC120768240|XP_039950763.1|BTRY	LOC6041908|XP_001851099.1|CQUI
OG0003359	LOC120775776|XP_039962044.1|BTRY	LOC6034408|XP_001844726.1|CQUI
OG0003360	LOC120775296|XP_039961345.1|BTRY	LOC6034412|XP_038114340.1|CQUI
OG0003361	LOC120770317|XP_039953627.1|BTRY	LOC6034453|XP_001844767.2|CQUI
OG0003362	LOC120766211|XP_039947514.1|BTRY	LOC6042565|XP_038111876.1|CQUI
OG0003363	LOC120766969|XP_039948693.1|BTRY	LOC6042567|XP_038112762.1|CQUI
OG0003364	LOC120766772|XP_039948386.1|BTRY	LOC6034728|XP_001845008.2|CQUI
OG0003365	LOC120774216|XP_039959609.1|BTRY	LOC6034795|XP_001845068.2|CQUI
OG0003366	LOC120778225|XP_039965916.1|BTRY	LOC6034775|XP_001845048.2|CQUI
OG0003367	LOC120778218|XP_039965909.1|BTRY	LOC6034744|XP_038109225.1|CQUI
OG0003368	LOC120778465|XP_039966205.1|BTRY	LOC6041917|XP_001851107.2|CQUI
OG0003369	LOC120766170|XP_039947452.1|BTRY	LOC6041912|XP_001851103.2|CQUI
OG0003370	LOC120782230|XP_039970330.1|BTRY	LOC6044494|XP_001862006.1|CQUI
OG0003371	LOC120775867|XP_039962170.1|BTRY	LOC119771218|XP_038122893.1|CQUI
OG0003372	LOC120775928|XP_039962268.1|BTRY	LOC6031555|XP_001842339.2|CQUI
OG0003373	LOC120778289|XP_039966012.1|BTRY	LOC119765016|XP_038105409.1|CQUI, LOC6045520|XP_038105391.1|CQUI
OG0003374	LOC120775464|XP_039961585.1|BTRY	LOC6054476|XP_038116887.1|CQUI
OG0003375	LOC120778371|XP_039966095.1|BTRY	LOC6048537|XP_038109538.1|CQUI
OG0003376	LOC120782232|XP_039970333.1|BTRY	LOC6034735|XP_001845015.1|CQUI
OG0003377	LOC120766548|XP_039948062.1|BTRY	LOC6034732|XP_038122880.1|CQUI
OG0003378	LOC120766627|XP_039948176.1|BTRY	LOC6034804|XP_001845076.1|CQUI
OG0003379	LOC120768510|XP_039951174.1|BTRY	LOC6034805|XP_001845077.1|CQUI
OG0003380	LOC120770364|XP_039953752.1|BTRY	LOC6046476|XP_038114759.1|CQUI
OG0003381	LOC120766950|XP_039948664.1|BTRY	LOC6046475|XP_001863666.1|CQUI
OG0003382	LOC120766948|XP_039948648.1|BTRY	LOC6046480|XP_038105361.1|CQUI
OG0003383	LOC120782631|XP_039970933.1|BTRY	LOC6046770|XP_001863920.2|CQUI
OG0003384	LOC120768009|XP_039950370.1|BTRY	LOC6050615|XP_001867190.1|CQUI
OG0003385	LOC120766877|XP_039948541.1|BTRY	LOC6052084|XP_001868410.2|CQUI
OG0003386	LOC120780429|XP_039968643.1|BTRY	LOC6036776|XP_001846772.1|CQUI
OG0003387	LOC120782208|XP_039970296.1|BTRY	LOC6036775|XP_001846771.2|CQUI
OG0003388	LOC120773977|XP_039959159.1|BTRY	LOC6036772|XP_001846764.2|CQUI
OG0003389	LOC120771058|XP_039954798.1|BTRY, LOC120772770|XP_039957478.1|BTRY	LOC6036491|XP_001846540.1|CQUI
OG0003390	LOC120777826|XP_039965301.1|BTRY	LOC6036520|XP_001846565.2|CQUI
OG0003392	LOC120766564|XP_039948088.1|BTRY	LOC6051534|XP_001867966.2|CQUI
OG0003393	LOC120771643|XP_039955693.1|BTRY	LOC6042026|XP_038115967.1|CQUI
OG0003394	LOC120782663|XP_039970973.1|BTRY	LOC6035630|XP_038104045.1|CQUI
OG0003395	LOC120766221|XP_039947530.1|BTRY	LOC6035642|XP_038105204.1|CQUI
OG0003396	LOC120772341|XP_039956834.1|BTRY	LOC6035649|XP_038104108.1|CQUI
OG0003397	LOC120766715|XP_039948294.1|BTRY	LOC6035212|XP_001845441.2|CQUI
OG0003398	LOC120782398|XP_039970577.1|BTRY	LOC6035226|XP_001845455.1|CQUI
OG0003399	LOC120780602|XP_039968792.1|BTRY	LOC6035229|XP_001845456.2|CQUI
OG0003400	LOC120780692|XP_039968890.1|BTRY, LOC120780046|XP_039968253.1|BTRY	LOC6048394|XP_038105553.1|CQUI
OG0003401	LOC120782628|XP_039970930.1|BTRY	LOC6044798|XP_038105600.1|CQUI
OG0003402	LOC120766547|XP_039948061.1|BTRY	LOC119769471|XP_038117965.1|CQUI
OG0003403	LOC120770576|XP_039954090.1|BTRY	LOC6044611|XP_038123033.1|CQUI
OG0003404	LOC120779768|XP_039968085.1|BTRY	LOC6044619|XP_038104451.1|CQUI
OG0003405	LOC120771389|XP_039955290.1|BTRY	LOC6035352|XP_001845563.2|CQUI
OG0003406	LOC120782039|XP_039970131.1|BTRY	LOC6035347|XP_001845558.1|CQUI
OG0003407	LOC120779409|XP_039967543.1|BTRY	LOC6035346|XP_001845557.1|CQUI
OG0003408	LOC120772009|XP_039956308.1|BTRY	LOC6035353|XP_038104381.1|CQUI
OG0003409	LOC120770866|XP_039954423.1|BTRY	LOC6050608|XP_038104382.1|CQUI
OG0003410	LOC120782745|XP_039971121.1|BTRY	LOC6044846|XP_001862291.1|CQUI
OG0003411	LOC120778149|XP_039965810.1|BTRY	LOC6041723|XP_001850945.2|CQUI
OG0003412	LOC120776539|XP_039963215.1|BTRY	LOC6041727|XP_038122908.1|CQUI
OG0003413	LOC120766574|XP_039948101.1|BTRY	LOC6031535|XP_001842320.2|CQUI
OG0003414	LOC120776643|XP_039963410.1|BTRY	LOC6035568|XP_038104587.1|CQUI
OG0003415	LOC120774768|XP_039960462.1|BTRY	LOC6035559|XP_038122913.1|CQUI
OG0003416	LOC120782571|XP_039970843.1|BTRY	LOC6035553|XP_001845711.2|CQUI
OG0003417	LOC120781341|XP_039969479.1|BTRY	LOC6035549|XP_001845707.2|CQUI
OG0003418	LOC120772704|XP_039957386.1|BTRY	LOC6034923|XP_001845188.1|CQUI
OG0003419	LOC120782341|XP_039970507.1|BTRY	LOC6034928|XP_038112385.1|CQUI
OG0003420	LOC120771746|XP_039955855.1|BTRY	LOC6034929|XP_038113125.1|CQUI
OG0003421	LOC120776897|XP_039963899.1|BTRY	LOC6044857|XP_038118023.1|CQUI
OG0003422	LOC120771737|XP_039955845.1|BTRY	LOC6045192|XP_001862584.1|CQUI
OG0003423	LOC120770457|XP_039953884.1|BTRY	LOC6047844|XP_038104071.1|CQUI
OG0003424	LOC120767017|XP_039948782.1|BTRY	LOC6047847|XP_001864849.2|CQUI
OG0003425	LOC120769184|XP_039952005.1|BTRY	LOC6042446|XP_001851544.1|CQUI
OG0003426	LOC120770210|XP_039953402.1|BTRY	LOC6032577|XP_001843150.1|CQUI
OG0003427	LOC120769037|XP_039951819.1|BTRY	LOC6040871|XP_001850206.2|CQUI
OG0003428	LOC120778446|XP_039966170.1|BTRY, LOC120778402|XP_039966120.1|BTRY	LOC6032685|XP_001843245.2|CQUI
OG0003429	LOC120771103|XP_039954879.1|BTRY	LOC6032661|XP_001843228.2|CQUI
OG0003430	LOC120779723|XP_039968026.1|BTRY	LOC6031627|XP_038112717.1|CQUI
OG0003431	LOC120766684|XP_039948259.1|BTRY	LOC6039171|XP_001848826.2|CQUI
OG0003432	LOC120782402|XP_039970582.1|BTRY	LOC6047464|XP_038111896.1|CQUI
OG0003435	LOC120767023|XP_039948796.1|BTRY	LOC6032653|XP_038104224.1|CQUI
OG0003436	LOC120766903|XP_039948588.1|BTRY	LOC6036780|XP_001846776.1|CQUI
OG0003437	LOC120766900|XP_039948584.1|BTRY	LOC6036779|XP_038107371.1|CQUI
OG0003438	LOC120766902|XP_039948587.1|BTRY	LOC6046594|XP_001863768.1|CQUI
OG0003439	LOC120776852|XP_039963829.1|BTRY	LOC6042429|XP_001851546.1|CQUI
OG0003440	LOC120766250|XP_039947567.1|BTRY	LOC6039090|XP_038105902.1|CQUI
OG0003441	LOC120769070|XP_039951861.1|BTRY	LOC6046303|XP_001863513.1|CQUI
OG0003442	LOC120779049|XP_039967121.1|BTRY	LOC6046296|XP_001863521.2|CQUI
OG0003443	LOC120778898|XP_039966880.1|BTRY	LOC6047924|XP_001864911.1|CQUI
OG0003444	LOC120778644|XP_039966483.1|BTRY	LOC6031536|XP_001842321.2|CQUI
OG0003445	LOC120775723|XP_039961970.1|BTRY, LOC120773533|XP_039958423.1|BTRY, LOC120773521|XP_039958412.1|BTRY	LOC6031549|XP_038105160.1|CQUI
OG0003446	LOC120773906|XP_039959022.1|BTRY	LOC6031557|XP_038116993.1|CQUI
OG0003447	LOC120779751|XP_039968068.1|BTRY	LOC6031562|XP_038117031.1|CQUI
OG0003448	LOC120769919|XP_039952971.1|BTRY	LOC6048416|XP_001865339.2|CQUI
OG0003449	LOC120780395|XP_039968617.1|BTRY	LOC6037396|XP_001847313.1|CQUI
OG0003450	LOC120771276|XP_039955138.1|BTRY	LOC6039926|XP_038104260.1|CQUI
OG0003451	LOC120782177|XP_039970251.1|BTRY	LOC6039936|XP_038111380.1|CQUI
OG0003452	LOC120779174|XP_039967347.1|BTRY	LOC6039937|XP_001849434.2|CQUI
OG0003453	LOC120774209|XP_039959597.1|BTRY	LOC6046528|XP_001863707.1|CQUI
OG0003454	LOC120767224|XP_039948984.1|BTRY	LOC6046531|XP_001863706.1|CQUI
OG0003455	LOC120782193|XP_039970271.1|BTRY	LOC6046526|XP_038104772.1|CQUI
OG0003456	LOC120770389|XP_039953749.1|BTRY	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI
OG0003457	LOC120780416|XP_039968632.1|BTRY	LOC6035528|XP_001845693.1|CQUI
OG0003458	LOC120766517|XP_039948016.1|BTRY, LOC120782281|XP_039970417.1|BTRY	LOC6039674|XP_038122724.1|CQUI
OG0003459	LOC120782421|XP_039970606.1|BTRY	LOC6034951|XP_001845210.1|CQUI
OG0003460	LOC120770383|XP_039953742.1|BTRY	LOC6034933|XP_038122514.1|CQUI
OG0003461	LOC120774378|XP_039959913.1|BTRY	LOC6037413|XP_038105277.1|CQUI
OG0003462	LOC120775643|XP_039961832.1|BTRY	LOC6037339|XP_038104753.1|CQUI
OG0003463	LOC120773658|XP_039958608.1|BTRY	LOC6039202|XP_038104646.1|CQUI
OG0003464	LOC120782583|XP_039970865.1|BTRY	LOC6039615|XP_038106187.1|CQUI
OG0003465	LOC120780485|XP_039968692.1|BTRY	LOC6039608|XP_001849182.1|CQUI
OG0003466	LOC120780949|XP_039969113.1|BTRY	LOC6038055|XP_001847899.1|CQUI
OG0003467	LOC120770429|XP_039953829.1|BTRY	LOC6040680|XP_038105387.1|CQUI
OG0003468	LOC120766408|XP_039947793.1|BTRY	LOC6040674|XP_001850035.2|CQUI
OG0003469	LOC120766713|XP_039948295.1|BTRY	LOC6035344|XP_001845555.1|CQUI
OG0003470	LOC120781556|XP_039969722.1|BTRY	LOC6031670|XP_038104846.1|CQUI
OG0003471	LOC120768647|XP_039951350.1|BTRY	LOC6031663|XP_001842409.2|CQUI
OG0003472	LOC120769668|XP_039952719.1|BTRY	LOC6034382|XP_038113315.1|CQUI
OG0003473	LOC120768457|XP_039951092.1|BTRY	LOC6035377|XP_038104133.1|CQUI
OG0003474	LOC120774457|XP_039960047.1|BTRY	LOC6035079|XP_038112442.1|CQUI
OG0003475	LOC120782269|XP_039970450.1|BTRY	LOC6035069|XP_038122846.1|CQUI
OG0003477	LOC120782850|XP_039971311.1|BTRY	LOC6047059|XP_038115904.1|CQUI
OG0003478	LOC120777381|XP_039964610.1|BTRY	LOC6047694|XP_038115039.1|CQUI
OG0003479	LOC120772507|XP_039957089.1|BTRY	LOC6035543|XP_001845701.1|CQUI
OG0003480	LOC120771561|XP_039955561.1|BTRY	LOC6042433|XP_001851551.1|CQUI
OG0003481	LOC120782184|XP_039970260.1|BTRY	LOC6042434|XP_001851552.2|CQUI
OG0003482	LOC120779642|XP_039967930.1|BTRY	LOC6042437|XP_038114985.1|CQUI
OG0003483	LOC120780277|XP_039968514.1|BTRY	LOC6039076|XP_001848749.1|CQUI
OG0003484	LOC120782621|XP_039970922.1|BTRY	LOC6049256|XP_001866047.1|CQUI
