Orthogroup	BTRY.longest_only	DEUG.longest_only
OG0004508	LOC120777254|XP_039964388.1|BTRY	LOC108113622|XP_017079773.1|DEUG
OG0004509	LOC120774789|XP_039960504.1|BTRY	LOC108114444|XP_017080929.1|DEUG
OG0004510	LOC120774139|XP_039959459.1|BTRY	LOC108103893|XP_017065123.1|DEUG
OG0004511	LOC120774841|XP_039960595.1|BTRY	LOC108113738|XP_017079915.1|DEUG
OG0004512	LOC120779422|XP_039967553.1|BTRY	LOC108102341|XP_017062666.1|DEUG
OG0004513	LOC120779445|XP_039967627.1|BTRY	LOC108102364|XP_017062759.1|DEUG
OG0004514	LOC120779595|XP_039967872.1|BTRY	LOC108102355|XP_017062733.1|DEUG
OG0004515	LOC120774301|XP_039959758.1|BTRY	LOC108102923|XP_017063666.1|DEUG
OG0004516	LOC120774394|XP_039959945.1|BTRY	LOC108103878|XP_017065095.1|DEUG
OG0004517	LOC120773467|XP_039958306.1|BTRY	LOC108111856|XP_017076955.1|DEUG
OG0004518	LOC120775970|XP_039962319.1|BTRY	LOC108115212|XP_017082042.1|DEUG
OG0004519	LOC120774385|XP_039959933.1|BTRY	LOC108116038|XP_017083224.1|DEUG
OG0004520	LOC120776201|XP_039962768.1|BTRY	LOC108115213|XP_017082046.1|DEUG
OG0004521	LOC120775297|XP_039961347.1|BTRY	LOC108110351|XP_017074876.1|DEUG
OG0004522	LOC120775675|XP_039961899.1|BTRY	LOC108117631|XP_017085648.1|DEUG
OG0004523	LOC120782625|XP_039970927.1|BTRY	LOC108109041|XP_017072831.1|DEUG
OG0004524	LOC120773631|XP_039958572.1|BTRY	LOC108103674|XP_017064723.1|DEUG
OG0004525	LOC120775196|XP_039961191.1|BTRY	LOC108118344|XP_017086476.1|DEUG
OG0004526	LOC120774458|XP_039960043.1|BTRY	LOC108110290|XP_017074775.1|DEUG
OG0004527	LOC120775667|XP_039961870.1|BTRY	LOC108103345|XP_017064272.1|DEUG
OG0004528	LOC120774447|XP_039960030.1|BTRY, LOC120774449|XP_039960031.1|BTRY	LOC108109679|XP_017073761.1|DEUG
OG0004529	LOC120775172|XP_039961157.1|BTRY	LOC108103338|XP_017064262.1|DEUG
OG0004530	LOC120775544|XP_039961703.1|BTRY	LOC108103865|XP_017065066.1|DEUG
OG0004531	LOC120769017|XP_039951831.1|BTRY	LOC108115717|XP_017082778.1|DEUG
OG0004532	LOC120774158|XP_039959502.1|BTRY	LOC108110073|XP_017074443.1|DEUG
OG0004533	LOC120775931|XP_039962272.1|BTRY	LOC108103901|XP_017065133.1|DEUG
OG0004534	LOC120774966|XP_039960789.1|BTRY, LOC120774856|XP_039960612.1|BTRY	LOC108113223|XP_017079250.1|DEUG
OG0004535	LOC120776408|XP_039962966.1|BTRY	LOC108114130|XP_017080392.1|DEUG
OG0004536	LOC120773705|XP_039958673.1|BTRY	LOC108109673|XP_017073745.1|DEUG
OG0004537	LOC120775647|XP_039961836.1|BTRY	LOC108103680|XP_017064747.1|DEUG
OG0004538	LOC120770950|XP_039954596.1|BTRY	LOC108109152|XP_017073055.1|DEUG
OG0004539	LOC120766949|XP_039948667.1|BTRY	LOC108117135|XP_017084879.1|DEUG
OG0004540	LOC120775097|XP_039961038.1|BTRY	LOC108110145|XP_017074548.1|DEUG
OG0004541	LOC120772806|XP_039957524.1|BTRY	LOC108112663|XP_017078286.1|DEUG
OG0004542	LOC120775109|XP_039961060.1|BTRY, LOC120775047|XP_039960957.1|BTRY	LOC108103126|XP_017063983.1|DEUG
OG0004543	LOC120778250|XP_039965949.1|BTRY	LOC108104425|XP_017065969.1|DEUG
OG0004544	LOC120774745|XP_039960435.1|BTRY	LOC108105514|XP_017067627.1|DEUG
OG0004545	LOC120782298|XP_039970438.1|BTRY	LOC108115693|XP_017082751.1|DEUG
OG0004546	LOC120770566|XP_039954078.1|BTRY	LOC108111945|XP_017077114.1|DEUG
OG0004547	LOC120775224|XP_039961225.1|BTRY	LOC108104405|XP_017065941.1|DEUG
OG0004548	LOC120773883|XP_039958987.1|BTRY	LOC108103770|XP_017064884.1|DEUG
OG0004549	LOC120773754|XP_039958754.1|BTRY	LOC108105483|XP_017067589.1|DEUG
OG0004550	LOC120768589|XP_039951283.1|BTRY	LOC108117436|XP_017085343.1|DEUG
OG0004551	LOC120774355|XP_039959874.1|BTRY	LOC108109091|XP_017072955.1|DEUG
OG0004552	LOC120774120|XP_039959424.1|BTRY	LOC108117166|XP_017084934.1|DEUG
OG0004553	LOC120776595|XP_039963302.1|BTRY	LOC108109852|XP_017074102.1|DEUG
OG0004554	LOC120774429|XP_039959997.1|BTRY	LOC108103354|XP_017064288.1|DEUG
OG0004555	LOC120775012|XP_039960886.1|BTRY	LOC108103327|XP_017064249.1|DEUG
OG0004556	LOC120775059|XP_039960974.1|BTRY	LOC108106042|XP_017068383.1|DEUG
OG0004557	LOC120775261|XP_039961276.1|BTRY, LOC120774591|XP_039960256.1|BTRY	LOC108110389|XP_017074924.1|DEUG
OG0004558	LOC120781963|XP_039970067.1|BTRY	LOC108102401|XP_017062836.1|DEUG
OG0004559	LOC120782528|XP_039970773.1|BTRY	LOC108116703|XP_017084209.1|DEUG
OG0004560	LOC120780307|XP_039968532.1|BTRY	LOC108114871|XP_017081518.1|DEUG
OG0004561	LOC120781283|XP_039969417.1|BTRY	LOC108105229|XP_017067185.1|DEUG
OG0004562	LOC120766461|XP_039947924.1|BTRY	LOC108115732|XP_017082794.1|DEUG
OG0004563	LOC120782883|XP_039971366.1|BTRY	LOC108105558|XP_017067688.1|DEUG
OG0004564	LOC120782782|XP_039971184.1|BTRY	LOC108117032|XP_017084690.1|DEUG
OG0004565	LOC120772017|XP_039956320.1|BTRY	LOC108116164|XP_017083388.1|DEUG
OG0004566	LOC120774918|XP_039960728.1|BTRY	LOC108110123|XP_017074518.1|DEUG
OG0004567	LOC120774554|XP_039960219.1|BTRY	LOC108103455|XP_017064436.1|DEUG
OG0004568	LOC120775277|XP_039961307.1|BTRY	LOC108102456|XP_017062952.1|DEUG
OG0004569	LOC120777108|XP_039964186.1|BTRY	LOC108114994|XP_017081720.1|DEUG
OG0004570	LOC120770519|XP_039953994.1|BTRY	LOC108112837|XP_017078633.1|DEUG
OG0004571	LOC120775139|XP_039961103.1|BTRY	LOC108109969|XP_017074275.1|DEUG
OG0004572	LOC120775322|XP_039961396.1|BTRY	LOC108102679|XP_017063309.1|DEUG
OG0004573	LOC120772558|XP_039957181.1|BTRY	LOC108116937|XP_017084572.1|DEUG
OG0004574	LOC120774560|XP_039960227.1|BTRY	LOC108103215|XP_017064099.1|DEUG
OG0004575	LOC120773458|XP_039958286.1|BTRY	LOC108103210|XP_017064089.1|DEUG
OG0004576	LOC120777848|XP_039965321.1|BTRY	LOC108109532|XP_017073585.1|DEUG
OG0004577	LOC120774868|XP_039960638.1|BTRY	LOC108116932|XP_017084566.1|DEUG
OG0004578	LOC120776123|XP_039962585.1|BTRY	LOC108111872|XP_017076985.1|DEUG
OG0004579	LOC120767341|XP_039949225.1|BTRY	LOC108110721|XP_017075382.1|DEUG
OG0004580	LOC120769292|XP_039952156.1|BTRY	LOC108116975|XP_017084624.1|DEUG
OG0004581	LOC120771039|XP_039954773.1|BTRY	LOC108105597|XP_017067760.1|DEUG
OG0004582	LOC120766280|XP_039947616.1|BTRY	LOC108113505|XP_017079583.1|DEUG
OG0004583	LOC120773619|XP_039958555.1|BTRY	LOC108103180|XP_017064056.1|DEUG
OG0004584	LOC120774299|XP_039959755.1|BTRY	LOC108106260|XP_017068714.1|DEUG
OG0004585	LOC120781311|XP_039969445.1|BTRY	LOC108111425|XP_017076373.1|DEUG
OG0004586	LOC120773863|XP_039958953.1|BTRY	LOC108110332|XP_017074851.1|DEUG
OG0004587	LOC120776164|XP_039962708.1|BTRY	LOC108108999|XP_017072758.1|DEUG, LOC108104207|XP_017065640.1|DEUG
OG0004588	LOC120782543|XP_039970808.1|BTRY	LOC108109073|XP_017072926.1|DEUG
OG0004589	LOC120775414|XP_039961516.1|BTRY	LOC108112579|XP_017078092.1|DEUG
OG0004590	LOC120766583|XP_039948113.1|BTRY	LOC108111387|XP_017076310.1|DEUG
OG0004591	LOC120773644|XP_039958589.1|BTRY	LOC108111411|XP_017076355.1|DEUG
OG0004592	LOC120775596|XP_039961769.1|BTRY	LOC108102959|XP_017063740.1|DEUG
OG0004593	LOC120775386|XP_039961481.1|BTRY	LOC108102950|XP_017063717.1|DEUG
OG0004594	LOC120775552|XP_039961713.1|BTRY	LOC108118070|XP_017086100.1|DEUG
OG0004595	LOC120775471|XP_039961600.1|BTRY	LOC108110107|XP_017074491.1|DEUG
OG0004596	LOC120776190|XP_039962749.1|BTRY	LOC108105494|XP_017067601.1|DEUG
OG0004597	LOC120774245|XP_039959644.1|BTRY	LOC108117303|XP_017085155.1|DEUG
OG0004598	LOC120777750|XP_039965179.1|BTRY	LOC108114222|XP_017080564.1|DEUG
OG0004599	LOC120778510|XP_039966275.1|BTRY	LOC108111086|XP_017075911.1|DEUG
OG0004600	LOC120774042|XP_039959276.1|BTRY	LOC108109984|XP_017074304.1|DEUG
OG0004601	LOC120775395|XP_039961489.1|BTRY	LOC108104344|XP_017065827.1|DEUG
OG0004602	LOC120774443|XP_039960018.1|BTRY	LOC108109692|XP_017073791.1|DEUG
OG0004603	LOC120774541|XP_039960202.1|BTRY	LOC108111206|XP_017076093.1|DEUG
OG0004604	LOC120774422|XP_039959985.1|BTRY	LOC108103127|XP_017063984.1|DEUG
OG0004605	LOC120775939|XP_039962280.1|BTRY	LOC108103100|XP_017063954.1|DEUG
OG0004606	LOC120771834|XP_039956012.1|BTRY	LOC108117100|XP_017084800.1|DEUG
OG0004607	LOC120774984|XP_039960824.1|BTRY	LOC108118297|XP_017086398.1|DEUG
OG0004608	LOC120775886|XP_039962197.1|BTRY	LOC108103873|XP_017065084.1|DEUG
OG0004609	LOC120774282|XP_039959708.1|BTRY, LOC120774280|XP_039959706.1|BTRY	LOC108103007|XP_017063816.1|DEUG
OG0004610	LOC120782654|XP_039970974.1|BTRY	LOC108111327|XP_017076226.1|DEUG
OG0004611	LOC120770833|XP_039954360.1|BTRY	LOC108111428|XP_017076377.1|DEUG
OG0004612	LOC120766263|XP_039947584.1|BTRY	LOC108111444|XP_017076402.1|DEUG, LOC108111426|XP_017076414.1|DEUG
OG0004613	LOC120782354|XP_039970523.1|BTRY	LOC108105600|XP_017067764.1|DEUG
OG0004614	LOC120773928|XP_039959059.1|BTRY	LOC108118352|XP_017086487.1|DEUG
OG0004615	LOC120775215|XP_039961214.1|BTRY	LOC108118295|XP_017086394.1|DEUG
OG0004616	LOC120774395|XP_039959947.1|BTRY	LOC108103192|XP_017064069.1|DEUG
OG0004617	LOC120767967|XP_039950305.1|BTRY	LOC108115492|XP_017082465.1|DEUG
OG0004618	LOC120771173|XP_039954998.1|BTRY	LOC108115619|XP_017082653.1|DEUG
OG0004619	LOC120781350|XP_039969487.1|BTRY	LOC108109553|XP_017073613.1|DEUG
OG0004620	LOC120778466|XP_039966212.1|BTRY	LOC108117215|XP_017085029.1|DEUG
OG0004621	LOC120778279|XP_039966003.1|BTRY	LOC108116492|XP_017083915.1|DEUG
OG0004622	LOC120768917|XP_039951629.1|BTRY	LOC108116952|XP_017084594.1|DEUG
OG0004623	LOC120782722|XP_039971080.1|BTRY	LOC108111376|XP_017076297.1|DEUG
OG0004624	LOC120775382|XP_039961476.1|BTRY	LOC108115328|XP_017082226.1|DEUG
OG0004625	LOC120776196|XP_039962756.1|BTRY	LOC108110044|XP_017074397.1|DEUG
OG0004626	LOC120776118|XP_039962563.1|BTRY	LOC108105452|XP_017067529.1|DEUG
OG0004627	LOC120778937|XP_039966918.1|BTRY	LOC108107907|XP_017071201.1|DEUG
OG0004628	LOC120774283|XP_039959709.1|BTRY	LOC108102462|XP_017062960.1|DEUG
OG0004629	LOC120772294|XP_039956740.1|BTRY	LOC108109241|XP_017073210.1|DEUG
OG0004630	LOC120772741|XP_039957439.1|BTRY	LOC108111427|XP_017076375.1|DEUG
OG0004631	LOC120767092|XP_039948905.1|BTRY	LOC108116911|XP_017084525.1|DEUG, LOC108116912|XP_017084526.1|DEUG
OG0004632	LOC120768696|XP_039951424.1|BTRY	LOC108116910|XP_017084523.1|DEUG
OG0004633	LOC120766438|XP_039947881.1|BTRY	LOC108111415|XP_017076361.1|DEUG
OG0004634	LOC120782886|XP_039971369.1|BTRY, LOC120766325|XP_039947683.1|BTRY	LOC108116062|XP_017083262.1|DEUG
OG0004635	LOC120775319|XP_039961390.1|BTRY	LOC108103143|XP_017064003.1|DEUG
OG0004636	LOC120773663|XP_039958614.1|BTRY	LOC108106039|XP_017068378.1|DEUG
OG0004637	LOC120773969|XP_039959140.1|BTRY	LOC108105478|XP_017067579.1|DEUG
OG0004638	LOC120773836|XP_039958892.1|BTRY	LOC108103558|XP_017064574.1|DEUG
OG0004639	LOC120782419|XP_039970604.1|BTRY	LOC108115768|XP_017082826.1|DEUG
OG0004640	LOC120767992|XP_039950388.1|BTRY	LOC108115887|XP_017083019.1|DEUG
OG0004641	LOC120774083|XP_039959345.1|BTRY	LOC108103815|XP_017064991.1|DEUG
OG0004642	LOC120773823|XP_039958867.1|BTRY	LOC108105479|XP_017067584.1|DEUG
OG0004643	LOC120781372|XP_039969513.1|BTRY	LOC108109585|XP_017073651.1|DEUG
OG0004644	LOC120775137|XP_039961102.1|BTRY	LOC108103760|XP_017064867.1|DEUG
OG0004645	LOC120775836|XP_039962134.1|BTRY	LOC108111102|XP_017075933.1|DEUG
OG0004646	LOC120776090|XP_039962505.1|BTRY	LOC108104234|XP_017065674.1|DEUG
OG0004647	LOC120776009|XP_039962382.1|BTRY	LOC108110096|XP_017074480.1|DEUG
OG0004648	LOC120775262|XP_039961280.1|BTRY	LOC108109962|XP_017074267.1|DEUG
OG0004649	LOC120775298|XP_039961350.1|BTRY	LOC108110030|XP_017074364.1|DEUG
OG0004650	LOC120774471|XP_039960061.1|BTRY	LOC108111388|XP_017076314.1|DEUG
OG0004651	LOC120766452|XP_039947907.1|BTRY	LOC108106361|XP_017068874.1|DEUG
OG0004652	LOC120766594|XP_039948131.1|BTRY	LOC108116023|XP_017083199.1|DEUG
OG0004653	LOC120779178|XP_039967354.1|BTRY	LOC108108792|XP_017072456.1|DEUG
OG0004654	LOC120769513|XP_039952484.1|BTRY	LOC108111024|XP_017075833.1|DEUG
OG0004655	LOC120766502|XP_039947991.1|BTRY	LOC108116630|XP_017084098.1|DEUG
OG0004656	LOC120774082|XP_039959344.1|BTRY	LOC108109947|XP_017074241.1|DEUG
OG0004657	LOC120766332|XP_039947692.1|BTRY	LOC108110173|XP_017074585.1|DEUG
OG0004658	LOC120782522|XP_039970765.1|BTRY	LOC108117483|XP_017085444.1|DEUG
OG0004659	LOC120766395|XP_039947775.1|BTRY	LOC108108841|XP_017072538.1|DEUG
OG0004660	LOC120766338|XP_039947697.1|BTRY	LOC108115691|XP_017082749.1|DEUG
OG0004661	LOC120782057|XP_039970150.1|BTRY	LOC108107458|XP_017070527.1|DEUG
OG0004662	LOC120773989|XP_039959186.1|BTRY	LOC108111511|XP_017076515.1|DEUG
OG0004663	LOC120774780|XP_039960487.1|BTRY	LOC108103291|XP_017064193.1|DEUG
OG0004664	LOC120774287|XP_039959714.1|BTRY	LOC108103288|XP_017064188.1|DEUG
OG0004665	LOC120775280|XP_039961313.1|BTRY	LOC108110392|XP_017074936.1|DEUG
OG0004666	LOC120782229|XP_039970329.1|BTRY	LOC108110080|XP_017074462.1|DEUG
OG0004667	LOC120766446|XP_039947888.1|BTRY	LOC108110350|XP_017074879.1|DEUG
OG0004668	LOC120775007|XP_039960874.1|BTRY	LOC108110041|XP_017074389.1|DEUG
OG0004669	LOC120767469|XP_039949493.1|BTRY	LOC108107072|XP_017069930.1|DEUG
OG0004670	LOC120771853|XP_039956033.1|BTRY	LOC108113624|XP_017079775.1|DEUG
OG0004671	LOC120781501|XP_039969661.1|BTRY	LOC108111761|XP_017076811.1|DEUG
OG0004672	LOC120766922|XP_039948601.1|BTRY	LOC108105224|XP_017067176.1|DEUG
OG0004673	LOC120774969|XP_039960796.1|BTRY	LOC108109383|XP_017073366.1|DEUG
OG0004674	LOC120766952|XP_039948670.1|BTRY	LOC108115805|XP_017082883.1|DEUG
OG0004675	LOC120766951|XP_039948665.1|BTRY	LOC108115803|XP_017082877.1|DEUG
OG0004676	LOC120766365|XP_039947728.1|BTRY	LOC108115344|XP_017082255.1|DEUG
OG0004677	LOC120773848|XP_039958923.1|BTRY	LOC108116619|XP_017084082.1|DEUG
OG0004678	LOC120778184|XP_039965859.1|BTRY	LOC108116617|XP_017084079.1|DEUG
OG0004679	LOC120766968|XP_039948692.1|BTRY	LOC108117105|XP_017084810.1|DEUG
OG0004680	LOC120767575|XP_039949653.1|BTRY	LOC108111603|XP_017076616.1|DEUG
OG0004681	LOC120772810|XP_039957537.1|BTRY	LOC108109539|XP_017073593.1|DEUG
OG0004682	LOC120767994|XP_039950345.1|BTRY	LOC108102622|XP_017063220.1|DEUG
OG0004683	LOC120777148|XP_039964230.1|BTRY	LOC108116956|XP_017084600.1|DEUG
OG0004684	LOC120766282|XP_039947617.1|BTRY	LOC108110128|XP_017074526.1|DEUG
OG0004685	LOC120766514|XP_039948010.1|BTRY	LOC108116043|XP_017083228.1|DEUG
OG0004686	LOC120774585|XP_039960253.1|BTRY	LOC108108342|XP_017071867.1|DEUG
OG0004687	LOC120781424|XP_039969581.1|BTRY	LOC108116099|XP_017083309.1|DEUG
OG0004688	LOC120766790|XP_039948422.1|BTRY	LOC108116356|XP_017083669.1|DEUG
OG0004689	LOC120782484|XP_039970721.1|BTRY	LOC108116660|XP_017084140.1|DEUG
OG0004690	LOC120770502|XP_039954004.1|BTRY	LOC108116137|XP_017083353.1|DEUG
OG0004691	LOC120776843|XP_039963806.1|BTRY	LOC108115985|XP_017083133.1|DEUG
OG0004692	LOC120766975|XP_039948700.1|BTRY	LOC108116616|XP_017084074.1|DEUG
OG0004693	LOC120775761|XP_039962031.1|BTRY	LOC108116615|XP_017084072.1|DEUG
OG0004694	LOC120777464|XP_039964722.1|BTRY	LOC108113788|XP_017079985.1|DEUG
OG0004695	LOC120766906|XP_039948591.1|BTRY	LOC108115797|XP_017082867.1|DEUG
OG0004696	LOC120767325|XP_039949199.1|BTRY	LOC108110158|XP_017074569.1|DEUG
OG0004697	LOC120775049|XP_039960960.1|BTRY	LOC108103959|XP_017065217.1|DEUG
OG0004698	LOC120775734|XP_039961986.1|BTRY	LOC108103483|XP_017064477.1|DEUG
OG0004699	LOC120766478|XP_039947954.1|BTRY	LOC108116503|XP_017083927.1|DEUG
OG0004700	LOC120780766|XP_039968954.1|BTRY	LOC108114997|XP_017081722.1|DEUG
OG0004701	LOC120782180|XP_039970253.1|BTRY	LOC108110240|XP_017074717.1|DEUG
OG0004702	LOC120766590|XP_039948127.1|BTRY	LOC108116643|XP_017084114.1|DEUG
OG0004703	LOC120782335|XP_039970498.1|BTRY	LOC108116718|XP_017084228.1|DEUG
OG0004704	LOC120773471|XP_039958324.1|BTRY	LOC108117517|XP_017085502.1|DEUG
OG0004705	LOC120782764|XP_039971164.1|BTRY	LOC108110210|XP_017074678.1|DEUG
OG0004706	LOC120776650|XP_039963422.1|BTRY	LOC108109848|XP_017074092.1|DEUG
OG0004707	LOC120774719|XP_039960407.1|BTRY	LOC108107063|XP_017069918.1|DEUG
OG0004708	LOC120782815|XP_039971240.1|BTRY	LOC108115173|XP_017081981.1|DEUG
OG0004709	LOC120782826|XP_039971279.1|BTRY	LOC108109466|XP_017073476.1|DEUG
OG0004710	LOC120774557|XP_039960228.1|BTRY	LOC108111673|XP_017076696.1|DEUG
OG0004711	LOC120766247|XP_039947562.1|BTRY	LOC108115834|XP_017082917.1|DEUG
OG0004712	LOC120782028|XP_039970123.1|BTRY	LOC108116890|XP_017084480.1|DEUG
OG0004713	LOC120766307|XP_039947662.1|BTRY	LOC108116666|XP_017084149.1|DEUG
OG0004714	LOC120780669|XP_039968872.1|BTRY	LOC108116589|XP_017084022.1|DEUG
OG0004715	LOC120768328|XP_039950902.1|BTRY	LOC108105892|XP_017068162.1|DEUG
OG0004716	LOC120769237|XP_039952074.1|BTRY	LOC108116639|XP_017084108.1|DEUG
OG0004717	LOC120774382|XP_039959926.1|BTRY	LOC108109686|XP_017073773.1|DEUG
OG0004718	LOC120769447|XP_039952371.1|BTRY	LOC108110722|XP_017075395.1|DEUG
OG0004719	LOC120768434|XP_039951054.1|BTRY	LOC108113503|XP_017079579.1|DEUG
OG0004720	LOC120775934|XP_039962278.1|BTRY	LOC108116600|XP_017084045.1|DEUG
OG0004721	LOC120777159|XP_039964647.1|BTRY	LOC108115994|XP_017083153.1|DEUG
OG0004722	LOC120774290|XP_039959734.1|BTRY	LOC108116089|XP_017083296.1|DEUG
OG0004723	LOC120774247|XP_039959646.1|BTRY	LOC108105076|XP_017066989.1|DEUG
OG0004724	LOC120766897|XP_039948580.1|BTRY	LOC108117178|XP_017084956.1|DEUG
OG0004725	LOC120766898|XP_039948581.1|BTRY	LOC108115833|XP_017082916.1|DEUG
OG0004726	LOC120766279|XP_039947615.1|BTRY	LOC108115792|XP_017082858.1|DEUG
OG0004727	LOC120766542|XP_039948053.1|BTRY	LOC108108578|XP_017072163.1|DEUG, LOC108116649|XP_017084128.1|DEUG
OG0004728	LOC120767085|XP_039948890.1|BTRY	LOC108111813|XP_017076905.1|DEUG
OG0004729	LOC120775770|XP_039962037.1|BTRY	LOC108102907|XP_017063619.1|DEUG
OG0004730	LOC120767661|XP_039949768.1|BTRY	LOC108107005|XP_017069835.1|DEUG
OG0004731	LOC120774510|XP_039960139.1|BTRY	LOC108117248|XP_017085083.1|DEUG
OG0004732	LOC120780744|XP_039968938.1|BTRY	LOC108108386|XP_017071924.1|DEUG
OG0004733	LOC120777334|XP_039964514.1|BTRY	LOC108117267|XP_017085111.1|DEUG
OG0004734	LOC120779453|XP_039967646.1|BTRY	LOC108114225|XP_017080612.1|DEUG, LOC108109563|XP_017073625.1|DEUG
OG0004735	LOC120766418|XP_039947815.1|BTRY	LOC108109373|XP_017073345.1|DEUG
OG0004736	LOC120767053|XP_039948840.1|BTRY	LOC108115991|XP_017083147.1|DEUG
OG0004737	LOC120775301|XP_039961362.1|BTRY	LOC108114937|XP_017081611.1|DEUG
OG0004738	LOC120779148|XP_039967300.1|BTRY	LOC108114987|XP_017081708.1|DEUG
OG0004739	LOC120781342|XP_039969480.1|BTRY	LOC108116637|XP_017084106.1|DEUG
OG0004740	LOC120782207|XP_039970295.1|BTRY	LOC108117557|XP_017085555.1|DEUG, LOC108104136|XP_017065559.1|DEUG
OG0004741	LOC120782821|XP_039971269.1|BTRY	LOC108117177|XP_017084950.1|DEUG
OG0004742	LOC120780088|XP_039968300.1|BTRY, LOC120780068|XP_039968277.1|BTRY	LOC108102314|XP_017062577.1|DEUG
OG0004743	LOC120766577|XP_039948104.1|BTRY	LOC108117118|XP_017084836.1|DEUG
OG0004744	LOC120782839|XP_039971299.1|BTRY	LOC108105173|XP_017067110.1|DEUG
OG0004745	LOC120775364|XP_039961464.1|BTRY	LOC108114977|XP_017081692.1|DEUG
OG0004746	LOC120769208|XP_039952038.1|BTRY	LOC108116346|XP_017083650.1|DEUG
OG0004747	LOC120769216|XP_039952048.1|BTRY	LOC108116350|XP_017083653.1|DEUG
OG0004748	LOC120772470|XP_039957046.1|BTRY	LOC108116345|XP_017083648.1|DEUG
OG0004749	LOC120778428|XP_039966147.1|BTRY	LOC108117162|XP_017084924.1|DEUG
OG0004750	LOC120766543|XP_039948054.1|BTRY	LOC108109556|XP_017073617.1|DEUG
OG0004751	LOC120769428|XP_039952347.1|BTRY	LOC108105620|XP_017067790.1|DEUG
OG0004752	LOC120782316|XP_039970466.1|BTRY	LOC108115782|XP_017082843.1|DEUG
OG0004753	LOC120780032|XP_039968248.1|BTRY	LOC108117522|XP_017085509.1|DEUG
OG0004754	LOC120768876|XP_039951567.1|BTRY	LOC108116053|XP_017083240.1|DEUG
OG0004755	LOC120773393|XP_039958177.1|BTRY	LOC108117174|XP_017084947.1|DEUG
OG0004756	LOC120773391|XP_039958163.1|BTRY	LOC108117172|XP_017084945.1|DEUG
OG0004757	LOC120766414|XP_039947800.1|BTRY	LOC108116864|XP_017084419.1|DEUG
OG0004758	LOC120776508|XP_039963149.1|BTRY	LOC108105289|XP_017067267.1|DEUG
OG0004759	LOC120782390|XP_039970566.1|BTRY	LOC108109508|XP_017073545.1|DEUG
OG0004760	LOC120766662|XP_039948230.1|BTRY	LOC108111685|XP_017076719.1|DEUG
OG0004761	LOC120780582|XP_039968776.1|BTRY	LOC108117138|XP_017084883.1|DEUG
OG0004762	LOC120780937|XP_039969100.1|BTRY, LOC120773068|XP_039957939.1|BTRY	LOC108106997|XP_017069826.1|DEUG
OG0004763	LOC120766735|XP_039948321.1|BTRY	LOC108116966|XP_017084610.1|DEUG
OG0004764	LOC120782550|XP_039970813.1|BTRY	LOC108111694|XP_017076731.1|DEUG
OG0004765	LOC120780837|XP_039969015.1|BTRY	LOC108117525|XP_017085512.1|DEUG
OG0004766	LOC120780308|XP_039968535.1|BTRY	LOC108117497|XP_017085464.1|DEUG
OG0004767	LOC120774604|XP_039960648.1|BTRY	LOC108114953|XP_017081627.1|DEUG
OG0004768	LOC120774368|XP_039959900.1|BTRY	LOC108114948|XP_017081622.1|DEUG
OG0004769	LOC120766842|XP_039948487.1|BTRY	LOC108115436|XP_017082361.1|DEUG
OG0004770	LOC120782716|XP_039971072.1|BTRY	LOC108105301|XP_017067284.1|DEUG
OG0004771	LOC120782567|XP_039970838.1|BTRY	LOC108111345|XP_017076264.1|DEUG
OG0004772	LOC120778484|XP_039966654.1|BTRY	LOC108109520|XP_017073563.1|DEUG
OG0004773	LOC120766357|XP_039947724.1|BTRY	LOC108110180|XP_017074593.1|DEUG
OG0004774	LOC120766367|XP_039947735.1|BTRY	LOC108110181|XP_017074594.1|DEUG
OG0004775	LOC120766571|XP_039948097.1|BTRY	LOC108117157|XP_017084910.1|DEUG
OG0004776	LOC120770515|XP_039953987.1|BTRY	LOC108112723|XP_017078450.1|DEUG
OG0004777	LOC120780454|XP_039968663.1|BTRY	LOC108118305|XP_017086403.1|DEUG
OG0004778	LOC120767877|XP_039950137.1|BTRY	LOC108105891|XP_017068161.1|DEUG
OG0004779	LOC120766385|XP_039947756.1|BTRY	LOC108116656|XP_017084136.1|DEUG
OG0004780	LOC120768286|XP_039950847.1|BTRY	LOC108110549|XP_017075128.1|DEUG
OG0004781	LOC120777363|XP_039964569.1|BTRY	LOC108111772|XP_017076826.1|DEUG
OG0004782	LOC120778557|XP_039966349.1|BTRY	LOC108116597|XP_017084038.1|DEUG
OG0004783	LOC120775914|XP_039962241.1|BTRY	LOC108102931|XP_017063680.1|DEUG
OG0004784	LOC120771552|XP_039955551.1|BTRY	LOC108113171|XP_017079180.1|DEUG
OG0004785	LOC120779907|XP_039968189.1|BTRY	LOC108115251|XP_017082097.1|DEUG
OG0004786	LOC120766597|XP_039948136.1|BTRY	LOC108115390|XP_017082315.1|DEUG
OG0004787	LOC120766912|XP_039948593.1|BTRY	LOC108115262|XP_017082108.1|DEUG
OG0004788	LOC120779521|XP_039967787.1|BTRY	LOC108115279|XP_017082126.1|DEUG
OG0004789	LOC120782544|XP_039970847.1|BTRY	LOC108115280|XP_017082129.1|DEUG, LOC108115241|XP_017082087.1|DEUG
OG0004790	LOC120766447|XP_039947889.1|BTRY	LOC108113657|XP_017079818.1|DEUG
OG0004791	LOC120772315|XP_039956769.1|BTRY	LOC108105207|XP_017067147.1|DEUG
