Orthogroup	BTRY.longest_only	DSAN.longest_only
OG0004171	LOC120775468|XP_039961595.1|BTRY	LOC120456565|XP_039499380.1|DSAN
OG0004172	LOC120773986|XP_039959179.1|BTRY	LOC120455247|XP_039497172.1|DSAN
OG0004173	LOC120770879|XP_039954450.1|BTRY	LOC120444760|XP_039480623.1|DSAN
OG0004174	LOC120771429|XP_039955353.1|BTRY	LOC120446489|XP_039483428.1|DSAN
OG0004175	LOC120772618|XP_039957267.1|BTRY	LOC120445125|XP_039481207.1|DSAN
OG0004176	LOC120776716|XP_039963547.1|BTRY	LOC120448329|XP_039486215.1|DSAN
OG0004177	LOC120767035|XP_039948819.1|BTRY	LOC120451537|XP_039491249.1|DSAN
OG0004178	LOC120782532|XP_039970787.1|BTRY	LOC120453409|XP_039494037.1|DSAN
OG0004179	LOC120773635|XP_039958577.1|BTRY	LOC120456325|XP_039499024.1|DSAN
OG0004180	LOC120782265|XP_039970369.1|BTRY	LOC120450862|XP_039490011.1|DSAN
OG0004181	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY	LOC120450968|XP_039490193.1|DSAN
OG0004182	LOC120778498|XP_039966257.1|BTRY	LOC120448336|XP_039486224.1|DSAN
OG0004183	LOC120777582|XP_039964930.1|BTRY	LOC120449188|XP_039487474.1|DSAN
OG0004184	LOC120776573|XP_039963270.1|BTRY	LOC120449055|XP_039487283.1|DSAN
OG0004185	LOC120767426|XP_039949401.1|BTRY	LOC120448020|XP_039485695.1|DSAN
OG0004186	LOC120774155|XP_039959498.1|BTRY	LOC120457073|XP_039500186.1|DSAN
OG0004187	LOC120782831|XP_039971286.1|BTRY	LOC120451048|XP_039490338.1|DSAN
OG0004188	LOC120766494|XP_039947983.1|BTRY	LOC120451474|XP_039491100.1|DSAN
OG0004189	LOC120782382|XP_039970558.1|BTRY	LOC120451478|XP_039491132.1|DSAN
OG0004190	LOC120779887|XP_039968173.1|BTRY	LOC120453046|XP_039493500.1|DSAN
OG0004191	LOC120776663|XP_039963472.1|BTRY	LOC120453376|XP_039493984.1|DSAN
OG0004192	LOC120781473|XP_039969631.1|BTRY	LOC120453016|XP_039493466.1|DSAN
OG0004193	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY	LOC120456570|XP_039499390.1|DSAN
OG0004194	LOC120775895|XP_039962223.1|BTRY	LOC120451281|XP_039490760.1|DSAN
OG0004195	LOC120775116|XP_039961068.1|BTRY	LOC120455452|XP_039497605.1|DSAN
OG0004196	LOC120766895|XP_039948582.1|BTRY	LOC120454556|XP_039495881.1|DSAN
OG0004197	LOC120775064|XP_039960981.1|BTRY	LOC120452594|XP_039492826.1|DSAN
OG0004198	LOC120766818|XP_039948467.1|BTRY	LOC120454632|XP_039496054.1|DSAN
OG0004199	LOC120766619|XP_039948164.1|BTRY	LOC120453113|XP_039493583.1|DSAN
OG0004200	LOC120770378|XP_039953731.1|BTRY	LOC120444808|XP_039480689.1|DSAN
OG0004201	LOC120782252|XP_039970350.1|BTRY	LOC120454559|XP_039495883.1|DSAN
OG0004202	LOC120767656|XP_039949766.1|BTRY	LOC120453546|XP_039494233.1|DSAN
OG0004203	LOC120779033|XP_039967093.1|BTRY	LOC120452948|XP_039493363.1|DSAN
OG0004204	LOC120776942|XP_039963956.1|BTRY	LOC120448300|XP_039486173.1|DSAN
OG0004205	LOC120778150|XP_039965807.1|BTRY	LOC120448154|XP_039485925.1|DSAN
OG0004206	LOC120770724|XP_039954241.1|BTRY	LOC120454434|XP_039495664.1|DSAN
OG0004207	LOC120781982|XP_039970088.1|BTRY	LOC120451387|XP_039490984.1|DSAN
OG0004208	LOC120768334|XP_039950920.1|BTRY	LOC120453867|XP_039494706.1|DSAN
OG0004209	LOC120782805|XP_039971218.1|BTRY	LOC120452278|XP_039492343.1|DSAN
OG0004210	LOC120774800|XP_039960530.1|BTRY	LOC120450970|XP_039490196.1|DSAN
OG0004211	LOC120767707|XP_039949837.1|BTRY	LOC120451806|XP_039491736.1|DSAN
OG0004212	LOC120779528|XP_039967807.1|BTRY	LOC120453689|XP_039494443.1|DSAN
OG0004213	LOC120779416|XP_039967550.1|BTRY	LOC120452068|XP_039492065.1|DSAN
OG0004214	LOC120770214|XP_039953417.1|BTRY	LOC120445070|XP_039481130.1|DSAN
OG0004215	LOC120771306|XP_039955175.1|BTRY	LOC120445280|XP_039481514.1|DSAN
OG0004216	LOC120778070|XP_039965695.1|BTRY	LOC120448283|XP_039486146.1|DSAN
OG0004217	LOC120778790|XP_039966723.1|BTRY	LOC120449211|XP_039487512.1|DSAN
OG0004218	LOC120772159|XP_039956530.1|BTRY	LOC120455030|XP_039496796.1|DSAN
OG0004219	LOC120782851|XP_039971317.1|BTRY	LOC120451699|XP_039491528.1|DSAN
OG0004220	LOC120782777|XP_039971182.1|BTRY	LOC120453789|XP_039494576.1|DSAN
OG0004221	LOC120782605|XP_039970902.1|BTRY	LOC120454667|XP_039496112.1|DSAN
OG0004222	LOC120781347|XP_039969488.1|BTRY	LOC120453237|XP_039493772.1|DSAN
OG0004223	LOC120768857|XP_039951549.1|BTRY	LOC120451367|XP_039490948.1|DSAN
OG0004224	LOC120782309|XP_039970463.1|BTRY	LOC120451544|XP_039491260.1|DSAN
OG0004225	LOC120773950|XP_039959109.1|BTRY	LOC120455156|XP_039497001.1|DSAN
OG0004226	LOC120779071|XP_039967144.1|BTRY	LOC120453809|XP_039494617.1|DSAN
OG0004227	LOC120778848|XP_039966813.1|BTRY	LOC120452295|XP_039492364.1|DSAN
OG0004228	LOC120775392|XP_039961490.1|BTRY	LOC120452297|XP_039492366.1|DSAN
OG0004229	LOC120771033|XP_039954755.1|BTRY	LOC120444341|XP_039479845.1|DSAN
OG0004230	LOC120775159|XP_039961131.1|BTRY	LOC120456167|XP_039498752.1|DSAN
OG0004231	LOC120778069|XP_039965693.1|BTRY	LOC120450206|XP_039489007.1|DSAN
OG0004232	LOC120777349|XP_039964534.1|BTRY	LOC120450210|XP_039489013.1|DSAN
OG0004233	LOC120777348|XP_039964532.1|BTRY	LOC120450208|XP_039489011.1|DSAN
OG0004234	LOC120777650|XP_039965036.1|BTRY	LOC120449653|XP_039488184.1|DSAN
OG0004235	LOC120766999|XP_039948743.1|BTRY	LOC120457001|XP_039500089.1|DSAN
OG0004236	LOC120778123|XP_039965764.1|BTRY	LOC120453156|XP_039493645.1|DSAN
OG0004237	LOC120782810|XP_039971223.1|BTRY	LOC120454386|XP_039495563.1|DSAN
OG0004238	LOC120782468|XP_039970695.1|BTRY	LOC120453845|XP_039494676.1|DSAN
OG0004239	LOC120768635|XP_039951338.1|BTRY	LOC120452435|XP_039492596.1|DSAN
OG0004240	LOC120782626|XP_039970965.1|BTRY	LOC120451022|XP_039490281.1|DSAN
OG0004241	LOC120782358|XP_039970531.1|BTRY	LOC120454527|XP_039495831.1|DSAN
OG0004242	LOC120766400|XP_039947782.1|BTRY	LOC120454221|XP_039495254.1|DSAN
OG0004243	LOC120779142|XP_039967282.1|BTRY	LOC120449228|XP_039487533.1|DSAN
OG0004244	LOC120782236|XP_039970337.1|BTRY	LOC120451284|XP_039490764.1|DSAN
OG0004245	LOC120777029|XP_039964074.1|BTRY	LOC120450402|XP_039489332.1|DSAN
OG0004246	LOC120777581|XP_039964928.1|BTRY	LOC120448626|XP_039486677.1|DSAN
OG0004247	LOC120775526|XP_039961680.1|BTRY	LOC120454985|XP_039496710.1|DSAN
OG0004248	LOC120772695|XP_039957369.1|BTRY	LOC120446101|XP_039482827.1|DSAN
OG0004249	LOC120778844|XP_039966801.1|BTRY	LOC120448689|XP_039486771.1|DSAN
OG0004250	LOC120773534|XP_039958424.1|BTRY	LOC120451575|XP_039491321.1|DSAN
OG0004251	LOC120776091|XP_039962501.1|BTRY	LOC120455750|XP_039498108.1|DSAN
OG0004252	LOC120782270|XP_039970393.1|BTRY	LOC120453686|XP_039494440.1|DSAN
OG0004253	LOC120766653|XP_039948218.1|BTRY	LOC120453602|XP_039494302.1|DSAN
OG0004254	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY	LOC120455848|XP_039498253.1|DSAN
OG0004255	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY	LOC120443969|XP_039479372.1|DSAN
OG0004256	LOC120770175|XP_039953324.1|BTRY	LOC120444871|XP_039480778.1|DSAN
OG0004257	LOC120772200|XP_039956600.1|BTRY	LOC120452987|XP_039493422.1|DSAN
OG0004258	LOC120782823|XP_039971271.1|BTRY	LOC120454646|XP_039496081.1|DSAN
OG0004259	LOC120770860|XP_039954409.1|BTRY	LOC120444964|XP_039480915.1|DSAN
OG0004260	LOC120773051|XP_039957920.1|BTRY	LOC120454631|XP_039496043.1|DSAN
OG0004261	LOC120782372|XP_039970543.1|BTRY	LOC120454256|XP_039495319.1|DSAN
OG0004262	LOC120782714|XP_039971069.1|BTRY	LOC120454302|XP_039495434.1|DSAN
OG0004263	LOC120766462|XP_039947925.1|BTRY	LOC120451361|XP_039490931.1|DSAN
OG0004264	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY	LOC120450763|XP_039489837.1|DSAN
OG0004265	LOC120782190|XP_039970267.1|BTRY	LOC120452489|XP_039492672.1|DSAN
OG0004266	LOC120778114|XP_039965755.1|BTRY	LOC120454270|XP_039495367.1|DSAN
OG0004267	LOC120782871|XP_039971348.1|BTRY	LOC120451166|XP_039490536.1|DSAN
OG0004268	LOC120771841|XP_039956018.1|BTRY	LOC120444557|XP_039480240.1|DSAN
OG0004269	LOC120770185|XP_039953344.1|BTRY	LOC120444976|XP_039480931.1|DSAN
OG0004270	LOC120781289|XP_039969419.1|BTRY	LOC120448618|XP_039486668.1|DSAN
OG0004271	LOC120769976|XP_039952985.1|BTRY	LOC120447148|XP_039484528.1|DSAN
OG0004272	LOC120782811|XP_039971224.1|BTRY	LOC120452092|XP_039492100.1|DSAN
OG0004273	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY	LOC120454062|XP_039495005.1|DSAN
OG0004274	LOC120773420|XP_039958229.1|BTRY	LOC120456408|XP_039499173.1|DSAN
OG0004275	LOC120773397|XP_039958180.1|BTRY	LOC120456122|XP_039498685.1|DSAN
OG0004276	LOC120777309|XP_039964482.1|BTRY	LOC120450487|XP_039489467.1|DSAN
OG0004277	LOC120777804|XP_039965271.1|BTRY	LOC120449979|XP_039488622.1|DSAN
OG0004278	LOC120774372|XP_039959901.1|BTRY	LOC120456496|XP_039499297.1|DSAN
OG0004279	LOC120768932|XP_039951648.1|BTRY	LOC120458081|XP_039501531.1|DSAN
OG0004280	LOC120774501|XP_039960114.1|BTRY	LOC120455130|XP_039496956.1|DSAN
OG0004281	LOC120771682|XP_039955745.1|BTRY	LOC120458096|XP_039501558.1|DSAN
OG0004282	LOC120771170|XP_039954991.1|BTRY	LOC120445544|XP_039481951.1|DSAN
OG0004283	LOC120771171|XP_039954992.1|BTRY	LOC120445545|XP_039481952.1|DSAN
OG0004284	LOC120777665|XP_039965055.1|BTRY	LOC120450586|XP_039489644.1|DSAN
OG0004285	LOC120767019|XP_039948785.1|BTRY	LOC120453649|XP_039494376.1|DSAN
OG0004286	LOC120778758|XP_039966669.1|BTRY	LOC120448434|XP_039486375.1|DSAN
OG0004287	LOC120777956|XP_039965506.1|BTRY	LOC120449187|XP_039487469.1|DSAN
OG0004288	LOC120777584|XP_039964933.1|BTRY	LOC120448339|XP_039486236.1|DSAN
OG0004289	LOC120776776|XP_039963685.1|BTRY	LOC120447520|XP_039484883.1|DSAN
OG0004290	LOC120772742|XP_039957436.1|BTRY	LOC120447133|XP_039484501.1|DSAN
OG0004291	LOC120772924|XP_039957758.1|BTRY	LOC120446613|XP_039483592.1|DSAN
OG0004292	LOC120776824|XP_039963778.1|BTRY	LOC120448622|XP_039486672.1|DSAN
OG0004293	LOC120779188|XP_039967384.1|BTRY	LOC120449049|XP_039487275.1|DSAN
OG0004294	LOC120777931|XP_039965447.1|BTRY	LOC120448153|XP_039485924.1|DSAN
OG0004295	LOC120778000|XP_039965593.1|BTRY	LOC120448923|XP_039487087.1|DSAN
OG0004296	LOC120777341|XP_039964527.1|BTRY	LOC120448992|XP_039487193.1|DSAN
OG0004297	LOC120772053|XP_039956364.1|BTRY	LOC120446539|XP_039483489.1|DSAN
OG0004298	LOC120772525|XP_039957123.1|BTRY	LOC120451353|XP_039490917.1|DSAN
OG0004299	LOC120772369|XP_039956872.1|BTRY	LOC120445966|XP_039482604.1|DSAN
OG0004300	LOC120771365|XP_039955258.1|BTRY	LOC120446104|XP_039482829.1|DSAN
OG0004301	LOC120776821|XP_039963775.1|BTRY	LOC120448905|XP_039487062.1|DSAN
OG0004302	LOC120770944|XP_039954589.1|BTRY	LOC120445767|XP_039482296.1|DSAN
OG0004303	LOC120770381|XP_039953735.1|BTRY	LOC120444965|XP_039480919.1|DSAN
OG0004304	LOC120770839|XP_039954367.1|BTRY	LOC120446812|XP_039483908.1|DSAN
OG0004305	LOC120771821|XP_039955974.1|BTRY	LOC120446964|XP_039484154.1|DSAN
OG0004306	LOC120770581|XP_039954095.1|BTRY	LOC120444944|XP_039480881.1|DSAN
OG0004307	LOC120771086|XP_039954845.1|BTRY	LOC120446130|XP_039482889.1|DSAN
OG0004308	LOC120770899|XP_039954501.1|BTRY	LOC120445792|XP_039482331.1|DSAN
OG0004309	LOC120776841|XP_039963801.1|BTRY	LOC120449927|XP_039488554.1|DSAN
OG0004310	LOC120770827|XP_039954346.1|BTRY	LOC120458665|XP_039502333.1|DSAN
OG0004311	LOC120777897|XP_039965402.1|BTRY	LOC120448646|XP_039486707.1|DSAN
OG0004312	LOC120771089|XP_039954849.1|BTRY	LOC120445861|XP_039482437.1|DSAN
OG0004313	LOC120770426|XP_039953810.1|BTRY	LOC120458691|XP_039502363.1|DSAN
OG0004314	LOC120770018|XP_039953048.1|BTRY	LOC120444829|XP_039480719.1|DSAN
OG0004315	LOC120772081|XP_039956412.1|BTRY	LOC120446514|XP_039483456.1|DSAN
OG0004316	LOC120770946|XP_039954593.1|BTRY	LOC120458398|XP_039501957.1|DSAN
OG0004317	LOC120772564|XP_039957185.1|BTRY	LOC120458404|XP_039501967.1|DSAN
OG0004318	LOC120770216|XP_039953425.1|BTRY	LOC120444337|XP_039479829.1|DSAN
OG0004319	LOC120771768|XP_039955888.1|BTRY	LOC120446180|XP_039482951.1|DSAN
OG0004320	LOC120770554|XP_039954061.1|BTRY	LOC120451468|XP_039491087.1|DSAN
OG0004321	LOC120768911|XP_039951612.1|BTRY	LOC120443877|XP_039479194.1|DSAN
OG0004322	LOC120766483|XP_039947960.1|BTRY	LOC120453404|XP_039494027.1|DSAN
OG0004323	LOC120774028|XP_039959258.1|BTRY	LOC120449738|XP_039488304.1|DSAN
OG0004324	LOC120769562|XP_039952550.1|BTRY	LOC120457823|XP_039501257.1|DSAN
OG0004325	LOC120772609|XP_039957258.1|BTRY	LOC120445970|XP_039482635.1|DSAN
OG0004326	LOC120772728|XP_039957423.1|BTRY	LOC120445969|XP_039482634.1|DSAN
OG0004327	LOC120774885|XP_039960675.1|BTRY	LOC120455018|XP_039496776.1|DSAN
OG0004328	LOC120774981|XP_039960818.1|BTRY	LOC120446595|XP_039483560.1|DSAN
OG0004329	LOC120771130|XP_039954920.1|BTRY	LOC120447115|XP_039484470.1|DSAN
OG0004330	LOC120772468|XP_039957040.1|BTRY	LOC120446485|XP_039483423.1|DSAN
OG0004331	LOC120770072|XP_039953135.1|BTRY	LOC120458848|XP_039502608.1|DSAN
OG0004332	LOC120768961|XP_039951688.1|BTRY	LOC120451189|XP_039490575.1|DSAN
OG0004333	LOC120767900|XP_039950179.1|BTRY	LOC120447088|XP_039484426.1|DSAN
OG0004334	LOC120769141|XP_039951947.1|BTRY	LOC120457309|XP_039500741.1|DSAN
OG0004335	LOC120771060|XP_039954800.1|BTRY	LOC120444799|XP_039480683.1|DSAN
OG0004336	LOC120772604|XP_039957252.1|BTRY	LOC120444719|XP_039480531.1|DSAN
OG0004337	LOC120767441|XP_039949438.1|BTRY	LOC120445774|XP_039482311.1|DSAN
OG0004338	LOC120772097|XP_039956437.1|BTRY	LOC120449970|XP_039488612.1|DSAN
OG0004339	LOC120770524|XP_039954001.1|BTRY	LOC120446666|XP_039483671.1|DSAN
OG0004340	LOC120770523|XP_039953999.1|BTRY	LOC120446665|XP_039483670.1|DSAN
OG0004341	LOC120770019|XP_039953051.1|BTRY	LOC120445464|XP_039481843.1|DSAN
OG0004342	LOC120771802|XP_039955938.1|BTRY	LOC120445161|XP_039481270.1|DSAN
OG0004343	LOC120770895|XP_039954495.1|BTRY	LOC120445162|XP_039481271.1|DSAN
OG0004344	LOC120771908|XP_039956125.1|BTRY	LOC120446205|XP_039482990.1|DSAN
OG0004345	LOC120772179|XP_039956561.1|BTRY	LOC120445972|XP_039482638.1|DSAN
OG0004346	LOC120771602|XP_039955616.1|BTRY	LOC120446091|XP_039482815.1|DSAN
OG0004347	LOC120771408|XP_039955316.1|BTRY	LOC120444936|XP_039480871.1|DSAN
OG0004348	LOC120772844|XP_039957593.1|BTRY	LOC120446372|XP_039483237.1|DSAN
OG0004349	LOC120771131|XP_039954921.1|BTRY	LOC120445944|XP_039482544.1|DSAN
OG0004350	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY	LOC120450060|XP_039488768.1|DSAN
OG0004351	LOC120770338|XP_039953667.1|BTRY	LOC120446273|XP_039483085.1|DSAN
OG0004352	LOC120768792|XP_039951485.1|BTRY	LOC120451195|XP_039490580.1|DSAN
OG0004353	LOC120782450|XP_039970672.1|BTRY	LOC120452586|XP_039492809.1|DSAN
OG0004354	LOC120769903|XP_039952970.1|BTRY	LOC120451952|XP_039491909.1|DSAN
OG0004355	LOC120768803|XP_039951492.1|BTRY	LOC120454327|XP_039495464.1|DSAN
OG0004356	LOC120770322|XP_039953639.1|BTRY	LOC120446994|XP_039484228.1|DSAN
OG0004357	LOC120772646|XP_039957306.1|BTRY	LOC120446305|XP_039483188.1|DSAN
OG0004358	LOC120772407|XP_039956937.1|BTRY	LOC120445420|XP_039481770.1|DSAN
OG0004359	LOC120773084|XP_039957972.1|BTRY	LOC120444639|XP_039480391.1|DSAN
OG0004360	LOC120776823|XP_039963777.1|BTRY	LOC120449579|XP_039488067.1|DSAN
OG0004361	LOC120782678|XP_039971000.1|BTRY	LOC120453226|XP_039493755.1|DSAN
OG0004362	LOC120778454|XP_039966183.1|BTRY	LOC120449020|XP_039487234.1|DSAN
OG0004363	LOC120775507|XP_039961649.1|BTRY	LOC120454943|XP_039496645.1|DSAN
OG0004364	LOC120770304|XP_039953605.1|BTRY	LOC120447150|XP_039484532.1|DSAN
OG0004365	LOC120770931|XP_039954570.1|BTRY	LOC120445047|XP_039481096.1|DSAN
OG0004366	LOC120768933|XP_039951649.1|BTRY	LOC120458083|XP_039501534.1|DSAN
OG0004367	LOC120776670|XP_039963478.1|BTRY	LOC120450443|XP_039489390.1|DSAN
OG0004368	LOC120778704|XP_039966598.1|BTRY	LOC120447636|XP_039485077.1|DSAN
OG0004369	LOC120772428|XP_039956974.1|BTRY	LOC120443701|XP_039478876.1|DSAN
OG0004370	LOC120771186|XP_039955011.1|BTRY	LOC120446857|XP_039483988.1|DSAN
OG0004371	LOC120770493|XP_039953947.1|BTRY	LOC120456971|XP_039500052.1|DSAN
OG0004372	LOC120771080|XP_039954835.1|BTRY	LOC120446347|XP_039483207.1|DSAN
OG0004373	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY	LOC120454675|XP_039496125.1|DSAN
OG0004374	LOC120770728|XP_039954242.1|BTRY	LOC120444720|XP_039480532.1|DSAN
OG0004375	LOC120778942|XP_039966935.1|BTRY	LOC120449326|XP_039487659.1|DSAN
OG0004376	LOC120777940|XP_039965475.1|BTRY	LOC120449428|XP_039487824.1|DSAN
OG0004377	LOC120778475|XP_039966225.1|BTRY	LOC120447963|XP_039485588.1|DSAN
OG0004378	LOC120770968|XP_039954633.1|BTRY	LOC120444652|XP_039480421.1|DSAN
OG0004379	LOC120770379|XP_039953733.1|BTRY	LOC120445069|XP_039481129.1|DSAN
OG0004380	LOC120772384|XP_039956908.1|BTRY	LOC120458405|XP_039501968.1|DSAN
OG0004381	LOC120776797|XP_039963724.1|BTRY	LOC120452003|XP_039491969.1|DSAN
OG0004382	LOC120770651|XP_039954181.1|BTRY	LOC120446868|XP_039484007.1|DSAN
OG0004383	LOC120772684|XP_039957355.1|BTRY	LOC120445371|XP_039481686.1|DSAN
OG0004384	LOC120770971|XP_039954640.1|BTRY	LOC120445377|XP_039481693.1|DSAN
OG0004385	LOC120771181|XP_039955005.1|BTRY	LOC120446538|XP_039483488.1|DSAN
OG0004386	LOC120771907|XP_039956124.1|BTRY	LOC120446293|XP_039483121.1|DSAN
OG0004387	LOC120776356|XP_039962847.1|BTRY	LOC120447730|XP_039485208.1|DSAN
OG0004388	LOC120772546|XP_039957161.1|BTRY	LOC120446614|XP_039483593.1|DSAN
OG0004389	LOC120770496|XP_039953953.1|BTRY	LOC120448241|XP_039486080.1|DSAN
OG0004390	LOC120779186|XP_039967382.1|BTRY	LOC120449045|XP_039487272.1|DSAN
OG0004391	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY	LOC120445483|XP_039481864.1|DSAN
OG0004392	LOC120777073|XP_039964134.1|BTRY	LOC120447484|XP_039484814.1|DSAN
OG0004393	LOC120771663|XP_039955712.1|BTRY	LOC120445652|XP_039482130.1|DSAN
OG0004394	LOC120772522|XP_039957119.1|BTRY	LOC120445818|XP_039482367.1|DSAN
OG0004395	LOC120770734|XP_039954257.1|BTRY	LOC120445439|XP_039481805.1|DSAN
OG0004396	LOC120771149|XP_039954951.1|BTRY	LOC120458732|XP_039502439.1|DSAN
OG0004397	LOC120772001|XP_039956291.1|BTRY	LOC120447151|XP_039484533.1|DSAN
OG0004398	LOC120772002|XP_039956292.1|BTRY	LOC120447157|XP_039484543.1|DSAN
OG0004399	LOC120771004|XP_039954698.1|BTRY	LOC120447201|XP_039484627.1|DSAN
OG0004400	LOC120772562|XP_039957183.1|BTRY	LOC120454572|XP_039495905.1|DSAN
OG0004401	LOC120772036|XP_039956341.1|BTRY	LOC120446282|XP_039483102.1|DSAN
OG0004402	LOC120771639|XP_039955673.1|BTRY	LOC120444675|XP_039480469.1|DSAN
OG0004403	LOC120770090|XP_039953173.1|BTRY	LOC120446043|XP_039482750.1|DSAN
OG0004404	LOC120772835|XP_039957578.1|BTRY	LOC120458667|XP_039502338.1|DSAN
OG0004405	LOC120777672|XP_039965065.1|BTRY	LOC120449068|XP_039487300.1|DSAN
OG0004406	LOC120776618|XP_039963347.1|BTRY	LOC120447630|XP_039485063.1|DSAN
OG0004407	LOC120771447|XP_039955387.1|BTRY	LOC120448409|XP_039486343.1|DSAN
OG0004408	LOC120778708|XP_039966603.1|BTRY	LOC120448410|XP_039486340.1|DSAN, LOC120448411|XP_039486341.1|DSAN
OG0004409	LOC120779735|XP_039968044.1|BTRY	LOC120454828|XP_039496227.1|DSAN
OG0004410	LOC120769988|XP_039953003.1|BTRY	LOC120444334|XP_039479824.1|DSAN
OG0004411	LOC120776916|XP_039963921.1|BTRY	LOC120450590|XP_039489645.1|DSAN
OG0004412	LOC120776914|XP_039963918.1|BTRY	LOC120450589|XP_039489643.1|DSAN
OG0004413	LOC120772134|XP_039956486.1|BTRY	LOC120445618|XP_039482064.1|DSAN
OG0004414	LOC120771140|XP_039954942.1|BTRY	LOC120446400|XP_039483274.1|DSAN
OG0004415	LOC120770255|XP_039953492.1|BTRY	LOC120444918|XP_039480846.1|DSAN
OG0004416	LOC120771085|XP_039954844.1|BTRY	LOC120450870|XP_039490031.1|DSAN
OG0004417	LOC120782286|XP_039970423.1|BTRY	LOC120453071|XP_039493531.1|DSAN
OG0004418	LOC120773079|XP_039957957.1|BTRY	LOC120445590|XP_039482016.1|DSAN
OG0004419	LOC120770318|XP_039953634.1|BTRY	LOC120449609|XP_039488134.1|DSAN
OG0004420	LOC120772694|XP_039957368.1|BTRY	LOC120446519|XP_039483464.1|DSAN
OG0004421	LOC120776956|XP_039963979.1|BTRY	LOC120449519|XP_039487962.1|DSAN
OG0004422	LOC120777454|XP_039964708.1|BTRY	LOC120449153|XP_039487423.1|DSAN
OG0004423	LOC120770471|XP_039953900.1|BTRY	LOC120446912|XP_039484082.1|DSAN
OG0004424	LOC120772123|XP_039956468.1|BTRY	LOC120444743|XP_039480602.1|DSAN
OG0004425	LOC120777401|XP_039964633.1|BTRY	LOC120447953|XP_039485574.1|DSAN
OG0004426	LOC120777486|XP_039964759.1|BTRY	LOC120450445|XP_039489393.1|DSAN
OG0004427	LOC120778693|XP_039966582.1|BTRY	LOC120448058|XP_039485742.1|DSAN
OG0004428	LOC120774849|XP_039960608.1|BTRY	LOC120453904|XP_039494765.1|DSAN
OG0004429	LOC120768289|XP_039950849.1|BTRY	LOC120450538|XP_039489571.1|DSAN
OG0004430	LOC120776603|XP_039963323.1|BTRY	LOC120447994|XP_039485625.1|DSAN
OG0004431	LOC120770886|XP_039954467.1|BTRY	LOC120451235|XP_039490663.1|DSAN
OG0004432	LOC120770874|XP_039954446.1|BTRY	LOC120451234|XP_039490662.1|DSAN
OG0004433	LOC120779009|XP_039967062.1|BTRY	LOC120448660|XP_039486729.1|DSAN
OG0004434	LOC120770313|XP_039953619.1|BTRY	LOC120447154|XP_039484540.1|DSAN
OG0004435	LOC120771569|XP_039955569.1|BTRY	LOC120444484|XP_039480098.1|DSAN
OG0004436	LOC120772570|XP_039957192.1|BTRY	LOC120444428|XP_039480001.1|DSAN
OG0004437	LOC120772573|XP_039957201.1|BTRY	LOC120446647|XP_039483652.1|DSAN
OG0004438	LOC120771442|XP_039955381.1|BTRY	LOC120445374|XP_039481690.1|DSAN
OG0004439	LOC120771185|XP_039955010.1|BTRY	LOC120444343|XP_039479850.1|DSAN
OG0004440	LOC120772424|XP_039956969.1|BTRY	LOC120446040|XP_039482737.1|DSAN
OG0004441	LOC120775072|XP_039960997.1|BTRY	LOC120458483|XP_039502078.1|DSAN
OG0004442	LOC120767010|XP_039948759.1|BTRY	LOC120445109|XP_039481187.1|DSAN
OG0004443	LOC120777726|XP_039965151.1|BTRY	LOC120449146|XP_039487415.1|DSAN
OG0004444	LOC120772657|XP_039957322.1|BTRY	LOC120446858|XP_039483991.1|DSAN
OG0004445	LOC120772648|XP_039957308.1|BTRY	LOC120444527|XP_039480208.1|DSAN
OG0004446	LOC120776083|XP_039962493.1|BTRY	LOC120453824|XP_039494643.1|DSAN
OG0004447	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY	LOC120451663|XP_039491472.1|DSAN
OG0004448	LOC120772133|XP_039956485.1|BTRY	LOC120446486|XP_039483425.1|DSAN
OG0004449	LOC120776800|XP_039963728.1|BTRY	LOC120450254|XP_039489075.1|DSAN
OG0004450	LOC120770225|XP_039953439.1|BTRY	LOC120446807|XP_039483903.1|DSAN
OG0004451	LOC120770443|XP_039953846.1|BTRY	LOC120445931|XP_039482526.1|DSAN
OG0004452	LOC120770445|XP_039953852.1|BTRY	LOC120446533|XP_039483480.1|DSAN
OG0004453	LOC120770512|XP_039953981.1|BTRY	LOC120447001|XP_039484239.1|DSAN
OG0004454	LOC120782366|XP_039970538.1|BTRY	LOC120451202|XP_039490588.1|DSAN
