Orthogroup	BTRY.longest_only	HILL.longest_only
OG0005383	LOC120778251|XP_039965951.1|BTRY	LOC119648086|XP_037905507.1|HILL
OG0005384	LOC120766271|XP_039947594.1|BTRY	LOC119659325|XP_037923287.1|HILL
OG0005385	LOC120770527|XP_039954008.1|BTRY	LOC119660827|XP_037925615.1|HILL
OG0005386	LOC120771825|XP_039955988.1|BTRY	LOC119647233|XP_037904017.1|HILL
OG0005387	LOC120766519|XP_039948021.1|BTRY	LOC119651414|XP_037910936.1|HILL
OG0005388	LOC120769329|XP_039952219.1|BTRY	LOC119646258|XP_037902589.1|HILL
OG0005389	LOC120767918|XP_039950211.1|BTRY	LOC119656938|XP_037919570.1|HILL
OG0005390	LOC120768438|XP_039951058.1|BTRY	LOC119646335|XP_037902725.1|HILL
OG0005391	LOC120768440|XP_039951060.1|BTRY	LOC119646511|XP_037902935.1|HILL
OG0005392	LOC120769607|XP_039952622.1|BTRY	LOC119660997|XP_037926024.1|HILL
OG0005393	LOC120773134|XP_039958067.1|BTRY	LOC119650629|XP_037909465.1|HILL
OG0005394	LOC120767819|XP_039950034.1|BTRY	LOC119650089|XP_037908530.1|HILL
OG0005395	LOC120768623|XP_039951324.1|BTRY	LOC119659737|XP_037923927.1|HILL
OG0005396	LOC120769686|XP_039952742.1|BTRY	LOC119654364|XP_037915641.1|HILL
OG0005397	LOC120769691|XP_039952752.1|BTRY	LOC119646847|XP_037903396.1|HILL
OG0005398	LOC120775001|XP_039960862.1|BTRY	LOC119655264|XP_037916990.1|HILL
OG0005399	LOC120772085|XP_039956417.1|BTRY	LOC119646246|XP_037902568.1|HILL
OG0005400	LOC120770264|XP_039953507.1|BTRY	LOC119646919|XP_037903521.1|HILL
OG0005401	LOC120768161|XP_039950656.1|BTRY	LOC119656809|XP_037919358.1|HILL
OG0005402	LOC120768297|XP_039950859.1|BTRY	LOC119661647|XP_037927007.1|HILL
OG0005403	LOC120768473|XP_039951114.1|BTRY	LOC119646621|XP_037903057.1|HILL
OG0005404	LOC120768472|XP_039951113.1|BTRY	LOC119646943|XP_037903560.1|HILL
OG0005405	LOC120772871|XP_039957641.1|BTRY	LOC119661428|XP_037926701.1|HILL
OG0005406	LOC120770395|XP_039953760.1|BTRY	LOC119661331|XP_037926560.1|HILL
OG0005407	LOC120771049|XP_039954786.1|BTRY	LOC119654173|XP_037915287.1|HILL
OG0005408	LOC120769122|XP_039951918.1|BTRY	LOC119646556|XP_037902961.1|HILL
OG0005409	LOC120768548|XP_039951224.1|BTRY	LOC119646889|XP_037903453.1|HILL
OG0005410	LOC120771047|XP_039954782.1|BTRY	LOC119661774|XP_037927176.1|HILL
OG0005411	LOC120773056|XP_039957924.1|BTRY	LOC119656478|XP_037918733.1|HILL
OG0005412	LOC120772206|XP_039956606.1|BTRY	LOC119661694|XP_037927068.1|HILL
OG0005413	LOC120771400|XP_039955302.1|BTRY	LOC119646464|XP_037902841.1|HILL
OG0005414	LOC120774480|XP_039960074.1|BTRY	LOC119657952|XP_037921082.1|HILL
OG0005415	LOC120775956|XP_039962302.1|BTRY	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL
OG0005416	LOC120770480|XP_039953920.1|BTRY	LOC119660974|XP_037925977.1|HILL
OG0005417	LOC120768073|XP_039950533.1|BTRY	LOC119650980|XP_037910170.1|HILL
OG0005418	LOC120768626|XP_039951326.1|BTRY	LOC119650979|XP_037910169.1|HILL
OG0005419	LOC120781455|XP_039969603.1|BTRY	LOC119651754|XP_037911419.1|HILL
OG0005420	LOC120769678|XP_039952732.1|BTRY	LOC119652570|XP_037912712.1|HILL
OG0005421	LOC120768665|XP_039951377.1|BTRY	LOC119652112|XP_037911980.1|HILL
OG0005422	LOC120774055|XP_039959294.1|BTRY	LOC119655932|XP_037918043.1|HILL
OG0005423	LOC120767279|XP_039949087.1|BTRY	LOC119652599|XP_037912755.1|HILL
OG0005424	LOC120771793|XP_039955924.1|BTRY	LOC119656074|XP_037918287.1|HILL
OG0005425	LOC120774084|XP_039959346.1|BTRY	LOC119658439|XP_037921770.1|HILL
OG0005426	LOC120772901|XP_039957714.1|BTRY	LOC119649251|XP_037907250.1|HILL
OG0005427	LOC120769056|XP_039951840.1|BTRY	LOC119653128|XP_037913584.1|HILL
OG0005428	LOC120767781|XP_039949960.1|BTRY	LOC119661030|XP_037926118.1|HILL
OG0005429	LOC120769360|XP_039952255.1|BTRY	LOC119651246|XP_037910654.1|HILL
OG0005430	LOC120768651|XP_039951356.1|BTRY	LOC119651997|XP_037911848.1|HILL
OG0005431	LOC120769333|XP_039952222.1|BTRY	LOC119652223|XP_037912099.1|HILL
OG0005432	LOC120768408|XP_039951023.1|BTRY	LOC119651624|XP_037911214.1|HILL
OG0005433	LOC120772860|XP_039957613.1|BTRY	LOC119646327|XP_037902680.1|HILL
OG0005434	LOC120768218|XP_039950722.1|BTRY	LOC119651786|XP_037911472.1|HILL
OG0005435	LOC120769617|XP_039952654.1|BTRY	LOC119651275|XP_037910708.1|HILL
OG0005436	LOC120769618|XP_039952655.1|BTRY	LOC119651396|XP_037910905.1|HILL
OG0005437	LOC120772047|XP_039956358.1|BTRY	LOC119659891|XP_037924141.1|HILL
OG0005438	LOC120767242|XP_039949016.1|BTRY	LOC119647222|XP_037903981.1|HILL
OG0005439	LOC120769301|XP_039952169.1|BTRY	LOC119661359|XP_037926596.1|HILL
OG0005440	LOC120767735|XP_039949878.1|BTRY	LOC119647081|XP_037903766.1|HILL
OG0005441	LOC120767805|XP_039950009.1|BTRY	LOC119657186|XP_037919908.1|HILL
OG0005442	LOC120769815|XP_039952956.1|BTRY	LOC119646481|XP_037902862.1|HILL
OG0005443	LOC120780016|XP_039968235.1|BTRY	LOC119646559|XP_037902965.1|HILL
OG0005444	LOC120768207|XP_039950713.1|BTRY	LOC119646166|XP_037902470.1|HILL
OG0005445	LOC120769460|XP_039952405.1|BTRY, LOC120772962|XP_039957800.1|BTRY	LOC119661108|XP_037926232.1|HILL
OG0005447	LOC120769211|XP_039952037.1|BTRY	LOC119647191|XP_037903930.1|HILL
OG0005448	LOC120771681|XP_039955744.1|BTRY	LOC119651901|XP_037911654.1|HILL
OG0005449	LOC120773912|XP_039959036.1|BTRY	LOC119653570|XP_037914226.1|HILL
OG0005450	LOC120769183|XP_039952003.1|BTRY	LOC119652062|XP_037911930.1|HILL
OG0005452	LOC120770252|XP_039953488.1|BTRY	LOC119647246|XP_037904048.1|HILL
OG0005453	LOC120775422|XP_039961541.1|BTRY	LOC119651183|XP_037910542.1|HILL
OG0005454	LOC120769783|XP_039952901.1|BTRY	LOC119654712|XP_037916163.1|HILL
OG0005455	LOC120772021|XP_039956321.1|BTRY	LOC119652415|XP_037912461.1|HILL
OG0005456	LOC120768083|XP_039950546.1|BTRY	LOC119651529|XP_037911089.1|HILL
OG0005457	LOC120769402|XP_039952312.1|BTRY	LOC119652309|XP_037912248.1|HILL
OG0005458	LOC120767764|XP_039949935.1|BTRY	LOC119647455|XP_037904317.1|HILL
OG0005459	LOC120768349|XP_039950935.1|BTRY	LOC119657539|XP_037920413.1|HILL
OG0005460	LOC120769729|XP_039952810.1|BTRY	LOC119646902|XP_037903498.1|HILL
OG0005461	LOC120769011|XP_039951789.1|BTRY	LOC119651211|XP_037910590.1|HILL
OG0005462	LOC120768967|XP_039951694.1|BTRY	LOC119651521|XP_037911079.1|HILL
OG0005463	LOC120776644|XP_039963411.1|BTRY	LOC119651915|XP_037911672.1|HILL
OG0005464	LOC120769461|XP_039952406.1|BTRY	LOC119653228|XP_037913743.1|HILL
OG0005465	LOC120767970|XP_039950312.1|BTRY	LOC119650592|XP_037909367.1|HILL
OG0005466	LOC120768624|XP_039951325.1|BTRY	LOC119652978|XP_037913316.1|HILL
OG0005467	LOC120767082|XP_039948882.1|BTRY	LOC119659295|XP_037923235.1|HILL
OG0005468	LOC120768288|XP_039950848.1|BTRY	LOC119661730|XP_037927125.1|HILL
OG0005469	LOC120768245|XP_039950770.1|BTRY	LOC119661372|XP_037926618.1|HILL
OG0005470	LOC120767354|XP_039949254.1|BTRY	LOC119661371|XP_037926617.1|HILL
OG0005471	LOC120768175|XP_039950673.1|BTRY	LOC119661553|XP_037926871.1|HILL
OG0005472	LOC120767901|XP_039950180.1|BTRY	LOC119647388|XP_037904207.1|HILL
OG0005473	LOC120778696|XP_039966584.1|BTRY, LOC120769736|XP_039952822.1|BTRY	LOC119657346|XP_037920151.1|HILL
OG0005474	LOC120767641|XP_039949746.1|BTRY	LOC119647057|XP_037903741.1|HILL
OG0005475	LOC120767640|XP_039949745.1|BTRY	LOC119651520|XP_037911082.1|HILL
OG0005476	LOC120772316|XP_039956767.1|BTRY	LOC119654790|XP_037916266.1|HILL
OG0005477	LOC120778156|XP_039965816.1|BTRY	LOC119652425|XP_037912476.1|HILL
OG0005478	LOC120769263|XP_039952101.1|BTRY	LOC119658633|XP_037922084.1|HILL
OG0005479	LOC120767403|XP_039949374.1|BTRY	LOC119657193|XP_037919929.1|HILL
OG0005480	LOC120767405|XP_039949377.1|BTRY	LOC119657203|XP_037919941.1|HILL
OG0005481	LOC120767845|XP_039950076.1|BTRY	LOC119657575|XP_037920472.1|HILL
OG0005482	LOC120767247|XP_039949031.1|BTRY	LOC119655307|XP_037917068.1|HILL
OG0005483	LOC120766887|XP_039948571.1|BTRY	LOC119646331|XP_037902683.1|HILL
OG0005484	LOC120769631|XP_039952670.1|BTRY	LOC119646196|XP_037902507.1|HILL
OG0005485	LOC120771999|XP_039956290.1|BTRY	LOC119646512|XP_037902895.1|HILL
OG0005486	LOC120772235|XP_039956661.1|BTRY	LOC119647250|XP_037904056.1|HILL
OG0005487	LOC120772066|XP_039956386.1|BTRY	LOC119660700|XP_037925267.1|HILL
OG0005488	LOC120772248|XP_039956679.1|BTRY	LOC119661682|XP_037927049.1|HILL
OG0005489	LOC120768906|XP_039951603.1|BTRY	LOC119661697|XP_037927071.1|HILL
OG0005490	LOC120769019|XP_039951795.1|BTRY	LOC119653558|XP_037914202.1|HILL
OG0005491	LOC120769680|XP_039952737.1|BTRY	LOC119647497|XP_037904384.1|HILL
OG0005492	LOC120769590|XP_039952583.1|BTRY	LOC119646810|XP_037903339.1|HILL
OG0005493	LOC120768371|XP_039950971.1|BTRY	LOC119651911|XP_037911665.1|HILL
OG0005494	LOC120772796|XP_039957514.1|BTRY	LOC119661402|XP_037926659.1|HILL
OG0005495	LOC120770894|XP_039954488.1|BTRY	LOC119659568|XP_037923649.1|HILL
OG0005496	LOC120776424|XP_039963007.1|BTRY	LOC119647274|XP_037904093.1|HILL
OG0005497	LOC120768306|XP_039950876.1|BTRY	LOC119648029|XP_037905381.1|HILL
OG0005498	LOC120768308|XP_039950879.1|BTRY	LOC119646726|XP_037903234.1|HILL
OG0005499	LOC120767373|XP_039949285.1|BTRY	LOC119647316|XP_037904171.1|HILL
OG0005500	LOC120767374|XP_039949287.1|BTRY	LOC119647318|XP_037904173.1|HILL
OG0005501	LOC120768192|XP_039950696.1|BTRY	LOC119657241|XP_037919987.1|HILL
OG0005502	LOC120768193|XP_039950697.1|BTRY	LOC119646584|XP_037903006.1|HILL
OG0005504	LOC120767711|XP_039949840.1|BTRY	LOC119661333|XP_037926563.1|HILL
OG0005506	LOC120769747|XP_039952837.1|BTRY	LOC119647086|XP_037903778.1|HILL
OG0005507	LOC120769822|XP_039952964.1|BTRY	LOC119661140|XP_037926269.1|HILL
OG0005508	LOC120769203|XP_039952032.1|BTRY	LOC119646805|XP_037903326.1|HILL
OG0005509	LOC120767905|XP_039950186.1|BTRY	LOC119651569|XP_037911134.1|HILL
OG0005510	LOC120767930|XP_039950225.1|BTRY	LOC119650815|XP_037909881.1|HILL
OG0005511	LOC120773448|XP_039958272.1|BTRY	LOC119655562|XP_037917421.1|HILL
OG0005512	LOC120766278|XP_039947613.1|BTRY	LOC119651273|XP_037910706.1|HILL
OG0005513	LOC120768182|XP_039950684.1|BTRY	LOC119648193|XP_037905716.1|HILL
OG0005514	LOC120782747|XP_039971123.1|BTRY	LOC119652459|XP_037912551.1|HILL
OG0005515	LOC120770374|XP_039953725.1|BTRY	LOC119654506|XP_037915873.1|HILL
OG0005516	LOC120769427|XP_039952343.1|BTRY	LOC119654500|XP_037915860.1|HILL
OG0005517	LOC120769293|XP_039952153.1|BTRY	LOC119650830|XP_037909895.1|HILL
OG0005518	LOC120769236|XP_039952070.1|BTRY	LOC119646824|XP_037903371.1|HILL
OG0005519	LOC120771153|XP_039954964.1|BTRY	LOC119661119|XP_037926242.1|HILL
OG0005520	LOC120767459|XP_039949467.1|BTRY	LOC119651631|XP_037911223.1|HILL
OG0005521	LOC120769322|XP_039952207.1|BTRY	LOC119655622|XP_037917522.1|HILL
OG0005522	LOC120767691|XP_039949817.1|BTRY	LOC119661285|XP_037926489.1|HILL
OG0005523	LOC120769298|XP_039952161.1|BTRY	LOC119661248|XP_037926415.1|HILL
OG0005524	LOC120767962|XP_039950287.1|BTRY	LOC119646315|XP_037902663.1|HILL
OG0005525	LOC120768235|XP_039950754.1|BTRY	LOC119660839|XP_037925645.1|HILL
OG0005526	LOC120769248|XP_039952084.1|BTRY	LOC119646405|XP_037902777.1|HILL
OG0005527	LOC120779652|XP_039967936.1|BTRY	LOC119660986|XP_037925999.1|HILL
OG0005528	LOC120769695|XP_039952756.1|BTRY	LOC119661637|XP_037926988.1|HILL
OG0005529	LOC120769137|XP_039951943.1|BTRY	LOC119650714|XP_037909652.1|HILL
OG0005530	LOC120768863|XP_039951552.1|BTRY	LOC119651714|XP_037911362.1|HILL
OG0005531	LOC120777914|XP_039965431.1|BTRY	LOC119647578|XP_037904513.1|HILL
OG0005532	LOC120768355|XP_039950944.1|BTRY	LOC119653134|XP_037913594.1|HILL
OG0005533	LOC120768045|XP_039950486.1|BTRY	LOC119653843|XP_037914819.1|HILL
OG0005534	LOC120774755|XP_039960448.1|BTRY	LOC119657210|XP_037919948.1|HILL
OG0005535	LOC120767730|XP_039949873.1|BTRY	LOC119647248|XP_037904052.1|HILL
OG0005536	LOC120767895|XP_039950166.1|BTRY	LOC119661379|XP_037926626.1|HILL
OG0005538	LOC120768078|XP_039950542.1|BTRY	LOC119646617|XP_037903051.1|HILL
OG0005539	LOC120768648|XP_039951353.1|BTRY	LOC119646371|XP_037902735.1|HILL
OG0005540	LOC120768214|XP_039950718.1|BTRY	LOC119649400|XP_037907456.1|HILL
OG0005541	LOC120768359|XP_039950951.1|BTRY	LOC119650106|XP_037908558.1|HILL
OG0005542	LOC120777242|XP_039964369.1|BTRY	LOC119660742|XP_037925376.1|HILL
OG0005543	LOC120767851|XP_039950085.1|BTRY	LOC119650693|XP_037909597.1|HILL
OG0005544	LOC120768152|XP_039950647.1|BTRY	LOC119651880|XP_037911624.1|HILL
OG0005545	LOC120769094|XP_039951886.1|BTRY	LOC119646324|XP_037902672.1|HILL
OG0005546	LOC120768194|XP_039950699.1|BTRY	LOC119650636|XP_037909487.1|HILL
OG0005547	LOC120769185|XP_039952006.1|BTRY	LOC119657357|XP_037920161.1|HILL
OG0005548	LOC120769722|XP_039952797.1|BTRY	LOC119661500|XP_037926795.1|HILL
OG0005549	LOC120768276|XP_039950809.1|BTRY	LOC119661209|XP_037926360.1|HILL
OG0005550	LOC120768150|XP_039950645.1|BTRY	LOC119647202|XP_037903946.1|HILL
OG0005551	LOC120772359|XP_039956858.1|BTRY	LOC119650777|XP_037909816.1|HILL
OG0005552	LOC120771327|XP_039955207.1|BTRY	LOC119650770|XP_037909805.1|HILL
OG0005553	LOC120767710|XP_039949839.1|BTRY	LOC119649148|XP_037907090.1|HILL
OG0005554	LOC120769803|XP_039952931.1|BTRY	LOC119647262|XP_037904072.1|HILL
OG0005555	LOC120768595|XP_039951292.1|BTRY	LOC119653258|XP_037917587.1|HILL
OG0005556	LOC120768565|XP_039951246.1|BTRY	LOC119646121|XP_037906169.1|HILL
OG0005557	LOC120767555|XP_039949620.1|BTRY	LOC119655753|XP_037917738.1|HILL
OG0005558	LOC120767395|XP_039949348.1|BTRY	LOC119647302|XP_037904132.1|HILL
OG0005559	LOC120768012|XP_039950382.1|BTRY	LOC119658355|XP_037921645.1|HILL
OG0005560	LOC120767554|XP_039949618.1|BTRY	LOC119650689|XP_037909586.1|HILL
OG0005561	LOC120767196|XP_039948931.1|BTRY	LOC119661303|XP_037926520.1|HILL
OG0005562	LOC120769420|XP_039952332.1|BTRY	LOC119656555|XP_037918859.1|HILL
OG0005563	LOC120779436|XP_039967607.1|BTRY	LOC119660880|XP_037925723.1|HILL
OG0005564	LOC120767933|XP_039950226.1|BTRY	LOC119652983|XP_037913335.1|HILL
OG0005565	LOC120769602|XP_039952616.1|BTRY	LOC119646553|XP_037902959.1|HILL
OG0005566	LOC120769606|XP_039952620.1|BTRY	LOC119661559|XP_037926878.1|HILL
OG0005567	LOC120775694|XP_039961976.1|BTRY	LOC119652047|XP_037911910.1|HILL
OG0005568	LOC120768326|XP_039950899.1|BTRY	LOC119661735|XP_037927129.1|HILL
OG0005569	LOC120768903|XP_039951594.1|BTRY	LOC119651309|XP_037910763.1|HILL
OG0005570	LOC120769243|XP_039952077.1|BTRY	LOC119646448|XP_037902828.1|HILL
OG0005571	LOC120772091|XP_039956429.1|BTRY	LOC119655241|XP_037916954.1|HILL
OG0005572	LOC120771581|XP_039955586.1|BTRY	LOC119657478|XP_037920329.1|HILL
OG0005573	LOC120766579|XP_039948110.1|BTRY	LOC119653788|XP_037914719.1|HILL
OG0005574	LOC120771275|XP_039955134.1|BTRY	LOC119660712|XP_037925283.1|HILL
OG0005575	LOC120766344|XP_039947704.1|BTRY	LOC119659769|XP_037923956.1|HILL
OG0005576	LOC120771611|XP_039955629.1|BTRY	LOC119660947|XP_037925884.1|HILL
OG0005577	LOC120776856|XP_039963835.1|BTRY	LOC119647520|XP_037904416.1|HILL
OG0005578	LOC120777359|XP_039964561.1|BTRY	LOC119649918|XP_037908248.1|HILL
OG0005579	LOC120777361|XP_039964564.1|BTRY	LOC119649919|XP_037908251.1|HILL
OG0005580	LOC120777069|XP_039964129.1|BTRY	LOC119649472|XP_037907557.1|HILL
OG0005581	LOC120773499|XP_039958375.1|BTRY	LOC119653747|XP_037914601.1|HILL
OG0005582	LOC120778351|XP_039966073.1|BTRY	LOC119647557|XP_037904477.1|HILL
OG0005583	LOC120778009|XP_039965608.1|BTRY	LOC119649686|XP_037907876.1|HILL
OG0005585	LOC120766168|XP_039947451.1|BTRY	LOC119660026|XP_037924331.1|HILL
OG0005586	LOC120775045|XP_039960958.1|BTRY	LOC119659706|XP_037923887.1|HILL
OG0005587	LOC120772160|XP_039956531.1|BTRY	LOC119660256|XP_037924638.1|HILL
OG0005588	LOC120778749|XP_039966657.1|BTRY	LOC119658763|XP_037922384.1|HILL
OG0005589	LOC120781666|XP_039969825.1|BTRY	LOC119658771|XP_037922395.1|HILL
OG0005590	LOC120770025|XP_039953059.1|BTRY	LOC119657166|XP_037919884.1|HILL
OG0005591	LOC120774599|XP_039960263.1|BTRY	LOC119660300|XP_037924701.1|HILL
OG0005592	LOC120766985|XP_039948723.1|BTRY	LOC119659453|XP_037923466.1|HILL
OG0005593	LOC120778056|XP_039965670.1|BTRY	LOC119650335|XP_037908918.1|HILL
OG0005594	LOC120776833|XP_039963788.1|BTRY	LOC119650334|XP_037908917.1|HILL
OG0005595	LOC120776831|XP_039963786.1|BTRY	LOC119650333|XP_037908916.1|HILL
OG0005596	LOC120778860|XP_039966827.1|BTRY	LOC119649270|XP_037907287.1|HILL
OG0005597	LOC120779552|XP_039967828.1|BTRY	LOC119660153|XP_037924483.1|HILL
OG0005598	LOC120767353|XP_039949253.1|BTRY	LOC119659410|XP_037923410.1|HILL
OG0005599	LOC120773074|XP_039957953.1|BTRY	LOC119652547|XP_037912682.1|HILL
OG0005600	LOC120766873|XP_039948538.1|BTRY	LOC119649115|XP_037907043.1|HILL
OG0005601	LOC120774145|XP_039959477.1|BTRY	LOC119653662|XP_037914420.1|HILL
OG0005602	LOC120771916|XP_039956141.1|BTRY	LOC119660284|XP_037924683.1|HILL
OG0005603	LOC120772391|XP_039956915.1|BTRY	LOC119655015|XP_037916615.1|HILL
OG0005604	LOC120770189|XP_039953353.1|BTRY	LOC119653455|XP_037913992.1|HILL
OG0005605	LOC120770372|XP_039953723.1|BTRY	LOC119653711|XP_037914520.1|HILL
OG0005606	LOC120767445|XP_039949441.1|BTRY	LOC119656843|XP_037919424.1|HILL
OG0005607	LOC120782486|XP_039970720.1|BTRY	LOC119658762|XP_037922383.1|HILL
OG0005608	LOC120782485|XP_039970717.1|BTRY	LOC119660542|XP_037925103.1|HILL
OG0005609	LOC120778870|XP_039966847.1|BTRY	LOC119660853|XP_037925676.1|HILL
OG0005610	LOC120776651|XP_039963427.1|BTRY	LOC119660304|XP_037924706.1|HILL
OG0005611	LOC120777061|XP_039964109.1|BTRY	LOC119647505|XP_037904388.1|HILL
OG0005612	LOC120769095|XP_039951892.1|BTRY	LOC119659154|XP_037923032.1|HILL
OG0005613	LOC120766350|XP_039947712.1|BTRY	LOC119659693|XP_037923876.1|HILL
OG0005614	LOC120771293|XP_039955163.1|BTRY	LOC119659003|XP_037922817.1|HILL
OG0005615	LOC120772602|XP_039957254.1|BTRY	LOC119659598|XP_037923691.1|HILL
OG0005616	LOC120766663|XP_039948231.1|BTRY	LOC119659379|XP_037923368.1|HILL
OG0005617	LOC120779370|XP_039967500.1|BTRY	LOC119659109|XP_037922960.1|HILL
OG0005618	LOC120772329|XP_039956806.1|BTRY	LOC119657815|XP_037920858.1|HILL
OG0005619	LOC120782793|XP_039971201.1|BTRY	LOC119653802|XP_037914748.1|HILL
OG0005620	LOC120775237|XP_039961250.1|BTRY	LOC119653659|XP_037914411.1|HILL
OG0005621	LOC120774496|XP_039960101.1|BTRY	LOC119654208|XP_037915339.1|HILL
OG0005622	LOC120775977|XP_039962333.1|BTRY, LOC120773389|XP_039958157.1|BTRY	LOC119655139|XP_037916802.1|HILL
OG0005623	LOC120774747|XP_039960438.1|BTRY	LOC119655392|XP_037917192.1|HILL
OG0005624	LOC120777353|XP_039964546.1|BTRY	LOC119659714|XP_037923896.1|HILL
OG0005625	LOC120776560|XP_039963255.1|BTRY	LOC119659651|XP_037923786.1|HILL
OG0005626	LOC120780247|XP_039968441.1|BTRY	LOC119660001|XP_037924307.1|HILL
OG0005627	LOC120769829|XP_039952965.1|BTRY	LOC119658810|XP_037922459.1|HILL
OG0005628	LOC120769419|XP_039952336.1|BTRY	LOC119660579|XP_037925160.1|HILL
OG0005629	LOC120771074|XP_039954822.1|BTRY	LOC119651545|XP_037911106.1|HILL
OG0005630	LOC120771100|XP_039954875.1|BTRY	LOC119653390|XP_037913869.1|HILL
OG0005631	LOC120775133|XP_039961097.1|BTRY	LOC119648344|XP_037905967.1|HILL
OG0005632	LOC120774114|XP_039959410.1|BTRY	LOC119653812|XP_037914764.1|HILL
OG0005633	LOC120782461|XP_039970686.1|BTRY	LOC119659603|XP_037923699.1|HILL
OG0005634	LOC120769140|XP_039951950.1|BTRY	LOC119659541|XP_037923613.1|HILL
OG0005635	LOC120768515|XP_039951177.1|BTRY	LOC119660305|XP_037924707.1|HILL
OG0005636	LOC120770618|XP_039954157.1|BTRY	LOC119658587|XP_037921971.1|HILL
OG0005637	LOC120782613|XP_039970915.1|BTRY	LOC119659342|XP_037923314.1|HILL
OG0005638	LOC120771295|XP_039955161.1|BTRY	LOC119653552|XP_037914188.1|HILL
OG0005639	LOC120770213|XP_039953415.1|BTRY	LOC119656286|XP_037918643.1|HILL
OG0005640	LOC120766226|XP_039947536.1|BTRY	LOC119659711|XP_037923893.1|HILL
OG0005641	LOC120774783|XP_039960493.1|BTRY	LOC119654219|XP_037915360.1|HILL
OG0005642	LOC120775853|XP_039962160.1|BTRY	LOC119651564|XP_037911126.1|HILL
OG0005643	LOC120778756|XP_039966666.1|BTRY	LOC119648935|XP_037906777.1|HILL
OG0005644	LOC120777697|XP_039965105.1|BTRY	LOC119648934|XP_037906775.1|HILL
OG0005645	LOC120774006|XP_039959216.1|BTRY	LOC119653720|XP_037914541.1|HILL
OG0005646	LOC120773953|XP_039959114.1|BTRY	LOC119654832|XP_037916332.1|HILL
OG0005647	LOC120782136|XP_039970208.1|BTRY	LOC119649850|XP_037908135.1|HILL
OG0005648	LOC120778992|XP_039967027.1|BTRY	LOC119648255|XP_037905827.1|HILL
OG0005649	LOC120768825|XP_039951513.1|BTRY	LOC119659244|XP_037923152.1|HILL
OG0005650	LOC120766456|XP_039947913.1|BTRY	LOC119659778|XP_037923971.1|HILL
OG0005651	LOC120774228|XP_039959620.1|BTRY	LOC119660132|XP_037924459.1|HILL
OG0005652	LOC120766201|XP_039947495.1|BTRY	LOC119659074|XP_037922914.1|HILL
OG0005653	LOC120769482|XP_039952439.1|BTRY	LOC119653607|XP_037914297.1|HILL
OG0005654	LOC120766667|XP_039948234.1|BTRY	LOC119660374|XP_037924819.1|HILL
OG0005655	LOC120780172|XP_039968385.1|BTRY	LOC119660251|XP_037924634.1|HILL
OG0005656	LOC120782420|XP_039970605.1|BTRY	LOC119659486|XP_037923527.1|HILL
OG0005657	LOC120782268|XP_039970385.1|BTRY	LOC119660540|XP_037925095.1|HILL
OG0005658	LOC120779394|XP_039967526.1|BTRY	LOC119659980|XP_037924277.1|HILL
OG0005659	LOC120775111|XP_039961065.1|BTRY	LOC119659062|XP_037922898.1|HILL
OG0005660	LOC120777081|XP_039964143.1|BTRY	LOC119648213|XP_037905749.1|HILL
OG0005661	LOC120779092|XP_039967191.1|BTRY	LOC119659404|XP_037923403.1|HILL
OG0005662	LOC120779081|XP_039967166.1|BTRY	LOC119659579|XP_037923664.1|HILL
OG0005663	LOC120775534|XP_039961689.1|BTRY	LOC119653508|XP_037914096.1|HILL
OG0005664	LOC120782175|XP_039970246.1|BTRY	LOC119659258|XP_037923178.1|HILL
OG0005665	LOC120768989|XP_039951760.1|BTRY	LOC119658696|XP_037922212.1|HILL
OG0005666	LOC120774857|XP_039960613.1|BTRY	LOC119656146|XP_037918407.1|HILL
OG0005667	LOC120775983|XP_039962342.1|BTRY	LOC119654585|XP_037915971.1|HILL
OG0005668	LOC120777487|XP_039964760.1|BTRY	LOC119648246|XP_037905811.1|HILL
OG0005669	LOC120768996|XP_039951765.1|BTRY	LOC119658940|XP_037922725.1|HILL
OG0005670	LOC120770992|XP_039954676.1|BTRY	LOC119660328|XP_037924734.1|HILL
OG0005671	LOC120782226|XP_039970323.1|BTRY	LOC119660504|XP_037925029.1|HILL
OG0005672	LOC120781542|XP_039969710.1|BTRY	LOC119659521|XP_037923584.1|HILL
OG0005673	LOC120778260|XP_039965971.1|BTRY	LOC119651810|XP_037911529.1|HILL
OG0005674	LOC120766679|XP_039948254.1|BTRY	LOC119659071|XP_037922910.1|HILL
OG0005675	LOC120766960|XP_039948684.1|BTRY	LOC119659160|XP_037923038.1|HILL
OG0005676	LOC120778050|XP_039965660.1|BTRY	LOC119648030|XP_037905383.1|HILL
OG0005677	LOC120771791|XP_039955922.1|BTRY	LOC119658267|XP_037921490.1|HILL
OG0005678	LOC120780731|XP_039968927.1|BTRY	LOC119658732|XP_037922323.1|HILL
OG0005679	LOC120766244|XP_039947563.1|BTRY	LOC119660111|XP_037924424.1|HILL
OG0005680	LOC120767963|XP_039950290.1|BTRY	LOC119650582|XP_037909342.1|HILL
OG0005681	LOC120779623|XP_039967905.1|BTRY	LOC119658950|XP_037922751.1|HILL
OG0005682	LOC120782400|XP_039970579.1|BTRY	LOC119658948|XP_037922748.1|HILL
