Orthogroup	DGUA.longest_only	CCAP.longest_only
OG0003800	LOC117590911|XP_034139833.1|DGUA	CCAP1982_LOCUS5304|CAD6996624.1|CCAP
OG0003801	LOC117587629|XP_034134382.1|DGUA	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP
OG0003802	LOC117588154|XP_034135142.1|DGUA	CCAP1982_LOCUS5798|CAD6997154.1|CCAP
OG0003803	LOC117585844|XP_034131477.1|DGUA	CCAP1982_LOCUS1579|CAD6992734.1|CCAP
OG0003804	LOC117590924|XP_034139849.1|DGUA	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP
OG0003805	LOC117582483|XP_034126127.1|DGUA	CCAP1982_LOCUS6671|CAD6998055.1|CCAP
OG0003806	LOC117587820|XP_034134668.1|DGUA	CCAP1982_LOCUS5883|CAD6997250.1|CCAP
OG0003807	LOC117588198|XP_034135220.1|DGUA	CCAP1982_LOCUS5605|CAD6996935.1|CCAP
OG0003808	LOC117586998|XP_034133289.1|DGUA	CCAP1982_LOCUS12809|CAD7004399.1|CCAP
OG0003809	LOC117582042|XP_034125475.1|DGUA	CCAP1982_LOCUS8799|CAD7000314.1|CCAP
OG0003810	LOC117578462|XP_034119888.1|DGUA	CCAP1982_LOCUS22830|CAD7014864.1|CCAP
OG0003811	LOC117584996|XP_034130120.1|DGUA	CCAP1982_LOCUS20526|CAD7012445.1|CCAP
OG0003812	LOC117584441|XP_034129246.1|DGUA	CCAP1982_LOCUS6935|CAD6998330.1|CCAP, CCAP1982_LOCUS6934|CAD6998329.1|CCAP
OG0003813	LOC117588106|XP_034135068.1|DGUA	CCAP1982_LOCUS5706|CAD6997052.1|CCAP
OG0003814	LOC117582098|XP_034125554.1|DGUA	CCAP1982_LOCUS8342|CAD6999831.1|CCAP
OG0003815	LOC117585323|XP_034130650.1|DGUA	CCAP1982_LOCUS3110|CAD6994356.1|CCAP
OG0003816	LOC117588208|XP_034135235.1|DGUA	CCAP1982_LOCUS7861|CAD6999334.1|CCAP
OG0003817	LOC117587728|XP_034134537.1|DGUA	CCAP1982_LOCUS7853|CAD6999326.1|CCAP
OG0003818	LOC117582267|XP_034125783.1|DGUA	CCAP1982_LOCUS7280|CAD6998723.1|CCAP
OG0003819	LOC117582270|XP_034125790.1|DGUA	CCAP1982_LOCUS7276|CAD6998719.1|CCAP
OG0003820	LOC117586594|XP_034132662.1|DGUA	CCAP1982_LOCUS83|CAD6991141.1|CCAP
OG0003821	LOC117585568|XP_034130997.1|DGUA	CCAP1982_LOCUS7180|CAD6998605.1|CCAP
OG0003822	LOC117587916|XP_034134792.1|DGUA	CCAP1982_LOCUS6140|CAD6997499.1|CCAP
OG0003823	LOC117581961|XP_034125335.1|DGUA	CCAP1982_LOCUS8357|CAD6999845.1|CCAP
OG0003824	LOC117583973|XP_034128571.1|DGUA	CCAP1982_LOCUS6116|CAD6997474.1|CCAP
OG0003825	LOC117588086|XP_034135046.1|DGUA	CCAP1982_LOCUS9117|CAD7000643.1|CCAP
OG0003826	LOC117582415|XP_034125998.1|DGUA	CCAP1982_LOCUS7874|CAD6999347.1|CCAP
OG0003828	LOC117587563|XP_034134273.1|DGUA	CCAP1982_LOCUS5595|CAD6996925.1|CCAP
OG0003829	LOC117584418|XP_034129173.1|DGUA	CCAP1982_LOCUS6584|CAD6997966.1|CCAP
OG0003830	LOC117587957|XP_034134852.1|DGUA	CCAP1982_LOCUS8407|CAD6999897.1|CCAP
OG0003831	LOC117585174|XP_034130406.1|DGUA	CCAP1982_LOCUS3015|CAD6994254.1|CCAP
OG0003832	LOC117587521|XP_034134211.1|DGUA	CCAP1982_LOCUS6414|CAD6997789.1|CCAP
OG0003833	LOC117587692|XP_034134478.1|DGUA	CCAP1982_LOCUS6417|CAD6997792.1|CCAP
OG0003834	LOC117584862|XP_034129899.1|DGUA	CCAP1982_LOCUS5881|CAD6997247.1|CCAP
OG0003836	LOC117587744|XP_034134560.1|DGUA	CCAP1982_LOCUS11112|CAD7002628.1|CCAP
OG0003837	LOC117587741|XP_034134555.1|DGUA	CCAP1982_LOCUS5808|CAD6997165.1|CCAP
OG0003838	LOC117581906|XP_034125266.1|DGUA	CCAP1982_LOCUS6716|CAD6998102.1|CCAP
OG0003839	LOC117587810|XP_034134656.1|DGUA	CCAP1982_LOCUS5500|CAD6996827.1|CCAP
OG0003840	LOC117582851|XP_034126814.1|DGUA	CCAP1982_LOCUS21671|CAD7013620.1|CCAP
OG0003841	LOC117584367|XP_034129096.1|DGUA	CCAP1982_LOCUS8955|CAD7000476.1|CCAP
OG0003842	LOC117584272|XP_034128976.1|DGUA	CCAP1982_LOCUS5694|CAD6997036.1|CCAP
OG0003843	LOC117584689|XP_034129610.1|DGUA	CCAP1982_LOCUS6000|CAD6997367.1|CCAP
OG0003844	LOC117587805|XP_034134648.1|DGUA	CCAP1982_LOCUS5698|CAD6997041.1|CCAP
OG0003845	LOC117591556|XP_034140742.1|DGUA	CCAP1982_LOCUS6223|CAD6997584.1|CCAP
OG0003848	LOC117582849|XP_034126808.1|DGUA	CCAP1982_LOCUS6404|CAD6997779.1|CCAP
OG0003849	LOC117591840|XP_034141097.1|DGUA	CCAP1982_LOCUS22355|CAD7014358.1|CCAP
OG0003850	LOC117584319|XP_034129039.1|DGUA	CCAP1982_LOCUS6057|CAD6997416.1|CCAP
OG0003851	LOC117592228|XP_034141756.1|DGUA	CCAP1982_LOCUS12771|CAD7004356.1|CCAP
OG0003852	LOC117582360|XP_034125907.1|DGUA	CCAP1982_LOCUS8118|CAD6999596.1|CCAP
OG0003853	LOC117587073|XP_034133419.1|DGUA	CCAP1982_LOCUS22260|CAD7014257.1|CCAP
OG0003854	LOC117584390|XP_034129135.1|DGUA	CCAP1982_LOCUS7898|CAD6999371.1|CCAP
OG0003855	LOC117584856|XP_034129888.1|DGUA	CCAP1982_LOCUS7899|CAD6999372.1|CCAP
OG0003856	LOC117582505|XP_034126184.1|DGUA	CCAP1982_LOCUS7076|CAD6998482.1|CCAP, CCAP1982_LOCUS7075|CAD6998481.1|CCAP
OG0003857	LOC117584106|XP_034128745.1|DGUA	CCAP1982_LOCUS6970|CAD6998370.1|CCAP, CCAP1982_LOCUS6971|CAD6998371.1|CCAP
OG0003859	LOC117582269|XP_034125789.1|DGUA	CCAP1982_LOCUS7282|CAD6998725.1|CCAP
OG0003860	LOC117592583|XP_034142361.1|DGUA	CCAP1982_LOCUS22256|CAD7014253.1|CCAP
OG0003861	LOC117584641|XP_034129554.1|DGUA	CCAP1982_LOCUS7807|CAD6999278.1|CCAP
OG0003862	LOC117587560|XP_034134267.1|DGUA	CCAP1982_LOCUS6229|CAD6997590.1|CCAP
OG0003863	LOC117588215|XP_034135245.1|DGUA	CCAP1982_LOCUS5977|CAD6997345.1|CCAP
OG0003864	LOC117587868|XP_034134726.1|DGUA	CCAP1982_LOCUS5978|CAD6997346.1|CCAP
OG0003865	LOC117591223|XP_034140289.1|DGUA	CCAP1982_LOCUS88|CAD6991146.1|CCAP
OG0003866	LOC117588147|XP_034135136.1|DGUA	CCAP1982_LOCUS5492|CAD6996819.1|CCAP
OG0003867	LOC117588172|XP_034135175.1|DGUA	CCAP1982_LOCUS5888|CAD6997255.1|CCAP
OG0003868	LOC117584736|XP_034129698.1|DGUA	CCAP1982_LOCUS6457|CAD6997833.1|CCAP
OG0003869	LOC117581935|XP_034125308.1|DGUA	CCAP1982_LOCUS6926|CAD6998320.1|CCAP
OG0003870	LOC117582173|XP_034125665.1|DGUA	CCAP1982_LOCUS8679|CAD7000186.1|CCAP
OG0003871	LOC117582344|XP_034125887.1|DGUA	CCAP1982_LOCUS7306|CAD6998752.1|CCAP
OG0003872	LOC117578863|XP_034120545.1|DGUA	CCAP1982_LOCUS20638|CAD7012553.1|CCAP
OG0003873	LOC117584872|XP_034129914.1|DGUA	CCAP1982_LOCUS8327|CAD6999812.1|CCAP
OG0003874	LOC117587614|XP_034134357.1|DGUA	CCAP1982_LOCUS5791|CAD6997146.1|CCAP, CCAP1982_LOCUS5790|CAD6997145.1|CCAP
OG0003875	LOC117587634|XP_034134393.1|DGUA	CCAP1982_LOCUS5551|CAD6996878.1|CCAP
OG0003876	LOC117582408|XP_034125987.1|DGUA	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP
OG0003877	LOC117584557|XP_034129405.1|DGUA	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP
OG0003878	LOC117582265|XP_034125780.1|DGUA	CCAP1982_LOCUS7283|CAD6998726.1|CCAP
OG0003879	LOC117587440|XP_034134014.1|DGUA	CCAP1982_LOCUS11129|CAD7002646.1|CCAP
OG0003880	LOC117586975|XP_034133245.1|DGUA	CCAP1982_LOCUS11022|CAD7002533.1|CCAP
OG0003881	LOC117587214|XP_034133662.1|DGUA	CCAP1982_LOCUS21702|CAD7013660.1|CCAP
OG0003882	LOC117578748|XP_034120322.1|DGUA	CCAP1982_LOCUS7236|CAD6998677.1|CCAP
OG0003884	LOC117587569|XP_034134285.1|DGUA	CCAP1982_LOCUS5819|CAD6997177.1|CCAP
OG0003885	LOC117584626|XP_034129539.1|DGUA	CCAP1982_LOCUS6174|CAD6997535.1|CCAP
OG0003886	LOC117584099|XP_034128739.1|DGUA	CCAP1982_LOCUS6175|CAD6997536.1|CCAP
OG0003887	LOC117584350|XP_034129074.1|DGUA	CCAP1982_LOCUS8956|CAD7000477.1|CCAP
OG0003888	LOC117583210|XP_034127316.1|DGUA	CCAP1982_LOCUS32|CAD6991084.1|CCAP
OG0003889	LOC117582086|XP_034125536.1|DGUA	CCAP1982_LOCUS8450|CAD6999942.1|CCAP
OG0003891	LOC117584090|XP_034128729.1|DGUA	CCAP1982_LOCUS5531|CAD6996855.1|CCAP
OG0003892	LOC117586912|XP_034133152.1|DGUA	CCAP1982_LOCUS11258|CAD7002785.1|CCAP
OG0003893	LOC117587608|XP_034134350.1|DGUA	CCAP1982_LOCUS5556|CAD6996883.1|CCAP
OG0003894	LOC117584496|XP_034129315.1|DGUA	CCAP1982_LOCUS5612|CAD6996942.1|CCAP
OG0003895	LOC117578435|XP_034119848.1|DGUA	CCAP1982_LOCUS23333|CAD7015389.1|CCAP
OG0003896	LOC117590217|XP_034138574.1|DGUA	CCAP1982_LOCUS23329|CAD7015385.1|CCAP
OG0003897	LOC117592009|XP_034141353.1|DGUA	CCAP1982_LOCUS23317|CAD7015373.1|CCAP
OG0003898	LOC117588003|XP_034134915.1|DGUA	CCAP1982_LOCUS5825|CAD6997185.1|CCAP
OG0003899	LOC117582638|XP_034126410.1|DGUA	CCAP1982_LOCUS6942|CAD6998340.1|CCAP
OG0003900	LOC117582530|XP_034126226.1|DGUA	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP
OG0003901	LOC117584014|XP_034128637.1|DGUA	CCAP1982_LOCUS7415|CAD6998868.1|CCAP
OG0003902	LOC117583966|XP_034128563.1|DGUA	CCAP1982_LOCUS7420|CAD6998873.1|CCAP
OG0003903	LOC117584359|XP_034129088.1|DGUA	CCAP1982_LOCUS8447|CAD6999938.1|CCAP
OG0003904	LOC117584358|XP_034129087.1|DGUA	CCAP1982_LOCUS8448|CAD6999939.1|CCAP
OG0003905	LOC117582877|XP_034126841.1|DGUA	CCAP1982_LOCUS21248|CAD7013177.1|CCAP
OG0003906	LOC117587617|XP_034134366.1|DGUA	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP
OG0003907	LOC117582455|XP_034126071.1|DGUA	CCAP1982_LOCUS7302|CAD6998748.1|CCAP
OG0003908	LOC117582463|XP_034126080.1|DGUA	CCAP1982_LOCUS7301|CAD6998747.1|CCAP
OG0003909	LOC117583064|XP_034127130.1|DGUA	CCAP1982_LOCUS21305|CAD7013234.1|CCAP
OG0003910	LOC117588801|XP_034136208.1|DGUA	CCAP1982_LOCUS21307|CAD7013236.1|CCAP
OG0003911	LOC117582448|XP_034126062.1|DGUA	CCAP1982_LOCUS8213|CAD6999685.1|CCAP
OG0003912	LOC117584175|XP_034128832.1|DGUA	CCAP1982_LOCUS7591|CAD6999044.1|CCAP
OG0003913	LOC117588175|XP_034135180.1|DGUA	CCAP1982_LOCUS7858|CAD6999331.1|CCAP
OG0003916	LOC117584674|XP_034129595.1|DGUA	CCAP1982_LOCUS8075|CAD6999555.1|CCAP
OG0003917	LOC117584481|XP_034129297.1|DGUA	CCAP1982_LOCUS6863|CAD6998254.1|CCAP
OG0003918	LOC117582301|XP_034125834.1|DGUA	CCAP1982_LOCUS6812|CAD6998196.1|CCAP
OG0003919	LOC117584266|XP_034128968.1|DGUA	CCAP1982_LOCUS8390|CAD6999881.1|CCAP
OG0003920	LOC117578808|XP_034120443.1|DGUA	CCAP1982_LOCUS22598|CAD7014605.1|CCAP
OG0003921	LOC117582093|XP_034125547.1|DGUA	CCAP1982_LOCUS5673|CAD6997012.1|CCAP
OG0003922	LOC117582502|XP_034126177.1|DGUA	CCAP1982_LOCUS8570|CAD7000069.1|CCAP
OG0003923	LOC117590627|XP_034139328.1|DGUA	CCAP1982_LOCUS10228|CAD7001738.1|CCAP
OG0003924	LOC117580392|XP_034122826.1|DGUA	CCAP1982_LOCUS22499|CAD7014497.1|CCAP
OG0003925	LOC117584876|XP_034129918.1|DGUA	CCAP1982_LOCUS8469|CAD6999962.1|CCAP
OG0003926	LOC117584679|XP_034129599.1|DGUA	CCAP1982_LOCUS8459|CAD6999951.1|CCAP
OG0003927	LOC117582152|XP_034125628.1|DGUA	CCAP1982_LOCUS9171|CAD7000697.1|CCAP
OG0003928	LOC117588090|XP_034135051.1|DGUA	CCAP1982_LOCUS9116|CAD7000642.1|CCAP
OG0003929	LOC117581830|XP_034125169.1|DGUA	CCAP1982_LOCUS7056|CAD6998459.1|CCAP
OG0003930	LOC117584306|XP_034129022.1|DGUA	CCAP1982_LOCUS5761|CAD6997111.1|CCAP
OG0003931	LOC117584216|XP_034128879.1|DGUA	CCAP1982_LOCUS5767|CAD6997119.1|CCAP
OG0003932	LOC117591813|XP_034141037.1|DGUA	CCAP1982_LOCUS22548|CAD7014547.1|CCAP
OG0003933	LOC117582156|XP_034125638.1|DGUA	CCAP1982_LOCUS8779|CAD7000289.1|CCAP
OG0003934	LOC117584759|XP_034129752.1|DGUA	CCAP1982_LOCUS6872|CAD6998263.1|CCAP
OG0003935	LOC117587050|XP_034133381.1|DGUA	CCAP1982_LOCUS22909|CAD7014946.1|CCAP
OG0003936	LOC117587163|XP_034133565.1|DGUA	CCAP1982_LOCUS22910|CAD7014947.1|CCAP
OG0003937	LOC117584354|XP_034129086.1|DGUA	CCAP1982_LOCUS22690|CAD7014708.1|CCAP
OG0003938	LOC117583940|XP_034128516.1|DGUA	CCAP1982_LOCUS8103|CAD6999578.1|CCAP
OG0003939	LOC117582586|XP_034126324.1|DGUA	CCAP1982_LOCUS8102|CAD6999577.1|CCAP
OG0003940	LOC117583944|XP_034128533.1|DGUA	CCAP1982_LOCUS8270|CAD6999747.1|CCAP
OG0003941	LOC117583947|XP_034128536.1|DGUA	CCAP1982_LOCUS8273|CAD6999750.1|CCAP
OG0003942	LOC117581924|XP_034125289.1|DGUA	CCAP1982_LOCUS8147|CAD6999616.1|CCAP
OG0003943	LOC117583948|XP_034128537.1|DGUA	CCAP1982_LOCUS22209|CAD7014205.1|CCAP
OG0003944	LOC117582015|XP_034125427.1|DGUA	CCAP1982_LOCUS8369|CAD6999857.1|CCAP
OG0003945	LOC117591990|XP_034141325.1|DGUA	CCAP1982_LOCUS22015|CAD7014008.1|CCAP
OG0003946	LOC117587639|XP_034134414.1|DGUA	CCAP1982_LOCUS5773|CAD6997127.1|CCAP
OG0003947	LOC117587682|XP_034134465.1|DGUA	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	LOC117582200|XP_034125699.1|DGUA	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	LOC117582194|XP_034125689.1|DGUA	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	LOC117588126|XP_034135096.1|DGUA	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	LOC117587555|XP_034134253.1|DGUA	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	LOC117581945|XP_034125318.1|DGUA	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	LOC117584791|XP_034129795.1|DGUA	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	LOC117579701|XP_034121583.1|DGUA	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003955	LOC117584714|XP_034129650.1|DGUA	CCAP1982_LOCUS5656|CAD6996995.1|CCAP
OG0003956	LOC117582172|XP_034125664.1|DGUA	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	LOC117589207|XP_034136837.1|DGUA	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	LOC117579976|XP_034122048.1|DGUA	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	LOC117581763|XP_034125055.1|DGUA	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	LOC117584680|XP_034129600.1|DGUA	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003963	LOC117587571|XP_034134288.1|DGUA	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP
OG0003964	LOC117581860|XP_034125213.1|DGUA	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	LOC117584729|XP_034129690.1|DGUA	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003966	LOC117587587|XP_034134318.1|DGUA	CCAP1982_LOCUS5452|CAD6996777.1|CCAP
OG0003967	LOC117592326|XP_034141897.1|DGUA	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	LOC117587719|XP_034134522.1|DGUA	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	LOC117591902|XP_034141179.1|DGUA	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	LOC117582636|XP_034126407.1|DGUA	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	LOC117584749|XP_034129732.1|DGUA	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	LOC117580196|XP_034122459.1|DGUA	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	LOC117582522|XP_034126216.1|DGUA	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	LOC117591940|XP_034141243.1|DGUA	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	LOC117583861|XP_034128373.1|DGUA	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
OG0003976	LOC117584634|XP_034129549.1|DGUA	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	LOC117588204|XP_034135229.1|DGUA	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	LOC117579634|XP_034121499.1|DGUA	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	LOC117584087|XP_034128725.1|DGUA	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	LOC117585984|XP_034131693.1|DGUA	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	LOC117582379|XP_034125939.1|DGUA	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	LOC117587899|XP_034134766.1|DGUA	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003983	LOC117584028|XP_034128656.1|DGUA	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP
OG0003984	LOC117587739|XP_034134550.1|DGUA	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	LOC117588081|XP_034135036.1|DGUA	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	LOC117584145|XP_034128796.1|DGUA	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	LOC117584022|XP_034128648.1|DGUA	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	LOC117584777|XP_034129771.1|DGUA	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	LOC117581855|XP_034125203.1|DGUA	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	LOC117591538|XP_034140723.1|DGUA	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	LOC117583890|XP_034128444.1|DGUA	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	LOC117582314|XP_034125849.1|DGUA	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	LOC117582308|XP_034125843.1|DGUA	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	LOC117589722|XP_034137783.1|DGUA	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	LOC117583048|XP_034127142.1|DGUA	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	LOC117581760|XP_034125056.1|DGUA	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	LOC117584489|XP_034129305.1|DGUA	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	LOC117583896|XP_034128452.1|DGUA	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	LOC117587589|XP_034134323.1|DGUA	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
OG0004001	LOC117588137|XP_034135162.1|DGUA	CCAP1982_LOCUS19584|CAD7011485.1|CCAP
OG0004002	LOC117588160|XP_034135159.1|DGUA	CCAP1982_LOCUS5794|CAD6997149.1|CCAP
OG0004003	LOC117582666|XP_034126487.1|DGUA	CCAP1982_LOCUS5644|CAD6996980.1|CCAP
OG0004004	LOC117581778|XP_034125092.1|DGUA	CCAP1982_LOCUS8476|CAD6999971.1|CCAP
OG0004005	LOC117584399|XP_034129149.1|DGUA	CCAP1982_LOCUS8478|CAD6999973.1|CCAP
OG0004006	LOC117582562|XP_034126287.1|DGUA	CCAP1982_LOCUS8574|CAD7000075.1|CCAP
OG0004007	LOC117581937|XP_034125310.1|DGUA	CCAP1982_LOCUS6925|CAD6998319.1|CCAP
OG0004008	LOC117584433|XP_034129235.1|DGUA	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP
OG0004009	LOC117584403|XP_034129157.1|DGUA	CCAP1982_LOCUS8930|CAD7000453.1|CCAP
OG0004010	LOC117584690|XP_034129613.1|DGUA	CCAP1982_LOCUS6001|CAD6997368.1|CCAP
OG0004011	LOC117584824|XP_034129841.1|DGUA	CCAP1982_LOCUS5350|CAD6996666.1|CCAP
OG0004012	LOC117583484|XP_034127684.1|DGUA	CCAP1982_LOCUS2278|CAD6993466.1|CCAP
OG0004013	LOC117584324|XP_034129043.1|DGUA	CCAP1982_LOCUS6066|CAD6997419.1|CCAP
OG0004014	LOC117580543|XP_034123028.1|DGUA	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP
OG0004015	LOC117584353|XP_034129080.1|DGUA	CCAP1982_LOCUS7695|CAD6999157.1|CCAP
OG0004016	LOC117584607|XP_034129507.1|DGUA	CCAP1982_LOCUS6454|CAD6997830.1|CCAP
OG0004017	LOC117582655|XP_034126451.1|DGUA	CCAP1982_LOCUS8061|CAD6999540.1|CCAP
OG0004018	LOC117578442|XP_034119856.1|DGUA	CCAP1982_LOCUS21469|CAD7013405.1|CCAP
OG0004019	LOC117582546|XP_034126246.1|DGUA	CCAP1982_LOCUS11760|CAD7003299.1|CCAP
OG0004020	LOC117581700|XP_034124969.1|DGUA	CCAP1982_LOCUS7355|CAD6998806.1|CCAP
OG0004021	LOC117581766|XP_034125060.1|DGUA	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP
OG0004022	LOC117584671|XP_034129591.1|DGUA	CCAP1982_LOCUS6981|CAD6998381.1|CCAP
OG0004023	LOC117582587|XP_034126328.1|DGUA	CCAP1982_LOCUS7349|CAD6998795.1|CCAP
OG0004024	LOC117582303|XP_034125836.1|DGUA	CCAP1982_LOCUS8113|CAD6999589.1|CCAP
OG0004025	LOC117587697|XP_034134484.1|DGUA	CCAP1982_LOCUS5853|CAD6997217.1|CCAP
OG0004026	LOC117582526|XP_034126217.1|DGUA	CCAP1982_LOCUS8058|CAD6999536.1|CCAP
OG0004028	LOC117588015|XP_034134935.1|DGUA	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP
OG0004029	LOC117587939|XP_034134822.1|DGUA	CCAP1982_LOCUS7847|CAD6999320.1|CCAP
OG0004030	LOC117580730|XP_034123331.1|DGUA	CCAP1982_LOCUS20235|CAD7012136.1|CCAP
OG0004031	LOC117581818|XP_034125153.1|DGUA	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP
OG0004032	LOC117587588|XP_034134321.1|DGUA	CCAP1982_LOCUS5538|CAD6996865.1|CCAP
OG0004033	LOC117587844|XP_034134699.1|DGUA	CCAP1982_LOCUS6288|CAD6997658.1|CCAP
OG0004034	LOC117582122|XP_034125592.1|DGUA	CCAP1982_LOCUS7693|CAD6999155.1|CCAP
OG0004035	LOC117583941|XP_034128522.1|DGUA	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP
OG0004036	LOC117583876|XP_034128417.1|DGUA	CCAP1982_LOCUS7595|CAD6999048.1|CCAP
OG0004037	LOC117584743|XP_034129717.1|DGUA	CCAP1982_LOCUS8865|CAD7000390.1|CCAP
OG0004038	LOC117582452|XP_034126068.1|DGUA	CCAP1982_LOCUS7452|CAD6998905.1|CCAP
OG0004039	LOC117581728|XP_034124999.1|DGUA	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP
OG0004040	LOC117579327|XP_034121042.1|DGUA	CCAP1982_LOCUS22152|CAD7014146.1|CCAP
OG0004042	LOC117589235|XP_034136890.1|DGUA	CCAP1982_LOCUS11857|CAD7003401.1|CCAP
OG0004043	LOC117584789|XP_034129792.1|DGUA	CCAP1982_LOCUS7930|CAD6999404.1|CCAP
OG0004045	LOC117584016|XP_034128638.1|DGUA	CCAP1982_LOCUS3700|CAD6994969.1|CCAP
OG0004046	LOC117582279|XP_034125801.1|DGUA	CCAP1982_LOCUS7410|CAD6998861.1|CCAP
OG0004047	LOC117583916|XP_034128485.1|DGUA	CCAP1982_LOCUS8042|CAD6999517.1|CCAP
