Orthogroup	DGUA.longest_only	CPIP.longest_only
OG0004077	LOC117581847|XP_034125193.1|DGUA	LOC120416160|XP_039433774.1|CPIP
OG0004078	LOC117591122|XP_034140114.1|DGUA	LOC120424825|XP_039444978.1|CPIP, LOC120429575|XP_039450553.1|CPIP, LOC120416175|XP_039433793.1|CPIP
OG0004079	LOC117581271|XP_034124173.1|DGUA	LOC120416189|XP_039433807.1|CPIP
OG0004080	LOC117578537|XP_034119995.1|DGUA	LOC120427008|XP_039447762.1|CPIP
OG0004081	LOC117578746|XP_034120317.1|DGUA	LOC120427014|XP_039447770.1|CPIP
OG0004082	LOC117590586|XP_034139234.1|DGUA	LOC120427005|XP_039447757.1|CPIP
OG0004083	LOC117584900|XP_034129929.1|DGUA	LOC120427019|XP_039447776.1|CPIP
OG0004084	LOC117579118|XP_034120737.1|DGUA	LOC120432338|XP_039453460.1|CPIP
OG0004085	LOC117584935|XP_034129986.1|DGUA	LOC120423485|XP_039443258.1|CPIP
OG0004086	LOC117583243|XP_034127357.1|DGUA	LOC120414815|XP_039432075.1|CPIP
OG0004087	LOC117581058|XP_034123791.1|DGUA	LOC120419005|XP_039437510.1|CPIP
OG0004088	LOC117583159|XP_034127245.1|DGUA	LOC120418992|XP_039437479.1|CPIP
OG0004089	LOC117581421|XP_034124473.1|DGUA	LOC120419428|XP_039438045.1|CPIP
OG0004090	LOC117585448|XP_034130816.1|DGUA	LOC120419518|XP_039438158.1|CPIP
OG0004091	LOC117585424|XP_034130789.1|DGUA	LOC120425610|XP_039446126.1|CPIP
OG0004092	LOC117580954|XP_034123631.1|DGUA	LOC120413951|XP_039430892.1|CPIP
OG0004094	LOC117580657|XP_034123152.1|DGUA	LOC120413689|XP_039430550.1|CPIP
OG0004095	LOC117590186|XP_034138486.1|DGUA	LOC120430394|XP_039451431.1|CPIP
OG0004096	LOC117583244|XP_034127358.1|DGUA	LOC120430395|XP_039451432.1|CPIP
OG0004097	LOC117579076|XP_034120675.1|DGUA	LOC120423827|XP_039443693.1|CPIP
OG0004098	LOC117585071|XP_034130227.1|DGUA	LOC120423815|XP_039443673.1|CPIP
OG0004099	LOC117586497|XP_034132483.1|DGUA	LOC120423760|XP_039443611.1|CPIP
OG0004102	LOC117586505|XP_034132519.1|DGUA	LOC120417644|XP_039435693.1|CPIP
OG0004103	LOC117591120|XP_034140112.1|DGUA	LOC120417658|XP_039435714.1|CPIP
OG0004104	LOC117583366|XP_034127537.1|DGUA	LOC120417655|XP_039435710.1|CPIP
OG0004105	LOC117587264|XP_034133729.1|DGUA	LOC120426337|XP_039447031.1|CPIP
OG0004106	LOC117589017|XP_034136533.1|DGUA	LOC120426331|XP_039447025.1|CPIP
OG0004107	LOC117589119|XP_034136688.1|DGUA	LOC120426318|XP_039447011.1|CPIP
OG0004108	LOC117585985|XP_034131694.1|DGUA	LOC120426342|XP_039447037.1|CPIP
OG0004109	LOC117585451|XP_034130825.1|DGUA	LOC120426323|XP_039447016.1|CPIP
OG0004110	LOC117579597|XP_034121421.1|DGUA	LOC120426083|XP_039446727.1|CPIP
OG0004111	LOC117591219|XP_034140279.1|DGUA	LOC120426075|XP_039446716.1|CPIP
OG0004112	LOC117585526|XP_034130925.1|DGUA	LOC120432344|XP_039453466.1|CPIP
OG0004113	LOC117581204|XP_034124068.1|DGUA	LOC120420009|XP_039438846.1|CPIP
OG0004114	LOC117590721|XP_034139517.1|DGUA	LOC120420006|XP_039438841.1|CPIP
OG0004115	LOC117590718|XP_034139511.1|DGUA	LOC120419999|XP_039438825.1|CPIP
OG0004116	LOC117585241|XP_034130533.1|DGUA	LOC120416957|XP_039434797.1|CPIP
OG0004117	LOC117590094|XP_034138328.1|DGUA	LOC120416958|XP_039434803.1|CPIP
OG0004118	LOC117578868|XP_034120553.1|DGUA	LOC120426769|XP_039447477.1|CPIP
OG0004119	LOC117585227|XP_034130511.1|DGUA	LOC120415268|XP_039432672.1|CPIP
OG0004120	LOC117585505|XP_034130895.1|DGUA	LOC120414359|XP_039431457.1|CPIP
OG0004121	LOC117579961|XP_034122025.1|DGUA	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP
OG0004122	LOC117586670|XP_034132809.1|DGUA	LOC120432179|XP_039453253.1|CPIP
OG0004123	LOC117586475|XP_034132459.1|DGUA	LOC120432163|XP_039453229.1|CPIP
OG0004124	LOC117591054|XP_034140044.1|DGUA	LOC120420010|XP_039438847.1|CPIP, LOC120422240|XP_039441563.1|CPIP
OG0004125	LOC117582870|XP_034126831.1|DGUA	LOC120432401|XP_039453535.1|CPIP
OG0004126	LOC117582857|XP_034126816.1|DGUA	LOC120432394|XP_039453523.1|CPIP
OG0004127	LOC117587853|XP_034134710.1|DGUA	LOC120423961|XP_039443883.1|CPIP
OG0004128	LOC117585514|XP_034130904.1|DGUA	LOC120414412|XP_039431529.1|CPIP
OG0004129	LOC117592007|XP_034141348.1|DGUA	LOC120413836|XP_039430728.1|CPIP
OG0004130	LOC117581189|XP_034124031.1|DGUA	LOC120413700|XP_039430558.1|CPIP
OG0004131	LOC117585958|XP_034131652.1|DGUA	LOC120414760|XP_039432010.1|CPIP
OG0004132	LOC117589367|XP_034137167.1|DGUA	LOC120413975|XP_039430920.1|CPIP
OG0004133	LOC117584256|XP_034128951.1|DGUA	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP
OG0004134	LOC117585545|XP_034130955.1|DGUA	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP
OG0004135	LOC117586689|XP_034132836.1|DGUA	LOC120419245|XP_039437832.1|CPIP
OG0004136	LOC117590021|XP_034138205.1|DGUA	LOC120419235|XP_039437825.1|CPIP
OG0004137	LOC117592408|XP_034142035.1|DGUA	LOC120428215|XP_039449126.1|CPIP
OG0004138	LOC117589079|XP_034136606.1|DGUA	LOC120428218|XP_039449130.1|CPIP
OG0004139	LOC117581574|XP_034124814.1|DGUA	LOC120428217|XP_039449129.1|CPIP
OG0004140	LOC117591013|XP_034139991.1|DGUA	LOC120417059|XP_039434950.1|CPIP
OG0004141	LOC117587415|XP_034134030.1|DGUA	LOC120417046|XP_039434928.1|CPIP
OG0004142	LOC117590965|XP_034139914.1|DGUA	LOC120421969|XP_039441217.1|CPIP, LOC120415887|XP_039433462.1|CPIP, LOC120417151|XP_039435069.1|CPIP
OG0004143	LOC117582777|XP_034126638.1|DGUA	LOC120415918|XP_039433498.1|CPIP
OG0004144	LOC117588109|XP_034135071.1|DGUA	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP
OG0004145	LOC117589215|XP_034136851.1|DGUA	LOC120420946|XP_039440016.1|CPIP
OG0004146	LOC117585891|XP_034131538.1|DGUA	LOC120420932|XP_039439998.1|CPIP
OG0004147	LOC117587848|XP_034134706.1|DGUA	LOC120417536|XP_039435552.1|CPIP
OG0004148	LOC117589599|XP_034137563.1|DGUA	LOC120417512|XP_039435525.1|CPIP
OG0004150	LOC117585426|XP_034130791.1|DGUA	LOC120425867|XP_039446423.1|CPIP
OG0004151	LOC117582762|XP_034126616.1|DGUA	LOC120421230|XP_039440363.1|CPIP
OG0004152	LOC117586759|XP_034132960.1|DGUA	LOC120421249|XP_039440382.1|CPIP
OG0004153	LOC117578509|XP_034119938.1|DGUA	LOC120417329|XP_039435250.1|CPIP
OG0004154	LOC117589257|XP_034136923.1|DGUA	LOC120417336|XP_039435271.1|CPIP
OG0004155	LOC117585531|XP_034130939.1|DGUA	LOC120428861|XP_039449919.1|CPIP
OG0004158	LOC117587195|XP_034133630.1|DGUA	LOC120413789|XP_039430672.1|CPIP
OG0004159	LOC117585931|XP_034131587.1|DGUA	LOC120413790|XP_039430674.1|CPIP
OG0004160	LOC117587118|XP_034133505.1|DGUA	LOC120413779|XP_039430657.1|CPIP
OG0004161	LOC117585515|XP_034130906.1|DGUA	LOC120413747|XP_039430606.1|CPIP
OG0004162	LOC117586630|XP_034132742.1|DGUA	LOC120413798|XP_039430682.1|CPIP
OG0004163	LOC117590046|XP_034138255.1|DGUA	LOC120413811|XP_039430701.1|CPIP
OG0004164	LOC117586021|XP_034131745.1|DGUA	LOC120413780|XP_039430658.1|CPIP
OG0004165	LOC117578638|XP_034120135.1|DGUA	LOC120422488|XP_039441878.1|CPIP
OG0004166	LOC117580447|XP_034122941.1|DGUA	LOC120422497|XP_039441886.1|CPIP
OG0004167	LOC117585680|XP_034131172.1|DGUA	LOC120431509|XP_039452544.1|CPIP
OG0004168	LOC117583824|XP_034128299.1|DGUA	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP
OG0004169	LOC117580937|XP_034123609.1|DGUA	LOC120426113|XP_039446750.1|CPIP
OG0004170	LOC117588600|XP_034135899.1|DGUA	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP
OG0004171	LOC117581063|XP_034123826.1|DGUA	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP
OG0004172	LOC117590348|XP_034138767.1|DGUA	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP
OG0004173	LOC117579968|XP_034122036.1|DGUA	LOC120414822|XP_039432082.1|CPIP
OG0004174	LOC117592515|XP_034142254.1|DGUA	LOC120414817|XP_039432073.1|CPIP
OG0004175	LOC117580627|XP_034123105.1|DGUA	LOC120414814|XP_039432070.1|CPIP
OG0004176	LOC117586817|XP_034132986.1|DGUA	LOC120414819|XP_039432079.1|CPIP
OG0004177	LOC117585662|XP_034131145.1|DGUA	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP
OG0004178	LOC117590119|XP_034138361.1|DGUA	LOC120427517|XP_039448310.1|CPIP
OG0004179	LOC117581325|XP_034124324.1|DGUA	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP
OG0004180	LOC117586342|XP_034132235.1|DGUA	LOC120413922|XP_039430835.1|CPIP
OG0004181	LOC117585036|XP_034130179.1|DGUA	LOC120413976|XP_039430917.1|CPIP
OG0004183	LOC117589410|XP_034137232.1|DGUA	LOC120413063|XP_039429700.1|CPIP
OG0004184	LOC117579570|XP_034121385.1|DGUA	LOC120413041|XP_039429665.1|CPIP
OG0004185	LOC117584744|XP_034129719.1|DGUA	LOC120413040|XP_039429664.1|CPIP
OG0004186	LOC117580716|XP_034123270.1|DGUA	LOC120413059|XP_039429697.1|CPIP
OG0004187	LOC117586282|XP_034132127.1|DGUA	LOC120413075|XP_039429711.1|CPIP
OG0004188	LOC117585975|XP_034131679.1|DGUA	LOC120423267|XP_039442937.1|CPIP
OG0004189	LOC117585982|XP_034131690.1|DGUA	LOC120423276|XP_039442950.1|CPIP
OG0004190	LOC117586704|XP_034132865.1|DGUA	LOC120423272|XP_039442945.1|CPIP
OG0004191	LOC117586709|XP_034132870.1|DGUA	LOC120423274|XP_039442948.1|CPIP
OG0004192	LOC117586570|XP_034132622.1|DGUA	LOC120412950|XP_039429524.1|CPIP
OG0004193	LOC117590866|XP_034139777.1|DGUA	LOC120412938|XP_039429509.1|CPIP
OG0004194	LOC117585620|XP_034131075.1|DGUA	LOC120412975|XP_039429556.1|CPIP
OG0004195	LOC117581372|XP_034124399.1|DGUA	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP
OG0004196	LOC117589717|XP_034137773.1|DGUA	LOC120412919|XP_039429485.1|CPIP
OG0004197	LOC117590130|XP_034138394.1|DGUA	LOC120412972|XP_039429553.1|CPIP
OG0004198	LOC117584912|XP_034129950.1|DGUA	LOC120412992|XP_039429575.1|CPIP
OG0004199	LOC117586252|XP_034132084.1|DGUA	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP
OG0004200	LOC117587687|XP_034134475.1|DGUA	LOC120414389|XP_039431496.1|CPIP
OG0004201	LOC117582705|XP_034126512.1|DGUA	LOC120414387|XP_039431495.1|CPIP
OG0004202	LOC117585638|XP_034131114.1|DGUA	LOC120414424|XP_039431538.1|CPIP
OG0004203	LOC117585959|XP_034131653.1|DGUA	LOC120414428|XP_039431543.1|CPIP
OG0004204	LOC117580335|XP_034122728.1|DGUA	LOC120414425|XP_039431539.1|CPIP
OG0004205	LOC117579652|XP_034121527.1|DGUA	LOC120414422|XP_039431536.1|CPIP
OG0004206	LOC117586195|XP_034132013.1|DGUA	LOC120414426|XP_039431540.1|CPIP
OG0004207	LOC117586206|XP_034132035.1|DGUA	LOC120413958|XP_039430898.1|CPIP
OG0004208	LOC117590180|XP_034138469.1|DGUA	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP
OG0004209	LOC117583168|XP_034127253.1|DGUA	LOC120424408|XP_039444447.1|CPIP
OG0004210	LOC117589958|XP_034138147.1|DGUA	LOC120417904|XP_039436068.1|CPIP
OG0004211	LOC117584041|XP_034128670.1|DGUA	LOC120417907|XP_039436070.1|CPIP
OG0004212	LOC117586634|XP_034132746.1|DGUA	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP
OG0004213	LOC117586593|XP_034132661.1|DGUA	LOC120413998|XP_039430941.1|CPIP
OG0004214	LOC117587253|XP_034133757.1|DGUA	LOC120413986|XP_039430926.1|CPIP
OG0004215	LOC117592065|XP_034141454.1|DGUA	LOC120425926|XP_039446480.1|CPIP
OG0004216	LOC117579750|XP_034121658.1|DGUA	LOC120426314|XP_039447007.1|CPIP
OG0004217	LOC117580224|XP_034122529.1|DGUA	LOC120426302|XP_039446984.1|CPIP
OG0004218	LOC117581235|XP_034124112.1|DGUA	LOC120422368|XP_039441711.1|CPIP
OG0004219	LOC117586520|XP_034132543.1|DGUA	LOC120427434|XP_039448224.1|CPIP
OG0004220	LOC117586465|XP_034132422.1|DGUA	LOC120423452|XP_039443206.1|CPIP
OG0004221	LOC117590131|XP_034138395.1|DGUA	LOC120421496|XP_039440648.1|CPIP
OG0004222	LOC117585988|XP_034131699.1|DGUA	LOC120421482|XP_039440633.1|CPIP
OG0004223	LOC117586635|XP_034132747.1|DGUA	LOC120421484|XP_039440637.1|CPIP
OG0004224	LOC117586652|XP_034132779.1|DGUA	LOC120421483|XP_039440634.1|CPIP
OG0004225	LOC117588527|XP_034135776.1|DGUA	LOC120421501|XP_039440656.1|CPIP
OG0004226	LOC117586720|XP_034132904.1|DGUA	LOC120422218|XP_039441541.1|CPIP
OG0004227	LOC117586217|XP_034132046.1|DGUA	LOC120421385|XP_039440518.1|CPIP
OG0004228	LOC117586219|XP_034132047.1|DGUA	LOC120422106|XP_039441403.1|CPIP
OG0004230	LOC117590515|XP_034139098.1|DGUA	LOC120420976|XP_039440044.1|CPIP
OG0004231	LOC117579392|XP_034121156.1|DGUA	LOC120420902|XP_039439961.1|CPIP
OG0004232	LOC117579395|XP_034121163.1|DGUA	LOC120420936|XP_039440007.1|CPIP
OG0004233	LOC117579394|XP_034121162.1|DGUA	LOC120420928|XP_039439995.1|CPIP
OG0004234	LOC117579396|XP_034121165.1|DGUA	LOC120421698|XP_039440874.1|CPIP
OG0004235	LOC117590998|XP_034139969.1|DGUA	LOC120421781|XP_039440988.1|CPIP
OG0004236	LOC117586081|XP_034131828.1|DGUA	LOC120421122|XP_039440216.1|CPIP
OG0004237	LOC117586002|XP_034131721.1|DGUA	LOC120426524|XP_039447227.1|CPIP
OG0004238	LOC117585124|XP_034130338.1|DGUA	LOC120427944|XP_039448824.1|CPIP
OG0004239	LOC117590170|XP_034138456.1|DGUA	LOC120427946|XP_039448828.1|CPIP
OG0004240	LOC117586540|XP_034132588.1|DGUA	LOC120422732|XP_039442204.1|CPIP
OG0004241	LOC117586297|XP_034132144.1|DGUA	LOC120422739|XP_039442212.1|CPIP
OG0004242	LOC117586610|XP_034132690.1|DGUA	LOC120422752|XP_039442229.1|CPIP
OG0004243	LOC117589115|XP_034136684.1|DGUA	LOC120422736|XP_039442209.1|CPIP
OG0004244	LOC117585624|XP_034131080.1|DGUA	LOC120422737|XP_039442210.1|CPIP
OG0004245	LOC117586960|XP_034133223.1|DGUA	LOC120422726|XP_039442188.1|CPIP
OG0004246	LOC117579114|XP_034120732.1|DGUA	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP
OG0004247	LOC117580997|XP_034123694.1|DGUA	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP
OG0004248	LOC117585817|XP_034131441.1|DGUA	LOC120418277|XP_039436531.1|CPIP
OG0004249	LOC117587437|XP_034134009.1|DGUA	LOC120431601|XP_039452640.1|CPIP
OG0004253	LOC117586029|XP_034131756.1|DGUA	LOC120431178|XP_039452246.1|CPIP
OG0004257	LOC117583621|XP_034127960.1|DGUA	LOC120429515|XP_039450521.1|CPIP
OG0004258	LOC117586672|XP_034132813.1|DGUA	LOC120425158|XP_039445522.1|CPIP
OG0004260	LOC117585761|XP_034131308.1|DGUA	LOC120430960|XP_039452026.1|CPIP
OG0004261	LOC117586653|XP_034132782.1|DGUA	LOC120431529|XP_039452557.1|CPIP
OG0004262	LOC117585779|XP_034131356.1|DGUA	LOC120420190|XP_039439111.1|CPIP
OG0004263	LOC117586034|XP_034131770.1|DGUA	LOC120417918|XP_039436089.1|CPIP
OG0004264	LOC117586616|XP_034132711.1|DGUA	LOC120422886|XP_039442381.1|CPIP
OG0004265	LOC117586702|XP_034132860.1|DGUA	LOC120429182|XP_039450329.1|CPIP
OG0004266	LOC117586713|XP_034132880.1|DGUA	LOC120423160|XP_039442775.1|CPIP
OG0004267	LOC117590113|XP_034138354.1|DGUA	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP
OG0004268	LOC117582955|XP_034126960.1|DGUA	LOC120423149|XP_039442764.1|CPIP
OG0004269	LOC117585786|XP_034131371.1|DGUA	LOC120419442|XP_039438058.1|CPIP
OG0004270	LOC117584750|XP_034129737.1|DGUA	LOC120419446|XP_039438062.1|CPIP
OG0004271	LOC117592334|XP_034141918.1|DGUA	LOC120427161|XP_039447953.1|CPIP
OG0004272	LOC117586097|XP_034131845.1|DGUA	LOC120419429|XP_039438041.1|CPIP
OG0004273	LOC117582803|XP_034126724.1|DGUA	LOC120419440|XP_039438056.1|CPIP
OG0004274	LOC117590956|XP_034139896.1|DGUA, LOC117581582|XP_034124824.1|DGUA	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP
OG0004275	LOC117581082|XP_034123857.1|DGUA	LOC120421354|XP_039440473.1|CPIP
OG0004276	LOC117589441|XP_034137271.1|DGUA	LOC120419559|XP_039438217.1|CPIP
OG0004278	LOC117588426|XP_034135597.1|DGUA	LOC120416644|XP_039434389.1|CPIP
OG0004279	LOC117582458|XP_034126075.1|DGUA	LOC120416640|XP_039434384.1|CPIP
OG0004280	LOC117581059|XP_034123795.1|DGUA	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP
OG0004281	LOC117588532|XP_034135784.1|DGUA	LOC120419936|XP_039438733.1|CPIP
OG0004282	LOC117584095|XP_034128737.1|DGUA	LOC120419949|XP_039438743.1|CPIP
OG0004283	LOC117584105|XP_034128749.1|DGUA	LOC120419952|XP_039438747.1|CPIP
OG0004284	LOC117584475|XP_034129290.1|DGUA	LOC120412523|XP_039428951.1|CPIP
OG0004285	LOC117585493|XP_034130881.1|DGUA	LOC120412552|XP_039428991.1|CPIP
OG0004286	LOC117580079|XP_034122216.1|DGUA	LOC120418005|XP_039436182.1|CPIP
OG0004287	LOC117580080|XP_034122219.1|DGUA	LOC120417993|XP_039436171.1|CPIP
OG0004288	LOC117580268|XP_034122599.1|DGUA	LOC120418009|XP_039436187.1|CPIP
OG0004289	LOC117580202|XP_034122482.1|DGUA	LOC120423635|XP_039443437.1|CPIP
OG0004290	LOC117592127|XP_034141562.1|DGUA	LOC120425232|XP_039445601.1|CPIP
OG0004292	LOC117580310|XP_034122694.1|DGUA	LOC120420848|XP_039439899.1|CPIP
OG0004293	LOC117586862|XP_034133048.1|DGUA	LOC120420854|XP_039439906.1|CPIP
OG0004294	LOC117579651|XP_034121523.1|DGUA	LOC120420858|XP_039439910.1|CPIP
OG0004295	LOC117579164|XP_034120815.1|DGUA	LOC120420841|XP_039439893.1|CPIP
OG0004296	LOC117580385|XP_034122812.1|DGUA	LOC120420851|XP_039439902.1|CPIP
OG0004297	LOC117578653|XP_034120162.1|DGUA	LOC120425396|XP_039445846.1|CPIP
OG0004298	LOC117592302|XP_034141862.1|DGUA	LOC120431028|XP_039452115.1|CPIP
OG0004299	LOC117589543|XP_034137442.1|DGUA	LOC120415272|XP_039432676.1|CPIP
OG0004300	LOC117585834|XP_034131466.1|DGUA	LOC120422168|XP_039441479.1|CPIP
OG0004301	LOC117580299|XP_034122676.1|DGUA	LOC120422166|XP_039441477.1|CPIP
OG0004302	LOC117583517|XP_034127756.1|DGUA	LOC120420420|XP_039439372.1|CPIP
OG0004303	LOC117578958|XP_034120597.1|DGUA	LOC120427529|XP_039448329.1|CPIP
OG0004304	LOC117578846|XP_034120522.1|DGUA	LOC120427542|XP_039448345.1|CPIP
OG0004305	LOC117592042|XP_034141405.1|DGUA	LOC120416760|XP_039434528.1|CPIP
OG0004309	LOC117579833|XP_034121818.1|DGUA	LOC120431247|XP_039452319.1|CPIP
OG0004310	LOC117582663|XP_034126472.1|DGUA	LOC120417563|XP_039435589.1|CPIP
OG0004311	LOC117587218|XP_034133670.1|DGUA	LOC120417587|XP_039435632.1|CPIP
OG0004314	LOC117592628|XP_034142455.1|DGUA	LOC120415271|XP_039432669.1|CPIP
OG0004315	LOC117592194|XP_034141695.1|DGUA	LOC120415301|XP_039432707.1|CPIP
OG0004316	LOC117581773|XP_034125083.1|DGUA	LOC120415315|XP_039432731.1|CPIP
OG0004317	LOC117584198|XP_034128862.1|DGUA	LOC120415286|XP_039432689.1|CPIP
OG0004318	LOC117592677|XP_034142525.1|DGUA	LOC120415322|XP_039432739.1|CPIP
OG0004319	LOC117592643|XP_034142481.1|DGUA	LOC120424969|XP_039445262.1|CPIP
OG0004320	LOC117589552|XP_034137454.1|DGUA	LOC120418469|XP_039436837.1|CPIP
OG0004321	LOC117587530|XP_034134223.1|DGUA	LOC120426480|XP_039447180.1|CPIP
OG0004322	LOC117589490|XP_034137346.1|DGUA	LOC120426487|XP_039447185.1|CPIP
OG0004323	LOC117586918|XP_034133159.1|DGUA	LOC120420374|XP_039439308.1|CPIP
OG0004324	LOC117584836|XP_034129858.1|DGUA	LOC120420375|XP_039439312.1|CPIP
OG0004325	LOC117592148|XP_034141607.1|DGUA	LOC120420387|XP_039439334.1|CPIP
OG0004326	LOC117592147|XP_034141606.1|DGUA	LOC120416214|XP_039433839.1|CPIP
OG0004327	LOC117588495|XP_034135696.1|DGUA	LOC120428352|XP_039449286.1|CPIP
OG0004328	LOC117591985|XP_034141318.1|DGUA	LOC120423253|XP_039442907.1|CPIP
OG0004330	LOC117591959|XP_034141284.1|DGUA	LOC120414924|XP_039432192.1|CPIP
OG0004331	LOC117590132|XP_034138399.1|DGUA	LOC120414902|XP_039432165.1|CPIP
OG0004332	LOC117587696|XP_034134483.1|DGUA	LOC120414911|XP_039432179.1|CPIP
OG0004333	LOC117584700|XP_034129627.1|DGUA	LOC120414894|XP_039432150.1|CPIP
OG0004334	LOC117582256|XP_034125761.1|DGUA	LOC120414895|XP_039432152.1|CPIP
OG0004335	LOC117580164|XP_034122378.1|DGUA	LOC120414893|XP_039432149.1|CPIP
OG0004336	LOC117578785|XP_034120387.1|DGUA	LOC120414904|XP_039432167.1|CPIP
OG0004337	LOC117581787|XP_034125107.1|DGUA	LOC120414897|XP_039432158.1|CPIP
OG0004338	LOC117580024|XP_034122139.1|DGUA	LOC120418452|XP_039436809.1|CPIP
OG0004339	LOC117590950|XP_034139893.1|DGUA	LOC120418441|XP_039436783.1|CPIP
OG0004340	LOC117590942|XP_034139881.1|DGUA	LOC120418440|XP_039436782.1|CPIP
OG0004341	LOC117592640|XP_034142474.1|DGUA	LOC120431261|XP_039452328.1|CPIP
OG0004342	LOC117590820|XP_034139683.1|DGUA	LOC120417243|XP_039435137.1|CPIP
OG0004343	LOC117586494|XP_034132484.1|DGUA	LOC120417222|XP_039435117.1|CPIP
OG0004344	LOC117586711|XP_034132876.1|DGUA	LOC120417227|XP_039435121.1|CPIP
OG0004345	LOC117591087|XP_034140079.1|DGUA	LOC120427046|XP_039447811.1|CPIP
OG0004346	LOC117592192|XP_034141691.1|DGUA	LOC120427044|XP_039447809.1|CPIP
OG0004347	LOC117592193|XP_034141693.1|DGUA	LOC120421729|XP_039440916.1|CPIP
OG0004348	LOC117592324|XP_034141894.1|DGUA	LOC120427759|XP_039448602.1|CPIP
OG0004349	LOC117582765|XP_034126624.1|DGUA	LOC120428141|XP_039449060.1|CPIP
OG0004350	LOC117585137|XP_034130360.1|DGUA	LOC120424452|XP_039444518.1|CPIP
OG0004351	LOC117589761|XP_034137843.1|DGUA	LOC120425053|XP_039445363.1|CPIP
OG0004352	LOC117589998|XP_034138171.1|DGUA	LOC120415282|XP_039432686.1|CPIP
OG0004353	LOC117583077|XP_034127144.1|DGUA	LOC120424181|XP_039444174.1|CPIP
OG0004354	LOC117583815|XP_034128290.1|DGUA	LOC120424208|XP_039444199.1|CPIP
OG0004355	LOC117585884|XP_034131526.1|DGUA	LOC120425122|XP_039445482.1|CPIP
OG0004356	LOC117588336|XP_034135439.1|DGUA	LOC120424388|XP_039444423.1|CPIP
OG0004357	LOC117585065|XP_034130222.1|DGUA	LOC120418003|XP_039436180.1|CPIP
OG0004358	LOC117582351|XP_034125898.1|DGUA	LOC120429097|XP_039450195.1|CPIP
OG0004359	LOC117592379|XP_034141975.1|DGUA	LOC120428515|XP_039449462.1|CPIP
OG0004361	LOC117585118|XP_034130332.1|DGUA	LOC120421469|XP_039440621.1|CPIP
OG0004362	LOC117589298|XP_034136982.1|DGUA	LOC120421462|XP_039440608.1|CPIP
OG0004363	LOC117588469|XP_034135651.1|DGUA	LOC120431871|XP_039452936.1|CPIP
OG0004364	LOC117592335|XP_034141919.1|DGUA	LOC120421461|XP_039440607.1|CPIP
OG0004365	LOC117578776|XP_034120373.1|DGUA	LOC120416734|XP_039434495.1|CPIP
OG0004366	LOC117582461|XP_034126078.1|DGUA	LOC120427348|XP_039448139.1|CPIP
OG0004367	LOC117589431|XP_034137259.1|DGUA	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP
OG0004368	LOC117589014|XP_034136528.1|DGUA	LOC120426868|XP_039447606.1|CPIP
OG0004369	LOC117592529|XP_034142278.1|DGUA	LOC120428057|XP_039448950.1|CPIP
OG0004370	LOC117584436|XP_034129242.1|DGUA	LOC120415122|XP_039432477.1|CPIP
OG0004371	LOC117590812|XP_034139669.1|DGUA	LOC120422942|XP_039442458.1|CPIP
OG0004372	LOC117592375|XP_034141965.1|DGUA	LOC120422940|XP_039442452.1|CPIP
OG0004373	LOC117592692|XP_034142551.1|DGUA	LOC120422964|XP_039442486.1|CPIP
OG0004374	LOC117589093|XP_034136625.1|DGUA	LOC120415366|XP_039432792.1|CPIP
OG0004375	LOC117580304|XP_034122685.1|DGUA	LOC120415852|XP_039433423.1|CPIP
OG0004376	LOC117579768|XP_034121713.1|DGUA	LOC120430333|XP_039451367.1|CPIP
OG0004377	LOC117579343|XP_034121060.1|DGUA	LOC120415103|XP_039432455.1|CPIP
OG0004378	LOC117579919|XP_034121952.1|DGUA	LOC120415142|XP_039432503.1|CPIP
