Orthogroup	DGUA.longest_only	ASTE.longest_only
OG0005267	LOC117583984|XP_034128582.1|DGUA	LOC118513516|XP_035915268.1|ASTE
OG0005268	LOC117583982|XP_034128580.1|DGUA	LOC118513515|XP_035915267.1|ASTE
OG0005269	LOC117583873|XP_034128413.1|DGUA	LOC118513524|XP_035915279.1|ASTE
OG0005270	LOC117582099|XP_034125555.1|DGUA	LOC118513567|XP_035915389.1|ASTE
OG0005271	LOC117587738|XP_034134549.1|DGUA	LOC118513560|XP_035915376.1|ASTE
OG0005272	LOC117587740|XP_034134554.1|DGUA	LOC118513563|XP_035915384.1|ASTE
OG0005273	LOC117587620|XP_034134369.1|DGUA	LOC118513558|XP_035915373.1|ASTE
OG0005274	LOC117581909|XP_034125268.1|DGUA	LOC118513556|XP_035915371.1|ASTE
OG0005275	LOC117584331|XP_034129051.1|DGUA	LOC118513554|XP_035915343.1|ASTE
OG0005276	LOC117582608|XP_034126372.1|DGUA	LOC118513548|XP_035915327.1|ASTE
OG0005277	LOC117582606|XP_034126366.1|DGUA	LOC118513546|XP_035915325.1|ASTE
OG0005278	LOC117592206|XP_034141712.1|DGUA	LOC118513547|XP_035915326.1|ASTE
OG0005279	LOC117588099|XP_034135060.1|DGUA	LOC118511042|XP_035909529.1|ASTE
OG0005280	LOC117582517|XP_034126205.1|DGUA	LOC118513913|XP_035916147.1|ASTE
OG0005281	LOC117584408|XP_034129161.1|DGUA	LOC118513861|XP_035916054.1|ASTE
OG0005282	LOC117585744|XP_034131284.1|DGUA	LOC118513851|XP_035916029.1|ASTE
OG0005283	LOC117585590|XP_034131018.1|DGUA	LOC118513852|XP_035916036.1|ASTE
OG0005284	LOC117584852|XP_034129883.1|DGUA	LOC118511091|XP_035909677.1|ASTE
OG0005285	LOC117584851|XP_034129881.1|DGUA	LOC118511762|XP_035911125.1|ASTE
OG0005286	LOC117582521|XP_034126210.1|DGUA	LOC118513969|XP_035916286.1|ASTE
OG0005287	LOC117582519|XP_034126207.1|DGUA	LOC118513925|XP_035916186.1|ASTE
OG0005288	LOC117584840|XP_034129868.1|DGUA	LOC118511068|XP_035909569.1|ASTE
OG0005289	LOC117587764|XP_034134592.1|DGUA	LOC118511058|XP_035909560.1|ASTE
OG0005290	LOC117586659|XP_034132796.1|DGUA	LOC118511059|XP_035909562.1|ASTE
OG0005291	LOC117587990|XP_034134894.1|DGUA	LOC118511579|XP_035910723.1|ASTE
OG0005292	LOC117587559|XP_034134263.1|DGUA	LOC118513663|XP_035915650.1|ASTE
OG0005293	LOC117591451|XP_034140610.1|DGUA	LOC118512209|XP_035912215.1|ASTE
OG0005294	LOC117584721|XP_034129665.1|DGUA	LOC118509332|XP_035905692.1|ASTE
OG0005295	LOC117587988|XP_034134892.1|DGUA	LOC118509335|XP_035905695.1|ASTE
OG0005296	LOC117585573|XP_034130998.1|DGUA	LOC118513543|XP_035915313.1|ASTE
OG0005297	LOC117587564|XP_034134276.1|DGUA	LOC118509046|XP_035905014.1|ASTE
OG0005298	LOC117587551|XP_034134248.1|DGUA	LOC118513312|XP_035914793.1|ASTE
OG0005299	LOC117585835|XP_034131467.1|DGUA	LOC118509059|XP_035905064.1|ASTE
OG0005300	LOC117591179|XP_034140196.1|DGUA	LOC118513389|XP_035914959.1|ASTE
OG0005301	LOC117587723|XP_034134523.1|DGUA	LOC118511720|XP_035911041.1|ASTE
OG0005302	LOC117578513|XP_034119946.1|DGUA	LOC118514002|XP_035916331.1|ASTE
OG0005303	LOC117582403|XP_034125981.1|DGUA	LOC118513881|XP_035916082.1|ASTE
OG0005304	LOC117591062|XP_034140055.1|DGUA	LOC118513880|XP_035916081.1|ASTE
OG0005305	LOC117592166|XP_034141637.1|DGUA	LOC118511079|XP_035909645.1|ASTE
OG0005306	LOC117584391|XP_034129139.1|DGUA	LOC118511102|XP_035909715.1|ASTE
OG0005307	LOC117582506|XP_034126186.1|DGUA	LOC118511129|XP_035909755.1|ASTE
OG0005308	LOC117582390|XP_034125958.1|DGUA	LOC118511081|XP_035909651.1|ASTE
OG0005309	LOC117581753|XP_034125043.1|DGUA	LOC118511084|XP_035909657.1|ASTE
OG0005310	LOC117581930|XP_034125301.1|DGUA	LOC118510084|XP_035907386.1|ASTE
OG0005311	LOC117583994|XP_034128612.1|DGUA	LOC118514027|XP_035916395.1|ASTE
OG0005312	LOC117584352|XP_034129076.1|DGUA	LOC118511052|XP_035909544.1|ASTE
OG0005313	LOC117584374|XP_034129105.1|DGUA	LOC118511638|XP_035910844.1|ASTE
OG0005314	LOC117583858|XP_034128360.1|DGUA	LOC118513911|XP_035916145.1|ASTE
OG0005315	LOC117581843|XP_034125189.1|DGUA	LOC118513956|XP_035916245.1|ASTE, LOC118517203|XP_035919051.1|ASTE
OG0005316	LOC117592213|XP_034141726.1|DGUA	LOC118514028|XP_035916398.1|ASTE
OG0005317	LOC117584039|XP_034128667.1|DGUA	LOC118514015|XP_035916378.1|ASTE
OG0005319	LOC117591449|XP_034140607.1|DGUA	LOC118511753|XP_035911111.1|ASTE
OG0005320	LOC117588156|XP_034135148.1|DGUA	LOC118511754|XP_035911112.1|ASTE
OG0005321	LOC117584208|XP_034128868.1|DGUA	LOC118513412|XP_035915013.1|ASTE
OG0005322	LOC117582621|XP_034126385.1|DGUA	LOC118510081|XP_035907382.1|ASTE
OG0005323	LOC117587756|XP_034134572.1|DGUA	LOC118511592|XP_035910745.1|ASTE
OG0005324	LOC117587789|XP_034134624.1|DGUA	LOC118510608|XP_035908513.1|ASTE
OG0005325	LOC117584574|XP_034129435.1|DGUA	LOC118510607|XP_035908511.1|ASTE
OG0005326	LOC117588133|XP_034135115.1|DGUA	LOC118510609|XP_035908515.1|ASTE
OG0005327	LOC117588217|XP_034135251.1|DGUA	LOC118510614|XP_035908524.1|ASTE
OG0005328	LOC117583510|XP_034127743.1|DGUA	LOC118513399|XP_035914972.1|ASTE
OG0005329	LOC117587175|XP_034133583.1|DGUA	LOC118509136|XP_035905229.1|ASTE
OG0005330	LOC117587173|XP_034133581.1|DGUA	LOC118509134|XP_035905227.1|ASTE
OG0005331	LOC117583985|XP_034128583.1|DGUA	LOC118511234|XP_035909964.1|ASTE
OG0005332	LOC117582575|XP_034126312.1|DGUA	LOC118511230|XP_035909958.1|ASTE
OG0005333	LOC117581817|XP_034125152.1|DGUA	LOC118514608|XP_035917497.1|ASTE
OG0005334	LOC117584753|XP_034129738.1|DGUA	LOC118511661|XP_035910902.1|ASTE
OG0005335	LOC117592337|XP_034141922.1|DGUA	LOC118511665|XP_035910910.1|ASTE
OG0005336	LOC117578768|XP_034120365.1|DGUA	LOC118511640|XP_035910854.1|ASTE
OG0005337	LOC117589851|XP_034138007.1|DGUA	LOC118513418|XP_035915023.1|ASTE
OG0005338	LOC117587782|XP_034134617.1|DGUA	LOC118513425|XP_035915032.1|ASTE
OG0005339	LOC117584282|XP_034128992.1|DGUA	LOC118513438|XP_035915071.1|ASTE
OG0005340	LOC117588195|XP_034135215.1|DGUA	LOC118513442|XP_035915077.1|ASTE
OG0005341	LOC117591999|XP_034141338.1|DGUA	LOC118512455|XP_035912814.1|ASTE
OG0005342	LOC117582073|XP_034125521.1|DGUA	LOC118508999|XP_035904896.1|ASTE
OG0005343	LOC117578600|XP_034120081.1|DGUA	LOC118509006|XP_035904914.1|ASTE
OG0005345	LOC117584265|XP_034128967.1|DGUA	LOC118509083|XP_035905109.1|ASTE
OG0005346	LOC117584013|XP_034128636.1|DGUA	LOC118511611|XP_035910794.1|ASTE
OG0005347	LOC117582378|XP_034125936.1|DGUA	LOC118511676|XP_035910930.1|ASTE
OG0005348	LOC117584746|XP_034129720.1|DGUA	LOC118511667|XP_035910912.1|ASTE
OG0005349	LOC117584501|XP_034129324.1|DGUA	LOC118511663|XP_035910905.1|ASTE
OG0005350	LOC117582066|XP_034125513.1|DGUA	LOC118511647|XP_035910874.1|ASTE
OG0005351	LOC117589170|XP_034136775.1|DGUA	LOC118512444|XP_035912801.1|ASTE
OG0005352	LOC117584794|XP_034129799.1|DGUA	LOC118513406|XP_035914995.1|ASTE
OG0005353	LOC117586934|XP_034133191.1|DGUA	LOC118512647|XP_035913256.1|ASTE
OG0005354	LOC117584571|XP_034129428.1|DGUA	LOC118512657|XP_035913282.1|ASTE
OG0005355	LOC117584816|XP_034129828.1|DGUA	LOC118512448|XP_035912805.1|ASTE
OG0005356	LOC117584820|XP_034129833.1|DGUA	LOC118512462|XP_035912825.1|ASTE
OG0005357	LOC117581835|XP_034125173.1|DGUA	LOC118512456|XP_035912816.1|ASTE
OG0005358	LOC117583880|XP_034128423.1|DGUA	LOC118513445|XP_035915081.1|ASTE
OG0005359	LOC117592144|XP_034141590.1|DGUA	LOC118508998|XP_035904895.1|ASTE
OG0005360	LOC117579614|XP_034121440.1|DGUA	LOC118513443|XP_035915078.1|ASTE
OG0005361	LOC117584192|XP_034128851.1|DGUA	LOC118513506|XP_035915248.1|ASTE
OG0005362	LOC117587779|XP_034134612.1|DGUA	LOC118513292|XP_035914758.1|ASTE
OG0005363	LOC117587749|XP_034134563.1|DGUA	LOC118511787|XP_035911198.1|ASTE
OG0005364	LOC117592663|XP_034142538.1|DGUA	LOC118510123|XP_035907485.1|ASTE
OG0005365	LOC117581837|XP_034125175.1|DGUA	LOC118511621|XP_035910812.1|ASTE
OG0005366	LOC117582648|XP_034126435.1|DGUA	LOC118511607|XP_035910783.1|ASTE
OG0005367	LOC117582646|XP_034126433.1|DGUA	LOC118509150|XP_035905259.1|ASTE
OG0005368	LOC117582806|XP_034126728.1|DGUA	LOC118509151|XP_035905267.1|ASTE
OG0005369	LOC117582114|XP_034125579.1|DGUA	LOC118509148|XP_035905255.1|ASTE
OG0005370	LOC117582501|XP_034126176.1|DGUA	LOC118509149|XP_035905256.1|ASTE
OG0005371	LOC117582504|XP_034126182.1|DGUA	LOC118509147|XP_035905253.1|ASTE
OG0005372	LOC117589784|XP_034137872.1|DGUA	LOC118508801|XP_035904413.1|ASTE
OG0005373	LOC117587593|XP_034134327.1|DGUA	LOC118513901|XP_035916116.1|ASTE
OG0005374	LOC117584857|XP_034129889.1|DGUA	LOC118513735|XP_035915783.1|ASTE
OG0005375	LOC117584855|XP_034129887.1|DGUA	LOC118513732|XP_035915778.1|ASTE
OG0005376	LOC117582529|XP_034126221.1|DGUA	LOC118513727|XP_035915771.1|ASTE
OG0005377	LOC117580165|XP_034122376.1|DGUA	LOC118510993|XP_035909401.1|ASTE
OG0005378	LOC117581994|XP_034125380.1|DGUA	LOC118511006|XP_035909416.1|ASTE
OG0005379	LOC117582161|XP_034125651.1|DGUA	LOC118511008|XP_035909421.1|ASTE
OG0005380	LOC117582097|XP_034125550.1|DGUA	LOC118511010|XP_035909424.1|ASTE
OG0005381	LOC117582558|XP_034126279.1|DGUA	LOC118511017|XP_035909439.1|ASTE
OG0005382	LOC117581793|XP_034125115.1|DGUA	LOC118511018|XP_035909447.1|ASTE
OG0005383	LOC117589141|XP_034136719.1|DGUA	LOC118509157|XP_035905293.1|ASTE
OG0005384	LOC117586431|XP_034132359.1|DGUA	LOC118514589|XP_035917484.1|ASTE
OG0005385	LOC117578574|XP_034120046.1|DGUA	LOC118514510|XP_035917344.1|ASTE
OG0005386	LOC117591584|XP_034140794.1|DGUA	LOC118514526|XP_035917393.1|ASTE
OG0005387	LOC117582740|XP_034126565.1|DGUA	LOC118508995|XP_035904887.1|ASTE
OG0005388	LOC117584484|XP_034129300.1|DGUA	LOC118512506|XP_035912911.1|ASTE
OG0005389	LOC117581684|XP_034124950.1|DGUA	LOC118512518|XP_035912952.1|ASTE
OG0005390	LOC117584684|XP_034129604.1|DGUA	LOC118512565|XP_035913049.1|ASTE
OG0005391	LOC117584687|XP_034129607.1|DGUA	LOC118512566|XP_035913050.1|ASTE
OG0005392	LOC117582014|XP_034125426.1|DGUA	LOC118512571|XP_035913081.1|ASTE
OG0005393	LOC117589822|XP_034137944.1|DGUA	LOC118510086|XP_035907390.1|ASTE
OG0005394	LOC117582012|XP_034125420.1|DGUA	LOC118511218|XP_035909925.1|ASTE
OG0005395	LOC117582174|XP_034125668.1|DGUA	LOC118514704|XP_035917666.1|ASTE
OG0005396	LOC117581774|XP_034125086.1|DGUA	LOC118509155|XP_035905279.1|ASTE
OG0005397	LOC117582232|XP_034125734.1|DGUA	LOC118509158|XP_035905299.1|ASTE
OG0005398	LOC117585732|XP_034131268.1|DGUA	LOC118513775|XP_035915845.1|ASTE
OG0005399	LOC117581462|XP_034124575.1|DGUA	LOC118508965|XP_035904802.1|ASTE
OG0005401	LOC117582302|XP_034125835.1|DGUA	LOC118513740|XP_035915790.1|ASTE
OG0005402	LOC117582000|XP_034125387.1|DGUA	LOC118513751|XP_035915804.1|ASTE
OG0005403	LOC117581734|XP_034125006.1|DGUA	LOC118513748|XP_035915801.1|ASTE
OG0005404	LOC117581735|XP_034125007.1|DGUA	LOC118513747|XP_035915799.1|ASTE
OG0005405	LOC117586839|XP_034133025.1|DGUA	LOC118513759|XP_035915826.1|ASTE
OG0005406	LOC117586700|XP_034132862.1|DGUA	LOC118513763|XP_035915829.1|ASTE
OG0005407	LOC117590254|XP_034138621.1|DGUA	LOC118513765|XP_035915834.1|ASTE, LOC118515269|XP_035917855.1|ASTE
OG0005408	LOC117583945|XP_034128534.1|DGUA	LOC118514683|XP_035917622.1|ASTE
OG0005409	LOC117582170|XP_034125662.1|DGUA	LOC118514699|XP_035917654.1|ASTE
OG0005410	LOC117583949|XP_034128539.1|DGUA	LOC118514154|XP_035916660.1|ASTE
OG0005411	LOC117583340|XP_034127498.1|DGUA	LOC118513365|XP_035914889.1|ASTE
OG0005412	LOC117588703|XP_034136046.1|DGUA	LOC118513368|XP_035914892.1|ASTE
OG0005413	LOC117578714|XP_034120257.1|DGUA	LOC118514583|XP_035917479.1|ASTE
OG0005414	LOC117591044|XP_034140030.1|DGUA	LOC118512532|XP_035912977.1|ASTE
OG0005415	LOC117581319|XP_034124311.1|DGUA	LOC118511687|XP_035910963.1|ASTE
OG0005416	LOC117585692|XP_034131201.1|DGUA	LOC118512578|XP_035913095.1|ASTE
OG0005417	LOC117582201|XP_034125700.1|DGUA	LOC118510635|XP_035908572.1|ASTE
OG0005418	LOC117582117|XP_034125582.1|DGUA	LOC118510642|XP_035908628.1|ASTE
OG0005419	LOC117583953|XP_034128544.1|DGUA	LOC118510649|XP_035908657.1|ASTE
OG0005420	LOC117584466|XP_034129278.1|DGUA	LOC118514276|XP_035916910.1|ASTE
OG0005421	LOC117584655|XP_034129574.1|DGUA	LOC118509811|XP_035906855.1|ASTE
OG0005422	LOC117588408|XP_034135564.1|DGUA	LOC118514674|XP_035917610.1|ASTE
OG0005423	LOC117587933|XP_034134813.1|DGUA	LOC118511774|XP_035911156.1|ASTE
OG0005424	LOC117582347|XP_034125931.1|DGUA	LOC118511781|XP_035911183.1|ASTE
OG0005425	LOC117591423|XP_034140572.1|DGUA	LOC118511783|XP_035911193.1|ASTE
OG0005426	LOC117592214|XP_034141730.1|DGUA	LOC118514525|XP_035917392.1|ASTE
OG0005427	LOC117587626|XP_034134377.1|DGUA	LOC118514635|XP_035917539.1|ASTE
OG0005428	LOC117588135|XP_034135116.1|DGUA	LOC118514633|XP_035917533.1|ASTE
OG0005429	LOC117591060|XP_034140052.1|DGUA	LOC118514637|XP_035917544.1|ASTE
OG0005430	LOC117591061|XP_034140054.1|DGUA	LOC118514638|XP_035917546.1|ASTE
OG0005431	LOC117591074|XP_034140066.1|DGUA	LOC118509321|XP_035905677.1|ASTE
OG0005432	LOC117587596|XP_034134338.1|DGUA	LOC118514569|XP_035917462.1|ASTE
OG0005433	LOC117591906|XP_034141187.1|DGUA	LOC118508947|XP_035904754.1|ASTE
OG0005434	LOC117587780|XP_034134613.1|DGUA	LOC118513587|XP_035915449.1|ASTE
OG0005435	LOC117587599|XP_034134340.1|DGUA	LOC118513591|XP_035915465.1|ASTE
OG0005436	LOC117587597|XP_034134339.1|DGUA	LOC118513590|XP_035915464.1|ASTE
OG0005437	LOC117585815|XP_034131435.1|DGUA	LOC118514533|XP_035917407.1|ASTE
OG0005438	LOC117582442|XP_034126039.1|DGUA	LOC118511690|XP_035910982.1|ASTE
OG0005439	LOC117589943|XP_034138122.1|DGUA	LOC118514584|XP_035917480.1|ASTE
OG0005440	LOC117582564|XP_034126290.1|DGUA	LOC118514505|XP_035917333.1|ASTE
OG0005441	LOC117584151|XP_034128801.1|DGUA	LOC118513276|XP_035914734.1|ASTE
OG0005442	LOC117581726|XP_034124996.1|DGUA	LOC118513287|XP_035914752.1|ASTE
OG0005443	LOC117584710|XP_034129645.1|DGUA	LOC118513285|XP_035914746.1|ASTE
OG0005444	LOC117582512|XP_034126200.1|DGUA	LOC118509226|XP_035905425.1|ASTE
OG0005445	LOC117584154|XP_034128806.1|DGUA	LOC118513251|XP_035914705.1|ASTE
OG0005446	LOC117581713|XP_034124982.1|DGUA	LOC118513261|XP_035914717.1|ASTE
OG0005447	LOC117584767|XP_034129759.1|DGUA	LOC118512607|XP_035913171.1|ASTE
OG0005448	LOC117592168|XP_034141651.1|DGUA	LOC118512603|XP_035913165.1|ASTE
OG0005449	LOC117588454|XP_034135632.1|DGUA	LOC118513691|XP_035915704.1|ASTE
OG0005450	LOC117583378|XP_034127554.1|DGUA	LOC118513695|XP_035915712.1|ASTE
OG0005451	LOC117582023|XP_034125439.1|DGUA	LOC118513455|XP_035915109.1|ASTE
OG0005452	LOC117590198|XP_034138535.1|DGUA	LOC118513216|XP_035914629.1|ASTE
OG0005453	LOC117586605|XP_034132678.1|DGUA	LOC118508807|XP_035904426.1|ASTE
OG0005454	LOC117582384|XP_034125947.1|DGUA	LOC118509829|XP_035906892.1|ASTE
OG0005455	LOC117578692|XP_034120218.1|DGUA	LOC118510045|XP_035907326.1|ASTE
OG0005456	LOC117588001|XP_034134913.1|DGUA	LOC118510852|XP_035909078.1|ASTE
OG0005457	LOC117587861|XP_034134718.1|DGUA	LOC118510853|XP_035909079.1|ASTE
OG0005458	LOC117584045|XP_034128674.1|DGUA	LOC118510847|XP_035909071.1|ASTE
OG0005459	LOC117581888|XP_034125247.1|DGUA	LOC118510844|XP_035909064.1|ASTE
OG0005460	LOC117584474|XP_034129289.1|DGUA	LOC118509826|XP_035906889.1|ASTE
OG0005461	LOC117587815|XP_034134663.1|DGUA	LOC118513332|XP_035914839.1|ASTE
OG0005462	LOC117587785|XP_034134620.1|DGUA	LOC118513348|XP_035914870.1|ASTE
OG0005463	LOC117579935|XP_034121981.1|DGUA	LOC118513347|XP_035914869.1|ASTE
OG0005464	LOC117588080|XP_034135035.1|DGUA	LOC118513314|XP_035914795.1|ASTE
OG0005465	LOC117588191|XP_034135203.1|DGUA	LOC118513264|XP_035914721.1|ASTE
OG0005466	LOC117587999|XP_034134910.1|DGUA	LOC118513262|XP_035914718.1|ASTE
OG0005467	LOC117585079|XP_034130235.1|DGUA	LOC118513222|XP_035914641.1|ASTE
OG0005468	LOC117582238|XP_034125739.1|DGUA	LOC118508958|XP_035904779.1|ASTE
OG0005469	LOC117588237|XP_034135279.1|DGUA	LOC118508963|XP_035904799.1|ASTE
OG0005470	LOC117588115|XP_034135079.1|DGUA	LOC118508962|XP_035904796.1|ASTE
OG0005471	LOC117584699|XP_034129624.1|DGUA	LOC118514159|XP_035916692.1|ASTE
OG0005473	LOC117584480|XP_034129296.1|DGUA	LOC118513335|XP_035914847.1|ASTE
OG0005474	LOC117581859|XP_034125212.1|DGUA	LOC118509299|XP_035905640.1|ASTE
OG0005475	LOC117581858|XP_034125211.1|DGUA	LOC118512591|XP_035913123.1|ASTE
OG0005476	LOC117584593|XP_034129464.1|DGUA	LOC118509302|XP_035905644.1|ASTE
OG0005477	LOC117579198|XP_034120859.1|DGUA	LOC118509290|XP_035905597.1|ASTE
OG0005478	LOC117582312|XP_034125847.1|DGUA	LOC118509284|XP_035905555.1|ASTE
OG0005479	LOC117582310|XP_034125845.1|DGUA	LOC118509171|XP_035905324.1|ASTE
OG0005480	LOC117582313|XP_034125848.1|DGUA	LOC118509283|XP_035905554.1|ASTE
OG0005481	LOC117582429|XP_034126024.1|DGUA	LOC118509175|XP_035905333.1|ASTE
OG0005482	LOC117582428|XP_034126023.1|DGUA	LOC118509183|XP_035905342.1|ASTE
OG0005483	LOC117582768|XP_034126623.1|DGUA	LOC118509184|XP_035905345.1|ASTE
OG0005484	LOC117584104|XP_034128744.1|DGUA	LOC118517247|XP_035919113.1|ASTE, LOC118509200|XP_035905363.1|ASTE
OG0005485	LOC117581956|XP_034125333.1|DGUA	LOC118509959|XP_035907220.1|ASTE
OG0005486	LOC117578410|XP_034119759.1|DGUA	LOC118508809|XP_035904438.1|ASTE
OG0005487	LOC117581928|XP_034125298.1|DGUA	LOC118513651|XP_035915629.1|ASTE
OG0005488	LOC117582059|XP_034125501.1|DGUA	LOC118513654|XP_035915632.1|ASTE
OG0005489	LOC117582121|XP_034125590.1|DGUA	LOC118509883|XP_035907016.1|ASTE
OG0005490	LOC117582136|XP_034125609.1|DGUA	LOC118509880|XP_035907012.1|ASTE
OG0005491	LOC117582590|XP_034126327.1|DGUA	LOC118510883|XP_035909145.1|ASTE
OG0005492	LOC117582219|XP_034125718.1|DGUA, LOC117582624|XP_034126390.1|DGUA	LOC118510881|XP_035909141.1|ASTE
OG0005493	LOC117588213|XP_034135243.1|DGUA	LOC118510873|XP_035909128.1|ASTE
OG0005494	LOC117586663|XP_034132805.1|DGUA	LOC118513788|XP_035915865.1|ASTE
OG0005495	LOC117578618|XP_034120114.1|DGUA	LOC118513796|XP_035915875.1|ASTE
OG0005496	LOC117589861|XP_034138016.1|DGUA	LOC118513817|XP_035915941.1|ASTE
OG0005497	LOC117588150|XP_034135139.1|DGUA	LOC118513821|XP_035915949.1|ASTE
OG0005498	LOC117588162|XP_034135161.1|DGUA	LOC118513830|XP_035915966.1|ASTE
OG0005499	LOC117588146|XP_034135134.1|DGUA	LOC118513806|XP_035915902.1|ASTE
OG0005500	LOC117588163|XP_034135164.1|DGUA	LOC118513829|XP_035915965.1|ASTE
OG0005501	LOC117587742|XP_034134557.1|DGUA	LOC118513820|XP_035915948.1|ASTE
OG0005502	LOC117587743|XP_034134558.1|DGUA	LOC118513822|XP_035915950.1|ASTE
OG0005503	LOC117582535|XP_034126231.1|DGUA	LOC118513807|XP_035915903.1|ASTE
OG0005504	LOC117584047|XP_034128678.1|DGUA	LOC118510065|XP_035907348.1|ASTE
OG0005506	LOC117582560|XP_034126282.1|DGUA	LOC118514287|XP_035916923.1|ASTE
OG0005507	LOC117584007|XP_034128628.1|DGUA	LOC118513473|XP_035915159.1|ASTE
OG0005508	LOC117584139|XP_034128785.1|DGUA	LOC118509887|XP_035907022.1|ASTE
OG0005509	LOC117582492|XP_034126155.1|DGUA	LOC118509886|XP_035907021.1|ASTE
OG0005510	LOC117583883|XP_034128427.1|DGUA	LOC118508817|XP_035904451.1|ASTE
OG0005511	LOC117590828|XP_034139692.1|DGUA	LOC118511697|XP_035910998.1|ASTE
OG0005512	LOC117583259|XP_034127373.1|DGUA	LOC118511698|XP_035910999.1|ASTE
OG0005513	LOC117584515|XP_034129347.1|DGUA	LOC118512483|XP_035912871.1|ASTE
OG0005514	LOC117583284|XP_034127409.1|DGUA	LOC118512478|XP_035912861.1|ASTE
OG0005515	LOC117588724|XP_034136079.1|DGUA	LOC118515243|XP_035917820.1|ASTE, LOC118509278|XP_035905547.1|ASTE
OG0005516	LOC117584505|XP_034129331.1|DGUA	LOC118515242|XP_035917819.1|ASTE, LOC118509277|XP_035905546.1|ASTE
OG0005517	LOC117584726|XP_034129679.1|DGUA	LOC118510103|XP_035907444.1|ASTE
OG0005518	LOC117581880|XP_034125237.1|DGUA	LOC118513502|XP_035915239.1|ASTE, LOC118517150|XP_035918904.1|ASTE
OG0005519	LOC117584115|XP_034128760.1|DGUA	LOC118513210|XP_035914616.1|ASTE
OG0005520	LOC117584808|XP_034129817.1|DGUA	LOC118511806|XP_035911235.1|ASTE
OG0005521	LOC117584810|XP_034129821.1|DGUA	LOC118510218|XP_035907675.1|ASTE
OG0005522	LOC117579127|XP_034120754.1|DGUA	LOC118514037|XP_035916412.1|ASTE
OG0005523	LOC117584407|XP_034129160.1|DGUA	LOC118514052|XP_035916438.1|ASTE
OG0005524	LOC117591563|XP_034140763.1|DGUA	LOC118512610|XP_035913176.1|ASTE
OG0005525	LOC117587698|XP_034134485.1|DGUA	LOC118512616|XP_035913188.1|ASTE
OG0005526	LOC117584651|XP_034129570.1|DGUA	LOC118510833|XP_035909052.1|ASTE
OG0005527	LOC117590592|XP_034139244.1|DGUA	LOC118510834|XP_035909053.1|ASTE
OG0005528	LOC117584019|XP_034128642.1|DGUA	LOC118510815|XP_035909027.1|ASTE
OG0005529	LOC117587954|XP_034134848.1|DGUA	LOC118510794|XP_035908992.1|ASTE
OG0005530	LOC117584584|XP_034129450.1|DGUA	LOC118510777|XP_035908939.1|ASTE
OG0005531	LOC117587179|XP_034133588.1|DGUA	LOC118510769|XP_035908922.1|ASTE
OG0005532	LOC117582486|XP_034126136.1|DGUA	LOC118510765|XP_035908912.1|ASTE
OG0005533	LOC117584644|XP_034129558.1|DGUA	LOC118510755|XP_035908893.1|ASTE
OG0005534	LOC117589001|XP_034136504.1|DGUA	LOC118504853|XP_035895758.1|ASTE
OG0005535	LOC117581747|XP_034125035.1|DGUA	LOC118514040|XP_035916417.1|ASTE
OG0005536	LOC117584204|XP_034128865.1|DGUA	LOC118503114|XP_035891947.1|ASTE
OG0005537	LOC117584356|XP_034129083.1|DGUA	LOC118514494|XP_035917318.1|ASTE, LOC118505156|XP_035896442.1|ASTE
OG0005538	LOC117582466|XP_034126082.1|DGUA	LOC118514123|XP_035916601.1|ASTE
OG0005539	LOC117582054|XP_034125489.1|DGUA	LOC118514088|XP_035916514.1|ASTE
OG0005540	LOC117582025|XP_034125442.1|DGUA	LOC118514095|XP_035916525.1|ASTE
OG0005541	LOC117584437|XP_034129240.1|DGUA	LOC118514078|XP_035916499.1|ASTE
OG0005542	LOC117589396|XP_034137203.1|DGUA	LOC118514093|XP_035916519.1|ASTE
OG0005543	LOC117587645|XP_034134421.1|DGUA	LOC118513686|XP_035915684.1|ASTE
OG0005544	LOC117582662|XP_034126466.1|DGUA	LOC118513315|XP_035914796.1|ASTE
OG0005545	LOC117582290|XP_034125818.1|DGUA	LOC118509994|XP_035907270.1|ASTE
OG0005546	LOC117584148|XP_034128799.1|DGUA	LOC118514039|XP_035916416.1|ASTE
OG0005547	LOC117581929|XP_034125299.1|DGUA	LOC118508913|XP_035904666.1|ASTE
OG0005548	LOC117581733|XP_034125003.1|DGUA	LOC118514073|XP_035916492.1|ASTE
OG0005549	LOC117582001|XP_034125388.1|DGUA	LOC118511694|XP_035910987.1|ASTE
OG0005550	LOC117581877|XP_034125233.1|DGUA	LOC118514104|XP_035916567.1|ASTE
OG0005551	LOC117581049|XP_034124196.1|DGUA	LOC118514111|XP_035916580.1|ASTE
OG0005552	LOC117585279|XP_034130597.1|DGUA	LOC118514105|XP_035916572.1|ASTE
OG0005553	LOC117584044|XP_034128673.1|DGUA	LOC118514060|XP_035916458.1|ASTE
OG0005554	LOC117582644|XP_034126417.1|DGUA	LOC118514067|XP_035916472.1|ASTE
OG0005555	LOC117582189|XP_034125683.1|DGUA	LOC118514069|XP_035916487.1|ASTE
OG0005556	LOC117582022|XP_034125438.1|DGUA	LOC118514068|XP_035916486.1|ASTE
OG0005557	LOC117584050|XP_034128681.1|DGUA	LOC118510731|XP_035908837.1|ASTE
OG0005558	LOC117580698|XP_034123214.1|DGUA	LOC118514066|XP_035916466.1|ASTE
