Orthogroup	DGUA.longest_only	BCOP.longest_only
OG0004186	LOC117580716|XP_034123270.1|DGUA	LOC119076706|XP_037039517.1|BCOP
OG0004187	LOC117586282|XP_034132127.1|DGUA	LOC119076096|XP_037038646.1|BCOP
OG0004188	LOC117585975|XP_034131679.1|DGUA	LOC119073151|XP_037034351.1|BCOP
OG0004189	LOC117585982|XP_034131690.1|DGUA	LOC119073215|XP_037034423.1|BCOP
OG0004190	LOC117586704|XP_034132865.1|DGUA	LOC119074308|XP_037036251.1|BCOP
OG0004191	LOC117586709|XP_034132870.1|DGUA	LOC119074667|XP_037036844.1|BCOP
OG0004192	LOC117586570|XP_034132622.1|DGUA	LOC119074603|XP_037036750.1|BCOP
OG0004193	LOC117590866|XP_034139777.1|DGUA	LOC119073406|XP_037034740.1|BCOP
OG0004194	LOC117585620|XP_034131075.1|DGUA	LOC119084017|XP_037049725.1|BCOP
OG0004195	LOC117581372|XP_034124399.1|DGUA	LOC119074847|XP_037037056.1|BCOP
OG0004196	LOC117589717|XP_034137773.1|DGUA	LOC119075873|XP_037038330.1|BCOP
OG0004197	LOC117590130|XP_034138394.1|DGUA	LOC119076687|XP_037039486.1|BCOP
OG0004198	LOC117584912|XP_034129950.1|DGUA	LOC119083010|XP_037048539.1|BCOP
OG0004199	LOC117586252|XP_034132084.1|DGUA	LOC119068722|XP_037028348.1|BCOP
OG0004200	LOC117587687|XP_034134475.1|DGUA	LOC119071893|XP_037032889.1|BCOP
OG0004201	LOC117582705|XP_034126512.1|DGUA	LOC119084702|XP_037050674.1|BCOP
OG0004202	LOC117585638|XP_034131114.1|DGUA	LOC119076094|XP_037038644.1|BCOP
OG0004203	LOC117585959|XP_034131653.1|DGUA	LOC119076145|XP_037038718.1|BCOP
OG0004204	LOC117580335|XP_034122728.1|DGUA	LOC119084827|XP_037050803.1|BCOP
OG0004205	LOC117579652|XP_034121527.1|DGUA	LOC119078311|XP_037041712.1|BCOP
OG0004206	LOC117586195|XP_034132013.1|DGUA	LOC119067713|XP_037026726.1|BCOP
OG0004207	LOC117586206|XP_034132035.1|DGUA	LOC119075905|XP_037038377.1|BCOP
OG0004208	LOC117590180|XP_034138469.1|DGUA	LOC119073278|XP_037034555.1|BCOP
OG0004209	LOC117583168|XP_034127253.1|DGUA	LOC119067979|XP_037027220.1|BCOP
OG0004210	LOC117589958|XP_034138147.1|DGUA	LOC119078714|XP_037042285.1|BCOP
OG0004211	LOC117584041|XP_034128670.1|DGUA	LOC119072661|XP_037033814.1|BCOP
OG0004212	LOC117586634|XP_034132746.1|DGUA	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP
OG0004213	LOC117586593|XP_034132661.1|DGUA	LOC119078042|XP_037041352.1|BCOP
OG0004214	LOC117587253|XP_034133757.1|DGUA	LOC119071514|XP_037032284.1|BCOP
OG0004215	LOC117592065|XP_034141454.1|DGUA	LOC119066063|XP_037024233.1|BCOP
OG0004216	LOC117579750|XP_034121658.1|DGUA	LOC119084419|XP_037050288.1|BCOP
OG0004217	LOC117580224|XP_034122529.1|DGUA	LOC119084415|XP_037050278.1|BCOP
OG0004218	LOC117581235|XP_034124112.1|DGUA	LOC119076868|XP_037039771.1|BCOP
OG0004219	LOC117586520|XP_034132543.1|DGUA	LOC119082203|XP_037047532.1|BCOP
OG0004220	LOC117586465|XP_034132422.1|DGUA	LOC119084161|XP_037049909.1|BCOP
OG0004221	LOC117590131|XP_034138395.1|DGUA	LOC119074651|XP_037036824.1|BCOP
OG0004222	LOC117585988|XP_034131699.1|DGUA	LOC119074678|XP_037036857.1|BCOP
OG0004223	LOC117586635|XP_034132747.1|DGUA	LOC119074429|XP_037036451.1|BCOP
OG0004224	LOC117586652|XP_034132779.1|DGUA	LOC119068839|XP_037028539.1|BCOP
OG0004225	LOC117588527|XP_034135776.1|DGUA	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP
OG0004226	LOC117586720|XP_034132904.1|DGUA	LOC119083011|XP_037048540.1|BCOP
OG0004227	LOC117586217|XP_034132046.1|DGUA	LOC119066742|XP_037025264.1|BCOP
OG0004228	LOC117586219|XP_034132047.1|DGUA	LOC119074799|XP_037036971.1|BCOP
OG0004229	LOC117591526|XP_034140745.1|DGUA	LOC119071411|XP_037032184.1|BCOP
OG0004230	LOC117590515|XP_034139098.1|DGUA	LOC119074842|XP_037037043.1|BCOP
OG0004231	LOC117579392|XP_034121156.1|DGUA	LOC119068352|XP_037027815.1|BCOP
OG0004232	LOC117579395|XP_034121163.1|DGUA	LOC119067142|XP_037025838.1|BCOP
OG0004233	LOC117579394|XP_034121162.1|DGUA	LOC119066880|XP_037025463.1|BCOP
OG0004234	LOC117579396|XP_034121165.1|DGUA	LOC119067155|XP_037025846.1|BCOP
OG0004235	LOC117590998|XP_034139969.1|DGUA	LOC119069083|XP_037028861.1|BCOP
OG0004236	LOC117586081|XP_034131828.1|DGUA	LOC119083057|XP_037048573.1|BCOP
OG0004237	LOC117586002|XP_034131721.1|DGUA	LOC119075773|XP_037038219.1|BCOP
OG0004238	LOC117585124|XP_034130338.1|DGUA	LOC119078029|XP_037041336.1|BCOP
OG0004239	LOC117590170|XP_034138456.1|DGUA	LOC119084042|XP_037049770.1|BCOP
OG0004240	LOC117586540|XP_034132588.1|DGUA	LOC119077967|XP_037041244.1|BCOP
OG0004241	LOC117586297|XP_034132144.1|DGUA	LOC119081063|XP_037045674.1|BCOP, LOC119075628|XP_037038002.1|BCOP
OG0004242	LOC117586610|XP_034132690.1|DGUA	LOC119073077|XP_037034284.1|BCOP, LOC119082173|XP_037047483.1|BCOP
OG0004243	LOC117589115|XP_034136684.1|DGUA	LOC119075836|XP_037038283.1|BCOP
OG0004244	LOC117585624|XP_034131080.1|DGUA	LOC119074658|XP_037036832.1|BCOP
OG0004245	LOC117586960|XP_034133223.1|DGUA	LOC119072040|XP_037033054.1|BCOP
OG0004246	LOC117579114|XP_034120732.1|DGUA	LOC119075612|XP_037037983.1|BCOP
OG0004247	LOC117580997|XP_034123694.1|DGUA	LOC119083553|XP_037049166.1|BCOP
OG0004248	LOC117585817|XP_034131441.1|DGUA	LOC119072378|XP_037033477.1|BCOP
OG0004249	LOC117587437|XP_034134009.1|DGUA	LOC119081049|XP_037045649.1|BCOP
OG0004250	LOC117588200|XP_034135224.1|DGUA	LOC119083469|XP_037049087.1|BCOP
OG0004251	LOC117584453|XP_034129262.1|DGUA, LOC117580753|XP_034123337.1|DGUA	LOC119074552|XP_037036627.1|BCOP
OG0004252	LOC117586686|XP_034132834.1|DGUA	LOC119076947|XP_037039894.1|BCOP
OG0004253	LOC117586029|XP_034131756.1|DGUA	LOC119081443|XP_037046272.1|BCOP, LOC119081446|XP_037046275.1|BCOP
OG0004254	LOC117591371|XP_034140501.1|DGUA	LOC119068614|XP_037028169.1|BCOP
OG0004255	LOC117583931|XP_034128504.1|DGUA	LOC119074925|XP_037037214.1|BCOP
OG0004256	LOC117592101|XP_034141509.1|DGUA	LOC119079133|XP_037042856.1|BCOP, LOC119079064|XP_037042767.1|BCOP, LOC119074400|XP_037036416.1|BCOP, LOC119085383|XP_037051664.1|BCOP
OG0004257	LOC117583621|XP_034127960.1|DGUA	LOC119066253|XP_037024484.1|BCOP
OG0004258	LOC117586672|XP_034132813.1|DGUA	LOC119068934|XP_037028696.1|BCOP
OG0004259	LOC117592103|XP_034141512.1|DGUA	LOC119085355|XP_037051626.1|BCOP
OG0004260	LOC117585761|XP_034131308.1|DGUA	LOC119074318|XP_037036271.1|BCOP
OG0004261	LOC117586653|XP_034132782.1|DGUA	LOC119068882|XP_037028638.1|BCOP
OG0004262	LOC117585779|XP_034131356.1|DGUA	LOC119082214|XP_037047558.1|BCOP
OG0004263	LOC117586034|XP_034131770.1|DGUA	LOC119075754|XP_037038186.1|BCOP
OG0004264	LOC117586616|XP_034132711.1|DGUA	LOC119068390|XP_037027846.1|BCOP
OG0004265	LOC117586702|XP_034132860.1|DGUA	LOC119078172|XP_037041541.1|BCOP
OG0004266	LOC117586713|XP_034132880.1|DGUA	LOC119076566|XP_037039249.1|BCOP
OG0004267	LOC117590113|XP_034138354.1|DGUA	LOC119076155|XP_037038734.1|BCOP
OG0004268	LOC117582955|XP_034126960.1|DGUA	LOC119085216|XP_037051421.1|BCOP
OG0004269	LOC117585786|XP_034131371.1|DGUA	LOC119082024|XP_037047238.1|BCOP
OG0004270	LOC117584750|XP_034129737.1|DGUA	LOC119066521|XP_037024934.1|BCOP
OG0004271	LOC117592334|XP_034141918.1|DGUA	LOC119072187|XP_037033242.1|BCOP
OG0004272	LOC117586097|XP_034131845.1|DGUA	LOC119070660|XP_037030985.1|BCOP
OG0004273	LOC117582803|XP_034126724.1|DGUA	LOC119068159|XP_037027531.1|BCOP
OG0004274	LOC117590956|XP_034139896.1|DGUA, LOC117581582|XP_034124824.1|DGUA	LOC119069310|XP_037029256.1|BCOP
OG0004275	LOC117581082|XP_034123857.1|DGUA	LOC119084039|XP_037049766.1|BCOP
OG0004276	LOC117589441|XP_034137271.1|DGUA	LOC119084224|XP_037050017.1|BCOP
OG0004277	LOC117580089|XP_034122233.1|DGUA	LOC119079729|XP_037043689.1|BCOP, LOC119076156|XP_037038736.1|BCOP, LOC119077954|XP_037041217.1|BCOP
OG0004278	LOC117588426|XP_034135597.1|DGUA	LOC119074894|XP_037037135.1|BCOP
OG0004279	LOC117582458|XP_034126075.1|DGUA	LOC119076857|XP_037039757.1|BCOP
OG0004280	LOC117581059|XP_034123795.1|DGUA	LOC119076402|XP_037039016.1|BCOP
OG0004281	LOC117588532|XP_034135784.1|DGUA	LOC119071733|XP_037032659.1|BCOP
OG0004282	LOC117584095|XP_034128737.1|DGUA	LOC119075286|XP_037037569.1|BCOP
OG0004283	LOC117584105|XP_034128749.1|DGUA	LOC119072058|XP_037033130.1|BCOP
OG0004284	LOC117584475|XP_034129290.1|DGUA	LOC119071064|XP_037031591.1|BCOP
OG0004285	LOC117585493|XP_034130881.1|DGUA	LOC119068484|XP_037027989.1|BCOP
OG0004286	LOC117580079|XP_034122216.1|DGUA	LOC119074235|XP_037036152.1|BCOP
OG0004287	LOC117580080|XP_034122219.1|DGUA	LOC119072078|XP_037033124.1|BCOP
OG0004288	LOC117580268|XP_034122599.1|DGUA	LOC119074231|XP_037036145.1|BCOP
OG0004289	LOC117580202|XP_034122482.1|DGUA	LOC119071632|XP_037032485.1|BCOP
OG0004290	LOC117592127|XP_034141562.1|DGUA	LOC119071203|XP_037031886.1|BCOP
OG0004291	LOC117584015|XP_034128641.1|DGUA	LOC119082360|XP_037047772.1|BCOP
OG0004292	LOC117580310|XP_034122694.1|DGUA	LOC119071255|XP_037031994.1|BCOP
OG0004293	LOC117586862|XP_034133048.1|DGUA	LOC119083288|XP_037048875.1|BCOP
OG0004294	LOC117579651|XP_034121523.1|DGUA	LOC119078303|XP_037041700.1|BCOP
OG0004295	LOC117579164|XP_034120815.1|DGUA	LOC119066823|XP_037025371.1|BCOP
OG0004296	LOC117580385|XP_034122812.1|DGUA	LOC119066002|XP_037024114.1|BCOP
OG0004297	LOC117578653|XP_034120162.1|DGUA	LOC119082350|XP_037047763.1|BCOP
OG0004298	LOC117592302|XP_034141862.1|DGUA	LOC119074244|XP_037036164.1|BCOP
OG0004299	LOC117589543|XP_034137442.1|DGUA	LOC119082791|XP_037048280.1|BCOP
OG0004300	LOC117585834|XP_034131466.1|DGUA	LOC119071694|XP_037032577.1|BCOP
OG0004301	LOC117580299|XP_034122676.1|DGUA	LOC119066451|XP_037024847.1|BCOP
OG0004302	LOC117583517|XP_034127756.1|DGUA	LOC119071225|XP_037031934.1|BCOP
OG0004303	LOC117578958|XP_034120597.1|DGUA	LOC119066851|XP_037025413.1|BCOP
OG0004304	LOC117578846|XP_034120522.1|DGUA	LOC119078290|XP_037041675.1|BCOP
OG0004305	LOC117592042|XP_034141405.1|DGUA	LOC119085103|XP_037051244.1|BCOP
OG0004306	LOC117578706|XP_034120245.1|DGUA	LOC119080620|XP_037044919.1|BCOP
OG0004307	LOC117578625|XP_034120122.1|DGUA	LOC119070087|XP_037030295.1|BCOP
OG0004308	LOC117580536|XP_034123059.1|DGUA	LOC119078996|XP_037042656.1|BCOP
OG0004309	LOC117579833|XP_034121818.1|DGUA	LOC119071381|XP_037032138.1|BCOP
OG0004310	LOC117582663|XP_034126472.1|DGUA	LOC119079699|XP_037043652.1|BCOP
OG0004311	LOC117587218|XP_034133670.1|DGUA	LOC119071155|XP_037031800.1|BCOP
OG0004312	LOC117587376|XP_034133920.1|DGUA	LOC119078246|XP_037041616.1|BCOP
OG0004313	LOC117578548|XP_034120011.1|DGUA	LOC119078231|XP_037041585.1|BCOP
OG0004314	LOC117592628|XP_034142455.1|DGUA	LOC119071132|XP_037031713.1|BCOP
OG0004315	LOC117592194|XP_034141695.1|DGUA	LOC119074203|XP_037036095.1|BCOP
OG0004316	LOC117581773|XP_034125083.1|DGUA	LOC119072084|XP_037033136.1|BCOP
OG0004317	LOC117584198|XP_034128862.1|DGUA	LOC119071221|XP_037031929.1|BCOP
OG0004318	LOC117592677|XP_034142525.1|DGUA	LOC119079012|XP_037042672.1|BCOP
OG0004319	LOC117592643|XP_034142481.1|DGUA	LOC119066636|XP_037025095.1|BCOP
OG0004320	LOC117589552|XP_034137454.1|DGUA	LOC119083474|XP_037049088.1|BCOP
OG0004321	LOC117587530|XP_034134223.1|DGUA	LOC119066930|XP_037025538.1|BCOP, LOC119084369|XP_037050216.1|BCOP
OG0004322	LOC117589490|XP_034137346.1|DGUA	LOC119067228|XP_037025976.1|BCOP
OG0004323	LOC117586918|XP_034133159.1|DGUA	LOC119066661|XP_037025133.1|BCOP
OG0004324	LOC117584836|XP_034129858.1|DGUA	LOC119066663|XP_037025138.1|BCOP
OG0004325	LOC117592148|XP_034141607.1|DGUA	LOC119071806|XP_037032767.1|BCOP
OG0004326	LOC117592147|XP_034141606.1|DGUA	LOC119078748|XP_037042344.1|BCOP
OG0004327	LOC117588495|XP_034135696.1|DGUA	LOC119073828|XP_037035526.1|BCOP
OG0004328	LOC117591985|XP_034141318.1|DGUA	LOC119074172|XP_037036067.1|BCOP
OG0004330	LOC117591959|XP_034141284.1|DGUA	LOC119082104|XP_037047368.1|BCOP
OG0004331	LOC117590132|XP_034138399.1|DGUA	LOC119071693|XP_037032576.1|BCOP, LOC119072720|XP_037033891.1|BCOP
OG0004332	LOC117587696|XP_034134483.1|DGUA	LOC119066091|XP_037024258.1|BCOP
OG0004333	LOC117584700|XP_034129627.1|DGUA	LOC119072643|XP_037033786.1|BCOP
OG0004334	LOC117582256|XP_034125761.1|DGUA	LOC119077375|XP_037040461.1|BCOP
OG0004335	LOC117580164|XP_034122378.1|DGUA	LOC119070088|XP_037030296.1|BCOP
OG0004336	LOC117578785|XP_034120387.1|DGUA	LOC119079944|XP_037043947.1|BCOP
OG0004337	LOC117581787|XP_034125107.1|DGUA	LOC119071972|XP_037033001.1|BCOP
OG0004338	LOC117580024|XP_034122139.1|DGUA	LOC119071398|XP_037032170.1|BCOP
OG0004339	LOC117590950|XP_034139893.1|DGUA	LOC119071337|XP_037032117.1|BCOP
OG0004340	LOC117590942|XP_034139881.1|DGUA	LOC119071271|XP_037032031.1|BCOP
OG0004341	LOC117592640|XP_034142474.1|DGUA	LOC119071295|XP_037032064.1|BCOP
OG0004342	LOC117590820|XP_034139683.1|DGUA	LOC119066421|XP_037024788.1|BCOP
OG0004343	LOC117586494|XP_034132484.1|DGUA	LOC119066093|XP_037024260.1|BCOP
OG0004344	LOC117586711|XP_034132876.1|DGUA	LOC119066834|XP_037025390.1|BCOP
OG0004345	LOC117591087|XP_034140079.1|DGUA	LOC119074201|XP_037036092.1|BCOP
OG0004346	LOC117592192|XP_034141691.1|DGUA	LOC119066137|XP_037024323.1|BCOP
OG0004347	LOC117592193|XP_034141693.1|DGUA	LOC119066419|XP_037024787.1|BCOP
OG0004348	LOC117592324|XP_034141894.1|DGUA	LOC119071750|XP_037032680.1|BCOP
OG0004349	LOC117582765|XP_034126624.1|DGUA	LOC119071717|XP_037032611.1|BCOP
OG0004350	LOC117585137|XP_034130360.1|DGUA	LOC119071324|XP_037032104.1|BCOP
OG0004351	LOC117589761|XP_034137843.1|DGUA	LOC119085998|XP_037052465.1|BCOP
OG0004352	LOC117589998|XP_034138171.1|DGUA	LOC119068454|XP_037027930.1|BCOP
OG0004353	LOC117583077|XP_034127144.1|DGUA	LOC119067827|XP_037026892.1|BCOP
OG0004354	LOC117583815|XP_034128290.1|DGUA	LOC119067828|XP_037026895.1|BCOP
OG0004355	LOC117585884|XP_034131526.1|DGUA	LOC119072344|XP_037033426.1|BCOP
OG0004356	LOC117588336|XP_034135439.1|DGUA	LOC119071166|XP_037031818.1|BCOP
OG0004357	LOC117585065|XP_034130222.1|DGUA	LOC119071252|XP_037031986.1|BCOP
OG0004358	LOC117582351|XP_034125898.1|DGUA	LOC119082701|XP_037048171.1|BCOP
OG0004359	LOC117592379|XP_034141975.1|DGUA	LOC119071148|XP_037031773.1|BCOP
OG0004360	LOC117579554|XP_034121364.1|DGUA	LOC119085205|XP_037051411.1|BCOP
OG0004361	LOC117585118|XP_034130332.1|DGUA	LOC119084175|XP_037049929.1|BCOP
OG0004362	LOC117589298|XP_034136982.1|DGUA	LOC119071311|XP_037032085.1|BCOP
OG0004363	LOC117588469|XP_034135651.1|DGUA	LOC119076065|XP_037038603.1|BCOP
OG0004364	LOC117592335|XP_034141919.1|DGUA	LOC119071028|XP_037031516.1|BCOP
OG0004365	LOC117578776|XP_034120373.1|DGUA	LOC119085330|XP_037051607.1|BCOP
OG0004366	LOC117582461|XP_034126078.1|DGUA	LOC119066225|XP_037024444.1|BCOP
OG0004367	LOC117589431|XP_034137259.1|DGUA	LOC119071072|XP_037031604.1|BCOP
OG0004368	LOC117589014|XP_034136528.1|DGUA	LOC119078995|XP_037042655.1|BCOP
OG0004369	LOC117592529|XP_034142278.1|DGUA	LOC119085129|XP_037051296.1|BCOP
OG0004370	LOC117584436|XP_034129242.1|DGUA	LOC119071899|XP_037032897.1|BCOP
OG0004371	LOC117590812|XP_034139669.1|DGUA	LOC119071517|XP_037032287.1|BCOP
OG0004372	LOC117592375|XP_034141965.1|DGUA	LOC119078166|XP_037041535.1|BCOP
OG0004373	LOC117592692|XP_034142551.1|DGUA	LOC119078317|XP_037041717.1|BCOP
OG0004374	LOC117589093|XP_034136625.1|DGUA	LOC119071871|XP_037032829.1|BCOP
OG0004375	LOC117580304|XP_034122685.1|DGUA	LOC119069882|XP_037029952.1|BCOP, LOC119080012|XP_037044083.1|BCOP
OG0004376	LOC117579768|XP_034121713.1|DGUA	LOC119072548|XP_037033677.1|BCOP, LOC119084867|XP_037050899.1|BCOP, LOC119072955|XP_037034171.1|BCOP
OG0004377	LOC117579343|XP_034121060.1|DGUA	LOC119084446|XP_037050321.1|BCOP, LOC119067037|XP_037025667.1|BCOP, LOC119072755|XP_037033939.1|BCOP
OG0004378	LOC117579919|XP_034121952.1|DGUA	LOC119066430|XP_037024806.1|BCOP
OG0004379	LOC117579149|XP_034120801.1|DGUA	LOC119068919|XP_037028677.1|BCOP, LOC119085341|XP_037051619.1|BCOP
OG0004380	LOC117582699|XP_034126499.1|DGUA	LOC119071928|XP_037032946.1|BCOP
OG0004381	LOC117585816|XP_034131436.1|DGUA	LOC119069548|XP_037029522.1|BCOP
OG0004382	LOC117578747|XP_034120321.1|DGUA	LOC119071477|XP_037032221.1|BCOP
OG0004383	LOC117591796|XP_034140994.1|DGUA	LOC119075393|XP_037037729.1|BCOP
OG0004384	LOC117591804|XP_034141004.1|DGUA	LOC119072616|XP_037033766.1|BCOP
OG0004385	LOC117589140|XP_034136762.1|DGUA	LOC119083533|XP_037049149.1|BCOP
OG0004386	LOC117578850|XP_034120528.1|DGUA	LOC119072602|XP_037033751.1|BCOP
OG0004387	LOC117579671|XP_034121546.1|DGUA	LOC119071847|XP_037032800.1|BCOP
OG0004388	LOC117580740|XP_034123312.1|DGUA	LOC119079112|XP_037042829.1|BCOP
OG0004389	LOC117579220|XP_034120884.1|DGUA	LOC119079017|XP_037042683.1|BCOP
OG0004390	LOC117587020|XP_034133323.1|DGUA	LOC119086004|XP_037052473.1|BCOP
OG0004391	LOC117592381|XP_034141986.1|DGUA	LOC119072017|XP_037033030.1|BCOP
OG0004392	LOC117591747|XP_034140949.1|DGUA, LOC117580259|XP_034122583.1|DGUA	LOC119078300|XP_037041689.1|BCOP
OG0004393	LOC117592579|XP_034142366.1|DGUA	LOC119081799|XP_037046911.1|BCOP
OG0004394	LOC117578531|XP_034119983.1|DGUA	LOC119081746|XP_037046813.1|BCOP
OG0004395	LOC117582946|XP_034126949.1|DGUA	LOC119085334|XP_037051613.1|BCOP
OG0004396	LOC117590827|XP_034139696.1|DGUA	LOC119066882|XP_037025464.1|BCOP
OG0004397	LOC117592336|XP_034141921.1|DGUA	LOC119066883|XP_037025466.1|BCOP
OG0004398	LOC117592341|XP_034141925.1|DGUA	LOC119071678|XP_037032554.1|BCOP
OG0004399	LOC117585919|XP_034131616.1|DGUA	LOC119071382|XP_037032139.1|BCOP
OG0004400	LOC117585943|XP_034131607.1|DGUA	LOC119072470|XP_037033586.1|BCOP
OG0004401	LOC117581382|XP_034124415.1|DGUA	LOC119071888|XP_037032886.1|BCOP, LOC119072475|XP_037033596.1|BCOP
OG0004402	LOC117584381|XP_034129126.1|DGUA	LOC119074002|XP_037035831.1|BCOP
OG0004403	LOC117592438|XP_034142082.1|DGUA	LOC119078978|XP_037042625.1|BCOP
OG0004404	LOC117589449|XP_034137289.1|DGUA	LOC119077041|XP_037040062.1|BCOP
OG0004405	LOC117587026|XP_034133338.1|DGUA	LOC119074222|XP_037036125.1|BCOP
OG0004406	LOC117580105|XP_034122261.1|DGUA	LOC119068017|XP_037027271.1|BCOP, LOC119071179|XP_037031843.1|BCOP
OG0004407	LOC117578779|XP_034120378.1|DGUA	LOC119086073|XP_037052544.1|BCOP
OG0004408	LOC117579186|XP_034120846.1|DGUA	LOC119072780|XP_037033963.1|BCOP
OG0004409	LOC117590606|XP_034139279.1|DGUA	LOC119075450|XP_037037787.1|BCOP
OG0004410	LOC117578836|XP_034120501.1|DGUA	LOC119071540|XP_037032321.1|BCOP
OG0004411	LOC117579501|XP_034121294.1|DGUA	LOC119072197|XP_037033262.1|BCOP
OG0004412	LOC117579500|XP_034121293.1|DGUA	LOC119072189|XP_037033243.1|BCOP
OG0004413	LOC117578417|XP_034119770.1|DGUA	LOC119072192|XP_037033250.1|BCOP
OG0004414	LOC117591843|XP_034141100.1|DGUA	LOC119078288|XP_037041673.1|BCOP
OG0004415	LOC117592140|XP_034141586.1|DGUA	LOC119066916|XP_037025512.1|BCOP
OG0004416	LOC117578680|XP_034120198.1|DGUA	LOC119072183|XP_037033239.1|BCOP
OG0004417	LOC117583342|XP_034127495.1|DGUA	LOC119085710|XP_037052053.1|BCOP
OG0004418	LOC117584938|XP_034129992.1|DGUA	LOC119072176|XP_037033227.1|BCOP
OG0004419	LOC117580255|XP_034122597.1|DGUA	LOC119072157|XP_037033210.1|BCOP
OG0004420	LOC117592683|XP_034142539.1|DGUA	LOC119068994|XP_037028765.1|BCOP, LOC119066783|XP_037025338.1|BCOP
OG0004421	LOC117579817|XP_034121799.1|DGUA	LOC119085559|XP_037051881.1|BCOP
OG0004422	LOC117589191|XP_034136808.1|DGUA	LOC119071344|XP_037032125.1|BCOP
OG0004423	LOC117586218|XP_034132049.1|DGUA	LOC119075530|XP_037037899.1|BCOP
OG0004424	LOC117582154|XP_034125640.1|DGUA	LOC119066447|XP_037024841.1|BCOP
OG0004425	LOC117580547|XP_034123035.1|DGUA	LOC119086056|XP_037052524.1|BCOP
OG0004426	LOC117580192|XP_034122444.1|DGUA	LOC119068627|XP_037028189.1|BCOP
OG0004427	LOC117580401|XP_034122837.1|DGUA	LOC119066848|XP_037025411.1|BCOP
OG0004428	LOC117589614|XP_034137582.1|DGUA	LOC119085026|XP_037051109.1|BCOP
OG0004429	LOC117584477|XP_034129292.1|DGUA	LOC119072434|XP_037033543.1|BCOP
OG0004430	LOC117579163|XP_034120813.1|DGUA	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP
OG0004431	LOC117584971|XP_034130060.1|DGUA	LOC119069431|XP_037029383.1|BCOP
OG0004432	LOC117584970|XP_034130059.1|DGUA	LOC119084279|XP_037050098.1|BCOP
OG0004433	LOC117579721|XP_034121605.1|DGUA	LOC119071732|XP_037032657.1|BCOP
OG0004434	LOC117592338|XP_034141923.1|DGUA	LOC119078356|XP_037041751.1|BCOP
OG0004435	LOC117590451|XP_034138967.1|DGUA	LOC119082592|XP_037048029.1|BCOP
OG0004436	LOC117587475|XP_034134143.1|DGUA	LOC119066559|XP_037025001.1|BCOP
OG0004437	LOC117591862|XP_034141122.1|DGUA	LOC119066184|XP_037024380.1|BCOP
OG0004438	LOC117591799|XP_034140999.1|DGUA	LOC119066187|XP_037024387.1|BCOP
OG0004439	LOC117578731|XP_034120285.1|DGUA	LOC119079860|XP_037043831.1|BCOP
OG0004440	LOC117578869|XP_034120554.1|DGUA	LOC119082039|XP_037047262.1|BCOP
OG0004441	LOC117582625|XP_034126391.1|DGUA	LOC119084066|XP_037049801.1|BCOP
OG0004442	LOC117580988|XP_034123679.1|DGUA	LOC119078772|XP_037042377.1|BCOP
OG0004443	LOC117579112|XP_034120730.1|DGUA	LOC119080485|XP_037044769.1|BCOP
OG0004444	LOC117579754|XP_034121718.1|DGUA	LOC119083292|XP_037048879.1|BCOP
OG0004445	LOC117591257|XP_034140338.1|DGUA	LOC119071543|XP_037032334.1|BCOP
OG0004446	LOC117583539|XP_034127786.1|DGUA	LOC119081750|XP_037046823.1|BCOP
OG0004447	LOC117585359|XP_034130697.1|DGUA	LOC119080099|XP_037044220.1|BCOP
OG0004448	LOC117578872|XP_034120557.1|DGUA	LOC119068496|XP_037028005.1|BCOP
OG0004449	LOC117587319|XP_034133841.1|DGUA	LOC119081349|XP_037046088.1|BCOP
OG0004451	LOC117591687|XP_034140905.1|DGUA	LOC119078744|XP_037042335.1|BCOP
OG0004452	LOC117590626|XP_034139331.1|DGUA	LOC119072355|XP_037033440.1|BCOP
OG0004453	LOC117578567|XP_034120034.1|DGUA	LOC119068572|XP_037028111.1|BCOP
OG0004454	LOC117586381|XP_034132302.1|DGUA	LOC119078173|XP_037041542.1|BCOP
OG0004456	LOC117590822|XP_034139682.1|DGUA	LOC119065994|XP_037024096.1|BCOP
OG0004457	LOC117579115|XP_034120735.1|DGUA	LOC119065999|XP_037024101.1|BCOP
OG0004458	LOC117579551|XP_034121360.1|DGUA	LOC119072497|XP_037033634.1|BCOP
OG0004459	LOC117579300|XP_034120998.1|DGUA	LOC119072490|XP_037033621.1|BCOP
OG0004460	LOC117589404|XP_034137220.1|DGUA	LOC119072458|XP_037033576.1|BCOP
OG0004461	LOC117579729|XP_034121617.1|DGUA	LOC119066558|XP_037025000.1|BCOP
OG0004462	LOC117579102|XP_034120715.1|DGUA	LOC119071683|XP_037032559.1|BCOP
OG0004463	LOC117579948|XP_034121998.1|DGUA	LOC119072302|XP_037033381.1|BCOP
OG0004464	LOC117579753|XP_034121665.1|DGUA	LOC119076285|XP_037038841.1|BCOP
OG0004465	LOC117587900|XP_034134769.1|DGUA	LOC119066427|XP_037024803.1|BCOP
OG0004466	LOC117579723|XP_034121610.1|DGUA	LOC119086020|XP_037052489.1|BCOP
OG0004467	LOC117579387|XP_034121148.1|DGUA	LOC119082324|XP_037047719.1|BCOP
OG0004468	LOC117579997|XP_034122085.1|DGUA	LOC119071109|XP_037031648.1|BCOP
