Orthogroup	CPIP.longest_only	DSUP.longest_only
OG0003208	LOC120429780|XP_039450773.1|CPIP, LOC120431050|XP_039452138.1|CPIP	LOC119553274|XP_037719493.1|DSUP
OG0003209	LOC120430279|XP_039451305.1|CPIP, LOC120416350|XP_039434015.1|CPIP	LOC119551471|XP_037716754.1|DSUP
OG0003210	LOC120420337|XP_039439266.1|CPIP	LOC119554577|XP_037721488.1|DSUP
OG0003211	LOC120420336|XP_039439265.1|CPIP	LOC119550260|XP_037714766.1|DSUP
OG0003212	LOC120420082|XP_039438945.1|CPIP	LOC119560955|XP_037730631.1|DSUP
OG0003213	LOC120414940|XP_039432204.1|CPIP	LOC119549447|XP_037713468.1|DSUP
OG0003214	LOC120427505|XP_039448293.1|CPIP, LOC120425105|XP_039445433.1|CPIP	LOC119552156|XP_037717891.1|DSUP
OG0003215	LOC120427511|XP_039448307.1|CPIP	LOC119550129|XP_037714553.1|DSUP
OG0003216	LOC120427502|XP_039448290.1|CPIP	LOC119549325|XP_037713232.1|DSUP
OG0003217	LOC120422236|XP_039441557.1|CPIP	LOC119550948|XP_037715901.1|DSUP
OG0003218	LOC120416337|XP_039433998.1|CPIP	LOC119554520|XP_037721393.1|DSUP
OG0003219	LOC120416341|XP_039434002.1|CPIP	LOC119555208|XP_037722392.1|DSUP
OG0003220	LOC120428929|XP_039450005.1|CPIP	LOC119547314|XP_037710039.1|DSUP
OG0003221	LOC120423798|XP_039443651.1|CPIP	LOC119556849|XP_037725247.1|DSUP
OG0003222	LOC120423810|XP_039443664.1|CPIP	LOC119551804|XP_037717291.1|DSUP
OG0003223	LOC120423905|XP_039443819.1|CPIP	LOC119551167|XP_037716292.1|DSUP
OG0003224	LOC120428247|XP_039449163.1|CPIP	LOC119550613|XP_037715366.1|DSUP
OG0003225	LOC120426352|XP_039447047.1|CPIP	LOC119546698|XP_037709105.1|DSUP
OG0003226	LOC120429225|XP_039450373.1|CPIP	LOC119549274|XP_037713114.1|DSUP
OG0003229	LOC120415109|XP_039432462.1|CPIP	LOC119555437|XP_037722737.1|DSUP
OG0003233	LOC120416441|XP_039434128.1|CPIP	LOC119552109|XP_037717822.1|DSUP
OG0003250	LOC120432230|XP_039453341.1|CPIP	LOC119559752|XP_037728750.1|DSUP
OG0003251	LOC120432228|XP_039453338.1|CPIP	LOC119563197|XP_037732412.1|DSUP
OG0003252	LOC120432315|XP_039453433.1|CPIP	LOC119563110|XP_037732281.1|DSUP
OG0003253	LOC120415061|XP_039432382.1|CPIP	LOC119560662|XP_037730159.1|DSUP
OG0003254	LOC120422088|XP_039441370.1|CPIP	LOC119559958|XP_037729119.1|DSUP
OG0003255	LOC120422081|XP_039441361.1|CPIP	LOC119552966|XP_037718905.1|DSUP
OG0003256	LOC120421080|XP_039440161.1|CPIP	LOC119547134|XP_037709778.1|DSUP
OG0003257	LOC120415082|XP_039432418.1|CPIP	LOC119556076|XP_037723828.1|DSUP
OG0003258	LOC120432232|XP_039453342.1|CPIP	LOC119556491|XP_037724677.1|DSUP
OG0003259	LOC120432223|XP_039453332.1|CPIP	LOC119558262|XP_037727538.1|DSUP
OG0003260	LOC120415048|XP_039432356.1|CPIP	LOC119558071|XP_037727171.1|DSUP
OG0003261	LOC120431253|XP_039452325.1|CPIP	LOC119560334|XP_037729654.1|DSUP
OG0003262	LOC120424013|XP_039443961.1|CPIP	LOC119549359|XP_037713309.1|DSUP
OG0003263	LOC120432245|XP_039453353.1|CPIP	LOC119557951|XP_037726914.1|DSUP
OG0003264	LOC120430288|XP_039451315.1|CPIP, LOC120430287|XP_039451314.1|CPIP	LOC119556900|XP_037725314.1|DSUP
OG0003265	LOC120418100|XP_039436305.1|CPIP	LOC119546868|XP_037709400.1|DSUP
OG0003266	LOC120412639|XP_039429132.1|CPIP	LOC119561851|XP_037731261.1|DSUP
OG0003267	LOC120424303|XP_039444321.1|CPIP	LOC119557660|XP_037726448.1|DSUP
OG0003268	LOC120415881|XP_039433491.1|CPIP	LOC119556594|XP_037724836.1|DSUP
OG0003269	LOC120420955|XP_039440046.1|CPIP	LOC119563102|XP_037732269.1|DSUP
OG0003270	LOC120421546|XP_039440743.1|CPIP	LOC119555042|XP_037722152.1|DSUP
OG0003271	LOC120422529|XP_039442285.1|CPIP	LOC119563188|XP_037732405.1|DSUP
OG0003272	LOC120418115|XP_039436324.1|CPIP, LOC120428871|XP_039449931.1|CPIP	LOC119556300|XP_037724303.1|DSUP
OG0003273	LOC120415792|XP_039433384.1|CPIP	LOC119551499|XP_037716792.1|DSUP
OG0003274	LOC120414169|XP_039431159.1|CPIP	LOC119556339|XP_037724359.1|DSUP
OG0003275	LOC120424026|XP_039443980.1|CPIP	LOC119557060|XP_037725538.1|DSUP
OG0003276	LOC120429211|XP_039450365.1|CPIP	LOC119555168|XP_037722336.1|DSUP
OG0003277	LOC120432268|XP_039453382.1|CPIP	LOC119550838|XP_037715732.1|DSUP
OG0003278	LOC120431241|XP_039452315.1|CPIP	LOC119545663|XP_037707321.1|DSUP
OG0003279	LOC120431434|XP_039452489.1|CPIP	LOC119555922|XP_037723549.1|DSUP, LOC119556315|XP_037724328.1|DSUP
OG0003280	LOC120432244|XP_039453351.1|CPIP	LOC119560372|XP_037729706.1|DSUP
OG0003281	LOC120432304|XP_039453424.1|CPIP	LOC119558443|XP_037727911.1|DSUP
OG0003282	LOC120430542|XP_039451588.1|CPIP, LOC120428503|XP_039449447.1|CPIP	LOC119556344|XP_037724371.1|DSUP
OG0003283	LOC120413357|XP_039430074.1|CPIP	LOC119548310|XP_037711413.1|DSUP
OG0003284	LOC120418129|XP_039436341.1|CPIP	LOC119556518|XP_037724718.1|DSUP
OG0003285	LOC120417923|XP_039436117.1|CPIP	LOC119556450|XP_037724620.1|DSUP
OG0003286	LOC120432354|XP_039453481.1|CPIP	LOC119554638|XP_037721567.1|DSUP
OG0003287	LOC120429641|XP_039450602.1|CPIP, LOC120414182|XP_039431194.1|CPIP	LOC119552794|XP_037718554.1|DSUP
OG0003288	LOC120414171|XP_039431163.1|CPIP	LOC119549696|XP_037713850.1|DSUP
OG0003289	LOC120414191|XP_039431206.1|CPIP	LOC119550331|XP_037714874.1|DSUP
OG0003290	LOC120422451|XP_039441828.1|CPIP	LOC119560836|XP_037730414.1|DSUP
OG0003291	LOC120424177|XP_039444165.1|CPIP, LOC120422531|XP_039441926.1|CPIP	LOC119552600|XP_037718188.1|DSUP
OG0003292	LOC120424292|XP_039444308.1|CPIP	LOC119556507|XP_037724697.1|DSUP
OG0003293	LOC120420200|XP_039439118.1|CPIP, LOC120414536|XP_039431680.1|CPIP	LOC119556631|XP_037724884.1|DSUP
OG0003294	LOC120420183|XP_039439093.1|CPIP	LOC119551127|XP_037716239.1|DSUP
OG0003295	LOC120420185|XP_039439097.1|CPIP	LOC119558074|XP_037727176.1|DSUP
OG0003296	LOC120420203|XP_039439125.1|CPIP	LOC119556393|XP_037724500.1|DSUP
OG0003297	LOC120420176|XP_039439076.1|CPIP	LOC119560697|XP_037730207.1|DSUP
OG0003298	LOC120416888|XP_039434715.1|CPIP	LOC119557020|XP_037725485.1|DSUP
OG0003299	LOC120419281|XP_039437880.1|CPIP	LOC119547983|XP_037710971.1|DSUP
OG0003300	LOC120419269|XP_039437861.1|CPIP	LOC119559964|XP_037729125.1|DSUP
OG0003301	LOC120416436|XP_039434124.1|CPIP	LOC119549419|XP_037713421.1|DSUP
OG0003302	LOC120413707|XP_039430561.1|CPIP	LOC119556240|XP_037724202.1|DSUP
OG0003303	LOC120413335|XP_039430045.1|CPIP	LOC119550039|XP_037714403.1|DSUP
OG0003304	LOC120430281|XP_039451307.1|CPIP	LOC119561778|XP_037731191.1|DSUP
OG0003305	LOC120432624|XP_039453811.1|CPIP	LOC119558297|XP_037727617.1|DSUP
OG0003306	LOC120427215|XP_039448009.1|CPIP	LOC119551396|XP_037716652.1|DSUP
OG0003307	LOC120413320|XP_039430019.1|CPIP	LOC119557213|XP_037725796.1|DSUP
OG0003308	LOC120413349|XP_039430061.1|CPIP	LOC119546435|XP_037708632.1|DSUP
OG0003309	LOC120412379|XP_039428742.1|CPIP	LOC119558001|XP_037727032.1|DSUP
OG0003310	LOC120412340|XP_039428678.1|CPIP	LOC119556625|XP_037724875.1|DSUP
OG0003311	LOC120432550|XP_039453715.1|CPIP	LOC119563385|XP_037732665.1|DSUP
OG0003312	LOC120427671|XP_039448485.1|CPIP	LOC119557963|XP_037726937.1|DSUP
OG0003313	LOC120419021|XP_039437552.1|CPIP	LOC119557910|XP_037726844.1|DSUP
OG0003314	LOC120418871|XP_039437371.1|CPIP	LOC119549484|XP_037713514.1|DSUP
OG0003315	LOC120415624|XP_039433157.1|CPIP	LOC119557156|XP_037725681.1|DSUP
OG0003316	LOC120428512|XP_039449457.1|CPIP, LOC120421419|XP_039440560.1|CPIP	LOC119552629|XP_037718236.1|DSUP
OG0003317	LOC120426069|XP_039446686.1|CPIP, LOC120431099|XP_039452188.1|CPIP	LOC119560917|XP_037730547.1|DSUP
OG0003318	LOC120426071|XP_039446689.1|CPIP	LOC119559996|XP_037729197.1|DSUP
OG0003319	LOC120417039|XP_039434919.1|CPIP	LOC119561106|XP_037730929.1|DSUP
OG0003320	LOC120417021|XP_039434894.1|CPIP	LOC119547418|XP_037710200.1|DSUP
OG0003321	LOC120417032|XP_039434909.1|CPIP	LOC119549020|XP_037712606.1|DSUP
OG0003322	LOC120417041|XP_039434924.1|CPIP	LOC119563425|XP_037732738.1|DSUP
OG0003323	LOC120423062|XP_039442701.1|CPIP	LOC119557870|XP_037726798.1|DSUP
OG0003324	LOC120416935|XP_039434783.1|CPIP	LOC119557567|XP_037726281.1|DSUP
OG0003325	LOC120416916|XP_039434756.1|CPIP	LOC119560623|XP_037730090.1|DSUP
OG0003326	LOC120431413|XP_039452472.1|CPIP	LOC119557883|XP_037726812.1|DSUP
OG0003327	LOC120413713|XP_039430568.1|CPIP	LOC119562306|XP_037731423.1|DSUP
OG0003328	LOC120426032|XP_039446643.1|CPIP	LOC119557273|XP_037725888.1|DSUP
OG0003329	LOC120426024|XP_039446632.1|CPIP, LOC120432109|XP_039453175.1|CPIP	LOC119545756|XP_037707527.1|DSUP
OG0003330	LOC120421215|XP_039440352.1|CPIP	LOC119554597|XP_037721508.1|DSUP
OG0003331	LOC120412470|XP_039428891.1|CPIP	LOC119557643|XP_037726421.1|DSUP
OG0003332	LOC120426599|XP_039447324.1|CPIP	LOC119556662|XP_037724938.1|DSUP
OG0003333	LOC120423490|XP_039443261.1|CPIP, LOC120431336|XP_039452401.1|CPIP	LOC119548783|XP_037712279.1|DSUP
OG0003334	LOC120427228|XP_039448026.1|CPIP, LOC120429019|XP_039450094.1|CPIP	LOC119560723|XP_037730268.1|DSUP
OG0003336	LOC120417690|XP_039435760.1|CPIP	LOC119560352|XP_037729683.1|DSUP
OG0003337	LOC120416233|XP_039433862.1|CPIP, LOC120430052|XP_039451080.1|CPIP	LOC119556178|XP_037724045.1|DSUP
OG0003338	LOC120416252|XP_039433889.1|CPIP	LOC119553913|XP_037720521.1|DSUP
OG0003339	LOC120419623|XP_039438298.1|CPIP	LOC119556806|XP_037725189.1|DSUP
OG0003340	LOC120419624|XP_039438301.1|CPIP	LOC119554382|XP_037721193.1|DSUP
OG0003341	LOC120417758|XP_039435853.1|CPIP	LOC119556312|XP_037724325.1|DSUP
OG0003342	LOC120417757|XP_039435850.1|CPIP	LOC119556378|XP_037724474.1|DSUP
OG0003343	LOC120421823|XP_039441035.1|CPIP, LOC120413521|XP_039430330.1|CPIP	LOC119557969|XP_037726942.1|DSUP
OG0003344	LOC120426332|XP_039447026.1|CPIP	LOC119547610|XP_037710462.1|DSUP
OG0003345	LOC120418063|XP_039436602.1|CPIP	LOC119556774|XP_037725131.1|DSUP
OG0003346	LOC120415641|XP_039433173.1|CPIP	LOC119563515|XP_037732891.1|DSUP
OG0003347	LOC120416905|XP_039434737.1|CPIP	LOC119549422|XP_037713433.1|DSUP
OG0003348	LOC120424540|XP_039444638.1|CPIP	LOC119548968|XP_037712490.1|DSUP
OG0003349	LOC120430556|XP_039451605.1|CPIP, LOC120426460|XP_039447158.1|CPIP	LOC119553611|XP_037719997.1|DSUP
OG0003350	LOC120426459|XP_039447155.1|CPIP, LOC120432135|XP_039453199.1|CPIP, LOC120430552|XP_039451600.1|CPIP	LOC119549279|XP_037713144.1|DSUP
OG0003351	LOC120422082|XP_039441362.1|CPIP	LOC119556742|XP_037725081.1|DSUP
OG0003352	LOC120414179|XP_039431187.1|CPIP	LOC119563129|XP_037732306.1|DSUP
OG0003353	LOC120423869|XP_039443751.1|CPIP	LOC119545709|XP_037707423.1|DSUP
OG0003354	LOC120423868|XP_039443749.1|CPIP	LOC119563500|XP_037732869.1|DSUP
OG0003355	LOC120418633|XP_039437049.1|CPIP	LOC119558357|XP_037727789.1|DSUP
OG0003356	LOC120419769|XP_039438568.1|CPIP	LOC119556650|XP_037724911.1|DSUP
OG0003357	LOC120419859|XP_039438673.1|CPIP	LOC119557780|XP_037726608.1|DSUP
OG0003358	LOC120429251|XP_039450398.1|CPIP	LOC119547665|XP_037710544.1|DSUP
OG0003359	LOC120418086|XP_039436288.1|CPIP, LOC120419877|XP_039438672.1|CPIP	LOC119555893|XP_037723486.1|DSUP
OG0003360	LOC120418076|XP_039436267.1|CPIP, LOC120419869|XP_039438662.1|CPIP	LOC119556431|XP_037724587.1|DSUP
OG0003361	LOC120419868|XP_039438658.1|CPIP	LOC119549022|XP_037712621.1|DSUP
OG0003362	LOC120425006|XP_039445311.1|CPIP	LOC119545668|XP_037707323.1|DSUP
OG0003363	LOC120425005|XP_039445305.1|CPIP	LOC119560082|XP_037729325.1|DSUP
OG0003364	LOC120424937|XP_039445176.1|CPIP	LOC119545817|XP_037707640.1|DSUP
OG0003365	LOC120425467|XP_039445933.1|CPIP	LOC119560149|XP_037729432.1|DSUP
OG0003366	LOC120428780|XP_039449800.1|CPIP	LOC119552563|XP_037718112.1|DSUP
OG0003367	LOC120431383|XP_039452447.1|CPIP	LOC119552646|XP_037718270.1|DSUP
OG0003368	LOC120429236|XP_039450380.1|CPIP	LOC119553961|XP_037720585.1|DSUP
OG0003369	LOC120429234|XP_039450379.1|CPIP	LOC119559943|XP_037729096.1|DSUP
OG0003370	LOC120431012|XP_039452104.1|CPIP	LOC119560799|XP_037730360.1|DSUP
OG0003371	LOC120427659|XP_039448467.1|CPIP	LOC119557680|XP_037726480.1|DSUP
OG0003372	LOC120416563|XP_039434233.1|CPIP	LOC119551520|XP_037716833.1|DSUP, LOC119551519|XP_037716832.1|DSUP
OG0003373	LOC120428527|XP_039449490.1|CPIP	LOC119562985|XP_037732091.1|DSUP
OG0003374	LOC120430139|XP_039451160.1|CPIP, LOC120432124|XP_039453193.1|CPIP	LOC119558106|XP_037727249.1|DSUP
OG0003375	LOC120430511|XP_039451540.1|CPIP, LOC120431549|XP_039452592.1|CPIP	LOC119555433|XP_037722734.1|DSUP
OG0003376	LOC120429499|XP_039450505.1|CPIP	LOC119563316|XP_037732579.1|DSUP
OG0003377	LOC120429498|XP_039450503.1|CPIP	LOC119545812|XP_037707625.1|DSUP
OG0003378	LOC120425476|XP_039445945.1|CPIP	LOC119553104|XP_037719206.1|DSUP
OG0003379	LOC120425475|XP_039445944.1|CPIP	LOC119559898|XP_037728987.1|DSUP
OG0003380	LOC120425491|XP_039445973.1|CPIP	LOC119561026|XP_037730779.1|DSUP
OG0003381	LOC120431908|XP_039452973.1|CPIP, LOC120425117|XP_039445459.1|CPIP	LOC119546861|XP_037709391.1|DSUP
OG0003382	LOC120425109|XP_039445438.1|CPIP	LOC119545775|XP_037707553.1|DSUP
OG0003383	LOC120427718|XP_039448553.1|CPIP	LOC119555612|XP_037723058.1|DSUP
OG0003384	LOC120429002|XP_039450076.1|CPIP	LOC119546276|XP_037708377.1|DSUP
OG0003386	LOC120431855|XP_039452925.1|CPIP	LOC119556834|XP_037725225.1|DSUP
OG0003387	LOC120431712|XP_039452773.1|CPIP	LOC119549954|XP_037714269.1|DSUP
OG0003388	LOC120431766|XP_039452821.1|CPIP	LOC119556180|XP_037724049.1|DSUP
OG0003389	LOC120432139|XP_039453204.1|CPIP	LOC119550397|XP_037714976.1|DSUP
OG0003390	LOC120417852|XP_039436005.1|CPIP	LOC119560103|XP_037729377.1|DSUP
OG0003391	LOC120421775|XP_039440976.1|CPIP	LOC119547464|XP_037710282.1|DSUP
OG0003392	LOC120416578|XP_039434250.1|CPIP	LOC119555288|XP_037722533.1|DSUP
OG0003393	LOC120418736|XP_039437143.1|CPIP	LOC119547550|XP_037710381.1|DSUP
OG0003394	LOC120417199|XP_039435099.1|CPIP	LOC119560324|XP_037729633.1|DSUP
OG0003395	LOC120417220|XP_039435115.1|CPIP	LOC119560236|XP_037729527.1|DSUP
OG0003396	LOC120432522|XP_039453673.1|CPIP	LOC119545808|XP_037707619.1|DSUP
OG0003397	LOC120420738|XP_039439766.1|CPIP	LOC119560857|XP_037730453.1|DSUP
OG0003399	LOC120420794|XP_039439841.1|CPIP	LOC119554099|XP_037720780.1|DSUP
OG0003400	LOC120431844|XP_039452907.1|CPIP	LOC119546675|XP_037709068.1|DSUP
OG0003401	LOC120422308|XP_039441633.1|CPIP	LOC119559813|XP_037728826.1|DSUP
OG0003402	LOC120424505|XP_039444590.1|CPIP	LOC119560342|XP_037729662.1|DSUP
OG0003403	LOC120424508|XP_039444595.1|CPIP	LOC119549327|XP_037713234.1|DSUP
OG0003404	LOC120429670|XP_039450632.1|CPIP	LOC119560531|XP_037729947.1|DSUP
OG0003405	LOC120428994|XP_039450066.1|CPIP	LOC119551798|XP_037717274.1|DSUP
OG0003406	LOC120430495|XP_039451526.1|CPIP	LOC119563174|XP_037732371.1|DSUP
OG0003407	LOC120430496|XP_039451527.1|CPIP	LOC119554715|XP_037721660.1|DSUP
OG0003408	LOC120428992|XP_039450065.1|CPIP	LOC119560914|XP_037730544.1|DSUP
OG0003409	LOC120428995|XP_039450068.1|CPIP	LOC119560350|XP_037729679.1|DSUP
OG0003410	LOC120426738|XP_039447449.1|CPIP	LOC119560187|XP_037729477.1|DSUP
OG0003411	LOC120421806|XP_039441017.1|CPIP	LOC119545714|XP_037707456.1|DSUP
OG0003412	LOC120421803|XP_039441015.1|CPIP	LOC119545649|XP_037707305.1|DSUP
OG0003413	LOC120416938|XP_039434792.1|CPIP	LOC119560715|XP_037730254.1|DSUP
OG0003414	LOC120415563|XP_039433073.1|CPIP, LOC120415828|XP_039433397.1|CPIP	LOC119552524|XP_037718071.1|DSUP
OG0003415	LOC120416615|XP_039434351.1|CPIP	LOC119557708|XP_037726516.1|DSUP
OG0003416	LOC120416649|XP_039434396.1|CPIP	LOC119560784|XP_037730340.1|DSUP
OG0003417	LOC120415604|XP_039433134.1|CPIP	LOC119561764|XP_037731176.1|DSUP
OG0003418	LOC120418739|XP_039437148.1|CPIP, LOC120421090|XP_039440167.1|CPIP	LOC119560128|XP_037729407.1|DSUP
OG0003419	LOC120418744|XP_039437154.1|CPIP, LOC120421095|XP_039440172.1|CPIP	LOC119559991|XP_037729183.1|DSUP
OG0003420	LOC120421091|XP_039440168.1|CPIP, LOC120418741|XP_039437151.1|CPIP	LOC119559767|XP_037728770.1|DSUP
OG0003421	LOC120428659|XP_039449640.1|CPIP	LOC119556726|XP_037725057.1|DSUP
OG0003422	LOC120428662|XP_039449644.1|CPIP, LOC120427075|XP_039447847.1|CPIP	LOC119550170|XP_037714636.1|DSUP
OG0003423	LOC120431603|XP_039452641.1|CPIP	LOC119549396|XP_037713379.1|DSUP
OG0003424	LOC120426011|XP_039446617.1|CPIP	LOC119545849|XP_037707747.1|DSUP
OG0003425	LOC120426250|XP_039446922.1|CPIP	LOC119560035|XP_037729263.1|DSUP
OG0003426	LOC120422541|XP_039441939.1|CPIP	LOC119560396|XP_037729752.1|DSUP
OG0003427	LOC120422566|XP_039441986.1|CPIP	LOC119560824|XP_037730398.1|DSUP
OG0003428	LOC120425750|XP_039446290.1|CPIP	LOC119553260|XP_037719477.1|DSUP
OG0003429	LOC120418342|XP_039436625.1|CPIP	LOC119550425|XP_037715020.1|DSUP
OG0003430	LOC120415617|XP_039433150.1|CPIP	LOC119555453|XP_037723194.1|DSUP
OG0003431	LOC120427247|XP_039448036.1|CPIP	LOC119561016|XP_037730765.1|DSUP
OG0003432	LOC120423828|XP_039443690.1|CPIP	LOC119563207|XP_037732431.1|DSUP
OG0003433	LOC120418352|XP_039436639.1|CPIP	LOC119562883|XP_037731925.1|DSUP
OG0003434	LOC120428288|XP_039449214.1|CPIP	LOC119556081|XP_037723861.1|DSUP
OG0003435	LOC120418355|XP_039436642.1|CPIP	LOC119545727|XP_037707473.1|DSUP
OG0003436	LOC120431628|XP_039452674.1|CPIP	LOC119559995|XP_037729191.1|DSUP
OG0003437	LOC120431609|XP_039452650.1|CPIP	LOC119559994|XP_037729189.1|DSUP
OG0003438	LOC120426010|XP_039446616.1|CPIP	LOC119560294|XP_037729592.1|DSUP
OG0003439	LOC120426249|XP_039446921.1|CPIP	LOC119563378|XP_037732657.1|DSUP
OG0003440	LOC120416206|XP_039433881.1|CPIP	LOC119560289|XP_037729594.1|DSUP
OG0003441	LOC120427891|XP_039448759.1|CPIP	LOC119547443|XP_037710232.1|DSUP
OG0003442	LOC120427894|XP_039448762.1|CPIP	LOC119551528|XP_037716846.1|DSUP
OG0003443	LOC120420269|XP_039439202.1|CPIP, LOC120422149|XP_039441454.1|CPIP	LOC119553057|XP_037719101.1|DSUP
OG0003444	LOC120417068|XP_039434963.1|CPIP	LOC119553199|XP_037719379.1|DSUP
OG0003445	LOC120416132|XP_039433738.1|CPIP	LOC119557811|XP_037726675.1|DSUP
OG0003446	LOC120415639|XP_039433175.1|CPIP	LOC119556564|XP_037724787.1|DSUP
OG0003447	LOC120415538|XP_039433041.1|CPIP	LOC119563427|XP_037732782.1|DSUP
OG0003448	LOC120414263|XP_039431310.1|CPIP	LOC119561119|XP_037730968.1|DSUP
OG0003449	LOC120414286|XP_039431351.1|CPIP	LOC119563337|XP_037732612.1|DSUP, LOC119559284|XP_037728288.1|DSUP
OG0003450	LOC120424270|XP_039444266.1|CPIP	LOC119556052|XP_037723784.1|DSUP
OG0003451	LOC120424239|XP_039444237.1|CPIP	LOC119560260|XP_037729553.1|DSUP
OG0003452	LOC120424238|XP_039444236.1|CPIP	LOC119560635|XP_037730115.1|DSUP
OG0003453	LOC120425389|XP_039445840.1|CPIP	LOC119553588|XP_037719966.1|DSUP
OG0003454	LOC120425385|XP_039445834.1|CPIP	LOC119545955|XP_037707844.1|DSUP
OG0003455	LOC120425387|XP_039445838.1|CPIP	LOC119562138|XP_037731327.1|DSUP
OG0003456	LOC120423420|XP_039443157.1|CPIP	LOC119549453|XP_037713477.1|DSUP
OG0003457	LOC120423423|XP_039443163.1|CPIP	LOC119560495|XP_037729894.1|DSUP
OG0003458	LOC120425717|XP_039446258.1|CPIP	LOC119563158|XP_037732345.1|DSUP
OG0003459	LOC120429646|XP_039450606.1|CPIP	LOC119553478|XP_037719819.1|DSUP
OG0003460	LOC120417204|XP_039435104.1|CPIP	LOC119549459|XP_037713492.1|DSUP
OG0003461	LOC120414291|XP_039431356.1|CPIP	LOC119560768|XP_037730319.1|DSUP
OG0003462	LOC120425428|XP_039445890.1|CPIP	LOC119553544|XP_037719911.1|DSUP
OG0003463	LOC120424455|XP_039444522.1|CPIP	LOC119559799|XP_037728810.1|DSUP
OG0003464	LOC120427287|XP_039448072.1|CPIP	LOC119559421|XP_037728447.1|DSUP
OG0003465	LOC120431816|XP_039452869.1|CPIP	LOC119563341|XP_037732617.1|DSUP, LOC119559288|XP_037728293.1|DSUP
OG0003466	LOC120421019|XP_039440075.1|CPIP	LOC119561553|XP_037731127.1|DSUP
OG0003469	LOC120430499|XP_039451530.1|CPIP	LOC119563421|XP_037732722.1|DSUP
OG0003470	LOC120428674|XP_039449657.1|CPIP	LOC119560494|XP_037729892.1|DSUP
OG0003471	LOC120428672|XP_039449656.1|CPIP	LOC119548776|XP_037712249.1|DSUP
OG0003472	LOC120421173|XP_039440302.1|CPIP	LOC119546245|XP_037708324.1|DSUP
OG0003473	LOC120423964|XP_039443886.1|CPIP	LOC119547647|XP_037710516.1|DSUP
OG0003474	LOC120425161|XP_039445524.1|CPIP	LOC119561082|XP_037730874.1|DSUP
OG0003475	LOC120426217|XP_039446859.1|CPIP	LOC119559681|XP_037728722.1|DSUP
OG0003476	LOC120427409|XP_039448205.1|CPIP	LOC119561360|XP_037732133.1|DSUP
OG0003477	LOC120424766|XP_039444904.1|CPIP	LOC119559852|XP_037728885.1|DSUP
OG0003478	LOC120421098|XP_039440177.1|CPIP	LOC119560073|XP_037729307.1|DSUP
OG0003479	LOC120417002|XP_039434879.1|CPIP	LOC119560243|XP_037729537.1|DSUP
OG0003480	LOC120428960|XP_039450033.1|CPIP	LOC119560405|XP_037729766.1|DSUP
OG0003481	LOC120428962|XP_039450035.1|CPIP	LOC119560472|XP_037729860.1|DSUP
OG0003482	LOC120428959|XP_039450031.1|CPIP	LOC119560044|XP_037729274.1|DSUP
OG0003483	LOC120425990|XP_039446582.1|CPIP	LOC119561019|XP_037730770.1|DSUP
OG0003484	LOC120422026|XP_039441284.1|CPIP	LOC119560011|XP_037729221.1|DSUP
OG0003485	LOC120430263|XP_039451282.1|CPIP	LOC119552061|XP_037717754.1|DSUP
OG0003486	LOC120430268|XP_039451289.1|CPIP	LOC119563436|XP_037732750.1|DSUP
OG0003487	LOC120422548|XP_039441949.1|CPIP	LOC119552789|XP_037718548.1|DSUP
OG0003488	LOC120432485|XP_039453636.1|CPIP	LOC119549021|XP_037712622.1|DSUP
OG0003489	LOC120414300|XP_039431368.1|CPIP	LOC119548378|XP_037711528.1|DSUP
OG0003490	LOC120414284|XP_039431348.1|CPIP	LOC119559868|XP_037728905.1|DSUP
OG0003491	LOC120414290|XP_039431355.1|CPIP	LOC119563265|XP_037732509.1|DSUP
OG0003492	LOC120427279|XP_039448063.1|CPIP	LOC119546567|XP_037708880.1|DSUP
OG0003493	LOC120431388|XP_039452452.1|CPIP, LOC120430174|XP_039451189.1|CPIP	LOC119560757|XP_037730304.1|DSUP
OG0003494	LOC120429624|XP_039450588.1|CPIP	LOC119559879|XP_037728943.1|DSUP
OG0003495	LOC120423840|XP_039443722.1|CPIP	LOC119547664|XP_037710542.1|DSUP
OG0003496	LOC120421779|XP_039440982.1|CPIP	LOC119560747|XP_037730292.1|DSUP
OG0003497	LOC120423822|XP_039443679.1|CPIP	LOC119563176|XP_037732373.1|DSUP
OG0003498	LOC120423812|XP_039443666.1|CPIP	LOC119553231|XP_037719428.1|DSUP
OG0003499	LOC120423830|XP_039443704.1|CPIP	LOC119556760|XP_037725114.1|DSUP
OG0003500	LOC120424631|XP_039444731.1|CPIP	LOC119546948|XP_037709516.1|DSUP
OG0003502	LOC120417089|XP_039434999.1|CPIP	LOC119560810|XP_037730374.1|DSUP
OG0003503	LOC120425050|XP_039445357.1|CPIP	LOC119548616|XP_037711917.1|DSUP
OG0003504	LOC120425079|XP_039445409.1|CPIP	LOC119548688|XP_037712076.1|DSUP
OG0003505	LOC120425072|XP_039445382.1|CPIP	LOC119560542|XP_037729975.1|DSUP
OG0003506	LOC120420771|XP_039439814.1|CPIP	LOC119561037|XP_037730792.1|DSUP
OG0003507	LOC120420749|XP_039439779.1|CPIP	LOC119550788|XP_037715651.1|DSUP
OG0003508	LOC120414265|XP_039431318.1|CPIP	LOC119553942|XP_037720561.1|DSUP
OG0003509	LOC120425654|XP_039446169.1|CPIP	LOC119559915|XP_037729020.1|DSUP
