Orthogroup	CPIP.longest_only	DSUZ.longest_only
OG0003545	LOC120419759|XP_039438516.1|CPIP	LOC108007450|XP_016926604.2|DSUZ
OG0003546	LOC120419751|XP_039438502.1|CPIP	LOC108014034|XP_016935539.2|DSUZ
OG0003547	LOC120419505|XP_039438136.1|CPIP	LOC108009582|XP_016929538.1|DSUZ
OG0003548	LOC120419500|XP_039438125.1|CPIP	LOC108009813|XP_016929979.1|DSUZ
OG0003549	LOC120419503|XP_039438135.1|CPIP	LOC108009968|XP_016930219.1|DSUZ
OG0003550	LOC120429771|XP_039450762.1|CPIP	LOC108009319|XP_016929076.1|DSUZ
OG0003551	LOC120417809|XP_039435942.1|CPIP	LOC108009738|XP_016929810.1|DSUZ
OG0003552	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP	LOC108009306|XP_016929046.1|DSUZ
OG0003553	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP	LOC108009803|XP_016929964.1|DSUZ
OG0003554	LOC120419746|XP_039438483.1|CPIP	LOC108005639|XP_016924442.2|DSUZ
OG0003555	LOC120417397|XP_039435358.1|CPIP	LOC108007133|XP_036671213.1|DSUZ
OG0003556	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP	LOC108013110|XP_036670646.1|DSUZ
OG0003557	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP	LOC108013517|XP_016934901.1|DSUZ
OG0003558	LOC120414214|XP_039431247.1|CPIP	LOC108007109|XP_036670533.1|DSUZ
OG0003559	LOC120429274|XP_039450425.1|CPIP	LOC108013241|XP_036670649.1|DSUZ
OG0003560	LOC120422644|XP_039442081.1|CPIP	LOC108005774|XP_016924591.1|DSUZ
OG0003561	LOC120422627|XP_039442056.1|CPIP	LOC108009998|XP_016930273.1|DSUZ
OG0003562	LOC120422625|XP_039442053.1|CPIP	LOC108010002|XP_016930279.1|DSUZ
OG0003563	LOC120431522|XP_039452553.1|CPIP, LOC120422636|XP_039442067.1|CPIP	LOC108014143|XP_016935663.1|DSUZ
OG0003564	LOC120431622|XP_039452667.1|CPIP	LOC108005896|XP_016924779.1|DSUZ
OG0003565	LOC120412866|XP_039429424.1|CPIP	LOC108007117|XP_016926209.1|DSUZ
OG0003566	LOC120422914|XP_039442413.1|CPIP	LOC108010559|XP_036674238.1|DSUZ
OG0003567	LOC120422917|XP_039442422.1|CPIP	LOC108009781|XP_016929909.1|DSUZ
OG0003568	LOC120423649|XP_039443455.1|CPIP	LOC108009396|XP_016929197.1|DSUZ
OG0003569	LOC120413503|XP_039430292.1|CPIP	LOC108013342|XP_016934637.2|DSUZ
OG0003570	LOC120415771|XP_039433321.1|CPIP	LOC108018059|XP_016940940.1|DSUZ
OG0003571	LOC120427373|XP_039448167.1|CPIP	LOC108020187|XP_036672087.1|DSUZ
OG0003572	LOC120427089|XP_039447875.1|CPIP	LOC108010036|XP_016930331.1|DSUZ
OG0003573	LOC120426403|XP_039447097.1|CPIP	LOC108017792|XP_016940425.1|DSUZ
OG0003574	LOC120427476|XP_039448279.1|CPIP	LOC108014466|XP_016936078.1|DSUZ
OG0003575	LOC120428985|XP_039450057.1|CPIP	LOC108014659|XP_016936310.2|DSUZ
OG0003576	LOC120432608|XP_039453789.1|CPIP	LOC108013505|XP_016934881.1|DSUZ
OG0003577	LOC120432601|XP_039453777.1|CPIP	LOC108011450|XP_016932083.1|DSUZ
OG0003578	LOC120427142|XP_039447935.1|CPIP	LOC108005871|XP_016924737.1|DSUZ
OG0003579	LOC120426579|XP_039447302.1|CPIP	LOC108009368|XP_016929161.1|DSUZ
OG0003580	LOC120426850|XP_039447580.1|CPIP	LOC108009850|XP_016930036.1|DSUZ
OG0003581	LOC120427329|XP_039448116.1|CPIP	LOC108013039|XP_036670250.1|DSUZ
OG0003582	LOC120425995|XP_039446592.1|CPIP	LOC108013410|XP_016934757.1|DSUZ
OG0003583	LOC120425696|XP_039446217.1|CPIP	LOC108009949|XP_016930185.1|DSUZ
OG0003584	LOC120426360|XP_039447057.1|CPIP	LOC108009742|XP_016929818.1|DSUZ
OG0003585	LOC120425830|XP_039446386.1|CPIP	LOC108019386|XP_036672191.1|DSUZ
OG0003586	LOC120428814|XP_039449850.1|CPIP	LOC108020341|XP_016943984.1|DSUZ
OG0003587	LOC120425974|XP_039446562.1|CPIP	LOC108007053|XP_016926152.1|DSUZ
OG0003588	LOC120422331|XP_039441660.1|CPIP	LOC108014882|XP_036672671.1|DSUZ
OG0003589	LOC120422349|XP_039441679.1|CPIP	LOC108008988|XP_016928420.2|DSUZ
OG0003590	LOC120420566|XP_039439575.1|CPIP	LOC108012875|XP_016933852.1|DSUZ
OG0003591	LOC120429984|XP_039451013.1|CPIP	LOC108013322|XP_016934607.1|DSUZ
OG0003592	LOC120422847|XP_039442326.1|CPIP	LOC108011739|XP_036670951.1|DSUZ
OG0003593	LOC120422433|XP_039441785.1|CPIP	LOC108006852|XP_036671122.1|DSUZ
OG0003594	LOC120415748|XP_039433289.1|CPIP	LOC108005782|XP_016924600.1|DSUZ
OG0003595	LOC120415739|XP_039433274.1|CPIP	LOC108017773|XP_016940382.1|DSUZ
OG0003596	LOC120415735|XP_039433264.1|CPIP	LOC108017997|XP_016940834.1|DSUZ
OG0003597	LOC120415752|XP_039433294.1|CPIP	LOC108018156|XP_016941112.1|DSUZ
OG0003598	LOC120428572|XP_039449539.1|CPIP	LOC108020203|XP_016943801.1|DSUZ
OG0003599	LOC120424877|XP_039445071.1|CPIP	LOC108017694|XP_016940295.1|DSUZ
OG0003600	LOC120424883|XP_039445081.1|CPIP	LOC108012342|XP_016933159.1|DSUZ
OG0003601	LOC120418863|XP_039437332.1|CPIP	LOC108010276|XP_016930628.1|DSUZ
OG0003602	LOC120418856|XP_039437317.1|CPIP	LOC108009660|XP_016929671.1|DSUZ
OG0003603	LOC120430196|XP_039451213.1|CPIP	LOC108012714|XP_016933631.1|DSUZ
OG0003604	LOC120430042|XP_039451068.1|CPIP	LOC108021227|XP_016945317.1|DSUZ
OG0003605	LOC120430147|XP_039451169.1|CPIP	LOC108014249|XP_016935775.2|DSUZ
OG0003606	LOC120430158|XP_039451177.1|CPIP	LOC108009492|XP_016929373.1|DSUZ
OG0003607	LOC120430016|XP_039451048.1|CPIP	LOC108010144|XP_016930467.1|DSUZ
OG0003608	LOC120422884|XP_039442378.1|CPIP	LOC108012470|XP_016933351.1|DSUZ
OG0003609	LOC120430755|XP_039451800.1|CPIP, LOC120430317|XP_039451352.1|CPIP	LOC108010049|XP_016930348.1|DSUZ
OG0003610	LOC120416555|XP_039434221.1|CPIP	LOC108018641|XP_016941701.2|DSUZ
OG0003611	LOC120430951|XP_039452008.1|CPIP	LOC108012996|XP_016934058.1|DSUZ
OG0003612	LOC120429260|XP_039450413.1|CPIP	LOC108008558|XP_016927918.1|DSUZ
OG0003613	LOC120423179|XP_039442804.1|CPIP	LOC108017923|XP_016940586.1|DSUZ
OG0003614	LOC120423180|XP_039442805.1|CPIP	LOC108017924|XP_016940587.1|DSUZ
OG0003615	LOC120420670|XP_039439702.1|CPIP	LOC108009031|XP_016928492.1|DSUZ, LOC118876983|XP_036669624.1|DSUZ
OG0003616	LOC120412428|XP_039428821.1|CPIP	LOC108008395|XP_016927728.1|DSUZ
OG0003617	LOC120426803|XP_039447521.1|CPIP	LOC108009348|XP_016929128.1|DSUZ
OG0003618	LOC120426802|XP_039447516.1|CPIP	LOC108009347|XP_016929126.1|DSUZ
OG0003619	LOC120428619|XP_039449597.1|CPIP	LOC108017771|XP_016940380.1|DSUZ
OG0003620	LOC120413201|XP_039429850.1|CPIP	LOC108010112|XP_016930422.1|DSUZ
OG0003621	LOC120431468|XP_039452516.1|CPIP	LOC108012953|XP_016933984.1|DSUZ
OG0003622	LOC120431467|XP_039452515.1|CPIP	LOC108012952|XP_016933978.2|DSUZ
OG0003623	LOC120421532|XP_039440685.1|CPIP	LOC108019740|XP_016943162.1|DSUZ
OG0003624	LOC120428750|XP_039449765.1|CPIP	LOC108009453|XP_016929310.1|DSUZ
OG0003625	LOC120428754|XP_039449770.1|CPIP	LOC108018122|XP_016941050.1|DSUZ
OG0003626	LOC120413254|XP_039429917.1|CPIP	LOC108018200|XP_016941205.1|DSUZ
OG0003627	LOC120413253|XP_039429916.1|CPIP	LOC108019883|XP_016943445.1|DSUZ
OG0003628	LOC120413218|XP_039429873.1|CPIP	LOC108009908|XP_016930121.1|DSUZ
OG0003629	LOC120413235|XP_039429899.1|CPIP	LOC108008670|XP_016928053.1|DSUZ
OG0003630	LOC120413221|XP_039429881.1|CPIP	LOC108008383|XP_016927715.1|DSUZ
OG0003631	LOC120413214|XP_039429866.1|CPIP	LOC108010676|XP_016931069.2|DSUZ
OG0003632	LOC120413238|XP_039429902.1|CPIP, LOC120413263|XP_039429925.1|CPIP	LOC108012782|XP_016933705.1|DSUZ
OG0003633	LOC120418504|XP_039436875.1|CPIP	LOC108019818|XP_016943321.1|DSUZ
OG0003634	LOC120413204|XP_039429854.1|CPIP	LOC108012364|XP_016933208.1|DSUZ
OG0003635	LOC120413156|XP_039429798.1|CPIP	LOC108010950|XP_036671348.1|DSUZ
OG0003636	LOC120418625|XP_039437003.1|CPIP, LOC120418489|XP_039436860.1|CPIP	LOC108009855|XP_016930042.1|DSUZ
OG0003637	LOC120418500|XP_039436871.1|CPIP	LOC108019793|XP_016943281.1|DSUZ
OG0003638	LOC120424827|XP_039444982.1|CPIP	LOC108005844|XP_016924681.2|DSUZ
OG0003639	LOC120424848|XP_039445030.1|CPIP	LOC108009116|XP_016928681.1|DSUZ
OG0003640	LOC120420077|XP_039438936.1|CPIP	LOC108018099|XP_016941001.1|DSUZ
OG0003641	LOC120420075|XP_039438933.1|CPIP	LOC108008725|XP_016928113.1|DSUZ
OG0003642	LOC120420104|XP_039438985.1|CPIP	LOC108019905|XP_036670212.1|DSUZ
OG0003643	LOC120420090|XP_039438956.1|CPIP	LOC108008707|XP_016928092.1|DSUZ
OG0003644	LOC120420063|XP_039438911.1|CPIP	LOC108009876|XP_016930069.1|DSUZ
OG0003645	LOC120429150|XP_039450289.1|CPIP	LOC108012507|XP_016933406.1|DSUZ
OG0003646	LOC120429154|XP_039450296.1|CPIP	LOC108012402|XP_016933251.1|DSUZ
OG0003647	LOC120416508|XP_039434160.1|CPIP	LOC108013556|XP_016934958.1|DSUZ
OG0003648	LOC120416529|XP_039434180.1|CPIP	LOC108020960|XP_016944895.1|DSUZ
OG0003649	LOC120428834|XP_039449884.1|CPIP	LOC108006625|XP_016925639.2|DSUZ
OG0003650	LOC120428833|XP_039449883.1|CPIP	LOC108018910|XP_016941991.1|DSUZ
OG0003651	LOC120413475|XP_039430248.1|CPIP	LOC108019311|XP_016942621.2|DSUZ
OG0003652	LOC120418018|XP_039436195.1|CPIP	LOC108007280|XP_016926408.1|DSUZ
OG0003653	LOC120418047|XP_039436229.1|CPIP	LOC108005907|XP_016924802.1|DSUZ
OG0003654	LOC120424198|XP_039444190.1|CPIP	LOC108006871|XP_016925932.1|DSUZ
OG0003655	LOC120425592|XP_039446107.1|CPIP	LOC108021063|XP_016945061.1|DSUZ
OG0003656	LOC120425586|XP_039446097.1|CPIP	LOC108016225|XP_036670854.1|DSUZ
OG0003657	LOC120418933|XP_039437404.1|CPIP	LOC108012655|XP_016933571.1|DSUZ
OG0003658	LOC120418923|XP_039437387.1|CPIP	LOC108017474|XP_016940007.2|DSUZ
OG0003659	LOC120418921|XP_039437385.1|CPIP	LOC108005536|XP_036671349.1|DSUZ
OG0003660	LOC120418907|XP_039437368.1|CPIP	LOC108012923|XP_016933937.1|DSUZ
OG0003661	LOC120420644|XP_039439656.1|CPIP	LOC108013252|XP_016934492.1|DSUZ
OG0003662	LOC120420685|XP_039439714.1|CPIP	LOC108013100|XP_016934235.1|DSUZ
OG0003663	LOC120412381|XP_039428743.1|CPIP	LOC108011412|XP_036671771.1|DSUZ
OG0003664	LOC120412380|XP_039428739.1|CPIP	LOC108011413|XP_036670959.1|DSUZ
OG0003665	LOC120412390|XP_039428765.1|CPIP	LOC108008530|XP_016927890.1|DSUZ
OG0003666	LOC120412392|XP_039428773.1|CPIP	LOC108018192|XP_016941191.1|DSUZ
OG0003667	LOC120413486|XP_039430270.1|CPIP	LOC108007154|XP_016926246.2|DSUZ
OG0003668	LOC120412619|XP_039429103.1|CPIP	LOC108019397|XP_036677780.1|DSUZ
OG0003669	LOC120421527|XP_039440680.1|CPIP	LOC108008606|XP_016927974.1|DSUZ
OG0003670	LOC120421526|XP_039440679.1|CPIP	LOC108008605|XP_016927973.1|DSUZ
OG0003671	LOC120429132|XP_039450264.1|CPIP	LOC108009461|XP_016929320.1|DSUZ
OG0003672	LOC120424862|XP_039445049.1|CPIP	LOC108007902|XP_016927159.1|DSUZ
OG0003673	LOC120430654|XP_039451694.1|CPIP	LOC108009783|XP_016929910.1|DSUZ
OG0003674	LOC120422291|XP_039441617.1|CPIP	LOC108009202|XP_016928849.1|DSUZ
OG0003675	LOC120422294|XP_039441621.1|CPIP	LOC108019722|XP_016943126.1|DSUZ
OG0003676	LOC120422293|XP_039441620.1|CPIP	LOC108019720|XP_016943121.1|DSUZ
OG0003677	LOC120423606|XP_039443405.1|CPIP	LOC108017580|XP_036671621.1|DSUZ
OG0003678	LOC120419972|XP_039438782.1|CPIP	LOC108011857|XP_036670745.1|DSUZ
OG0003679	LOC120419980|XP_039438792.1|CPIP	LOC108011834|XP_016932561.1|DSUZ
OG0003680	LOC120414123|XP_039431085.1|CPIP	LOC108008316|XP_016927623.1|DSUZ
OG0003681	LOC120414124|XP_039431086.1|CPIP	LOC108018214|XP_016941221.1|DSUZ
OG0003682	LOC120414114|XP_039431076.1|CPIP	LOC108018397|XP_016941441.2|DSUZ
OG0003683	LOC120414122|XP_039431084.1|CPIP	LOC108009051|XP_016928544.1|DSUZ
OG0003684	LOC120417210|XP_039435108.1|CPIP, LOC120430339|XP_039451375.1|CPIP	LOC108012382|XP_016933227.1|DSUZ
OG0003685	LOC120418569|XP_039436947.1|CPIP, LOC120418566|XP_039436936.1|CPIP	LOC108013548|XP_036671523.1|DSUZ
OG0003686	LOC120418522|XP_039436892.1|CPIP	LOC108009392|XP_016929192.1|DSUZ
OG0003687	LOC120418551|XP_039436918.1|CPIP	LOC108009503|XP_016929392.1|DSUZ
OG0003688	LOC120418552|XP_039436920.1|CPIP	LOC108010059|XP_016930361.1|DSUZ
OG0003689	LOC120418531|XP_039436901.1|CPIP	LOC108007711|XP_016926948.1|DSUZ
OG0003690	LOC120418532|XP_039436903.1|CPIP	LOC108017650|XP_016940249.2|DSUZ
OG0003691	LOC120418549|XP_039436915.1|CPIP	LOC108018791|XP_036671093.1|DSUZ
OG0003692	LOC120431431|XP_039452486.1|CPIP, LOC120426205|XP_039446848.1|CPIP	LOC108018209|XP_016941215.1|DSUZ
OG0003693	LOC120431880|XP_039452943.1|CPIP, LOC120414462|XP_039431584.1|CPIP	LOC108012926|XP_016933950.1|DSUZ
OG0003694	LOC120414433|XP_039431551.1|CPIP	LOC108011309|XP_016931903.1|DSUZ
OG0003695	LOC120414447|XP_039431568.1|CPIP	LOC108013492|XP_016934863.1|DSUZ
OG0003696	LOC120429028|XP_039450098.1|CPIP	LOC108008817|XP_016928212.1|DSUZ
OG0003697	LOC120423616|XP_039443417.1|CPIP	LOC108009278|XP_016928986.1|DSUZ
OG0003698	LOC120426782|XP_039447490.1|CPIP	LOC108012446|XP_016933305.1|DSUZ
OG0003699	LOC120419515|XP_039438149.1|CPIP	LOC108009628|XP_036668921.1|DSUZ
OG0003700	LOC120419539|XP_039438182.1|CPIP	LOC108009726|XP_016929797.1|DSUZ
OG0003701	LOC120419523|XP_039438168.1|CPIP	LOC108011933|XP_016932670.1|DSUZ
OG0003702	LOC120413393|XP_039430125.1|CPIP	LOC108012464|XP_016933343.1|DSUZ
OG0003703	LOC120413412|XP_039430151.1|CPIP	LOC108007157|XP_016926259.1|DSUZ
OG0003704	LOC120413401|XP_039430135.1|CPIP	LOC108012555|XP_016933457.1|DSUZ
OG0003705	LOC120430383|XP_039451415.1|CPIP, LOC120430839|XP_039451889.1|CPIP	LOC108019808|XP_036669993.1|DSUZ
OG0003706	LOC120427789|XP_039448647.1|CPIP	LOC108011453|XP_016932086.2|DSUZ
OG0003707	LOC120427774|XP_039448628.1|CPIP	LOC108013346|XP_016934642.1|DSUZ
OG0003708	LOC120422275|XP_039441593.1|CPIP, LOC120430407|XP_039451446.1|CPIP, LOC120425139|XP_039445500.1|CPIP	LOC108014683|XP_036670639.1|DSUZ
OG0003709	LOC120422287|XP_039441611.1|CPIP	LOC108017806|XP_016940442.1|DSUZ
OG0003710	LOC120422282|XP_039441603.1|CPIP	LOC108018207|XP_016941213.1|DSUZ
OG0003711	LOC120423774|XP_039443627.1|CPIP	LOC108010658|XP_036671709.1|DSUZ
OG0003712	LOC120423787|XP_039443639.1|CPIP	LOC108010114|XP_016930427.1|DSUZ
OG0003713	LOC120423763|XP_039443610.1|CPIP	LOC108010122|XP_016930437.1|DSUZ
OG0003714	LOC120423785|XP_039443637.1|CPIP	LOC108010121|XP_016930436.1|DSUZ
OG0003715	LOC120421632|XP_039440793.1|CPIP	LOC108012733|XP_016933654.1|DSUZ
OG0003716	LOC120424482|XP_039444555.1|CPIP	LOC108011258|XP_036671168.1|DSUZ
OG0003717	LOC120424490|XP_039444568.1|CPIP	LOC118877407|XP_036671995.1|DSUZ
OG0003718	LOC120424499|XP_039444584.1|CPIP	LOC108013188|XP_016934378.1|DSUZ
OG0003719	LOC120420919|XP_039439980.1|CPIP	LOC108013525|XP_016934910.1|DSUZ
OG0003720	LOC120430130|XP_039451149.1|CPIP, LOC120431473|XP_039452521.1|CPIP	LOC108015387|XP_016937294.1|DSUZ
OG0003721	LOC120431479|XP_039452528.1|CPIP, LOC120424649|XP_039444754.1|CPIP	LOC108010274|XP_016930624.1|DSUZ
OG0003722	LOC120429807|XP_039450791.1|CPIP	LOC108006809|XP_036672336.1|DSUZ
OG0003723	LOC120412586|XP_039429033.1|CPIP	LOC108013159|XP_016934343.1|DSUZ
OG0003724	LOC120412597|XP_039429064.1|CPIP	LOC108011421|XP_016932034.1|DSUZ
OG0003725	LOC120412571|XP_039429019.1|CPIP	LOC108011751|XP_036671263.1|DSUZ
OG0003726	LOC120412604|XP_039429086.1|CPIP	LOC108013352|XP_016934658.1|DSUZ
OG0003727	LOC120427731|XP_039448568.1|CPIP	LOC108012301|XP_036670812.1|DSUZ
OG0003728	LOC120415775|XP_039433329.1|CPIP	LOC108014807|XP_016936490.2|DSUZ
OG0003729	LOC120415774|XP_039433324.1|CPIP	LOC108012870|XP_036670257.1|DSUZ
OG0003730	LOC120418658|XP_039437038.1|CPIP	LOC108012320|XP_036672116.1|DSUZ
OG0003731	LOC120418686|XP_039437082.1|CPIP	LOC108020063|XP_016943651.1|DSUZ
OG0003732	LOC120418682|XP_039437073.1|CPIP	LOC108014089|XP_016935597.2|DSUZ
OG0003733	LOC120418653|XP_039437032.1|CPIP	LOC108013331|XP_016934619.1|DSUZ
OG0003734	LOC120418995|XP_039437499.1|CPIP	LOC108013153|XP_016934332.2|DSUZ
OG0003735	LOC120427118|XP_039447905.1|CPIP	LOC108010094|XP_016930402.1|DSUZ
OG0003736	LOC120427116|XP_039447899.1|CPIP	LOC108018170|XP_016941155.1|DSUZ
OG0003737	LOC120427129|XP_039447916.1|CPIP	LOC108008456|XP_016927799.1|DSUZ
OG0003738	LOC120422705|XP_039442151.1|CPIP	LOC108010258|XP_016930604.1|DSUZ
OG0003739	LOC120422689|XP_039442132.1|CPIP	LOC108018127|XP_016941057.1|DSUZ
OG0003740	LOC120422683|XP_039442127.1|CPIP	LOC108017778|XP_016940391.1|DSUZ
OG0003741	LOC120422693|XP_039442136.1|CPIP	LOC108012505|XP_016933403.1|DSUZ
OG0003742	LOC120422692|XP_039442135.1|CPIP	LOC108020742|XP_016944606.1|DSUZ
OG0003743	LOC120417466|XP_039435469.1|CPIP	LOC108019783|XP_016943264.2|DSUZ
OG0003744	LOC120417485|XP_039435495.1|CPIP	LOC108017801|XP_016940436.1|DSUZ
OG0003745	LOC120417488|XP_039435498.1|CPIP	LOC108009760|XP_016929873.1|DSUZ
OG0003746	LOC120417449|XP_039435427.1|CPIP	LOC108009381|XP_016929177.1|DSUZ
OG0003747	LOC120417450|XP_039435433.1|CPIP	LOC108012284|XP_036671324.1|DSUZ
OG0003748	LOC120417459|XP_039435450.1|CPIP	LOC108012572|XP_016933476.1|DSUZ
OG0003749	LOC120417463|XP_039435465.1|CPIP	LOC108013465|XP_016934830.1|DSUZ
OG0003750	LOC120417464|XP_039435468.1|CPIP	LOC108013359|XP_016934667.1|DSUZ
OG0003751	LOC120417460|XP_039435452.1|CPIP	LOC108012913|XP_036671833.1|DSUZ
OG0003752	LOC120431235|XP_039452305.1|CPIP	LOC108006823|XP_036671014.1|DSUZ
OG0003753	LOC120429824|XP_039450817.1|CPIP	LOC108013468|XP_016934835.1|DSUZ
OG0003754	LOC120429818|XP_039450811.1|CPIP	LOC108013212|XP_036672392.1|DSUZ
OG0003755	LOC120421407|XP_039440543.1|CPIP	LOC108006879|XP_016925951.1|DSUZ
OG0003756	LOC120421379|XP_039440509.1|CPIP	LOC108005720|XP_016924537.1|DSUZ
OG0003757	LOC120431182|XP_039452259.1|CPIP	LOC108009472|XP_016929340.1|DSUZ
OG0003758	LOC120421895|XP_039441124.1|CPIP	LOC108019803|XP_016943296.1|DSUZ
OG0003759	LOC120421896|XP_039441127.1|CPIP	LOC108012828|XP_016933768.1|DSUZ
OG0003760	LOC120421937|XP_039441178.1|CPIP	LOC108009640|XP_016929626.1|DSUZ
OG0003761	LOC120421914|XP_039441149.1|CPIP	LOC108013309|XP_016934587.1|DSUZ
OG0003762	LOC120421893|XP_039441120.1|CPIP	LOC108013310|XP_016934588.1|DSUZ
OG0003763	LOC120421903|XP_039441135.1|CPIP	LOC108013595|XP_016935016.1|DSUZ
OG0003764	LOC120430638|XP_039451668.1|CPIP	LOC108013574|XP_016934988.1|DSUZ
OG0003765	LOC120430639|XP_039451673.1|CPIP	LOC108021003|XP_016944960.1|DSUZ
OG0003766	LOC120431060|XP_039452147.1|CPIP	LOC108016879|XP_016939260.1|DSUZ
OG0003767	LOC120431063|XP_039452153.1|CPIP, LOC120431057|XP_039452145.1|CPIP	LOC108018065|XP_016940951.1|DSUZ
OG0003768	LOC120427294|XP_039448080.1|CPIP	LOC108008927|XP_016928326.1|DSUZ
OG0003769	LOC120427295|XP_039448083.1|CPIP	LOC108010115|XP_016930428.1|DSUZ
OG0003770	LOC120418842|XP_039437297.1|CPIP	LOC108020396|XP_016944163.1|DSUZ
OG0003771	LOC120418819|XP_039437264.1|CPIP	LOC108013086|XP_016934207.1|DSUZ
OG0003772	LOC120418824|XP_039437272.1|CPIP	LOC108012380|XP_016933225.1|DSUZ
OG0003773	LOC120418823|XP_039437271.1|CPIP	LOC108009379|XP_016929171.1|DSUZ
OG0003774	LOC120418796|XP_039437212.1|CPIP	LOC108009602|XP_016929573.1|DSUZ
OG0003775	LOC120425821|XP_039446368.1|CPIP	LOC108015202|XP_016937016.1|DSUZ
OG0003780	LOC120413606|XP_039430444.1|CPIP	LOC108009673|XP_016929695.1|DSUZ
OG0003782	LOC120428451|XP_039449395.1|CPIP	LOC108016764|XP_016939007.1|DSUZ
OG0003783	LOC120429089|XP_039450183.1|CPIP	LOC108013868|XP_036673298.1|DSUZ
OG0003784	LOC120420847|XP_039439898.1|CPIP	LOC108010027|XP_016930316.1|DSUZ
OG0003785	LOC120414877|XP_039432137.1|CPIP	LOC108007830|XP_016927082.1|DSUZ
OG0003786	LOC120429090|XP_039450186.1|CPIP	LOC108010167|XP_016930498.1|DSUZ
OG0003787	LOC120416240|XP_039433876.1|CPIP	LOC108008598|XP_016927966.1|DSUZ
OG0003789	LOC120424226|XP_039444217.1|CPIP	LOC108009449|XP_016929294.1|DSUZ
OG0003790	LOC120426797|XP_039447546.1|CPIP	LOC108005914|XP_016924812.1|DSUZ
OG0003791	LOC120428144|XP_039449066.1|CPIP	LOC108016016|XP_036674927.1|DSUZ
OG0003796	LOC120431613|XP_039452655.1|CPIP	LOC108015500|XP_016937443.1|DSUZ
OG0003797	LOC120431328|XP_039452393.1|CPIP	LOC108021560|XP_016945821.1|DSUZ
OG0003798	LOC120429895|XP_039450924.1|CPIP	LOC108008603|XP_016927971.2|DSUZ
OG0003799	LOC120429683|XP_039450649.1|CPIP	LOC108009967|XP_036669181.1|DSUZ
OG0003800	LOC120426644|XP_039447366.1|CPIP, LOC120425449|XP_039445915.1|CPIP	LOC108021629|XP_016945926.1|DSUZ
OG0003801	LOC120422187|XP_039441495.1|CPIP	LOC108004613|XP_016923045.1|DSUZ
OG0003802	LOC120414704|XP_039431944.1|CPIP	LOC108019348|XP_016942660.1|DSUZ
OG0003803	LOC120414705|XP_039431945.1|CPIP	LOC108015477|XP_016937397.2|DSUZ
OG0003804	LOC120414687|XP_039431904.1|CPIP	LOC108015513|XP_016937468.1|DSUZ
OG0003805	LOC120414685|XP_039431902.1|CPIP	LOC108013612|XP_016935046.1|DSUZ
OG0003806	LOC120414728|XP_039431966.1|CPIP	LOC108020181|XP_036678459.1|DSUZ
OG0003807	LOC120414695|XP_039431920.1|CPIP	LOC118878848|XP_036677766.1|DSUZ, LOC108016424|XP_016938562.1|DSUZ
OG0003808	LOC120414660|XP_039431854.1|CPIP	LOC108015545|XP_036671766.1|DSUZ
OG0003809	LOC120414664|XP_039431868.1|CPIP	LOC108021656|XP_016945958.1|DSUZ
OG0003810	LOC120414691|XP_039431914.1|CPIP	LOC108009536|XP_016929460.1|DSUZ
OG0003811	LOC120431189|XP_039452265.1|CPIP	LOC108010139|XP_016930460.1|DSUZ
OG0003812	LOC120427691|XP_039448514.1|CPIP	LOC108013253|XP_016934496.1|DSUZ
OG0003813	LOC120422792|XP_039442264.1|CPIP	LOC108019414|XP_016942728.1|DSUZ
OG0003814	LOC120428094|XP_039449013.1|CPIP	LOC108014279|XP_016935812.1|DSUZ
OG0003815	LOC120428098|XP_039449016.1|CPIP	LOC108011996|XP_016932751.2|DSUZ
OG0003816	LOC120425846|XP_039446399.1|CPIP	LOC108021588|XP_016945866.1|DSUZ
OG0003817	LOC120425856|XP_039446413.1|CPIP	LOC108021389|XP_016945576.1|DSUZ
OG0003818	LOC120422801|XP_039442276.1|CPIP	LOC108004934|XP_016923525.1|DSUZ
OG0003820	LOC120415689|XP_039433218.1|CPIP	LOC108005389|XP_036677100.1|DSUZ, LOC108011543|XP_036673173.1|DSUZ
OG0003821	LOC120424559|XP_039444661.1|CPIP	LOC108010075|XP_016930378.1|DSUZ
OG0003822	LOC120423672|XP_039443491.1|CPIP	LOC108019361|XP_016942673.1|DSUZ
OG0003823	LOC120428130|XP_039449046.1|CPIP	LOC108021204|XP_016945288.1|DSUZ
OG0003824	LOC120422993|XP_039442538.1|CPIP	LOC108013577|XP_016934997.1|DSUZ
OG0003825	LOC120422985|XP_039442530.1|CPIP	LOC108005258|XP_016923940.1|DSUZ
OG0003826	LOC120422986|XP_039442531.1|CPIP	LOC108010180|XP_016930515.1|DSUZ
OG0003827	LOC120413555|XP_039430369.1|CPIP	LOC108011848|XP_016932580.1|DSUZ
OG0003828	LOC120413574|XP_039430394.1|CPIP	LOC108020979|XP_016944923.1|DSUZ
OG0003829	LOC120413561|XP_039430374.1|CPIP	LOC108021735|XP_016946061.1|DSUZ
OG0003830	LOC120413547|XP_039430361.1|CPIP	LOC108008499|XP_016927856.1|DSUZ
