Orthogroup	CPIP.longest_only	DMIR.longest_only
OG0002906	LOC120428558|XP_039449524.1|CPIP	LOC108161482|XP_017151241.1|DMIR
OG0002907	LOC120427768|XP_039448624.1|CPIP	LOC108163164|XP_017153774.1|DMIR
OG0002908	LOC120431107|XP_039452195.1|CPIP	LOC108158368|XP_033246704.1|DMIR
OG0002909	LOC120431290|XP_039452363.1|CPIP	LOC117189430|XP_033250441.1|DMIR, LOC108160085|XP_033246483.1|DMIR
OG0002910	LOC120421957|XP_039441205.1|CPIP	LOC117188725|XP_033248902.1|DMIR, LOC117188726|XP_033248903.1|DMIR, LOC108162606|XP_033249938.1|DMIR
OG0002911	LOC120428328|XP_039449259.1|CPIP	LOC108159646|XP_017148602.2|DMIR, LOC117188516|XP_033248407.1|DMIR
OG0002912	LOC120425201|XP_039445566.1|CPIP, LOC120418979|XP_039437461.1|CPIP	LOC108156272|XP_017143135.1|DMIR
OG0002913	LOC120416092|XP_039433710.1|CPIP	LOC108160642|XP_017150263.1|DMIR, LOC117193508|XP_033254146.1|DMIR
OG0002914	LOC120416267|XP_039433905.1|CPIP	LOC108161774|XP_017151602.1|DMIR
OG0002915	LOC120425337|XP_039445762.1|CPIP	LOC108163435|XP_017154209.1|DMIR
OG0002916	LOC120412801|XP_039429325.1|CPIP	LOC108161273|XP_033249586.1|DMIR
OG0002917	LOC120430018|XP_039451046.1|CPIP	LOC108158765|XP_017146877.2|DMIR, LOC117188238|XP_033247650.1|DMIR
OG0002918	LOC120430381|XP_039451412.1|CPIP	LOC108157974|XP_033248325.1|DMIR
OG0002919	LOC120423130|XP_039442744.1|CPIP	LOC108158977|XP_017147309.1|DMIR
OG0002920	LOC120423128|XP_039442740.1|CPIP	LOC108161896|XP_017151779.1|DMIR
OG0002921	LOC120421114|XP_039440207.1|CPIP	LOC108162227|XP_017152337.1|DMIR
OG0002922	LOC120422576|XP_039442001.1|CPIP	LOC108163553|XP_017154405.1|DMIR
OG0002923	LOC120422550|XP_039441957.1|CPIP	LOC108163245|XP_017153897.1|DMIR
OG0002924	LOC120422769|XP_039442247.1|CPIP	LOC108164162|XP_017155257.1|DMIR
OG0002925	LOC120415494|XP_039432997.1|CPIP	LOC117187962|XP_033246865.1|DMIR, LOC108159401|XP_017148130.2|DMIR
OG0002926	LOC120415488|XP_039432989.1|CPIP	LOC108162919|XP_017153390.1|DMIR
OG0002927	LOC120415490|XP_039432992.1|CPIP	LOC108161901|XP_017151788.1|DMIR
OG0002928	LOC120419192|XP_039437799.1|CPIP	LOC108163337|XP_017154061.1|DMIR
OG0002929	LOC120419197|XP_039437802.1|CPIP	LOC108163945|XP_017154973.1|DMIR
OG0002930	LOC120415978|XP_039433565.1|CPIP	LOC108162713|XP_017153063.2|DMIR
OG0002931	LOC120416762|XP_039434538.1|CPIP	LOC108162990|XP_033249652.1|DMIR
OG0002932	LOC120424415|XP_039444459.1|CPIP	LOC117191451|XP_033252204.1|DMIR, LOC108159920|XP_017149045.1|DMIR
OG0002933	LOC120422517|XP_039441908.1|CPIP, LOC120431106|XP_039452194.1|CPIP	LOC108160900|XP_017150661.1|DMIR
OG0002934	LOC120422500|XP_039441888.1|CPIP	LOC117193034|XP_033253659.1|DMIR, LOC108158232|XP_017145953.1|DMIR
OG0002935	LOC120416070|XP_039433672.1|CPIP	LOC108163286|XP_033248978.1|DMIR
OG0002936	LOC120416264|XP_039433902.1|CPIP	LOC117188082|XP_033247298.1|DMIR, LOC108158646|XP_017146619.1|DMIR, LOC117188083|XP_033247299.1|DMIR
OG0002937	LOC120426122|XP_039446758.1|CPIP	LOC108160846|XP_017150590.2|DMIR, LOC117188233|XP_033247639.1|DMIR
OG0002938	LOC120430519|XP_039451566.1|CPIP	LOC108163760|XP_017154722.1|DMIR
OG0002939	LOC120419841|XP_039438610.1|CPIP	LOC108160843|XP_017150587.1|DMIR
OG0002940	LOC120430182|XP_039451196.1|CPIP	LOC108156166|XP_017142984.1|DMIR
OG0002941	LOC120430184|XP_039451198.1|CPIP	LOC108162458|XP_017152692.1|DMIR
OG0002942	LOC120412835|XP_039429378.1|CPIP	LOC108163015|XP_017153540.2|DMIR
OG0002943	LOC120412810|XP_039429345.1|CPIP	LOC108163431|XP_033250095.1|DMIR
OG0002944	LOC120412839|XP_039429383.1|CPIP	LOC108163433|XP_017154205.1|DMIR
OG0002945	LOC120416594|XP_039434265.1|CPIP	LOC108163045|XP_017153589.1|DMIR
OG0002946	LOC120416599|XP_039434321.1|CPIP	LOC117191497|XP_033252239.1|DMIR, LOC117191848|XP_033252505.1|DMIR, LOC108158818|XP_017146998.1|DMIR
OG0002947	LOC120416879|XP_039434707.1|CPIP	LOC108163902|XP_017154915.1|DMIR
OG0002948	LOC120420516|XP_039439515.1|CPIP	LOC108151909|XP_017136310.1|DMIR
OG0002949	LOC120415969|XP_039433548.1|CPIP	LOC108153022|XP_017138264.1|DMIR
OG0002950	LOC120416791|XP_039434591.1|CPIP	LOC108164065|XP_017155138.1|DMIR
OG0002951	LOC120423477|XP_039443247.1|CPIP	LOC108162478|XP_017152717.1|DMIR
OG0002952	LOC120423467|XP_039443226.1|CPIP	LOC108163780|XP_017154748.2|DMIR
OG0002953	LOC120421264|XP_039440394.1|CPIP, LOC120430151|XP_039451170.1|CPIP	LOC108163689|XP_017154608.1|DMIR
OG0002954	LOC120422764|XP_039442246.1|CPIP, LOC120430855|XP_039451913.1|CPIP	LOC108162457|XP_017152691.1|DMIR
OG0002955	LOC120430859|XP_039451919.1|CPIP	LOC108159718|XP_017148727.1|DMIR, LOC117185739|XP_033250963.1|DMIR
OG0002956	LOC120432061|XP_039453126.1|CPIP, LOC120426261|XP_039446931.1|CPIP	LOC108158888|XP_033247668.1|DMIR, LOC117192855|XP_033253500.1|DMIR
OG0002957	LOC120426263|XP_039446938.1|CPIP	LOC108159444|XP_017148220.1|DMIR, LOC117192251|XP_033252806.1|DMIR
OG0002958	LOC120412834|XP_039429376.1|CPIP	LOC108163017|XP_017153542.2|DMIR
OG0002959	LOC120415714|XP_039433242.1|CPIP	LOC108163497|XP_017154310.2|DMIR
OG0002960	LOC120427809|XP_039448663.1|CPIP, LOC120429253|XP_039450402.1|CPIP	LOC108150802|XP_017134595.1|DMIR
OG0002961	LOC120431273|XP_039452339.1|CPIP, LOC120415541|XP_039433042.1|CPIP	LOC108159215|XP_017147783.1|DMIR
OG0002962	LOC120421999|XP_039441243.1|CPIP	LOC108163778|XP_017154746.2|DMIR
OG0002963	LOC120422000|XP_039441249.1|CPIP	LOC117188775|XP_033249031.1|DMIR
OG0002964	LOC120421985|XP_039441229.1|CPIP	LOC117192377|XP_033252933.1|DMIR, LOC108158664|XP_017146649.1|DMIR
OG0002965	LOC120425302|XP_039445701.1|CPIP	LOC108162477|XP_033249679.1|DMIR
OG0002966	LOC120421128|XP_039440221.1|CPIP	LOC108161853|XP_017151711.1|DMIR
OG0002967	LOC120422383|XP_039441727.1|CPIP	LOC108152282|XP_017136988.1|DMIR
OG0002968	LOC120417767|XP_039435863.1|CPIP, LOC120412486|XP_039428912.1|CPIP	LOC108152283|XP_017136989.1|DMIR
OG0002969	LOC120418334|XP_039436608.1|CPIP, LOC120412484|XP_039428910.1|CPIP	LOC108162467|XP_033248449.1|DMIR
OG0002970	LOC120423989|XP_039443920.1|CPIP	LOC108162805|XP_017153203.1|DMIR
OG0002971	LOC120418208|XP_039436450.1|CPIP, LOC120412480|XP_039428905.1|CPIP	LOC108162332|XP_017152512.1|DMIR
OG0002972	LOC120422416|XP_039441765.1|CPIP	LOC108155467|XP_017141777.1|DMIR
OG0002973	LOC120418690|XP_039437088.1|CPIP	LOC117189755|XP_033250723.1|DMIR, LOC108159240|XP_017147853.1|DMIR
OG0002974	LOC120412502|XP_039428935.1|CPIP, LOC120418395|XP_039436705.1|CPIP	LOC108152027|XP_017136498.1|DMIR
OG0002975	LOC120432454|XP_039453606.1|CPIP	LOC108163967|XP_017155011.1|DMIR
OG0002976	LOC120432412|XP_039453545.1|CPIP	LOC108164992|XP_017156506.1|DMIR
OG0002977	LOC120427862|XP_039448714.1|CPIP	LOC108159002|XP_017147355.1|DMIR
OG0002978	LOC120427065|XP_039447837.1|CPIP	LOC108158751|XP_017146850.1|DMIR, LOC117189834|XP_033250788.1|DMIR
OG0002979	LOC120421161|XP_039440287.1|CPIP	LOC117192325|XP_033252865.1|DMIR, LOC108159087|XP_017147532.1|DMIR
OG0002980	LOC120426898|XP_039447642.1|CPIP	LOC108162279|XP_017152427.2|DMIR
OG0002981	LOC120420971|XP_039440037.1|CPIP	LOC108162340|XP_017152524.2|DMIR
OG0002982	LOC120414576|XP_039431747.1|CPIP	LOC108162217|XP_033249202.1|DMIR
OG0002984	LOC120417443|XP_039435425.1|CPIP	LOC108151110|XP_033242868.1|DMIR
OG0002985	LOC120417298|XP_039435186.1|CPIP	LOC108164455|XP_017155663.1|DMIR
OG0002986	LOC120425175|XP_039445542.1|CPIP	LOC108163140|XP_017153743.1|DMIR
OG0002987	LOC120418198|XP_039436443.1|CPIP, LOC120412483|XP_039428909.1|CPIP	LOC108163529|XP_017154367.1|DMIR
OG0002988	LOC120428969|XP_039450039.1|CPIP	LOC108163037|XP_017153577.1|DMIR
OG0002989	LOC120420524|XP_039439527.1|CPIP	LOC108151771|XP_017136106.1|DMIR
OG0002990	LOC120418700|XP_039437099.1|CPIP	LOC108164292|XP_017155429.1|DMIR
OG0002991	LOC120412678|XP_039429179.1|CPIP	LOC117193797|XP_033254406.1|DMIR, LOC108158403|XP_017146149.1|DMIR
OG0002992	LOC120412469|XP_039428880.1|CPIP	LOC108163920|XP_017154937.1|DMIR
OG0002993	LOC120417308|XP_039435193.1|CPIP	LOC108153205|XP_017138514.1|DMIR
OG0002994	LOC120431743|XP_039452802.1|CPIP, LOC120417295|XP_039435180.1|CPIP	LOC108163932|XP_017154953.1|DMIR
OG0002995	LOC120419039|XP_039437538.1|CPIP	LOC108162692|XP_017153031.1|DMIR
OG0002996	LOC120426578|XP_039447297.1|CPIP	LOC108155559|XP_017141940.1|DMIR
OG0002997	LOC120426561|XP_039447266.1|CPIP	LOC108163680|XP_017154598.1|DMIR
OG0002998	LOC120426569|XP_039447284.1|CPIP	LOC108161792|XP_017151633.1|DMIR
OG0002999	LOC120423197|XP_039442833.1|CPIP	LOC108150997|XP_017134837.1|DMIR
OG0003000	LOC120414342|XP_039431432.1|CPIP	LOC108155036|XP_017141090.1|DMIR
OG0003001	LOC120414333|XP_039431406.1|CPIP	LOC117185826|XP_033247094.1|DMIR, LOC108158684|XP_017146705.2|DMIR
OG0003002	LOC120425766|XP_039446307.1|CPIP	LOC108151571|XP_017135733.1|DMIR
OG0003003	LOC120420631|XP_039439641.1|CPIP	LOC108159218|XP_017147804.1|DMIR
OG0003004	LOC120432409|XP_039453544.1|CPIP	LOC108153140|XP_017138428.1|DMIR
OG0003005	LOC120432372|XP_039453498.1|CPIP	LOC108152844|XP_017137945.1|DMIR
OG0003006	LOC120414446|XP_039431571.1|CPIP	LOC108155102|XP_017141220.1|DMIR
OG0003007	LOC120414891|XP_039432151.1|CPIP	LOC108155340|XP_017141584.1|DMIR
OG0003008	LOC120413970|XP_039430913.1|CPIP	LOC108157149|XP_017144546.2|DMIR
OG0003009	LOC120419299|XP_039437902.1|CPIP	LOC108153072|XP_017138342.1|DMIR
OG0003010	LOC120426757|XP_039447466.1|CPIP, LOC120418647|XP_039437029.1|CPIP	LOC108160365|XP_033255624.1|DMIR
OG0003011	LOC120419107|XP_039437639.1|CPIP	LOC117193326|XP_033253945.1|DMIR, LOC108160986|XP_017150779.1|DMIR
OG0003012	LOC120413681|XP_039430542.1|CPIP	LOC108156112|XP_017142897.1|DMIR
OG0003013	LOC120413651|XP_039430501.1|CPIP	LOC108156614|XP_017143662.1|DMIR
OG0003014	LOC120413685|XP_039430547.1|CPIP	LOC108164991|XP_017156509.1|DMIR
OG0003015	LOC120426082|XP_039446726.1|CPIP, LOC120413677|XP_039430539.1|CPIP	LOC108164829|XP_033249465.1|DMIR
OG0003016	LOC120423599|XP_039443398.1|CPIP	LOC108151236|XP_017135224.1|DMIR, LOC117191674|XP_033252369.1|DMIR
OG0003017	LOC120431034|XP_039452121.1|CPIP	LOC108154096|XP_017139704.1|DMIR
OG0003018	LOC120417656|XP_039435712.1|CPIP	LOC108156630|XP_017143714.1|DMIR, LOC108154757|XP_017140620.1|DMIR
OG0003019	LOC120426338|XP_039447034.1|CPIP	LOC108153186|XP_017138488.1|DMIR
OG0003020	LOC120426078|XP_039446722.1|CPIP	LOC108155151|XP_017141300.1|DMIR
OG0003021	LOC120425214|XP_039445578.1|CPIP	LOC108156211|XP_033246076.1|DMIR
OG0003022	LOC120425210|XP_039445575.1|CPIP, LOC120425921|XP_039446475.1|CPIP	LOC108151144|XP_017135057.1|DMIR
OG0003023	LOC120432348|XP_039453469.1|CPIP	LOC108165063|XP_017156600.1|DMIR
OG0003024	LOC120414679|XP_039431900.1|CPIP	LOC108151233|XP_017135220.1|DMIR
OG0003025	LOC120432203|XP_039453295.1|CPIP	LOC108157678|XP_017145332.2|DMIR
OG0003026	LOC120432154|XP_039453214.1|CPIP	LOC108157810|XP_017145496.1|DMIR
OG0003027	LOC120432198|XP_039453285.1|CPIP	LOC108156167|XP_017142986.1|DMIR
OG0003028	LOC120422245|XP_039441572.1|CPIP	LOC108153674|XP_017139279.1|DMIR
OG0003029	LOC120420017|XP_039438853.1|CPIP, LOC120422241|XP_039441565.1|CPIP	LOC108151218|XP_017135188.1|DMIR
OG0003030	LOC120432377|XP_039453505.1|CPIP	LOC108156765|XP_017143918.1|DMIR
OG0003031	LOC120414987|XP_039432280.1|CPIP	LOC108164835|XP_017156248.1|DMIR
OG0003032	LOC120414396|XP_039431509.1|CPIP	LOC108164925|XP_017156402.1|DMIR, LOC108162864|XP_033248726.1|DMIR
OG0003033	LOC120414388|XP_039431499.1|CPIP	LOC108151478|XP_017135600.1|DMIR
OG0003034	LOC120419219|XP_039437809.1|CPIP, LOC120425036|XP_039445339.1|CPIP	LOC108155414|XP_017141701.1|DMIR
OG0003035	LOC120419256|XP_039437844.1|CPIP	LOC108156373|XP_017143270.1|DMIR
OG0003036	LOC120419255|XP_039437843.1|CPIP	LOC108160485|XP_017149996.1|DMIR
OG0003037	LOC120427916|XP_039448788.1|CPIP	LOC108150873|XP_017134669.1|DMIR
OG0003038	LOC120415951|XP_039433528.1|CPIP, LOC120417169|XP_039435085.1|CPIP	LOC108160552|XP_017150112.1|DMIR, LOC117190844|XP_033251765.1|DMIR
OG0003039	LOC120427125|XP_039447911.1|CPIP, LOC120416526|XP_039434177.1|CPIP	LOC108161867|XP_017151748.1|DMIR
OG0003040	LOC120415905|XP_039433481.1|CPIP	LOC108151438|XP_017135537.1|DMIR
OG0003041	LOC120415892|XP_039433465.1|CPIP	LOC108151330|XP_017135371.1|DMIR
OG0003042	LOC120431341|XP_039452407.1|CPIP, LOC120420941|XP_039440008.1|CPIP	LOC108156250|XP_033245361.1|DMIR
OG0003043	LOC120431345|XP_039452411.1|CPIP, LOC120420937|XP_039440004.1|CPIP	LOC108155228|XP_017141404.1|DMIR, LOC108162343|XP_017152529.1|DMIR
OG0003044	LOC120420931|XP_039439996.1|CPIP	LOC108158785|XP_033250768.1|DMIR, LOC108158141|XP_017145845.1|DMIR
OG0003045	LOC120420944|XP_039440013.1|CPIP	LOC108154730|XP_017140588.1|DMIR, LOC108155065|XP_017141141.1|DMIR
OG0003046	LOC120417538|XP_039435554.1|CPIP	LOC108157322|XP_017144827.1|DMIR
OG0003047	LOC120417539|XP_039435555.1|CPIP	LOC108157323|XP_017144828.1|DMIR
OG0003048	LOC120417524|XP_039435541.1|CPIP	LOC108159947|XP_017149094.1|DMIR, LOC117190462|XP_033251425.1|DMIR
OG0003049	LOC120417520|XP_039435537.1|CPIP	LOC108156785|XP_017143949.1|DMIR
OG0003050	LOC120421251|XP_039440386.1|CPIP	LOC108156597|XP_017143628.1|DMIR
OG0003051	LOC120413788|XP_039430671.1|CPIP	LOC108151505|XP_017135639.1|DMIR
OG0003052	LOC120413774|XP_039430645.1|CPIP	LOC108156699|XP_017143835.1|DMIR
OG0003053	LOC120422104|XP_039441390.1|CPIP	LOC108157290|XP_017144778.1|DMIR
OG0003054	LOC120422099|XP_039441385.1|CPIP	LOC108157385|XP_017144911.1|DMIR
OG0003055	LOC120420876|XP_039439930.1|CPIP, LOC120417430|XP_039435406.1|CPIP	LOC108156685|XP_017143813.1|DMIR
OG0003056	LOC120431718|XP_039452776.1|CPIP, LOC120430876|XP_039451938.1|CPIP	LOC108162426|XP_017152647.1|DMIR
OG0003057	LOC120414811|XP_039432066.1|CPIP	LOC117191586|XP_033252301.1|DMIR, LOC117190652|XP_033251591.1|DMIR, LOC117190651|XP_033251583.1|DMIR, LOC108159352|XP_017148052.1|DMIR
OG0003058	LOC120414809|XP_039432062.1|CPIP	LOC108159187|XP_017147729.1|DMIR, LOC117191302|XP_033252099.1|DMIR, LOC117191286|XP_033252086.1|DMIR
OG0003059	LOC120414807|XP_039432059.1|CPIP	LOC108157502|XP_033250065.1|DMIR
OG0003060	LOC120414805|XP_039432058.1|CPIP	LOC108160764|XP_017150454.1|DMIR
OG0003061	LOC120413049|XP_039429678.1|CPIP	LOC108159318|XP_017147996.1|DMIR
OG0003062	LOC120413033|XP_039429639.1|CPIP	LOC108154184|XP_017139848.1|DMIR
OG0003063	LOC120413045|XP_039429670.1|CPIP	LOC108151783|XP_017136117.1|DMIR
OG0003064	LOC120423273|XP_039442947.1|CPIP	LOC108156325|XP_017143207.1|DMIR
OG0003065	LOC120412931|XP_039429497.1|CPIP	LOC117189023|XP_033249787.1|DMIR
OG0003066	LOC120412965|XP_039429547.1|CPIP	LOC108156972|XP_017144251.1|DMIR
OG0003067	LOC120413019|XP_039429616.1|CPIP	LOC108155496|XP_017141813.1|DMIR
OG0003069	LOC120414393|XP_039431503.1|CPIP	LOC117192260|XP_033252811.1|DMIR, LOC108159685|XP_017148674.1|DMIR
OG0003070	LOC120414402|XP_039431513.1|CPIP	LOC108163738|XP_017154686.1|DMIR
OG0003071	LOC120414409|XP_039431524.1|CPIP	LOC108153618|XP_017139208.1|DMIR
OG0003072	LOC120414392|XP_039431501.1|CPIP	LOC108157675|XP_017145329.1|DMIR
OG0003073	LOC120414427|XP_039431541.1|CPIP	LOC108157102|XP_017144463.1|DMIR
OG0003074	LOC120424401|XP_039444435.1|CPIP	LOC108163237|XP_017153887.1|DMIR
OG0003075	LOC120417894|XP_039436051.1|CPIP	LOC108156905|XP_017144143.1|DMIR
OG0003076	LOC120419324|XP_039437930.1|CPIP	LOC108152544|XP_017137444.1|DMIR
OG0003077	LOC120414001|XP_039430944.1|CPIP	LOC108154948|XP_033246081.1|DMIR
OG0003078	LOC120426310|XP_039446993.1|CPIP	LOC108157085|XP_033244862.1|DMIR
OG0003079	LOC120422354|XP_039441685.1|CPIP	LOC108157270|XP_017144747.1|DMIR
OG0003080	LOC120427440|XP_039448231.1|CPIP, LOC120429954|XP_039450981.1|CPIP	LOC108155553|XP_017141921.1|DMIR
OG0003081	LOC120427441|XP_039448237.1|CPIP	LOC108157687|XP_017145343.1|DMIR
OG0003082	LOC120427437|XP_039448227.1|CPIP	LOC108155450|XP_017141755.1|DMIR
OG0003083	LOC120423432|XP_039443176.1|CPIP	LOC108157469|XP_033245698.1|DMIR, LOC117187255|XP_033245426.1|DMIR
OG0003084	LOC120421487|XP_039440639.1|CPIP	LOC108155079|XP_033244222.1|DMIR
OG0003085	LOC120421518|XP_039440670.1|CPIP	LOC108157601|XP_033245763.1|DMIR
OG0003086	LOC120421495|XP_039440647.1|CPIP	LOC108155333|XP_017141565.1|DMIR
OG0003087	LOC120430438|XP_039451484.1|CPIP	LOC108152825|XP_017137907.1|DMIR
OG0003088	LOC120421266|XP_039440398.1|CPIP	LOC108154711|XP_017140553.1|DMIR
OG0003089	LOC120421162|XP_039440293.1|CPIP	LOC108154241|XP_017139962.1|DMIR
OG0003090	LOC120421858|XP_039441092.1|CPIP	LOC108155271|XP_017141466.1|DMIR
OG0003091	LOC120426530|XP_039447233.1|CPIP, LOC120427950|XP_039448834.1|CPIP	LOC108154212|XP_017139925.1|DMIR, LOC117192209|XP_033252770.1|DMIR
OG0003092	LOC120427947|XP_039448829.1|CPIP	LOC108155114|XP_017141242.1|DMIR
OG0003093	LOC120418255|XP_039436504.1|CPIP, LOC120422713|XP_039442171.1|CPIP	LOC108158574|XP_017146502.1|DMIR
OG0003094	LOC120422745|XP_039442222.1|CPIP, LOC120418262|XP_039436513.1|CPIP	LOC108165077|XP_017156619.1|DMIR
OG0003095	LOC120424114|XP_039444088.1|CPIP	LOC108151684|XP_017135917.1|DMIR
OG0003100	LOC120419413|XP_039438025.1|CPIP	LOC108164589|XP_017155907.1|DMIR
OG0003101	LOC120429724|XP_039450704.1|CPIP, LOC120423171|XP_039442787.1|CPIP	LOC117187252|XP_033245416.1|DMIR, LOC108155513|XP_033245409.1|DMIR
OG0003102	LOC120423163|XP_039442778.1|CPIP, LOC120429727|XP_039450710.1|CPIP	LOC108155108|XP_017141231.1|DMIR
OG0003103	LOC120423159|XP_039442774.1|CPIP, LOC120429726|XP_039450706.1|CPIP	LOC108155405|XP_017141691.1|DMIR
OG0003104	LOC120419398|XP_039438008.1|CPIP	LOC108152738|XP_017137772.1|DMIR
OG0003105	LOC120419455|XP_039438070.1|CPIP	LOC108152909|XP_017138050.1|DMIR
OG0003106	LOC120419443|XP_039438059.1|CPIP	LOC108159503|XP_033246518.1|DMIR
OG0003107	LOC120431822|XP_039452876.1|CPIP	LOC108160627|XP_017150243.1|DMIR
OG0003108	LOC120421345|XP_039440458.1|CPIP	LOC108155321|XP_017141535.1|DMIR
OG0003109	LOC120421375|XP_039440502.1|CPIP	LOC108165027|XP_017156553.1|DMIR
OG0003110	LOC120423114|XP_039442726.1|CPIP, LOC120419558|XP_039438216.1|CPIP	LOC117190027|XP_033251005.1|DMIR, LOC108158987|XP_017147321.2|DMIR
OG0003111	LOC120416667|XP_039434413.1|CPIP	LOC108160603|XP_017150200.1|DMIR
OG0003112	LOC120416638|XP_039434383.1|CPIP	LOC108156025|XP_017142764.1|DMIR
OG0003114	LOC120419931|XP_039438730.1|CPIP	LOC108158144|XP_017145850.1|DMIR, LOC117190590|XP_033251530.1|DMIR
OG0003115	LOC120419951|XP_039438745.1|CPIP	LOC117193017|XP_033253625.1|DMIR, LOC108159686|XP_017148679.1|DMIR
OG0003116	LOC120419928|XP_039438727.1|CPIP	LOC117193902|XP_033254470.1|DMIR, LOC108160669|XP_017150301.1|DMIR
OG0003117	LOC120412521|XP_039428949.1|CPIP	LOC108152512|XP_017137394.1|DMIR
OG0003118	LOC120417971|XP_039436144.1|CPIP	LOC108153297|XP_017138675.1|DMIR
OG0003119	LOC120418007|XP_039436185.1|CPIP	LOC108152516|XP_017137400.1|DMIR
OG0003120	LOC120417548|XP_039435564.1|CPIP	LOC108159027|XP_033250744.1|DMIR, LOC117185962|XP_033246455.1|DMIR
OG0003121	LOC120424716|XP_039444836.1|CPIP	LOC108165055|XP_017156586.1|DMIR
OG0003122	LOC120420836|XP_039439891.1|CPIP	LOC117193079|XP_033253698.1|DMIR, LOC108160316|XP_017149729.1|DMIR
OG0003123	LOC120420843|XP_039439894.1|CPIP	LOC108165310|XP_017156834.2|DMIR, LOC108153315|XP_017138714.2|DMIR
OG0003124	LOC120425268|XP_039445646.1|CPIP	LOC117187943|XP_033246831.1|DMIR, LOC108160159|XP_017149465.2|DMIR, LOC117189939|XP_033250911.1|DMIR, LOC117190789|XP_033251738.1|DMIR
OG0003125	LOC120430004|XP_039451037.1|CPIP	LOC108152191|XP_017136826.1|DMIR
OG0003126	LOC120422180|XP_039441489.1|CPIP	LOC108160508|XP_033248312.1|DMIR, LOC117191688|XP_033252378.1|DMIR
OG0003127	LOC120422170|XP_039441481.1|CPIP	LOC108160839|XP_017150572.1|DMIR, LOC117189864|XP_033250828.1|DMIR, LOC117191841|XP_033252500.1|DMIR
OG0003128	LOC120420417|XP_039439370.1|CPIP	LOC108151271|XP_017135283.1|DMIR
OG0003129	LOC120420423|XP_039439377.1|CPIP	LOC108159445|XP_017148222.2|DMIR, LOC117188346|XP_033247950.1|DMIR
OG0003130	LOC120420436|XP_039439397.1|CPIP	LOC108160039|XP_017149271.1|DMIR
OG0003131	LOC120427544|XP_039448353.1|CPIP	LOC108158769|XP_017146885.1|DMIR, LOC117189395|XP_033250408.1|DMIR
OG0003132	LOC120414233|XP_039431277.1|CPIP, LOC120424576|XP_039444676.1|CPIP	LOC108156835|XP_017144033.1|DMIR
OG0003133	LOC120414232|XP_039431276.1|CPIP, LOC120432001|XP_039453067.1|CPIP	LOC108157997|XP_017145629.1|DMIR
OG0003134	LOC120421687|XP_039440858.1|CPIP	LOC108159671|XP_017148642.1|DMIR, LOC117193609|XP_033254242.1|DMIR, LOC117193611|XP_033254244.1|DMIR, LOC117193610|XP_033254243.1|DMIR
OG0003135	LOC120424413|XP_039444458.1|CPIP	LOC108152750|XP_017137797.1|DMIR
OG0003139	LOC120415252|XP_039432652.1|CPIP, LOC120415231|XP_039432622.1|CPIP	LOC108152943|XP_017138127.1|DMIR
OG0003140	LOC120415224|XP_039432613.1|CPIP	LOC108160410|XP_017149893.1|DMIR
OG0003141	LOC120419609|XP_039438283.1|CPIP	LOC117185718|XP_033247595.1|DMIR, LOC108159315|XP_017147977.2|DMIR
OG0003142	LOC120419588|XP_039438250.1|CPIP	LOC117193384|XP_033254002.1|DMIR, LOC108158505|XP_017146350.1|DMIR
OG0003143	LOC120415310|XP_039432724.1|CPIP	LOC108151506|XP_017135640.1|DMIR
OG0003144	LOC120418433|XP_039436750.1|CPIP	LOC108158650|XP_033250409.1|DMIR, LOC117185750|XP_033247394.1|DMIR
OG0003145	LOC120418454|XP_039436813.1|CPIP	LOC108159956|XP_017149111.1|DMIR, LOC117190471|XP_033251436.1|DMIR
OG0003146	LOC120426475|XP_039447172.1|CPIP	LOC108158489|XP_017146286.1|DMIR, LOC117192566|XP_033253170.1|DMIR
OG0003147	LOC120428762|XP_039449778.1|CPIP	LOC108152962|XP_017138154.1|DMIR
OG0003148	LOC120428599|XP_039449556.1|CPIP	LOC108151624|XP_017135812.1|DMIR
OG0003149	LOC120428595|XP_039449552.1|CPIP	LOC108152499|XP_017137366.1|DMIR
OG0003150	LOC120420377|XP_039439315.1|CPIP	LOC117185933|XP_033254383.1|DMIR, LOC108159076|XP_017147513.1|DMIR
OG0003151	LOC120416201|XP_039433821.1|CPIP	LOC108162669|XP_017153000.2|DMIR
OG0003152	LOC120414890|XP_039432147.1|CPIP	LOC117192730|XP_033253364.1|DMIR, LOC117193065|XP_033253688.1|DMIR, LOC117192729|XP_033253363.1|DMIR, LOC108159628|XP_017148574.1|DMIR
OG0003153	LOC120414918|XP_039432184.1|CPIP	LOC117194695|XP_033255093.1|DMIR, LOC108160649|XP_033247582.1|DMIR, LOC117194698|XP_033255099.1|DMIR, LOC117187081|XP_033244824.1|DMIR
OG0003154	LOC120414861|XP_039432114.1|CPIP	LOC108155187|XP_017141347.1|DMIR
OG0003155	LOC120414903|XP_039432166.1|CPIP	LOC117187688|XP_033246262.1|DMIR, LOC108160042|XP_017149275.2|DMIR
OG0003156	LOC120418435|XP_039436774.1|CPIP	LOC108160161|XP_017149469.2|DMIR, LOC117185720|XP_017149468.1|DMIR
OG0003157	LOC120418450|XP_039436807.1|CPIP	LOC108163749|XP_017154705.2|DMIR
OG0003158	LOC120417246|XP_039435139.1|CPIP	LOC117192789|XP_033253438.1|DMIR, LOC108160101|XP_017149380.1|DMIR
