Orthogroup	CPIP.longest_only	DVIR.longest_only
OG0003964	LOC120418610|XP_039436988.1|CPIP	LOC6628377|XP_002052629.2|DVIR
OG0003965	LOC120416275|XP_039433912.1|CPIP	LOC6628038|XP_032294399.1|DVIR
OG0003966	LOC120419804|XP_039438574.1|CPIP	LOC6627489|XP_002051294.1|DVIR
OG0003967	LOC120426262|XP_039446933.1|CPIP	LOC6627040|XP_032292667.1|DVIR
OG0003968	LOC120422617|XP_039442045.1|CPIP	LOC6624770|XP_015030110.1|DVIR
OG0003969	LOC120424553|XP_039444654.1|CPIP	LOC6625897|XP_002050118.1|DVIR
OG0003970	LOC120415725|XP_039433255.1|CPIP	LOC6627771|XP_002052833.2|DVIR
OG0003971	LOC120415529|XP_039433020.1|CPIP	LOC6629057|XP_002052385.2|DVIR
OG0003972	LOC120415531|XP_039433024.1|CPIP	LOC6622070|XP_032290704.1|DVIR
OG0003973	LOC120415596|XP_039433122.1|CPIP	LOC6627255|XP_015029603.1|DVIR
OG0003974	LOC120421989|XP_039441237.1|CPIP, LOC120415540|XP_039433040.1|CPIP	LOC6624826|XP_002049565.1|DVIR
OG0003975	LOC120421993|XP_039441239.1|CPIP	LOC6633982|XP_032293461.1|DVIR
OG0003976	LOC120421129|XP_039440223.1|CPIP	LOC6633934|XP_002057604.1|DVIR
OG0003977	LOC120421130|XP_039440224.1|CPIP	LOC6634323|XP_002057676.1|DVIR
OG0003978	LOC120421127|XP_039440220.1|CPIP	LOC6622411|XP_002047494.1|DVIR
OG0003983	LOC120422424|XP_039441772.1|CPIP	LOC6634147|XP_002057624.1|DVIR
OG0003984	LOC120415584|XP_039433106.1|CPIP	LOC6628463|XP_002051538.1|DVIR
OG0003985	LOC120415535|XP_039433028.1|CPIP	LOC26531443|XP_015028934.1|DVIR
OG0003986	LOC120431971|XP_039453044.1|CPIP, LOC120424990|XP_039445293.1|CPIP	LOC6628630|XP_002052572.3|DVIR
OG0003987	LOC120424987|XP_039445290.1|CPIP	LOC6628629|XP_002052571.1|DVIR
OG0003988	LOC120413872|XP_039430776.1|CPIP	LOC6628886|XP_032294612.1|DVIR
OG0003989	LOC120412463|XP_039428871.1|CPIP, LOC120417603|XP_039435656.1|CPIP	LOC6629207|XP_002052626.1|DVIR
OG0003990	LOC120418258|XP_039436512.1|CPIP, LOC120412475|XP_039428898.1|CPIP	LOC6628516|XP_002051502.1|DVIR
OG0003991	LOC120417577|XP_039435625.1|CPIP, LOC120412478|XP_039428901.1|CPIP	LOC6627371|XP_002052137.2|DVIR
OG0003992	LOC120417752|XP_039435844.1|CPIP, LOC120412452|XP_039428850.1|CPIP	LOC6627310|XP_032294184.1|DVIR
OG0003993	LOC120412453|XP_039428851.1|CPIP, LOC120412449|XP_039428846.1|CPIP, LOC120417818|XP_039435963.1|CPIP	LOC6629020|XP_032294296.1|DVIR
OG0003994	LOC120422389|XP_039441732.1|CPIP	LOC6630222|XP_002054796.1|DVIR
OG0003995	LOC120419018|XP_039437519.1|CPIP	LOC6625759|XP_002048725.1|DVIR
OG0003996	LOC120414560|XP_039431714.1|CPIP	LOC6626966|XP_002048709.2|DVIR
OG0003997	LOC120419468|XP_039438088.1|CPIP	LOC6628702|XP_032294206.1|DVIR
OG0003998	LOC120432469|XP_039453632.1|CPIP	LOC26530690|XP_015028841.1|DVIR
OG0003999	LOC120432431|XP_039453583.1|CPIP	LOC6627484|XP_002051289.1|DVIR
OG0004000	LOC120427066|XP_039447838.1|CPIP	LOC6635549|XP_002059096.3|DVIR
OG0004001	LOC120421175|XP_039440304.1|CPIP	LOC6635313|XP_002058848.1|DVIR
OG0004002	LOC120421172|XP_039440301.1|CPIP	LOC6634007|XP_002057828.1|DVIR
OG0004003	LOC120419673|XP_039438378.1|CPIP	LOC6629211|XP_032293490.1|DVIR
OG0004004	LOC120419677|XP_039438398.1|CPIP	LOC6627675|XP_032294624.1|DVIR
OG0004005	LOC120419651|XP_039438342.1|CPIP	LOC6628032|XP_032294620.1|DVIR
OG0004006	LOC120426885|XP_039447622.1|CPIP	LOC6627495|XP_002052203.1|DVIR
OG0004007	LOC120426888|XP_039447627.1|CPIP	LOC6628232|XP_002051802.1|DVIR
OG0004008	LOC120426896|XP_039447635.1|CPIP	LOC6628720|XP_032293914.1|DVIR
OG0004009	LOC120415573|XP_039433086.1|CPIP	LOC6627351|XP_002051962.1|DVIR
OG0004010	LOC120426649|XP_039447373.1|CPIP	LOC6633974|XP_015025272.1|DVIR
OG0004011	LOC120421287|XP_039440412.1|CPIP	LOC6634064|XP_002057866.2|DVIR
OG0004012	LOC120421294|XP_039440419.1|CPIP	LOC6631213|XP_002053956.1|DVIR
OG0004013	LOC120414556|XP_039431701.1|CPIP	LOC6634048|XP_002057501.1|DVIR
OG0004014	LOC120414587|XP_039431760.1|CPIP	LOC6622581|XP_002047981.1|DVIR
OG0004015	LOC120414590|XP_039431764.1|CPIP	LOC6629102|XP_002051686.1|DVIR
OG0004016	LOC120414585|XP_039431753.1|CPIP	LOC6633887|XP_002057420.1|DVIR
OG0004017	LOC120419461|XP_039438077.1|CPIP	LOC6635699|XP_002059272.1|DVIR
OG0004018	LOC120419464|XP_039438082.1|CPIP	LOC6636399|XP_002059968.1|DVIR
OG0004019	LOC120432436|XP_039453588.1|CPIP	LOC6629162|XP_002052365.1|DVIR
OG0004020	LOC120432423|XP_039453560.1|CPIP	LOC6627321|XP_002051697.1|DVIR
OG0004021	LOC120432438|XP_039453590.1|CPIP	LOC6627316|XP_002051692.1|DVIR
OG0004022	LOC120432120|XP_039453191.1|CPIP, LOC120420528|XP_039439533.1|CPIP	LOC6627831|XP_002051755.1|DVIR
OG0004023	LOC120420527|XP_039439531.1|CPIP	LOC6626136|XP_032293155.1|DVIR
OG0004024	LOC120420517|XP_039439511.1|CPIP	LOC6627567|XP_032294440.1|DVIR
OG0004025	LOC120413873|XP_039430777.1|CPIP	LOC6629090|XP_002052437.1|DVIR
OG0004026	LOC120413842|XP_039430731.1|CPIP	LOC6628501|XP_002051836.1|DVIR
OG0004027	LOC120413880|XP_039430788.1|CPIP, LOC120413835|XP_039430724.1|CPIP	LOC6627144|XP_002048956.2|DVIR
OG0004028	LOC120418251|XP_039436502.1|CPIP	LOC6634242|XP_015025340.1|DVIR
OG0004029	LOC120418283|XP_039436548.1|CPIP	LOC6634378|XP_002057572.1|DVIR
OG0004030	LOC120423405|XP_039443140.1|CPIP	LOC6625543|XP_002049978.2|DVIR
OG0004031	LOC120423384|XP_039443101.1|CPIP	LOC6628238|XP_015028267.2|DVIR
OG0004032	LOC120425173|XP_039445541.1|CPIP	LOC6633906|XP_002057599.1|DVIR
OG0004033	LOC120412691|XP_039429201.1|CPIP	LOC6633960|XP_002057762.1|DVIR
OG0004034	LOC120412650|XP_039429138.1|CPIP	LOC6635694|XP_032294552.1|DVIR
OG0004035	LOC120417410|XP_039435390.1|CPIP, LOC120412448|XP_039428840.1|CPIP	LOC6627683|XP_015028243.1|DVIR
OG0004036	LOC120412497|XP_039428928.1|CPIP, LOC120417307|XP_039435196.1|CPIP	LOC6628556|XP_002052182.1|DVIR
OG0004037	LOC120417544|XP_039435563.1|CPIP, LOC120412498|XP_039428931.1|CPIP	LOC6627365|XP_002051672.1|DVIR
OG0004038	LOC120426271|XP_039446947.1|CPIP	LOC6629046|XP_002052884.1|DVIR
OG0004039	LOC120420535|XP_039439543.1|CPIP	LOC6628873|XP_015028417.1|DVIR
OG0004040	LOC120432432|XP_039453584.1|CPIP	LOC6627234|XP_002050179.3|DVIR
OG0004041	LOC120423979|XP_039443906.1|CPIP	LOC6631409|XP_002055418.1|DVIR
OG0004042	LOC120426273|XP_039446950.1|CPIP	LOC6623626|XP_002046841.3|DVIR
OG0004043	LOC120412686|XP_039429196.1|CPIP	LOC6629242|XP_002052618.1|DVIR
OG0004044	LOC120417297|XP_039435182.1|CPIP	LOC6634611|XP_032296424.1|DVIR
OG0004045	LOC120417296|XP_039435181.1|CPIP, LOC120431744|XP_039452803.1|CPIP	LOC6627756|XP_002051129.1|DVIR
OG0004046	LOC120431741|XP_039452799.1|CPIP, LOC120417315|XP_039435212.1|CPIP	LOC6627852|XP_032294239.1|DVIR
OG0004047	LOC120427093|XP_039447877.1|CPIP	LOC6628953|XP_002052356.1|DVIR
OG0004048	LOC120427092|XP_039447876.1|CPIP	LOC6635711|XP_002059260.1|DVIR
OG0004049	LOC120419051|XP_039437551.1|CPIP	LOC6628760|XP_002051900.1|DVIR
OG0004050	LOC120419070|XP_039437588.1|CPIP	LOC6627934|XP_002052659.1|DVIR
OG0004051	LOC120429838|XP_039450836.1|CPIP	LOC6628857|XP_002051243.2|DVIR
OG0004052	LOC120426553|XP_039447254.1|CPIP	LOC6633602|XP_002056998.2|DVIR
OG0004053	LOC120426572|XP_039447291.1|CPIP	LOC6636493|XP_002059855.1|DVIR, LOC116651405|XP_032293571.1|DVIR
OG0004054	LOC120426558|XP_039447258.1|CPIP	LOC6627584|XP_002052815.1|DVIR
OG0004055	LOC120423218|XP_039442861.1|CPIP	LOC6631251|XP_002053049.2|DVIR
OG0004056	LOC120423231|XP_039442873.1|CPIP	LOC6634972|XP_002058719.2|DVIR
OG0004057	LOC120423201|XP_039442836.1|CPIP	LOC6624596|XP_002048483.2|DVIR
OG0004059	LOC120414334|XP_039431408.1|CPIP	LOC6632863|XP_002056674.1|DVIR
OG0004060	LOC120414360|XP_039431456.1|CPIP	LOC6629722|XP_002053602.1|DVIR
OG0004061	LOC120414328|XP_039431402.1|CPIP	LOC6633410|XP_002056903.3|DVIR
OG0004062	LOC120414326|XP_039431398.1|CPIP	LOC6622391|XP_002046544.1|DVIR
OG0004063	LOC120414355|XP_039431450.1|CPIP	LOC6633880|XP_002057391.1|DVIR
OG0004064	LOC120414353|XP_039431443.1|CPIP	LOC6622748|XP_032290848.1|DVIR
OG0004065	LOC120414362|XP_039431458.1|CPIP	LOC6627079|XP_032292711.1|DVIR
OG0004066	LOC120414324|XP_039431395.1|CPIP	LOC6626624|XP_002049700.1|DVIR
OG0004067	LOC120414319|XP_039431390.1|CPIP	LOC6634811|XP_002058137.1|DVIR
OG0004068	LOC120414331|XP_039431405.1|CPIP	LOC6629814|XP_002053183.1|DVIR
OG0004069	LOC120414325|XP_039431396.1|CPIP	LOC6629815|XP_002053184.1|DVIR
OG0004070	LOC120425768|XP_039446312.1|CPIP	LOC6624713|XP_002046557.1|DVIR
OG0004071	LOC120414340|XP_039431428.1|CPIP	LOC6624085|XP_002047871.1|DVIR
OG0004072	LOC120425776|XP_039446322.1|CPIP	LOC6624186|XP_002047870.1|DVIR
OG0004073	LOC120425783|XP_039446329.1|CPIP	LOC6634479|XP_002058156.1|DVIR
OG0004074	LOC120420632|XP_039439642.1|CPIP	LOC6626295|XP_002050071.2|DVIR
OG0004075	LOC120420634|XP_039439644.1|CPIP	LOC6625152|XP_002048926.1|DVIR
OG0004076	LOC120416133|XP_039433734.1|CPIP	LOC6625153|XP_032293375.1|DVIR
OG0004077	LOC120416160|XP_039433774.1|CPIP	LOC6627795|XP_032294397.1|DVIR
OG0004078	LOC120424825|XP_039444978.1|CPIP, LOC120429575|XP_039450553.1|CPIP, LOC120416175|XP_039433793.1|CPIP	LOC6630934|XP_002053487.1|DVIR
OG0004079	LOC120416189|XP_039433807.1|CPIP	LOC6631638|XP_002055141.1|DVIR
OG0004080	LOC120427008|XP_039447762.1|CPIP	LOC6625863|XP_002050856.1|DVIR
OG0004081	LOC120427014|XP_039447770.1|CPIP	LOC6626090|XP_015029751.1|DVIR
OG0004082	LOC120427005|XP_039447757.1|CPIP	LOC6636260|XP_002059729.2|DVIR
OG0004083	LOC120427019|XP_039447776.1|CPIP	LOC26530673|XP_015027817.1|DVIR
OG0004084	LOC120432338|XP_039453460.1|CPIP	LOC6622796|XP_002047543.2|DVIR
OG0004085	LOC120423485|XP_039443258.1|CPIP	LOC6630667|XP_002053446.1|DVIR
OG0004086	LOC120414815|XP_039432075.1|CPIP	LOC6633065|XP_002055954.1|DVIR
OG0004087	LOC120419005|XP_039437510.1|CPIP	LOC6633487|XP_002057346.1|DVIR
OG0004088	LOC120418992|XP_039437479.1|CPIP	LOC6629758|XP_002053900.1|DVIR
OG0004089	LOC120419428|XP_039438045.1|CPIP	LOC6631695|XP_032295551.1|DVIR
OG0004090	LOC120419518|XP_039438158.1|CPIP	LOC6630623|XP_002053297.2|DVIR
OG0004091	LOC120425610|XP_039446126.1|CPIP	LOC6629582|XP_002054874.1|DVIR
OG0004092	LOC120413951|XP_039430892.1|CPIP	LOC6633310|XP_032289112.1|DVIR
OG0004094	LOC120413689|XP_039430550.1|CPIP	LOC6633695|XP_002057290.1|DVIR
OG0004095	LOC120430394|XP_039451431.1|CPIP	LOC6632578|XP_002056743.2|DVIR
OG0004096	LOC120430395|XP_039451432.1|CPIP	LOC6633066|XP_002055955.1|DVIR
OG0004097	LOC120423827|XP_039443693.1|CPIP	LOC116650466|XP_032290022.1|DVIR, LOC116649858|XP_032288965.1|DVIR, LOC6622593|XP_002048441.1|DVIR
OG0004098	LOC120423815|XP_039443673.1|CPIP	LOC6623549|XP_002048214.1|DVIR
OG0004099	LOC120423760|XP_039443611.1|CPIP	LOC6632396|XP_032289515.1|DVIR
OG0004102	LOC120417644|XP_039435693.1|CPIP	LOC6632641|XP_002056642.1|DVIR
OG0004103	LOC120417658|XP_039435714.1|CPIP	LOC6630932|XP_002053485.1|DVIR
OG0004104	LOC120417655|XP_039435710.1|CPIP	LOC26531646|XP_032291509.1|DVIR
OG0004105	LOC120426337|XP_039447031.1|CPIP	LOC6622145|XP_002047690.1|DVIR
OG0004106	LOC120426331|XP_039447025.1|CPIP	LOC6624465|XP_002047617.1|DVIR
OG0004107	LOC120426318|XP_039447011.1|CPIP	LOC6624159|XP_002046617.3|DVIR
OG0004108	LOC120426342|XP_039447037.1|CPIP	LOC6630273|XP_002053702.1|DVIR
OG0004109	LOC120426323|XP_039447016.1|CPIP	LOC6630624|XP_002053298.1|DVIR
OG0004110	LOC120426083|XP_039446727.1|CPIP	LOC6622082|XP_002047707.1|DVIR
OG0004111	LOC120426075|XP_039446716.1|CPIP	LOC6632982|XP_032289728.1|DVIR
OG0004112	LOC120432344|XP_039453466.1|CPIP	LOC6630017|XP_002053410.1|DVIR
OG0004113	LOC120420009|XP_039438846.1|CPIP	LOC6634646|XP_002058297.2|DVIR
OG0004114	LOC120420006|XP_039438841.1|CPIP	LOC6633259|XP_032296634.1|DVIR
OG0004115	LOC120419999|XP_039438825.1|CPIP	LOC6633262|XP_032296558.1|DVIR
OG0004116	LOC120416957|XP_039434797.1|CPIP	LOC6632977|XP_032289727.1|DVIR
OG0004117	LOC120416958|XP_039434803.1|CPIP	LOC6628110|XP_002052015.1|DVIR
OG0004118	LOC120426769|XP_039447477.1|CPIP	LOC6625049|XP_032293099.1|DVIR
OG0004119	LOC120415268|XP_039432672.1|CPIP	LOC6632093|XP_002055508.2|DVIR, LOC6629395|XP_002053575.1|DVIR
OG0004120	LOC120414359|XP_039431457.1|CPIP	LOC6630095|XP_002053688.1|DVIR
OG0004121	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP	LOC6636554|XP_002060058.2|DVIR
OG0004122	LOC120432179|XP_039453253.1|CPIP	LOC6630206|XP_002053709.1|DVIR
OG0004123	LOC120432163|XP_039453229.1|CPIP	LOC6629319|XP_032291413.1|DVIR
OG0004124	LOC120420010|XP_039438847.1|CPIP, LOC120422240|XP_039441563.1|CPIP	LOC6633831|XP_032296563.1|DVIR
OG0004125	LOC120432401|XP_039453535.1|CPIP	LOC6633072|XP_002056144.1|DVIR
OG0004126	LOC120432394|XP_039453523.1|CPIP	LOC6633016|XP_002056137.1|DVIR
OG0004127	LOC120423961|XP_039443883.1|CPIP	LOC6634287|XP_002057754.1|DVIR
OG0004128	LOC120414412|XP_039431529.1|CPIP	LOC6629282|XP_002054690.1|DVIR
OG0004129	LOC120413836|XP_039430728.1|CPIP	LOC6626325|XP_032292628.1|DVIR
OG0004130	LOC120413700|XP_039430558.1|CPIP	LOC6631380|XP_002055652.2|DVIR
OG0004131	LOC120414760|XP_039432010.1|CPIP	LOC6630330|XP_002053351.2|DVIR
OG0004132	LOC120413975|XP_039430920.1|CPIP	LOC6622293|XP_002047240.2|DVIR
OG0004133	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP	LOC6628927|XP_002052350.1|DVIR
OG0004134	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP	LOC6636748|XP_002060209.2|DVIR
OG0004135	LOC120419245|XP_039437832.1|CPIP	LOC6631260|XP_032293583.1|DVIR
OG0004136	LOC120419235|XP_039437825.1|CPIP	LOC6632856|XP_002056667.1|DVIR
OG0004137	LOC120428215|XP_039449126.1|CPIP	LOC6625715|XP_002051047.1|DVIR
OG0004138	LOC120428218|XP_039449130.1|CPIP	LOC6624069|XP_002046261.1|DVIR
OG0004139	LOC120428217|XP_039449129.1|CPIP	LOC6635602|XP_032296137.1|DVIR
OG0004140	LOC120417059|XP_039434950.1|CPIP	LOC26531548|XP_015023613.2|DVIR
OG0004141	LOC120417046|XP_039434928.1|CPIP	LOC6626031|XP_015029419.1|DVIR
OG0004142	LOC120421969|XP_039441217.1|CPIP, LOC120415887|XP_039433462.1|CPIP, LOC120417151|XP_039435069.1|CPIP	LOC6633276|XP_002057135.1|DVIR
OG0004143	LOC120415918|XP_039433498.1|CPIP	LOC6630788|XP_002054822.2|DVIR
OG0004144	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP	LOC6629151|XP_002052445.2|DVIR
OG0004145	LOC120420946|XP_039440016.1|CPIP	LOC6623917|XP_002046871.2|DVIR
OG0004146	LOC120420932|XP_039439998.1|CPIP	LOC6631097|XP_032291073.1|DVIR
OG0004147	LOC120417536|XP_039435552.1|CPIP	LOC6633957|XP_002057760.1|DVIR
OG0004148	LOC120417512|XP_039435525.1|CPIP	LOC6630430|XP_015027095.1|DVIR
OG0004150	LOC120425867|XP_039446423.1|CPIP	LOC6632657|XP_002056463.1|DVIR
OG0004151	LOC120421230|XP_039440363.1|CPIP	LOC6629468|XP_002053884.1|DVIR
OG0004152	LOC120421249|XP_039440382.1|CPIP	LOC6633050|XP_002056758.2|DVIR
OG0004153	LOC120417329|XP_039435250.1|CPIP	LOC6625474|XP_002050150.1|DVIR
OG0004154	LOC120417336|XP_039435271.1|CPIP	LOC6624017|XP_002046247.1|DVIR
OG0004155	LOC120428861|XP_039449919.1|CPIP	LOC116652173|XP_032296076.1|DVIR, LOC6633137|XP_002056376.1|DVIR
OG0004158	LOC120413789|XP_039430672.1|CPIP	LOC6623224|XP_002047786.1|DVIR
OG0004159	LOC120413790|XP_039430674.1|CPIP	LOC6630677|XP_002054610.1|DVIR
OG0004160	LOC120413779|XP_039430657.1|CPIP	LOC6623519|XP_002046543.1|DVIR
OG0004161	LOC120413747|XP_039430606.1|CPIP	LOC6630132|XP_015027518.1|DVIR
OG0004162	LOC120413798|XP_039430682.1|CPIP	LOC6629802|XP_002053378.1|DVIR
OG0004163	LOC120413811|XP_039430701.1|CPIP	LOC6632837|XP_002056345.1|DVIR
OG0004164	LOC120413780|XP_039430658.1|CPIP	LOC6629998|XP_032294799.1|DVIR
OG0004165	LOC120422488|XP_039441878.1|CPIP	LOC6625904|XP_015029395.1|DVIR
OG0004166	LOC120422497|XP_039441886.1|CPIP	LOC6625439|XP_002049975.1|DVIR
OG0004167	LOC120431509|XP_039452544.1|CPIP	LOC6633152|XP_002056601.2|DVIR
OG0004168	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP	LOC6630341|XP_002053016.1|DVIR
OG0004169	LOC120426113|XP_039446750.1|CPIP	LOC6636095|XP_002059584.3|DVIR
OG0004170	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP	LOC6628154|XP_002051645.2|DVIR, LOC6635576|XP_002058990.1|DVIR
OG0004171	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP	LOC6636056|XP_002059520.1|DVIR
OG0004172	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP	LOC6631484|XP_032296108.1|DVIR
OG0004173	LOC120414822|XP_039432082.1|CPIP	LOC6626457|XP_002049146.2|DVIR
OG0004174	LOC120414817|XP_039432073.1|CPIP	LOC6635328|XP_015024693.1|DVIR
OG0004175	LOC120414814|XP_039432070.1|CPIP	LOC6624967|XP_032293009.1|DVIR
OG0004176	LOC120414819|XP_039432079.1|CPIP	LOC6624647|XP_002046591.1|DVIR
OG0004177	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP	LOC6629537|XP_002053665.2|DVIR
OG0004178	LOC120427517|XP_039448310.1|CPIP	LOC6633056|XP_032289840.1|DVIR
OG0004179	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP	LOC6633266|XP_002057147.1|DVIR
OG0004180	LOC120413922|XP_039430835.1|CPIP	LOC6632453|XP_015026160.1|DVIR
OG0004181	LOC120413976|XP_039430917.1|CPIP	LOC6630775|XP_015027765.1|DVIR
OG0004182	LOC120413077|XP_039429713.1|CPIP	LOC6622220|XP_015030826.1|DVIR
OG0004183	LOC120413063|XP_039429700.1|CPIP	LOC6623237|XP_032290616.1|DVIR
OG0004184	LOC120413041|XP_039429665.1|CPIP	LOC6624161|XP_002046305.1|DVIR
OG0004185	LOC120413040|XP_039429664.1|CPIP	LOC6627366|XP_002051673.2|DVIR
OG0004186	LOC120413059|XP_039429697.1|CPIP	LOC6633492|XP_002057351.1|DVIR
OG0004187	LOC120413075|XP_039429711.1|CPIP	LOC6632350|XP_032289839.1|DVIR
OG0004188	LOC120423267|XP_039442937.1|CPIP	LOC6630268|XP_002053697.1|DVIR
OG0004189	LOC120423276|XP_039442950.1|CPIP	LOC116649719|XP_032293908.1|DVIR
OG0004190	LOC120423272|XP_039442945.1|CPIP	LOC6632343|XP_032289789.1|DVIR
OG0004191	LOC120423274|XP_039442948.1|CPIP	LOC6632340|XP_002056408.1|DVIR
OG0004192	LOC120412950|XP_039429524.1|CPIP	LOC6630137|XP_002053620.1|DVIR
OG0004193	LOC120412938|XP_039429509.1|CPIP	LOC6636004|XP_002059504.2|DVIR
OG0004194	LOC120412975|XP_039429556.1|CPIP	LOC6629653|XP_002053563.1|DVIR
OG0004195	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP	LOC6633847|XP_002057199.1|DVIR
OG0004196	LOC120412919|XP_039429485.1|CPIP	LOC6632950|XP_002055859.2|DVIR
OG0004197	LOC120412972|XP_039429553.1|CPIP	LOC6632365|XP_002056726.1|DVIR
OG0004198	LOC120412992|XP_039429575.1|CPIP	LOC6629379|XP_002053543.1|DVIR
OG0004199	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP	LOC6629504|XP_002053166.1|DVIR
OG0004200	LOC120414389|XP_039431496.1|CPIP	LOC6626881|XP_002049718.1|DVIR
OG0004201	LOC120414387|XP_039431495.1|CPIP	LOC6630482|XP_002053758.1|DVIR
OG0004202	LOC120414424|XP_039431538.1|CPIP	LOC6630060|XP_002054282.1|DVIR
OG0004203	LOC120414428|XP_039431543.1|CPIP	LOC6630329|XP_032290362.1|DVIR
OG0004204	LOC120414425|XP_039431539.1|CPIP	LOC6624540|XP_032290933.1|DVIR
OG0004205	LOC120414422|XP_039431536.1|CPIP	LOC6622588|XP_002047973.1|DVIR
OG0004206	LOC120414426|XP_039431540.1|CPIP	LOC6632557|XP_002056540.1|DVIR
OG0004207	LOC120413958|XP_039430898.1|CPIP	LOC6632556|XP_015025812.1|DVIR
OG0004208	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP	LOC6632576|XP_002056741.1|DVIR
OG0004209	LOC120424408|XP_039444447.1|CPIP	LOC6629406|XP_002053063.1|DVIR
OG0004210	LOC120417904|XP_039436068.1|CPIP	LOC6635195|XP_002058470.1|DVIR
OG0004211	LOC120417907|XP_039436070.1|CPIP	LOC6628670|XP_002051844.1|DVIR
OG0004212	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP	LOC6629799|XP_032290634.1|DVIR
OG0004213	LOC120413998|XP_039430941.1|CPIP	LOC6629441|XP_002053158.1|DVIR
OG0004214	LOC120413986|XP_039430926.1|CPIP	LOC6626448|XP_032292926.1|DVIR
OG0004215	LOC120425926|XP_039446480.1|CPIP	LOC6624924|XP_002049349.2|DVIR
OG0004216	LOC120426314|XP_039447007.1|CPIP	LOC6624357|XP_032290851.1|DVIR
OG0004217	LOC120426302|XP_039446984.1|CPIP	LOC6623508|XP_002046948.1|DVIR
OG0004218	LOC120422368|XP_039441711.1|CPIP	LOC6629871|XP_002053380.1|DVIR
OG0004219	LOC120427434|XP_039448224.1|CPIP	LOC6629277|XP_002054685.1|DVIR
OG0004220	LOC120423452|XP_039443206.1|CPIP	LOC6630982|XP_032293793.1|DVIR
OG0004221	LOC120421496|XP_039440648.1|CPIP	LOC6629905|XP_002053403.1|DVIR
OG0004222	LOC120421482|XP_039440633.1|CPIP	LOC6630897|XP_002053126.1|DVIR, LOC116651719|XP_032294577.1|DVIR
OG0004223	LOC120421484|XP_039440637.1|CPIP	LOC6630076|XP_002053086.1|DVIR
OG0004224	LOC120421483|XP_039440634.1|CPIP	LOC6630670|XP_032295218.1|DVIR
OG0004225	LOC120421501|XP_039440656.1|CPIP	LOC6632028|XP_002055018.1|DVIR
OG0004226	LOC120422218|XP_039441541.1|CPIP	LOC6629851|XP_015027242.2|DVIR
OG0004227	LOC120421385|XP_039440518.1|CPIP	LOC6630332|XP_032290369.1|DVIR
OG0004228	LOC120422106|XP_039441403.1|CPIP	LOC6630331|XP_002053352.2|DVIR
OG0004230	LOC120420976|XP_039440044.1|CPIP	LOC6633883|XP_032296051.1|DVIR
OG0004231	LOC120420902|XP_039439961.1|CPIP	LOC6623588|XP_002046314.1|DVIR
OG0004232	LOC120420936|XP_039440007.1|CPIP	LOC6624234|XP_015030975.1|DVIR
OG0004233	LOC120420928|XP_039439995.1|CPIP	LOC6623562|XP_032291178.1|DVIR
OG0004234	LOC120421698|XP_039440874.1|CPIP	LOC6624112|XP_015030972.1|DVIR
OG0004235	LOC120421781|XP_039440988.1|CPIP	LOC6631495|XP_002055129.1|DVIR
OG0004236	LOC120421122|XP_039440216.1|CPIP	LOC6630366|XP_002054902.3|DVIR
OG0004237	LOC120426524|XP_039447227.1|CPIP	LOC6632672|XP_032289525.1|DVIR
OG0004238	LOC120427944|XP_039448824.1|CPIP	LOC6629657|XP_002053596.1|DVIR
OG0004239	LOC120427946|XP_039448828.1|CPIP	LOC6630126|XP_002053397.1|DVIR
OG0004240	LOC120422732|XP_039442204.1|CPIP	LOC6633098|XP_002056578.1|DVIR
OG0004241	LOC120422739|XP_039442212.1|CPIP	LOC6629353|XP_002053269.1|DVIR
OG0004242	LOC120422752|XP_039442229.1|CPIP	LOC6632458|XP_032289657.1|DVIR
OG0004243	LOC120422736|XP_039442209.1|CPIP	LOC6622251|XP_002046942.1|DVIR
OG0004244	LOC120422737|XP_039442210.1|CPIP	LOC6629652|XP_002053562.1|DVIR
OG0004245	LOC120422726|XP_039442188.1|CPIP	LOC6622739|XP_002047038.1|DVIR
OG0004246	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP	LOC6622848|XP_002048592.1|DVIR
