Orthogroup	CPIP.longest_only	DSER.longest_only
OG0004545	LOC120422452|XP_039441829.1|CPIP	LOC110187877|XP_020813020.1|DSER
OG0004546	LOC120422474|XP_039441863.1|CPIP	LOC110180048|XP_020803327.1|DSER
OG0004547	LOC120424305|XP_039444324.1|CPIP	LOC110187122|XP_020812191.1|DSER
OG0004548	LOC120431128|XP_039452214.1|CPIP	LOC110191987|XP_020818677.1|DSER
OG0004549	LOC120422523|XP_039441911.1|CPIP	LOC110178198|XP_020800893.1|DSER
OG0004550	LOC120420172|XP_039439071.1|CPIP	LOC110178084|XP_020800747.1|DSER
OG0004551	LOC120420173|XP_039439072.1|CPIP	LOC110182879|XP_020806683.1|DSER
OG0004552	LOC120420188|XP_039439106.1|CPIP	LOC110184280|XP_020808413.1|DSER
OG0004553	LOC120422303|XP_039441629.1|CPIP	LOC110190403|XP_020816517.1|DSER
OG0004554	LOC120430545|XP_039451594.1|CPIP	LOC110182541|XP_020806249.1|DSER
OG0004555	LOC120422445|XP_039441823.1|CPIP	LOC110182533|XP_020806241.1|DSER
OG0004556	LOC120422447|XP_039441825.1|CPIP	LOC110179070|XP_020802107.1|DSER
OG0004557	LOC120420223|XP_039439145.1|CPIP	LOC110184609|XP_020808861.1|DSER
OG0004558	LOC120416891|XP_039434723.1|CPIP	LOC110180371|XP_020803698.1|DSER
OG0004559	LOC120422094|XP_039441375.1|CPIP	LOC110184611|XP_020808867.1|DSER
OG0004560	LOC120419263|XP_039437852.1|CPIP	LOC110179404|XP_020802588.1|DSER
OG0004561	LOC120419286|XP_039437887.1|CPIP	LOC110176431|XP_020798439.1|DSER
OG0004562	LOC120419260|XP_039437848.1|CPIP	LOC110177343|XP_020799690.1|DSER
OG0004563	LOC120419297|XP_039437896.1|CPIP	LOC110191891|XP_020818535.1|DSER
OG0004564	LOC120429179|XP_039450326.1|CPIP	LOC110188710|XP_020814179.1|DSER
OG0004565	LOC120429172|XP_039450318.1|CPIP	LOC110187752|XP_020812872.1|DSER
OG0004566	LOC120413705|XP_039430559.1|CPIP	LOC110181788|XP_020805327.1|DSER
OG0004567	LOC120417712|XP_039435795.1|CPIP	LOC110182194|XP_020805865.1|DSER
OG0004568	LOC120413334|XP_039430044.1|CPIP	LOC110183499|XP_020807441.1|DSER
OG0004569	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP	LOC110176432|XP_020798440.1|DSER
OG0004570	LOC120427674|XP_039448488.1|CPIP	LOC110182372|XP_020806075.1|DSER
OG0004571	LOC120412330|XP_039428668.1|CPIP	LOC110182631|XP_020806352.1|DSER
OG0004572	LOC120412596|XP_039429068.1|CPIP	LOC110185885|XP_020810556.1|DSER
OG0004573	LOC120413351|XP_039430067.1|CPIP	LOC110187826|XP_020812962.1|DSER
OG0004574	LOC120413171|XP_039429818.1|CPIP	LOC110181888|XP_020805477.1|DSER
OG0004575	LOC120432239|XP_039453350.1|CPIP	LOC110181824|XP_020805381.1|DSER
OG0004576	LOC120412599|XP_039429082.1|CPIP	LOC110186429|XP_020811271.1|DSER
OG0004577	LOC120414152|XP_039431125.1|CPIP	LOC110183956|XP_020807974.1|DSER
OG0004578	LOC120414948|XP_039432247.1|CPIP	LOC110176036|XP_020797907.1|DSER
OG0004579	LOC120432564|XP_039453761.1|CPIP	LOC110178068|XP_020800734.1|DSER, LOC110183742|XP_020807751.1|DSER
OG0004580	LOC120415606|XP_039433133.1|CPIP	LOC110186086|XP_020810786.1|DSER
OG0004581	LOC120415612|XP_039433140.1|CPIP	LOC110191773|XP_020818377.1|DSER
OG0004582	LOC120415621|XP_039433152.1|CPIP	LOC110186410|XP_020811240.1|DSER
OG0004583	LOC120431695|XP_039452743.1|CPIP, LOC120421430|XP_039440574.1|CPIP	LOC110184124|XP_020808189.1|DSER
OG0004584	LOC120431694|XP_039452742.1|CPIP, LOC120421418|XP_039440559.1|CPIP	LOC110189483|XP_020815229.1|DSER
OG0004585	LOC120417040|XP_039434921.1|CPIP	LOC110191187|XP_020817614.1|DSER
OG0004586	LOC120417033|XP_039434911.1|CPIP	LOC110180615|XP_020803957.1|DSER
OG0004587	LOC120417017|XP_039434887.1|CPIP	LOC110187005|XP_020812025.1|DSER
OG0004588	LOC120417018|XP_039434890.1|CPIP	LOC110186614|XP_020811507.1|DSER
OG0004589	LOC120423035|XP_039442611.1|CPIP	LOC110180373|XP_020803699.1|DSER, LOC110188641|XP_020814075.1|DSER
OG0004590	LOC120422058|XP_039441325.1|CPIP	LOC110189015|XP_020814632.1|DSER
OG0004591	LOC120422080|XP_039441359.1|CPIP	LOC110189036|XP_020814664.1|DSER
OG0004592	LOC120422078|XP_039441357.1|CPIP	LOC110180626|XP_020803971.1|DSER
OG0004593	LOC120422075|XP_039441352.1|CPIP	LOC110182115|XP_020805784.1|DSER
OG0004594	LOC120423487|XP_039443289.1|CPIP	LOC110179127|XP_020802178.1|DSER
OG0004595	LOC120425894|XP_039446474.1|CPIP	LOC110184529|XP_020808764.1|DSER
OG0004596	LOC120428194|XP_039449139.1|CPIP	LOC110182845|XP_020806636.1|DSER
OG0004597	LOC120428507|XP_039449453.1|CPIP, LOC120430549|XP_039451597.1|CPIP	LOC110181582|XP_020805033.1|DSER
OG0004598	LOC120413356|XP_039430073.1|CPIP	LOC110183587|XP_020807559.1|DSER
OG0004599	LOC120430494|XP_039451524.1|CPIP	LOC110177033|XP_020799209.1|DSER
OG0004600	LOC120417702|XP_039435781.1|CPIP	LOC110179455|XP_020802662.1|DSER
OG0004601	LOC120424696|XP_039444809.1|CPIP	LOC110179612|XP_020802872.1|DSER
OG0004602	LOC120424533|XP_039444631.1|CPIP	LOC110179386|XP_020802569.1|DSER
OG0004603	LOC120416908|XP_039434741.1|CPIP	LOC110178182|XP_020800873.1|DSER, LOC110188131|XP_020813377.1|DSER
OG0004604	LOC120416899|XP_039434731.1|CPIP	LOC110184137|XP_020808207.1|DSER
OG0004605	LOC120430744|XP_039451787.1|CPIP	LOC110184484|XP_020808694.1|DSER
OG0004606	LOC120427968|XP_039448858.1|CPIP	LOC110188207|XP_020813495.1|DSER
OG0004607	LOC120412940|XP_039429515.1|CPIP	LOC110178032|XP_020800708.1|DSER
OG0004608	LOC120413576|XP_039430401.1|CPIP	LOC110181641|XP_020805109.1|DSER
OG0004609	LOC120426601|XP_039447326.1|CPIP	LOC110181818|XP_020805369.1|DSER
OG0004610	LOC120416425|XP_039434110.1|CPIP	LOC110186629|XP_020811541.1|DSER
OG0004611	LOC120416401|XP_039434081.1|CPIP	LOC110186616|XP_020811509.1|DSER
OG0004612	LOC120416435|XP_039434123.1|CPIP	LOC110186442|XP_020811285.1|DSER
OG0004613	LOC120429015|XP_039450086.1|CPIP	LOC110191778|XP_020818382.1|DSER
OG0004614	LOC120429018|XP_039450093.1|CPIP	LOC110179731|XP_020803006.1|DSER
OG0004615	LOC120414518|XP_039431661.1|CPIP	LOC110178021|XP_020800695.1|DSER, LOC110187070|XP_020812119.1|DSER
OG0004616	LOC120414526|XP_039431669.1|CPIP	LOC110184398|XP_020808580.1|DSER
OG0004617	LOC120414512|XP_039431652.1|CPIP	LOC110187281|XP_020812328.1|DSER
OG0004618	LOC120414525|XP_039431668.1|CPIP	LOC110188659|XP_020814102.1|DSER
OG0004619	LOC120417687|XP_039435758.1|CPIP	LOC110191048|XP_020817431.1|DSER
OG0004620	LOC120413719|XP_039430580.1|CPIP	LOC110188700|XP_020814165.1|DSER
OG0004621	LOC120414162|XP_039431146.1|CPIP	LOC110188598|XP_020814019.1|DSER
OG0004622	LOC120416255|XP_039433891.1|CPIP	LOC110188260|XP_020813605.1|DSER
OG0004623	LOC120416251|XP_039433888.1|CPIP	LOC110186543|XP_020811405.1|DSER
OG0004624	LOC120430970|XP_039452038.1|CPIP	LOC110177267|XP_020799578.1|DSER
OG0004625	LOC120419625|XP_039438304.1|CPIP	LOC110185527|XP_020810083.1|DSER
OG0004626	LOC120425317|XP_039445723.1|CPIP	LOC110178088|XP_020800750.1|DSER
OG0004627	LOC120413036|XP_039429643.1|CPIP	LOC110183702|XP_020807701.1|DSER
OG0004628	LOC120428374|XP_039449309.1|CPIP	LOC110182186|XP_020805848.1|DSER
OG0004629	LOC120415613|XP_039433142.1|CPIP	LOC110187717|XP_020812819.1|DSER
OG0004630	LOC120415608|XP_039433136.1|CPIP	LOC110176482|XP_020798508.1|DSER
OG0004631	LOC120415601|XP_039433128.1|CPIP	LOC110187750|XP_020812866.1|DSER
OG0004632	LOC120415600|XP_039433127.1|CPIP	LOC110187749|XP_020812865.1|DSER
OG0004633	LOC120424519|XP_039444609.1|CPIP	LOC110186354|XP_020811160.1|DSER
OG0004634	LOC120429008|XP_039450080.1|CPIP	LOC110186323|XP_020811121.1|DSER
OG0004635	LOC120429063|XP_039450135.1|CPIP	LOC110184365|XP_020808518.1|DSER
OG0004636	LOC120426453|XP_039447149.1|CPIP	LOC110179565|XP_020802807.1|DSER
OG0004637	LOC120429940|XP_039450971.1|CPIP	LOC110180467|XP_020803802.1|DSER
OG0004638	LOC120424323|XP_039444352.1|CPIP	LOC110181950|XP_020805548.1|DSER, LOC110181951|XP_020805549.1|DSER
OG0004639	LOC120423052|XP_039442658.1|CPIP	LOC110186741|XP_020811665.1|DSER
OG0004640	LOC120423051|XP_039442657.1|CPIP	LOC110186358|XP_020811164.1|DSER
OG0004641	LOC120428791|XP_039449822.1|CPIP	LOC110182535|XP_020806242.1|DSER
OG0004642	LOC120425020|XP_039445324.1|CPIP	LOC110180468|XP_020803805.1|DSER
OG0004643	LOC120425030|XP_039445335.1|CPIP	LOC110191736|XP_020818324.1|DSER
OG0004644	LOC120425019|XP_039445322.1|CPIP	LOC110180152|XP_020803461.1|DSER
OG0004645	LOC120425026|XP_039445330.1|CPIP, LOC120425024|XP_039445329.1|CPIP	LOC110178154|XP_020800843.1|DSER
OG0004646	LOC120430120|XP_039451138.1|CPIP	LOC110186247|XP_020810980.1|DSER
OG0004647	LOC120429248|XP_039450393.1|CPIP	LOC110187036|XP_020812059.1|DSER
OG0004648	LOC120430117|XP_039451136.1|CPIP	LOC110181744|XP_020805263.1|DSER
OG0004649	LOC120419870|XP_039438664.1|CPIP, LOC120418077|XP_039436268.1|CPIP	LOC110181492|XP_020804913.1|DSER
OG0004650	LOC120418091|XP_039436293.1|CPIP, LOC120419874|XP_039438669.1|CPIP	LOC110183148|XP_020806997.1|DSER
OG0004651	LOC120425022|XP_039445325.1|CPIP	LOC110187987|XP_020813167.1|DSER
OG0004652	LOC120425463|XP_039445929.1|CPIP	LOC110188667|XP_020814119.1|DSER
OG0004653	LOC120425465|XP_039445931.1|CPIP	LOC110191347|XP_020817854.1|DSER
OG0004654	LOC120425487|XP_039445965.1|CPIP	LOC110182255|XP_020805932.1|DSER
OG0004655	LOC120428782|XP_039449803.1|CPIP	LOC110191341|XP_020817844.1|DSER
OG0004656	LOC120428781|XP_039449802.1|CPIP	LOC110175991|XP_020797844.1|DSER
OG0004657	LOC120428787|XP_039449808.1|CPIP	LOC110191222|XP_020817648.1|DSER
OG0004658	LOC120423153|XP_039442770.1|CPIP, LOC120431375|XP_039452440.1|CPIP	LOC110186515|XP_020811371.1|DSER
OG0004659	LOC120431381|XP_039452444.1|CPIP	LOC110187710|XP_020812804.1|DSER
OG0004660	LOC120429233|XP_039450378.1|CPIP	LOC110187875|XP_020813018.1|DSER
OG0004661	LOC120429247|XP_039450392.1|CPIP	LOC110187850|XP_020812994.1|DSER
OG0004662	LOC120424934|XP_039445166.1|CPIP	LOC110177346|XP_020799696.1|DSER
OG0004663	LOC120424932|XP_039445160.1|CPIP	LOC110183515|XP_020807462.1|DSER
OG0004664	LOC120424930|XP_039445155.1|CPIP	LOC110183541|XP_020807499.1|DSER
OG0004665	LOC120424935|XP_039445169.1|CPIP	LOC110183218|XP_020807092.1|DSER, LOC110184613|XP_020808864.1|DSER
OG0004666	LOC120419338|XP_039437944.1|CPIP	LOC110188749|XP_020814249.1|DSER
OG0004667	LOC120431439|XP_039452492.1|CPIP	LOC110188752|XP_020814252.1|DSER
OG0004668	LOC120431799|XP_039452851.1|CPIP	LOC110187018|XP_020812042.1|DSER
OG0004669	LOC120428947|XP_039450021.1|CPIP	LOC110185676|XP_020810301.1|DSER
OG0004670	LOC120427924|XP_039448799.1|CPIP	LOC110186595|XP_020811482.1|DSER
OG0004671	LOC120424813|XP_039444965.1|CPIP	LOC110190600|XP_020816856.1|DSER
OG0004672	LOC120429289|XP_039450451.1|CPIP	LOC110176505|XP_020798538.1|DSER
OG0004673	LOC120430803|XP_039451857.1|CPIP	LOC110186386|XP_020811205.1|DSER
OG0004674	LOC120425115|XP_039445454.1|CPIP	LOC110177370|XP_020799725.1|DSER
OG0004675	LOC120425113|XP_039445448.1|CPIP	LOC110177300|XP_020799624.1|DSER
OG0004676	LOC120430535|XP_039451582.1|CPIP	LOC110190902|XP_020817219.1|DSER
OG0004677	LOC120425998|XP_039446590.1|CPIP	LOC110191423|XP_020817938.1|DSER
OG0004678	LOC120426016|XP_039446624.1|CPIP	LOC110191080|XP_020817474.1|DSER
OG0004679	LOC120417858|XP_039436012.1|CPIP	LOC110191299|XP_020817769.1|DSER
OG0004680	LOC120421773|XP_039440974.1|CPIP	LOC110188145|XP_020813402.1|DSER
OG0004681	LOC120423834|XP_039443711.1|CPIP	LOC110186572|XP_020811439.1|DSER
OG0004682	LOC120423841|XP_039443723.1|CPIP	LOC110183029|XP_020806875.1|DSER
OG0004683	LOC120423826|XP_039443689.1|CPIP	LOC110187909|XP_020813070.1|DSER
OG0004684	LOC120426227|XP_039446897.1|CPIP	LOC110188340|XP_020813706.1|DSER
OG0004685	LOC120431668|XP_039452711.1|CPIP	LOC110186267|XP_020811034.1|DSER
OG0004686	LOC120418742|XP_039437152.1|CPIP	LOC110186609|XP_020811500.1|DSER
OG0004687	LOC120417201|XP_039435101.1|CPIP	LOC110186518|XP_020811373.1|DSER
OG0004689	LOC120417191|XP_039435092.1|CPIP	LOC110186327|XP_020811133.1|DSER
OG0004690	LOC120420743|XP_039439770.1|CPIP	LOC110191711|XP_020818284.1|DSER
OG0004691	LOC120420766|XP_039439806.1|CPIP	LOC110177400|XP_020799764.1|DSER
OG0004692	LOC120420781|XP_039439828.1|CPIP	LOC110187842|XP_020812978.1|DSER
OG0004693	LOC120420745|XP_039439775.1|CPIP	LOC110187783|XP_020812912.1|DSER
OG0004694	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP	LOC110189126|XP_020814762.1|DSER
OG0004695	LOC120428741|XP_039449751.1|CPIP	LOC110177317|XP_020799650.1|DSER
OG0004696	LOC120427185|XP_039447983.1|CPIP	LOC110177261|XP_020799570.1|DSER
OG0004697	LOC120430501|XP_039451532.1|CPIP	LOC110184384|XP_020808547.1|DSER
OG0004698	LOC120421821|XP_039441033.1|CPIP	LOC110181490|XP_020804909.1|DSER
OG0004699	LOC120422152|XP_039441459.1|CPIP	LOC110190377|XP_020816465.1|DSER
OG0004700	LOC120416607|XP_039434342.1|CPIP	LOC110187725|XP_020812831.1|DSER
OG0004701	LOC120415975|XP_039433563.1|CPIP	LOC110191042|XP_020817425.1|DSER
OG0004702	LOC120429000|XP_039450074.1|CPIP	LOC110191261|XP_020817711.1|DSER
OG0004703	LOC120428668|XP_039449652.1|CPIP	LOC110184652|XP_020808915.1|DSER
OG0004704	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP	LOC110188815|XP_020814355.1|DSER
OG0004705	LOC120427079|XP_039447855.1|CPIP	LOC110188186|XP_020813421.1|DSER
OG0004706	LOC120431454|XP_039452504.1|CPIP	LOC110185157|XP_020809519.1|DSER
OG0004707	LOC120424033|XP_039443990.1|CPIP	LOC110185682|XP_020810309.1|DSER
OG0004708	LOC120424034|XP_039443991.1|CPIP	LOC110184520|XP_020808749.1|DSER
OG0004709	LOC120426007|XP_039446608.1|CPIP	LOC110191234|XP_020817672.1|DSER
OG0004710	LOC120426006|XP_039446605.1|CPIP	LOC110176468|XP_020798486.1|DSER
OG0004711	LOC120422583|XP_039442005.1|CPIP	LOC110191267|XP_020817722.1|DSER
OG0004712	LOC120422565|XP_039441985.1|CPIP	LOC110185617|XP_020810227.1|DSER
OG0004713	LOC120431802|XP_039452858.1|CPIP	LOC110188559|XP_020813979.1|DSER
OG0004714	LOC120431729|XP_039452791.1|CPIP	LOC110188138|XP_020813390.1|DSER
OG0004715	LOC120430219|XP_039451231.1|CPIP	LOC110186005|XP_020810698.1|DSER
OG0004716	LOC120425736|XP_039446274.1|CPIP	LOC110191066|XP_020817456.1|DSER
OG0004717	LOC120418347|XP_039436632.1|CPIP	LOC110182218|XP_020805903.1|DSER
OG0004718	LOC120418330|XP_039436598.1|CPIP	LOC110183789|XP_020807804.1|DSER
OG0004719	LOC120427265|XP_039448060.1|CPIP	LOC110186532|XP_020811390.1|DSER
OG0004720	LOC120427677|XP_039448492.1|CPIP	LOC110191056|XP_020817444.1|DSER
OG0004721	LOC120418332|XP_039436601.1|CPIP	LOC110188398|XP_020813781.1|DSER
OG0004722	LOC120418323|XP_039436588.1|CPIP	LOC110186643|XP_020811562.1|DSER
OG0004723	LOC120428289|XP_039449218.1|CPIP	LOC110184191|XP_020808276.1|DSER
OG0004724	LOC120418368|XP_039436661.1|CPIP	LOC110186949|XP_020811943.1|DSER
OG0004725	LOC120418369|XP_039436664.1|CPIP	LOC110191265|XP_020817719.1|DSER
OG0004726	LOC120418386|XP_039436694.1|CPIP	LOC110177361|XP_020799713.1|DSER
OG0004727	LOC120426000|XP_039446593.1|CPIP	LOC110184974|XP_020809286.1|DSER
OG0004728	LOC120426246|XP_039446918.1|CPIP	LOC110188713|XP_020814186.1|DSER
OG0004729	LOC120431093|XP_039452185.1|CPIP	LOC110183233|XP_020807107.1|DSER
OG0004730	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP	LOC110185775|XP_020810437.1|DSER
OG0004731	LOC120427158|XP_039447951.1|CPIP	LOC110186664|XP_020811588.1|DSER
OG0004732	LOC120427902|XP_039448776.1|CPIP	LOC110187635|XP_020812702.1|DSER
OG0004733	LOC120427892|XP_039448760.1|CPIP	LOC110187634|XP_020812701.1|DSER
OG0004734	LOC120427896|XP_039448765.1|CPIP	LOC110190854|XP_020817162.1|DSER
OG0004735	LOC120416050|XP_039433648.1|CPIP	LOC110176401|XP_020798395.1|DSER
OG0004736	LOC120414262|XP_039431306.1|CPIP	LOC110186527|XP_020811388.1|DSER
OG0004737	LOC120424265|XP_039444261.1|CPIP	LOC110176504|XP_020798537.1|DSER
OG0004738	LOC120424237|XP_039444234.1|CPIP	LOC110176467|XP_020798485.1|DSER
OG0004739	LOC120424264|XP_039444260.1|CPIP	LOC110185579|XP_020810171.1|DSER
OG0004740	LOC120428911|XP_039449987.1|CPIP	LOC110187814|XP_020812951.1|DSER
OG0004741	LOC120428910|XP_039449986.1|CPIP	LOC110186948|XP_020811942.1|DSER
OG0004742	LOC120425700|XP_039446222.1|CPIP	LOC110185432|XP_020809914.1|DSER
OG0004744	LOC120423421|XP_039443158.1|CPIP	LOC110180307|XP_020803620.1|DSER, LOC110182714|XP_020806472.1|DSER
OG0004745	LOC120428366|XP_039449302.1|CPIP	LOC110188008|XP_020813190.1|DSER
OG0004746	LOC120429644|XP_039450604.1|CPIP	LOC110188301|XP_020813665.1|DSER
OG0004747	LOC120432113|XP_039453182.1|CPIP	LOC110188302|XP_020813666.1|DSER
OG0004748	LOC120427858|XP_039448710.1|CPIP	LOC110188177|XP_020813406.1|DSER
OG0004749	LOC120414297|XP_039431366.1|CPIP	LOC110177241|XP_020799537.1|DSER
OG0004750	LOC120426701|XP_039447415.1|CPIP	LOC110190970|XP_020817319.1|DSER
OG0004751	LOC120426693|XP_039447404.1|CPIP	LOC110191872|XP_020818513.1|DSER
OG0004752	LOC120426689|XP_039447399.1|CPIP	LOC110186827|XP_020811774.1|DSER
OG0004753	LOC120426694|XP_039447405.1|CPIP	LOC110187706|XP_020812800.1|DSER
OG0004754	LOC120426686|XP_039447396.1|CPIP	LOC110189021|XP_020814641.1|DSER
OG0004755	LOC120426692|XP_039447402.1|CPIP	LOC110188240|XP_020813561.1|DSER
OG0004756	LOC120426691|XP_039447401.1|CPIP	LOC110188236|XP_020813554.1|DSER
OG0004757	LOC120430172|XP_039451186.1|CPIP	LOC110187656|XP_020812731.1|DSER
OG0004758	LOC120427254|XP_039448045.1|CPIP	LOC110189345|XP_020815049.1|DSER
OG0004759	LOC120427256|XP_039448049.1|CPIP	LOC110190831|XP_020817149.1|DSER
OG0004760	LOC120427250|XP_039448040.1|CPIP	LOC110186928|XP_020811913.1|DSER
OG0004761	LOC120428725|XP_039449733.1|CPIP	LOC110188440|XP_020813829.1|DSER
OG0004762	LOC120421015|XP_039440071.1|CPIP	LOC110181458|XP_020804864.1|DSER
OG0004763	LOC120421032|XP_039440103.1|CPIP	LOC110188350|XP_020813717.1|DSER
OG0004766	LOC120425415|XP_039445878.1|CPIP	LOC110191161|XP_020817578.1|DSER
OG0004767	LOC120421189|XP_039440327.1|CPIP	LOC110189060|XP_020814692.1|DSER
OG0004768	LOC120425737|XP_039446276.1|CPIP	LOC110189051|XP_020814680.1|DSER
OG0004769	LOC120423967|XP_039443893.1|CPIP	LOC110187271|XP_020812317.1|DSER
OG0004770	LOC120423968|XP_039443894.1|CPIP	LOC110189797|XP_020815682.1|DSER
OG0004771	LOC120423969|XP_039443895.1|CPIP	LOC110176528|XP_020798564.1|DSER
OG0004773	LOC120425157|XP_039445521.1|CPIP	LOC110177201|XP_020799455.1|DSER
OG0004774	LOC120426221|XP_039446874.1|CPIP	LOC110177203|XP_020799457.1|DSER
OG0004775	LOC120426214|XP_039446856.1|CPIP	LOC110186999|XP_020812018.1|DSER
OG0004776	LOC120426225|XP_039446893.1|CPIP	LOC110189598|XP_020815390.1|DSER
OG0004777	LOC120427414|XP_039448214.1|CPIP	LOC110186430|XP_020811272.1|DSER
OG0004779	LOC120427881|XP_039448748.1|CPIP	LOC110186405|XP_020811235.1|DSER
OG0004780	LOC120427882|XP_039448752.1|CPIP	LOC110187218|XP_020812277.1|DSER
OG0004781	LOC120421100|XP_039440178.1|CPIP	LOC110186636|XP_020811554.1|DSER
OG0004782	LOC120416981|XP_039434841.1|CPIP	LOC110191380|XP_020817891.1|DSER
OG0004783	LOC120416371|XP_039434041.1|CPIP	LOC110180645|XP_020803998.1|DSER
OG0004784	LOC120432089|XP_039453161.1|CPIP, LOC120428963|XP_039450036.1|CPIP	LOC110176633|XP_020798719.1|DSER
OG0004785	LOC120430146|XP_039451165.1|CPIP, LOC120430515|XP_039451549.1|CPIP	LOC110176623|XP_020798707.1|DSER
OG0004786	LOC120429549|XP_039450540.1|CPIP	LOC110176625|XP_020798709.1|DSER
OG0004787	LOC120428858|XP_039449915.1|CPIP	LOC110176589|XP_020798663.1|DSER
OG0004788	LOC120428851|XP_039449908.1|CPIP	LOC110176597|XP_020798672.1|DSER
OG0004789	LOC120428855|XP_039449914.1|CPIP	LOC110176599|XP_020798676.1|DSER
OG0004790	LOC120425991|XP_039446583.1|CPIP	LOC110176455|XP_020798466.1|DSER
OG0004791	LOC120425983|XP_039446571.1|CPIP	LOC110191388|XP_020817903.1|DSER
OG0004792	LOC120432022|XP_039453091.1|CPIP	LOC110188597|XP_020814018.1|DSER
OG0004793	LOC120431080|XP_039452166.1|CPIP	LOC110176520|XP_020798556.1|DSER
OG0004794	LOC120424782|XP_039444918.1|CPIP	LOC110183935|XP_020807959.1|DSER
OG0004795	LOC120430266|XP_039451285.1|CPIP	LOC110186552|XP_020811418.1|DSER
OG0004796	LOC120422563|XP_039441982.1|CPIP	LOC110186591|XP_020811472.1|DSER
OG0004797	LOC120422572|XP_039441991.1|CPIP	LOC110190032|XP_020815997.1|DSER
OG0004798	LOC120422547|XP_039441948.1|CPIP	LOC110186743|XP_020811667.1|DSER
OG0004799	LOC120429164|XP_039450305.1|CPIP	LOC110184042|XP_020808079.1|DSER
OG0004800	LOC120431672|XP_039452723.1|CPIP	LOC110191227|XP_020817652.1|DSER
OG0004801	LOC120424623|XP_039444722.1|CPIP, LOC120424681|XP_039444791.1|CPIP	LOC110186585|XP_020811463.1|DSER
OG0004802	LOC120432513|XP_039453665.1|CPIP	LOC110177210|XP_020799487.1|DSER
OG0004803	LOC120430175|XP_039451190.1|CPIP	LOC110186669|XP_020811596.1|DSER
OG0004804	LOC120430351|XP_039451384.1|CPIP	LOC110188262|XP_020813670.1|DSER
OG0004805	LOC120429669|XP_039450631.1|CPIP	LOC110190665|XP_020816948.1|DSER
OG0004806	LOC120421029|XP_039440098.1|CPIP	LOC110182538|XP_020806245.1|DSER
OG0004807	LOC120421778|XP_039440981.1|CPIP	LOC110191101|XP_020817506.1|DSER
OG0004808	LOC120427176|XP_039447970.1|CPIP	LOC110188448|XP_020813835.1|DSER
OG0004809	LOC120423824|XP_039443687.1|CPIP	LOC110177157|XP_020799401.1|DSER
OG0004810	LOC120423823|XP_039443685.1|CPIP	LOC110177184|XP_020799437.1|DSER
OG0004811	LOC120423814|XP_039443668.1|CPIP	LOC110184663|XP_020808925.1|DSER
OG0004812	LOC120423831|XP_039443708.1|CPIP	LOC110188904|XP_020814533.1|DSER
OG0004814	LOC120431858|XP_039452926.1|CPIP	LOC110188323|XP_020813690.1|DSER
OG0004815	LOC120417103|XP_039435014.1|CPIP	LOC110181792|XP_020805331.1|DSER
OG0004816	LOC120417091|XP_039435004.1|CPIP	LOC110184389|XP_020808554.1|DSER
OG0004817	LOC120417102|XP_039435013.1|CPIP	LOC110184450|XP_020808648.1|DSER
OG0004818	LOC120425061|XP_039445368.1|CPIP	LOC110186427|XP_020811268.1|DSER
OG0004819	LOC120425047|XP_039445352.1|CPIP	LOC110191321|XP_020817803.1|DSER
OG0004820	LOC120425046|XP_039445350.1|CPIP	LOC110188591|XP_020814013.1|DSER
OG0004821	LOC120425074|XP_039445400.1|CPIP	LOC110176476|XP_020798496.1|DSER
OG0004822	LOC120425077|XP_039445402.1|CPIP	LOC110176412|XP_020798410.1|DSER
OG0004823	LOC120425043|XP_039445347.1|CPIP	LOC110191324|XP_020817810.1|DSER
OG0004824	LOC120425068|XP_039445375.1|CPIP	LOC110191325|XP_020817818.1|DSER
OG0004825	LOC120422122|XP_039441426.1|CPIP	LOC110185480|XP_020810013.1|DSER
OG0004826	LOC120420777|XP_039439822.1|CPIP	LOC110191033|XP_020817411.1|DSER
OG0004827	LOC120420774|XP_039439817.1|CPIP	LOC110187713|XP_020812809.1|DSER
OG0004828	LOC120420787|XP_039439833.1|CPIP	LOC110186417|XP_020811256.1|DSER
OG0004829	LOC120414267|XP_039431321.1|CPIP	LOC110191170|XP_020817589.1|DSER
OG0004830	LOC120423345|XP_039443048.1|CPIP	LOC110191406|XP_020817923.1|DSER
OG0004831	LOC120418350|XP_039436637.1|CPIP	LOC110184750|XP_020809039.1|DSER
OG0004832	LOC120432052|XP_039453119.1|CPIP	LOC110186489|XP_020811335.1|DSER
OG0004833	LOC120423570|XP_039443362.1|CPIP	LOC110177119|XP_020799324.1|DSER
OG0004834	LOC120431739|XP_039452800.1|CPIP	LOC110184772|XP_020809070.1|DSER
OG0004835	LOC120432094|XP_039453167.1|CPIP	LOC110184707|XP_020808986.1|DSER
OG0004840	LOC120427402|XP_039448197.1|CPIP	LOC110186170|XP_020810883.1|DSER
OG0004841	LOC120425412|XP_039445876.1|CPIP, LOC120425676|XP_039446193.1|CPIP	LOC110185777|XP_020810438.1|DSER
