Orthogroup	CPIP.longest_only	DHYD.longest_only
OG0004094	LOC120413689|XP_039430550.1|CPIP	LOC111595003|XP_023164312.2|DHYD
OG0004095	LOC120430394|XP_039451431.1|CPIP	LOC111596454|XP_023166449.1|DHYD
OG0004096	LOC120430395|XP_039451432.1|CPIP	LOC111597872|XP_023168564.1|DHYD
OG0004097	LOC120423827|XP_039443693.1|CPIP	LOC111597308|XP_023167702.2|DHYD
OG0004098	LOC120423815|XP_039443673.1|CPIP	LOC111595041|XP_030081063.1|DHYD
OG0004099	LOC120423760|XP_039443611.1|CPIP	LOC111595737|XP_023165353.2|DHYD
OG0004102	LOC120417644|XP_039435693.1|CPIP	LOC111595731|XP_030078796.1|DHYD
OG0004103	LOC120417658|XP_039435714.1|CPIP	LOC111595154|XP_023164504.1|DHYD
OG0004104	LOC120417655|XP_039435710.1|CPIP	LOC111605542|XP_030079664.1|DHYD
OG0004105	LOC120426337|XP_039447031.1|CPIP	LOC111595345|XP_023164787.1|DHYD
OG0004106	LOC120426331|XP_039447025.1|CPIP	LOC111605742|XP_023180212.1|DHYD
OG0004107	LOC120426318|XP_039447011.1|CPIP	LOC111602927|XP_023176043.2|DHYD
OG0004108	LOC120426342|XP_039447037.1|CPIP	LOC111602951|XP_023176081.1|DHYD
OG0004109	LOC120426323|XP_039447016.1|CPIP	LOC111593595|XP_023162220.2|DHYD
OG0004110	LOC120426083|XP_039446727.1|CPIP	LOC111600932|XP_023173068.1|DHYD
OG0004111	LOC120426075|XP_039446716.1|CPIP	LOC111596681|XP_023166753.2|DHYD
OG0004112	LOC120432344|XP_039453466.1|CPIP	LOC111600263|XP_023172079.1|DHYD
OG0004113	LOC120420009|XP_039438846.1|CPIP	LOC111598158|XP_023169014.1|DHYD
OG0004114	LOC120420006|XP_039438841.1|CPIP	LOC111605611|XP_023179994.1|DHYD
OG0004115	LOC120419999|XP_039438825.1|CPIP	LOC111605604|XP_023179985.2|DHYD
OG0004116	LOC120416957|XP_039434797.1|CPIP	LOC111596671|XP_023166744.2|DHYD
OG0004117	LOC120416958|XP_039434803.1|CPIP	LOC111602224|XP_030080287.1|DHYD
OG0004118	LOC120426769|XP_039447477.1|CPIP	LOC111604374|XP_023178214.1|DHYD
OG0004119	LOC120415268|XP_039432672.1|CPIP	LOC111601335|XP_023173633.1|DHYD
OG0004120	LOC120414359|XP_039431457.1|CPIP	LOC111602996|XP_023176160.2|DHYD
OG0004121	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP	LOC111598654|XP_030081138.1|DHYD
OG0004122	LOC120432179|XP_039453253.1|CPIP	LOC111602983|XP_023176147.1|DHYD
OG0004123	LOC120432163|XP_039453229.1|CPIP	LOC111600848|XP_023172921.1|DHYD
OG0004124	LOC120420010|XP_039438847.1|CPIP, LOC120422240|XP_039441563.1|CPIP	LOC111593442|XP_030079420.1|DHYD
OG0004125	LOC120432401|XP_039453535.1|CPIP	LOC111594461|XP_023163526.1|DHYD
OG0004126	LOC120432394|XP_039453523.1|CPIP	LOC111594530|XP_023163633.2|DHYD
OG0004127	LOC120423961|XP_039443883.1|CPIP	LOC111603939|XP_023177536.1|DHYD
OG0004128	LOC120414412|XP_039431529.1|CPIP	LOC111599553|XP_023170987.1|DHYD
OG0004129	LOC120413836|XP_039430728.1|CPIP	LOC111595638|XP_023165220.2|DHYD
OG0004130	LOC120413700|XP_039430558.1|CPIP	LOC111602821|XP_030080087.1|DHYD
OG0004131	LOC120414760|XP_039432010.1|CPIP	LOC111604628|XP_023178525.1|DHYD
OG0004132	LOC120413975|XP_039430920.1|CPIP	LOC111603675|XP_030081542.1|DHYD
OG0004133	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP	LOC111595409|XP_023164890.1|DHYD
OG0004134	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP	LOC111598566|XP_023169635.2|DHYD
OG0004135	LOC120419245|XP_039437832.1|CPIP	LOC111601526|XP_030078793.1|DHYD
OG0004136	LOC120419235|XP_039437825.1|CPIP	LOC111599293|XP_023170664.2|DHYD
OG0004137	LOC120428215|XP_039449126.1|CPIP	LOC111597701|XP_023168307.1|DHYD
OG0004138	LOC120428218|XP_039449130.1|CPIP	LOC111597772|XP_023168400.1|DHYD
OG0004139	LOC120428217|XP_039449129.1|CPIP	LOC111601642|XP_023174090.2|DHYD
OG0004140	LOC120417059|XP_039434950.1|CPIP	LOC111592991|XP_023161261.1|DHYD
OG0004141	LOC120417046|XP_039434928.1|CPIP	LOC111595451|XP_023164947.2|DHYD
OG0004142	LOC120421969|XP_039441217.1|CPIP, LOC120415887|XP_039433462.1|CPIP, LOC120417151|XP_039435069.1|CPIP	LOC111593466|XP_023161996.2|DHYD
OG0004143	LOC120415918|XP_039433498.1|CPIP	LOC111602798|XP_023175860.1|DHYD, LOC115483791|XP_030081909.1|DHYD
OG0004144	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP	LOC111603692|XP_023177163.2|DHYD
OG0004145	LOC120420946|XP_039440016.1|CPIP	LOC111601057|XP_023173243.2|DHYD
OG0004146	LOC120420932|XP_039439998.1|CPIP	LOC111603022|XP_030078813.1|DHYD
OG0004147	LOC120417536|XP_039435552.1|CPIP	LOC111603882|XP_023177466.1|DHYD
OG0004148	LOC120417512|XP_039435525.1|CPIP	LOC111598280|XP_023169226.2|DHYD
OG0004150	LOC120425867|XP_039446423.1|CPIP	LOC115483789|XP_030081907.1|DHYD, LOC111602720|XP_023175737.1|DHYD
OG0004151	LOC120421230|XP_039440363.1|CPIP	LOC111594488|XP_023163564.2|DHYD
OG0004152	LOC120421249|XP_039440382.1|CPIP	LOC111598577|XP_023169651.2|DHYD
OG0004153	LOC120417329|XP_039435250.1|CPIP	LOC111605405|XP_023179674.1|DHYD
OG0004154	LOC120417336|XP_039435271.1|CPIP	LOC111604661|XP_023178586.1|DHYD
OG0004155	LOC120428861|XP_039449919.1|CPIP	LOC111603450|XP_023176806.2|DHYD
OG0004158	LOC120413789|XP_039430672.1|CPIP	LOC111597570|XP_023168137.2|DHYD
OG0004159	LOC120413790|XP_039430674.1|CPIP	LOC111603551|XP_023176953.1|DHYD
OG0004160	LOC120413779|XP_039430657.1|CPIP	LOC111596943|XP_023167166.1|DHYD
OG0004161	LOC120413747|XP_039430606.1|CPIP	LOC111602967|XP_023176115.2|DHYD
OG0004162	LOC120413798|XP_039430682.1|CPIP	LOC111593335|XP_023161814.1|DHYD
OG0004163	LOC120413811|XP_039430701.1|CPIP	LOC111592017|XP_023159777.2|DHYD
OG0004164	LOC120413780|XP_039430658.1|CPIP	LOC111599556|XP_023170991.2|DHYD
OG0004165	LOC120422488|XP_039441878.1|CPIP	LOC111601254|XP_023173522.2|DHYD
OG0004166	LOC120422497|XP_039441886.1|CPIP	LOC111600101|XP_023171830.2|DHYD
OG0004167	LOC120431509|XP_039452544.1|CPIP	LOC111604829|XP_023178821.1|DHYD
OG0004168	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP	LOC111593683|XP_023162344.2|DHYD
OG0004169	LOC120426113|XP_039446750.1|CPIP	LOC111602876|XP_023175971.1|DHYD
OG0004170	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP	LOC111601832|XP_023174428.2|DHYD
OG0004171	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP	LOC111593441|XP_023161961.2|DHYD
OG0004172	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP	LOC111594082|XP_023162993.1|DHYD
OG0004173	LOC120414822|XP_039432082.1|CPIP	LOC111598034|XP_023168831.1|DHYD
OG0004174	LOC120414817|XP_039432073.1|CPIP	LOC111599693|XP_023171171.2|DHYD
OG0004175	LOC120414814|XP_039432070.1|CPIP	LOC111592157|XP_023159975.1|DHYD
OG0004176	LOC120414819|XP_039432079.1|CPIP	LOC111601606|XP_023174039.1|DHYD
OG0004177	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP	LOC111598642|XP_023169758.2|DHYD
OG0004178	LOC120427517|XP_039448310.1|CPIP	LOC111598607|XP_023169707.2|DHYD
OG0004179	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP	LOC111593506|XP_023162059.1|DHYD
OG0004180	LOC120413922|XP_039430835.1|CPIP	LOC111596689|XP_030078659.1|DHYD
OG0004181	LOC120413976|XP_039430917.1|CPIP	LOC111602655|XP_023175599.2|DHYD
OG0004182	LOC120413077|XP_039429713.1|CPIP	LOC111598711|XP_023169866.2|DHYD
OG0004183	LOC120413063|XP_039429700.1|CPIP	LOC111598729|XP_023169889.2|DHYD
OG0004184	LOC120413041|XP_039429665.1|CPIP	LOC111596024|XP_023165820.1|DHYD
OG0004185	LOC120413040|XP_039429664.1|CPIP	LOC111592908|XP_023161123.2|DHYD
OG0004186	LOC120413059|XP_039429697.1|CPIP	LOC111604645|XP_023178565.1|DHYD
OG0004187	LOC120413075|XP_039429711.1|CPIP	LOC111604563|XP_023178430.2|DHYD
OG0004188	LOC120423267|XP_039442937.1|CPIP	LOC111603025|XP_023176223.2|DHYD
OG0004189	LOC120423276|XP_039442950.1|CPIP	LOC111603026|XP_023176224.1|DHYD
OG0004190	LOC120423272|XP_039442945.1|CPIP	LOC111603410|XP_023176757.1|DHYD
OG0004191	LOC120423274|XP_039442948.1|CPIP	LOC111603391|XP_023176722.1|DHYD
OG0004192	LOC120412950|XP_039429524.1|CPIP	LOC111597193|XP_023167531.1|DHYD
OG0004193	LOC120412938|XP_039429509.1|CPIP	LOC111602064|XP_023174746.2|DHYD
OG0004194	LOC120412975|XP_039429556.1|CPIP	LOC111601354|XP_023173654.2|DHYD
OG0004195	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP	LOC111596819|XP_023166954.1|DHYD
OG0004196	LOC120412919|XP_039429485.1|CPIP	LOC111596249|XP_023166148.2|DHYD
OG0004197	LOC120412972|XP_039429553.1|CPIP	LOC115482801|XP_030078770.1|DHYD, LOC111604562|XP_023178429.2|DHYD
OG0004198	LOC120412992|XP_039429575.1|CPIP	LOC111600858|XP_023172945.1|DHYD
OG0004199	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP	LOC111598627|XP_023169735.2|DHYD
OG0004200	LOC120414389|XP_039431496.1|CPIP	LOC111601217|XP_023173480.2|DHYD
OG0004201	LOC120414387|XP_039431495.1|CPIP	LOC111598251|XP_023169183.2|DHYD
OG0004202	LOC120414424|XP_039431538.1|CPIP	LOC111595214|XP_023164592.1|DHYD
OG0004203	LOC120414428|XP_039431543.1|CPIP	LOC111604636|XP_023178546.1|DHYD
OG0004204	LOC120414425|XP_039431539.1|CPIP	LOC111605071|XP_023179172.2|DHYD
OG0004205	LOC120414422|XP_039431536.1|CPIP	LOC111604315|XP_023178135.1|DHYD
OG0004206	LOC120414426|XP_039431540.1|CPIP	LOC111602077|XP_023174776.1|DHYD
OG0004207	LOC120413958|XP_039430898.1|CPIP	LOC111602076|XP_023174775.1|DHYD
OG0004208	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP	LOC111596436|XP_023166420.1|DHYD
OG0004209	LOC120424408|XP_039444447.1|CPIP	LOC111601766|XP_023174274.1|DHYD
OG0004210	LOC120417904|XP_039436068.1|CPIP	LOC111602627|XP_023175556.1|DHYD
OG0004211	LOC120417907|XP_039436070.1|CPIP	LOC111599350|XP_023170747.2|DHYD
OG0004212	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP	LOC111593326|XP_030078690.1|DHYD
OG0004213	LOC120413998|XP_039430941.1|CPIP	LOC111598549|XP_023169609.1|DHYD
OG0004214	LOC120413986|XP_039430926.1|CPIP	LOC111597095|XP_023167404.1|DHYD
OG0004215	LOC120425926|XP_039446480.1|CPIP	LOC111594336|XP_023163351.1|DHYD
OG0004216	LOC120426314|XP_039447007.1|CPIP	LOC111599777|XP_023171309.1|DHYD
OG0004217	LOC120426302|XP_039446984.1|CPIP	LOC111601676|XP_023174143.1|DHYD
OG0004218	LOC120422368|XP_039441711.1|CPIP	LOC111593329|XP_023161805.1|DHYD
OG0004219	LOC120427434|XP_039448224.1|CPIP	LOC111595312|XP_023164740.2|DHYD
OG0004220	LOC120423452|XP_039443206.1|CPIP	LOC111603013|XP_023176187.2|DHYD
OG0004221	LOC120421496|XP_039440648.1|CPIP	LOC111600266|XP_023172082.1|DHYD
OG0004222	LOC120421482|XP_039440633.1|CPIP	LOC111592044|XP_023159807.2|DHYD
OG0004223	LOC120421484|XP_039440637.1|CPIP	LOC111592009|XP_023159762.2|DHYD
OG0004224	LOC120421483|XP_039440634.1|CPIP	LOC115482754|XP_030080673.1|DHYD, LOC111603557|XP_023176962.1|DHYD
OG0004225	LOC120421501|XP_039440656.1|CPIP	LOC111605307|XP_023179532.1|DHYD
OG0004226	LOC120422218|XP_039441541.1|CPIP	LOC111604953|XP_023178997.1|DHYD
OG0004227	LOC120421385|XP_039440518.1|CPIP	LOC111604639|XP_023178550.2|DHYD
OG0004228	LOC120422106|XP_039441403.1|CPIP	LOC111604629|XP_023178527.1|DHYD
OG0004230	LOC120420976|XP_039440044.1|CPIP	LOC111604058|XP_030079995.1|DHYD
OG0004231	LOC120420902|XP_039439961.1|CPIP	LOC111596026|XP_023165822.1|DHYD
OG0004232	LOC120420936|XP_039440007.1|CPIP	LOC111596029|XP_023165825.1|DHYD
OG0004233	LOC120420928|XP_039439995.1|CPIP	LOC111596028|XP_023165824.1|DHYD
OG0004234	LOC120421698|XP_039440874.1|CPIP	LOC111597415|XP_023167878.2|DHYD
OG0004235	LOC120421781|XP_039440988.1|CPIP	LOC111598422|XP_023169432.2|DHYD
OG0004236	LOC120421122|XP_039440216.1|CPIP	LOC111596387|XP_030078727.1|DHYD
OG0004237	LOC120426524|XP_039447227.1|CPIP	LOC111602760|XP_030081739.1|DHYD
OG0004238	LOC120427944|XP_039448824.1|CPIP	LOC111601361|XP_023173664.1|DHYD
OG0004239	LOC120427946|XP_039448828.1|CPIP	LOC111593333|XP_023161812.2|DHYD
OG0004240	LOC120422732|XP_039442204.1|CPIP	LOC111604949|XP_023178988.1|DHYD
OG0004241	LOC120422739|XP_039442212.1|CPIP	LOC111601507|XP_023173869.2|DHYD
OG0004242	LOC120422752|XP_039442229.1|CPIP	LOC111604923|XP_023178939.1|DHYD
OG0004243	LOC120422736|XP_039442209.1|CPIP	LOC111601650|XP_023174100.2|DHYD
OG0004244	LOC120422737|XP_039442210.1|CPIP	LOC111601358|XP_023173657.2|DHYD
OG0004245	LOC120422726|XP_039442188.1|CPIP	LOC111595392|XP_023164862.2|DHYD
OG0004246	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP	LOC115483768|XP_030081870.1|DHYD, LOC111592807|XP_023160986.2|DHYD
OG0004247	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP	LOC111596784|XP_023166905.1|DHYD
OG0004248	LOC120418277|XP_039436531.1|CPIP	LOC111595522|XP_023165070.1|DHYD
OG0004249	LOC120431601|XP_039452640.1|CPIP	LOC111598081|XP_023168895.1|DHYD
OG0004253	LOC120431178|XP_039452246.1|CPIP	LOC111603609|XP_023177041.1|DHYD
OG0004257	LOC120429515|XP_039450521.1|CPIP	LOC111598235|XP_023169166.2|DHYD
OG0004258	LOC120425158|XP_039445522.1|CPIP	LOC111598623|XP_030081624.1|DHYD
OG0004260	LOC120430960|XP_039452026.1|CPIP	LOC111600856|XP_023172937.2|DHYD
OG0004261	LOC120431529|XP_039452557.1|CPIP	LOC111603663|XP_023177115.1|DHYD
OG0004262	LOC120420190|XP_039439111.1|CPIP	LOC111593351|XP_023161832.2|DHYD
OG0004263	LOC120417918|XP_039436089.1|CPIP	LOC111596203|XP_030080802.1|DHYD
OG0004264	LOC120422886|XP_039442381.1|CPIP	LOC111596266|XP_023166176.2|DHYD
OG0004265	LOC120429182|XP_039450329.1|CPIP	LOC111603387|XP_023176718.2|DHYD
OG0004266	LOC120423160|XP_039442775.1|CPIP	LOC111604647|XP_023178571.2|DHYD
OG0004267	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP	LOC111593316|XP_023161787.1|DHYD
OG0004268	LOC120423149|XP_039442764.1|CPIP	LOC111592235|XP_030082038.1|DHYD
OG0004269	LOC120419442|XP_039438058.1|CPIP	LOC111595583|XP_023165157.2|DHYD
OG0004270	LOC120419446|XP_039438062.1|CPIP	LOC111604177|XP_023177890.1|DHYD
OG0004271	LOC120427161|XP_039447953.1|CPIP	LOC111597058|XP_023167352.1|DHYD
OG0004272	LOC120419429|XP_039438041.1|CPIP	LOC111593593|XP_023162217.1|DHYD
OG0004273	LOC120419440|XP_039438056.1|CPIP	LOC111601544|XP_023173947.1|DHYD
OG0004274	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP	LOC111602067|XP_023174753.1|DHYD
OG0004275	LOC120421354|XP_039440473.1|CPIP	LOC111594250|XP_023163231.1|DHYD
OG0004276	LOC120419559|XP_039438217.1|CPIP	LOC111603038|XP_023176236.1|DHYD
OG0004278	LOC120416644|XP_039434389.1|CPIP	LOC115482981|XP_030079454.1|DHYD, LOC111596477|XP_023166501.2|DHYD
OG0004279	LOC120416640|XP_039434384.1|CPIP	LOC111599056|XP_023170345.1|DHYD
OG0004280	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP	LOC111593503|XP_023162042.1|DHYD
OG0004281	LOC120419936|XP_039438733.1|CPIP	LOC111595590|XP_023165168.2|DHYD
OG0004282	LOC120419949|XP_039438743.1|CPIP	LOC111601245|XP_023173512.1|DHYD
OG0004283	LOC120419952|XP_039438747.1|CPIP	LOC111601246|XP_023173513.1|DHYD
OG0004284	LOC120412523|XP_039428951.1|CPIP	LOC111599197|XP_023170556.2|DHYD
OG0004285	LOC120412552|XP_039428991.1|CPIP	LOC111598270|XP_023169215.1|DHYD
OG0004286	LOC120418005|XP_039436182.1|CPIP	LOC111592806|XP_023160983.1|DHYD
OG0004287	LOC120417993|XP_039436171.1|CPIP	LOC111592804|XP_023160980.2|DHYD
OG0004288	LOC120418009|XP_039436187.1|CPIP	LOC111592771|XP_023160940.2|DHYD
OG0004289	LOC120423635|XP_039443437.1|CPIP	LOC111596649|XP_023166715.2|DHYD
OG0004290	LOC120425232|XP_039445601.1|CPIP	LOC111595627|XP_023165205.1|DHYD
OG0004292	LOC120420848|XP_039439899.1|CPIP	LOC111601020|XP_023173194.1|DHYD
OG0004293	LOC120420854|XP_039439906.1|CPIP	LOC111595335|XP_023164765.1|DHYD
OG0004294	LOC120420858|XP_039439910.1|CPIP	LOC111604299|XP_023178097.2|DHYD
OG0004295	LOC120420841|XP_039439893.1|CPIP	LOC111604304|XP_023178103.2|DHYD
OG0004296	LOC120420851|XP_039439902.1|CPIP	LOC111604309|XP_023178114.2|DHYD
OG0004297	LOC120425396|XP_039445846.1|CPIP	LOC111599702|XP_023171199.2|DHYD
OG0004298	LOC120431028|XP_039452115.1|CPIP	LOC111597108|XP_023167419.2|DHYD
OG0004299	LOC120415272|XP_039432676.1|CPIP	LOC111592244|XP_030078511.1|DHYD
OG0004300	LOC120422168|XP_039441479.1|CPIP	LOC111595523|XP_023165071.1|DHYD
OG0004301	LOC120422166|XP_039441477.1|CPIP	LOC111601017|XP_023173189.2|DHYD
OG0004302	LOC120420420|XP_039439372.1|CPIP	LOC111597969|XP_023168710.1|DHYD
OG0004303	LOC120427529|XP_039448329.1|CPIP	LOC111592162|XP_023159982.1|DHYD
OG0004304	LOC120427542|XP_039448345.1|CPIP	LOC111604350|XP_023178183.2|DHYD
OG0004305	LOC120416760|XP_039434528.1|CPIP	LOC111598025|XP_023168805.2|DHYD
OG0004309	LOC120431247|XP_039452319.1|CPIP	LOC111592752|XP_023160916.2|DHYD
OG0004310	LOC120417563|XP_039435589.1|CPIP	LOC111597963|XP_023168703.2|DHYD
OG0004311	LOC120417587|XP_039435632.1|CPIP	LOC111600951|XP_023173095.1|DHYD
OG0004314	LOC120415271|XP_039432669.1|CPIP	LOC111593455|XP_023161985.1|DHYD
OG0004315	LOC120415301|XP_039432707.1|CPIP	LOC111599735|XP_023171260.2|DHYD
OG0004316	LOC120415315|XP_039432731.1|CPIP	LOC111599989|XP_023171652.2|DHYD
OG0004317	LOC120415286|XP_039432689.1|CPIP	LOC111595591|XP_023165169.2|DHYD
OG0004318	LOC120415322|XP_039432739.1|CPIP	LOC111599741|XP_023171270.2|DHYD
OG0004319	LOC120424969|XP_039445262.1|CPIP	LOC111593482|XP_023162015.1|DHYD
OG0004320	LOC120418469|XP_039436837.1|CPIP	LOC111598232|XP_023169162.2|DHYD
OG0004321	LOC120426480|XP_039447180.1|CPIP	LOC111600313|XP_023172139.2|DHYD
OG0004322	LOC120426487|XP_039447185.1|CPIP	LOC111592929|XP_023161155.2|DHYD
OG0004323	LOC120420374|XP_039439308.1|CPIP	LOC111592447|XP_023160398.1|DHYD
OG0004324	LOC120420375|XP_039439312.1|CPIP	LOC111599210|XP_023170575.2|DHYD
OG0004325	LOC120420387|XP_039439334.1|CPIP	LOC111599725|XP_023171237.1|DHYD
OG0004326	LOC120416214|XP_039433839.1|CPIP	LOC111599686|XP_023171159.1|DHYD
OG0004327	LOC120428352|XP_039449286.1|CPIP	LOC111604917|XP_023178936.1|DHYD
OG0004328	LOC120423253|XP_039442907.1|CPIP	LOC111603832|XP_023177364.1|DHYD
OG0004329	LOC120423243|XP_039442891.1|CPIP	LOC111600098|XP_023171826.2|DHYD
OG0004330	LOC120414924|XP_039432192.1|CPIP	LOC111597037|XP_023167318.1|DHYD
OG0004331	LOC120414902|XP_039432165.1|CPIP	LOC111600025|XP_023171706.1|DHYD
OG0004332	LOC120414911|XP_039432179.1|CPIP	LOC111603598|XP_023177029.1|DHYD
OG0004333	LOC120414894|XP_039432150.1|CPIP	LOC111601177|XP_023173424.2|DHYD
OG0004334	LOC120414895|XP_039432152.1|CPIP	LOC111596075|XP_023165900.2|DHYD
OG0004335	LOC120414893|XP_039432149.1|CPIP	LOC111597137|XP_023167466.2|DHYD
OG0004336	LOC120414904|XP_039432167.1|CPIP	LOC111597136|XP_023167465.2|DHYD
OG0004337	LOC120414897|XP_039432158.1|CPIP	LOC111601944|XP_023174567.1|DHYD
OG0004338	LOC120418452|XP_039436809.1|CPIP	LOC111603738|XP_023177223.1|DHYD
OG0004339	LOC120418441|XP_039436783.1|CPIP	LOC111601244|XP_023173510.1|DHYD
OG0004340	LOC120418440|XP_039436782.1|CPIP	LOC111601243|XP_023173509.1|DHYD
OG0004341	LOC120431261|XP_039452328.1|CPIP	LOC111593212|XP_023161630.2|DHYD
OG0004342	LOC120417243|XP_039435137.1|CPIP	LOC111593814|XP_030081997.1|DHYD
OG0004343	LOC120417222|XP_039435117.1|CPIP	LOC111593751|XP_023162525.1|DHYD
OG0004344	LOC120417227|XP_039435121.1|CPIP	LOC111592814|XP_023161022.2|DHYD
OG0004345	LOC120427046|XP_039447811.1|CPIP	LOC111603744|XP_023177231.2|DHYD
OG0004346	LOC120427044|XP_039447809.1|CPIP	LOC111599719|XP_023171226.1|DHYD
OG0004347	LOC120421729|XP_039440916.1|CPIP	LOC111599718|XP_023171225.2|DHYD
OG0004348	LOC120427759|XP_039448602.1|CPIP	LOC111600140|XP_023171884.1|DHYD
OG0004349	LOC120428141|XP_039449060.1|CPIP	LOC111600071|XP_023171772.1|DHYD
OG0004350	LOC120424452|XP_039444518.1|CPIP	LOC111597046|XP_023167331.2|DHYD
OG0004351	LOC120425053|XP_039445363.1|CPIP	LOC111592223|XP_023160067.1|DHYD
OG0004352	LOC120415282|XP_039432686.1|CPIP	LOC111602651|XP_023175592.1|DHYD
OG0004353	LOC120424181|XP_039444174.1|CPIP	LOC111594977|XP_030079660.1|DHYD
OG0004354	LOC120424208|XP_039444199.1|CPIP	LOC111594971|XP_023164239.2|DHYD
OG0004355	LOC120425122|XP_039445482.1|CPIP	LOC111599547|XP_023170973.2|DHYD
OG0004356	LOC120424388|XP_039444423.1|CPIP	LOC111592112|XP_023159910.2|DHYD
OG0004357	LOC120418003|XP_039436180.1|CPIP	LOC111597081|XP_023167382.2|DHYD
OG0004358	LOC120429097|XP_039450195.1|CPIP	LOC111595519|XP_023165067.1|DHYD
OG0004359	LOC120428515|XP_039449462.1|CPIP	LOC111597940|XP_023168664.2|DHYD
OG0004361	LOC120421469|XP_039440621.1|CPIP	LOC111601365|XP_023173667.2|DHYD
OG0004362	LOC120421462|XP_039440608.1|CPIP	LOC111598691|XP_023169824.2|DHYD
OG0004363	LOC120431871|XP_039452936.1|CPIP	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD
OG0004364	LOC120421461|XP_039440607.1|CPIP	LOC111592132|XP_023159936.1|DHYD
OG0004365	LOC120416734|XP_039434495.1|CPIP	LOC111597069|XP_030082036.1|DHYD
OG0004366	LOC120427348|XP_039448139.1|CPIP	LOC111599058|XP_023170347.1|DHYD
OG0004367	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP	LOC111591861|XP_023159510.2|DHYD
OG0004368	LOC120426868|XP_039447606.1|CPIP	LOC111592865|XP_023161078.1|DHYD
OG0004369	LOC120428057|XP_039448950.1|CPIP	LOC111594166|XP_030082051.1|DHYD
OG0004370	LOC120415122|XP_039432477.1|CPIP	LOC111601258|XP_023173531.2|DHYD
OG0004371	LOC120422942|XP_039442458.1|CPIP	LOC111602824|XP_023175903.2|DHYD
OG0004372	LOC120422940|XP_039442452.1|CPIP	LOC111599688|XP_023171161.2|DHYD
OG0004373	LOC120422964|XP_039442486.1|CPIP	LOC111604368|XP_023178207.2|DHYD
OG0004374	LOC120415366|XP_039432792.1|CPIP	LOC111600561|XP_023172480.2|DHYD
OG0004375	LOC120415852|XP_039433423.1|CPIP	LOC111592820|XP_023161012.2|DHYD
OG0004376	LOC120430333|XP_039451367.1|CPIP	LOC111600958|XP_023173105.1|DHYD
OG0004377	LOC120415103|XP_039432455.1|CPIP	LOC111598732|XP_023169892.2|DHYD
OG0004378	LOC120415142|XP_039432503.1|CPIP	LOC111602549|XP_023175470.2|DHYD
OG0004379	LOC120415132|XP_039432492.1|CPIP	LOC111597071|XP_023167368.1|DHYD
OG0004380	LOC120415448|XP_039432931.1|CPIP	LOC111598008|XP_030081243.1|DHYD
OG0004381	LOC120420350|XP_039439279.1|CPIP	LOC111602434|XP_023175255.2|DHYD
OG0004382	LOC120419145|XP_039437713.1|CPIP	LOC111597925|XP_023168645.2|DHYD
OG0004383	LOC120419169|XP_039437755.1|CPIP	LOC111597959|XP_023168691.1|DHYD
OG0004384	LOC120419170|XP_039437757.1|CPIP	LOC111593700|XP_023162415.1|DHYD
OG0004385	LOC120412759|XP_039429285.1|CPIP	LOC111592189|XP_023160024.1|DHYD
OG0004386	LOC120412772|XP_039429301.1|CPIP	LOC111595517|XP_023165065.1|DHYD
OG0004387	LOC120412713|XP_039429221.1|CPIP	LOC111599861|XP_023171449.2|DHYD
OG0004388	LOC120412762|XP_039429288.1|CPIP	LOC111597995|XP_023168742.2|DHYD
OG0004389	LOC120412716|XP_039429234.1|CPIP	LOC111604767|XP_023178732.2|DHYD
OG0004390	LOC120415840|XP_039433410.1|CPIP	LOC111593541|XP_023162125.2|DHYD
OG0004391	LOC120415885|XP_039433456.1|CPIP	LOC111593804|XP_023162602.1|DHYD
