Orthogroup	CPIP.longest_only	DSEC.longest_only
OG0003487	LOC120422548|XP_039441949.1|CPIP	LOC6612665|XP_002037169.1|DSEC
OG0003488	LOC120432485|XP_039453636.1|CPIP	LOC6618689|XP_032576991.1|DSEC
OG0003489	LOC120414300|XP_039431368.1|CPIP	LOC6607126|XP_002031914.2|DSEC
OG0003490	LOC120414284|XP_039431348.1|CPIP	LOC6619106|XP_002043346.2|DSEC
OG0003491	LOC120414290|XP_039431355.1|CPIP	LOC6617178|XP_032577811.1|DSEC
OG0003492	LOC120427279|XP_039448063.1|CPIP	LOC6618761|XP_032578302.1|DSEC
OG0003493	LOC120431388|XP_039452452.1|CPIP, LOC120430174|XP_039451189.1|CPIP	LOC6607343|XP_002032116.1|DSEC
OG0003494	LOC120429624|XP_039450588.1|CPIP	LOC6613833|XP_032579109.1|DSEC
OG0003495	LOC120423840|XP_039443722.1|CPIP	LOC6614490|XP_002038923.1|DSEC
OG0003496	LOC120421779|XP_039440982.1|CPIP	LOC6606450|XP_002031253.1|DSEC
OG0003497	LOC120423822|XP_039443679.1|CPIP	LOC6619212|XP_032576930.1|DSEC
OG0003498	LOC120423812|XP_039443666.1|CPIP	LOC6620131|XP_032573586.1|DSEC
OG0003499	LOC120423830|XP_039443704.1|CPIP	LOC6607114|XP_032576878.1|DSEC
OG0003500	LOC120424631|XP_039444731.1|CPIP	LOC6614670|XP_032583596.1|DSEC
OG0003502	LOC120417089|XP_039434999.1|CPIP	LOC6607321|XP_002032095.2|DSEC
OG0003503	LOC120425050|XP_039445357.1|CPIP	LOC6612613|XP_032576756.1|DSEC
OG0003504	LOC120425079|XP_039445409.1|CPIP	LOC116801564|XP_032577858.1|DSEC
OG0003505	LOC120425072|XP_039445382.1|CPIP	LOC6606483|XP_032578002.1|DSEC
OG0003506	LOC120420771|XP_039439814.1|CPIP	LOC6614044|XP_032577238.1|DSEC
OG0003507	LOC120420749|XP_039439779.1|CPIP	LOC6607548|XP_002032317.2|DSEC
OG0003508	LOC120414265|XP_039431318.1|CPIP	LOC6610432|XP_002035013.2|DSEC
OG0003509	LOC120425654|XP_039446169.1|CPIP	LOC6607439|XP_002032208.1|DSEC
OG0003510	LOC120425391|XP_039445842.1|CPIP	LOC6607629|XP_002032397.1|DSEC
OG0003511	LOC120425379|XP_039445826.1|CPIP, LOC120423575|XP_039443367.1|CPIP	LOC6607630|XP_032577649.1|DSEC
OG0003512	LOC120432131|XP_039453198.1|CPIP	LOC6607610|XP_002032378.2|DSEC
OG0003513	LOC120422588|XP_039442013.1|CPIP	LOC6607558|XP_032577482.1|DSEC
OG0003515	LOC120425435|XP_039445900.1|CPIP	LOC6608742|XP_002033465.1|DSEC
OG0003516	LOC120425433|XP_039445897.1|CPIP	LOC6606524|XP_002031325.1|DSEC
OG0003517	LOC120417083|XP_039434995.1|CPIP	LOC6616838|XP_032577445.1|DSEC
OG0003518	LOC120428062|XP_039448955.1|CPIP	LOC6614143|XP_032579123.1|DSEC
OG0003519	LOC120428068|XP_039448970.1|CPIP	LOC6605057|XP_032573179.1|DSEC
OG0003520	LOC120428064|XP_039448957.1|CPIP	LOC6605070|XP_002029911.1|DSEC
OG0003521	LOC120428073|XP_039448981.1|CPIP	LOC6605047|XP_032573903.1|DSEC
OG0003522	LOC120428076|XP_039448986.1|CPIP	LOC6608452|XP_002033186.1|DSEC
OG0003523	LOC120420489|XP_039439469.1|CPIP, LOC120413890|XP_039430798.1|CPIP	LOC6614488|XP_002038921.1|DSEC
OG0003524	LOC120428074|XP_039448984.1|CPIP	LOC6614808|XP_002039227.1|DSEC
OG0003525	LOC120430975|XP_039452041.1|CPIP	LOC6609434|XP_032571644.1|DSEC
OG0003527	LOC120430984|XP_039452080.1|CPIP	LOC6608026|XP_032572856.1|DSEC
OG0003529	LOC120428690|XP_039449692.1|CPIP	LOC6611948|XP_002036465.2|DSEC
OG0003530	LOC120428693|XP_039449695.1|CPIP	LOC6611178|XP_002035734.2|DSEC
OG0003531	LOC120427603|XP_039448414.1|CPIP	LOC6616700|XP_002041055.1|DSEC
OG0003532	LOC120427613|XP_039448428.1|CPIP	LOC6604817|XP_002029661.1|DSEC
OG0003533	LOC120423003|XP_039442559.1|CPIP	LOC6604948|XP_002029791.2|DSEC
OG0003534	LOC120424419|XP_039444463.1|CPIP	LOC6605105|XP_032574460.1|DSEC
OG0003535	LOC120430253|XP_039451272.1|CPIP	LOC6610464|XP_002035045.1|DSEC
OG0003536	LOC120421746|XP_039440953.1|CPIP	LOC6607869|XP_032570070.1|DSEC
OG0003537	LOC120424166|XP_039444150.1|CPIP	LOC6615377|XP_002039759.1|DSEC
OG0003538	LOC120424173|XP_039444159.1|CPIP	LOC6608969|XP_002033683.1|DSEC
OG0003539	LOC120424169|XP_039444152.1|CPIP	LOC6609304|XP_002033994.1|DSEC
OG0003540	LOC120424180|XP_039444170.1|CPIP	LOC6610172|XP_002034780.1|DSEC
OG0003541	LOC120417819|XP_039435959.1|CPIP	LOC116801528|XP_032577667.1|DSEC
OG0003542	LOC120417805|XP_039435937.1|CPIP	LOC6608127|XP_032573092.1|DSEC
OG0003543	LOC120417813|XP_039435950.1|CPIP	LOC6615974|XP_002040341.2|DSEC
OG0003544	LOC120417798|XP_039435930.1|CPIP	LOC6611109|XP_002035666.1|DSEC
OG0003545	LOC120419759|XP_039438516.1|CPIP	LOC6616546|XP_002040905.1|DSEC
OG0003546	LOC120419751|XP_039438502.1|CPIP	LOC6619392|XP_002043608.1|DSEC
OG0003547	LOC120419505|XP_039438136.1|CPIP	LOC6615741|XP_032570236.1|DSEC
OG0003548	LOC120419500|XP_039438125.1|CPIP	LOC6608319|XP_032572720.1|DSEC
OG0003549	LOC120419503|XP_039438135.1|CPIP	LOC6608321|XP_032571311.1|DSEC
OG0003550	LOC120429771|XP_039450762.1|CPIP	LOC6608462|XP_002033196.1|DSEC
OG0003551	LOC120417809|XP_039435942.1|CPIP	LOC6609688|XP_002034346.1|DSEC
OG0003552	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP	LOC6608597|XP_032572272.1|DSEC
OG0003553	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP	LOC6608459|XP_032570865.1|DSEC
OG0003554	LOC120419746|XP_039438483.1|CPIP	LOC6605985|XP_002030797.1|DSEC
OG0003555	LOC120417397|XP_039435358.1|CPIP	LOC6610596|XP_032573616.1|DSEC
OG0003556	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP	LOC6616371|XP_032575246.1|DSEC
OG0003557	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP	LOC6616369|XP_002040729.1|DSEC
OG0003558	LOC120414214|XP_039431247.1|CPIP	LOC6610813|XP_032575450.1|DSEC
OG0003559	LOC120429274|XP_039450425.1|CPIP	LOC6605435|XP_032576003.1|DSEC
OG0003560	LOC120422644|XP_039442081.1|CPIP	LOC6611111|XP_002035668.1|DSEC
OG0003561	LOC120422627|XP_039442056.1|CPIP	LOC6610111|XP_032572274.1|DSEC
OG0003562	LOC120422625|XP_039442053.1|CPIP	LOC6609678|XP_032573067.1|DSEC
OG0003563	LOC120431522|XP_039452553.1|CPIP, LOC120422636|XP_039442067.1|CPIP	LOC6620513|XP_002044717.1|DSEC
OG0003564	LOC120431622|XP_039452667.1|CPIP	LOC6611135|XP_002035692.2|DSEC
OG0003565	LOC120412866|XP_039429424.1|CPIP	LOC6610597|XP_002035170.1|DSEC
OG0003566	LOC120422914|XP_039442413.1|CPIP	LOC6607063|XP_032576777.1|DSEC
OG0003567	LOC120422917|XP_039442422.1|CPIP	LOC6609378|XP_002034067.1|DSEC
OG0003568	LOC120423649|XP_039443455.1|CPIP	LOC6608358|XP_032570514.1|DSEC
OG0003569	LOC120413503|XP_039430292.1|CPIP	LOC6610477|XP_002035057.1|DSEC
OG0003570	LOC120415771|XP_039433321.1|CPIP	LOC6608007|XP_002032755.1|DSEC
OG0003571	LOC120427373|XP_039448167.1|CPIP	LOC6610797|XP_002035363.2|DSEC
OG0003572	LOC120427089|XP_039447875.1|CPIP	LOC6608732|XP_032571238.1|DSEC
OG0003573	LOC120426403|XP_039447097.1|CPIP	LOC6609076|XP_002033779.1|DSEC
OG0003574	LOC120427476|XP_039448279.1|CPIP	LOC6610854|XP_032575371.1|DSEC
OG0003575	LOC120428985|XP_039450057.1|CPIP	LOC6605881|XP_002030695.2|DSEC
OG0003576	LOC120432608|XP_039453789.1|CPIP	LOC6606053|XP_002030864.1|DSEC
OG0003577	LOC120432601|XP_039453777.1|CPIP	LOC6610921|XP_002035478.1|DSEC
OG0003578	LOC120427142|XP_039447935.1|CPIP	LOC6611121|XP_002035678.1|DSEC
OG0003579	LOC120426579|XP_039447302.1|CPIP	LOC6609732|XP_002034389.1|DSEC
OG0003580	LOC120426850|XP_039447580.1|CPIP	LOC6609956|XP_002034602.1|DSEC
OG0003581	LOC120427329|XP_039448116.1|CPIP	LOC6610370|XP_032573127.1|DSEC
OG0003582	LOC120425995|XP_039446592.1|CPIP	LOC6605170|XP_032573799.1|DSEC
OG0003583	LOC120425696|XP_039446217.1|CPIP	LOC6608480|XP_002033214.1|DSEC
OG0003584	LOC120426360|XP_039447057.1|CPIP	LOC6608442|XP_002033176.2|DSEC
OG0003585	LOC120425830|XP_039446386.1|CPIP	LOC6618293|XP_002042566.1|DSEC
OG0003586	LOC120428814|XP_039449850.1|CPIP	LOC116801933|XP_032579837.1|DSEC
OG0003587	LOC120425974|XP_039446562.1|CPIP	LOC6617350|XP_002041675.1|DSEC
OG0003588	LOC120422331|XP_039441660.1|CPIP	LOC6606617|XP_002031418.1|DSEC
OG0003589	LOC120422349|XP_039441679.1|CPIP	LOC6609377|XP_002034066.1|DSEC
OG0003590	LOC120420566|XP_039439575.1|CPIP	LOC6610434|XP_002035015.1|DSEC
OG0003591	LOC120429984|XP_039451013.1|CPIP	LOC6610347|XP_032574190.1|DSEC
OG0003592	LOC120422847|XP_039442326.1|CPIP	LOC6605450|XP_032574795.1|DSEC
OG0003593	LOC120422433|XP_039441785.1|CPIP	LOC6604781|XP_032574416.1|DSEC
OG0003594	LOC120415748|XP_039433289.1|CPIP	LOC6611128|XP_032574406.1|DSEC
OG0003595	LOC120415739|XP_039433274.1|CPIP	LOC6609272|XP_032571344.1|DSEC
OG0003596	LOC120415735|XP_039433264.1|CPIP	LOC6607880|XP_002032634.2|DSEC
OG0003597	LOC120415752|XP_039433294.1|CPIP	LOC6607870|XP_002032624.1|DSEC
OG0003598	LOC120428572|XP_039449539.1|CPIP	LOC6610779|XP_032575705.1|DSEC
OG0003599	LOC120424877|XP_039445071.1|CPIP	LOC6613181|XP_002037662.1|DSEC
OG0003600	LOC120424883|XP_039445081.1|CPIP	LOC6604879|XP_032574955.1|DSEC
OG0003601	LOC120418863|XP_039437332.1|CPIP	LOC6608280|XP_032571776.1|DSEC
OG0003602	LOC120418856|XP_039437317.1|CPIP	LOC6615763|XP_032572694.1|DSEC
OG0003603	LOC120430196|XP_039451213.1|CPIP	LOC6604860|XP_002029705.1|DSEC
OG0003604	LOC120430042|XP_039451068.1|CPIP	LOC6619302|XP_032573954.1|DSEC
OG0003605	LOC120430147|XP_039451169.1|CPIP	LOC6607623|XP_002032391.1|DSEC
OG0003606	LOC120430158|XP_039451177.1|CPIP	LOC6609653|XP_002034327.1|DSEC
OG0003607	LOC120430016|XP_039451048.1|CPIP	LOC6609695|XP_002034352.1|DSEC
OG0003608	LOC120422884|XP_039442378.1|CPIP	LOC6605129|XP_002029970.1|DSEC
OG0003609	LOC120430755|XP_039451800.1|CPIP, LOC120430317|XP_039451352.1|CPIP	LOC6608298|XP_002033035.1|DSEC
OG0003610	LOC120416555|XP_039434221.1|CPIP	LOC6620534|XP_002044733.1|DSEC
OG0003611	LOC120430951|XP_039452008.1|CPIP	LOC6604985|XP_032575400.1|DSEC
OG0003612	LOC120429260|XP_039450413.1|CPIP	LOC6615272|XP_002039676.1|DSEC
OG0003613	LOC120423179|XP_039442804.1|CPIP	LOC6608019|XP_002032767.1|DSEC
OG0003614	LOC120423180|XP_039442805.1|CPIP	LOC6608020|XP_002032768.1|DSEC
OG0003615	LOC120420670|XP_039439702.1|CPIP	LOC6615699|XP_002040070.1|DSEC
OG0003616	LOC120412428|XP_039428821.1|CPIP	LOC6615560|XP_002039934.1|DSEC
OG0003617	LOC120426803|XP_039447521.1|CPIP	LOC6608858|XP_032570784.1|DSEC
OG0003618	LOC120426802|XP_039447516.1|CPIP	LOC6608857|XP_032570780.1|DSEC
OG0003619	LOC120428619|XP_039449597.1|CPIP	LOC6608914|XP_002033628.1|DSEC
OG0003620	LOC120413201|XP_039429850.1|CPIP	LOC6613028|XP_002037518.1|DSEC
OG0003621	LOC120431468|XP_039452516.1|CPIP	LOC6604981|XP_002029824.1|DSEC
OG0003622	LOC120431467|XP_039452515.1|CPIP	LOC6604982|XP_032573648.1|DSEC
OG0003623	LOC120421532|XP_039440685.1|CPIP	LOC116800661|XP_032572716.1|DSEC
OG0003624	LOC120428750|XP_039449765.1|CPIP	LOC6615755|XP_002040126.1|DSEC
OG0003625	LOC120428754|XP_039449770.1|CPIP	LOC6608017|XP_032572866.1|DSEC
OG0003626	LOC120413254|XP_039429917.1|CPIP	LOC6609294|XP_002033984.1|DSEC
OG0003627	LOC120413253|XP_039429916.1|CPIP	LOC6609842|XP_032572487.1|DSEC
OG0003628	LOC120413218|XP_039429873.1|CPIP	LOC6608353|XP_032572633.1|DSEC
OG0003629	LOC120413235|XP_039429899.1|CPIP	LOC6608939|XP_002033653.1|DSEC
OG0003630	LOC120413221|XP_039429881.1|CPIP	LOC6613016|XP_032570962.1|DSEC
OG0003631	LOC120413214|XP_039429866.1|CPIP	LOC6619379|XP_002043595.1|DSEC
OG0003632	LOC120413238|XP_039429902.1|CPIP, LOC120413263|XP_039429925.1|CPIP	LOC6610850|XP_002035416.1|DSEC
OG0003633	LOC120418504|XP_039436875.1|CPIP	LOC6608899|XP_002033613.1|DSEC
OG0003634	LOC120413204|XP_039429854.1|CPIP	LOC6604895|XP_032574517.1|DSEC
OG0003635	LOC120413156|XP_039429798.1|CPIP	LOC6610615|XP_032574100.1|DSEC
OG0003636	LOC120418625|XP_039437003.1|CPIP, LOC120418489|XP_039436860.1|CPIP	LOC6608284|XP_002033028.1|DSEC
OG0003637	LOC120418500|XP_039436871.1|CPIP	LOC6608866|XP_002033580.1|DSEC
OG0003638	LOC120424827|XP_039444982.1|CPIP	LOC6619408|XP_032573969.1|DSEC
OG0003639	LOC120424848|XP_039445030.1|CPIP	LOC6611849|XP_002036371.1|DSEC
OG0003640	LOC120420077|XP_039438936.1|CPIP	LOC6609277|XP_002033967.1|DSEC
OG0003641	LOC120420075|XP_039438933.1|CPIP	LOC6615346|XP_002039744.1|DSEC
OG0003642	LOC120420104|XP_039438985.1|CPIP	LOC6608123|XP_032570469.1|DSEC
OG0003643	LOC120420090|XP_039438956.1|CPIP	LOC6613035|XP_002037525.1|DSEC
OG0003644	LOC120420063|XP_039438911.1|CPIP	LOC6608439|XP_032572801.1|DSEC
OG0003645	LOC120429150|XP_039450289.1|CPIP	LOC6610521|XP_002035101.1|DSEC
OG0003646	LOC120429154|XP_039450296.1|CPIP	LOC6604818|XP_002029662.1|DSEC
OG0003647	LOC120416508|XP_039434160.1|CPIP	LOC6605010|XP_002029853.1|DSEC
OG0003648	LOC120416529|XP_039434180.1|CPIP	LOC6613416|XP_002037890.2|DSEC
OG0003649	LOC120428834|XP_039449884.1|CPIP	LOC6619644|XP_002043859.1|DSEC
OG0003650	LOC120428833|XP_039449883.1|CPIP	LOC6619962|XP_032581273.1|DSEC
OG0003651	LOC120413475|XP_039430248.1|CPIP	LOC6612810|XP_032579156.1|DSEC
OG0003652	LOC120418018|XP_039436195.1|CPIP	LOC6605479|XP_002030312.1|DSEC
OG0003653	LOC120418047|XP_039436229.1|CPIP	LOC6619405|XP_002043620.1|DSEC
OG0003654	LOC120424198|XP_039444190.1|CPIP	LOC6606049|XP_002030860.2|DSEC
OG0003655	LOC120425592|XP_039446107.1|CPIP	LOC6614696|XP_002039123.1|DSEC
OG0003656	LOC120425586|XP_039446097.1|CPIP	LOC6605484|XP_002030317.2|DSEC
OG0003657	LOC120418933|XP_039437404.1|CPIP	LOC6605185|XP_002030024.1|DSEC
OG0003658	LOC120418923|XP_039437387.1|CPIP	LOC6607095|XP_002031883.1|DSEC
OG0003659	LOC120418921|XP_039437385.1|CPIP	LOC6619437|XP_002043652.1|DSEC
OG0003660	LOC120418907|XP_039437368.1|CPIP	LOC6610153|XP_032573886.1|DSEC
OG0003661	LOC120420644|XP_039439656.1|CPIP	LOC6610498|XP_032573995.1|DSEC
OG0003662	LOC120420685|XP_039439714.1|CPIP	LOC6616419|XP_002040779.1|DSEC
OG0003663	LOC120412381|XP_039428743.1|CPIP	LOC6610923|XP_002035480.1|DSEC
OG0003664	LOC120412380|XP_039428739.1|CPIP	LOC6610925|XP_002035482.1|DSEC
OG0003665	LOC120412390|XP_039428765.1|CPIP	LOC6608492|XP_002033226.1|DSEC
OG0003666	LOC120412392|XP_039428773.1|CPIP	LOC6607886|XP_002032640.1|DSEC
OG0003667	LOC120413486|XP_039430270.1|CPIP	LOC6610604|XP_002035172.1|DSEC
OG0003668	LOC120412619|XP_039429103.1|CPIP	LOC6620583|XP_032570445.1|DSEC
OG0003669	LOC120421527|XP_039440680.1|CPIP	LOC6608559|XP_002033293.1|DSEC
OG0003670	LOC120421526|XP_039440679.1|CPIP	LOC6608558|XP_002033292.1|DSEC
OG0003671	LOC120429132|XP_039450264.1|CPIP	LOC6615750|XP_032570336.1|DSEC
OG0003672	LOC120424862|XP_039445049.1|CPIP	LOC6619686|XP_002043901.1|DSEC
OG0003673	LOC120430654|XP_039451694.1|CPIP	LOC6621912|XP_032571016.1|DSEC
OG0003674	LOC120422291|XP_039441617.1|CPIP	LOC6609361|XP_032570551.1|DSEC
OG0003675	LOC120422294|XP_039441621.1|CPIP	LOC6608097|XP_002032845.1|DSEC
OG0003676	LOC120422293|XP_039441620.1|CPIP	LOC6608096|XP_032572316.1|DSEC
OG0003677	LOC120423606|XP_039443405.1|CPIP	LOC116800898|XP_032573234.1|DSEC
OG0003678	LOC120419972|XP_039438782.1|CPIP	LOC6610709|XP_002035275.1|DSEC
OG0003679	LOC120419980|XP_039438792.1|CPIP	LOC6610704|XP_002035270.1|DSEC
OG0003680	LOC120414123|XP_039431085.1|CPIP	LOC6609697|XP_002034354.1|DSEC
OG0003681	LOC120414124|XP_039431086.1|CPIP	LOC6609334|XP_002034023.1|DSEC
OG0003682	LOC120414114|XP_039431076.1|CPIP	LOC6606670|XP_032577181.1|DSEC
OG0003683	LOC120414122|XP_039431084.1|CPIP	LOC6608943|XP_032571687.1|DSEC
OG0003684	LOC120417210|XP_039435108.1|CPIP, LOC120430339|XP_039451375.1|CPIP	LOC6605039|XP_002029881.1|DSEC
OG0003685	LOC120418569|XP_039436947.1|CPIP, LOC120418566|XP_039436936.1|CPIP	LOC6604949|XP_032574504.1|DSEC
OG0003686	LOC120418522|XP_039436892.1|CPIP	LOC6608424|XP_032572501.1|DSEC
OG0003687	LOC120418551|XP_039436918.1|CPIP	LOC6609673|XP_002034331.1|DSEC
OG0003688	LOC120418552|XP_039436920.1|CPIP	LOC6615556|XP_002039930.1|DSEC
OG0003689	LOC120418531|XP_039436901.1|CPIP	LOC6616584|XP_032574205.1|DSEC
OG0003690	LOC120418532|XP_039436903.1|CPIP	LOC116801074|XP_032574489.1|DSEC
OG0003691	LOC120418549|XP_039436915.1|CPIP	LOC6605833|XP_032573369.1|DSEC
OG0003692	LOC120431431|XP_039452486.1|CPIP, LOC120426205|XP_039446848.1|CPIP	LOC6608001|XP_002032749.2|DSEC
OG0003693	LOC120431880|XP_039452943.1|CPIP, LOC120414462|XP_039431584.1|CPIP	LOC6610145|XP_032574520.1|DSEC
OG0003694	LOC120414433|XP_039431551.1|CPIP	LOC6605946|XP_002030758.1|DSEC
OG0003695	LOC120414447|XP_039431568.1|CPIP	LOC6606083|XP_032574185.1|DSEC
OG0003696	LOC120429028|XP_039450098.1|CPIP	LOC6608692|XP_002033419.1|DSEC
OG0003697	LOC120423616|XP_039443417.1|CPIP	LOC6608467|XP_002033201.1|DSEC
OG0003698	LOC120426782|XP_039447490.1|CPIP	LOC6605050|XP_002029892.1|DSEC
OG0003699	LOC120419515|XP_039438149.1|CPIP	LOC6618830|XP_032571384.1|DSEC
OG0003700	LOC120419539|XP_039438182.1|CPIP	LOC6618881|XP_002043129.2|DSEC
OG0003701	LOC120419523|XP_039438168.1|CPIP	LOC6611607|XP_002036144.1|DSEC
OG0003702	LOC120413393|XP_039430125.1|CPIP	LOC6605639|XP_002030457.1|DSEC
OG0003703	LOC120413412|XP_039430151.1|CPIP	LOC6610574|XP_032574260.1|DSEC
OG0003704	LOC120413401|XP_039430135.1|CPIP	LOC6606081|XP_002030890.1|DSEC
OG0003705	LOC120430383|XP_039451415.1|CPIP, LOC120430839|XP_039451889.1|CPIP	LOC6608105|XP_032570123.1|DSEC
OG0003706	LOC120427789|XP_039448647.1|CPIP	LOC6610918|XP_002035475.1|DSEC
OG0003707	LOC120427774|XP_039448628.1|CPIP	LOC6610292|XP_032573792.1|DSEC
OG0003708	LOC120422275|XP_039441593.1|CPIP, LOC120430407|XP_039451446.1|CPIP, LOC120425139|XP_039445500.1|CPIP	LOC6605882|XP_002030696.2|DSEC
OG0003709	LOC120422287|XP_039441611.1|CPIP	LOC6608920|XP_002033634.1|DSEC
OG0003710	LOC120422282|XP_039441603.1|CPIP	LOC6608921|XP_002033635.1|DSEC
OG0003711	LOC120423774|XP_039443627.1|CPIP	LOC6619365|XP_032574634.1|DSEC
OG0003712	LOC120423787|XP_039443639.1|CPIP	LOC6609147|XP_002033849.1|DSEC
OG0003713	LOC120423763|XP_039443610.1|CPIP	LOC6610087|XP_002034703.1|DSEC
OG0003714	LOC120423785|XP_039443637.1|CPIP	LOC6610088|XP_002034704.1|DSEC
OG0003715	LOC120421632|XP_039440793.1|CPIP	LOC6604861|XP_002029706.1|DSEC
OG0003716	LOC120424482|XP_039444555.1|CPIP	LOC6605530|XP_032574244.1|DSEC
OG0003717	LOC120424490|XP_039444568.1|CPIP	LOC6605994|XP_002030805.1|DSEC
OG0003718	LOC120424499|XP_039444584.1|CPIP	LOC6604835|XP_002029680.1|DSEC
OG0003719	LOC120420919|XP_039439980.1|CPIP	LOC6605634|XP_002030452.1|DSEC
OG0003720	LOC120430130|XP_039451149.1|CPIP, LOC120431473|XP_039452521.1|CPIP	LOC6615222|XP_002039628.1|DSEC
OG0003721	LOC120431479|XP_039452528.1|CPIP, LOC120424649|XP_039444754.1|CPIP	LOC6615550|XP_002039924.1|DSEC
OG0003722	LOC120429807|XP_039450791.1|CPIP	LOC6611176|XP_032573334.1|DSEC
OG0003723	LOC120412586|XP_039429033.1|CPIP	LOC6605035|XP_002029877.1|DSEC
OG0003724	LOC120412597|XP_039429064.1|CPIP	LOC6610894|XP_002035457.1|DSEC
OG0003725	LOC120412571|XP_039429019.1|CPIP	LOC6605455|XP_032574652.1|DSEC
OG0003726	LOC120412604|XP_039429086.1|CPIP	LOC6610872|XP_032573757.1|DSEC
OG0003727	LOC120427731|XP_039448568.1|CPIP	LOC6616444|XP_002040805.2|DSEC
OG0003728	LOC120415775|XP_039433329.1|CPIP	LOC6606152|XP_002030960.1|DSEC
OG0003729	LOC120415774|XP_039433324.1|CPIP	LOC6610400|XP_032576038.1|DSEC
OG0003730	LOC120418658|XP_039437038.1|CPIP	LOC6610523|XP_032574060.1|DSEC
OG0003731	LOC120418686|XP_039437082.1|CPIP	LOC6610750|XP_002035316.1|DSEC
OG0003732	LOC120418682|XP_039437073.1|CPIP	LOC6605211|XP_002030049.1|DSEC
OG0003733	LOC120418653|XP_039437032.1|CPIP	LOC6610309|XP_032574676.1|DSEC
OG0003734	LOC120418995|XP_039437499.1|CPIP	LOC6610191|XP_032575063.1|DSEC
OG0003735	LOC120427118|XP_039447905.1|CPIP	LOC6615798|XP_002040168.1|DSEC
OG0003736	LOC120427116|XP_039447899.1|CPIP	LOC6609817|XP_032571456.1|DSEC
OG0003737	LOC120427129|XP_039447916.1|CPIP	LOC6615512|XP_002039891.1|DSEC
OG0003738	LOC120422705|XP_039442151.1|CPIP	LOC6615598|XP_032572135.1|DSEC
OG0003739	LOC120422689|XP_039442132.1|CPIP	LOC6608012|XP_032570327.1|DSEC
OG0003740	LOC120422683|XP_039442127.1|CPIP	LOC6608006|XP_002032754.1|DSEC
OG0003741	LOC120422693|XP_039442136.1|CPIP	LOC6610310|XP_002034905.1|DSEC
OG0003742	LOC120422692|XP_039442135.1|CPIP	LOC6618363|XP_002042633.1|DSEC
OG0003743	LOC120417466|XP_039435469.1|CPIP	LOC6608091|XP_032570251.1|DSEC
OG0003744	LOC120417485|XP_039435495.1|CPIP	LOC6608008|XP_002032756.1|DSEC
OG0003745	LOC120417488|XP_039435498.1|CPIP	LOC6608847|XP_002033561.1|DSEC
OG0003746	LOC120417449|XP_039435427.1|CPIP	LOC6615282|XP_032572204.1|DSEC
OG0003747	LOC120417450|XP_039435433.1|CPIP	LOC6605427|XP_002030260.1|DSEC
OG0003748	LOC120417459|XP_039435450.1|CPIP	LOC6605424|XP_002030257.2|DSEC
OG0003749	LOC120417463|XP_039435465.1|CPIP	LOC6605420|XP_002030253.1|DSEC
OG0003750	LOC120417464|XP_039435468.1|CPIP	LOC6605422|XP_002030255.1|DSEC
OG0003751	LOC120417460|XP_039435452.1|CPIP	LOC6605418|XP_032573269.1|DSEC
OG0003752	LOC120431235|XP_039452305.1|CPIP	LOC6606041|XP_032575387.1|DSEC
OG0003753	LOC120429824|XP_039450817.1|CPIP	LOC6611056|XP_002035613.1|DSEC
OG0003754	LOC120429818|XP_039450811.1|CPIP	LOC6611052|XP_032575779.1|DSEC
OG0003755	LOC120421407|XP_039440543.1|CPIP	LOC6606044|XP_032575910.1|DSEC
OG0003756	LOC120421379|XP_039440509.1|CPIP	LOC6620412|XP_032571505.1|DSEC
OG0003757	LOC120431182|XP_039452259.1|CPIP	LOC6618894|XP_002043142.1|DSEC
OG0003758	LOC120421895|XP_039441124.1|CPIP	LOC6609839|XP_032570522.1|DSEC
OG0003759	LOC120421896|XP_039441127.1|CPIP	LOC6604901|XP_032574869.1|DSEC
OG0003760	LOC120421937|XP_039441178.1|CPIP	LOC6609650|XP_032573056.1|DSEC
OG0003761	LOC120421914|XP_039441149.1|CPIP	LOC6604886|XP_002029731.1|DSEC
OG0003762	LOC120421893|XP_039441120.1|CPIP	LOC6604888|XP_032573337.1|DSEC
OG0003763	LOC120421903|XP_039441135.1|CPIP	LOC6620842|XP_032574199.1|DSEC
OG0003764	LOC120430638|XP_039451668.1|CPIP	LOC6610967|XP_032574075.1|DSEC
OG0003765	LOC120430639|XP_039451673.1|CPIP	LOC6611198|XP_002035754.1|DSEC
OG0003766	LOC120431060|XP_039452147.1|CPIP	LOC6612452|XP_002036960.1|DSEC
OG0003767	LOC120431063|XP_039452153.1|CPIP, LOC120431057|XP_039452145.1|CPIP	LOC6609305|XP_002033995.1|DSEC
OG0003768	LOC120427294|XP_039448080.1|CPIP	LOC6608644|XP_002033378.2|DSEC
OG0003769	LOC120427295|XP_039448083.1|CPIP	LOC6608639|XP_002033373.2|DSEC
OG0003770	LOC120418842|XP_039437297.1|CPIP	LOC6620113|XP_002044325.2|DSEC
OG0003771	LOC120418819|XP_039437264.1|CPIP	LOC6604847|XP_002029692.1|DSEC
