Orthogroup	CPIP.longest_only	DMEL.longest_only
OG0003719	LOC120420919|XP_039439980.1|CPIP	CG6650|NP_648685.1|DMEL
OG0003720	LOC120430130|XP_039451149.1|CPIP, LOC120431473|XP_039452521.1|CPIP	Dd|NP_608449.1|DMEL
OG0003721	LOC120431479|XP_039452528.1|CPIP, LOC120424649|XP_039444754.1|CPIP	Vps20|NP_726213.1|DMEL
OG0003722	LOC120429807|XP_039450791.1|CPIP	Pura|NP_996016.2|DMEL
OG0003723	LOC120412586|XP_039429033.1|CPIP	ghi|NP_729495.1|DMEL
OG0003724	LOC120412597|XP_039429064.1|CPIP	TM9SF3|NP_647979.1|DMEL
OG0003725	LOC120412571|XP_039429019.1|CPIP	tral|NP_001261775.1|DMEL
OG0003726	LOC120412604|XP_039429086.1|CPIP	Uev1A|NP_647959.1|DMEL
OG0003727	LOC120427731|XP_039448568.1|CPIP	Aef1|NP_001262157.1|DMEL
OG0003728	LOC120415775|XP_039433329.1|CPIP	sra|NP_524378.1|DMEL
OG0003729	LOC120415774|XP_039433324.1|CPIP	alpha-Spec|NP_001261286.1|DMEL
OG0003730	LOC120418658|XP_039437038.1|CPIP	Tet|NP_001261344.1|DMEL
OG0003731	LOC120418686|XP_039437082.1|CPIP	CG1265|NP_647878.1|DMEL
OG0003732	LOC120418682|XP_039437073.1|CPIP	Blos2|NP_648427.1|DMEL
OG0003733	LOC120418653|XP_039437032.1|CPIP	Ptp61F|NP_476687.1|DMEL
OG0003734	LOC120418995|XP_039437499.1|CPIP	Hipk|NP_001369036.1|DMEL
OG0003735	LOC120427118|XP_039447905.1|CPIP	Upf3|NP_726375.1|DMEL
OG0003736	LOC120427116|XP_039447899.1|CPIP	mRpS28|NP_523785.2|DMEL
OG0003737	LOC120427129|XP_039447916.1|CPIP	T3dh|NP_477209.2|DMEL
OG0003738	LOC120422705|XP_039442151.1|CPIP	stl|NP_001097423.1|DMEL
OG0003739	LOC120422689|XP_039442132.1|CPIP	PIG-G|NP_610292.2|DMEL
OG0003740	LOC120422683|XP_039442127.1|CPIP	dpa|NP_477185.1|DMEL
OG0003741	LOC120422693|XP_039442136.1|CPIP	312|NP_612105.1|DMEL
OG0003742	LOC120422692|XP_039442135.1|CPIP	CG6843|NP_649072.1|DMEL
OG0003743	LOC120417466|XP_039435469.1|CPIP	nito|NP_610339.1|DMEL
OG0003744	LOC120417485|XP_039435495.1|CPIP	mEFTu2|NP_610288.1|DMEL
OG0003745	LOC120417488|XP_039435498.1|CPIP	Tmem18|NP_725169.3|DMEL
OG0003746	LOC120417449|XP_039435427.1|CPIP	CG10543|NP_001369100.1|DMEL
OG0003747	LOC120417450|XP_039435433.1|CPIP	Lmx1a|NP_729801.1|DMEL
OG0003748	LOC120417459|XP_039435450.1|CPIP	CG4328|NP_648567.2|DMEL
OG0003749	LOC120417463|XP_039435465.1|CPIP	CG32100|NP_729797.1|DMEL
OG0003750	LOC120417464|XP_039435468.1|CPIP	Sms|NP_001287045.1|DMEL
OG0003751	LOC120417460|XP_039435452.1|CPIP	app|NP_996065.2|DMEL
OG0003752	LOC120431235|XP_039452305.1|CPIP	CG3764|NP_001261977.1|DMEL
OG0003753	LOC120429824|XP_039450817.1|CPIP	Ist1|NP_648058.1|DMEL
OG0003754	LOC120429818|XP_039450811.1|CPIP	velo|NP_648056.1|DMEL
OG0003755	LOC120421407|XP_039440543.1|CPIP	CG6652|NP_648946.3|DMEL
OG0003756	LOC120421379|XP_039440509.1|CPIP	CG10417|NP_610169.1|DMEL
OG0003757	LOC120431182|XP_039452259.1|CPIP	CG16896|NP_611973.2|DMEL
OG0003758	LOC120421895|XP_039441124.1|CPIP	Sik3|NP_611361.4|DMEL
OG0003759	LOC120421896|XP_039441127.1|CPIP	CG43078|NP_001246678.1|DMEL
OG0003760	LOC120421937|XP_039441178.1|CPIP	Sema1b|NP_611244.1|DMEL
OG0003761	LOC120421914|XP_039441149.1|CPIP	Pus7|NP_648231.1|DMEL
OG0003762	LOC120421893|XP_039441120.1|CPIP	CG6765|NP_648233.1|DMEL
OG0003763	LOC120421903|XP_039441135.1|CPIP	Ets65A|NP_001303373.1|DMEL
OG0003764	LOC120430638|XP_039451668.1|CPIP	CG13293|NP_648024.2|DMEL
OG0003765	LOC120430639|XP_039451673.1|CPIP	CG16865|NP_609677.1|DMEL
OG0003766	LOC120431060|XP_039452147.1|CPIP	CG6903|NP_572198.1|DMEL
OG0003767	LOC120431063|XP_039452153.1|CPIP, LOC120431057|XP_039452145.1|CPIP	Cdk5|NP_477080.1|DMEL
OG0003768	LOC120427294|XP_039448080.1|CPIP	sha|NP_001137645.1|DMEL
OG0003769	LOC120427295|XP_039448083.1|CPIP	CG7741|NP_610670.2|DMEL
OG0003770	LOC120418842|XP_039437297.1|CPIP	Cals|NP_001259086.1|DMEL
OG0003771	LOC120418819|XP_039437264.1|CPIP	cert|NP_648199.1|DMEL
OG0003772	LOC120418824|XP_039437272.1|CPIP	Use1|NP_648289.2|DMEL
OG0003773	LOC120418823|XP_039437271.1|CPIP	Etf-QO|NP_610536.1|DMEL
OG0003774	LOC120418796|XP_039437212.1|CPIP	CG1513|NP_610534.3|DMEL
OG0003775	LOC120425821|XP_039446368.1|CPIP	dome|NP_523412.1|DMEL
OG0003780	LOC120413606|XP_039430444.1|CPIP	CG6550|NP_611207.1|DMEL
OG0003782	LOC120428451|XP_039449395.1|CPIP	CG32809|NP_001245466.1|DMEL
OG0003783	LOC120429089|XP_039450183.1|CPIP	ALiX|NP_651582.1|DMEL
OG0003784	LOC120420847|XP_039439898.1|CPIP	CG8078|NP_610451.1|DMEL
OG0003785	LOC120414877|XP_039432137.1|CPIP	d4|NP_610163.1|DMEL
OG0003786	LOC120429090|XP_039450186.1|CPIP	Dgp-1|NP_611302.1|DMEL
OG0003787	LOC120416240|XP_039433876.1|CPIP	MED9|NP_788400.1|DMEL
OG0003789	LOC120424226|XP_039444217.1|CPIP	LRR|NP_001260788.1|DMEL
OG0003790	LOC120426797|XP_039447546.1|CPIP	CG8607|NP_648100.2|DMEL
OG0003791	LOC120428144|XP_039449066.1|CPIP	Dmtn|NP_001163531.1|DMEL
OG0003796	LOC120431613|XP_039452655.1|CPIP	CG7601|NP_651717.1|DMEL
OG0003797	LOC120431328|XP_039452393.1|CPIP	spel1|NP_523565.2|DMEL
OG0003798	LOC120429895|XP_039450924.1|CPIP	Wnt2|NP_476810.1|DMEL
OG0003799	LOC120429683|XP_039450649.1|CPIP	Ppa|NP_001261138.1|DMEL
OG0003800	LOC120426644|XP_039447366.1|CPIP, LOC120425449|XP_039445915.1|CPIP	noc|NP_476917.1|DMEL
OG0003801	LOC120422187|XP_039441495.1|CPIP	sNPF|NP_724239.1|DMEL
OG0003802	LOC120414704|XP_039431944.1|CPIP	CG10747|NP_610022.3|DMEL
OG0003803	LOC120414705|XP_039431945.1|CPIP	CG18731|NP_652716.1|DMEL
OG0003804	LOC120414687|XP_039431904.1|CPIP	osp|NP_001162975.1|DMEL
OG0003805	LOC120414685|XP_039431902.1|CPIP	CG3164|NP_722605.1|DMEL
OG0003806	LOC120414728|XP_039431966.1|CPIP	Fis1|NP_001137607.1|DMEL
OG0003807	LOC120414695|XP_039431920.1|CPIP	chic|NP_477016.1|DMEL
OG0003808	LOC120414660|XP_039431854.1|CPIP	Crtc|NP_001261997.1|DMEL
OG0003809	LOC120414664|XP_039431868.1|CPIP	CG10428|NP_609918.1|DMEL
OG0003810	LOC120414691|XP_039431914.1|CPIP	CG3511|NP_611935.1|DMEL
OG0003811	LOC120431189|XP_039452265.1|CPIP	Spt5|NP_652610.1|DMEL
OG0003812	LOC120427691|XP_039448514.1|CPIP	spen|NP_722615.1|DMEL
OG0003813	LOC120422792|XP_039442264.1|CPIP	Etl1|NP_609320.2|DMEL
OG0003814	LOC120428094|XP_039449013.1|CPIP	Oatp33Eb|NP_609570.1|DMEL
OG0003815	LOC120428098|XP_039449016.1|CPIP	CG10877|NP_650894.1|DMEL
OG0003816	LOC120425846|XP_039446399.1|CPIP	Top3alpha|NP_523602.2|DMEL
OG0003817	LOC120425856|XP_039446413.1|CPIP	Gdi|NP_523524.2|DMEL
OG0003818	LOC120422801|XP_039442276.1|CPIP	CG33120|NP_788073.1|DMEL
OG0003820	LOC120415689|XP_039433218.1|CPIP	hyx|NP_649863.1|DMEL
OG0003821	LOC120424559|XP_039444661.1|CPIP	Sin1|NP_610963.1|DMEL
OG0003822	LOC120423672|XP_039443491.1|CPIP	Fic|NP_609026.1|DMEL
OG0003823	LOC120428130|XP_039449046.1|CPIP	CG31663|NP_722738.1|DMEL
OG0003824	LOC120422993|XP_039442538.1|CPIP	CG13081|NP_609985.1|DMEL
OG0003825	LOC120422985|XP_039442530.1|CPIP	CG13097|NP_609237.1|DMEL
OG0003826	LOC120422986|XP_039442531.1|CPIP	CG14022|NP_608922.1|DMEL
OG0003827	LOC120413555|XP_039430369.1|CPIP	CG3769|NP_609289.1|DMEL
OG0003828	LOC120413574|XP_039430394.1|CPIP	numb|NP_523523.2|DMEL
OG0003829	LOC120413561|XP_039430374.1|CPIP	CG43333|NP_788051.1|DMEL
OG0003830	LOC120413547|XP_039430361.1|CPIP	l_2_k14505|NP_610102.1|DMEL
OG0003831	LOC120413522|XP_039430327.1|CPIP	Idh3b|NP_651000.1|DMEL
OG0003832	LOC120413520|XP_039430326.1|CPIP	CG17378|NP_609073.2|DMEL
OG0003833	LOC120431162|XP_039452233.1|CPIP	nrv2|NP_477168.1|DMEL
OG0003834	LOC120421105|XP_039440191.1|CPIP	Wee1|NP_477035.1|DMEL
OG0003835	LOC120420135|XP_039439021.1|CPIP	CG4587|NP_001285962.1|DMEL
OG0003836	LOC120422759|XP_039442243.1|CPIP	CG31800|NP_724152.1|DMEL
OG0003837	LOC120414065|XP_039431020.1|CPIP	Sidpn|NP_523599.1|DMEL
OG0003838	LOC120414098|XP_039431055.1|CPIP	IFT57|NP_608792.1|DMEL
OG0003839	LOC120414102|XP_039431059.1|CPIP	RpL24|NP_609649.1|DMEL
OG0003840	LOC120424100|XP_039444047.1|CPIP	CSN4|NP_477444.1|DMEL
OG0003841	LOC120420618|XP_039439625.1|CPIP	Slh|NP_001137769.2|DMEL
OG0003842	LOC120413626|XP_039430470.1|CPIP, LOC120429868|XP_039450879.1|CPIP	Nup154|NP_477287.1|DMEL
OG0003843	LOC120422559|XP_039441979.1|CPIP	Smg5|NP_609685.1|DMEL
OG0003844	LOC120423251|XP_039442908.1|CPIP	Ing5|NP_609647.1|DMEL
OG0003845	LOC120422875|XP_039442372.1|CPIP	CG15270|NP_609738.1|DMEL
OG0003846	LOC120422954|XP_039442477.1|CPIP	GlcAT-S|NP_001162922.1|DMEL
OG0003847	LOC120414067|XP_039431022.1|CPIP	CG18661|NP_652562.2|DMEL
OG0003848	LOC120428848|XP_039449904.1|CPIP	GckIII|NP_650596.1|DMEL
OG0003849	LOC120424905|XP_039445131.1|CPIP	CG11777|NP_724939.1|DMEL
OG0003850	LOC120432041|XP_039453108.1|CPIP, LOC120422903|XP_039442402.1|CPIP	rk|NP_476702.1|DMEL
OG0003851	LOC120417371|XP_039435320.1|CPIP, LOC120419807|XP_039438577.1|CPIP	CG9945|NP_611494.1|DMEL
OG0003852	LOC120413146|XP_039429787.1|CPIP	CG15387|NP_001097058.1|DMEL
OG0003853	LOC120431973|XP_039453045.1|CPIP, LOC120428532|XP_039449497.1|CPIP	ATPCL|NP_523755.2|DMEL
OG0003854	LOC120424964|XP_039445255.1|CPIP	yellow-b|NP_523586.1|DMEL
OG0003855	LOC120424954|XP_039445199.1|CPIP	BuGZ|NP_001260513.1|DMEL
OG0003856	LOC120424963|XP_039445251.1|CPIP	AstCC|NP_001285830.1|DMEL
OG0003857	LOC120416291|XP_039433939.1|CPIP	crp|NP_476605.1|DMEL
OG0003858	LOC120415175|XP_039432564.1|CPIP	Pfrx|NP_477451.1|DMEL
OG0003859	LOC120418955|XP_039437430.1|CPIP	CG17321|NP_609915.1|DMEL
OG0003860	LOC120418977|XP_039437458.1|CPIP	CG34195|NP_001097360.1|DMEL
OG0003861	LOC120428566|XP_039449537.1|CPIP	Cwc25|NP_608705.1|DMEL
OG0003862	LOC120427661|XP_039448473.1|CPIP	Kr-h1|NP_477466.1|DMEL
OG0003863	LOC120427680|XP_039448498.1|CPIP	tai|NP_001245949.1|DMEL
OG0003864	LOC120428621|XP_039449607.1|CPIP	CG9586|NP_001260279.1|DMEL
OG0003865	LOC120427841|XP_039448701.1|CPIP	CG5886|NP_651435.1|DMEL
OG0003866	LOC120427986|XP_039448880.1|CPIP	CG8665|NP_610107.1|DMEL
OG0003867	LOC120428244|XP_039449161.1|CPIP	CG46302|NP_001334712.1|DMEL, CG40439|NP_001036404.1|DMEL
OG0003868	LOC120416298|XP_039433950.1|CPIP	SamDC|NP_477223.2|DMEL
OG0003869	LOC120414746|XP_039431995.1|CPIP	Ptpa|NP_523466.2|DMEL
OG0003870	LOC120425148|XP_039445506.1|CPIP	Pde11|NP_609885.2|DMEL
OG0003871	LOC120429760|XP_039450746.1|CPIP	CG6583|NP_609556.2|DMEL
OG0003872	LOC120424362|XP_039444391.1|CPIP	cyp33|NP_523773.1|DMEL
OG0003873	LOC120424357|XP_039444388.1|CPIP	E2f2|NP_477355.1|DMEL
OG0003874	LOC120424351|XP_039444378.1|CPIP	Mondo|NP_724326.1|DMEL
OG0003875	LOC120424361|XP_039444390.1|CPIP	Ripalpha|NP_609351.1|DMEL
OG0003876	LOC120421723|XP_039440905.1|CPIP	RFeSP|NP_722715.1|DMEL
OG0003877	LOC120420826|XP_039439882.1|CPIP	Ku80|NP_609767.2|DMEL
OG0003878	LOC120420798|XP_039439850.1|CPIP	CG10602|NP_609916.5|DMEL
OG0003879	LOC120420800|XP_039439852.1|CPIP	CG34140|NP_001036574.1|DMEL
OG0003880	LOC120420813|XP_039439867.1|CPIP	klu|NP_001261690.1|DMEL
OG0003881	LOC120419385|XP_039437993.1|CPIP	Samtor|NP_611943.1|DMEL
OG0003882	LOC120419381|XP_039437986.1|CPIP	vlc|NP_524868.1|DMEL
OG0003883	LOC120419383|XP_039437989.1|CPIP	Smox|NP_511079.1|DMEL
OG0003884	LOC120419366|XP_039437967.1|CPIP	Sec71|NP_609675.2|DMEL
OG0003885	LOC120426843|XP_039447565.1|CPIP	COX5B|NP_609046.1|DMEL
OG0003886	LOC120426845|XP_039447567.1|CPIP	IFT52|NP_609045.2|DMEL
OG0003887	LOC120426848|XP_039447572.1|CPIP	oaf|NP_787963.2|DMEL
OG0003888	LOC120420400|XP_039439345.1|CPIP	mRRF2|NP_732771.2|DMEL
OG0003889	LOC120420038|XP_039438876.1|CPIP	Plap|NP_524666.2|DMEL
OG0003890	LOC120428643|XP_039449620.1|CPIP	CG12012|NP_647813.1|DMEL
OG0003891	LOC120428296|XP_039449239.1|CPIP	b|NP_476788.1|DMEL
OG0003892	LOC120428425|XP_039449372.1|CPIP	Pol31|NP_647659.1|DMEL
OG0003893	LOC120427581|XP_039448395.1|CPIP	Top2|NP_476760.1|DMEL
OG0003894	LOC120430899|XP_039451956.1|CPIP	STUB1|NP_477441.1|DMEL
OG0003895	LOC120431109|XP_039452196.1|CPIP	dgt3|NP_611533.2|DMEL
OG0003898	LOC120424090|XP_039444038.1|CPIP	l_2_37Cg|NP_001260563.1|DMEL
OG0003899	LOC120421965|XP_039441211.1|CPIP	shv|NP_608525.1|DMEL
OG0003900	LOC120431313|XP_039452380.1|CPIP	S|NP_523450.1|DMEL
OG0003901	LOC120425197|XP_039445561.1|CPIP	CG4935|NP_609782.2|DMEL
OG0003902	LOC120425192|XP_039445557.1|CPIP	Mnn1|NP_001036342.1|DMEL
OG0003903	LOC120425195|XP_039445560.1|CPIP	CG5287|NP_609608.1|DMEL
OG0003904	LOC120425193|XP_039445558.1|CPIP	CG31849|NP_723787.1|DMEL
OG0003905	LOC120425186|XP_039445552.1|CPIP, LOC120431362|XP_039452427.1|CPIP	CG5808|NP_651291.1|DMEL
OG0003906	LOC120416084|XP_039433701.1|CPIP	MED16|NP_611650.2|DMEL
OG0003907	LOC120420207|XP_039439130.1|CPIP	kraken|NP_477265.1|DMEL
OG0003908	LOC120420216|XP_039439141.1|CPIP	CG13949|NP_608552.1|DMEL
OG0003909	LOC120425335|XP_039445751.1|CPIP	metro|NP_610642.2|DMEL
OG0003910	LOC120425336|XP_039445761.1|CPIP	pyd3|NP_649732.1|DMEL
OG0003911	LOC120412783|XP_039429304.1|CPIP	Mon1|NP_608868.1|DMEL
OG0003912	LOC120416016|XP_039433607.1|CPIP	CG18480|NP_609761.1|DMEL
OG0003913	LOC120423640|XP_039443448.1|CPIP	CG9008|NP_001285908.1|DMEL
OG0003914	LOC120415784|XP_039433348.1|CPIP, LOC120430019|XP_039451047.1|CPIP	RfC38|NP_609494.1|DMEL
OG0003915	LOC120430021|XP_039451050.1|CPIP	CG32736|NP_727152.1|DMEL
OG0003916	LOC120423138|XP_039442751.1|CPIP	GMF|NP_609787.2|DMEL
OG0003917	LOC120420895|XP_039439950.1|CPIP	CG14020|NP_001260097.1|DMEL
OG0003918	LOC120419788|XP_039438561.1|CPIP	escl|NP_723702.1|DMEL
OG0003919	LOC120426940|XP_039447694.1|CPIP	Hydr2|NP_608751.2|DMEL
OG0003920	LOC120426945|XP_039447701.1|CPIP	Cdk9|NP_477226.2|DMEL
OG0003921	LOC120422518|XP_039441910.1|CPIP	Hr38|NP_477119.1|DMEL
OG0003922	LOC120422865|XP_039442350.1|CPIP	Wdr59|NP_995682.1|DMEL
OG0003923	LOC120423125|XP_039442741.1|CPIP	Zip102B|NP_651919.3|DMEL
OG0003924	LOC120422459|XP_039441839.1|CPIP	GstE14|NP_610855.1|DMEL
OG0003925	LOC120415486|XP_039432987.1|CPIP	Col4a1|NP_723044.1|DMEL
OG0003926	LOC120415476|XP_039432973.1|CPIP	eIF3h|NP_524834.2|DMEL
OG0003927	LOC120419186|XP_039437787.1|CPIP	mio|NP_608656.1|DMEL
OG0003928	LOC120416027|XP_039433622.1|CPIP	PIG-U|NP_609238.1|DMEL
OG0003929	LOC120415970|XP_039433553.1|CPIP	CG6230|NP_609490.1|DMEL
OG0003930	LOC120416775|XP_039434573.1|CPIP	Hmgcl|NP_609089.1|DMEL
OG0003931	LOC120416767|XP_039434547.1|CPIP	Nhe3|NP_723202.2|DMEL
OG0003932	LOC120422499|XP_039441887.1|CPIP, LOC120431033|XP_039452120.1|CPIP	flz|NP_001137622.1|DMEL
OG0003933	LOC120416100|XP_039433717.1|CPIP	tank|NP_608864.1|DMEL
OG0003934	LOC120416101|XP_039433718.1|CPIP	Trs23|NP_609247.1|DMEL
OG0003935	LOC120416078|XP_039433681.1|CPIP	CG8370|NP_611073.2|DMEL
OG0003936	LOC120416091|XP_039433708.1|CPIP	Ufc1|NP_611074.1|DMEL
OG0003937	LOC120426129|XP_039446765.1|CPIP, LOC120427963|XP_039448852.1|CPIP	CG14764|NP_788283.1|DMEL
OG0003938	LOC120427952|XP_039448838.1|CPIP	CG34126|NP_001260066.1|DMEL
OG0003939	LOC120427955|XP_039448842.1|CPIP	CG7742|NP_608913.1|DMEL
OG0003940	LOC120427958|XP_039448846.1|CPIP	mRpL28|NP_608887.1|DMEL
OG0003941	LOC120427960|XP_039448849.1|CPIP	CG8891|NP_608890.1|DMEL
OG0003942	LOC120430518|XP_039451564.1|CPIP	spz3|NP_609160.2|DMEL
OG0003943	LOC120419848|XP_039438620.1|CPIP	CG31917|NP_608895.1|DMEL
OG0003944	LOC120412827|XP_039429367.1|CPIP	CG5446|NP_609565.1|DMEL
OG0003945	LOC120425646|XP_039446165.1|CPIP	levy|NP_611805.1|DMEL
OG0003946	LOC120412818|XP_039429358.1|CPIP	fon|NP_609959.1|DMEL
OG0003947	LOC120412814|XP_039429350.1|CPIP	pigeon|NP_476946.1|DMEL
OG0003948	LOC120413552|XP_039430365.1|CPIP	mEFTs|NP_609847.1|DMEL
OG0003949	LOC120413516|XP_039430309.1|CPIP	Dhc36C|NP_001369131.1|DMEL
OG0003950	LOC120416604|XP_039434332.1|CPIP	mtm|NP_523489.1|DMEL
OG0003951	LOC120416601|XP_039434325.1|CPIP	CG9098|NP_608979.2|DMEL
OG0003952	LOC120416875|XP_039434704.1|CPIP	Ppt2|NP_609500.1|DMEL
OG0003953	LOC120416871|XP_039434700.1|CPIP	l_2_k09022|NP_609079.2|DMEL
OG0003954	LOC120416870|XP_039434699.1|CPIP	CG1273|NP_647883.1|DMEL
OG0003955	LOC120419817|XP_039438589.1|CPIP	Ir31a|NP_001260346.1|DMEL
OG0003956	LOC120419695|XP_039438420.1|CPIP	kon|NP_609881.3|DMEL
OG0003957	LOC120415976|XP_039433560.1|CPIP	CG13671|NP_648202.1|DMEL
OG0003958	LOC120415997|XP_039433586.1|CPIP	CG9919|NP_573119.1|DMEL
OG0003959	LOC120416772|XP_039434567.1|CPIP, LOC120423459|XP_039443215.1|CPIP	Ipk1|NP_001097387.1|DMEL
OG0003960	LOC120423479|XP_039443248.1|CPIP	tilB|NP_608460.1|DMEL
OG0003961	LOC120426941|XP_039447696.1|CPIP	CG7115|NP_609154.1|DMEL
OG0003962	LOC120421121|XP_039440213.1|CPIP	Rpn11|NP_608905.1|DMEL
OG0003963	LOC120418613|XP_039436991.1|CPIP	CG10702|NP_724157.1|DMEL
OG0003964	LOC120418610|XP_039436988.1|CPIP	Snx1|NP_608777.1|DMEL
OG0003965	LOC120416275|XP_039433912.1|CPIP	Bsg|NP_723346.2|DMEL
OG0003966	LOC120419804|XP_039438574.1|CPIP	CG17683|NP_001036428.1|DMEL
OG0003967	LOC120426262|XP_039446933.1|CPIP	MESK2|NP_995914.1|DMEL
OG0003968	LOC120422617|XP_039442045.1|CPIP	Fkbp14|NP_001246448.1|DMEL
OG0003969	LOC120424553|XP_039444654.1|CPIP	cnk|NP_725671.1|DMEL
OG0003970	LOC120415725|XP_039433255.1|CPIP	BBS8|NP_608524.1|DMEL
OG0003971	LOC120415529|XP_039433020.1|CPIP	CYLD|NP_723554.1|DMEL
OG0003972	LOC120415531|XP_039433024.1|CPIP	sstn|NP_648745.1|DMEL
OG0003973	LOC120415596|XP_039433122.1|CPIP	Atf-2|NP_001033973.1|DMEL
OG0003974	LOC120421989|XP_039441237.1|CPIP, LOC120415540|XP_039433040.1|CPIP	RpIII128|NP_523706.1|DMEL
OG0003975	LOC120421993|XP_039441239.1|CPIP	CG34398|NP_001097127.1|DMEL
OG0003976	LOC120421129|XP_039440223.1|CPIP	CG10166|NP_609980.1|DMEL
OG0003977	LOC120421130|XP_039440224.1|CPIP	ND-B22|NP_609642.1|DMEL
OG0003978	LOC120421127|XP_039440220.1|CPIP	rept|NP_524156.1|DMEL
OG0003983	LOC120422424|XP_039441772.1|CPIP	CG31826|NP_001260473.1|DMEL
OG0003984	LOC120415584|XP_039433106.1|CPIP	Acn|NP_609935.1|DMEL
OG0003985	LOC120415535|XP_039433028.1|CPIP	CG10492|NP_001097179.1|DMEL
OG0003986	LOC120431971|XP_039453044.1|CPIP, LOC120424990|XP_039445293.1|CPIP	Wnt10|NP_609109.3|DMEL
OG0003987	LOC120424987|XP_039445290.1|CPIP	ninaC|NP_523503.2|DMEL
OG0003988	LOC120413872|XP_039430776.1|CPIP	CG4230|NP_001260087.1|DMEL
OG0003989	LOC120412463|XP_039428871.1|CPIP, LOC120417603|XP_039435656.1|CPIP	ThrRS|NP_723725.1|DMEL
OG0003990	LOC120418258|XP_039436512.1|CPIP, LOC120412475|XP_039428898.1|CPIP	Su_H_|NP_476868.1|DMEL
OG0003991	LOC120417577|XP_039435625.1|CPIP, LOC120412478|XP_039428901.1|CPIP	ine|NP_477012.1|DMEL
OG0003992	LOC120417752|XP_039435844.1|CPIP, LOC120412452|XP_039428850.1|CPIP	CG15443|NP_608839.1|DMEL
OG0003993	LOC120412453|XP_039428851.1|CPIP, LOC120412449|XP_039428846.1|CPIP, LOC120417818|XP_039435963.1|CPIP	CG15431|NP_608831.1|DMEL
OG0003994	LOC120422389|XP_039441732.1|CPIP	beta4GalNAcTB|NP_651657.1|DMEL
OG0003995	LOC120419018|XP_039437519.1|CPIP	CG4679|NP_610854.1|DMEL
OG0003996	LOC120414560|XP_039431714.1|CPIP	CG13748|NP_610430.1|DMEL
OG0003997	LOC120419468|XP_039438088.1|CPIP	CG5160|NP_609112.1|DMEL
OG0003998	LOC120432469|XP_039453632.1|CPIP	Nipped-B|NP_001036451.1|DMEL
OG0003999	LOC120432431|XP_039453583.1|CPIP	Spf45|NP_001036426.1|DMEL
OG0004000	LOC120427066|XP_039447838.1|CPIP	Uros1|NP_572507.1|DMEL
OG0004001	LOC120421175|XP_039440304.1|CPIP	IntS1|NP_611875.1|DMEL
OG0004002	LOC120421172|XP_039440301.1|CPIP	mRpS18B|NP_523606.1|DMEL
OG0004003	LOC120419673|XP_039438378.1|CPIP	Ca-beta|NP_001260375.1|DMEL
OG0004004	LOC120419677|XP_039438398.1|CPIP	PGAP5|NP_609191.1|DMEL
OG0004005	LOC120419651|XP_039438342.1|CPIP	Oscillin|NP_608938.1|DMEL
OG0004006	LOC120426885|XP_039447622.1|CPIP	CG2614|NP_610045.1|DMEL
OG0004007	LOC120426888|XP_039447627.1|CPIP	CG9662|NP_001259997.1|DMEL
OG0004008	LOC120426896|XP_039447635.1|CPIP	kis|NP_001137761.1|DMEL
OG0004009	LOC120415573|XP_039433086.1|CPIP	Eogt|NP_608678.1|DMEL
OG0004010	LOC120426649|XP_039447373.1|CPIP	CenG1A|NP_723849.1|DMEL
OG0004011	LOC120421287|XP_039440412.1|CPIP	ics|NP_609665.2|DMEL
OG0004012	LOC120421294|XP_039440419.1|CPIP	sit|NP_651063.1|DMEL
OG0004013	LOC120414556|XP_039431701.1|CPIP	bgm|NP_524698.1|DMEL
OG0004014	LOC120414587|XP_039431760.1|CPIP	GlyRS|NP_730022.1|DMEL
OG0004015	LOC120414590|XP_039431764.1|CPIP	CG16974|NP_609610.2|DMEL
OG0004016	LOC120414585|XP_039431753.1|CPIP	GATAd|NP_609383.2|DMEL
OG0004017	LOC120419461|XP_039438077.1|CPIP	Tps1|NP_608827.1|DMEL
OG0004018	LOC120419464|XP_039438082.1|CPIP	Pgant3|NP_610256.1|DMEL
OG0004019	LOC120432436|XP_039453588.1|CPIP	Rhau|NP_610056.1|DMEL
OG0004020	LOC120432423|XP_039453560.1|CPIP	SerRS|NP_608743.2|DMEL
OG0004021	LOC120432438|XP_039453590.1|CPIP	CG3542|NP_608738.1|DMEL
OG0004022	LOC120432120|XP_039453191.1|CPIP, LOC120420528|XP_039439533.1|CPIP	heix|NP_523581.1|DMEL
OG0004023	LOC120420527|XP_039439531.1|CPIP	CG15905|NP_611436.2|DMEL
OG0004024	LOC120420517|XP_039439511.1|CPIP	Trpgamma|NP_001137830.2|DMEL
OG0004025	LOC120413873|XP_039430777.1|CPIP	Fkbp59|NP_524895.2|DMEL
OG0004026	LOC120413842|XP_039430731.1|CPIP	aop|NP_722766.1|DMEL
OG0004027	LOC120413880|XP_039430788.1|CPIP, LOC120413835|XP_039430724.1|CPIP	CG33680|NP_001027448.1|DMEL
OG0004028	LOC120418251|XP_039436502.1|CPIP	obst-E|NP_723116.1|DMEL
OG0004029	LOC120418283|XP_039436548.1|CPIP	Agpat2|NP_609231.2|DMEL
OG0004030	LOC120423405|XP_039443140.1|CPIP	Stoml2|NP_001261161.1|DMEL
OG0004031	LOC120423384|XP_039443101.1|CPIP	CG17211|NP_609552.1|DMEL
OG0004032	LOC120425173|XP_039445541.1|CPIP	cta|NP_001036421.1|DMEL
OG0004033	LOC120412691|XP_039429201.1|CPIP	CG5853|NP_788019.1|DMEL
