Orthogroup	CPIP.longest_only	DSIM.longest_only
OG0005020	LOC120420088|XP_039438953.1|CPIP	LOC6733801|XP_002080845.1|DSIM
OG0005021	LOC120420066|XP_039438919.1|CPIP	LOC6731800|XP_002078935.1|DSIM
OG0005022	LOC120420060|XP_039438908.1|CPIP	LOC6736373|XP_002083249.1|DSIM
OG0005023	LOC120420061|XP_039438909.1|CPIP	LOC6733768|XP_016026723.1|DSIM
OG0005024	LOC120420111|XP_039438993.1|CPIP	LOC6736401|XP_039150126.1|DSIM
OG0005025	LOC120429151|XP_039450290.1|CPIP	LOC27209462|XP_016031163.1|DSIM
OG0005026	LOC120429157|XP_039450299.1|CPIP	LOC6737216|XP_002084056.1|DSIM
OG0005027	LOC120416524|XP_039434174.1|CPIP	LOC6736693|XP_039149095.1|DSIM
OG0005028	LOC120416510|XP_039434161.1|CPIP	LOC6728344|XP_016034970.1|DSIM
OG0005029	LOC120416487|XP_039434140.1|CPIP	LOC6738481|XP_002085288.2|DSIM
OG0005030	LOC120428830|XP_039449875.1|CPIP	LOC6736206|XP_002083101.1|DSIM
OG0005031	LOC120430776|XP_039451819.1|CPIP	LOC6737568|XP_016031357.1|DSIM
OG0005032	LOC120413472|XP_039430243.1|CPIP	LOC6738964|XP_016032791.1|DSIM
OG0005033	LOC120413444|XP_039430207.1|CPIP	LOC27208506|XP_016030547.1|DSIM
OG0005034	LOC120429603|XP_039450569.1|CPIP	LOC27209473|XP_016030549.1|DSIM
OG0005035	LOC120418036|XP_039436215.1|CPIP	LOC6738959|XP_016032785.1|DSIM
OG0005036	LOC120418030|XP_039436211.1|CPIP	LOC6736504|XP_002083374.1|DSIM
OG0005037	LOC120418031|XP_039436212.1|CPIP	LOC6737419|XP_016031185.1|DSIM
OG0005038	LOC120418931|XP_039437401.1|CPIP	LOC6736648|XP_016030242.1|DSIM
OG0005039	LOC120418922|XP_039437386.1|CPIP	LOC6730952|XP_002078115.1|DSIM
OG0005040	LOC120418912|XP_039437374.1|CPIP	LOC6738987|XP_002085782.2|DSIM
OG0005041	LOC120418938|XP_039437410.1|CPIP	LOC6738951|XP_002085746.1|DSIM
OG0005042	LOC120418910|XP_039437372.1|CPIP	LOC6736526|XP_002083396.2|DSIM
OG0005043	LOC120418914|XP_039437379.1|CPIP	LOC27206904|XP_016028815.1|DSIM
OG0005044	LOC120418909|XP_039437370.1|CPIP	LOC6735478|XP_002082417.1|DSIM
OG0005049	LOC120420676|XP_039439708.1|CPIP	LOC6738957|XP_039149584.1|DSIM
OG0005050	LOC120420647|XP_039439660.1|CPIP	LOC6739397|XP_016027096.1|DSIM
OG0005051	LOC120420652|XP_039439670.1|CPIP	LOC6738973|XP_016032800.1|DSIM
OG0005052	LOC120420674|XP_039439705.1|CPIP	LOC6738975|XP_002085770.1|DSIM
OG0005053	LOC120412395|XP_039428779.1|CPIP	LOC6731662|XP_002078802.1|DSIM
OG0005054	LOC120412373|XP_039428730.1|CPIP	LOC6738842|XP_016032662.1|DSIM
OG0005055	LOC120412398|XP_039428788.1|CPIP	LOC6726480|XP_016040095.1|DSIM
OG0005056	LOC120412424|XP_039428819.1|CPIP	LOC6734622|XP_016027773.1|DSIM
OG0005057	LOC120413439|XP_039430188.1|CPIP	LOC6737151|XP_016030792.1|DSIM
OG0005058	LOC120413476|XP_039430249.1|CPIP	LOC6736860|XP_039149199.1|DSIM
OG0005059	LOC120414620|XP_039431784.1|CPIP	LOC6736119|XP_016029507.1|DSIM
OG0005060	LOC120414643|XP_039431813.1|CPIP	LOC6736118|XP_016029501.1|DSIM
OG0005061	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP	LOC6731221|XP_002078380.2|DSIM
OG0005062	LOC120412582|XP_039429026.1|CPIP	LOC6735970|XP_016029327.1|DSIM
OG0005063	LOC120421550|XP_039440711.1|CPIP	LOC6730394|XP_002102052.1|DSIM
OG0005064	LOC120424851|XP_039445034.1|CPIP	LOC6738244|XP_002085056.1|DSIM
OG0005065	LOC120412906|XP_039429472.1|CPIP	LOC6733393|XP_016026315.1|DSIM
OG0005066	LOC120412896|XP_039429460.1|CPIP	LOC6734786|XP_002081789.2|DSIM
OG0005067	LOC120430655|XP_039451695.1|CPIP	LOC6735684|XP_016029054.1|DSIM
OG0005068	LOC120428827|XP_039449869.1|CPIP	LOC6738552|XP_002085357.2|DSIM
OG0005069	LOC120422298|XP_039441624.1|CPIP	LOC6733467|XP_002080524.1|DSIM
OG0005070	LOC120420354|XP_039439284.1|CPIP	LOC6739507|XP_016029346.1|DSIM
OG0005071	LOC120420358|XP_039439291.1|CPIP	LOC6737695|XP_016031463.1|DSIM
OG0005072	LOC120426781|XP_039447489.1|CPIP	LOC27206706|XP_016037648.1|DSIM
OG0005073	LOC120416575|XP_039434242.1|CPIP	LOC6735068|XP_002082045.1|DSIM
OG0005074	LOC120416564|XP_039434229.1|CPIP	LOC6737210|XP_016030905.1|DSIM
OG0005075	LOC120420073|XP_039438930.1|CPIP	LOC6735562|XP_002082482.1|DSIM
OG0005076	LOC120420080|XP_039438941.1|CPIP	LOC6733939|XP_002080983.2|DSIM
OG0005078	LOC120419978|XP_039438787.1|CPIP	LOC6736655|XP_016030256.1|DSIM
OG0005079	LOC120414138|XP_039431106.1|CPIP	LOC6736160|XP_016029568.1|DSIM
OG0005080	LOC120418547|XP_039436913.1|CPIP	LOC6736555|XP_016030133.1|DSIM
OG0005081	LOC120418527|XP_039436897.1|CPIP	LOC6733302|XP_016026225.1|DSIM
OG0005082	LOC120418528|XP_039436899.1|CPIP	LOC6738204|XP_002085017.1|DSIM
OG0005083	LOC120418530|XP_039436900.1|CPIP	LOC6731433|XP_002078584.1|DSIM
OG0005084	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP	LOC6737993|XP_039149684.1|DSIM
OG0005085	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP	LOC6737624|XP_039149899.1|DSIM
OG0005086	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP	LOC6733375|XP_002080432.2|DSIM
OG0005087	LOC120431426|XP_039452480.1|CPIP	LOC6737488|XP_016031270.1|DSIM
OG0005088	LOC120414436|XP_039431555.1|CPIP	LOC6733933|XP_039147400.1|DSIM
OG0005089	LOC120414481|XP_039431609.1|CPIP	LOC6733935|XP_002080979.1|DSIM
OG0005090	LOC120432578|XP_039453744.1|CPIP	LOC6735251|XP_002082224.1|DSIM
OG0005091	LOC120414463|XP_039431586.1|CPIP	LOC6734204|XP_039148067.1|DSIM
OG0005092	LOC120426140|XP_039446791.1|CPIP	LOC6737166|XP_002084012.1|DSIM
OG0005093	LOC120426135|XP_039446771.1|CPIP	LOC6738745|XP_016032556.1|DSIM
OG0005094	LOC120417615|XP_039435663.1|CPIP	LOC6736653|XP_039149939.1|DSIM
OG0005095	LOC120417605|XP_039435645.1|CPIP	LOC6736149|XP_016029535.1|DSIM
OG0005096	LOC120417619|XP_039435667.1|CPIP	LOC6730790|XP_002077958.1|DSIM
OG0005097	LOC120416046|XP_039433637.1|CPIP	LOC6735586|XP_016028948.1|DSIM
OG0005098	LOC120416047|XP_039433639.1|CPIP	LOC6736092|XP_016029486.1|DSIM
OG0005099	LOC120423595|XP_039443390.1|CPIP	LOC6736135|XP_002083035.1|DSIM
OG0005100	LOC120423622|XP_039443424.1|CPIP	LOC6736136|XP_016029525.1|DSIM
OG0005101	LOC120423604|XP_039443403.1|CPIP	LOC6727374|XP_002102759.1|DSIM
OG0005102	LOC120419517|XP_039438151.1|CPIP	LOC6735474|XP_016028781.1|DSIM
OG0005103	LOC120419522|XP_039438166.1|CPIP	LOC6735983|XP_002082892.1|DSIM
OG0005104	LOC120413407|XP_039430146.1|CPIP	LOC6731519|XP_002078667.1|DSIM
OG0005105	LOC120413431|XP_039430176.1|CPIP	LOC6738448|XP_002085255.1|DSIM
OG0005106	LOC120413416|XP_039430155.1|CPIP	LOC6736537|XP_039150056.1|DSIM
OG0005107	LOC120413382|XP_039430114.1|CPIP	LOC6736579|XP_002083441.1|DSIM
OG0005108	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP	LOC6734442|XP_002081462.1|DSIM
OG0005109	LOC120417530|XP_039435546.1|CPIP	LOC6725663|XP_002106669.2|DSIM
OG0005110	LOC120420040|XP_039438875.1|CPIP	LOC6738354|XP_002085164.2|DSIM
OG0005111	LOC120427787|XP_039448643.1|CPIP	LOC6736920|XP_016030566.1|DSIM
OG0005112	LOC120427785|XP_039448640.1|CPIP	LOC6736310|XP_002083194.1|DSIM
OG0005113	LOC120427783|XP_039448638.1|CPIP	LOC6736919|XP_016030570.1|DSIM
OG0005114	LOC120429198|XP_039450340.1|CPIP	LOC6736467|XP_002083338.1|DSIM
OG0005115	LOC120422286|XP_039441610.1|CPIP	LOC6731023|XP_016023512.1|DSIM
OG0005116	LOC120424974|XP_039445264.1|CPIP	LOC6738378|XP_002085187.1|DSIM
OG0005117	LOC120424977|XP_039445268.1|CPIP	LOC6739933|XP_039152697.1|DSIM
OG0005118	LOC120424982|XP_039445284.1|CPIP	LOC6731695|XP_002078831.2|DSIM
OG0005119	LOC120431356|XP_039452418.1|CPIP	LOC6734599|XP_016027731.1|DSIM
OG0005120	LOC120421624|XP_039440786.1|CPIP	LOC6736416|XP_016029919.1|DSIM
OG0005121	LOC120421674|XP_039440838.1|CPIP	LOC6738694|XP_002085496.1|DSIM
OG0005122	LOC120424488|XP_039444565.1|CPIP	LOC6737909|XP_016031684.1|DSIM
OG0005123	LOC120424498|XP_039444582.1|CPIP	LOC6738591|XP_002085395.1|DSIM
OG0005124	LOC120424477|XP_039444546.1|CPIP	LOC6738368|XP_039149611.1|DSIM
OG0005125	LOC120424495|XP_039444576.1|CPIP	LOC6738370|XP_039149596.1|DSIM
OG0005126	LOC120423518|XP_039443295.1|CPIP	LOC6737279|XP_016030996.1|DSIM
OG0005127	LOC120423507|XP_039443282.1|CPIP	LOC6736442|XP_002083313.1|DSIM
OG0005128	LOC120420909|XP_039439968.1|CPIP	LOC6734250|XP_016027300.1|DSIM
OG0005129	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP	LOC6738860|XP_016032683.1|DSIM
OG0005130	LOC120430133|XP_039451153.1|CPIP	LOC6738904|XP_002085699.1|DSIM
OG0005132	LOC120412631|XP_039429120.1|CPIP	LOC6737612|XP_002084444.1|DSIM
OG0005133	LOC120412593|XP_039429057.1|CPIP	LOC6736619|XP_016030206.1|DSIM
OG0005134	LOC120412581|XP_039429025.1|CPIP	LOC6737836|XP_016031610.2|DSIM
OG0005135	LOC120412623|XP_039429107.1|CPIP	LOC27206271|XP_016029927.1|DSIM
OG0005136	LOC120412587|XP_039429034.1|CPIP	LOC6736426|XP_016029930.1|DSIM
OG0005137	LOC120428832|XP_039449881.1|CPIP	LOC27207840|XP_016036565.1|DSIM
OG0005138	LOC120416503|XP_039434154.1|CPIP	LOC6736898|XP_002083751.1|DSIM
OG0005139	LOC120416504|XP_039434155.1|CPIP	LOC6736962|XP_016030601.1|DSIM
OG0005140	LOC120416523|XP_039434173.1|CPIP	LOC6731024|XP_002078185.1|DSIM
OG0005141	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP	LOC6734701|XP_039147840.1|DSIM
OG0005142	LOC120426296|XP_039446981.1|CPIP	LOC6737325|XP_002084163.1|DSIM
OG0005143	LOC120415768|XP_039433310.1|CPIP	LOC6737318|XP_016031039.1|DSIM
OG0005144	LOC120415816|XP_039433374.1|CPIP	LOC6737320|XP_002084158.1|DSIM
OG0005145	LOC120415818|XP_039433376.1|CPIP	LOC6737322|XP_002084160.1|DSIM
OG0005146	LOC120415809|XP_039433370.1|CPIP	LOC6738996|XP_002085791.1|DSIM
OG0005147	LOC120415810|XP_039433371.1|CPIP	LOC6738995|XP_016032822.1|DSIM
OG0005148	LOC120418654|XP_039437033.1|CPIP	LOC6737415|XP_016031175.1|DSIM
OG0005149	LOC120418652|XP_039437030.1|CPIP	LOC6734986|XP_002081968.1|DSIM
OG0005150	LOC120418673|XP_039437056.1|CPIP	LOC6738312|XP_002085122.1|DSIM
OG0005151	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP	LOC6736759|XP_002083615.2|DSIM
OG0005152	LOC120418659|XP_039437040.1|CPIP	LOC6736755|XP_002083611.1|DSIM
OG0005153	LOC120418665|XP_039437050.1|CPIP	LOC6736753|XP_002083609.1|DSIM
OG0005154	LOC120418680|XP_039437070.1|CPIP	LOC6736751|XP_016030376.1|DSIM
OG0005155	LOC120419001|XP_039437507.1|CPIP	LOC6736220|XP_039149392.1|DSIM
OG0005156	LOC120427117|XP_039447904.1|CPIP	LOC6727239|XP_002102631.1|DSIM
OG0005157	LOC120427130|XP_039447918.1|CPIP	LOC6735686|XP_016029057.1|DSIM
OG0005158	LOC120419527|XP_039438173.1|CPIP	LOC6737002|XP_016030628.1|DSIM
OG0005159	LOC120419525|XP_039438171.1|CPIP	LOC6738345|XP_016032191.2|DSIM
OG0005160	LOC120419520|XP_039438163.1|CPIP	LOC6739659|XP_002076553.1|DSIM
OG0005161	LOC120422697|XP_039442142.1|CPIP	LOC6739516|XP_016029406.1|DSIM
OG0005162	LOC120422702|XP_039442147.1|CPIP	LOC6725514|XP_002106527.1|DSIM
OG0005163	LOC120417455|XP_039435446.1|CPIP	LOC6739106|XP_002085899.1|DSIM
OG0005164	LOC120417458|XP_039435449.1|CPIP	LOC27209466|XP_016031585.1|DSIM
OG0005165	LOC120429715|XP_039450688.1|CPIP	LOC6733237|XP_016026117.1|DSIM
OG0005166	LOC120421404|XP_039440540.1|CPIP	LOC6726803|XP_002102210.1|DSIM
OG0005167	LOC120421405|XP_039440541.1|CPIP	LOC6726802|XP_002102209.2|DSIM
OG0005168	LOC120421394|XP_039440529.1|CPIP	LOC6738414|XP_002085223.2|DSIM
OG0005169	LOC120421393|XP_039440528.1|CPIP	LOC6736717|XP_016030329.1|DSIM
OG0005170	LOC120421391|XP_039440525.1|CPIP	LOC6736716|XP_016030326.1|DSIM
OG0005171	LOC120421392|XP_039440527.1|CPIP	LOC6736715|XP_002083571.1|DSIM
OG0005172	LOC120421386|XP_039440514.1|CPIP	LOC6735560|XP_016028897.1|DSIM
OG0005173	LOC120431184|XP_039452260.1|CPIP	LOC6733289|XP_002080352.3|DSIM
OG0005174	LOC120431186|XP_039452262.1|CPIP	LOC6735889|XP_016029244.1|DSIM
OG0005175	LOC120421921|XP_039441155.1|CPIP	LOC6735870|XP_002082780.2|DSIM
OG0005176	LOC120421930|XP_039441169.1|CPIP	LOC6735158|XP_016028438.1|DSIM
OG0005177	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP	LOC6735872|XP_016029235.1|DSIM
OG0005178	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP	LOC6737290|XP_002084130.1|DSIM
OG0005179	LOC120421898|XP_039441130.1|CPIP	LOC6737307|XP_002084147.2|DSIM
OG0005180	LOC120430636|XP_039451665.1|CPIP	LOC6736364|XP_016029857.1|DSIM
OG0005181	LOC120431061|XP_039452148.1|CPIP	LOC6726132|XP_016039646.1|DSIM
OG0005182	LOC120431062|XP_039452149.1|CPIP	LOC6733679|XP_016026650.1|DSIM
OG0005183	LOC120431056|XP_039452144.1|CPIP	LOC6733870|XP_016026892.1|DSIM
OG0005184	LOC120427289|XP_039448075.1|CPIP	LOC6733867|XP_039147390.1|DSIM
OG0005185	LOC120427293|XP_039448079.1|CPIP	LOC6733694|XP_016026666.1|DSIM
OG0005186	LOC120427296|XP_039448084.1|CPIP	LOC6733982|XP_016027015.1|DSIM
OG0005187	LOC120418809|XP_039437240.1|CPIP	LOC6733290|XP_039147935.1|DSIM
OG0005188	LOC120418812|XP_039437257.1|CPIP	LOC6735118|XP_016028393.1|DSIM
OG0005189	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP	LOC6726438|XP_016039996.1|DSIM
OG0005191	LOC120429227|XP_039450375.1|CPIP	LOC6727837|XP_016034423.1|DSIM
OG0005196	LOC120429042|XP_039450114.1|CPIP	LOC6738839|XP_002085639.1|DSIM
OG0005199	LOC120428478|XP_039449426.1|CPIP	LOC6734631|XP_002081639.1|DSIM
OG0005200	LOC120424300|XP_039444319.1|CPIP	LOC6734898|XP_002081895.1|DSIM
OG0005201	LOC120424220|XP_039444208.1|CPIP	LOC6736166|XP_002083066.1|DSIM
OG0005202	LOC120413952|XP_039430889.1|CPIP	LOC27208914|XP_016026360.1|DSIM
OG0005211	LOC120425448|XP_039445914.1|CPIP	LOC6739101|XP_016032942.1|DSIM
OG0005212	LOC120425446|XP_039445913.1|CPIP	LOC27207041|XP_016029418.1|DSIM
OG0005213	LOC120422192|XP_039441507.1|CPIP	LOC6725301|XP_002106319.1|DSIM
OG0005214	LOC120414729|XP_039431968.1|CPIP	LOC6731431|XP_016024054.1|DSIM
OG0005215	LOC120414647|XP_039431828.1|CPIP	LOC6730909|XP_016023340.1|DSIM
OG0005216	LOC120414706|XP_039431948.1|CPIP	LOC6732811|XP_002079924.1|DSIM
OG0005217	LOC120414646|XP_039431818.1|CPIP	LOC6733089|XP_039146949.1|DSIM
OG0005219	LOC120414659|XP_039431853.1|CPIP	LOC6733663|XP_002080710.1|DSIM
OG0005220	LOC120414656|XP_039431849.1|CPIP	LOC6736358|XP_002083234.1|DSIM
OG0005221	LOC120414672|XP_039431887.1|CPIP	LOC6731607|XP_002078748.2|DSIM
OG0005222	LOC120414652|XP_039431836.1|CPIP	LOC6732580|XP_039154548.1|DSIM
OG0005223	LOC120414655|XP_039431847.1|CPIP	LOC6732200|XP_002079329.1|DSIM
OG0005224	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP	LOC6731542|XP_039154529.1|DSIM
OG0005225	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP	LOC6739181|XP_002076092.2|DSIM
OG0005226	LOC120431198|XP_039452275.1|CPIP	LOC6731428|XP_016024045.1|DSIM
OG0005227	LOC120431192|XP_039452268.1|CPIP	LOC6732502|XP_016025159.1|DSIM
OG0005228	LOC120431190|XP_039452266.1|CPIP	LOC6732503|XP_002079623.2|DSIM
OG0005229	LOC120431282|XP_039452354.1|CPIP	LOC6730502|XP_016022952.1|DSIM
OG0005230	LOC120427685|XP_039448505.1|CPIP	LOC6731943|XP_016024607.1|DSIM
OG0005231	LOC120422793|XP_039442267.1|CPIP	LOC6730399|XP_002077580.1|DSIM
OG0005232	LOC120422785|XP_039442257.1|CPIP	LOC6730775|XP_016023193.1|DSIM
OG0005233	LOC120422805|XP_039442281.1|CPIP	LOC6732381|XP_002079502.1|DSIM
OG0005234	LOC120425848|XP_039446401.1|CPIP	LOC27206202|XP_039150766.1|DSIM
OG0005235	LOC120415484|XP_039432986.1|CPIP	LOC6732707|XP_002079821.1|DSIM
OG0005236	LOC120415483|XP_039432983.1|CPIP	LOC6730953|XP_016023414.1|DSIM
OG0005237	LOC120415481|XP_039432980.1|CPIP	LOC6730950|XP_016023411.1|DSIM
OG0005238	LOC120415473|XP_039432968.1|CPIP	LOC6730949|XP_002078112.1|DSIM
OG0005239	LOC120419188|XP_039437792.1|CPIP	LOC6730669|XP_016023109.1|DSIM
OG0005240	LOC120422788|XP_039442261.1|CPIP	LOC6731802|XP_016024486.1|DSIM
OG0005241	LOC120422783|XP_039442250.1|CPIP	LOC6730539|XP_039150708.1|DSIM
OG0005242	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP	LOC27207753|XP_016024549.1|DSIM
OG0005243	LOC120415693|XP_039433221.1|CPIP	LOC6730503|XP_002077684.1|DSIM
OG0005244	LOC120415669|XP_039433186.1|CPIP	LOC6728320|XP_016034955.1|DSIM
OG0005245	LOC120415676|XP_039433197.1|CPIP	LOC6727032|XP_002102430.1|DSIM
OG0005246	LOC120415690|XP_039433219.1|CPIP	LOC6730455|XP_002077636.1|DSIM
OG0005247	LOC120415685|XP_039433203.1|CPIP	LOC6739497|XP_016029251.1|DSIM
OG0005248	LOC120424566|XP_039444669.1|CPIP	LOC6728007|XP_016034605.1|DSIM
OG0005249	LOC120423659|XP_039443475.1|CPIP	LOC6727613|XP_016034202.1|DSIM
OG0005250	LOC120423673|XP_039443492.1|CPIP	LOC6733065|XP_016025766.1|DSIM
OG0005251	LOC120418290|XP_039436551.1|CPIP	LOC6731783|XP_016024474.1|DSIM
OG0005252	LOC120418314|XP_039436577.1|CPIP	LOC27209277|XP_016025494.1|DSIM
OG0005253	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP	LOC6733039|XP_016025729.1|DSIM
OG0005254	LOC120422990|XP_039442534.1|CPIP	LOC6732836|XP_002079949.2|DSIM
OG0005255	LOC120422984|XP_039442528.1|CPIP	LOC6732835|XP_016025560.1|DSIM
OG0005256	LOC120422989|XP_039442533.1|CPIP	LOC6740415|XP_002077271.1|DSIM
OG0005257	LOC120422991|XP_039442536.1|CPIP	LOC27206517|XP_016024189.1|DSIM
OG0005258	LOC120413542|XP_039430354.1|CPIP	LOC6731629|XP_002078769.2|DSIM
OG0005259	LOC120413545|XP_039430359.1|CPIP	LOC6732315|XP_002079443.2|DSIM
OG0005260	LOC120413560|XP_039430373.1|CPIP	LOC6732317|XP_016024980.1|DSIM
OG0005261	LOC120413537|XP_039430346.1|CPIP	LOC6731840|XP_016024524.1|DSIM
OG0005262	LOC120421103|XP_039440183.1|CPIP	LOC6731065|XP_002078224.1|DSIM
OG0005263	LOC120413586|XP_039430415.1|CPIP	LOC6732828|XP_016025552.1|DSIM
OG0005264	LOC120413587|XP_039430419.1|CPIP	LOC6727702|XP_016034278.1|DSIM
OG0005265	LOC120413588|XP_039430421.1|CPIP	LOC6732824|XP_016025546.1|DSIM
OG0005266	LOC120420136|XP_039439025.1|CPIP	LOC6732452|XP_002079572.1|DSIM
OG0005267	LOC120422937|XP_039442453.1|CPIP	LOC6730735|XP_002077903.1|DSIM
OG0005268	LOC120422741|XP_039442219.1|CPIP	LOC6730736|XP_002077904.1|DSIM
OG0005269	LOC120422916|XP_039442424.1|CPIP	LOC6730753|XP_039150043.1|DSIM
OG0005270	LOC120423189|XP_039442826.1|CPIP	LOC6731957|XP_002079092.1|DSIM
OG0005271	LOC120422309|XP_039441634.1|CPIP	LOC6732757|XP_016025478.1|DSIM
OG0005272	LOC120422971|XP_039442501.1|CPIP	LOC6732755|XP_002079868.1|DSIM
OG0005273	LOC120414084|XP_039431040.1|CPIP	LOC6731491|XP_002078640.1|DSIM
OG0005274	LOC120414062|XP_039431017.1|CPIP	LOC6731953|XP_039154573.1|DSIM
OG0005275	LOC120414058|XP_039431009.1|CPIP	LOC6731760|XP_016024441.1|DSIM
OG0005276	LOC120414081|XP_039431036.1|CPIP	LOC6730896|XP_016023322.1|DSIM
OG0005277	LOC120414096|XP_039431053.1|CPIP	LOC6730907|XP_016023339.1|DSIM
OG0005278	LOC120414093|XP_039431051.1|CPIP	LOC6735415|XP_002082357.1|DSIM
OG0005279	LOC120414100|XP_039431057.1|CPIP	LOC6731170|XP_016023718.1|DSIM
OG0005280	LOC120424092|XP_039444040.1|CPIP	LOC6730527|XP_002077706.2|DSIM
OG0005281	LOC120420594|XP_039439604.1|CPIP	LOC6730708|XP_016023143.1|DSIM
OG0005282	LOC120429865|XP_039450873.1|CPIP, LOC120413580|XP_039430400.1|CPIP	LOC6726874|XP_002102276.1|DSIM
OG0005283	LOC120429869|XP_039450880.1|CPIP, LOC120413620|XP_039430460.1|CPIP	LOC6729328|XP_016035965.1|DSIM
OG0005284	LOC120413611|XP_039430448.1|CPIP	LOC6733055|XP_016025737.2|DSIM
OG0005285	LOC120413622|XP_039430464.1|CPIP	LOC6733056|XP_002080134.1|DSIM
OG0005286	LOC120413585|XP_039430412.1|CPIP	LOC6730530|XP_039147280.1|DSIM
OG0005287	LOC120413617|XP_039430457.1|CPIP	LOC6730531|XP_002077710.1|DSIM
OG0005288	LOC120420134|XP_039439020.1|CPIP	LOC27206544|XP_039147201.1|DSIM
OG0005289	LOC120420147|XP_039439039.1|CPIP	LOC6725079|XP_039147446.1|DSIM
OG0005290	LOC120430578|XP_039451619.1|CPIP	LOC6726829|XP_016033335.1|DSIM
OG0005291	LOC120422712|XP_039442174.1|CPIP	LOC6732184|XP_002079313.1|DSIM
OG0005292	LOC120422502|XP_039441894.1|CPIP	LOC6732186|XP_016024869.1|DSIM
OG0005293	LOC120423260|XP_039442929.1|CPIP	LOC6732397|XP_002079518.2|DSIM
OG0005294	LOC120422731|XP_039442207.1|CPIP	LOC6732058|XP_002079190.1|DSIM
OG0005295	LOC120423216|XP_039442862.1|CPIP	LOC6732183|XP_039154315.1|DSIM
OG0005296	LOC120414732|XP_039431971.1|CPIP	LOC6726862|XP_016033364.1|DSIM
OG0005297	LOC120414734|XP_039431978.1|CPIP	LOC6731528|XP_016024202.1|DSIM
OG0005298	LOC120424907|XP_039445134.1|CPIP	LOC6731669|XP_002078809.1|DSIM
OG0005299	LOC120422900|XP_039442398.1|CPIP	LOC6730093|XP_002105386.1|DSIM
OG0005300	LOC120422899|XP_039442397.1|CPIP	LOC6725387|XP_016038461.1|DSIM
OG0005301	LOC120417356|XP_039435294.1|CPIP	LOC27206512|XP_016024373.1|DSIM
OG0005302	LOC120417353|XP_039435290.1|CPIP	LOC6734021|XP_016027043.2|DSIM
OG0005303	LOC120413136|XP_039429775.1|CPIP	LOC6732709|XP_002079823.1|DSIM
OG0005304	LOC120413139|XP_039429780.1|CPIP	LOC120284730|XP_039149215.1|DSIM, LOC6731215|XP_039149008.1|DSIM
OG0005305	LOC120431576|XP_039452622.1|CPIP	LOC6735414|XP_039147350.1|DSIM
OG0005306	LOC120424961|XP_039445249.1|CPIP	LOC6732555|XP_002079674.1|DSIM
OG0005307	LOC120424962|XP_039445250.1|CPIP	LOC6731938|XP_016024601.1|DSIM
OG0005308	LOC120416294|XP_039433944.1|CPIP	LOC6731843|XP_016024525.1|DSIM
OG0005309	LOC120416300|XP_039433953.1|CPIP	LOC6730845|XP_016023263.1|DSIM
OG0005310	LOC120416323|XP_039433979.1|CPIP	LOC6731474|XP_002078623.1|DSIM
OG0005311	LOC120416324|XP_039433980.1|CPIP	LOC6732119|XP_002079251.2|DSIM
OG0005312	LOC120416299|XP_039433952.1|CPIP	LOC6732156|XP_016024836.1|DSIM
OG0005313	LOC120413114|XP_039429755.1|CPIP	LOC6731765|XP_016024446.1|DSIM
OG0005314	LOC120413088|XP_039429728.1|CPIP	LOC6732041|XP_016024728.1|DSIM
OG0005315	LOC120413084|XP_039429723.1|CPIP	LOC6732692|XP_016025424.1|DSIM
OG0005316	LOC120413119|XP_039429762.1|CPIP	LOC6735413|XP_016028730.1|DSIM
OG0005317	LOC120413085|XP_039429725.1|CPIP	LOC6732550|XP_016025204.1|DSIM
OG0005318	LOC120413105|XP_039429745.1|CPIP	LOC6733134|XP_016025846.1|DSIM
OG0005319	LOC120428542|XP_039449508.1|CPIP	LOC6732399|XP_016025055.1|DSIM
OG0005320	LOC120428544|XP_039449510.1|CPIP	LOC6732894|XP_016025616.1|DSIM
OG0005321	LOC120418946|XP_039437418.1|CPIP	LOC6731910|XP_016024577.1|DSIM
OG0005322	LOC120427588|XP_039448404.1|CPIP	LOC6730624|XP_016023070.1|DSIM
OG0005323	LOC120428509|XP_039449459.1|CPIP	LOC6739228|XP_016024285.1|DSIM
OG0005324	LOC120428265|XP_039449196.1|CPIP	LOC6731676|XP_002078816.1|DSIM
