Orthogroup	CPIP.longest_only	BTRY.longest_only
OG0003924	LOC120422459|XP_039441839.1|CPIP	LOC120771913|XP_039956134.1|BTRY
OG0003925	LOC120415486|XP_039432987.1|CPIP	LOC120767367|XP_039949275.1|BTRY
OG0003926	LOC120415476|XP_039432973.1|CPIP	LOC120769175|XP_039951995.1|BTRY
OG0003927	LOC120419186|XP_039437787.1|CPIP	LOC120768953|XP_039951676.1|BTRY
OG0003928	LOC120416027|XP_039433622.1|CPIP	LOC120769441|XP_039952358.1|BTRY
OG0003929	LOC120415970|XP_039433553.1|CPIP	LOC120768849|XP_039951534.1|BTRY
OG0003930	LOC120416775|XP_039434573.1|CPIP	LOC120768223|XP_039950735.1|BTRY
OG0003931	LOC120416767|XP_039434547.1|CPIP	LOC120769450|XP_039952377.1|BTRY
OG0003932	LOC120422499|XP_039441887.1|CPIP, LOC120431033|XP_039452120.1|CPIP	LOC120770260|XP_039953504.1|BTRY
OG0003933	LOC120416100|XP_039433717.1|CPIP	LOC120768501|XP_039951159.1|BTRY
OG0003934	LOC120416101|XP_039433718.1|CPIP	LOC120767794|XP_039949993.1|BTRY
OG0003935	LOC120416078|XP_039433681.1|CPIP	LOC120770187|XP_039953351.1|BTRY
OG0003936	LOC120416091|XP_039433708.1|CPIP	LOC120770188|XP_039953352.1|BTRY
OG0003937	LOC120426129|XP_039446765.1|CPIP, LOC120427963|XP_039448852.1|CPIP	LOC120771053|XP_039954790.1|BTRY
OG0003938	LOC120427952|XP_039448838.1|CPIP	LOC120767383|XP_039949313.1|BTRY
OG0003939	LOC120427955|XP_039448842.1|CPIP	LOC120767384|XP_039949322.1|BTRY
OG0003940	LOC120427958|XP_039448846.1|CPIP	LOC120768526|XP_039951189.1|BTRY
OG0003941	LOC120427960|XP_039448849.1|CPIP	LOC120769123|XP_039951919.1|BTRY
OG0003942	LOC120430518|XP_039451564.1|CPIP	LOC120769499|XP_039952464.1|BTRY
OG0003943	LOC120419848|XP_039438620.1|CPIP	LOC120771046|XP_039954781.1|BTRY
OG0003944	LOC120412827|XP_039429367.1|CPIP	LOC120769147|XP_039951956.1|BTRY
OG0003945	LOC120425646|XP_039446165.1|CPIP	LOC120770421|XP_039953800.1|BTRY
OG0003946	LOC120412818|XP_039429358.1|CPIP	LOC120768155|XP_039950650.1|BTRY
OG0003947	LOC120412814|XP_039429350.1|CPIP	LOC120768003|XP_039950360.1|BTRY
OG0003948	LOC120413552|XP_039430365.1|CPIP	LOC120769286|XP_039952140.1|BTRY
OG0003949	LOC120413516|XP_039430309.1|CPIP	LOC120768926|XP_039951640.1|BTRY
OG0003950	LOC120416604|XP_039434332.1|CPIP	LOC120769118|XP_039951912.1|BTRY
OG0003951	LOC120416601|XP_039434325.1|CPIP	LOC120768587|XP_039951280.1|BTRY
OG0003952	LOC120416875|XP_039434704.1|CPIP	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY
OG0003953	LOC120416871|XP_039434700.1|CPIP	LOC120767894|XP_039950165.1|BTRY
OG0003954	LOC120416870|XP_039434699.1|CPIP	LOC120769404|XP_039952316.1|BTRY
OG0003955	LOC120419817|XP_039438589.1|CPIP	LOC120781768|XP_039969934.1|BTRY
OG0003956	LOC120419695|XP_039438420.1|CPIP	LOC120769221|XP_039952051.1|BTRY
OG0003957	LOC120415976|XP_039433560.1|CPIP	LOC120777534|XP_039964850.1|BTRY
OG0003958	LOC120415997|XP_039433586.1|CPIP	LOC120775287|XP_039961334.1|BTRY
OG0003959	LOC120416772|XP_039434567.1|CPIP, LOC120423459|XP_039443215.1|CPIP	LOC120771796|XP_039955928.1|BTRY
OG0003960	LOC120423479|XP_039443248.1|CPIP	LOC120774502|XP_039960115.1|BTRY
OG0003961	LOC120426941|XP_039447696.1|CPIP	LOC120767788|XP_039949980.1|BTRY
OG0003962	LOC120421121|XP_039440213.1|CPIP	LOC120767449|XP_039949450.1|BTRY
OG0003963	LOC120418613|XP_039436991.1|CPIP	LOC120768153|XP_039950648.1|BTRY
OG0003964	LOC120418610|XP_039436988.1|CPIP	LOC120767642|XP_039949747.1|BTRY
OG0003965	LOC120416275|XP_039433912.1|CPIP	LOC120767946|XP_039950265.1|BTRY
OG0003966	LOC120419804|XP_039438574.1|CPIP	LOC120767770|XP_039949943.1|BTRY
OG0003967	LOC120426262|XP_039446933.1|CPIP	LOC120771942|XP_039956175.1|BTRY
OG0003968	LOC120422617|XP_039442045.1|CPIP	LOC120772326|XP_039956791.1|BTRY
OG0003969	LOC120424553|XP_039444654.1|CPIP	LOC120770917|XP_039954547.1|BTRY
OG0003970	LOC120415725|XP_039433255.1|CPIP	LOC120767347|XP_039949239.1|BTRY
OG0003971	LOC120415529|XP_039433020.1|CPIP	LOC120774464|XP_039960054.1|BTRY, LOC120768339|XP_039950925.1|BTRY
OG0003972	LOC120415531|XP_039433024.1|CPIP	LOC120777946|XP_039965492.1|BTRY
OG0003973	LOC120415596|XP_039433122.1|CPIP	LOC120771948|XP_039956192.1|BTRY
OG0003974	LOC120421989|XP_039441237.1|CPIP, LOC120415540|XP_039433040.1|CPIP	LOC120782346|XP_039970513.1|BTRY
OG0003975	LOC120421993|XP_039441239.1|CPIP	LOC120767633|XP_039949727.1|BTRY
OG0003976	LOC120421129|XP_039440223.1|CPIP	LOC120768221|XP_039950731.1|BTRY
OG0003977	LOC120421130|XP_039440224.1|CPIP	LOC120768637|XP_039951336.1|BTRY
OG0003978	LOC120421127|XP_039440220.1|CPIP	LOC120776803|XP_039963731.1|BTRY
OG0003983	LOC120422424|XP_039441772.1|CPIP	LOC120769620|XP_039952657.1|BTRY
OG0003984	LOC120415584|XP_039433106.1|CPIP	LOC120768278|XP_039950812.1|BTRY
OG0003985	LOC120415535|XP_039433028.1|CPIP	LOC120767949|XP_039950268.1|BTRY
OG0003986	LOC120431971|XP_039453044.1|CPIP, LOC120424990|XP_039445293.1|CPIP	LOC120781853|XP_039970005.1|BTRY
OG0003987	LOC120424987|XP_039445290.1|CPIP	LOC120781124|XP_039969193.1|BTRY
OG0003988	LOC120413872|XP_039430776.1|CPIP	LOC120767972|XP_039950317.1|BTRY
OG0003989	LOC120412463|XP_039428871.1|CPIP, LOC120417603|XP_039435656.1|CPIP	LOC120767639|XP_039949741.1|BTRY
OG0003990	LOC120418258|XP_039436512.1|CPIP, LOC120412475|XP_039428898.1|CPIP	LOC120769368|XP_039952265.1|BTRY
OG0003991	LOC120417577|XP_039435625.1|CPIP, LOC120412478|XP_039428901.1|CPIP	LOC120767920|XP_039950213.1|BTRY
OG0003992	LOC120417752|XP_039435844.1|CPIP, LOC120412452|XP_039428850.1|CPIP	LOC120767991|XP_039950344.1|BTRY
OG0003993	LOC120412453|XP_039428851.1|CPIP, LOC120412449|XP_039428846.1|CPIP, LOC120417818|XP_039435963.1|CPIP	LOC120767812|XP_039950024.1|BTRY
OG0003994	LOC120422389|XP_039441732.1|CPIP	LOC120780854|XP_039969027.1|BTRY
OG0003995	LOC120419018|XP_039437519.1|CPIP	LOC120771452|XP_039955397.1|BTRY
OG0003996	LOC120414560|XP_039431714.1|CPIP	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY
OG0003997	LOC120419468|XP_039438088.1|CPIP	LOC120767199|XP_039948934.1|BTRY
OG0003998	LOC120432469|XP_039453632.1|CPIP	LOC120767458|XP_039949465.1|BTRY
OG0003999	LOC120432431|XP_039453583.1|CPIP	LOC120768709|XP_039951413.1|BTRY
OG0004000	LOC120427066|XP_039447838.1|CPIP	LOC120775677|XP_039961902.1|BTRY
OG0004001	LOC120421175|XP_039440304.1|CPIP	LOC120772881|XP_039957661.1|BTRY
OG0004002	LOC120421172|XP_039440301.1|CPIP	LOC120768307|XP_039950877.1|BTRY
OG0004003	LOC120419673|XP_039438378.1|CPIP	LOC120781719|XP_039969886.1|BTRY
OG0004004	LOC120419677|XP_039438398.1|CPIP	LOC120769738|XP_039952826.1|BTRY
OG0004005	LOC120419651|XP_039438342.1|CPIP	LOC120769739|XP_039952827.1|BTRY
OG0004006	LOC120426885|XP_039447622.1|CPIP	LOC120767755|XP_039949904.1|BTRY
OG0004007	LOC120426888|XP_039447627.1|CPIP	LOC120768258|XP_039950785.1|BTRY
OG0004008	LOC120426896|XP_039447635.1|CPIP	LOC120767756|XP_039949906.1|BTRY
OG0004009	LOC120415573|XP_039433086.1|CPIP	LOC120769294|XP_039952157.1|BTRY
OG0004010	LOC120426649|XP_039447373.1|CPIP	LOC120769106|XP_039951900.1|BTRY
OG0004011	LOC120421287|XP_039440412.1|CPIP	LOC120769195|XP_039952024.1|BTRY
OG0004012	LOC120421294|XP_039440419.1|CPIP	LOC120777788|XP_039965252.1|BTRY
OG0004013	LOC120414556|XP_039431701.1|CPIP	LOC120768057|XP_039950508.1|BTRY
OG0004014	LOC120414587|XP_039431760.1|CPIP	LOC120777667|XP_039965057.1|BTRY
OG0004015	LOC120414590|XP_039431764.1|CPIP	LOC120769231|XP_039952062.1|BTRY
OG0004016	LOC120414585|XP_039431753.1|CPIP	LOC120768088|XP_039950559.1|BTRY
OG0004017	LOC120419461|XP_039438077.1|CPIP	LOC120767857|XP_039950099.1|BTRY
OG0004018	LOC120419464|XP_039438082.1|CPIP	LOC120771850|XP_039956027.1|BTRY
OG0004019	LOC120432436|XP_039453588.1|CPIP	LOC120778472|XP_039966217.1|BTRY
OG0004020	LOC120432423|XP_039453560.1|CPIP	LOC120768941|XP_039951660.1|BTRY
OG0004021	LOC120432438|XP_039453590.1|CPIP	LOC120772601|XP_039957250.1|BTRY
OG0004022	LOC120432120|XP_039453191.1|CPIP, LOC120420528|XP_039439533.1|CPIP	LOC120769510|XP_039952480.1|BTRY
OG0004023	LOC120420527|XP_039439531.1|CPIP	LOC120769630|XP_039952669.1|BTRY
OG0004024	LOC120420517|XP_039439511.1|CPIP	LOC120769323|XP_039952208.1|BTRY
OG0004025	LOC120413873|XP_039430777.1|CPIP	LOC120769027|XP_039951802.1|BTRY
OG0004026	LOC120413842|XP_039430731.1|CPIP	LOC120769069|XP_039951859.1|BTRY
OG0004028	LOC120418251|XP_039436502.1|CPIP	LOC120768830|XP_039951516.1|BTRY
OG0004029	LOC120418283|XP_039436548.1|CPIP	LOC120781541|XP_039969707.1|BTRY
OG0004030	LOC120423405|XP_039443140.1|CPIP	LOC120772514|XP_039957095.1|BTRY
OG0004031	LOC120423384|XP_039443101.1|CPIP	LOC120768630|XP_039951329.1|BTRY
OG0004032	LOC120425173|XP_039445541.1|CPIP	LOC120767776|XP_039949950.1|BTRY
OG0004033	LOC120412691|XP_039429201.1|CPIP	LOC120767906|XP_039950188.1|BTRY
OG0004034	LOC120412650|XP_039429138.1|CPIP	LOC120769230|XP_039952061.1|BTRY
OG0004035	LOC120417410|XP_039435390.1|CPIP, LOC120412448|XP_039428840.1|CPIP	LOC120767339|XP_039949216.1|BTRY
OG0004036	LOC120412497|XP_039428928.1|CPIP, LOC120417307|XP_039435196.1|CPIP	LOC120768475|XP_039951116.1|BTRY
OG0004037	LOC120417544|XP_039435563.1|CPIP, LOC120412498|XP_039428931.1|CPIP	LOC120767425|XP_039949400.1|BTRY
OG0004038	LOC120426271|XP_039446947.1|CPIP	LOC120769519|XP_039952491.1|BTRY
OG0004039	LOC120420535|XP_039439543.1|CPIP	LOC120767392|XP_039949339.1|BTRY
OG0004040	LOC120432432|XP_039453584.1|CPIP	LOC120770835|XP_039954358.1|BTRY
OG0004041	LOC120423979|XP_039443906.1|CPIP	LOC120775258|XP_039961273.1|BTRY
OG0004042	LOC120426273|XP_039446950.1|CPIP	LOC120777759|XP_039965196.1|BTRY
OG0004043	LOC120412686|XP_039429196.1|CPIP	LOC120769479|XP_039952437.1|BTRY
OG0004044	LOC120417297|XP_039435182.1|CPIP	LOC120774837|XP_039960588.1|BTRY
OG0004045	LOC120417296|XP_039435181.1|CPIP, LOC120431744|XP_039452803.1|CPIP	LOC120776456|XP_039963059.1|BTRY
OG0004046	LOC120431741|XP_039452799.1|CPIP, LOC120417315|XP_039435212.1|CPIP	LOC120769580|XP_039952571.1|BTRY
OG0004047	LOC120427093|XP_039447877.1|CPIP	LOC120768530|XP_039951195.1|BTRY
OG0004048	LOC120427092|XP_039447876.1|CPIP	LOC120771427|XP_039955350.1|BTRY
OG0004049	LOC120419051|XP_039437551.1|CPIP	LOC120767351|XP_039949251.1|BTRY
OG0004050	LOC120419070|XP_039437588.1|CPIP	LOC120767244|XP_039949024.1|BTRY
OG0004051	LOC120429838|XP_039450836.1|CPIP	LOC120767706|XP_039949836.1|BTRY
OG0004052	LOC120426553|XP_039447254.1|CPIP	LOC120773745|XP_039958740.1|BTRY
OG0004053	LOC120426572|XP_039447291.1|CPIP	LOC120770198|XP_039953374.1|BTRY
OG0004054	LOC120426558|XP_039447258.1|CPIP	LOC120768186|XP_039950689.1|BTRY
OG0004055	LOC120423218|XP_039442861.1|CPIP	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY
OG0004056	LOC120423231|XP_039442873.1|CPIP	LOC120782192|XP_039970270.1|BTRY
OG0004057	LOC120423201|XP_039442836.1|CPIP	LOC120779083|XP_039967167.1|BTRY
OG0004059	LOC120414334|XP_039431408.1|CPIP	LOC120777129|XP_039964211.1|BTRY
OG0004060	LOC120414360|XP_039431456.1|CPIP	LOC120782680|XP_039971002.1|BTRY
OG0004061	LOC120414328|XP_039431402.1|CPIP	LOC120774320|XP_039959792.1|BTRY
OG0004062	LOC120414326|XP_039431398.1|CPIP	LOC120776896|XP_039963892.1|BTRY
OG0004063	LOC120414355|XP_039431450.1|CPIP	LOC120774751|XP_039960443.1|BTRY
OG0004064	LOC120414353|XP_039431443.1|CPIP	LOC120779207|XP_039967414.1|BTRY
OG0004065	LOC120414362|XP_039431458.1|CPIP	LOC120770138|XP_039953253.1|BTRY
OG0004066	LOC120414324|XP_039431395.1|CPIP	LOC120771622|XP_039955647.1|BTRY
OG0004067	LOC120414319|XP_039431390.1|CPIP	LOC120774536|XP_039960191.1|BTRY
OG0004068	LOC120414331|XP_039431405.1|CPIP	LOC120766176|XP_039947464.1|BTRY
OG0004069	LOC120414325|XP_039431396.1|CPIP	LOC120766167|XP_039947448.1|BTRY
OG0004070	LOC120425768|XP_039446312.1|CPIP	LOC120777317|XP_039964488.1|BTRY
OG0004071	LOC120414340|XP_039431428.1|CPIP	LOC120776853|XP_039963828.1|BTRY
OG0004072	LOC120425776|XP_039446322.1|CPIP	LOC120776854|XP_039963830.1|BTRY
OG0004073	LOC120425783|XP_039446329.1|CPIP	LOC120774782|XP_039960492.1|BTRY
OG0004074	LOC120420632|XP_039439642.1|CPIP	LOC120771551|XP_039955544.1|BTRY
OG0004075	LOC120420634|XP_039439644.1|CPIP	LOC120771530|XP_039955522.1|BTRY
OG0004076	LOC120416133|XP_039433734.1|CPIP	LOC120770117|XP_039953223.1|BTRY
OG0004077	LOC120416160|XP_039433774.1|CPIP	LOC120768217|XP_039950721.1|BTRY
OG0004078	LOC120424825|XP_039444978.1|CPIP, LOC120429575|XP_039450553.1|CPIP, LOC120416175|XP_039433793.1|CPIP	LOC120782588|XP_039970877.1|BTRY
OG0004079	LOC120416189|XP_039433807.1|CPIP	LOC120775076|XP_039961001.1|BTRY
OG0004080	LOC120427008|XP_039447762.1|CPIP	LOC120772481|XP_039957060.1|BTRY
OG0004081	LOC120427014|XP_039447770.1|CPIP	LOC120772477|XP_039957053.1|BTRY
OG0004082	LOC120427005|XP_039447757.1|CPIP	LOC120775936|XP_039962276.1|BTRY
OG0004083	LOC120427019|XP_039447776.1|CPIP	LOC120782876|XP_039971356.1|BTRY
OG0004084	LOC120432338|XP_039453460.1|CPIP	LOC120778177|XP_039965846.1|BTRY
OG0004085	LOC120423485|XP_039443258.1|CPIP	LOC120779347|XP_039967481.1|BTRY
OG0004086	LOC120414815|XP_039432075.1|CPIP	LOC120781299|XP_039969431.1|BTRY
OG0004087	LOC120419005|XP_039437510.1|CPIP	LOC120774825|XP_039960569.1|BTRY
OG0004088	LOC120418992|XP_039437479.1|CPIP	LOC120766678|XP_039948252.1|BTRY
OG0004089	LOC120419428|XP_039438045.1|CPIP	LOC120776082|XP_039962487.1|BTRY
OG0004090	LOC120419518|XP_039438158.1|CPIP	LOC120780231|XP_039968415.1|BTRY
OG0004091	LOC120425610|XP_039446126.1|CPIP	LOC120775502|XP_039961646.1|BTRY
OG0004092	LOC120413951|XP_039430892.1|CPIP	LOC120775805|XP_039962088.1|BTRY
OG0004094	LOC120413689|XP_039430550.1|CPIP	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY
OG0004095	LOC120430394|XP_039451431.1|CPIP	LOC120780515|XP_039968743.1|BTRY
OG0004096	LOC120430395|XP_039451432.1|CPIP	LOC120773093|XP_039958000.1|BTRY
OG0004097	LOC120423827|XP_039443693.1|CPIP	LOC120778705|XP_039966599.1|BTRY
OG0004098	LOC120423815|XP_039443673.1|CPIP	LOC120777917|XP_039965435.1|BTRY
OG0004099	LOC120423760|XP_039443611.1|CPIP	LOC120773217|XP_039958077.1|BTRY
OG0004102	LOC120417644|XP_039435693.1|CPIP	LOC120770574|XP_039954126.1|BTRY
OG0004103	LOC120417658|XP_039435714.1|CPIP	LOC120780236|XP_039968425.1|BTRY
OG0004104	LOC120417655|XP_039435710.1|CPIP	LOC120766909|XP_039948590.1|BTRY
OG0004105	LOC120426337|XP_039447031.1|CPIP	LOC120776648|XP_039963417.1|BTRY
OG0004106	LOC120426331|XP_039447025.1|CPIP	LOC120777502|XP_039964787.1|BTRY
OG0004107	LOC120426318|XP_039447011.1|CPIP	LOC120771761|XP_039955876.1|BTRY
OG0004108	LOC120426342|XP_039447037.1|CPIP	LOC120766264|XP_039947585.1|BTRY
OG0004109	LOC120426323|XP_039447016.1|CPIP	LOC120780239|XP_039968430.1|BTRY
OG0004110	LOC120426083|XP_039446727.1|CPIP	LOC120777965|XP_039965518.1|BTRY
OG0004111	LOC120426075|XP_039446716.1|CPIP	LOC120770449|XP_039953862.1|BTRY
OG0004112	LOC120432344|XP_039453466.1|CPIP	LOC120778857|XP_039966822.1|BTRY
OG0004113	LOC120420009|XP_039438846.1|CPIP	LOC120775890|XP_039962212.1|BTRY
OG0004114	LOC120420006|XP_039438841.1|CPIP	LOC120774858|XP_039960617.1|BTRY
OG0004115	LOC120419999|XP_039438825.1|CPIP	LOC120775982|XP_039962339.1|BTRY
OG0004116	LOC120416957|XP_039434797.1|CPIP	LOC120782835|XP_039971291.1|BTRY
OG0004117	LOC120416958|XP_039434803.1|CPIP	LOC120782642|XP_039970945.1|BTRY
OG0004118	LOC120426769|XP_039447477.1|CPIP	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY
OG0004119	LOC120415268|XP_039432672.1|CPIP	LOC120782715|XP_039971070.1|BTRY
OG0004120	LOC120414359|XP_039431457.1|CPIP	LOC120770890|XP_039954483.1|BTRY
OG0004121	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP	LOC120776706|XP_039963536.1|BTRY
OG0004122	LOC120432179|XP_039453253.1|CPIP	LOC120771428|XP_039955357.1|BTRY
OG0004123	LOC120432163|XP_039453229.1|CPIP	LOC120782445|XP_039970669.1|BTRY
OG0004124	LOC120420010|XP_039438847.1|CPIP, LOC120422240|XP_039441563.1|CPIP	LOC120774530|XP_039960176.1|BTRY
OG0004125	LOC120432401|XP_039453535.1|CPIP	LOC120766835|XP_039948480.1|BTRY
OG0004126	LOC120432394|XP_039453523.1|CPIP	LOC120774099|XP_039959386.1|BTRY
OG0004127	LOC120423961|XP_039443883.1|CPIP	LOC120769336|XP_039952227.1|BTRY
OG0004128	LOC120414412|XP_039431529.1|CPIP	LOC120769161|XP_039951981.1|BTRY
OG0004129	LOC120413836|XP_039430728.1|CPIP	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY
OG0004130	LOC120413700|XP_039430558.1|CPIP	LOC120775325|XP_039961399.1|BTRY
OG0004131	LOC120414760|XP_039432010.1|CPIP	LOC120775376|XP_039961474.1|BTRY
OG0004132	LOC120413975|XP_039430920.1|CPIP	LOC120778750|XP_039966658.1|BTRY
OG0004133	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP	LOC120768169|XP_039950667.1|BTRY
OG0004134	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP	LOC120780286|XP_039968486.1|BTRY
OG0004135	LOC120419245|XP_039437832.1|CPIP	LOC120766849|XP_039948497.1|BTRY
OG0004136	LOC120419235|XP_039437825.1|CPIP	LOC120770161|XP_039953305.1|BTRY
OG0004137	LOC120428215|XP_039449126.1|CPIP	LOC120771763|XP_039955878.1|BTRY
OG0004138	LOC120428218|XP_039449130.1|CPIP	LOC120775884|XP_039962195.1|BTRY
OG0004139	LOC120428217|XP_039449129.1|CPIP	LOC120776050|XP_039962441.1|BTRY
OG0004140	LOC120417059|XP_039434950.1|CPIP	LOC120772526|XP_039957124.1|BTRY
OG0004141	LOC120417046|XP_039434928.1|CPIP	LOC120770434|XP_039953830.1|BTRY
OG0004142	LOC120421969|XP_039441217.1|CPIP, LOC120415887|XP_039433462.1|CPIP, LOC120417151|XP_039435069.1|CPIP	LOC120774118|XP_039959413.1|BTRY
OG0004143	LOC120415918|XP_039433498.1|CPIP	LOC120766826|XP_039948472.1|BTRY
OG0004144	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP	LOC120777299|XP_039964450.1|BTRY
OG0004145	LOC120420946|XP_039440016.1|CPIP	LOC120777536|XP_039964857.1|BTRY
OG0004146	LOC120420932|XP_039439998.1|CPIP	LOC120776435|XP_039963026.1|BTRY
OG0004147	LOC120417536|XP_039435552.1|CPIP	LOC120769194|XP_039952023.1|BTRY
OG0004148	LOC120417512|XP_039435525.1|CPIP	LOC120766784|XP_039948411.1|BTRY
OG0004150	LOC120425867|XP_039446423.1|CPIP	LOC120773725|XP_039958716.1|BTRY
OG0004151	LOC120421230|XP_039440363.1|CPIP	LOC120782679|XP_039971001.1|BTRY
OG0004152	LOC120421249|XP_039440382.1|CPIP	LOC120766489|XP_039947974.1|BTRY
OG0004153	LOC120417329|XP_039435250.1|CPIP	LOC120772013|XP_039956313.1|BTRY
OG0004154	LOC120417336|XP_039435271.1|CPIP	LOC120777422|XP_039964657.1|BTRY
OG0004155	LOC120428861|XP_039449919.1|CPIP	LOC120782308|XP_039970458.1|BTRY
OG0004158	LOC120413789|XP_039430672.1|CPIP	LOC120779053|XP_039967122.1|BTRY
OG0004159	LOC120413790|XP_039430674.1|CPIP	LOC120778408|XP_039966129.1|BTRY
OG0004160	LOC120413779|XP_039430657.1|CPIP	LOC120776895|XP_039963891.1|BTRY
OG0004161	LOC120413747|XP_039430606.1|CPIP	LOC120766743|XP_039948343.1|BTRY
OG0004162	LOC120413798|XP_039430682.1|CPIP	LOC120769861|XP_039952967.1|BTRY
OG0004163	LOC120413811|XP_039430701.1|CPIP	LOC120782333|XP_039970497.1|BTRY
OG0004164	LOC120413780|XP_039430658.1|CPIP	LOC120780223|XP_039968412.1|BTRY
OG0004165	LOC120422488|XP_039441878.1|CPIP	LOC120770880|XP_039954451.1|BTRY
OG0004166	LOC120422497|XP_039441886.1|CPIP	LOC120772754|XP_039957451.1|BTRY
OG0004167	LOC120431509|XP_039452544.1|CPIP	LOC120769522|XP_039952496.1|BTRY
OG0004168	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP	LOC120775268|XP_039961301.1|BTRY
OG0004169	LOC120426113|XP_039446750.1|CPIP	LOC120774847|XP_039960604.1|BTRY
OG0004170	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP	LOC120773759|XP_039958767.1|BTRY
OG0004171	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP	LOC120775468|XP_039961595.1|BTRY
OG0004172	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP	LOC120773986|XP_039959179.1|BTRY
OG0004173	LOC120414822|XP_039432082.1|CPIP	LOC120770879|XP_039954450.1|BTRY
OG0004174	LOC120414817|XP_039432073.1|CPIP	LOC120771429|XP_039955353.1|BTRY
OG0004175	LOC120414814|XP_039432070.1|CPIP	LOC120772618|XP_039957267.1|BTRY
OG0004176	LOC120414819|XP_039432079.1|CPIP	LOC120776716|XP_039963547.1|BTRY
OG0004177	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP	LOC120767035|XP_039948819.1|BTRY
OG0004178	LOC120427517|XP_039448310.1|CPIP	LOC120782532|XP_039970787.1|BTRY
OG0004179	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP	LOC120773635|XP_039958577.1|BTRY
OG0004180	LOC120413922|XP_039430835.1|CPIP	LOC120782265|XP_039970369.1|BTRY
OG0004181	LOC120413976|XP_039430917.1|CPIP	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY
OG0004182	LOC120413077|XP_039429713.1|CPIP	LOC120778498|XP_039966257.1|BTRY
OG0004183	LOC120413063|XP_039429700.1|CPIP	LOC120777582|XP_039964930.1|BTRY
OG0004184	LOC120413041|XP_039429665.1|CPIP	LOC120776573|XP_039963270.1|BTRY
OG0004185	LOC120413040|XP_039429664.1|CPIP	LOC120767426|XP_039949401.1|BTRY
OG0004186	LOC120413059|XP_039429697.1|CPIP	LOC120774155|XP_039959498.1|BTRY
OG0004187	LOC120413075|XP_039429711.1|CPIP	LOC120782831|XP_039971286.1|BTRY
OG0004188	LOC120423267|XP_039442937.1|CPIP	LOC120766494|XP_039947983.1|BTRY
OG0004189	LOC120423276|XP_039442950.1|CPIP	LOC120782382|XP_039970558.1|BTRY
OG0004190	LOC120423272|XP_039442945.1|CPIP	LOC120779887|XP_039968173.1|BTRY
OG0004191	LOC120423274|XP_039442948.1|CPIP	LOC120776663|XP_039963472.1|BTRY
OG0004192	LOC120412950|XP_039429524.1|CPIP	LOC120781473|XP_039969631.1|BTRY
OG0004193	LOC120412938|XP_039429509.1|CPIP	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY
OG0004194	LOC120412975|XP_039429556.1|CPIP	LOC120775895|XP_039962223.1|BTRY
OG0004195	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP	LOC120775116|XP_039961068.1|BTRY
OG0004196	LOC120412919|XP_039429485.1|CPIP	LOC120766895|XP_039948582.1|BTRY
OG0004197	LOC120412972|XP_039429553.1|CPIP	LOC120775064|XP_039960981.1|BTRY
OG0004198	LOC120412992|XP_039429575.1|CPIP	LOC120766818|XP_039948467.1|BTRY
OG0004199	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP	LOC120766619|XP_039948164.1|BTRY
OG0004200	LOC120414389|XP_039431496.1|CPIP	LOC120770378|XP_039953731.1|BTRY
OG0004201	LOC120414387|XP_039431495.1|CPIP	LOC120782252|XP_039970350.1|BTRY
OG0004202	LOC120414424|XP_039431538.1|CPIP	LOC120767656|XP_039949766.1|BTRY
OG0004203	LOC120414428|XP_039431543.1|CPIP	LOC120779033|XP_039967093.1|BTRY
OG0004204	LOC120414425|XP_039431539.1|CPIP	LOC120776942|XP_039963956.1|BTRY
OG0004205	LOC120414422|XP_039431536.1|CPIP	LOC120778150|XP_039965807.1|BTRY
