Orthogroup	CPIP.longest_only	HILL.longest_only
OG0004417	LOC120412360|XP_039428717.1|CPIP	LOC119652493|XP_037912604.1|HILL
OG0004418	LOC120412358|XP_039428707.1|CPIP	LOC119655953|XP_037918085.1|HILL
OG0004419	LOC120432641|XP_039453817.1|CPIP	LOC119654306|XP_037915553.1|HILL
OG0004420	LOC120412333|XP_039428667.1|CPIP	LOC119652373|XP_037912398.1|HILL
OG0004421	LOC120425247|XP_039445625.1|CPIP	LOC119647886|XP_037905108.1|HILL
OG0004422	LOC120425962|XP_039446543.1|CPIP	LOC119650068|XP_037908493.1|HILL
OG0004423	LOC120416845|XP_039434668.1|CPIP	LOC119655174|XP_037916852.1|HILL
OG0004424	LOC120416837|XP_039434660.1|CPIP	LOC119656178|XP_037918452.1|HILL
OG0004425	LOC120416832|XP_039434652.1|CPIP	LOC119648281|XP_037905864.1|HILL
OG0004426	LOC120416810|XP_039434619.1|CPIP	LOC119648186|XP_037905700.1|HILL
OG0004427	LOC120428653|XP_039449634.1|CPIP	LOC119648116|XP_037905566.1|HILL
OG0004428	LOC120428654|XP_039449635.1|CPIP	LOC119658301|XP_037921529.1|HILL
OG0004429	LOC120431001|XP_039452095.1|CPIP	LOC119661731|XP_037927126.1|HILL
OG0004430	LOC120418195|XP_039436435.1|CPIP	LOC119647862|XP_037905059.1|HILL
OG0004431	LOC120417013|XP_039434884.1|CPIP	LOC119650600|XP_037909385.1|HILL
OG0004432	LOC120416993|XP_039434862.1|CPIP	LOC119653188|XP_037913672.1|HILL
OG0004433	LOC120421847|XP_039441070.1|CPIP	LOC119649740|XP_037907950.1|HILL
OG0004434	LOC120421877|XP_039441108.1|CPIP	LOC119655017|XP_037916617.1|HILL
OG0004435	LOC120426626|XP_039447352.1|CPIP	LOC119655970|XP_037918131.1|HILL
OG0004436	LOC120420263|XP_039439192.1|CPIP	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL
OG0004437	LOC120420280|XP_039439212.1|CPIP	LOC119654938|XP_037916519.1|HILL
OG0004438	LOC120426517|XP_039447220.1|CPIP	LOC119653878|XP_037914922.1|HILL
OG0004439	LOC120426512|XP_039447216.1|CPIP	LOC119653856|XP_037914835.1|HILL
OG0004440	LOC120426520|XP_039447223.1|CPIP	LOC119654326|XP_037915582.1|HILL
OG0004441	LOC120415200|XP_039432592.1|CPIP	LOC119654459|XP_037915799.1|HILL
OG0004442	LOC120415178|XP_039432570.1|CPIP	LOC119660804|XP_037925564.1|HILL
OG0004443	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP	LOC119653494|XP_037914057.1|HILL
OG0004444	LOC120425102|XP_039445431.1|CPIP	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL
OG0004445	LOC120416358|XP_039434024.1|CPIP	LOC119654885|XP_037916425.1|HILL
OG0004446	LOC120416357|XP_039434023.1|CPIP	LOC119652750|XP_037912977.1|HILL
OG0004447	LOC120416351|XP_039434017.1|CPIP	LOC119649981|XP_037908350.1|HILL
OG0004448	LOC120416363|XP_039434031.1|CPIP	LOC119660583|XP_037925166.1|HILL
OG0004449	LOC120421568|XP_039440731.1|CPIP	LOC119647804|XP_037904947.1|HILL
OG0004450	LOC120427131|XP_039447921.1|CPIP	LOC119654334|XP_037915594.1|HILL
OG0004451	LOC120432579|XP_039453748.1|CPIP	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL
OG0004452	LOC120432581|XP_039453750.1|CPIP	LOC119655369|XP_037917161.1|HILL
OG0004453	LOC120432549|XP_039453710.1|CPIP	LOC119660879|XP_037925722.1|HILL
OG0004454	LOC120421562|XP_039440723.1|CPIP	LOC119658677|XP_037922167.1|HILL
OG0004455	LOC120421581|XP_039440747.1|CPIP	LOC119649522|XP_037907634.1|HILL
OG0004456	LOC120421563|XP_039440724.1|CPIP	LOC119649345|XP_037907381.1|HILL
OG0004457	LOC120421553|XP_039440715.1|CPIP	LOC119649145|XP_037907084.1|HILL
OG0004458	LOC120421569|XP_039440735.1|CPIP	LOC119648170|XP_037905677.1|HILL
OG0004459	LOC120423755|XP_039443604.1|CPIP	LOC119648066|XP_037905466.1|HILL
OG0004460	LOC120423740|XP_039443586.1|CPIP	LOC119648485|XP_037906178.1|HILL
OG0004461	LOC120426242|XP_039446913.1|CPIP	LOC119649849|XP_037908134.1|HILL
OG0004462	LOC120422202|XP_039441518.1|CPIP	LOC119648019|XP_037905356.1|HILL
OG0004463	LOC120422215|XP_039441534.1|CPIP	LOC119647621|XP_037904592.1|HILL
OG0004464	LOC120422208|XP_039441524.1|CPIP	LOC119648065|XP_037905462.1|HILL
OG0004465	LOC120416381|XP_039434050.1|CPIP	LOC119649308|XP_037907334.1|HILL
OG0004466	LOC120416373|XP_039434040.1|CPIP	LOC119650058|XP_037908476.1|HILL
OG0004467	LOC120416338|XP_039433999.1|CPIP	LOC119649532|XP_037907647.1|HILL
OG0004468	LOC120416336|XP_039433996.1|CPIP	LOC119649956|XP_037908320.1|HILL
OG0004469	LOC120416346|XP_039434009.1|CPIP	LOC119650421|XP_037909155.1|HILL
OG0004470	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP	LOC119648034|XP_037905388.1|HILL
OG0004471	LOC120428932|XP_039450010.1|CPIP	LOC119647538|XP_037904454.1|HILL
OG0004472	LOC120423890|XP_039443800.1|CPIP	LOC119654230|XP_037915381.1|HILL
OG0004473	LOC120423904|XP_039443818.1|CPIP	LOC119654102|XP_037915194.1|HILL
OG0004474	LOC120423908|XP_039443822.1|CPIP	LOC119655915|XP_037918008.1|HILL
OG0004475	LOC120428253|XP_039449177.1|CPIP	LOC119654538|XP_037915911.1|HILL
OG0004477	LOC120428256|XP_039449180.1|CPIP	LOC119655687|XP_037917619.1|HILL
OG0004478	LOC120428250|XP_039449172.1|CPIP	LOC119656182|XP_037918460.1|HILL
OG0004479	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP	LOC119651321|XP_037910782.1|HILL
OG0004480	LOC120427979|XP_039448870.1|CPIP	LOC119657801|XP_037920825.1|HILL
OG0004481	LOC120416241|XP_039433877.1|CPIP	LOC119655521|XP_037917363.1|HILL
OG0004482	LOC120423048|XP_039442654.1|CPIP	LOC119657731|XP_037920701.1|HILL
OG0004483	LOC120429513|XP_039450517.1|CPIP	LOC119655882|XP_037917946.1|HILL
OG0004484	LOC120413804|XP_039430695.1|CPIP	LOC119660016|XP_037924322.1|HILL
OG0004485	LOC120424355|XP_039444386.1|CPIP	LOC119656250|XP_037918593.1|HILL
OG0004486	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP	LOC119654926|XP_037916505.1|HILL
OG0004487	LOC120429277|XP_039450435.1|CPIP	LOC119647634|XP_037904622.1|HILL
OG0004490	LOC120412407|XP_039428803.1|CPIP	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL
OG0004504	LOC120415043|XP_039432350.1|CPIP	LOC119647320|XP_037904174.1|HILL
OG0004505	LOC120413299|XP_039429991.1|CPIP	LOC119650723|XP_037909674.1|HILL
OG0004506	LOC120415060|XP_039432381.1|CPIP	LOC119652609|XP_037912770.1|HILL
OG0004507	LOC120421077|XP_039440156.1|CPIP	LOC119652668|XP_037912862.1|HILL
OG0004508	LOC120415046|XP_039432354.1|CPIP	LOC119653115|XP_037913567.1|HILL
OG0004509	LOC120415084|XP_039432434.1|CPIP	LOC119656759|XP_037919258.1|HILL
OG0004510	LOC120415024|XP_039432323.1|CPIP	LOC119656676|XP_037919088.1|HILL
OG0004511	LOC120430611|XP_039451644.1|CPIP	LOC119648920|XP_037906757.1|HILL
OG0004512	LOC120413310|XP_039430006.1|CPIP	LOC119661038|XP_037926138.1|HILL
OG0004513	LOC120413293|XP_039429982.1|CPIP	LOC119660944|XP_037925874.1|HILL
OG0004514	LOC120413285|XP_039429956.1|CPIP	LOC119660737|XP_037925347.1|HILL
OG0004515	LOC120420237|XP_039439159.1|CPIP	LOC119661621|XP_037926969.1|HILL
OG0004516	LOC120420249|XP_039439172.1|CPIP	LOC119657143|XP_037919843.1|HILL
OG0004517	LOC120432221|XP_039453329.1|CPIP	LOC119658463|XP_037921796.1|HILL
OG0004518	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP	LOC119656545|XP_037918833.1|HILL
OG0004519	LOC120412670|XP_039429170.1|CPIP	LOC119651476|XP_037911014.1|HILL
OG0004520	LOC120413708|XP_039430562.1|CPIP	LOC119657546|XP_037920421.1|HILL
OG0004521	LOC120413437|XP_039430184.1|CPIP	LOC119648168|XP_037905675.1|HILL
OG0004522	LOC120432170|XP_039453244.1|CPIP	LOC119656793|XP_037919329.1|HILL
OG0004523	LOC120424291|XP_039444304.1|CPIP	LOC119658680|XP_037922172.1|HILL
OG0004524	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP	LOC119661693|XP_037927067.1|HILL
OG0004525	LOC120417486|XP_039435607.1|CPIP	LOC119656544|XP_037918829.1|HILL
OG0004526	LOC120420014|XP_039438885.1|CPIP	LOC119656971|XP_037919627.1|HILL
OG0004527	LOC120418123|XP_039436335.1|CPIP	LOC119658350|XP_037921635.1|HILL
OG0004528	LOC120432235|XP_039453381.1|CPIP	LOC119658352|XP_037921638.1|HILL
OG0004529	LOC120432309|XP_039453427.1|CPIP	LOC119658524|XP_037921930.1|HILL
OG0004530	LOC120416126|XP_039433768.1|CPIP	LOC119655619|XP_037917517.1|HILL
OG0004531	LOC120422317|XP_039441669.1|CPIP	LOC119661641|XP_037926997.1|HILL
OG0004532	LOC120429205|XP_039450349.1|CPIP	LOC119656865|XP_037919449.1|HILL
OG0004533	LOC120412926|XP_039429495.1|CPIP	LOC119657875|XP_037920930.1|HILL
OG0004534	LOC120432237|XP_039453345.1|CPIP	LOC119653431|XP_037913940.1|HILL
OG0004535	LOC120432491|XP_039453639.1|CPIP	LOC119648743|XP_037906490.1|HILL
OG0004536	LOC120430783|XP_039451834.1|CPIP	LOC119656821|XP_037919382.1|HILL
OG0004537	LOC120414955|XP_039432221.1|CPIP	LOC119658353|XP_037921639.1|HILL
OG0004538	LOC120426001|XP_039446603.1|CPIP	LOC119661120|XP_037926243.1|HILL
OG0004539	LOC120432297|XP_039453417.1|CPIP	LOC119651648|XP_037911252.1|HILL
OG0004540	LOC120422049|XP_039441309.1|CPIP	LOC119657192|XP_037919923.1|HILL
OG0004541	LOC120414161|XP_039431145.1|CPIP	LOC119657931|XP_037921047.1|HILL
OG0004542	LOC120414164|XP_039431150.1|CPIP	LOC119657313|XP_037920099.1|HILL
OG0004543	LOC120417693|XP_039435767.1|CPIP	LOC119657455|XP_037920297.1|HILL
OG0004544	LOC120431148|XP_039452221.1|CPIP	LOC119657407|XP_037920227.1|HILL
OG0004545	LOC120422452|XP_039441829.1|CPIP	LOC119650804|XP_037909871.1|HILL
OG0004546	LOC120422474|XP_039441863.1|CPIP	LOC119655155|XP_037916834.1|HILL
OG0004547	LOC120424305|XP_039444324.1|CPIP	LOC119656805|XP_037919343.1|HILL
OG0004548	LOC120431128|XP_039452214.1|CPIP	LOC119657452|XP_037920294.1|HILL
OG0004549	LOC120422523|XP_039441911.1|CPIP	LOC119656669|XP_037919078.1|HILL
OG0004550	LOC120420172|XP_039439071.1|CPIP	LOC119656744|XP_037919231.1|HILL
OG0004551	LOC120420173|XP_039439072.1|CPIP	LOC119657191|XP_037919922.1|HILL
OG0004552	LOC120420188|XP_039439106.1|CPIP	LOC119658388|XP_037921685.1|HILL
OG0004553	LOC120422303|XP_039441629.1|CPIP	LOC119655547|XP_037917394.1|HILL
OG0004554	LOC120430545|XP_039451594.1|CPIP	LOC119657939|XP_037921056.1|HILL
OG0004555	LOC120422445|XP_039441823.1|CPIP	LOC119657836|XP_037920884.1|HILL
OG0004556	LOC120422447|XP_039441825.1|CPIP	LOC119657562|XP_037920447.1|HILL
OG0004557	LOC120420223|XP_039439145.1|CPIP	LOC119658466|XP_037921808.1|HILL
OG0004558	LOC120416891|XP_039434723.1|CPIP	LOC119657531|XP_037920401.1|HILL
OG0004559	LOC120422094|XP_039441375.1|CPIP	LOC119652312|XP_037912251.1|HILL
OG0004560	LOC120419263|XP_039437852.1|CPIP	LOC119658602|XP_037922000.1|HILL
OG0004561	LOC120419286|XP_039437887.1|CPIP	LOC119646295|XP_037902638.1|HILL
OG0004562	LOC120419260|XP_039437848.1|CPIP	LOC119651060|XP_037910318.1|HILL
OG0004563	LOC120419297|XP_039437896.1|CPIP	LOC119652480|XP_037912581.1|HILL
OG0004564	LOC120429179|XP_039450326.1|CPIP	LOC119651625|XP_037911215.1|HILL
OG0004565	LOC120429172|XP_039450318.1|CPIP	LOC119651338|XP_037910819.1|HILL
OG0004566	LOC120413705|XP_039430559.1|CPIP	LOC119657893|XP_037920965.1|HILL
OG0004567	LOC120417712|XP_039435795.1|CPIP	LOC119656696|XP_037919127.1|HILL
OG0004568	LOC120413334|XP_039430044.1|CPIP	LOC119658356|XP_037921642.1|HILL
OG0004569	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP	LOC119651996|XP_037911846.1|HILL
OG0004570	LOC120427674|XP_039448488.1|CPIP	LOC119658240|XP_037921446.1|HILL
OG0004571	LOC120412330|XP_039428668.1|CPIP	LOC119656721|XP_037919176.1|HILL
OG0004572	LOC120412596|XP_039429068.1|CPIP	LOC119656948|XP_037919589.1|HILL, LOC119660417|XP_037924892.1|HILL
OG0004573	LOC120413351|XP_039430067.1|CPIP	LOC119651558|XP_037911119.1|HILL
OG0004574	LOC120413171|XP_039429818.1|CPIP	LOC119657523|XP_037920395.1|HILL
OG0004575	LOC120432239|XP_039453350.1|CPIP	LOC119657664|XP_037920618.1|HILL
OG0004576	LOC120412599|XP_039429082.1|CPIP	LOC119652608|XP_037912769.1|HILL
OG0004577	LOC120414152|XP_039431125.1|CPIP	LOC119656889|XP_037919489.1|HILL
OG0004578	LOC120414948|XP_039432247.1|CPIP	LOC119657677|XP_037920634.1|HILL
OG0004579	LOC120432564|XP_039453761.1|CPIP	LOC119654883|XP_037916420.1|HILL
OG0004580	LOC120415606|XP_039433133.1|CPIP	LOC119657833|XP_037920878.1|HILL
OG0004581	LOC120415612|XP_039433140.1|CPIP	LOC119651764|XP_037911432.1|HILL
OG0004582	LOC120415621|XP_039433152.1|CPIP	LOC119659766|XP_037923958.1|HILL
OG0004583	LOC120431695|XP_039452743.1|CPIP, LOC120421430|XP_039440574.1|CPIP	LOC119657310|XP_037920097.1|HILL
OG0004584	LOC120431694|XP_039452742.1|CPIP, LOC120421418|XP_039440559.1|CPIP	LOC119657387|XP_037920200.1|HILL
OG0004585	LOC120417040|XP_039434921.1|CPIP	LOC119659522|XP_037923586.1|HILL
OG0004586	LOC120417033|XP_039434911.1|CPIP	LOC119656710|XP_037919158.1|HILL
OG0004587	LOC120417017|XP_039434887.1|CPIP	LOC119658596|XP_037921988.1|HILL
OG0004588	LOC120417018|XP_039434890.1|CPIP	LOC119658604|XP_037922007.1|HILL
OG0004589	LOC120423035|XP_039442611.1|CPIP	LOC119657910|XP_037921012.1|HILL
OG0004590	LOC120422058|XP_039441325.1|CPIP	LOC119651926|XP_037911684.1|HILL
OG0004591	LOC120422080|XP_039441359.1|CPIP	LOC119651434|XP_037910961.1|HILL
OG0004592	LOC120422078|XP_039441357.1|CPIP	LOC119657856|XP_037920909.1|HILL
OG0004593	LOC120422075|XP_039441352.1|CPIP	LOC119657141|XP_037919841.1|HILL
OG0004594	LOC120423487|XP_039443289.1|CPIP	LOC119658003|XP_037921151.1|HILL
OG0004595	LOC120425894|XP_039446474.1|CPIP	LOC119658516|XP_037921919.1|HILL
OG0004596	LOC120428194|XP_039449139.1|CPIP	LOC119657611|XP_037920538.1|HILL
OG0004597	LOC120428507|XP_039449453.1|CPIP, LOC120430549|XP_039451597.1|CPIP	LOC119657428|XP_037920257.1|HILL
OG0004598	LOC120413356|XP_039430073.1|CPIP	LOC119657349|XP_037920150.1|HILL
OG0004599	LOC120430494|XP_039451524.1|CPIP	LOC119646254|XP_037902587.1|HILL
OG0004600	LOC120417702|XP_039435781.1|CPIP	LOC119657834|XP_037920879.1|HILL
OG0004601	LOC120424696|XP_039444809.1|CPIP	LOC119658443|XP_037921773.1|HILL
OG0004602	LOC120424533|XP_039444631.1|CPIP	LOC119657101|XP_037919784.1|HILL
OG0004603	LOC120416908|XP_039434741.1|CPIP	LOC119656589|XP_037918925.1|HILL
OG0004604	LOC120416899|XP_039434731.1|CPIP	LOC119656827|XP_037919400.1|HILL
OG0004605	LOC120430744|XP_039451787.1|CPIP	LOC119657358|XP_037920159.1|HILL
OG0004606	LOC120427968|XP_039448858.1|CPIP	LOC119649648|XP_037907833.1|HILL
OG0004607	LOC120412940|XP_039429515.1|CPIP	LOC119657386|XP_037920199.1|HILL
OG0004608	LOC120413576|XP_039430401.1|CPIP	LOC119658507|XP_037921898.1|HILL
OG0004609	LOC120426601|XP_039447326.1|CPIP	LOC119657270|XP_037920031.1|HILL
OG0004610	LOC120416425|XP_039434110.1|CPIP	LOC119651587|XP_037911160.1|HILL
OG0004611	LOC120416401|XP_039434081.1|CPIP	LOC119656812|XP_037919361.1|HILL
OG0004612	LOC120416435|XP_039434123.1|CPIP	LOC119658069|XP_037921255.1|HILL
OG0004613	LOC120429015|XP_039450086.1|CPIP	LOC119650852|XP_037909926.1|HILL
OG0004614	LOC120429018|XP_039450093.1|CPIP	LOC119657094|XP_037919777.1|HILL
OG0004615	LOC120414518|XP_039431661.1|CPIP	LOC119656982|XP_037919643.1|HILL
OG0004616	LOC120414526|XP_039431669.1|CPIP	LOC119658409|XP_037921733.1|HILL
OG0004617	LOC120414512|XP_039431652.1|CPIP	LOC119660467|XP_037924963.1|HILL
OG0004618	LOC120414525|XP_039431668.1|CPIP	LOC119658319|XP_037921582.1|HILL
OG0004619	LOC120417687|XP_039435758.1|CPIP	LOC119651392|XP_037910902.1|HILL
OG0004620	LOC120413719|XP_039430580.1|CPIP	LOC119660137|XP_037924464.1|HILL
OG0004621	LOC120414162|XP_039431146.1|CPIP	LOC119659872|XP_037924118.1|HILL
OG0004622	LOC120416255|XP_039433891.1|CPIP	LOC119651407|XP_037910925.1|HILL
OG0004623	LOC120416251|XP_039433888.1|CPIP	LOC119652627|XP_037912802.1|HILL
OG0004624	LOC120430970|XP_039452038.1|CPIP	LOC119657790|XP_037920802.1|HILL
OG0004625	LOC120419625|XP_039438304.1|CPIP	LOC119656694|XP_037919108.1|HILL
OG0004626	LOC120428971|XP_039450040.1|CPIP, LOC120425317|XP_039445723.1|CPIP	LOC119656708|XP_037919146.1|HILL
OG0004627	LOC120413036|XP_039429643.1|CPIP	LOC119648323|XP_037905932.1|HILL
OG0004628	LOC120428374|XP_039449309.1|CPIP	LOC119658065|XP_037921246.1|HILL
OG0004629	LOC120415613|XP_039433142.1|CPIP	LOC119661256|XP_037926430.1|HILL
OG0004630	LOC120415608|XP_039433136.1|CPIP	LOC119651300|XP_037910752.1|HILL
OG0004631	LOC120415601|XP_039433128.1|CPIP	LOC119652778|XP_037913016.1|HILL
OG0004632	LOC120415600|XP_039433127.1|CPIP	LOC119652777|XP_037913013.1|HILL
OG0004633	LOC120424519|XP_039444609.1|CPIP	LOC119652422|XP_037912473.1|HILL
OG0004635	LOC120429063|XP_039450135.1|CPIP	LOC119657645|XP_037920579.1|HILL
OG0004636	LOC120426453|XP_039447149.1|CPIP	LOC119658477|XP_037921844.1|HILL
OG0004637	LOC120429940|XP_039450971.1|CPIP	LOC119656596|XP_037918950.1|HILL
OG0004638	LOC120424323|XP_039444352.1|CPIP	LOC119657899|XP_037920982.1|HILL
OG0004639	LOC120423052|XP_039442658.1|CPIP	LOC119658033|XP_037921193.1|HILL
OG0004640	LOC120423051|XP_039442657.1|CPIP	LOC119658083|XP_037921273.1|HILL
OG0004641	LOC120428791|XP_039449822.1|CPIP	LOC119656673|XP_037919084.1|HILL
OG0004642	LOC120425020|XP_039445324.1|CPIP	LOC119657079|XP_037919762.1|HILL
OG0004643	LOC120425030|XP_039445335.1|CPIP	LOC119658927|XP_037922684.1|HILL
OG0004644	LOC120425019|XP_039445322.1|CPIP	LOC119659371|XP_037923355.1|HILL
OG0004645	LOC120425026|XP_039445330.1|CPIP, LOC120425024|XP_039445329.1|CPIP	LOC119657954|XP_037921084.1|HILL
OG0004646	LOC120430120|XP_039451138.1|CPIP	LOC119660821|XP_037925609.1|HILL
OG0004647	LOC120429248|XP_039450393.1|CPIP	LOC119656515|XP_037918786.1|HILL
OG0004648	LOC120430117|XP_039451136.1|CPIP	LOC119656517|XP_037918788.1|HILL
OG0004649	LOC120419870|XP_039438664.1|CPIP, LOC120418077|XP_039436268.1|CPIP	LOC119658385|XP_037921679.1|HILL
OG0004650	LOC120418091|XP_039436293.1|CPIP, LOC120419874|XP_039438669.1|CPIP	LOC119658521|XP_037921925.1|HILL
OG0004651	LOC120425022|XP_039445325.1|CPIP	LOC119653160|XP_037913629.1|HILL
OG0004652	LOC120425463|XP_039445929.1|CPIP	LOC119651716|XP_037911366.1|HILL
OG0004653	LOC120425465|XP_039445931.1|CPIP	LOC119658272|XP_037921491.1|HILL
OG0004654	LOC120425487|XP_039445965.1|CPIP	LOC119651929|XP_037911692.1|HILL
OG0004655	LOC120428782|XP_039449803.1|CPIP	LOC119652846|XP_037913125.1|HILL
OG0004656	LOC120428781|XP_039449802.1|CPIP	LOC119656715|XP_037919165.1|HILL
OG0004657	LOC120428787|XP_039449808.1|CPIP	LOC119651552|XP_037911112.1|HILL
OG0004658	LOC120423153|XP_039442770.1|CPIP, LOC120431375|XP_039452440.1|CPIP	LOC119660106|XP_037924414.1|HILL
OG0004659	LOC120431381|XP_039452444.1|CPIP	LOC119656535|XP_037918809.1|HILL
OG0004660	LOC120429233|XP_039450378.1|CPIP	LOC119655344|XP_037917126.1|HILL
OG0004661	LOC120429247|XP_039450392.1|CPIP	LOC119652578|XP_037912722.1|HILL
OG0004662	LOC120424934|XP_039445166.1|CPIP	LOC119656572|XP_037918887.1|HILL
OG0004663	LOC120424932|XP_039445160.1|CPIP	LOC119661358|XP_037926594.1|HILL
OG0004664	LOC120424930|XP_039445155.1|CPIP	LOC119650425|XP_037909172.1|HILL
OG0004665	LOC120424935|XP_039445169.1|CPIP	LOC119647032|XP_037903701.1|HILL
OG0004666	LOC120419338|XP_039437944.1|CPIP	LOC119651332|XP_037910800.1|HILL
OG0004667	LOC120431439|XP_039452492.1|CPIP	LOC119652899|XP_037913200.1|HILL
OG0004668	LOC120431799|XP_039452851.1|CPIP	LOC119646252|XP_037902574.1|HILL
OG0004669	LOC120428947|XP_039450021.1|CPIP	LOC119654543|XP_037915919.1|HILL
OG0004670	LOC120427924|XP_039448799.1|CPIP	LOC119658858|XP_037922539.1|HILL
OG0004671	LOC120424813|XP_039444965.1|CPIP	LOC119660788|XP_037925519.1|HILL
OG0004672	LOC120429289|XP_039450451.1|CPIP	LOC119653161|XP_037913630.1|HILL
OG0004673	LOC120430803|XP_039451857.1|CPIP	LOC119660391|XP_037924852.1|HILL
OG0004674	LOC120425115|XP_039445454.1|CPIP	LOC119657201|XP_037919935.1|HILL
OG0004675	LOC120425113|XP_039445448.1|CPIP	LOC119657161|XP_037919870.1|HILL
OG0004676	LOC120430535|XP_039451582.1|CPIP	LOC119656798|XP_037919331.1|HILL
OG0004677	LOC120425998|XP_039446590.1|CPIP	LOC119650715|XP_037909654.1|HILL
OG0004678	LOC120426016|XP_039446624.1|CPIP	LOC119651944|XP_037911724.1|HILL
OG0004679	LOC120417858|XP_039436012.1|CPIP	LOC119652908|XP_037913212.1|HILL
OG0004680	LOC120421773|XP_039440974.1|CPIP	LOC119653220|XP_037913723.1|HILL
OG0004681	LOC120423834|XP_039443711.1|CPIP	LOC119650861|XP_037909946.1|HILL
OG0004682	LOC120423841|XP_039443723.1|CPIP	LOC119659350|XP_037923327.1|HILL
OG0004683	LOC120423826|XP_039443689.1|CPIP	LOC119659697|XP_037923878.1|HILL
OG0004684	LOC120426227|XP_039446897.1|CPIP	LOC119652735|XP_037912960.1|HILL
OG0004685	LOC120431668|XP_039452711.1|CPIP	LOC119658325|XP_037921591.1|HILL
OG0004686	LOC120418742|XP_039437152.1|CPIP	LOC119657043|XP_037919724.1|HILL
OG0004687	LOC120417201|XP_039435101.1|CPIP	LOC119658378|XP_037921672.1|HILL
OG0004689	LOC120417191|XP_039435092.1|CPIP	LOC119652429|XP_037912481.1|HILL
OG0004690	LOC120420743|XP_039439770.1|CPIP	LOC119651113|XP_037910414.1|HILL
OG0004691	LOC120420766|XP_039439806.1|CPIP	LOC119651345|XP_037910829.1|HILL
OG0004692	LOC120420781|XP_039439828.1|CPIP	LOC119651630|XP_037911221.1|HILL
OG0004693	LOC120420745|XP_039439775.1|CPIP	LOC119651633|XP_037911225.1|HILL
OG0004694	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP	LOC119651342|XP_037910823.1|HILL
OG0004695	LOC120428741|XP_039449751.1|CPIP	LOC119657150|XP_037919855.1|HILL
OG0004696	LOC120427185|XP_039447983.1|CPIP	LOC119653173|XP_037913648.1|HILL
OG0004697	LOC120430501|XP_039451532.1|CPIP	LOC119660812|XP_037925580.1|HILL
OG0004698	LOC120421821|XP_039441033.1|CPIP	LOC119656490|XP_037918748.1|HILL
OG0004699	LOC120422152|XP_039441459.1|CPIP	LOC119651178|XP_037910533.1|HILL
OG0004700	LOC120416607|XP_039434342.1|CPIP	LOC119652868|XP_037913154.1|HILL
OG0004701	LOC120415975|XP_039433563.1|CPIP	LOC119651296|XP_037910745.1|HILL
OG0004702	LOC120429000|XP_039450074.1|CPIP	LOC119653181|XP_037913663.1|HILL
OG0004703	LOC120428668|XP_039449652.1|CPIP	LOC119652688|XP_037912890.1|HILL
OG0004704	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP	LOC119651650|XP_037911256.1|HILL
OG0004705	LOC120427079|XP_039447855.1|CPIP	LOC119651488|XP_037911030.1|HILL
OG0004706	LOC120431454|XP_039452504.1|CPIP	LOC119653107|XP_037913553.1|HILL
OG0004707	LOC120424033|XP_039443990.1|CPIP	LOC119658332|XP_037921599.1|HILL
OG0004708	LOC120424034|XP_039443991.1|CPIP	LOC119658585|XP_037921969.1|HILL
OG0004709	LOC120426007|XP_039446608.1|CPIP	LOC119652381|XP_037912407.1|HILL
OG0004710	LOC120426006|XP_039446605.1|CPIP	LOC119650701|XP_037909615.1|HILL
OG0004711	LOC120422583|XP_039442005.1|CPIP	LOC119657081|XP_037919764.1|HILL
OG0004712	LOC120422565|XP_039441985.1|CPIP	LOC119657328|XP_037920121.1|HILL
OG0004713	LOC120431802|XP_039452858.1|CPIP	LOC119651505|XP_037911055.1|HILL
OG0004714	LOC120431729|XP_039452791.1|CPIP	LOC119652733|XP_037912957.1|HILL
OG0004715	LOC120430219|XP_039451231.1|CPIP	LOC119651448|XP_037910982.1|HILL
OG0004716	LOC120425736|XP_039446274.1|CPIP	LOC119650982|XP_037910173.1|HILL
OG0004717	LOC120418347|XP_039436632.1|CPIP	LOC119657852|XP_037920903.1|HILL
OG0004718	LOC120418330|XP_039436598.1|CPIP	LOC119646301|XP_037902645.1|HILL
OG0004719	LOC120427265|XP_039448060.1|CPIP	LOC119650798|XP_037909862.1|HILL
OG0004720	LOC120427677|XP_039448492.1|CPIP	LOC119652851|XP_037913132.1|HILL
