Orthogroup	CPIP.longest_only	DBIA.longest_only
OG0005083	LOC120418530|XP_039436900.1|CPIP	LOC108023992|XP_016949217.1|DBIA
OG0005084	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP	LOC108034989|XP_016965808.1|DBIA
OG0005085	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP	LOC108028297|XP_016955508.1|DBIA
OG0005086	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP	LOC108030350|XP_016958704.1|DBIA
OG0005087	LOC120431426|XP_039452480.1|CPIP	LOC108035184|XP_016966153.1|DBIA
OG0005088	LOC120414436|XP_039431555.1|CPIP	LOC108022823|XP_016947453.1|DBIA
OG0005089	LOC120414481|XP_039431609.1|CPIP	LOC108022822|XP_016947452.1|DBIA
OG0005090	LOC120432578|XP_039453744.1|CPIP	LOC108026804|XP_016953458.1|DBIA
OG0005091	LOC120414463|XP_039431586.1|CPIP	LOC108029668|XP_016957585.1|DBIA
OG0005092	LOC120426140|XP_039446791.1|CPIP	LOC108028828|XP_016956306.1|DBIA
OG0005093	LOC120426135|XP_039446771.1|CPIP	LOC108028468|XP_016955817.1|DBIA
OG0005094	LOC120417615|XP_039435663.1|CPIP	LOC108034893|XP_016965593.1|DBIA
OG0005095	LOC120417605|XP_039435645.1|CPIP	LOC108022595|XP_016947114.1|DBIA
OG0005096	LOC120417619|XP_039435667.1|CPIP	LOC108027895|XP_016955003.1|DBIA
OG0005097	LOC120416046|XP_039433637.1|CPIP	LOC108026930|XP_016953632.1|DBIA
OG0005098	LOC120416047|XP_039433639.1|CPIP	LOC108022729|XP_016947302.1|DBIA
OG0005099	LOC120423595|XP_039443390.1|CPIP	LOC108023122|XP_016947879.1|DBIA
OG0005100	LOC120423622|XP_039443424.1|CPIP	LOC108023121|XP_016947878.1|DBIA
OG0005101	LOC120423604|XP_039443403.1|CPIP	LOC108032082|XP_016961395.1|DBIA
OG0005102	LOC120419517|XP_039438151.1|CPIP	LOC108022832|XP_016947466.1|DBIA
OG0005103	LOC120419522|XP_039438166.1|CPIP	LOC108026685|XP_016953263.1|DBIA
OG0005104	LOC120413407|XP_039430146.1|CPIP	LOC108036131|XP_016967605.1|DBIA
OG0005105	LOC120413431|XP_039430176.1|CPIP	LOC108034570|XP_016964990.1|DBIA
OG0005106	LOC120413416|XP_039430155.1|CPIP	LOC108034802|XP_016965292.1|DBIA
OG0005107	LOC120413382|XP_039430114.1|CPIP	LOC108035659|XP_016966856.1|DBIA
OG0005108	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP	LOC108036910|XP_016968804.1|DBIA
OG0005109	LOC120417530|XP_039435546.1|CPIP	LOC108032605|XP_016962025.1|DBIA
OG0005110	LOC120420040|XP_039438875.1|CPIP	LOC108035005|XP_016965837.1|DBIA
OG0005111	LOC120427787|XP_039448643.1|CPIP	LOC108028631|XP_016956041.1|DBIA
OG0005112	LOC120427785|XP_039448640.1|CPIP	LOC108031207|XP_016959933.1|DBIA
OG0005113	LOC120427783|XP_039448638.1|CPIP	LOC108028633|XP_016956045.1|DBIA
OG0005114	LOC120429198|XP_039450340.1|CPIP	LOC108035570|XP_016966728.1|DBIA
OG0005115	LOC120422286|XP_039441610.1|CPIP	LOC108027770|XP_016954821.1|DBIA
OG0005116	LOC120424974|XP_039445264.1|CPIP	LOC108035404|XP_016966513.1|DBIA
OG0005117	LOC120424977|XP_039445268.1|CPIP	LOC108023424|XP_016948399.1|DBIA
OG0005118	LOC120424982|XP_039445284.1|CPIP	LOC108034120|XP_016964396.1|DBIA
OG0005119	LOC120431356|XP_039452418.1|CPIP	LOC108026669|XP_016953205.1|DBIA
OG0005120	LOC120421624|XP_039440786.1|CPIP	LOC108035448|XP_016966573.1|DBIA
OG0005121	LOC120421674|XP_039440838.1|CPIP	LOC108030735|XP_016959266.1|DBIA
OG0005122	LOC120424488|XP_039444565.1|CPIP	LOC108028598|XP_016956004.1|DBIA
OG0005123	LOC120424498|XP_039444582.1|CPIP	LOC108028793|XP_016956263.1|DBIA
OG0005124	LOC120424477|XP_039444546.1|CPIP	LOC108035101|XP_016966016.1|DBIA
OG0005125	LOC120424495|XP_039444576.1|CPIP	LOC108035098|XP_016966011.1|DBIA
OG0005126	LOC120423518|XP_039443295.1|CPIP	LOC108035379|XP_016966474.1|DBIA
OG0005127	LOC120423507|XP_039443282.1|CPIP	LOC108034879|XP_016965573.1|DBIA
OG0005128	LOC120420909|XP_039439968.1|CPIP	LOC108030267|XP_016958579.1|DBIA
OG0005129	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP	LOC108028569|XP_016955965.1|DBIA
OG0005130	LOC120430133|XP_039451153.1|CPIP	LOC108028528|XP_016955908.1|DBIA
OG0005132	LOC120412631|XP_039429120.1|CPIP	LOC108028425|XP_016955744.1|DBIA
OG0005133	LOC120412593|XP_039429057.1|CPIP	LOC108035604|XP_016966772.1|DBIA
OG0005134	LOC120412581|XP_039429025.1|CPIP	LOC108030568|XP_016958958.1|DBIA
OG0005135	LOC120412623|XP_039429107.1|CPIP	LOC108035431|XP_016966552.1|DBIA
OG0005136	LOC120412587|XP_039429034.1|CPIP	LOC108035377|XP_016966470.1|DBIA
OG0005137	LOC120428832|XP_039449881.1|CPIP	LOC108024667|XP_016950225.1|DBIA
OG0005138	LOC120416503|XP_039434154.1|CPIP	LOC108028107|XP_016955242.1|DBIA
OG0005139	LOC120416504|XP_039434155.1|CPIP	LOC108028303|XP_016955514.1|DBIA
OG0005140	LOC120416523|XP_039434173.1|CPIP	LOC108027774|XP_016954825.1|DBIA
OG0005141	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP	LOC108036449|XP_016968086.1|DBIA
OG0005142	LOC120426296|XP_039446981.1|CPIP	LOC108035477|XP_016966616.1|DBIA
OG0005143	LOC120415768|XP_039433310.1|CPIP	LOC108035039|XP_016965874.1|DBIA
OG0005144	LOC120415816|XP_039433374.1|CPIP	LOC108034589|XP_016965011.1|DBIA
OG0005145	LOC120415818|XP_039433376.1|CPIP	LOC108035664|XP_016966861.1|DBIA
OG0005146	LOC120415809|XP_039433370.1|CPIP	LOC108028377|XP_016955659.1|DBIA
OG0005147	LOC120415810|XP_039433371.1|CPIP	LOC108028379|XP_016955664.1|DBIA
OG0005148	LOC120418654|XP_039437033.1|CPIP	LOC108030574|XP_016958989.1|DBIA
OG0005149	LOC120418652|XP_039437030.1|CPIP	LOC108022671|XP_016947231.1|DBIA
OG0005150	LOC120418673|XP_039437056.1|CPIP	LOC108035282|XP_016966336.1|DBIA
OG0005151	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP	LOC108035208|XP_016966207.1|DBIA
OG0005152	LOC120418659|XP_039437040.1|CPIP	LOC108035537|XP_016966693.1|DBIA
OG0005153	LOC120418665|XP_039437050.1|CPIP	LOC108035556|XP_016966713.1|DBIA
OG0005154	LOC120418680|XP_039437070.1|CPIP	LOC108035058|XP_016965932.1|DBIA
OG0005155	LOC120419001|XP_039437507.1|CPIP	LOC108031064|XP_016959761.1|DBIA
OG0005156	LOC120427117|XP_039447904.1|CPIP	LOC108027332|XP_016954233.1|DBIA
OG0005157	LOC120427130|XP_039447918.1|CPIP	LOC108026634|XP_016953144.1|DBIA
OG0005158	LOC120419527|XP_039438173.1|CPIP	LOC108028276|XP_016955469.1|DBIA
OG0005159	LOC120419525|XP_039438171.1|CPIP	LOC108035427|XP_016966547.1|DBIA
OG0005160	LOC120419520|XP_039438163.1|CPIP	LOC108028122|XP_016955261.1|DBIA
OG0005161	LOC120422697|XP_039442142.1|CPIP	LOC108026858|XP_016953528.1|DBIA
OG0005162	LOC120422702|XP_039442147.1|CPIP	LOC108023651|XP_016948760.1|DBIA
OG0005163	LOC120417455|XP_039435446.1|CPIP	LOC108030816|XP_016959405.1|DBIA
OG0005164	LOC120417458|XP_039435449.1|CPIP	LOC108035483|XP_016966622.1|DBIA
OG0005165	LOC120429715|XP_039450688.1|CPIP	LOC108030201|XP_016958447.1|DBIA
OG0005166	LOC120421404|XP_039440540.1|CPIP	LOC108032942|XP_016962505.1|DBIA
OG0005167	LOC120421405|XP_039440541.1|CPIP	LOC108032871|XP_016962360.1|DBIA
OG0005168	LOC120421394|XP_039440529.1|CPIP	LOC108035454|XP_016966581.1|DBIA
OG0005169	LOC120421393|XP_039440528.1|CPIP	LOC108035067|XP_016965947.1|DBIA
OG0005170	LOC120421391|XP_039440525.1|CPIP	LOC108035065|XP_016965944.1|DBIA
OG0005171	LOC120421392|XP_039440527.1|CPIP	LOC108035066|XP_016965946.1|DBIA
OG0005172	LOC120421386|XP_039440514.1|CPIP	LOC108026822|XP_016953478.1|DBIA
OG0005173	LOC120431184|XP_039452260.1|CPIP	LOC108030440|XP_016958819.1|DBIA
OG0005174	LOC120431186|XP_039452262.1|CPIP	LOC108023056|XP_016947792.1|DBIA
OG0005175	LOC120421921|XP_039441155.1|CPIP	LOC108022597|XP_016947119.1|DBIA
OG0005176	LOC120421930|XP_039441169.1|CPIP	LOC108029749|XP_016957731.1|DBIA
OG0005177	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP	LOC108023005|XP_016947725.1|DBIA
OG0005178	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP	LOC108035677|XP_016966876.1|DBIA
OG0005179	LOC120421898|XP_039441130.1|CPIP	LOC108034827|XP_016965425.1|DBIA
OG0005180	LOC120430636|XP_039451665.1|CPIP	LOC108028524|XP_016955900.1|DBIA
OG0005181	LOC120431061|XP_039452148.1|CPIP	LOC108025930|XP_016952112.1|DBIA
OG0005182	LOC120431062|XP_039452149.1|CPIP	LOC108036441|XP_016968068.1|DBIA
OG0005183	LOC120431056|XP_039452144.1|CPIP	LOC108036365|XP_016967935.1|DBIA
OG0005184	LOC120427289|XP_039448075.1|CPIP	LOC108036549|XP_016968269.1|DBIA
OG0005185	LOC120427293|XP_039448079.1|CPIP	LOC108036241|XP_016967739.1|DBIA
OG0005186	LOC120427296|XP_039448084.1|CPIP	LOC108022585|XP_016947099.1|DBIA
OG0005187	LOC120418809|XP_039437240.1|CPIP	LOC108030095|XP_016958231.1|DBIA
OG0005188	LOC120418812|XP_039437257.1|CPIP	LOC108030273|XP_016958587.1|DBIA
OG0005189	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP	LOC108024199|XP_016949538.1|DBIA
OG0005191	LOC120429227|XP_039450375.1|CPIP	LOC108024574|XP_016950064.1|DBIA
OG0005196	LOC120429042|XP_039450114.1|CPIP	LOC108028763|XP_016956226.1|DBIA
OG0005199	LOC120428478|XP_039449426.1|CPIP	LOC108030142|XP_016958347.1|DBIA
OG0005200	LOC120424300|XP_039444319.1|CPIP	LOC108022483|XP_016946922.1|DBIA
OG0005201	LOC120424220|XP_039444208.1|CPIP	LOC108022445|XP_016946837.1|DBIA
OG0005202	LOC120413952|XP_039430889.1|CPIP	LOC108036571|XP_016968308.1|DBIA
OG0005211	LOC120425448|XP_039445914.1|CPIP	LOC108030860|XP_016959492.1|DBIA
OG0005212	LOC120425446|XP_039445913.1|CPIP	LOC108026820|XP_016953476.1|DBIA
OG0005213	LOC120422192|XP_039441507.1|CPIP	LOC108023408|XP_016948355.1|DBIA
OG0005214	LOC120414729|XP_039431968.1|CPIP	LOC108036759|XP_016968577.1|DBIA
OG0005215	LOC120414647|XP_039431828.1|CPIP	LOC108029235|XP_016956918.1|DBIA
OG0005216	LOC120414706|XP_039431948.1|CPIP	LOC108036103|XP_016967564.1|DBIA
OG0005217	LOC120414646|XP_039431818.1|CPIP	LOC108033784|XP_016963877.1|DBIA
OG0005219	LOC120414659|XP_039431853.1|CPIP	LOC108036603|XP_016968354.1|DBIA
OG0005220	LOC120414656|XP_039431849.1|CPIP	LOC108028879|XP_016956379.1|DBIA
OG0005221	LOC120414672|XP_039431887.1|CPIP	LOC108032802|XP_016962297.1|DBIA
OG0005222	LOC120414652|XP_039431836.1|CPIP	LOC108033619|XP_016963472.1|DBIA
OG0005223	LOC120414655|XP_039431847.1|CPIP	LOC108032674|XP_016962132.1|DBIA
OG0005224	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP	LOC108036724|XP_016968512.1|DBIA
OG0005225	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP	LOC108027653|XP_016954659.1|DBIA
OG0005226	LOC120431198|XP_039452275.1|CPIP	LOC108036763|XP_016968584.1|DBIA
OG0005227	LOC120431192|XP_039452268.1|CPIP	LOC108034201|XP_016964521.1|DBIA
OG0005228	LOC120431190|XP_039452266.1|CPIP	LOC108033662|XP_016963588.1|DBIA
OG0005229	LOC120431282|XP_039452354.1|CPIP	LOC108029150|XP_016956770.1|DBIA
OG0005230	LOC120427685|XP_039448505.1|CPIP	LOC108033769|XP_016963854.1|DBIA
OG0005231	LOC120422793|XP_039442267.1|CPIP	LOC108033324|XP_016963102.1|DBIA
OG0005232	LOC120422785|XP_039442257.1|CPIP	LOC108027824|XP_016954894.1|DBIA
OG0005233	LOC120422805|XP_039442281.1|CPIP	LOC108028981|XP_016956510.1|DBIA
OG0005234	LOC120425848|XP_039446401.1|CPIP	LOC108032763|XP_016962248.1|DBIA
OG0005235	LOC120415484|XP_039432986.1|CPIP	LOC108033933|XP_016964101.1|DBIA
OG0005236	LOC120415483|XP_039432983.1|CPIP	LOC108027680|XP_016954715.1|DBIA
OG0005237	LOC120415481|XP_039432980.1|CPIP	LOC108027837|XP_016954911.1|DBIA
OG0005238	LOC120415473|XP_039432968.1|CPIP	LOC108027734|XP_016954775.1|DBIA
OG0005239	LOC120419188|XP_039437792.1|CPIP	LOC108036125|XP_016967599.1|DBIA
OG0005240	LOC120422788|XP_039442261.1|CPIP	LOC108034277|XP_016964625.1|DBIA
OG0005241	LOC120422783|XP_039442250.1|CPIP	LOC108027783|XP_016954836.1|DBIA
OG0005242	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP	LOC108033856|XP_016963980.1|DBIA
OG0005243	LOC120415693|XP_039433221.1|CPIP	LOC108029121|XP_016956727.1|DBIA
OG0005244	LOC120415669|XP_039433186.1|CPIP	LOC108031666|XP_016960792.1|DBIA
OG0005245	LOC120415676|XP_039433197.1|CPIP	LOC108027292|XP_016954174.1|DBIA
OG0005246	LOC120415690|XP_039433219.1|CPIP	LOC108029169|XP_016956803.1|DBIA
OG0005247	LOC120415685|XP_039433203.1|CPIP	LOC108022686|XP_016947247.1|DBIA
OG0005248	LOC120424566|XP_039444669.1|CPIP	LOC108031413|XP_016960302.1|DBIA
OG0005249	LOC120423659|XP_039443475.1|CPIP	LOC108023968|XP_016949181.1|DBIA
OG0005250	LOC120423673|XP_039443492.1|CPIP	LOC108033725|XP_016963760.1|DBIA
OG0005251	LOC120418290|XP_039436551.1|CPIP	LOC108033970|XP_016964171.1|DBIA
OG0005252	LOC120418314|XP_039436577.1|CPIP	LOC108033632|XP_016963539.1|DBIA
OG0005253	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP	LOC108033624|XP_016963486.1|DBIA
OG0005254	LOC120422990|XP_039442534.1|CPIP	LOC108032385|XP_016961695.1|DBIA
OG0005255	LOC120422984|XP_039442528.1|CPIP	LOC108032746|XP_016962222.1|DBIA
OG0005256	LOC120422989|XP_039442533.1|CPIP	LOC108024076|XP_016949336.1|DBIA
OG0005257	LOC120422991|XP_039442536.1|CPIP	LOC108036143|XP_016967620.1|DBIA
OG0005258	LOC120413542|XP_039430354.1|CPIP	LOC108032707|XP_016962175.1|DBIA
OG0005259	LOC120413545|XP_039430359.1|CPIP	LOC108032636|XP_016962069.1|DBIA
OG0005260	LOC120413560|XP_039430373.1|CPIP	LOC108032635|XP_016962068.1|DBIA
OG0005261	LOC120413537|XP_039430346.1|CPIP	LOC108034012|XP_016964230.1|DBIA
OG0005262	LOC120421103|XP_039440183.1|CPIP	LOC108029175|XP_016956817.1|DBIA
OG0005263	LOC120413586|XP_039430415.1|CPIP	LOC108032643|XP_016962078.1|DBIA
OG0005264	LOC120413587|XP_039430419.1|CPIP	LOC108024834|XP_016950457.1|DBIA
OG0005265	LOC120413588|XP_039430421.1|CPIP	LOC108032657|XP_016962102.1|DBIA
OG0005266	LOC120420136|XP_039439025.1|CPIP	LOC108032716|XP_016962186.1|DBIA
OG0005267	LOC120422937|XP_039442453.1|CPIP	LOC108027776|XP_016954827.1|DBIA
OG0005268	LOC120422741|XP_039442219.1|CPIP	LOC108027772|XP_016954823.1|DBIA
OG0005269	LOC120422916|XP_039442424.1|CPIP	LOC108027855|XP_016954942.1|DBIA
OG0005270	LOC120423189|XP_039442826.1|CPIP	LOC108034329|XP_016964695.1|DBIA
OG0005271	LOC120422309|XP_039441634.1|CPIP	LOC108033740|XP_016963787.1|DBIA
OG0005272	LOC120422971|XP_039442501.1|CPIP	LOC108034064|XP_016964307.1|DBIA
OG0005273	LOC120414084|XP_039431040.1|CPIP	LOC108036061|XP_016967493.1|DBIA
OG0005274	LOC120414062|XP_039431017.1|CPIP	LOC108033976|XP_016964183.1|DBIA
OG0005275	LOC120414058|XP_039431009.1|CPIP	LOC108034489|XP_016964886.1|DBIA
OG0005276	LOC120414081|XP_039431036.1|CPIP	LOC108029243|XP_016956927.1|DBIA
OG0005277	LOC120414096|XP_039431053.1|CPIP	LOC108029301|XP_016956993.1|DBIA
OG0005278	LOC120414093|XP_039431051.1|CPIP	LOC108030241|XP_016958536.1|DBIA
OG0005279	LOC120414100|XP_039431057.1|CPIP	LOC108021857|XP_016946134.1|DBIA
OG0005280	LOC120424092|XP_039444040.1|CPIP	LOC108027877|XP_016954982.1|DBIA
OG0005281	LOC120420594|XP_039439604.1|CPIP	LOC108029128|XP_016956738.1|DBIA
OG0005282	LOC120429865|XP_039450873.1|CPIP, LOC120413580|XP_039430400.1|CPIP	LOC108027304|XP_016954186.1|DBIA
OG0005283	LOC120429869|XP_039450880.1|CPIP, LOC120413620|XP_039430460.1|CPIP	LOC108026362|XP_016952765.1|DBIA
OG0005284	LOC120413611|XP_039430448.1|CPIP	LOC108033777|XP_016963866.1|DBIA
OG0005285	LOC120413622|XP_039430464.1|CPIP	LOC108034281|XP_016964629.1|DBIA
OG0005286	LOC120413585|XP_039430412.1|CPIP	LOC108027782|XP_016954834.1|DBIA
OG0005287	LOC120413617|XP_039430457.1|CPIP	LOC108027780|XP_016954832.1|DBIA
OG0005288	LOC120420134|XP_039439020.1|CPIP	LOC108033693|XP_016963681.1|DBIA
OG0005289	LOC120420147|XP_039439039.1|CPIP	LOC108027345|XP_016954255.1|DBIA
OG0005290	LOC120430578|XP_039451619.1|CPIP	LOC108027299|XP_016954181.1|DBIA
OG0005291	LOC120422712|XP_039442174.1|CPIP	LOC108032349|XP_016961649.1|DBIA
OG0005292	LOC120422502|XP_039441894.1|CPIP	LOC108032541|XP_016961903.1|DBIA
OG0005293	LOC120423260|XP_039442929.1|CPIP	LOC108029307|XP_016957000.1|DBIA
OG0005294	LOC120422731|XP_039442207.1|CPIP	LOC108034175|XP_016964476.1|DBIA
OG0005295	LOC120423216|XP_039442862.1|CPIP	LOC108032564|XP_016961936.1|DBIA
OG0005296	LOC120414732|XP_039431971.1|CPIP	LOC108027206|XP_016954005.1|DBIA
OG0005297	LOC120414734|XP_039431978.1|CPIP	LOC108036119|XP_016967592.1|DBIA
OG0005298	LOC120424907|XP_039445134.1|CPIP	LOC108032738|XP_016962212.1|DBIA
OG0005299	LOC120422900|XP_039442398.1|CPIP	LOC108025479|XP_016951481.1|DBIA
OG0005300	LOC120422899|XP_039442397.1|CPIP	LOC108023793|XP_016948921.1|DBIA
OG0005301	LOC120417356|XP_039435294.1|CPIP	LOC108034794|XP_016965275.1|DBIA
OG0005302	LOC120417353|XP_039435290.1|CPIP	LOC108030265|XP_016958577.1|DBIA
OG0005303	LOC120413136|XP_039429775.1|CPIP	LOC108033932|XP_016964100.1|DBIA
OG0005304	LOC120413139|XP_039429780.1|CPIP	LOC108034296|XP_016964647.1|DBIA
OG0005305	LOC120431576|XP_039452622.1|CPIP	LOC108030242|XP_016958537.1|DBIA
OG0005306	LOC120424961|XP_039445249.1|CPIP	LOC108034905|XP_016965627.1|DBIA
OG0005307	LOC120424962|XP_039445250.1|CPIP	LOC108033401|XP_016963209.1|DBIA
OG0005308	LOC120416294|XP_039433944.1|CPIP	LOC108033905|XP_016964060.1|DBIA
OG0005309	LOC120416300|XP_039433953.1|CPIP	LOC108034666|XP_016965097.1|DBIA
OG0005310	LOC120416323|XP_039433979.1|CPIP	LOC108036137|XP_016967612.1|DBIA
OG0005311	LOC120416324|XP_039433980.1|CPIP	LOC108033927|XP_016964091.1|DBIA
OG0005312	LOC120416299|XP_039433952.1|CPIP	LOC108036760|XP_016968579.1|DBIA
OG0005313	LOC120413114|XP_039429755.1|CPIP	LOC108034881|XP_016965578.1|DBIA
OG0005314	LOC120413088|XP_039429728.1|CPIP	LOC108033984|XP_016964197.1|DBIA
OG0005315	LOC120413084|XP_039429723.1|CPIP	LOC108033794|XP_016963893.1|DBIA
OG0005316	LOC120413119|XP_039429762.1|CPIP	LOC108030195|XP_016958439.1|DBIA
OG0005317	LOC120413085|XP_039429725.1|CPIP	LOC108034592|XP_016965017.1|DBIA
OG0005318	LOC120413105|XP_039429745.1|CPIP	LOC108032711|XP_016962185.1|DBIA
OG0005319	LOC120428542|XP_039449508.1|CPIP	LOC108029167|XP_016956801.1|DBIA
OG0005320	LOC120428544|XP_039449510.1|CPIP	LOC108032666|XP_016962115.1|DBIA
OG0005321	LOC120418946|XP_039437418.1|CPIP	LOC108034068|XP_016964312.1|DBIA
OG0005322	LOC120427588|XP_039448404.1|CPIP	LOC108032670|XP_016962122.1|DBIA
OG0005323	LOC120428509|XP_039449459.1|CPIP	LOC108032614|XP_016962039.1|DBIA
OG0005324	LOC120428265|XP_039449196.1|CPIP	LOC108032726|XP_016962195.1|DBIA
OG0005325	LOC120428207|XP_039449121.1|CPIP	LOC108027779|XP_016954831.1|DBIA
OG0005326	LOC120427994|XP_039448893.1|CPIP	LOC108032816|XP_016962319.1|DBIA
OG0005327	LOC120428594|XP_039449554.1|CPIP	LOC108032785|XP_016962277.1|DBIA
OG0005328	LOC120425905|XP_039446458.1|CPIP	LOC108024620|XP_016950147.1|DBIA
OG0005329	LOC120425915|XP_039446469.1|CPIP	LOC108029779|XP_016957781.1|DBIA
OG0005330	LOC120425914|XP_039446468.1|CPIP	LOC108029769|XP_016957770.1|DBIA
OG0005331	LOC120414748|XP_039431998.1|CPIP	LOC108029181|XP_016956833.1|DBIA
OG0005332	LOC120414772|XP_039432020.1|CPIP	LOC108034272|XP_016964619.1|DBIA
OG0005333	LOC120429763|XP_039450750.1|CPIP	LOC108034297|XP_016964648.1|DBIA
OG0005334	LOC120430192|XP_039451207.1|CPIP	LOC108034009|XP_016964228.1|DBIA
OG0005335	LOC120427331|XP_039448114.1|CPIP	LOC108029672|XP_016957607.1|DBIA
OG0005336	LOC120427330|XP_039448113.1|CPIP	LOC108036353|XP_016967918.1|DBIA
OG0005337	LOC120424365|XP_039444394.1|CPIP	LOC108022841|XP_016947501.1|DBIA
OG0005338	LOC120418429|XP_039436742.1|CPIP	LOC108034822|XP_016965414.1|DBIA
OG0005339	LOC120418426|XP_039436738.1|CPIP	LOC108033290|XP_016963045.1|DBIA
OG0005340	LOC120418399|XP_039436707.1|CPIP	LOC108034742|XP_016965180.1|DBIA
OG0005341	LOC120418414|XP_039436728.1|CPIP	LOC108029797|XP_016957800.1|DBIA
OG0005342	LOC120418406|XP_039436716.1|CPIP	LOC108034132|XP_016964410.1|DBIA
OG0005343	LOC120418412|XP_039436724.1|CPIP	LOC108030390|XP_016958761.1|DBIA
OG0005344	LOC120420832|XP_039439887.1|CPIP	LOC108029968|XP_016957962.1|DBIA
OG0005345	LOC120420804|XP_039439859.1|CPIP	LOC108034310|XP_016964669.1|DBIA
OG0005346	LOC120420160|XP_039439062.1|CPIP	LOC108033424|XP_016963234.1|DBIA
OG0005347	LOC120420574|XP_039439591.1|CPIP	LOC108029174|XP_016956813.1|DBIA
OG0005348	LOC120419662|XP_039438363.1|CPIP	LOC108034534|XP_016964952.1|DBIA
OG0005349	LOC120420052|XP_039438900.1|CPIP	LOC108035125|XP_016966049.1|DBIA
OG0005350	LOC120420253|XP_039439184.1|CPIP	LOC108033249|XP_016963004.1|DBIA
OG0005351	LOC120420234|XP_039439160.1|CPIP	LOC108034809|XP_016965332.1|DBIA
OG0005352	LOC120420360|XP_039439298.1|CPIP	LOC108033956|XP_016964143.1|DBIA
OG0005353	LOC120420071|XP_039438932.1|CPIP	LOC108023017|XP_016947741.1|DBIA
OG0005354	LOC120420475|XP_039439450.1|CPIP	LOC108027758|XP_016954800.1|DBIA
OG0005355	LOC120420606|XP_039439620.1|CPIP	LOC108029093|XP_016956672.1|DBIA
OG0005356	LOC120420683|XP_039439716.1|CPIP	LOC108029096|XP_016956675.1|DBIA
OG0005357	LOC120420642|XP_039439658.1|CPIP	LOC108033893|XP_016964033.1|DBIA
OG0005358	LOC120420656|XP_039439683.1|CPIP	LOC108033873|XP_016964004.1|DBIA
OG0005359	LOC120427825|XP_039448687.1|CPIP	LOC108022473|XP_016946911.1|DBIA
OG0005360	LOC120428341|XP_039449277.1|CPIP	LOC108035950|XP_016967242.1|DBIA
OG0005361	LOC120427756|XP_039448603.1|CPIP	LOC108033979|XP_016964189.1|DBIA
OG0005362	LOC120428483|XP_039449431.1|CPIP	LOC108034819|XP_016965389.1|DBIA
OG0005363	LOC120429755|XP_039450737.1|CPIP	LOC108034238|XP_016964576.1|DBIA
OG0005365	LOC120424089|XP_039444037.1|CPIP	LOC108033909|XP_016964064.1|DBIA
OG0005366	LOC120420601|XP_039439608.1|CPIP	LOC108034041|XP_016964276.1|DBIA
OG0005367	LOC120421944|XP_039441184.1|CPIP	LOC108034000|XP_016964217.1|DBIA
OG0005368	LOC120421947|XP_039441191.1|CPIP	LOC108031112|XP_016959812.1|DBIA
OG0005369	LOC120421950|XP_039441194.1|CPIP	LOC108027750|XP_016954791.1|DBIA
OG0005370	LOC120421948|XP_039441192.1|CPIP	LOC108033814|XP_016963928.1|DBIA
OG0005371	LOC120421953|XP_039441198.1|CPIP	LOC108034250|XP_016964592.1|DBIA
OG0005372	LOC120423469|XP_039443228.1|CPIP	LOC108032027|XP_016961326.1|DBIA
OG0005373	LOC120422507|XP_039441896.1|CPIP	LOC108021884|XP_016946211.1|DBIA
OG0005374	LOC120415493|XP_039432996.1|CPIP	LOC108035104|XP_016966026.1|DBIA
OG0005375	LOC120415470|XP_039432964.1|CPIP	LOC108035097|XP_016966013.1|DBIA
OG0005376	LOC120415465|XP_039432953.1|CPIP	LOC108027755|XP_016954796.1|DBIA
OG0005377	LOC120416080|XP_039433691.1|CPIP	LOC108029266|XP_016956957.1|DBIA
OG0005378	LOC120419619|XP_039438297.1|CPIP	LOC108027788|XP_016954845.1|DBIA
OG0005379	LOC120420170|XP_039439073.1|CPIP	LOC108036163|XP_016967643.1|DBIA
OG0005380	LOC120420028|XP_039438865.1|CPIP	LOC108027886|XP_016954993.1|DBIA
OG0005381	LOC120425343|XP_039445770.1|CPIP	LOC108033699|XP_016963691.1|DBIA
OG0005382	LOC120425342|XP_039445769.1|CPIP	LOC108033709|XP_016963720.1|DBIA
OG0005383	LOC120412784|XP_039429305.1|CPIP	LOC108028660|XP_016956077.1|DBIA
OG0005384	LOC120423646|XP_039443453.1|CPIP	LOC108023419|XP_016948388.1|DBIA
