Orthogroup	CPIP.longest_only	DBUS.longest_only
OG0004560	LOC120419263|XP_039437852.1|CPIP	LOC108595217|XP_033150930.1|DBUS
OG0004561	LOC120419286|XP_039437887.1|CPIP	LOC108604819|XP_017849918.1|DBUS
OG0004562	LOC120419260|XP_039437848.1|CPIP	LOC108604764|XP_017849847.1|DBUS
OG0004563	LOC120419297|XP_039437896.1|CPIP	LOC108604398|XP_017849345.1|DBUS
OG0004564	LOC120429179|XP_039450326.1|CPIP	LOC108601536|XP_017844923.1|DBUS
OG0004565	LOC120429172|XP_039450318.1|CPIP	LOC108603105|XP_017847098.1|DBUS
OG0004566	LOC120413705|XP_039430559.1|CPIP	LOC108605474|XP_017850650.1|DBUS
OG0004567	LOC120417712|XP_039435795.1|CPIP	LOC108605666|XP_017850943.1|DBUS
OG0004568	LOC120413334|XP_039430044.1|CPIP	LOC108606480|XP_017852105.1|DBUS
OG0004569	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP	LOC108603717|XP_033149796.1|DBUS
OG0004570	LOC120427674|XP_039448488.1|CPIP	LOC108597328|XP_017839309.1|DBUS
OG0004571	LOC120412330|XP_039428668.1|CPIP	LOC108602394|XP_017845995.1|DBUS, LOC108607192|XP_017853340.1|DBUS
OG0004572	LOC120412596|XP_039429068.1|CPIP	LOC108597362|XP_017839378.1|DBUS
OG0004573	LOC120413351|XP_039430067.1|CPIP	LOC108604440|XP_017849406.1|DBUS
OG0004574	LOC120413171|XP_039429818.1|CPIP	LOC108606011|XP_017851325.1|DBUS
OG0004575	LOC120432239|XP_039453350.1|CPIP	LOC108606991|XP_017853054.1|DBUS
OG0004576	LOC120412599|XP_039429082.1|CPIP	LOC108604655|XP_017849693.1|DBUS
OG0004577	LOC120414152|XP_039431125.1|CPIP	LOC108602550|XP_017846174.2|DBUS
OG0004578	LOC120414948|XP_039432247.1|CPIP	LOC108606561|XP_017852262.1|DBUS
OG0004579	LOC120432564|XP_039453761.1|CPIP	LOC108608324|XP_017855146.1|DBUS
OG0004580	LOC120415606|XP_039433133.1|CPIP	LOC108601390|XP_017844778.1|DBUS
OG0004581	LOC120415612|XP_039433140.1|CPIP	LOC108603038|XP_017846946.1|DBUS
OG0004582	LOC120415621|XP_039433152.1|CPIP	LOC108604722|XP_017849789.1|DBUS
OG0004583	LOC120431695|XP_039452743.1|CPIP, LOC120421430|XP_039440574.1|CPIP	LOC108606788|XP_017852719.1|DBUS
OG0004584	LOC120431694|XP_039452742.1|CPIP, LOC120421418|XP_039440559.1|CPIP	LOC108596096|XP_017837004.1|DBUS
OG0004585	LOC120417040|XP_039434921.1|CPIP	LOC108601920|XP_017845387.1|DBUS
OG0004586	LOC120417033|XP_039434911.1|CPIP	LOC108607056|XP_017853157.1|DBUS
OG0004587	LOC120417017|XP_039434887.1|CPIP	LOC108603660|XP_017848136.1|DBUS
OG0004588	LOC120417018|XP_039434890.1|CPIP	LOC108603690|XP_017848201.1|DBUS
OG0004590	LOC120422058|XP_039441325.1|CPIP	LOC108603628|XP_017848075.1|DBUS
OG0004591	LOC120422080|XP_039441359.1|CPIP	LOC108604450|XP_017849418.1|DBUS
OG0004592	LOC120422078|XP_039441357.1|CPIP	LOC108607248|XP_017853419.1|DBUS
OG0004593	LOC120422075|XP_039441352.1|CPIP	LOC108606442|XP_017852042.1|DBUS
OG0004594	LOC120423487|XP_039443289.1|CPIP	LOC108605133|XP_017850188.1|DBUS
OG0004595	LOC120425894|XP_039446474.1|CPIP	LOC108606816|XP_017852780.1|DBUS
OG0004596	LOC120428194|XP_039449139.1|CPIP	LOC108605016|XP_017850072.1|DBUS
OG0004597	LOC120428507|XP_039449453.1|CPIP, LOC120430549|XP_039451597.1|CPIP	LOC108605849|XP_017851147.1|DBUS
OG0004598	LOC120413356|XP_039430073.1|CPIP	LOC108601107|XP_017844513.1|DBUS
OG0004599	LOC120430494|XP_039451524.1|CPIP	LOC108601312|XP_017844704.1|DBUS
OG0004600	LOC120417702|XP_039435781.1|CPIP	LOC108605639|XP_017850910.1|DBUS
OG0004601	LOC120424696|XP_039444809.1|CPIP	LOC108605056|XP_017850112.1|DBUS
OG0004602	LOC120424533|XP_039444631.1|CPIP	LOC108606116|XP_017851458.1|DBUS
OG0004603	LOC120416908|XP_039434741.1|CPIP	LOC108599845|XP_017842462.1|DBUS
OG0004604	LOC120416899|XP_039434731.1|CPIP	LOC108605324|XP_033150297.1|DBUS, LOC108605988|XP_017851298.1|DBUS
OG0004605	LOC120430744|XP_039451787.1|CPIP	LOC108605396|XP_033150432.1|DBUS
OG0004606	LOC120427968|XP_039448858.1|CPIP	LOC108602928|XP_017846758.1|DBUS
OG0004607	LOC120412940|XP_039429515.1|CPIP	LOC108604937|XP_033150245.1|DBUS
OG0004608	LOC120413576|XP_039430401.1|CPIP	LOC108605196|XP_017850279.1|DBUS
OG0004609	LOC120426601|XP_039447326.1|CPIP	LOC108606556|XP_017852246.1|DBUS
OG0004610	LOC120416425|XP_039434110.1|CPIP	LOC108602285|XP_017845842.1|DBUS
OG0004611	LOC120416401|XP_039434081.1|CPIP	LOC108604370|XP_017849306.1|DBUS
OG0004612	LOC120416435|XP_039434123.1|CPIP	LOC108602025|XP_017845516.1|DBUS
OG0004613	LOC120429015|XP_039450086.1|CPIP	LOC108603045|XP_017846952.1|DBUS
OG0004614	LOC120429018|XP_039450093.1|CPIP	LOC108605653|XP_017850928.1|DBUS
OG0004615	LOC120414518|XP_039431661.1|CPIP	LOC108606500|XP_017852154.1|DBUS
OG0004616	LOC120414526|XP_039431669.1|CPIP	LOC108605155|XP_017850222.1|DBUS
OG0004617	LOC120414512|XP_039431652.1|CPIP	LOC108596937|XP_017838662.1|DBUS
OG0004618	LOC120414525|XP_039431668.1|CPIP	LOC108601358|XP_017844746.1|DBUS
OG0004619	LOC120417687|XP_039435758.1|CPIP	LOC108602898|XP_017846694.1|DBUS
OG0004620	LOC120413719|XP_039430580.1|CPIP	LOC108604030|XP_017848770.1|DBUS
OG0004621	LOC120414162|XP_039431146.1|CPIP	LOC108604041|XP_017848792.1|DBUS
OG0004622	LOC120416255|XP_039433891.1|CPIP	LOC108604611|XP_017849639.1|DBUS
OG0004623	LOC120416251|XP_039433888.1|CPIP	LOC108603030|XP_017846934.1|DBUS
OG0004624	LOC120430970|XP_039452038.1|CPIP	LOC108603449|XP_017847768.1|DBUS
OG0004625	LOC120419625|XP_039438304.1|CPIP	LOC108606478|XP_033150266.1|DBUS
OG0004626	LOC120425317|XP_039445723.1|CPIP	LOC108606655|XP_017852461.1|DBUS
OG0004627	LOC120413036|XP_039429643.1|CPIP	LOC108600033|XP_017842850.1|DBUS
OG0004628	LOC120428374|XP_039449309.1|CPIP	LOC108605758|XP_017851049.1|DBUS
OG0004629	LOC120415613|XP_039433142.1|CPIP	LOC108603025|XP_017846922.1|DBUS
OG0004630	LOC120415608|XP_039433136.1|CPIP	LOC108603697|XP_017848212.1|DBUS
OG0004631	LOC120415601|XP_039433128.1|CPIP	LOC108604148|XP_017848952.1|DBUS
OG0004632	LOC120415600|XP_039433127.1|CPIP	LOC108604147|XP_017848950.1|DBUS
OG0004633	LOC120424519|XP_039444609.1|CPIP	LOC108601755|XP_017845167.1|DBUS
OG0004634	LOC120429008|XP_039450080.1|CPIP	LOC108602824|XP_017846547.1|DBUS
OG0004635	LOC120429063|XP_039450135.1|CPIP	LOC108606616|XP_017852377.1|DBUS
OG0004636	LOC120426453|XP_039447149.1|CPIP	LOC108606467|XP_017852079.1|DBUS
OG0004637	LOC120429940|XP_039450971.1|CPIP	LOC108606814|XP_017852777.1|DBUS
OG0004638	LOC120424323|XP_039444352.1|CPIP	LOC108606840|XP_017850777.1|DBUS
OG0004639	LOC120423052|XP_039442658.1|CPIP	LOC108601820|XP_017845246.1|DBUS
OG0004640	LOC120423051|XP_039442657.1|CPIP	LOC108602364|XP_017845955.1|DBUS
OG0004641	LOC120428791|XP_039449822.1|CPIP	LOC108606435|XP_017852036.1|DBUS
OG0004642	LOC120425020|XP_039445324.1|CPIP	LOC108605585|XP_017850845.1|DBUS
OG0004643	LOC120425030|XP_039445335.1|CPIP	LOC108602110|XP_017845624.1|DBUS
OG0004644	LOC120425019|XP_039445322.1|CPIP	LOC108606609|XP_017852367.1|DBUS
OG0004646	LOC120430120|XP_039451138.1|CPIP	LOC108604373|XP_017849311.1|DBUS
OG0004647	LOC120429248|XP_039450393.1|CPIP	LOC108605884|XP_017851185.1|DBUS
OG0004648	LOC120430117|XP_039451136.1|CPIP	LOC108605520|XP_017850759.1|DBUS
OG0004649	LOC120419870|XP_039438664.1|CPIP, LOC120418077|XP_039436268.1|CPIP	LOC108606042|XP_033150457.1|DBUS, LOC117134951|XP_033150459.1|DBUS
OG0004650	LOC120418091|XP_039436293.1|CPIP, LOC120419874|XP_039438669.1|CPIP	LOC108608316|XP_017855133.1|DBUS
OG0004651	LOC120425022|XP_039445325.1|CPIP	LOC108601993|XP_017845481.1|DBUS
OG0004652	LOC120425463|XP_039445929.1|CPIP	LOC108602760|XP_017846420.1|DBUS
OG0004653	LOC120425465|XP_039445931.1|CPIP	LOC108598281|XP_017840386.2|DBUS
OG0004654	LOC120425487|XP_039445965.1|CPIP	LOC108603140|XP_017847170.2|DBUS
OG0004655	LOC120428782|XP_039449803.1|CPIP	LOC108604491|XP_017849472.1|DBUS
OG0004656	LOC120428781|XP_039449802.1|CPIP	LOC108606352|XP_017851889.1|DBUS
OG0004657	LOC120428787|XP_039449808.1|CPIP	LOC108601471|XP_017844859.1|DBUS
OG0004658	LOC120423153|XP_039442770.1|CPIP, LOC120431375|XP_039452440.1|CPIP	LOC108603065|XP_017847000.1|DBUS
OG0004659	LOC120431381|XP_039452444.1|CPIP	LOC108602085|XP_017845597.1|DBUS
OG0004660	LOC120429233|XP_039450378.1|CPIP	LOC108603885|XP_017848547.1|DBUS
OG0004661	LOC120429247|XP_039450392.1|CPIP	LOC108604010|XP_017848742.1|DBUS
OG0004662	LOC120424934|XP_039445166.1|CPIP	LOC108603313|XP_017847511.1|DBUS
OG0004663	LOC120424932|XP_039445160.1|CPIP	LOC108604953|XP_033150160.1|DBUS
OG0004664	LOC120424930|XP_039445155.1|CPIP	LOC108606858|XP_017852847.1|DBUS
OG0004665	LOC120424935|XP_039445169.1|CPIP	LOC108605651|XP_017850924.1|DBUS
OG0004666	LOC120419338|XP_039437944.1|CPIP	LOC108603776|XP_017848357.1|DBUS
OG0004667	LOC120431439|XP_039452492.1|CPIP	LOC108604599|XP_017849624.1|DBUS
OG0004668	LOC120431799|XP_039452851.1|CPIP	LOC108606822|XP_017852794.1|DBUS
OG0004669	LOC120428947|XP_039450021.1|CPIP	LOC108608386|XP_017855228.1|DBUS
OG0004670	LOC120427924|XP_039448799.1|CPIP	LOC108601729|XP_017845138.1|DBUS
OG0004671	LOC120424813|XP_039444965.1|CPIP	LOC108601949|XP_017845422.1|DBUS
OG0004672	LOC120429289|XP_039450451.1|CPIP	LOC108601271|XP_017844659.1|DBUS
OG0004673	LOC120430803|XP_039451857.1|CPIP	LOC108604761|XP_017849840.1|DBUS
OG0004674	LOC120425115|XP_039445454.1|CPIP	LOC108601660|XP_017845049.1|DBUS
OG0004675	LOC120425113|XP_039445448.1|CPIP	LOC108603118|XP_017847116.1|DBUS
OG0004676	LOC120430535|XP_039451582.1|CPIP	LOC108603442|XP_017847755.1|DBUS
OG0004677	LOC120425998|XP_039446590.1|CPIP	LOC108604367|XP_017849297.1|DBUS
OG0004678	LOC120426016|XP_039446624.1|CPIP	LOC108603580|XP_017848005.1|DBUS
OG0004679	LOC120417858|XP_039436012.1|CPIP	LOC108601348|XP_017844734.1|DBUS
OG0004680	LOC120421773|XP_039440974.1|CPIP	LOC108603872|XP_017848532.1|DBUS
OG0004681	LOC120423834|XP_039443711.1|CPIP	LOC108603595|XP_017848025.1|DBUS
OG0004682	LOC120423841|XP_039443723.1|CPIP	LOC108604718|XP_017849788.1|DBUS
OG0004683	LOC120423826|XP_039443689.1|CPIP	LOC108604559|XP_033150016.1|DBUS, LOC108602104|XP_033149777.1|DBUS
OG0004685	LOC120431668|XP_039452711.1|CPIP	LOC108604402|XP_017849351.1|DBUS
OG0004686	LOC120418742|XP_039437152.1|CPIP	LOC108603857|XP_017848503.1|DBUS
OG0004687	LOC120417201|XP_039435101.1|CPIP	LOC108601756|XP_017845168.1|DBUS
OG0004689	LOC120417191|XP_039435092.1|CPIP	LOC108603458|XP_017847778.1|DBUS
OG0004690	LOC120420743|XP_039439770.1|CPIP	LOC108603367|XP_017847614.1|DBUS
OG0004691	LOC120420766|XP_039439806.1|CPIP	LOC108602818|XP_017846538.1|DBUS
OG0004692	LOC120420781|XP_039439828.1|CPIP	LOC108603182|XP_017847229.1|DBUS
OG0004693	LOC120420745|XP_039439775.1|CPIP	LOC108603639|XP_017848089.1|DBUS
OG0004694	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP	LOC108604382|XP_017849326.1|DBUS
OG0004695	LOC120428741|XP_039449751.1|CPIP	LOC108603114|XP_033149998.1|DBUS
OG0004696	LOC120427185|XP_039447983.1|CPIP	LOC108601446|XP_017844833.1|DBUS
OG0004697	LOC120430501|XP_039451532.1|CPIP	LOC108605573|XP_017850830.1|DBUS
OG0004698	LOC120421821|XP_039441033.1|CPIP	LOC108605698|XP_017850978.1|DBUS
OG0004699	LOC120422152|XP_039441459.1|CPIP	LOC108603528|XP_017847911.1|DBUS
OG0004700	LOC120416607|XP_039434342.1|CPIP	LOC108601896|XP_017845359.1|DBUS
OG0004701	LOC120415975|XP_039433563.1|CPIP	LOC108602801|XP_017846513.1|DBUS
OG0004702	LOC120429000|XP_039450074.1|CPIP	LOC108603020|XP_017846906.1|DBUS
OG0004703	LOC120428668|XP_039449652.1|CPIP	LOC108602053|XP_017845555.1|DBUS
OG0004704	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP	LOC108603175|XP_017847224.2|DBUS
OG0004705	LOC120427079|XP_039447855.1|CPIP	LOC108603475|XP_017847805.1|DBUS
OG0004706	LOC120431454|XP_039452504.1|CPIP	LOC108600108|XP_017842967.2|DBUS
OG0004707	LOC120424033|XP_039443990.1|CPIP	LOC108604656|XP_017849694.1|DBUS
OG0004708	LOC120424034|XP_039443991.1|CPIP	LOC108604690|XP_017849735.1|DBUS
OG0004709	LOC120426007|XP_039446608.1|CPIP	LOC108601746|XP_017845155.1|DBUS
OG0004710	LOC120426006|XP_039446605.1|CPIP	LOC108603670|XP_033150148.1|DBUS
OG0004711	LOC120422583|XP_039442005.1|CPIP	LOC108601569|XP_017844956.1|DBUS
OG0004712	LOC120422565|XP_039441985.1|CPIP	LOC108601541|XP_033149875.1|DBUS
OG0004713	LOC120431802|XP_039452858.1|CPIP	LOC108604173|XP_017849000.1|DBUS
OG0004714	LOC120431729|XP_039452791.1|CPIP	LOC108603665|XP_017848147.1|DBUS
OG0004715	LOC120430219|XP_039451231.1|CPIP	LOC108607567|XP_017853947.2|DBUS
OG0004716	LOC120425736|XP_039446274.1|CPIP	LOC108601556|XP_017844944.1|DBUS
OG0004717	LOC120418347|XP_039436632.1|CPIP	LOC108607243|XP_033150182.1|DBUS
OG0004718	LOC120418330|XP_039436598.1|CPIP	LOC108608527|XP_017855429.1|DBUS
OG0004719	LOC120427265|XP_039448060.1|CPIP	LOC108604039|XP_017848787.1|DBUS
OG0004720	LOC120427677|XP_039448492.1|CPIP	LOC108602097|XP_017845609.1|DBUS
OG0004721	LOC120418332|XP_039436601.1|CPIP	LOC108603434|XP_017847743.1|DBUS
OG0004722	LOC120418323|XP_039436588.1|CPIP	LOC108601866|XP_017845313.1|DBUS
OG0004723	LOC120428289|XP_039449218.1|CPIP	LOC108599020|XP_017841290.1|DBUS, LOC108605499|XP_017850734.1|DBUS
OG0004724	LOC120418368|XP_039436661.1|CPIP	LOC108604242|XP_017849105.1|DBUS
OG0004725	LOC120418369|XP_039436664.1|CPIP	LOC108604277|XP_017849168.1|DBUS
OG0004726	LOC120418386|XP_039436694.1|CPIP	LOC108603597|XP_017848028.1|DBUS
OG0004727	LOC120426000|XP_039446593.1|CPIP	LOC108603732|XP_017848269.1|DBUS
OG0004728	LOC120426246|XP_039446918.1|CPIP	LOC108604349|XP_017849268.1|DBUS
OG0004729	LOC120431093|XP_039452185.1|CPIP	LOC108605682|XP_017850963.1|DBUS
OG0004730	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP	LOC108600632|XP_017843813.1|DBUS
OG0004731	LOC120427158|XP_039447951.1|CPIP	LOC108601770|XP_017845184.1|DBUS
OG0004732	LOC120427902|XP_039448776.1|CPIP	LOC108601793|XP_017845218.1|DBUS
OG0004733	LOC120427892|XP_039448760.1|CPIP	LOC108604534|XP_017849538.1|DBUS
OG0004734	LOC120427896|XP_039448765.1|CPIP	LOC108604681|XP_017849726.1|DBUS
OG0004735	LOC120416050|XP_039433648.1|CPIP	LOC108603763|XP_017848334.1|DBUS
OG0004736	LOC120414262|XP_039431306.1|CPIP	LOC108603292|XP_017847452.1|DBUS
OG0004737	LOC120424265|XP_039444261.1|CPIP	LOC108602719|XP_017846363.1|DBUS
OG0004738	LOC120424237|XP_039444234.1|CPIP	LOC108604054|XP_017848805.1|DBUS
OG0004739	LOC120424264|XP_039444260.1|CPIP	LOC108603245|XP_017847363.1|DBUS
OG0004740	LOC120428911|XP_039449987.1|CPIP	LOC108602113|XP_017845627.1|DBUS
OG0004741	LOC120428910|XP_039449986.1|CPIP	LOC108603316|XP_017847517.1|DBUS
OG0004742	LOC120425700|XP_039446222.1|CPIP	LOC108607359|XP_017853542.1|DBUS
OG0004744	LOC120423421|XP_039443158.1|CPIP	LOC108596807|XP_017838409.2|DBUS
OG0004745	LOC120428366|XP_039449302.1|CPIP	LOC108601486|XP_017844873.1|DBUS
OG0004746	LOC120429644|XP_039450604.1|CPIP	LOC108603864|XP_017848520.1|DBUS
OG0004747	LOC120432113|XP_039453182.1|CPIP	LOC108603865|XP_017848521.1|DBUS
OG0004748	LOC120427858|XP_039448710.1|CPIP	LOC108603750|XP_017848313.1|DBUS
OG0004749	LOC120414297|XP_039431366.1|CPIP	LOC108603833|XP_017848461.1|DBUS
OG0004750	LOC120426701|XP_039447415.1|CPIP	LOC108602905|XP_017846702.1|DBUS
OG0004751	LOC120426693|XP_039447404.1|CPIP	LOC108603725|XP_017848255.1|DBUS
OG0004752	LOC120426689|XP_039447399.1|CPIP	LOC108604107|XP_017848877.1|DBUS
OG0004753	LOC120426694|XP_039447405.1|CPIP	LOC108603804|XP_017848391.1|DBUS
OG0004754	LOC120426686|XP_039447396.1|CPIP	LOC108602761|XP_017846422.1|DBUS
OG0004755	LOC120426692|XP_039447402.1|CPIP	LOC108601717|XP_017845124.1|DBUS
OG0004756	LOC120426691|XP_039447401.1|CPIP	LOC108601813|XP_017845239.1|DBUS
OG0004757	LOC120430172|XP_039451186.1|CPIP	LOC108602875|XP_017846653.1|DBUS
OG0004758	LOC120427254|XP_039448045.1|CPIP	LOC108604597|XP_017849619.1|DBUS
OG0004759	LOC120427256|XP_039448049.1|CPIP	LOC108604209|XP_017849059.1|DBUS
OG0004760	LOC120427250|XP_039448040.1|CPIP	LOC108602300|XP_017845869.1|DBUS
OG0004761	LOC120428725|XP_039449733.1|CPIP	LOC108604344|XP_017849261.1|DBUS
OG0004762	LOC120421015|XP_039440071.1|CPIP	LOC108607737|XP_017854250.2|DBUS
OG0004763	LOC120421032|XP_039440103.1|CPIP	LOC108601983|XP_017845467.1|DBUS
OG0004766	LOC120425415|XP_039445878.1|CPIP	LOC108604462|XP_017849431.1|DBUS
OG0004767	LOC120421189|XP_039440327.1|CPIP	LOC108603296|XP_017847457.1|DBUS
OG0004768	LOC120425737|XP_039446276.1|CPIP	LOC108604434|XP_017849397.1|DBUS
OG0004769	LOC120423967|XP_039443893.1|CPIP	LOC108603050|XP_017846968.1|DBUS
OG0004770	LOC120423968|XP_039443894.1|CPIP	LOC108603252|XP_017847380.1|DBUS
OG0004771	LOC120423969|XP_039443895.1|CPIP	LOC108602186|XP_017845720.1|DBUS
OG0004773	LOC120425157|XP_039445521.1|CPIP	LOC108603067|XP_017847001.1|DBUS
OG0004774	LOC120426221|XP_039446874.1|CPIP	LOC108603068|XP_017847011.2|DBUS
OG0004775	LOC120426214|XP_039446856.1|CPIP	LOC108602161|XP_017845683.1|DBUS
OG0004776	LOC120426225|XP_039446893.1|CPIP	LOC108597629|XP_017839761.1|DBUS
OG0004777	LOC120427414|XP_039448214.1|CPIP	LOC117135101|XP_033150992.1|DBUS
OG0004779	LOC120427881|XP_039448748.1|CPIP	LOC108603347|XP_017847568.1|DBUS
OG0004780	LOC120427882|XP_039448752.1|CPIP	LOC108603516|XP_017847900.1|DBUS
OG0004781	LOC120421100|XP_039440178.1|CPIP	LOC108602993|XP_033150133.1|DBUS
OG0004782	LOC120416981|XP_039434841.1|CPIP	LOC108604758|XP_017849836.1|DBUS
OG0004783	LOC120416371|XP_039434041.1|CPIP	LOC108606518|XP_017852180.1|DBUS
OG0004784	LOC120432089|XP_039453161.1|CPIP, LOC120428963|XP_039450036.1|CPIP	LOC108602485|XP_017846097.1|DBUS
OG0004785	LOC120430146|XP_039451165.1|CPIP, LOC120430515|XP_039451549.1|CPIP	LOC108602195|XP_017845733.1|DBUS
OG0004786	LOC120429549|XP_039450540.1|CPIP	LOC108602476|XP_017846089.1|DBUS
OG0004787	LOC120428858|XP_039449915.1|CPIP	LOC108601462|XP_017844849.1|DBUS
OG0004788	LOC120428851|XP_039449908.1|CPIP	LOC108602484|XP_017846096.1|DBUS
OG0004789	LOC120428855|XP_039449914.1|CPIP	LOC108601463|XP_017844851.1|DBUS
OG0004790	LOC120425991|XP_039446583.1|CPIP	LOC108601927|XP_017845392.1|DBUS
OG0004791	LOC120425983|XP_039446571.1|CPIP	LOC108603236|XP_017847345.1|DBUS
OG0004792	LOC120432022|XP_039453091.1|CPIP	LOC108603943|XP_017848625.1|DBUS
OG0004793	LOC120431080|XP_039452166.1|CPIP	LOC108603122|XP_017847130.1|DBUS
OG0004794	LOC120424782|XP_039444918.1|CPIP	LOC108604188|XP_017849027.1|DBUS
OG0004795	LOC120430266|XP_039451285.1|CPIP	LOC108603335|XP_017847549.1|DBUS
OG0004796	LOC120422563|XP_039441982.1|CPIP	LOC108603696|XP_017848211.1|DBUS
OG0004797	LOC120422572|XP_039441991.1|CPIP	LOC108602341|XP_033150027.1|DBUS
OG0004798	LOC120422547|XP_039441948.1|CPIP	LOC108603905|XP_017848575.1|DBUS
OG0004799	LOC120429164|XP_039450305.1|CPIP	LOC108603331|XP_017847544.1|DBUS
OG0004800	LOC120431672|XP_039452723.1|CPIP	LOC108601768|XP_017845181.1|DBUS
OG0004801	LOC120424623|XP_039444722.1|CPIP, LOC120424681|XP_039444791.1|CPIP	LOC108601999|XP_017845488.1|DBUS
OG0004802	LOC120432513|XP_039453665.1|CPIP	LOC108602139|XP_017845656.1|DBUS
OG0004803	LOC120430175|XP_039451190.1|CPIP	LOC108602340|XP_017845921.1|DBUS
OG0004804	LOC120430351|XP_039451384.1|CPIP	LOC108603091|XP_017847077.1|DBUS
OG0004805	LOC120429669|XP_039450631.1|CPIP	LOC108601872|XP_017845321.1|DBUS
OG0004806	LOC120421029|XP_039440098.1|CPIP	LOC108606587|XP_017852306.1|DBUS
OG0004807	LOC120421778|XP_039440981.1|CPIP	LOC117134676|XP_033149013.1|DBUS
OG0004808	LOC120427176|XP_039447970.1|CPIP	LOC108601422|XP_017844809.1|DBUS
OG0004809	LOC120423824|XP_039443687.1|CPIP	LOC108603200|XP_017847271.1|DBUS
OG0004810	LOC120423823|XP_039443685.1|CPIP	LOC108603199|XP_017847270.1|DBUS
OG0004811	LOC120423814|XP_039443668.1|CPIP	LOC108600049|XP_017842883.1|DBUS
OG0004812	LOC120423831|XP_039443708.1|CPIP	LOC108601873|XP_017845322.1|DBUS
OG0004814	LOC120431858|XP_039452926.1|CPIP	LOC108604250|XP_017849121.1|DBUS
OG0004815	LOC120417103|XP_039435014.1|CPIP	LOC108607065|XP_017853170.1|DBUS
OG0004816	LOC120417091|XP_039435004.1|CPIP	LOC108605283|XP_017850420.1|DBUS
OG0004817	LOC120417102|XP_039435013.1|CPIP	LOC108605282|XP_017850419.1|DBUS
OG0004818	LOC120425061|XP_039445368.1|CPIP	LOC108604654|XP_017849692.1|DBUS
OG0004819	LOC120425047|XP_039445352.1|CPIP	LOC108604261|XP_017849144.1|DBUS
OG0004820	LOC120425046|XP_039445350.1|CPIP	LOC108604290|XP_017849191.1|DBUS
OG0004821	LOC120425074|XP_039445400.1|CPIP	LOC108604348|XP_017849267.1|DBUS
OG0004822	LOC120425077|XP_039445402.1|CPIP	LOC108603523|XP_017847906.1|DBUS
OG0004823	LOC120425043|XP_039445347.1|CPIP	LOC108603807|XP_017848395.1|DBUS
OG0004824	LOC120425068|XP_039445375.1|CPIP	LOC108603808|XP_033149831.1|DBUS
OG0004825	LOC120422122|XP_039441426.1|CPIP	LOC108607426|XP_017853721.1|DBUS
OG0004826	LOC120420777|XP_039439822.1|CPIP	LOC108604482|XP_017849460.1|DBUS
OG0004827	LOC120420774|XP_039439817.1|CPIP	LOC108601924|XP_017845390.1|DBUS
OG0004828	LOC120420787|XP_039439833.1|CPIP	LOC108603348|XP_017847570.1|DBUS
OG0004829	LOC120414267|XP_039431321.1|CPIP	LOC108604514|XP_017849507.1|DBUS
OG0004830	LOC120423345|XP_039443048.1|CPIP	LOC108602945|XP_017846782.1|DBUS
OG0004831	LOC120418350|XP_039436637.1|CPIP	LOC108600701|XP_017843911.2|DBUS
OG0004832	LOC120432052|XP_039453119.1|CPIP	LOC108603767|XP_017848343.1|DBUS
OG0004833	LOC120423570|XP_039443362.1|CPIP	LOC108601748|XP_017845160.1|DBUS
OG0004834	LOC120431739|XP_039452800.1|CPIP	LOC108603772|XP_017848348.1|DBUS
OG0004835	LOC120432094|XP_039453167.1|CPIP	LOC108601791|XP_017845216.1|DBUS
OG0004840	LOC120427402|XP_039448197.1|CPIP	LOC108602923|XP_017846754.1|DBUS
OG0004841	LOC120425412|XP_039445876.1|CPIP, LOC120425676|XP_039446193.1|CPIP	LOC108599987|XP_017842754.2|DBUS
OG0004842	LOC120425431|XP_039445894.1|CPIP	LOC108602996|XP_017846879.1|DBUS
OG0004843	LOC120422579|XP_039442002.1|CPIP	LOC108603556|XP_017847965.1|DBUS
OG0004844	LOC120425367|XP_039445809.1|CPIP	LOC108602865|XP_017846642.1|DBUS
OG0004845	LOC120425365|XP_039445805.1|CPIP	LOC108603714|XP_017848243.1|DBUS
OG0004846	LOC120425579|XP_039446086.1|CPIP	LOC108600469|XP_017843566.1|DBUS
OG0004847	LOC120418366|XP_039436660.1|CPIP	LOC108608081|XP_017854765.1|DBUS
OG0004850	LOC120427728|XP_039448565.1|CPIP	LOC108602833|XP_017846563.1|DBUS
OG0004851	LOC120427726|XP_039448564.1|CPIP	LOC108601473|XP_033150134.1|DBUS
OG0004852	LOC120427724|XP_039448561.1|CPIP	LOC108602047|XP_033149812.1|DBUS
OG0004853	LOC120430973|XP_039452039.1|CPIP	LOC108595588|XP_017836339.1|DBUS
OG0004854	LOC120427609|XP_039448421.1|CPIP	LOC108599495|XP_017841830.1|DBUS
OG0004855	LOC120427617|XP_039448431.1|CPIP	LOC108598145|XP_017840252.2|DBUS
OG0004856	LOC120423014|XP_039442579.1|CPIP	LOC108599827|XP_017842421.1|DBUS
OG0004857	LOC120425687|XP_039446204.1|CPIP	LOC108599247|XP_017841533.1|DBUS
