Orthogroup	CPIP.longest_only	DANA.longest_only
OG0003550	LOC120429771|XP_039450762.1|CPIP	LOC6495754|XP_001959504.1|DANA
OG0003551	LOC120417809|XP_039435942.1|CPIP	LOC6496068|XP_001960149.1|DANA
OG0003552	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP	LOC6495286|XP_001958700.2|DANA
OG0003553	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP	LOC6494875|XP_001959506.1|DANA
OG0003554	LOC120419746|XP_039438483.1|CPIP	LOC6493386|XP_001957649.3|DANA
OG0003555	LOC120417397|XP_039435358.1|CPIP	LOC6507013|XP_001956826.3|DANA
OG0003556	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP	LOC6493074|XP_001956990.2|DANA
OG0003557	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP	LOC6493075|XP_001956992.1|DANA
OG0003558	LOC120414214|XP_039431247.1|CPIP	LOC6507352|XP_032310565.1|DANA
OG0003559	LOC120429274|XP_039450425.1|CPIP	LOC6507609|XP_001955996.1|DANA, LOC6500330|XP_032311923.1|DANA
OG0003560	LOC120422644|XP_039442081.1|CPIP	LOC6506504|XP_001957754.1|DANA
OG0003561	LOC120422627|XP_039442056.1|CPIP	LOC6495048|XP_001959172.3|DANA
OG0003562	LOC120422625|XP_039442053.1|CPIP	LOC6496073|XP_001960160.1|DANA
OG0003563	LOC120431522|XP_039452553.1|CPIP, LOC120422636|XP_039442067.1|CPIP	LOC6501366|XP_001955086.1|DANA
OG0003564	LOC120431622|XP_039452667.1|CPIP	LOC6493505|XP_001957887.1|DANA
OG0003565	LOC120412866|XP_039429424.1|CPIP	LOC6507012|XP_001956827.3|DANA
OG0003566	LOC120422914|XP_039442413.1|CPIP	LOC6494436|XP_001965921.1|DANA
OG0003567	LOC120422917|XP_039442422.1|CPIP	LOC6494159|XP_032306167.1|DANA
OG0003568	LOC120423649|XP_039443455.1|CPIP	LOC6495317|XP_014763248.1|DANA
OG0003569	LOC120413503|XP_039430292.1|CPIP	LOC6507498|XP_001955884.1|DANA
OG0003570	LOC120415771|XP_039433321.1|CPIP	LOC6494065|XP_001961048.1|DANA
OG0003571	LOC120427373|XP_039448167.1|CPIP	LOC6507358|XP_001956178.2|DANA
OG0003572	LOC120427089|XP_039447875.1|CPIP	LOC6495950|XP_032307172.1|DANA
OG0003573	LOC120426403|XP_039447097.1|CPIP	LOC6494012|XP_001961148.1|DANA
OG0003574	LOC120427476|XP_039448279.1|CPIP	LOC6506603|XP_001957562.1|DANA
OG0003575	LOC120428985|XP_039450057.1|CPIP	LOC6493191|XP_032309928.1|DANA
OG0003576	LOC120432608|XP_039453789.1|CPIP	LOC6492979|XP_001956782.1|DANA
OG0003577	LOC120432601|XP_039453777.1|CPIP	LOC6493312|XP_001957504.1|DANA
OG0003578	LOC120427142|XP_039447935.1|CPIP	LOC6493443|XP_001957763.1|DANA
OG0003579	LOC120426579|XP_039447302.1|CPIP	LOC6496046|XP_001960111.1|DANA
OG0003580	LOC120426850|XP_039447580.1|CPIP	LOC6496022|XP_001960062.1|DANA
OG0003581	LOC120427329|XP_039448116.1|CPIP	LOC6507602|XP_014765348.1|DANA
OG0003582	LOC120425995|XP_039446592.1|CPIP	LOC6506462|XP_001957825.1|DANA
OG0003583	LOC120425696|XP_039446217.1|CPIP	LOC6495632|XP_001959265.1|DANA
OG0003584	LOC120426360|XP_039447057.1|CPIP	LOC6495763|XP_001959522.2|DANA
OG0003585	LOC120425830|XP_039446386.1|CPIP	LOC6506258|XP_001958251.1|DANA
OG0003586	LOC120428814|XP_039449850.1|CPIP	LOC6502738|XP_032311686.1|DANA
OG0003587	LOC120425974|XP_039446562.1|CPIP	LOC6497982|XP_001961838.1|DANA
OG0003588	LOC120422331|XP_039441660.1|CPIP	LOC6500654|XP_001953657.1|DANA
OG0003589	LOC120422349|XP_039441679.1|CPIP	LOC6494158|XP_001960852.1|DANA
OG0003590	LOC120420566|XP_039439575.1|CPIP	LOC6507479|XP_001955929.1|DANA
OG0003591	LOC120429984|XP_039451013.1|CPIP	LOC6493290|XP_014764307.1|DANA
OG0003592	LOC120422847|XP_039442326.1|CPIP	LOC6493299|XP_001957476.1|DANA
OG0003593	LOC120422433|XP_039441785.1|CPIP	LOC6506783|XP_032310585.1|DANA
OG0003594	LOC120415748|XP_039433289.1|CPIP	LOC6507748|XP_001956263.1|DANA
OG0003595	LOC120415739|XP_039433274.1|CPIP	LOC6495873|XP_001959761.1|DANA
OG0003596	LOC120415735|XP_039433264.1|CPIP	LOC6493933|XP_001961299.1|DANA
OG0003597	LOC120415752|XP_039433294.1|CPIP	LOC6496639|XP_001961309.1|DANA
OG0003598	LOC120428572|XP_039449539.1|CPIP	LOC6507364|XP_032310347.1|DANA
OG0003599	LOC120424877|XP_039445071.1|CPIP	LOC6497721|XP_001961490.1|DANA
OG0003600	LOC120424883|XP_039445081.1|CPIP	LOC6506959|XP_014764987.1|DANA
OG0003601	LOC120418863|XP_039437332.1|CPIP	LOC6495079|XP_001959107.1|DANA
OG0003602	LOC120418856|XP_039437317.1|CPIP	LOC6495921|XP_001959859.1|DANA
OG0003603	LOC120430196|XP_039451213.1|CPIP	LOC26513699|XP_014765521.1|DANA
OG0003604	LOC120430042|XP_039451068.1|CPIP	LOC6497251|XP_032307354.1|DANA
OG0003605	LOC120430147|XP_039451169.1|CPIP	LOC6501510|XP_001955394.1|DANA
OG0003606	LOC120430158|XP_039451177.1|CPIP	LOC6496077|XP_001960170.2|DANA
OG0003607	LOC120430016|XP_039451048.1|CPIP	LOC6494538|XP_001960143.1|DANA
OG0003608	LOC120422884|XP_039442378.1|CPIP	LOC6493455|XP_001957785.1|DANA
OG0003609	LOC120430755|XP_039451800.1|CPIP, LOC120430317|XP_039451352.1|CPIP	LOC6494814|XP_001959609.1|DANA
OG0003610	LOC120416555|XP_039434221.1|CPIP	LOC6507211|XP_001956467.1|DANA
OG0003611	LOC120430951|XP_039452008.1|CPIP	LOC6506226|XP_032310692.1|DANA
OG0003612	LOC120429260|XP_039450413.1|CPIP	LOC6495583|XP_001959142.1|DANA
OG0003613	LOC120423179|XP_039442804.1|CPIP	LOC6494575|XP_001960074.1|DANA
OG0003614	LOC120423180|XP_039442805.1|CPIP	LOC6494574|XP_001960075.1|DANA
OG0003615	LOC120420670|XP_039439702.1|CPIP	LOC6495895|XP_001959801.1|DANA
OG0003616	LOC120412428|XP_039428821.1|CPIP	LOC6495846|XP_001959705.1|DANA
OG0003617	LOC120426803|XP_039447521.1|CPIP	LOC6495368|XP_001958677.2|DANA
OG0003618	LOC120426802|XP_039447516.1|CPIP	LOC6495299|XP_001958675.2|DANA, LOC6495298|XP_032306983.1|DANA
OG0003619	LOC120428619|XP_039449597.1|CPIP	LOC6495770|XP_001959541.1|DANA
OG0003620	LOC120413201|XP_039429850.1|CPIP	LOC6494239|XP_001960680.1|DANA
OG0003621	LOC120431468|XP_039452516.1|CPIP	LOC6493720|XP_001958306.1|DANA
OG0003622	LOC120431467|XP_039452515.1|CPIP	LOC6493721|XP_014764506.1|DANA
OG0003623	LOC120421532|XP_039440685.1|CPIP	LOC6496534|XP_001961091.1|DANA
OG0003624	LOC120428750|XP_039449765.1|CPIP	LOC6495917|XP_001959851.1|DANA
OG0003625	LOC120428754|XP_039449770.1|CPIP	LOC6494576|XP_001960072.1|DANA
OG0003626	LOC120413254|XP_039429917.1|CPIP	LOC6495885|XP_001959782.1|DANA
OG0003627	LOC120413253|XP_039429916.1|CPIP	LOC6496597|XP_032311616.1|DANA
OG0003628	LOC120413218|XP_039429873.1|CPIP	LOC6495353|XP_001958644.1|DANA
OG0003629	LOC120413235|XP_039429899.1|CPIP	LOC6494846|XP_001959563.1|DANA
OG0003630	LOC120413221|XP_039429881.1|CPIP	LOC6496319|XP_001960691.1|DANA
OG0003631	LOC120413214|XP_039429866.1|CPIP	LOC6493588|XP_001958049.1|DANA
OG0003632	LOC120413238|XP_039429902.1|CPIP, LOC120413263|XP_039429925.1|CPIP	LOC6506601|XP_001957566.2|DANA
OG0003633	LOC120418504|XP_039436875.1|CPIP	LOC6494673|XP_001959887.1|DANA
OG0003634	LOC120413204|XP_039429854.1|CPIP	LOC6506966|XP_001956907.1|DANA
OG0003635	LOC120413156|XP_039429798.1|CPIP	LOC6493079|XP_032310366.1|DANA
OG0003636	LOC120418625|XP_039437003.1|CPIP, LOC120418489|XP_039436860.1|CPIP	LOC6495082|XP_001959103.1|DANA
OG0003637	LOC120418500|XP_039436871.1|CPIP	LOC6496236|XP_001960512.1|DANA
OG0003638	LOC120424827|XP_039444982.1|CPIP	LOC6493711|XP_001958287.2|DANA
OG0003639	LOC120424848|XP_039445030.1|CPIP	LOC6504555|XP_001964918.1|DANA
OG0003640	LOC120420077|XP_039438936.1|CPIP	LOC6494733|XP_001959765.1|DANA
OG0003641	LOC120420075|XP_039438933.1|CPIP	LOC6494965|XP_001959315.1|DANA
OG0003642	LOC120420104|XP_039438985.1|CPIP	LOC6496503|XP_001961031.1|DANA
OG0003643	LOC120420090|XP_039438956.1|CPIP	LOC6496310|XP_032306103.1|DANA
OG0003644	LOC120420063|XP_039438911.1|CPIP	LOC6494000|XP_014762519.1|DANA
OG0003645	LOC120429150|XP_039450289.1|CPIP	LOC6506882|XP_001957067.1|DANA
OG0003646	LOC120429154|XP_039450296.1|CPIP	LOC6506595|XP_001957579.1|DANA
OG0003647	LOC120416508|XP_039434160.1|CPIP	LOC6506380|XP_001957988.1|DANA
OG0003648	LOC120416529|XP_039434180.1|CPIP	LOC6504210|XP_001965150.1|DANA
OG0003649	LOC120428834|XP_039449884.1|CPIP	LOC6499894|XP_001953682.1|DANA
OG0003650	LOC120428833|XP_039449883.1|CPIP	LOC6504903|XP_001966560.1|DANA
OG0003651	LOC120413475|XP_039430248.1|CPIP	LOC6499003|XP_001955530.1|DANA
OG0003652	LOC120418018|XP_039436195.1|CPIP	LOC6507738|XP_001956245.1|DANA
OG0003653	LOC120418047|XP_039436229.1|CPIP	LOC6493713|XP_001958290.1|DANA
OG0003654	LOC120424198|XP_039444190.1|CPIP	LOC6492976|XP_001956777.1|DANA
OG0003655	LOC120425592|XP_039446107.1|CPIP	LOC6498435|XP_001962814.1|DANA
OG0003656	LOC120425586|XP_039446097.1|CPIP	LOC6506209|XP_032309866.1|DANA
OG0003657	LOC120418933|XP_039437404.1|CPIP	LOC6493482|XP_001957843.1|DANA
OG0003658	LOC120418923|XP_039437387.1|CPIP	LOC6499333|XP_001954849.1|DANA
OG0003659	LOC120418921|XP_039437385.1|CPIP	LOC6493699|XP_014764497.1|DANA, LOC6493698|XP_001958259.1|DANA
OG0003660	LOC120418907|XP_039437368.1|CPIP	LOC6507385|XP_014765199.1|DANA
OG0003661	LOC120420644|XP_039439656.1|CPIP	LOC6493120|XP_032310574.1|DANA
OG0003662	LOC120420685|XP_039439714.1|CPIP	LOC6493048|XP_001956950.1|DANA
OG0003663	LOC120412381|XP_039428743.1|CPIP	LOC6506632|XP_032310700.1|DANA
OG0003664	LOC120412380|XP_039428739.1|CPIP	LOC6493310|XP_014764324.1|DANA
OG0003665	LOC120412390|XP_039428765.1|CPIP	LOC6495637|XP_001959271.1|DANA
OG0003666	LOC120412392|XP_039428773.1|CPIP	LOC6493934|XP_032311499.1|DANA
OG0003667	LOC120413486|XP_039430270.1|CPIP	LOC6492999|XP_032310813.1|DANA
OG0003668	LOC120412619|XP_039429103.1|CPIP	LOC6504183|XP_032311493.1|DANA
OG0003669	LOC120421527|XP_039440680.1|CPIP	LOC6493952|XP_001961258.1|DANA
OG0003670	LOC120421526|XP_039440679.1|CPIP	LOC6496611|XP_001961257.1|DANA
OG0003671	LOC120429132|XP_039450264.1|CPIP	LOC6495913|XP_032305960.1|DANA
OG0003672	LOC120424862|XP_039445049.1|CPIP	LOC6500217|XP_001953003.1|DANA
OG0003673	LOC120430654|XP_039451694.1|CPIP	LOC6495170|XP_014763183.1|DANA
OG0003674	LOC120422291|XP_039441617.1|CPIP	LOC6494149|XP_032306138.1|DANA
OG0003675	LOC120422294|XP_039441621.1|CPIP	LOC6496491|XP_001961006.1|DANA
OG0003676	LOC120422293|XP_039441620.1|CPIP	LOC6494087|XP_032305947.1|DANA
OG0003678	LOC120419972|XP_039438782.1|CPIP	LOC6507042|XP_001956767.3|DANA
OG0003679	LOC120419980|XP_039438792.1|CPIP	LOC6492967|XP_001956762.1|DANA
OG0003680	LOC120414123|XP_039431085.1|CPIP	LOC6494539|XP_001960141.1|DANA
OG0003681	LOC120414124|XP_039431086.1|CPIP	LOC6494364|XP_001960455.1|DANA
OG0003682	LOC120414114|XP_039431076.1|CPIP	LOC6500735|XP_001953814.1|DANA
OG0003683	LOC120414122|XP_039431084.1|CPIP	LOC6494840|XP_001959567.2|DANA
OG0003684	LOC120417210|XP_039435108.1|CPIP, LOC120430339|XP_039451375.1|CPIP	LOC6507293|XP_001956299.1|DANA
OG0003685	LOC120418569|XP_039436947.1|CPIP, LOC120418566|XP_039436936.1|CPIP	LOC6493018|XP_014764189.2|DANA
OG0003686	LOC120418522|XP_039436892.1|CPIP	LOC6494435|XP_001960317.1|DANA
OG0003687	LOC120418551|XP_039436918.1|CPIP	LOC6494529|XP_001960166.1|DANA
OG0003688	LOC120418552|XP_039436920.1|CPIP	LOC6494767|XP_001959709.1|DANA
OG0003689	LOC120418531|XP_039436901.1|CPIP	LOC6506092|XP_001958572.1|DANA
OG0003690	LOC120418532|XP_039436903.1|CPIP	LOC6507865|XP_001956488.1|DANA
OG0003691	LOC120418549|XP_039436915.1|CPIP	LOC6493241|XP_001957340.1|DANA
OG0003692	LOC120431431|XP_039452486.1|CPIP, LOC120426205|XP_039446848.1|CPIP	LOC6496517|XP_001961054.1|DANA
OG0003693	LOC120431880|XP_039452943.1|CPIP, LOC120414462|XP_039431584.1|CPIP	LOC6493438|XP_001957749.1|DANA
OG0003694	LOC120414433|XP_039431551.1|CPIP	LOC6507021|XP_001956807.1|DANA
OG0003695	LOC120414447|XP_039431568.1|CPIP	LOC6506941|XP_001956943.1|DANA
OG0003696	LOC120429028|XP_039450098.1|CPIP	LOC6495955|XP_001959928.1|DANA
OG0003697	LOC120423616|XP_039443417.1|CPIP	LOC6495626|XP_014763381.1|DANA
OG0003698	LOC120426782|XP_039447490.1|CPIP	LOC6507286|XP_014765136.1|DANA
OG0003699	LOC120419515|XP_039438149.1|CPIP	LOC6496465|XP_014763845.1|DANA
OG0003700	LOC120419539|XP_039438182.1|CPIP	LOC6496183|XP_001960391.1|DANA
OG0003701	LOC120419523|XP_039438168.1|CPIP	LOC6497397|XP_001962167.2|DANA
OG0003702	LOC120413393|XP_039430125.1|CPIP	LOC6507224|XP_001956440.1|DANA
OG0003703	LOC120413412|XP_039430151.1|CPIP	LOC6506906|XP_001957024.1|DANA
OG0003704	LOC120413401|XP_039430135.1|CPIP	LOC6506943|XP_001956941.1|DANA
OG0003705	LOC120430383|XP_039451415.1|CPIP, LOC120430839|XP_039451889.1|CPIP	LOC6496494|XP_032306200.1|DANA
OG0003706	LOC120427789|XP_039448647.1|CPIP	LOC6493315|XP_001957508.1|DANA
OG0003707	LOC120427774|XP_039448628.1|CPIP	LOC6507079|XP_014765057.1|DANA
OG0003708	LOC120422275|XP_039441593.1|CPIP, LOC120430407|XP_039451446.1|CPIP, LOC120425139|XP_039445500.1|CPIP	LOC6493190|XP_001957231.1|DANA
OG0003709	LOC120422287|XP_039441611.1|CPIP	LOC6495775|XP_001959546.1|DANA
OG0003710	LOC120422282|XP_039441603.1|CPIP	LOC6494855|XP_001959547.1|DANA
OG0003711	LOC120423774|XP_039443627.1|CPIP	LOC6506346|XP_001958061.1|DANA
OG0003712	LOC120423787|XP_039443639.1|CPIP	LOC6496345|XP_001960734.1|DANA
OG0003713	LOC120423763|XP_039443610.1|CPIP	LOC6495038|XP_001959192.1|DANA
OG0003714	LOC120423785|XP_039443637.1|CPIP	LOC6495607|XP_001959191.1|DANA
OG0003715	LOC120421632|XP_039440793.1|CPIP	LOC6493160|XP_001957169.1|DANA
OG0003716	LOC120424482|XP_039444555.1|CPIP	LOC6506697|XP_001957398.1|DANA
OG0003717	LOC120424490|XP_039444568.1|CPIP	LOC6493379|XP_001957641.1|DANA
OG0003718	LOC120424499|XP_039444584.1|CPIP	LOC6507728|XP_001956230.1|DANA
OG0003719	LOC120420919|XP_039439980.1|CPIP	LOC6507219|XP_001956444.2|DANA
OG0003720	LOC120430130|XP_039451149.1|CPIP, LOC120431473|XP_039452521.1|CPIP	LOC6504511|XP_001967048.2|DANA
OG0003721	LOC120431479|XP_039452528.1|CPIP, LOC120424649|XP_039444754.1|CPIP	LOC6494765|XP_001959717.1|DANA
OG0003722	LOC120429807|XP_039450791.1|CPIP	LOC6493522|XP_001957919.2|DANA
OG0003723	LOC120412586|XP_039429033.1|CPIP	LOC6507761|XP_001956295.1|DANA
OG0003724	LOC120412597|XP_039429064.1|CPIP	LOC6493323|XP_001957525.2|DANA
OG0003725	LOC120412571|XP_039429019.1|CPIP	LOC6493301|XP_032310104.1|DANA
OG0003726	LOC120412604|XP_039429086.1|CPIP	LOC6493336|XP_001957546.1|DANA
OG0003727	LOC120427731|XP_039448568.1|CPIP	LOC6493156|XP_001957164.2|DANA
OG0003728	LOC120415775|XP_039433329.1|CPIP	LOC6505698|XP_001964435.1|DANA
OG0003729	LOC120415774|XP_039433324.1|CPIP	LOC6507589|XP_032310255.1|DANA
OG0003730	LOC120418658|XP_039437038.1|CPIP	LOC6493110|XP_032310182.1|DANA
OG0003731	LOC120418686|XP_039437082.1|CPIP	LOC6507681|XP_001956136.1|DANA
OG0003732	LOC120418682|XP_039437073.1|CPIP	LOC6493495|XP_001957863.1|DANA
OG0003733	LOC120418653|XP_039437032.1|CPIP	LOC6492936|XP_032309812.1|DANA
OG0003734	LOC120418995|XP_039437499.1|CPIP	LOC6507387|XP_001956108.1|DANA
OG0003735	LOC120427118|XP_039447905.1|CPIP	LOC6494914|XP_001959431.1|DANA
OG0003736	LOC120427116|XP_039447899.1|CPIP	LOC6495786|XP_001959579.1|DANA
OG0003737	LOC120427129|XP_039447916.1|CPIP	LOC6495868|XP_001959750.2|DANA
OG0003738	LOC120422705|XP_039442151.1|CPIP	LOC6496377|XP_001960790.1|DANA
OG0003739	LOC120422689|XP_039442132.1|CPIP	LOC6494066|XP_001961043.1|DANA
OG0003740	LOC120422683|XP_039442127.1|CPIP	LOC6496512|XP_001961049.1|DANA
OG0003741	LOC120422693|XP_039442136.1|CPIP	LOC6507090|XP_001956686.1|DANA
OG0003742	LOC120422692|XP_039442135.1|CPIP	LOC6506292|XP_001958187.1|DANA
OG0003743	LOC120417466|XP_039435469.1|CPIP	LOC6496489|XP_032305950.1|DANA
OG0003744	LOC120417485|XP_039435495.1|CPIP	LOC6496511|XP_001961047.1|DANA
OG0003745	LOC120417488|XP_039435498.1|CPIP	LOC6495362|XP_001958667.1|DANA
OG0003746	LOC120417449|XP_039435427.1|CPIP	LOC6495069|XP_032306220.1|DANA
OG0003747	LOC120417450|XP_039435433.1|CPIP	LOC6507444|XP_001956004.1|DANA
OG0003748	LOC120417459|XP_039435450.1|CPIP	LOC6507616|XP_001956006.2|DANA
OG0003749	LOC120417463|XP_039435465.1|CPIP	LOC6507443|XP_001956009.1|DANA
OG0003750	LOC120417464|XP_039435468.1|CPIP	LOC6507617|XP_001956007.1|DANA
OG0003751	LOC120417460|XP_039435452.1|CPIP	LOC6507619|XP_001956010.2|DANA
OG0003752	LOC120431235|XP_039452305.1|CPIP	LOC6493361|XP_032309706.1|DANA
OG0003753	LOC120429824|XP_039450817.1|CPIP	LOC6493754|XP_001958376.1|DANA
OG0003754	LOC120429818|XP_039450811.1|CPIP	LOC6493755|XP_001958378.1|DANA
OG0003755	LOC120421407|XP_039440543.1|CPIP	LOC6493359|XP_001957594.2|DANA
OG0003756	LOC120421379|XP_039440509.1|CPIP	LOC6501741|XP_001967137.2|DANA
OG0003757	LOC120431182|XP_039452259.1|CPIP	LOC6494398|XP_001960403.1|DANA
OG0003758	LOC120421895|XP_039441124.1|CPIP	LOC6494978|XP_014763094.1|DANA
OG0003759	LOC120421896|XP_039441127.1|CPIP	LOC6506968|XP_001956904.2|DANA
OG0003760	LOC120421937|XP_039441178.1|CPIP	LOC6496078|XP_032307154.1|DANA
OG0003761	LOC120421914|XP_039441149.1|CPIP	LOC6506960|XP_001956916.1|DANA
OG0003762	LOC120421893|XP_039441120.1|CPIP	LOC6506961|XP_001956914.1|DANA
OG0003763	LOC120421903|XP_039441135.1|CPIP	LOC6506158|XP_014764646.2|DANA
OG0003764	LOC120430638|XP_039451668.1|CPIP	LOC6506155|XP_032309670.1|DANA
OG0003765	LOC120430639|XP_039451673.1|CPIP	LOC6497086|XP_001962787.1|DANA
OG0003766	LOC120431060|XP_039452147.1|CPIP	LOC6503060|XP_001963347.1|DANA
OG0003767	LOC120431063|XP_039452153.1|CPIP, LOC120431057|XP_039452145.1|CPIP	LOC6505282|XP_001964826.1|DANA
OG0003768	LOC120427294|XP_039448080.1|CPIP	LOC6495394|XP_032306623.1|DANA
OG0003769	LOC120427295|XP_039448083.1|CPIP	LOC6495392|XP_001958741.1|DANA
OG0003770	LOC120418842|XP_039437297.1|CPIP	LOC6503326|XP_032311971.1|DANA
OG0003771	LOC120418819|XP_039437264.1|CPIP	LOC6507326|XP_001956242.1|DANA
OG0003772	LOC120418824|XP_039437272.1|CPIP	LOC6506225|XP_001958312.1|DANA
OG0003773	LOC120418823|XP_039437271.1|CPIP	LOC6496403|XP_001960840.1|DANA
OG0003774	LOC120418796|XP_039437212.1|CPIP	LOC6494434|XP_001960318.2|DANA
OG0003775	LOC120425821|XP_039446368.1|CPIP	LOC6502981|XP_032308889.1|DANA
OG0003780	LOC120413606|XP_039430444.1|CPIP	LOC6494648|XP_001959938.1|DANA
OG0003782	LOC120428451|XP_039449395.1|CPIP	LOC6504678|XP_032309013.1|DANA
OG0003783	LOC120429089|XP_039450183.1|CPIP	LOC6501466|XP_001955309.1|DANA
OG0003784	LOC120420847|XP_039439898.1|CPIP	LOC6495557|XP_001959100.1|DANA
OG0003785	LOC120414877|XP_039432137.1|CPIP	LOC6493888|XP_014762450.1|DANA
OG0003786	LOC120429090|XP_039450186.1|CPIP	LOC6495625|XP_032306336.1|DANA
OG0003787	LOC120416240|XP_039433876.1|CPIP	LOC6494996|XP_001959250.1|DANA
OG0003789	LOC120424226|XP_039444217.1|CPIP	LOC6494562|XP_014762849.1|DANA
OG0003790	LOC120426797|XP_039447546.1|CPIP	LOC6493442|XP_001957761.2|DANA
OG0003791	LOC120428144|XP_039449066.1|CPIP	LOC6499449|XP_001954619.2|DANA
OG0003796	LOC120431613|XP_039452655.1|CPIP	LOC6505520|XP_001964773.1|DANA
OG0003797	LOC120431328|XP_039452393.1|CPIP	LOC6497702|XP_001961534.1|DANA
OG0003798	LOC120429895|XP_039450924.1|CPIP	LOC6495319|XP_001958637.1|DANA
OG0003799	LOC120429683|XP_039450649.1|CPIP	LOC6496094|XP_001960211.3|DANA
OG0003800	LOC120426644|XP_039447366.1|CPIP, LOC120425449|XP_039445915.1|CPIP	LOC6497703|XP_001961528.1|DANA
OG0003801	LOC120422187|XP_039441495.1|CPIP	LOC6497268|XP_014761601.1|DANA
OG0003802	LOC120414704|XP_039431944.1|CPIP	LOC6498263|XP_001962422.1|DANA
OG0003803	LOC120414705|XP_039431945.1|CPIP	LOC6506008|XP_001964771.1|DANA
OG0003804	LOC120414687|XP_039431904.1|CPIP	LOC6497822|XP_001961520.2|DANA
OG0003805	LOC120414685|XP_039431902.1|CPIP	LOC6497860|XP_001961585.2|DANA
OG0003806	LOC120414728|XP_039431966.1|CPIP	LOC6499006|XP_014760133.1|DANA
OG0003807	LOC120414695|XP_039431920.1|CPIP	LOC6497118|XP_032311272.1|DANA
OG0003808	LOC120414660|XP_039431854.1|CPIP	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA
OG0003809	LOC120414664|XP_039431868.1|CPIP	LOC6498070|XP_001962016.1|DANA
OG0003810	LOC120414691|XP_039431914.1|CPIP	LOC6496468|XP_001960965.1|DANA
OG0003811	LOC120431189|XP_039452265.1|CPIP	LOC6495192|XP_032307078.1|DANA
OG0003812	LOC120427691|XP_039448514.1|CPIP	LOC6503404|XP_032311389.1|DANA
OG0003813	LOC120422792|XP_039442264.1|CPIP	LOC6496981|XP_001963002.1|DANA
OG0003814	LOC120428094|XP_039449013.1|CPIP	LOC6497027|XP_001962901.1|DANA
OG0003815	LOC120428098|XP_039449016.1|CPIP	LOC6501110|XP_032305881.1|DANA
OG0003816	LOC120425846|XP_039446399.1|CPIP	LOC6497070|XP_001962812.2|DANA
OG0003817	LOC120425856|XP_039446413.1|CPIP	LOC6504664|XP_001964879.1|DANA
OG0003818	LOC120422801|XP_039442276.1|CPIP	LOC6503375|XP_001965343.1|DANA
OG0003820	LOC120415689|XP_039433218.1|CPIP	LOC6499374|XP_001954762.1|DANA
OG0003821	LOC120424559|XP_039444661.1|CPIP	LOC6496344|XP_032306565.1|DANA
OG0003822	LOC120423672|XP_039443491.1|CPIP	LOC6497344|XP_001962280.1|DANA
OG0003823	LOC120428130|XP_039449046.1|CPIP	LOC6498674|XP_001963296.1|DANA
OG0003824	LOC120422993|XP_039442538.1|CPIP	LOC6497075|XP_001962803.1|DANA
OG0003825	LOC120422985|XP_039442530.1|CPIP	LOC6497193|XP_001962581.1|DANA
OG0003826	LOC120422986|XP_039442531.1|CPIP	LOC6498323|XP_001962543.1|DANA
OG0003827	LOC120413555|XP_039430369.1|CPIP	LOC6505389|XP_001964875.1|DANA
OG0003828	LOC120413574|XP_039430394.1|CPIP	LOC6505399|XP_001964877.1|DANA
OG0003829	LOC120413561|XP_039430374.1|CPIP	LOC6498407|XP_001962736.1|DANA
OG0003830	LOC120413547|XP_039430361.1|CPIP	LOC6497148|XP_001962664.2|DANA
OG0003831	LOC120413522|XP_039430327.1|CPIP	LOC6499744|XP_001954015.1|DANA
OG0003832	LOC120413520|XP_039430326.1|CPIP	LOC6498234|XP_001962357.1|DANA
OG0003833	LOC120431162|XP_039452233.1|CPIP	LOC6497303|XP_032307723.1|DANA
OG0003834	LOC120421105|XP_039440191.1|CPIP	LOC6497297|XP_001962373.1|DANA
OG0003835	LOC120420135|XP_039439021.1|CPIP	LOC6497795|XP_014761824.1|DANA
OG0003836	LOC120422759|XP_039442243.1|CPIP	LOC6498031|XP_001961931.2|DANA
OG0003837	LOC120414065|XP_039431020.1|CPIP	LOC6497511|XP_001961933.1|DANA
OG0003838	LOC120414098|XP_039431055.1|CPIP	LOC6498056|XP_001961982.1|DANA
OG0003839	LOC120414102|XP_039431059.1|CPIP	LOC6504334|XP_032311162.1|DANA
OG0003840	LOC120424100|XP_039444047.1|CPIP	LOC6496490|XP_001961004.1|DANA
OG0003841	LOC120420618|XP_039439625.1|CPIP	LOC6503306|XP_001967580.1|DANA
OG0003842	LOC120413626|XP_039430470.1|CPIP, LOC120429868|XP_039450879.1|CPIP	LOC6498646|XP_001963233.1|DANA
OG0003843	LOC120422559|XP_039441979.1|CPIP	LOC6498418|XP_001962765.1|DANA
OG0003844	LOC120423251|XP_039442908.1|CPIP	LOC6504335|XP_014760430.1|DANA
OG0003845	LOC120422875|XP_039442372.1|CPIP	LOC6497166|XP_032311349.1|DANA
OG0003846	LOC120422954|XP_039442477.1|CPIP	LOC6505435|XP_014760497.1|DANA
OG0003847	LOC120414067|XP_039431022.1|CPIP	LOC6505342|XP_014760475.1|DANA
