Orthogroup	CPIP.longest_only	DGUA.longest_only
OG0003834	LOC120421105|XP_039440191.1|CPIP	LOC117584862|XP_034129899.1|DGUA
OG0003835	LOC120420135|XP_039439021.1|CPIP	LOC117584124|XP_034128767.1|DGUA
OG0003836	LOC120422759|XP_039442243.1|CPIP	LOC117587744|XP_034134560.1|DGUA
OG0003837	LOC120414065|XP_039431020.1|CPIP	LOC117587741|XP_034134555.1|DGUA
OG0003838	LOC120414098|XP_039431055.1|CPIP	LOC117581906|XP_034125266.1|DGUA
OG0003839	LOC120414102|XP_039431059.1|CPIP	LOC117587810|XP_034134656.1|DGUA
OG0003840	LOC120424100|XP_039444047.1|CPIP	LOC117582851|XP_034126814.1|DGUA
OG0003841	LOC120420618|XP_039439625.1|CPIP	LOC117584367|XP_034129096.1|DGUA
OG0003842	LOC120413626|XP_039430470.1|CPIP, LOC120429868|XP_039450879.1|CPIP	LOC117584272|XP_034128976.1|DGUA
OG0003843	LOC120422559|XP_039441979.1|CPIP	LOC117584689|XP_034129610.1|DGUA
OG0003844	LOC120423251|XP_039442908.1|CPIP	LOC117587805|XP_034134648.1|DGUA
OG0003845	LOC120422875|XP_039442372.1|CPIP	LOC117591556|XP_034140742.1|DGUA
OG0003847	LOC120414067|XP_039431022.1|CPIP	LOC117588222|XP_034135258.1|DGUA
OG0003848	LOC120428848|XP_039449904.1|CPIP	LOC117582849|XP_034126808.1|DGUA
OG0003849	LOC120424905|XP_039445131.1|CPIP	LOC117591840|XP_034141097.1|DGUA
OG0003850	LOC120432041|XP_039453108.1|CPIP, LOC120422903|XP_039442402.1|CPIP	LOC117584319|XP_034129039.1|DGUA
OG0003851	LOC120417371|XP_039435320.1|CPIP, LOC120419807|XP_039438577.1|CPIP	LOC117592228|XP_034141756.1|DGUA
OG0003852	LOC120413146|XP_039429787.1|CPIP	LOC117582360|XP_034125907.1|DGUA
OG0003853	LOC120431973|XP_039453045.1|CPIP, LOC120428532|XP_039449497.1|CPIP	LOC117587073|XP_034133419.1|DGUA
OG0003854	LOC120424964|XP_039445255.1|CPIP	LOC117584390|XP_034129135.1|DGUA
OG0003855	LOC120424954|XP_039445199.1|CPIP	LOC117584856|XP_034129888.1|DGUA
OG0003856	LOC120424963|XP_039445251.1|CPIP	LOC117582505|XP_034126184.1|DGUA
OG0003857	LOC120416291|XP_039433939.1|CPIP	LOC117584106|XP_034128745.1|DGUA
OG0003858	LOC120415175|XP_039432564.1|CPIP	LOC117591517|XP_034140704.1|DGUA
OG0003859	LOC120418955|XP_039437430.1|CPIP	LOC117582269|XP_034125789.1|DGUA
OG0003860	LOC120418977|XP_039437458.1|CPIP	LOC117592583|XP_034142361.1|DGUA
OG0003861	LOC120428566|XP_039449537.1|CPIP	LOC117584641|XP_034129554.1|DGUA
OG0003862	LOC120427661|XP_039448473.1|CPIP	LOC117587560|XP_034134267.1|DGUA
OG0003863	LOC120427680|XP_039448498.1|CPIP	LOC117588215|XP_034135245.1|DGUA
OG0003864	LOC120428621|XP_039449607.1|CPIP	LOC117587868|XP_034134726.1|DGUA
OG0003865	LOC120427841|XP_039448701.1|CPIP	LOC117591223|XP_034140289.1|DGUA
OG0003866	LOC120427986|XP_039448880.1|CPIP	LOC117588147|XP_034135136.1|DGUA
OG0003867	LOC120428244|XP_039449161.1|CPIP	LOC117588172|XP_034135175.1|DGUA
OG0003868	LOC120416298|XP_039433950.1|CPIP	LOC117584736|XP_034129698.1|DGUA
OG0003869	LOC120414746|XP_039431995.1|CPIP	LOC117581935|XP_034125308.1|DGUA
OG0003870	LOC120425148|XP_039445506.1|CPIP	LOC117582173|XP_034125665.1|DGUA
OG0003871	LOC120429760|XP_039450746.1|CPIP	LOC117582344|XP_034125887.1|DGUA
OG0003872	LOC120424362|XP_039444391.1|CPIP	LOC117578863|XP_034120545.1|DGUA
OG0003873	LOC120424357|XP_039444388.1|CPIP	LOC117584872|XP_034129914.1|DGUA
OG0003874	LOC120424351|XP_039444378.1|CPIP	LOC117587614|XP_034134357.1|DGUA
OG0003875	LOC120424361|XP_039444390.1|CPIP	LOC117587634|XP_034134393.1|DGUA
OG0003876	LOC120421723|XP_039440905.1|CPIP	LOC117582408|XP_034125987.1|DGUA
OG0003877	LOC120420826|XP_039439882.1|CPIP	LOC117584557|XP_034129405.1|DGUA
OG0003878	LOC120420798|XP_039439850.1|CPIP	LOC117582265|XP_034125780.1|DGUA
OG0003879	LOC120420800|XP_039439852.1|CPIP	LOC117587440|XP_034134014.1|DGUA
OG0003880	LOC120420813|XP_039439867.1|CPIP	LOC117586975|XP_034133245.1|DGUA
OG0003881	LOC120419385|XP_039437993.1|CPIP	LOC117587214|XP_034133662.1|DGUA
OG0003882	LOC120419381|XP_039437986.1|CPIP	LOC117578748|XP_034120322.1|DGUA
OG0003883	LOC120419383|XP_039437989.1|CPIP	LOC117590529|XP_034139138.1|DGUA
OG0003884	LOC120419366|XP_039437967.1|CPIP	LOC117587569|XP_034134285.1|DGUA
OG0003885	LOC120426843|XP_039447565.1|CPIP	LOC117584626|XP_034129539.1|DGUA
OG0003886	LOC120426845|XP_039447567.1|CPIP	LOC117584099|XP_034128739.1|DGUA
OG0003887	LOC120426848|XP_039447572.1|CPIP	LOC117584350|XP_034129074.1|DGUA
OG0003888	LOC120420400|XP_039439345.1|CPIP	LOC117583210|XP_034127316.1|DGUA
OG0003889	LOC120420038|XP_039438876.1|CPIP	LOC117582086|XP_034125536.1|DGUA
OG0003890	LOC120428643|XP_039449620.1|CPIP	LOC117589151|XP_034136737.1|DGUA
OG0003891	LOC120428296|XP_039449239.1|CPIP	LOC117584090|XP_034128729.1|DGUA
OG0003892	LOC120428425|XP_039449372.1|CPIP	LOC117586912|XP_034133152.1|DGUA
OG0003893	LOC120427581|XP_039448395.1|CPIP	LOC117587608|XP_034134350.1|DGUA
OG0003894	LOC120430899|XP_039451956.1|CPIP	LOC117584496|XP_034129315.1|DGUA
OG0003895	LOC120431109|XP_039452196.1|CPIP	LOC117578435|XP_034119848.1|DGUA
OG0003898	LOC120424090|XP_039444038.1|CPIP	LOC117588003|XP_034134915.1|DGUA
OG0003899	LOC120421965|XP_039441211.1|CPIP	LOC117582638|XP_034126410.1|DGUA
OG0003900	LOC120431313|XP_039452380.1|CPIP	LOC117582530|XP_034126226.1|DGUA
OG0003901	LOC120425197|XP_039445561.1|CPIP	LOC117584014|XP_034128637.1|DGUA
OG0003902	LOC120425192|XP_039445557.1|CPIP	LOC117583966|XP_034128563.1|DGUA
OG0003903	LOC120425195|XP_039445560.1|CPIP	LOC117584359|XP_034129088.1|DGUA
OG0003904	LOC120425193|XP_039445558.1|CPIP	LOC117584358|XP_034129087.1|DGUA
OG0003905	LOC120425186|XP_039445552.1|CPIP, LOC120431362|XP_039452427.1|CPIP	LOC117582877|XP_034126841.1|DGUA
OG0003906	LOC120416084|XP_039433701.1|CPIP	LOC117587617|XP_034134366.1|DGUA
OG0003907	LOC120420207|XP_039439130.1|CPIP	LOC117582455|XP_034126071.1|DGUA
OG0003908	LOC120420216|XP_039439141.1|CPIP	LOC117582463|XP_034126080.1|DGUA
OG0003909	LOC120425335|XP_039445751.1|CPIP	LOC117583064|XP_034127130.1|DGUA
OG0003910	LOC120425336|XP_039445761.1|CPIP	LOC117588801|XP_034136208.1|DGUA
OG0003911	LOC120412783|XP_039429304.1|CPIP	LOC117582448|XP_034126062.1|DGUA
OG0003912	LOC120416016|XP_039433607.1|CPIP	LOC117584175|XP_034128832.1|DGUA
OG0003913	LOC120423640|XP_039443448.1|CPIP	LOC117588175|XP_034135180.1|DGUA
OG0003914	LOC120415784|XP_039433348.1|CPIP, LOC120430019|XP_039451047.1|CPIP	LOC117581761|XP_034125053.1|DGUA
OG0003915	LOC120430021|XP_039451050.1|CPIP	LOC117590484|XP_034139031.1|DGUA
OG0003916	LOC120423138|XP_039442751.1|CPIP	LOC117584674|XP_034129595.1|DGUA
OG0003917	LOC120420895|XP_039439950.1|CPIP	LOC117584481|XP_034129297.1|DGUA
OG0003918	LOC120419788|XP_039438561.1|CPIP	LOC117582301|XP_034125834.1|DGUA
OG0003919	LOC120426940|XP_039447694.1|CPIP	LOC117584266|XP_034128968.1|DGUA
OG0003920	LOC120426945|XP_039447701.1|CPIP	LOC117578808|XP_034120443.1|DGUA
OG0003921	LOC120422518|XP_039441910.1|CPIP	LOC117582093|XP_034125547.1|DGUA
OG0003922	LOC120422865|XP_039442350.1|CPIP	LOC117582502|XP_034126177.1|DGUA
OG0003923	LOC120423125|XP_039442741.1|CPIP	LOC117590627|XP_034139328.1|DGUA
OG0003924	LOC120422459|XP_039441839.1|CPIP	LOC117580392|XP_034122826.1|DGUA
OG0003925	LOC120415486|XP_039432987.1|CPIP	LOC117584876|XP_034129918.1|DGUA
OG0003926	LOC120415476|XP_039432973.1|CPIP	LOC117584679|XP_034129599.1|DGUA
OG0003927	LOC120419186|XP_039437787.1|CPIP	LOC117582152|XP_034125628.1|DGUA
OG0003928	LOC120416027|XP_039433622.1|CPIP	LOC117588090|XP_034135051.1|DGUA
OG0003929	LOC120415970|XP_039433553.1|CPIP	LOC117581830|XP_034125169.1|DGUA
OG0003930	LOC120416775|XP_039434573.1|CPIP	LOC117584306|XP_034129022.1|DGUA
OG0003931	LOC120416767|XP_039434547.1|CPIP	LOC117584216|XP_034128879.1|DGUA
OG0003932	LOC120422499|XP_039441887.1|CPIP, LOC120431033|XP_039452120.1|CPIP	LOC117591813|XP_034141037.1|DGUA
OG0003933	LOC120416100|XP_039433717.1|CPIP	LOC117582156|XP_034125638.1|DGUA
OG0003934	LOC120416101|XP_039433718.1|CPIP	LOC117584759|XP_034129752.1|DGUA
OG0003935	LOC120416078|XP_039433681.1|CPIP	LOC117587050|XP_034133381.1|DGUA
OG0003936	LOC120416091|XP_039433708.1|CPIP	LOC117587163|XP_034133565.1|DGUA
OG0003937	LOC120426129|XP_039446765.1|CPIP, LOC120427963|XP_039448852.1|CPIP	LOC117584354|XP_034129086.1|DGUA
OG0003938	LOC120427952|XP_039448838.1|CPIP	LOC117583940|XP_034128516.1|DGUA
OG0003939	LOC120427955|XP_039448842.1|CPIP	LOC117582586|XP_034126324.1|DGUA
OG0003940	LOC120427958|XP_039448846.1|CPIP	LOC117583944|XP_034128533.1|DGUA
OG0003941	LOC120427960|XP_039448849.1|CPIP	LOC117583947|XP_034128536.1|DGUA
OG0003942	LOC120430518|XP_039451564.1|CPIP	LOC117581924|XP_034125289.1|DGUA
OG0003943	LOC120419848|XP_039438620.1|CPIP	LOC117583948|XP_034128537.1|DGUA
OG0003944	LOC120412827|XP_039429367.1|CPIP	LOC117582015|XP_034125427.1|DGUA
OG0003945	LOC120425646|XP_039446165.1|CPIP	LOC117591990|XP_034141325.1|DGUA
OG0003946	LOC120412818|XP_039429358.1|CPIP	LOC117587639|XP_034134414.1|DGUA
OG0003947	LOC120412814|XP_039429350.1|CPIP	LOC117587682|XP_034134465.1|DGUA
OG0003948	LOC120413552|XP_039430365.1|CPIP	LOC117582200|XP_034125699.1|DGUA
OG0003949	LOC120413516|XP_039430309.1|CPIP	LOC117582194|XP_034125689.1|DGUA
OG0003950	LOC120416604|XP_039434332.1|CPIP	LOC117588126|XP_034135096.1|DGUA
OG0003951	LOC120416601|XP_039434325.1|CPIP	LOC117587555|XP_034134253.1|DGUA
OG0003952	LOC120416875|XP_039434704.1|CPIP	LOC117581945|XP_034125318.1|DGUA
OG0003953	LOC120416871|XP_039434700.1|CPIP	LOC117584791|XP_034129795.1|DGUA
OG0003954	LOC120416870|XP_039434699.1|CPIP	LOC117579701|XP_034121583.1|DGUA
OG0003955	LOC120419817|XP_039438589.1|CPIP	LOC117584714|XP_034129650.1|DGUA
OG0003956	LOC120419695|XP_039438420.1|CPIP	LOC117582172|XP_034125664.1|DGUA
OG0003957	LOC120415976|XP_039433560.1|CPIP	LOC117589207|XP_034136837.1|DGUA
OG0003958	LOC120415997|XP_039433586.1|CPIP	LOC117591038|XP_034140024.1|DGUA
OG0003959	LOC120416772|XP_039434567.1|CPIP, LOC120423459|XP_039443215.1|CPIP	LOC117579976|XP_034122048.1|DGUA
OG0003960	LOC120423479|XP_039443248.1|CPIP	LOC117580785|XP_034123371.1|DGUA
OG0003961	LOC120426941|XP_039447696.1|CPIP	LOC117581763|XP_034125055.1|DGUA
OG0003962	LOC120421121|XP_039440213.1|CPIP	LOC117584680|XP_034129600.1|DGUA
OG0003963	LOC120418613|XP_039436991.1|CPIP	LOC117587571|XP_034134288.1|DGUA
OG0003964	LOC120418610|XP_039436988.1|CPIP	LOC117581860|XP_034125213.1|DGUA
OG0003965	LOC120416275|XP_039433912.1|CPIP	LOC117584729|XP_034129690.1|DGUA
OG0003966	LOC120419804|XP_039438574.1|CPIP	LOC117587587|XP_034134318.1|DGUA
OG0003967	LOC120426262|XP_039446933.1|CPIP	LOC117592326|XP_034141897.1|DGUA
OG0003968	LOC120422617|XP_039442045.1|CPIP	LOC117587719|XP_034134522.1|DGUA
OG0003969	LOC120424553|XP_039444654.1|CPIP	LOC117591902|XP_034141179.1|DGUA
OG0003970	LOC120415725|XP_039433255.1|CPIP	LOC117582636|XP_034126407.1|DGUA
OG0003971	LOC120415529|XP_039433020.1|CPIP	LOC117584749|XP_034129732.1|DGUA
OG0003972	LOC120415531|XP_039433024.1|CPIP	LOC117580196|XP_034122459.1|DGUA
OG0003973	LOC120415596|XP_039433122.1|CPIP	LOC117582522|XP_034126216.1|DGUA
OG0003974	LOC120421989|XP_039441237.1|CPIP, LOC120415540|XP_039433040.1|CPIP	LOC117591940|XP_034141243.1|DGUA
OG0003975	LOC120421993|XP_039441239.1|CPIP	LOC117583861|XP_034128373.1|DGUA
OG0003976	LOC120421129|XP_039440223.1|CPIP	LOC117584634|XP_034129549.1|DGUA
OG0003977	LOC120421130|XP_039440224.1|CPIP	LOC117588204|XP_034135229.1|DGUA
OG0003978	LOC120421127|XP_039440220.1|CPIP	LOC117579634|XP_034121499.1|DGUA
OG0003983	LOC120422424|XP_039441772.1|CPIP	LOC117584028|XP_034128656.1|DGUA
OG0003984	LOC120415584|XP_039433106.1|CPIP	LOC117587739|XP_034134550.1|DGUA
OG0003985	LOC120415535|XP_039433028.1|CPIP	LOC117588081|XP_034135036.1|DGUA
OG0003986	LOC120431971|XP_039453044.1|CPIP, LOC120424990|XP_039445293.1|CPIP	LOC117584145|XP_034128796.1|DGUA
OG0003987	LOC120424987|XP_039445290.1|CPIP	LOC117584022|XP_034128648.1|DGUA
OG0003988	LOC120413872|XP_039430776.1|CPIP	LOC117584777|XP_034129771.1|DGUA
OG0003989	LOC120412463|XP_039428871.1|CPIP, LOC120417603|XP_039435656.1|CPIP	LOC117581855|XP_034125203.1|DGUA
OG0003990	LOC120418258|XP_039436512.1|CPIP, LOC120412475|XP_039428898.1|CPIP	LOC117591538|XP_034140723.1|DGUA
OG0003991	LOC120417577|XP_039435625.1|CPIP, LOC120412478|XP_039428901.1|CPIP	LOC117583890|XP_034128444.1|DGUA
OG0003992	LOC120417752|XP_039435844.1|CPIP, LOC120412452|XP_039428850.1|CPIP	LOC117582314|XP_034125849.1|DGUA
OG0003993	LOC120412453|XP_039428851.1|CPIP, LOC120412449|XP_039428846.1|CPIP, LOC120417818|XP_039435963.1|CPIP	LOC117582308|XP_034125843.1|DGUA
OG0003994	LOC120422389|XP_039441732.1|CPIP	LOC117589722|XP_034137783.1|DGUA
OG0003995	LOC120419018|XP_039437519.1|CPIP	LOC117583048|XP_034127142.1|DGUA
OG0003996	LOC120414560|XP_039431714.1|CPIP	LOC117581760|XP_034125056.1|DGUA
OG0003997	LOC120419468|XP_039438088.1|CPIP	LOC117584489|XP_034129305.1|DGUA
OG0003998	LOC120432469|XP_039453632.1|CPIP	LOC117583896|XP_034128452.1|DGUA
OG0003999	LOC120432431|XP_039453583.1|CPIP	LOC117587589|XP_034134323.1|DGUA
OG0004000	LOC120427066|XP_039447838.1|CPIP	LOC117590204|XP_034138547.1|DGUA
OG0004001	LOC120421175|XP_039440304.1|CPIP	LOC117588137|XP_034135162.1|DGUA
OG0004002	LOC120421172|XP_039440301.1|CPIP	LOC117588160|XP_034135159.1|DGUA
OG0004003	LOC120419673|XP_039438378.1|CPIP	LOC117582666|XP_034126487.1|DGUA
OG0004004	LOC120419677|XP_039438398.1|CPIP	LOC117581778|XP_034125092.1|DGUA
OG0004005	LOC120419651|XP_039438342.1|CPIP	LOC117584399|XP_034129149.1|DGUA
OG0004006	LOC120426885|XP_039447622.1|CPIP	LOC117582562|XP_034126287.1|DGUA
OG0004007	LOC120426888|XP_039447627.1|CPIP	LOC117581937|XP_034125310.1|DGUA
OG0004008	LOC120426896|XP_039447635.1|CPIP	LOC117584433|XP_034129235.1|DGUA
OG0004009	LOC120415573|XP_039433086.1|CPIP	LOC117584403|XP_034129157.1|DGUA
OG0004010	LOC120426649|XP_039447373.1|CPIP	LOC117584690|XP_034129613.1|DGUA
OG0004011	LOC120421287|XP_039440412.1|CPIP	LOC117584824|XP_034129841.1|DGUA
OG0004012	LOC120421294|XP_039440419.1|CPIP	LOC117583484|XP_034127684.1|DGUA
OG0004013	LOC120414556|XP_039431701.1|CPIP	LOC117584324|XP_034129043.1|DGUA
OG0004014	LOC120414587|XP_039431760.1|CPIP	LOC117580543|XP_034123028.1|DGUA
OG0004015	LOC120414590|XP_039431764.1|CPIP	LOC117584353|XP_034129080.1|DGUA
OG0004016	LOC120414585|XP_039431753.1|CPIP	LOC117584607|XP_034129507.1|DGUA
OG0004017	LOC120419461|XP_039438077.1|CPIP	LOC117582655|XP_034126451.1|DGUA
OG0004018	LOC120419464|XP_039438082.1|CPIP	LOC117578442|XP_034119856.1|DGUA
OG0004019	LOC120432436|XP_039453588.1|CPIP	LOC117582546|XP_034126246.1|DGUA
OG0004020	LOC120432423|XP_039453560.1|CPIP	LOC117581700|XP_034124969.1|DGUA
OG0004021	LOC120432438|XP_039453590.1|CPIP	LOC117581766|XP_034125060.1|DGUA
OG0004022	LOC120432120|XP_039453191.1|CPIP, LOC120420528|XP_039439533.1|CPIP	LOC117584671|XP_034129591.1|DGUA
OG0004023	LOC120420527|XP_039439531.1|CPIP	LOC117582587|XP_034126328.1|DGUA
OG0004024	LOC120420517|XP_039439511.1|CPIP	LOC117582303|XP_034125836.1|DGUA
OG0004025	LOC120413873|XP_039430777.1|CPIP	LOC117587697|XP_034134484.1|DGUA
OG0004026	LOC120413842|XP_039430731.1|CPIP	LOC117582526|XP_034126217.1|DGUA
OG0004027	LOC120413880|XP_039430788.1|CPIP, LOC120413835|XP_039430724.1|CPIP	LOC117581683|XP_034124953.1|DGUA
OG0004028	LOC120418251|XP_039436502.1|CPIP	LOC117588015|XP_034134935.1|DGUA
OG0004029	LOC120418283|XP_039436548.1|CPIP	LOC117587939|XP_034134822.1|DGUA
OG0004030	LOC120423405|XP_039443140.1|CPIP	LOC117580730|XP_034123331.1|DGUA
OG0004031	LOC120423384|XP_039443101.1|CPIP	LOC117581818|XP_034125153.1|DGUA
OG0004032	LOC120425173|XP_039445541.1|CPIP	LOC117587588|XP_034134321.1|DGUA
OG0004033	LOC120412691|XP_039429201.1|CPIP	LOC117587844|XP_034134699.1|DGUA
OG0004034	LOC120412650|XP_039429138.1|CPIP	LOC117582122|XP_034125592.1|DGUA
OG0004035	LOC120417410|XP_039435390.1|CPIP, LOC120412448|XP_039428840.1|CPIP	LOC117583941|XP_034128522.1|DGUA
OG0004036	LOC120412497|XP_039428928.1|CPIP, LOC120417307|XP_039435196.1|CPIP	LOC117583876|XP_034128417.1|DGUA
OG0004037	LOC120417544|XP_039435563.1|CPIP, LOC120412498|XP_039428931.1|CPIP	LOC117584743|XP_034129717.1|DGUA
OG0004038	LOC120426271|XP_039446947.1|CPIP	LOC117582452|XP_034126068.1|DGUA
OG0004039	LOC120420535|XP_039439543.1|CPIP	LOC117581728|XP_034124999.1|DGUA
OG0004040	LOC120432432|XP_039453584.1|CPIP	LOC117579327|XP_034121042.1|DGUA
OG0004041	LOC120423979|XP_039443906.1|CPIP	LOC117590305|XP_034138683.1|DGUA
OG0004042	LOC120426273|XP_039446950.1|CPIP	LOC117589235|XP_034136890.1|DGUA
OG0004043	LOC120412686|XP_039429196.1|CPIP	LOC117584789|XP_034129792.1|DGUA
OG0004044	LOC120417297|XP_039435182.1|CPIP	LOC117581958|XP_034125331.1|DGUA, LOC117580819|XP_034123430.1|DGUA
OG0004045	LOC120417296|XP_039435181.1|CPIP, LOC120431744|XP_039452803.1|CPIP	LOC117584016|XP_034128638.1|DGUA
OG0004046	LOC120431741|XP_039452799.1|CPIP, LOC120417315|XP_039435212.1|CPIP	LOC117582279|XP_034125801.1|DGUA
OG0004047	LOC120427093|XP_039447877.1|CPIP	LOC117583916|XP_034128485.1|DGUA
OG0004048	LOC120427092|XP_039447876.1|CPIP	LOC117582603|XP_034126363.1|DGUA
OG0004049	LOC120419051|XP_039437551.1|CPIP	LOC117582385|XP_034125950.1|DGUA
OG0004050	LOC120419070|XP_039437588.1|CPIP	LOC117581721|XP_034124992.1|DGUA
OG0004051	LOC120429838|XP_039450836.1|CPIP	LOC117581740|XP_034125023.1|DGUA
OG0004052	LOC120426553|XP_039447254.1|CPIP	LOC117580907|XP_034123559.1|DGUA
OG0004053	LOC120426572|XP_039447291.1|CPIP	LOC117591877|XP_034141145.1|DGUA
OG0004054	LOC120426558|XP_039447258.1|CPIP	LOC117581915|XP_034125277.1|DGUA
OG0004055	LOC120423218|XP_039442861.1|CPIP	LOC117589607|XP_034137573.1|DGUA
OG0004056	LOC120423231|XP_039442873.1|CPIP	LOC117590065|XP_034138279.1|DGUA
OG0004057	LOC120423201|XP_039442836.1|CPIP	LOC117580409|XP_034122847.1|DGUA
OG0004059	LOC120414334|XP_039431408.1|CPIP	LOC117586129|XP_034131885.1|DGUA
OG0004060	LOC120414360|XP_039431456.1|CPIP	LOC117585127|XP_034130344.1|DGUA
OG0004061	LOC120414328|XP_039431402.1|CPIP	LOC117590518|XP_034139119.1|DGUA
OG0004062	LOC120414326|XP_039431398.1|CPIP	LOC117587123|XP_034133514.1|DGUA
OG0004063	LOC120414355|XP_039431450.1|CPIP	LOC117590851|XP_034139739.1|DGUA
OG0004064	LOC120414353|XP_039431443.1|CPIP	LOC117587267|XP_034133733.1|DGUA
OG0004065	LOC120414362|XP_039431458.1|CPIP	LOC117579147|XP_034120787.1|DGUA
OG0004066	LOC120414324|XP_039431395.1|CPIP	LOC117592443|XP_034142090.1|DGUA
OG0004067	LOC120414319|XP_039431390.1|CPIP	LOC117581013|XP_034123718.1|DGUA
OG0004068	LOC120414331|XP_039431405.1|CPIP	LOC117586599|XP_034132671.1|DGUA
OG0004069	LOC120414325|XP_039431396.1|CPIP	LOC117586447|XP_034132377.1|DGUA
OG0004070	LOC120425768|XP_039446312.1|CPIP	LOC117587292|XP_034133769.1|DGUA
OG0004071	LOC120414340|XP_039431428.1|CPIP	LOC117587407|XP_034133955.1|DGUA
OG0004072	LOC120425776|XP_039446322.1|CPIP	LOC117587408|XP_034133956.1|DGUA
OG0004073	LOC120425783|XP_039446329.1|CPIP	LOC117580844|XP_034123480.1|DGUA
OG0004074	LOC120420632|XP_039439642.1|CPIP	LOC117591269|XP_034140360.1|DGUA
OG0004075	LOC120420634|XP_039439644.1|CPIP	LOC117578820|XP_034120465.1|DGUA
OG0004076	LOC120416133|XP_039433734.1|CPIP	LOC117589736|XP_034137807.1|DGUA
OG0004077	LOC120416160|XP_039433774.1|CPIP	LOC117581847|XP_034125193.1|DGUA
OG0004078	LOC120424825|XP_039444978.1|CPIP, LOC120429575|XP_039450553.1|CPIP, LOC120416175|XP_039433793.1|CPIP	LOC117591122|XP_034140114.1|DGUA
OG0004079	LOC120416189|XP_039433807.1|CPIP	LOC117581271|XP_034124173.1|DGUA
OG0004080	LOC120427008|XP_039447762.1|CPIP	LOC117578537|XP_034119995.1|DGUA
OG0004081	LOC120427014|XP_039447770.1|CPIP	LOC117578746|XP_034120317.1|DGUA
OG0004082	LOC120427005|XP_039447757.1|CPIP	LOC117590586|XP_034139234.1|DGUA
OG0004083	LOC120427019|XP_039447776.1|CPIP	LOC117584900|XP_034129929.1|DGUA
OG0004084	LOC120432338|XP_039453460.1|CPIP	LOC117579118|XP_034120737.1|DGUA
OG0004085	LOC120423485|XP_039443258.1|CPIP	LOC117584935|XP_034129986.1|DGUA
OG0004086	LOC120414815|XP_039432075.1|CPIP	LOC117583243|XP_034127357.1|DGUA
OG0004087	LOC120419005|XP_039437510.1|CPIP	LOC117581058|XP_034123791.1|DGUA
OG0004088	LOC120418992|XP_039437479.1|CPIP	LOC117583159|XP_034127245.1|DGUA
OG0004089	LOC120419428|XP_039438045.1|CPIP	LOC117581421|XP_034124473.1|DGUA
OG0004090	LOC120419518|XP_039438158.1|CPIP	LOC117585448|XP_034130816.1|DGUA
OG0004091	LOC120425610|XP_039446126.1|CPIP	LOC117585424|XP_034130789.1|DGUA
OG0004092	LOC120413951|XP_039430892.1|CPIP	LOC117580954|XP_034123631.1|DGUA
OG0004094	LOC120413689|XP_039430550.1|CPIP	LOC117580657|XP_034123152.1|DGUA
OG0004095	LOC120430394|XP_039451431.1|CPIP	LOC117590186|XP_034138486.1|DGUA
OG0004096	LOC120430395|XP_039451432.1|CPIP	LOC117583244|XP_034127358.1|DGUA
OG0004097	LOC120423827|XP_039443693.1|CPIP	LOC117579076|XP_034120675.1|DGUA
OG0004098	LOC120423815|XP_039443673.1|CPIP	LOC117585071|XP_034130227.1|DGUA
OG0004099	LOC120423760|XP_039443611.1|CPIP	LOC117586497|XP_034132483.1|DGUA
OG0004102	LOC120417644|XP_039435693.1|CPIP	LOC117586505|XP_034132519.1|DGUA
OG0004103	LOC120417658|XP_039435714.1|CPIP	LOC117591120|XP_034140112.1|DGUA
OG0004104	LOC120417655|XP_039435710.1|CPIP	LOC117583366|XP_034127537.1|DGUA
OG0004105	LOC120426337|XP_039447031.1|CPIP	LOC117587264|XP_034133729.1|DGUA
OG0004106	LOC120426331|XP_039447025.1|CPIP	LOC117589017|XP_034136533.1|DGUA
OG0004107	LOC120426318|XP_039447011.1|CPIP	LOC117589119|XP_034136688.1|DGUA
OG0004108	LOC120426342|XP_039447037.1|CPIP	LOC117585985|XP_034131694.1|DGUA
OG0004109	LOC120426323|XP_039447016.1|CPIP	LOC117585451|XP_034130825.1|DGUA
OG0004110	LOC120426083|XP_039446727.1|CPIP	LOC117579597|XP_034121421.1|DGUA
OG0004111	LOC120426075|XP_039446716.1|CPIP	LOC117591219|XP_034140279.1|DGUA
OG0004112	LOC120432344|XP_039453466.1|CPIP	LOC117585526|XP_034130925.1|DGUA
OG0004113	LOC120420009|XP_039438846.1|CPIP	LOC117581204|XP_034124068.1|DGUA
OG0004114	LOC120420006|XP_039438841.1|CPIP	LOC117590721|XP_034139517.1|DGUA
OG0004115	LOC120419999|XP_039438825.1|CPIP	LOC117590718|XP_034139511.1|DGUA
OG0004116	LOC120416957|XP_039434797.1|CPIP	LOC117585241|XP_034130533.1|DGUA
OG0004117	LOC120416958|XP_039434803.1|CPIP	LOC117590094|XP_034138328.1|DGUA
OG0004118	LOC120426769|XP_039447477.1|CPIP	LOC117578868|XP_034120553.1|DGUA
OG0004119	LOC120415268|XP_039432672.1|CPIP	LOC117585227|XP_034130511.1|DGUA
OG0004120	LOC120414359|XP_039431457.1|CPIP	LOC117585505|XP_034130895.1|DGUA
OG0004121	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP	LOC117579961|XP_034122025.1|DGUA
OG0004122	LOC120432179|XP_039453253.1|CPIP	LOC117586670|XP_034132809.1|DGUA
