Orthogroup	CPIP.longest_only	DEUG.longest_only
OG0005006	LOC120413177|XP_039429823.1|CPIP	LOC108102857|XP_017063546.1|DEUG
OG0005007	LOC120419238|XP_039437828.1|CPIP, LOC120413182|XP_039429830.1|CPIP	LOC108108581|XP_017072164.1|DEUG
OG0005008	LOC120413179|XP_039429826.1|CPIP	LOC108104631|XP_017066295.1|DEUG
OG0005009	LOC120413184|XP_039429832.1|CPIP	LOC108108432|XP_017071975.1|DEUG
OG0005010	LOC120428755|XP_039449771.1|CPIP	LOC108114585|XP_017081129.1|DEUG
OG0005011	LOC120428747|XP_039449759.1|CPIP	LOC108107263|XP_017070182.1|DEUG
OG0005012	LOC120413225|XP_039429885.1|CPIP	LOC108114561|XP_017081100.1|DEUG
OG0005013	LOC120418477|XP_039436847.1|CPIP	LOC108108309|XP_017071817.1|DEUG
OG0005014	LOC120413164|XP_039429808.1|CPIP	LOC108114325|XP_017080732.1|DEUG
OG0005015	LOC120413196|XP_039429845.1|CPIP	LOC108108054|XP_017071417.1|DEUG
OG0005016	LOC120418495|XP_039436866.1|CPIP	LOC108117398|XP_017085293.1|DEUG
OG0005017	LOC120424863|XP_039445050.1|CPIP	LOC108109793|XP_017073991.1|DEUG
OG0005018	LOC120424831|XP_039444993.1|CPIP	LOC108104697|XP_017066397.1|DEUG
OG0005019	LOC120424830|XP_039444992.1|CPIP	LOC108114566|XP_017081105.1|DEUG
OG0005020	LOC120420088|XP_039438953.1|CPIP	LOC108104762|XP_017066486.1|DEUG
OG0005021	LOC120420066|XP_039438919.1|CPIP	LOC108110807|XP_017075527.1|DEUG
OG0005022	LOC120420060|XP_039438908.1|CPIP	LOC108102817|XP_017063488.1|DEUG
OG0005023	LOC120420061|XP_039438909.1|CPIP	LOC108104878|XP_017066694.1|DEUG
OG0005024	LOC120420111|XP_039438993.1|CPIP	LOC108113880|XP_017080078.1|DEUG
OG0005025	LOC120429151|XP_039450290.1|CPIP	LOC108117373|XP_017085248.1|DEUG
OG0005026	LOC120429157|XP_039450299.1|CPIP	LOC108109870|XP_017074153.1|DEUG
OG0005027	LOC120416524|XP_039434174.1|CPIP	LOC108108002|XP_017071345.1|DEUG
OG0005028	LOC120416510|XP_039434161.1|CPIP	LOC108111800|XP_017076880.1|DEUG
OG0005029	LOC120416487|XP_039434140.1|CPIP	LOC108108579|XP_017072160.1|DEUG
OG0005030	LOC120428830|XP_039449875.1|CPIP	LOC108104646|XP_017066315.1|DEUG
OG0005031	LOC120430776|XP_039451819.1|CPIP	LOC108114425|XP_017080901.1|DEUG
OG0005032	LOC120413472|XP_039430243.1|CPIP	LOC108114179|XP_017080475.1|DEUG
OG0005033	LOC120413444|XP_039430207.1|CPIP	LOC108107880|XP_017071153.1|DEUG
OG0005034	LOC120429603|XP_039450569.1|CPIP	LOC108107637|XP_017070711.1|DEUG
OG0005035	LOC120418036|XP_039436215.1|CPIP	LOC108114180|XP_017080476.1|DEUG
OG0005036	LOC120418030|XP_039436211.1|CPIP	LOC108107837|XP_017071079.1|DEUG
OG0005037	LOC120418031|XP_039436212.1|CPIP	LOC108117360|XP_017085227.1|DEUG
OG0005038	LOC120418931|XP_039437401.1|CPIP	LOC108108095|XP_017071480.1|DEUG
OG0005039	LOC120418922|XP_039437386.1|CPIP	LOC108102658|XP_017063286.1|DEUG
OG0005040	LOC120418912|XP_039437374.1|CPIP	LOC108114512|XP_017081021.1|DEUG
OG0005041	LOC120418938|XP_039437410.1|CPIP	LOC108114634|XP_017081190.1|DEUG
OG0005042	LOC120418910|XP_039437372.1|CPIP	LOC108107582|XP_017070632.1|DEUG
OG0005043	LOC120418914|XP_039437379.1|CPIP	LOC108108938|XP_017072680.1|DEUG
OG0005044	LOC120418909|XP_039437370.1|CPIP	LOC108109254|XP_017073226.1|DEUG
OG0005049	LOC120420676|XP_039439708.1|CPIP	LOC108114178|XP_017080472.1|DEUG
OG0005050	LOC120420647|XP_039439660.1|CPIP	LOC108106683|XP_017069404.1|DEUG
OG0005051	LOC120420652|XP_039439670.1|CPIP	LOC108114170|XP_017080454.1|DEUG
OG0005052	LOC120420674|XP_039439705.1|CPIP	LOC108113942|XP_017080141.1|DEUG
OG0005053	LOC120412395|XP_039428779.1|CPIP	LOC108110809|XP_017075529.1|DEUG
OG0005054	LOC120412373|XP_039428730.1|CPIP	LOC108114617|XP_017081169.1|DEUG
OG0005055	LOC120412398|XP_039428788.1|CPIP	LOC108105032|XP_017066920.1|DEUG
OG0005056	LOC120412424|XP_039428819.1|CPIP	LOC108113279|XP_017079317.1|DEUG
OG0005057	LOC120413439|XP_039430188.1|CPIP	LOC108104912|XP_017066744.1|DEUG
OG0005058	LOC120413476|XP_039430249.1|CPIP	LOC108107547|XP_017070584.1|DEUG
OG0005059	LOC120414620|XP_039431784.1|CPIP	LOC108107201|XP_017070107.1|DEUG
OG0005060	LOC120414643|XP_039431813.1|CPIP	LOC108107322|XP_017070292.1|DEUG
OG0005061	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP	LOC108107169|XP_017070073.1|DEUG
OG0005062	LOC120412582|XP_039429026.1|CPIP	LOC108107250|XP_017070164.1|DEUG
OG0005063	LOC120421550|XP_039440711.1|CPIP	LOC108113636|XP_017079830.1|DEUG
OG0005064	LOC120424851|XP_039445034.1|CPIP	LOC108114654|XP_017081218.1|DEUG
OG0005065	LOC120412906|XP_039429472.1|CPIP	LOC108112590|XP_017078124.1|DEUG
OG0005066	LOC120412896|XP_039429460.1|CPIP	LOC108113273|XP_017079309.1|DEUG
OG0005067	LOC120430655|XP_039451695.1|CPIP	LOC108113241|XP_017079274.1|DEUG
OG0005068	LOC120428827|XP_039449869.1|CPIP	LOC108108664|XP_017072258.1|DEUG
OG0005069	LOC120422298|XP_039441624.1|CPIP	LOC108109134|XP_017073020.1|DEUG
OG0005070	LOC120420354|XP_039439284.1|CPIP	LOC108107313|XP_017070274.1|DEUG
OG0005071	LOC120420358|XP_039439291.1|CPIP	LOC108114722|XP_017081316.1|DEUG
OG0005072	LOC120426781|XP_039447489.1|CPIP	LOC108118525|XP_017086762.1|DEUG
OG0005073	LOC120416575|XP_039434242.1|CPIP	LOC108113254|XP_017079291.1|DEUG
OG0005074	LOC120416564|XP_039434229.1|CPIP	LOC108109800|XP_017074000.1|DEUG
OG0005075	LOC120420073|XP_039438930.1|CPIP	LOC108108925|XP_017072666.1|DEUG
OG0005076	LOC120420080|XP_039438941.1|CPIP	LOC108106773|XP_017069503.1|DEUG
OG0005078	LOC120419978|XP_039438787.1|CPIP	LOC108107754|XP_017070912.1|DEUG
OG0005079	LOC120414138|XP_039431106.1|CPIP	LOC108107443|XP_017070472.1|DEUG
OG0005080	LOC120418547|XP_039436913.1|CPIP	LOC108107934|XP_017071251.1|DEUG
OG0005081	LOC120418527|XP_039436897.1|CPIP	LOC108112858|XP_017078672.1|DEUG
OG0005082	LOC120418528|XP_039436899.1|CPIP	LOC108118250|XP_017086328.1|DEUG
OG0005083	LOC120418530|XP_039436900.1|CPIP	LOC108102969|XP_017063759.1|DEUG
OG0005084	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP	LOC108105965|XP_017068256.1|DEUG
OG0005085	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP	LOC108114304|XP_017080696.1|DEUG
OG0005086	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP	LOC108113236|XP_017079268.1|DEUG
OG0005087	LOC120431426|XP_039452480.1|CPIP	LOC108114416|XP_017080879.1|DEUG
OG0005088	LOC120414436|XP_039431555.1|CPIP	LOC108106620|XP_017069308.1|DEUG
OG0005089	LOC120414481|XP_039431609.1|CPIP	LOC108106617|XP_017069306.1|DEUG
OG0005090	LOC120432578|XP_039453744.1|CPIP	LOC108109180|XP_017073098.1|DEUG
OG0005091	LOC120414463|XP_039431586.1|CPIP	LOC108113096|XP_017079033.1|DEUG
OG0005092	LOC120426140|XP_039446791.1|CPIP	LOC108104898|XP_017066718.1|DEUG
OG0005093	LOC120426135|XP_039446771.1|CPIP	LOC108107941|XP_017071261.1|DEUG
OG0005094	LOC120417615|XP_039435663.1|CPIP	LOC108107751|XP_017070904.1|DEUG
OG0005095	LOC120417605|XP_039435645.1|CPIP	LOC108107317|XP_017070279.1|DEUG
OG0005096	LOC120417619|XP_039435667.1|CPIP	LOC108111105|XP_017075935.1|DEUG
OG0005097	LOC120416046|XP_039433637.1|CPIP	LOC108108890|XP_017072597.1|DEUG
OG0005098	LOC120416047|XP_039433639.1|CPIP	LOC108107404|XP_017070415.1|DEUG
OG0005099	LOC120423595|XP_039443390.1|CPIP	LOC108107486|XP_017070521.1|DEUG
OG0005100	LOC120423622|XP_039443424.1|CPIP	LOC108107485|XP_017070520.1|DEUG
OG0005101	LOC120423604|XP_039443403.1|CPIP	LOC108117306|XP_017085154.1|DEUG
OG0005102	LOC120419517|XP_039438151.1|CPIP	LOC108109216|XP_017073150.1|DEUG
OG0005103	LOC120419522|XP_039438166.1|CPIP	LOC108107430|XP_017070448.1|DEUG
OG0005104	LOC120413407|XP_039430146.1|CPIP	LOC108106161|XP_017068561.1|DEUG
OG0005105	LOC120413431|XP_039430176.1|CPIP	LOC108108434|XP_017071977.1|DEUG
OG0005106	LOC120413416|XP_039430155.1|CPIP	LOC108107759|XP_017070921.1|DEUG
OG0005107	LOC120413382|XP_039430114.1|CPIP	LOC108107855|XP_017071110.1|DEUG
OG0005108	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP	LOC108106462|XP_017069019.1|DEUG
OG0005109	LOC120417530|XP_039435546.1|CPIP	LOC108111878|XP_017076997.1|DEUG
OG0005110	LOC120420040|XP_039438875.1|CPIP	LOC108114372|XP_017080813.1|DEUG
OG0005111	LOC120427787|XP_039448643.1|CPIP	LOC108108116|XP_017071521.1|DEUG
OG0005112	LOC120427785|XP_039448640.1|CPIP	LOC108102873|XP_017063570.1|DEUG
OG0005113	LOC120427783|XP_039448638.1|CPIP	LOC108108118|XP_017071524.1|DEUG
OG0005114	LOC120429198|XP_039450340.1|CPIP	LOC108103588|XP_017064602.1|DEUG
OG0005115	LOC120422286|XP_039441610.1|CPIP	LOC108102675|XP_017063304.1|DEUG
OG0005116	LOC120424974|XP_039445264.1|CPIP	LOC108114692|XP_017081277.1|DEUG
OG0005117	LOC120424977|XP_039445268.1|CPIP	LOC108104391|XP_017065919.1|DEUG
OG0005118	LOC120424982|XP_039445284.1|CPIP	LOC108111094|XP_017075922.1|DEUG
OG0005119	LOC120431356|XP_039452418.1|CPIP	LOC108112583|XP_017078093.1|DEUG
OG0005120	LOC120421624|XP_039440786.1|CPIP	LOC108114149|XP_017080430.1|DEUG
OG0005121	LOC120421674|XP_039440838.1|CPIP	LOC108108729|XP_017072355.1|DEUG
OG0005122	LOC120424488|XP_039444565.1|CPIP	LOC108114571|XP_017081111.1|DEUG
OG0005123	LOC120424498|XP_039444582.1|CPIP	LOC108108631|XP_017072220.1|DEUG
OG0005124	LOC120424477|XP_039444546.1|CPIP	LOC108114237|XP_017080599.1|DEUG
OG0005125	LOC120424495|XP_039444576.1|CPIP	LOC108114475|XP_017080973.1|DEUG
OG0005126	LOC120423518|XP_039443295.1|CPIP	LOC108109823|XP_017074048.1|DEUG
OG0005127	LOC120423507|XP_039443282.1|CPIP	LOC108113762|XP_017079951.1|DEUG
OG0005128	LOC120420909|XP_039439968.1|CPIP	LOC108113093|XP_017079027.1|DEUG
OG0005129	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP	LOC108114528|XP_017081048.1|DEUG
OG0005130	LOC120430133|XP_039451153.1|CPIP	LOC108114202|XP_017080509.1|DEUG
OG0005132	LOC120412631|XP_039429120.1|CPIP	LOC108114160|XP_017080439.1|DEUG
OG0005133	LOC120412593|XP_039429057.1|CPIP	LOC108108207|XP_017071655.1|DEUG
OG0005134	LOC120412581|XP_039429025.1|CPIP	LOC108107819|XP_017071055.1|DEUG
OG0005135	LOC120412623|XP_039429107.1|CPIP	LOC108114091|XP_017080337.1|DEUG
OG0005136	LOC120412587|XP_039429034.1|CPIP	LOC108114045|XP_017080285.1|DEUG
OG0005137	LOC120428832|XP_039449881.1|CPIP	LOC108115858|XP_017082973.1|DEUG
OG0005138	LOC120416503|XP_039434154.1|CPIP	LOC108108235|XP_017071691.1|DEUG
OG0005139	LOC120416504|XP_039434155.1|CPIP	LOC108108075|XP_017071445.1|DEUG
OG0005140	LOC120416523|XP_039434173.1|CPIP	LOC108102683|XP_017063313.1|DEUG
OG0005141	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP	LOC108112910|XP_017078766.1|DEUG
OG0005142	LOC120426296|XP_039446981.1|CPIP	LOC108118099|XP_017086141.1|DEUG
OG0005143	LOC120415768|XP_039433310.1|CPIP	LOC108109853|XP_017074103.1|DEUG
OG0005144	LOC120415816|XP_039433374.1|CPIP	LOC108109769|XP_017073932.1|DEUG
OG0005145	LOC120415818|XP_039433376.1|CPIP	LOC108109901|XP_017074197.1|DEUG
OG0005146	LOC120415809|XP_039433370.1|CPIP	LOC108114236|XP_017080597.1|DEUG
OG0005147	LOC120415810|XP_039433371.1|CPIP	LOC108114233|XP_017080594.1|DEUG
OG0005148	LOC120418654|XP_039437033.1|CPIP	LOC108117376|XP_017085251.1|DEUG
OG0005149	LOC120418652|XP_039437030.1|CPIP	LOC108112870|XP_017078689.1|DEUG
OG0005150	LOC120418673|XP_039437056.1|CPIP	LOC108114701|XP_017081287.1|DEUG
OG0005151	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP	LOC108108120|XP_017071526.1|DEUG
OG0005152	LOC120418659|XP_039437040.1|CPIP	LOC108108041|XP_017071404.1|DEUG
OG0005153	LOC120418665|XP_039437050.1|CPIP	LOC108108039|XP_017071402.1|DEUG
OG0005154	LOC120418680|XP_039437070.1|CPIP	LOC108108044|XP_017071407.1|DEUG
OG0005155	LOC120419001|XP_039437507.1|CPIP	LOC108104730|XP_017066456.1|DEUG
OG0005156	LOC120427117|XP_039447904.1|CPIP	LOC108110230|XP_017074706.1|DEUG
OG0005157	LOC120427130|XP_039447918.1|CPIP	LOC108112962|XP_017078850.1|DEUG
OG0005158	LOC120419527|XP_039438173.1|CPIP	LOC108107910|XP_017071215.1|DEUG
OG0005159	LOC120419525|XP_039438171.1|CPIP	LOC108114613|XP_017081164.1|DEUG
OG0005160	LOC120419520|XP_039438163.1|CPIP	LOC108108514|XP_017072072.1|DEUG
OG0005161	LOC120422697|XP_039442142.1|CPIP	LOC108107307|XP_017070265.1|DEUG
OG0005162	LOC120422702|XP_039442147.1|CPIP	LOC108103132|XP_017063988.1|DEUG
OG0005163	LOC120417455|XP_039435446.1|CPIP	LOC108108740|XP_017072367.1|DEUG
OG0005164	LOC120417458|XP_039435449.1|CPIP	LOC108108158|XP_017071580.1|DEUG
OG0005165	LOC120429715|XP_039450688.1|CPIP	LOC108114910|XP_017081578.1|DEUG
OG0005166	LOC120421404|XP_039440540.1|CPIP	LOC108115380|XP_017082305.1|DEUG
OG0005167	LOC120421405|XP_039440541.1|CPIP	LOC108115384|XP_017082308.1|DEUG
OG0005168	LOC120421394|XP_039440529.1|CPIP	LOC108114204|XP_017080512.1|DEUG
OG0005169	LOC120421393|XP_039440528.1|CPIP	LOC108108131|XP_017071540.1|DEUG
OG0005170	LOC120421391|XP_039440525.1|CPIP	LOC108108081|XP_017071451.1|DEUG
OG0005171	LOC120421392|XP_039440527.1|CPIP	LOC108108037|XP_017071399.1|DEUG
OG0005172	LOC120421386|XP_039440514.1|CPIP	LOC108109143|XP_017073032.1|DEUG
OG0005173	LOC120431184|XP_039452260.1|CPIP	LOC108112607|XP_017078186.1|DEUG
OG0005174	LOC120431186|XP_039452262.1|CPIP	LOC108109284|XP_017073265.1|DEUG
OG0005175	LOC120421921|XP_039441155.1|CPIP	LOC108109113|XP_017072993.1|DEUG
OG0005176	LOC120421930|XP_039441169.1|CPIP	LOC108112037|XP_017077272.1|DEUG
OG0005177	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP	LOC108109267|XP_017073244.1|DEUG
OG0005178	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP	LOC108109912|XP_017074209.1|DEUG
OG0005179	LOC120421898|XP_039441130.1|CPIP	LOC108109832|XP_017074063.1|DEUG
OG0005180	LOC120430636|XP_039451665.1|CPIP	LOC108102809|XP_017063475.1|DEUG
OG0005181	LOC120431061|XP_039452148.1|CPIP	LOC108102922|XP_017063664.1|DEUG
OG0005182	LOC120431062|XP_039452149.1|CPIP	LOC108104558|XP_017066189.1|DEUG
OG0005183	LOC120431056|XP_039452144.1|CPIP	LOC108112456|XP_017077796.1|DEUG
OG0005184	LOC120427289|XP_039448075.1|CPIP	LOC108112452|XP_017077786.1|DEUG
OG0005185	LOC120427293|XP_039448079.1|CPIP	LOC108104486|XP_017066086.1|DEUG
OG0005186	LOC120427296|XP_039448084.1|CPIP	LOC108106419|XP_017068931.1|DEUG
OG0005187	LOC120418809|XP_039437240.1|CPIP	LOC108112604|XP_017078153.1|DEUG
OG0005188	LOC120418812|XP_039437257.1|CPIP	LOC108113148|XP_017079146.1|DEUG
OG0005189	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP	LOC108103767|XP_017064881.1|DEUG
OG0005191	LOC120429227|XP_039450375.1|CPIP	LOC108111507|XP_017076511.1|DEUG
OG0005196	LOC120429042|XP_039450114.1|CPIP	LOC108114581|XP_017081125.1|DEUG
OG0005199	LOC120428478|XP_039449426.1|CPIP	LOC108112863|XP_017078678.1|DEUG
OG0005200	LOC120424300|XP_039444319.1|CPIP	LOC108112531|XP_017077945.1|DEUG
OG0005201	LOC120424220|XP_039444208.1|CPIP	LOC108107272|XP_017070195.1|DEUG
OG0005202	LOC120413952|XP_039430889.1|CPIP	LOC108112690|XP_017078380.1|DEUG
OG0005211	LOC120425448|XP_039445914.1|CPIP	LOC108108773|XP_017072431.1|DEUG
OG0005212	LOC120425446|XP_039445913.1|CPIP	LOC108107211|XP_017070116.1|DEUG
OG0005213	LOC120422192|XP_039441507.1|CPIP	LOC108109743|XP_017073895.1|DEUG
OG0005214	LOC120414729|XP_039431968.1|CPIP	LOC108106101|XP_017068454.1|DEUG
OG0005215	LOC120414647|XP_039431828.1|CPIP	LOC108111131|XP_017075982.1|DEUG
OG0005216	LOC120414706|XP_039431948.1|CPIP	LOC108106940|XP_017069696.1|DEUG
OG0005217	LOC120414646|XP_039431818.1|CPIP	LOC108114840|XP_017081472.1|DEUG
OG0005219	LOC120414659|XP_039431853.1|CPIP	LOC108104576|XP_017066221.1|DEUG
OG0005220	LOC120414656|XP_039431849.1|CPIP	LOC108102842|XP_017063524.1|DEUG
OG0005221	LOC120414672|XP_039431887.1|CPIP	LOC108111208|XP_017076094.1|DEUG
OG0005222	LOC120414652|XP_039431836.1|CPIP	LOC108118449|XP_017086646.1|DEUG
OG0005223	LOC120414655|XP_039431847.1|CPIP	LOC108111200|XP_017076083.1|DEUG
OG0005224	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP	LOC108110645|XP_017075236.1|DEUG
OG0005225	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP	LOC108111099|XP_017075928.1|DEUG
OG0005226	LOC120431198|XP_039452275.1|CPIP	LOC108106145|XP_017068529.1|DEUG
OG0005227	LOC120431192|XP_039452268.1|CPIP	LOC108103843|XP_017065068.1|DEUG
OG0005228	LOC120431190|XP_039452266.1|CPIP	LOC108115943|XP_017083473.1|DEUG
OG0005229	LOC120431282|XP_039452354.1|CPIP	LOC108110918|XP_017075678.1|DEUG
OG0005230	LOC120427685|XP_039448505.1|CPIP	LOC108112249|XP_017077563.1|DEUG
OG0005231	LOC120422793|XP_039442267.1|CPIP	LOC108104197|XP_017065630.1|DEUG
OG0005232	LOC120422785|XP_039442257.1|CPIP	LOC108110839|XP_017075569.1|DEUG
OG0005233	LOC120422805|XP_039442281.1|CPIP	LOC108105896|XP_017068168.1|DEUG
OG0005234	LOC120425848|XP_039446401.1|CPIP	LOC108106854|XP_017069586.1|DEUG
OG0005235	LOC120415484|XP_039432986.1|CPIP	LOC108105707|XP_017067907.1|DEUG
OG0005236	LOC120415483|XP_039432983.1|CPIP	LOC108102659|XP_017063287.1|DEUG
OG0005237	LOC120415481|XP_039432980.1|CPIP	LOC108102648|XP_017063264.1|DEUG
OG0005238	LOC120415473|XP_039432968.1|CPIP	LOC108102649|XP_017063266.1|DEUG
OG0005239	LOC120419188|XP_039437792.1|CPIP	LOC108110713|XP_017075346.1|DEUG
OG0005240	LOC120422788|XP_039442261.1|CPIP	LOC108110806|XP_017075525.1|DEUG
OG0005241	LOC120422783|XP_039442250.1|CPIP	LOC108102639|XP_017063249.1|DEUG
OG0005242	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP	LOC108111120|XP_017075961.1|DEUG
OG0005243	LOC120415693|XP_039433221.1|CPIP	LOC108110973|XP_017075764.1|DEUG
OG0005244	LOC120415669|XP_039433186.1|CPIP	LOC108117235|XP_017085058.1|DEUG
OG0005245	LOC120415676|XP_039433197.1|CPIP	LOC108116224|XP_017083504.1|DEUG
OG0005246	LOC120415690|XP_039433219.1|CPIP	LOC108111006|XP_017075806.1|DEUG
OG0005247	LOC120415685|XP_039433203.1|CPIP	LOC108109122|XP_017073007.1|DEUG
OG0005248	LOC120424566|XP_039444669.1|CPIP	LOC108105636|XP_017067814.1|DEUG, LOC108103733|XP_017064822.1|DEUG
OG0005249	LOC120423659|XP_039443475.1|CPIP	LOC108105270|XP_017067239.1|DEUG
OG0005250	LOC120423673|XP_039443492.1|CPIP	LOC108103390|XP_017064334.1|DEUG
OG0005251	LOC120418290|XP_039436551.1|CPIP	LOC108110956|XP_017075741.1|DEUG
OG0005252	LOC120418314|XP_039436577.1|CPIP	LOC108106837|XP_017069563.1|DEUG
OG0005253	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP	LOC108115509|XP_017082492.1|DEUG
OG0005254	LOC120422990|XP_039442534.1|CPIP	LOC108106875|XP_017069611.1|DEUG
OG0005255	LOC120422984|XP_039442528.1|CPIP	LOC108107133|XP_017070023.1|DEUG
OG0005256	LOC120422989|XP_039442533.1|CPIP	LOC108105201|XP_017067142.1|DEUG
OG0005257	LOC120422991|XP_039442536.1|CPIP	LOC108106142|XP_017068526.1|DEUG
OG0005258	LOC120413542|XP_039430354.1|CPIP	LOC108108254|XP_017071708.1|DEUG
OG0005259	LOC120413545|XP_039430359.1|CPIP	LOC108105841|XP_017068087.1|DEUG
OG0005260	LOC120413560|XP_039430373.1|CPIP	LOC108105843|XP_017068093.1|DEUG
OG0005261	LOC120413537|XP_039430346.1|CPIP	LOC108110913|XP_017075669.1|DEUG
OG0005262	LOC120421103|XP_039440183.1|CPIP	LOC108102613|XP_017063206.1|DEUG
OG0005263	LOC120413586|XP_039430415.1|CPIP	LOC108106956|XP_017069722.1|DEUG
OG0005264	LOC120413587|XP_039430419.1|CPIP	LOC108111608|XP_017076626.1|DEUG
OG0005265	LOC120413588|XP_039430421.1|CPIP	LOC108106992|XP_017069819.1|DEUG
OG0005266	LOC120420136|XP_039439025.1|CPIP	LOC108105158|XP_017067082.1|DEUG
OG0005267	LOC120422937|XP_039442453.1|CPIP	LOC108110847|XP_017075580.1|DEUG
OG0005268	LOC120422741|XP_039442219.1|CPIP	LOC108110845|XP_017075578.1|DEUG
OG0005269	LOC120422916|XP_039442424.1|CPIP	LOC108110977|XP_017075771.1|DEUG
OG0005270	LOC120423189|XP_039442826.1|CPIP	LOC108111982|XP_017077196.1|DEUG
OG0005271	LOC120422309|XP_039441634.1|CPIP	LOC108107076|XP_017069935.1|DEUG
OG0005272	LOC120422971|XP_039442501.1|CPIP	LOC108107118|XP_017069998.1|DEUG
OG0005273	LOC120414084|XP_039431040.1|CPIP	LOC108106087|XP_017068436.1|DEUG
OG0005274	LOC120414062|XP_039431017.1|CPIP	LOC108112346|XP_017077666.1|DEUG
OG0005275	LOC120414058|XP_039431009.1|CPIP	LOC108110920|XP_017075682.1|DEUG
OG0005276	LOC120414081|XP_039431036.1|CPIP	LOC108110985|XP_017075783.1|DEUG
OG0005277	LOC120414096|XP_039431053.1|CPIP	LOC108110469|XP_017075026.1|DEUG
OG0005278	LOC120414093|XP_039431051.1|CPIP	LOC108109227|XP_017073188.1|DEUG
OG0005279	LOC120414100|XP_039431057.1|CPIP	LOC108113448|XP_017079510.1|DEUG
OG0005280	LOC120424092|XP_039444040.1|CPIP	LOC108102657|XP_017063285.1|DEUG
OG0005281	LOC120420594|XP_039439604.1|CPIP	LOC108110910|XP_017075666.1|DEUG
OG0005282	LOC120429865|XP_039450873.1|CPIP, LOC120413580|XP_039430400.1|CPIP	LOC108115349|XP_017082260.1|DEUG
OG0005283	LOC120429869|XP_039450880.1|CPIP, LOC120413620|XP_039430460.1|CPIP	LOC108116683|XP_017084180.1|DEUG
OG0005284	LOC120413611|XP_039430448.1|CPIP	LOC108115488|XP_017082462.1|DEUG
OG0005285	LOC120413622|XP_039430464.1|CPIP	LOC108115512|XP_017082498.1|DEUG
OG0005286	LOC120413585|XP_039430412.1|CPIP	LOC108102630|XP_017063232.1|DEUG
OG0005287	LOC120413617|XP_039430457.1|CPIP	LOC108102652|XP_017063279.1|DEUG
OG0005288	LOC120420134|XP_039439020.1|CPIP	LOC108106972|XP_017069775.1|DEUG
OG0005289	LOC120420147|XP_039439039.1|CPIP	LOC108114106|XP_017080396.1|DEUG
OG0005290	LOC120430578|XP_039451619.1|CPIP	LOC108115370|XP_017082289.1|DEUG
OG0005291	LOC120422712|XP_039442174.1|CPIP	LOC108110719|XP_017075380.1|DEUG
OG0005292	LOC120422502|XP_039441894.1|CPIP	LOC108110671|XP_017075277.1|DEUG
OG0005293	LOC120423260|XP_039442929.1|CPIP	LOC108105117|XP_017067039.1|DEUG
OG0005294	LOC120422731|XP_039442207.1|CPIP	LOC108104135|XP_017065526.1|DEUG
OG0005295	LOC120423216|XP_039442862.1|CPIP	LOC108110718|XP_017075359.1|DEUG
OG0005296	LOC120414732|XP_039431971.1|CPIP	LOC108115295|XP_017082171.1|DEUG
OG0005297	LOC120414734|XP_039431978.1|CPIP	LOC108106173|XP_017068583.1|DEUG
OG0005298	LOC120424907|XP_039445134.1|CPIP	LOC108110938|XP_017075720.1|DEUG
OG0005299	LOC120422900|XP_039442398.1|CPIP	LOC108111420|XP_017076367.1|DEUG
OG0005300	LOC120422899|XP_039442397.1|CPIP	LOC108117427|XP_017085329.1|DEUG
OG0005301	LOC120417356|XP_039435294.1|CPIP	LOC108110692|XP_017075312.1|DEUG
OG0005302	LOC120417353|XP_039435290.1|CPIP	LOC108106335|XP_017068797.1|DEUG
OG0005303	LOC120413136|XP_039429775.1|CPIP	LOC108105691|XP_017067890.1|DEUG
OG0005304	LOC120413139|XP_039429780.1|CPIP	LOC108107178|XP_017070086.1|DEUG
OG0005305	LOC120431576|XP_039452622.1|CPIP	LOC108109226|XP_017073187.1|DEUG
OG0005306	LOC120424961|XP_039445249.1|CPIP	LOC108118437|XP_017086631.1|DEUG
OG0005307	LOC120424962|XP_039445250.1|CPIP	LOC108111413|XP_017076362.1|DEUG
OG0005308	LOC120416294|XP_039433944.1|CPIP	LOC108110702|XP_017075333.1|DEUG
OG0005309	LOC120416300|XP_039433953.1|CPIP	LOC108111035|XP_017075850.1|DEUG
