Orthogroup	CPIP.longest_only	DMAU.longest_only
OG0005319	LOC120428542|XP_039449508.1|CPIP	LOC117139721|XP_033158140.1|DMAU
OG0005320	LOC120428544|XP_039449510.1|CPIP	LOC117138409|XP_033156381.1|DMAU
OG0005321	LOC120418946|XP_039437418.1|CPIP	LOC117148374|XP_033171661.1|DMAU
OG0005322	LOC120427588|XP_039448404.1|CPIP	LOC117138884|XP_033156865.1|DMAU
OG0005323	LOC120428509|XP_039449459.1|CPIP	LOC117135290|XP_033151355.1|DMAU
OG0005324	LOC120428265|XP_039449196.1|CPIP	LOC117151075|XP_033174210.1|DMAU
OG0005325	LOC120428207|XP_039449121.1|CPIP	LOC117147684|XP_033170559.1|DMAU
OG0005326	LOC120427994|XP_039448893.1|CPIP	LOC117151077|XP_033174212.1|DMAU
OG0005327	LOC120428594|XP_039449554.1|CPIP	LOC117150419|XP_033173179.1|DMAU
OG0005328	LOC120425905|XP_039446458.1|CPIP	LOC117144185|XP_033165123.1|DMAU
OG0005329	LOC120425915|XP_039446469.1|CPIP	LOC117141545|XP_033160940.1|DMAU
OG0005330	LOC120425914|XP_039446468.1|CPIP	LOC117141544|XP_033160939.1|DMAU
OG0005331	LOC120414748|XP_039431998.1|CPIP	LOC117150148|XP_033172845.1|DMAU
OG0005332	LOC120414772|XP_039432020.1|CPIP	LOC117143119|XP_033163501.1|DMAU
OG0005333	LOC120429763|XP_039450750.1|CPIP	LOC117150451|XP_033173229.1|DMAU
OG0005334	LOC120430192|XP_039451207.1|CPIP	LOC117150573|XP_033173416.1|DMAU
OG0005335	LOC120427331|XP_039448114.1|CPIP	LOC117138139|XP_033155904.1|DMAU
OG0005336	LOC120427330|XP_039448113.1|CPIP	LOC117138260|XP_033156114.1|DMAU
OG0005337	LOC120424365|XP_039444394.1|CPIP	LOC117135588|XP_033151813.1|DMAU
OG0005338	LOC120418429|XP_039436742.1|CPIP	LOC117150023|XP_033172790.1|DMAU
OG0005339	LOC120418426|XP_039436738.1|CPIP	LOC117150333|XP_033173071.1|DMAU
OG0005340	LOC120418399|XP_039436707.1|CPIP	LOC117143913|XP_033164721.1|DMAU
OG0005341	LOC120418414|XP_039436728.1|CPIP	LOC117136739|XP_033153662.1|DMAU
OG0005342	LOC120418406|XP_039436716.1|CPIP	LOC117146478|XP_033168612.1|DMAU
OG0005343	LOC120418412|XP_039436724.1|CPIP	LOC117137346|XP_033154633.1|DMAU
OG0005344	LOC120420832|XP_039439887.1|CPIP	LOC117136697|XP_033153606.1|DMAU
OG0005345	LOC120420804|XP_039439859.1|CPIP	LOC117150861|XP_033173849.1|DMAU
OG0005346	LOC120420160|XP_039439062.1|CPIP	LOC117150588|XP_033173435.1|DMAU
OG0005347	LOC120420574|XP_039439591.1|CPIP	LOC117141391|XP_033160701.1|DMAU
OG0005348	LOC120419662|XP_039438363.1|CPIP	LOC117135220|XP_033151220.1|DMAU
OG0005349	LOC120420052|XP_039438900.1|CPIP	LOC117138761|XP_033156856.1|DMAU
OG0005350	LOC120420253|XP_039439184.1|CPIP	LOC117150613|XP_033173470.1|DMAU
OG0005351	LOC120420234|XP_039439160.1|CPIP	LOC117141306|XP_033160582.1|DMAU
OG0005352	LOC120420360|XP_039439298.1|CPIP	LOC117150646|XP_033173514.1|DMAU
OG0005353	LOC120420071|XP_039438932.1|CPIP	LOC117138353|XP_033156290.1|DMAU
OG0005354	LOC120420475|XP_039439450.1|CPIP	LOC117135272|XP_033151325.1|DMAU
OG0005355	LOC120420606|XP_039439620.1|CPIP	LOC117135341|XP_033151431.1|DMAU
OG0005356	LOC120420683|XP_039439716.1|CPIP	LOC117138002|XP_033155694.1|DMAU
OG0005357	LOC120420642|XP_039439658.1|CPIP	LOC117139369|XP_033157512.1|DMAU
OG0005358	LOC120420656|XP_039439683.1|CPIP	LOC117135284|XP_033151344.1|DMAU
OG0005359	LOC120427825|XP_039448687.1|CPIP	LOC117135539|XP_033151709.1|DMAU
OG0005360	LOC120428341|XP_039449277.1|CPIP	LOC117139073|XP_033157074.1|DMAU
OG0005361	LOC120427756|XP_039448603.1|CPIP	LOC117139790|XP_033158298.1|DMAU
OG0005362	LOC120428483|XP_039449431.1|CPIP	LOC117135504|XP_033151629.1|DMAU
OG0005363	LOC120429755|XP_039450737.1|CPIP	LOC117148817|XP_033172357.1|DMAU
OG0005365	LOC120424089|XP_039444037.1|CPIP	LOC117143037|XP_033163325.1|DMAU
OG0005366	LOC120420601|XP_039439608.1|CPIP	LOC117143158|XP_033163559.1|DMAU
OG0005367	LOC120421944|XP_039441184.1|CPIP	LOC117143101|XP_033163476.1|DMAU
OG0005368	LOC120421947|XP_039441191.1|CPIP	LOC117144504|XP_033165584.1|DMAU
OG0005369	LOC120421950|XP_039441194.1|CPIP	LOC117151069|XP_033174202.1|DMAU
OG0005370	LOC120421948|XP_039441192.1|CPIP	LOC117149505|XP_033172686.1|DMAU
OG0005371	LOC120421953|XP_039441198.1|CPIP	LOC117150714|XP_033173620.1|DMAU
OG0005372	LOC120423469|XP_039443228.1|CPIP	LOC117146054|XP_033167884.1|DMAU
OG0005373	LOC120422507|XP_039441896.1|CPIP	LOC117137692|XP_033155190.1|DMAU
OG0005374	LOC120415493|XP_039432996.1|CPIP	LOC117150252|XP_033172943.1|DMAU
OG0005375	LOC120415470|XP_039432964.1|CPIP	LOC117150251|XP_033172942.1|DMAU
OG0005376	LOC120415465|XP_039432953.1|CPIP	LOC117138793|XP_033156859.1|DMAU
OG0005377	LOC120416080|XP_039433691.1|CPIP	LOC117142113|XP_033161899.1|DMAU
OG0005378	LOC120419619|XP_039438297.1|CPIP	LOC117148781|XP_033172316.1|DMAU
OG0005379	LOC120420170|XP_039439073.1|CPIP	LOC117150349|XP_033173095.1|DMAU
OG0005380	LOC120420028|XP_039438865.1|CPIP	LOC117148033|XP_033171101.1|DMAU
OG0005381	LOC120425343|XP_039445770.1|CPIP	LOC117151096|XP_033174236.1|DMAU
OG0005382	LOC120425342|XP_039445769.1|CPIP	LOC117135215|XP_033151209.1|DMAU
OG0005383	LOC120412784|XP_039429305.1|CPIP	LOC117141086|XP_033160293.1|DMAU
OG0005384	LOC120423646|XP_039443453.1|CPIP	LOC117145855|XP_033167566.1|DMAU
OG0005385	LOC120430376|XP_039451409.1|CPIP	LOC117138387|XP_033156350.1|DMAU
OG0005386	LOC120423131|XP_039442745.1|CPIP	LOC117137784|XP_033155299.1|DMAU
OG0005387	LOC120423139|XP_039442753.1|CPIP	LOC117146096|XP_033167959.1|DMAU
OG0005388	LOC120420894|XP_039439949.1|CPIP	LOC117140193|XP_033158869.1|DMAU
OG0005389	LOC120424369|XP_039444399.1|CPIP	LOC117139775|XP_033158315.1|DMAU
OG0005391	LOC120415466|XP_039432958.1|CPIP	LOC117150759|XP_033173687.1|DMAU
OG0005392	LOC120415459|XP_039432947.1|CPIP	LOC117147014|XP_033169593.1|DMAU
OG0005393	LOC120415487|XP_039432988.1|CPIP	LOC117145427|XP_033166965.1|DMAU
OG0005394	LOC120419191|XP_039437795.1|CPIP	LOC117137178|XP_033154396.1|DMAU
OG0005395	LOC120419178|XP_039437771.1|CPIP	LOC117150867|XP_033173877.1|DMAU
OG0005396	LOC120413569|XP_039430382.1|CPIP	LOC117151056|XP_033174166.1|DMAU
OG0005397	LOC120413572|XP_039430392.1|CPIP	LOC117150386|XP_033173139.1|DMAU
OG0005398	LOC120415972|XP_039433555.1|CPIP	LOC117142254|XP_033162004.1|DMAU
OG0005399	LOC120416801|XP_039434612.1|CPIP	LOC117137092|XP_033154265.1|DMAU
OG0005400	LOC120422510|XP_039441899.1|CPIP	LOC117137338|XP_033154621.1|DMAU
OG0005401	LOC120416097|XP_039433714.1|CPIP	LOC117144219|XP_033165168.1|DMAU
OG0005402	LOC120416067|XP_039433667.1|CPIP	LOC117144251|XP_033165224.1|DMAU
OG0005403	LOC120416107|XP_039433724.1|CPIP	LOC117138030|XP_033155733.1|DMAU
OG0005404	LOC120425034|XP_039445338.1|CPIP, LOC120416075|XP_039433678.1|CPIP	LOC117138039|XP_033155745.1|DMAU
OG0005405	LOC120416265|XP_039433903.1|CPIP	LOC117135966|XP_033152459.1|DMAU
OG0005406	LOC120416289|XP_039433937.1|CPIP	LOC117136968|XP_033154028.1|DMAU
OG0005407	LOC120426123|XP_039446761.1|CPIP	LOC117135430|XP_033151483.1|DMAU
OG0005408	LOC120427959|XP_039448847.1|CPIP	LOC117139309|XP_033157447.1|DMAU
OG0005409	LOC120426235|XP_039446905.1|CPIP	LOC117150220|XP_033172907.1|DMAU
OG0005410	LOC120419849|XP_039438621.1|CPIP	LOC117151047|XP_033174158.1|DMAU
OG0005411	LOC120419833|XP_039438601.1|CPIP	LOC117137129|XP_033154319.1|DMAU
OG0005412	LOC120419856|XP_039438627.1|CPIP	LOC117135793|XP_033152177.1|DMAU
OG0005413	LOC120427333|XP_039448117.1|CPIP	LOC117138283|XP_033156145.1|DMAU
OG0005414	LOC120430187|XP_039451201.1|CPIP	LOC117148210|XP_033171390.1|DMAU
OG0005415	LOC120412802|XP_039429331.1|CPIP, LOC120427601|XP_039448407.1|CPIP	LOC117148947|XP_033172576.1|DMAU
OG0005416	LOC120413506|XP_039430297.1|CPIP	LOC117137063|XP_033154167.1|DMAU
OG0005417	LOC120413546|XP_039430360.1|CPIP	LOC117150961|XP_033174031.1|DMAU
OG0005418	LOC120416603|XP_039434331.1|CPIP	LOC117143073|XP_033163434.1|DMAU
OG0005419	LOC120416608|XP_039434340.1|CPIP	LOC117145878|XP_033167597.1|DMAU
OG0005420	LOC120416878|XP_039434706.1|CPIP	LOC117150478|XP_033173268.1|DMAU
OG0005421	LOC120429030|XP_039450100.1|CPIP	LOC117150549|XP_033173372.1|DMAU
OG0005422	LOC120416019|XP_039433609.1|CPIP	LOC117148034|XP_033171098.1|DMAU
OG0005423	LOC120416770|XP_039434560.1|CPIP	LOC117145137|XP_033166591.1|DMAU
OG0005424	LOC120416773|XP_039434568.1|CPIP	LOC117138536|XP_033156565.1|DMAU
OG0005425	LOC120423458|XP_039443214.1|CPIP	LOC117147371|XP_033170128.1|DMAU
OG0005426	LOC120426936|XP_039447684.1|CPIP	LOC117136405|XP_033153192.1|DMAU
OG0005427	LOC120419850|XP_039438622.1|CPIP	LOC117137504|XP_033154879.1|DMAU
OG0005428	LOC120418602|XP_039436979.1|CPIP	LOC117150895|XP_033173923.1|DMAU
OG0005429	LOC120418619|XP_039436996.1|CPIP	LOC117150243|XP_033172930.1|DMAU
OG0005430	LOC120418614|XP_039436993.1|CPIP	LOC117150245|XP_033172932.1|DMAU
OG0005431	LOC120422779|XP_039442248.1|CPIP	LOC117142467|XP_033162368.1|DMAU
OG0005432	LOC120430857|XP_039451917.1|CPIP	LOC117146882|XP_033169371.1|DMAU
OG0005433	LOC120430854|XP_039451912.1|CPIP, LOC120431311|XP_039452378.1|CPIP	LOC117137838|XP_033155421.1|DMAU
OG0005434	LOC120428121|XP_039449040.1|CPIP	LOC117135237|XP_033151266.1|DMAU
OG0005435	LOC120428129|XP_039449045.1|CPIP, LOC120424572|XP_039444673.1|CPIP	LOC117145106|XP_033166516.1|DMAU
OG0005436	LOC120424571|XP_039444672.1|CPIP	LOC117138194|XP_033156038.1|DMAU
OG0005437	LOC120424556|XP_039444657.1|CPIP	LOC117145051|XP_033166449.1|DMAU
OG0005438	LOC120412790|XP_039429313.1|CPIP	LOC117135968|XP_033152468.1|DMAU
OG0005439	LOC120412822|XP_039429363.1|CPIP	LOC117144378|XP_033165399.1|DMAU
OG0005440	LOC120412793|XP_039429318.1|CPIP	LOC117150977|XP_033174050.1|DMAU
OG0005441	LOC120415706|XP_039433234.1|CPIP	LOC117139939|XP_033158518.1|DMAU
OG0005442	LOC120415708|XP_039433236.1|CPIP	LOC117150296|XP_033173009.1|DMAU
OG0005443	LOC120415702|XP_039433227.1|CPIP	LOC117145486|XP_033167057.1|DMAU
OG0005444	LOC120422039|XP_039441298.1|CPIP	LOC117150924|XP_033173977.1|DMAU
OG0005445	LOC120423095|XP_039442707.1|CPIP	LOC117140505|XP_033159379.1|DMAU
OG0005446	LOC120423098|XP_039442711.1|CPIP	LOC117150207|XP_033172893.1|DMAU
OG0005447	LOC120432457|XP_039453608.1|CPIP	LOC117135209|XP_033151188.1|DMAU
OG0005448	LOC120415562|XP_039433068.1|CPIP	LOC117138419|XP_033156408.1|DMAU
OG0005449	LOC120415537|XP_039433034.1|CPIP	LOC117148460|XP_033171723.1|DMAU
OG0005450	LOC120415547|XP_039433051.1|CPIP	LOC117144276|XP_033165270.1|DMAU
OG0005451	LOC120426583|XP_039447306.1|CPIP	LOC117139667|XP_033158034.1|DMAU
OG0005452	LOC120421131|XP_039440226.1|CPIP	LOC117135428|XP_033151479.1|DMAU
OG0005453	LOC120421141|XP_039440256.1|CPIP	LOC117143389|XP_033163962.1|DMAU
OG0005455	LOC120422384|XP_039441728.1|CPIP	LOC117136337|XP_033153088.1|DMAU
OG0005456	LOC120422409|XP_039441760.1|CPIP	LOC117142483|XP_033162402.1|DMAU
OG0005457	LOC120422402|XP_039441753.1|CPIP	LOC117150205|XP_033172890.1|DMAU
OG0005458	LOC120412474|XP_039428896.1|CPIP, LOC120418384|XP_039436697.1|CPIP	LOC117144979|XP_033166340.1|DMAU
OG0005459	LOC120432446|XP_039453598.1|CPIP	LOC117139079|XP_033157088.1|DMAU
OG0005460	LOC120423983|XP_039443914.1|CPIP	LOC117140174|XP_033158845.1|DMAU
OG0005461	LOC120415522|XP_039433013.1|CPIP	LOC117135229|XP_033151239.1|DMAU
OG0005462	LOC120415523|XP_039433014.1|CPIP	LOC117135230|XP_033151240.1|DMAU
OG0005463	LOC120415553|XP_039433060.1|CPIP	LOC117141814|XP_033161358.1|DMAU
OG0005464	LOC120415552|XP_039433059.1|CPIP	LOC117150587|XP_033173433.1|DMAU
OG0005465	LOC120415536|XP_039433031.1|CPIP	LOC117135218|XP_033151216.1|DMAU
OG0005466	LOC120423112|XP_039442724.1|CPIP	LOC117148388|XP_033171645.1|DMAU
OG0005467	LOC120424988|XP_039445292.1|CPIP	LOC117142680|XP_033162709.1|DMAU
OG0005468	LOC120425240|XP_039445608.1|CPIP	LOC117151066|XP_033174198.1|DMAU
OG0005469	LOC120413844|XP_039430733.1|CPIP	LOC117149350|XP_033172660.1|DMAU
OG0005470	LOC120413843|XP_039430732.1|CPIP	LOC117150820|XP_033173773.1|DMAU
OG0005471	LOC120413863|XP_039430760.1|CPIP	LOC117138658|XP_033156785.1|DMAU
OG0005472	LOC120413867|XP_039430768.1|CPIP	LOC117139200|XP_033157307.1|DMAU
OG0005473	LOC120413862|XP_039430759.1|CPIP	LOC117143828|XP_033164568.1|DMAU
OG0005474	LOC120412493|XP_039428922.1|CPIP, LOC120417635|XP_039435684.1|CPIP	LOC117144692|XP_033165910.1|DMAU
OG0005475	LOC120417623|XP_039435674.1|CPIP, LOC120412459|XP_039428863.1|CPIP	LOC117144682|XP_033165899.1|DMAU
OG0005476	LOC120417679|XP_039435749.1|CPIP, LOC120412461|XP_039428869.1|CPIP	LOC117138277|XP_033156136.1|DMAU
OG0005477	LOC120412476|XP_039428899.1|CPIP, LOC120418268|XP_039436524.1|CPIP	LOC117141794|XP_033161326.1|DMAU
OG0005478	LOC120418344|XP_039436634.1|CPIP, LOC120412495|XP_039428924.1|CPIP	LOC117142711|XP_033162765.1|DMAU
OG0005479	LOC120412450|XP_039428847.1|CPIP, LOC120418224|XP_039436453.1|CPIP	LOC117142702|XP_033162753.1|DMAU
OG0005480	LOC120418299|XP_039436566.1|CPIP, LOC120412451|XP_039428849.1|CPIP	LOC117142721|XP_033162778.1|DMAU
OG0005481	LOC120422403|XP_039441754.1|CPIP	LOC117139168|XP_033157223.1|DMAU
OG0005482	LOC120422390|XP_039441734.1|CPIP	LOC117149239|XP_033172650.1|DMAU
OG0005483	LOC120422417|XP_039441766.1|CPIP	LOC117143578|XP_033164216.1|DMAU
OG0005484	LOC120429678|XP_039450642.1|CPIP	LOC117150796|XP_033173745.1|DMAU
OG0005485	LOC120419015|XP_039437516.1|CPIP	LOC117137453|XP_033154784.1|DMAU
OG0005486	LOC120414559|XP_039431710.1|CPIP	LOC117137022|XP_033154110.1|DMAU
OG0005487	LOC120417744|XP_039435834.1|CPIP, LOC120419916|XP_039438715.1|CPIP	LOC117135311|XP_033151397.1|DMAU
OG0005488	LOC120417740|XP_039435832.1|CPIP, LOC120419915|XP_039438714.1|CPIP	LOC117135312|XP_033151398.1|DMAU
OG0005489	LOC120418725|XP_039437134.1|CPIP	LOC117149103|XP_033172641.1|DMAU
OG0005490	LOC120418723|XP_039437132.1|CPIP	LOC117135243|XP_033151279.1|DMAU
OG0005491	LOC120432460|XP_039453610.1|CPIP	LOC117135199|XP_033151172.1|DMAU
OG0005492	LOC120432413|XP_039453546.1|CPIP	LOC117138900|XP_033156866.1|DMAU
OG0005493	LOC120432415|XP_039453549.1|CPIP	LOC117150811|XP_033173761.1|DMAU
OG0005495	LOC120427067|XP_039447840.1|CPIP, LOC120421148|XP_039440272.1|CPIP	LOC117137814|XP_033155384.1|DMAU
OG0005496	LOC120421176|XP_039440305.1|CPIP	LOC117143981|XP_033164810.1|DMAU
OG0005497	LOC120421171|XP_039440299.1|CPIP	LOC117150213|XP_033172901.1|DMAU
OG0005498	LOC120421159|XP_039440285.1|CPIP	LOC117150214|XP_033172902.1|DMAU
OG0005499	LOC120425292|XP_039445692.1|CPIP	LOC117135286|XP_033151346.1|DMAU
OG0005500	LOC120425293|XP_039445693.1|CPIP	LOC117135288|XP_033151348.1|DMAU
OG0005501	LOC120425299|XP_039445697.1|CPIP	LOC117150721|XP_033173635.1|DMAU
OG0005502	LOC120425301|XP_039445700.1|CPIP	LOC117150728|XP_033173648.1|DMAU
OG0005503	LOC120419661|XP_039438355.1|CPIP	LOC117140938|XP_033160029.1|DMAU
OG0005504	LOC120425518|XP_039446001.1|CPIP	LOC117135516|XP_033151702.1|DMAU
OG0005506	LOC120426882|XP_039447618.1|CPIP	LOC117143016|XP_033163281.1|DMAU
OG0005507	LOC120426891|XP_039447629.1|CPIP	LOC117142101|XP_033161881.1|DMAU
OG0005508	LOC120423101|XP_039442713.1|CPIP	LOC117148862|XP_033172425.1|DMAU
OG0005509	LOC120423107|XP_039442720.1|CPIP	LOC117137618|XP_033155039.1|DMAU
OG0005510	LOC120415520|XP_039433011.1|CPIP	LOC117146259|XP_033168110.1|DMAU
OG0005511	LOC120421300|XP_039440424.1|CPIP	LOC117148691|XP_033172125.1|DMAU
OG0005512	LOC120421298|XP_039440422.1|CPIP	LOC117145141|XP_033166571.1|DMAU
OG0005513	LOC120414572|XP_039431743.1|CPIP	LOC117147047|XP_033169686.1|DMAU
OG0005514	LOC120414546|XP_039431693.1|CPIP	LOC117144081|XP_033164987.1|DMAU
OG0005515	LOC120414563|XP_039431717.1|CPIP	LOC117135778|XP_033152139.1|DMAU
OG0005516	LOC120414562|XP_039431716.1|CPIP	LOC117141951|XP_033161602.1|DMAU
OG0005517	LOC120414557|XP_039431704.1|CPIP	LOC117139389|XP_033157548.1|DMAU
OG0005518	LOC120419466|XP_039438085.1|CPIP	LOC117139747|XP_033158203.1|DMAU
OG0005519	LOC120432440|XP_039453592.1|CPIP	LOC117136704|XP_033153614.1|DMAU
OG0005520	LOC120432428|XP_039453573.1|CPIP	LOC117138669|XP_033156813.1|DMAU
OG0005521	LOC120420526|XP_039439530.1|CPIP	LOC117136527|XP_033153367.1|DMAU
OG0005522	LOC120420487|XP_039439466.1|CPIP	LOC117141288|XP_033160553.1|DMAU
OG0005523	LOC120420529|XP_039439534.1|CPIP	LOC117138636|XP_033156782.1|DMAU
OG0005524	LOC120413895|XP_039430805.1|CPIP, LOC120420513|XP_039439499.1|CPIP	LOC117150313|XP_033173036.1|DMAU
OG0005525	LOC120420515|XP_039439510.1|CPIP, LOC120413899|XP_039430810.1|CPIP	LOC117150247|XP_033172939.1|DMAU
OG0005526	LOC120413818|XP_039430707.1|CPIP	LOC117150772|XP_033173743.1|DMAU
OG0005527	LOC120413820|XP_039430709.1|CPIP	LOC117146279|XP_033168165.1|DMAU
OG0005528	LOC120413854|XP_039430744.1|CPIP	LOC117141198|XP_033160443.1|DMAU
OG0005529	LOC120417376|XP_039435331.1|CPIP	LOC117138530|XP_033156562.1|DMAU
OG0005530	LOC120417912|XP_039436085.1|CPIP	LOC117135585|XP_033151808.1|DMAU
OG0005531	LOC120423397|XP_039443124.1|CPIP	LOC117141901|XP_033161494.1|DMAU
OG0005532	LOC120423392|XP_039443112.1|CPIP	LOC117144809|XP_033166360.1|DMAU
OG0005533	LOC120425171|XP_039445539.1|CPIP	LOC117136065|XP_033152609.1|DMAU
OG0005534	LOC120412481|XP_039428906.1|CPIP, LOC120418162|XP_039436397.1|CPIP	LOC117140151|XP_033158813.1|DMAU
OG0005535	LOC120417533|XP_039435553.1|CPIP, LOC120412462|XP_039428870.1|CPIP	LOC117150952|XP_033174016.1|DMAU
OG0005536	LOC120417954|XP_039436122.1|CPIP, LOC120412500|XP_039428933.1|CPIP	LOC117143939|XP_033164752.1|DMAU
OG0005537	LOC120417571|XP_039435613.1|CPIP, LOC120412507|XP_039428943.1|CPIP	LOC117150262|XP_033172960.1|DMAU
OG0005538	LOC120426275|XP_039446954.1|CPIP	LOC117139627|XP_033157978.1|DMAU
OG0005539	LOC120426277|XP_039446956.1|CPIP	LOC117148024|XP_033171088.1|DMAU
OG0005540	LOC120420511|XP_039439497.1|CPIP	LOC117150198|XP_033172878.1|DMAU
OG0005541	LOC120426270|XP_039446946.1|CPIP	LOC117141987|XP_033161696.1|DMAU
OG0005542	LOC120420495|XP_039439479.1|CPIP	LOC117141964|XP_033161652.1|DMAU
OG0005543	LOC120423981|XP_039443908.1|CPIP	LOC117147467|XP_033170252.1|DMAU
OG0005544	LOC120423982|XP_039443913.1|CPIP	LOC117150458|XP_033173240.1|DMAU
OG0005545	LOC120418722|XP_039437129.1|CPIP	LOC117150346|XP_033173086.1|DMAU
OG0005546	LOC120418697|XP_039437096.1|CPIP	LOC117138408|XP_033156423.1|DMAU
OG0005547	LOC120418703|XP_039437104.1|CPIP	LOC117150659|XP_033173537.1|DMAU
OG0005548	LOC120418696|XP_039437095.1|CPIP	LOC117136913|XP_033153931.1|DMAU
OG0005549	LOC120418718|XP_039437125.1|CPIP	LOC117144258|XP_033165238.1|DMAU
OG0005550	LOC120412674|XP_039429174.1|CPIP	LOC117139488|XP_033157703.1|DMAU
OG0005551	LOC120412676|XP_039429178.1|CPIP	LOC117137301|XP_033154569.1|DMAU
OG0005552	LOC120412675|XP_039429176.1|CPIP	LOC117136790|XP_033153737.1|DMAU
OG0005553	LOC120412479|XP_039428904.1|CPIP	LOC117135429|XP_033151524.1|DMAU
OG0005554	LOC120417311|XP_039435199.1|CPIP	LOC117150793|XP_033173736.1|DMAU
OG0005555	LOC120417310|XP_039435195.1|CPIP	LOC117150316|XP_033173039.1|DMAU
OG0005556	LOC120417293|XP_039435178.1|CPIP	LOC117147505|XP_033170304.1|DMAU
OG0005557	LOC120417312|XP_039435209.1|CPIP	LOC117135202|XP_033151177.1|DMAU
OG0005558	LOC120417290|XP_039435175.1|CPIP	LOC117146853|XP_033169309.1|DMAU
OG0005559	LOC120417284|XP_039435169.1|CPIP	LOC117143030|XP_033163312.1|DMAU
OG0005560	LOC120417288|XP_039435172.1|CPIP	LOC117135200|XP_033151174.1|DMAU
OG0005561	LOC120417301|XP_039435187.1|CPIP	LOC117147598|XP_033170439.1|DMAU
OG0005562	LOC120427088|XP_039447869.1|CPIP	LOC117150278|XP_033172980.1|DMAU
OG0005563	LOC120419047|XP_039437546.1|CPIP	LOC117146321|XP_033168272.1|DMAU
OG0005564	LOC120419076|XP_039437595.1|CPIP	LOC117135125|XP_033151038.1|DMAU
OG0005565	LOC120419060|XP_039437567.1|CPIP	LOC117146997|XP_033169570.1|DMAU
OG0005566	LOC120419081|XP_039437599.1|CPIP	LOC117147006|XP_033169583.1|DMAU
OG0005567	LOC120419080|XP_039437598.1|CPIP	LOC117142592|XP_033162556.1|DMAU
OG0005568	LOC120419050|XP_039437550.1|CPIP	LOC117139002|XP_033156986.1|DMAU
OG0005569	LOC120419071|XP_039437589.1|CPIP	LOC117148945|XP_033172577.1|DMAU
OG0005570	LOC120429840|XP_039450839.1|CPIP	LOC117149356|XP_033172664.1|DMAU
OG0005571	LOC120414327|XP_039431401.1|CPIP	LOC117135863|XP_033152283.1|DMAU
OG0005572	LOC120425774|XP_039446320.1|CPIP	LOC117135488|XP_033151601.1|DMAU
OG0005573	LOC120426559|XP_039447259.1|CPIP	LOC117142838|XP_033162962.1|DMAU
OG0005574	LOC120426581|XP_039447304.1|CPIP	LOC117136652|XP_033153539.1|DMAU
OG0005575	LOC120423219|XP_039442863.1|CPIP	LOC117142226|XP_033161968.1|DMAU
OG0005576	LOC120423205|XP_039442844.1|CPIP	LOC117135848|XP_033152256.1|DMAU
OG0005577	LOC120423227|XP_039442869.1|CPIP	LOC117139164|XP_033157214.1|DMAU
OG0005578	LOC120423190|XP_039442823.1|CPIP	LOC117141536|XP_033160921.1|DMAU
OG0005579	LOC120416349|XP_039434013.1|CPIP, LOC120423193|XP_039442827.1|CPIP	LOC117141539|XP_033160929.1|DMAU
OG0005580	LOC120417010|XP_039434882.1|CPIP	LOC117140916|XP_033159992.1|DMAU
OG0005582	LOC120432119|XP_039453190.1|CPIP	LOC117139512|XP_033157760.1|DMAU
OG0005583	LOC120432118|XP_039453187.1|CPIP	LOC117140841|XP_033159856.1|DMAU
OG0005584	LOC120414364|XP_039431462.1|CPIP	LOC117148260|XP_033171462.1|DMAU
OG0005585	LOC120414357|XP_039431453.1|CPIP	LOC117146093|XP_033167956.1|DMAU
OG0005586	LOC120414330|XP_039431404.1|CPIP	LOC117145236|XP_033166703.1|DMAU
OG0005587	LOC120414369|XP_039431470.1|CPIP	LOC117148520|XP_033171862.1|DMAU
OG0005588	LOC120414305|XP_039431379.1|CPIP	LOC117140299|XP_033159034.1|DMAU
OG0005589	LOC120414341|XP_039431429.1|CPIP	LOC117143392|XP_033163969.1|DMAU
OG0005590	LOC120426577|XP_039447296.1|CPIP	LOC117138094|XP_033155835.1|DMAU
OG0005591	LOC120426564|XP_039447270.1|CPIP, LOC120414316|XP_039431387.1|CPIP	LOC117146367|XP_033168410.1|DMAU
OG0005592	LOC120426575|XP_039447294.1|CPIP	LOC117143921|XP_033164726.1|DMAU
OG0005593	LOC120425779|XP_039446326.1|CPIP	LOC117139449|XP_033157648.1|DMAU
OG0005594	LOC120425777|XP_039446323.1|CPIP	LOC117139485|XP_033157697.1|DMAU
OG0005595	LOC120425767|XP_039446309.1|CPIP	LOC117139484|XP_033157696.1|DMAU
OG0005596	LOC120425769|XP_039446313.1|CPIP	LOC117141830|XP_033161376.1|DMAU
OG0005597	LOC120425773|XP_039446317.1|CPIP	LOC117142863|XP_033163011.1|DMAU
OG0005598	LOC120416159|XP_039433773.1|CPIP	LOC117143353|XP_033163917.1|DMAU
OG0005599	LOC120423932|XP_039443848.1|CPIP	LOC117135487|XP_033151599.1|DMAU
OG0005600	LOC120427996|XP_039448894.1|CPIP	LOC117144727|XP_033165961.1|DMAU
OG0005601	LOC120427993|XP_039448885.1|CPIP	LOC117147340|XP_033170089.1|DMAU
OG0005602	LOC120427007|XP_039447760.1|CPIP	LOC117145111|XP_033166522.1|DMAU
OG0005603	LOC120427010|XP_039447764.1|CPIP	LOC117137545|XP_033154932.1|DMAU
OG0005604	LOC120427001|XP_039447751.1|CPIP	LOC117135884|XP_033152322.1|DMAU
OG0005605	LOC120427016|XP_039447773.1|CPIP	LOC117138213|XP_033156041.1|DMAU
