Orthogroup	CPIP.longest_only	DERE.longest_only
OG0004484	LOC120413804|XP_039430695.1|CPIP	LOC6553247|XP_001979067.1|DERE
OG0004486	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP	LOC6546743|XP_001974536.1|DERE
OG0004487	LOC120429277|XP_039450435.1|CPIP	LOC6543698|XP_001972972.2|DERE
OG0004488	LOC120418845|XP_039437302.1|CPIP	LOC6542194|XP_001970701.1|DERE
OG0004489	LOC120432093|XP_039453164.1|CPIP	LOC6545422|XP_001971166.1|DERE
OG0004490	LOC120412407|XP_039428803.1|CPIP	LOC6546673|XP_001975866.2|DERE
OG0004504	LOC120415043|XP_039432350.1|CPIP	LOC6544655|XP_026833048.1|DERE
OG0004505	LOC120413299|XP_039429991.1|CPIP	LOC6552697|XP_026839673.1|DERE
OG0004506	LOC120415060|XP_039432381.1|CPIP	LOC6554319|XP_026832122.1|DERE
OG0004507	LOC120421077|XP_039440156.1|CPIP	LOC6553246|XP_001979066.2|DERE
OG0004508	LOC120415046|XP_039432354.1|CPIP	LOC6555401|XP_001981651.2|DERE
OG0004509	LOC120415084|XP_039432434.1|CPIP	LOC6544728|XP_001972412.1|DERE
OG0004510	LOC120415024|XP_039432323.1|CPIP	LOC6549996|XP_001977462.2|DERE
OG0004511	LOC120430611|XP_039451644.1|CPIP	LOC6554265|XP_026833443.1|DERE
OG0004512	LOC120413310|XP_039430006.1|CPIP	LOC6555831|XP_026839184.1|DERE
OG0004513	LOC120413293|XP_039429982.1|CPIP	LOC6555856|XP_026838998.1|DERE
OG0004514	LOC120413285|XP_039429956.1|CPIP	LOC6555809|XP_001982726.2|DERE
OG0004515	LOC120420237|XP_039439159.1|CPIP	LOC6550227|XP_001978195.1|DERE
OG0004516	LOC120420249|XP_039439172.1|CPIP	LOC6551358|XP_001978371.2|DERE
OG0004517	LOC120432221|XP_039453329.1|CPIP	LOC6549897|XP_026838464.1|DERE
OG0004518	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP	LOC6550713|XP_026838403.1|DERE
OG0004519	LOC120412670|XP_039429170.1|CPIP	LOC6554951|XP_001981372.1|DERE
OG0004520	LOC120413708|XP_039430562.1|CPIP	LOC6550673|XP_026838154.1|DERE
OG0004521	LOC120413437|XP_039430184.1|CPIP	LOC6542908|XP_001970794.1|DERE
OG0004522	LOC120432170|XP_039453244.1|CPIP	LOC6549939|XP_001977397.1|DERE
OG0004523	LOC120424291|XP_039444304.1|CPIP	LOC6554860|XP_001981104.2|DERE
OG0004524	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP	LOC6551235|XP_001976737.1|DERE
OG0004525	LOC120417486|XP_039435607.1|CPIP	LOC6551128|XP_026838350.1|DERE
OG0004526	LOC120420014|XP_039438885.1|CPIP	LOC6551204|XP_015010991.1|DERE
OG0004527	LOC120418123|XP_039436335.1|CPIP	LOC6551224|XP_001976740.1|DERE
OG0004528	LOC120432235|XP_039453381.1|CPIP	LOC6550332|XP_001977890.1|DERE
OG0004529	LOC120432309|XP_039453427.1|CPIP	LOC6551206|XP_001977013.2|DERE
OG0004530	LOC120416126|XP_039433768.1|CPIP	LOC6550561|XP_001977939.1|DERE
OG0004531	LOC120422317|XP_039441669.1|CPIP	LOC6555181|XP_015009351.1|DERE
OG0004532	LOC120429205|XP_039450349.1|CPIP	LOC6550717|XP_001978099.3|DERE
OG0004533	LOC120412926|XP_039429495.1|CPIP	LOC6551000|XP_001978316.1|DERE
OG0004534	LOC120432237|XP_039453345.1|CPIP	LOC6548424|XP_001975335.1|DERE
OG0004535	LOC120432491|XP_039453639.1|CPIP	LOC6544527|XP_001973053.1|DERE
OG0004536	LOC120430783|XP_039451834.1|CPIP	LOC6549756|XP_026838369.1|DERE
OG0004537	LOC120414955|XP_039432221.1|CPIP	LOC6551690|XP_001978486.1|DERE
OG0004538	LOC120426001|XP_039446603.1|CPIP	LOC6547894|XP_015012655.1|DERE
OG0004539	LOC120432297|XP_039453417.1|CPIP	LOC6553694|XP_026831642.1|DERE
OG0004540	LOC120422049|XP_039441309.1|CPIP	LOC6551397|XP_001977209.1|DERE
OG0004541	LOC120414161|XP_039431145.1|CPIP	LOC6546998|XP_026836889.1|DERE
OG0004542	LOC120414164|XP_039431150.1|CPIP	LOC6549848|XP_001977354.1|DERE
OG0004543	LOC120417693|XP_039435767.1|CPIP	LOC6551119|XP_015010999.1|DERE
OG0004544	LOC120431148|XP_039452221.1|CPIP	LOC6555675|XP_001982392.1|DERE
OG0004545	LOC120422452|XP_039441829.1|CPIP	LOC6555200|XP_026831997.1|DERE
OG0004546	LOC120422474|XP_039441863.1|CPIP	LOC6549361|XP_001975790.1|DERE
OG0004547	LOC120424305|XP_039444324.1|CPIP	LOC6555658|XP_026837590.1|DERE
OG0004548	LOC120431128|XP_039452214.1|CPIP	LOC6550357|XP_015010764.1|DERE
OG0004549	LOC120422523|XP_039441911.1|CPIP	LOC6555511|XP_026838954.1|DERE
OG0004550	LOC120420172|XP_039439071.1|CPIP	LOC6551562|XP_001978601.1|DERE
OG0004551	LOC120420173|XP_039439072.1|CPIP	LOC6547600|XP_001974899.1|DERE
OG0004552	LOC120420188|XP_039439106.1|CPIP	LOC6550283|XP_015010778.1|DERE
OG0004553	LOC120422303|XP_039441629.1|CPIP	LOC6545731|XP_001971625.1|DERE
OG0004554	LOC120430545|XP_039451594.1|CPIP	LOC6550770|XP_001976752.1|DERE
OG0004555	LOC120422445|XP_039441823.1|CPIP	LOC6550771|XP_001976753.1|DERE
OG0004556	LOC120422447|XP_039441825.1|CPIP	LOC6550213|XP_001977724.1|DERE
OG0004557	LOC120420223|XP_039439145.1|CPIP	LOC6550883|XP_001976830.2|DERE
OG0004558	LOC120416891|XP_039434723.1|CPIP	LOC6549838|XP_001978735.1|DERE
OG0004559	LOC120422094|XP_039441375.1|CPIP	LOC6554249|XP_001982098.1|DERE
OG0004560	LOC120419263|XP_039437852.1|CPIP	LOC6542498|XP_001970955.2|DERE
OG0004561	LOC120419286|XP_039437887.1|CPIP	LOC6552861|XP_026839766.1|DERE
OG0004562	LOC120419260|XP_039437848.1|CPIP	LOC6554912|XP_001982234.1|DERE
OG0004563	LOC120419297|XP_039437896.1|CPIP	LOC6553001|XP_015010169.1|DERE
OG0004564	LOC120429179|XP_039450326.1|CPIP	LOC6553848|XP_001979480.1|DERE
OG0004565	LOC120429172|XP_039450318.1|CPIP	LOC6552865|XP_026838333.1|DERE
OG0004566	LOC120413705|XP_039430559.1|CPIP	LOC6551404|XP_001977223.1|DERE
OG0004567	LOC120417712|XP_039435795.1|CPIP	LOC6551739|XP_015010580.1|DERE
OG0004568	LOC120413334|XP_039430044.1|CPIP	LOC6555638|XP_001982521.1|DERE
OG0004569	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP	LOC6552149|XP_015009508.1|DERE
OG0004570	LOC120427674|XP_039448488.1|CPIP	LOC6548646|XP_001975386.1|DERE
OG0004571	LOC120412330|XP_039428668.1|CPIP	LOC6550163|XP_001977673.1|DERE
OG0004572	LOC120412596|XP_039429068.1|CPIP	LOC6540656|XP_001968671.1|DERE
OG0004573	LOC120413351|XP_039430067.1|CPIP	LOC6551793|XP_001979618.1|DERE
OG0004574	LOC120413171|XP_039429818.1|CPIP	LOC6551171|XP_001977046.1|DERE
OG0004575	LOC120432239|XP_039453350.1|CPIP	LOC6551172|XP_001977047.1|DERE
OG0004576	LOC120412599|XP_039429082.1|CPIP	LOC6552911|XP_026837155.1|DERE
OG0004577	LOC120414152|XP_039431125.1|CPIP	LOC6553427|XP_001980237.1|DERE
OG0004578	LOC120414948|XP_039432247.1|CPIP	LOC6551695|XP_026838736.1|DERE
OG0004579	LOC120432564|XP_039453761.1|CPIP	LOC6542619|XP_015015157.1|DERE
OG0004580	LOC120415606|XP_039433133.1|CPIP	LOC6553586|XP_001980282.1|DERE
OG0004581	LOC120415612|XP_039433140.1|CPIP	LOC6553035|XP_001980040.3|DERE
OG0004582	LOC120415621|XP_039433152.1|CPIP	LOC6554965|XP_001981137.3|DERE
OG0004583	LOC120431695|XP_039452743.1|CPIP, LOC120421430|XP_039440574.1|CPIP	LOC6549743|XP_001977346.1|DERE
OG0004584	LOC120431694|XP_039452742.1|CPIP, LOC120421418|XP_039440559.1|CPIP	LOC6549107|XP_001975572.1|DERE
OG0004585	LOC120417040|XP_039434921.1|CPIP	LOC6554473|XP_001981286.1|DERE
OG0004586	LOC120417033|XP_039434911.1|CPIP	LOC6551197|XP_001976929.1|DERE
OG0004587	LOC120417017|XP_039434887.1|CPIP	LOC6554809|XP_026839707.1|DERE
OG0004588	LOC120417018|XP_039434890.1|CPIP	LOC6554864|XP_026839724.1|DERE
OG0004589	LOC120423035|XP_039442611.1|CPIP	LOC6549696|XP_026837616.1|DERE
OG0004590	LOC120422058|XP_039441325.1|CPIP	LOC6554552|XP_015009075.1|DERE
OG0004591	LOC120422080|XP_039441359.1|CPIP	LOC6554556|XP_001981316.1|DERE
OG0004592	LOC120422078|XP_039441357.1|CPIP	LOC6550581|XP_001978182.1|DERE
OG0004593	LOC120422075|XP_039441352.1|CPIP	LOC6551356|XP_001977059.1|DERE
OG0004594	LOC120423487|XP_039443289.1|CPIP	LOC6549688|XP_026838242.1|DERE
OG0004595	LOC120425894|XP_039446474.1|CPIP	LOC6550800|XP_026837610.1|DERE
OG0004596	LOC120428194|XP_039449139.1|CPIP	LOC6555672|XP_001982390.1|DERE
OG0004597	LOC120428507|XP_039449453.1|CPIP, LOC120430549|XP_039451597.1|CPIP	LOC6550165|XP_001977603.1|DERE
OG0004598	LOC120413356|XP_039430073.1|CPIP	LOC6544215|XP_001973031.1|DERE
OG0004599	LOC120430494|XP_039451524.1|CPIP	LOC6541806|XP_001968580.2|DERE
OG0004600	LOC120417702|XP_039435781.1|CPIP	LOC6551321|XP_001977086.1|DERE
OG0004601	LOC120424696|XP_039444809.1|CPIP	LOC6551344|XP_001977078.2|DERE
OG0004602	LOC120424533|XP_039444631.1|CPIP	LOC6551593|XP_001977262.2|DERE
OG0004603	LOC120416908|XP_039434741.1|CPIP	LOC6541500|XP_001968192.1|DERE
OG0004604	LOC120416899|XP_039434731.1|CPIP	LOC6549851|XP_001977357.2|DERE
OG0004605	LOC120430744|XP_039451787.1|CPIP	LOC6549804|XP_001977327.2|DERE
OG0004606	LOC120427968|XP_039448858.1|CPIP	LOC6553939|XP_001979490.1|DERE
OG0004607	LOC120412940|XP_039429515.1|CPIP	LOC6550904|XP_026837609.1|DERE
OG0004608	LOC120413576|XP_039430401.1|CPIP	LOC6549992|XP_015011095.1|DERE
OG0004609	LOC120426601|XP_039447326.1|CPIP	LOC6550482|XP_026837403.1|DERE
OG0004610	LOC120416425|XP_039434110.1|CPIP	LOC6555032|XP_001981174.1|DERE
OG0004611	LOC120416401|XP_039434081.1|CPIP	LOC6555349|XP_026839580.1|DERE
OG0004612	LOC120416435|XP_039434123.1|CPIP	LOC6555348|XP_001981198.1|DERE
OG0004613	LOC120429015|XP_039450086.1|CPIP	LOC6553036|XP_026833994.1|DERE
OG0004614	LOC120429018|XP_039450093.1|CPIP	LOC6551029|XP_001978248.1|DERE
OG0004615	LOC120414518|XP_039431661.1|CPIP	LOC6550909|XP_015010975.1|DERE
OG0004616	LOC120414526|XP_039431669.1|CPIP	LOC6549888|XP_001977365.1|DERE
OG0004617	LOC120414512|XP_039431652.1|CPIP	LOC6548265|XP_001974111.1|DERE
OG0004618	LOC120414525|XP_039431668.1|CPIP	LOC6555134|XP_001982249.2|DERE
OG0004619	LOC120417687|XP_039435758.1|CPIP	LOC6555411|XP_001982331.1|DERE
OG0004620	LOC120413719|XP_039430580.1|CPIP	LOC6553803|XP_001979560.2|DERE
OG0004621	LOC120414162|XP_039431146.1|CPIP	LOC6553984|XP_001980499.1|DERE
OG0004622	LOC120416255|XP_039433891.1|CPIP	LOC6551857|XP_015009706.1|DERE
OG0004623	LOC120416251|XP_039433888.1|CPIP	LOC6554540|XP_001981325.1|DERE
OG0004624	LOC120430970|XP_039452038.1|CPIP	LOC6552811|XP_001978942.1|DERE
OG0004625	LOC120419625|XP_039438304.1|CPIP	LOC6550568|XP_026837284.1|DERE
OG0004626	LOC120425317|XP_039445723.1|CPIP	LOC6555726|XP_026838933.1|DERE
OG0004627	LOC120413036|XP_039429643.1|CPIP	LOC6543636|XP_026833988.1|DERE
OG0004628	LOC120428374|XP_039449309.1|CPIP	LOC6555680|XP_001982540.1|DERE
OG0004629	LOC120415613|XP_039433142.1|CPIP	LOC6552774|XP_026835874.1|DERE
OG0004630	LOC120415608|XP_039433136.1|CPIP	LOC6554478|XP_015009077.1|DERE
OG0004631	LOC120415601|XP_039433128.1|CPIP	LOC6551834|XP_001979631.1|DERE
OG0004632	LOC120415600|XP_039433127.1|CPIP	LOC6551835|XP_026834575.1|DERE
OG0004633	LOC120424519|XP_039444609.1|CPIP	LOC6554593|XP_001981328.2|DERE
OG0004634	LOC120429008|XP_039450080.1|CPIP	LOC6554656|XP_026839513.1|DERE
OG0004635	LOC120429063|XP_039450135.1|CPIP	LOC6549777|XP_001977308.2|DERE
OG0004636	LOC120426453|XP_039447149.1|CPIP	LOC6550211|XP_001977722.2|DERE
OG0004637	LOC120429940|XP_039450971.1|CPIP	LOC6555520|XP_026838893.1|DERE
OG0004638	LOC120424323|XP_039444352.1|CPIP	LOC6550466|XP_001977728.3|DERE
OG0004639	LOC120423052|XP_039442658.1|CPIP	LOC6555081|XP_001981597.1|DERE
OG0004640	LOC120423051|XP_039442657.1|CPIP	LOC6555083|XP_001981599.2|DERE
OG0004641	LOC120428791|XP_039449822.1|CPIP	LOC6551071|XP_001978292.1|DERE
OG0004642	LOC120425020|XP_039445324.1|CPIP	LOC6544626|XP_001972201.1|DERE
OG0004643	LOC120425030|XP_039445335.1|CPIP	LOC6552590|XP_015010035.1|DERE
OG0004644	LOC120425019|XP_039445322.1|CPIP	LOC6550389|XP_001977771.1|DERE
OG0004645	LOC120425026|XP_039445330.1|CPIP, LOC120425024|XP_039445329.1|CPIP	LOC6540783|XP_001968186.1|DERE
OG0004646	LOC120430120|XP_039451138.1|CPIP	LOC6554919|XP_026839626.1|DERE
OG0004647	LOC120429248|XP_039450393.1|CPIP	LOC6550719|XP_001978101.1|DERE
OG0004648	LOC120430117|XP_039451136.1|CPIP	LOC6550237|XP_001977688.1|DERE
OG0004649	LOC120419870|XP_039438664.1|CPIP, LOC120418077|XP_039436268.1|CPIP	LOC6550646|XP_001978134.3|DERE
OG0004650	LOC120418091|XP_039436293.1|CPIP, LOC120419874|XP_039438669.1|CPIP	LOC6541148|XP_001969861.1|DERE
OG0004651	LOC120425022|XP_039445325.1|CPIP	LOC6552239|XP_001979751.3|DERE
OG0004652	LOC120425463|XP_039445929.1|CPIP	LOC6554176|XP_026832615.1|DERE
OG0004653	LOC120425465|XP_039445931.1|CPIP	LOC6543692|XP_001973703.1|DERE
OG0004654	LOC120425487|XP_039445965.1|CPIP	LOC6541180|XP_001968370.2|DERE
OG0004655	LOC120428782|XP_039449803.1|CPIP	LOC6555306|XP_026839755.1|DERE
OG0004656	LOC120428781|XP_039449802.1|CPIP	LOC6550119|XP_001977656.1|DERE
OG0004657	LOC120428787|XP_039449808.1|CPIP	LOC6553563|XP_001979343.1|DERE
OG0004658	LOC120423153|XP_039442770.1|CPIP, LOC120431375|XP_039452440.1|CPIP	LOC6552039|XP_001980684.1|DERE
OG0004659	LOC120431381|XP_039452444.1|CPIP	LOC6554241|XP_001982150.1|DERE
OG0004660	LOC120429233|XP_039450378.1|CPIP	LOC6555257|XP_001982298.2|DERE
OG0004661	LOC120429247|XP_039450392.1|CPIP	LOC6552241|XP_001979753.1|DERE
OG0004662	LOC120424934|XP_039445166.1|CPIP	LOC6553242|XP_001980197.1|DERE
OG0004663	LOC120424932|XP_039445160.1|CPIP	LOC6550942|XP_026838135.1|DERE
OG0004664	LOC120424930|XP_039445155.1|CPIP	LOC6550943|XP_026837435.1|DERE
OG0004665	LOC120424935|XP_039445169.1|CPIP	LOC6550882|XP_001976829.1|DERE
OG0004666	LOC120419338|XP_039437944.1|CPIP	LOC6552275|XP_026831921.1|DERE
OG0004667	LOC120431439|XP_039452492.1|CPIP	LOC6552269|XP_001980750.1|DERE
OG0004668	LOC120431799|XP_039452851.1|CPIP	LOC6550714|XP_026837915.1|DERE
OG0004669	LOC120428947|XP_039450021.1|CPIP	LOC6542465|XP_001970090.1|DERE
OG0004670	LOC120427924|XP_039448799.1|CPIP	LOC6554310|XP_001981741.3|DERE
OG0004671	LOC120424813|XP_039444965.1|CPIP	LOC6553729|XP_001980398.1|DERE
OG0004672	LOC120429289|XP_039450451.1|CPIP	LOC6552765|XP_026831790.1|DERE
OG0004673	LOC120430803|XP_039451857.1|CPIP	LOC6555483|XP_026834134.1|DERE
OG0004674	LOC120425115|XP_039445454.1|CPIP	LOC6554452|XP_001981520.1|DERE
OG0004675	LOC120425113|XP_039445448.1|CPIP	LOC6554510|XP_026831586.1|DERE
OG0004676	LOC120430535|XP_039451582.1|CPIP	LOC6552800|XP_001979028.1|DERE
OG0004677	LOC120425998|XP_039446590.1|CPIP	LOC6555001|XP_026839587.1|DERE
OG0004678	LOC120426016|XP_039446624.1|CPIP	LOC6555002|XP_001982057.1|DERE
OG0004679	LOC120417858|XP_039436012.1|CPIP	LOC6553898|XP_026839582.1|DERE
OG0004680	LOC120421773|XP_039440974.1|CPIP	LOC6552353|XP_026839866.1|DERE
OG0004681	LOC120423834|XP_039443711.1|CPIP	LOC6552966|XP_001980967.1|DERE
OG0004682	LOC120423841|XP_039443723.1|CPIP	LOC6543491|XP_001968681.2|DERE
OG0004683	LOC120423826|XP_039443689.1|CPIP	LOC6553634|XP_001980317.1|DERE
OG0004684	LOC120426227|XP_039446897.1|CPIP	LOC6552264|XP_001980745.1|DERE
OG0004685	LOC120431668|XP_039452711.1|CPIP	LOC6554628|XP_001981350.1|DERE
OG0004686	LOC120418742|XP_039437152.1|CPIP	LOC6552466|XP_001980884.1|DERE
OG0004687	LOC120417201|XP_039435101.1|CPIP	LOC6554624|XP_001981346.1|DERE
OG0004689	LOC120417191|XP_039435092.1|CPIP	LOC6554174|XP_001982116.1|DERE
OG0004690	LOC120420743|XP_039439770.1|CPIP	LOC6553181|XP_001979100.1|DERE
OG0004691	LOC120420766|XP_039439806.1|CPIP	LOC6555014|XP_001981396.1|DERE
OG0004692	LOC120420781|XP_039439828.1|CPIP	LOC6555376|XP_026836498.1|DERE
OG0004693	LOC120420745|XP_039439775.1|CPIP	LOC6555372|XP_001982087.1|DERE
OG0004694	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP	LOC6555338|XP_001981863.1|DERE
OG0004695	LOC120428741|XP_039449751.1|CPIP	LOC6554512|XP_015009353.1|DERE
OG0004696	LOC120427185|XP_039447983.1|CPIP	LOC6553446|XP_001979373.1|DERE
OG0004697	LOC120430501|XP_039451532.1|CPIP	LOC6550618|XP_001978003.1|DERE
OG0004698	LOC120421821|XP_039441033.1|CPIP	LOC6550028|XP_001977494.1|DERE
OG0004699	LOC120422152|XP_039441459.1|CPIP	LOC6551979|XP_001980664.2|DERE
OG0004700	LOC120416607|XP_039434342.1|CPIP	LOC6552092|XP_001978803.2|DERE
OG0004701	LOC120415975|XP_039433563.1|CPIP	LOC6553557|XP_001979337.1|DERE
OG0004702	LOC120429000|XP_039450074.1|CPIP	LOC6555078|XP_001982069.1|DERE
OG0004703	LOC120428668|XP_039449652.1|CPIP	LOC6554166|XP_015009312.1|DERE
OG0004704	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP	LOC6554544|XP_001981946.1|DERE
OG0004705	LOC120427079|XP_039447855.1|CPIP	LOC6552368|XP_001980776.1|DERE
OG0004706	LOC120431454|XP_039452504.1|CPIP	LOC6543763|XP_026833630.1|DERE
OG0004707	LOC120424033|XP_039443990.1|CPIP	LOC6542584|XP_001970086.1|DERE
OG0004708	LOC120424034|XP_039443991.1|CPIP	LOC6553609|XP_026839311.1|DERE
OG0004709	LOC120426007|XP_039446608.1|CPIP	LOC6552959|XP_001981027.1|DERE
OG0004710	LOC120426006|XP_039446605.1|CPIP	LOC6552525|XP_001979917.2|DERE
OG0004711	LOC120422583|XP_039442005.1|CPIP	LOC6555192|XP_001981628.1|DERE
OG0004712	LOC120422565|XP_039441985.1|CPIP	LOC6553616|XP_001980245.1|DERE
OG0004713	LOC120431802|XP_039452858.1|CPIP	LOC6555022|XP_026839651.1|DERE
OG0004714	LOC120431729|XP_039452791.1|CPIP	LOC26527086|XP_015009421.1|DERE
OG0004715	LOC120430219|XP_039451231.1|CPIP	LOC6540655|XP_026834097.1|DERE
OG0004716	LOC120425736|XP_039446274.1|CPIP	LOC6554979|XP_026834045.1|DERE
OG0004717	LOC120418347|XP_039436632.1|CPIP	LOC6551582|XP_026838481.1|DERE
OG0004718	LOC120418330|XP_039436598.1|CPIP	LOC6542956|XP_001968552.1|DERE
OG0004719	LOC120427265|XP_039448060.1|CPIP	LOC6555131|XP_026832966.1|DERE
OG0004720	LOC120427677|XP_039448492.1|CPIP	LOC6555074|XP_001982065.1|DERE
OG0004721	LOC120418332|XP_039436601.1|CPIP	LOC6554178|XP_001981488.1|DERE
OG0004722	LOC120418323|XP_039436588.1|CPIP	LOC6554867|XP_001981363.1|DERE
OG0004723	LOC120428289|XP_039449218.1|CPIP	LOC6550377|XP_001977858.1|DERE
OG0004724	LOC120418368|XP_039436661.1|CPIP	LOC6553863|XP_001979606.1|DERE
OG0004725	LOC120418369|XP_039436664.1|CPIP	LOC6555190|XP_001981626.1|DERE
OG0004726	LOC120418386|XP_039436694.1|CPIP	LOC6554515|XP_001981529.1|DERE
OG0004727	LOC120426000|XP_039446593.1|CPIP	LOC6554435|XP_015009315.2|DERE
OG0004728	LOC120426246|XP_039446918.1|CPIP	LOC6553726|XP_001980395.1|DERE
OG0004729	LOC120431093|XP_039452185.1|CPIP	LOC6550866|XP_001978226.1|DERE
OG0004730	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP	LOC6542412|XP_001970059.1|DERE
OG0004731	LOC120427158|XP_039447951.1|CPIP	LOC6554073|XP_001979583.1|DERE
OG0004732	LOC120427902|XP_039448776.1|CPIP	LOC6551949|XP_001980703.1|DERE
OG0004733	LOC120427892|XP_039448760.1|CPIP	LOC6552327|XP_001979786.1|DERE
OG0004734	LOC120427896|XP_039448765.1|CPIP	LOC6555392|XP_001982348.2|DERE
OG0004735	LOC120416050|XP_039433648.1|CPIP	LOC6554571|XP_015009131.1|DERE
OG0004736	LOC120414262|XP_039431306.1|CPIP	LOC6555098|XP_015009039.1|DERE
OG0004737	LOC120424265|XP_039444261.1|CPIP	LOC6552114|XP_001978810.1|DERE
OG0004738	LOC120424237|XP_039444234.1|CPIP	LOC6552115|XP_001978811.2|DERE
OG0004739	LOC120424264|XP_039444260.1|CPIP	LOC6554338|XP_001982102.1|DERE
OG0004740	LOC120428911|XP_039449987.1|CPIP	LOC6554483|XP_001981928.1|DERE
OG0004741	LOC120428910|XP_039449986.1|CPIP	LOC6553862|XP_026831807.1|DERE
OG0004742	LOC120425700|XP_039446222.1|CPIP	LOC6555843|XP_026839167.1|DERE
OG0004744	LOC120423421|XP_039443158.1|CPIP	LOC6543303|XP_001968952.1|DERE
OG0004745	LOC120428366|XP_039449302.1|CPIP	LOC6552371|XP_001978882.1|DERE
OG0004746	LOC120429644|XP_039450604.1|CPIP	LOC6554056|XP_001980497.1|DERE
OG0004747	LOC120432113|XP_039453182.1|CPIP	LOC6554057|XP_015009895.1|DERE
OG0004748	LOC120427858|XP_039448710.1|CPIP	LOC6554054|XP_026831679.1|DERE
OG0004749	LOC120414297|XP_039431366.1|CPIP	LOC6553599|XP_026835097.1|DERE
OG0004750	LOC120426701|XP_039447415.1|CPIP	LOC6555413|XP_001982333.1|DERE
OG0004751	LOC120426693|XP_039447404.1|CPIP	LOC6553093|XP_015010171.1|DERE
OG0004752	LOC120426689|XP_039447399.1|CPIP	LOC6555045|XP_001981615.1|DERE
OG0004753	LOC120426694|XP_039447405.1|CPIP	LOC6554154|XP_015008959.1|DERE
OG0004754	LOC120426686|XP_039447396.1|CPIP	LOC6554325|XP_001981484.1|DERE
OG0004755	LOC120426692|XP_039447402.1|CPIP	LOC6553757|XP_001979417.1|DERE
OG0004756	LOC120426691|XP_039447401.1|CPIP	LOC6553687|XP_001979418.1|DERE
OG0004757	LOC120430172|XP_039451186.1|CPIP	LOC6552579|XP_026831740.1|DERE
OG0004758	LOC120427254|XP_039448045.1|CPIP	LOC6552001|XP_026839532.1|DERE
OG0004759	LOC120427256|XP_039448049.1|CPIP	LOC6552792|XP_015010047.1|DERE
OG0004760	LOC120427250|XP_039448040.1|CPIP	LOC6552651|XP_001979911.1|DERE
OG0004761	LOC120428725|XP_039449733.1|CPIP	LOC6552237|XP_001979802.1|DERE
OG0004762	LOC120421015|XP_039440071.1|CPIP	LOC6540859|XP_001970035.1|DERE
OG0004763	LOC120421032|XP_039440103.1|CPIP	LOC6551853|XP_001979650.1|DERE
OG0004766	LOC120425415|XP_039445878.1|CPIP	LOC6554708|XP_001981958.1|DERE
OG0004767	LOC120421189|XP_039440327.1|CPIP	LOC6552154|XP_001978827.1|DERE
OG0004768	LOC120425737|XP_039446276.1|CPIP	LOC6552175|XP_001978829.1|DERE
OG0004769	LOC120423967|XP_039443893.1|CPIP	LOC6548805|XP_001974085.1|DERE
OG0004770	LOC120423968|XP_039443894.1|CPIP	LOC6551742|XP_001979692.1|DERE
OG0004771	LOC120423969|XP_039443895.1|CPIP	LOC6554116|XP_001981271.1|DERE
OG0004773	LOC120425157|XP_039445521.1|CPIP	LOC6553437|XP_001979387.1|DERE
OG0004774	LOC120426221|XP_039446874.1|CPIP	LOC6553651|XP_026831708.1|DERE
OG0004775	LOC120426214|XP_039446856.1|CPIP	LOC6553876|XP_026832369.1|DERE
OG0004776	LOC120426225|XP_039446893.1|CPIP	LOC6541396|XP_026835221.1|DERE
OG0004777	LOC120427414|XP_039448214.1|CPIP	LOC6544511|XP_001973795.1|DERE
OG0004779	LOC120427881|XP_039448748.1|CPIP	LOC6554247|XP_015008877.1|DERE
OG0004780	LOC120427882|XP_039448752.1|CPIP	LOC6541651|XP_001968526.1|DERE
OG0004781	LOC120421100|XP_039440178.1|CPIP	LOC6553760|XP_015009873.1|DERE
OG0004782	LOC120416981|XP_039434841.1|CPIP	LOC6555072|XP_001982063.3|DERE
OG0004783	LOC120416371|XP_039434041.1|CPIP	LOC6550225|XP_001978193.1|DERE
OG0004784	LOC120432089|XP_039453161.1|CPIP, LOC120428963|XP_039450036.1|CPIP	LOC6552828|XP_001979061.1|DERE
OG0004785	LOC120430146|XP_039451165.1|CPIP, LOC120430515|XP_039451549.1|CPIP	LOC6552717|XP_001979046.1|DERE
OG0004786	LOC120429549|XP_039450540.1|CPIP	LOC6552715|XP_001979044.1|DERE
OG0004787	LOC120428858|XP_039449915.1|CPIP	LOC6552954|XP_001979042.1|DERE
OG0004788	LOC120428851|XP_039449908.1|CPIP	LOC6552953|XP_015009452.1|DERE
OG0004789	LOC120428855|XP_039449914.1|CPIP	LOC6552952|XP_001979040.1|DERE
OG0004790	LOC120425991|XP_039446583.1|CPIP	LOC6554254|XP_001981675.3|DERE
OG0004791	LOC120425983|XP_039446571.1|CPIP	LOC6554722|XP_026831653.1|DERE
OG0004792	LOC120432022|XP_039453091.1|CPIP	LOC6553896|XP_001979569.1|DERE
OG0004793	LOC120431080|XP_039452166.1|CPIP	LOC6554470|XP_001981306.1|DERE
