Orthogroup	CPIP.longest_only	DALB.longest_only
OG0004061	LOC120414328|XP_039431402.1|CPIP	LOC117564031|XP_034098528.1|DALB
OG0004062	LOC120414326|XP_039431398.1|CPIP	LOC117569691|XP_034106836.1|DALB
OG0004063	LOC120414355|XP_039431450.1|CPIP	LOC117577867|XP_034118714.1|DALB
OG0004064	LOC120414353|XP_039431443.1|CPIP	LOC117570507|XP_034108094.1|DALB
OG0004065	LOC120414362|XP_039431458.1|CPIP	LOC117571532|XP_034109606.1|DALB
OG0004066	LOC120414324|XP_039431395.1|CPIP	LOC117572457|XP_034111182.1|DALB
OG0004067	LOC120414319|XP_039431390.1|CPIP	LOC117568693|XP_034105397.1|DALB
OG0004070	LOC120425768|XP_039446312.1|CPIP	LOC117566382|XP_034101774.1|DALB
OG0004071	LOC120414340|XP_039431428.1|CPIP	LOC117572548|XP_034111310.1|DALB
OG0004072	LOC120425776|XP_039446322.1|CPIP	LOC117572550|XP_034111313.1|DALB
OG0004073	LOC120425783|XP_039446329.1|CPIP	LOC117577596|XP_034118336.1|DALB
OG0004074	LOC120420632|XP_039439642.1|CPIP	LOC117572670|XP_034111578.1|DALB
OG0004075	LOC120420634|XP_039439644.1|CPIP	LOC117571329|XP_034109309.1|DALB
OG0004076	LOC120416133|XP_039433734.1|CPIP	LOC117571328|XP_034109305.1|DALB
OG0004077	LOC120416160|XP_039433774.1|CPIP	LOC117565881|XP_034101111.1|DALB
OG0004078	LOC120424825|XP_039444978.1|CPIP, LOC120429575|XP_039450553.1|CPIP, LOC120416175|XP_039433793.1|CPIP	LOC117575768|XP_034116025.1|DALB
OG0004079	LOC120416189|XP_039433807.1|CPIP	LOC117577585|XP_034118320.1|DALB
OG0004080	LOC120427008|XP_039447762.1|CPIP	LOC117569798|XP_034107002.1|DALB
OG0004081	LOC120427014|XP_039447770.1|CPIP	LOC117567002|XP_034102571.1|DALB
OG0004082	LOC120427005|XP_039447757.1|CPIP	LOC117573216|XP_034112123.1|DALB
OG0004083	LOC120427019|XP_039447776.1|CPIP	LOC117575343|XP_034115395.1|DALB
OG0004084	LOC120432338|XP_039453460.1|CPIP	LOC117572333|XP_034110962.1|DALB
OG0004085	LOC120423485|XP_039443258.1|CPIP	LOC117575346|XP_034115402.1|DALB
OG0004086	LOC120414815|XP_039432075.1|CPIP	LOC117576263|XP_034116795.1|DALB
OG0004087	LOC120419005|XP_039437510.1|CPIP	LOC117573103|XP_034111914.1|DALB
OG0004089	LOC120419428|XP_039438045.1|CPIP	LOC117563265|XP_034097387.1|DALB
OG0004090	LOC120419518|XP_039438158.1|CPIP	LOC117576757|XP_034117693.1|DALB
OG0004091	LOC120425610|XP_039446126.1|CPIP	LOC117574444|XP_034114173.1|DALB, LOC117576637|XP_034117454.1|DALB, LOC117574443|XP_034114171.1|DALB
OG0004092	LOC120413951|XP_039430892.1|CPIP	LOC117563311|XP_034097460.1|DALB
OG0004094	LOC120413689|XP_039430550.1|CPIP	LOC117577857|XP_034118696.1|DALB
OG0004095	LOC120430394|XP_039451431.1|CPIP	LOC117574022|XP_034113504.1|DALB
OG0004096	LOC120430395|XP_039451432.1|CPIP	LOC117576267|XP_034116801.1|DALB
OG0004097	LOC120423827|XP_039443693.1|CPIP	LOC117568031|XP_034104262.1|DALB
OG0004098	LOC120423815|XP_039443673.1|CPIP	LOC117570668|XP_034108345.1|DALB
OG0004099	LOC120423760|XP_039443611.1|CPIP	LOC117575552|XP_034115704.1|DALB
OG0004102	LOC120417644|XP_039435693.1|CPIP	LOC117576439|XP_034117087.1|DALB
OG0004103	LOC120417658|XP_039435714.1|CPIP	LOC117575766|XP_034116022.1|DALB
OG0004104	LOC120417655|XP_039435710.1|CPIP	LOC117573899|XP_034113298.1|DALB
OG0004105	LOC120426337|XP_039447031.1|CPIP	LOC117570502|XP_034108090.1|DALB
OG0004106	LOC120426331|XP_039447025.1|CPIP	LOC117569734|XP_034106903.1|DALB
OG0004107	LOC120426318|XP_039447011.1|CPIP	LOC117570075|XP_034107405.1|DALB
OG0004108	LOC120426342|XP_039447037.1|CPIP	LOC117573554|XP_034112726.1|DALB
OG0004109	LOC120426323|XP_039447016.1|CPIP	LOC117576758|XP_034117694.1|DALB
OG0004110	LOC120426083|XP_039446727.1|CPIP	LOC117568851|XP_034105619.1|DALB
OG0004111	LOC120426075|XP_039446716.1|CPIP	LOC117576358|XP_034116937.1|DALB
OG0004112	LOC120432344|XP_039453466.1|CPIP	LOC117575929|XP_034116279.1|DALB
OG0004113	LOC120420009|XP_039438846.1|CPIP	LOC117568867|XP_034105651.1|DALB
OG0004114	LOC120420006|XP_039438841.1|CPIP	LOC117577939|XP_034118840.1|DALB
OG0004115	LOC120419999|XP_039438825.1|CPIP	LOC117567393|XP_034103238.1|DALB
OG0004116	LOC120416957|XP_039434797.1|CPIP	LOC117574912|XP_034114848.1|DALB
OG0004117	LOC120416958|XP_039434803.1|CPIP	LOC117573501|XP_034112619.1|DALB
OG0004118	LOC120426769|XP_039447477.1|CPIP	LOC117572146|XP_034110677.1|DALB
OG0004119	LOC120415268|XP_039432672.1|CPIP	LOC117576840|XP_034117813.1|DALB
OG0004120	LOC120414359|XP_039431457.1|CPIP	LOC117573536|XP_034112702.1|DALB
OG0004121	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP	LOC117571452|XP_034109490.1|DALB
OG0004122	LOC120432179|XP_039453253.1|CPIP	LOC117576144|XP_034116602.1|DALB
OG0004123	LOC120432163|XP_039453229.1|CPIP	LOC117575090|XP_034115080.1|DALB
OG0004124	LOC120420010|XP_039438847.1|CPIP, LOC120422240|XP_039441563.1|CPIP	LOC117570928|XP_034108749.1|DALB
OG0004125	LOC120432401|XP_039453535.1|CPIP	LOC117573312|XP_034112308.1|DALB
OG0004126	LOC120432394|XP_039453523.1|CPIP	LOC117563663|XP_034097970.1|DALB, LOC117573912|XP_034113312.1|DALB
OG0004127	LOC120423961|XP_039443883.1|CPIP	LOC117564167|XP_034098725.1|DALB
OG0004128	LOC120414412|XP_039431529.1|CPIP	LOC117573940|XP_034113358.1|DALB
OG0004129	LOC120413836|XP_039430728.1|CPIP	LOC117572419|XP_034111097.1|DALB
OG0004130	LOC120413700|XP_039430558.1|CPIP	LOC117572602|XP_034111432.1|DALB
OG0004131	LOC120414760|XP_039432010.1|CPIP	LOC117574844|XP_034114731.1|DALB
OG0004132	LOC120413975|XP_039430920.1|CPIP	LOC117566970|XP_034102519.1|DALB
OG0004133	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP	LOC117578394|XP_034119733.1|DALB
OG0004134	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP	LOC117573132|XP_034111954.1|DALB
OG0004135	LOC120419245|XP_039437832.1|CPIP	LOC117576084|XP_034116523.1|DALB
OG0004136	LOC120419235|XP_039437825.1|CPIP	LOC117574583|XP_034114357.1|DALB
OG0004137	LOC120428215|XP_039449126.1|CPIP	LOC117570693|XP_034108387.1|DALB
OG0004138	LOC120428218|XP_039449130.1|CPIP	LOC117567971|XP_034104170.1|DALB
OG0004139	LOC120428217|XP_039449129.1|CPIP	LOC117573563|XP_034112743.1|DALB
OG0004140	LOC120417059|XP_039434950.1|CPIP	LOC117570399|XP_034107912.1|DALB
OG0004141	LOC120417046|XP_039434928.1|CPIP	LOC117567771|XP_034103861.1|DALB
OG0004142	LOC120421969|XP_039441217.1|CPIP, LOC120415887|XP_039433462.1|CPIP, LOC120417151|XP_039435069.1|CPIP	LOC117575534|XP_034115678.1|DALB
OG0004143	LOC120415918|XP_039433498.1|CPIP	LOC117575078|XP_034115063.1|DALB
OG0004144	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP	LOC117565896|XP_034101133.1|DALB
OG0004145	LOC120420946|XP_039440016.1|CPIP	LOC117572072|XP_034110549.1|DALB
OG0004146	LOC120420932|XP_039439998.1|CPIP	LOC117573430|XP_034112534.1|DALB
OG0004147	LOC120417536|XP_039435552.1|CPIP	LOC117566246|XP_034101689.1|DALB
OG0004148	LOC120417512|XP_039435525.1|CPIP	LOC117576200|XP_034116683.1|DALB
OG0004150	LOC120425867|XP_039446423.1|CPIP	LOC117575651|XP_034115829.1|DALB
OG0004152	LOC120421249|XP_039440382.1|CPIP	LOC117574897|XP_034114825.1|DALB
OG0004153	LOC120417329|XP_039435250.1|CPIP	LOC117567259|XP_034103000.1|DALB
OG0004154	LOC120417336|XP_039435271.1|CPIP	LOC117567892|XP_034104055.1|DALB
OG0004155	LOC120428861|XP_039449919.1|CPIP	LOC117574999|XP_034114965.1|DALB
OG0004158	LOC120413789|XP_039430672.1|CPIP	LOC117571599|XP_034109706.1|DALB
OG0004159	LOC120413790|XP_039430674.1|CPIP	LOC117576689|XP_034117575.1|DALB
OG0004160	LOC120413779|XP_039430657.1|CPIP	LOC117567885|XP_034104048.1|DALB
OG0004161	LOC120413747|XP_039430606.1|CPIP	LOC117573555|XP_034112728.1|DALB
OG0004162	LOC120413798|XP_039430682.1|CPIP	LOC117574231|XP_034113832.1|DALB
OG0004163	LOC120413811|XP_039430701.1|CPIP	LOC117574821|XP_034114681.1|DALB
OG0004164	LOC120413780|XP_039430658.1|CPIP	LOC117574267|XP_034113895.1|DALB
OG0004165	LOC120422488|XP_039441878.1|CPIP	LOC117567066|XP_034102697.1|DALB
OG0004166	LOC120422497|XP_039441886.1|CPIP	LOC117567699|XP_034103721.1|DALB
OG0004167	LOC120431509|XP_039452544.1|CPIP	LOC117574977|XP_034114934.1|DALB
OG0004168	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP	LOC117574293|XP_034113980.1|DALB
OG0004169	LOC120426113|XP_039446750.1|CPIP	LOC117577718|XP_034118513.1|DALB
OG0004170	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP	LOC117567840|XP_034103985.1|DALB
OG0004171	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP	LOC117577653|XP_034118431.1|DALB
OG0004172	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP	LOC117563417|XP_034097646.1|DALB
OG0004173	LOC120414822|XP_039432082.1|CPIP	LOC117569862|XP_034107086.1|DALB
OG0004174	LOC120414817|XP_039432073.1|CPIP	LOC117571950|XP_034110338.1|DALB
OG0004175	LOC120414814|XP_039432070.1|CPIP	LOC117567846|XP_034103989.1|DALB
OG0004176	LOC120414819|XP_039432079.1|CPIP	LOC117569509|XP_034106586.1|DALB
OG0004177	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP	LOC117573761|XP_034113043.1|DALB
OG0004178	LOC120427517|XP_039448310.1|CPIP	LOC117575910|XP_034116247.1|DALB
OG0004179	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP	LOC117568305|XP_034104744.1|DALB
OG0004180	LOC120413922|XP_039430835.1|CPIP	LOC117576165|XP_034116630.1|DALB
OG0004181	LOC120413976|XP_039430917.1|CPIP	LOC117574160|XP_034113737.1|DALB
OG0004182	LOC120413077|XP_039429713.1|CPIP	LOC117568819|XP_034105575.1|DALB
OG0004183	LOC120413063|XP_039429700.1|CPIP	LOC117569906|XP_034107137.1|DALB
OG0004184	LOC120413041|XP_039429665.1|CPIP	LOC117571843|XP_034110122.1|DALB
OG0004185	LOC120413040|XP_039429664.1|CPIP	LOC117563358|XP_034097538.1|DALB
OG0004186	LOC120413059|XP_039429697.1|CPIP	LOC117571862|XP_034110152.1|DALB
OG0004187	LOC120413075|XP_039429711.1|CPIP	LOC117576171|XP_034116644.1|DALB, LOC117577296|XP_034118162.1|DALB
OG0004188	LOC120423267|XP_039442937.1|CPIP	LOC117573532|XP_034112671.1|DALB
OG0004189	LOC120423276|XP_039442950.1|CPIP	LOC117573542|XP_034112712.1|DALB
OG0004190	LOC120423272|XP_039442945.1|CPIP	LOC117575614|XP_034115779.1|DALB
OG0004191	LOC120423274|XP_039442948.1|CPIP	LOC117575621|XP_034115786.1|DALB
OG0004192	LOC120412950|XP_039429524.1|CPIP	LOC117575500|XP_034115634.1|DALB
OG0004193	LOC120412938|XP_039429509.1|CPIP	LOC117564156|XP_034098716.1|DALB
OG0004194	LOC120412975|XP_039429556.1|CPIP	LOC117575721|XP_034115952.1|DALB
OG0004195	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP	LOC117566993|XP_034102558.1|DALB
OG0004196	LOC120412919|XP_039429485.1|CPIP	LOC117576806|XP_034117757.1|DALB
OG0004197	LOC120412972|XP_039429553.1|CPIP	LOC117574755|XP_034114589.1|DALB
OG0004198	LOC120412992|XP_039429575.1|CPIP	LOC117576325|XP_034116884.1|DALB
OG0004199	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP	LOC117575526|XP_034115663.1|DALB
OG0004200	LOC120414389|XP_039431496.1|CPIP	LOC117567065|XP_034102696.1|DALB
OG0004201	LOC120414387|XP_039431495.1|CPIP	LOC117574404|XP_034114133.1|DALB
OG0004202	LOC120414424|XP_039431538.1|CPIP	LOC117575738|XP_034115978.1|DALB
OG0004203	LOC120414428|XP_039431543.1|CPIP	LOC117574936|XP_034114877.1|DALB
OG0004204	LOC120414425|XP_039431539.1|CPIP	LOC117572051|XP_034110518.1|DALB
OG0004205	LOC120414422|XP_039431536.1|CPIP	LOC117570470|XP_034108043.1|DALB
OG0004206	LOC120414426|XP_039431540.1|CPIP	LOC117575187|XP_034115191.1|DALB
OG0004207	LOC120413958|XP_039430898.1|CPIP	LOC117575192|XP_034115196.1|DALB
OG0004208	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP	LOC117574021|XP_034113501.1|DALB
OG0004209	LOC120424408|XP_039444447.1|CPIP	LOC117573924|XP_034113328.1|DALB
OG0004210	LOC120417904|XP_039436068.1|CPIP	LOC117574212|XP_034113809.1|DALB
OG0004211	LOC120417907|XP_039436070.1|CPIP	LOC117563924|XP_034098384.1|DALB
OG0004212	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP	LOC117576445|XP_034117098.1|DALB
OG0004213	LOC120413998|XP_039430941.1|CPIP	LOC117573801|XP_034113101.1|DALB
OG0004214	LOC120413986|XP_039430926.1|CPIP	LOC117572685|XP_034111614.1|DALB
OG0004215	LOC120425926|XP_039446480.1|CPIP	LOC117568099|XP_034104370.1|DALB
OG0004216	LOC120426314|XP_039447007.1|CPIP	LOC117571038|XP_034108892.1|DALB
OG0004217	LOC120426302|XP_039446984.1|CPIP	LOC117570123|XP_034107479.1|DALB
OG0004218	LOC120422368|XP_039441711.1|CPIP	LOC117575539|XP_034115684.1|DALB
OG0004219	LOC120427434|XP_039448224.1|CPIP	LOC117575429|XP_034115524.1|DALB
OG0004220	LOC120423452|XP_039443206.1|CPIP	LOC117576423|XP_034117046.1|DALB
OG0004221	LOC120421496|XP_039440648.1|CPIP	LOC117573930|XP_034113346.1|DALB
OG0004222	LOC120421482|XP_039440633.1|CPIP	LOC117574690|XP_034114487.1|DALB
OG0004223	LOC120421484|XP_039440637.1|CPIP	LOC117575034|XP_034115004.1|DALB
OG0004224	LOC120421483|XP_039440634.1|CPIP	LOC117573647|XP_034112856.1|DALB
OG0004225	LOC120421501|XP_039440656.1|CPIP	LOC117577189|XP_034118103.1|DALB
OG0004226	LOC120422218|XP_039441541.1|CPIP	LOC117576334|XP_034116898.1|DALB
OG0004227	LOC120421385|XP_039440518.1|CPIP	LOC117576348|XP_034116923.1|DALB
OG0004228	LOC120422106|XP_039441403.1|CPIP	LOC117574845|XP_034114732.1|DALB
OG0004229	LOC120421017|XP_039440076.1|CPIP	LOC117566416|XP_034101831.1|DALB
OG0004230	LOC120420976|XP_039440044.1|CPIP	LOC117577644|XP_034118414.1|DALB, LOC117577645|XP_034118415.1|DALB, LOC117577642|XP_034118402.1|DALB
OG0004231	LOC120420902|XP_039439961.1|CPIP	LOC117572113|XP_034110625.1|DALB
OG0004232	LOC120420936|XP_039440007.1|CPIP	LOC117572116|XP_034110632.1|DALB
OG0004233	LOC120420928|XP_039439995.1|CPIP	LOC117572115|XP_034110631.1|DALB
OG0004234	LOC120421698|XP_039440874.1|CPIP	LOC117571618|XP_034109731.1|DALB
OG0004235	LOC120421781|XP_039440988.1|CPIP	LOC117571458|XP_034109541.1|DALB, LOC117571687|XP_034109875.1|DALB
OG0004236	LOC120421122|XP_039440216.1|CPIP	LOC117574683|XP_034114480.1|DALB
OG0004237	LOC120426524|XP_039447227.1|CPIP	LOC117576449|XP_034117105.1|DALB
OG0004238	LOC120427944|XP_039448824.1|CPIP	LOC117575027|XP_034114997.1|DALB
OG0004239	LOC120427946|XP_039448828.1|CPIP	LOC117575809|XP_034116092.1|DALB
OG0004240	LOC120422732|XP_039442204.1|CPIP	LOC117574703|XP_034114506.1|DALB
OG0004241	LOC120422739|XP_039442212.1|CPIP	LOC117575533|XP_034115674.1|DALB
OG0004242	LOC120422752|XP_039442229.1|CPIP	LOC117574500|XP_034114235.1|DALB
OG0004243	LOC120422736|XP_039442209.1|CPIP	LOC117572359|XP_034111013.1|DALB
OG0004244	LOC120422737|XP_039442210.1|CPIP	LOC117575726|XP_034115960.1|DALB
OG0004245	LOC120422726|XP_039442188.1|CPIP	LOC117569824|XP_034107039.1|DALB
OG0004246	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP	LOC117567262|XP_034103010.1|DALB
OG0004247	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP	LOC117576775|XP_034117721.1|DALB
OG0004248	LOC120418277|XP_039436531.1|CPIP	LOC117571104|XP_034108976.1|DALB
OG0004249	LOC120431601|XP_039452640.1|CPIP	LOC117571566|XP_034109666.1|DALB
OG0004253	LOC120431178|XP_039452246.1|CPIP	LOC117576466|XP_034117128.1|DALB
OG0004257	LOC120429515|XP_039450521.1|CPIP	LOC117576768|XP_034117708.1|DALB
OG0004258	LOC120425158|XP_039445522.1|CPIP	LOC117574687|XP_034114483.1|DALB
OG0004260	LOC120430960|XP_039452026.1|CPIP	LOC117575863|XP_034116175.1|DALB, LOC117574379|XP_034114104.1|DALB
OG0004261	LOC120431529|XP_039452557.1|CPIP	LOC117576872|XP_034117864.1|DALB
OG0004262	LOC120420190|XP_039439111.1|CPIP	LOC117574574|XP_034114342.1|DALB
OG0004263	LOC120417918|XP_039436089.1|CPIP	LOC117575125|XP_034115117.1|DALB
OG0004264	LOC120422886|XP_039442381.1|CPIP	LOC117576745|XP_034117669.1|DALB
OG0004265	LOC120429182|XP_039450329.1|CPIP	LOC117575612|XP_034115776.1|DALB
OG0004266	LOC120423160|XP_039442775.1|CPIP	LOC117576539|XP_034117265.1|DALB
OG0004267	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP	LOC117575814|XP_034116099.1|DALB
OG0004268	LOC120423149|XP_039442764.1|CPIP	LOC117567963|XP_034104160.1|DALB
OG0004269	LOC120419442|XP_039438058.1|CPIP	LOC117567902|XP_034104066.1|DALB
OG0004270	LOC120419446|XP_039438062.1|CPIP	LOC117570370|XP_034107855.1|DALB
OG0004271	LOC120427161|XP_039447953.1|CPIP	LOC117572124|XP_034110642.1|DALB
OG0004272	LOC120419429|XP_039438041.1|CPIP	LOC117573593|XP_034112779.1|DALB
OG0004273	LOC120419440|XP_039438056.1|CPIP	LOC117576019|XP_034116418.1|DALB
OG0004274	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP	LOC117578277|XP_034119595.1|DALB
OG0004275	LOC120421354|XP_039440473.1|CPIP	LOC117574480|XP_034114212.1|DALB
OG0004276	LOC120419559|XP_039438217.1|CPIP	LOC117570062|XP_034107387.1|DALB
OG0004278	LOC120416644|XP_039434389.1|CPIP	LOC117577758|XP_034118559.1|DALB
OG0004279	LOC120416640|XP_039434384.1|CPIP	LOC117564078|XP_034098595.1|DALB
OG0004280	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP	LOC117578236|XP_034119526.1|DALB
OG0004281	LOC120419936|XP_039438733.1|CPIP	LOC117570548|XP_034108161.1|DALB
OG0004282	LOC120419949|XP_039438743.1|CPIP	LOC117568969|XP_034105818.1|DALB
OG0004283	LOC120419952|XP_039438747.1|CPIP	LOC117568970|XP_034105819.1|DALB
OG0004284	LOC120412523|XP_039428951.1|CPIP	LOC117565630|XP_034100731.1|DALB
OG0004285	LOC120412552|XP_039428991.1|CPIP	LOC117575835|XP_034116130.1|DALB, LOC117575514|XP_034115653.1|DALB
OG0004286	LOC120418005|XP_039436182.1|CPIP	LOC117569134|XP_034106053.1|DALB
OG0004287	LOC120417993|XP_039436171.1|CPIP	LOC117568037|XP_034104272.1|DALB
OG0004288	LOC120418009|XP_039436187.1|CPIP	LOC117571708|XP_034109899.1|DALB
OG0004289	LOC120423635|XP_039443437.1|CPIP	LOC117566879|XP_034102380.1|DALB
OG0004290	LOC120425232|XP_039445601.1|CPIP	LOC117572432|XP_034111151.1|DALB
OG0004292	LOC120420848|XP_039439899.1|CPIP	LOC117567309|XP_034103087.1|DALB
OG0004293	LOC120420854|XP_039439906.1|CPIP	LOC117570509|XP_034108098.1|DALB
OG0004294	LOC120420858|XP_039439910.1|CPIP	LOC117570469|XP_034108035.1|DALB
OG0004295	LOC120420841|XP_039439893.1|CPIP	LOC117568973|XP_034105821.1|DALB
OG0004296	LOC120420851|XP_039439902.1|CPIP	LOC117568961|XP_034105810.1|DALB
OG0004297	LOC120425396|XP_039445846.1|CPIP	LOC117570272|XP_034107679.1|DALB
OG0004298	LOC120431028|XP_039452115.1|CPIP	LOC117568536|XP_034105145.1|DALB
OG0004299	LOC120415272|XP_039432676.1|CPIP	LOC117571686|XP_034109820.1|DALB
OG0004300	LOC120422168|XP_039441479.1|CPIP	LOC117570815|XP_034108566.1|DALB
OG0004301	LOC120422166|XP_039441477.1|CPIP	LOC117570145|XP_034107500.1|DALB
OG0004302	LOC120420420|XP_039439372.1|CPIP	LOC117570168|XP_034107535.1|DALB
OG0004303	LOC120427529|XP_039448329.1|CPIP	LOC117567253|XP_034102993.1|DALB
OG0004304	LOC120427542|XP_039448345.1|CPIP	LOC117571718|XP_034109908.1|DALB
OG0004305	LOC120416760|XP_039434528.1|CPIP	LOC117572164|XP_034110705.1|DALB
OG0004309	LOC120431247|XP_039452319.1|CPIP	LOC117567919|XP_034104089.1|DALB
OG0004310	LOC120417563|XP_039435589.1|CPIP	LOC117568794|XP_034105544.1|DALB
OG0004311	LOC120417587|XP_039435632.1|CPIP	LOC117572396|XP_034111067.1|DALB
OG0004314	LOC120415271|XP_039432669.1|CPIP	LOC117568076|XP_034104337.1|DALB
OG0004315	LOC120415301|XP_039432707.1|CPIP	LOC117570883|XP_034108672.1|DALB
OG0004316	LOC120415315|XP_039432731.1|CPIP	LOC117571785|XP_034110035.1|DALB
OG0004317	LOC120415286|XP_039432689.1|CPIP	LOC117570618|XP_034108271.1|DALB
OG0004318	LOC120415322|XP_039432739.1|CPIP	LOC117572062|XP_034110531.1|DALB
OG0004319	LOC120424969|XP_039445262.1|CPIP	LOC117568556|XP_034105170.1|DALB
OG0004320	LOC120418469|XP_039436837.1|CPIP	LOC117576767|XP_034117707.1|DALB
OG0004321	LOC120426480|XP_039447180.1|CPIP	LOC117565427|XP_034100403.1|DALB
OG0004322	LOC120426487|XP_039447185.1|CPIP	LOC117575468|XP_034115574.1|DALB
OG0004323	LOC120420374|XP_039439308.1|CPIP	LOC117572599|XP_034111401.1|DALB
OG0004324	LOC120420375|XP_039439312.1|CPIP	LOC117564439|XP_034099068.1|DALB
OG0004325	LOC120420387|XP_039439334.1|CPIP	LOC117569281|XP_034106278.1|DALB
OG0004326	LOC120416214|XP_039433839.1|CPIP	LOC117569280|XP_034106277.1|DALB
OG0004327	LOC120428352|XP_039449286.1|CPIP	LOC117574061|XP_034113574.1|DALB
OG0004328	LOC120423253|XP_039442907.1|CPIP	LOC117566921|XP_034102432.1|DALB
OG0004329	LOC120423243|XP_039442891.1|CPIP	LOC117568510|XP_034105102.1|DALB
OG0004330	LOC120414924|XP_039432192.1|CPIP	LOC117567158|XP_034102862.1|DALB
OG0004331	LOC120414902|XP_039432165.1|CPIP	LOC117570817|XP_034108568.1|DALB
OG0004332	LOC120414911|XP_039432179.1|CPIP	LOC117565823|XP_034101018.1|DALB
OG0004333	LOC120414894|XP_039432150.1|CPIP	LOC117564658|XP_034099407.1|DALB
OG0004334	LOC120414895|XP_039432152.1|CPIP	LOC117565225|XP_034100123.1|DALB
OG0004335	LOC120414893|XP_039432149.1|CPIP	LOC117566885|XP_034102389.1|DALB
OG0004336	LOC120414904|XP_039432167.1|CPIP	LOC117566884|XP_034102388.1|DALB
OG0004337	LOC120414897|XP_039432158.1|CPIP	LOC117565969|XP_034101257.1|DALB
OG0004338	LOC120418452|XP_039436809.1|CPIP	LOC117567581|XP_034103553.1|DALB
OG0004339	LOC120418441|XP_039436783.1|CPIP	LOC117571156|XP_034109055.1|DALB
OG0004340	LOC120418440|XP_039436782.1|CPIP	LOC117571155|XP_034109054.1|DALB
OG0004341	LOC120431261|XP_039452328.1|CPIP	LOC117568545|XP_034105154.1|DALB
OG0004342	LOC120417243|XP_039435137.1|CPIP	LOC117569692|XP_034106837.1|DALB
OG0004343	LOC120417222|XP_039435117.1|CPIP	LOC117567838|XP_034103977.1|DALB
OG0004344	LOC120417227|XP_039435121.1|CPIP	LOC117570251|XP_034107651.1|DALB
OG0004345	LOC120427046|XP_039447811.1|CPIP	LOC117565075|XP_034099914.1|DALB
OG0004346	LOC120427044|XP_039447809.1|CPIP	LOC117570881|XP_034108663.1|DALB
OG0004347	LOC120421729|XP_039440916.1|CPIP	LOC117568826|XP_034105592.1|DALB
OG0004348	LOC120427759|XP_039448602.1|CPIP	LOC117566736|XP_034102169.1|DALB
OG0004349	LOC120428141|XP_039449060.1|CPIP	LOC117568687|XP_034105388.1|DALB
OG0004350	LOC120424452|XP_039444518.1|CPIP	LOC117570269|XP_034107674.1|DALB
OG0004351	LOC120425053|XP_039445363.1|CPIP	LOC117572077|XP_034110556.1|DALB
OG0004352	LOC120415282|XP_039432686.1|CPIP	LOC117576820|XP_034117783.1|DALB
OG0004353	LOC120424181|XP_039444174.1|CPIP	LOC117575041|XP_034115013.1|DALB
OG0004354	LOC120424208|XP_039444199.1|CPIP	LOC117574627|XP_034114408.1|DALB
OG0004355	LOC120425122|XP_039445482.1|CPIP	LOC117575703|XP_034115918.1|DALB
OG0004356	LOC120424388|XP_039444423.1|CPIP	LOC117569370|XP_034106392.1|DALB
OG0004357	LOC120418003|XP_039436180.1|CPIP	LOC117569814|XP_034107024.1|DALB
OG0004358	LOC120429097|XP_039450195.1|CPIP	LOC117569772|XP_034106960.1|DALB
OG0004359	LOC120428515|XP_039449462.1|CPIP	LOC117572462|XP_034111188.1|DALB
OG0004361	LOC120421469|XP_039440621.1|CPIP	LOC117574544|XP_034114305.1|DALB
OG0004362	LOC120421462|XP_039440608.1|CPIP	LOC117570028|XP_034107341.1|DALB
OG0004363	LOC120431871|XP_039452936.1|CPIP	LOC117566721|XP_034102190.1|DALB
OG0004364	LOC120421461|XP_039440607.1|CPIP	LOC117567755|XP_034103834.1|DALB
OG0004365	LOC120416734|XP_039434495.1|CPIP	LOC117571282|XP_034109235.1|DALB
