Orthogroup	CPIP.longest_only	SLEB.longest_only
OG0005284	LOC120413611|XP_039430448.1|CPIP	LOC115628583|XP_030380627.1|SLEB
OG0005285	LOC120413622|XP_039430464.1|CPIP	LOC115628504|XP_030380506.1|SLEB
OG0005286	LOC120413585|XP_039430412.1|CPIP	LOC115630400|XP_030382785.1|SLEB
OG0005287	LOC120413617|XP_039430457.1|CPIP	LOC115630399|XP_030382784.1|SLEB
OG0005288	LOC120420134|XP_039439020.1|CPIP	LOC115631735|XP_030384433.1|SLEB
OG0005289	LOC120420147|XP_039439039.1|CPIP	LOC115631124|XP_030383650.1|SLEB
OG0005290	LOC120430578|XP_039451619.1|CPIP	LOC115625102|XP_030375866.1|SLEB
OG0005291	LOC120422712|XP_039442174.1|CPIP	LOC115626174|XP_030377310.1|SLEB
OG0005292	LOC120422502|XP_039441894.1|CPIP	LOC115626171|XP_030377306.1|SLEB
OG0005293	LOC120423260|XP_039442929.1|CPIP	LOC115626576|XP_030377815.1|SLEB
OG0005294	LOC120422731|XP_039442207.1|CPIP	LOC115630985|XP_030383427.1|SLEB
OG0005295	LOC120423216|XP_039442862.1|CPIP	LOC115626157|XP_030377290.1|SLEB
OG0005296	LOC120414732|XP_039431971.1|CPIP	LOC115625062|XP_030375795.1|SLEB
OG0005297	LOC120414734|XP_039431978.1|CPIP	LOC115628612|XP_030380655.1|SLEB
OG0005298	LOC120424907|XP_039445134.1|CPIP	LOC115626686|XP_030377974.1|SLEB, LOC115625734|XP_030376745.1|SLEB
OG0005299	LOC120422900|XP_039442398.1|CPIP	LOC115620856|XP_030370162.1|SLEB
OG0005300	LOC120422899|XP_039442397.1|CPIP	LOC115629647|XP_030382018.1|SLEB
OG0005301	LOC120417356|XP_039435294.1|CPIP	LOC115625689|XP_030376688.1|SLEB
OG0005302	LOC120417353|XP_039435290.1|CPIP	LOC115634648|XP_030388368.1|SLEB
OG0005303	LOC120413136|XP_039429775.1|CPIP	LOC115630496|XP_030382943.1|SLEB
OG0005304	LOC120413139|XP_039429780.1|CPIP	LOC115625658|XP_030376647.1|SLEB
OG0005305	LOC120431576|XP_039452622.1|CPIP	LOC115627867|XP_030379613.1|SLEB
OG0005306	LOC120424961|XP_039445249.1|CPIP	LOC115631072|XP_030383578.1|SLEB
OG0005307	LOC120424962|XP_039445250.1|CPIP	LOC115631790|XP_030384485.1|SLEB
OG0005308	LOC120416294|XP_039433944.1|CPIP	LOC115631563|XP_030384214.1|SLEB
OG0005309	LOC120416300|XP_039433953.1|CPIP	LOC115630993|XP_030383444.1|SLEB
OG0005310	LOC120416323|XP_039433979.1|CPIP	LOC115631088|XP_030383596.1|SLEB
OG0005311	LOC120416324|XP_039433980.1|CPIP	LOC115631451|XP_030384056.1|SLEB
OG0005312	LOC120416299|XP_039433952.1|CPIP	LOC115628496|XP_030380491.1|SLEB
OG0005313	LOC120413114|XP_039429755.1|CPIP	LOC115630404|XP_030382792.1|SLEB
OG0005314	LOC120413088|XP_039429728.1|CPIP	LOC115631469|XP_030384082.1|SLEB
OG0005315	LOC120413084|XP_039429723.1|CPIP	LOC115631917|XP_030384629.1|SLEB
OG0005316	LOC120413119|XP_039429762.1|CPIP	LOC115630796|XP_030383318.1|SLEB
OG0005317	LOC120413085|XP_039429725.1|CPIP	LOC115627629|XP_030379225.1|SLEB
OG0005318	LOC120413105|XP_039429745.1|CPIP	LOC115626623|XP_030377881.1|SLEB
OG0005319	LOC120428542|XP_039449508.1|CPIP	LOC115626445|XP_030377679.1|SLEB
OG0005320	LOC120428544|XP_039449510.1|CPIP	LOC115625914|XP_030377007.1|SLEB
OG0005321	LOC120418946|XP_039437418.1|CPIP	LOC115631692|XP_030384374.1|SLEB
OG0005322	LOC120427588|XP_039448404.1|CPIP	LOC115631789|XP_030384484.1|SLEB
OG0005323	LOC120428509|XP_039449459.1|CPIP	LOC115626317|XP_030377513.1|SLEB
OG0005324	LOC120428265|XP_039449196.1|CPIP	LOC115625881|XP_030376958.1|SLEB
OG0005325	LOC120428207|XP_039449121.1|CPIP	LOC115625837|XP_030376897.1|SLEB
OG0005326	LOC120427994|XP_039448893.1|CPIP	LOC115625659|XP_030376648.1|SLEB
OG0005327	LOC120428594|XP_039449554.1|CPIP	LOC115626374|XP_030377590.1|SLEB
OG0005328	LOC120425905|XP_039446458.1|CPIP	LOC115632942|XP_030386098.1|SLEB
OG0005329	LOC120425915|XP_039446469.1|CPIP	LOC115623062|XP_030373101.1|SLEB
OG0005330	LOC120425914|XP_039446468.1|CPIP	LOC115622741|XP_030372647.1|SLEB
OG0005331	LOC120414748|XP_039431998.1|CPIP	LOC115630455|XP_030382876.1|SLEB
OG0005332	LOC120414772|XP_039432020.1|CPIP	LOC115628578|XP_030380621.1|SLEB
OG0005333	LOC120429763|XP_039450750.1|CPIP	LOC115631764|XP_030384460.1|SLEB
OG0005334	LOC120430192|XP_039451207.1|CPIP	LOC115630604|XP_030383084.1|SLEB
OG0005335	LOC120427331|XP_039448114.1|CPIP	LOC115624663|XP_030375311.1|SLEB
OG0005336	LOC120427330|XP_039448113.1|CPIP	LOC115625566|XP_030376525.1|SLEB
OG0005337	LOC120424365|XP_039444394.1|CPIP	LOC115634189|XP_030387639.1|SLEB
OG0005338	LOC120418429|XP_039436742.1|CPIP	LOC115626072|XP_030377184.1|SLEB
OG0005339	LOC120418426|XP_039436738.1|CPIP	LOC115631404|XP_030383987.1|SLEB
OG0005340	LOC120418399|XP_039436707.1|CPIP	LOC115625961|XP_030377062.1|SLEB
OG0005341	LOC120418414|XP_039436728.1|CPIP	LOC115626120|XP_030377237.1|SLEB
OG0005342	LOC120418406|XP_039436716.1|CPIP	LOC115631715|XP_030384409.1|SLEB
OG0005343	LOC120418412|XP_039436724.1|CPIP	LOC115624803|XP_030375511.1|SLEB
OG0005344	LOC120420832|XP_039439887.1|CPIP	LOC115634223|XP_030387674.1|SLEB
OG0005345	LOC120420804|XP_039439859.1|CPIP	LOC115628566|XP_030380589.1|SLEB
OG0005346	LOC120420160|XP_039439062.1|CPIP	LOC115625892|XP_030376980.1|SLEB
OG0005347	LOC120420574|XP_039439591.1|CPIP	LOC115631608|XP_030384269.1|SLEB
OG0005348	LOC120419662|XP_039438363.1|CPIP	LOC115630970|XP_030383409.1|SLEB
OG0005349	LOC120420052|XP_039438900.1|CPIP	LOC115631761|XP_030384455.1|SLEB
OG0005350	LOC120420253|XP_039439184.1|CPIP	LOC115631481|XP_030384097.1|SLEB
OG0005351	LOC120420234|XP_039439160.1|CPIP	LOC115632476|XP_030385510.1|SLEB
OG0005352	LOC120420360|XP_039439298.1|CPIP	LOC115631455|XP_030384062.1|SLEB
OG0005353	LOC120420071|XP_039438932.1|CPIP	LOC115625876|XP_030376955.1|SLEB
OG0005354	LOC120420475|XP_039439450.1|CPIP	LOC115626411|XP_030377637.1|SLEB
OG0005355	LOC120420606|XP_039439620.1|CPIP	LOC115631668|XP_030384342.1|SLEB
OG0005356	LOC120420683|XP_039439716.1|CPIP	LOC115631120|XP_030383641.1|SLEB
OG0005357	LOC120420642|XP_039439658.1|CPIP	LOC115631437|XP_030384035.1|SLEB
OG0005358	LOC120420656|XP_039439683.1|CPIP	LOC115632533|XP_030385601.1|SLEB
OG0005359	LOC120427825|XP_039448687.1|CPIP	LOC115631712|XP_030384399.1|SLEB
OG0005360	LOC120428341|XP_039449277.1|CPIP	LOC115620940|XP_030370316.1|SLEB
OG0005361	LOC120427756|XP_039448603.1|CPIP	LOC115631053|XP_030383549.1|SLEB
OG0005362	LOC120428483|XP_039449431.1|CPIP	LOC115625782|XP_030376814.1|SLEB
OG0005363	LOC120429755|XP_039450737.1|CPIP	LOC115628994|XP_030381135.1|SLEB
OG0005365	LOC120424089|XP_039444037.1|CPIP	LOC115630592|XP_030383071.1|SLEB
OG0005366	LOC120420601|XP_039439608.1|CPIP	LOC115630610|XP_030383095.1|SLEB
OG0005367	LOC120421944|XP_039441184.1|CPIP	LOC115630813|XP_030383340.1|SLEB
OG0005368	LOC120421947|XP_039441191.1|CPIP	LOC115625159|XP_030375947.1|SLEB
OG0005369	LOC120421950|XP_039441194.1|CPIP	LOC115631330|XP_030383911.1|SLEB
OG0005370	LOC120421948|XP_039441192.1|CPIP	LOC115631583|XP_030384241.1|SLEB
OG0005371	LOC120421953|XP_039441198.1|CPIP	LOC115631749|XP_030384445.1|SLEB
OG0005372	LOC120423469|XP_039443228.1|CPIP	LOC115620404|XP_030369483.1|SLEB
OG0005373	LOC120422507|XP_039441896.1|CPIP	LOC115626377|XP_030377592.1|SLEB
OG0005374	LOC120415493|XP_039432996.1|CPIP	LOC115631651|XP_030384323.1|SLEB
OG0005375	LOC120415470|XP_039432964.1|CPIP	LOC115631241|XP_030383811.1|SLEB
OG0005376	LOC120415465|XP_039432953.1|CPIP	LOC115630720|XP_030383232.1|SLEB
OG0005377	LOC120416080|XP_039433691.1|CPIP	LOC115628280|XP_030380169.1|SLEB
OG0005378	LOC120419619|XP_039438297.1|CPIP	LOC115631453|XP_030384059.1|SLEB
OG0005379	LOC120420170|XP_039439073.1|CPIP	LOC115631580|XP_030384236.1|SLEB
OG0005380	LOC120420028|XP_039438865.1|CPIP	LOC115631598|XP_030384258.1|SLEB
OG0005381	LOC120425343|XP_039445770.1|CPIP	LOC115630462|XP_030382888.1|SLEB
OG0005382	LOC120425342|XP_039445769.1|CPIP	LOC115630425|XP_030382837.1|SLEB
OG0005383	LOC120412784|XP_039429305.1|CPIP	LOC115633006|XP_030386191.1|SLEB
OG0005384	LOC120423646|XP_039443453.1|CPIP	LOC115623969|XP_030374398.1|SLEB
OG0005385	LOC120430376|XP_039451409.1|CPIP	LOC115624747|XP_030375435.1|SLEB
OG0005386	LOC120423131|XP_039442745.1|CPIP	LOC115634822|XP_030388601.1|SLEB
OG0005387	LOC120423139|XP_039442753.1|CPIP	LOC115620619|XP_030369799.1|SLEB
OG0005388	LOC120420894|XP_039439949.1|CPIP	LOC115628529|XP_030380549.1|SLEB
OG0005389	LOC120424369|XP_039444399.1|CPIP	LOC115631475|XP_030384089.1|SLEB
OG0005391	LOC120415466|XP_039432958.1|CPIP	LOC115631374|XP_030383956.1|SLEB
OG0005392	LOC120415459|XP_039432947.1|CPIP	LOC115630622|XP_030383117.1|SLEB
OG0005393	LOC120415487|XP_039432988.1|CPIP	LOC115620866|XP_030370195.1|SLEB
OG0005394	LOC120419191|XP_039437795.1|CPIP	LOC115630497|XP_030382946.1|SLEB
OG0005395	LOC120419178|XP_039437771.1|CPIP	LOC115631178|XP_030383727.1|SLEB
OG0005396	LOC120413569|XP_039430382.1|CPIP	LOC115631989|XP_030384776.1|SLEB
OG0005397	LOC120413572|XP_039430392.1|CPIP	LOC115631626|XP_030384293.1|SLEB
OG0005398	LOC120415972|XP_039433555.1|CPIP	LOC115624294|XP_030374778.1|SLEB
OG0005399	LOC120416801|XP_039434612.1|CPIP	LOC115628667|XP_030380736.1|SLEB
OG0005400	LOC120422510|XP_039441899.1|CPIP	LOC115619967|XP_030368863.1|SLEB
OG0005401	LOC120416097|XP_039433714.1|CPIP	LOC115631542|XP_030384177.1|SLEB
OG0005402	LOC120416067|XP_039433667.1|CPIP	LOC115631176|XP_030383725.1|SLEB
OG0005403	LOC120416107|XP_039433724.1|CPIP	LOC115631307|XP_030383882.1|SLEB
OG0005404	LOC120425034|XP_039445338.1|CPIP, LOC120416075|XP_039433678.1|CPIP	LOC115631308|XP_030383883.1|SLEB
OG0005405	LOC120416265|XP_039433903.1|CPIP	LOC115622838|XP_030372781.1|SLEB
OG0005406	LOC120416289|XP_039433937.1|CPIP	LOC115629095|XP_030381316.1|SLEB
OG0005407	LOC120426123|XP_039446761.1|CPIP	LOC115621938|XP_030371648.1|SLEB
OG0005408	LOC120427959|XP_039448847.1|CPIP	LOC115631356|XP_030383933.1|SLEB
OG0005409	LOC120426235|XP_039446905.1|CPIP	LOC115631561|XP_030384212.1|SLEB
OG0005410	LOC120419849|XP_039438621.1|CPIP	LOC115631086|XP_030383594.1|SLEB
OG0005411	LOC120419833|XP_039438601.1|CPIP	LOC115634806|XP_030388578.1|SLEB
OG0005412	LOC120419856|XP_039438627.1|CPIP	LOC115629037|XP_030381202.1|SLEB
OG0005413	LOC120427333|XP_039448117.1|CPIP	LOC115634107|XP_030387525.1|SLEB
OG0005414	LOC120430187|XP_039451201.1|CPIP	LOC115628885|XP_030381001.1|SLEB
OG0005415	LOC120412802|XP_039429331.1|CPIP, LOC120427601|XP_039448407.1|CPIP	LOC115633256|XP_030386519.1|SLEB
OG0005416	LOC120413506|XP_039430297.1|CPIP	LOC115627402|XP_030378920.1|SLEB
OG0005417	LOC120413546|XP_039430360.1|CPIP	LOC115622926|XP_030372911.1|SLEB
OG0005418	LOC120416603|XP_039434331.1|CPIP	LOC115628486|XP_030380474.1|SLEB
OG0005419	LOC120416608|XP_039434340.1|CPIP	LOC115631108|XP_030383627.1|SLEB
OG0005420	LOC120416878|XP_039434706.1|CPIP	LOC115626048|XP_030377160.1|SLEB
OG0005421	LOC120429030|XP_039450100.1|CPIP	LOC115631384|XP_030383966.1|SLEB
OG0005422	LOC120416019|XP_039433609.1|CPIP	LOC115627238|XP_030378721.1|SLEB
OG0005423	LOC120416770|XP_039434560.1|CPIP	LOC115625854|XP_030376920.1|SLEB
OG0005424	LOC120416773|XP_039434568.1|CPIP	LOC115620082|XP_030369124.1|SLEB
OG0005425	LOC120423458|XP_039443214.1|CPIP	LOC115627829|XP_030379528.1|SLEB
OG0005426	LOC120426936|XP_039447684.1|CPIP	LOC115619979|XP_030368878.1|SLEB
OG0005427	LOC120419850|XP_039438622.1|CPIP	LOC115625972|XP_030377076.1|SLEB
OG0005428	LOC120418602|XP_039436979.1|CPIP	LOC115626270|XP_030377445.1|SLEB
OG0005429	LOC120418619|XP_039436996.1|CPIP	LOC115625885|XP_030376964.1|SLEB
OG0005430	LOC120418614|XP_039436993.1|CPIP	LOC115625883|XP_030376961.1|SLEB
OG0005431	LOC120422779|XP_039442248.1|CPIP	LOC115625863|XP_030376934.1|SLEB
OG0005432	LOC120430857|XP_039451917.1|CPIP	LOC115626275|XP_030377458.1|SLEB
OG0005433	LOC120430854|XP_039451912.1|CPIP, LOC120431311|XP_039452378.1|CPIP	LOC115633868|XP_030387229.1|SLEB
OG0005434	LOC120428121|XP_039449040.1|CPIP	LOC115626298|XP_030377485.1|SLEB
OG0005435	LOC120428129|XP_039449045.1|CPIP, LOC120424572|XP_039444673.1|CPIP	LOC115626335|XP_030377540.1|SLEB
OG0005436	LOC120424571|XP_039444672.1|CPIP	LOC115626334|XP_030377539.1|SLEB
OG0005437	LOC120424556|XP_039444657.1|CPIP	LOC115620941|XP_030370312.1|SLEB
OG0005438	LOC120412790|XP_039429313.1|CPIP	LOC115632029|XP_030384835.1|SLEB
OG0005439	LOC120412822|XP_039429363.1|CPIP	LOC115621540|XP_030371066.1|SLEB
OG0005440	LOC120412793|XP_039429318.1|CPIP	LOC115631301|XP_030383875.1|SLEB
OG0005441	LOC120415706|XP_039433234.1|CPIP	LOC115631760|XP_030384454.1|SLEB
OG0005442	LOC120415708|XP_039433236.1|CPIP	LOC115631628|XP_030384295.1|SLEB
OG0005443	LOC120415702|XP_039433227.1|CPIP	LOC115631686|XP_030384363.1|SLEB
OG0005444	LOC120422039|XP_039441298.1|CPIP	LOC115631509|XP_030384134.1|SLEB
OG0005445	LOC120423095|XP_039442707.1|CPIP	LOC115630635|XP_030383131.1|SLEB
OG0005446	LOC120423098|XP_039442711.1|CPIP	LOC115633896|XP_030387260.1|SLEB
OG0005447	LOC120432457|XP_039453608.1|CPIP	LOC115630599|XP_030383078.1|SLEB
OG0005448	LOC120415562|XP_039433068.1|CPIP	LOC115633949|XP_030387327.1|SLEB
OG0005449	LOC120415537|XP_039433034.1|CPIP	LOC115627285|XP_030378777.1|SLEB
OG0005450	LOC120415547|XP_039433051.1|CPIP	LOC115625297|XP_030376172.1|SLEB, LOC115625282|XP_030376152.1|SLEB
OG0005451	LOC120426583|XP_039447306.1|CPIP	LOC115630776|XP_030383291.1|SLEB
OG0005452	LOC120421131|XP_039440226.1|CPIP	LOC115632699|XP_030385799.1|SLEB
OG0005453	LOC120421141|XP_039440256.1|CPIP	LOC115624251|XP_030374731.1|SLEB
OG0005455	LOC120422384|XP_039441728.1|CPIP	LOC115626892|XP_030378293.1|SLEB
OG0005456	LOC120422409|XP_039441760.1|CPIP	LOC115626152|XP_030377277.1|SLEB
OG0005457	LOC120422402|XP_039441753.1|CPIP	LOC115627118|XP_030378545.1|SLEB, LOC115625817|XP_030376866.1|SLEB
OG0005458	LOC120412474|XP_039428896.1|CPIP, LOC120418384|XP_039436697.1|CPIP	LOC115631906|XP_030384613.1|SLEB
OG0005459	LOC120432446|XP_039453598.1|CPIP	LOC115630443|XP_030382864.1|SLEB
OG0005460	LOC120423983|XP_039443914.1|CPIP	LOC115628462|XP_030380442.1|SLEB
OG0005461	LOC120415522|XP_039433013.1|CPIP	LOC115625700|XP_030376701.1|SLEB
OG0005462	LOC120415523|XP_039433014.1|CPIP	LOC115620618|XP_030369798.1|SLEB
OG0005463	LOC120415553|XP_039433060.1|CPIP	LOC115632882|XP_030386019.1|SLEB
OG0005464	LOC120415552|XP_039433059.1|CPIP	LOC115633403|XP_030386706.1|SLEB
OG0005465	LOC120415536|XP_039433031.1|CPIP	LOC115625770|XP_030376798.1|SLEB
OG0005466	LOC120423112|XP_039442724.1|CPIP	LOC115625771|XP_030376802.1|SLEB
OG0005467	LOC120424988|XP_039445292.1|CPIP	LOC115621301|XP_030370771.1|SLEB
OG0005468	LOC120425240|XP_039445608.1|CPIP	LOC115629801|XP_030382223.1|SLEB
OG0005469	LOC120413844|XP_039430733.1|CPIP	LOC115625651|XP_030376639.1|SLEB
OG0005470	LOC120413843|XP_039430732.1|CPIP	LOC115625650|XP_030376638.1|SLEB
OG0005471	LOC120413863|XP_039430760.1|CPIP	LOC115631887|XP_030384596.1|SLEB
OG0005472	LOC120413867|XP_039430768.1|CPIP	LOC115631889|XP_030384598.1|SLEB
OG0005473	LOC120413862|XP_039430759.1|CPIP	LOC115628467|XP_030380449.1|SLEB
OG0005474	LOC120412493|XP_039428922.1|CPIP, LOC120417635|XP_039435684.1|CPIP	LOC115621015|XP_030370395.1|SLEB
OG0005475	LOC120417623|XP_039435674.1|CPIP, LOC120412459|XP_039428863.1|CPIP	LOC115630982|XP_030383425.1|SLEB
OG0005476	LOC120417679|XP_039435749.1|CPIP, LOC120412461|XP_039428869.1|CPIP	LOC115630421|XP_030382823.1|SLEB
OG0005477	LOC120412476|XP_039428899.1|CPIP, LOC120418268|XP_039436524.1|CPIP	LOC115631641|XP_030384311.1|SLEB
OG0005478	LOC120418344|XP_039436634.1|CPIP, LOC120412495|XP_039428924.1|CPIP	LOC115630516|XP_030382978.1|SLEB
OG0005479	LOC120412450|XP_039428847.1|CPIP, LOC120418224|XP_039436453.1|CPIP	LOC115630422|XP_030382820.1|SLEB
OG0005480	LOC120418299|XP_039436566.1|CPIP, LOC120412451|XP_039428849.1|CPIP	LOC115630676|XP_030383180.1|SLEB
OG0005481	LOC120422403|XP_039441754.1|CPIP	LOC115631431|XP_030384026.1|SLEB
OG0005482	LOC120422390|XP_039441734.1|CPIP	LOC115631921|XP_030384633.1|SLEB
OG0005483	LOC120422417|XP_039441766.1|CPIP	LOC115620862|XP_030370183.1|SLEB
OG0005484	LOC120429678|XP_039450642.1|CPIP	LOC115631228|XP_030383796.1|SLEB
OG0005485	LOC120419015|XP_039437516.1|CPIP	LOC115624390|XP_030374966.1|SLEB
OG0005486	LOC120414559|XP_039431710.1|CPIP	LOC115626110|XP_030377228.1|SLEB
OG0005487	LOC120417744|XP_039435834.1|CPIP, LOC120419916|XP_039438715.1|CPIP	LOC115631218|XP_030383784.1|SLEB
OG0005488	LOC120417740|XP_039435832.1|CPIP, LOC120419915|XP_039438714.1|CPIP	LOC115631731|XP_030384428.1|SLEB
OG0005489	LOC120418725|XP_039437134.1|CPIP	LOC115630441|XP_030382860.1|SLEB
OG0005490	LOC120418723|XP_039437132.1|CPIP	LOC115630438|XP_030382858.1|SLEB
OG0005491	LOC120432460|XP_039453610.1|CPIP	LOC115631956|XP_030384678.1|SLEB
OG0005492	LOC120432413|XP_039453546.1|CPIP	LOC115631567|XP_030384217.1|SLEB
OG0005493	LOC120432415|XP_039453549.1|CPIP	LOC115629072|XP_030381248.1|SLEB
OG0005495	LOC120427067|XP_039447840.1|CPIP, LOC120421148|XP_039440272.1|CPIP	LOC115634789|XP_030388557.1|SLEB
OG0005496	LOC120421176|XP_039440305.1|CPIP	LOC115621908|XP_030371599.1|SLEB
OG0005497	LOC120421171|XP_039440299.1|CPIP	LOC115625907|XP_030376998.1|SLEB
OG0005498	LOC120421159|XP_039440285.1|CPIP	LOC115625908|XP_030376999.1|SLEB
OG0005499	LOC120425292|XP_039445692.1|CPIP	LOC115626076|XP_030377189.1|SLEB
OG0005500	LOC120425293|XP_039445693.1|CPIP	LOC115625743|XP_030376757.1|SLEB
OG0005501	LOC120425299|XP_039445697.1|CPIP	LOC115625851|XP_030376915.1|SLEB
OG0005502	LOC120425301|XP_039445700.1|CPIP	LOC115625852|XP_030376916.1|SLEB
OG0005503	LOC120419661|XP_039438355.1|CPIP	LOC115631407|XP_030383990.1|SLEB, LOC115631552|XP_030384198.1|SLEB
OG0005504	LOC120425518|XP_039446001.1|CPIP	LOC115631624|XP_030384290.1|SLEB
OG0005506	LOC120426882|XP_039447618.1|CPIP	LOC115628497|XP_030380496.1|SLEB
OG0005507	LOC120426891|XP_039447629.1|CPIP	LOC115631212|XP_030383777.1|SLEB
OG0005508	LOC120423101|XP_039442713.1|CPIP	LOC115632043|XP_030384873.1|SLEB
OG0005509	LOC120423107|XP_039442720.1|CPIP	LOC115628554|XP_030380576.1|SLEB
OG0005510	LOC120415520|XP_039433011.1|CPIP	LOC115626008|XP_030377116.1|SLEB
OG0005511	LOC120421300|XP_039440424.1|CPIP	LOC115626942|XP_030378318.1|SLEB
OG0005512	LOC120421298|XP_039440422.1|CPIP	LOC115621734|XP_030371325.1|SLEB
OG0005513	LOC120414572|XP_039431743.1|CPIP	LOC115631687|XP_030384366.1|SLEB
OG0005514	LOC120414546|XP_039431693.1|CPIP	LOC115620643|XP_030369848.1|SLEB
OG0005515	LOC120414563|XP_039431717.1|CPIP	LOC115621480|XP_030371004.1|SLEB
OG0005516	LOC120414562|XP_039431716.1|CPIP	LOC115632013|XP_030384805.1|SLEB
OG0005517	LOC120414557|XP_039431704.1|CPIP	LOC115631411|XP_030383993.1|SLEB
OG0005518	LOC120419466|XP_039438085.1|CPIP	LOC115631309|XP_030383884.1|SLEB
OG0005519	LOC120432440|XP_039453592.1|CPIP	LOC115633687|XP_030387004.1|SLEB
OG0005520	LOC120432428|XP_039453573.1|CPIP	LOC115631149|XP_030383680.1|SLEB
OG0005521	LOC120420526|XP_039439530.1|CPIP	LOC115631565|XP_030384215.1|SLEB
OG0005522	LOC120420487|XP_039439466.1|CPIP	LOC115622230|XP_030371987.1|SLEB
OG0005523	LOC120420529|XP_039439534.1|CPIP	LOC115630486|XP_030382930.1|SLEB
OG0005524	LOC120413895|XP_039430805.1|CPIP, LOC120420513|XP_039439499.1|CPIP	LOC115626107|XP_030377222.1|SLEB
OG0005525	LOC120420515|XP_039439510.1|CPIP, LOC120413899|XP_039430810.1|CPIP	LOC115625821|XP_030376871.1|SLEB
OG0005526	LOC120413818|XP_039430707.1|CPIP	LOC115630975|XP_030383414.1|SLEB
OG0005527	LOC120413820|XP_039430709.1|CPIP	LOC115627749|XP_030379392.1|SLEB
OG0005528	LOC120413854|XP_039430744.1|CPIP	LOC115631526|XP_030384157.1|SLEB
OG0005529	LOC120417376|XP_039435331.1|CPIP	LOC115628986|XP_030381126.1|SLEB
OG0005530	LOC120417912|XP_039436085.1|CPIP	LOC115629011|XP_030381161.1|SLEB
OG0005531	LOC120423397|XP_039443124.1|CPIP	LOC115623257|XP_030373387.1|SLEB
OG0005532	LOC120423392|XP_039443112.1|CPIP	LOC115628512|XP_030380517.1|SLEB
OG0005533	LOC120425171|XP_039445539.1|CPIP	LOC115630602|XP_030383082.1|SLEB
OG0005534	LOC120412481|XP_039428906.1|CPIP, LOC120418162|XP_039436397.1|CPIP	LOC115633120|XP_030386370.1|SLEB
OG0005535	LOC120417533|XP_039435553.1|CPIP, LOC120412462|XP_039428870.1|CPIP	LOC115631040|XP_030383527.1|SLEB
OG0005536	LOC120417954|XP_039436122.1|CPIP, LOC120412500|XP_039428933.1|CPIP	LOC115631128|XP_030383654.1|SLEB
OG0005537	LOC120417571|XP_039435613.1|CPIP, LOC120412507|XP_039428943.1|CPIP	LOC115628548|XP_030380569.1|SLEB
OG0005538	LOC120426275|XP_039446954.1|CPIP	LOC115631972|XP_030384734.1|SLEB
OG0005539	LOC120426277|XP_039446956.1|CPIP	LOC115631885|XP_030384594.1|SLEB, LOC115633223|XP_030386474.1|SLEB
OG0005540	LOC120420511|XP_039439497.1|CPIP	LOC115630962|XP_030383397.1|SLEB
OG0005541	LOC120426270|XP_039446946.1|CPIP	LOC115631131|XP_030383658.1|SLEB
OG0005542	LOC120420495|XP_039439479.1|CPIP	LOC115632824|XP_030385935.1|SLEB
OG0005543	LOC120423981|XP_039443908.1|CPIP	LOC115625760|XP_030376779.1|SLEB
OG0005544	LOC120423982|XP_039443913.1|CPIP	LOC115631287|XP_030383861.1|SLEB
OG0005545	LOC120418722|XP_039437129.1|CPIP	LOC115631553|XP_030384199.1|SLEB
OG0005546	LOC120418697|XP_039437096.1|CPIP	LOC115630652|XP_030383154.1|SLEB
OG0005547	LOC120418703|XP_039437104.1|CPIP	LOC115631763|XP_030384458.1|SLEB
OG0005548	LOC120418696|XP_039437095.1|CPIP	LOC115631736|XP_030384434.1|SLEB
OG0005549	LOC120418718|XP_039437125.1|CPIP	LOC115631177|XP_030383726.1|SLEB
OG0005550	LOC120412674|XP_039429174.1|CPIP	LOC115630534|XP_030382998.1|SLEB
OG0005551	LOC120412676|XP_039429178.1|CPIP	LOC115634701|XP_030388439.1|SLEB
OG0005552	LOC120412675|XP_039429176.1|CPIP	LOC115623430|XP_030373626.1|SLEB
OG0005553	LOC120412479|XP_039428904.1|CPIP	LOC115631623|XP_030384289.1|SLEB
OG0005554	LOC120417311|XP_039435199.1|CPIP	LOC115628464|XP_030380444.1|SLEB
OG0005555	LOC120417310|XP_039435195.1|CPIP	LOC115620756|XP_030370012.1|SLEB
OG0005556	LOC120417293|XP_039435178.1|CPIP	LOC115630944|XP_030383372.1|SLEB
OG0005557	LOC120417312|XP_039435209.1|CPIP	LOC115631610|XP_030384274.1|SLEB
OG0005558	LOC120417290|XP_039435175.1|CPIP	LOC115631997|XP_030384786.1|SLEB
OG0005559	LOC120417284|XP_039435169.1|CPIP	LOC115628577|XP_030380620.1|SLEB
OG0005560	LOC120417288|XP_039435172.1|CPIP	LOC115631369|XP_030383947.1|SLEB
OG0005561	LOC120417301|XP_039435187.1|CPIP	LOC115627501|XP_030379049.1|SLEB
OG0005562	LOC120427088|XP_039447869.1|CPIP	LOC115630551|XP_030383020.1|SLEB
OG0005563	LOC120419047|XP_039437546.1|CPIP	LOC115627997|XP_030379754.1|SLEB
OG0005564	LOC120419076|XP_039437595.1|CPIP	LOC115631937|XP_030384649.1|SLEB
OG0005565	LOC120419060|XP_039437567.1|CPIP	LOC115630500|XP_030382952.1|SLEB
OG0005566	LOC120419081|XP_039437599.1|CPIP	LOC115630501|XP_030382953.1|SLEB
OG0005567	LOC120419080|XP_039437598.1|CPIP	LOC115620973|XP_030370354.1|SLEB
