Orthogroup	DSEC.longest_only	BTRY.longest_only
OG0004143	LOC6606662|XP_002031462.1|DSEC	LOC120766826|XP_039948472.1|BTRY
OG0004144	LOC6611876|XP_002036394.2|DSEC	LOC120777299|XP_039964450.1|BTRY
OG0004145	LOC6604852|XP_002029697.1|DSEC	LOC120777536|XP_039964857.1|BTRY
OG0004146	LOC6606197|XP_002031005.1|DSEC	LOC120776435|XP_039963026.1|BTRY
OG0004147	LOC6611892|XP_002036409.1|DSEC	LOC120769194|XP_039952023.1|BTRY
OG0004148	LOC6606630|XP_032577123.1|DSEC	LOC120766784|XP_039948411.1|BTRY
OG0004149	LOC6614328|XP_002038768.1|DSEC	LOC120782708|XP_039971059.1|BTRY
OG0004150	LOC6606313|XP_002031118.1|DSEC	LOC120773725|XP_039958716.1|BTRY
OG0004151	LOC6621959|XP_032577765.1|DSEC	LOC120782679|XP_039971001.1|BTRY
OG0004152	LOC6613945|XP_032576371.1|DSEC	LOC120766489|XP_039947974.1|BTRY
OG0004153	LOC6608658|XP_032573065.1|DSEC	LOC120772013|XP_039956313.1|BTRY
OG0004154	LOC6605960|XP_032574435.1|DSEC	LOC120777422|XP_039964657.1|BTRY
OG0004155	LOC6606205|XP_002031013.1|DSEC	LOC120782308|XP_039970458.1|BTRY
OG0004157	LOC6614980|XP_002039397.2|DSEC	LOC120766540|XP_039948052.1|BTRY
OG0004158	LOC6610249|XP_002034844.1|DSEC	LOC120779053|XP_039967122.1|BTRY
OG0004159	LOC6619691|XP_002043906.2|DSEC	LOC120778408|XP_039966129.1|BTRY
OG0004160	LOC6610416|XP_002034998.1|DSEC	LOC120776895|XP_039963891.1|BTRY
OG0004161	LOC6606901|XP_032577844.1|DSEC	LOC120766743|XP_039948343.1|BTRY
OG0004162	LOC6607105|XP_002031893.2|DSEC	LOC120769861|XP_039952967.1|BTRY
OG0004163	LOC6607071|XP_002031859.1|DSEC	LOC120782333|XP_039970497.1|BTRY
OG0004164	LOC6613836|XP_032577675.1|DSEC	LOC120780223|XP_039968412.1|BTRY
OG0004165	LOC6615432|XP_002039814.1|DSEC	LOC120770880|XP_039954451.1|BTRY
OG0004166	LOC6615813|XP_002040183.1|DSEC	LOC120772754|XP_039957451.1|BTRY
OG0004167	LOC6607234|XP_002032015.1|DSEC	LOC120769522|XP_039952496.1|BTRY
OG0004168	LOC6607782|XP_002032541.1|DSEC	LOC120775268|XP_039961301.1|BTRY
OG0004169	LOC6618969|XP_032581316.1|DSEC	LOC120774847|XP_039960604.1|BTRY
OG0004170	LOC6617659|XP_002041972.1|DSEC	LOC120773759|XP_039958767.1|BTRY
OG0004171	LOC6612418|XP_032581214.1|DSEC	LOC120775468|XP_039961595.1|BTRY
OG0004172	LOC6617929|XP_002042237.2|DSEC	LOC120773986|XP_039959179.1|BTRY
OG0004173	LOC6609383|XP_002034072.1|DSEC	LOC120770879|XP_039954450.1|BTRY
OG0004174	LOC6609016|XP_032572713.1|DSEC	LOC120771429|XP_039955353.1|BTRY
OG0004175	LOC6609524|XP_002034208.1|DSEC	LOC120772618|XP_039957267.1|BTRY
OG0004176	LOC6604863|XP_032574944.1|DSEC	LOC120776716|XP_039963547.1|BTRY
OG0004177	LOC6606325|XP_032579015.1|DSEC	LOC120767035|XP_039948819.1|BTRY
OG0004178	LOC6616696|XP_032576763.1|DSEC	LOC120782532|XP_039970787.1|BTRY
OG0004179	LOC6616093|XP_002040458.1|DSEC	LOC120773635|XP_039958577.1|BTRY
OG0004180	LOC6619035|XP_032578208.1|DSEC	LOC120782265|XP_039970369.1|BTRY
OG0004181	LOC6607628|XP_032576422.1|DSEC	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY
OG0004182	LOC6605431|XP_032573138.1|DSEC	LOC120778498|XP_039966257.1|BTRY
OG0004183	LOC6605430|XP_002030263.2|DSEC	LOC120777582|XP_039964930.1|BTRY
OG0004184	LOC6610719|XP_002035285.1|DSEC	LOC120776573|XP_039963270.1|BTRY
OG0004185	LOC6617789|XP_032580935.1|DSEC	LOC120767426|XP_039949401.1|BTRY
OG0004186	LOC6616040|XP_002040406.1|DSEC	LOC120774155|XP_039959498.1|BTRY
OG0004187	LOC6606715|XP_002031514.1|DSEC	LOC120782831|XP_039971286.1|BTRY
OG0004188	LOC6606291|XP_032576267.1|DSEC	LOC120766494|XP_039947983.1|BTRY
OG0004189	LOC6606289|XP_002031094.1|DSEC	LOC120782382|XP_039970558.1|BTRY
OG0004190	LOC6614229|XP_002038674.2|DSEC	LOC120779887|XP_039968173.1|BTRY
OG0004191	LOC6614226|XP_002038671.1|DSEC	LOC120776663|XP_039963472.1|BTRY
OG0004192	LOC6619101|XP_002043341.1|DSEC	LOC120781473|XP_039969631.1|BTRY
OG0004193	LOC6617551|XP_002041865.2|DSEC	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY
OG0004194	LOC6616643|XP_002041000.1|DSEC	LOC120775895|XP_039962223.1|BTRY
OG0004195	LOC6621086|XP_032580021.1|DSEC	LOC120775116|XP_039961068.1|BTRY
OG0004196	LOC6612647|XP_032576904.1|DSEC	LOC120766895|XP_039948582.1|BTRY
OG0004197	LOC6606824|XP_002031621.1|DSEC	LOC120775064|XP_039960981.1|BTRY
OG0004198	LOC6613852|XP_002038321.1|DSEC	LOC120766818|XP_039948467.1|BTRY
OG0004199	LOC6616894|XP_032578018.1|DSEC	LOC120766619|XP_039948164.1|BTRY
OG0004200	LOC6615434|XP_032571708.1|DSEC	LOC120770378|XP_039953731.1|BTRY
OG0004201	LOC6612657|XP_002037161.1|DSEC	LOC120782252|XP_039970350.1|BTRY
OG0004202	LOC6607485|XP_002032254.1|DSEC	LOC120767656|XP_039949766.1|BTRY
OG0004203	LOC6606157|XP_002030965.1|DSEC	LOC120779033|XP_039967093.1|BTRY
OG0004204	LOC6619376|XP_002043592.2|DSEC	LOC120776942|XP_039963956.1|BTRY
OG0004205	LOC6605726|XP_032573806.1|DSEC	LOC120778150|XP_039965807.1|BTRY
OG0004206	LOC6620392|XP_032576899.1|DSEC	LOC120770724|XP_039954241.1|BTRY
OG0004207	LOC6620393|XP_002044601.1|DSEC	LOC120781982|XP_039970088.1|BTRY
OG0004208	LOC6606807|XP_002031604.1|DSEC	LOC120768334|XP_039950920.1|BTRY
OG0004209	LOC6607798|XP_032577180.1|DSEC	LOC120782805|XP_039971218.1|BTRY
OG0004210	LOC6620026|XP_002044238.2|DSEC	LOC120774800|XP_039960530.1|BTRY
OG0004211	LOC6617397|XP_002041722.1|DSEC	LOC120767707|XP_039949837.1|BTRY
OG0004212	LOC6607103|XP_002031891.1|DSEC	LOC120779528|XP_039967807.1|BTRY
OG0004213	LOC6607193|XP_002031977.2|DSEC	LOC120779416|XP_039967550.1|BTRY
OG0004214	LOC6615321|XP_002039722.1|DSEC	LOC120770214|XP_039953417.1|BTRY
OG0004215	LOC6609315|XP_002034004.2|DSEC	LOC120771306|XP_039955175.1|BTRY
OG0004216	LOC6605674|XP_002030492.2|DSEC	LOC120778070|XP_039965695.1|BTRY
OG0004217	LOC6610870|XP_032574646.1|DSEC	LOC120778790|XP_039966723.1|BTRY
OG0004218	LOC6614785|XP_002039205.1|DSEC	LOC120772159|XP_039956530.1|BTRY
OG0004219	LOC6607228|XP_002032012.1|DSEC	LOC120782851|XP_039971317.1|BTRY
OG0004220	LOC6606185|XP_032576325.1|DSEC	LOC120782777|XP_039971182.1|BTRY
OG0004221	LOC6620047|XP_002044259.1|DSEC	LOC120782605|XP_039970902.1|BTRY
OG0004222	LOC6606746|XP_002031543.1|DSEC	LOC120781347|XP_039969488.1|BTRY
OG0004223	LOC6621609|XP_032576913.1|DSEC	LOC120768857|XP_039951549.1|BTRY
OG0004224	LOC6613959|XP_032578443.1|DSEC	LOC120782309|XP_039970463.1|BTRY
OG0004225	LOC6612375|XP_002036884.1|DSEC	LOC120773950|XP_039959109.1|BTRY
OG0004226	LOC6616883|XP_002041219.2|DSEC	LOC120779071|XP_039967144.1|BTRY
OG0004227	LOC6606161|XP_032577587.1|DSEC	LOC120778848|XP_039966813.1|BTRY
OG0004228	LOC6621669|XP_032577589.1|DSEC	LOC120775392|XP_039961490.1|BTRY
OG0004229	LOC6609339|XP_002034028.2|DSEC	LOC120771033|XP_039954755.1|BTRY
OG0004230	LOC6620155|XP_032580340.1|DSEC	LOC120775159|XP_039961131.1|BTRY
OG0004231	LOC6610730|XP_002035296.1|DSEC	LOC120778069|XP_039965693.1|BTRY
OG0004232	LOC6610733|XP_032575681.1|DSEC	LOC120777349|XP_039964534.1|BTRY
OG0004233	LOC6610734|XP_032575680.1|DSEC	LOC120777348|XP_039964532.1|BTRY
OG0004234	LOC6610746|XP_032575316.1|DSEC	LOC120777650|XP_039965036.1|BTRY
OG0004235	LOC6616168|XP_032580991.1|DSEC	LOC120766999|XP_039948743.1|BTRY
OG0004236	LOC6616637|XP_002040994.1|DSEC	LOC120778123|XP_039965764.1|BTRY
OG0004237	LOC6614276|XP_032577752.1|DSEC	LOC120782810|XP_039971223.1|BTRY
OG0004238	LOC6616677|XP_002041032.1|DSEC	LOC120782468|XP_039970695.1|BTRY
OG0004239	LOC6620037|XP_002044249.1|DSEC	LOC120768635|XP_039951338.1|BTRY
OG0004240	LOC6613913|XP_002038378.1|DSEC	LOC120782626|XP_039970965.1|BTRY
OG0004241	LOC6607183|XP_032576605.1|DSEC	LOC120782358|XP_039970531.1|BTRY
OG0004242	LOC6607166|XP_002031952.1|DSEC	LOC120766400|XP_039947782.1|BTRY
OG0004243	LOC6610861|XP_002035427.1|DSEC	LOC120779142|XP_039967282.1|BTRY
OG0004244	LOC6616642|XP_002040999.1|DSEC	LOC120782236|XP_039970337.1|BTRY
OG0004245	LOC6610299|XP_002034894.1|DSEC	LOC120777029|XP_039964074.1|BTRY
OG0004246	LOC6605301|XP_032573546.1|DSEC	LOC120777581|XP_039964928.1|BTRY
OG0004247	LOC6616129|XP_002040494.1|DSEC	LOC120775526|XP_039961680.1|BTRY
OG0004248	LOC6610084|XP_002034700.1|DSEC	LOC120772695|XP_039957369.1|BTRY
OG0004249	LOC6610136|XP_002034745.1|DSEC	LOC120778844|XP_039966801.1|BTRY
OG0004250	LOC6617852|XP_032578589.1|DSEC	LOC120773534|XP_039958424.1|BTRY
OG0004251	LOC6615875|XP_032582570.1|DSEC	LOC120776091|XP_039962501.1|BTRY
OG0004252	LOC6607100|XP_002031888.1|DSEC	LOC120782270|XP_039970393.1|BTRY
OG0004253	LOC6607204|XP_002031988.1|DSEC	LOC120766653|XP_039948218.1|BTRY
OG0004254	LOC6615028|XP_002039445.1|DSEC	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY
OG0004255	LOC6613132|XP_032569775.1|DSEC	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY
OG0004256	LOC6609471|XP_002034156.1|DSEC	LOC120770175|XP_039953324.1|BTRY
OG0004257	LOC6612779|XP_032579056.1|DSEC	LOC120772200|XP_039956600.1|BTRY
OG0004258	LOC6619680|XP_032577202.1|DSEC	LOC120782823|XP_039971271.1|BTRY
OG0004259	LOC6609468|XP_032570881.1|DSEC	LOC120770860|XP_039954409.1|BTRY
OG0004260	LOC6613856|XP_032576188.1|DSEC	LOC120773051|XP_039957920.1|BTRY
OG0004261	LOC6613956|XP_002038420.1|DSEC	LOC120782372|XP_039970543.1|BTRY
OG0004262	LOC6607762|XP_002032525.1|DSEC	LOC120782714|XP_039971069.1|BTRY
OG0004263	LOC6619086|XP_002043326.1|DSEC	LOC120766462|XP_039947925.1|BTRY
OG0004264	LOC6614300|XP_032578747.1|DSEC	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY
OG0004265	LOC6614223|XP_002038668.1|DSEC	LOC120782190|XP_039970267.1|BTRY
OG0004266	LOC6606169|XP_032578816.1|DSEC	LOC120778114|XP_039965755.1|BTRY
OG0004267	LOC6607068|XP_002031856.1|DSEC	LOC120782871|XP_039971348.1|BTRY
OG0004268	LOC6608710|XP_032571249.1|DSEC	LOC120771841|XP_039956018.1|BTRY
OG0004269	LOC6609403|XP_002034088.1|DSEC	LOC120770185|XP_039953344.1|BTRY
OG0004270	LOC116800675|XP_032572861.1|DSEC	LOC120781289|XP_039969419.1|BTRY
OG0004271	LOC6608967|XP_002033681.1|DSEC	LOC120769976|XP_039952985.1|BTRY
OG0004272	LOC6606832|XP_002031629.1|DSEC	LOC120782811|XP_039971224.1|BTRY
OG0004273	LOC6606668|XP_002031468.1|DSEC	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY
OG0004274	LOC6617549|XP_002041863.1|DSEC	LOC120773420|XP_039958229.1|BTRY
OG0004275	LOC6619885|XP_002044097.1|DSEC	LOC120773397|XP_039958180.1|BTRY
OG0004276	LOC6604797|XP_002029648.1|DSEC	LOC120777309|XP_039964482.1|BTRY
OG0004277	LOC6605325|XP_032574192.1|DSEC	LOC120777804|XP_039965271.1|BTRY
OG0004278	LOC6618642|XP_002042901.1|DSEC	LOC120774372|XP_039959901.1|BTRY
OG0004279	LOC6617300|XP_002041627.1|DSEC	LOC120768932|XP_039951648.1|BTRY
OG0004280	LOC6612412|XP_032582421.1|DSEC	LOC120774501|XP_039960114.1|BTRY
OG0004281	LOC6608136|XP_002032882.1|DSEC	LOC120771682|XP_039955745.1|BTRY
OG0004282	LOC6609504|XP_002034188.1|DSEC	LOC120771170|XP_039954991.1|BTRY
OG0004283	LOC6609505|XP_002034189.1|DSEC	LOC120771171|XP_039954992.1|BTRY
OG0004284	LOC116800655|XP_032572691.1|DSEC	LOC120777665|XP_039965055.1|BTRY
OG0004285	LOC6607649|XP_002032414.1|DSEC	LOC120767019|XP_039948785.1|BTRY
OG0004286	LOC6605320|XP_002030157.1|DSEC	LOC120778758|XP_039966669.1|BTRY
OG0004287	LOC6605319|XP_032575602.1|DSEC	LOC120777956|XP_039965506.1|BTRY
OG0004288	LOC6605311|XP_002030149.1|DSEC	LOC120777584|XP_039964933.1|BTRY
OG0004289	LOC6619393|XP_032575539.1|DSEC	LOC120776776|XP_039963685.1|BTRY
OG0004290	LOC6609114|XP_002033816.1|DSEC	LOC120772742|XP_039957436.1|BTRY
OG0004291	LOC6609169|XP_002033871.1|DSEC	LOC120772924|XP_039957758.1|BTRY
OG0004292	LOC116801063|XP_032574407.1|DSEC	LOC120776824|XP_039963778.1|BTRY
OG0004293	LOC6605838|XP_002030652.1|DSEC	LOC120779188|XP_039967384.1|BTRY
OG0004294	LOC6605723|XP_002030539.1|DSEC	LOC120777931|XP_039965447.1|BTRY
OG0004295	LOC6605722|XP_032574285.1|DSEC	LOC120778000|XP_039965593.1|BTRY
OG0004296	LOC6605720|XP_002030536.1|DSEC	LOC120777341|XP_039964527.1|BTRY
OG0004297	LOC6618791|XP_002043041.1|DSEC	LOC120772053|XP_039956364.1|BTRY
OG0004298	LOC6608211|XP_002032956.1|DSEC	LOC120772525|XP_039957123.1|BTRY
OG0004299	LOC6609065|XP_032570394.1|DSEC	LOC120772369|XP_039956872.1|BTRY
OG0004300	LOC6610086|XP_002034702.1|DSEC	LOC120771365|XP_039955258.1|BTRY
OG0004301	LOC6611126|XP_002035683.1|DSEC	LOC120776821|XP_039963775.1|BTRY
OG0004302	LOC6609392|XP_032571931.1|DSEC	LOC120770944|XP_039954589.1|BTRY
OG0004303	LOC6608390|XP_002033124.1|DSEC	LOC120770381|XP_039953735.1|BTRY
OG0004304	LOC6609626|XP_032572256.1|DSEC	LOC120770839|XP_039954367.1|BTRY
OG0004305	LOC6608993|XP_032573102.1|DSEC	LOC120771821|XP_039955974.1|BTRY
OG0004306	LOC6608760|XP_002033483.1|DSEC	LOC120770581|XP_039954095.1|BTRY
OG0004307	LOC6609072|XP_002033775.2|DSEC	LOC120771086|XP_039954845.1|BTRY
OG0004308	LOC6615810|XP_032572829.1|DSEC	LOC120770899|XP_039954501.1|BTRY
OG0004309	LOC6604958|XP_002029801.1|DSEC	LOC120776841|XP_039963801.1|BTRY
OG0004310	LOC6608241|XP_032572511.1|DSEC	LOC120770827|XP_039954346.1|BTRY
OG0004311	LOC6616257|XP_002040621.1|DSEC	LOC120777897|XP_039965402.1|BTRY
OG0004312	LOC6613036|XP_032572288.1|DSEC	LOC120771089|XP_039954849.1|BTRY
OG0004313	LOC6619187|XP_032570355.1|DSEC	LOC120770426|XP_039953810.1|BTRY
OG0004314	LOC6615406|XP_002039788.1|DSEC	LOC120770018|XP_039953048.1|BTRY
OG0004315	LOC6618798|XP_002043047.1|DSEC	LOC120772081|XP_039956412.1|BTRY
OG0004316	LOC6608420|XP_032571509.1|DSEC	LOC120770946|XP_039954593.1|BTRY
OG0004317	LOC6608135|XP_002032881.1|DSEC	LOC120772564|XP_039957185.1|BTRY
OG0004318	LOC6613044|XP_002037527.2|DSEC	LOC120770216|XP_039953425.1|BTRY
OG0004319	LOC6608883|XP_032572138.1|DSEC	LOC120771768|XP_039955888.1|BTRY
OG0004320	LOC6607431|XP_002032200.2|DSEC	LOC120770554|XP_039954061.1|BTRY
OG0004321	LOC6611689|XP_002036223.1|DSEC	LOC120768911|XP_039951612.1|BTRY
OG0004322	LOC6613763|XP_032578093.1|DSEC	LOC120766483|XP_039947960.1|BTRY
OG0004323	LOC6610334|XP_002034920.2|DSEC	LOC120774028|XP_039959258.1|BTRY
OG0004324	LOC6618252|XP_002042526.1|DSEC	LOC120769562|XP_039952550.1|BTRY
OG0004325	LOC6615628|XP_002040002.1|DSEC	LOC120772609|XP_039957258.1|BTRY
OG0004326	LOC6615629|XP_002040003.2|DSEC	LOC120772728|XP_039957423.1|BTRY
OG0004327	LOC6620724|XP_002044928.1|DSEC	LOC120774885|XP_039960675.1|BTRY
OG0004328	LOC6615737|XP_002040108.1|DSEC	LOC120774981|XP_039960818.1|BTRY
OG0004329	LOC6613020|XP_032570954.1|DSEC	LOC120771130|XP_039954920.1|BTRY
OG0004330	LOC6609639|XP_002034316.1|DSEC	LOC120772468|XP_039957040.1|BTRY
OG0004331	LOC6621150|XP_002045329.2|DSEC	LOC120770072|XP_039953135.1|BTRY
OG0004332	LOC6611865|XP_002036387.1|DSEC	LOC120768961|XP_039951688.1|BTRY
OG0004333	LOC6614435|XP_002038868.1|DSEC	LOC120767900|XP_039950179.1|BTRY
OG0004334	LOC6611547|XP_002036086.1|DSEC	LOC120769141|XP_039951947.1|BTRY
OG0004335	LOC6607866|XP_002032620.1|DSEC	LOC120771060|XP_039954800.1|BTRY
OG0004336	LOC6610049|XP_002034665.1|DSEC	LOC120772604|XP_039957252.1|BTRY
OG0004337	LOC6611635|XP_002036171.1|DSEC	LOC120767441|XP_039949438.1|BTRY
OG0004338	LOC6605028|XP_002029871.1|DSEC	LOC120772097|XP_039956437.1|BTRY
OG0004339	LOC6609156|XP_032570532.1|DSEC	LOC120770524|XP_039954001.1|BTRY
OG0004340	LOC6609155|XP_002033857.1|DSEC	LOC120770523|XP_039953999.1|BTRY
OG0004341	LOC6615692|XP_002040063.1|DSEC	LOC120770019|XP_039953051.1|BTRY
OG0004342	LOC6618931|XP_002043176.1|DSEC	LOC120771802|XP_039955938.1|BTRY
OG0004343	LOC6618927|XP_032571497.1|DSEC	LOC120770895|XP_039954495.1|BTRY
OG0004344	LOC6618923|XP_002043171.1|DSEC	LOC120771908|XP_039956125.1|BTRY
OG0004345	LOC6619310|XP_032583593.1|DSEC	LOC120772179|XP_039956561.1|BTRY
OG0004346	LOC6618796|XP_032570596.1|DSEC	LOC120771602|XP_039955616.1|BTRY
OG0004347	LOC6618792|XP_002043042.1|DSEC	LOC120771408|XP_039955316.1|BTRY
OG0004348	LOC6615817|XP_032572832.1|DSEC	LOC120772844|XP_039957593.1|BTRY
OG0004349	LOC6615805|XP_032571666.1|DSEC	LOC120771131|XP_039954921.1|BTRY
OG0004350	LOC6607984|XP_002032732.1|DSEC	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY
OG0004351	LOC6621144|XP_032570433.1|DSEC	LOC120770338|XP_039953667.1|BTRY
OG0004352	LOC116801602|XP_032578082.1|DSEC	LOC120768792|XP_039951485.1|BTRY
OG0004353	LOC6618722|XP_002042981.1|DSEC	LOC120782450|XP_039970672.1|BTRY
OG0004354	LOC6606273|XP_002031078.1|DSEC	LOC120769903|XP_039952970.1|BTRY
OG0004355	LOC6614106|XP_032579249.1|DSEC	LOC120768803|XP_039951492.1|BTRY
OG0004356	LOC6608948|XP_032572270.1|DSEC	LOC120770322|XP_039953639.1|BTRY
OG0004357	LOC6607990|XP_002032738.1|DSEC	LOC120772646|XP_039957306.1|BTRY
OG0004358	LOC6608746|XP_002033469.1|DSEC	LOC120772407|XP_039956937.1|BTRY
OG0004359	LOC6609900|XP_032570153.1|DSEC	LOC120773084|XP_039957972.1|BTRY
OG0004360	LOC6618355|XP_032575691.1|DSEC	LOC120776823|XP_039963777.1|BTRY
OG0004361	LOC6606854|XP_002031651.1|DSEC	LOC120782678|XP_039971000.1|BTRY
OG0004362	LOC6610236|XP_002034831.1|DSEC	LOC120778454|XP_039966183.1|BTRY
OG0004363	LOC6618637|XP_002042896.2|DSEC	LOC120775507|XP_039961649.1|BTRY
OG0004364	LOC6608960|XP_002033674.1|DSEC	LOC120770304|XP_039953605.1|BTRY
OG0004365	LOC6615305|XP_002039709.2|DSEC	LOC120770931|XP_039954570.1|BTRY
OG0004366	LOC6617302|XP_002041629.1|DSEC	LOC120768933|XP_039951649.1|BTRY
OG0004367	LOC6616303|XP_002040667.2|DSEC	LOC120776670|XP_039963478.1|BTRY
OG0004368	LOC6616609|XP_002040966.1|DSEC	LOC120778704|XP_039966598.1|BTRY
OG0004369	LOC6608140|XP_032572835.1|DSEC	LOC120772428|XP_039956974.1|BTRY
OG0004370	LOC6609506|XP_032572109.1|DSEC	LOC120771186|XP_039955011.1|BTRY
OG0004371	LOC6617593|XP_002041906.1|DSEC	LOC120770493|XP_039953947.1|BTRY
OG0004372	LOC6618787|XP_032571771.1|DSEC	LOC120771080|XP_039954835.1|BTRY
OG0004373	LOC6606590|XP_032576229.1|DSEC	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY
OG0004374	LOC6609618|XP_032572543.1|DSEC	LOC120770728|XP_039954242.1|BTRY
OG0004375	LOC6611120|XP_002035677.1|DSEC	LOC120778942|XP_039966935.1|BTRY
OG0004376	LOC6620572|XP_002044776.1|DSEC	LOC120777940|XP_039965475.1|BTRY
OG0004377	LOC6605126|XP_002029967.1|DSEC	LOC120778475|XP_039966225.1|BTRY
OG0004378	LOC6609246|XP_032570301.1|DSEC	LOC120770968|XP_039954633.1|BTRY
OG0004379	LOC6615307|XP_002039711.1|DSEC	LOC120770379|XP_039953733.1|BTRY
OG0004380	LOC6608240|XP_002032984.1|DSEC	LOC120772384|XP_039956908.1|BTRY
OG0004381	LOC6616810|XP_032577113.1|DSEC	LOC120776797|XP_039963724.1|BTRY
OG0004382	LOC6608781|XP_032571582.1|DSEC	LOC120770651|XP_039954181.1|BTRY
OG0004383	LOC6609093|XP_002033796.1|DSEC	LOC120772684|XP_039957355.1|BTRY
OG0004384	LOC6609091|XP_002033794.1|DSEC	LOC120770971|XP_039954640.1|BTRY
OG0004385	LOC6608711|XP_002033435.1|DSEC	LOC120771181|XP_039955005.1|BTRY
OG0004386	LOC6608755|XP_002033478.2|DSEC	LOC120771907|XP_039956124.1|BTRY
OG0004387	LOC6605587|XP_032573874.1|DSEC	LOC120776356|XP_039962847.1|BTRY
OG0004388	LOC6608788|XP_002033507.2|DSEC	LOC120772546|XP_039957161.1|BTRY
OG0004389	LOC6610718|XP_032575969.1|DSEC	LOC120770496|XP_039953953.1|BTRY
OG0004390	LOC116801188|XP_032575177.1|DSEC	LOC120779186|XP_039967382.1|BTRY
OG0004391	LOC6609972|XP_032572421.1|DSEC	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY
OG0004392	LOC6605844|XP_002030658.1|DSEC	LOC120777073|XP_039964134.1|BTRY
OG0004393	LOC6609831|XP_002034483.1|DSEC	LOC120771663|XP_039955712.1|BTRY
OG0004394	LOC6609461|XP_032570146.1|DSEC	LOC120772522|XP_039957119.1|BTRY
OG0004395	LOC6609047|XP_002033750.1|DSEC	LOC120770734|XP_039954257.1|BTRY
OG0004396	LOC6619149|XP_032572945.1|DSEC	LOC120771149|XP_039954951.1|BTRY
OG0004397	LOC6608965|XP_002033679.1|DSEC	LOC120772001|XP_039956291.1|BTRY
OG0004398	LOC6608964|XP_002033678.1|DSEC	LOC120772002|XP_039956292.1|BTRY
OG0004399	LOC6609337|XP_002034026.1|DSEC	LOC120771004|XP_039954698.1|BTRY
OG0004400	LOC6607223|XP_002032007.1|DSEC	LOC120772562|XP_039957183.1|BTRY
OG0004401	LOC6615776|XP_002040147.2|DSEC	LOC120772036|XP_039956341.1|BTRY
OG0004402	LOC116800315|XP_032570290.1|DSEC	LOC120771639|XP_039955673.1|BTRY
OG0004403	LOC6609157|XP_002033859.1|DSEC	LOC120770090|XP_039953173.1|BTRY
OG0004404	LOC6619157|XP_032570764.1|DSEC	LOC120772835|XP_039957578.1|BTRY
OG0004405	LOC6616264|XP_032575524.1|DSEC	LOC120777672|XP_039965065.1|BTRY
OG0004406	LOC6605592|XP_032573510.1|DSEC	LOC120776618|XP_039963347.1|BTRY
OG0004407	LOC6608253|XP_002032997.1|DSEC	LOC120771447|XP_039955387.1|BTRY
OG0004408	LOC6605578|XP_032573937.1|DSEC	LOC120778708|XP_039966603.1|BTRY
OG0004409	LOC6619455|XP_032579932.1|DSEC	LOC120779735|XP_039968044.1|BTRY
OG0004410	LOC6609625|XP_032570676.1|DSEC	LOC120769988|XP_039953003.1|BTRY
OG0004411	LOC6616545|XP_002040904.1|DSEC	LOC120776916|XP_039963921.1|BTRY
OG0004412	LOC6616544|XP_002040903.1|DSEC	LOC120776914|XP_039963918.1|BTRY
OG0004413	LOC6615790|XP_032571422.1|DSEC	LOC120772134|XP_039956486.1|BTRY
OG0004414	LOC6613012|XP_002037502.1|DSEC	LOC120771140|XP_039954942.1|BTRY
OG0004415	LOC6609238|XP_002033929.1|DSEC	LOC120770255|XP_039953492.1|BTRY
OG0004416	LOC6607995|XP_002032743.1|DSEC	LOC120771085|XP_039954844.1|BTRY
OG0004417	LOC6607801|XP_002032559.1|DSEC	LOC120782286|XP_039970423.1|BTRY
OG0004418	LOC6609806|XP_032572652.1|DSEC	LOC120773079|XP_039957957.1|BTRY
OG0004419	LOC6608236|XP_032571140.1|DSEC	LOC120770318|XP_039953634.1|BTRY
OG0004420	LOC6608882|XP_002033596.2|DSEC	LOC120772694|XP_039957368.1|BTRY
OG0004421	LOC6606149|XP_032574321.1|DSEC	LOC120776956|XP_039963979.1|BTRY
OG0004422	LOC6606090|XP_002030899.1|DSEC	LOC120777454|XP_039964708.1|BTRY
OG0004423	LOC6609543|XP_002034226.1|DSEC	LOC120770471|XP_039953900.1|BTRY
OG0004424	LOC6618802|XP_032570591.1|DSEC	LOC120772123|XP_039956468.1|BTRY
OG0004425	LOC6616316|XP_002040676.1|DSEC	LOC120777401|XP_039964633.1|BTRY
OG0004426	LOC6616305|XP_002040669.1|DSEC	LOC120777486|XP_039964759.1|BTRY
OG0004427	LOC6605855|XP_002030669.1|DSEC	LOC120778693|XP_039966582.1|BTRY
OG0004428	LOC6606500|XP_002031301.1|DSEC	LOC120774849|XP_039960608.1|BTRY
