Orthogroup	DSEC.longest_only	AEAL.longest_only
OG0004149	LOC6614328|XP_002038768.1|DSEC	LOC115261482|XP_029719049.1|AEAL, LOC109430493|XP_029732712.1|AEAL
OG0004150	LOC6606313|XP_002031118.1|DSEC	LOC109433375|XP_019565352.2|AEAL, LOC109405764|XP_029718046.1|AEAL
OG0004151	LOC6621959|XP_032577765.1|DSEC	LOC109399310|XP_029732940.1|AEAL
OG0004152	LOC6613945|XP_032576371.1|DSEC	LOC115268859|XP_029732894.1|AEAL, LOC109433396|XP_029719130.1|AEAL
OG0004153	LOC6608658|XP_032573065.1|DSEC	LOC109399354|XP_019527338.2|AEAL, LOC109433368|XP_019565338.2|AEAL
OG0004154	LOC6605960|XP_032574435.1|DSEC	LOC115268812|XP_029732848.1|AEAL, LOC109399346|XP_029716624.1|AEAL, LOC109433363|XP_019565331.2|AEAL
OG0004155	LOC6606205|XP_002031013.1|DSEC	LOC115266708|XP_029729091.1|AEAL
OG0004156	LOC6606323|XP_002031128.1|DSEC	LOC109622122|XP_019931896.2|AEAL
OG0004157	LOC6614980|XP_002039397.2|DSEC	LOC109433314|XP_019565293.1|AEAL, LOC109622087|XP_019931870.2|AEAL
OG0004158	LOC6610249|XP_002034844.1|DSEC	LOC109413927|XP_019543203.2|AEAL, LOC109622097|XP_019931876.2|AEAL
OG0004159	LOC6619691|XP_002043906.2|DSEC	LOC109622070|XP_019931853.2|AEAL, LOC109413926|XP_019543202.1|AEAL
OG0004160	LOC6610416|XP_002034998.1|DSEC	LOC115269506|XP_029734149.1|AEAL, LOC115269073|XP_029733263.1|AEAL
OG0004161	LOC6606901|XP_032577844.1|DSEC	LOC115253636|XP_029734303.1|AEAL, LOC109405035|XP_029733993.1|AEAL
OG0004162	LOC6607105|XP_002031893.2|DSEC	LOC109405024|XP_019533550.3|AEAL
OG0004163	LOC6607071|XP_002031859.1|DSEC	LOC109405017|XP_029733750.1|AEAL, LOC109430363|XP_029734135.1|AEAL, LOC115269491|XP_029734132.1|AEAL
OG0004164	LOC6613836|XP_032577675.1|DSEC	LOC115269209|XP_029733576.1|AEAL, LOC109400375|XP_029715540.1|AEAL, LOC109432406|XP_029733668.1|AEAL
OG0004165	LOC6615432|XP_002039814.1|DSEC	LOC109405985|XP_019534588.2|AEAL
OG0004166	LOC6615813|XP_002040183.1|DSEC	LOC109405990|XP_019534595.2|AEAL
OG0004167	LOC6607234|XP_002032015.1|DSEC	LOC109622355|XP_029717058.1|AEAL, LOC109405987|XP_029734490.1|AEAL
OG0004168	LOC6607782|XP_002032541.1|DSEC	LOC109622350|XP_029734584.1|AEAL, LOC109406696|XP_029717052.1|AEAL
OG0004169	LOC6618969|XP_032581316.1|DSEC	LOC109622374|XP_029734602.1|AEAL, LOC109406680|XP_029734623.1|AEAL
OG0004170	LOC6617659|XP_002041972.1|DSEC	LOC109419331|XP_029734702.1|AEAL, LOC109408468|XP_029734899.1|AEAL
OG0004171	LOC6612418|XP_032581214.1|DSEC	LOC109408466|XP_019537348.2|AEAL, LOC109419334|XP_029734884.1|AEAL
OG0004172	LOC6617929|XP_002042237.2|DSEC	LOC109419345|XP_029734848.1|AEAL, LOC115270038|XP_029734850.1|AEAL, LOC109408491|XP_029734795.1|AEAL
OG0004173	LOC6609383|XP_002034072.1|DSEC	LOC109408510|XP_019537385.2|AEAL
OG0004174	LOC6609016|XP_032572713.1|DSEC	LOC109419391|XP_029708111.1|AEAL, LOC109408430|XP_029735279.1|AEAL
OG0004175	LOC6609524|XP_002034208.1|DSEC	LOC115270196|XP_029735300.1|AEAL, LOC109408428|XP_029708115.1|AEAL
OG0004176	LOC6604863|XP_032574944.1|DSEC	LOC109408418|XP_029735447.1|AEAL, LOC115270313|XP_029735567.1|AEAL, LOC109401061|XP_029735014.1|AEAL
OG0004177	LOC6606325|XP_032579015.1|DSEC	LOC109408473|XP_029719607.1|AEAL, LOC109424112|XP_029719594.1|AEAL
OG0004178	LOC6616696|XP_032576763.1|DSEC	LOC109424105|XP_029735957.1|AEAL, LOC109408393|XP_029736050.1|AEAL
OG0004179	LOC6616093|XP_002040458.1|DSEC	LOC109416303|XP_019545892.2|AEAL
OG0004180	LOC6619035|XP_032578208.1|DSEC	LOC109426213|XP_029736388.1|AEAL, LOC109424061|XP_029707540.1|AEAL
OG0004181	LOC6607628|XP_032576422.1|DSEC	LOC109424044|XP_019554651.2|AEAL
OG0004182	LOC6605431|XP_032573138.1|DSEC	LOC115266041|XP_029727736.1|AEAL, LOC109424025|XP_029716627.1|AEAL, LOC109416416|XP_029727699.1|AEAL
OG0004183	LOC6605430|XP_002030263.2|DSEC	LOC109416418|XP_029707565.1|AEAL, LOC115253773|XP_029727757.1|AEAL, LOC109424024|XP_029727704.1|AEAL, LOC115266042|XP_029727737.1|AEAL
OG0004184	LOC6610719|XP_002035285.1|DSEC	LOC115260117|XP_029716882.1|AEAL, LOC109431912|XP_019563763.1|AEAL, LOC115266049|XP_029727755.1|AEAL
OG0004185	LOC6617789|XP_032580935.1|DSEC	LOC115260118|XP_029716883.1|AEAL, LOC109431911|XP_019563762.2|AEAL, LOC109404389|XP_019532777.2|AEAL
OG0004186	LOC6616040|XP_002040406.1|DSEC	LOC109431924|XP_019563774.2|AEAL, LOC109404391|XP_019532779.1|AEAL
OG0004187	LOC6606715|XP_002031514.1|DSEC	LOC109431897|XP_029727959.1|AEAL
OG0004188	LOC6606291|XP_032576267.1|DSEC	LOC109431910|XP_029727781.1|AEAL, LOC109404398|XP_029727816.1|AEAL
OG0004189	LOC6606289|XP_002031094.1|DSEC	LOC109404399|XP_019532792.2|AEAL, LOC115266073|XP_029727828.1|AEAL
OG0004190	LOC6614229|XP_002038674.2|DSEC	LOC109431926|XP_029727855.1|AEAL, LOC115266070|XP_029727811.1|AEAL, LOC109404423|XP_029727833.1|AEAL
OG0004191	LOC6614226|XP_002038671.1|DSEC	LOC109431925|XP_019563776.2|AEAL, LOC115266075|XP_029727835.1|AEAL, LOC109404422|XP_019532842.2|AEAL
OG0004192	LOC6619101|XP_002043341.1|DSEC	LOC109431838|XP_029727839.1|AEAL, LOC115266081|XP_029727852.1|AEAL
OG0004194	LOC6616643|XP_002041000.1|DSEC	LOC109431794|XP_019563605.2|AEAL
OG0004195	LOC6621086|XP_032580021.1|DSEC	LOC109431864|XP_019563674.2|AEAL, LOC115266095|XP_029727882.1|AEAL
OG0004196	LOC6612647|XP_032576904.1|DSEC	LOC109431874|XP_029727919.1|AEAL, LOC109422744|XP_029712667.1|AEAL
OG0004197	LOC6606824|XP_002031621.1|DSEC	LOC109422742|XP_019553166.2|AEAL
OG0004198	LOC6613852|XP_002038321.1|DSEC	LOC109412317|XP_019541510.2|AEAL, LOC109422712|XP_019553123.1|AEAL
OG0004199	LOC6616894|XP_032578018.1|DSEC	LOC115271063|XP_029736360.1|AEAL, LOC109422690|XP_029727930.1|AEAL
OG0004200	LOC6615434|XP_032571708.1|DSEC	LOC109401131|XP_019529154.2|AEAL, LOC109422686|XP_029727939.1|AEAL
OG0004201	LOC6612657|XP_002037161.1|DSEC	LOC109422685|XP_029727938.1|AEAL, LOC109401132|XP_019529155.2|AEAL
OG0004202	LOC6607485|XP_002032254.1|DSEC	LOC109422682|XP_019553086.1|AEAL, LOC109401134|XP_019529159.2|AEAL
OG0004203	LOC6606157|XP_002030965.1|DSEC	LOC109422552|XP_029727977.1|AEAL, LOC109401140|XP_019529163.1|AEAL
OG0004204	LOC6619376|XP_002043592.2|DSEC	LOC109422672|XP_029727948.1|AEAL, LOC115260172|XP_029716941.1|AEAL, LOC109401133|XP_019529156.2|AEAL
OG0004205	LOC6605726|XP_032573806.1|DSEC	LOC109402770|XP_029736370.1|AEAL, LOC109422549|XP_019552893.2|AEAL
OG0004206	LOC6620392|XP_032576899.1|DSEC	LOC109422649|XP_019553037.2|AEAL, LOC109402824|XP_029716861.1|AEAL
OG0004207	LOC6620393|XP_002044601.1|DSEC	LOC109402830|XP_019531108.2|AEAL, LOC109422648|XP_019553036.2|AEAL
OG0004208	LOC6606807|XP_002031604.1|DSEC	LOC109422647|XP_029736420.1|AEAL, LOC109402837|XP_029716848.1|AEAL
OG0004209	LOC6607798|XP_032577180.1|DSEC	LOC115271088|XP_029736428.1|AEAL, LOC109422642|XP_019553028.1|AEAL, LOC109402799|XP_019531058.2|AEAL
OG0004210	LOC6620026|XP_002044238.2|DSEC	LOC109402788|XP_029712208.1|AEAL, LOC109422608|XP_019552960.1|AEAL
OG0004211	LOC6617397|XP_002041722.1|DSEC	LOC109422605|XP_029712214.1|AEAL, LOC109402785|XP_029712205.1|AEAL
OG0004212	LOC6607103|XP_002031891.1|DSEC	LOC109406147|XP_019534752.1|AEAL
OG0004213	LOC6607193|XP_002031977.2|DSEC	LOC109403729|XP_029718518.1|AEAL, LOC115261288|XP_029718529.1|AEAL
OG0004214	LOC6615321|XP_002039722.1|DSEC	LOC109403717|XP_019532124.1|AEAL
OG0004215	LOC6609315|XP_002034004.2|DSEC	LOC109406567|XP_029718583.1|AEAL
OG0004216	LOC6605674|XP_002030492.2|DSEC	LOC115261322|XP_029718600.1|AEAL, LOC109413055|XP_029718611.1|AEAL
OG0004217	LOC6610870|XP_032574646.1|DSEC	LOC109413060|XP_029718617.1|AEAL, LOC109403310|XP_029718599.1|AEAL
OG0004218	LOC6614785|XP_002039205.1|DSEC	LOC109414120|XP_019543409.2|AEAL
OG0004219	LOC6607228|XP_002032012.1|DSEC	LOC115261353|XP_029718687.1|AEAL, LOC109414140|XP_029709951.1|AEAL
OG0004220	LOC6606185|XP_032576325.1|DSEC	LOC109417341|XP_029709958.1|AEAL, LOC109398814|XP_029718694.1|AEAL
OG0004221	LOC6620047|XP_002044259.1|DSEC	LOC109429210|XP_019560644.2|AEAL, LOC115271060|XP_029736350.1|AEAL
OG0004222	LOC6606746|XP_002031543.1|DSEC	LOC109398780|XP_019526716.2|AEAL, LOC115261617|XP_029719379.1|AEAL
OG0004223	LOC6621609|XP_032576913.1|DSEC	LOC109429203|XP_029718760.1|AEAL
OG0004224	LOC6613959|XP_032578443.1|DSEC	LOC109398846|XP_029718763.1|AEAL
OG0004225	LOC6612375|XP_002036884.1|DSEC	LOC109398850|XP_029718765.1|AEAL
OG0004226	LOC6616883|XP_002041219.2|DSEC	LOC109429179|XP_029718816.1|AEAL, LOC109398796|XP_029718780.1|AEAL
OG0004227	LOC6606161|XP_032577587.1|DSEC	LOC109429174|XP_029736197.1|AEAL, LOC109398772|XP_029718788.1|AEAL, LOC115261383|XP_029718823.1|AEAL
OG0004228	LOC6621669|XP_032577589.1|DSEC	LOC109429172|XP_029736196.1|AEAL, LOC115261385|XP_029718826.1|AEAL, LOC109398873|XP_029718793.1|AEAL
OG0004230	LOC6620155|XP_032580340.1|DSEC	LOC109398784|XP_029718846.1|AEAL, LOC109429154|XP_029718848.1|AEAL
OG0004231	LOC6610730|XP_002035296.1|DSEC	LOC109429142|XP_029730075.1|AEAL, LOC109409023|XP_029718852.1|AEAL, LOC115254067|XP_029718866.1|AEAL
OG0004232	LOC6610733|XP_032575681.1|DSEC	LOC109409022|XP_029718868.1|AEAL, LOC115253599|XP_029718857.1|AEAL, LOC109429140|XP_029730073.1|AEAL
OG0004233	LOC6610734|XP_032575680.1|DSEC	LOC115267298|XP_029730071.1|AEAL, LOC109429138|XP_029718855.1|AEAL, LOC109409021|XP_019537976.1|AEAL
OG0004234	LOC6610746|XP_032575316.1|DSEC	LOC109429125|XP_019560519.2|AEAL, LOC115261401|XP_029718875.1|AEAL, LOC109409010|XP_019537961.1|AEAL
OG0004235	LOC6616168|XP_032580991.1|DSEC	LOC115254068|XP_029718878.1|AEAL, LOC109429123|XP_019560517.2|AEAL
OG0004236	LOC6616637|XP_002040994.1|DSEC	LOC115260272|XP_029717070.1|AEAL, LOC109429092|XP_019560474.2|AEAL, LOC115261462|XP_029718997.1|AEAL
OG0004237	LOC6614276|XP_032577752.1|DSEC	LOC109411671|XP_029718991.1|AEAL, LOC109427198|XP_019558253.2|AEAL, LOC115264877|XP_029724774.1|AEAL
OG0004238	LOC6616677|XP_002041032.1|DSEC	LOC109427220|XP_019558274.1|AEAL, LOC115257312|XP_029712633.1|AEAL, LOC115261429|XP_029718939.1|AEAL
OG0004239	LOC6620037|XP_002044249.1|DSEC	LOC115269131|XP_029733398.1|AEAL, LOC115261428|XP_029718937.1|AEAL, LOC109427223|XP_019558278.2|AEAL
OG0004240	LOC6613913|XP_002038378.1|DSEC	LOC115254070|XP_029718933.1|AEAL, LOC109427231|XP_019558282.2|AEAL
OG0004241	LOC6607183|XP_032576605.1|DSEC	LOC109411603|XP_019540707.2|AEAL, LOC109427236|XP_019558301.2|AEAL
OG0004242	LOC6607166|XP_002031952.1|DSEC	LOC109411605|XP_019540709.2|AEAL, LOC115261445|XP_029718970.1|AEAL
OG0004243	LOC6610861|XP_002035427.1|DSEC	LOC115261419|XP_029718915.1|AEAL, LOC109427244|XP_019558307.2|AEAL
OG0004244	LOC6616642|XP_002040999.1|DSEC	LOC115259227|XP_029715619.1|AEAL, LOC115261418|XP_029718914.1|AEAL, LOC109411613|XP_019540714.2|AEAL
OG0004245	LOC6610299|XP_002034894.1|DSEC	LOC115261444|XP_029718966.1|AEAL, LOC109411616|XP_019540716.1|AEAL
OG0004246	LOC6605301|XP_032573546.1|DSEC	LOC115260361|XP_029717155.1|AEAL
OG0004247	LOC6616129|XP_002040494.1|DSEC	LOC115260371|XP_029717175.1|AEAL, LOC109411637|XP_029717197.1|AEAL
OG0004248	LOC6610084|XP_002034700.1|DSEC	LOC115261159|XP_029718376.1|AEAL, LOC109428146|XP_019559375.2|AEAL
OG0004249	LOC6610136|XP_002034745.1|DSEC	LOC109404495|XP_019532930.1|AEAL, LOC115254078|XP_029719069.1|AEAL, LOC109406325|XP_029719037.1|AEAL
OG0004250	LOC6617852|XP_032578589.1|DSEC	LOC109406320|XP_029719031.1|AEAL, LOC115261489|XP_029719066.1|AEAL, LOC109404491|XP_019532927.2|AEAL
OG0004251	LOC6615875|XP_032582570.1|DSEC	LOC109406300|XP_029719026.1|AEAL, LOC109404468|XP_029719056.1|AEAL, LOC115253606|XP_029719112.1|AEAL
OG0004252	LOC6607100|XP_002031888.1|DSEC	LOC115261474|XP_029719025.1|AEAL, LOC109406317|XP_019534957.2|AEAL, LOC115261483|XP_029719053.1|AEAL, LOC109404484|XP_029719123.1|AEAL
OG0004253	LOC6607204|XP_002031988.1|DSEC	LOC109406308|XP_029719133.1|AEAL, LOC109404466|XP_029719044.1|AEAL
OG0004254	LOC6615028|XP_002039445.1|DSEC	LOC109404509|XP_019532953.1|AEAL, LOC109406294|XP_029719138.1|AEAL
OG0004255	LOC6613132|XP_032569775.1|DSEC	LOC109416180|XP_019545704.2|AEAL
OG0004256	LOC6609471|XP_002034156.1|DSEC	LOC109416625|XP_029719262.1|AEAL, LOC115261555|XP_029719286.1|AEAL, LOC109432834|XP_029719288.1|AEAL
OG0004257	LOC6612779|XP_032579056.1|DSEC	LOC115261547|XP_029719259.1|AEAL, LOC109416623|XP_029719278.1|AEAL, LOC109432832|XP_029719281.1|AEAL
OG0004258	LOC6619680|XP_032577202.1|DSEC	LOC115253901|XP_029719297.1|AEAL, LOC109432842|XP_029719299.1|AEAL, LOC109416622|XP_029719258.1|AEAL
OG0004259	LOC6609468|XP_032570881.1|DSEC	LOC109432843|XP_029719256.1|AEAL, LOC115261657|XP_029719420.1|AEAL, LOC109416621|XP_029719300.1|AEAL
OG0004261	LOC6613956|XP_002038420.1|DSEC	LOC109401442|XP_029710320.1|AEAL
OG0004262	LOC6607762|XP_002032525.1|DSEC	LOC109411908|XP_029733109.1|AEAL, LOC109406243|XP_019534847.2|AEAL
OG0004263	LOC6619086|XP_002043326.1|DSEC	LOC109411919|XP_029733058.1|AEAL
OG0004264	LOC6614300|XP_032578747.1|DSEC	LOC109411929|XP_019541121.1|AEAL
OG0004265	LOC6614223|XP_002038668.1|DSEC	LOC109411954|XP_019541154.2|AEAL
OG0004266	LOC6606169|XP_032578816.1|DSEC	LOC109417145|XP_019546812.2|AEAL, LOC109411959|XP_029730101.1|AEAL
OG0004267	LOC6607068|XP_002031856.1|DSEC	LOC109411962|XP_019541166.1|AEAL
OG0004268	LOC6608710|XP_032571249.1|DSEC	LOC109411974|XP_019541180.2|AEAL
OG0004269	LOC6609403|XP_002034088.1|DSEC	LOC109424541|XP_029734023.1|AEAL, LOC115269143|XP_029733414.1|AEAL, LOC109428752|XP_029734054.1|AEAL
OG0004270	LOC116800675|XP_032572861.1|DSEC	LOC109424535|XP_019555258.1|AEAL, LOC115269435|XP_029734059.1|AEAL, LOC115269426|XP_029734016.1|AEAL
OG0004271	LOC6608967|XP_002033681.1|DSEC	LOC109424531|XP_019555249.2|AEAL, LOC109428760|XP_029734011.1|AEAL
OG0004272	LOC6606832|XP_002031629.1|DSEC	LOC115269425|XP_029734009.1|AEAL, LOC109424529|XP_019555247.1|AEAL, LOC115269446|XP_029734071.1|AEAL
OG0004273	LOC6606668|XP_002031468.1|DSEC	LOC115253801|XP_029734010.1|AEAL, LOC109424527|XP_019555245.2|AEAL, LOC109428766|XP_019560145.2|AEAL
OG0004274	LOC6617549|XP_002041863.1|DSEC	LOC109424520|XP_029734003.1|AEAL, LOC109428772|XP_029734075.1|AEAL, LOC115269444|XP_029734068.1|AEAL
OG0004275	LOC6619885|XP_002044097.1|DSEC	LOC109397774|XP_029733980.1|AEAL, LOC109428796|XP_029733953.1|AEAL
OG0004276	LOC6604797|XP_002029648.1|DSEC	LOC109409115|XP_029719808.1|AEAL
OG0004277	LOC6605325|XP_032574192.1|DSEC	LOC109400458|XP_029709763.1|AEAL, LOC109405224|XP_029724623.1|AEAL, LOC109400483|XP_019528544.2|AEAL, LOC115264547|XP_029724200.1|AEAL, LOC109405252|XP_019533834.1|AEAL
OG0004278	LOC6618642|XP_002042901.1|DSEC	LOC109405317|XP_019533903.2|AEAL, LOC115264539|XP_029724148.1|AEAL
OG0004279	LOC6617300|XP_002041627.1|DSEC	LOC109399334|XP_019527320.2|AEAL
OG0004280	LOC6612412|XP_032582421.1|DSEC	LOC109405701|XP_029724211.1|AEAL, LOC109399236|XP_029724152.1|AEAL
OG0004281	LOC6608136|XP_002032882.1|DSEC	LOC109401609|XP_019529730.2|AEAL, LOC109398916|XP_019526915.2|AEAL
OG0004282	LOC6609504|XP_002034188.1|DSEC	LOC109398913|XP_029724257.1|AEAL, LOC109401571|XP_019529690.1|AEAL
OG0004283	LOC6609505|XP_002034189.1|DSEC	LOC109401579|XP_019529698.1|AEAL, LOC109398914|XP_019526913.1|AEAL
OG0004284	LOC116800655|XP_032572691.1|DSEC	LOC115264587|XP_029724300.1|AEAL, LOC109431999|XP_029724299.1|AEAL, LOC109431299|XP_019563061.2|AEAL
OG0004285	LOC6607649|XP_002032414.1|DSEC	LOC109432019|XP_019563869.2|AEAL, LOC115264573|XP_029724269.1|AEAL
OG0004286	LOC6605320|XP_002030157.1|DSEC	LOC115264574|XP_029724277.1|AEAL, LOC109431973|XP_019563815.2|AEAL
OG0004287	LOC6605319|XP_032575602.1|DSEC	LOC109431303|XP_019563064.2|AEAL, LOC109432003|XP_029724295.1|AEAL, LOC115264575|XP_029724279.1|AEAL
OG0004288	LOC6605311|XP_002030149.1|DSEC	LOC109431318|XP_029724292.1|AEAL, LOC115264576|XP_029724280.1|AEAL, LOC109407711|XP_019536409.1|AEAL
OG0004289	LOC6619393|XP_032575539.1|DSEC	LOC109420097|XP_029724381.1|AEAL, LOC109409392|XP_029724377.1|AEAL
OG0004290	LOC6609114|XP_002033816.1|DSEC	LOC115264664|XP_029724470.1|AEAL, LOC109415896|XP_029716602.1|AEAL, LOC115264640|XP_029724399.1|AEAL
OG0004291	LOC6609169|XP_002033871.1|DSEC	LOC115264688|XP_029724531.1|AEAL, LOC109401549|XP_029724517.1|AEAL, LOC109402894|XP_019531174.1|AEAL
OG0004292	LOC116801063|XP_032574407.1|DSEC	LOC115264678|XP_029724514.1|AEAL, LOC109401541|XP_029724477.1|AEAL, LOC115264690|XP_029724533.1|AEAL
OG0004293	LOC6605838|XP_002030652.1|DSEC	LOC109401550|XP_029724508.1|AEAL, LOC109402893|XP_029724536.1|AEAL, LOC115253686|XP_029724479.1|AEAL
OG0004294	LOC6605723|XP_002030539.1|DSEC	LOC109402895|XP_029724489.1|AEAL, LOC109411821|XP_029724500.1|AEAL, LOC115253721|XP_029724545.1|AEAL
OG0004295	LOC6605722|XP_032574285.1|DSEC	LOC115264671|XP_029724492.1|AEAL, LOC109402885|XP_029724551.1|AEAL
OG0004296	LOC6605720|XP_002030536.1|DSEC	LOC115264784|XP_029724658.1|AEAL, LOC109402897|XP_029724495.1|AEAL, LOC109411830|XP_029724650.1|AEAL
OG0004297	LOC6618791|XP_002043041.1|DSEC	LOC109422249|XP_019552408.1|AEAL, LOC109621771|XP_019931449.1|AEAL
OG0004298	LOC6608211|XP_002032956.1|DSEC	LOC115264696|XP_029724560.1|AEAL, LOC109422261|XP_019552420.2|AEAL
OG0004299	LOC6609065|XP_032570394.1|DSEC	LOC109422269|XP_029716618.1|AEAL, LOC115259956|XP_029716614.1|AEAL
OG0004300	LOC6610086|XP_002034702.1|DSEC	LOC109403273|XP_019531622.1|AEAL, LOC115257427|XP_029712869.1|AEAL, LOC109418814|XP_019548586.1|AEAL
OG0004301	LOC6611126|XP_002035683.1|DSEC	LOC109418813|XP_019548585.2|AEAL, LOC109403267|XP_019531607.2|AEAL
OG0004302	LOC6609392|XP_032571931.1|DSEC	LOC109405820|XP_029713860.1|AEAL, LOC109418843|XP_019548623.2|AEAL
OG0004303	LOC6608390|XP_002033124.1|DSEC	LOC109420300|XP_029713114.1|AEAL, LOC109420330|XP_029713105.1|AEAL
OG0004304	LOC6609626|XP_032572256.1|DSEC	LOC109420331|XP_029712781.1|AEAL, LOC109401674|XP_029713549.1|AEAL
OG0004305	LOC6608993|XP_032573102.1|DSEC	LOC109401632|XP_029713294.1|AEAL, LOC115257360|XP_029712706.1|AEAL
OG0004306	LOC6608760|XP_002033483.1|DSEC	LOC109402271|XP_019530466.2|AEAL, LOC109433177|XP_029712907.1|AEAL, LOC115257895|XP_029713737.1|AEAL
OG0004307	LOC6609072|XP_002033775.2|DSEC	LOC109433168|XP_029712910.1|AEAL, LOC109402264|XP_029713704.1|AEAL
OG0004308	LOC6615810|XP_032572829.1|DSEC	LOC115257779|XP_029713594.1|AEAL, LOC109402280|XP_029713589.1|AEAL, LOC109433180|XP_019565131.1|AEAL
OG0004309	LOC6604958|XP_002029801.1|DSEC	LOC109403475|XP_019531850.1|AEAL, LOC109400009|XP_019528021.1|AEAL
OG0004310	LOC6608241|XP_032572511.1|DSEC	LOC109424498|XP_029708332.1|AEAL
OG0004311	LOC6616257|XP_002040621.1|DSEC	LOC109422398|XP_019552721.2|AEAL
OG0004312	LOC6613036|XP_032572288.1|DSEC	LOC109422395|XP_019552717.1|AEAL, LOC109424491|XP_019555195.2|AEAL
OG0004313	LOC6619187|XP_032570355.1|DSEC	LOC109422393|XP_029733169.1|AEAL, LOC109424490|XP_029719557.1|AEAL
OG0004314	LOC6615406|XP_002039788.1|DSEC	LOC109422375|XP_029729565.1|AEAL
OG0004315	LOC6618798|XP_002043047.1|DSEC	LOC109422372|XP_019552665.1|AEAL, LOC109424464|XP_019555143.1|AEAL
OG0004316	LOC6608420|XP_032571509.1|DSEC	LOC109422371|XP_029729575.1|AEAL, LOC109424465|XP_029716860.1|AEAL
OG0004317	LOC6608135|XP_002032881.1|DSEC	LOC109422364|XP_029729578.1|AEAL, LOC109424460|XP_029716838.1|AEAL
OG0004319	LOC6608883|XP_032572138.1|DSEC	LOC109422333|XP_019552566.2|AEAL
OG0004320	LOC6607431|XP_002032200.2|DSEC	LOC109424458|XP_019555135.2|AEAL, LOC109422362|XP_029716858.1|AEAL
OG0004321	LOC6611689|XP_002036223.1|DSEC	LOC109418701|XP_019548476.2|AEAL, LOC109415943|XP_019545447.2|AEAL
OG0004322	LOC6613763|XP_032578093.1|DSEC	LOC109415941|XP_019545444.2|AEAL
OG0004323	LOC6610334|XP_002034920.2|DSEC	LOC109412921|XP_019542113.1|AEAL, LOC109418690|XP_029716790.1|AEAL
OG0004324	LOC6618252|XP_002042526.1|DSEC	LOC109412922|XP_019542116.2|AEAL, LOC109418691|XP_019548456.2|AEAL
OG0004325	LOC6615628|XP_002040002.1|DSEC	LOC109418686|XP_019548442.2|AEAL, LOC109412912|XP_019542108.2|AEAL
OG0004326	LOC6615629|XP_002040003.2|DSEC	LOC109418674|XP_029719584.1|AEAL, LOC109414804|XP_029729563.1|AEAL
OG0004327	LOC6620724|XP_002044928.1|DSEC	LOC109405258|XP_019533835.1|AEAL
OG0004328	LOC6615737|XP_002040108.1|DSEC	LOC109405249|XP_019533832.1|AEAL
OG0004329	LOC6613020|XP_032570954.1|DSEC	LOC109410095|XP_029713119.1|AEAL, LOC109418595|XP_029712748.1|AEAL
OG0004330	LOC6609639|XP_002034316.1|DSEC	LOC109418576|XP_019548332.2|AEAL
OG0004331	LOC6621150|XP_002045329.2|DSEC	LOC109418567|XP_019548319.2|AEAL
OG0004332	LOC6611865|XP_002036387.1|DSEC	LOC109413116|XP_019542378.2|AEAL
OG0004333	LOC6614435|XP_002038868.1|DSEC	LOC109413104|XP_019542357.2|AEAL, LOC115253990|XP_029712760.1|AEAL, LOC109418539|XP_019548290.2|AEAL
OG0004334	LOC6611547|XP_002036086.1|DSEC	LOC115257602|XP_029713262.1|AEAL, LOC109413094|XP_029713107.1|AEAL
OG0004335	LOC6607866|XP_002032620.1|DSEC	LOC109413092|XP_029713252.1|AEAL, LOC109418534|XP_019548279.2|AEAL
OG0004336	LOC6610049|XP_002034665.1|DSEC	LOC109413089|XP_019542330.2|AEAL, LOC115257444|XP_029712894.1|AEAL
OG0004337	LOC6611635|XP_002036171.1|DSEC	LOC109418514|XP_029713278.1|AEAL, LOC109413087|XP_019542325.2|AEAL
OG0004338	LOC6605028|XP_002029871.1|DSEC	LOC109413081|XP_029713090.1|AEAL, LOC115253778|XP_029713430.1|AEAL, LOC115257693|XP_029713421.1|AEAL
OG0004339	LOC6609156|XP_032570532.1|DSEC	LOC109418506|XP_019548254.1|AEAL, LOC109413079|XP_019542292.2|AEAL
OG0004340	LOC6609155|XP_002033857.1|DSEC	LOC109418505|XP_019548253.2|AEAL, LOC109413078|XP_019542291.2|AEAL
OG0004341	LOC6615692|XP_002040063.1|DSEC	LOC109413070|XP_029713418.1|AEAL
OG0004342	LOC6618931|XP_002043176.1|DSEC	LOC109418486|XP_019548235.2|AEAL
OG0004343	LOC6618927|XP_032571497.1|DSEC	LOC109621516|XP_029712725.1|AEAL
OG0004344	LOC6618923|XP_002043171.1|DSEC	LOC109398506|XP_029721520.1|AEAL, LOC109417365|XP_029713261.1|AEAL
OG0004345	LOC6619310|XP_032583593.1|DSEC	LOC109431048|XP_029721522.1|AEAL, LOC109407799|XP_019536504.2|AEAL
OG0004346	LOC6618796|XP_032570596.1|DSEC	LOC109431029|XP_029719456.1|AEAL, LOC115262774|XP_029721507.1|AEAL
OG0004347	LOC6618792|XP_002043042.1|DSEC	LOC109431042|XP_029721502.1|AEAL
OG0004348	LOC6615817|XP_032572832.1|DSEC	LOC109431061|XP_019562742.2|AEAL, LOC109433407|XP_029721480.1|AEAL
OG0004349	LOC6615805|XP_032571666.1|DSEC	LOC109433031|XP_029708337.1|AEAL, LOC109425809|XP_029721454.1|AEAL
