Orthogroup	DSEC.longest_only	AALB.longest_only
OG0003491	LOC6617178|XP_032577811.1|DSEC	LOC118458178|XP_035776281.1|AALB
OG0003492	LOC6618761|XP_032578302.1|DSEC	LOC118461903|XP_035783650.1|AALB
OG0003493	LOC6607343|XP_002032116.1|DSEC	LOC118459140|XP_035778111.1|AALB
OG0003494	LOC6613833|XP_032579109.1|DSEC	LOC118458163|XP_035776258.1|AALB
OG0003495	LOC6614490|XP_002038923.1|DSEC	LOC118456357|XP_035772921.1|AALB
OG0003496	LOC6606450|XP_002031253.1|DSEC	LOC118458608|XP_035777177.1|AALB
OG0003497	LOC6619212|XP_032576930.1|DSEC	LOC118461624|XP_035783062.1|AALB
OG0003498	LOC6620131|XP_032573586.1|DSEC	LOC118460418|XP_035780599.1|AALB
OG0003499	LOC6607114|XP_032576878.1|DSEC	LOC118457399|XP_035774829.1|AALB
OG0003500	LOC6614670|XP_032583596.1|DSEC	LOC118461265|XP_035782291.1|AALB
OG0003501	LOC6606531|XP_002031332.1|DSEC	LOC118458104|XP_035776170.1|AALB
OG0003502	LOC6607321|XP_002032095.2|DSEC	LOC118456661|XP_035773504.1|AALB
OG0003503	LOC6612613|XP_032576756.1|DSEC	LOC118463240|XP_035785599.1|AALB
OG0003504	LOC116801564|XP_032577858.1|DSEC	LOC118462582|XP_035784282.1|AALB
OG0003505	LOC6606483|XP_032578002.1|DSEC	LOC118464524|XP_035787854.1|AALB
OG0003506	LOC6614044|XP_032577238.1|DSEC	LOC118465921|XP_035790510.1|AALB
OG0003507	LOC6607548|XP_002032317.2|DSEC	LOC118465918|XP_035790503.1|AALB
OG0003508	LOC6610432|XP_002035013.2|DSEC	LOC118460914|XP_035781558.1|AALB
OG0003509	LOC6607439|XP_002032208.1|DSEC	LOC118458543|XP_035777070.1|AALB
OG0003510	LOC6607629|XP_002032397.1|DSEC	LOC118461883|XP_035783613.1|AALB
OG0003511	LOC6607630|XP_032577649.1|DSEC	LOC118460027|XP_035779856.1|AALB
OG0003512	LOC6607610|XP_002032378.2|DSEC	LOC118458813|XP_035777576.1|AALB
OG0003513	LOC6607558|XP_032577482.1|DSEC	LOC118460728|XP_035781175.1|AALB
OG0003514	LOC6606913|XP_002031707.2|DSEC	LOC118459156|XP_035778136.1|AALB
OG0003515	LOC6608742|XP_002033465.1|DSEC	LOC118456582|XP_035773366.1|AALB
OG0003516	LOC6606524|XP_002031325.1|DSEC	LOC118456873|XP_035773870.1|AALB
OG0003517	LOC6616838|XP_032577445.1|DSEC	LOC118459441|XP_035778690.1|AALB
OG0003518	LOC6614143|XP_032579123.1|DSEC	LOC118460764|XP_035781253.1|AALB
OG0003519	LOC6605057|XP_032573179.1|DSEC	LOC118462944|XP_035784975.1|AALB
OG0003520	LOC6605070|XP_002029911.1|DSEC	LOC118466114|XP_035790942.1|AALB
OG0003521	LOC6605047|XP_032573903.1|DSEC	LOC118465310|XP_035789314.1|AALB
OG0003522	LOC6608452|XP_002033186.1|DSEC	LOC118464791|XP_035788315.1|AALB
OG0003523	LOC6614488|XP_002038921.1|DSEC	LOC118464789|XP_035788313.1|AALB
OG0003524	LOC6614808|XP_002039227.1|DSEC	LOC118464635|XP_035787974.1|AALB
OG0003525	LOC6609434|XP_032571644.1|DSEC	LOC118466449|XP_035791681.1|AALB
OG0003526	LOC6616692|XP_002041047.1|DSEC	LOC118466454|XP_035791687.1|AALB
OG0003527	LOC6608026|XP_032572856.1|DSEC	LOC118463438|XP_035785899.1|AALB
OG0003529	LOC6611948|XP_002036465.2|DSEC	LOC118464475|XP_035787779.1|AALB
OG0003530	LOC6611178|XP_002035734.2|DSEC	LOC118464477|XP_035787781.1|AALB
OG0003531	LOC6616700|XP_002041055.1|DSEC	LOC118464845|XP_035788433.1|AALB
OG0003532	LOC6604817|XP_002029661.1|DSEC	LOC118463314|XP_035785692.1|AALB
OG0003533	LOC6604948|XP_002029791.2|DSEC	LOC118466395|XP_035791540.1|AALB
OG0003534	LOC6605105|XP_032574460.1|DSEC	LOC118463520|XP_035786018.1|AALB
OG0003535	LOC6610464|XP_002035045.1|DSEC	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB
OG0003536	LOC6607869|XP_032570070.1|DSEC	LOC118464918|XP_035788583.1|AALB
OG0003537	LOC6615377|XP_002039759.1|DSEC	LOC118465418|XP_035789539.1|AALB
OG0003538	LOC6608969|XP_002033683.1|DSEC	LOC118464319|XP_035787510.1|AALB
OG0003539	LOC6609304|XP_002033994.1|DSEC	LOC118463775|XP_035786481.1|AALB
OG0003540	LOC6610172|XP_002034780.1|DSEC	LOC118466687|XP_035792208.1|AALB
OG0003541	LOC116801528|XP_032577667.1|DSEC	LOC118466578|XP_035792015.1|AALB
OG0003542	LOC6608127|XP_032573092.1|DSEC	LOC118466580|XP_035792027.1|AALB
OG0003543	LOC6615974|XP_002040341.2|DSEC	LOC118462958|XP_035785005.1|AALB
OG0003544	LOC6611109|XP_002035666.1|DSEC	LOC118463154|XP_035785429.1|AALB
OG0003545	LOC6616546|XP_002040905.1|DSEC	LOC118465948|XP_035790568.1|AALB
OG0003546	LOC6619392|XP_002043608.1|DSEC	LOC118462981|XP_035785070.1|AALB
OG0003547	LOC6615741|XP_032570236.1|DSEC	LOC118465103|XP_035788931.1|AALB
OG0003548	LOC6608319|XP_032572720.1|DSEC	LOC118465100|XP_035788925.1|AALB
OG0003549	LOC6608321|XP_032571311.1|DSEC	LOC118465106|XP_035788942.1|AALB
OG0003550	LOC6608462|XP_002033196.1|DSEC	LOC118465313|XP_035789322.1|AALB
OG0003551	LOC6609688|XP_002034346.1|DSEC	LOC118465305|XP_035789298.1|AALB
OG0003552	LOC6608597|XP_032572272.1|DSEC	LOC118463457|XP_035785938.1|AALB
OG0003553	LOC6608459|XP_032570865.1|DSEC	LOC118463455|XP_035785935.1|AALB
OG0003554	LOC6605985|XP_002030797.1|DSEC	LOC118464649|XP_035788007.1|AALB
OG0003555	LOC6610596|XP_032573616.1|DSEC	LOC118464658|XP_035788050.1|AALB
OG0003556	LOC6616371|XP_032575246.1|DSEC	LOC118467651|XP_035794280.1|AALB
OG0003557	LOC6616369|XP_002040729.1|DSEC	LOC118467653|XP_035794286.1|AALB
OG0003558	LOC6610813|XP_032575450.1|DSEC	LOC118462587|XP_035784287.1|AALB
OG0003559	LOC6605435|XP_032576003.1|DSEC	LOC118466359|XP_035791415.1|AALB
OG0003560	LOC6611111|XP_002035668.1|DSEC	LOC118465311|XP_035789320.1|AALB
OG0003561	LOC6610111|XP_032572274.1|DSEC	LOC118464912|XP_035788571.1|AALB
OG0003562	LOC6609678|XP_032573067.1|DSEC	LOC118463139|XP_035785392.1|AALB
OG0003563	LOC6620513|XP_002044717.1|DSEC	LOC118466304|XP_035791303.1|AALB
OG0003564	LOC6611135|XP_002035692.2|DSEC	LOC118466296|XP_035791279.1|AALB
OG0003565	LOC6610597|XP_002035170.1|DSEC	LOC118466783|XP_035792412.1|AALB
OG0003566	LOC6607063|XP_032576777.1|DSEC	LOC118462680|XP_035784480.1|AALB
OG0003567	LOC6609378|XP_002034067.1|DSEC	LOC118462906|XP_035784897.1|AALB
OG0003568	LOC6608358|XP_032570514.1|DSEC	LOC118464251|XP_035787347.1|AALB
OG0003569	LOC6610477|XP_002035057.1|DSEC	LOC118467735|XP_035794435.1|AALB
OG0003570	LOC6608007|XP_002032755.1|DSEC	LOC118467734|XP_035794432.1|AALB
OG0003571	LOC6610797|XP_002035363.2|DSEC	LOC118464989|XP_035788720.1|AALB
OG0003572	LOC6608732|XP_032571238.1|DSEC	LOC118463803|XP_035786563.1|AALB
OG0003573	LOC6609076|XP_002033779.1|DSEC	LOC118467326|XP_035793556.1|AALB
OG0003574	LOC6610854|XP_032575371.1|DSEC	LOC118462809|XP_035784714.1|AALB
OG0003575	LOC6605881|XP_002030695.2|DSEC	LOC118464381|XP_035787617.1|AALB
OG0003576	LOC6606053|XP_002030864.1|DSEC	LOC118462577|XP_035784275.1|AALB
OG0003577	LOC6610921|XP_002035478.1|DSEC	LOC118466728|XP_035792293.1|AALB
OG0003578	LOC6611121|XP_002035678.1|DSEC	LOC118467762|XP_035794483.1|AALB
OG0003579	LOC6609732|XP_002034389.1|DSEC	LOC118467761|XP_035794482.1|AALB
OG0003580	LOC6609956|XP_002034602.1|DSEC	LOC118467411|XP_035793786.1|AALB
OG0003581	LOC6610370|XP_032573127.1|DSEC	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB
OG0003582	LOC6605170|XP_032573799.1|DSEC	LOC118466779|XP_035792398.1|AALB
OG0003583	LOC6608480|XP_002033214.1|DSEC	LOC118465303|XP_035789295.1|AALB
OG0003584	LOC6608442|XP_002033176.2|DSEC	LOC118463155|XP_035785431.1|AALB
OG0003585	LOC6618293|XP_002042566.1|DSEC	LOC118465320|XP_035789339.1|AALB
OG0003586	LOC116801933|XP_032579837.1|DSEC	LOC118462986|XP_035785088.1|AALB
OG0003587	LOC6617350|XP_002041675.1|DSEC	LOC118467109|XP_035793062.1|AALB
OG0003588	LOC6606617|XP_002031418.1|DSEC	LOC118462694|XP_035784512.1|AALB
OG0003590	LOC6610434|XP_002035015.1|DSEC	LOC118465338|XP_035789381.1|AALB
OG0003591	LOC6610347|XP_032574190.1|DSEC	LOC118465339|XP_035789382.1|AALB
OG0003592	LOC6605450|XP_032574795.1|DSEC	LOC118465343|XP_035789393.1|AALB
OG0003593	LOC6604781|XP_032574416.1|DSEC	LOC118462954|XP_035784992.1|AALB
OG0003594	LOC6611128|XP_032574406.1|DSEC	LOC118464598|XP_035787935.1|AALB
OG0003595	LOC6609272|XP_032571344.1|DSEC	LOC118467808|XP_035794578.1|AALB
OG0003596	LOC6607880|XP_002032634.2|DSEC	LOC118462707|XP_035784540.1|AALB
OG0003597	LOC6607870|XP_002032624.1|DSEC	LOC118462703|XP_035784534.1|AALB
OG0003598	LOC6610779|XP_032575705.1|DSEC	LOC118465770|XP_035790179.1|AALB
OG0003599	LOC6613181|XP_002037662.1|DSEC	LOC118457857|XP_035775643.1|AALB
OG0003600	LOC6604879|XP_032574955.1|DSEC	LOC118465904|XP_035790451.1|AALB
OG0003601	LOC6608280|XP_032571776.1|DSEC	LOC118463883|XP_035786698.1|AALB
OG0003602	LOC6615763|XP_032572694.1|DSEC	LOC118463249|XP_035785611.1|AALB
OG0003603	LOC6604860|XP_002029705.1|DSEC	LOC118463770|XP_035786478.1|AALB
OG0003604	LOC6619302|XP_032573954.1|DSEC	LOC118464675|XP_035788086.1|AALB
OG0003605	LOC6607623|XP_002032391.1|DSEC	LOC118460666|XP_035781032.1|AALB
OG0003606	LOC6609653|XP_002034327.1|DSEC	LOC118463028|XP_035785163.1|AALB
OG0003607	LOC6609695|XP_002034352.1|DSEC	LOC118463025|XP_035785160.1|AALB
OG0003608	LOC6605129|XP_002029970.1|DSEC	LOC118463040|XP_035785177.1|AALB
OG0003609	LOC6608298|XP_002033035.1|DSEC	LOC118467482|XP_035793917.1|AALB
OG0003610	LOC6620534|XP_002044733.1|DSEC	LOC118463293|XP_035785669.1|AALB
OG0003611	LOC6604985|XP_032575400.1|DSEC	LOC118467170|XP_035793229.1|AALB
OG0003612	LOC6615272|XP_002039676.1|DSEC	LOC118465388|XP_035789477.1|AALB
OG0003613	LOC6608019|XP_002032767.1|DSEC	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB
OG0003614	LOC6608020|XP_002032768.1|DSEC	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB
OG0003615	LOC6615699|XP_002040070.1|DSEC	LOC118465526|XP_035789743.1|AALB
OG0003616	LOC6615560|XP_002039934.1|DSEC	LOC118466679|XP_035792192.1|AALB
OG0003617	LOC6608858|XP_032570784.1|DSEC	LOC118467348|XP_035793623.1|AALB
OG0003618	LOC6608857|XP_032570780.1|DSEC	LOC118467341|XP_035793612.1|AALB
OG0003619	LOC6608914|XP_002033628.1|DSEC	LOC118464469|XP_035787771.1|AALB
OG0003620	LOC6613028|XP_002037518.1|DSEC	LOC118464471|XP_035787773.1|AALB
OG0003621	LOC6604981|XP_002029824.1|DSEC	LOC118466430|XP_035791619.1|AALB
OG0003622	LOC6604982|XP_032573648.1|DSEC	LOC118466427|XP_035791603.1|AALB
OG0003623	LOC116800661|XP_032572716.1|DSEC	LOC118464106|XP_035787085.1|AALB
OG0003624	LOC6615755|XP_002040126.1|DSEC	LOC118467085|XP_035793018.1|AALB
OG0003625	LOC6608017|XP_032572866.1|DSEC	LOC118462921|XP_035784921.1|AALB
OG0003626	LOC6609294|XP_002033984.1|DSEC	LOC118464468|XP_035787770.1|AALB
OG0003627	LOC6609842|XP_032572487.1|DSEC	LOC118464466|XP_035787767.1|AALB
OG0003628	LOC6608353|XP_032572633.1|DSEC	LOC118467591|XP_035794150.1|AALB
OG0003629	LOC6608939|XP_002033653.1|DSEC	LOC118465427|XP_035789549.1|AALB
OG0003630	LOC6613016|XP_032570962.1|DSEC	LOC118465596|XP_035789857.1|AALB
OG0003631	LOC6619379|XP_002043595.1|DSEC	LOC118464826|XP_035788395.1|AALB
OG0003632	LOC6610850|XP_002035416.1|DSEC	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB
OG0003633	LOC6608899|XP_002033613.1|DSEC	LOC118463061|XP_035785209.1|AALB
OG0003634	LOC6604895|XP_032574517.1|DSEC	LOC118463068|XP_035785220.1|AALB
OG0003635	LOC6610615|XP_032574100.1|DSEC	LOC118464836|XP_035788407.1|AALB
OG0003636	LOC6608284|XP_002033028.1|DSEC	LOC118463062|XP_035785210.1|AALB
OG0003637	LOC6608866|XP_002033580.1|DSEC	LOC118464763|XP_035788275.1|AALB
OG0003638	LOC6619408|XP_032573969.1|DSEC	LOC118467152|XP_035793184.1|AALB
OG0003639	LOC6611849|XP_002036371.1|DSEC	LOC118467156|XP_035793193.1|AALB
OG0003640	LOC6609277|XP_002033967.1|DSEC	LOC118462649|XP_035784391.1|AALB
OG0003641	LOC6615346|XP_002039744.1|DSEC	LOC118466290|XP_035791269.1|AALB
OG0003642	LOC6608123|XP_032570469.1|DSEC	LOC118466291|XP_035791271.1|AALB
OG0003643	LOC6613035|XP_002037525.1|DSEC	LOC118466293|XP_035791273.1|AALB
OG0003644	LOC6608439|XP_032572801.1|DSEC	LOC118466150|XP_035791013.1|AALB
OG0003645	LOC6610521|XP_002035101.1|DSEC	LOC118466406|XP_035791567.1|AALB
OG0003646	LOC6604818|XP_002029662.1|DSEC	LOC118466403|XP_035791564.1|AALB
OG0003647	LOC6605010|XP_002029853.1|DSEC	LOC118466415|XP_035791583.1|AALB
OG0003648	LOC6613416|XP_002037890.2|DSEC	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB
OG0003649	LOC6619644|XP_002043859.1|DSEC	LOC118467093|XP_035793031.1|AALB
OG0003650	LOC6619962|XP_032581273.1|DSEC	LOC118467084|XP_035793017.1|AALB
OG0003651	LOC6612810|XP_032579156.1|DSEC	LOC118465000|XP_035788740.1|AALB
OG0003652	LOC6605479|XP_002030312.1|DSEC	LOC118464213|XP_035787277.1|AALB
OG0003653	LOC6619405|XP_002043620.1|DSEC	LOC118466938|XP_035792727.1|AALB
OG0003654	LOC6606049|XP_002030860.2|DSEC	LOC118467201|XP_035793308.1|AALB
OG0003655	LOC6614696|XP_002039123.1|DSEC	LOC118467200|XP_035793307.1|AALB
OG0003656	LOC6605484|XP_002030317.2|DSEC	LOC118467196|XP_035793302.1|AALB
OG0003657	LOC6605185|XP_002030024.1|DSEC	LOC118467706|XP_035794383.1|AALB
OG0003658	LOC6607095|XP_002031883.1|DSEC	LOC118465603|XP_035789871.1|AALB
OG0003659	LOC6619437|XP_002043652.1|DSEC	LOC118464833|XP_035788402.1|AALB
OG0003660	LOC6610153|XP_032573886.1|DSEC	LOC118466261|XP_035791209.1|AALB
OG0003661	LOC6610498|XP_032573995.1|DSEC	LOC118463077|XP_035785231.1|AALB
OG0003662	LOC6616419|XP_002040779.1|DSEC	LOC118464773|XP_035788295.1|AALB
OG0003663	LOC6610923|XP_002035480.1|DSEC	LOC118467758|XP_035794479.1|AALB
OG0003664	LOC6610925|XP_002035482.1|DSEC	LOC118467753|XP_035794467.1|AALB
OG0003665	LOC6608492|XP_002033226.1|DSEC	LOC118464272|XP_035787427.1|AALB
OG0003666	LOC6607886|XP_002032640.1|DSEC	LOC118466836|XP_035792537.1|AALB
OG0003667	LOC6610604|XP_002035172.1|DSEC	LOC118466732|XP_035792308.1|AALB
OG0003668	LOC6620583|XP_032570445.1|DSEC	LOC118463986|XP_035786900.1|AALB
OG0003669	LOC6608559|XP_002033293.1|DSEC	LOC118464145|XP_035787143.1|AALB
OG0003670	LOC6608558|XP_002033292.1|DSEC	LOC118464143|XP_035787141.1|AALB
OG0003671	LOC6615750|XP_032570336.1|DSEC	LOC118463962|XP_035786840.1|AALB
OG0003672	LOC6619686|XP_002043901.1|DSEC	LOC118466816|XP_035792498.1|AALB
OG0003673	LOC6621912|XP_032571016.1|DSEC	LOC118466308|XP_035791312.1|AALB
OG0003674	LOC6609361|XP_032570551.1|DSEC	LOC118467187|XP_035793282.1|AALB
OG0003675	LOC6608097|XP_002032845.1|DSEC	LOC118467189|XP_035793289.1|AALB
OG0003676	LOC6608096|XP_032572316.1|DSEC	LOC118467181|XP_035793257.1|AALB
OG0003677	LOC116800898|XP_032573234.1|DSEC	LOC118466130|XP_035790973.1|AALB
OG0003678	LOC6610709|XP_002035275.1|DSEC	LOC118467642|XP_035794261.1|AALB
OG0003679	LOC6610704|XP_002035270.1|DSEC	LOC118464681|XP_035788097.1|AALB
OG0003680	LOC6609697|XP_002034354.1|DSEC	LOC118464254|XP_035787383.1|AALB
OG0003681	LOC6609334|XP_002034023.1|DSEC	LOC118467352|XP_035793628.1|AALB
OG0003682	LOC6606670|XP_032577181.1|DSEC	LOC118467748|XP_035794451.1|AALB
OG0003683	LOC6608943|XP_032571687.1|DSEC	LOC118464407|XP_035787655.1|AALB
OG0003684	LOC6605039|XP_002029881.1|DSEC	LOC118467083|XP_035793015.1|AALB
OG0003685	LOC6604949|XP_032574504.1|DSEC	LOC118466185|XP_035791075.1|AALB
OG0003686	LOC6608424|XP_032572501.1|DSEC	LOC118466184|XP_035791071.1|AALB
OG0003687	LOC6609673|XP_002034331.1|DSEC	LOC118467335|XP_035793584.1|AALB
OG0003688	LOC6615556|XP_002039930.1|DSEC	LOC118467336|XP_035793586.1|AALB
OG0003689	LOC6616584|XP_032574205.1|DSEC	LOC118467004|XP_035792839.1|AALB
OG0003690	LOC116801074|XP_032574489.1|DSEC	LOC118467003|XP_035792836.1|AALB
OG0003691	LOC6605833|XP_032573369.1|DSEC	LOC118465187|XP_035789049.1|AALB
OG0003692	LOC6608001|XP_002032749.2|DSEC	LOC118465047|XP_035788823.1|AALB
OG0003693	LOC6610145|XP_032574520.1|DSEC	LOC118463611|XP_035786184.1|AALB
OG0003694	LOC6605946|XP_002030758.1|DSEC	LOC118467900|XP_035794713.1|AALB
OG0003695	LOC6606083|XP_032574185.1|DSEC	LOC118463425|XP_035785881.1|AALB
OG0003696	LOC6608692|XP_002033419.1|DSEC	LOC118462943|XP_035784974.1|AALB
OG0003697	LOC6608467|XP_002033201.1|DSEC	LOC118466958|XP_035792753.1|AALB
OG0003698	LOC6605050|XP_002029892.1|DSEC	LOC118463273|XP_035785642.1|AALB
OG0003699	LOC6618830|XP_032571384.1|DSEC	LOC118466488|XP_035791781.1|AALB
OG0003700	LOC6618881|XP_002043129.2|DSEC	LOC118462605|XP_035784328.1|AALB
OG0003701	LOC6611607|XP_002036144.1|DSEC	LOC118466967|XP_035792772.1|AALB
OG0003702	LOC6605639|XP_002030457.1|DSEC	LOC118466964|XP_035792768.1|AALB
OG0003703	LOC6610574|XP_032574260.1|DSEC	LOC118463669|XP_035786319.1|AALB
OG0003704	LOC6606081|XP_002030890.1|DSEC	LOC118463667|XP_035786317.1|AALB
OG0003705	LOC6608105|XP_032570123.1|DSEC	LOC118467369|XP_035793670.1|AALB
OG0003706	LOC6610918|XP_002035475.1|DSEC	LOC118463403|XP_035785844.1|AALB
OG0003707	LOC6610292|XP_032573792.1|DSEC	LOC118462487|XP_035784087.1|AALB
OG0003708	LOC6605882|XP_002030696.2|DSEC	LOC118467266|XP_035793441.1|AALB
OG0003709	LOC6608920|XP_002033634.1|DSEC	LOC118464636|XP_035787975.1|AALB
OG0003710	LOC6608921|XP_002033635.1|DSEC	LOC118462640|XP_035784380.1|AALB
OG0003711	LOC6619365|XP_032574634.1|DSEC	LOC118463308|XP_035785686.1|AALB
OG0003712	LOC6609147|XP_002033849.1|DSEC	LOC118464427|XP_035787683.1|AALB
OG0003713	LOC6610087|XP_002034703.1|DSEC	LOC118463939|XP_035786800.1|AALB
OG0003714	LOC6610088|XP_002034704.1|DSEC	LOC118463938|XP_035786799.1|AALB
OG0003715	LOC6604861|XP_002029706.1|DSEC	LOC118464577|XP_035787913.1|AALB
OG0003716	LOC6605530|XP_032574244.1|DSEC	LOC118467772|XP_035794494.1|AALB
OG0003717	LOC6605994|XP_002030805.1|DSEC	LOC118466725|XP_035792289.1|AALB
OG0003718	LOC6604835|XP_002029680.1|DSEC	LOC118466423|XP_035791596.1|AALB
OG0003719	LOC6605634|XP_002030452.1|DSEC	LOC118463130|XP_035785380.1|AALB
OG0003720	LOC6615222|XP_002039628.1|DSEC	LOC118465613|XP_035789883.1|AALB
OG0003721	LOC6615550|XP_002039924.1|DSEC	LOC118465616|XP_035789890.1|AALB
OG0003722	LOC6611176|XP_032573334.1|DSEC	LOC118464082|XP_035787032.1|AALB
OG0003723	LOC6605035|XP_002029877.1|DSEC	LOC118464092|XP_035787050.1|AALB
OG0003724	LOC6610894|XP_002035457.1|DSEC	LOC118467599|XP_035794178.1|AALB
OG0003725	LOC6605455|XP_032574652.1|DSEC	LOC118466222|XP_035791146.1|AALB
OG0003726	LOC6610872|XP_032573757.1|DSEC	LOC118466220|XP_035791140.1|AALB
OG0003728	LOC6606152|XP_002030960.1|DSEC	LOC118464313|XP_035787502.1|AALB
OG0003729	LOC6610400|XP_032576038.1|DSEC	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB
OG0003730	LOC6610523|XP_032574060.1|DSEC	LOC118467261|XP_035793437.1|AALB
OG0003731	LOC6610750|XP_002035316.1|DSEC	LOC118467074|XP_035793002.1|AALB
OG0003732	LOC6605211|XP_002030049.1|DSEC	LOC118467901|XP_035794718.1|AALB
OG0003733	LOC6610309|XP_032574676.1|DSEC	LOC118467898|XP_035794709.1|AALB
OG0003734	LOC6610191|XP_032575063.1|DSEC	LOC118466443|XP_035791645.1|AALB
OG0003735	LOC6615798|XP_002040168.1|DSEC	LOC118465755|XP_035790151.1|AALB
OG0003736	LOC6609817|XP_032571456.1|DSEC	LOC118465769|XP_035790177.1|AALB
OG0003737	LOC6615512|XP_002039891.1|DSEC	LOC118465760|XP_035790157.1|AALB
OG0003739	LOC6608012|XP_032570327.1|DSEC	LOC118463094|XP_035785269.1|AALB
OG0003740	LOC6608006|XP_002032754.1|DSEC	LOC118463095|XP_035785271.1|AALB
OG0003741	LOC6610310|XP_002034905.1|DSEC	LOC118463097|XP_035785276.1|AALB
OG0003742	LOC6618363|XP_002042633.1|DSEC	LOC118464124|XP_035787110.1|AALB
OG0003743	LOC6608091|XP_032570251.1|DSEC	LOC118467680|XP_035794344.1|AALB
OG0003744	LOC6608008|XP_002032756.1|DSEC	LOC118467682|XP_035794346.1|AALB
OG0003745	LOC6608847|XP_002033561.1|DSEC	LOC118467684|XP_035794348.1|AALB
OG0003746	LOC6615282|XP_032572204.1|DSEC	LOC118466242|XP_035791185.1|AALB
OG0003747	LOC6605427|XP_002030260.1|DSEC	LOC118466247|XP_035791192.1|AALB
OG0003748	LOC6605424|XP_002030257.2|DSEC	LOC118466244|XP_035791187.1|AALB
OG0003749	LOC6605420|XP_002030253.1|DSEC	LOC118466246|XP_035791191.1|AALB
OG0003750	LOC6605422|XP_002030255.1|DSEC	LOC118466250|XP_035791195.1|AALB
OG0003751	LOC6605418|XP_032573269.1|DSEC	LOC118466283|XP_035791256.1|AALB
OG0003752	LOC6606041|XP_032575387.1|DSEC	LOC118465649|XP_035789955.1|AALB
OG0003753	LOC6611056|XP_002035613.1|DSEC	LOC118465654|XP_035789962.1|AALB
OG0003754	LOC6611052|XP_032575779.1|DSEC	LOC118465648|XP_035789954.1|AALB
OG0003755	LOC6606044|XP_032575910.1|DSEC	LOC118463860|XP_035786662.1|AALB
OG0003756	LOC6620412|XP_032571505.1|DSEC	LOC118466940|XP_035792732.1|AALB
OG0003757	LOC6618894|XP_002043142.1|DSEC	LOC118466138|XP_035790982.1|AALB
OG0003758	LOC6609839|XP_032570522.1|DSEC	LOC118467355|XP_035793641.1|AALB
OG0003759	LOC6604901|XP_032574869.1|DSEC	LOC118466073|XP_035790830.1|AALB
OG0003760	LOC6609650|XP_032573056.1|DSEC	LOC118466075|XP_035790843.1|AALB
OG0003761	LOC6604886|XP_002029731.1|DSEC	LOC118467078|XP_035793008.1|AALB
OG0003762	LOC6604888|XP_032573337.1|DSEC	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB
OG0003763	LOC6620842|XP_032574199.1|DSEC	LOC118464295|XP_035787470.1|AALB
OG0003764	LOC6610967|XP_032574075.1|DSEC	LOC118466354|XP_035791382.1|AALB
OG0003765	LOC6611198|XP_002035754.1|DSEC	LOC118466754|XP_035792347.1|AALB
OG0003766	LOC6612452|XP_002036960.1|DSEC	LOC118466752|XP_035792342.1|AALB
OG0003767	LOC6609305|XP_002033995.1|DSEC	LOC118466357|XP_035791408.1|AALB
OG0003768	LOC6608644|XP_002033378.2|DSEC	LOC118463951|XP_035786822.1|AALB
OG0003769	LOC6608639|XP_002033373.2|DSEC	LOC118463633|XP_035786246.1|AALB
OG0003770	LOC6620113|XP_002044325.2|DSEC	LOC118462635|XP_035784375.1|AALB
OG0003771	LOC6604847|XP_002029692.1|DSEC	LOC118466829|XP_035792519.1|AALB
OG0003772	LOC6604987|XP_002029830.1|DSEC	LOC118467304|XP_035793521.1|AALB
OG0003773	LOC6608432|XP_002033166.1|DSEC	LOC118467302|XP_035793515.1|AALB
OG0003774	LOC6608426|XP_032572502.1|DSEC	LOC118467798|XP_035794564.1|AALB
OG0003775	LOC6615038|XP_032580787.1|DSEC	LOC118468440|XP_035795095.1|AALB
OG0003776	LOC6607909|XP_002032663.1|DSEC	LOC118464736|XP_035788231.1|AALB
OG0003777	LOC6608107|XP_002032855.1|DSEC	LOC118466911|XP_035792669.1|AALB
OG0003778	LOC6608665|XP_002033398.2|DSEC	LOC118464027|XP_035786976.1|AALB
OG0003779	LOC6610095|XP_032572783.1|DSEC	LOC118465806|XP_035790269.1|AALB
OG0003780	LOC6609589|XP_002034266.1|DSEC	LOC118465900|XP_035790445.1|AALB
OG0003781	LOC6619459|XP_032579786.1|DSEC	LOC118465902|XP_035790447.1|AALB
OG0003782	LOC6616015|XP_032581756.1|DSEC	LOC118466339|XP_035791359.1|AALB
OG0003783	LOC6618705|XP_002042964.1|DSEC	LOC118467165|XP_035793216.1|AALB
OG0003784	LOC6608294|XP_002033031.1|DSEC	LOC118463866|XP_035786676.1|AALB
OG0003785	LOC6620403|XP_002044612.2|DSEC	LOC118463574|XP_035786108.1|AALB
OG0003786	LOC6609749|XP_032572775.1|DSEC	LOC118464198|XP_035787250.1|AALB
OG0003787	LOC6609748|XP_032572779.1|DSEC	LOC118464200|XP_035787252.1|AALB
