Orthogroup	DSEC.longest_only	AAEG.longest_only
OG0003731	LOC6610750|XP_002035316.1|DSEC	LOC5574538|XP_001655189.2|AAEG
OG0003732	LOC6605211|XP_002030049.1|DSEC	LOC5575610|XP_021699284.1|AAEG
OG0003733	LOC6610309|XP_032574676.1|DSEC	LOC5572983|XP_001654307.2|AAEG
OG0003734	LOC6610191|XP_032575063.1|DSEC	LOC5578843|XP_021699297.1|AAEG
OG0003735	LOC6615798|XP_002040168.1|DSEC	LOC5578853|XP_021699343.1|AAEG
OG0003736	LOC6609817|XP_032571456.1|DSEC	LOC5578854|XP_001664061.1|AAEG
OG0003737	LOC6615512|XP_002039891.1|DSEC	LOC5578877|XP_001664064.2|AAEG
OG0003738	LOC6615598|XP_032572135.1|DSEC	LOC5572868|XP_001660627.2|AAEG
OG0003739	LOC6608012|XP_032570327.1|DSEC	LOC5572863|XP_021699395.1|AAEG
OG0003740	LOC6608006|XP_002032754.1|DSEC	LOC5564603|XP_021699399.1|AAEG
OG0003741	LOC6610310|XP_002034905.1|DSEC	LOC5564600|XP_001648946.1|AAEG
OG0003742	LOC6618363|XP_002042633.1|DSEC	LOC5575203|XP_001661842.1|AAEG
OG0003743	LOC6608091|XP_032570251.1|DSEC	LOC5575925|XP_021699449.1|AAEG
OG0003744	LOC6608008|XP_002032756.1|DSEC	LOC5575924|XP_001655915.2|AAEG
OG0003745	LOC6608847|XP_002033561.1|DSEC	LOC5575920|XP_001655911.1|AAEG
OG0003746	LOC6615282|XP_032572204.1|DSEC	LOC5575915|XP_021699455.1|AAEG
OG0003747	LOC6605427|XP_002030260.1|DSEC	LOC5570352|XP_021699456.1|AAEG
OG0003748	LOC6605424|XP_002030257.2|DSEC	LOC5570351|XP_021699457.1|AAEG
OG0003749	LOC6605420|XP_002030253.1|DSEC	LOC5570349|XP_001653178.1|AAEG
OG0003750	LOC6605422|XP_002030255.1|DSEC	LOC5570348|XP_021699463.1|AAEG
OG0003751	LOC6605418|XP_032573269.1|DSEC	LOC5570347|XP_021699465.1|AAEG
OG0003752	LOC6606041|XP_032575387.1|DSEC	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG
OG0003753	LOC6611056|XP_002035613.1|DSEC	LOC5570324|XP_001653151.2|AAEG
OG0003754	LOC6611052|XP_032575779.1|DSEC	LOC5570322|XP_001653149.2|AAEG
OG0003755	LOC6606044|XP_032575910.1|DSEC	LOC5578490|XP_021699523.1|AAEG
OG0003756	LOC6620412|XP_032571505.1|DSEC	LOC5570727|XP_001659319.2|AAEG
OG0003757	LOC6618894|XP_002043142.1|DSEC	LOC5574455|XP_021699561.1|AAEG
OG0003758	LOC6609839|XP_032570522.1|DSEC	LOC5576991|XP_001663093.2|AAEG
OG0003759	LOC6604901|XP_032574869.1|DSEC	LOC5576979|XP_021699583.1|AAEG
OG0003760	LOC6609650|XP_032573056.1|DSEC	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG
OG0003761	LOC6604886|XP_002029731.1|DSEC	LOC5576975|XP_001663070.2|AAEG
OG0003762	LOC6604888|XP_032573337.1|DSEC	LOC5576974|XP_021699600.1|AAEG
OG0003763	LOC6620842|XP_032574199.1|DSEC	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG
OG0003764	LOC6610967|XP_032574075.1|DSEC	LOC5574473|XP_021699619.1|AAEG
OG0003765	LOC6611198|XP_002035754.1|DSEC	LOC5574474|XP_001655133.2|AAEG
OG0003766	LOC6612452|XP_002036960.1|DSEC	LOC5567477|XP_001657450.1|AAEG
OG0003767	LOC6609305|XP_002033995.1|DSEC	LOC5570866|XP_001659377.1|AAEG
OG0003768	LOC6608644|XP_002033378.2|DSEC	LOC110676375|XP_021699654.1|AAEG
OG0003769	LOC6608639|XP_002033373.2|DSEC	LOC5570876|XP_001659386.1|AAEG
OG0003770	LOC6620113|XP_002044325.2|DSEC	LOC5578270|XP_021699665.1|AAEG
OG0003771	LOC6604847|XP_002029692.1|DSEC	LOC5578261|XP_021699680.1|AAEG
OG0003772	LOC6604987|XP_002029830.1|DSEC	LOC5569280|XP_001652813.2|AAEG
OG0003773	LOC6608432|XP_002033166.1|DSEC	LOC5569281|XP_021699682.1|AAEG
OG0003774	LOC6608426|XP_032572502.1|DSEC	LOC5575621|XP_021699693.1|AAEG
OG0003775	LOC6615038|XP_032580787.1|DSEC	LOC5576380|XP_001662596.2|AAEG
OG0003776	LOC6607909|XP_002032663.1|DSEC	LOC5569572|XP_001658638.2|AAEG
OG0003777	LOC6608107|XP_002032855.1|DSEC	LOC5567697|XP_001651861.1|AAEG
OG0003778	LOC6608665|XP_002033398.2|DSEC	LOC5567695|XP_021699793.1|AAEG
OG0003779	LOC6610095|XP_032572783.1|DSEC	LOC5565718|XP_021699822.1|AAEG
OG0003780	LOC6609589|XP_002034266.1|DSEC	LOC5574832|XP_021699838.1|AAEG
OG0003781	LOC6619459|XP_032579786.1|DSEC	LOC5574828|XP_001661659.2|AAEG
OG0003782	LOC6616015|XP_032581756.1|DSEC	LOC5574827|XP_021699848.1|AAEG
OG0003783	LOC6618705|XP_002042964.1|DSEC	LOC5574637|XP_001661554.1|AAEG
OG0003784	LOC6608294|XP_002033031.1|DSEC	LOC5574642|XP_021699899.1|AAEG
OG0003785	LOC6620403|XP_002044612.2|DSEC	LOC5574646|XP_001661565.1|AAEG
OG0003786	LOC6609749|XP_032572775.1|DSEC	LOC5572038|XP_001660145.2|AAEG
OG0003787	LOC6609748|XP_032572779.1|DSEC	LOC5572039|XP_021699913.1|AAEG
OG0003788	LOC6615824|XP_002040194.1|DSEC	LOC5572041|XP_001660149.2|AAEG
OG0003789	LOC6608042|XP_032570649.1|DSEC	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG
OG0003790	LOC6611119|XP_002035676.1|DSEC	LOC5564189|XP_001648526.1|AAEG
OG0003791	LOC6614112|XP_032577603.1|DSEC	LOC5569986|XP_021700012.1|AAEG
OG0003792	LOC6609654|XP_002034328.1|DSEC	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG
OG0003793	LOC6621366|XP_032570046.1|DSEC	LOC5575905|XP_021700119.1|AAEG
OG0003794	LOC6615536|XP_002039915.2|DSEC	LOC5575899|XP_021700127.1|AAEG
OG0003795	LOC6605693|XP_032575739.1|DSEC	LOC5578895|XP_001664101.2|AAEG
OG0003796	LOC6612732|XP_002037235.1|DSEC	LOC5576279|XP_021700136.1|AAEG
OG0003797	LOC6611269|XP_032572893.1|DSEC	LOC5565480|XP_021700166.1|AAEG
OG0003798	LOC6608360|XP_032572940.1|DSEC	LOC5570378|XP_021700169.1|AAEG
OG0003799	LOC6615579|XP_002039953.1|DSEC	LOC5570383|XP_021700181.1|AAEG
OG0003800	LOC6611277|XP_002035832.1|DSEC	LOC5568035|XP_021700198.1|AAEG
OG0003801	LOC6614765|XP_032573134.1|DSEC	LOC5580248|XP_021700214.1|AAEG
OG0003802	LOC6614775|XP_002039194.1|DSEC	LOC5580249|XP_021700218.1|AAEG
OG0003803	LOC6612729|XP_002037232.1|DSEC	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG
OG0003804	LOC6611291|XP_032583664.1|DSEC	LOC5570937|XP_021700238.1|AAEG
OG0003805	LOC6617202|XP_032576390.1|DSEC	LOC5570930|XP_021700245.1|AAEG
OG0003806	LOC6619115|XP_032572119.1|DSEC	LOC5570932|XP_001659404.1|AAEG
OG0003807	LOC6613554|XP_032571346.1|DSEC	LOC5577719|XP_021700253.1|AAEG
OG0003808	LOC6606116|XP_032573944.1|DSEC	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG
OG0003809	LOC6614607|XP_032581166.1|DSEC	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG
OG0003810	LOC6618835|XP_032571986.1|DSEC	LOC5567649|XP_021700330.1|AAEG
OG0003811	LOC6609941|XP_002034588.1|DSEC	LOC5578151|XP_001663723.2|AAEG
OG0003812	LOC6617215|XP_032583619.1|DSEC	LOC5571946|XP_021700429.1|AAEG
OG0003813	LOC6611874|XP_002036392.2|DSEC	LOC5569380|XP_021700450.1|AAEG
OG0003814	LOC6617744|XP_002042056.1|DSEC	LOC5569498|XP_021700472.1|AAEG
OG0003815	LOC6619256|XP_002043473.1|DSEC	LOC5579340|XP_001647648.2|AAEG
OG0003816	LOC6614698|XP_002039125.2|DSEC	LOC5569510|XP_001658595.1|AAEG
OG0003817	LOC6611815|XP_002036337.1|DSEC	LOC5576950|XP_001663045.1|AAEG
OG0003818	LOC6614600|XP_032583455.1|DSEC	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG
OG0003819	LOC6613297|XP_002037774.1|DSEC	LOC5577422|XP_001656497.1|AAEG
OG0003820	LOC6607163|XP_002031949.1|DSEC	LOC5578366|XP_001656937.1|AAEG
OG0003821	LOC6609145|XP_002033847.1|DSEC	LOC5578355|XP_001656925.1|AAEG
OG0003822	LOC6613624|XP_002038094.1|DSEC	LOC5566424|XP_001650824.1|AAEG
OG0003823	LOC6617418|XP_032571718.1|DSEC	LOC5566438|XP_021700561.1|AAEG
OG0003824	LOC6614707|XP_032577097.1|DSEC	LOC110676558|XP_021700624.1|AAEG
OG0003825	LOC6611711|XP_002036244.1|DSEC	LOC5570915|XP_021700627.1|AAEG
OG0003826	LOC6613474|XP_032583181.1|DSEC	LOC5570911|XP_001653388.1|AAEG
OG0003827	LOC6611811|XP_002036333.1|DSEC	LOC5570902|XP_001653379.1|AAEG
OG0003828	LOC6611814|XP_002036336.1|DSEC	LOC5570900|XP_021700654.1|AAEG
OG0003829	LOC6611256|XP_002035811.1|DSEC	LOC5570899|XP_021700658.1|AAEG
OG0003830	LOC6618267|XP_002042540.1|DSEC	LOC5572922|XP_001654255.1|AAEG
OG0003831	LOC6607364|XP_002032137.1|DSEC	LOC5572925|XP_001654260.2|AAEG
OG0003832	LOC6611442|XP_032571788.1|DSEC	LOC5572928|XP_001654263.2|AAEG
OG0003833	LOC6611444|XP_002035987.1|DSEC	LOC5572931|XP_011493072.1|AAEG
OG0003834	LOC6611460|XP_002036002.1|DSEC	LOC5574737|XP_021700707.1|AAEG
OG0003835	LOC6611384|XP_032577402.1|DSEC	LOC5571425|XP_021700750.1|AAEG
OG0003836	LOC6614631|XP_002039058.2|DSEC	LOC5566327|XP_001650716.1|AAEG
OG0003837	LOC6614629|XP_002039056.1|DSEC	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG
OG0003838	LOC6613256|XP_002037733.1|DSEC	LOC5570424|XP_001659134.1|AAEG
OG0003839	LOC6617864|XP_002042172.1|DSEC	LOC5570432|XP_001659139.1|AAEG
OG0003840	LOC6608095|XP_002032843.1|DSEC	LOC5572643|XP_001654142.1|AAEG
OG0003841	LOC6613107|XP_002037588.1|DSEC	LOC5572652|XP_001654152.1|AAEG
OG0003842	LOC6612101|XP_002036618.1|DSEC	LOC5572664|XP_021700838.1|AAEG
OG0003843	LOC6611218|XP_002035774.2|DSEC, LOC116800393|XP_032570965.1|DSEC	LOC5565770|XP_021700878.1|AAEG
OG0003844	LOC6617862|XP_032583650.1|DSEC	LOC5565771|XP_001650123.1|AAEG
OG0003845	LOC6611334|XP_032580874.1|DSEC	LOC5565769|XP_021695269.1|AAEG
OG0003846	LOC6611833|XP_032574901.1|DSEC	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG
OG0003847	LOC116803536|XP_032583135.1|DSEC	LOC5565762|XP_021700917.1|AAEG
OG0003848	LOC6616795|XP_002041132.1|DSEC	LOC5564298|XP_021700923.1|AAEG
OG0003849	LOC6608520|XP_002033254.2|DSEC	LOC5565399|XP_001649729.1|AAEG
OG0003850	LOC6611237|XP_032569811.1|DSEC	LOC5565389|XP_001649742.3|AAEG
OG0003851	LOC6610099|XP_032571235.1|DSEC	LOC5569185|XP_001652768.1|AAEG
OG0003852	LOC6613060|XP_002037543.1|DSEC	LOC5564491|XP_001648836.1|AAEG
OG0003853	LOC6609355|XP_032570546.1|DSEC	LOC5564509|XP_021701084.1|AAEG
OG0003854	LOC6614423|XP_002038856.1|DSEC	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG
OG0003855	LOC6614421|XP_002038854.2|DSEC	LOC5566966|XP_021701101.1|AAEG
OG0003856	LOC6612115|XP_002036632.1|DSEC	LOC110676661|XP_021701104.1|AAEG
OG0003857	LOC6613675|XP_032577450.1|DSEC	LOC5566516|XP_021701149.1|AAEG
OG0003858	LOC6614996|XP_002039413.2|DSEC	LOC5577280|XP_021706730.1|AAEG
OG0003859	LOC6614601|XP_032583089.1|DSEC	LOC5575679|XP_021701224.1|AAEG
OG0003860	LOC6609677|XP_002034335.1|DSEC	LOC5577025|XP_001656312.1|AAEG
OG0003861	LOC6613138|XP_002037619.1|DSEC	LOC5574497|XP_001655160.1|AAEG
OG0003862	LOC116803628|XP_032583629.1|DSEC, LOC6613588|XP_032583614.1|DSEC	LOC5574499|XP_001655162.2|AAEG
OG0003863	LOC6611790|XP_002036313.1|DSEC	LOC5574500|XP_021701250.1|AAEG
OG0003864	LOC6611789|XP_002036312.1|DSEC	LOC5574502|XP_001655165.1|AAEG
OG0003865	LOC6616978|XP_002041306.1|DSEC	LOC5574507|XP_021701271.1|AAEG
OG0003866	LOC6618276|XP_032569806.1|DSEC	LOC110673980|XP_021701277.1|AAEG
OG0003867	LOC116803538|XP_032583137.1|DSEC	LOC5578951|XP_001664130.1|AAEG
OG0003868	LOC6611967|XP_002036484.1|DSEC	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG
OG0003869	LOC6613241|XP_002037718.1|DSEC	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG
OG0003870	LOC6614558|XP_032569769.1|DSEC	LOC5564986|XP_021701355.1|AAEG
OG0003871	LOC6617725|XP_002042037.1|DSEC	LOC5564996|XP_001649341.1|AAEG
OG0003872	LOC6609623|XP_002034300.1|DSEC	LOC5568984|XP_001658271.2|AAEG
OG0003873	LOC6618246|XP_002042520.1|DSEC	LOC5568982|XP_001658273.1|AAEG
OG0003874	LOC6618269|XP_002042542.1|DSEC	LOC5568981|XP_021701391.1|AAEG
OG0003875	LOC6611922|XP_002036439.1|DSEC	LOC110676724|XP_021701400.1|AAEG
OG0003876	LOC6617392|XP_002041717.1|DSEC	LOC5578796|XP_001657170.1|AAEG
OG0003877	LOC6611395|XP_002035939.1|DSEC	LOC5578760|XP_001657128.2|AAEG
OG0003878	LOC6614602|XP_032573140.1|DSEC	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG
OG0003879	LOC6610138|XP_032575090.1|DSEC	LOC5578755|XP_001657123.1|AAEG
OG0003880	LOC6605201|XP_032574399.1|DSEC	LOC5578162|XP_021701461.1|AAEG
OG0003881	LOC6618846|XP_002043095.1|DSEC	LOC5574041|XP_021701485.1|AAEG
OG0003882	LOC6619123|XP_032570507.1|DSEC	LOC5574609|XP_021701494.1|AAEG
OG0003883	LOC6620171|XP_032582556.1|DSEC	LOC5570959|XP_001659425.2|AAEG
OG0003884	LOC6611195|XP_002035751.1|DSEC	LOC5577114|XP_021701499.1|AAEG
OG0003885	LOC6611402|XP_002035946.1|DSEC	LOC5577113|XP_001663201.1|AAEG
OG0003886	LOC6611401|XP_002035945.2|DSEC	LOC5577220|XP_001656323.1|AAEG
OG0003887	LOC6613108|XP_002037589.1|DSEC	LOC5564147|XP_021701513.1|AAEG
OG0003888	LOC6607464|XP_032579599.1|DSEC	LOC5578320|XP_021701538.1|AAEG
OG0003889	LOC6617352|XP_002041677.1|DSEC	LOC5568234|XP_001657931.2|AAEG
OG0003890	LOC6610633|XP_002035200.1|DSEC	LOC5579391|XP_001647695.2|AAEG
OG0003891	LOC6611202|XP_002035758.1|DSEC	LOC5569335|XP_001658435.2|AAEG
OG0003892	LOC6610397|XP_032576043.1|DSEC	LOC5569337|XP_001658441.1|AAEG
OG0003893	LOC6614687|XP_002039114.1|DSEC	LOC5580262|XP_001656142.2|AAEG
OG0003894	LOC6612005|XP_002036522.1|DSEC	LOC5580255|XP_001656145.1|AAEG
OG0003895	LOC6615280|XP_002039684.1|DSEC	LOC5564478|XP_021701633.1|AAEG
OG0003896	LOC6615277|XP_032571416.1|DSEC	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG
OG0003897	LOC6609591|XP_002034268.1|DSEC	LOC5574676|XP_001661589.1|AAEG
OG0003898	LOC6614656|XP_002039083.2|DSEC	LOC5565516|XP_001649871.1|AAEG
OG0003899	LOC6617257|XP_002041584.1|DSEC	LOC5572627|XP_001660492.2|AAEG
OG0003900	LOC6617328|XP_032570197.1|DSEC	LOC5566914|XP_021701727.1|AAEG
OG0003901	LOC6613674|XP_002038144.1|DSEC	LOC5566913|XP_001651326.2|AAEG
OG0003902	LOC6611494|XP_002036035.1|DSEC	LOC5566912|XP_021701729.1|AAEG
OG0003903	LOC6617808|XP_002042120.1|DSEC	LOC5566910|XP_021701732.1|AAEG
OG0003904	LOC6617809|XP_002042121.1|DSEC	LOC5566942|XP_021701730.1|AAEG
OG0003905	LOC6607806|XP_032576969.1|DSEC	LOC5566941|XP_001651320.2|AAEG
OG0003906	LOC6615495|XP_002039875.1|DSEC	LOC5577215|XP_001663311.2|AAEG
OG0003907	LOC6617307|XP_002041634.1|DSEC	LOC5577205|XP_001663301.2|AAEG
OG0003908	LOC6617308|XP_002041635.1|DSEC	LOC5578247|XP_001663771.2|AAEG
OG0003909	LOC6608600|XP_002033334.1|DSEC	LOC5573102|XP_021701809.1|AAEG
OG0003910	LOC6614278|XP_002038718.1|DSEC	LOC5573103|XP_001654410.1|AAEG
OG0003911	LOC6613389|XP_002037863.1|DSEC	LOC5571554|XP_001659778.1|AAEG
OG0003912	LOC6611383|XP_002035928.2|DSEC	LOC5571558|XP_001659780.1|AAEG
OG0003913	LOC6611188|XP_032583670.1|DSEC	LOC5579488|XP_021701836.1|AAEG
OG0003914	LOC6612128|XP_002036645.2|DSEC	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG
OG0003915	LOC6618953|XP_002043198.1|DSEC	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG
OG0003916	LOC6613682|XP_002038152.1|DSEC	LOC5578582|XP_001663974.1|AAEG
OG0003917	LOC6613483|XP_002037952.1|DSEC	LOC5574513|XP_001661482.2|AAEG
OG0003918	LOC6617688|XP_002042000.1|DSEC	LOC5564615|XP_001648965.1|AAEG
OG0003919	LOC6613212|XP_002037692.1|DSEC	LOC5565707|XP_021701922.1|AAEG
OG0003920	LOC6615555|XP_002039929.1|DSEC	LOC5577107|XP_021701929.1|AAEG
OG0003921	LOC6618183|XP_002042458.1|DSEC	LOC5577565|XP_021701958.1|AAEG
OG0003922	LOC6612117|XP_002036634.2|DSEC	LOC5564612|XP_021701961.1|AAEG
OG0003923	LOC6619452|XP_002043667.1|DSEC	LOC5569850|XP_001658744.1|AAEG
OG0003924	LOC6608972|XP_032572330.1|DSEC	LOC5569853|XP_001658748.2|AAEG
OG0003925	LOC6613430|XP_002037904.1|DSEC	LOC110676861|XP_021701992.1|AAEG
OG0003926	LOC6613437|XP_002037911.1|DSEC	LOC5569863|XP_001658759.1|AAEG
OG0003927	LOC6613058|XP_002037541.1|DSEC	LOC5579066|XP_001664223.1|AAEG
OG0003928	LOC6611712|XP_032583143.1|DSEC	LOC5563851|XP_001648170.1|AAEG
OG0003929	LOC6612124|XP_002036641.1|DSEC	LOC5573389|XP_001654560.1|AAEG
OG0003930	LOC6611475|XP_002036016.1|DSEC	LOC5573392|XP_001654565.1|AAEG
OG0003931	LOC6611425|XP_032569694.1|DSEC	LOC5573396|XP_021702068.1|AAEG
OG0003932	LOC6608267|XP_032571818.1|DSEC	LOC5573081|XP_021702121.1|AAEG
OG0003933	LOC6613384|XP_032577015.1|DSEC	LOC5567715|XP_021702146.1|AAEG
OG0003934	LOC6611737|XP_002036260.1|DSEC	LOC5568869|XP_021702147.1|AAEG
OG0003935	LOC6609356|XP_002034045.1|DSEC	LOC5567315|XP_001651750.1|AAEG
OG0003936	LOC6609357|XP_002034046.1|DSEC	LOC5567314|XP_001651749.1|AAEG
OG0003937	LOC6608084|XP_002032832.1|DSEC	LOC5570833|XP_021702175.1|AAEG
OG0003938	LOC6613421|XP_032574085.1|DSEC	LOC5570830|XP_021702177.1|AAEG
OG0003939	LOC6613458|XP_002037930.1|DSEC	LOC5570829|XP_021702178.1|AAEG
OG0003940	LOC6613415|XP_002037889.1|DSEC	LOC5570827|XP_001653335.1|AAEG
OG0003941	LOC6613418|XP_002037892.1|DSEC	LOC5570828|XP_001653334.1|AAEG
OG0003942	LOC6611588|XP_002036125.1|DSEC	LOC5565708|XP_021702207.1|AAEG
OG0003943	LOC6613424|XP_002037898.1|DSEC	LOC5580320|XP_021702225.1|AAEG
OG0003944	LOC6617736|XP_002042048.1|DSEC	LOC5573510|XP_001654647.1|AAEG
OG0003945	LOC6615734|XP_002040105.1|DSEC	LOC5577630|XP_001656628.1|AAEG
OG0003946	LOC6614672|XP_002039099.1|DSEC	LOC5575174|XP_021702277.1|AAEG
OG0003947	LOC6614661|XP_002039088.1|DSEC	LOC5575166|XP_021702282.1|AAEG
OG0003948	LOC6614494|XP_002038927.1|DSEC	LOC5575152|XP_001655529.2|AAEG
OG0003949	LOC6614495|XP_032583303.1|DSEC	LOC5575149|XP_021702305.1|AAEG
OG0003950	LOC6613567|XP_002038035.2|DSEC	LOC5566375|XP_021702361.1|AAEG
OG0003951	LOC6613561|XP_032580966.1|DSEC	LOC5566382|XP_021702373.1|AAEG
OG0003952	LOC6612142|XP_002036659.1|DSEC	LOC5569445|XP_001658534.2|AAEG
OG0003953	LOC6611453|XP_002035995.1|DSEC	LOC5569441|XP_021702400.1|AAEG
OG0003954	LOC6610756|XP_002035322.2|DSEC	LOC110675215|XP_021695327.1|AAEG
OG0003955	LOC6611988|XP_032570864.1|DSEC	LOC5577298|XP_021695328.1|AAEG, LOC5577305|XP_021697710.1|AAEG
OG0003956	LOC6614555|XP_032574138.1|DSEC	LOC5572437|XP_021702429.1|AAEG
OG0003957	LOC6604851|XP_002029696.1|DSEC	LOC5572444|XP_021702450.1|AAEG
OG0003958	LOC6617921|XP_002042229.2|DSEC	LOC5572452|XP_001660397.2|AAEG
OG0003959	LOC6615263|XP_032570978.1|DSEC	LOC5565328|XP_021702492.1|AAEG
OG0003960	LOC116803495|XP_032583081.1|DSEC, LOC6620332|XP_032581598.1|DSEC	LOC5565312|XP_001649660.1|AAEG
OG0003961	LOC6611579|XP_002036117.1|DSEC	LOC5565323|XP_001649651.1|AAEG
OG0003962	LOC6613442|XP_002037916.1|DSEC	LOC5565318|XP_001649644.1|AAEG
OG0003963	LOC6614642|XP_032575278.1|DSEC	LOC5566802|XP_001651210.2|AAEG
OG0003964	LOC6621131|XP_002045310.1|DSEC	LOC5566808|XP_001651217.2|AAEG
OG0003965	LOC6611616|XP_032582900.1|DSEC	LOC5576029|XP_021702590.1|AAEG
OG0003966	LOC6620730|XP_032577029.1|DSEC	LOC5576033|XP_001655974.1|AAEG
OG0003967	LOC6615386|XP_032572739.1|DSEC	LOC5564541|XP_021702637.1|AAEG
OG0003968	LOC6615384|XP_032572753.1|DSEC	LOC5564542|XP_021702650.1|AAEG
OG0003969	LOC6609587|XP_002034264.1|DSEC	LOC5579501|XP_021702670.1|AAEG
OG0003970	LOC6617254|XP_002041581.2|DSEC	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG
OG0003971	LOC6611953|XP_032577235.1|DSEC	LOC5577549|XP_021702790.1|AAEG
OG0003972	LOC6605735|XP_002030551.2|DSEC	LOC5577548|XP_001656564.1|AAEG
OG0003973	LOC6618893|XP_002043141.1|DSEC	LOC5577542|XP_001656558.1|AAEG
OG0003974	LOC6608749|XP_002033472.1|DSEC	LOC23687576|XP_011493724.1|AAEG
OG0003975	LOC6611757|XP_032583156.1|DSEC	LOC5577896|XP_021702830.1|AAEG
OG0003976	LOC6614702|XP_002039129.1|DSEC	LOC5580034|XP_001660687.1|AAEG
OG0003977	LOC6617856|XP_002042164.1|DSEC	LOC5580036|XP_001660686.1|AAEG
OG0003978	LOC6618396|XP_002042666.1|DSEC	LOC5573243|XP_001654452.1|AAEG
OG0003979	LOC6612018|XP_002036535.1|DSEC	LOC5573252|XP_001654462.1|AAEG
OG0003980	LOC6606290|XP_002031095.1|DSEC	LOC5573253|XP_001654463.1|AAEG
OG0003981	LOC6617741|XP_032569781.1|DSEC	LOC23687788|XP_011493540.1|AAEG
OG0003982	LOC6614689|XP_032583000.1|DSEC	LOC5573254|XP_021702922.1|AAEG
OG0003983	LOC6611396|XP_002035940.1|DSEC	LOC5573255|XP_001654466.1|AAEG
OG0003984	LOC6614635|XP_002039062.1|DSEC	LOC5579234|XP_021702950.1|AAEG
OG0003985	LOC6621705|XP_032583728.1|DSEC	LOC5579235|XP_021702955.1|AAEG
OG0003986	LOC6611517|XP_002036058.2|DSEC	LOC5564833|XP_021703001.1|AAEG
OG0003987	LOC6611518|XP_032573661.1|DSEC	LOC5564852|XP_021703004.1|AAEG
OG0003988	LOC6613448|XP_032574880.1|DSEC	LOC5569075|XP_001658305.2|AAEG
OG0003989	LOC6617715|XP_002042027.1|DSEC	LOC5569078|XP_021703045.1|AAEG
OG0003990	LOC6611328|XP_002035875.1|DSEC	LOC5567981|XP_001657802.1|AAEG
OG0003991	LOC6613358|XP_032569734.1|DSEC	LOC5567979|XP_021703064.1|AAEG
OG0003992	LOC6613354|XP_002037828.2|DSEC	LOC5567974|XP_001657796.2|AAEG
OG0003993	LOC6613339|XP_002037815.1|DSEC	LOC110675225|XP_021695345.1|AAEG
OG0003994	LOC6612638|XP_002037142.1|DSEC	LOC110677016|XP_021703090.1|AAEG
OG0003995	LOC6608971|XP_002033685.1|DSEC	LOC5572772|XP_001660592.2|AAEG
OG0003996	LOC6608260|XP_002033004.1|DSEC	LOC5573701|XP_001661019.1|AAEG
OG0003997	LOC6611521|XP_032570100.1|DSEC	LOC5573693|XP_001661022.2|AAEG
OG0003998	LOC6620416|XP_032572643.1|DSEC	LOC5568927|XP_021703191.1|AAEG
OG0003999	LOC6620234|XP_002044442.1|DSEC	LOC5568918|XP_001658243.1|AAEG
OG0004000	LOC6619736|XP_002043951.1|DSEC	LOC5573202|XP_001660743.2|AAEG
OG0004001	LOC6613003|XP_032570506.1|DSEC	LOC5573173|XP_021703270.1|AAEG
OG0004002	LOC6614779|XP_002039198.1|DSEC	LOC5573180|XP_001660797.2|AAEG
OG0004003	LOC6612134|XP_032572461.1|DSEC	LOC5578840|XP_021703302.1|AAEG
OG0004004	LOC6611631|XP_032580199.1|DSEC	LOC5578838|XP_001657197.2|AAEG
OG0004005	LOC6613494|XP_032572751.1|DSEC	LOC5578837|XP_021703325.1|AAEG
OG0004006	LOC6618178|XP_002042453.1|DSEC	LOC5573934|XP_001654970.1|AAEG
OG0004007	LOC6613240|XP_002037717.1|DSEC	LOC5573938|XP_001654974.1|AAEG
OG0004008	LOC6617219|XP_032583636.1|DSEC	LOC5573942|XP_021703389.1|AAEG
OG0004009	LOC6613092|XP_002037575.2|DSEC	LOC5569871|XP_001658768.2|AAEG
OG0004010	LOC6611217|XP_032581690.1|DSEC	LOC5575569|XP_021703476.1|AAEG
