Orthogroup	DSEC.longest_only	ASTE.longest_only
OG0004083	LOC116801434|XP_032576831.1|DSEC	LOC118505659|XP_035897643.1|ASTE
OG0004084	LOC6619372|XP_032573924.1|DSEC	LOC118505660|XP_035897645.1|ASTE
OG0004085	LOC6616844|XP_002041180.1|DSEC	LOC118505682|XP_035897708.1|ASTE
OG0004086	LOC6617160|XP_032577787.1|DSEC	LOC118504924|XP_035895902.1|ASTE
OG0004087	LOC6617601|XP_032581063.1|DSEC	LOC118506727|XP_035900157.1|ASTE
OG0004088	LOC6617134|XP_002041461.1|DSEC	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE
OG0004089	LOC6618998|XP_002043243.2|DSEC	LOC118505535|XP_035897343.1|ASTE
OG0004090	LOC6607726|XP_032579116.1|DSEC	LOC118505503|XP_035897264.1|ASTE
OG0004092	LOC6618946|XP_002043189.1|DSEC	LOC118505513|XP_035897305.1|ASTE
OG0004094	LOC6612547|XP_002037055.1|DSEC	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE
OG0004095	LOC116801474|XP_032577178.1|DSEC	LOC118504505|XP_035894925.1|ASTE
OG0004096	LOC6617161|XP_002041488.1|DSEC	LOC118504495|XP_035894911.1|ASTE
OG0004097	LOC6605523|XP_002030356.1|DSEC	LOC118507624|XP_035902239.1|ASTE
OG0004098	LOC6616850|XP_002041186.1|DSEC	LOC118507620|XP_035902231.1|ASTE
OG0004099	LOC6613867|XP_032577875.1|DSEC	LOC118507116|XP_035901013.1|ASTE
OG0004100	LOC6613878|XP_032577815.1|DSEC	LOC118507121|XP_035901019.1|ASTE
OG0004101	LOC6613882|XP_002038351.1|DSEC	LOC118507123|XP_035901024.1|ASTE
OG0004102	LOC6613884|XP_032579257.1|DSEC	LOC118507136|XP_035901059.1|ASTE
OG0004103	LOC6617017|XP_002041345.1|DSEC	LOC118507135|XP_035901057.1|ASTE
OG0004104	LOC6607577|XP_032577966.1|DSEC	LOC118507137|XP_035901060.1|ASTE
OG0004105	LOC6605841|XP_002030655.2|DSEC	LOC118505647|XP_035897622.1|ASTE
OG0004106	LOC6616460|XP_002040821.1|DSEC	LOC118504714|XP_035895444.1|ASTE
OG0004107	LOC6610506|XP_002035086.1|DSEC	LOC118504704|XP_035895430.1|ASTE
OG0004108	LOC6606295|XP_002031100.1|DSEC	LOC118504697|XP_035895418.1|ASTE
OG0004109	LOC6607727|XP_002032490.2|DSEC	LOC118504699|XP_035895421.1|ASTE
OG0004110	LOC6616538|XP_002040897.1|DSEC	LOC118504700|XP_035895422.1|ASTE
OG0004111	LOC6616957|XP_032579160.1|DSEC	LOC118504576|XP_035895110.1|ASTE
OG0004112	LOC6617038|XP_032576246.1|DSEC	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE
OG0004113	LOC6615229|XP_002039635.1|DSEC	LOC118504955|XP_035895968.1|ASTE
OG0004114	LOC6612369|XP_032580402.1|DSEC	LOC118517584|XP_035919752.1|ASTE
OG0004115	LOC6612372|XP_032580395.1|DSEC	LOC118517578|XP_035919727.1|ASTE
OG0004116	LOC6616951|XP_002041279.1|DSEC	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE
OG0004117	LOC6616683|XP_002041038.1|DSEC	LOC118506503|XP_035899611.1|ASTE
OG0004118	LOC6609633|XP_002034310.1|DSEC	LOC118505320|XP_035896858.1|ASTE
OG0004119	LOC6616657|XP_002041014.1|DSEC	LOC118517516|XP_035919634.1|ASTE
OG0004120	LOC6606282|XP_032578989.1|DSEC	LOC118503648|XP_035893057.1|ASTE
OG0004121	LOC6610833|XP_032574794.1|DSEC	LOC118505521|XP_035897314.1|ASTE
OG0004122	LOC6606304|XP_032577085.1|DSEC	LOC118505496|XP_035897249.1|ASTE
OG0004123	LOC6614332|XP_002038772.2|DSEC	LOC118505466|XP_035897168.1|ASTE
OG0004124	LOC6618620|XP_002042879.1|DSEC	LOC118506654|XP_035899961.1|ASTE
OG0004125	LOC6612808|XP_032579157.1|DSEC	LOC118506292|XP_035899117.1|ASTE
OG0004126	LOC6612800|XP_002037301.1|DSEC	LOC118503650|XP_035893062.1|ASTE
OG0004127	LOC6611898|XP_002036415.1|DSEC	LOC118507726|XP_035902573.1|ASTE
OG0004128	LOC6616697|XP_002041052.1|DSEC	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE
OG0004129	LOC6608717|XP_032570256.1|DSEC	LOC118507635|XP_035902252.1|ASTE
OG0004130	LOC6615076|XP_032581047.1|DSEC	LOC118506342|XP_035899218.1|ASTE
OG0004131	LOC6606158|XP_002030966.1|DSEC	LOC118502610|XP_035890870.1|ASTE
OG0004132	LOC6610542|XP_002035122.1|DSEC	LOC118502608|XP_035890866.1|ASTE
OG0004133	LOC6617692|XP_002042004.1|DSEC	LOC118502604|XP_035890861.1|ASTE
OG0004134	LOC6619633|XP_002043848.1|DSEC	LOC118502589|XP_035890833.1|ASTE
OG0004135	LOC6619286|XP_032579000.1|DSEC	LOC118508524|XP_035904276.1|ASTE
OG0004136	LOC6614322|XP_002038762.1|DSEC	LOC118517519|XP_035919641.1|ASTE
OG0004137	LOC6608434|XP_002033168.1|DSEC	LOC118507016|XP_035900846.1|ASTE
OG0004138	LOC6605975|XP_002030787.1|DSEC	LOC118507025|XP_035900868.1|ASTE
OG0004139	LOC6616229|XP_002040594.1|DSEC	LOC118507024|XP_035900867.1|ASTE
OG0004140	LOC6618956|XP_002043201.1|DSEC	LOC118507062|XP_035900933.1|ASTE
OG0004141	LOC6610067|XP_032571303.1|DSEC	LOC118504344|XP_035894598.1|ASTE
OG0004142	LOC116801963|XP_032580255.1|DSEC	LOC118507677|XP_035902360.1|ASTE
OG0004143	LOC6606662|XP_002031462.1|DSEC	LOC118508546|XP_035904328.1|ASTE
OG0004145	LOC6604852|XP_002029697.1|DSEC	LOC118507764|XP_035902674.1|ASTE
OG0004146	LOC6606197|XP_002031005.1|DSEC	LOC118507113|XP_035901008.1|ASTE
OG0004147	LOC6611892|XP_002036409.1|DSEC	LOC118504360|XP_035894645.1|ASTE
OG0004148	LOC6606630|XP_032577123.1|DSEC	LOC118504589|XP_035895136.1|ASTE
OG0004149	LOC6614328|XP_002038768.1|DSEC	LOC118504602|XP_035895159.1|ASTE
OG0004150	LOC6606313|XP_002031118.1|DSEC	LOC118506521|XP_035899651.1|ASTE
OG0004151	LOC6621959|XP_032577765.1|DSEC	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE
OG0004152	LOC6613945|XP_032576371.1|DSEC	LOC118508264|XP_035903788.1|ASTE
OG0004153	LOC6608658|XP_032573065.1|DSEC	LOC118508270|XP_035903804.1|ASTE
OG0004154	LOC6605960|XP_032574435.1|DSEC	LOC118508273|XP_035903807.1|ASTE
OG0004155	LOC6606205|XP_002031013.1|DSEC	LOC118503212|XP_035892095.1|ASTE
OG0004156	LOC6606323|XP_002031128.1|DSEC	LOC118503217|XP_035892103.1|ASTE
OG0004157	LOC6614980|XP_002039397.2|DSEC	LOC118503219|XP_035892105.1|ASTE
OG0004158	LOC6610249|XP_002034844.1|DSEC	LOC118504761|XP_035895582.1|ASTE
OG0004159	LOC6619691|XP_002043906.2|DSEC	LOC118504763|XP_035895584.1|ASTE
OG0004160	LOC6610416|XP_002034998.1|DSEC	LOC118504765|XP_035895588.1|ASTE
OG0004161	LOC6606901|XP_032577844.1|DSEC	LOC118502359|XP_035890461.1|ASTE
OG0004162	LOC6607105|XP_002031893.2|DSEC	LOC118505833|XP_035898081.1|ASTE
OG0004163	LOC6607071|XP_002031859.1|DSEC	LOC118502781|XP_035891271.1|ASTE
OG0004164	LOC6613836|XP_032577675.1|DSEC	LOC118506718|XP_035900124.1|ASTE
OG0004165	LOC6615432|XP_002039814.1|DSEC	LOC118505389|XP_035896993.1|ASTE
OG0004166	LOC6615813|XP_002040183.1|DSEC	LOC118506148|XP_035898794.1|ASTE
OG0004167	LOC6607234|XP_002032015.1|DSEC	LOC118503707|XP_035893163.1|ASTE
OG0004168	LOC6607782|XP_002032541.1|DSEC	LOC118507092|XP_035900974.1|ASTE
OG0004169	LOC6618969|XP_032581316.1|DSEC	LOC118506210|XP_035898920.1|ASTE
OG0004170	LOC6617659|XP_002041972.1|DSEC	LOC118504764|XP_035895585.1|ASTE
OG0004171	LOC6612418|XP_032581214.1|DSEC	LOC118504766|XP_035895589.1|ASTE
OG0004172	LOC6617929|XP_002042237.2|DSEC	LOC118507665|XP_035902334.1|ASTE
OG0004174	LOC6609016|XP_032572713.1|DSEC	LOC118503265|XP_035892202.1|ASTE
OG0004175	LOC6609524|XP_002034208.1|DSEC	LOC118508551|XP_035904334.1|ASTE
OG0004176	LOC6604863|XP_032574944.1|DSEC	LOC118502587|XP_035890831.1|ASTE
OG0004177	LOC6606325|XP_032579015.1|DSEC	LOC118508525|XP_035904286.1|ASTE
OG0004178	LOC6616696|XP_032576763.1|DSEC	LOC118507703|XP_035902468.1|ASTE
OG0004179	LOC6616093|XP_002040458.1|DSEC	LOC118503010|XP_035891719.1|ASTE
OG0004180	LOC6619035|XP_032578208.1|DSEC	LOC118502987|XP_035891672.1|ASTE
OG0004181	LOC6607628|XP_032576422.1|DSEC	LOC118506967|XP_035900695.1|ASTE
OG0004182	LOC6605431|XP_032573138.1|DSEC	LOC118505695|XP_035897728.1|ASTE
OG0004183	LOC6605430|XP_002030263.2|DSEC	LOC118505696|XP_035897734.1|ASTE
OG0004184	LOC6610719|XP_002035285.1|DSEC	LOC118507627|XP_035902241.1|ASTE
OG0004185	LOC6617789|XP_032580935.1|DSEC	LOC118514121|XP_035916600.1|ASTE
OG0004186	LOC6616040|XP_002040406.1|DSEC	LOC118507590|XP_035902146.1|ASTE
OG0004187	LOC6606715|XP_002031514.1|DSEC	LOC118507583|XP_035902137.1|ASTE
OG0004188	LOC6606291|XP_032576267.1|DSEC	LOC118507705|XP_035902489.1|ASTE
OG0004189	LOC6606289|XP_002031094.1|DSEC	LOC118507711|XP_035902499.1|ASTE
OG0004190	LOC6614229|XP_002038674.2|DSEC	LOC118507723|XP_035902567.1|ASTE
OG0004191	LOC6614226|XP_002038671.1|DSEC	LOC118507725|XP_035902571.1|ASTE
OG0004192	LOC6619101|XP_002043341.1|DSEC	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE
OG0004193	LOC6617551|XP_002041865.2|DSEC	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE
OG0004194	LOC6616643|XP_002041000.1|DSEC	LOC118508426|XP_035904095.1|ASTE
OG0004195	LOC6621086|XP_032580021.1|DSEC	LOC118507941|XP_035903152.1|ASTE
OG0004196	LOC6612647|XP_032576904.1|DSEC	LOC118507939|XP_035903147.1|ASTE
OG0004197	LOC6606824|XP_002031621.1|DSEC	LOC118507950|XP_035903168.1|ASTE
OG0004198	LOC6613852|XP_002038321.1|DSEC	LOC118502650|XP_035890992.1|ASTE
OG0004199	LOC6616894|XP_032578018.1|DSEC	LOC118506988|XP_035900753.1|ASTE
OG0004200	LOC6615434|XP_032571708.1|DSEC	LOC118502793|XP_035891288.1|ASTE
OG0004201	LOC6612657|XP_002037161.1|DSEC	LOC118502795|XP_035891295.1|ASTE
OG0004202	LOC6607485|XP_002032254.1|DSEC	LOC118502799|XP_035891306.1|ASTE
OG0004203	LOC6606157|XP_002030965.1|DSEC	LOC118502800|XP_035891307.1|ASTE
OG0004204	LOC6619376|XP_002043592.2|DSEC	LOC118506925|XP_035900618.1|ASTE
OG0004205	LOC6605726|XP_032573806.1|DSEC	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE
OG0004206	LOC6620392|XP_032576899.1|DSEC	LOC118506558|XP_035899771.1|ASTE
OG0004207	LOC6620393|XP_002044601.1|DSEC	LOC118506559|XP_035899772.1|ASTE
OG0004208	LOC6606807|XP_002031604.1|DSEC	LOC118506565|XP_035899780.1|ASTE
OG0004209	LOC6607798|XP_032577180.1|DSEC	LOC118504314|XP_035894514.1|ASTE
OG0004210	LOC6620026|XP_002044238.2|DSEC	LOC118506692|XP_035900057.1|ASTE
OG0004211	LOC6617397|XP_002041722.1|DSEC	LOC118506686|XP_035900049.1|ASTE
OG0004212	LOC6607103|XP_002031891.1|DSEC	LOC118506734|XP_035900166.1|ASTE
OG0004213	LOC6607193|XP_002031977.2|DSEC	LOC118505062|XP_035896233.1|ASTE
OG0004214	LOC6615321|XP_002039722.1|DSEC	LOC118505258|XP_035896709.1|ASTE
OG0004215	LOC6609315|XP_002034004.2|DSEC	LOC118504502|XP_035894921.1|ASTE
OG0004216	LOC6605674|XP_002030492.2|DSEC	LOC118508360|XP_035903971.1|ASTE
OG0004217	LOC6610870|XP_032574646.1|DSEC	LOC118508355|XP_035903952.1|ASTE
OG0004218	LOC6614785|XP_002039205.1|DSEC	LOC118505413|XP_035897055.1|ASTE
OG0004219	LOC6607228|XP_002032012.1|DSEC	LOC118507682|XP_035902375.1|ASTE
OG0004220	LOC6606185|XP_032576325.1|DSEC	LOC118508358|XP_035903955.1|ASTE
OG0004221	LOC6620047|XP_002044259.1|DSEC	LOC118506423|XP_035899413.1|ASTE
OG0004222	LOC6606746|XP_002031543.1|DSEC	LOC118506425|XP_035899418.1|ASTE
OG0004223	LOC6621609|XP_032576913.1|DSEC	LOC118503185|XP_035892056.1|ASTE
OG0004224	LOC6613959|XP_032578443.1|DSEC	LOC118503184|XP_035892053.1|ASTE
OG0004225	LOC6612375|XP_002036884.1|DSEC	LOC118503188|XP_035892062.1|ASTE
OG0004226	LOC6616883|XP_002041219.2|DSEC	LOC118505803|XP_035898036.1|ASTE
OG0004227	LOC6606161|XP_032577587.1|DSEC	LOC118506219|XP_035898945.1|ASTE
OG0004228	LOC6621669|XP_032577589.1|DSEC	LOC118504310|XP_035894505.1|ASTE
OG0004230	LOC6620155|XP_032580340.1|DSEC	LOC118503248|XP_035892166.1|ASTE
OG0004231	LOC6610730|XP_002035296.1|DSEC	LOC118505397|XP_035897018.1|ASTE
OG0004232	LOC6610733|XP_032575681.1|DSEC	LOC118505399|XP_035897023.1|ASTE
OG0004233	LOC6610734|XP_032575680.1|DSEC	LOC118505398|XP_035897019.1|ASTE
OG0004234	LOC6610746|XP_032575316.1|DSEC	LOC118508510|XP_035904244.1|ASTE
OG0004235	LOC6616168|XP_032580991.1|DSEC	LOC118508508|XP_035904239.1|ASTE
OG0004236	LOC6616637|XP_002040994.1|DSEC	LOC118506870|XP_035900499.1|ASTE
OG0004237	LOC6614276|XP_032577752.1|DSEC	LOC118507935|XP_035903132.1|ASTE
OG0004238	LOC6616677|XP_002041032.1|DSEC	LOC118503616|XP_035892994.1|ASTE
OG0004239	LOC6620037|XP_002044249.1|DSEC	LOC118503618|XP_035892996.1|ASTE
OG0004240	LOC6613913|XP_002038378.1|DSEC	LOC118506161|XP_035898826.1|ASTE
OG0004241	LOC6607183|XP_032576605.1|DSEC	LOC118504248|XP_035894367.1|ASTE
OG0004242	LOC6607166|XP_002031952.1|DSEC	LOC118504249|XP_035894368.1|ASTE
OG0004243	LOC6610861|XP_002035427.1|DSEC	LOC118504991|XP_035896062.1|ASTE
OG0004244	LOC6616642|XP_002040999.1|DSEC	LOC118505012|XP_035896093.1|ASTE
OG0004245	LOC6610299|XP_002034894.1|DSEC	LOC118506325|XP_035899174.1|ASTE
OG0004246	LOC6605301|XP_032573546.1|DSEC	LOC118504322|XP_035894543.1|ASTE
OG0004247	LOC6616129|XP_002040494.1|DSEC	LOC118505070|XP_035896246.1|ASTE
OG0004248	LOC6610084|XP_002034700.1|DSEC	LOC118505096|XP_035896291.1|ASTE
OG0004249	LOC6610136|XP_002034745.1|DSEC	LOC118505010|XP_035896091.1|ASTE
OG0004250	LOC6617852|XP_032578589.1|DSEC	LOC118504992|XP_035896063.1|ASTE
OG0004251	LOC6615875|XP_032582570.1|DSEC	LOC118504980|XP_035896016.1|ASTE
OG0004252	LOC6607100|XP_002031888.1|DSEC	LOC118504981|XP_035896027.1|ASTE
OG0004253	LOC6607204|XP_002031988.1|DSEC	LOC118507563|XP_035902077.1|ASTE
OG0004254	LOC6615028|XP_002039445.1|DSEC	LOC118504382|XP_035894686.1|ASTE
OG0004255	LOC6613132|XP_032569775.1|DSEC	LOC118502881|XP_035891493.1|ASTE
OG0004257	LOC6612779|XP_032579056.1|DSEC	LOC118506328|XP_035899183.1|ASTE
OG0004258	LOC6619680|XP_032577202.1|DSEC	LOC118507082|XP_035900958.1|ASTE
OG0004259	LOC6609468|XP_032570881.1|DSEC	LOC118507083|XP_035900960.1|ASTE
OG0004260	LOC6613856|XP_032576188.1|DSEC	LOC118505153|XP_035896431.1|ASTE
OG0004261	LOC6613956|XP_002038420.1|DSEC	LOC118505167|XP_035896466.1|ASTE
OG0004262	LOC6607762|XP_002032525.1|DSEC	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE
OG0004263	LOC6619086|XP_002043326.1|DSEC	LOC118510984|XP_035909384.1|ASTE
OG0004264	LOC6614300|XP_032578747.1|DSEC	LOC118510977|XP_035909371.1|ASTE
OG0004265	LOC6614223|XP_002038668.1|DSEC	LOC118510946|XP_035909277.1|ASTE
OG0004266	LOC6606169|XP_032578816.1|DSEC	LOC118502502|XP_035890628.1|ASTE
OG0004267	LOC6607068|XP_002031856.1|DSEC	LOC118504237|XP_035894352.1|ASTE
OG0004268	LOC6608710|XP_032571249.1|DSEC	LOC118504267|XP_035894389.1|ASTE
OG0004269	LOC6609403|XP_002034088.1|DSEC	LOC118505815|XP_035898053.1|ASTE
OG0004270	LOC116800675|XP_032572861.1|DSEC	LOC118508278|XP_035903812.1|ASTE
OG0004271	LOC6608967|XP_002033681.1|DSEC	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE
OG0004272	LOC6606832|XP_002031629.1|DSEC	LOC118505799|XP_035898027.1|ASTE
OG0004273	LOC6606668|XP_002031468.1|DSEC	LOC118505798|XP_035898026.1|ASTE
OG0004274	LOC6617549|XP_002041863.1|DSEC	LOC118507972|XP_035903197.1|ASTE
OG0004275	LOC6619885|XP_002044097.1|DSEC	LOC118512407|XP_035912692.1|ASTE
OG0004276	LOC6604797|XP_002029648.1|DSEC	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE
OG0004278	LOC6618642|XP_002042901.1|DSEC	LOC118506006|XP_035898484.1|ASTE
OG0004279	LOC6617300|XP_002041627.1|DSEC	LOC118506015|XP_035898494.1|ASTE
OG0004280	LOC6612412|XP_032582421.1|DSEC	LOC118506020|XP_035898499.1|ASTE
OG0004281	LOC6608136|XP_002032882.1|DSEC	LOC118504065|XP_035893996.1|ASTE
OG0004282	LOC6609504|XP_002034188.1|DSEC	LOC118507240|XP_035901385.1|ASTE
OG0004283	LOC6609505|XP_002034189.1|DSEC	LOC118507297|XP_035901554.1|ASTE
OG0004284	LOC116800655|XP_032572691.1|DSEC	LOC118517628|XP_035919832.1|ASTE
OG0004285	LOC6607649|XP_002032414.1|DSEC	LOC118505779|XP_035897949.1|ASTE
OG0004286	LOC6605320|XP_002030157.1|DSEC	LOC118503484|XP_035892679.1|ASTE
OG0004287	LOC6605319|XP_032575602.1|DSEC	LOC118503487|XP_035892682.1|ASTE
OG0004288	LOC6605311|XP_002030149.1|DSEC	LOC118504005|XP_035893854.1|ASTE
OG0004289	LOC6619393|XP_032575539.1|DSEC	LOC118504052|XP_035893963.1|ASTE
OG0004290	LOC6609114|XP_002033816.1|DSEC	LOC118503473|XP_035892663.1|ASTE
OG0004291	LOC6609169|XP_002033871.1|DSEC	LOC118503543|XP_035892836.1|ASTE
OG0004292	LOC116801063|XP_032574407.1|DSEC	LOC118505280|XP_035896743.1|ASTE
OG0004293	LOC6605838|XP_002030652.1|DSEC	LOC118505283|XP_035896757.1|ASTE
OG0004294	LOC6605723|XP_002030539.1|DSEC	LOC118503422|XP_035892552.1|ASTE
OG0004295	LOC6605722|XP_032574285.1|DSEC	LOC118503416|XP_035892544.1|ASTE
OG0004296	LOC6605720|XP_002030536.1|DSEC	LOC118503414|XP_035892541.1|ASTE
OG0004297	LOC6618791|XP_002043041.1|DSEC	LOC118507918|XP_035903112.1|ASTE
OG0004298	LOC6608211|XP_002032956.1|DSEC	LOC118507235|XP_035901378.1|ASTE
OG0004299	LOC6609065|XP_032570394.1|DSEC	LOC118507230|XP_035901303.1|ASTE
OG0004300	LOC6610086|XP_002034702.1|DSEC	LOC118505972|XP_035898414.1|ASTE
OG0004301	LOC6611126|XP_002035683.1|DSEC	LOC118505969|XP_035898406.1|ASTE
OG0004302	LOC6609392|XP_032571931.1|DSEC	LOC118508024|XP_035903307.1|ASTE
OG0004303	LOC6608390|XP_002033124.1|DSEC	LOC118504748|XP_035895537.1|ASTE
OG0004304	LOC6609626|XP_032572256.1|DSEC	LOC118504749|XP_035895538.1|ASTE
OG0004305	LOC6608993|XP_032573102.1|DSEC	LOC118503523|XP_035892776.1|ASTE
OG0004306	LOC6608760|XP_002033483.1|DSEC	LOC118508027|XP_035903319.1|ASTE
OG0004307	LOC6609072|XP_002033775.2|DSEC	LOC118503971|XP_035893788.1|ASTE
OG0004308	LOC6615810|XP_032572829.1|DSEC	LOC118503979|XP_035893807.1|ASTE
OG0004309	LOC6604958|XP_002029801.1|DSEC	LOC118507993|XP_035903255.1|ASTE
OG0004310	LOC6608241|XP_032572511.1|DSEC	LOC118503500|XP_035892727.1|ASTE
OG0004311	LOC6616257|XP_002040621.1|DSEC	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE
OG0004312	LOC6613036|XP_032572288.1|DSEC	LOC118512403|XP_035912682.1|ASTE
OG0004313	LOC6619187|XP_032570355.1|DSEC	LOC118503960|XP_035893746.1|ASTE
OG0004314	LOC6615406|XP_002039788.1|DSEC	LOC118504023|XP_035893894.1|ASTE
OG0004315	LOC6618798|XP_002043047.1|DSEC	LOC118504029|XP_035893902.1|ASTE
OG0004316	LOC6608420|XP_032571509.1|DSEC	LOC118505842|XP_035898095.1|ASTE
OG0004317	LOC6608135|XP_002032881.1|DSEC	LOC118507927|XP_035903123.1|ASTE
OG0004318	LOC6613044|XP_002037527.2|DSEC	LOC118503447|XP_035892605.1|ASTE
OG0004319	LOC6608883|XP_032572138.1|DSEC	LOC118503931|XP_035893670.1|ASTE
OG0004320	LOC6607431|XP_002032200.2|DSEC	LOC118503915|XP_035893605.1|ASTE
OG0004321	LOC6611689|XP_002036223.1|DSEC	LOC118505977|XP_035898425.1|ASTE
OG0004322	LOC6613763|XP_032578093.1|DSEC	LOC118504151|XP_035894169.1|ASTE
OG0004323	LOC6610334|XP_002034920.2|DSEC	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE
OG0004324	LOC6618252|XP_002042526.1|DSEC	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE
OG0004325	LOC6615628|XP_002040002.1|DSEC	LOC118506064|XP_035898610.1|ASTE
OG0004326	LOC6615629|XP_002040003.2|DSEC	LOC118506046|XP_035898570.1|ASTE
OG0004327	LOC6620724|XP_002044928.1|DSEC	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE
OG0004328	LOC6615737|XP_002040108.1|DSEC	LOC118508201|XP_035903661.1|ASTE
OG0004329	LOC6613020|XP_032570954.1|DSEC	LOC118508191|XP_035903645.1|ASTE
OG0004330	LOC6609639|XP_002034316.1|DSEC	LOC118508180|XP_035903631.1|ASTE
OG0004331	LOC6621150|XP_002045329.2|DSEC	LOC118508172|XP_035903614.1|ASTE
OG0004332	LOC6611865|XP_002036387.1|DSEC	LOC118505308|XP_035896838.1|ASTE
OG0004333	LOC6614435|XP_002038868.1|DSEC	LOC118505331|XP_035896872.1|ASTE
OG0004334	LOC6611547|XP_002036086.1|DSEC	LOC118508439|XP_035904111.1|ASTE
OG0004335	LOC6607866|XP_002032620.1|DSEC	LOC118503942|XP_035893712.1|ASTE
OG0004336	LOC6610049|XP_002034665.1|DSEC	LOC118507608|XP_035902177.1|ASTE
OG0004337	LOC6611635|XP_002036171.1|DSEC	LOC118503951|XP_035893730.1|ASTE
OG0004338	LOC6605028|XP_002029871.1|DSEC	LOC118507290|XP_035901537.1|ASTE
OG0004339	LOC6609156|XP_032570532.1|DSEC	LOC118507339|XP_035901620.1|ASTE
OG0004340	LOC6609155|XP_002033857.1|DSEC	LOC118507327|XP_035901609.1|ASTE
OG0004341	LOC6615692|XP_002040063.1|DSEC	LOC118507318|XP_035901599.1|ASTE
OG0004342	LOC6618931|XP_002043176.1|DSEC	LOC118517641|XP_035919850.1|ASTE
OG0004343	LOC6618927|XP_032571497.1|DSEC	LOC118517640|XP_035919846.1|ASTE
OG0004344	LOC6618923|XP_002043171.1|DSEC	LOC118505868|XP_035898178.1|ASTE
OG0004345	LOC6619310|XP_032583593.1|DSEC	LOC118506029|XP_035898539.1|ASTE
OG0004346	LOC6618796|XP_032570596.1|DSEC	LOC118506027|XP_035898533.1|ASTE
OG0004347	LOC6618792|XP_002043042.1|DSEC	LOC118506026|XP_035898532.1|ASTE
OG0004348	LOC6615817|XP_032572832.1|DSEC	LOC118507441|XP_035901815.1|ASTE
OG0004349	LOC6615805|XP_032571666.1|DSEC	LOC118503536|XP_035892815.1|ASTE
OG0004350	LOC6607984|XP_002032732.1|DSEC	LOC118503956|XP_035893737.1|ASTE
OG0004351	LOC6621144|XP_032570433.1|DSEC	LOC118505941|XP_035898355.1|ASTE
OG0004352	LOC116801602|XP_032578082.1|DSEC	LOC118512424|XP_035912721.1|ASTE
OG0004353	LOC6618722|XP_002042981.1|DSEC	LOC118517723|XP_035920067.1|ASTE
OG0004354	LOC6606273|XP_002031078.1|DSEC	LOC118517726|XP_035920070.1|ASTE
OG0004355	LOC6614106|XP_032579249.1|DSEC	LOC118512369|XP_035912606.1|ASTE
OG0004356	LOC6608948|XP_032572270.1|DSEC	LOC118507362|XP_035901670.1|ASTE
OG0004357	LOC6607990|XP_002032738.1|DSEC	LOC118505922|XP_035898308.1|ASTE
OG0004358	LOC6608746|XP_002033469.1|DSEC	LOC118503413|XP_035892540.1|ASTE
OG0004359	LOC6609900|XP_032570153.1|DSEC	LOC118504848|XP_035895752.1|ASTE
OG0004360	LOC6618355|XP_032575691.1|DSEC	LOC118507581|XP_035902130.1|ASTE
OG0004361	LOC6606854|XP_002031651.1|DSEC	LOC118510943|XP_035909272.1|ASTE
OG0004362	LOC6610236|XP_002034831.1|DSEC	LOC118510093|XP_035907403.1|ASTE
OG0004363	LOC6618637|XP_002042896.2|DSEC	LOC118505210|XP_035896611.1|ASTE
OG0004364	LOC6608960|XP_002033674.1|DSEC	LOC118507214|XP_035901206.1|ASTE
OG0004365	LOC6615305|XP_002039709.2|DSEC	LOC118506305|XP_035899146.1|ASTE
OG0004366	LOC6617302|XP_002041629.1|DSEC	LOC118514129|XP_035916609.1|ASTE
OG0004367	LOC6616303|XP_002040667.2|DSEC	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE
OG0004368	LOC6616609|XP_002040966.1|DSEC	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE
OG0004369	LOC6608140|XP_032572835.1|DSEC	LOC118507154|XP_035901085.1|ASTE
OG0004370	LOC6609506|XP_032572109.1|DSEC	LOC118507255|XP_035901435.1|ASTE
OG0004371	LOC6617593|XP_002041906.1|DSEC	LOC118504107|XP_035894087.1|ASTE
