Orthogroup	DSEC.longest_only	CQUI.longest_only
OG0003362	LOC6619533|XP_002043748.2|DSEC	LOC6042565|XP_038111876.1|CQUI
OG0003363	LOC6614339|XP_032577212.1|DSEC	LOC6042567|XP_038112762.1|CQUI
OG0003364	LOC6606976|XP_002031768.2|DSEC	LOC6034728|XP_001845008.2|CQUI
OG0003365	LOC6613931|XP_002038396.1|DSEC	LOC6034795|XP_001845068.2|CQUI
OG0003366	LOC6618333|XP_032573448.1|DSEC	LOC6034775|XP_001845048.2|CQUI
OG0003367	LOC6618399|XP_002042669.1|DSEC	LOC6034744|XP_038109225.1|CQUI
OG0003368	LOC6618402|XP_002042672.1|DSEC	LOC6041917|XP_001851107.2|CQUI
OG0003369	LOC6614209|XP_032576645.1|DSEC	LOC6041912|XP_001851103.2|CQUI
OG0003370	LOC6607040|XP_002031828.2|DSEC	LOC6044494|XP_001862006.1|CQUI
OG0003371	LOC6615118|XP_002039534.1|DSEC	LOC119771218|XP_038122893.1|CQUI
OG0003372	LOC6609073|XP_002033776.2|DSEC	LOC6031555|XP_001842339.2|CQUI
OG0003373	LOC6606762|XP_002031559.1|DSEC	LOC119765016|XP_038105409.1|CQUI, LOC6045520|XP_038105391.1|CQUI
OG0003374	LOC6618581|XP_032581194.1|DSEC	LOC6054476|XP_038116887.1|CQUI
OG0003375	LOC6606379|XP_002031184.2|DSEC	LOC6048537|XP_038109538.1|CQUI
OG0003376	LOC6606968|XP_002031760.1|DSEC	LOC6034735|XP_001845015.1|CQUI
OG0003377	LOC6606971|XP_032579231.1|DSEC	LOC6034732|XP_038122880.1|CQUI
OG0003378	LOC6618725|XP_002042984.1|DSEC	LOC6034804|XP_001845076.1|CQUI
OG0003379	LOC6607435|XP_002032204.1|DSEC	LOC6034805|XP_001845077.1|CQUI
OG0003380	LOC6607416|XP_002032189.2|DSEC	LOC6046476|XP_038114759.1|CQUI
OG0003381	LOC6612089|XP_002036606.1|DSEC	LOC6046475|XP_001863666.1|CQUI
OG0003382	LOC6618695|XP_032578964.1|DSEC	LOC6046480|XP_038105361.1|CQUI
OG0003383	LOC6607141|XP_002031927.1|DSEC	LOC6046770|XP_001863920.2|CQUI
OG0003384	LOC6617235|XP_002041562.1|DSEC	LOC6050615|XP_001867190.1|CQUI
OG0003385	LOC6607306|XP_032576319.1|DSEC	LOC6052084|XP_001868410.2|CQUI
OG0003386	LOC6607815|XP_002032573.1|DSEC	LOC6036776|XP_001846772.1|CQUI
OG0003387	LOC6618707|XP_032578766.1|DSEC	LOC6036775|XP_001846771.2|CQUI
OG0003388	LOC6618002|XP_002042310.1|DSEC	LOC6036772|XP_001846764.2|CQUI
OG0003389	LOC6618858|XP_002043106.1|DSEC	LOC6036491|XP_001846540.1|CQUI
OG0003390	LOC6620508|XP_002044713.1|DSEC	LOC6036520|XP_001846565.2|CQUI
OG0003392	LOC6616854|XP_002041190.2|DSEC	LOC6051534|XP_001867966.2|CQUI
OG0003393	LOC6612698|XP_002037201.1|DSEC	LOC6042026|XP_038115967.1|CQUI
OG0003394	LOC6614349|XP_002038788.1|DSEC	LOC6035630|XP_038104045.1|CQUI
OG0003395	LOC6614340|XP_002038779.1|DSEC	LOC6035642|XP_038105204.1|CQUI
OG0003396	LOC6612602|XP_032576168.1|DSEC	LOC6035649|XP_038104108.1|CQUI
OG0003397	LOC6607519|XP_032578540.1|DSEC	LOC6035212|XP_001845441.2|CQUI
OG0003399	LOC6619650|XP_002043865.1|DSEC	LOC6035229|XP_001845456.2|CQUI
OG0003400	LOC6619675|XP_032576914.1|DSEC	LOC6048394|XP_038105553.1|CQUI
OG0003401	LOC6607388|XP_032576313.1|DSEC	LOC6044798|XP_038105600.1|CQUI
OG0003402	LOC6607379|XP_002032152.1|DSEC	LOC119769471|XP_038117965.1|CQUI
OG0003403	LOC6618831|XP_002043080.2|DSEC	LOC6044611|XP_038123033.1|CQUI
OG0003404	LOC6606495|XP_002031296.1|DSEC	LOC6044619|XP_038104451.1|CQUI
OG0003405	LOC6608560|XP_002033294.1|DSEC	LOC6035352|XP_001845563.2|CQUI
OG0003406	LOC6618727|XP_032578979.1|DSEC	LOC6035347|XP_001845558.1|CQUI
OG0003407	LOC6621514|XP_002045657.1|DSEC	LOC6035346|XP_001845557.1|CQUI
OG0003408	LOC6606344|XP_002031149.2|DSEC	LOC6035353|XP_038104381.1|CQUI
OG0003409	LOC6607365|XP_032578102.1|DSEC	LOC6050608|XP_038104382.1|CQUI
OG0003410	LOC6607401|XP_032577902.1|DSEC	LOC6044846|XP_001862291.1|CQUI
OG0003411	LOC6616922|XP_002041252.1|DSEC	LOC6041723|XP_001850945.2|CQUI
OG0003412	LOC6612639|XP_032577710.1|DSEC	LOC6041727|XP_038122908.1|CQUI
OG0003413	LOC6613799|XP_002038268.2|DSEC	LOC6031535|XP_001842320.2|CQUI
OG0003414	LOC6605681|XP_002030497.1|DSEC	LOC6035568|XP_038104587.1|CQUI
OG0003415	LOC116802165|XP_032581461.1|DSEC	LOC6035559|XP_038122913.1|CQUI
OG0003416	LOC6620055|XP_002044267.2|DSEC	LOC6035553|XP_001845711.2|CQUI
OG0003417	LOC6607617|XP_032577005.1|DSEC	LOC6035549|XP_001845707.2|CQUI
OG0003418	LOC6606641|XP_002031442.1|DSEC	LOC6034923|XP_001845188.1|CQUI
OG0003419	LOC6620033|XP_002044245.1|DSEC	LOC6034928|XP_038112385.1|CQUI
OG0003420	LOC6620034|XP_002044246.1|DSEC	LOC6034929|XP_038113125.1|CQUI
OG0003421	LOC6612660|XP_002037164.1|DSEC	LOC6044857|XP_038118023.1|CQUI
OG0003422	LOC6612659|XP_002037163.1|DSEC	LOC6045192|XP_001862584.1|CQUI
OG0003423	LOC6609675|XP_032570743.1|DSEC	LOC6047844|XP_038104071.1|CQUI
OG0003424	LOC6607651|XP_002032416.1|DSEC	LOC6047847|XP_001864849.2|CQUI
OG0003425	LOC6607333|XP_002032106.1|DSEC	LOC6042446|XP_001851544.1|CQUI
OG0003426	LOC6613723|XP_032578530.1|DSEC	LOC6032577|XP_001843150.1|CQUI
OG0003427	LOC6613732|XP_002038202.1|DSEC	LOC6040871|XP_001850206.2|CQUI
OG0003428	LOC6606132|XP_002030940.2|DSEC	LOC6032685|XP_001843245.2|CQUI
OG0003429	LOC6615757|XP_002040128.1|DSEC	LOC6032661|XP_001843228.2|CQUI
OG0003430	LOC6620281|XP_002044485.1|DSEC	LOC6031627|XP_038112717.1|CQUI
OG0003431	LOC6613860|XP_032576194.1|DSEC	LOC6039171|XP_001848826.2|CQUI
OG0003432	LOC6607701|XP_002032465.2|DSEC	LOC6047464|XP_038111896.1|CQUI
OG0003435	LOC6617100|XP_002041427.1|DSEC	LOC6032653|XP_038104224.1|CQUI
OG0003436	LOC6614004|XP_002038458.2|DSEC	LOC6036780|XP_001846776.1|CQUI
OG0003437	LOC6614002|XP_032578197.1|DSEC	LOC6036779|XP_038107371.1|CQUI
OG0003438	LOC6614005|XP_002038459.2|DSEC	LOC6046594|XP_001863768.1|CQUI
OG0003439	LOC6607695|XP_032578038.1|DSEC	LOC6042429|XP_001851546.1|CQUI
OG0003440	LOC6619540|XP_032578615.1|DSEC	LOC6039090|XP_038105902.1|CQUI
OG0003441	LOC6611273|XP_002035828.1|DSEC	LOC6046303|XP_001863513.1|CQUI
OG0003442	LOC6607148|XP_002031934.1|DSEC	LOC6046296|XP_001863521.2|CQUI
OG0003443	LOC6610517|XP_032575383.1|DSEC	LOC6047924|XP_001864911.1|CQUI
OG0003444	LOC6619433|XP_002043648.2|DSEC	LOC6031536|XP_001842321.2|CQUI
OG0003445	LOC6619750|XP_032581135.1|DSEC	LOC6031549|XP_038105160.1|CQUI
OG0003446	LOC6620009|XP_032580907.1|DSEC	LOC6031557|XP_038116993.1|CQUI
OG0003447	LOC6620099|XP_032579673.1|DSEC	LOC6031562|XP_038117031.1|CQUI
OG0003448	LOC6613788|XP_002038257.1|DSEC	LOC6048416|XP_001865339.2|CQUI
OG0003449	LOC6616799|XP_002041136.1|DSEC	LOC6037396|XP_001847313.1|CQUI
OG0003450	LOC6606265|XP_002031070.2|DSEC	LOC6039926|XP_038104260.1|CQUI
OG0003451	LOC6620059|XP_002044271.1|DSEC	LOC6039936|XP_038111380.1|CQUI
OG0003452	LOC6620060|XP_002044272.1|DSEC	LOC6039937|XP_001849434.2|CQUI
OG0003453	LOC6611116|XP_002035673.1|DSEC	LOC6046528|XP_001863707.1|CQUI
OG0003454	LOC6613170|XP_002037651.1|DSEC	LOC6046531|XP_001863706.1|CQUI
OG0003455	LOC6606953|XP_002031746.1|DSEC	LOC6046526|XP_038104772.1|CQUI
OG0003456	LOC6615383|XP_002039765.1|DSEC	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI
OG0003457	LOC6613894|XP_002038360.1|DSEC	LOC6035528|XP_001845693.1|CQUI
OG0003458	LOC6616690|XP_032577000.1|DSEC	LOC6039674|XP_038122724.1|CQUI
OG0003459	LOC6606758|XP_002031555.1|DSEC	LOC6034951|XP_001845210.1|CQUI
OG0003460	LOC6607554|XP_002032323.1|DSEC	LOC6034933|XP_038122514.1|CQUI
OG0003461	LOC6614001|XP_002038455.1|DSEC	LOC6037413|XP_038105277.1|CQUI
OG0003462	LOC6610885|XP_002035448.1|DSEC	LOC6037339|XP_038104753.1|CQUI
OG0003463	LOC6606414|XP_002031218.1|DSEC	LOC6039202|XP_038104646.1|CQUI
OG0003464	LOC6616776|XP_032577336.1|DSEC	LOC6039615|XP_038106187.1|CQUI
OG0003465	LOC6616798|XP_002041135.1|DSEC	LOC6039608|XP_001849182.1|CQUI
OG0003466	LOC6619621|XP_002043836.1|DSEC	LOC6038055|XP_001847899.1|CQUI
OG0003467	LOC6606405|XP_002031209.1|DSEC	LOC6040680|XP_038105387.1|CQUI
OG0003468	LOC6619538|XP_002043753.1|DSEC	LOC6040674|XP_001850035.2|CQUI
OG0003469	LOC6612795|XP_002037296.1|DSEC	LOC6035344|XP_001845555.1|CQUI
OG0003470	LOC6606427|XP_032578660.1|DSEC	LOC6031670|XP_038104846.1|CQUI
OG0003471	LOC6614572|XP_002039000.1|DSEC	LOC6031663|XP_001842409.2|CQUI
OG0003472	LOC6611896|XP_032574131.1|DSEC	LOC6034382|XP_038113315.1|CQUI
OG0003473	LOC6612054|XP_002036571.1|DSEC	LOC6035377|XP_038104133.1|CQUI
OG0003474	LOC6620703|XP_032578826.1|DSEC	LOC6035079|XP_038112442.1|CQUI
OG0003475	LOC6619221|XP_032579648.1|DSEC	LOC6035069|XP_038122846.1|CQUI
OG0003476	LOC6620117|XP_002044329.2|DSEC	LOC6035414|XP_038122449.1|CQUI
OG0003477	LOC6606498|XP_002031299.1|DSEC	LOC6047059|XP_038115904.1|CQUI
OG0003478	LOC6606643|XP_032576965.1|DSEC	LOC6047694|XP_038115039.1|CQUI
OG0003479	LOC6607115|XP_002031903.1|DSEC	LOC6035543|XP_001845701.1|CQUI
OG0003480	LOC6614095|XP_002038549.1|DSEC	LOC6042433|XP_001851551.1|CQUI
OG0003481	LOC6614094|XP_002038548.1|DSEC	LOC6042434|XP_001851552.2|CQUI
OG0003482	LOC6614093|XP_032578413.1|DSEC	LOC6042437|XP_038114985.1|CQUI
OG0003483	LOC6614069|XP_002038523.1|DSEC	LOC6039076|XP_001848749.1|CQUI
OG0003484	LOC6607308|XP_032578656.1|DSEC	LOC6049256|XP_001866047.1|CQUI
OG0003487	LOC6612665|XP_002037169.1|DSEC	LOC6040883|XP_001850212.2|CQUI
OG0003488	LOC6618689|XP_032576991.1|DSEC	LOC6039350|XP_038104841.1|CQUI
OG0003489	LOC6607126|XP_002031914.2|DSEC	LOC6037420|XP_038104037.1|CQUI
OG0003490	LOC6619106|XP_002043346.2|DSEC	LOC6037424|XP_001847338.1|CQUI
OG0003491	LOC6617178|XP_032577811.1|DSEC	LOC6033013|XP_038111280.1|CQUI
OG0003492	LOC6618761|XP_032578302.1|DSEC	LOC6032983|XP_038121925.1|CQUI
OG0003493	LOC6607343|XP_002032116.1|DSEC	LOC6033729|XP_038105787.1|CQUI
OG0003494	LOC6613833|XP_032579109.1|DSEC	LOC6053204|XP_038110104.1|CQUI
OG0003495	LOC6614490|XP_002038923.1|DSEC	LOC6042404|XP_038123009.1|CQUI
OG0003496	LOC6606450|XP_002031253.1|DSEC	LOC6039896|XP_001849394.1|CQUI
OG0003497	LOC6619212|XP_032576930.1|DSEC	LOC6042400|XP_038122515.1|CQUI
OG0003498	LOC6620131|XP_032573586.1|DSEC	LOC6042398|XP_001851523.2|CQUI
OG0003499	LOC6607114|XP_032576878.1|DSEC	LOC6042393|XP_001851518.2|CQUI
OG0003500	LOC6614670|XP_032583596.1|DSEC	LOC6051158|XP_038104555.1|CQUI
OG0003501	LOC6606531|XP_002031332.1|DSEC	LOC6040942|XP_001850270.1|CQUI
OG0003502	LOC6607321|XP_002032095.2|DSEC	LOC6032047|XP_038105287.1|CQUI
OG0003503	LOC6612613|XP_032576756.1|DSEC	LOC6032067|XP_001842733.2|CQUI
OG0003504	LOC116801564|XP_032577858.1|DSEC	LOC6032073|XP_038115709.1|CQUI
OG0003505	LOC6606483|XP_032578002.1|DSEC	LOC6032089|XP_038104786.1|CQUI
OG0003506	LOC6614044|XP_032577238.1|DSEC	LOC6035185|XP_001845415.2|CQUI
OG0003507	LOC6607548|XP_002032317.2|DSEC	LOC6035194|XP_038105210.1|CQUI
OG0003508	LOC6610432|XP_002035013.2|DSEC	LOC6037398|XP_038104529.1|CQUI
OG0003509	LOC6607439|XP_002032208.1|DSEC	LOC6032718|XP_038116239.1|CQUI
OG0003510	LOC6607629|XP_002032397.1|DSEC	LOC6033955|XP_038105897.1|CQUI
OG0003511	LOC6607630|XP_032577649.1|DSEC	LOC6033953|XP_038104593.1|CQUI
OG0003513	LOC6607558|XP_032577482.1|DSEC	LOC6040895|XP_038122954.1|CQUI
OG0003514	LOC6606913|XP_002031707.2|DSEC	LOC6040914|XP_038105061.1|CQUI
OG0003515	LOC6608742|XP_002033465.1|DSEC	LOC6037350|XP_001847273.2|CQUI
OG0003516	LOC6606524|XP_002031325.1|DSEC	LOC6037345|XP_038106122.1|CQUI
OG0003517	LOC6616838|XP_032577445.1|DSEC	LOC6032015|XP_038122579.1|CQUI
OG0003518	LOC6614143|XP_032579123.1|DSEC	LOC6032783|XP_001843318.2|CQUI
OG0003519	LOC6605057|XP_032573179.1|DSEC	LOC6032781|XP_038117086.1|CQUI
OG0003520	LOC6605070|XP_002029911.1|DSEC	LOC6032782|XP_001843323.2|CQUI
OG0003521	LOC6605047|XP_032573903.1|DSEC	LOC6032787|XP_038118515.1|CQUI
OG0003522	LOC6608452|XP_002033186.1|DSEC	LOC6032792|XP_001843331.1|CQUI
OG0003523	LOC6614488|XP_002038921.1|DSEC	LOC6048078|XP_001865048.2|CQUI
OG0003524	LOC6614808|XP_002039227.1|DSEC	LOC6032793|XP_001843332.2|CQUI
OG0003525	LOC6609434|XP_032571644.1|DSEC	LOC6032794|XP_001843333.2|CQUI
OG0003527	LOC6608026|XP_032572856.1|DSEC	LOC6032800|XP_038115299.1|CQUI
OG0003529	LOC6611948|XP_002036465.2|DSEC	LOC6032817|XP_038119796.1|CQUI
OG0003530	LOC6611178|XP_002035734.2|DSEC	LOC6032819|XP_001843356.2|CQUI
OG0003531	LOC6616700|XP_002041055.1|DSEC	LOC6032824|XP_001843361.1|CQUI
OG0003532	LOC6604817|XP_002029661.1|DSEC	LOC6032827|XP_001843364.2|CQUI
OG0003533	LOC6604948|XP_002029791.2|DSEC	LOC6031080|XP_001841925.2|CQUI
OG0003534	LOC6605105|XP_032574460.1|DSEC	LOC6031086|XP_038118388.1|CQUI
OG0003535	LOC6610464|XP_002035045.1|DSEC	LOC6054045|XP_038119934.1|CQUI
OG0003536	LOC6607869|XP_032570070.1|DSEC	LOC6042791|XP_038121619.1|CQUI
OG0003537	LOC6615377|XP_002039759.1|DSEC	LOC6048042|XP_001865009.1|CQUI
OG0003538	LOC6608969|XP_002033683.1|DSEC	LOC6041057|XP_038122268.1|CQUI
OG0003539	LOC6609304|XP_002033994.1|DSEC	LOC6041054|XP_038118055.1|CQUI
OG0003540	LOC6610172|XP_002034780.1|DSEC	LOC6041030|XP_001850341.2|CQUI
OG0003541	LOC116801528|XP_032577667.1|DSEC	LOC6031102|XP_038117650.1|CQUI
OG0003542	LOC6608127|XP_032573092.1|DSEC	LOC6031105|XP_038119724.1|CQUI
OG0003543	LOC6615974|XP_002040341.2|DSEC	LOC6031107|XP_001841952.2|CQUI
OG0003544	LOC6611109|XP_002035666.1|DSEC	LOC6031125|XP_038121856.1|CQUI
OG0003545	LOC6616546|XP_002040905.1|DSEC	LOC6050940|XP_038118492.1|CQUI
OG0003546	LOC6619392|XP_002043608.1|DSEC	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI
OG0003547	LOC6615741|XP_032570236.1|DSEC	LOC6045538|XP_038121077.1|CQUI
OG0003548	LOC6608319|XP_032572720.1|DSEC	LOC6045535|XP_038118754.1|CQUI
OG0003549	LOC6608321|XP_032571311.1|DSEC	LOC6045534|XP_001862889.1|CQUI
OG0003550	LOC6608462|XP_002033196.1|DSEC	LOC6041016|XP_001850330.2|CQUI
OG0003551	LOC6609688|XP_002034346.1|DSEC	LOC6031097|XP_001841944.1|CQUI
OG0003552	LOC6608597|XP_032572272.1|DSEC	LOC6043917|XP_001861502.1|CQUI
OG0003553	LOC6608459|XP_032570865.1|DSEC	LOC6043918|XP_001861503.2|CQUI
OG0003554	LOC6605985|XP_002030797.1|DSEC	LOC6043924|XP_001861507.2|CQUI
OG0003555	LOC6610596|XP_032573616.1|DSEC	LOC6054349|XP_038118739.1|CQUI
OG0003556	LOC6616371|XP_032575246.1|DSEC	LOC6050731|XP_038115046.1|CQUI
OG0003557	LOC6616369|XP_002040729.1|DSEC	LOC6050735|XP_001867287.2|CQUI
OG0003558	LOC6610813|XP_032575450.1|DSEC	LOC6039111|XP_038119065.1|CQUI
OG0003559	LOC6605435|XP_032576003.1|DSEC	LOC6039880|XP_038115150.1|CQUI
OG0003560	LOC6611111|XP_002035668.1|DSEC	LOC6052189|XP_038120700.1|CQUI
OG0003561	LOC6610111|XP_032572274.1|DSEC	LOC6043327|XP_038116068.1|CQUI
OG0003562	LOC6609678|XP_032573067.1|DSEC	LOC6043356|XP_038116603.1|CQUI
OG0003563	LOC6620513|XP_002044717.1|DSEC	LOC119770433|XP_038121265.1|CQUI
OG0003564	LOC6611135|XP_002035692.2|DSEC	LOC6047303|XP_001864384.2|CQUI
OG0003565	LOC6610597|XP_002035170.1|DSEC	LOC6040748|XP_001850099.1|CQUI
OG0003566	LOC6607063|XP_032576777.1|DSEC	LOC6040751|XP_038117689.1|CQUI
OG0003567	LOC6609378|XP_002034067.1|DSEC	LOC6040753|XP_038117833.1|CQUI
OG0003568	LOC6608358|XP_032570514.1|DSEC	LOC6035297|XP_038116292.1|CQUI
OG0003569	LOC6610477|XP_002035057.1|DSEC	LOC6035323|XP_038120355.1|CQUI
OG0003570	LOC6608007|XP_002032755.1|DSEC	LOC6041604|XP_038115527.1|CQUI
OG0003571	LOC6610797|XP_002035363.2|DSEC	LOC6030992|XP_001841845.2|CQUI
OG0003572	LOC6608732|XP_032571238.1|DSEC	LOC6030994|XP_038117791.1|CQUI
OG0003573	LOC6609076|XP_002033779.1|DSEC	LOC6047079|XP_038119963.1|CQUI
OG0003574	LOC6610854|XP_032575371.1|DSEC	LOC6031029|XP_001841881.2|CQUI
OG0003575	LOC6605881|XP_002030695.2|DSEC	LOC6031040|XP_038119823.1|CQUI
OG0003576	LOC6606053|XP_002030864.1|DSEC	LOC6034067|XP_038117960.1|CQUI
OG0003577	LOC6610921|XP_002035478.1|DSEC	LOC6034075|XP_038115869.1|CQUI
OG0003578	LOC6611121|XP_002035678.1|DSEC	LOC6031021|XP_001841873.2|CQUI
OG0003579	LOC6609732|XP_002034389.1|DSEC	LOC6031017|XP_001841869.2|CQUI
OG0003580	LOC6609956|XP_002034602.1|DSEC	LOC6031009|XP_038120669.1|CQUI
OG0003581	LOC6610370|XP_032573127.1|DSEC	LOC6031003|XP_038121081.1|CQUI
OG0003582	LOC6605170|XP_032573799.1|DSEC	LOC6044581|XP_038116034.1|CQUI
OG0003583	LOC6608480|XP_002033214.1|DSEC	LOC6053463|XP_038116267.1|CQUI
OG0003584	LOC6608442|XP_002033176.2|DSEC	LOC6039265|XP_001848900.2|CQUI
OG0003585	LOC6618293|XP_002042566.1|DSEC	LOC6039274|XP_038114699.1|CQUI
OG0003586	LOC116801933|XP_032579837.1|DSEC	LOC6044073|XP_001861642.2|CQUI
OG0003587	LOC6617350|XP_002041675.1|DSEC	LOC119769453|XP_038117836.1|CQUI
OG0003588	LOC6606617|XP_002031418.1|DSEC	LOC6047011|XP_038115470.1|CQUI
OG0003589	LOC6609377|XP_002034066.1|DSEC	LOC119770845|XP_038122355.1|CQUI
OG0003590	LOC6610434|XP_002035015.1|DSEC	LOC6044667|XP_038115660.1|CQUI
OG0003591	LOC6610347|XP_032574190.1|DSEC	LOC6044660|XP_038117981.1|CQUI
OG0003592	LOC6605450|XP_032574795.1|DSEC	LOC6042834|XP_001870831.2|CQUI
OG0003593	LOC6604781|XP_032574416.1|DSEC	LOC119768844|XP_038116196.1|CQUI
OG0003594	LOC6611128|XP_032574406.1|DSEC	LOC6045673|XP_001862991.2|CQUI
OG0003595	LOC6609272|XP_032571344.1|DSEC	LOC6047372|XP_038116895.1|CQUI
OG0003596	LOC6607880|XP_002032634.2|DSEC	LOC6047374|XP_038119311.1|CQUI
OG0003597	LOC6607870|XP_002032624.1|DSEC	LOC6047377|XP_001864445.2|CQUI
OG0003598	LOC6610779|XP_032575705.1|DSEC	LOC6048468|XP_001865377.2|CQUI
OG0003599	LOC6613181|XP_002037662.1|DSEC	LOC6038821|XP_001848538.2|CQUI
OG0003600	LOC6604879|XP_032574955.1|DSEC	LOC6038817|XP_038120335.1|CQUI
OG0003601	LOC6608280|XP_032571776.1|DSEC	LOC6043695|XP_001861325.2|CQUI
OG0003602	LOC6615763|XP_032572694.1|DSEC	LOC6043648|XP_038115664.1|CQUI
OG0003603	LOC6604860|XP_002029705.1|DSEC	LOC6040578|XP_038119148.1|CQUI
OG0003604	LOC6619302|XP_032573954.1|DSEC	LOC6040582|XP_038121820.1|CQUI
OG0003605	LOC6607623|XP_002032391.1|DSEC	LOC6044647|XP_001862129.2|CQUI
OG0003606	LOC6609653|XP_002034327.1|DSEC	LOC6044648|XP_038122235.1|CQUI
OG0003607	LOC6609695|XP_002034352.1|DSEC	LOC6044652|XP_038122233.1|CQUI
OG0003608	LOC6605129|XP_002029970.1|DSEC	LOC6042841|XP_001870837.1|CQUI
OG0003609	LOC6608298|XP_002033035.1|DSEC	LOC6039543|XP_001849141.1|CQUI
OG0003610	LOC6620534|XP_002044733.1|DSEC	LOC6039552|XP_001849149.2|CQUI
OG0003611	LOC6604985|XP_032575400.1|DSEC	LOC6048522|XP_038118889.1|CQUI
OG0003612	LOC6615272|XP_002039676.1|DSEC	LOC6048519|XP_001865428.1|CQUI
OG0003613	LOC6608019|XP_002032767.1|DSEC	LOC6043366|XP_001858610.2|CQUI
OG0003614	LOC6608020|XP_002032768.1|DSEC	LOC6043369|XP_001858605.1|CQUI
OG0003615	LOC6615699|XP_002040070.1|DSEC	LOC119770848|XP_038122362.1|CQUI
OG0003616	LOC6615560|XP_002039934.1|DSEC	LOC6036600|XP_001846632.1|CQUI
OG0003617	LOC6608858|XP_032570784.1|DSEC	LOC119768712|XP_038115313.1|CQUI
OG0003618	LOC6608857|XP_032570780.1|DSEC	LOC6041118|XP_038115310.1|CQUI
OG0003619	LOC6608914|XP_002033628.1|DSEC	LOC6053686|XP_038119222.1|CQUI
OG0003620	LOC6613028|XP_002037518.1|DSEC	LOC6048737|XP_001865613.2|CQUI
OG0003621	LOC6604981|XP_002029824.1|DSEC	LOC6040206|XP_001849650.2|CQUI
OG0003622	LOC6604982|XP_032573648.1|DSEC	LOC6040201|XP_001849651.2|CQUI
OG0003623	LOC116800661|XP_032572716.1|DSEC	LOC6042309|XP_001851443.1|CQUI
OG0003624	LOC6615755|XP_002040126.1|DSEC	LOC6037310|XP_038119602.1|CQUI
OG0003625	LOC6608017|XP_032572866.1|DSEC	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI
OG0003626	LOC6609294|XP_002033984.1|DSEC	LOC6048596|XP_038117211.1|CQUI
OG0003627	LOC6609842|XP_032572487.1|DSEC	LOC6048595|XP_001865492.2|CQUI
OG0003628	LOC6608353|XP_032572633.1|DSEC	LOC6048591|XP_038115605.1|CQUI
OG0003629	LOC6608939|XP_002033653.1|DSEC	LOC6048586|XP_038119339.1|CQUI
OG0003630	LOC6613016|XP_032570962.1|DSEC	LOC6048585|XP_038119338.1|CQUI
OG0003631	LOC6619379|XP_002043595.1|DSEC	LOC6044414|XP_038118547.1|CQUI
OG0003632	LOC6610850|XP_002035416.1|DSEC	LOC119769941|XP_038119748.1|CQUI
OG0003633	LOC6608899|XP_002033613.1|DSEC	LOC6041335|XP_001850612.1|CQUI
OG0003635	LOC6610615|XP_032574100.1|DSEC	LOC6039424|XP_038116123.1|CQUI
OG0003636	LOC6608284|XP_002033028.1|DSEC	LOC6041333|XP_001850610.2|CQUI
OG0003637	LOC6608866|XP_002033580.1|DSEC	LOC6041328|XP_038119462.1|CQUI
OG0003638	LOC6619408|XP_032573969.1|DSEC	LOC6037294|XP_038118325.1|CQUI
OG0003639	LOC6611849|XP_002036371.1|DSEC	LOC6037295|XP_001847221.2|CQUI
OG0003640	LOC6609277|XP_002033967.1|DSEC	LOC6050485|XP_038118400.1|CQUI
OG0003641	LOC6615346|XP_002039744.1|DSEC	LOC6036278|XP_038121480.1|CQUI
OG0003642	LOC6608123|XP_032570469.1|DSEC	LOC6036279|XP_001846345.2|CQUI
OG0003643	LOC6613035|XP_002037525.1|DSEC	LOC6036280|XP_001846346.1|CQUI
OG0003644	LOC6608439|XP_032572801.1|DSEC	LOC6036255|XP_038116693.1|CQUI
OG0003645	LOC6610521|XP_002035101.1|DSEC	LOC6036238|XP_001846307.2|CQUI
OG0003646	LOC6604818|XP_002029662.1|DSEC	LOC6036242|XP_038119251.1|CQUI
OG0003647	LOC6605010|XP_002029853.1|DSEC	LOC6036227|XP_001846303.1|CQUI
OG0003648	LOC6613416|XP_002037890.2|DSEC	LOC6045929|XP_038121438.1|CQUI
OG0003651	LOC6612810|XP_032579156.1|DSEC	LOC6039442|XP_038120426.1|CQUI
OG0003652	LOC6605479|XP_002030312.1|DSEC	LOC6050828|XP_001867355.1|CQUI
OG0003653	LOC6619405|XP_002043620.1|DSEC	LOC6048051|XP_038119042.1|CQUI
OG0003654	LOC6606049|XP_002030860.2|DSEC	LOC6048047|XP_001865020.2|CQUI
OG0003655	LOC6614696|XP_002039123.1|DSEC	LOC6049355|XP_001866133.2|CQUI
OG0003656	LOC6605484|XP_002030317.2|DSEC	LOC6052027|XP_038116155.1|CQUI
OG0003657	LOC6605185|XP_002030024.1|DSEC	LOC6041093|XP_001850400.1|CQUI
OG0003658	LOC6607095|XP_002031883.1|DSEC	LOC6041086|XP_001850393.2|CQUI
OG0003659	LOC6619437|XP_002043652.1|DSEC	LOC6041096|XP_038120077.1|CQUI
OG0003660	LOC6610153|XP_032573886.1|DSEC	LOC6043986|XP_038119655.1|CQUI
OG0003661	LOC6610498|XP_032573995.1|DSEC	LOC6047379|XP_038115612.1|CQUI
OG0003662	LOC6616419|XP_002040779.1|DSEC	LOC6050153|XP_001866806.2|CQUI
