Orthogroup	DHYD.longest_only	DKIK.longest_only
OG0005149	LOC111597676|XP_023168270.2|DHYD	LOC108072963|XP_017019884.1|DKIK
OG0005150	LOC111604658|XP_023178582.1|DHYD	LOC108071552|XP_017017819.1|DKIK
OG0005151	LOC111597426|XP_023167892.1|DHYD	LOC108079859|XP_017029860.1|DKIK
OG0005152	LOC111597421|XP_023167885.1|DHYD	LOC108079888|XP_017029900.1|DKIK
OG0005153	LOC111597417|XP_023167881.2|DHYD	LOC108079876|XP_017029881.1|DKIK
OG0005154	LOC111597423|XP_023167888.2|DHYD	LOC108072730|XP_017019480.1|DKIK
OG0005155	LOC111601062|XP_023173251.2|DHYD	LOC108078638|XP_017028059.1|DKIK
OG0005156	LOC111598497|XP_023169524.2|DHYD	LOC108084871|XP_017036752.1|DKIK
OG0005157	LOC111593759|XP_023162537.2|DHYD	LOC108078177|XP_017027330.1|DKIK
OG0005158	LOC111598070|XP_023168872.2|DHYD	LOC108071622|XP_017017892.1|DKIK
OG0005159	LOC111592455|XP_023160412.1|DHYD	LOC108079862|XP_017029862.1|DKIK
OG0005160	LOC111601067|XP_023173258.1|DHYD	LOC108071942|XP_017018397.1|DKIK
OG0005161	LOC111600767|XP_030080991.1|DHYD	LOC108072191|XP_017018737.1|DKIK
OG0005162	LOC111603172|XP_023176420.1|DHYD	LOC108071827|XP_017018223.1|DKIK
OG0005163	LOC111597630|XP_023168199.1|DHYD	LOC108084802|XP_017036648.1|DKIK
OG0005164	LOC111598763|XP_023169943.2|DHYD	LOC108083150|XP_017034320.1|DKIK
OG0005165	LOC111592153|XP_023159969.2|DHYD	LOC108076361|XP_017024649.1|DKIK
OG0005166	LOC111604898|XP_030078630.1|DHYD	LOC108075665|XP_017023703.1|DKIK
OG0005167	LOC111604932|XP_023178970.1|DHYD	LOC108075600|XP_017023611.1|DKIK
OG0005168	LOC111603728|XP_023177207.2|DHYD	LOC108078844|XP_017028428.1|DKIK
OG0005169	LOC111597520|XP_023168061.1|DHYD	LOC108073475|XP_017020615.1|DKIK
OG0005170	LOC111597478|XP_023167995.1|DHYD	LOC108073473|XP_017020611.1|DKIK
OG0005171	LOC111597529|XP_023168074.2|DHYD	LOC108073317|XP_017020366.1|DKIK
OG0005172	LOC111593574|XP_023162203.2|DHYD	LOC108074738|XP_017022396.1|DKIK
OG0005173	LOC111599931|XP_023171548.2|DHYD	LOC108080715|XP_017031055.1|DKIK
OG0005174	LOC111594117|XP_023163044.1|DHYD	LOC108076541|XP_017024943.1|DKIK
OG0005175	LOC111603837|XP_023177371.1|DHYD	LOC108074212|XP_017021643.1|DKIK
OG0005176	LOC111604157|XP_023177852.1|DHYD	LOC108082594|XP_017033550.1|DKIK
OG0005177	LOC111603815|XP_023177340.2|DHYD	LOC108074201|XP_017021629.1|DKIK
OG0005178	LOC111601664|XP_023174116.2|DHYD	LOC108077566|XP_017026450.1|DKIK
OG0005179	LOC111605175|XP_023179337.1|DHYD	LOC108077510|XP_017026357.1|DKIK
OG0005180	LOC111602916|XP_023176029.2|DHYD	LOC108079751|XP_017029655.1|DKIK
OG0005181	LOC111594063|XP_023162958.1|DHYD	LOC108083851|XP_017035323.1|DKIK, LOC108075135|XP_017022907.1|DKIK
OG0005182	LOC111599964|XP_030079711.1|DHYD	LOC108078241|XP_017027437.1|DKIK
OG0005183	LOC111599047|XP_023170335.1|DHYD	LOC108074464|XP_017022016.1|DKIK
OG0005184	LOC111599169|XP_023170521.2|DHYD	LOC108072932|XP_017019770.1|DKIK
OG0005185	LOC111604192|XP_023177915.1|DHYD	LOC108076300|XP_017024560.1|DKIK
OG0005186	LOC111604461|XP_030081094.1|DHYD	LOC108078423|XP_017027777.1|DKIK
OG0005187	LOC111599959|XP_023171603.2|DHYD	LOC108080712|XP_017031038.1|DKIK
OG0005188	LOC111602313|XP_023175084.2|DHYD	LOC108081191|XP_017031745.1|DKIK
OG0005189	LOC111593035|XP_023161369.2|DHYD	LOC108079363|XP_017029162.1|DKIK
OG0005190	LOC111603055|XP_023176280.2|DHYD	LOC108070610|XP_017016672.1|DKIK
OG0005191	LOC111602959|XP_023176100.1|DHYD	LOC108070696|XP_017016769.1|DKIK
OG0005192	LOC111597675|XP_030080933.1|DHYD	LOC108072886|XP_017019696.1|DKIK
OG0005193	LOC111593876|XP_023162708.1|DHYD	LOC108076299|XP_017024559.1|DKIK
OG0005194	LOC111602099|XP_023174802.2|DHYD	LOC108076721|XP_017025176.1|DKIK
OG0005195	LOC111604181|XP_023177897.1|DHYD	LOC108078119|XP_017027225.1|DKIK
OG0005196	LOC111592296|XP_023160168.2|DHYD	LOC108075001|XP_017022733.1|DKIK
OG0005197	LOC111600619|XP_023172589.2|DHYD, LOC115483359|XP_030080903.1|DHYD	LOC108070755|XP_017016841.1|DKIK
OG0005198	LOC111595383|XP_023164850.1|DHYD	LOC108070456|XP_017016427.1|DKIK
OG0005199	LOC111600740|XP_023172786.1|DHYD	LOC108076498|XP_017024880.1|DKIK
OG0005200	LOC111600572|XP_023172525.1|DHYD	LOC108074717|XP_017022349.1|DKIK
OG0005201	LOC111605387|XP_023179647.1|DHYD	LOC108072367|XP_017018950.1|DKIK
OG0005202	LOC111604164|XP_023177870.2|DHYD	LOC108070891|XP_017017025.1|DKIK
OG0005203	LOC111593753|XP_030081271.1|DHYD	LOC108074724|XP_017022357.1|DKIK
OG0005204	LOC111602328|XP_023175098.2|DHYD	LOC108075905|XP_017024014.1|DKIK
OG0005205	LOC111599370|XP_023170774.2|DHYD	LOC108082218|XP_017033040.1|DKIK
OG0005206	LOC111605286|XP_023179499.2|DHYD	LOC108076516|XP_017024913.1|DKIK
OG0005207	LOC111604602|XP_023178483.2|DHYD	LOC108078145|XP_017027273.1|DKIK
OG0005208	LOC111593892|XP_023162727.1|DHYD	LOC108078006|XP_017027050.1|DKIK
OG0005209	LOC111598930|XP_023170173.2|DHYD	LOC108085255|XP_017037291.1|DKIK
OG0005210	LOC111598965|XP_030080529.1|DHYD	LOC108085260|XP_017037299.1|DKIK
OG0005211	LOC111599757|XP_023171279.2|DHYD	LOC108070446|XP_017016414.1|DKIK
OG0005212	LOC111600620|XP_023172590.1|DHYD, LOC115483360|XP_030080904.1|DHYD	LOC108070777|XP_017016865.1|DKIK
OG0005213	LOC111597247|XP_023167615.2|DHYD	LOC108079382|XP_017029192.1|DKIK
OG0005214	LOC111594955|XP_023164220.2|DHYD	LOC108077091|XP_017025751.1|DKIK
OG0005215	LOC111601922|XP_023174545.1|DHYD	LOC108074337|XP_017021845.1|DKIK
OG0005216	LOC111592547|XP_023160604.2|DHYD	LOC108082769|XP_017033787.1|DKIK
OG0005217	LOC111592504|XP_023160495.2|DHYD	LOC108081530|XP_017032237.1|DKIK
OG0005218	LOC111597215|XP_023167554.2|DHYD	LOC108082844|XP_017033901.1|DKIK
OG0005219	LOC111599935|XP_023171550.2|DHYD	LOC108078204|XP_017027377.1|DKIK
OG0005220	LOC111603714|XP_023177186.2|DHYD	LOC108079055|XP_017028751.1|DKIK
OG0005221	LOC111593168|XP_030080026.1|DHYD	LOC108082109|XP_017032898.1|DKIK
OG0005222	LOC111603519|XP_030079207.1|DHYD	LOC108076999|XP_017025558.1|DKIK
OG0005223	LOC111592552|XP_030079046.1|DHYD	LOC108079983|XP_017030038.1|DKIK
OG0005224	LOC111599501|XP_023170938.2|DHYD	LOC108074788|XP_017022454.1|DKIK
OG0005225	LOC111603907|XP_023177495.2|DHYD	LOC108075917|XP_017024039.1|DKIK
OG0005226	LOC111595764|XP_030080276.1|DHYD	LOC108077103|XP_017025781.1|DKIK
OG0005227	LOC111602478|XP_023175308.1|DHYD	LOC108072630|XP_017019349.1|DKIK
OG0005228	LOC111602541|XP_023175440.2|DHYD	LOC108072556|XP_017019224.1|DKIK
OG0005229	LOC111599069|XP_023170361.1|DHYD	LOC108079045|XP_017028726.1|DKIK
OG0005230	LOC111602444|XP_023175270.2|DHYD	LOC108082058|XP_017032824.1|DKIK
OG0005231	LOC111596009|XP_023165796.1|DHYD	LOC108074351|XP_017021865.1|DKIK
OG0005232	LOC111592500|XP_030079563.1|DHYD	LOC108075891|XP_017023990.1|DKIK
OG0005233	LOC111598985|XP_023170254.1|DHYD	LOC108085250|XP_017037286.1|DKIK
OG0005234	LOC111594689|XP_023163876.1|DHYD	LOC108082866|XP_017033933.1|DKIK
OG0005235	LOC111595786|XP_023165439.1|DHYD	LOC108082871|XP_017033938.1|DKIK
OG0005236	LOC111599150|XP_023170488.1|DHYD	LOC108077433|XP_017026229.1|DKIK
OG0005237	LOC111599081|XP_023170381.1|DHYD	LOC108077431|XP_017026225.1|DKIK
OG0005238	LOC111599152|XP_023170490.1|DHYD	LOC108077354|XP_017026135.1|DKIK
OG0005239	LOC111594228|XP_023163196.2|DHYD	LOC108074577|XP_017022170.1|DKIK
OG0005240	LOC111603914|XP_023177505.1|DHYD	LOC108077177|XP_017025903.1|DKIK
OG0005241	LOC111599151|XP_030080319.1|DHYD	LOC108074420|XP_017021942.1|DKIK
OG0005242	LOC111600926|XP_023173061.1|DHYD	LOC108077261|XP_017026016.1|DKIK
OG0005243	LOC111599189|XP_023170544.2|DHYD	LOC108079031|XP_017028712.1|DKIK
OG0005244	LOC111598339|XP_023169311.2|DHYD	LOC108085726|XP_017037941.1|DKIK
OG0005245	LOC111598634|XP_023169746.2|DHYD	LOC108081156|XP_017031684.1|DKIK
OG0005246	LOC111599089|XP_023170397.2|DHYD	LOC108086129|XP_017038470.1|DKIK
OG0005247	LOC111603799|XP_023177316.1|DHYD	LOC108076302|XP_017024562.1|DKIK
OG0005248	LOC111593396|XP_030079399.1|DHYD	LOC108084255|XP_017035887.1|DKIK
OG0005249	LOC111601372|XP_023173679.1|DHYD	LOC108084832|XP_017036687.1|DKIK
OG0005250	LOC111594280|XP_023163290.2|DHYD	LOC108070521|XP_017016520.1|DKIK
OG0005251	LOC111594406|XP_023163446.2|DHYD	LOC108076891|XP_017025412.1|DKIK
OG0005252	LOC111600170|XP_023171934.2|DHYD	LOC108082745|XP_017033744.1|DKIK
OG0005253	LOC111605567|XP_023179909.2|DHYD	LOC108081410|XP_017032076.1|DKIK
OG0005254	LOC111594111|XP_023163037.2|DHYD	LOC108072511|XP_017019172.1|DKIK
OG0005255	LOC111594110|XP_023163036.2|DHYD	LOC108072606|XP_017019318.1|DKIK
OG0005256	LOC111594703|XP_023163892.1|DHYD	LOC108080692|XP_017031017.1|DKIK
OG0005257	LOC111600420|XP_023172274.2|DHYD	LOC108074855|XP_017022554.1|DKIK
OG0005258	LOC111600359|XP_023172201.2|DHYD, LOC115483406|XP_030081057.1|DHYD	LOC108082208|XP_017033029.1|DKIK
OG0005259	LOC111600446|XP_023172309.2|DHYD	LOC108077413|XP_017026202.1|DKIK
OG0005260	LOC111600448|XP_023172313.1|DHYD	LOC108077416|XP_017026206.1|DKIK
OG0005261	LOC111592625|XP_023160728.1|DHYD	LOC108077208|XP_017025947.1|DKIK
OG0005262	LOC111603885|XP_023177471.2|DHYD	LOC108081419|XP_017032091.1|DKIK
OG0005263	LOC111594095|XP_023163015.1|DHYD	LOC108072600|XP_017019309.1|DKIK
OG0005264	LOC111601423|XP_023173766.2|DHYD, LOC115482813|XP_030078837.1|DHYD	LOC108075661|XP_017023699.1|DKIK
OG0005265	LOC111594755|XP_030079144.1|DHYD	LOC108082802|XP_017033849.1|DKIK
OG0005266	LOC111600622|XP_023172596.2|DHYD	LOC108075916|XP_017024038.1|DKIK
OG0005267	LOC111596063|XP_023165880.1|DHYD	LOC108077342|XP_017026119.1|DKIK
OG0005268	LOC111596061|XP_023165878.2|DHYD	LOC108077447|XP_017026254.1|DKIK
OG0005269	LOC111596104|XP_030080303.1|DHYD	LOC108077451|XP_017026259.1|DKIK
OG0005270	LOC111592542|XP_023160592.1|DHYD	LOC108081972|XP_017032695.1|DKIK
OG0005271	LOC111599000|XP_023170278.1|DHYD	LOC108074806|XP_017022489.1|DKIK
OG0005272	LOC111598944|XP_023170190.2|DHYD	LOC108074807|XP_017022490.1|DKIK
OG0005273	LOC111598950|XP_023170201.2|DHYD	LOC108074833|XP_017022523.1|DKIK
OG0005274	LOC111592534|XP_023160585.2|DHYD	LOC108082057|XP_017032823.1|DKIK
OG0005275	LOC111603951|XP_023177550.2|DHYD	LOC108077052|XP_017025694.1|DKIK
OG0005276	LOC111600909|XP_023173038.2|DHYD	LOC108086157|XP_017038508.1|DKIK
OG0005277	LOC111601942|XP_023174568.2|DHYD	LOC108086176|XP_017038529.1|DKIK
OG0005278	LOC111602143|XP_023174860.2|DHYD	LOC108076767|XP_017025257.1|DKIK
OG0005279	LOC111596353|XP_023166313.2|DHYD	LOC108082232|XP_017033059.1|DKIK
OG0005280	LOC111599049|XP_030080243.1|DHYD	LOC108074429|XP_017021954.1|DKIK
OG0005281	LOC111599319|XP_023170701.2|DHYD	LOC108077435|XP_017026237.1|DKIK
OG0005282	LOC111603032|XP_023176230.2|DHYD	LOC108085468|XP_017037574.1|DKIK
OG0005283	LOC111602687|XP_023175676.1|DHYD	LOC108084597|XP_017036361.1|DKIK
OG0005284	LOC111599055|XP_023170344.1|DHYD	LOC108081403|XP_017032052.1|DKIK
OG0005285	LOC111599054|XP_023170342.2|DHYD	LOC108081415|XP_017032086.1|DKIK
OG0005286	LOC111599217|XP_023170583.1|DHYD	LOC108074428|XP_017021951.1|DKIK
OG0005287	LOC111599216|XP_023170582.2|DHYD	LOC108074437|XP_017021965.1|DKIK
OG0005288	LOC111601409|XP_023173740.1|DHYD	LOC108082596|XP_017033557.1|DKIK
OG0005289	LOC111594399|XP_023163434.2|DHYD	LOC108081409|XP_017032075.1|DKIK
OG0005290	LOC111603593|XP_023177019.1|DHYD	LOC108075526|XP_017023512.1|DKIK
OG0005291	LOC111592600|XP_023160692.2|DHYD	LOC108072571|XP_017019265.1|DKIK
OG0005292	LOC111592550|XP_023160605.2|DHYD	LOC108072569|XP_017019251.1|DKIK
OG0005293	LOC111598961|XP_023170215.2|DHYD	LOC108085235|XP_017037264.1|DKIK
OG0005294	LOC111602448|XP_023175276.1|DHYD	LOC108082167|XP_017032962.1|DKIK
OG0005295	LOC111592643|XP_030079130.1|DHYD	LOC108072570|XP_017019260.1|DKIK
OG0005296	LOC111600835|XP_023172907.2|DHYD	LOC108085415|XP_017037471.1|DKIK
OG0005297	LOC111603966|XP_023177574.2|DHYD	LOC108074845|XP_017022541.1|DKIK
OG0005298	LOC111594691|XP_023163879.1|DHYD	LOC108077082|XP_017025739.1|DKIK
OG0005299	LOC111600236|XP_030080625.1|DHYD	LOC108073487|XP_017020634.1|DKIK
OG0005300	LOC111591989|XP_023159716.2|DHYD	LOC108083434|XP_017034678.1|DKIK
OG0005301	LOC111603746|XP_023177239.2|DHYD	LOC108082036|XP_017032794.1|DKIK
OG0005302	LOC111600585|XP_023172540.2|DHYD	LOC108073129|XP_017020116.1|DKIK
OG0005303	LOC111599368|XP_030079229.1|DHYD	LOC108082865|XP_017033932.1|DKIK
OG0005304	LOC111594351|XP_023163379.2|DHYD	LOC108079976|XP_017030028.1|DKIK
OG0005305	LOC111602142|XP_023174859.2|DHYD	LOC108076766|XP_017025256.1|DKIK
OG0005306	LOC111602522|XP_023175374.1|DHYD	LOC108076991|XP_017025540.1|DKIK
OG0005307	LOC111595188|XP_023164539.1|DHYD	LOC108081988|XP_017032715.1|DKIK
OG0005308	LOC111596129|XP_023165968.1|DHYD	LOC108077075|XP_017025731.1|DKIK
OG0005309	LOC111596130|XP_023165971.2|DHYD	LOC108082192|XP_017033002.1|DKIK
OG0005310	LOC111596225|XP_023166110.1|DHYD	LOC108079623|XP_017029490.1|DKIK
OG0005311	LOC111595858|XP_023165541.2|DHYD	LOC108077152|XP_017025871.1|DKIK
OG0005312	LOC111605510|XP_023179830.2|DHYD	LOC108077144|XP_017025851.1|DKIK
OG0005313	LOC111594667|XP_023163839.2|DHYD	LOC108077276|XP_017026038.1|DKIK
OG0005314	LOC111601192|XP_030080283.1|DHYD	LOC108082182|XP_017032988.1|DKIK
OG0005315	LOC111594233|XP_030080275.1|DHYD	LOC108070536|XP_017016549.1|DKIK
OG0005316	LOC111602106|XP_023174815.2|DHYD	LOC108076736|XP_017025203.1|DKIK
OG0005317	LOC111602515|XP_023175366.2|DHYD	LOC108077407|XP_017026196.1|DKIK
OG0005318	LOC111593159|XP_023161530.2|DHYD	LOC108083750|XP_017035159.1|DKIK
OG0005319	LOC111598937|XP_023170183.2|DHYD	LOC108085245|XP_017037279.1|DKIK
OG0005320	LOC111600352|XP_023172191.2|DHYD	LOC108072591|XP_017019292.1|DKIK
OG0005321	LOC111595937|XP_023165665.2|DHYD	LOC108077167|XP_017025891.1|DKIK
OG0005322	LOC111596306|XP_023166233.2|DHYD	LOC108074581|XP_017022178.1|DKIK
OG0005323	LOC111593166|XP_030080012.1|DHYD	LOC108082198|XP_017033010.1|DKIK
OG0005324	LOC111594746|XP_023163957.2|DHYD	LOC108077292|XP_017026060.1|DKIK
OG0005325	LOC111603884|XP_023177469.2|DHYD	LOC108075868|XP_017023959.1|DKIK
OG0005326	LOC111594684|XP_023163871.2|DHYD	LOC108077318|XP_017026096.1|DKIK
OG0005327	LOC111593761|XP_023162547.1|DHYD	LOC108082888|XP_017033959.1|DKIK
OG0005328	LOC111601394|XP_023173705.1|DHYD	LOC108075565|XP_017023569.1|DKIK
OG0005329	LOC111599781|XP_023171319.2|DHYD	LOC108078947|XP_017028585.1|DKIK
OG0005330	LOC111599780|XP_023171318.1|DHYD	LOC108078945|XP_017028583.1|DKIK
OG0005331	LOC111596064|XP_023165881.1|DHYD	LOC108077457|XP_017026270.1|DKIK
OG0005332	LOC111594653|XP_023163819.1|DHYD	LOC108074602|XP_017022206.1|DKIK
OG0005333	LOC111594218|XP_023163184.2|DHYD	LOC108075786|XP_017023843.1|DKIK
OG0005334	LOC111594392|XP_023163427.1|DHYD	LOC108077204|XP_017025940.1|DKIK
OG0005335	LOC111592133|XP_030081990.1|DHYD	LOC108081810|XP_017032535.1|DKIK
OG0005336	LOC111600021|XP_023171702.2|DHYD	LOC108078553|XP_017027959.1|DKIK
OG0005337	LOC111601206|XP_023173465.2|DHYD	LOC108078276|XP_017027517.1|DKIK
OG0005338	LOC111603936|XP_023177533.2|DHYD	LOC108074573|XP_017022164.1|DKIK
OG0005339	LOC111592591|XP_023160675.1|DHYD	LOC108076880|XP_017025399.1|DKIK
OG0005340	LOC111603855|XP_023177422.2|DHYD	LOC108082072|XP_017032851.1|DKIK
OG0005341	LOC111597078|XP_023167376.1|DHYD	LOC108070879|XP_017017011.1|DKIK
OG0005342	LOC111603748|XP_023177237.1|DHYD	LOC108082073|XP_017032853.1|DKIK
OG0005343	LOC111599890|XP_023171481.2|DHYD	LOC108073043|XP_017019995.1|DKIK
OG0005344	LOC111595548|XP_023165104.1|DHYD	LOC108082383|XP_017033213.1|DKIK
OG0005345	LOC111596294|XP_023166218.1|DHYD	LOC108082779|XP_017033803.1|DKIK
OG0005346	LOC111605031|XP_023179131.1|DHYD	LOC108075876|XP_017023969.1|DKIK
OG0005347	LOC111602154|XP_023174874.2|DHYD	LOC108086124|XP_017038461.1|DKIK
OG0005348	LOC111594733|XP_030079039.1|DHYD	LOC108077256|XP_017026008.1|DKIK
OG0005349	LOC111594403|XP_023163444.2|DHYD	LOC108077059|XP_017025714.1|DKIK
OG0005350	LOC111592539|XP_023160590.2|DHYD	LOC108081984|XP_017032711.1|DKIK
OG0005351	LOC111603045|XP_023176257.2|DHYD	LOC108070567|XP_017016607.1|DKIK
OG0005352	LOC111597787|XP_023168429.2|DHYD	LOC108077126|XP_017025819.1|DKIK
OG0005353	LOC111595449|XP_023164944.2|DHYD	LOC108082461|XP_017033326.1|DKIK
OG0005354	LOC111593171|XP_030079077.1|DHYD	LOC108075838|XP_017023903.1|DKIK
OG0005355	LOC111602465|XP_023175293.2|DHYD	LOC108074288|XP_017021763.1|DKIK
OG0005356	LOC111602502|XP_023175342.2|DHYD	LOC108074302|XP_017021780.1|DKIK
OG0005357	LOC111592916|XP_030080272.1|DHYD	LOC108079618|XP_017029482.1|DKIK
OG0005358	LOC111593158|XP_023161529.2|DHYD	LOC108075865|XP_017023949.1|DKIK
OG0005359	LOC111599731|XP_023171244.2|DHYD	LOC108086135|XP_017038477.1|DKIK
OG0005360	LOC111592256|XP_023160106.1|DHYD	LOC108085511|XP_017037623.1|DKIK
OG0005361	LOC111601148|XP_023173387.2|DHYD	LOC108077247|XP_017025996.1|DKIK
OG0005362	LOC111603949|XP_023177548.1|DHYD	LOC108074504|XP_017022071.1|DKIK
OG0005363	LOC111602327|XP_023175096.2|DHYD	LOC108073637|XP_017020845.1|DKIK
OG0005364	LOC111593991|XP_023162854.1|DHYD	LOC108078389|XP_017027733.1|DKIK
OG0005365	LOC111594946|XP_023164207.2|DHYD	LOC108082191|XP_017033000.1|DKIK
OG0005366	LOC111594934|XP_023164194.1|DHYD	LOC108082231|XP_017033058.1|DKIK
OG0005367	LOC111594948|XP_023164213.1|DHYD	LOC108082168|XP_017032963.1|DKIK
OG0005368	LOC111595717|XP_023165333.1|DHYD	LOC108073321|XP_017020371.1|DKIK
OG0005369	LOC111596287|XP_023166209.1|DHYD	LOC108072624|XP_017019342.1|DKIK
OG0005370	LOC111602493|XP_023175327.2|DHYD	LOC108082039|XP_017032801.1|DKIK
OG0005371	LOC111595192|XP_023164543.2|DHYD	LOC108081973|XP_017032696.1|DKIK
OG0005372	LOC111602706|XP_023175712.2|DHYD	LOC108084199|XP_017035797.1|DKIK
OG0005373	LOC111592062|XP_023159832.1|DHYD	LOC108074550|XP_017022176.1|DKIK
OG0005374	LOC111602476|XP_023175306.1|DHYD	LOC108077071|XP_017025728.1|DKIK
OG0005375	LOC111602453|XP_030079240.1|DHYD	LOC108077070|XP_017025727.1|DKIK
OG0005376	LOC111599128|XP_030080389.1|DHYD	LOC108077400|XP_017026185.1|DKIK
OG0005377	LOC111595293|XP_030079490.1|DHYD	LOC108079799|XP_017029767.1|DKIK
OG0005378	LOC111595847|XP_023165525.2|DHYD	LOC108074415|XP_017021932.1|DKIK
OG0005379	LOC111599323|XP_023170707.1|DHYD	LOC108074567|XP_017022158.1|DKIK
OG0005380	LOC111595856|XP_030079226.1|DHYD	LOC108074436|XP_017021964.1|DKIK
OG0005381	LOC111594198|XP_023163163.1|DHYD	LOC108082740|XP_017033735.1|DKIK
OG0005382	LOC111596049|XP_023165865.1|DHYD	LOC108074803|XP_017022487.1|DKIK
OG0005383	LOC111601046|XP_023173228.1|DHYD	LOC108071917|XP_017018365.1|DKIK
OG0005384	LOC111602949|XP_023176078.1|DHYD	LOC108070697|XP_017016770.1|DKIK
OG0005385	LOC111597066|XP_023167361.2|DHYD	LOC108076710|XP_017025160.1|DKIK
OG0005386	LOC111600703|XP_023172726.2|DHYD	LOC108076195|XP_017024417.1|DKIK
OG0005387	LOC111597798|XP_030080590.1|DHYD	LOC108075521|XP_017023503.1|DKIK
OG0005388	LOC111599063|XP_023170351.1|DHYD	LOC108081456|XP_017032135.1|DKIK
OG0005389	LOC111603771|XP_023177274.2|DHYD	LOC108076109|XP_017024326.1|DKIK
OG0005390	LOC111599395|XP_023170801.1|DHYD	LOC108086224|XP_017038578.1|DKIK
OG0005391	LOC111599398|XP_023170808.1|DHYD	LOC108086226|XP_017038582.1|DKIK
OG0005392	LOC111595203|XP_023164569.1|DHYD	LOC108077029|XP_017025643.1|DKIK
OG0005393	LOC111594589|XP_023163717.2|DHYD	LOC108080793|XP_017031168.1|DKIK
OG0005394	LOC111595008|XP_023164281.2|DHYD	LOC108077124|XP_017025816.1|DKIK
OG0005395	LOC111595505|XP_023165045.2|DHYD	LOC108074333|XP_017021835.1|DKIK
OG0005396	LOC111596216|XP_023166098.1|DHYD	LOC108079605|XP_017029454.1|DKIK
OG0005397	LOC115483203|XP_030080295.1|DHYD, LOC111596218|XP_023166103.2|DHYD	LOC108079624|XP_017029491.1|DKIK
OG0005398	LOC111604945|XP_023178984.1|DHYD	LOC108075581|XP_017023588.1|DKIK
OG0005399	LOC111602334|XP_023175107.2|DHYD	LOC108070778|XP_017016866.1|DKIK
OG0005400	LOC111597662|XP_030080953.1|DHYD	LOC108077944|XP_017026971.1|DKIK
OG0005401	LOC111595776|XP_023165425.2|DHYD	LOC108079647|XP_017029527.1|DKIK
OG0005402	LOC111596229|XP_030080285.1|DHYD	LOC108079646|XP_017029526.1|DKIK
OG0005403	LOC111596222|XP_023166108.1|DHYD	LOC108079669|XP_017029555.1|DKIK
OG0005404	LOC111596223|XP_023166109.2|DHYD	LOC108079670|XP_017029557.1|DKIK
OG0005405	LOC111593862|XP_023162682.1|DHYD	LOC108078322|XP_017027610.1|DKIK
OG0005406	LOC111597652|XP_023168240.2|DHYD	LOC108076813|XP_017025332.1|DKIK
OG0005407	LOC111604137|XP_023177823.2|DHYD	LOC108076353|XP_017024638.1|DKIK
OG0005408	LOC111599452|XP_023170878.1|DHYD	LOC108086233|XP_017038591.1|DKIK
OG0005409	LOC111602505|XP_023175348.2|DHYD	LOC108079684|XP_017029578.1|DKIK
OG0005410	LOC111603752|XP_023177243.1|DHYD	LOC108086270|XP_017038646.1|DKIK
OG0005411	LOC111593571|XP_023162201.1|DHYD	LOC108082315|XP_017033134.1|DKIK
OG0005412	LOC111603828|XP_023177356.1|DHYD	LOC108082579|XP_017033525.1|DKIK
OG0005413	LOC111603454|XP_023176815.1|DHYD	LOC108081791|XP_017032499.1|DKIK
OG0005414	LOC111605476|XP_023179782.1|DHYD	LOC108080301|XP_017030464.1|DKIK
OG0005415	LOC111596802|XP_030079896.1|DHYD	LOC108076070|XP_017024264.1|DKIK
OG0005416	LOC111595612|XP_030081302.1|DHYD	LOC108076798|XP_017025310.1|DKIK
OG0005417	LOC111594938|XP_023164199.1|DHYD	LOC108085361|XP_017037420.1|DKIK
OG0005418	LOC111594743|XP_023163953.1|DHYD	LOC108082215|XP_017033037.1|DKIK
OG0005419	LOC111592594|XP_023160677.1|DHYD	LOC108074407|XP_017021924.1|DKIK, LOC108077165|XP_017025889.1|DKIK
OG0005420	LOC111597754|XP_030080366.1|DHYD	LOC108075943|XP_017024074.1|DKIK
OG0005421	LOC111602451|XP_023175278.2|DHYD	LOC108082120|XP_017032910.1|DKIK
OG0005422	LOC111594894|XP_023164149.1|DHYD	LOC108079278|XP_017029063.1|DKIK
OG0005423	LOC111596979|XP_023167229.2|DHYD	LOC108077092|XP_017025752.1|DKIK
OG0005424	LOC111602091|XP_023174792.2|DHYD	LOC108076686|XP_017025125.1|DKIK
OG0005425	LOC111592713|XP_023160868.2|DHYD	LOC108071805|XP_017018186.1|DKIK
OG0005426	LOC111604141|XP_023177827.2|DHYD	LOC108078160|XP_017027299.1|DKIK
OG0005427	LOC111603902|XP_023177487.2|DHYD	LOC108082710|XP_017033706.1|DKIK
OG0005428	LOC111602206|XP_023174944.2|DHYD	LOC108082770|XP_017033789.1|DKIK
OG0005429	LOC111603636|XP_023177077.2|DHYD	LOC108079987|XP_017030043.1|DKIK
OG0005430	LOC111603825|XP_030080338.1|DHYD	LOC108079975|XP_017030027.1|DKIK
OG0005431	LOC111603940|XP_030080344.1|DHYD	LOC108081865|XP_017032594.1|DKIK
OG0005432	LOC111592081|XP_023159869.1|DHYD	LOC108079352|XP_017029152.1|DKIK
OG0005433	LOC111600589|XP_023172548.1|DHYD	LOC108078013|XP_017027059.1|DKIK
OG0005434	LOC111592090|XP_023159881.1|DHYD	LOC108084767|XP_017036574.1|DKIK
OG0005435	LOC111592057|XP_023159825.1|DHYD	LOC108079327|XP_017029121.1|DKIK
OG0005436	LOC111592056|XP_023159824.2|DHYD	LOC108074184|XP_017021610.1|DKIK
