Orthogroup	DHYD.longest_only	DFIC.longest_only
OG0004727	LOC111605489|XP_023179802.2|DHYD	LOC108091691|XP_017046508.1|DFIC
OG0004728	LOC111605517|XP_023179843.1|DHYD	LOC108088064|XP_017041196.1|DFIC
OG0004729	LOC111603097|XP_023176325.2|DHYD	LOC108097433|XP_017055191.1|DFIC
OG0004730	LOC111602235|XP_023174987.2|DHYD	LOC108088222|XP_017041421.1|DFIC
OG0004731	LOC111601407|XP_023173733.1|DHYD	LOC108088043|XP_017041166.1|DFIC
OG0004732	LOC111603583|XP_023177004.2|DHYD	LOC108098889|XP_017057565.1|DFIC
OG0004733	LOC111603645|XP_023177092.2|DHYD	LOC108092113|XP_017047101.1|DFIC
OG0004734	LOC111594804|XP_023164034.2|DHYD	LOC108099626|XP_017058743.1|DFIC
OG0004735	LOC111601512|XP_023173875.2|DHYD	LOC108098678|XP_017057266.1|DFIC
OG0004736	LOC111605461|XP_023179746.2|DHYD	LOC108097573|XP_017055446.1|DFIC
OG0004737	LOC111596030|XP_023165829.2|DHYD	LOC108098490|XP_017056893.1|DFIC
OG0004738	LOC111596467|XP_023166491.2|DHYD	LOC108098586|XP_017057115.1|DFIC
OG0004739	LOC115483797|XP_030081913.1|DHYD, LOC111602955|XP_023176099.2|DHYD	LOC108087148|XP_017039850.1|DFIC
OG0004740	LOC111598569|XP_023169638.2|DHYD	LOC108099657|XP_017058780.1|DFIC
OG0004741	LOC111604251|XP_023178005.2|DHYD	LOC108087987|XP_017041077.1|DFIC
OG0004742	LOC111594130|XP_030079792.1|DHYD	LOC108095003|XP_017051324.1|DFIC
OG0004743	LOC111592685|XP_023160819.2|DHYD	LOC108088004|XP_017041104.1|DFIC
OG0004744	LOC111601160|XP_023173408.1|DHYD	LOC108098443|XP_017056835.1|DFIC
OG0004745	LOC111604885|XP_030078765.1|DHYD	LOC108090167|XP_017044228.1|DFIC
OG0004746	LOC111604642|XP_030078616.1|DHYD	LOC108102025|XP_017062116.1|DFIC
OG0004747	LOC111598899|XP_023170134.2|DHYD	LOC108102027|XP_017062119.1|DFIC
OG0004748	LOC111604641|XP_030078648.1|DHYD	LOC108102024|XP_017062115.1|DFIC
OG0004749	LOC111600613|XP_023172574.1|DHYD	LOC108093330|XP_017048811.1|DFIC
OG0004750	LOC111597876|XP_023168569.1|DHYD	LOC108099376|XP_017058358.1|DFIC
OG0004751	LOC111594962|XP_023164229.2|DHYD	LOC108097580|XP_017055459.1|DFIC
OG0004752	LOC111597766|XP_023168392.2|DHYD	LOC108095715|XP_017052375.1|DFIC
OG0004753	LOC111594492|XP_023163570.1|DHYD	LOC108099357|XP_017058332.1|DFIC
OG0004754	LOC111603246|XP_023176521.1|DHYD	LOC108088510|XP_017041835.1|DFIC
OG0004755	LOC111600634|XP_023172607.1|DHYD	LOC108093354|XP_017048855.1|DFIC
OG0004756	LOC111600709|XP_023172733.2|DHYD	LOC108093353|XP_017048854.1|DFIC
OG0004757	LOC111594587|XP_023163713.2|DHYD	LOC108087192|XP_017039940.1|DFIC
OG0004758	LOC111601342|XP_023173641.2|DHYD	LOC108087336|XP_017040159.1|DFIC
OG0004759	LOC111605433|XP_023179716.1|DHYD	LOC108099436|XP_017058460.1|DFIC
OG0004760	LOC111602645|XP_023175579.2|DHYD	LOC108092141|XP_017047138.1|DFIC
OG0004761	LOC111602537|XP_023175447.2|DHYD	LOC108096788|XP_017054158.1|DFIC
OG0004762	LOC111592584|XP_023160665.1|DHYD	LOC108088193|XP_017041382.1|DFIC
OG0004763	LOC111592930|XP_023161157.1|DHYD	LOC108087325|XP_017040145.1|DFIC
OG0004764	LOC111593255|XP_023161687.1|DHYD	LOC108092181|XP_017047194.1|DFIC
OG0004765	LOC111601768|XP_030081568.1|DHYD	LOC108099526|XP_017058583.1|DFIC
OG0004766	LOC111593690|XP_023162356.1|DHYD	LOC108099322|XP_017058243.1|DFIC
OG0004767	LOC111605482|XP_023179785.2|DHYD	LOC108098541|XP_017057018.1|DFIC
OG0004768	LOC111605524|XP_023179853.2|DHYD	LOC108098515|XP_017056962.1|DFIC
OG0004769	LOC111599003|XP_023170282.2|DHYD	LOC108089782|XP_017043665.1|DFIC
OG0004770	LOC111601337|XP_023173634.1|DHYD	LOC108087350|XP_017040179.1|DFIC
OG0004771	LOC111596424|XP_023166404.2|DHYD	LOC108088419|XP_017041669.1|DFIC
OG0004772	LOC111602717|XP_030078721.1|DHYD	LOC108097610|XP_017055508.1|DFIC
OG0004773	LOC111600663|XP_023172656.1|DHYD	LOC108093306|XP_017048770.1|DFIC
OG0004774	LOC111600664|XP_023172657.1|DHYD, LOC115482730|XP_030081894.1|DHYD	LOC108093309|XP_017048781.1|DFIC
OG0004775	LOC111595727|XP_023165349.1|DHYD	LOC108087981|XP_017041072.1|DFIC
OG0004776	LOC111593823|XP_023162623.2|DHYD	LOC108094209|XP_017050154.1|DFIC
OG0004777	LOC111600847|XP_023172920.1|DHYD	LOC108094486|XP_017050563.1|DFIC
OG0004778	LOC111600407|XP_023172256.1|DHYD	LOC108101532|XP_017061399.1|DFIC, LOC108098382|XP_017056735.1|DFIC
OG0004779	LOC111602791|XP_023175836.2|DHYD	LOC108087332|XP_017040151.1|DFIC
OG0004780	LOC111599157|XP_023170496.1|DHYD	LOC108092309|XP_017047333.1|DFIC
OG0004781	LOC111604256|XP_023178014.2|DHYD	LOC108087998|XP_017041099.1|DFIC
OG0004782	LOC111602699|XP_023175699.2|DHYD	LOC108087142|XP_017039841.1|DFIC
OG0004783	LOC111603211|XP_023176476.1|DHYD	LOC108097586|XP_017055464.1|DFIC
OG0004784	LOC111594550|XP_023163671.1|DHYD	LOC108091728|XP_017046560.1|DFIC
OG0004785	LOC111594564|XP_023163689.1|DHYD	LOC108091729|XP_017046561.1|DFIC
OG0004786	LOC111594586|XP_023163712.1|DHYD	LOC108091810|XP_017046668.1|DFIC
OG0004787	LOC111594443|XP_023163498.1|DHYD	LOC108091837|XP_017046706.1|DFIC
OG0004788	LOC111594607|XP_023163750.2|DHYD	LOC108091773|XP_017046609.1|DFIC
OG0004789	LOC111594444|XP_023163499.2|DHYD	LOC108091768|XP_017046603.1|DFIC
OG0004790	LOC111597104|XP_030080688.1|DHYD	LOC108095950|XP_017052777.1|DFIC
OG0004791	LOC111597155|XP_030080685.1|DHYD	LOC108086836|XP_017039373.1|DFIC
OG0004792	LOC111603485|XP_023176850.1|DHYD	LOC108087929|XP_017041005.1|DFIC
OG0004793	LOC111594815|XP_023164045.2|DHYD	LOC108088394|XP_017041632.1|DFIC
OG0004794	LOC111605587|XP_023179958.2|DHYD	LOC108092075|XP_017047039.1|DFIC
OG0004795	LOC111603245|XP_023176520.2|DHYD	LOC108087242|XP_017040027.1|DFIC
OG0004796	LOC111596411|XP_023166390.1|DHYD	LOC108088023|XP_017041136.1|DFIC
OG0004797	LOC111598219|XP_030080666.1|DHYD	LOC108099623|XP_017058735.1|DFIC
OG0004798	LOC111594450|XP_023163511.1|DHYD	LOC108086550|XP_017038977.1|DFIC
OG0004799	LOC111605464|XP_023179751.2|DHYD	LOC108099455|XP_017058485.1|DFIC
OG0004800	LOC111593264|XP_023161699.1|DHYD	LOC108092187|XP_017047202.1|DFIC
OG0004801	LOC111598517|XP_023169561.2|DHYD	LOC108095994|XP_017052827.1|DFIC
OG0004802	LOC111600669|XP_023172685.2|DHYD	LOC108093367|XP_017048877.1|DFIC
OG0004803	LOC111600231|XP_030080753.1|DHYD	LOC108102285|XP_017062522.1|DFIC
OG0004804	LOC111605475|XP_023179777.2|DHYD	LOC108098516|XP_017056969.1|DFIC
OG0004805	LOC111593678|XP_023162338.2|DHYD	LOC108099434|XP_017058457.1|DFIC
OG0004806	LOC111591982|XP_023159701.1|DHYD	LOC108095566|XP_017052202.1|DFIC
OG0004807	LOC111600843|XP_023172916.1|DHYD	LOC108095946|XP_017052772.1|DFIC
OG0004808	LOC111594620|XP_023163779.1|DHYD	LOC108098816|XP_017057459.1|DFIC
OG0004809	LOC115483778|XP_030081880.1|DHYD, LOC111600697|XP_023172720.1|DHYD	LOC108093326|XP_017048806.1|DFIC
OG0004810	LOC111600708|XP_023172732.1|DHYD	LOC108093291|XP_017048757.1|DFIC
OG0004811	LOC111596652|XP_023166719.1|DHYD	LOC108100554|XP_017060014.1|DFIC
OG0004812	LOC111593692|XP_023162359.2|DHYD	LOC108099314|XP_017058197.1|DFIC
OG0004813	LOC111603657|XP_023177109.2|DHYD	LOC108087327|XP_017040147.1|DFIC
OG0004814	LOC111605427|XP_023179704.2|DHYD	LOC108098887|XP_017057562.1|DFIC
OG0004815	LOC111605129|XP_023179261.2|DHYD	LOC108097247|XP_017054914.1|DFIC
OG0004816	LOC111603178|XP_023176427.2|DHYD	LOC108088680|XP_017042108.1|DFIC
OG0004817	LOC111603145|XP_023176389.2|DHYD	LOC108088679|XP_017042107.1|DFIC
OG0004818	LOC111602769|XP_023175800.1|DHYD	LOC108097614|XP_017055513.1|DFIC
OG0004819	LOC111599596|XP_023171047.2|DHYD	LOC108091655|XP_017046454.1|DFIC
OG0004820	LOC111594622|XP_023163780.2|DHYD	LOC108098928|XP_017057622.1|DFIC
OG0004821	LOC111596419|XP_023166398.2|DHYD	LOC108088530|XP_017041862.1|DFIC
OG0004822	LOC111601498|XP_023173855.2|DHYD	LOC108092029|XP_017046958.1|DFIC
OG0004823	LOC111594411|XP_023163455.2|DHYD	LOC108092086|XP_017047060.1|DFIC
OG0004824	LOC111594412|XP_023163464.1|DHYD	LOC108092088|XP_017047066.1|DFIC
OG0004825	LOC111594132|XP_023163060.1|DHYD	LOC108095039|XP_017051419.1|DFIC
OG0004826	LOC111595589|XP_023165171.2|DHYD	LOC108091785|XP_017046632.1|DFIC
OG0004827	LOC111595699|XP_023165315.2|DHYD	LOC108098607|XP_017057159.1|DFIC
OG0004828	LOC111602676|XP_023175658.1|DHYD	LOC108087295|XP_017040094.1|DFIC
OG0004829	LOC111596501|XP_023166530.2|DHYD	LOC108092174|XP_017047185.1|DFIC
OG0004830	LOC111598547|XP_030080580.1|DHYD	LOC108087888|XP_017040955.1|DFIC
OG0004831	LOC111600460|XP_023172329.1|DHYD	LOC108093227|XP_017048686.1|DFIC
OG0004832	LOC111596086|XP_023165918.1|DHYD	LOC108088076|XP_017041216.1|DFIC
OG0004833	LOC111598541|XP_023169598.1|DHYD	LOC108090135|XP_017044164.1|DFIC
OG0004834	LOC111602771|XP_023175805.1|DHYD, LOC115483790|XP_030081908.1|DHYD	LOC108087269|XP_017040064.1|DFIC
OG0004835	LOC111601421|XP_023173764.2|DHYD	LOC108087354|XP_017040184.1|DFIC
OG0004836	LOC111596604|XP_023166654.2|DHYD	LOC108091656|XP_017046455.1|DFIC
OG0004837	LOC111605727|XP_023180187.1|DHYD	LOC108096394|XP_017053450.1|DFIC
OG0004838	LOC111601321|XP_023173619.2|DHYD	LOC108098804|XP_017057434.1|DFIC
OG0004839	LOC111601292|XP_023173569.2|DHYD	LOC108098864|XP_017057531.1|DFIC
OG0004840	LOC111593357|XP_030078671.1|DHYD	LOC108092147|XP_017047151.1|DFIC
OG0004841	LOC111598967|XP_023170227.1|DHYD	LOC108101745|XP_017061695.1|DFIC
OG0004842	LOC111604260|XP_023178022.1|DHYD	LOC108086600|XP_017039060.1|DFIC
OG0004843	LOC111592938|XP_023161167.1|DHYD	LOC108087173|XP_017039905.1|DFIC
OG0004844	LOC111604951|XP_023178995.2|DHYD	LOC108100906|XP_017060509.1|DFIC
OG0004845	LOC111604933|XP_023178971.1|DHYD	LOC108090168|XP_017044229.1|DFIC
OG0004846	LOC111595013|XP_023164287.1|DHYD	LOC108092443|XP_017047513.1|DFIC
OG0004847	LOC111595011|XP_023164285.2|DHYD	LOC108092441|XP_017047511.1|DFIC
OG0004848	LOC111600938|XP_023173077.2|DHYD	LOC108097641|XP_017055563.1|DFIC
OG0004849	LOC111595558|XP_023165120.2|DHYD	LOC108092646|XP_017047781.1|DFIC
OG0004850	LOC111596276|XP_023166206.1|DHYD	LOC108089089|XP_017042687.1|DFIC
OG0004851	LOC111595189|XP_030078617.1|DHYD	LOC108089079|XP_017042674.1|DFIC
OG0004852	LOC111595676|XP_023165283.2|DHYD	LOC108091831|XP_017046698.1|DFIC
OG0004853	LOC111594129|XP_023163056.2|DHYD	LOC108087795|XP_017040827.1|DFIC
OG0004854	LOC111605196|XP_023179368.1|DHYD	LOC108089526|XP_017043345.1|DFIC
OG0004855	LOC111592810|XP_023160989.2|DHYD	LOC108100664|XP_017060166.1|DFIC
OG0004856	LOC111603064|XP_030081848.1|DHYD	LOC108096222|XP_017053098.1|DFIC
OG0004857	LOC111601714|XP_023174200.2|DHYD	LOC108100630|XP_017060122.1|DFIC
OG0004858	LOC111603072|XP_023176297.2|DHYD	LOC108096298|XP_017053263.1|DFIC
OG0004859	LOC111603073|XP_023176300.2|DHYD	LOC108096402|XP_017053462.1|DFIC
OG0004860	LOC111602893|XP_023175997.1|DHYD	LOC108099208|XP_017058073.1|DFIC
OG0004861	LOC111598679|XP_023169808.2|DHYD	LOC108087486|XP_017040352.1|DFIC
OG0004862	LOC111598754|XP_030081508.1|DHYD	LOC108087473|XP_017040338.1|DFIC
OG0004863	LOC111605644|XP_023180073.2|DHYD	LOC108093155|XP_017048590.1|DFIC
OG0004864	LOC111598688|XP_023169820.1|DHYD	LOC108100599|XP_017060071.1|DFIC
OG0004865	LOC111594964|XP_023164230.2|DHYD	LOC108095955|XP_017052784.1|DFIC
OG0004866	LOC111605651|XP_023180081.2|DHYD	LOC108089447|XP_017043176.1|DFIC
OG0004867	LOC111603554|XP_023176959.2|DHYD	LOC108093846|XP_017049669.1|DFIC
OG0004868	LOC111603234|XP_023176509.2|DHYD	LOC108091133|XP_017045654.1|DFIC
OG0004869	LOC111597637|XP_023168210.1|DHYD	LOC108094249|XP_017050197.1|DFIC
OG0004870	LOC111597642|XP_023168215.1|DHYD	LOC108094256|XP_017050207.1|DFIC
OG0004871	LOC111604112|XP_023177787.2|DHYD	LOC108101922|XP_017061988.1|DFIC
OG0004872	LOC111605377|XP_023179629.1|DHYD	LOC108090788|XP_017045124.1|DFIC
OG0004873	LOC111596226|XP_023166111.2|DHYD	LOC108092735|XP_017047953.1|DFIC
OG0004874	LOC111604246|XP_030080826.1|DHYD	LOC108095716|XP_017052379.1|DFIC
OG0004875	LOC111594898|XP_023164152.2|DHYD	LOC108087586|XP_017040506.1|DFIC
OG0004876	LOC111602826|XP_023175905.2|DHYD	LOC108097022|XP_017054528.1|DFIC
OG0004877	LOC111598382|XP_023169359.2|DHYD	LOC108100163|XP_017059415.1|DFIC
OG0004878	LOC111604138|XP_023177824.1|DHYD	LOC108101546|XP_017061427.1|DFIC
OG0004880	LOC111596665|XP_023166740.1|DHYD	LOC108088839|XP_017042301.1|DFIC
OG0004881	LOC111592319|XP_023160204.2|DHYD	LOC108093181|XP_017048625.1|DFIC
OG0004882	LOC111595644|XP_023165237.1|DHYD	LOC108089595|XP_017043442.1|DFIC
OG0004883	LOC111597539|XP_023168096.2|DHYD	LOC108099202|XP_017058066.1|DFIC
OG0004884	LOC111597708|XP_023168314.2|DHYD	LOC108101822|XP_017061784.1|DFIC
OG0004885	LOC111605210|XP_030081099.1|DHYD	LOC108096629|XP_017053867.1|DFIC
OG0004886	LOC111594008|XP_023162873.1|DHYD	LOC108093920|XP_017049776.1|DFIC
OG0004887	LOC111597671|XP_023168265.1|DHYD	LOC108090565|XP_017044795.1|DFIC
OG0004888	LOC111598262|XP_030081015.1|DHYD	LOC108095175|XP_017051629.1|DFIC
OG0004889	LOC111600629|XP_023172600.2|DHYD	LOC108090732|XP_017045044.1|DFIC
OG0004890	LOC111600738|XP_023172785.1|DHYD	LOC108101872|XP_017061897.1|DFIC
OG0004891	LOC111593445|XP_023161966.2|DHYD	LOC108095623|XP_017052279.1|DFIC
OG0004892	LOC111594339|XP_023163354.1|DHYD	LOC108096959|XP_017054416.1|DFIC
OG0004893	LOC111600600|XP_023172560.2|DHYD	LOC108096605|XP_017053801.1|DFIC
OG0004894	LOC111603290|XP_023176581.1|DHYD	LOC108096742|XP_017054082.1|DFIC
OG0004895	LOC111594116|XP_023163043.1|DHYD	LOC108087688|XP_017040684.1|DFIC
OG0004896	LOC111604305|XP_023178109.2|DHYD	LOC108087843|XP_017040906.1|DFIC
OG0004897	LOC111604281|XP_030080986.1|DHYD	LOC108087860|XP_017040931.1|DFIC
OG0004898	LOC111593731|XP_023162487.1|DHYD	LOC108093741|XP_017049495.1|DFIC
OG0004899	LOC111599895|XP_030079706.1|DHYD	LOC108086440|XP_017038840.1|DFIC
OG0004900	LOC111600711|XP_023172736.2|DHYD	LOC108093966|XP_017049861.1|DFIC
OG0004901	LOC111600640|XP_023172615.2|DHYD	LOC108094062|XP_017049990.1|DFIC
OG0004902	LOC111596938|XP_023167157.1|DHYD	LOC108100541|XP_017059993.1|DFIC
OG0004903	LOC111603846|XP_023177396.1|DHYD	LOC108096754|XP_017054102.1|DFIC
OG0004904	LOC111602733|XP_023175746.2|DHYD	LOC108087133|XP_017039820.1|DFIC
OG0004905	LOC111593819|XP_023162617.1|DHYD	LOC108101554|XP_017061438.1|DFIC
OG0004906	LOC111603736|XP_023177220.2|DHYD	LOC108096353|XP_017053391.1|DFIC
OG0004907	LOC111595652|XP_023165243.1|DHYD	LOC108089591|XP_017043437.1|DFIC
OG0004908	LOC111592962|XP_023161220.2|DHYD	LOC108093160|XP_017048596.1|DFIC
OG0004909	LOC111592950|XP_023161198.1|DHYD	LOC108088233|XP_017041431.1|DFIC
OG0004910	LOC111592955|XP_023161211.2|DHYD	LOC108088231|XP_017041429.1|DFIC
OG0004911	LOC111601086|XP_023173281.1|DHYD	LOC108099186|XP_017058042.1|DFIC
OG0004912	LOC111603691|XP_023177149.1|DHYD	LOC108096354|XP_017053392.1|DFIC
OG0004913	LOC111602144|XP_023174861.1|DHYD	LOC108094841|XP_017051132.1|DFIC
OG0004914	LOC111602100|XP_023174804.2|DHYD	LOC108094839|XP_017051125.1|DFIC
OG0004915	LOC111604087|XP_023177746.2|DHYD	LOC108101904|XP_017061963.1|DFIC
OG0004916	LOC111596626|XP_023166680.1|DHYD	LOC108090559|XP_017044790.1|DFIC
OG0004917	LOC111595267|XP_023164681.1|DHYD	LOC108087512|XP_017040403.1|DFIC
OG0004918	LOC111595264|XP_023164678.2|DHYD	LOC108087511|XP_017040397.1|DFIC
OG0004919	LOC111594487|XP_023163563.1|DHYD	LOC108100765|XP_017060293.1|DFIC
OG0004920	LOC111604421|XP_023178245.2|DHYD	LOC108100374|XP_017059711.1|DFIC
OG0004921	LOC111602909|XP_030081141.1|DHYD	LOC108088242|XP_017041442.1|DFIC
OG0004922	LOC111605162|XP_023179315.1|DHYD	LOC108088942|XP_017042454.1|DFIC
OG0004923	LOC111595275|XP_023164690.1|DHYD	LOC108100446|XP_017059860.1|DFIC
OG0004924	LOC111600502|XP_023172398.2|DHYD	LOC108093051|XP_017048448.1|DFIC
OG0004925	LOC111600458|XP_023172327.1|DHYD	LOC108100661|XP_017060161.1|DFIC
OG0004926	LOC111600506|XP_023172402.1|DHYD	LOC108093273|XP_017048742.1|DFIC
OG0004927	LOC111600520|XP_023172420.1|DHYD	LOC108096245|XP_017053173.1|DFIC
OG0004928	LOC111592425|XP_023160368.2|DHYD	LOC108095159|XP_017051596.1|DFIC
OG0004929	LOC111601078|XP_023173272.1|DHYD	LOC108098986|XP_017057693.1|DFIC
OG0004930	LOC111603249|XP_023176528.2|DHYD	LOC108093749|XP_017049505.1|DFIC
OG0004931	LOC111602146|XP_023174863.1|DHYD	LOC108094958|XP_017051311.1|DFIC
OG0004932	LOC111600470|XP_023172345.2|DHYD	LOC108099144|XP_017057976.1|DFIC
OG0004933	LOC111593550|XP_023162172.1|DHYD	LOC108090560|XP_017044791.1|DFIC
OG0004934	LOC111600109|XP_023171839.1|DHYD	LOC108090984|XP_017045429.1|DFIC
OG0004935	LOC111602220|XP_023174966.2|DHYD	LOC108086305|XP_017038686.1|DFIC
OG0004936	LOC111599659|XP_023171123.2|DHYD	LOC108096373|XP_017053414.1|DFIC
OG0004937	LOC111595649|XP_023165241.2|DHYD	LOC108093191|XP_017048640.1|DFIC
OG0004938	LOC111595086|XP_023164410.2|DHYD	LOC108096220|XP_017053094.1|DFIC
OG0004939	LOC111604523|XP_023178388.2|DHYD	LOC108088291|XP_017041509.1|DFIC
OG0004940	LOC111605108|XP_023179218.2|DHYD	LOC108088325|XP_017041552.1|DFIC
OG0004941	LOC111600471|XP_023172347.2|DHYD	LOC108089393|XP_017043065.1|DFIC
OG0004942	LOC111593092|XP_023161456.2|DHYD	LOC108099872|XP_017059009.1|DFIC
OG0004943	LOC111601605|XP_023174038.1|DHYD	LOC108089034|XP_017042620.1|DFIC
OG0004944	LOC111602926|XP_023176042.1|DHYD	LOC108099121|XP_017057944.1|DFIC
OG0004945	LOC111601804|XP_023174402.1|DHYD	LOC108094328|XP_017050367.1|DFIC
OG0004946	LOC111591866|XP_023159516.1|DHYD	LOC108088892|XP_017042380.1|DFIC
OG0004947	LOC111595284|XP_023164704.1|DHYD	LOC108100400|XP_017059773.1|DFIC
OG0004948	LOC111595286|XP_023164706.2|DHYD	LOC108100244|XP_017059509.1|DFIC
OG0004949	LOC115482994|XP_030079494.1|DHYD, LOC111595305|XP_030079506.1|DHYD	LOC108100319|XP_017059614.1|DFIC
OG0004950	LOC111596271|XP_023166178.2|DHYD	LOC108099107|XP_017057920.1|DFIC
OG0004951	LOC111603238|XP_023176511.1|DHYD	LOC108088488|XP_017041796.1|DFIC
OG0004952	LOC111601715|XP_023174202.2|DHYD	LOC108089635|XP_017043489.1|DFIC
OG0004953	LOC111600467|XP_023172341.1|DHYD	LOC108089578|XP_017043423.1|DFIC
OG0004954	LOC111600464|XP_023172337.2|DHYD	LOC108089613|XP_017043464.1|DFIC
OG0004955	LOC111601022|XP_023173197.2|DHYD	LOC108093080|XP_017048490.1|DFIC
OG0004956	LOC111599882|XP_023171467.2|DHYD	LOC108093695|XP_017049365.1|DFIC
OG0004957	LOC111601697|XP_023174181.2|DHYD	LOC108099152|XP_017057986.1|DFIC
OG0004958	LOC111605172|XP_030081499.1|DHYD	LOC108089316|XP_017042981.1|DFIC
OG0004959	LOC111605180|XP_023179345.1|DHYD	LOC108089482|XP_017043246.1|DFIC
OG0004960	LOC111605199|XP_023179374.2|DHYD	LOC108089480|XP_017043244.1|DFIC
OG0004961	LOC111599378|XP_023170785.2|DHYD	LOC108096930|XP_017054372.1|DFIC
OG0004962	LOC111597479|XP_023167998.1|DHYD	LOC108093199|XP_017048650.1|DFIC
OG0004963	LOC111592323|XP_023160211.2|DHYD	LOC108088302|XP_017041520.1|DFIC
OG0004964	LOC111598757|XP_023169932.2|DHYD	LOC108087533|XP_017040427.1|DFIC
OG0004965	LOC111601048|XP_023173231.1|DHYD	LOC108089442|XP_017043168.1|DFIC
OG0004966	LOC111601038|XP_023173218.1|DHYD	LOC108089514|XP_017043326.1|DFIC
OG0004967	LOC111597639|XP_023168212.2|DHYD	LOC108094253|XP_017050202.1|DFIC
OG0004968	LOC111591915|XP_023159605.1|DHYD	LOC108096351|XP_017053389.1|DFIC
OG0004969	LOC111598808|XP_023169999.2|DHYD	LOC108093657|XP_017049321.1|DFIC
OG0004970	LOC111591920|XP_030079638.1|DHYD	LOC108096350|XP_017053388.1|DFIC
OG0004971	LOC111591922|XP_023159617.1|DHYD	LOC108096405|XP_017053465.1|DFIC
OG0004972	LOC111601075|XP_023173269.1|DHYD	LOC108089462|XP_017043197.1|DFIC
OG0004973	LOC111596508|XP_023166539.1|DHYD	LOC108099089|XP_017057895.1|DFIC
OG0004974	LOC111605195|XP_023179367.2|DHYD	LOC108089593|XP_017043440.1|DFIC
OG0004975	LOC111595273|XP_023164688.1|DHYD	LOC108100448|XP_017059861.1|DFIC
OG0004976	LOC111596847|XP_023167039.1|DHYD	LOC108099395|XP_017058392.1|DFIC
OG0004977	LOC111599889|XP_023171480.1|DHYD	LOC108087743|XP_017040754.1|DFIC
OG0004978	LOC111602379|XP_023175163.2|DHYD	LOC108086308|XP_017038698.1|DFIC
OG0004979	LOC111601588|XP_023174011.1|DHYD	LOC108088964|XP_017042471.1|DFIC
OG0004980	LOC111597274|XP_023167657.2|DHYD	LOC108096398|XP_017053458.1|DFIC
OG0004981	LOC111592291|XP_023160162.2|DHYD	LOC108088264|XP_017041470.1|DFIC
OG0004982	LOC111592259|XP_023160115.2|DHYD	LOC108088320|XP_017041545.1|DFIC
OG0004983	LOC111598733|XP_023169894.2|DHYD	LOC108087571|XP_017040490.1|DFIC
OG0004984	LOC111604786|XP_023178767.1|DHYD	LOC108093219|XP_017048676.1|DFIC
OG0004985	LOC111602886|XP_023175986.2|DHYD	LOC108100261|XP_017059527.1|DFIC
OG0004986	LOC111599254|XP_023170621.1|DHYD	LOC108099921|XP_017059079.1|DFIC
OG0004987	LOC111605684|XP_023180119.2|DHYD	LOC108089463|XP_017043198.1|DFIC
OG0004988	LOC111602887|XP_030081140.1|DHYD	LOC108100262|XP_017059531.1|DFIC
OG0004989	LOC111605670|XP_023180102.1|DHYD	LOC108089519|XP_017043335.1|DFIC
OG0004990	LOC111602122|XP_023174839.1|DHYD	LOC108095202|XP_017051698.1|DFIC
OG0004991	LOC111602388|XP_023175175.1|DHYD	LOC108087665|XP_017040644.1|DFIC
OG0004992	LOC111602389|XP_023175177.2|DHYD	LOC108087666|XP_017040646.1|DFIC
OG0004993	LOC111601691|XP_023174169.2|DHYD	LOC108089310|XP_017042976.1|DFIC
OG0004994	LOC111604489|XP_023178347.2|DHYD	LOC108099198|XP_017058061.1|DFIC
OG0004995	LOC111601595|XP_023174024.2|DHYD	LOC108099546|XP_017058614.1|DFIC
OG0004996	LOC111592960|XP_023161218.1|DHYD	LOC108093839|XP_017049662.1|DFIC
OG0004997	LOC111594023|XP_023162898.1|DHYD	LOC108093724|XP_017049423.1|DFIC
OG0004998	LOC111597728|XP_023168338.1|DHYD	LOC108101845|XP_017061853.1|DFIC
OG0004999	LOC111601649|XP_023174099.2|DHYD	LOC108088977|XP_017042508.1|DFIC
OG0005000	LOC111599397|XP_023170809.1|DHYD	LOC108096516|XP_017053634.1|DFIC
OG0005001	LOC111601690|XP_023174167.2|DHYD	LOC108096388|XP_017053442.1|DFIC
OG0005002	LOC111601481|XP_023173838.1|DHYD	LOC108088020|XP_017041123.1|DFIC
OG0005003	LOC111592838|XP_023161029.1|DHYD	LOC108089018|XP_017042592.1|DFIC
OG0005004	LOC111601028|XP_023173205.1|DHYD	LOC108093238|XP_017048701.1|DFIC
OG0005005	LOC111604537|XP_023178404.2|DHYD	LOC108088269|XP_017041476.1|DFIC
OG0005006	LOC111595387|XP_023164853.1|DHYD	LOC108100605|XP_017060081.1|DFIC
OG0005007	LOC111601110|XP_023173324.2|DHYD	LOC108099923|XP_017059081.1|DFIC
OG0005008	LOC111597469|XP_023167986.2|DHYD	LOC108100672|XP_017060177.1|DFIC
OG0005009	LOC111604775|XP_023178748.1|DHYD	LOC108099754|XP_017058873.1|DFIC
OG0005010	LOC111598383|XP_023169360.2|DHYD	LOC108100167|XP_017059419.1|DFIC
OG0005011	LOC111600066|XP_023171764.2|DHYD	LOC108090741|XP_017045053.1|DFIC
OG0005012	LOC111597502|XP_023168035.2|DHYD	LOC108093257|XP_017048722.1|DFIC
OG0005013	LOC111604788|XP_023178769.2|DHYD	LOC108099410|XP_017058414.1|DFIC
OG0005014	LOC111598726|XP_023169885.1|DHYD	LOC108087505|XP_017040392.1|DFIC
OG0005015	LOC111604440|XP_023178277.2|DHYD	LOC108100515|XP_017059960.1|DFIC
