Orthogroup	DHYD.longest_only	AALB.longest_only
OG0004353	LOC111594977|XP_030079660.1|DHYD	LOC118462561|XP_035784243.1|AALB
OG0004354	LOC111594971|XP_023164239.2|DHYD	LOC118462563|XP_035784245.1|AALB
OG0004355	LOC111599547|XP_023170973.2|DHYD	LOC118462912|XP_035784906.1|AALB
OG0004356	LOC111592112|XP_023159910.2|DHYD	LOC118465163|XP_035789014.1|AALB
OG0004357	LOC111597081|XP_023167382.2|DHYD	LOC118467502|XP_035793945.1|AALB
OG0004358	LOC111595519|XP_023165067.1|DHYD	LOC118463739|XP_035786426.1|AALB
OG0004359	LOC111597940|XP_023168664.2|DHYD	LOC118463560|XP_035786089.1|AALB
OG0004360	LOC111592265|XP_023160130.2|DHYD	LOC118464752|XP_035788264.1|AALB
OG0004361	LOC111601365|XP_023173667.2|DHYD	LOC118458930|XP_035777793.1|AALB
OG0004362	LOC111598691|XP_023169824.2|DHYD	LOC118467395|XP_035793751.1|AALB
OG0004363	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD	LOC118458021|XP_035776019.1|AALB
OG0004364	LOC111592132|XP_023159936.1|DHYD	LOC118464724|XP_035788197.1|AALB
OG0004365	LOC111597069|XP_030082036.1|DHYD	LOC118463923|XP_035786773.1|AALB
OG0004366	LOC111599058|XP_023170347.1|DHYD	LOC118460523|XP_035780795.1|AALB
OG0004367	LOC111591861|XP_023159510.2|DHYD	LOC118467421|XP_035793800.1|AALB
OG0004368	LOC111592865|XP_023161078.1|DHYD	LOC118466028|XP_035790741.1|AALB
OG0004369	LOC111594166|XP_030082051.1|DHYD	LOC118465255|XP_035789168.1|AALB
OG0004370	LOC111601258|XP_023173531.2|DHYD	LOC118466847|XP_035792567.1|AALB
OG0004371	LOC111602824|XP_023175903.2|DHYD	LOC118464346|XP_035787559.1|AALB
OG0004372	LOC111599688|XP_023171161.2|DHYD	LOC118463838|XP_035786633.1|AALB
OG0004373	LOC111604368|XP_023178207.2|DHYD	LOC118462769|XP_035784627.1|AALB
OG0004374	LOC111600561|XP_023172480.2|DHYD	LOC118467533|XP_035793995.1|AALB
OG0004375	LOC111592820|XP_023161012.2|DHYD	LOC118467946|XP_035794808.1|AALB
OG0004376	LOC111600958|XP_023173105.1|DHYD	LOC118464257|XP_035787387.1|AALB
OG0004377	LOC111598732|XP_023169892.2|DHYD	LOC118468386|XP_035795042.1|AALB
OG0004378	LOC111602549|XP_023175470.2|DHYD	LOC118462536|XP_035784190.1|AALB
OG0004379	LOC111597071|XP_023167368.1|DHYD	LOC118465511|XP_035789723.1|AALB
OG0004380	LOC111598008|XP_030081243.1|DHYD	LOC118467542|XP_035794033.1|AALB
OG0004381	LOC111602434|XP_023175255.2|DHYD	LOC118465111|XP_035788950.1|AALB
OG0004382	LOC111597925|XP_023168645.2|DHYD	LOC118464348|XP_035787561.1|AALB
OG0004383	LOC111597959|XP_023168691.1|DHYD	LOC118464352|XP_035787569.1|AALB
OG0004384	LOC111593700|XP_023162415.1|DHYD	LOC118464362|XP_035787580.1|AALB
OG0004385	LOC111592189|XP_023160024.1|DHYD	LOC118464357|XP_035787573.1|AALB
OG0004386	LOC111595517|XP_023165065.1|DHYD	LOC118467263|XP_035793439.1|AALB
OG0004387	LOC111599861|XP_023171449.2|DHYD	LOC118467407|XP_035793774.1|AALB
OG0004388	LOC111597995|XP_023168742.2|DHYD	LOC118465066|XP_035788841.1|AALB
OG0004389	LOC111604767|XP_023178732.2|DHYD	LOC118463571|XP_035786104.1|AALB
OG0004390	LOC111593541|XP_023162125.2|DHYD	LOC118464209|XP_035787272.1|AALB
OG0004391	LOC111593804|XP_023162602.1|DHYD	LOC118466802|XP_035792446.1|AALB
OG0004392	LOC111595342|XP_030080254.1|DHYD	LOC118462785|XP_035784665.1|AALB
OG0004393	LOC111604133|XP_023177818.1|DHYD	LOC118467428|XP_035793807.1|AALB
OG0004394	LOC111596628|XP_030081352.1|DHYD	LOC118467780|XP_035794513.1|AALB
OG0004395	LOC111595552|XP_023165113.1|DHYD	LOC118465050|XP_035788826.1|AALB
OG0004396	LOC111593284|XP_023161728.1|DHYD	LOC118466163|XP_035791032.1|AALB
OG0004397	LOC111597073|XP_023167371.1|DHYD	LOC118466164|XP_035791034.1|AALB
OG0004398	LOC111593509|XP_023162068.1|DHYD	LOC118466167|XP_035791039.1|AALB
OG0004399	LOC111595632|XP_023165209.2|DHYD	LOC118466158|XP_035791025.1|AALB
OG0004400	LOC111601473|XP_023173826.2|DHYD	LOC118467967|XP_035794841.1|AALB
OG0004401	LOC111592116|XP_023159915.2|DHYD	LOC118467966|XP_035794840.1|AALB
OG0004402	LOC111601238|XP_023173504.1|DHYD	LOC118467964|XP_035794839.1|AALB
OG0004403	LOC111602550|XP_030081967.1|DHYD	LOC118467462|XP_035793865.1|AALB
OG0004404	LOC111604334|XP_023178162.2|DHYD	LOC118467099|XP_035793038.1|AALB
OG0004405	LOC111600978|XP_023173129.1|DHYD	LOC118463905|XP_035786728.1|AALB
OG0004406	LOC111604306|XP_023178107.2|DHYD	LOC118466102|XP_035790913.1|AALB
OG0004407	LOC111597967|XP_023168708.2|DHYD	LOC118464234|XP_035787311.1|AALB
OG0004408	LOC111591869|XP_023159519.2|DHYD	LOC118463141|XP_035785397.1|AALB
OG0004409	LOC111593702|XP_023162416.1|DHYD	LOC118463375|XP_035785793.1|AALB
OG0004410	LOC111599736|XP_030078584.1|DHYD	LOC118465665|XP_035789976.1|AALB
OG0004412	LOC111599758|XP_030080649.1|DHYD	LOC118464761|XP_035788273.1|AALB
OG0004413	LOC111600013|XP_023171686.1|DHYD	LOC118462968|XP_035785027.1|AALB
OG0004414	LOC111600040|XP_023171731.1|DHYD	LOC118464205|XP_035787261.1|AALB
OG0004415	LOC111602551|XP_023175474.1|DHYD	LOC118465274|XP_035789204.1|AALB
OG0004416	LOC111597005|XP_023167277.1|DHYD	LOC118465782|XP_035790208.1|AALB
OG0004417	LOC111601764|XP_023174272.2|DHYD	LOC118465778|XP_035790196.1|AALB
OG0004418	LOC111594343|XP_030082047.1|DHYD	LOC118465776|XP_035790183.1|AALB
OG0004419	LOC111598029|XP_023168825.2|DHYD	LOC118463528|XP_035786031.1|AALB, LOC118463798|XP_035786543.1|AALB
OG0004420	LOC111593695|XP_023162386.1|DHYD	LOC118466953|XP_035792746.1|AALB
OG0004421	LOC111593543|XP_023162131.1|DHYD	LOC118466825|XP_035792509.1|AALB
OG0004422	LOC111601685|XP_023174158.1|DHYD	LOC118466718|XP_035792276.1|AALB
OG0004424	LOC111594301|XP_023163306.2|DHYD	LOC118462774|XP_035784639.1|AALB
OG0004425	LOC111605714|XP_023180167.2|DHYD	LOC118462776|XP_035784642.1|AALB
OG0004426	LOC111596658|XP_023166731.2|DHYD	LOC118462778|XP_035784646.1|AALB
OG0004427	LOC111605726|XP_023180186.2|DHYD	LOC118462902|XP_035784893.1|AALB
OG0004428	LOC111605589|XP_023179961.1|DHYD	LOC118463629|XP_035786229.1|AALB
OG0004429	LOC111599198|XP_023170557.1|DHYD	LOC118467252|XP_035793427.1|AALB
OG0004430	LOC111599025|XP_023170307.2|DHYD	LOC118465144|XP_035788976.1|AALB
OG0004431	LOC111597877|XP_023168571.1|DHYD	LOC118465686|XP_035790010.1|AALB
OG0004432	LOC111597875|XP_023168568.2|DHYD	LOC118465678|XP_035790002.1|AALB
OG0004433	LOC111600982|XP_023173140.1|DHYD	LOC118465334|XP_035789371.1|AALB
OG0004434	LOC111593501|XP_023162040.2|DHYD	LOC118461056|XP_035781839.1|AALB
OG0004435	LOC111598032|XP_023168828.1|DHYD	LOC118467926|XP_035794775.1|AALB
OG0004436	LOC111594995|XP_030081915.1|DHYD	LOC118466574|XP_035792013.1|AALB
OG0004437	LOC111594973|XP_030081994.1|DHYD	LOC118465425|XP_035789547.1|AALB
OG0004438	LOC111598010|XP_023168774.2|DHYD	LOC118467297|XP_035793507.1|AALB
OG0004439	LOC111597989|XP_023168735.2|DHYD	LOC118467296|XP_035793506.1|AALB
OG0004440	LOC111599737|XP_023171264.1|DHYD	LOC118465973|XP_035790626.1|AALB
OG0004441	LOC111594739|XP_023163946.2|DHYD, LOC111596326|XP_023166259.1|DHYD	LOC118464984|XP_035788714.1|AALB
OG0004442	LOC111595478|XP_023165013.2|DHYD	LOC118463797|XP_035786539.1|AALB
OG0004443	LOC111598766|XP_023169948.1|DHYD	LOC118464501|XP_035787829.1|AALB
OG0004444	LOC111592665|XP_023160792.1|DHYD	LOC118467310|XP_035793537.1|AALB
OG0004445	LOC111600153|XP_023171911.2|DHYD	LOC118463082|XP_035785238.1|AALB
OG0004446	LOC111597853|XP_023168532.2|DHYD	LOC118464678|XP_035788088.1|AALB
OG0004447	LOC111597170|XP_023167498.1|DHYD	LOC118466955|XP_035792748.1|AALB
OG0004448	LOC111597038|XP_023167319.2|DHYD	LOC118467423|XP_035793802.1|AALB
OG0004449	LOC111597323|XP_023167723.1|DHYD	LOC118465152|XP_035788990.1|AALB
OG0004450	LOC111597983|XP_023168727.1|DHYD	LOC118463059|XP_035785205.1|AALB
OG0004451	LOC111593674|XP_023162333.2|DHYD	LOC118466867|XP_035792604.1|AALB
OG0004452	LOC111597992|XP_023168739.1|DHYD	LOC118466870|XP_035792610.1|AALB
OG0004453	LOC111595448|XP_023164943.2|DHYD	LOC118466864|XP_035792593.1|AALB
OG0004454	LOC111601780|XP_030081564.1|DHYD	LOC118463444|XP_035785921.1|AALB
OG0004455	LOC111597283|XP_023167666.2|DHYD	LOC118467943|XP_035794805.1|AALB
OG0004456	LOC111593649|XP_030079410.1|DHYD	LOC118464247|XP_035787342.1|AALB
OG0004457	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD	LOC118464248|XP_035787343.1|AALB
OG0004458	LOC111592813|XP_023160992.1|DHYD	LOC118467298|XP_035793508.1|AALB
OG0004459	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD	LOC118463336|XP_035785741.1|AALB
OG0004460	LOC111594876|XP_023164130.1|DHYD	LOC118462723|XP_035784560.1|AALB
OG0004461	LOC111595127|XP_023164467.2|DHYD	LOC118462716|XP_035784548.1|AALB
OG0004462	LOC111592253|XP_023160102.2|DHYD	LOC118465821|XP_035790300.1|AALB
OG0004463	LOC111595344|XP_023164786.2|DHYD	LOC118465825|XP_035790305.1|AALB
OG0004464	LOC111604291|XP_023178080.2|DHYD	LOC118465818|XP_035790290.1|AALB
OG0004465	LOC111594708|XP_023163899.1|DHYD	LOC118465330|XP_035789368.1|AALB
OG0004466	LOC111592268|XP_023160134.2|DHYD	LOC118465095|XP_035788899.1|AALB
OG0004467	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD	LOC118465193|XP_035789053.1|AALB
OG0004468	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD	LOC118466315|XP_035791320.1|AALB
OG0004469	LOC111595122|XP_023164460.1|DHYD	LOC118466325|XP_035791332.1|AALB
OG0004470	LOC111599387|XP_030079236.1|DHYD	LOC118467775|XP_035794500.1|AALB
OG0004471	LOC111597807|XP_023168460.2|DHYD	LOC118465575|XP_035789831.1|AALB
OG0004472	LOC111592130|XP_030081998.1|DHYD	LOC118466501|XP_035791822.1|AALB
OG0004473	LOC111595454|XP_023164955.2|DHYD	LOC118466500|XP_035791821.1|AALB
OG0004474	LOC111595453|XP_023164954.1|DHYD	LOC118466499|XP_035791820.1|AALB
OG0004475	LOC111604366|XP_023178204.2|DHYD	LOC118465237|XP_035789143.1|AALB
OG0004477	LOC111595586|XP_023165165.2|DHYD	LOC118465984|XP_035790657.1|AALB
OG0004478	LOC111598027|XP_030081227.1|DHYD	LOC118465977|XP_035790631.1|AALB
OG0004479	LOC111600048|XP_023171741.2|DHYD	LOC118466557|XP_035791992.1|AALB
OG0004480	LOC111598373|XP_023169352.1|DHYD	LOC118463222|XP_035785565.1|AALB
OG0004481	LOC111605215|XP_023179409.1|DHYD	LOC118464201|XP_035787253.1|AALB
OG0004482	LOC111601997|XP_023174653.2|DHYD	LOC118465315|XP_035789329.1|AALB
OG0004483	LOC111600037|XP_023171723.1|DHYD	LOC118458597|XP_035777165.1|AALB
OG0004484	LOC111599597|XP_023171050.1|DHYD	LOC118456845|XP_035773834.1|AALB
OG0004485	LOC111601825|XP_023174417.2|DHYD	LOC118468398|XP_035795055.1|AALB
OG0004486	LOC111604377|XP_023178216.1|DHYD	LOC118465735|XP_035790089.1|AALB
OG0004487	LOC111599538|XP_023170960.1|DHYD	LOC118466360|XP_035791420.1|AALB
OG0004488	LOC111599963|XP_023171626.1|DHYD	LOC118464608|XP_035787946.1|AALB
OG0004504	LOC111598570|XP_023169639.1|DHYD	LOC118467646|XP_035794274.1|AALB
OG0004505	LOC111593254|XP_023161682.1|DHYD	LOC118462419|XP_035784019.1|AALB
OG0004506	LOC111592480|XP_023160464.1|DHYD	LOC118460235|XP_035780282.1|AALB
OG0004507	LOC111601384|XP_023173691.2|DHYD	LOC118459163|XP_035778181.1|AALB
OG0004508	LOC111595531|XP_023165085.1|DHYD	LOC118459141|XP_035778116.1|AALB
OG0004509	LOC111592791|XP_023160966.1|DHYD	LOC118456379|XP_035772959.1|AALB
OG0004510	LOC111593451|XP_023161976.2|DHYD	LOC118462151|XP_035783997.1|AALB
OG0004511	LOC111596182|XP_030080771.1|DHYD	LOC118464301|XP_035787483.1|AALB
OG0004512	LOC111597627|XP_023168198.1|DHYD	LOC118456316|XP_035772852.1|AALB
OG0004513	LOC111593717|XP_023162451.2|DHYD	LOC118459015|XP_035777914.1|AALB
OG0004514	LOC111597799|XP_023168448.2|DHYD	LOC118462866|XP_035784821.1|AALB
OG0004515	LOC111594889|XP_023164142.2|DHYD	LOC118466255|XP_035791201.1|AALB
OG0004516	LOC111598872|XP_023170089.1|DHYD	LOC118461442|XP_035782657.1|AALB
OG0004517	LOC111605336|XP_030080094.1|DHYD	LOC118461395|XP_035782594.1|AALB
OG0004518	LOC111596526|XP_023166561.2|DHYD	LOC118464528|XP_035787861.1|AALB
OG0004519	LOC111595230|XP_023164634.1|DHYD	LOC118463497|XP_035785989.1|AALB
OG0004520	LOC111600212|XP_023172001.1|DHYD	LOC118464870|XP_035788492.1|AALB
OG0004521	LOC111603406|XP_023176748.2|DHYD	LOC118467813|XP_035794582.1|AALB
OG0004522	LOC111603159|XP_023176404.2|DHYD	LOC118459085|XP_035778042.1|AALB
OG0004523	LOC111597809|XP_023168463.1|DHYD	LOC118463585|XP_035786125.1|AALB
OG0004524	LOC111593479|XP_023162009.1|DHYD	LOC118461269|XP_035782338.1|AALB
OG0004525	LOC111596966|XP_023167206.1|DHYD	LOC118456737|XP_035773682.1|AALB
OG0004526	LOC111594173|XP_023163126.2|DHYD	LOC118456707|XP_035773638.1|AALB
OG0004527	LOC111605319|XP_023179551.1|DHYD	LOC118463953|XP_035786828.1|AALB
OG0004528	LOC111593033|XP_023161367.1|DHYD	LOC118461672|XP_035783157.1|AALB
OG0004529	LOC111596710|XP_023166798.2|DHYD	LOC118468306|XP_035794939.1|AALB
OG0004530	LOC111596791|XP_023166915.1|DHYD	LOC118467549|XP_035794040.1|AALB, LOC118464746|XP_035788290.1|AALB
OG0004531	LOC111597821|XP_030080657.1|DHYD	LOC118461079|XP_035781868.1|AALB
OG0004532	LOC111604020|XP_023177637.1|DHYD	LOC118464843|XP_035788444.1|AALB
OG0004533	LOC111593388|XP_023161877.2|DHYD	LOC118458929|XP_035777795.1|AALB
OG0004534	LOC111595986|XP_023165741.1|DHYD	LOC118458198|XP_035776336.1|AALB
OG0004535	LOC111604684|XP_023178618.1|DHYD	LOC118461882|XP_035783615.1|AALB
OG0004536	LOC111593074|XP_030080115.1|DHYD	LOC118461797|XP_035783434.1|AALB
OG0004537	LOC111598843|XP_023170047.2|DHYD	LOC118461347|XP_035782462.1|AALB
OG0004538	LOC111599913|XP_023171505.1|DHYD	LOC118463153|XP_035785427.1|AALB
OG0004539	LOC111595030|XP_023164319.1|DHYD, LOC115483786|XP_030081902.1|DHYD	LOC118462955|XP_035785002.1|AALB
OG0004540	LOC111598169|XP_023169029.2|DHYD	LOC118462673|XP_035784465.1|AALB
OG0004541	LOC111595402|XP_023164879.2|DHYD	LOC118465214|XP_035789102.1|AALB
OG0004542	LOC111603165|XP_023176411.2|DHYD	LOC118466062|XP_035790818.1|AALB
OG0004543	LOC111597317|XP_023167714.1|DHYD	LOC118462473|XP_035784067.1|AALB
OG0004544	LOC111591985|XP_023159706.1|DHYD	LOC118458630|XP_035777216.1|AALB
OG0004545	LOC111598358|XP_023169337.2|DHYD	LOC118463871|XP_035786682.1|AALB
OG0004546	LOC111593930|XP_023162776.1|DHYD	LOC118462037|XP_035783904.1|AALB
OG0004547	LOC111605306|XP_023179531.1|DHYD	LOC118457715|XP_035775398.1|AALB
OG0004548	LOC111595944|XP_023165678.1|DHYD	LOC118459094|XP_035778054.1|AALB
OG0004549	LOC111596240|XP_030079687.1|DHYD	LOC118460410|XP_035780594.1|AALB
OG0004550	LOC111598821|XP_023170019.1|DHYD	LOC118465293|XP_035789242.1|AALB
OG0004551	LOC111596985|XP_023167237.1|DHYD	LOC118465661|XP_035789973.1|AALB, LOC118463214|XP_035785550.1|AALB
OG0004552	LOC111605618|XP_023180024.2|DHYD	LOC118464875|XP_035788507.1|AALB
OG0004553	LOC111605202|XP_023179378.2|DHYD	LOC118463593|XP_035786145.1|AALB
OG0004554	LOC111595368|XP_023164822.2|DHYD	LOC118459599|XP_035779040.1|AALB
OG0004556	LOC111603197|XP_023176453.2|DHYD	LOC118461421|XP_035782623.1|AALB
OG0004558	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD	LOC118465029|XP_035788790.1|AALB
OG0004559	LOC111602977|XP_023176139.1|DHYD	LOC118466556|XP_035791991.1|AALB
OG0004560	LOC111598514|XP_023169556.2|DHYD	LOC118465323|XP_035789353.1|AALB
OG0004561	LOC111596965|XP_023167210.1|DHYD	LOC118459758|XP_035779348.1|AALB
OG0004562	LOC111595211|XP_023164588.1|DHYD	LOC118465957|XP_035790595.1|AALB
OG0004563	LOC111595209|XP_023164585.2|DHYD	LOC118465919|XP_035790509.1|AALB
OG0004564	LOC111596690|XP_023166771.1|DHYD	LOC118465931|XP_035790532.1|AALB
OG0004565	LOC111605444|XP_023179729.2|DHYD	LOC118462572|XP_035784272.1|AALB
OG0004566	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD	LOC118460349|XP_035780480.1|AALB
OG0004567	LOC111591988|XP_023159712.1|DHYD	LOC118467245|XP_035793407.1|AALB, LOC118468609|XP_035795500.1|AALB
OG0004568	LOC111604600|XP_023178482.2|DHYD	LOC118461353|XP_035782475.1|AALB
OG0004569	LOC111605593|XP_023179969.1|DHYD	LOC118459818|XP_035779468.1|AALB
OG0004570	LOC111600715|XP_023172741.2|DHYD	LOC118461211|XP_035782212.1|AALB
OG0004571	LOC111603175|XP_023176424.1|DHYD	LOC118464356|XP_035787576.1|AALB
OG0004572	LOC111599135|XP_023170467.1|DHYD	LOC118468793|XP_035795894.1|AALB
OG0004573	LOC111596584|XP_023166631.2|DHYD	LOC118464682|XP_035788101.1|AALB
OG0004574	LOC111597256|XP_023167627.1|DHYD	LOC118466219|XP_035791137.1|AALB
OG0004575	LOC111597260|XP_023167632.2|DHYD	LOC118459874|XP_035779559.1|AALB
OG0004576	LOC111602770|XP_023175801.2|DHYD	LOC118456822|XP_035773812.1|AALB
OG0004578	LOC111600174|XP_023171936.1|DHYD	LOC118458869|XP_035777715.1|AALB
OG0004580	LOC111605525|XP_023179854.1|DHYD	LOC118460457|XP_035780673.1|AALB
OG0004581	LOC111602664|XP_023175616.1|DHYD	LOC118458283|XP_035776502.1|AALB
OG0004582	LOC111602001|XP_023174658.1|DHYD	LOC118457018|XP_035774147.1|AALB
OG0004583	LOC111594073|XP_023162980.2|DHYD	LOC118458990|XP_035777886.1|AALB
OG0004584	LOC111597991|XP_023168738.1|DHYD	LOC118457086|XP_035774269.1|AALB
OG0004585	LOC111597861|XP_023168551.2|DHYD	LOC118465715|XP_035790045.1|AALB
OG0004586	LOC111605134|XP_030079418.1|DHYD	LOC118463038|XP_035785179.1|AALB
OG0004587	LOC111597803|XP_023168456.1|DHYD	LOC118458592|XP_035777157.1|AALB
OG0004588	LOC111597833|XP_023168497.1|DHYD	LOC118460238|XP_035780287.1|AALB
OG0004589	LOC111597433|XP_030080051.1|DHYD	LOC118461680|XP_035783167.1|AALB
OG0004590	LOC111597886|XP_023168589.2|DHYD	LOC118461225|XP_035782207.1|AALB
OG0004591	LOC111597830|XP_023168494.2|DHYD	LOC118461216|XP_035782179.1|AALB
OG0004592	LOC111593010|XP_023161313.1|DHYD	LOC118457580|XP_035775155.1|AALB
OG0004593	LOC111605316|XP_023179547.2|DHYD	LOC118457613|XP_035775222.1|AALB
OG0004594	LOC111603367|XP_030079538.1|DHYD	LOC118458807|XP_035777572.1|AALB
OG0004595	LOC111598333|XP_023169303.1|DHYD	LOC118461127|XP_035781977.1|AALB, LOC118465052|XP_035788827.1|AALB
OG0004596	LOC111591993|XP_030079921.1|DHYD	LOC118466729|XP_035792348.1|AALB
OG0004597	LOC111596718|XP_023166808.1|DHYD	LOC118459311|XP_035778454.1|AALB
OG0004598	LOC111592434|XP_023160385.1|DHYD	LOC118465554|XP_035789784.1|AALB
OG0004600	LOC111597235|XP_030078958.1|DHYD	LOC118466267|XP_035791270.1|AALB
OG0004601	LOC111596708|XP_030078965.1|DHYD	LOC118461874|XP_035783603.1|AALB
OG0004602	LOC111594998|XP_023164265.1|DHYD	LOC118461250|XP_035782259.1|AALB, LOC118463348|XP_035785758.1|AALB
OG0004603	LOC111599182|XP_023170536.2|DHYD	LOC118458199|XP_035776340.1|AALB
OG0004604	LOC111603093|XP_023176321.2|DHYD	LOC118459617|XP_035779085.1|AALB
OG0004605	LOC111596530|XP_023166568.2|DHYD	LOC118456225|XP_035772742.1|AALB
OG0004606	LOC111596705|XP_023166792.2|DHYD	LOC118468504|XP_035795232.1|AALB
OG0004607	LOC111605305|XP_030079965.1|DHYD	LOC118467267|XP_035793491.1|AALB
OG0004608	LOC111598334|XP_023169304.2|DHYD	LOC118458492|XP_035776941.1|AALB
OG0004609	LOC111594069|XP_023162970.1|DHYD	LOC118460652|XP_035781012.1|AALB
OG0004610	LOC111597393|XP_023167827.1|DHYD	LOC118458542|XP_035777031.1|AALB
OG0004611	LOC111592461|XP_023160428.1|DHYD	LOC118466424|XP_035791601.1|AALB
OG0004612	LOC111592463|XP_023160432.1|DHYD	LOC118466460|XP_035791714.1|AALB
OG0004613	LOC111602625|XP_023175555.2|DHYD	LOC118460043|XP_035779944.1|AALB
OG0004614	LOC111603134|XP_023176377.2|DHYD	LOC118462548|XP_035784210.1|AALB
OG0004615	LOC111605348|XP_023179595.2|DHYD	LOC118465788|XP_035790221.1|AALB
OG0004616	LOC111596805|XP_023166934.2|DHYD	LOC118465639|XP_035789939.1|AALB
OG0004617	LOC111596069|XP_023165890.1|DHYD	LOC118456780|XP_035773752.1|AALB
OG0004619	LOC111597844|XP_023168519.2|DHYD	LOC118466579|XP_035792022.1|AALB
OG0004620	LOC111601774|XP_023174288.2|DHYD	LOC118468785|XP_035795880.1|AALB
OG0004621	LOC111598896|XP_023170129.2|DHYD	LOC118462230|XP_035784004.1|AALB
OG0004622	LOC111592932|XP_023161158.2|DHYD	LOC118461860|XP_035783560.1|AALB
OG0004623	LOC111592703|XP_023160854.1|DHYD	LOC118461916|XP_035783673.1|AALB
OG0004624	LOC111603618|XP_023177056.1|DHYD	LOC118457293|XP_035774656.1|AALB
OG0004625	LOC111598192|XP_023169086.2|DHYD	LOC118461923|XP_035783730.1|AALB
OG0004626	LOC111598188|XP_030078888.1|DHYD	LOC118457121|XP_035774331.1|AALB
OG0004627	LOC111596035|XP_023165832.2|DHYD	LOC118461710|XP_035783236.1|AALB
OG0004628	LOC111603857|XP_023177468.1|DHYD	LOC118460357|XP_035780499.1|AALB
OG0004629	LOC111601987|XP_030080613.1|DHYD	LOC118464122|XP_035787144.1|AALB
OG0004630	LOC111597810|XP_023168466.2|DHYD	LOC118463285|XP_035785660.1|AALB
OG0004632	LOC111596534|XP_023166575.1|DHYD	LOC118462674|XP_035784466.1|AALB
OG0004634	LOC111599425|XP_023170844.2|DHYD	LOC118465732|XP_035790091.1|AALB
OG0004635	LOC111592359|XP_023160284.2|DHYD	LOC118458002|XP_035775974.1|AALB
OG0004636	LOC111594893|XP_023164148.2|DHYD	LOC118464539|XP_035787907.1|AALB
OG0004637	LOC111596458|XP_030079401.1|DHYD	LOC118465910|XP_035790936.1|AALB
OG0004640	LOC111603283|XP_023176564.2|DHYD	LOC118465377|XP_035789472.1|AALB
OG0004641	LOC111596785|XP_023166906.1|DHYD	LOC118456880|XP_035773885.1|AALB
OG0004642	LOC111596468|XP_023166487.2|DHYD	LOC118462527|XP_035784172.1|AALB
OG0004644	LOC111595735|XP_023165394.2|DHYD	LOC118462529|XP_035784175.1|AALB
OG0004645	LOC111599041|XP_023170324.1|DHYD	LOC118467759|XP_035794480.1|AALB
OG0004646	LOC111597854|XP_023168534.1|DHYD	LOC118466469|XP_035791728.1|AALB
OG0004647	LOC111598864|XP_023170079.1|DHYD	LOC118460589|XP_035780906.1|AALB
OG0004648	LOC111603117|XP_023176356.1|DHYD	LOC118460118|XP_035780050.1|AALB
OG0004649	LOC111591910|XP_023159598.1|DHYD	LOC118467578|XP_035794116.1|AALB
OG0004650	LOC111592543|XP_023160593.2|DHYD	LOC118457240|XP_035774514.1|AALB
OG0004651	LOC111601458|XP_023173806.2|DHYD	LOC118460809|XP_035781317.1|AALB
OG0004652	LOC111603284|XP_023176565.2|DHYD	LOC118460443|XP_035780639.1|AALB
OG0004653	LOC111594910|XP_030081820.1|DHYD	LOC118461985|XP_035783813.1|AALB
OG0004654	LOC111599321|XP_023170705.2|DHYD	LOC118460449|XP_035780659.1|AALB
OG0004655	LOC111603659|XP_023177111.1|DHYD	LOC118461999|XP_035783828.1|AALB
OG0004656	LOC111601901|XP_023174511.1|DHYD	LOC118456877|XP_035773883.1|AALB
OG0004657	LOC111592003|XP_023159751.2|DHYD	LOC118456490|XP_035773206.1|AALB
OG0004658	LOC111601786|XP_023174321.2|DHYD	LOC118460363|XP_035780504.1|AALB
OG0004659	LOC111598553|XP_023169614.1|DHYD	LOC118456334|XP_035772884.1|AALB
OG0004660	LOC111598359|XP_023169340.2|DHYD	LOC118464644|XP_035788002.1|AALB
OG0004661	LOC111601531|XP_023173932.2|DHYD	LOC118463278|XP_035785647.1|AALB
OG0004662	LOC111603431|XP_023176784.1|DHYD	LOC118465668|XP_035789986.1|AALB
OG0004664	LOC111593494|XP_023162026.2|DHYD	LOC118457491|XP_035775016.1|AALB
OG0004665	LOC111605271|XP_030079967.1|DHYD	LOC118457492|XP_035775018.1|AALB
OG0004666	LOC111602723|XP_023175736.1|DHYD	LOC118456623|XP_035773433.1|AALB
OG0004667	LOC111602708|XP_023175713.1|DHYD	LOC118458766|XP_035777451.1|AALB
OG0004668	LOC111604025|XP_023177650.1|DHYD	LOC118458218|XP_035776366.1|AALB
OG0004669	LOC111605052|XP_023179157.1|DHYD	LOC118457595|XP_035775186.1|AALB
OG0004670	LOC111604215|XP_023177950.1|DHYD	LOC118463142|XP_035785402.1|AALB
OG0004671	LOC111598287|XP_023169238.1|DHYD	LOC118468648|XP_035795567.1|AALB
