Orthogroup	DHYD.longest_only	DEUG.longest_only
OG0003962	LOC111599383|XP_023170788.1|DHYD	LOC108102574|XP_017063143.1|DEUG
OG0003963	LOC111603892|XP_023177478.2|DHYD	LOC108107020|XP_017069856.1|DEUG
OG0003964	LOC111595012|XP_023164286.1|DHYD	LOC108111182|XP_017076054.1|DEUG
OG0003965	LOC111594954|XP_023164219.2|DHYD	LOC108106096|XP_017068444.1|DEUG
OG0003966	LOC111592065|XP_023159835.1|DHYD	LOC108109719|XP_017073840.1|DEUG
OG0003967	LOC111592514|XP_023160514.2|DHYD	LOC108109059|XP_017072871.1|DEUG
OG0003968	LOC111592526|XP_023160552.1|DHYD	LOC108109118|XP_017073000.1|DEUG
OG0003969	LOC111600570|XP_023172523.2|DHYD	LOC108112528|XP_017077943.1|DEUG
OG0003970	LOC111599088|XP_023170394.2|DHYD	LOC108110602|XP_017075188.1|DEUG
OG0003971	LOC111594741|XP_030079115.1|DHYD	LOC108111191|XP_017076068.1|DEUG
OG0003972	LOC111604311|XP_023178125.2|DHYD	LOC108104277|XP_017065728.1|DEUG
OG0003973	LOC111593910|XP_023162750.1|DHYD	LOC108107333|XP_017070308.1|DEUG
OG0003974	LOC111595452|XP_023164953.1|DHYD	LOC108106690|XP_017069412.1|DEUG
OG0003975	LOC111600450|XP_023172315.2|DHYD	LOC108110698|XP_017075318.1|DEUG
OG0003976	LOC111594100|XP_023163022.1|DHYD	LOC108107060|XP_017069913.1|DEUG
OG0003977	LOC111592554|XP_023160613.1|DHYD	LOC108110816|XP_017075536.1|DEUG
OG0003978	LOC111604511|XP_023178375.1|DHYD	LOC108108554|XP_017072124.1|DEUG
OG0003979	LOC111591950|XP_023159652.1|DHYD	LOC108110705|XP_017075337.1|DEUG
OG0003980	LOC111603028|XP_023176225.2|DHYD	LOC108105616|XP_017067786.1|DEUG
OG0003981	LOC111591956|XP_023159661.1|DHYD	LOC108104099|XP_017065483.1|DEUG
OG0003982	LOC111594665|XP_023163835.2|DHYD	LOC108106872|XP_017069604.1|DEUG
OG0003983	LOC111600551|XP_023172470.1|DHYD	LOC108105144|XP_017067067.1|DEUG
OG0003984	LOC111598987|XP_023170256.2|DHYD	LOC108106963|XP_017069751.1|DEUG
OG0003985	LOC111598936|XP_030080516.1|DHYD	LOC108106962|XP_017069750.1|DEUG
OG0003986	LOC111602183|XP_030080349.1|DHYD	LOC108107132|XP_017070022.1|DEUG
OG0003987	LOC111600950|XP_023173099.2|DHYD	LOC108107044|XP_017069894.1|DEUG
OG0003988	LOC111596111|XP_023165942.2|DHYD	LOC108102660|XP_017063288.1|DEUG
OG0003989	LOC111595017|XP_023164293.2|DHYD	LOC108104109|XP_017065497.1|DEUG
OG0003990	LOC115482857|XP_030078966.1|DHYD, LOC111598934|XP_023170179.1|DHYD	LOC108105876|XP_017068141.1|DEUG
OG0003991	LOC111601152|XP_023173390.2|DHYD	LOC108102614|XP_017063208.1|DEUG
OG0003992	LOC111601185|XP_023173434.2|DHYD	LOC108102620|XP_017063217.1|DEUG
OG0003993	LOC111599080|XP_023170380.2|DHYD	LOC108102607|XP_017063200.1|DEUG
OG0003994	LOC111602814|XP_023175885.1|DHYD	LOC108115929|XP_017083053.1|DEUG
OG0003995	LOC111593893|XP_023162729.2|DHYD	LOC108112003|XP_017077228.1|DEUG
OG0003996	LOC111597657|XP_023168247.1|DHYD	LOC108104469|XP_017066023.1|DEUG
OG0003997	LOC111601592|XP_023174022.1|DHYD	LOC108106882|XP_017069619.1|DEUG
OG0003998	LOC111597442|XP_023167928.2|DHYD	LOC108113010|XP_017078922.1|DEUG
OG0003999	LOC111592099|XP_023159894.2|DHYD	LOC108113881|XP_017080075.1|DEUG
OG0004000	LOC111603151|XP_023176396.1|DHYD	LOC108117145|XP_017084896.1|DEUG
OG0004001	LOC111600152|XP_023171910.2|DHYD	LOC108107335|XP_017070311.1|DEUG
OG0004002	LOC111600429|XP_023172290.2|DHYD	LOC108114775|XP_017081374.1|DEUG
OG0004003	LOC111592654|XP_030079150.1|DHYD	LOC108111938|XP_017077158.1|DEUG
OG0004004	LOC111601938|XP_023174560.1|DHYD	LOC108106151|XP_017068541.1|DEUG
OG0004005	LOC111599203|XP_023170561.1|DHYD	LOC108115480|XP_017082450.1|DEUG
OG0004006	LOC111594647|XP_023163811.2|DHYD	LOC108115503|XP_017082484.1|DEUG
OG0004007	LOC111599381|XP_023170786.1|DHYD	LOC108110726|XP_017075401.1|DEUG
OG0004008	LOC111602455|XP_030079239.1|DHYD	LOC108106097|XP_017068450.1|DEUG
OG0004009	LOC111599377|XP_023170780.2|DHYD	LOC108111214|XP_017076101.1|DEUG
OG0004010	LOC111600401|XP_023172248.2|DHYD	LOC108105782|XP_017067996.1|DEUG
OG0004011	LOC111600387|XP_023172231.1|DHYD	LOC108105894|XP_017068165.1|DEUG
OG0004012	LOC111605454|XP_030080703.1|DHYD	LOC108115733|XP_017082795.1|DEUG
OG0004013	LOC111600427|XP_023172281.1|DHYD	LOC108105865|XP_017068129.1|DEUG
OG0004014	LOC111604287|XP_023178071.2|DHYD	LOC108104280|XP_017065731.1|DEUG
OG0004015	LOC111605507|XP_023179827.2|DHYD	LOC108110767|XP_017075471.1|DEUG
OG0004016	LOC111596642|XP_023166704.2|DHYD	LOC108111117|XP_017075956.1|DEUG
OG0004017	LOC111599146|XP_023170482.2|DHYD	LOC108102624|XP_017063225.1|DEUG
OG0004018	LOC111593828|XP_023162629.1|DHYD	LOC108113213|XP_017079237.1|DEUG
OG0004019	LOC111594675|XP_023163853.2|DHYD	LOC108115461|XP_017082404.1|DEUG
OG0004020	LOC111595799|XP_023165457.2|DHYD	LOC108110851|XP_017075584.1|DEUG
OG0004021	LOC111595805|XP_023165463.2|DHYD	LOC108110965|XP_017075753.1|DEUG
OG0004022	LOC111602483|XP_023175314.1|DHYD	LOC108103227|XP_017064156.1|DEUG
OG0004023	LOC111594567|XP_023163696.2|DHYD	LOC108108973|XP_017072717.1|DEUG
OG0004024	LOC111596372|XP_023166341.2|DHYD, LOC115482739|XP_030080543.1|DHYD	LOC108118486|XP_017086708.1|DEUG
OG0004025	LOC111603641|XP_023177091.1|DHYD	LOC108110905|XP_017075655.1|DEUG
OG0004026	LOC111599357|XP_023170757.2|DHYD	LOC108110737|XP_017075430.1|DEUG
OG0004027	LOC111594963|XP_030081995.1|DHYD	LOC108107219|XP_017070125.1|DEUG
OG0004028	LOC111602213|XP_023174957.2|DHYD	LOC108102491|XP_017062994.1|DEUG
OG0004029	LOC111603864|XP_023177438.1|DHYD	LOC108106163|XP_017068563.1|DEUG
OG0004030	LOC111600092|XP_023171799.1|DHYD	LOC108107427|XP_017070446.1|DEUG
OG0004031	LOC111599338|XP_030079235.1|DHYD	LOC108104139|XP_017065529.1|DEUG
OG0004032	LOC111594096|XP_023163017.1|DHYD	LOC108104159|XP_017065552.1|DEUG
OG0004033	LOC111603926|XP_023177520.2|DHYD	LOC108110775|XP_017075482.1|DEUG
OG0004034	LOC111605565|XP_023179905.2|DHYD	LOC108107017|XP_017069853.1|DEUG
OG0004035	LOC111603755|XP_023177247.2|DHYD	LOC108102552|XP_017063105.1|DEUG
OG0004036	LOC111601130|XP_023173354.1|DHYD	LOC108110734|XP_017075422.1|DEUG
OG0004037	LOC111592907|XP_023161122.1|DHYD	LOC108108281|XP_017071776.1|DEUG
OG0004038	LOC111599120|XP_023170449.1|DHYD	LOC108110471|XP_017075028.1|DEUG
OG0004039	LOC111595582|XP_030080407.1|DHYD	LOC108110658|XP_017075261.1|DEUG
OG0004040	LOC111593287|XP_023161729.2|DHYD	LOC108113120|XP_017079110.1|DEUG
OG0004041	LOC111594049|XP_023162932.1|DHYD	LOC108103175|XP_017064050.1|DEUG
OG0004042	LOC111601108|XP_023173322.1|DHYD	LOC108114387|XP_017080840.1|DEUG
OG0004043	LOC111601445|XP_023173793.1|DHYD	LOC108111122|XP_017075963.1|DEUG
OG0004044	LOC111593985|XP_023162841.1|DHYD	LOC108104973|XP_017066832.1|DEUG
OG0004045	LOC111592608|XP_023160707.1|DHYD	LOC108112035|XP_017077274.1|DEUG
OG0004046	LOC111599082|XP_023170382.2|DHYD	LOC108110728|XP_017075407.1|DEUG
OG0004047	LOC111601138|XP_030080292.1|DHYD	LOC108104081|XP_017065465.1|DEUG
OG0004048	LOC111605473|XP_023179765.1|DHYD	LOC108102596|XP_017063188.1|DEUG
OG0004049	LOC111602159|XP_023174885.1|DHYD	LOC108104196|XP_017065629.1|DEUG
OG0004050	LOC111595762|XP_023165406.2|DHYD	LOC108107068|XP_017069928.1|DEUG
OG0004051	LOC111592561|XP_023160627.2|DHYD	LOC108112042|XP_017077287.1|DEUG
OG0004052	LOC111602425|XP_030079872.1|DHYD	LOC108116551|XP_017083981.1|DEUG
OG0004053	LOC111605236|XP_023179440.2|DHYD	LOC108106429|XP_017068946.1|DEUG
OG0004054	LOC111594240|XP_023163218.2|DHYD	LOC108105652|XP_017067829.1|DEUG
OG0004055	LOC111601773|XP_030081551.1|DHYD	LOC108117494|XP_017085460.1|DEUG
OG0004056	LOC111595810|XP_023165474.1|DHYD	LOC108117639|XP_017085662.1|DEUG
OG0004057	LOC111604435|XP_023178268.1|DHYD	LOC108107560|XP_017070603.1|DEUG
OG0004058	LOC111601680|XP_023174147.2|DHYD	LOC108108092|XP_017071476.1|DEUG
OG0004059	LOC111592377|XP_023160317.2|DHYD	LOC108115174|XP_017081983.1|DEUG
OG0004060	LOC111601366|XP_023173668.2|DHYD	LOC108116330|XP_017083630.1|DEUG
OG0004061	LOC111605301|XP_023179524.2|DHYD	LOC108104355|XP_017065849.1|DEUG
OG0004062	LOC111596946|XP_023167169.1|DHYD	LOC108113910|XP_017080108.1|DEUG
OG0004063	LOC111604031|XP_023177656.1|DHYD	LOC108105534|XP_017067654.1|DEUG
OG0004064	LOC111595340|XP_023164779.1|DHYD	LOC108117337|XP_017085197.1|DEUG
OG0004065	LOC111597014|XP_023167285.2|DHYD	LOC108112849|XP_017078657.1|DEUG
OG0004066	LOC111602596|XP_023175523.1|DHYD	LOC108106660|XP_017069373.1|DEUG
OG0004067	LOC111605113|XP_023179230.2|DHYD	LOC108109975|XP_017074285.1|DEUG
OG0004068	LOC111604792|XP_023178778.1|DHYD	LOC108108312|XP_017071823.1|DEUG
OG0004069	LOC111604808|XP_023178796.2|DHYD	LOC108108290|XP_017071782.1|DEUG
OG0004070	LOC111601597|XP_023174030.2|DHYD	LOC108107979|XP_017071310.1|DEUG
OG0004071	LOC111599794|XP_023171338.2|DHYD	LOC108108349|XP_017071878.1|DEUG
OG0004072	LOC111599802|XP_023171349.2|DHYD	LOC108108350|XP_017071879.1|DEUG
OG0004073	LOC111593633|XP_023162273.1|DHYD	LOC108117491|XP_017085459.1|DEUG
OG0004074	LOC111600532|XP_023172438.2|DHYD	LOC108112816|XP_017078603.1|DEUG
OG0004075	LOC111598018|XP_023168798.1|DHYD	LOC108114894|XP_017081552.1|DEUG
OG0004076	LOC111598017|XP_023168793.2|DHYD	LOC108114893|XP_017081551.1|DEUG
OG0004077	LOC111594932|XP_023164192.2|DHYD	LOC108106100|XP_017068453.1|DEUG
OG0004078	LOC111595156|XP_023164505.1|DHYD	LOC108113609|XP_017079756.1|DEUG
OG0004079	LOC111598424|XP_023169434.1|DHYD	LOC108104950|XP_017066805.1|DEUG
OG0004080	LOC111596629|XP_023166685.1|DHYD	LOC108113111|XP_017079093.1|DEUG
OG0004081	LOC111597926|XP_023168646.2|DHYD	LOC108106576|XP_017069239.1|DEUG
OG0004082	LOC111597406|XP_023167860.1|DHYD	LOC108109185|XP_017073106.1|DEUG
OG0004083	LOC111602740|XP_023175761.1|DHYD	LOC108116602|XP_017084047.1|DEUG
OG0004084	LOC111605065|XP_023179164.2|DHYD	LOC108108768|XP_017072424.1|DEUG
OG0004085	LOC111600257|XP_023172072.2|DHYD	LOC108111497|XP_017076500.1|DEUG
OG0004086	LOC111597808|XP_023168461.2|DHYD	LOC108115771|XP_017082830.1|DEUG
OG0004087	LOC111604881|XP_023178889.1|DHYD	LOC108117610|XP_017085625.1|DEUG
OG0004088	LOC111603241|XP_023176515.1|DHYD	LOC108115868|XP_017082988.1|DEUG
OG0004089	LOC111601823|XP_023174414.2|DHYD	LOC108104964|XP_017066818.1|DEUG
OG0004090	LOC111593597|XP_023162222.2|DHYD	LOC108116646|XP_017084120.1|DEUG
OG0004091	LOC111604193|XP_023177916.2|DHYD	LOC108116159|XP_017083383.1|DEUG
OG0004092	LOC111592995|XP_023161268.2|DHYD	LOC108103693|XP_017064776.1|DEUG
OG0004094	LOC111595003|XP_023164312.2|DHYD	LOC108110388|XP_017074923.1|DEUG
OG0004095	LOC111596454|XP_023166449.1|DHYD	LOC108116389|XP_017083740.1|DEUG
OG0004096	LOC111597872|XP_023168564.1|DHYD	LOC108115889|XP_017083022.1|DEUG
OG0004097	LOC111597308|XP_023167702.2|DHYD	LOC108114472|XP_017080970.1|DEUG
OG0004098	LOC111595041|XP_030081063.1|DHYD	LOC108111467|XP_017076428.1|DEUG
OG0004099	LOC111595737|XP_023165353.2|DHYD	LOC108114965|XP_017081661.1|DEUG
OG0004100	LOC111595733|XP_023165350.1|DHYD	LOC108115044|XP_017081780.1|DEUG
OG0004101	LOC111595734|XP_023165351.1|DHYD	LOC108115020|XP_017081751.1|DEUG
OG0004102	LOC111595731|XP_030078796.1|DHYD	LOC108114970|XP_017081672.1|DEUG
OG0004103	LOC111595154|XP_023164504.1|DHYD	LOC108113638|XP_017079796.1|DEUG
OG0004104	LOC111605542|XP_030079664.1|DHYD	LOC108108837|XP_017072533.1|DEUG
OG0004105	LOC111595345|XP_023164787.1|DHYD	LOC108117395|XP_017085290.1|DEUG
OG0004106	LOC111605742|XP_023180212.1|DHYD	LOC108108772|XP_017072429.1|DEUG
OG0004107	LOC111602927|XP_023176043.2|DHYD	LOC108108202|XP_017071643.1|DEUG
OG0004108	LOC111602951|XP_023176081.1|DHYD	LOC108105606|XP_017067770.1|DEUG
OG0004109	LOC111593595|XP_023162220.2|DHYD	LOC108116647|XP_017084123.1|DEUG
OG0004110	LOC111600932|XP_023173068.1|DHYD	LOC108108716|XP_017072338.1|DEUG
OG0004111	LOC111596681|XP_023166753.2|DHYD	LOC108113601|XP_017079743.1|DEUG
OG0004112	LOC111600263|XP_023172079.1|DHYD	LOC108113650|XP_017079810.1|DEUG
OG0004113	LOC111598158|XP_023169014.1|DHYD	LOC108117706|XP_017085743.1|DEUG
OG0004114	LOC111605611|XP_023179994.1|DHYD	LOC108103351|XP_017064285.1|DEUG
OG0004115	LOC111605604|XP_023179985.2|DHYD	LOC108103347|XP_017064274.1|DEUG
OG0004116	LOC111596671|XP_023166744.2|DHYD	LOC108113588|XP_017079723.1|DEUG
OG0004117	LOC111602224|XP_030080287.1|DHYD	LOC108111561|XP_017076574.1|DEUG
OG0004118	LOC111604374|XP_023178214.1|DHYD	LOC108112782|XP_017078549.1|DEUG
OG0004119	LOC111601335|XP_023173633.1|DHYD	LOC108105300|XP_017067282.1|DEUG
OG0004120	LOC111602996|XP_023176160.2|DHYD	LOC108105629|XP_017067803.1|DEUG
OG0004121	LOC111598654|XP_030081138.1|DHYD	LOC108107581|XP_017070631.1|DEUG
OG0004122	LOC111602983|XP_023176147.1|DHYD	LOC108103732|XP_017064821.1|DEUG
OG0004123	LOC111600848|XP_023172921.1|DHYD	LOC108115144|XP_017081929.1|DEUG
OG0004124	LOC111593442|XP_030079420.1|DHYD	LOC108103903|XP_017065136.1|DEUG
OG0004125	LOC111594461|XP_023163526.1|DHYD	LOC108111385|XP_017076307.1|DEUG
OG0004126	LOC111594530|XP_023163633.2|DHYD	LOC108111403|XP_017076337.1|DEUG
OG0004127	LOC111603939|XP_023177536.1|DHYD	LOC108110996|XP_017075794.1|DEUG
OG0004128	LOC111599553|XP_023170987.1|DHYD	LOC108111555|XP_017076565.1|DEUG
OG0004129	LOC111595638|XP_023165220.2|DHYD	LOC108106609|XP_017069297.1|DEUG
OG0004130	LOC111602821|XP_030080087.1|DHYD	LOC108105013|XP_017066896.1|DEUG
OG0004131	LOC111604628|XP_023178525.1|DHYD	LOC108116405|XP_017083772.1|DEUG
OG0004132	LOC111603675|XP_030081542.1|DHYD	LOC108108106|XP_017071503.1|DEUG
OG0004133	LOC111595409|XP_023164890.1|DHYD	LOC108104114|XP_017065503.1|DEUG
OG0004134	LOC111598566|XP_023169635.2|DHYD	LOC108113730|XP_017079905.1|DEUG
OG0004135	LOC111601526|XP_030078793.1|DHYD	LOC108117097|XP_017084785.1|DEUG
OG0004136	LOC111599293|XP_023170664.2|DHYD	LOC108115138|XP_017081921.1|DEUG
OG0004137	LOC111597701|XP_023168307.1|DHYD	LOC108104784|XP_017066528.1|DEUG
OG0004138	LOC111597772|XP_023168400.1|DHYD	LOC108114698|XP_017081283.1|DEUG
OG0004139	LOC111601642|XP_023174090.2|DHYD	LOC108118131|XP_017086180.1|DEUG
OG0004140	LOC111592991|XP_023161261.1|DHYD	LOC108103703|XP_017064788.1|DEUG
OG0004141	LOC111595451|XP_023164947.2|DHYD	LOC108109202|XP_017073132.1|DEUG
OG0004142	LOC111593466|XP_023161996.2|DHYD	LOC108103835|XP_017065013.1|DEUG
OG0004143	LOC111602798|XP_023175860.1|DHYD, LOC115483791|XP_030081909.1|DHYD	LOC108111787|XP_017076863.1|DEUG
OG0004144	LOC111603692|XP_023177163.2|DHYD	LOC108111138|XP_017075993.1|DEUG
OG0004145	LOC111601057|XP_023173243.2|DHYD	LOC108109861|XP_017074132.1|DEUG
OG0004146	LOC111603022|XP_030078813.1|DHYD	LOC108116487|XP_017083908.1|DEUG
OG0004147	LOC111603882|XP_023177466.1|DHYD	LOC108110773|XP_017075479.1|DEUG
OG0004148	LOC111598280|XP_023169226.2|DHYD	LOC108117310|XP_017085161.1|DEUG
OG0004149	LOC111597163|XP_023167489.2|DHYD	LOC108115155|XP_017081953.1|DEUG
OG0004150	LOC115483789|XP_030081907.1|DHYD, LOC111602720|XP_023175737.1|DHYD	LOC108103744|XP_017064840.1|DEUG
OG0004151	LOC111594488|XP_023163564.2|DHYD	LOC108109395|XP_017073380.1|DEUG
OG0004152	LOC111598577|XP_023169651.2|DHYD	LOC108115378|XP_017082303.1|DEUG
OG0004153	LOC111605405|XP_023179674.1|DHYD	LOC108106629|XP_017069320.1|DEUG
OG0004154	LOC111604661|XP_023178586.1|DHYD	LOC108114558|XP_017081093.1|DEUG
OG0004155	LOC111603450|XP_023176806.2|DHYD	LOC108110684|XP_017075304.1|DEUG, LOC108116391|XP_017083742.1|DEUG
OG0004156	LOC111598643|XP_023169759.1|DHYD	LOC108116152|XP_017083377.1|DEUG
OG0004157	LOC111595945|XP_023165679.2|DHYD	LOC108103766|XP_017064878.1|DEUG
OG0004158	LOC111597570|XP_023168137.2|DHYD	LOC108104744|XP_017066474.1|DEUG
OG0004159	LOC111603551|XP_023176953.1|DHYD	LOC108113754|XP_017079937.1|DEUG
OG0004160	LOC111596943|XP_023167166.1|DHYD	LOC108114142|XP_017080417.1|DEUG
OG0004161	LOC111602967|XP_023176115.2|DHYD	LOC108116416|XP_017083790.1|DEUG
OG0004162	LOC111593335|XP_023161814.1|DHYD	LOC108109668|XP_017073740.1|DEUG
OG0004163	LOC111592017|XP_023159777.2|DHYD	LOC108110408|XP_017074968.1|DEUG
OG0004164	LOC111599556|XP_023170991.2|DHYD	LOC108114957|XP_017081640.1|DEUG
OG0004165	LOC111601254|XP_023173522.2|DHYD	LOC108112833|XP_017078630.1|DEUG
OG0004166	LOC111600101|XP_023171830.2|DHYD	LOC108107426|XP_017070445.1|DEUG
OG0004167	LOC111604829|XP_023178821.1|DHYD	LOC108109473|XP_017073486.1|DEUG
OG0004168	LOC111593683|XP_023162344.2|DHYD	LOC108117545|XP_017085541.1|DEUG
OG0004169	LOC111602876|XP_023175971.1|DHYD	LOC108103282|XP_017064181.1|DEUG
OG0004170	LOC111601832|XP_023174428.2|DHYD	LOC108111879|XP_017076998.1|DEUG
OG0004171	LOC111593441|XP_023161961.2|DHYD	LOC108104434|XP_017065981.1|DEUG
OG0004172	LOC111594082|XP_023162993.1|DHYD	LOC108102915|XP_017063648.1|DEUG
OG0004173	LOC111598034|XP_023168831.1|DHYD	LOC108112279|XP_017077589.1|DEUG
OG0004174	LOC111599693|XP_023171171.2|DHYD	LOC108114900|XP_017081560.1|DEUG
OG0004175	LOC111592157|XP_023159975.1|DHYD	LOC108113175|XP_017079181.1|DEUG
OG0004176	LOC111601606|XP_023174039.1|DHYD	LOC108109809|XP_017074021.1|DEUG
OG0004177	LOC111598642|XP_023169758.2|DHYD	LOC108116168|XP_017083393.1|DEUG
OG0004178	LOC111598607|XP_023169707.2|DHYD	LOC108111552|XP_017076559.1|DEUG
OG0004179	LOC111593506|XP_023162059.1|DHYD	LOC108103637|XP_017064678.1|DEUG
OG0004180	LOC111596689|XP_030078659.1|DHYD	LOC108117213|XP_017085018.1|DEUG
OG0004181	LOC111602655|XP_023175599.2|DHYD	LOC108116654|XP_017084134.1|DEUG
OG0004182	LOC111598711|XP_023169866.2|DHYD	LOC108108019|XP_017071365.1|DEUG
OG0004183	LOC111598729|XP_023169889.2|DHYD	LOC108108108|XP_017071506.1|DEUG
OG0004184	LOC111596024|XP_023165820.1|DHYD	LOC108108101|XP_017071492.1|DEUG
OG0004185	LOC111592908|XP_023161123.2|DHYD	LOC108108291|XP_017071788.1|DEUG
OG0004186	LOC111604645|XP_023178565.1|DHYD	LOC108104392|XP_017065920.1|DEUG
OG0004187	LOC111604563|XP_023178430.2|DHYD	LOC108111735|XP_017076778.1|DEUG
OG0004188	LOC111603025|XP_023176223.2|DHYD	LOC108105613|XP_017067782.1|DEUG
OG0004189	LOC111603026|XP_023176224.1|DHYD	LOC108105614|XP_017067784.1|DEUG
OG0004190	LOC111603410|XP_023176757.1|DHYD	LOC108116232|XP_017083511.1|DEUG
OG0004191	LOC111603391|XP_023176722.1|DHYD	LOC108116209|XP_017083482.1|DEUG
OG0004192	LOC111597193|XP_023167531.1|DHYD	LOC108117287|XP_017085131.1|DEUG
OG0004193	LOC111602064|XP_023174746.2|DHYD	LOC108110116|XP_017074503.1|DEUG, LOC108104985|XP_017066850.1|DEUG
OG0004194	LOC111601354|XP_023173654.2|DHYD	LOC108105283|XP_017067261.1|DEUG
OG0004195	LOC111596819|XP_023166954.1|DHYD	LOC108110062|XP_017074431.1|DEUG
OG0004196	LOC111596249|XP_023166148.2|DHYD	LOC108115977|XP_017083118.1|DEUG
OG0004197	LOC115482801|XP_030078770.1|DHYD, LOC111604562|XP_023178429.2|DHYD	LOC108116486|XP_017083907.1|DEUG
OG0004198	LOC111600858|XP_023172945.1|DHYD	LOC108114992|XP_017081715.1|DEUG
OG0004199	LOC111598627|XP_023169735.2|DHYD	LOC108111521|XP_017076530.1|DEUG
OG0004200	LOC111601217|XP_023173480.2|DHYD	LOC108112832|XP_017078627.1|DEUG
OG0004201	LOC111598251|XP_023169183.2|DHYD	LOC108116049|XP_017083237.1|DEUG
OG0004202	LOC111595214|XP_023164592.1|DHYD	LOC108115571|XP_017082567.1|DEUG
OG0004203	LOC111604636|XP_023178546.1|DHYD	LOC108116406|XP_017083773.1|DEUG
OG0004204	LOC111605071|XP_023179172.2|DHYD	LOC108108762|XP_017072418.1|DEUG
OG0004205	LOC111604315|XP_023178135.1|DHYD	LOC108104262|XP_017065701.1|DEUG
OG0004206	LOC111602077|XP_023174776.1|DHYD	LOC108117218|XP_017085033.1|DEUG
OG0004207	LOC111602076|XP_023174775.1|DHYD	LOC108117244|XP_017085078.1|DEUG
OG0004208	LOC111596436|XP_023166420.1|DHYD	LOC108116428|XP_017083811.1|DEUG
OG0004209	LOC111601766|XP_023174274.1|DHYD	LOC108117524|XP_017085511.1|DEUG
OG0004210	LOC111602627|XP_023175556.1|DHYD	LOC108110204|XP_017074669.1|DEUG
OG0004211	LOC111599350|XP_023170747.2|DHYD	LOC108111136|XP_017075995.1|DEUG
OG0004212	LOC111593326|XP_030078690.1|DHYD	LOC108109681|XP_017073767.1|DEUG
OG0004213	LOC111598549|XP_023169609.1|DHYD	LOC108109546|XP_017073605.1|DEUG
OG0004214	LOC111597095|XP_023167404.1|DHYD	LOC108109300|XP_017073285.1|DEUG
OG0004215	LOC111594336|XP_023163351.1|DHYD	LOC108113117|XP_017079106.1|DEUG
OG0004216	LOC111599777|XP_023171309.1|DHYD	LOC108106014|XP_017068349.1|DEUG
OG0004217	LOC111601676|XP_023174143.1|DHYD	LOC108108169|XP_017071599.1|DEUG
OG0004218	LOC111593329|XP_023161805.1|DHYD	LOC108117361|XP_017085233.1|DEUG
OG0004219	LOC111595312|XP_023164740.2|DHYD	LOC108109537|XP_017073591.1|DEUG
OG0004220	LOC111603013|XP_023176187.2|DHYD	LOC108116317|XP_017083597.1|DEUG
OG0004221	LOC111600266|XP_023172082.1|DHYD	LOC108110196|XP_017074646.1|DEUG
OG0004222	LOC111592044|XP_023159807.2|DHYD	LOC108111739|XP_017076781.1|DEUG
OG0004223	LOC111592009|XP_023159762.2|DHYD	LOC108111780|XP_017076854.1|DEUG, LOC108112710|XP_017078426.1|DEUG
OG0004224	LOC115482754|XP_030080673.1|DHYD, LOC111603557|XP_023176962.1|DHYD	LOC108115292|XP_017082164.1|DEUG
OG0004225	LOC111605307|XP_023179532.1|DHYD	LOC108103365|XP_017064301.1|DEUG
OG0004226	LOC111604953|XP_023178997.1|DHYD	LOC108111485|XP_017076458.1|DEUG
OG0004227	LOC111604639|XP_023178550.2|DHYD	LOC108116404|XP_017083770.1|DEUG
OG0004228	LOC111604629|XP_023178527.1|DHYD	LOC108116407|XP_017083776.1|DEUG
OG0004229	LOC111599740|XP_023171268.2|DHYD	LOC108112676|XP_017078309.1|DEUG
OG0004230	LOC111604058|XP_030079995.1|DHYD	LOC108103438|XP_017064397.1|DEUG
OG0004231	LOC111596026|XP_023165822.1|DHYD	LOC108107828|XP_017071067.1|DEUG
OG0004232	LOC111596029|XP_023165825.1|DHYD	LOC108107832|XP_017071072.1|DEUG
OG0004233	LOC111596028|XP_023165824.1|DHYD	LOC108107831|XP_017071071.1|DEUG
OG0004234	LOC111597415|XP_023167878.2|DHYD	LOC108107844|XP_017071087.1|DEUG
OG0004235	LOC111598422|XP_023169432.2|DHYD	LOC108102452|XP_017062946.1|DEUG
OG0004236	LOC111596387|XP_030078727.1|DHYD	LOC108105288|XP_017067266.1|DEUG
OG0004237	LOC111602760|XP_030081739.1|DHYD	LOC108115107|XP_017081844.1|DEUG
OG0004238	LOC111601361|XP_023173664.1|DHYD	LOC108111572|XP_017076584.1|DEUG
OG0004239	LOC111593333|XP_023161812.2|DHYD	LOC108110166|XP_017074578.1|DEUG
OG0004240	LOC111604949|XP_023178988.1|DHYD	LOC108115010|XP_017081741.1|DEUG
OG0004241	LOC111601507|XP_023173869.2|DHYD	LOC108108355|XP_017071884.1|DEUG
OG0004242	LOC111604923|XP_023178939.1|DHYD	LOC108108316|XP_017071830.1|DEUG
OG0004243	LOC111601650|XP_023174100.2|DHYD	LOC108107546|XP_017070576.1|DEUG
OG0004244	LOC111601358|XP_023173657.2|DHYD	LOC108105286|XP_017067264.1|DEUG
OG0004245	LOC111595392|XP_023164862.2|DHYD	LOC108102833|XP_017063513.1|DEUG
OG0004246	LOC115483768|XP_030081870.1|DHYD, LOC111592807|XP_023160986.2|DHYD	LOC108114657|XP_017081220.1|DEUG
OG0004247	LOC111596784|XP_023166905.1|DHYD	LOC108103304|XP_017064216.1|DEUG
OG0004248	LOC111595522|XP_023165070.1|DHYD	LOC108108894|XP_017072603.1|DEUG
