Orthogroup	DHYD.longest_only	DBIA.longest_only
OG0006741	LOC111601738|XP_023174230.1|DHYD	LOC108035003|XP_016965834.1|DBIA
OG0006742	LOC111603451|XP_023176807.1|DHYD	LOC108026198|XP_016952479.1|DBIA
OG0006743	LOC111602464|XP_023175292.2|DHYD	LOC108029149|XP_016956769.1|DBIA
OG0006744	LOC111598208|XP_023169113.2|DHYD	LOC108035425|XP_016966544.1|DBIA
OG0006745	LOC111603003|XP_023176170.2|DHYD	LOC108024541|XP_016950002.1|DBIA
OG0006746	LOC111605194|XP_023179365.1|DHYD	LOC108035280|XP_016966333.1|DBIA
OG0006747	LOC111598198|XP_023169092.2|DHYD	LOC108035512|XP_016966663.1|DBIA
OG0006748	LOC111602833|XP_023175914.1|DHYD	LOC108024149|XP_016949439.1|DBIA
OG0006749	LOC111596974|XP_023167222.2|DHYD	LOC108035251|XP_016966278.1|DBIA
OG0006750	LOC111596801|XP_023166929.1|DHYD	LOC108024878|XP_016950511.1|DBIA
OG0006752	LOC111604494|XP_023178353.2|DHYD	LOC108034593|XP_016965014.1|DBIA
OG0006753	LOC111604491|XP_023178350.2|DHYD	LOC108034654|XP_016965082.1|DBIA
OG0006754	LOC111600513|XP_023172410.1|DHYD	LOC108029507|XP_016957284.1|DBIA
OG0006755	LOC111598761|XP_023169941.1|DHYD	LOC108030819|XP_016959423.1|DBIA
OG0006756	LOC111600485|XP_023172379.2|DHYD	LOC108028820|XP_016956296.1|DBIA
OG0006757	LOC111600517|XP_023172413.1|DHYD	LOC108027997|XP_016955113.1|DBIA
OG0006758	LOC111602907|XP_023176017.2|DHYD	LOC108035122|XP_016966042.1|DBIA
OG0006759	LOC111602882|XP_023175981.2|DHYD	LOC108035121|XP_016966041.1|DBIA
OG0006760	LOC111597461|XP_023167978.2|DHYD	LOC108028268|XP_016955454.1|DBIA
OG0006761	LOC111600239|XP_023172042.1|DHYD	LOC108027169|XP_016953938.1|DBIA
OG0006762	LOC111598165|XP_023169025.2|DHYD	LOC108027550|XP_016954502.1|DBIA
OG0006763	LOC111602363|XP_023175144.2|DHYD	LOC108030404|XP_016958778.1|DBIA
OG0006764	LOC111593696|XP_023162403.2|DHYD	LOC108036911|XP_016968806.1|DBIA
OG0006765	LOC111602364|XP_023175145.1|DHYD	LOC108030366|XP_016958724.1|DBIA
OG0006766	LOC111603712|XP_023177181.2|DHYD	LOC108028920|XP_016956431.1|DBIA
OG0006767	LOC111594365|XP_023163396.1|DHYD	LOC108028704|XP_016956142.1|DBIA
OG0006768	LOC111594360|XP_023163388.2|DHYD	LOC108028701|XP_016956137.1|DBIA
OG0006769	LOC111594364|XP_023163395.1|DHYD	LOC108028738|XP_016956193.1|DBIA
OG0006770	LOC111594861|XP_023164107.2|DHYD	LOC108028114|XP_016955252.1|DBIA
OG0006771	LOC111603462|XP_023176858.1|DHYD	LOC108023980|XP_016949197.1|DBIA
OG0006772	LOC111595325|XP_023164750.2|DHYD	LOC108036317|XP_016967818.1|DBIA
OG0006773	LOC111597385|XP_023167815.2|DHYD	LOC108034950|XP_016965723.1|DBIA
OG0006774	LOC111605082|XP_023179185.1|DHYD	LOC108030800|XP_016959371.1|DBIA
OG0006775	LOC111595306|XP_023164731.2|DHYD	LOC108035233|XP_016966252.1|DBIA
OG0006776	LOC111596615|XP_023166667.1|DHYD	LOC108035462|XP_016966596.1|DBIA
OG0006777	LOC111599540|XP_023170962.1|DHYD	LOC108034410|XP_016964781.1|DBIA
OG0006778	LOC111596612|XP_023166663.2|DHYD	LOC108034512|XP_016964925.1|DBIA
OG0006779	LOC111592451|XP_023160404.1|DHYD	LOC108030088|XP_016958218.1|DBIA
OG0006780	LOC111593211|XP_023161624.2|DHYD	LOC108028611|XP_016956021.1|DBIA
OG0006781	LOC111601688|XP_023174162.1|DHYD	LOC108035408|XP_016966517.1|DBIA
OG0006782	LOC111595289|XP_023164710.2|DHYD	LOC108029277|XP_016956968.1|DBIA
OG0006783	LOC111599949|XP_030079773.1|DHYD	LOC108030021|XP_016958026.1|DBIA
OG0006784	LOC111604762|XP_023178723.1|DHYD	LOC108035129|XP_016966051.1|DBIA
OG0006785	LOC111605216|XP_023179406.1|DHYD	LOC108026873|XP_016953550.1|DBIA
OG0006786	LOC111603373|XP_023176696.2|DHYD	LOC108030299|XP_016958622.1|DBIA
OG0006787	LOC111592786|XP_023160957.2|DHYD	LOC108030604|XP_016959080.1|DBIA
OG0006788	LOC111592788|XP_023160963.1|DHYD	LOC108030607|XP_016959085.1|DBIA
OG0006789	LOC111594059|XP_023162952.1|DHYD	LOC108033075|XP_016962733.1|DBIA
OG0006790	LOC111601150|XP_023173388.1|DHYD	LOC108027883|XP_016954988.1|DBIA
OG0006791	LOC111601707|XP_023174194.2|DHYD	LOC108035696|XP_016966906.1|DBIA
OG0006792	LOC111603722|XP_023177202.1|DHYD	LOC108034515|XP_016964928.1|DBIA
OG0006793	LOC111603734|XP_023177218.2|DHYD	LOC108034935|XP_016965688.1|DBIA
OG0006794	LOC111601737|XP_023174267.1|DHYD	LOC108030185|XP_016958422.1|DBIA
OG0006795	LOC111597514|XP_023168051.2|DHYD	LOC108035459|XP_016966589.1|DBIA
OG0006796	LOC111605738|XP_023180207.1|DHYD	LOC108030921|XP_016959604.1|DBIA
OG0006797	LOC111592613|XP_023160713.1|DHYD	LOC108035215|XP_016966224.1|DBIA
OG0006798	LOC111592763|XP_023160931.2|DHYD	LOC108029357|XP_016957073.1|DBIA
OG0006799	LOC111605674|XP_023180107.2|DHYD	LOC108034976|XP_016965783.1|DBIA
OG0006800	LOC111593539|XP_023162111.2|DHYD	LOC108034883|XP_016965580.1|DBIA
OG0006801	LOC111594060|XP_023162953.1|DHYD	LOC108023664|XP_016948774.1|DBIA
OG0006802	LOC111593919|XP_023162760.1|DHYD	LOC108030236|XP_016958517.1|DBIA
OG0006803	LOC111599952|XP_023171591.1|DHYD	LOC108022283|XP_016946631.1|DBIA
OG0006804	LOC111598677|XP_023169804.2|DHYD	LOC108035318|XP_016966380.1|DBIA
OG0006805	LOC111605205|XP_023179390.2|DHYD	LOC108029664|XP_016957580.1|DBIA
OG0006806	LOC111604692|XP_023178628.2|DHYD	LOC108035257|XP_016966292.1|DBIA
OG0006807	LOC111605095|XP_023179202.1|DHYD	LOC108030850|XP_016959477.1|DBIA
OG0006808	LOC111593827|XP_023162628.1|DHYD	LOC108036622|XP_016968382.1|DBIA
OG0006809	LOC111601084|XP_023173279.2|DHYD	LOC108034649|XP_016965077.1|DBIA
OG0006810	LOC111595119|XP_023164456.1|DHYD	LOC108035313|XP_016966376.1|DBIA
OG0006811	LOC111597169|XP_023167501.1|DHYD	LOC108025113|XP_016950867.1|DBIA
OG0006812	LOC111601033|XP_023173210.1|DHYD	LOC108034740|XP_016965173.1|DBIA
OG0006813	LOC111592872|XP_023161093.1|DHYD	LOC108024421|XP_016949831.1|DBIA
OG0006814	LOC111605200|XP_023179376.2|DHYD	LOC108034925|XP_016965670.1|DBIA
OG0006815	LOC111601042|XP_023173223.2|DHYD	LOC108035144|XP_016966076.1|DBIA
OG0006816	LOC111601114|XP_023173330.2|DHYD	LOC108035352|XP_016966432.1|DBIA
OG0006817	LOC111598673|XP_023169799.2|DHYD	LOC108035569|XP_016966727.1|DBIA
OG0006818	LOC111604765|XP_023178731.2|DHYD	LOC108031115|XP_016959819.1|DBIA
OG0006819	LOC111605063|XP_023179162.1|DHYD	LOC108030829|XP_016959438.1|DBIA
OG0006820	LOC111605091|XP_023179198.1|DHYD	LOC108030741|XP_016959277.1|DBIA
OG0006821	LOC111592535|XP_023160586.2|DHYD	LOC108033982|XP_016964195.1|DBIA
OG0006822	LOC111600660|XP_023172654.1|DHYD	LOC108029723|XP_016957689.1|DBIA
OG0006823	LOC111605659|XP_023180090.1|DHYD	LOC108035420|XP_016966530.1|DBIA
OG0006824	LOC111601684|XP_023174156.1|DHYD	LOC108034520|XP_016964932.1|DBIA
OG0006825	LOC111594912|XP_023164166.2|DHYD	LOC108028655|XP_016956070.1|DBIA
OG0006826	LOC111605672|XP_023180105.1|DHYD	LOC108035223|XP_016966240.1|DBIA
OG0006827	LOC111603582|XP_023177003.1|DHYD	LOC108027383|XP_016954305.1|DBIA
OG0006828	LOC111594391|XP_023163425.1|DHYD	LOC108035115|XP_016966038.1|DBIA
OG0006829	LOC111594838|XP_023164070.1|DHYD	LOC108028620|XP_016956029.1|DBIA
OG0006830	LOC111596975|XP_030081137.1|DHYD	LOC108035132|XP_016966062.1|DBIA
OG0006831	LOC111601554|XP_030081185.1|DHYD	LOC108035292|XP_016966347.1|DBIA
OG0006832	LOC111605164|XP_023179317.1|DHYD	LOC108034622|XP_016965047.1|DBIA
OG0006833	LOC111598788|XP_030081797.1|DHYD	LOC108028378|XP_016955660.1|DBIA
OG0006834	LOC111595133|XP_023164473.2|DHYD, LOC111595134|XP_023164474.2|DHYD	LOC108031129|XP_016959832.1|DBIA
OG0006835	LOC111601732|XP_023174222.2|DHYD	LOC108034956|XP_016965736.1|DBIA
OG0006836	LOC111597522|XP_023168064.2|DHYD	LOC108034804|XP_016965319.1|DBIA
OG0006837	LOC111597425|XP_023167891.2|DHYD	LOC108035206|XP_016966206.1|DBIA
OG0006838	LOC111598717|XP_023169877.1|DHYD	LOC108034985|XP_016965803.1|DBIA
OG0006839	LOC111597418|XP_023167882.1|DHYD	LOC108035536|XP_016966692.1|DBIA
OG0006840	LOC111596312|XP_023166243.1|DHYD	LOC108033922|XP_016964083.1|DBIA
OG0006841	LOC111591930|XP_023159628.2|DHYD	LOC108034601|XP_016965023.1|DBIA
OG0006842	LOC111601580|XP_023174003.2|DHYD	LOC108035609|XP_016966783.1|DBIA
OG0006843	LOC111596818|XP_023166953.1|DHYD	LOC108023752|XP_016948878.1|DBIA
OG0006844	LOC111601792|XP_023174331.1|DHYD	LOC108031174|XP_016959882.1|DBIA
OG0006845	LOC111603731|XP_023177209.1|DHYD	LOC108035508|XP_016966656.1|DBIA
OG0006846	LOC111601107|XP_023173321.2|DHYD	LOC108028814|XP_016956288.1|DBIA
OG0006847	LOC111601034|XP_023173213.2|DHYD	LOC108028549|XP_016955938.1|DBIA
OG0006848	LOC111593568|XP_023162198.2|DHYD	LOC108026539|XP_016952976.1|DBIA
OG0006849	LOC111605161|XP_023179314.1|DHYD	LOC108035473|XP_016966611.1|DBIA
OG0006850	LOC111605176|XP_030081461.1|DHYD	LOC108035434|XP_016966555.1|DBIA
OG0006851	LOC111605168|XP_023179324.2|DHYD	LOC108035561|XP_016966718.1|DBIA
OG0006852	LOC111599062|XP_030080877.1|DHYD	LOC108036364|XP_016967934.1|DBIA
OG0006853	LOC111592823|XP_023161016.2|DHYD	LOC108034745|XP_016965182.1|DBIA
OG0006854	LOC111597684|XP_023168282.2|DHYD	LOC108036643|XP_016968406.1|DBIA
OG0006855	LOC111595101|XP_023164435.2|DHYD	LOC108030671|XP_016959186.1|DBIA
OG0006856	LOC111602380|XP_023175164.1|DHYD	LOC108030124|XP_016958315.1|DBIA
OG0006857	LOC111600900|XP_030080970.1|DHYD	LOC108030944|XP_016959631.1|DBIA
OG0006858	LOC111603041|XP_023176239.2|DHYD	LOC108035216|XP_016966221.1|DBIA
OG0006859	LOC111593818|XP_023162616.2|DHYD	LOC108036478|XP_016968147.1|DBIA
OG0006860	LOC111593302|XP_023161752.1|DHYD	LOC108036360|XP_016967927.1|DBIA
OG0006861	LOC111605209|XP_023179394.1|DHYD	LOC108029610|XP_016957479.1|DBIA
OG0006862	LOC111599786|XP_030079292.1|DHYD	LOC108030980|XP_016959672.1|DBIA
OG0006863	LOC111593036|XP_023161370.2|DHYD	LOC108035783|XP_016966993.1|DBIA
OG0006864	LOC111593873|XP_023162709.2|DHYD	LOC108029494|XP_016957256.1|DBIA
OG0006865	LOC111601468|XP_023173819.1|DHYD, LOC115482814|XP_030078838.1|DHYD	LOC108024741|XP_016950327.1|DBIA
OG0006866	LOC111593921|XP_023162763.2|DHYD	LOC108026847|XP_016953514.1|DBIA
OG0006867	LOC111605365|XP_023179612.2|DHYD	LOC108022642|XP_016947185.1|DBIA
OG0006868	LOC111605347|XP_023179590.2|DHYD	LOC108022641|XP_016947184.1|DBIA
OG0006869	LOC111595317|XP_030080963.1|DHYD, LOC115483381|XP_030080964.1|DHYD	LOC108030019|XP_016958022.1|DBIA
OG0006870	LOC111599347|XP_030080978.1|DHYD	LOC108036357|XP_016967922.1|DBIA
OG0006871	LOC111600793|XP_023172851.2|DHYD	LOC108029686|XP_016957631.1|DBIA
OG0006872	LOC111604122|XP_023177800.1|DHYD	LOC108030411|XP_016958786.1|DBIA
OG0006873	LOC111604145|XP_023177835.2|DHYD	LOC108026800|XP_016953450.1|DBIA
OG0006874	LOC111593146|XP_023161514.2|DHYD	LOC108035858|XP_016967092.1|DBIA
OG0006875	LOC111595781|XP_023165433.1|DHYD	LOC108033834|XP_016963950.1|DBIA
OG0006876	LOC111600008|XP_023171678.2|DHYD	LOC108026678|XP_016953241.1|DBIA
OG0006877	LOC111599159|XP_023170499.1|DHYD	LOC108028960|XP_016956488.1|DBIA
OG0006878	LOC111602297|XP_030079033.1|DHYD	LOC108027317|XP_016954211.1|DBIA
OG0006879	LOC111593908|XP_023162747.2|DHYD	LOC108036598|XP_016968346.1|DBIA
OG0006880	LOC111602525|XP_030079273.1|DHYD	LOC108033288|XP_016963043.1|DBIA
OG0006881	LOC111594103|XP_023163025.2|DHYD	LOC108032613|XP_016962036.1|DBIA
OG0006882	LOC111604092|XP_023177757.2|DHYD	LOC108036237|XP_016967734.1|DBIA
OG0006884	LOC111603910|XP_023177502.1|DHYD	LOC108027896|XP_016955004.1|DBIA
OG0006885	LOC111600665|XP_023172664.1|DHYD	LOC108033843|XP_016963959.1|DBIA
OG0006886	LOC111598258|XP_023169199.2|DHYD	LOC108031069|XP_016959764.1|DBIA
OG0006887	LOC111605340|XP_023179581.2|DHYD	LOC108023341|XP_016948171.1|DBIA
OG0006888	LOC111603870|XP_023177445.1|DHYD	LOC108034114|XP_016964381.1|DBIA
OG0006889	LOC111592071|XP_023159845.1|DHYD	LOC108027382|XP_016954309.1|DBIA
OG0006890	LOC111605471|XP_023179755.2|DHYD	LOC108027904|XP_016955011.1|DBIA
OG0006891	LOC111603763|XP_023177263.2|DHYD	LOC108034243|XP_016964584.1|DBIA
OG0006892	LOC111599099|XP_023170408.1|DHYD	LOC108029239|XP_016956923.1|DBIA
OG0006893	LOC111602481|XP_023175311.2|DHYD	LOC108036833|XP_016968669.1|DBIA
OG0006894	LOC111602480|XP_023175309.1|DHYD	LOC108036849|XP_016968708.1|DBIA
OG0006895	LOC111596480|XP_023166506.2|DHYD	LOC108033090|XP_016962774.1|DBIA
OG0006896	LOC111596197|XP_023166076.1|DHYD	LOC108032403|XP_016961713.1|DBIA
OG0006897	LOC111603856|XP_023177424.2|DHYD	LOC108032611|XP_016962031.1|DBIA
OG0006898	LOC111595759|XP_023165399.1|DHYD	LOC108033835|XP_016963951.1|DBIA
OG0006899	LOC111599320|XP_023170703.2|DHYD	LOC108036155|XP_016967636.1|DBIA
OG0006900	LOC111602844|XP_023175924.1|DHYD	LOC108029719|XP_016957724.1|DBIA
OG0006901	LOC111602473|XP_023175303.1|DHYD	LOC108029255|XP_016956939.1|DBIA
OG0006902	LOC111601619|XP_023174054.1|DHYD	LOC108025616|XP_016951638.1|DBIA
OG0006903	LOC111604252|XP_023178007.2|DHYD	LOC108025989|XP_016952171.1|DBIA
OG0006904	LOC111594657|XP_023163826.1|DHYD	LOC108032702|XP_016962169.1|DBIA
OG0006905	LOC111601889|XP_023174499.2|DHYD	LOC108033744|XP_016963792.1|DBIA
OG0006906	LOC111601950|XP_023174574.1|DHYD	LOC108034070|XP_016964316.1|DBIA
OG0006907	LOC111605574|XP_023179928.2|DHYD	LOC108033626|XP_016963492.1|DBIA
OG0006908	LOC111598932|XP_023170174.1|DHYD	LOC108029213|XP_016956893.1|DBIA
OG0006909	LOC111597788|XP_023168431.1|DHYD	LOC108034315|XP_016964673.1|DBIA
OG0006910	LOC111600498|XP_023172397.1|DHYD	LOC108036092|XP_016967532.1|DBIA
OG0006911	LOC111602806|XP_023175866.1|DHYD	LOC108024746|XP_016950341.1|DBIA
OG0006912	LOC111594104|XP_023163026.2|DHYD	LOC108032578|XP_016961970.1|DBIA
OG0006913	LOC111601293|XP_023173575.1|DHYD	LOC108033870|XP_016964002.1|DBIA
OG0006914	LOC111599858|XP_023171446.2|DHYD	LOC108035204|XP_016966204.1|DBIA
OG0006915	LOC111596131|XP_023165972.1|DHYD	LOC108034683|XP_016965116.1|DBIA
OG0006916	LOC111594769|XP_023163986.2|DHYD	LOC108032554|XP_016961921.1|DBIA
OG0006917	LOC111600633|XP_023172608.1|DHYD	LOC108032606|XP_016962021.1|DBIA
OG0006918	LOC111596334|XP_023166269.1|DHYD	LOC108032386|XP_016961696.1|DBIA
OG0006919	LOC111603881|XP_023177464.2|DHYD	LOC108032633|XP_016962063.1|DBIA
OG0006920	LOC111592536|XP_023160587.2|DHYD	LOC108033304|XP_016963063.1|DBIA
OG0006921	LOC111601364|XP_030080320.1|DHYD	LOC108032536|XP_016961893.1|DBIA
OG0006922	LOC111592569|XP_023160635.2|DHYD	LOC108032764|XP_016962249.1|DBIA
OG0006923	LOC111605470|XP_023179754.1|DHYD	LOC108029125|XP_016956732.1|DBIA
OG0006924	LOC111592063|XP_023159833.1|DHYD	LOC108036868|XP_016968732.1|DBIA
OG0006925	LOC111604261|XP_023178023.1|DHYD	LOC108026020|XP_016952200.1|DBIA
OG0006926	LOC111599355|XP_023170753.2|DHYD	LOC108029131|XP_016956740.1|DBIA
OG0006927	LOC111599340|XP_023170732.2|DHYD	LOC108029256|XP_016956940.1|DBIA
OG0006928	LOC111599314|XP_023170692.1|DHYD	LOC108029130|XP_016956739.1|DBIA
OG0006929	LOC111596008|XP_023165791.2|DHYD	LOC108033252|XP_016963010.1|DBIA
OG0006930	LOC111601884|XP_023174494.2|DHYD, LOC111601872|XP_023174481.1|DHYD	LOC108027646|XP_016954651.1|DBIA
OG0006931	LOC111602446|XP_023175272.2|DHYD	LOC108034174|XP_016964474.1|DBIA
OG0006932	LOC111592624|XP_023160727.1|DHYD	LOC108033913|XP_016964072.1|DBIA
OG0006933	LOC111592601|XP_023160694.1|DHYD	LOC108033326|XP_016963100.1|DBIA
OG0006934	LOC111600245|XP_023172052.2|DHYD	LOC108024637|XP_016950171.1|DBIA
OG0006935	LOC111600431|XP_023172295.2|DHYD	LOC108032608|XP_016962026.1|DBIA
OG0006936	LOC111592570|XP_023160639.2|DHYD	LOC108033860|XP_016963986.1|DBIA
OG0006937	LOC111594696|XP_023163883.1|DHYD	LOC108034954|XP_016965735.1|DBIA
OG0006938	LOC111599973|XP_023171635.2|DHYD	LOC108034142|XP_016964429.1|DBIA
OG0006939	LOC111596788|XP_023166908.2|DHYD	LOC108024232|XP_016949593.1|DBIA
OG0006940	LOC111600716|XP_023172745.2|DHYD	LOC108033767|XP_016963851.1|DBIA
OG0006941	LOC111596136|XP_023165980.2|DHYD	LOC108033703|XP_016963698.1|DBIA
OG0006942	LOC111599356|XP_023170759.1|DHYD	LOC108036548|XP_016968265.1|DBIA
OG0006943	LOC111601198|XP_023173454.2|DHYD	LOC108034282|XP_016964633.1|DBIA
OG0006944	LOC111596366|XP_023166331.1|DHYD	LOC108027749|XP_016954790.1|DBIA
OG0006945	LOC111595417|XP_023164907.1|DHYD	LOC108033994|XP_016964208.1|DBIA
OG0006946	LOC111594454|XP_023163516.1|DHYD	LOC108024897|XP_016950536.1|DBIA
OG0006947	LOC111598941|XP_023170187.1|DHYD	LOC108029249|XP_016956932.1|DBIA
OG0006948	LOC111600396|XP_023172243.1|DHYD	LOC108032667|XP_016962117.1|DBIA
OG0006949	LOC111599162|XP_023170504.1|DHYD	LOC108027947|XP_016955065.1|DBIA
OG0006950	LOC111592051|XP_023159818.1|DHYD	LOC108035375|XP_016966472.1|DBIA
OG0006951	LOC111600125|XP_023171861.2|DHYD	LOC108036089|XP_016967527.1|DBIA
OG0006952	LOC111596036|XP_023165842.1|DHYD	LOC108032195|XP_016961539.1|DBIA
OG0006953	LOC111603036|XP_023176233.1|DHYD	LOC108035410|XP_016966519.1|DBIA
OG0006954	LOC111595842|XP_023165520.1|DHYD	LOC108034287|XP_016964636.1|DBIA
OG0006955	LOC111600635|XP_023172609.1|DHYD	LOC108031750|XP_016960943.1|DBIA
OG0006956	LOC111599467|XP_023170905.2|DHYD	LOC108027665|XP_016954699.1|DBIA
OG0006957	LOC111594674|XP_023163852.2|DHYD	LOC108032638|XP_016962072.1|DBIA
OG0006958	LOC111600036|XP_023171722.2|DHYD	LOC108026894|XP_016953592.1|DBIA
OG0006959	LOC111601081|XP_023173275.1|DHYD	LOC108031268|XP_016960001.1|DBIA
OG0006960	LOC111598947|XP_023170196.2|DHYD	LOC108036152|XP_016967632.1|DBIA
OG0006961	LOC111594210|XP_023163177.2|DHYD	LOC108034125|XP_016964402.1|DBIA
OG0006962	LOC111602236|XP_023174990.2|DHYD	LOC108027794|XP_016954850.1|DBIA
OG0006963	LOC111603972|XP_023177583.2|DHYD	LOC108034623|XP_016965052.1|DBIA
OG0006964	LOC111603925|XP_023177519.1|DHYD	LOC108033710|XP_016963733.1|DBIA
OG0006965	LOC111595768|XP_023165418.2|DHYD	LOC108033973|XP_016964176.1|DBIA
OG0006966	LOC111601184|XP_023173433.1|DHYD	LOC108034256|XP_016964601.1|DBIA
OG0006967	LOC111602110|XP_023174821.2|DHYD	LOC108030258|XP_016958567.1|DBIA
OG0006968	LOC111600601|XP_023172562.2|DHYD	LOC108030157|XP_016958376.1|DBIA
OG0006969	LOC111597548|XP_023168112.1|DHYD	LOC108028609|XP_016956019.1|DBIA
OG0006970	LOC111603473|XP_023176830.1|DHYD	LOC108024760|XP_016950357.1|DBIA
OG0006971	LOC111599093|XP_023170401.2|DHYD	LOC108027912|XP_016955022.1|DBIA
OG0006972	LOC111592606|XP_023160703.1|DHYD	LOC108034029|XP_016964257.1|DBIA
OG0006973	LOC111594078|XP_023162988.2|DHYD	LOC108033126|XP_016962838.1|DBIA
OG0006974	LOC111596313|XP_023166245.1|DHYD	LOC108033923|XP_016964085.1|DBIA
OG0006975	LOC111599364|XP_023170764.1|DHYD	LOC108029086|XP_016956664.1|DBIA
OG0006976	LOC111602285|XP_030079103.1|DHYD	LOC108033792|XP_016963891.1|DBIA
OG0006977	LOC111593290|XP_023161734.2|DHYD	LOC108030268|XP_016958580.1|DBIA
OG0006978	LOC111594940|XP_023164201.2|DHYD	LOC108034002|XP_016964219.1|DBIA
OG0006979	LOC111599051|XP_023170337.2|DHYD	LOC108029291|XP_016956978.1|DBIA
OG0006980	LOC111596263|XP_023166167.1|DHYD	LOC108024070|XP_016949328.1|DBIA
OG0006981	LOC111603905|XP_023177491.2|DHYD	LOC108032504|XP_016961818.1|DBIA
OG0006982	LOC111602311|XP_023175080.1|DHYD	LOC108033659|XP_016963585.1|DBIA
OG0006983	LOC111592067|XP_023159837.1|DHYD	LOC108036846|XP_016968703.1|DBIA
OG0006984	LOC111596373|XP_023166344.1|DHYD	LOC108033638|XP_016963550.1|DBIA
OG0006985	LOC111601937|XP_023174559.1|DHYD	LOC108032382|XP_016961692.1|DBIA
OG0006986	LOC111595191|XP_023164542.1|DHYD	LOC108027919|XP_016955031.1|DBIA
OG0006987	LOC111601469|XP_023173859.1|DHYD	LOC108030182|XP_016958418.1|DBIA
OG0006988	LOC111595416|XP_023164906.2|DHYD	LOC108033981|XP_016964193.1|DBIA
OG0006989	LOC111599060|XP_023170349.1|DHYD	LOC108033930|XP_016964097.1|DBIA
OG0006990	LOC111601867|XP_030080336.1|DHYD	LOC108033832|XP_016963948.1|DBIA
OG0006991	LOC111597112|XP_023167843.2|DHYD	LOC108023864|XP_016949014.1|DBIA
OG0006992	LOC111599310|XP_030079237.1|DHYD	LOC108029176|XP_016956819.1|DBIA
OG0006993	LOC111595194|XP_030079245.1|DHYD	LOC108033341|XP_016963117.1|DBIA
OG0006994	LOC111594944|XP_023164206.2|DHYD	LOC108036722|XP_016968511.1|DBIA
OG0006995	LOC111592567|XP_023160632.1|DHYD	LOC108032381|XP_016961691.1|DBIA
OG0006996	LOC111592555|XP_023160614.1|DHYD	LOC108032788|XP_016962281.1|DBIA
OG0006998	LOC111600840|XP_023172913.1|DHYD	LOC108026063|XP_016952247.1|DBIA
OG0006999	LOC111596300|XP_023166226.2|DHYD	LOC108027942|XP_016955059.1|DBIA
OG0007000	LOC111599137|XP_023170468.2|DHYD	LOC108029201|XP_016956867.1|DBIA
OG0007001	LOC111597899|XP_023168603.1|DHYD	LOC108022235|XP_016946582.1|DBIA
OG0007002	LOC111592664|XP_030079030.1|DHYD	LOC108033675|XP_016963612.1|DBIA
OG0007003	LOC111601253|XP_023173520.1|DHYD	LOC108022518|XP_016946977.1|DBIA
OG0007004	LOC111595518|XP_023165066.2|DHYD	LOC108029170|XP_016956804.1|DBIA
OG0007005	LOC111594216|XP_023163183.2|DHYD	LOC108034126|XP_016964404.1|DBIA
OG0007007	LOC111592674|XP_023160809.1|DHYD	LOC108033957|XP_016964149.1|DBIA
OG0007008	LOC111599177|XP_023170529.2|DHYD	LOC108027699|XP_016954737.1|DBIA
OG0007009	LOC111592602|XP_023160695.1|DHYD	LOC108033912|XP_016964071.1|DBIA
OG0007010	LOC111595550|XP_023165106.2|DHYD	LOC108034145|XP_016964428.1|DBIA
OG0007011	LOC111602617|XP_023175547.1|DHYD	LOC108031186|XP_016959894.1|DBIA
OG0007012	LOC111601958|XP_023174603.1|DHYD	LOC108027676|XP_016954709.1|DBIA
OG0007013	LOC111596296|XP_023166220.2|DHYD	LOC108034258|XP_016964603.1|DBIA
OG0007014	LOC111596278|XP_023166191.2|DHYD	LOC108034098|XP_016964354.1|DBIA
OG0007015	LOC111603903|XP_023177489.2|DHYD	LOC108027761|XP_016954808.1|DBIA
OG0007016	LOC111594106|XP_023163029.1|DHYD	LOC108033685|XP_016963640.1|DBIA
OG0007017	LOC111602209|XP_023174949.1|DHYD	LOC108027858|XP_016954947.1|DBIA
OG0007018	LOC111603909|XP_023177497.2|DHYD	LOC108032648|XP_016962086.1|DBIA
OG0007019	LOC111592085|XP_030079078.1|DHYD	LOC108022046|XP_016946379.1|DBIA
OG0007020	LOC111603772|XP_023177275.2|DHYD	LOC108034364|XP_016964743.1|DBIA
OG0007021	LOC111599158|XP_023170497.1|DHYD	LOC108029186|XP_016956847.1|DBIA
OG0007022	LOC111605474|XP_023179770.2|DHYD	LOC108029126|XP_016956733.1|DBIA
OG0007023	LOC111594698|XP_023163887.1|DHYD	LOC108034948|XP_016965721.1|DBIA
OG0007024	LOC111601374|XP_023173681.1|DHYD	LOC108025387|XP_016951353.1|DBIA
OG0007025	LOC111602825|XP_023175904.2|DHYD	LOC108024248|XP_016949619.1|DBIA
OG0007026	LOC111599072|XP_023170368.2|DHYD	LOC108029082|XP_016956658.1|DBIA
OG0007027	LOC111595802|XP_023165459.2|DHYD	LOC108027924|XP_016955037.1|DBIA
OG0007028	LOC111596118|XP_023165951.2|DHYD	LOC108029054|XP_016956605.1|DBIA
OG0007029	LOC111601180|XP_023173426.2|DHYD	LOC108035207|XP_016966210.1|DBIA
OG0007030	LOC111593070|XP_023161416.1|DHYD	LOC108023750|XP_016948877.1|DBIA
OG0007031	LOC111594639|XP_023163801.1|DHYD	LOC108024276|XP_016949658.1|DBIA
OG0007032	LOC111597445|XP_023167932.2|DHYD	LOC108030918|XP_016959602.1|DBIA
OG0007033	LOC111600366|XP_023172211.1|DHYD	LOC108032652|XP_016962096.1|DBIA
