Orthogroup	DHYD.longest_only	CCAP.longest_only
OG0004892	LOC111594339|XP_023163354.1|DHYD	CCAP1982_LOCUS19617|CAD7011528.1|CCAP
OG0004893	LOC111600600|XP_023172560.2|DHYD	CCAP1982_LOCUS20552|CAD7012472.1|CCAP
OG0004894	LOC111603290|XP_023176581.1|DHYD	CCAP1982_LOCUS23113|CAD7015163.1|CCAP
OG0004895	LOC111594116|XP_023163043.1|DHYD	CCAP1982_LOCUS22245|CAD7014242.1|CCAP
OG0004896	LOC111604305|XP_023178109.2|DHYD	CCAP1982_LOCUS23034|CAD7015078.1|CCAP
OG0004897	LOC111604281|XP_030080986.1|DHYD	CCAP1982_LOCUS23039|CAD7015084.1|CCAP
OG0004898	LOC111593731|XP_023162487.1|DHYD	CCAP1982_LOCUS22377|CAD7014382.1|CCAP
OG0004899	LOC111599895|XP_030079706.1|DHYD	CCAP1982_LOCUS22723|CAD7014746.1|CCAP
OG0004900	LOC111600711|XP_023172736.2|DHYD	CCAP1982_LOCUS22618|CAD7014627.1|CCAP
OG0004901	LOC111600640|XP_023172615.2|DHYD	CCAP1982_LOCUS22617|CAD7014626.1|CCAP
OG0004902	LOC111596938|XP_023167157.1|DHYD	CCAP1982_LOCUS11611|CAD7003150.1|CCAP
OG0004903	LOC111603846|XP_023177396.1|DHYD	CCAP1982_LOCUS22573|CAD7014574.1|CCAP
OG0004904	LOC111602733|XP_023175746.2|DHYD	CCAP1982_LOCUS21459|CAD7013394.1|CCAP
OG0004905	LOC111593819|XP_023162617.1|DHYD	CCAP1982_LOCUS7092|CAD6998501.1|CCAP
OG0004906	LOC111603736|XP_023177220.2|DHYD	CCAP1982_LOCUS12916|CAD7004518.1|CCAP
OG0004907	LOC111595652|XP_023165243.1|DHYD	CCAP1982_LOCUS13144|CAD7004751.1|CCAP
OG0004908	LOC111592962|XP_023161220.2|DHYD	CCAP1982_LOCUS11719|CAD7003257.1|CCAP
OG0004909	LOC111592950|XP_023161198.1|DHYD	CCAP1982_LOCUS11729|CAD7003267.1|CCAP
OG0004910	LOC111592955|XP_023161211.2|DHYD	CCAP1982_LOCUS14793|CAD7006475.1|CCAP
OG0004911	LOC111601086|XP_023173281.1|DHYD	CCAP1982_LOCUS13091|CAD7004698.1|CCAP
OG0004912	LOC111603691|XP_023177149.1|DHYD	CCAP1982_LOCUS12917|CAD7004519.1|CCAP
OG0004913	LOC111602144|XP_023174861.1|DHYD	CCAP1982_LOCUS22039|CAD7014033.1|CCAP
OG0004914	LOC111602100|XP_023174804.2|DHYD	CCAP1982_LOCUS22044|CAD7014038.1|CCAP
OG0004915	LOC111604087|XP_023177746.2|DHYD	CCAP1982_LOCUS23402|CAD7015462.1|CCAP
OG0004916	LOC111596626|XP_023166680.1|DHYD	CCAP1982_LOCUS22427|CAD7014431.1|CCAP
OG0004917	LOC111595267|XP_023164681.1|DHYD	CCAP1982_LOCUS14901|CAD7006590.1|CCAP
OG0004918	LOC111595264|XP_023164678.2|DHYD	CCAP1982_LOCUS14903|CAD7006592.1|CCAP
OG0004919	LOC111594487|XP_023163563.1|DHYD	CCAP1982_LOCUS442|CAD6991523.1|CCAP
OG0004920	LOC111604421|XP_023178245.2|DHYD	CCAP1982_LOCUS14464|CAD7006135.1|CCAP
OG0004921	LOC111602909|XP_030081141.1|DHYD	CCAP1982_LOCUS13031|CAD7004636.1|CCAP
OG0004922	LOC111605162|XP_023179315.1|DHYD	CCAP1982_LOCUS11225|CAD7002751.1|CCAP
OG0004923	LOC111595275|XP_023164690.1|DHYD	CCAP1982_LOCUS11167|CAD7002689.1|CCAP
OG0004924	LOC111600502|XP_023172398.2|DHYD	CCAP1982_LOCUS12528|CAD7004107.1|CCAP
OG0004925	LOC111600458|XP_023172327.1|DHYD	CCAP1982_LOCUS12578|CAD7004158.1|CCAP
OG0004926	LOC111600506|XP_023172402.1|DHYD	CCAP1982_LOCUS14939|CAD7006633.1|CCAP
OG0004927	LOC111600520|XP_023172420.1|DHYD	CCAP1982_LOCUS14993|CAD7006694.1|CCAP
OG0004928	LOC111592425|XP_023160368.2|DHYD	CCAP1982_LOCUS21917|CAD7013902.1|CCAP
OG0004929	LOC111601078|XP_023173272.1|DHYD	CCAP1982_LOCUS11530|CAD7003067.1|CCAP
OG0004930	LOC111603249|XP_023176528.2|DHYD	CCAP1982_LOCUS22942|CAD7014983.1|CCAP
OG0004931	LOC111602146|XP_023174863.1|DHYD	CCAP1982_LOCUS22635|CAD7014646.1|CCAP
OG0004932	LOC111600470|XP_023172345.2|DHYD	CCAP1982_LOCUS12169|CAD7003732.1|CCAP
OG0004933	LOC111593550|XP_023162172.1|DHYD	CCAP1982_LOCUS7196|CAD6998623.1|CCAP
OG0004934	LOC111600109|XP_023171839.1|DHYD	CCAP1982_LOCUS7200|CAD6998628.1|CCAP
OG0004935	LOC111602220|XP_023174966.2|DHYD	CCAP1982_LOCUS21878|CAD7013861.1|CCAP
OG0004936	LOC111599659|XP_023171123.2|DHYD	CCAP1982_LOCUS12915|CAD7004517.1|CCAP
OG0004937	LOC111595649|XP_023165241.2|DHYD	CCAP1982_LOCUS20261|CAD7012159.1|CCAP
OG0004938	LOC111595086|XP_023164410.2|DHYD	CCAP1982_LOCUS12061|CAD7003621.1|CCAP
OG0004940	LOC111605108|XP_023179218.2|DHYD	CCAP1982_LOCUS12871|CAD7004465.1|CCAP
OG0004941	LOC111600471|XP_023172347.2|DHYD	CCAP1982_LOCUS12170|CAD7003733.1|CCAP
OG0004942	LOC111593092|XP_023161456.2|DHYD	CCAP1982_LOCUS11521|CAD7003058.1|CCAP
OG0004943	LOC111601605|XP_023174038.1|DHYD	CCAP1982_LOCUS14899|CAD7006588.1|CCAP
OG0004944	LOC111602926|XP_023176042.1|DHYD	CCAP1982_LOCUS11899|CAD7003445.1|CCAP
OG0004946	LOC111591866|XP_023159516.1|DHYD	CCAP1982_LOCUS13890|CAD7005530.1|CCAP
OG0004947	LOC111595284|XP_023164704.1|DHYD	CCAP1982_LOCUS11517|CAD7003054.1|CCAP
OG0004948	LOC111595286|XP_023164706.2|DHYD	CCAP1982_LOCUS11515|CAD7003052.1|CCAP
OG0004949	LOC115482994|XP_030079494.1|DHYD, LOC111595305|XP_030079506.1|DHYD	CCAP1982_LOCUS11508|CAD7003045.1|CCAP
OG0004950	LOC111596271|XP_023166178.2|DHYD	CCAP1982_LOCUS12161|CAD7003724.1|CCAP
OG0004951	LOC111603238|XP_023176511.1|DHYD	CCAP1982_LOCUS2776|CAD6993995.1|CCAP
OG0004952	LOC111601715|XP_023174202.2|DHYD	CCAP1982_LOCUS10827|CAD7002341.1|CCAP
OG0004953	LOC111600467|XP_023172341.1|DHYD	CCAP1982_LOCUS12149|CAD7003712.1|CCAP
OG0004954	LOC111600464|XP_023172337.2|DHYD	CCAP1982_LOCUS12151|CAD7003714.1|CCAP
OG0004955	LOC111601022|XP_023173197.2|DHYD	CCAP1982_LOCUS12929|CAD7004532.1|CCAP
OG0004956	LOC111599882|XP_023171467.2|DHYD	CCAP1982_LOCUS21829|CAD7013809.1|CCAP
OG0004957	LOC111601697|XP_023174181.2|DHYD	CCAP1982_LOCUS11289|CAD7002819.1|CCAP
OG0004958	LOC111605172|XP_030081499.1|DHYD	CCAP1982_LOCUS14958|CAD7006655.1|CCAP
OG0004959	LOC111605180|XP_023179345.1|DHYD	CCAP1982_LOCUS14959|CAD7006656.1|CCAP
OG0004960	LOC111605199|XP_023179374.2|DHYD	CCAP1982_LOCUS14960|CAD7006657.1|CCAP
OG0004961	LOC111599378|XP_023170785.2|DHYD	CCAP1982_LOCUS21618|CAD7013562.1|CCAP
OG0004962	LOC111597479|XP_023167998.1|DHYD	CCAP1982_LOCUS14417|CAD7006085.1|CCAP
OG0004963	LOC111592323|XP_023160211.2|DHYD	CCAP1982_LOCUS11670|CAD7003210.1|CCAP
OG0004964	LOC111598757|XP_023169932.2|DHYD	CCAP1982_LOCUS12091|CAD7003653.1|CCAP
OG0004965	LOC111601048|XP_023173231.1|DHYD	CCAP1982_LOCUS12614|CAD7004195.1|CCAP
OG0004966	LOC111601038|XP_023173218.1|DHYD	CCAP1982_LOCUS12615|CAD7004196.1|CCAP
OG0004967	LOC111597639|XP_023168212.2|DHYD	CCAP1982_LOCUS21807|CAD7013784.1|CCAP
OG0004968	LOC111591915|XP_023159605.1|DHYD	CCAP1982_LOCUS13312|CAD7004929.1|CCAP
OG0004969	LOC111598808|XP_023169999.2|DHYD	CCAP1982_LOCUS22918|CAD7014954.1|CCAP
OG0004970	LOC111591920|XP_030079638.1|DHYD	CCAP1982_LOCUS13313|CAD7004930.1|CCAP
OG0004971	LOC111591922|XP_023159617.1|DHYD	CCAP1982_LOCUS13316|CAD7004933.1|CCAP
OG0004973	LOC111596508|XP_023166539.1|DHYD	CCAP1982_LOCUS11325|CAD7002856.1|CCAP
OG0004974	LOC111605195|XP_023179367.2|DHYD	CCAP1982_LOCUS11581|CAD7003119.1|CCAP
OG0004975	LOC111595273|XP_023164688.1|DHYD	CCAP1982_LOCUS11169|CAD7002691.1|CCAP
OG0004976	LOC111596847|XP_023167039.1|DHYD	CCAP1982_LOCUS10789|CAD7002297.1|CCAP
OG0004977	LOC111599889|XP_023171480.1|DHYD	CCAP1982_LOCUS21891|CAD7013875.1|CCAP
OG0004978	LOC111602379|XP_023175163.2|DHYD	CCAP1982_LOCUS21950|CAD7013939.1|CCAP
OG0004979	LOC111601588|XP_023174011.1|DHYD	CCAP1982_LOCUS13004|CAD7004609.1|CCAP
OG0004980	LOC111597274|XP_023167657.2|DHYD	CCAP1982_LOCUS14626|CAD7006304.1|CCAP
OG0004981	LOC111592291|XP_023160162.2|DHYD	CCAP1982_LOCUS14604|CAD7006281.1|CCAP
OG0004982	LOC111592259|XP_023160115.2|DHYD	CCAP1982_LOCUS14602|CAD7006279.1|CCAP
OG0004983	LOC111598733|XP_023169894.2|DHYD	CCAP1982_LOCUS11734|CAD7003272.1|CCAP
OG0004984	LOC111604786|XP_023178767.1|DHYD	CCAP1982_LOCUS11733|CAD7003271.1|CCAP
OG0004985	LOC111602886|XP_023175986.2|DHYD	CCAP1982_LOCUS10871|CAD7002377.1|CCAP
OG0004986	LOC111599254|XP_023170621.1|DHYD	CCAP1982_LOCUS14170|CAD7005825.1|CCAP
OG0004987	LOC111605684|XP_023180119.2|DHYD	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP
OG0004988	LOC111602887|XP_030081140.1|DHYD	CCAP1982_LOCUS10872|CAD7002378.1|CCAP
OG0004989	LOC111605670|XP_023180102.1|DHYD	CCAP1982_LOCUS11808|CAD7003349.1|CCAP
OG0004991	LOC111602388|XP_023175175.1|DHYD	CCAP1982_LOCUS7099|CAD6998510.1|CCAP
OG0004992	LOC111602389|XP_023175177.2|DHYD	CCAP1982_LOCUS7098|CAD6998509.1|CCAP
OG0004993	LOC111601691|XP_023174169.2|DHYD	CCAP1982_LOCUS10828|CAD7002342.1|CCAP
OG0004994	LOC111604489|XP_023178347.2|DHYD	CCAP1982_LOCUS12503|CAD7004078.1|CCAP
OG0004995	LOC111601595|XP_023174024.2|DHYD	CCAP1982_LOCUS12512|CAD7004089.1|CCAP
OG0004996	LOC111592960|XP_023161218.1|DHYD	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP
OG0004997	LOC111594023|XP_023162898.1|DHYD	CCAP1982_LOCUS22646|CAD7014658.1|CCAP
OG0004998	LOC111597728|XP_023168338.1|DHYD	CCAP1982_LOCUS21862|CAD7013842.1|CCAP
OG0004999	LOC111601649|XP_023174099.2|DHYD	CCAP1982_LOCUS13324|CAD7004945.1|CCAP
OG0005000	LOC111599397|XP_023170809.1|DHYD	CCAP1982_LOCUS22669|CAD7014685.1|CCAP
OG0005001	LOC111601690|XP_023174167.2|DHYD	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP
OG0005002	LOC111601481|XP_023173838.1|DHYD	CCAP1982_LOCUS178|CAD6991242.1|CCAP
OG0005003	LOC111592838|XP_023161029.1|DHYD	CCAP1982_LOCUS13033|CAD7004638.1|CCAP
OG0005004	LOC111601028|XP_023173205.1|DHYD	CCAP1982_LOCUS10812|CAD7002322.1|CCAP
OG0005005	LOC111604537|XP_023178404.2|DHYD	CCAP1982_LOCUS12878|CAD7004473.1|CCAP
OG0005006	LOC111595387|XP_023164853.1|DHYD	CCAP1982_LOCUS12899|CAD7004499.1|CCAP
OG0005007	LOC111601110|XP_023173324.2|DHYD	CCAP1982_LOCUS11360|CAD7002891.1|CCAP
OG0005008	LOC111597469|XP_023167986.2|DHYD	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP
OG0005009	LOC111604775|XP_023178748.1|DHYD	CCAP1982_LOCUS11320|CAD7002851.1|CCAP
OG0005010	LOC111598383|XP_023169360.2|DHYD	CCAP1982_LOCUS21495|CAD7013430.1|CCAP
OG0005011	LOC111600066|XP_023171764.2|DHYD	CCAP1982_LOCUS19574|CAD7011474.1|CCAP
OG0005012	LOC111597502|XP_023168035.2|DHYD	CCAP1982_LOCUS13294|CAD7004910.1|CCAP
OG0005014	LOC111598726|XP_023169885.1|DHYD	CCAP1982_LOCUS12085|CAD7003647.1|CCAP
OG0005015	LOC111604440|XP_023178277.2|DHYD	CCAP1982_LOCUS11811|CAD7003352.1|CCAP
OG0005016	LOC111598699|XP_023169833.1|DHYD	CCAP1982_LOCUS12339|CAD7003911.1|CCAP
OG0005017	LOC111602900|XP_023176004.2|DHYD	CCAP1982_LOCUS11881|CAD7003425.1|CCAP
OG0005018	LOC111601073|XP_023173265.1|DHYD	CCAP1982_LOCUS12314|CAD7003884.1|CCAP
OG0005019	LOC111596939|XP_023167159.1|DHYD	CCAP1982_LOCUS10965|CAD7002476.1|CCAP
OG0005020	LOC111593871|XP_023162700.2|DHYD	CCAP1982_LOCUS21901|CAD7013886.1|CCAP
OG0005021	LOC111594701|XP_023163890.2|DHYD	CCAP1982_LOCUS5712|CAD6997058.1|CCAP
OG0005022	LOC111595294|XP_023164716.2|DHYD	CCAP1982_LOCUS14729|CAD7006409.1|CCAP
OG0005023	LOC111600645|XP_023172630.1|DHYD	CCAP1982_LOCUS21236|CAD7013165.1|CCAP
OG0005024	LOC111596969|XP_023167213.1|DHYD	CCAP1982_LOCUS14920|CAD7006611.1|CCAP
OG0005025	LOC111597494|XP_023168020.2|DHYD	CCAP1982_LOCUS13207|CAD7004818.1|CCAP
OG0005026	LOC111601734|XP_023174226.2|DHYD	CCAP1982_LOCUS12994|CAD7004599.1|CCAP
OG0005027	LOC111604485|XP_023178340.2|DHYD	CCAP1982_LOCUS13047|CAD7004652.1|CCAP
OG0005028	LOC111605544|XP_023179874.1|DHYD	CCAP1982_LOCUS2226|CAD6993411.1|CCAP
OG0005029	LOC111601054|XP_023173238.2|DHYD	CCAP1982_LOCUS11906|CAD7003452.1|CCAP
OG0005030	LOC111600511|XP_023172407.1|DHYD	CCAP1982_LOCUS12572|CAD7004152.1|CCAP
OG0005031	LOC111592969|XP_023161229.2|DHYD	CCAP1982_LOCUS11794|CAD7003334.1|CCAP
OG0005032	LOC111594361|XP_023163392.1|DHYD	CCAP1982_LOCUS12957|CAD7004561.1|CCAP
OG0005033	LOC111593094|XP_030078950.1|DHYD	CCAP1982_LOCUS12947|CAD7004550.1|CCAP
OG0005034	LOC111593106|XP_030081422.1|DHYD	CCAP1982_LOCUS12946|CAD7004549.1|CCAP
OG0005035	LOC111594380|XP_023163412.2|DHYD	CCAP1982_LOCUS11911|CAD7003458.1|CCAP
OG0005036	LOC111602923|XP_023176038.1|DHYD	CCAP1982_LOCUS14422|CAD7006090.1|CCAP
OG0005037	LOC111603741|XP_023177226.1|DHYD	CCAP1982_LOCUS11831|CAD7003372.1|CCAP
OG0005038	LOC111594858|XP_023164105.1|DHYD	CCAP1982_LOCUS11572|CAD7003109.1|CCAP
OG0005039	LOC111599068|XP_023170359.2|DHYD	CCAP1982_LOCUS8174|CAD6999640.1|CCAP
OG0005040	LOC111601647|XP_023174096.2|DHYD	CCAP1982_LOCUS13023|CAD7004628.1|CCAP
OG0005041	LOC111597516|XP_023168053.2|DHYD	CCAP1982_LOCUS14418|CAD7006086.1|CCAP
OG0005042	LOC111604763|XP_023178729.2|DHYD	CCAP1982_LOCUS14946|CAD7006641.1|CCAP
OG0005043	LOC111597956|XP_023168688.1|DHYD	CCAP1982_LOCUS21798|CAD7013775.1|CCAP
OG0005044	LOC111597952|XP_023168682.2|DHYD	CCAP1982_LOCUS21797|CAD7013774.1|CCAP
OG0005045	LOC111597999|XP_023168755.1|DHYD	CCAP1982_LOCUS21790|CAD7013766.1|CCAP
OG0005046	LOC111602369|XP_023175151.1|DHYD	CCAP1982_LOCUS22761|CAD7014792.1|CCAP
OG0005047	LOC111595072|XP_023164396.2|DHYD	CCAP1982_LOCUS10777|CAD7002283.1|CCAP
OG0005048	LOC111595074|XP_023164399.1|DHYD	CCAP1982_LOCUS10779|CAD7002286.1|CCAP
OG0005049	LOC111594384|XP_023163419.2|DHYD	CCAP1982_LOCUS11912|CAD7003459.1|CCAP
OG0005050	LOC111602187|XP_023174915.2|DHYD	CCAP1982_LOCUS7096|CAD6998507.1|CCAP
OG0005051	LOC111594356|XP_023163383.1|DHYD	CCAP1982_LOCUS13086|CAD7004692.1|CCAP
OG0005052	LOC111594357|XP_023163384.1|DHYD	CCAP1982_LOCUS13089|CAD7004696.1|CCAP
OG0005053	LOC111594673|XP_023163851.2|DHYD	CCAP1982_LOCUS5614|CAD6996946.1|CCAP
OG0005054	LOC111592254|XP_023160103.1|DHYD	CCAP1982_LOCUS14249|CAD7005909.1|CCAP
OG0005056	LOC111597656|XP_023168246.2|DHYD	CCAP1982_LOCUS21850|CAD7013830.1|CCAP
OG0005057	LOC115482742|XP_030079282.1|DHYD, LOC111593200|XP_023161592.2|DHYD	CCAP1982_LOCUS12376|CAD7003953.1|CCAP
OG0005058	LOC111601742|XP_023174233.1|DHYD	CCAP1982_LOCUS11271|CAD7002801.1|CCAP
OG0005059	LOC111593949|XP_023162808.1|DHYD	CCAP1982_LOCUS7228|CAD6998663.1|CCAP
OG0005060	LOC111593840|XP_023162648.1|DHYD	CCAP1982_LOCUS7229|CAD6998664.1|CCAP
OG0005061	LOC111596293|XP_023166217.2|DHYD	CCAP1982_LOCUS5455|CAD6996780.1|CCAP
OG0005062	LOC111600141|XP_030081193.1|DHYD	CCAP1982_LOCUS21113|CAD7013028.1|CCAP
OG0005063	LOC111604100|XP_023177768.2|DHYD	CCAP1982_LOCUS23290|CAD7015345.1|CCAP
OG0005064	LOC111595098|XP_023164432.1|DHYD	CCAP1982_LOCUS12051|CAD7003605.1|CCAP
OG0005065	LOC111604189|XP_023177912.2|DHYD	CCAP1982_LOCUS22008|CAD7014001.1|CCAP
OG0005066	LOC111596624|XP_023166678.1|DHYD	CCAP1982_LOCUS22428|CAD7014432.1|CCAP
OG0005067	LOC111600898|XP_023173005.2|DHYD	CCAP1982_LOCUS22969|CAD7015012.1|CCAP
OG0005069	LOC111595622|XP_023165197.1|DHYD	CCAP1982_LOCUS21672|CAD7013621.1|CCAP
OG0005070	LOC111600038|XP_023171724.2|DHYD	CCAP1982_LOCUS19568|CAD7011468.1|CCAP
OG0005071	LOC111592798|XP_023160972.1|DHYD	CCAP1982_LOCUS14018|CAD7005662.1|CCAP
OG0005073	LOC111602226|XP_023174974.1|DHYD	CCAP1982_LOCUS21903|CAD7013889.1|CCAP
OG0005074	LOC111603043|XP_023176249.2|DHYD	CCAP1982_LOCUS10831|CAD7002346.1|CCAP
OG0005075	LOC111593577|XP_023162210.2|DHYD	CCAP1982_LOCUS21635|CAD7013579.1|CCAP
OG0005076	LOC111599915|XP_023171512.1|DHYD	CCAP1982_LOCUS22720|CAD7014742.1|CCAP
OG0005078	LOC111601586|XP_023174008.2|DHYD	CCAP1982_LOCUS11549|CAD7003086.1|CCAP
OG0005079	LOC111605381|XP_023179636.2|DHYD	CCAP1982_LOCUS22929|CAD7014969.1|CCAP
OG0005080	LOC111597541|XP_023168098.2|DHYD	CCAP1982_LOCUS12763|CAD7004347.1|CCAP
OG0005081	LOC111593878|XP_023162711.2|DHYD	CCAP1982_LOCUS23388|CAD7015447.1|CCAP
OG0005082	LOC111593527|XP_023162088.1|DHYD	CCAP1982_LOCUS14317|CAD7005980.1|CCAP
OG0005084	LOC111604409|XP_023178233.2|DHYD	CCAP1982_LOCUS14164|CAD7005818.1|CCAP
OG0005085	LOC111604415|XP_023178238.1|DHYD	CCAP1982_LOCUS14158|CAD7005812.1|CCAP
OG0005086	LOC111599947|XP_023171567.1|DHYD	CCAP1982_LOCUS21676|CAD7013626.1|CCAP
OG0005087	LOC111598681|XP_030081435.1|DHYD	CCAP1982_LOCUS12119|CAD7003682.1|CCAP
OG0005088	LOC111599953|XP_023171593.1|DHYD	CCAP1982_LOCUS22730|CAD7014753.1|CCAP
OG0005089	LOC111599951|XP_023171590.2|DHYD	CCAP1982_LOCUS22728|CAD7014751.1|CCAP
OG0005090	LOC111593733|XP_023162490.2|DHYD	CCAP1982_LOCUS20145|CAD7012043.1|CCAP
OG0005091	LOC111605230|XP_023179427.1|DHYD	CCAP1982_LOCUS21588|CAD7013528.1|CCAP
OG0005093	LOC111604457|XP_023178303.1|DHYD	CCAP1982_LOCUS11672|CAD7003212.1|CCAP
OG0005094	LOC111601607|XP_023174040.2|DHYD	CCAP1982_LOCUS11553|CAD7003090.1|CCAP
OG0005095	LOC111604487|XP_030081073.1|DHYD	CCAP1982_LOCUS22746|CAD7014773.1|CCAP
OG0005096	LOC111602231|XP_023174980.1|DHYD	CCAP1982_LOCUS5579|CAD6996906.1|CCAP
OG0005097	LOC111592520|XP_023160539.1|DHYD	CCAP1982_LOCUS22877|CAD7014913.1|CCAP
OG0005098	LOC111604125|XP_023177808.1|DHYD	CCAP1982_LOCUS22814|CAD7014847.1|CCAP
OG0005099	LOC111593797|XP_023162586.1|DHYD	CCAP1982_LOCUS22422|CAD7014426.1|CCAP
OG0005100	LOC111593793|XP_023162580.1|DHYD	CCAP1982_LOCUS22423|CAD7014427.1|CCAP
OG0005101	LOC111601470|XP_023173824.2|DHYD	CCAP1982_LOCUS629|CAD6991716.1|CCAP
OG0005102	LOC111592947|XP_023161196.2|DHYD	CCAP1982_LOCUS21789|CAD7013764.1|CCAP
OG0005103	LOC111600088|XP_023171796.2|DHYD	CCAP1982_LOCUS19567|CAD7011467.1|CCAP
OG0005105	LOC111605188|XP_023179354.2|DHYD	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP
OG0005106	LOC111597452|XP_023167949.2|DHYD	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP
OG0005107	LOC111601706|XP_023174193.2|DHYD	CCAP1982_LOCUS11286|CAD7002815.1|CCAP
OG0005108	LOC111592532|XP_023160581.1|DHYD	CCAP1982_LOCUS21876|CAD7013857.1|CCAP
OG0005110	LOC111592431|XP_023160383.2|DHYD	CCAP1982_LOCUS11756|CAD7003294.1|CCAP
OG0005111	LOC111605648|XP_023180078.2|DHYD	CCAP1982_LOCUS10912|CAD7002421.1|CCAP
OG0005112	LOC111595378|XP_023164842.2|DHYD	CCAP1982_LOCUS10915|CAD7002424.1|CCAP
OG0005113	LOC111605650|XP_023180080.1|DHYD	CCAP1982_LOCUS10914|CAD7002423.1|CCAP
OG0005114	LOC111598671|XP_023169796.2|DHYD	CCAP1982_LOCUS11402|CAD7002937.1|CCAP
OG0005115	LOC111603530|XP_030079278.1|DHYD	CCAP1982_LOCUS9125|CAD7000651.1|CCAP
OG0005116	LOC111605640|XP_023180069.2|DHYD	CCAP1982_LOCUS11754|CAD7003292.1|CCAP
OG0005118	LOC111603572|XP_023176994.1|DHYD	CCAP1982_LOCUS5705|CAD6997051.1|CCAP
OG0005119	LOC111600901|XP_023173012.2|DHYD	CCAP1982_LOCUS21355|CAD7013284.1|CCAP
OG0005120	LOC111596514|XP_023166546.2|DHYD	CCAP1982_LOCUS12996|CAD7004601.1|CCAP
OG0005121	LOC111605080|XP_023179181.2|DHYD	CCAP1982_LOCUS12864|CAD7004458.1|CCAP
OG0005122	LOC111594913|XP_023164168.1|DHYD	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP
OG0005123	LOC111593535|XP_023162106.1|DHYD	CCAP1982_LOCUS14325|CAD7005989.1|CCAP
OG0005125	LOC111605629|XP_023180050.2|DHYD	CCAP1982_LOCUS11993|CAD7003543.1|CCAP
OG0005126	LOC111601552|XP_023173962.2|DHYD	CCAP1982_LOCUS10816|CAD7002326.1|CCAP
OG0005127	LOC111603053|XP_023176274.1|DHYD	CCAP1982_LOCUS11385|CAD7002919.1|CCAP
OG0005128	LOC111595723|XP_030080919.1|DHYD	CCAP1982_LOCUS23102|CAD7015153.1|CCAP
OG0005129	LOC111596656|XP_023166728.1|DHYD	CCAP1982_LOCUS14042|CAD7005690.1|CCAP
OG0005130	LOC111605728|XP_023180188.2|DHYD	CCAP1982_LOCUS14256|CAD7005918.1|CCAP
OG0005131	LOC111593223|XP_030081118.1|DHYD	CCAP1982_LOCUS12361|CAD7003939.1|CCAP
OG0005132	LOC111597560|XP_023168126.1|DHYD	CCAP1982_LOCUS11055|CAD7002567.1|CCAP
OG0005133	LOC111604486|XP_023178342.1|DHYD	CCAP1982_LOCUS12500|CAD7004075.1|CCAP
OG0005134	LOC111595139|XP_023164478.2|DHYD	CCAP1982_LOCUS12244|CAD7003811.1|CCAP
OG0005135	LOC111596944|XP_023167167.2|DHYD	CCAP1982_LOCUS11607|CAD7003146.1|CCAP
OG0005136	LOC111596957|XP_023167183.1|DHYD	CCAP1982_LOCUS11605|CAD7003144.1|CCAP
OG0005137	LOC111595899|XP_030080665.1|DHYD	CCAP1982_LOCUS448|CAD6991529.1|CCAP
OG0005138	LOC111593096|XP_023161461.1|DHYD	CCAP1982_LOCUS14907|CAD7006596.1|CCAP
OG0005139	LOC111596942|XP_023167164.1|DHYD	CCAP1982_LOCUS11908|CAD7003454.1|CCAP
OG0005140	LOC111601863|XP_023174472.1|DHYD	CCAP1982_LOCUS8839|CAD7000357.1|CCAP
OG0005141	LOC111594014|XP_023162880.2|DHYD	CCAP1982_LOCUS22651|CAD7014663.1|CCAP
OG0005142	LOC111597769|XP_023168395.1|DHYD	CCAP1982_LOCUS11247|CAD7002774.1|CCAP
OG0005143	LOC111605204|XP_023179379.1|DHYD	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP
OG0005144	LOC111605190|XP_023179357.2|DHYD	CCAP1982_LOCUS11237|CAD7002763.1|CCAP
OG0005145	LOC111605163|XP_023179316.1|DHYD	CCAP1982_LOCUS11241|CAD7002766.1|CCAP
OG0005146	LOC111598787|XP_023169970.2|DHYD	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP
OG0005147	LOC111598789|XP_023169973.1|DHYD	CCAP1982_LOCUS13012|CAD7004617.1|CCAP
OG0005148	LOC111595131|XP_023164470.2|DHYD	CCAP1982_LOCUS12980|CAD7004585.1|CCAP
OG0005149	LOC111597676|XP_023168270.2|DHYD	CCAP1982_LOCUS23347|CAD7015404.1|CCAP
