Orthogroup	DHYD.longest_only	AAEG.longest_only
OG0004649	LOC111591910|XP_023159598.1|DHYD	LOC5564033|XP_001648388.2|AAEG
OG0004650	LOC111592543|XP_023160593.2|DHYD	LOC5571509|XP_001659760.2|AAEG
OG0004651	LOC111601458|XP_023173806.2|DHYD	LOC5563797|XP_021705176.1|AAEG
OG0004652	LOC111603284|XP_023176565.2|DHYD	LOC5565059|XP_001649413.2|AAEG
OG0004653	LOC111594910|XP_030081820.1|DHYD	LOC5565054|XP_001649408.2|AAEG
OG0004654	LOC111599321|XP_023170705.2|DHYD	LOC110677890|XP_021705386.1|AAEG, LOC5565035|XP_021705378.1|AAEG
OG0004655	LOC111603659|XP_023177111.1|DHYD	LOC5565063|XP_001649395.2|AAEG
OG0004656	LOC111601901|XP_023174511.1|DHYD	LOC5565050|XP_001649392.1|AAEG
OG0004657	LOC111592003|XP_023159751.2|DHYD	LOC5565263|XP_001649611.2|AAEG
OG0004658	LOC111601786|XP_023174321.2|DHYD	LOC23687387|XP_021705930.1|AAEG
OG0004659	LOC111598553|XP_023169614.1|DHYD	LOC5576003|XP_021705972.1|AAEG
OG0004660	LOC111598359|XP_023169340.2|DHYD	LOC110681260|XP_021712726.1|AAEG, LOC5575289|XP_001655666.1|AAEG
OG0004661	LOC111601531|XP_023173932.2|DHYD	LOC110681378|XP_021712811.1|AAEG, LOC5579213|XP_001657340.2|AAEG
OG0004662	LOC111603431|XP_023176784.1|DHYD	LOC5570619|XP_021706383.1|AAEG
OG0004663	LOC111593409|XP_023161901.2|DHYD	LOC5570613|XP_021706431.1|AAEG
OG0004664	LOC111593494|XP_023162026.2|DHYD	LOC5570614|XP_001659213.2|AAEG
OG0004665	LOC111605271|XP_030079967.1|DHYD	LOC110678164|XP_021706480.1|AAEG
OG0004666	LOC111602723|XP_023175736.1|DHYD	LOC5569671|XP_021706516.1|AAEG
OG0004667	LOC111602708|XP_023175713.1|DHYD	LOC5569670|XP_001652933.1|AAEG
OG0004668	LOC111604025|XP_023177650.1|DHYD	LOC5566637|XP_021706641.1|AAEG
OG0004669	LOC111605052|XP_023179157.1|DHYD	LOC23687857|XP_021706703.1|AAEG
OG0004670	LOC111604215|XP_023177950.1|DHYD	LOC5577888|XP_021707313.1|AAEG
OG0004671	LOC111598287|XP_023169238.1|DHYD	LOC5577673|XP_001663450.2|AAEG
OG0004672	LOC111595686|XP_023165295.2|DHYD	LOC110681249|XP_021712710.1|AAEG, LOC5568531|XP_021707788.1|AAEG
OG0004673	LOC111597045|XP_023167332.1|DHYD	LOC5565265|XP_021707970.1|AAEG
OG0004674	LOC111603508|XP_023176884.1|DHYD	LOC5580231|XP_001655929.1|AAEG
OG0004675	LOC111603496|XP_023176871.1|DHYD	LOC5579494|XP_021708351.1|AAEG
OG0004676	LOC111594417|XP_023163470.2|DHYD	LOC5578580|XP_001663971.1|AAEG
OG0004677	LOC111604200|XP_023177924.1|DHYD	LOC5568274|XP_021708900.1|AAEG
OG0004678	LOC111602685|XP_023175674.2|DHYD	LOC5575196|XP_021708925.1|AAEG
OG0004679	LOC111601427|XP_023173771.2|DHYD	LOC110680243|XP_021711749.1|AAEG, LOC5570610|XP_021709377.1|AAEG
OG0004680	LOC111601536|XP_023173937.2|DHYD	LOC5574583|XP_021709444.1|AAEG
OG0004681	LOC111602773|XP_023175803.1|DHYD	LOC110680770|XP_021712247.1|AAEG, LOC5574603|XP_021709512.1|AAEG
OG0004682	LOC111601186|XP_023173435.1|DHYD	LOC5574597|XP_001655229.2|AAEG
OG0004683	LOC111594632|XP_023163794.2|DHYD	LOC5574598|XP_001655231.2|AAEG
OG0004684	LOC111601982|XP_023174633.2|DHYD	LOC5573866|XP_001654906.1|AAEG
OG0004685	LOC111604259|XP_023178018.1|DHYD	LOC5573867|XP_021709999.1|AAEG
OG0004686	LOC111604850|XP_023178851.1|DHYD	LOC5573870|XP_001654902.2|AAEG
OG0004687	LOC111604263|XP_023178027.2|DHYD	LOC5568153|XP_021710128.1|AAEG
OG0004688	LOC111597189|XP_023167527.2|DHYD	LOC5567414|XP_021710488.1|AAEG
OG0004689	LOC111601527|XP_023173921.1|DHYD	LOC5567422|XP_001657404.2|AAEG
OG0004690	LOC111600833|XP_023172905.1|DHYD	LOC5567420|XP_021710562.1|AAEG, LOC110680659|XP_021712143.1|AAEG
OG0004691	LOC111599442|XP_023170865.2|DHYD	LOC5567412|XP_001657412.2|AAEG, LOC110681198|XP_021712668.1|AAEG
OG0004692	LOC111602853|XP_023175940.2|DHYD	LOC5567410|XP_021710610.1|AAEG
OG0004693	LOC111602707|XP_023175716.1|DHYD	LOC5567409|XP_021710619.1|AAEG
OG0004694	LOC115483696|XP_030081612.1|DHYD, LOC111600804|XP_023172862.1|DHYD	LOC5569463|XP_021710880.1|AAEG
OG0004695	LOC111603510|XP_023176888.2|DHYD	LOC5577522|XP_021711214.1|AAEG, LOC110681307|XP_021712757.1|AAEG
OG0004696	LOC111600726|XP_023172766.2|DHYD	LOC5577409|XP_021711701.1|AAEG
OG0004697	LOC111602832|XP_023175910.1|DHYD	LOC5572726|XP_021711703.1|AAEG
OG0004698	LOC111593006|XP_023161302.1|DHYD	LOC5567784|XP_001657686.1|AAEG
OG0004699	LOC111601754|XP_023174261.1|DHYD	LOC5567769|XP_001657669.2|AAEG
OG0004700	LOC111605503|XP_023179821.2|DHYD	LOC5569268|XP_001658414.2|AAEG
OG0004701	LOC111598499|XP_023169526.1|DHYD	LOC5571789|XP_021712686.1|AAEG
OG0004702	LOC111602782|XP_023175821.2|DHYD	LOC5567071|XP_021712876.1|AAEG
OG0004703	LOC111605516|XP_023179840.2|DHYD	LOC5567076|XP_001651472.2|AAEG
OG0004704	LOC111593671|XP_023162327.2|DHYD	LOC5577527|XP_021712945.1|AAEG
OG0004705	LOC111602648|XP_023175584.1|DHYD	LOC5577531|XP_001663415.1|AAEG
OG0004706	LOC111592840|XP_023161034.2|DHYD	LOC5578164|XP_021712961.1|AAEG
OG0004707	LOC111600864|XP_023172952.2|DHYD	LOC5578992|XP_021712980.1|AAEG
OG0004708	LOC111595323|XP_023164752.2|DHYD	LOC5578986|XP_021712983.1|AAEG
OG0004709	LOC111595954|XP_023165697.1|DHYD	LOC5573380|XP_001660859.2|AAEG
OG0004710	LOC111601496|XP_023173851.2|DHYD	LOC5573382|XP_021712994.1|AAEG
OG0004711	LOC111602921|XP_023176039.1|DHYD	LOC5567514|XP_021712998.1|AAEG
OG0004712	LOC111605552|XP_023179883.1|DHYD	LOC5570622|XP_001659225.2|AAEG
OG0004713	LOC111596496|XP_030080810.1|DHYD	LOC5577008|XP_021713014.1|AAEG
OG0004714	LOC111597166|XP_023167493.1|DHYD	LOC5577010|XP_021713020.1|AAEG
OG0004715	LOC111600353|XP_023172193.1|DHYD	LOC5577983|XP_001656717.2|AAEG
OG0004716	LOC111596489|XP_023166518.2|DHYD	LOC110680869|XP_021712351.1|AAEG, LOC5572577|XP_021713034.1|AAEG
OG0004717	LOC111603190|XP_023176442.2|DHYD	LOC5580309|XP_021713070.1|AAEG
OG0004718	LOC111599380|XP_023170782.2|DHYD	LOC5580307|XP_021713072.1|AAEG
OG0004719	LOC111601985|XP_023174637.2|DHYD	LOC5567836|XP_021713139.1|AAEG
OG0004720	LOC111602785|XP_023175824.1|DHYD	LOC5567828|XP_021713151.1|AAEG
OG0004721	LOC111603298|XP_023176590.2|DHYD	LOC5568724|XP_001658107.2|AAEG, LOC110681520|XP_021713162.1|AAEG, LOC110681103|XP_021712560.1|AAEG
OG0004722	LOC111595240|XP_023164646.2|DHYD	LOC5564376|XP_021713169.1|AAEG
OG0004723	LOC111593472|XP_023162001.2|DHYD	LOC5576285|XP_001662575.2|AAEG
OG0004724	LOC111596185|XP_023166060.1|DHYD	LOC5565704|XP_021713195.1|AAEG
OG0004725	LOC111594566|XP_023163691.2|DHYD	LOC23687519|XP_021713205.1|AAEG
OG0004726	LOC111603501|XP_023176876.2|DHYD	LOC5577062|XP_021713221.1|AAEG
OG0004727	LOC111605489|XP_023179802.2|DHYD	LOC5569229|XP_021713257.1|AAEG
OG0004728	LOC111605517|XP_023179843.1|DHYD	LOC110681535|XP_021713261.1|AAEG, LOC5569233|XP_001652793.1|AAEG
OG0004729	LOC111603097|XP_023176325.2|DHYD	LOC5574059|XP_001655039.1|AAEG
OG0004730	LOC111602235|XP_023174987.2|DHYD	LOC5574058|XP_001655038.2|AAEG
OG0004731	LOC111601407|XP_023173733.1|DHYD	LOC5574049|XP_001655027.1|AAEG
OG0004732	LOC111603583|XP_023177004.2|DHYD	LOC5579204|XP_021713323.1|AAEG
OG0004733	LOC111603645|XP_023177092.2|DHYD	LOC5579208|XP_001657331.2|AAEG
OG0004734	LOC111594804|XP_023164034.2|DHYD	LOC5565061|XP_021713325.1|AAEG
OG0004735	LOC111601512|XP_023173875.2|DHYD	LOC5574617|XP_021713353.1|AAEG
OG0004736	LOC111605461|XP_023179746.2|DHYD	LOC5574615|XP_021713359.1|AAEG
OG0004737	LOC111596030|XP_023165829.2|DHYD	LOC5579129|XP_001664227.2|AAEG
OG0004738	LOC111596467|XP_023166491.2|DHYD	LOC5564607|XP_021713379.1|AAEG
OG0004739	LOC115483797|XP_030081913.1|DHYD, LOC111602955|XP_023176099.2|DHYD	LOC5564604|XP_001648952.2|AAEG
OG0004740	LOC111598569|XP_023169638.2|DHYD	LOC5580180|XP_001655596.2|AAEG
OG0004741	LOC111604251|XP_023178005.2|DHYD	LOC5580179|XP_021713415.1|AAEG
OG0004742	LOC111594130|XP_030079792.1|DHYD	LOC5580168|XP_021713424.1|AAEG
OG0004743	LOC111592685|XP_023160819.2|DHYD	LOC5575984|XP_001655938.2|AAEG
OG0004744	LOC111601160|XP_023173408.1|DHYD	LOC5571518|XP_001659764.2|AAEG
OG0004745	LOC111604885|XP_030078765.1|DHYD	LOC110674034|XP_021692979.1|AAEG
OG0004746	LOC111604642|XP_030078616.1|DHYD	LOC5578530|XP_021693013.1|AAEG
OG0004747	LOC111598899|XP_023170134.2|DHYD	LOC5574921|XP_021693014.1|AAEG
OG0004748	LOC111604641|XP_030078648.1|DHYD	LOC110674038|XP_021693022.1|AAEG
OG0004749	LOC111600613|XP_023172574.1|DHYD	LOC5570841|XP_021693038.1|AAEG
OG0004750	LOC111597876|XP_023168569.1|DHYD	LOC5564809|XP_001649157.2|AAEG
OG0004751	LOC111594962|XP_023164229.2|DHYD	LOC5573468|XP_001660889.2|AAEG
OG0004752	LOC111597766|XP_023168392.2|DHYD	LOC5576839|XP_021693055.1|AAEG
OG0004753	LOC111594492|XP_023163570.1|DHYD	LOC5576840|XP_001662952.2|AAEG
OG0004754	LOC111603246|XP_023176521.1|DHYD	LOC5576841|XP_001662951.1|AAEG
OG0004755	LOC111600634|XP_023172607.1|DHYD	LOC5563664|XP_021693061.1|AAEG
OG0004756	LOC111600709|XP_023172733.2|DHYD	LOC5563630|XP_001647845.1|AAEG
OG0004757	LOC111594587|XP_023163713.2|DHYD	LOC5580078|XP_021693067.1|AAEG
OG0004758	LOC111601342|XP_023173641.2|DHYD	LOC5565688|XP_021693077.1|AAEG
OG0004759	LOC111605433|XP_023179716.1|DHYD	LOC5580095|XP_021694314.1|AAEG
OG0004760	LOC111602645|XP_023175579.2|DHYD	LOC5580097|XP_021693082.1|AAEG
OG0004761	LOC111602537|XP_023175447.2|DHYD	LOC5566481|XP_021693093.1|AAEG
OG0004762	LOC111592584|XP_023160665.1|DHYD	LOC5566478|XP_021693095.1|AAEG
OG0004763	LOC111592930|XP_023161157.1|DHYD	LOC110674063|XP_021693123.1|AAEG
OG0004764	LOC111593255|XP_023161687.1|DHYD	LOC5566462|XP_001650844.2|AAEG
OG0004765	LOC111601768|XP_030081568.1|DHYD	LOC5566459|XP_021693132.1|AAEG
OG0004766	LOC111593690|XP_023162356.1|DHYD	LOC5578930|XP_001657218.1|AAEG, LOC110680822|XP_021712293.1|AAEG
OG0004767	LOC111605482|XP_023179785.2|DHYD	LOC5563705|XP_001647995.2|AAEG
OG0004768	LOC111605524|XP_023179853.2|DHYD	LOC5563720|XP_021693220.1|AAEG
OG0004769	LOC111599003|XP_023170282.2|DHYD	LOC5563719|XP_001648002.2|AAEG
OG0004770	LOC111601337|XP_023173634.1|DHYD	LOC5563706|XP_001648001.1|AAEG
OG0004771	LOC111596424|XP_023166404.2|DHYD	LOC5563713|XP_001648003.1|AAEG
OG0004772	LOC111602717|XP_030078721.1|DHYD	LOC5576366|XP_001656105.2|AAEG
OG0004773	LOC111600663|XP_023172656.1|DHYD	LOC5576364|XP_001656102.1|AAEG
OG0004774	LOC111600664|XP_023172657.1|DHYD, LOC115482730|XP_030081894.1|DHYD	LOC5576362|XP_021693266.1|AAEG
OG0004775	LOC111595727|XP_023165349.1|DHYD	LOC5576360|XP_001656098.1|AAEG
OG0004776	LOC111593823|XP_023162623.2|DHYD	LOC5576357|XP_001656095.2|AAEG
OG0004777	LOC111600847|XP_023172920.1|DHYD	LOC5576353|XP_001656091.1|AAEG
OG0004778	LOC111600407|XP_023172256.1|DHYD	LOC5567291|XP_001651727.2|AAEG
OG0004779	LOC111602791|XP_023175836.2|DHYD	LOC5567287|XP_021693333.1|AAEG
OG0004780	LOC111599157|XP_023170496.1|DHYD	LOC5567286|XP_001651717.1|AAEG
OG0004781	LOC111604256|XP_023178014.2|DHYD	LOC5567281|XP_021693335.1|AAEG
OG0004782	LOC111602699|XP_023175699.2|DHYD	LOC5569123|XP_021693348.1|AAEG
OG0004783	LOC111603211|XP_023176476.1|DHYD	LOC5576729|XP_001656237.1|AAEG
OG0004784	LOC111594550|XP_023163671.1|DHYD	LOC5576719|XP_001656225.2|AAEG
OG0004785	LOC111594564|XP_023163689.1|DHYD	LOC5564486|XP_001648827.1|AAEG
OG0004786	LOC111594586|XP_023163712.1|DHYD	LOC110674098|XP_021693387.1|AAEG
OG0004787	LOC111594443|XP_023163498.1|DHYD	LOC5573632|XP_001660958.1|AAEG, LOC5573631|XP_001660957.1|AAEG
OG0004788	LOC111594607|XP_023163750.2|DHYD	LOC5573630|XP_001660959.1|AAEG
OG0004789	LOC111594444|XP_023163499.2|DHYD	LOC5573633|XP_001660960.2|AAEG
OG0004790	LOC111597104|XP_030080688.1|DHYD	LOC5578540|XP_001663931.1|AAEG
OG0004791	LOC111597155|XP_030080685.1|DHYD	LOC5567507|XP_021693404.1|AAEG
OG0004792	LOC111603485|XP_023176850.1|DHYD	LOC5567505|XP_001651805.1|AAEG
OG0004793	LOC111594815|XP_023164045.2|DHYD	LOC5567509|XP_021693418.1|AAEG
OG0004794	LOC111605587|XP_023179958.2|DHYD	LOC5568908|XP_021693425.1|AAEG
OG0004795	LOC111603245|XP_023176520.2|DHYD	LOC5568898|XP_001658225.2|AAEG
OG0004796	LOC111596411|XP_023166390.1|DHYD	LOC5573319|XP_021693445.1|AAEG
OG0004797	LOC111598219|XP_030080666.1|DHYD	LOC5573320|XP_021693447.1|AAEG
OG0004798	LOC111594450|XP_023163511.1|DHYD	LOC5573325|XP_001654545.2|AAEG
OG0004799	LOC111605464|XP_023179751.2|DHYD	LOC5573328|XP_001654548.2|AAEG
OG0004800	LOC111593264|XP_023161699.1|DHYD	LOC5575792|XP_021693478.1|AAEG
OG0004801	LOC111598517|XP_023169561.2|DHYD	LOC5573434|XP_021693611.1|AAEG
OG0004802	LOC111600669|XP_023172685.2|DHYD	LOC5577696|XP_001663476.1|AAEG, LOC5576141|XP_001662490.1|AAEG
OG0004803	LOC111600231|XP_030080753.1|DHYD	LOC5577199|XP_021693664.1|AAEG
OG0004804	LOC111605475|XP_023179777.2|DHYD	LOC5569887|XP_021693689.1|AAEG
OG0004805	LOC111593678|XP_023162338.2|DHYD	LOC5566210|XP_021693695.1|AAEG
OG0004806	LOC111591982|XP_023159701.1|DHYD	LOC5576204|XP_001662541.1|AAEG
OG0004807	LOC111600843|XP_023172916.1|DHYD	LOC5576196|XP_001662533.2|AAEG
OG0004808	LOC111594620|XP_023163779.1|DHYD	LOC5576522|XP_001662715.2|AAEG
OG0004809	LOC115483778|XP_030081880.1|DHYD, LOC111600697|XP_023172720.1|DHYD	LOC5575645|XP_001655791.1|AAEG
OG0004810	LOC111600708|XP_023172732.1|DHYD	LOC5575646|XP_021693746.1|AAEG
OG0004811	LOC111596652|XP_023166719.1|DHYD	LOC23687923|XP_021693761.1|AAEG
OG0004812	LOC111593692|XP_023162359.2|DHYD	LOC5565754|XP_021693766.1|AAEG
OG0004813	LOC111603657|XP_023177109.2|DHYD	LOC110680668|XP_021712149.1|AAEG, LOC5565615|XP_001649944.1|AAEG
OG0004814	LOC111605427|XP_023179704.2|DHYD	LOC5565593|XP_021693801.1|AAEG
OG0004815	LOC111605129|XP_023179261.2|DHYD	LOC110681465|XP_021712923.1|AAEG, LOC5565596|XP_021693805.1|AAEG
OG0004816	LOC111603178|XP_023176427.2|DHYD	LOC5569688|XP_021694424.1|AAEG
OG0004817	LOC111603145|XP_023176389.2|DHYD	LOC5565992|XP_001650360.2|AAEG
OG0004818	LOC111602769|XP_023175800.1|DHYD	LOC110673983|XP_021693821.1|AAEG
OG0004819	LOC111599596|XP_023171047.2|DHYD	LOC5577654|XP_001656652.2|AAEG
OG0004820	LOC111594622|XP_023163780.2|DHYD	LOC5577653|XP_021693824.1|AAEG
OG0004821	LOC111596419|XP_023166398.2|DHYD	LOC5577652|XP_001656650.2|AAEG
OG0004822	LOC111601498|XP_023173855.2|DHYD	LOC5577644|XP_021693837.1|AAEG
OG0004823	LOC111594411|XP_023163455.2|DHYD	LOC5577640|XP_001656638.2|AAEG
OG0004824	LOC111594412|XP_023163464.1|DHYD	LOC5577639|XP_001656637.1|AAEG
OG0004825	LOC111594132|XP_023163060.1|DHYD	LOC5577632|XP_021693883.1|AAEG
OG0004826	LOC111595589|XP_023165171.2|DHYD	LOC5565948|XP_001650325.1|AAEG
OG0004827	LOC111595699|XP_023165315.2|DHYD	LOC5565946|XP_001650323.1|AAEG
OG0004828	LOC111602676|XP_023175658.1|DHYD	LOC5565943|XP_001650318.1|AAEG
OG0004829	LOC111596501|XP_023166530.2|DHYD	LOC5568524|XP_001652351.2|AAEG
OG0004830	LOC111598547|XP_030080580.1|DHYD	LOC5568377|XP_021693933.1|AAEG
OG0004831	LOC111600460|XP_023172329.1|DHYD	LOC5573533|XP_001654671.2|AAEG
OG0004832	LOC111596086|XP_023165918.1|DHYD	LOC5565148|XP_021694009.1|AAEG
OG0004833	LOC111598541|XP_023169598.1|DHYD	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG
OG0004834	LOC111602771|XP_023175805.1|DHYD, LOC115483790|XP_030081908.1|DHYD	LOC5565637|XP_001649990.2|AAEG
OG0004835	LOC111601421|XP_023173764.2|DHYD	LOC5564104|XP_021694072.1|AAEG
OG0004836	LOC111596604|XP_023166654.2|DHYD	LOC5576112|XP_021694087.1|AAEG
OG0004837	LOC111605727|XP_023180187.1|DHYD	LOC5576113|XP_001662458.2|AAEG
OG0004838	LOC111601321|XP_023173619.2|DHYD	LOC5576125|XP_001662471.2|AAEG
OG0004839	LOC111601292|XP_023173569.2|DHYD	LOC5576127|XP_021694095.1|AAEG
OG0004840	LOC111593357|XP_030078671.1|DHYD	LOC5575234|XP_001655640.2|AAEG
OG0004841	LOC111598967|XP_023170227.1|DHYD	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG
OG0004842	LOC111604260|XP_023178022.1|DHYD	LOC5565162|XP_001649526.2|AAEG
OG0004843	LOC111592938|XP_023161167.1|DHYD	LOC5565185|XP_001649514.2|AAEG
OG0004844	LOC111604951|XP_023178995.2|DHYD	LOC5577586|XP_021694153.1|AAEG
OG0004845	LOC111604933|XP_023178971.1|DHYD	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG
OG0004846	LOC111595013|XP_023164287.1|DHYD	LOC5572603|XP_021694172.1|AAEG
OG0004847	LOC111595011|XP_023164285.2|DHYD	LOC5572605|XP_001654115.2|AAEG
OG0004848	LOC111600938|XP_023173077.2|DHYD	LOC23687388|XP_021694181.1|AAEG
OG0004850	LOC111596276|XP_023166206.1|DHYD	LOC5572676|XP_021694197.1|AAEG
OG0004851	LOC111595189|XP_030078617.1|DHYD	LOC110674250|XP_021694203.1|AAEG
OG0004852	LOC111595676|XP_023165283.2|DHYD	LOC5566256|XP_021694208.1|AAEG
OG0004853	LOC111594129|XP_023163056.2|DHYD	LOC5566125|XP_001650487.2|AAEG
OG0004854	LOC111605196|XP_023179368.1|DHYD	LOC5571449|XP_021695479.1|AAEG
OG0004855	LOC111592810|XP_023160989.2|DHYD	LOC5573692|XP_001661015.2|AAEG
OG0004856	LOC111603064|XP_030081848.1|DHYD	LOC5576514|XP_021695531.1|AAEG
OG0004857	LOC111601714|XP_023174200.2|DHYD	LOC5579860|XP_001664321.2|AAEG
OG0004858	LOC111603072|XP_023176297.2|DHYD	LOC5567813|XP_021695571.1|AAEG
OG0004859	LOC111603073|XP_023176300.2|DHYD	LOC5567812|XP_021695576.1|AAEG
OG0004860	LOC111602893|XP_023175997.1|DHYD	LOC5567848|XP_001657711.1|AAEG
OG0004861	LOC111598679|XP_023169808.2|DHYD	LOC5567847|XP_021695583.1|AAEG
OG0004862	LOC111598754|XP_030081508.1|DHYD	LOC5569145|XP_021699736.1|AAEG
OG0004863	LOC111605644|XP_023180073.2|DHYD	LOC5575754|XP_001662174.2|AAEG
OG0004864	LOC111598688|XP_023169820.1|DHYD	LOC5575753|XP_021695616.1|AAEG
OG0004865	LOC111594964|XP_023164230.2|DHYD	LOC5575752|XP_001662176.1|AAEG
OG0004866	LOC111605651|XP_023180081.2|DHYD	LOC5564540|XP_021695631.1|AAEG
OG0004867	LOC111603554|XP_023176959.2|DHYD	LOC5564539|XP_021695635.1|AAEG
OG0004868	LOC111603234|XP_023176509.2|DHYD	LOC5564537|XP_001648880.2|AAEG
OG0004869	LOC111597637|XP_023168210.1|DHYD	LOC5578207|XP_001656851.2|AAEG
OG0004870	LOC111597642|XP_023168215.1|DHYD	LOC5578218|XP_001656861.1|AAEG
OG0004871	LOC111604112|XP_023177787.2|DHYD	LOC5578223|XP_021695666.1|AAEG
OG0004872	LOC111605377|XP_023179629.1|DHYD	LOC5576744|XP_021695708.1|AAEG
OG0004873	LOC111596226|XP_023166111.2|DHYD	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG
OG0004874	LOC111604246|XP_030080826.1|DHYD	LOC110675354|XP_021695729.1|AAEG, LOC5563734|XP_021695730.1|AAEG
OG0004875	LOC111594898|XP_023164152.2|DHYD	LOC5571774|XP_021695744.1|AAEG
OG0004876	LOC111602826|XP_023175905.2|DHYD	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG
OG0004877	LOC111598382|XP_023169359.2|DHYD	LOC5571761|XP_001659892.2|AAEG
OG0004878	LOC111604138|XP_023177824.1|DHYD	LOC5576635|XP_001662785.1|AAEG
OG0004880	LOC111596665|XP_023166740.1|DHYD	LOC5570671|XP_001659260.2|AAEG
OG0004881	LOC111592319|XP_023160204.2|DHYD	LOC5570669|XP_001659262.2|AAEG
OG0004882	LOC111595644|XP_023165237.1|DHYD	LOC5570675|XP_011493055.1|AAEG
OG0004883	LOC111597539|XP_023168096.2|DHYD	LOC5570676|XP_001659270.2|AAEG
OG0004884	LOC111597708|XP_023168314.2|DHYD	LOC5571294|XP_021695841.1|AAEG
OG0004885	LOC111605210|XP_030081099.1|DHYD	LOC5571287|XP_001653588.1|AAEG
OG0004886	LOC111594008|XP_023162873.1|DHYD	LOC5571283|XP_001653584.2|AAEG
OG0004887	LOC111597671|XP_023168265.1|DHYD	LOC5571282|XP_001653583.1|AAEG
OG0004888	LOC111598262|XP_030081015.1|DHYD	LOC5571281|XP_021695870.1|AAEG
OG0004889	LOC111600629|XP_023172600.2|DHYD	LOC5571279|XP_001653580.1|AAEG
OG0004890	LOC111600738|XP_023172785.1|DHYD	LOC5571273|XP_001653571.1|AAEG
OG0004891	LOC111593445|XP_023161966.2|DHYD	LOC5571271|XP_001653569.1|AAEG
OG0004892	LOC111594339|XP_023163354.1|DHYD	LOC5571269|XP_021695908.1|AAEG
OG0004893	LOC111600600|XP_023172560.2|DHYD	LOC5578056|XP_021695962.1|AAEG
OG0004894	LOC111603290|XP_023176581.1|DHYD	LOC5579030|XP_021695968.1|AAEG
OG0004895	LOC111594116|XP_023163043.1|DHYD	LOC23687608|XP_021695975.1|AAEG
OG0004896	LOC111604305|XP_023178109.2|DHYD	LOC5568474|XP_021695989.1|AAEG
OG0004897	LOC111604281|XP_030080986.1|DHYD	LOC5568466|XP_001652305.2|AAEG
OG0004898	LOC111593731|XP_023162487.1|DHYD	LOC5568471|XP_021695999.1|AAEG
OG0004899	LOC111599895|XP_030079706.1|DHYD	LOC110675397|XP_021696008.1|AAEG
OG0004900	LOC111600711|XP_023172736.2|DHYD	LOC5573478|XP_021696015.1|AAEG
OG0004901	LOC111600640|XP_023172615.2|DHYD	LOC5573480|XP_001654630.1|AAEG
OG0004902	LOC111596938|XP_023167157.1|DHYD	LOC5577803|XP_001663565.2|AAEG
OG0004903	LOC111603846|XP_023177396.1|DHYD	LOC5577802|XP_021696032.1|AAEG
OG0004904	LOC111602733|XP_023175746.2|DHYD	LOC5575912|XP_001662288.2|AAEG
OG0004905	LOC111593819|XP_023162617.1|DHYD	LOC5566323|XP_021696047.1|AAEG
OG0004906	LOC111603736|XP_023177220.2|DHYD	LOC5575484|XP_021696065.1|AAEG
OG0004907	LOC111595652|XP_023165243.1|DHYD	LOC5578178|XP_021696080.1|AAEG
OG0004908	LOC111592962|XP_023161220.2|DHYD	LOC5574115|XP_021696086.1|AAEG
OG0004909	LOC111592950|XP_023161198.1|DHYD	LOC5574099|XP_021696099.1|AAEG
OG0004910	LOC111592955|XP_023161211.2|DHYD	LOC5573286|XP_021696108.1|AAEG
OG0004911	LOC111601086|XP_023173281.1|DHYD	LOC5574089|XP_001661159.1|AAEG
OG0004912	LOC111603691|XP_023177149.1|DHYD	LOC5565111|XP_001649458.1|AAEG
OG0004913	LOC111602144|XP_023174861.1|DHYD	LOC5572879|XP_001654230.1|AAEG
OG0004914	LOC111602100|XP_023174804.2|DHYD	LOC5572883|XP_001654238.1|AAEG
OG0004915	LOC111604087|XP_023177746.2|DHYD	LOC5572890|XP_001654241.1|AAEG
OG0004916	LOC111596626|XP_023166680.1|DHYD	LOC5572892|XP_021696207.1|AAEG
OG0004917	LOC111595267|XP_023164681.1|DHYD	LOC5569891|XP_021696240.1|AAEG
OG0004918	LOC111595264|XP_023164678.2|DHYD	LOC5569896|XP_021696242.1|AAEG
OG0004919	LOC111594487|XP_023163563.1|DHYD	LOC5569894|XP_001658793.2|AAEG
OG0004920	LOC111604421|XP_023178245.2|DHYD	LOC5569897|XP_001658795.2|AAEG
OG0004921	LOC111602909|XP_030081141.1|DHYD	LOC5569899|XP_021696250.1|AAEG
OG0004922	LOC111605162|XP_023179315.1|DHYD	LOC5574844|XP_021696259.1|AAEG
OG0004923	LOC111595275|XP_023164690.1|DHYD	LOC5574842|XP_001661672.2|AAEG
OG0004924	LOC111600502|XP_023172398.2|DHYD	LOC5579986|XP_001660252.2|AAEG
OG0004925	LOC111600458|XP_023172327.1|DHYD	LOC23687540|XP_021696286.1|AAEG
OG0004926	LOC111600506|XP_023172402.1|DHYD	LOC5579997|XP_001660263.1|AAEG
OG0004927	LOC111600520|XP_023172420.1|DHYD	LOC5570466|XP_021696313.1|AAEG
OG0004928	LOC111592425|XP_023160368.2|DHYD	LOC5577066|XP_021696339.1|AAEG
