Orthogroup	DHYD.longest_only	CPIP.longest_only
OG0004208	LOC111596436|XP_023166420.1|DHYD	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP
OG0004209	LOC111601766|XP_023174274.1|DHYD	LOC120424408|XP_039444447.1|CPIP
OG0004210	LOC111602627|XP_023175556.1|DHYD	LOC120417904|XP_039436068.1|CPIP
OG0004211	LOC111599350|XP_023170747.2|DHYD	LOC120417907|XP_039436070.1|CPIP
OG0004212	LOC111593326|XP_030078690.1|DHYD	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP
OG0004213	LOC111598549|XP_023169609.1|DHYD	LOC120413998|XP_039430941.1|CPIP
OG0004214	LOC111597095|XP_023167404.1|DHYD	LOC120413986|XP_039430926.1|CPIP
OG0004215	LOC111594336|XP_023163351.1|DHYD	LOC120425926|XP_039446480.1|CPIP
OG0004216	LOC111599777|XP_023171309.1|DHYD	LOC120426314|XP_039447007.1|CPIP
OG0004217	LOC111601676|XP_023174143.1|DHYD	LOC120426302|XP_039446984.1|CPIP
OG0004218	LOC111593329|XP_023161805.1|DHYD	LOC120422368|XP_039441711.1|CPIP
OG0004219	LOC111595312|XP_023164740.2|DHYD	LOC120427434|XP_039448224.1|CPIP
OG0004220	LOC111603013|XP_023176187.2|DHYD	LOC120423452|XP_039443206.1|CPIP
OG0004221	LOC111600266|XP_023172082.1|DHYD	LOC120421496|XP_039440648.1|CPIP
OG0004222	LOC111592044|XP_023159807.2|DHYD	LOC120421482|XP_039440633.1|CPIP
OG0004223	LOC111592009|XP_023159762.2|DHYD	LOC120421484|XP_039440637.1|CPIP
OG0004224	LOC115482754|XP_030080673.1|DHYD, LOC111603557|XP_023176962.1|DHYD	LOC120421483|XP_039440634.1|CPIP
OG0004225	LOC111605307|XP_023179532.1|DHYD	LOC120421501|XP_039440656.1|CPIP
OG0004226	LOC111604953|XP_023178997.1|DHYD	LOC120422218|XP_039441541.1|CPIP
OG0004227	LOC111604639|XP_023178550.2|DHYD	LOC120421385|XP_039440518.1|CPIP
OG0004228	LOC111604629|XP_023178527.1|DHYD	LOC120422106|XP_039441403.1|CPIP
OG0004230	LOC111604058|XP_030079995.1|DHYD	LOC120420976|XP_039440044.1|CPIP
OG0004231	LOC111596026|XP_023165822.1|DHYD	LOC120420902|XP_039439961.1|CPIP
OG0004232	LOC111596029|XP_023165825.1|DHYD	LOC120420936|XP_039440007.1|CPIP
OG0004233	LOC111596028|XP_023165824.1|DHYD	LOC120420928|XP_039439995.1|CPIP
OG0004234	LOC111597415|XP_023167878.2|DHYD	LOC120421698|XP_039440874.1|CPIP
OG0004235	LOC111598422|XP_023169432.2|DHYD	LOC120421781|XP_039440988.1|CPIP
OG0004236	LOC111596387|XP_030078727.1|DHYD	LOC120421122|XP_039440216.1|CPIP
OG0004237	LOC111602760|XP_030081739.1|DHYD	LOC120426524|XP_039447227.1|CPIP
OG0004238	LOC111601361|XP_023173664.1|DHYD	LOC120427944|XP_039448824.1|CPIP
OG0004239	LOC111593333|XP_023161812.2|DHYD	LOC120427946|XP_039448828.1|CPIP
OG0004240	LOC111604949|XP_023178988.1|DHYD	LOC120422732|XP_039442204.1|CPIP
OG0004241	LOC111601507|XP_023173869.2|DHYD	LOC120422739|XP_039442212.1|CPIP
OG0004242	LOC111604923|XP_023178939.1|DHYD	LOC120422752|XP_039442229.1|CPIP
OG0004243	LOC111601650|XP_023174100.2|DHYD	LOC120422736|XP_039442209.1|CPIP
OG0004244	LOC111601358|XP_023173657.2|DHYD	LOC120422737|XP_039442210.1|CPIP
OG0004245	LOC111595392|XP_023164862.2|DHYD	LOC120422726|XP_039442188.1|CPIP
OG0004246	LOC115483768|XP_030081870.1|DHYD, LOC111592807|XP_023160986.2|DHYD	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP
OG0004247	LOC111596784|XP_023166905.1|DHYD	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP
OG0004248	LOC111595522|XP_023165070.1|DHYD	LOC120418277|XP_039436531.1|CPIP
OG0004249	LOC111598081|XP_023168895.1|DHYD	LOC120431601|XP_039452640.1|CPIP
OG0004253	LOC111603609|XP_023177041.1|DHYD	LOC120431178|XP_039452246.1|CPIP
OG0004257	LOC111598235|XP_023169166.2|DHYD	LOC120429515|XP_039450521.1|CPIP
OG0004258	LOC111598623|XP_030081624.1|DHYD	LOC120425158|XP_039445522.1|CPIP
OG0004260	LOC111600856|XP_023172937.2|DHYD	LOC120430960|XP_039452026.1|CPIP
OG0004261	LOC111603663|XP_023177115.1|DHYD	LOC120431529|XP_039452557.1|CPIP
OG0004262	LOC111593351|XP_023161832.2|DHYD	LOC120420190|XP_039439111.1|CPIP
OG0004263	LOC111596203|XP_030080802.1|DHYD	LOC120417918|XP_039436089.1|CPIP
OG0004264	LOC111596266|XP_023166176.2|DHYD	LOC120422886|XP_039442381.1|CPIP
OG0004265	LOC111603387|XP_023176718.2|DHYD	LOC120429182|XP_039450329.1|CPIP
OG0004266	LOC111604647|XP_023178571.2|DHYD	LOC120423160|XP_039442775.1|CPIP
OG0004267	LOC111593316|XP_023161787.1|DHYD	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP
OG0004268	LOC111592235|XP_030082038.1|DHYD	LOC120423149|XP_039442764.1|CPIP
OG0004269	LOC111595583|XP_023165157.2|DHYD	LOC120419442|XP_039438058.1|CPIP
OG0004270	LOC111604177|XP_023177890.1|DHYD	LOC120419446|XP_039438062.1|CPIP
OG0004271	LOC111597058|XP_023167352.1|DHYD	LOC120427161|XP_039447953.1|CPIP
OG0004272	LOC111593593|XP_023162217.1|DHYD	LOC120419429|XP_039438041.1|CPIP
OG0004273	LOC111601544|XP_023173947.1|DHYD	LOC120419440|XP_039438056.1|CPIP
OG0004274	LOC111602067|XP_023174753.1|DHYD	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP
OG0004275	LOC111594250|XP_023163231.1|DHYD	LOC120421354|XP_039440473.1|CPIP
OG0004276	LOC111603038|XP_023176236.1|DHYD	LOC120419559|XP_039438217.1|CPIP
OG0004278	LOC115482981|XP_030079454.1|DHYD, LOC111596477|XP_023166501.2|DHYD	LOC120416644|XP_039434389.1|CPIP
OG0004279	LOC111599056|XP_023170345.1|DHYD	LOC120416640|XP_039434384.1|CPIP
OG0004280	LOC111593503|XP_023162042.1|DHYD	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP
OG0004281	LOC111595590|XP_023165168.2|DHYD	LOC120419936|XP_039438733.1|CPIP
OG0004282	LOC111601245|XP_023173512.1|DHYD	LOC120419949|XP_039438743.1|CPIP
OG0004283	LOC111601246|XP_023173513.1|DHYD	LOC120419952|XP_039438747.1|CPIP
OG0004284	LOC111599197|XP_023170556.2|DHYD	LOC120412523|XP_039428951.1|CPIP
OG0004285	LOC111598270|XP_023169215.1|DHYD	LOC120412552|XP_039428991.1|CPIP
OG0004286	LOC111592806|XP_023160983.1|DHYD	LOC120418005|XP_039436182.1|CPIP
OG0004287	LOC111592804|XP_023160980.2|DHYD	LOC120417993|XP_039436171.1|CPIP
OG0004288	LOC111592771|XP_023160940.2|DHYD	LOC120418009|XP_039436187.1|CPIP
OG0004289	LOC111596649|XP_023166715.2|DHYD	LOC120423635|XP_039443437.1|CPIP
OG0004290	LOC111595627|XP_023165205.1|DHYD	LOC120425232|XP_039445601.1|CPIP
OG0004292	LOC111601020|XP_023173194.1|DHYD	LOC120420848|XP_039439899.1|CPIP
OG0004293	LOC111595335|XP_023164765.1|DHYD	LOC120420854|XP_039439906.1|CPIP
OG0004294	LOC111604299|XP_023178097.2|DHYD	LOC120420858|XP_039439910.1|CPIP
OG0004295	LOC111604304|XP_023178103.2|DHYD	LOC120420841|XP_039439893.1|CPIP
OG0004296	LOC111604309|XP_023178114.2|DHYD	LOC120420851|XP_039439902.1|CPIP
OG0004297	LOC111599702|XP_023171199.2|DHYD	LOC120425396|XP_039445846.1|CPIP
OG0004298	LOC111597108|XP_023167419.2|DHYD	LOC120431028|XP_039452115.1|CPIP
OG0004299	LOC111592244|XP_030078511.1|DHYD	LOC120415272|XP_039432676.1|CPIP
OG0004300	LOC111595523|XP_023165071.1|DHYD	LOC120422168|XP_039441479.1|CPIP
OG0004301	LOC111601017|XP_023173189.2|DHYD	LOC120422166|XP_039441477.1|CPIP
OG0004302	LOC111597969|XP_023168710.1|DHYD	LOC120420420|XP_039439372.1|CPIP
OG0004303	LOC111592162|XP_023159982.1|DHYD	LOC120427529|XP_039448329.1|CPIP
OG0004304	LOC111604350|XP_023178183.2|DHYD	LOC120427542|XP_039448345.1|CPIP
OG0004305	LOC111598025|XP_023168805.2|DHYD	LOC120416760|XP_039434528.1|CPIP
OG0004309	LOC111592752|XP_023160916.2|DHYD	LOC120431247|XP_039452319.1|CPIP
OG0004310	LOC111597963|XP_023168703.2|DHYD	LOC120417563|XP_039435589.1|CPIP
OG0004311	LOC111600951|XP_023173095.1|DHYD	LOC120417587|XP_039435632.1|CPIP
OG0004314	LOC111593455|XP_023161985.1|DHYD	LOC120415271|XP_039432669.1|CPIP
OG0004315	LOC111599735|XP_023171260.2|DHYD	LOC120415301|XP_039432707.1|CPIP
OG0004316	LOC111599989|XP_023171652.2|DHYD	LOC120415315|XP_039432731.1|CPIP
OG0004317	LOC111595591|XP_023165169.2|DHYD	LOC120415286|XP_039432689.1|CPIP
OG0004318	LOC111599741|XP_023171270.2|DHYD	LOC120415322|XP_039432739.1|CPIP
OG0004319	LOC111593482|XP_023162015.1|DHYD	LOC120424969|XP_039445262.1|CPIP
OG0004320	LOC111598232|XP_023169162.2|DHYD	LOC120418469|XP_039436837.1|CPIP
OG0004321	LOC111600313|XP_023172139.2|DHYD	LOC120426480|XP_039447180.1|CPIP
OG0004322	LOC111592929|XP_023161155.2|DHYD	LOC120426487|XP_039447185.1|CPIP
OG0004323	LOC111592447|XP_023160398.1|DHYD	LOC120420374|XP_039439308.1|CPIP
OG0004324	LOC111599210|XP_023170575.2|DHYD	LOC120420375|XP_039439312.1|CPIP
OG0004325	LOC111599725|XP_023171237.1|DHYD	LOC120420387|XP_039439334.1|CPIP
OG0004326	LOC111599686|XP_023171159.1|DHYD	LOC120416214|XP_039433839.1|CPIP
OG0004327	LOC111604917|XP_023178936.1|DHYD	LOC120428352|XP_039449286.1|CPIP
OG0004328	LOC111603832|XP_023177364.1|DHYD	LOC120423253|XP_039442907.1|CPIP
OG0004329	LOC111600098|XP_023171826.2|DHYD	LOC120423243|XP_039442891.1|CPIP
OG0004330	LOC111597037|XP_023167318.1|DHYD	LOC120414924|XP_039432192.1|CPIP
OG0004331	LOC111600025|XP_023171706.1|DHYD	LOC120414902|XP_039432165.1|CPIP
OG0004332	LOC111603598|XP_023177029.1|DHYD	LOC120414911|XP_039432179.1|CPIP
OG0004333	LOC111601177|XP_023173424.2|DHYD	LOC120414894|XP_039432150.1|CPIP
OG0004334	LOC111596075|XP_023165900.2|DHYD	LOC120414895|XP_039432152.1|CPIP
OG0004335	LOC111597137|XP_023167466.2|DHYD	LOC120414893|XP_039432149.1|CPIP
OG0004336	LOC111597136|XP_023167465.2|DHYD	LOC120414904|XP_039432167.1|CPIP
OG0004337	LOC111601944|XP_023174567.1|DHYD	LOC120414897|XP_039432158.1|CPIP
OG0004338	LOC111603738|XP_023177223.1|DHYD	LOC120418452|XP_039436809.1|CPIP
OG0004339	LOC111601244|XP_023173510.1|DHYD	LOC120418441|XP_039436783.1|CPIP
OG0004340	LOC111601243|XP_023173509.1|DHYD	LOC120418440|XP_039436782.1|CPIP
OG0004341	LOC111593212|XP_023161630.2|DHYD	LOC120431261|XP_039452328.1|CPIP
OG0004342	LOC111593814|XP_030081997.1|DHYD	LOC120417243|XP_039435137.1|CPIP
OG0004343	LOC111593751|XP_023162525.1|DHYD	LOC120417222|XP_039435117.1|CPIP
OG0004344	LOC111592814|XP_023161022.2|DHYD	LOC120417227|XP_039435121.1|CPIP
OG0004345	LOC111603744|XP_023177231.2|DHYD	LOC120427046|XP_039447811.1|CPIP
OG0004346	LOC111599719|XP_023171226.1|DHYD	LOC120427044|XP_039447809.1|CPIP
OG0004347	LOC111599718|XP_023171225.2|DHYD	LOC120421729|XP_039440916.1|CPIP
OG0004348	LOC111600140|XP_023171884.1|DHYD	LOC120427759|XP_039448602.1|CPIP
OG0004349	LOC111600071|XP_023171772.1|DHYD	LOC120428141|XP_039449060.1|CPIP
OG0004350	LOC111597046|XP_023167331.2|DHYD	LOC120424452|XP_039444518.1|CPIP
OG0004351	LOC111592223|XP_023160067.1|DHYD	LOC120425053|XP_039445363.1|CPIP
OG0004352	LOC111602651|XP_023175592.1|DHYD	LOC120415282|XP_039432686.1|CPIP
OG0004353	LOC111594977|XP_030079660.1|DHYD	LOC120424181|XP_039444174.1|CPIP
OG0004354	LOC111594971|XP_023164239.2|DHYD	LOC120424208|XP_039444199.1|CPIP
OG0004355	LOC111599547|XP_023170973.2|DHYD	LOC120425122|XP_039445482.1|CPIP
OG0004356	LOC111592112|XP_023159910.2|DHYD	LOC120424388|XP_039444423.1|CPIP
OG0004357	LOC111597081|XP_023167382.2|DHYD	LOC120418003|XP_039436180.1|CPIP
OG0004358	LOC111595519|XP_023165067.1|DHYD	LOC120429097|XP_039450195.1|CPIP
OG0004359	LOC111597940|XP_023168664.2|DHYD	LOC120428515|XP_039449462.1|CPIP
OG0004361	LOC111601365|XP_023173667.2|DHYD	LOC120421469|XP_039440621.1|CPIP
OG0004362	LOC111598691|XP_023169824.2|DHYD	LOC120421462|XP_039440608.1|CPIP
OG0004363	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD	LOC120431871|XP_039452936.1|CPIP
OG0004364	LOC111592132|XP_023159936.1|DHYD	LOC120421461|XP_039440607.1|CPIP
OG0004365	LOC111597069|XP_030082036.1|DHYD	LOC120416734|XP_039434495.1|CPIP
OG0004366	LOC111599058|XP_023170347.1|DHYD	LOC120427348|XP_039448139.1|CPIP
OG0004367	LOC111591861|XP_023159510.2|DHYD	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP
OG0004368	LOC111592865|XP_023161078.1|DHYD	LOC120426868|XP_039447606.1|CPIP
OG0004369	LOC111594166|XP_030082051.1|DHYD	LOC120428057|XP_039448950.1|CPIP
OG0004370	LOC111601258|XP_023173531.2|DHYD	LOC120415122|XP_039432477.1|CPIP
OG0004371	LOC111602824|XP_023175903.2|DHYD	LOC120422942|XP_039442458.1|CPIP
OG0004372	LOC111599688|XP_023171161.2|DHYD	LOC120422940|XP_039442452.1|CPIP
OG0004373	LOC111604368|XP_023178207.2|DHYD	LOC120422964|XP_039442486.1|CPIP
OG0004374	LOC111600561|XP_023172480.2|DHYD	LOC120415366|XP_039432792.1|CPIP
OG0004375	LOC111592820|XP_023161012.2|DHYD	LOC120415852|XP_039433423.1|CPIP
OG0004376	LOC111600958|XP_023173105.1|DHYD	LOC120430333|XP_039451367.1|CPIP
OG0004377	LOC111598732|XP_023169892.2|DHYD	LOC120415103|XP_039432455.1|CPIP
OG0004378	LOC111602549|XP_023175470.2|DHYD	LOC120415142|XP_039432503.1|CPIP
OG0004379	LOC111597071|XP_023167368.1|DHYD	LOC120415132|XP_039432492.1|CPIP
OG0004380	LOC111598008|XP_030081243.1|DHYD	LOC120415448|XP_039432931.1|CPIP
OG0004381	LOC111602434|XP_023175255.2|DHYD	LOC120420350|XP_039439279.1|CPIP
OG0004382	LOC111597925|XP_023168645.2|DHYD	LOC120419145|XP_039437713.1|CPIP
OG0004383	LOC111597959|XP_023168691.1|DHYD	LOC120419169|XP_039437755.1|CPIP
OG0004384	LOC111593700|XP_023162415.1|DHYD	LOC120419170|XP_039437757.1|CPIP
OG0004385	LOC111592189|XP_023160024.1|DHYD	LOC120412759|XP_039429285.1|CPIP
OG0004386	LOC111595517|XP_023165065.1|DHYD	LOC120412772|XP_039429301.1|CPIP
OG0004387	LOC111599861|XP_023171449.2|DHYD	LOC120412713|XP_039429221.1|CPIP
OG0004388	LOC111597995|XP_023168742.2|DHYD	LOC120412762|XP_039429288.1|CPIP
OG0004389	LOC111604767|XP_023178732.2|DHYD	LOC120412716|XP_039429234.1|CPIP
OG0004390	LOC111593541|XP_023162125.2|DHYD	LOC120415840|XP_039433410.1|CPIP
OG0004391	LOC111593804|XP_023162602.1|DHYD	LOC120415885|XP_039433456.1|CPIP
OG0004392	LOC111595342|XP_030080254.1|DHYD	LOC120415406|XP_039432867.1|CPIP
OG0004393	LOC111604133|XP_023177818.1|DHYD	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP
OG0004394	LOC111596628|XP_030081352.1|DHYD	LOC120419311|XP_039437913.1|CPIP
OG0004395	LOC111595552|XP_023165113.1|DHYD	LOC120427990|XP_039448881.1|CPIP
OG0004396	LOC111593284|XP_023161728.1|DHYD	LOC120429998|XP_039451029.1|CPIP
OG0004397	LOC111597073|XP_023167371.1|DHYD	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP
OG0004398	LOC111593509|XP_023162068.1|DHYD	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP
OG0004399	LOC111595632|XP_023165209.2|DHYD	LOC120429994|XP_039451022.1|CPIP
OG0004400	LOC111601473|XP_023173826.2|DHYD	LOC120415133|XP_039432493.1|CPIP
OG0004401	LOC111592116|XP_023159915.2|DHYD	LOC120415121|XP_039432474.1|CPIP
OG0004402	LOC111601238|XP_023173504.1|DHYD	LOC120415124|XP_039432481.1|CPIP
OG0004403	LOC111602550|XP_030081967.1|DHYD	LOC120429091|XP_039450190.1|CPIP
OG0004404	LOC111604334|XP_023178162.2|DHYD	LOC120429158|XP_039450303.1|CPIP
OG0004405	LOC111600978|XP_023173129.1|DHYD	LOC120429180|XP_039450330.1|CPIP
OG0004406	LOC111604306|XP_023178107.2|DHYD	LOC120429230|XP_039450377.1|CPIP
OG0004407	LOC111597967|XP_023168708.2|DHYD	LOC120429782|XP_039450778.1|CPIP
OG0004408	LOC111591869|XP_023159519.2|DHYD	LOC120415384|XP_039432842.1|CPIP
OG0004409	LOC111593702|XP_023162416.1|DHYD	LOC120418158|XP_039436389.1|CPIP
OG0004410	LOC111599736|XP_030078584.1|DHYD	LOC120429991|XP_039451018.1|CPIP
OG0004411	LOC111599860|XP_023171448.1|DHYD	LOC120429988|XP_039451015.1|CPIP
OG0004412	LOC111599758|XP_030080649.1|DHYD	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP
OG0004413	LOC111600013|XP_023171686.1|DHYD	LOC120418141|XP_039436368.1|CPIP
OG0004414	LOC111600040|XP_023171731.1|DHYD	LOC120418136|XP_039436357.1|CPIP
OG0004415	LOC111602551|XP_023175474.1|DHYD	LOC120432665|XP_039453845.1|CPIP
OG0004416	LOC111597005|XP_023167277.1|DHYD	LOC120412363|XP_039428721.1|CPIP
OG0004417	LOC111601764|XP_023174272.2|DHYD	LOC120412360|XP_039428717.1|CPIP
OG0004418	LOC111594343|XP_030082047.1|DHYD	LOC120412358|XP_039428707.1|CPIP
OG0004419	LOC111598029|XP_023168825.2|DHYD	LOC120432641|XP_039453817.1|CPIP
OG0004420	LOC111593695|XP_023162386.1|DHYD	LOC120412333|XP_039428667.1|CPIP
OG0004421	LOC111593543|XP_023162131.1|DHYD	LOC120425247|XP_039445625.1|CPIP
OG0004422	LOC111601685|XP_023174158.1|DHYD	LOC120425962|XP_039446543.1|CPIP
OG0004423	LOC111592176|XP_023160002.2|DHYD	LOC120416845|XP_039434668.1|CPIP
OG0004424	LOC111594301|XP_023163306.2|DHYD	LOC120416837|XP_039434660.1|CPIP
OG0004425	LOC111605714|XP_023180167.2|DHYD	LOC120416832|XP_039434652.1|CPIP
OG0004426	LOC111596658|XP_023166731.2|DHYD	LOC120416810|XP_039434619.1|CPIP
OG0004427	LOC111605726|XP_023180186.2|DHYD	LOC120428653|XP_039449634.1|CPIP
OG0004428	LOC111605589|XP_023179961.1|DHYD	LOC120428654|XP_039449635.1|CPIP
OG0004429	LOC111599198|XP_023170557.1|DHYD	LOC120431001|XP_039452095.1|CPIP
OG0004430	LOC111599025|XP_023170307.2|DHYD	LOC120418195|XP_039436435.1|CPIP
OG0004431	LOC111597877|XP_023168571.1|DHYD	LOC120417013|XP_039434884.1|CPIP
OG0004432	LOC111597875|XP_023168568.2|DHYD	LOC120416993|XP_039434862.1|CPIP
OG0004433	LOC111600982|XP_023173140.1|DHYD	LOC120421847|XP_039441070.1|CPIP
OG0004434	LOC111593501|XP_023162040.2|DHYD	LOC120421877|XP_039441108.1|CPIP
OG0004435	LOC111598032|XP_023168828.1|DHYD	LOC120426626|XP_039447352.1|CPIP
OG0004436	LOC111594995|XP_030081915.1|DHYD	LOC120420263|XP_039439192.1|CPIP
OG0004437	LOC111594973|XP_030081994.1|DHYD	LOC120420280|XP_039439212.1|CPIP
OG0004438	LOC111598010|XP_023168774.2|DHYD	LOC120426517|XP_039447220.1|CPIP
OG0004439	LOC111597989|XP_023168735.2|DHYD	LOC120426512|XP_039447216.1|CPIP
OG0004440	LOC111599737|XP_023171264.1|DHYD	LOC120426520|XP_039447223.1|CPIP
OG0004441	LOC111594739|XP_023163946.2|DHYD, LOC111596326|XP_023166259.1|DHYD	LOC120415200|XP_039432592.1|CPIP
OG0004442	LOC111595478|XP_023165013.2|DHYD	LOC120415178|XP_039432570.1|CPIP
OG0004443	LOC111598766|XP_023169948.1|DHYD	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP
OG0004444	LOC111592665|XP_023160792.1|DHYD	LOC120425102|XP_039445431.1|CPIP
OG0004445	LOC111600153|XP_023171911.2|DHYD	LOC120416358|XP_039434024.1|CPIP
OG0004446	LOC111597853|XP_023168532.2|DHYD	LOC120416357|XP_039434023.1|CPIP
OG0004447	LOC111597170|XP_023167498.1|DHYD	LOC120416351|XP_039434017.1|CPIP
OG0004448	LOC111597038|XP_023167319.2|DHYD	LOC120416363|XP_039434031.1|CPIP
OG0004449	LOC111597323|XP_023167723.1|DHYD	LOC120421568|XP_039440731.1|CPIP
OG0004450	LOC111597983|XP_023168727.1|DHYD	LOC120427131|XP_039447921.1|CPIP
OG0004451	LOC111593674|XP_023162333.2|DHYD	LOC120432579|XP_039453748.1|CPIP
OG0004452	LOC111597992|XP_023168739.1|DHYD	LOC120432581|XP_039453750.1|CPIP
OG0004453	LOC111595448|XP_023164943.2|DHYD	LOC120432549|XP_039453710.1|CPIP
OG0004454	LOC111601780|XP_030081564.1|DHYD	LOC120421562|XP_039440723.1|CPIP
OG0004455	LOC111597283|XP_023167666.2|DHYD	LOC120421581|XP_039440747.1|CPIP
OG0004456	LOC111593649|XP_030079410.1|DHYD	LOC120421563|XP_039440724.1|CPIP
OG0004457	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD	LOC120421553|XP_039440715.1|CPIP
OG0004458	LOC111592813|XP_023160992.1|DHYD	LOC120421569|XP_039440735.1|CPIP
OG0004459	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD	LOC120423755|XP_039443604.1|CPIP
OG0004460	LOC111594876|XP_023164130.1|DHYD	LOC120423740|XP_039443586.1|CPIP
OG0004461	LOC111595127|XP_023164467.2|DHYD	LOC120426242|XP_039446913.1|CPIP
OG0004462	LOC111592253|XP_023160102.2|DHYD	LOC120422202|XP_039441518.1|CPIP
OG0004463	LOC111595344|XP_023164786.2|DHYD	LOC120422215|XP_039441534.1|CPIP
OG0004464	LOC111604291|XP_023178080.2|DHYD	LOC120422208|XP_039441524.1|CPIP
OG0004465	LOC111594708|XP_023163899.1|DHYD	LOC120416381|XP_039434050.1|CPIP
OG0004466	LOC111592268|XP_023160134.2|DHYD	LOC120416373|XP_039434040.1|CPIP
OG0004467	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD	LOC120416338|XP_039433999.1|CPIP
OG0004468	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD	LOC120416336|XP_039433996.1|CPIP
OG0004469	LOC111595122|XP_023164460.1|DHYD	LOC120416346|XP_039434009.1|CPIP
OG0004470	LOC111599387|XP_030079236.1|DHYD	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP
OG0004471	LOC111597807|XP_023168460.2|DHYD	LOC120428932|XP_039450010.1|CPIP
OG0004472	LOC111592130|XP_030081998.1|DHYD	LOC120423890|XP_039443800.1|CPIP
OG0004473	LOC111595454|XP_023164955.2|DHYD	LOC120423904|XP_039443818.1|CPIP
OG0004474	LOC111595453|XP_023164954.1|DHYD	LOC120423908|XP_039443822.1|CPIP
OG0004475	LOC111604366|XP_023178204.2|DHYD	LOC120428253|XP_039449177.1|CPIP
OG0004476	LOC111602261|XP_023175023.2|DHYD	LOC120428263|XP_039449188.1|CPIP
OG0004477	LOC111595586|XP_023165165.2|DHYD	LOC120428256|XP_039449180.1|CPIP
OG0004478	LOC111598027|XP_030081227.1|DHYD	LOC120428250|XP_039449172.1|CPIP
OG0004479	LOC111600048|XP_023171741.2|DHYD	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP
OG0004480	LOC111598373|XP_023169352.1|DHYD	LOC120427979|XP_039448870.1|CPIP
OG0004481	LOC111605215|XP_023179409.1|DHYD	LOC120416241|XP_039433877.1|CPIP
OG0004482	LOC111601997|XP_023174653.2|DHYD	LOC120423048|XP_039442654.1|CPIP
OG0004483	LOC111600037|XP_023171723.1|DHYD	LOC120429513|XP_039450517.1|CPIP
OG0004484	LOC111599597|XP_023171050.1|DHYD	LOC120413804|XP_039430695.1|CPIP
OG0004486	LOC111604377|XP_023178216.1|DHYD	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP
OG0004487	LOC111599538|XP_023170960.1|DHYD	LOC120429277|XP_039450435.1|CPIP
OG0004488	LOC111599963|XP_023171626.1|DHYD	LOC120418845|XP_039437302.1|CPIP
OG0004489	LOC111602889|XP_023175992.1|DHYD	LOC120432093|XP_039453164.1|CPIP
OG0004490	LOC111605238|XP_023179442.1|DHYD	LOC120412407|XP_039428803.1|CPIP
OG0004504	LOC111598570|XP_023169639.1|DHYD	LOC120415043|XP_039432350.1|CPIP
OG0004505	LOC111593254|XP_023161682.1|DHYD	LOC120413299|XP_039429991.1|CPIP
OG0004506	LOC111592480|XP_023160464.1|DHYD	LOC120415060|XP_039432381.1|CPIP
OG0004507	LOC111601384|XP_023173691.2|DHYD	LOC120421077|XP_039440156.1|CPIP
OG0004508	LOC111595531|XP_023165085.1|DHYD	LOC120415046|XP_039432354.1|CPIP
OG0004509	LOC111592791|XP_023160966.1|DHYD	LOC120415084|XP_039432434.1|CPIP
OG0004510	LOC111593451|XP_023161976.2|DHYD	LOC120415024|XP_039432323.1|CPIP
OG0004511	LOC111596182|XP_030080771.1|DHYD	LOC120430611|XP_039451644.1|CPIP
OG0004512	LOC111597627|XP_023168198.1|DHYD	LOC120413310|XP_039430006.1|CPIP
OG0004513	LOC111593717|XP_023162451.2|DHYD	LOC120413293|XP_039429982.1|CPIP
OG0004514	LOC111597799|XP_023168448.2|DHYD	LOC120413285|XP_039429956.1|CPIP
OG0004515	LOC111594889|XP_023164142.2|DHYD	LOC120420237|XP_039439159.1|CPIP
OG0004516	LOC111598872|XP_023170089.1|DHYD	LOC120420249|XP_039439172.1|CPIP
OG0004517	LOC111605336|XP_030080094.1|DHYD	LOC120432221|XP_039453329.1|CPIP
