Orthogroup	DHYD.longest_only	ASTE.longest_only
OG0004085	LOC111600257|XP_023172072.2|DHYD	LOC118505682|XP_035897708.1|ASTE
OG0004086	LOC111597808|XP_023168461.2|DHYD	LOC118504924|XP_035895902.1|ASTE
OG0004087	LOC111604881|XP_023178889.1|DHYD	LOC118506727|XP_035900157.1|ASTE
OG0004088	LOC111603241|XP_023176515.1|DHYD	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE
OG0004089	LOC111601823|XP_023174414.2|DHYD	LOC118505535|XP_035897343.1|ASTE
OG0004090	LOC111593597|XP_023162222.2|DHYD	LOC118505503|XP_035897264.1|ASTE
OG0004092	LOC111592995|XP_023161268.2|DHYD	LOC118505513|XP_035897305.1|ASTE
OG0004094	LOC111595003|XP_023164312.2|DHYD	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE
OG0004095	LOC111596454|XP_023166449.1|DHYD	LOC118504505|XP_035894925.1|ASTE
OG0004096	LOC111597872|XP_023168564.1|DHYD	LOC118504495|XP_035894911.1|ASTE
OG0004097	LOC111597308|XP_023167702.2|DHYD	LOC118507624|XP_035902239.1|ASTE
OG0004098	LOC111595041|XP_030081063.1|DHYD	LOC118507620|XP_035902231.1|ASTE
OG0004099	LOC111595737|XP_023165353.2|DHYD	LOC118507116|XP_035901013.1|ASTE
OG0004100	LOC111595733|XP_023165350.1|DHYD	LOC118507121|XP_035901019.1|ASTE
OG0004101	LOC111595734|XP_023165351.1|DHYD	LOC118507123|XP_035901024.1|ASTE
OG0004102	LOC111595731|XP_030078796.1|DHYD	LOC118507136|XP_035901059.1|ASTE
OG0004103	LOC111595154|XP_023164504.1|DHYD	LOC118507135|XP_035901057.1|ASTE
OG0004104	LOC111605542|XP_030079664.1|DHYD	LOC118507137|XP_035901060.1|ASTE
OG0004105	LOC111595345|XP_023164787.1|DHYD	LOC118505647|XP_035897622.1|ASTE
OG0004106	LOC111605742|XP_023180212.1|DHYD	LOC118504714|XP_035895444.1|ASTE
OG0004107	LOC111602927|XP_023176043.2|DHYD	LOC118504704|XP_035895430.1|ASTE
OG0004108	LOC111602951|XP_023176081.1|DHYD	LOC118504697|XP_035895418.1|ASTE
OG0004109	LOC111593595|XP_023162220.2|DHYD	LOC118504699|XP_035895421.1|ASTE
OG0004110	LOC111600932|XP_023173068.1|DHYD	LOC118504700|XP_035895422.1|ASTE
OG0004111	LOC111596681|XP_023166753.2|DHYD	LOC118504576|XP_035895110.1|ASTE
OG0004112	LOC111600263|XP_023172079.1|DHYD	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE
OG0004113	LOC111598158|XP_023169014.1|DHYD	LOC118504955|XP_035895968.1|ASTE
OG0004114	LOC111605611|XP_023179994.1|DHYD	LOC118517584|XP_035919752.1|ASTE
OG0004115	LOC111605604|XP_023179985.2|DHYD	LOC118517578|XP_035919727.1|ASTE
OG0004116	LOC111596671|XP_023166744.2|DHYD	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE
OG0004117	LOC111602224|XP_030080287.1|DHYD	LOC118506503|XP_035899611.1|ASTE
OG0004118	LOC111604374|XP_023178214.1|DHYD	LOC118505320|XP_035896858.1|ASTE
OG0004119	LOC111601335|XP_023173633.1|DHYD	LOC118517516|XP_035919634.1|ASTE
OG0004120	LOC111602996|XP_023176160.2|DHYD	LOC118503648|XP_035893057.1|ASTE
OG0004121	LOC111598654|XP_030081138.1|DHYD	LOC118505521|XP_035897314.1|ASTE
OG0004122	LOC111602983|XP_023176147.1|DHYD	LOC118505496|XP_035897249.1|ASTE
OG0004123	LOC111600848|XP_023172921.1|DHYD	LOC118505466|XP_035897168.1|ASTE
OG0004124	LOC111593442|XP_030079420.1|DHYD	LOC118506654|XP_035899961.1|ASTE
OG0004125	LOC111594461|XP_023163526.1|DHYD	LOC118506292|XP_035899117.1|ASTE
OG0004126	LOC111594530|XP_023163633.2|DHYD	LOC118503650|XP_035893062.1|ASTE
OG0004127	LOC111603939|XP_023177536.1|DHYD	LOC118507726|XP_035902573.1|ASTE
OG0004128	LOC111599553|XP_023170987.1|DHYD	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE
OG0004129	LOC111595638|XP_023165220.2|DHYD	LOC118507635|XP_035902252.1|ASTE
OG0004130	LOC111602821|XP_030080087.1|DHYD	LOC118506342|XP_035899218.1|ASTE
OG0004131	LOC111604628|XP_023178525.1|DHYD	LOC118502610|XP_035890870.1|ASTE
OG0004132	LOC111603675|XP_030081542.1|DHYD	LOC118502608|XP_035890866.1|ASTE
OG0004133	LOC111595409|XP_023164890.1|DHYD	LOC118502604|XP_035890861.1|ASTE
OG0004134	LOC111598566|XP_023169635.2|DHYD	LOC118502589|XP_035890833.1|ASTE
OG0004135	LOC111601526|XP_030078793.1|DHYD	LOC118508524|XP_035904276.1|ASTE
OG0004136	LOC111599293|XP_023170664.2|DHYD	LOC118517519|XP_035919641.1|ASTE
OG0004137	LOC111597701|XP_023168307.1|DHYD	LOC118507016|XP_035900846.1|ASTE
OG0004138	LOC111597772|XP_023168400.1|DHYD	LOC118507025|XP_035900868.1|ASTE
OG0004139	LOC111601642|XP_023174090.2|DHYD	LOC118507024|XP_035900867.1|ASTE
OG0004140	LOC111592991|XP_023161261.1|DHYD	LOC118507062|XP_035900933.1|ASTE
OG0004141	LOC111595451|XP_023164947.2|DHYD	LOC118504344|XP_035894598.1|ASTE
OG0004142	LOC111593466|XP_023161996.2|DHYD	LOC118507677|XP_035902360.1|ASTE
OG0004143	LOC111602798|XP_023175860.1|DHYD, LOC115483791|XP_030081909.1|DHYD	LOC118508546|XP_035904328.1|ASTE
OG0004145	LOC111601057|XP_023173243.2|DHYD	LOC118507764|XP_035902674.1|ASTE
OG0004146	LOC111603022|XP_030078813.1|DHYD	LOC118507113|XP_035901008.1|ASTE
OG0004147	LOC111603882|XP_023177466.1|DHYD	LOC118504360|XP_035894645.1|ASTE
OG0004148	LOC111598280|XP_023169226.2|DHYD	LOC118504589|XP_035895136.1|ASTE
OG0004149	LOC111597163|XP_023167489.2|DHYD	LOC118504602|XP_035895159.1|ASTE
OG0004150	LOC115483789|XP_030081907.1|DHYD, LOC111602720|XP_023175737.1|DHYD	LOC118506521|XP_035899651.1|ASTE
OG0004151	LOC111594488|XP_023163564.2|DHYD	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE
OG0004152	LOC111598577|XP_023169651.2|DHYD	LOC118508264|XP_035903788.1|ASTE
OG0004153	LOC111605405|XP_023179674.1|DHYD	LOC118508270|XP_035903804.1|ASTE
OG0004154	LOC111604661|XP_023178586.1|DHYD	LOC118508273|XP_035903807.1|ASTE
OG0004155	LOC111603450|XP_023176806.2|DHYD	LOC118503212|XP_035892095.1|ASTE
OG0004156	LOC111598643|XP_023169759.1|DHYD	LOC118503217|XP_035892103.1|ASTE
OG0004157	LOC111595945|XP_023165679.2|DHYD	LOC118503219|XP_035892105.1|ASTE
OG0004158	LOC111597570|XP_023168137.2|DHYD	LOC118504761|XP_035895582.1|ASTE
OG0004159	LOC111603551|XP_023176953.1|DHYD	LOC118504763|XP_035895584.1|ASTE
OG0004160	LOC111596943|XP_023167166.1|DHYD	LOC118504765|XP_035895588.1|ASTE
OG0004161	LOC111602967|XP_023176115.2|DHYD	LOC118502359|XP_035890461.1|ASTE
OG0004162	LOC111593335|XP_023161814.1|DHYD	LOC118505833|XP_035898081.1|ASTE
OG0004163	LOC111592017|XP_023159777.2|DHYD	LOC118502781|XP_035891271.1|ASTE
OG0004164	LOC111599556|XP_023170991.2|DHYD	LOC118506718|XP_035900124.1|ASTE
OG0004165	LOC111601254|XP_023173522.2|DHYD	LOC118505389|XP_035896993.1|ASTE
OG0004166	LOC111600101|XP_023171830.2|DHYD	LOC118506148|XP_035898794.1|ASTE
OG0004167	LOC111604829|XP_023178821.1|DHYD	LOC118503707|XP_035893163.1|ASTE
OG0004168	LOC111593683|XP_023162344.2|DHYD	LOC118507092|XP_035900974.1|ASTE
OG0004169	LOC111602876|XP_023175971.1|DHYD	LOC118506210|XP_035898920.1|ASTE
OG0004170	LOC111601832|XP_023174428.2|DHYD	LOC118504764|XP_035895585.1|ASTE
OG0004171	LOC111593441|XP_023161961.2|DHYD	LOC118504766|XP_035895589.1|ASTE
OG0004172	LOC111594082|XP_023162993.1|DHYD	LOC118507665|XP_035902334.1|ASTE
OG0004174	LOC111599693|XP_023171171.2|DHYD	LOC118503265|XP_035892202.1|ASTE
OG0004175	LOC111592157|XP_023159975.1|DHYD	LOC118508551|XP_035904334.1|ASTE
OG0004176	LOC111601606|XP_023174039.1|DHYD	LOC118502587|XP_035890831.1|ASTE
OG0004177	LOC111598642|XP_023169758.2|DHYD	LOC118508525|XP_035904286.1|ASTE
OG0004178	LOC111598607|XP_023169707.2|DHYD	LOC118507703|XP_035902468.1|ASTE
OG0004179	LOC111593506|XP_023162059.1|DHYD	LOC118503010|XP_035891719.1|ASTE
OG0004180	LOC111596689|XP_030078659.1|DHYD	LOC118502987|XP_035891672.1|ASTE
OG0004181	LOC111602655|XP_023175599.2|DHYD	LOC118506967|XP_035900695.1|ASTE
OG0004182	LOC111598711|XP_023169866.2|DHYD	LOC118505695|XP_035897728.1|ASTE
OG0004183	LOC111598729|XP_023169889.2|DHYD	LOC118505696|XP_035897734.1|ASTE
OG0004184	LOC111596024|XP_023165820.1|DHYD	LOC118507627|XP_035902241.1|ASTE
OG0004185	LOC111592908|XP_023161123.2|DHYD	LOC118514121|XP_035916600.1|ASTE
OG0004186	LOC111604645|XP_023178565.1|DHYD	LOC118507590|XP_035902146.1|ASTE
OG0004187	LOC111604563|XP_023178430.2|DHYD	LOC118507583|XP_035902137.1|ASTE
OG0004188	LOC111603025|XP_023176223.2|DHYD	LOC118507705|XP_035902489.1|ASTE
OG0004189	LOC111603026|XP_023176224.1|DHYD	LOC118507711|XP_035902499.1|ASTE
OG0004190	LOC111603410|XP_023176757.1|DHYD	LOC118507723|XP_035902567.1|ASTE
OG0004191	LOC111603391|XP_023176722.1|DHYD	LOC118507725|XP_035902571.1|ASTE
OG0004192	LOC111597193|XP_023167531.1|DHYD	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE
OG0004193	LOC111602064|XP_023174746.2|DHYD	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE
OG0004194	LOC111601354|XP_023173654.2|DHYD	LOC118508426|XP_035904095.1|ASTE
OG0004195	LOC111596819|XP_023166954.1|DHYD	LOC118507941|XP_035903152.1|ASTE
OG0004196	LOC111596249|XP_023166148.2|DHYD	LOC118507939|XP_035903147.1|ASTE
OG0004197	LOC115482801|XP_030078770.1|DHYD, LOC111604562|XP_023178429.2|DHYD	LOC118507950|XP_035903168.1|ASTE
OG0004198	LOC111600858|XP_023172945.1|DHYD	LOC118502650|XP_035890992.1|ASTE
OG0004199	LOC111598627|XP_023169735.2|DHYD	LOC118506988|XP_035900753.1|ASTE
OG0004200	LOC111601217|XP_023173480.2|DHYD	LOC118502793|XP_035891288.1|ASTE
OG0004201	LOC111598251|XP_023169183.2|DHYD	LOC118502795|XP_035891295.1|ASTE
OG0004202	LOC111595214|XP_023164592.1|DHYD	LOC118502799|XP_035891306.1|ASTE
OG0004203	LOC111604636|XP_023178546.1|DHYD	LOC118502800|XP_035891307.1|ASTE
OG0004204	LOC111605071|XP_023179172.2|DHYD	LOC118506925|XP_035900618.1|ASTE
OG0004205	LOC111604315|XP_023178135.1|DHYD	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE
OG0004206	LOC111602077|XP_023174776.1|DHYD	LOC118506558|XP_035899771.1|ASTE
OG0004207	LOC111602076|XP_023174775.1|DHYD	LOC118506559|XP_035899772.1|ASTE
OG0004208	LOC111596436|XP_023166420.1|DHYD	LOC118506565|XP_035899780.1|ASTE
OG0004209	LOC111601766|XP_023174274.1|DHYD	LOC118504314|XP_035894514.1|ASTE
OG0004210	LOC111602627|XP_023175556.1|DHYD	LOC118506692|XP_035900057.1|ASTE
OG0004211	LOC111599350|XP_023170747.2|DHYD	LOC118506686|XP_035900049.1|ASTE
OG0004212	LOC111593326|XP_030078690.1|DHYD	LOC118506734|XP_035900166.1|ASTE
OG0004213	LOC111598549|XP_023169609.1|DHYD	LOC118505062|XP_035896233.1|ASTE
OG0004214	LOC111597095|XP_023167404.1|DHYD	LOC118505258|XP_035896709.1|ASTE
OG0004215	LOC111594336|XP_023163351.1|DHYD	LOC118504502|XP_035894921.1|ASTE
OG0004216	LOC111599777|XP_023171309.1|DHYD	LOC118508360|XP_035903971.1|ASTE
OG0004217	LOC111601676|XP_023174143.1|DHYD	LOC118508355|XP_035903952.1|ASTE
OG0004218	LOC111593329|XP_023161805.1|DHYD	LOC118505413|XP_035897055.1|ASTE
OG0004219	LOC111595312|XP_023164740.2|DHYD	LOC118507682|XP_035902375.1|ASTE
OG0004220	LOC111603013|XP_023176187.2|DHYD	LOC118508358|XP_035903955.1|ASTE
OG0004221	LOC111600266|XP_023172082.1|DHYD	LOC118506423|XP_035899413.1|ASTE
OG0004222	LOC111592044|XP_023159807.2|DHYD	LOC118506425|XP_035899418.1|ASTE
OG0004223	LOC111592009|XP_023159762.2|DHYD	LOC118503185|XP_035892056.1|ASTE
OG0004224	LOC115482754|XP_030080673.1|DHYD, LOC111603557|XP_023176962.1|DHYD	LOC118503184|XP_035892053.1|ASTE
OG0004225	LOC111605307|XP_023179532.1|DHYD	LOC118503188|XP_035892062.1|ASTE
OG0004226	LOC111604953|XP_023178997.1|DHYD	LOC118505803|XP_035898036.1|ASTE
OG0004227	LOC111604639|XP_023178550.2|DHYD	LOC118506219|XP_035898945.1|ASTE
OG0004228	LOC111604629|XP_023178527.1|DHYD	LOC118504310|XP_035894505.1|ASTE
OG0004230	LOC111604058|XP_030079995.1|DHYD	LOC118503248|XP_035892166.1|ASTE
OG0004231	LOC111596026|XP_023165822.1|DHYD	LOC118505397|XP_035897018.1|ASTE
OG0004232	LOC111596029|XP_023165825.1|DHYD	LOC118505399|XP_035897023.1|ASTE
OG0004233	LOC111596028|XP_023165824.1|DHYD	LOC118505398|XP_035897019.1|ASTE
OG0004234	LOC111597415|XP_023167878.2|DHYD	LOC118508510|XP_035904244.1|ASTE
OG0004235	LOC111598422|XP_023169432.2|DHYD	LOC118508508|XP_035904239.1|ASTE
OG0004236	LOC111596387|XP_030078727.1|DHYD	LOC118506870|XP_035900499.1|ASTE
OG0004237	LOC111602760|XP_030081739.1|DHYD	LOC118507935|XP_035903132.1|ASTE
OG0004238	LOC111601361|XP_023173664.1|DHYD	LOC118503616|XP_035892994.1|ASTE
OG0004239	LOC111593333|XP_023161812.2|DHYD	LOC118503618|XP_035892996.1|ASTE
OG0004240	LOC111604949|XP_023178988.1|DHYD	LOC118506161|XP_035898826.1|ASTE
OG0004241	LOC111601507|XP_023173869.2|DHYD	LOC118504248|XP_035894367.1|ASTE
OG0004242	LOC111604923|XP_023178939.1|DHYD	LOC118504249|XP_035894368.1|ASTE
OG0004243	LOC111601650|XP_023174100.2|DHYD	LOC118504991|XP_035896062.1|ASTE
OG0004244	LOC111601358|XP_023173657.2|DHYD	LOC118505012|XP_035896093.1|ASTE
OG0004245	LOC111595392|XP_023164862.2|DHYD	LOC118506325|XP_035899174.1|ASTE
OG0004246	LOC115483768|XP_030081870.1|DHYD, LOC111592807|XP_023160986.2|DHYD	LOC118504322|XP_035894543.1|ASTE
OG0004247	LOC111596784|XP_023166905.1|DHYD	LOC118505070|XP_035896246.1|ASTE
OG0004248	LOC111595522|XP_023165070.1|DHYD	LOC118505096|XP_035896291.1|ASTE
OG0004249	LOC111598081|XP_023168895.1|DHYD	LOC118505010|XP_035896091.1|ASTE
OG0004250	LOC111592568|XP_023160634.2|DHYD	LOC118504992|XP_035896063.1|ASTE
OG0004251	LOC111598349|XP_023169323.2|DHYD	LOC118504980|XP_035896016.1|ASTE
OG0004252	LOC111593343|XP_023161823.1|DHYD	LOC118504981|XP_035896027.1|ASTE
OG0004253	LOC111603609|XP_023177041.1|DHYD	LOC118507563|XP_035902077.1|ASTE
OG0004254	LOC111598135|XP_023168964.1|DHYD	LOC118504382|XP_035894686.1|ASTE
OG0004255	LOC111596091|XP_023165920.2|DHYD	LOC118502881|XP_035891493.1|ASTE
OG0004257	LOC111598235|XP_023169166.2|DHYD	LOC118506328|XP_035899183.1|ASTE
OG0004258	LOC111598623|XP_030081624.1|DHYD	LOC118507082|XP_035900958.1|ASTE
OG0004259	LOC111594621|XP_023163783.2|DHYD	LOC118507083|XP_035900960.1|ASTE
OG0004260	LOC111600856|XP_023172937.2|DHYD	LOC118505153|XP_035896431.1|ASTE
OG0004261	LOC111603663|XP_023177115.1|DHYD	LOC118505167|XP_035896466.1|ASTE
OG0004262	LOC111593351|XP_023161832.2|DHYD	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE
OG0004263	LOC111596203|XP_030080802.1|DHYD	LOC118510984|XP_035909384.1|ASTE
OG0004264	LOC111596266|XP_023166176.2|DHYD	LOC118510977|XP_035909371.1|ASTE
OG0004265	LOC111603387|XP_023176718.2|DHYD	LOC118510946|XP_035909277.1|ASTE
OG0004266	LOC111604647|XP_023178571.2|DHYD	LOC118502502|XP_035890628.1|ASTE
OG0004267	LOC111593316|XP_023161787.1|DHYD	LOC118504237|XP_035894352.1|ASTE
OG0004268	LOC111592235|XP_030082038.1|DHYD	LOC118504267|XP_035894389.1|ASTE
OG0004269	LOC111595583|XP_023165157.2|DHYD	LOC118505815|XP_035898053.1|ASTE
OG0004270	LOC111604177|XP_023177890.1|DHYD	LOC118508278|XP_035903812.1|ASTE
OG0004271	LOC111597058|XP_023167352.1|DHYD	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE
OG0004272	LOC111593593|XP_023162217.1|DHYD	LOC118505799|XP_035898027.1|ASTE
OG0004273	LOC111601544|XP_023173947.1|DHYD	LOC118505798|XP_035898026.1|ASTE
OG0004274	LOC111602067|XP_023174753.1|DHYD	LOC118507972|XP_035903197.1|ASTE
OG0004275	LOC111594250|XP_023163231.1|DHYD	LOC118512407|XP_035912692.1|ASTE
OG0004276	LOC111603038|XP_023176236.1|DHYD	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE
OG0004278	LOC115482981|XP_030079454.1|DHYD, LOC111596477|XP_023166501.2|DHYD	LOC118506006|XP_035898484.1|ASTE
OG0004279	LOC111599056|XP_023170345.1|DHYD	LOC118506015|XP_035898494.1|ASTE
OG0004280	LOC111593503|XP_023162042.1|DHYD	LOC118506020|XP_035898499.1|ASTE
OG0004281	LOC111595590|XP_023165168.2|DHYD	LOC118504065|XP_035893996.1|ASTE
OG0004282	LOC111601245|XP_023173512.1|DHYD	LOC118507240|XP_035901385.1|ASTE
OG0004283	LOC111601246|XP_023173513.1|DHYD	LOC118507297|XP_035901554.1|ASTE
OG0004284	LOC111599197|XP_023170556.2|DHYD	LOC118517628|XP_035919832.1|ASTE
OG0004285	LOC111598270|XP_023169215.1|DHYD	LOC118505779|XP_035897949.1|ASTE
OG0004286	LOC111592806|XP_023160983.1|DHYD	LOC118503484|XP_035892679.1|ASTE
OG0004287	LOC111592804|XP_023160980.2|DHYD	LOC118503487|XP_035892682.1|ASTE
OG0004288	LOC111592771|XP_023160940.2|DHYD	LOC118504005|XP_035893854.1|ASTE
OG0004289	LOC111596649|XP_023166715.2|DHYD	LOC118504052|XP_035893963.1|ASTE
OG0004290	LOC111595627|XP_023165205.1|DHYD	LOC118503473|XP_035892663.1|ASTE
OG0004291	LOC111597119|XP_023167447.1|DHYD	LOC118503543|XP_035892836.1|ASTE
OG0004292	LOC111601020|XP_023173194.1|DHYD	LOC118505280|XP_035896743.1|ASTE
OG0004293	LOC111595335|XP_023164765.1|DHYD	LOC118505283|XP_035896757.1|ASTE
OG0004294	LOC111604299|XP_023178097.2|DHYD	LOC118503422|XP_035892552.1|ASTE
OG0004295	LOC111604304|XP_023178103.2|DHYD	LOC118503416|XP_035892544.1|ASTE
OG0004296	LOC111604309|XP_023178114.2|DHYD	LOC118503414|XP_035892541.1|ASTE
OG0004297	LOC111599702|XP_023171199.2|DHYD	LOC118507918|XP_035903112.1|ASTE
OG0004298	LOC111597108|XP_023167419.2|DHYD	LOC118507235|XP_035901378.1|ASTE
OG0004299	LOC111592244|XP_030078511.1|DHYD	LOC118507230|XP_035901303.1|ASTE
OG0004300	LOC111595523|XP_023165071.1|DHYD	LOC118505972|XP_035898414.1|ASTE
OG0004301	LOC111601017|XP_023173189.2|DHYD	LOC118505969|XP_035898406.1|ASTE
OG0004302	LOC111597969|XP_023168710.1|DHYD	LOC118508024|XP_035903307.1|ASTE
OG0004303	LOC111592162|XP_023159982.1|DHYD	LOC118504748|XP_035895537.1|ASTE
OG0004304	LOC111604350|XP_023178183.2|DHYD	LOC118504749|XP_035895538.1|ASTE
OG0004305	LOC111598025|XP_023168805.2|DHYD	LOC118503523|XP_035892776.1|ASTE
OG0004306	LOC111595573|XP_023165138.2|DHYD	LOC118508027|XP_035903319.1|ASTE
OG0004307	LOC111592105|XP_023159902.1|DHYD	LOC118503971|XP_035893788.1|ASTE
OG0004308	LOC111600016|XP_023171689.1|DHYD	LOC118503979|XP_035893807.1|ASTE
OG0004309	LOC111592752|XP_023160916.2|DHYD	LOC118507993|XP_035903255.1|ASTE
OG0004310	LOC111597963|XP_023168703.2|DHYD	LOC118503500|XP_035892727.1|ASTE
OG0004311	LOC111600951|XP_023173095.1|DHYD	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE
OG0004312	LOC111599684|XP_023171157.1|DHYD	LOC118512403|XP_035912682.1|ASTE
OG0004313	LOC111604361|XP_030078557.1|DHYD	LOC118503960|XP_035893746.1|ASTE
OG0004314	LOC111593455|XP_023161985.1|DHYD	LOC118504023|XP_035893894.1|ASTE
OG0004315	LOC111599735|XP_023171260.2|DHYD	LOC118504029|XP_035893902.1|ASTE
OG0004316	LOC111599989|XP_023171652.2|DHYD	LOC118505842|XP_035898095.1|ASTE
OG0004317	LOC111595591|XP_023165169.2|DHYD	LOC118507927|XP_035903123.1|ASTE
OG0004318	LOC111599741|XP_023171270.2|DHYD	LOC118503447|XP_035892605.1|ASTE
OG0004319	LOC111593482|XP_023162015.1|DHYD	LOC118503931|XP_035893670.1|ASTE
OG0004320	LOC111598232|XP_023169162.2|DHYD	LOC118503915|XP_035893605.1|ASTE
OG0004321	LOC111600313|XP_023172139.2|DHYD	LOC118505977|XP_035898425.1|ASTE
OG0004322	LOC111592929|XP_023161155.2|DHYD	LOC118504151|XP_035894169.1|ASTE
OG0004323	LOC111592447|XP_023160398.1|DHYD	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE
OG0004324	LOC111599210|XP_023170575.2|DHYD	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE
OG0004325	LOC111599725|XP_023171237.1|DHYD	LOC118506064|XP_035898610.1|ASTE
OG0004326	LOC111599686|XP_023171159.1|DHYD	LOC118506046|XP_035898570.1|ASTE
OG0004327	LOC111604917|XP_023178936.1|DHYD	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE
OG0004328	LOC111603832|XP_023177364.1|DHYD	LOC118508201|XP_035903661.1|ASTE
OG0004329	LOC111600098|XP_023171826.2|DHYD	LOC118508191|XP_035903645.1|ASTE
OG0004330	LOC111597037|XP_023167318.1|DHYD	LOC118508180|XP_035903631.1|ASTE
OG0004331	LOC111600025|XP_023171706.1|DHYD	LOC118508172|XP_035903614.1|ASTE
OG0004332	LOC111603598|XP_023177029.1|DHYD	LOC118505308|XP_035896838.1|ASTE
OG0004333	LOC111601177|XP_023173424.2|DHYD	LOC118505331|XP_035896872.1|ASTE
OG0004334	LOC111596075|XP_023165900.2|DHYD	LOC118508439|XP_035904111.1|ASTE
OG0004335	LOC111597137|XP_023167466.2|DHYD	LOC118503942|XP_035893712.1|ASTE
OG0004336	LOC111597136|XP_023167465.2|DHYD	LOC118507608|XP_035902177.1|ASTE
OG0004337	LOC111601944|XP_023174567.1|DHYD	LOC118503951|XP_035893730.1|ASTE
OG0004338	LOC111603738|XP_023177223.1|DHYD	LOC118507290|XP_035901537.1|ASTE
OG0004339	LOC111601244|XP_023173510.1|DHYD	LOC118507339|XP_035901620.1|ASTE
OG0004340	LOC111601243|XP_023173509.1|DHYD	LOC118507327|XP_035901609.1|ASTE
OG0004341	LOC111593212|XP_023161630.2|DHYD	LOC118507318|XP_035901599.1|ASTE
OG0004342	LOC111593814|XP_030081997.1|DHYD	LOC118517641|XP_035919850.1|ASTE
OG0004343	LOC111593751|XP_023162525.1|DHYD	LOC118517640|XP_035919846.1|ASTE
OG0004344	LOC111592814|XP_023161022.2|DHYD	LOC118505868|XP_035898178.1|ASTE
OG0004345	LOC111603744|XP_023177231.2|DHYD	LOC118506029|XP_035898539.1|ASTE
OG0004346	LOC111599719|XP_023171226.1|DHYD	LOC118506027|XP_035898533.1|ASTE
OG0004347	LOC111599718|XP_023171225.2|DHYD	LOC118506026|XP_035898532.1|ASTE
OG0004348	LOC111600140|XP_023171884.1|DHYD	LOC118507441|XP_035901815.1|ASTE
OG0004349	LOC111600071|XP_023171772.1|DHYD	LOC118503536|XP_035892815.1|ASTE
OG0004350	LOC111597046|XP_023167331.2|DHYD	LOC118503956|XP_035893737.1|ASTE
OG0004351	LOC111592223|XP_023160067.1|DHYD	LOC118505941|XP_035898355.1|ASTE
OG0004352	LOC111602651|XP_023175592.1|DHYD	LOC118512424|XP_035912721.1|ASTE
OG0004353	LOC111594977|XP_030079660.1|DHYD	LOC118517723|XP_035920067.1|ASTE
OG0004354	LOC111594971|XP_023164239.2|DHYD	LOC118517726|XP_035920070.1|ASTE
OG0004355	LOC111599547|XP_023170973.2|DHYD	LOC118512369|XP_035912606.1|ASTE
OG0004356	LOC111592112|XP_023159910.2|DHYD	LOC118507362|XP_035901670.1|ASTE
OG0004357	LOC111597081|XP_023167382.2|DHYD	LOC118505922|XP_035898308.1|ASTE
OG0004358	LOC111595519|XP_023165067.1|DHYD	LOC118503413|XP_035892540.1|ASTE
OG0004359	LOC111597940|XP_023168664.2|DHYD	LOC118504848|XP_035895752.1|ASTE
OG0004360	LOC111592265|XP_023160130.2|DHYD	LOC118507581|XP_035902130.1|ASTE
OG0004361	LOC111601365|XP_023173667.2|DHYD	LOC118510943|XP_035909272.1|ASTE
OG0004362	LOC111598691|XP_023169824.2|DHYD	LOC118510093|XP_035907403.1|ASTE
OG0004363	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD	LOC118505210|XP_035896611.1|ASTE
OG0004364	LOC111592132|XP_023159936.1|DHYD	LOC118507214|XP_035901206.1|ASTE
OG0004365	LOC111597069|XP_030082036.1|DHYD	LOC118506305|XP_035899146.1|ASTE
OG0004366	LOC111599058|XP_023170347.1|DHYD	LOC118514129|XP_035916609.1|ASTE
OG0004367	LOC111591861|XP_023159510.2|DHYD	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE
OG0004368	LOC111592865|XP_023161078.1|DHYD	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE
OG0004369	LOC111594166|XP_030082051.1|DHYD	LOC118507154|XP_035901085.1|ASTE
OG0004370	LOC111601258|XP_023173531.2|DHYD	LOC118507255|XP_035901435.1|ASTE
