Orthogroup	DHYD.longest_only	AEAL.longest_only
OG0003971	LOC111594741|XP_030079115.1|DHYD	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL
OG0003972	LOC111604311|XP_023178125.2|DHYD	LOC109430172|XP_029724763.1|AEAL
OG0003973	LOC111593910|XP_023162750.1|DHYD	LOC109432568|XP_019564457.2|AEAL
OG0003974	LOC111595452|XP_023164953.1|DHYD	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL
OG0003975	LOC111600450|XP_023172315.2|DHYD	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL
OG0003976	LOC111594100|XP_023163022.1|DHYD	LOC109416254|XP_019545817.2|AEAL
OG0003977	LOC111592554|XP_023160613.1|DHYD	LOC109423962|XP_019554577.2|AEAL
OG0003978	LOC111604511|XP_023178375.1|DHYD	LOC109416259|XP_029727378.1|AEAL
OG0003979	LOC111591950|XP_023159652.1|DHYD	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL
OG0003980	LOC111603028|XP_023176225.2|DHYD	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL
OG0003981	LOC111591956|XP_023159661.1|DHYD	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL
OG0003982	LOC111594665|XP_023163835.2|DHYD	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL
OG0003983	LOC111600551|XP_023172470.1|DHYD	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL
OG0003984	LOC111598987|XP_023170256.2|DHYD	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL
OG0003985	LOC111598936|XP_030080516.1|DHYD	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL
OG0003986	LOC111602183|XP_030080349.1|DHYD	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL
OG0003987	LOC111600950|XP_023173099.2|DHYD	LOC109621667|XP_029727222.1|AEAL
OG0003988	LOC111596111|XP_023165942.2|DHYD	LOC115268897|XP_029732958.1|AEAL, LOC109421661|XP_029727198.1|AEAL
OG0003989	LOC111595017|XP_023164293.2|DHYD	LOC109421657|XP_019551725.2|AEAL
OG0003990	LOC115482857|XP_030078966.1|DHYD, LOC111598934|XP_023170179.1|DHYD	LOC109407327|XP_019535865.1|AEAL
OG0003991	LOC111601152|XP_023173390.2|DHYD	LOC109421643|XP_029727141.1|AEAL
OG0003992	LOC111601185|XP_023173434.2|DHYD	LOC109407320|XP_019535859.2|AEAL
OG0003993	LOC111599080|XP_023170380.2|DHYD	LOC109407357|XP_029727136.1|AEAL
OG0003994	LOC111602814|XP_023175885.1|DHYD	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL
OG0003995	LOC111593893|XP_023162729.2|DHYD	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL
OG0003996	LOC111597657|XP_023168247.1|DHYD	LOC109421490|XP_019551529.2|AEAL
OG0003997	LOC111601592|XP_023174022.1|DHYD	LOC109409178|XP_019538144.1|AEAL
OG0003998	LOC111597442|XP_023167928.2|DHYD	LOC109409124|XP_029727084.1|AEAL
OG0003999	LOC111592099|XP_023159894.2|DHYD	LOC109421519|XP_019551574.2|AEAL
OG0004000	LOC111603151|XP_023176396.1|DHYD	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL
OG0004001	LOC111600152|XP_023171910.2|DHYD	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL
OG0004002	LOC111600429|XP_023172290.2|DHYD	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL
OG0004003	LOC111592654|XP_030079150.1|DHYD	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL
OG0004004	LOC111601938|XP_023174560.1|DHYD	LOC115265568|XP_029727045.1|AEAL, LOC109432566|XP_029726900.1|AEAL
OG0004005	LOC111599203|XP_023170561.1|DHYD	LOC109432539|XP_029726902.1|AEAL, LOC109421413|XP_029727046.1|AEAL
OG0004006	LOC111594647|XP_023163811.2|DHYD	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL
OG0004007	LOC111599381|XP_023170786.1|DHYD	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL
OG0004008	LOC111602455|XP_030079239.1|DHYD	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL
OG0004009	LOC111599377|XP_023170780.2|DHYD	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL
OG0004010	LOC111600401|XP_023172248.2|DHYD	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL
OG0004011	LOC111600387|XP_023172231.1|DHYD	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL
OG0004012	LOC111605454|XP_030080703.1|DHYD	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL
OG0004013	LOC111600427|XP_023172281.1|DHYD	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL
OG0004014	LOC111604287|XP_023178071.2|DHYD	LOC109402499|XP_019530728.2|AEAL
OG0004015	LOC111605507|XP_023179827.2|DHYD	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL
OG0004016	LOC111596642|XP_023166704.2|DHYD	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL
OG0004017	LOC111599146|XP_023170482.2|DHYD	LOC109402496|XP_019530725.2|AEAL
OG0004018	LOC111593828|XP_023162629.1|DHYD	LOC109402524|XP_019530766.2|AEAL
OG0004019	LOC111594675|XP_023163853.2|DHYD	LOC109402297|XP_019530500.2|AEAL
OG0004020	LOC111595799|XP_023165457.2|DHYD	LOC109402598|XP_019530846.2|AEAL
OG0004021	LOC111595805|XP_023165463.2|DHYD	LOC109402578|XP_019530809.2|AEAL
OG0004022	LOC111602483|XP_023175314.1|DHYD	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL
OG0004023	LOC111594567|XP_023163696.2|DHYD	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL
OG0004024	LOC111596372|XP_023166341.2|DHYD, LOC115482739|XP_030080543.1|DHYD	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL
OG0004025	LOC111603641|XP_023177091.1|DHYD	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL
OG0004026	LOC111599357|XP_023170757.2|DHYD	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL
OG0004027	LOC111594963|XP_030081995.1|DHYD	LOC109622647|XP_029719977.1|AEAL, LOC109429639|XP_019561185.2|AEAL
OG0004028	LOC111602213|XP_023174957.2|DHYD	LOC109429621|XP_019561163.2|AEAL
OG0004029	LOC111603864|XP_023177438.1|DHYD	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL
OG0004030	LOC111600092|XP_023171799.1|DHYD	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL
OG0004031	LOC111599338|XP_030079235.1|DHYD	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL
OG0004032	LOC111594096|XP_023163017.1|DHYD	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL
OG0004033	LOC111603926|XP_023177520.2|DHYD	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL
OG0004034	LOC111605565|XP_023179905.2|DHYD	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL
OG0004035	LOC111603755|XP_023177247.2|DHYD	LOC109429541|XP_029720095.1|AEAL
OG0004036	LOC111601130|XP_023173354.1|DHYD	LOC109429539|XP_019561055.1|AEAL
OG0004037	LOC111592907|XP_023161122.1|DHYD	LOC109429896|XP_029720102.1|AEAL
OG0004038	LOC111599120|XP_023170449.1|DHYD	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL
OG0004039	LOC111595582|XP_030080407.1|DHYD	LOC109415447|XP_019544869.2|AEAL
OG0004040	LOC111593287|XP_023161729.2|DHYD	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL
OG0004041	LOC111594049|XP_023162932.1|DHYD	LOC109429949|XP_029720126.1|AEAL, LOC109398316|XP_019526208.2|AEAL
OG0004042	LOC111601108|XP_023173322.1|DHYD	LOC109429814|XP_019561343.1|AEAL, LOC109398330|XP_019526229.1|AEAL
OG0004043	LOC111601445|XP_023173793.1|DHYD	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL
OG0004044	LOC111593985|XP_023162841.1|DHYD	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL
OG0004045	LOC111592608|XP_023160707.1|DHYD	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL
OG0004046	LOC111599082|XP_023170382.2|DHYD	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL
OG0004047	LOC111601138|XP_030080292.1|DHYD	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL
OG0004048	LOC111605473|XP_023179765.1|DHYD	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL
OG0004049	LOC111602159|XP_023174885.1|DHYD	LOC109420649|XP_019550607.2|AEAL
OG0004050	LOC111595762|XP_023165406.2|DHYD	LOC109411730|XP_019540859.2|AEAL
OG0004051	LOC111592561|XP_023160627.2|DHYD	LOC109411839|XP_019540995.2|AEAL
OG0004052	LOC111602425|XP_030079872.1|DHYD	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL
OG0004053	LOC111605236|XP_023179440.2|DHYD	LOC115262192|XP_029720394.1|AEAL, LOC109411218|XP_019540261.2|AEAL
OG0004054	LOC111594240|XP_023163218.2|DHYD	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL
OG0004055	LOC111601773|XP_030081551.1|DHYD	LOC109411233|XP_019540289.2|AEAL
OG0004056	LOC111595810|XP_023165474.1|DHYD	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL
OG0004058	LOC111601680|XP_023174147.2|DHYD	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL
OG0004059	LOC111592377|XP_023160317.2|DHYD	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL
OG0004060	LOC111601366|XP_023173668.2|DHYD	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL
OG0004061	LOC111605301|XP_023179524.2|DHYD	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL
OG0004062	LOC111596946|XP_023167169.1|DHYD	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL
OG0004063	LOC111604031|XP_023177656.1|DHYD	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL, LOC115262404|XP_029720645.1|AEAL
OG0004064	LOC111595340|XP_023164779.1|DHYD	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL
OG0004065	LOC111597014|XP_023167285.2|DHYD	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL
OG0004066	LOC111602596|XP_023175523.1|DHYD	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL
OG0004067	LOC111605113|XP_023179230.2|DHYD	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL
OG0004068	LOC111604792|XP_023178778.1|DHYD	LOC109426326|XP_019557327.2|AEAL, LOC109406988|XP_019535584.2|AEAL, LOC115254448|XP_029707822.1|AEAL
OG0004069	LOC111604808|XP_023178796.2|DHYD	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL
OG0004070	LOC111601597|XP_023174030.2|DHYD	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL
OG0004071	LOC111599794|XP_023171338.2|DHYD	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL
OG0004072	LOC111599802|XP_023171349.2|DHYD	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL
OG0004073	LOC111593633|XP_023162273.1|DHYD	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL
OG0004074	LOC111600532|XP_023172438.2|DHYD	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL
OG0004075	LOC111598018|XP_023168798.1|DHYD	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL
OG0004077	LOC111594932|XP_023164192.2|DHYD	LOC109423086|XP_019553574.2|AEAL
OG0004078	LOC111595156|XP_023164505.1|DHYD	LOC109421797|XP_019551891.1|AEAL
OG0004079	LOC111598424|XP_023169434.1|DHYD	LOC109422010|XP_029732697.1|AEAL
OG0004080	LOC111596629|XP_023166685.1|DHYD	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL
OG0004081	LOC111597926|XP_023168646.2|DHYD	LOC109418256|XP_029720668.1|AEAL
OG0004082	LOC111597406|XP_023167860.1|DHYD	LOC109418264|XP_019547971.2|AEAL
OG0004083	LOC111602740|XP_023175761.1|DHYD	LOC109418266|XP_019547973.1|AEAL
OG0004084	LOC111605065|XP_023179164.2|DHYD	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL
OG0004085	LOC111600257|XP_023172072.2|DHYD	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL
OG0004086	LOC111597808|XP_023168461.2|DHYD	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL
OG0004087	LOC111604881|XP_023178889.1|DHYD	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL
OG0004088	LOC111603241|XP_023176515.1|DHYD	LOC115270953|XP_029736166.1|AEAL, LOC109426164|XP_019557143.2|AEAL, LOC109418435|XP_029708057.1|AEAL
OG0004089	LOC111601823|XP_023174414.2|DHYD	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL
OG0004090	LOC111593597|XP_023162222.2|DHYD	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL
OG0004091	LOC111604193|XP_023177916.2|DHYD	LOC109419214|XP_019548966.2|AEAL
OG0004092	LOC111592995|XP_023161268.2|DHYD	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL
OG0004094	LOC111595003|XP_023164312.2|DHYD	LOC115264368|XP_029723886.1|AEAL, LOC109419295|XP_029723980.1|AEAL, LOC109426108|XP_019557077.2|AEAL
OG0004095	LOC111596454|XP_023166449.1|DHYD	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL
OG0004096	LOC111597872|XP_023168564.1|DHYD	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL
OG0004097	LOC111597308|XP_023167702.2|DHYD	LOC109429495|XP_029724775.1|AEAL, LOC109415717|XP_029724375.1|AEAL
OG0004098	LOC111595041|XP_030081063.1|DHYD	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL
OG0004099	LOC111595737|XP_023165353.2|DHYD	LOC109429511|XP_029724640.1|AEAL
OG0004100	LOC111595733|XP_023165350.1|DHYD	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL
OG0004101	LOC111595734|XP_023165351.1|DHYD	LOC109402951|XP_029724840.1|AEAL, LOC109431763|XP_019563579.2|AEAL
OG0004102	LOC111595731|XP_030078796.1|DHYD	LOC109402890|XP_029724817.1|AEAL, LOC109431761|XP_029724819.1|AEAL, LOC115264930|XP_029724912.1|AEAL
OG0004103	LOC111595154|XP_023164504.1|DHYD	LOC109431766|XP_019563581.1|AEAL, LOC109402854|XP_019531143.1|AEAL, LOC115254142|XP_029724930.1|AEAL
OG0004104	LOC111605542|XP_030079664.1|DHYD	LOC109431755|XP_029724853.1|AEAL, LOC109431757|XP_029724899.1|AEAL
OG0004105	LOC111595345|XP_023164787.1|DHYD	LOC109410438|XP_029725942.1|AEAL, LOC115265216|XP_029725356.1|AEAL
OG0004106	LOC111605742|XP_023180212.1|DHYD	LOC109410447|XP_029725829.1|AEAL, LOC115253963|XP_029710422.1|AEAL
OG0004107	LOC111602927|XP_023176043.2|DHYD	LOC109401476|XP_019529591.2|AEAL, LOC109410444|XP_019539545.2|AEAL
OG0004108	LOC111602951|XP_023176081.1|DHYD	LOC109410451|XP_019539552.2|AEAL, LOC115254151|XP_029725774.1|AEAL
OG0004109	LOC111593595|XP_023162220.2|DHYD	LOC109410458|XP_029726025.1|AEAL, LOC109401464|XP_019529573.2|AEAL
OG0004110	LOC111600932|XP_023173068.1|DHYD	LOC109401487|XP_019529605.1|AEAL, LOC109410461|XP_019539565.1|AEAL
OG0004111	LOC111596681|XP_023166753.2|DHYD	LOC109401488|XP_019529606.1|AEAL, LOC109410418|XP_019539512.2|AEAL
OG0004112	LOC111600263|XP_023172079.1|DHYD	LOC109411327|XP_029726479.1|AEAL
OG0004113	LOC111598158|XP_023169014.1|DHYD	LOC109427073|XP_029726701.1|AEAL, LOC109411330|XP_019540401.1|AEAL, LOC115254152|XP_029726542.1|AEAL, LOC115266496|XP_029728600.1|AEAL
OG0004114	LOC111605611|XP_023179994.1|DHYD	LOC115253766|XP_029726751.1|AEAL, LOC109411332|XP_029726563.1|AEAL, LOC115254171|XP_029728598.1|AEAL, LOC109427070|XP_029726694.1|AEAL
OG0004115	LOC111605604|XP_023179985.2|DHYD	LOC115265500|XP_029726775.1|AEAL, LOC109427067|XP_029728593.1|AEAL, LOC109411336|XP_029726860.1|AEAL
OG0004116	LOC111596671|XP_023166744.2|DHYD	LOC109399736|XP_029727138.1|AEAL, LOC115265547|XP_029726997.1|AEAL
OG0004117	LOC111602224|XP_030080287.1|DHYD	LOC109399745|XP_019527808.2|AEAL
OG0004118	LOC111604374|XP_023178214.1|DHYD	LOC109413689|XP_019542954.1|AEAL
OG0004119	LOC111601335|XP_023173633.1|DHYD	LOC109413671|XP_019542925.1|AEAL
OG0004120	LOC111602996|XP_023176160.2|DHYD	LOC109413666|XP_019542916.2|AEAL
OG0004121	LOC111598654|XP_030081138.1|DHYD	LOC109415651|XP_029727703.1|AEAL
OG0004122	LOC111602983|XP_023176147.1|DHYD	LOC115266789|XP_029729244.1|AEAL, LOC109427018|XP_019558113.2|AEAL
OG0004123	LOC111600848|XP_023172921.1|DHYD	LOC109400190|XP_029728421.1|AEAL, LOC109427092|XP_029728413.1|AEAL
OG0004124	LOC111593442|XP_030079420.1|DHYD	LOC109402022|XP_029723019.1|AEAL, LOC115254113|XP_029723011.1|AEAL, LOC109399720|XP_019527778.2|AEAL
OG0004125	LOC111594461|XP_023163526.1|DHYD	LOC109413708|XP_029736141.1|AEAL, LOC109402032|XP_029736155.1|AEAL, LOC115265550|XP_029727005.1|AEAL
OG0004126	LOC111594530|XP_023163633.2|DHYD	LOC109402027|XP_029736153.1|AEAL, LOC109413707|XP_029736142.1|AEAL
OG0004127	LOC111603939|XP_023177536.1|DHYD	LOC109413884|XP_019543154.1|AEAL, LOC115270930|XP_029736136.1|AEAL
OG0004130	LOC111602821|XP_030080087.1|DHYD	LOC115266491|XP_029728590.1|AEAL, LOC109401337|XP_029723222.1|AEAL, LOC115266370|XP_029728459.1|AEAL
OG0004131	LOC111604628|XP_023178525.1|DHYD	LOC109423854|XP_029728972.1|AEAL, LOC115254178|XP_029728886.1|AEAL, LOC109415775|XP_029712096.1|AEAL
OG0004132	LOC111603675|XP_030081542.1|DHYD	LOC115266633|XP_029729003.1|AEAL, LOC115266602|XP_029728911.1|AEAL, LOC109415326|XP_029728992.1|AEAL
OG0004133	LOC111595409|XP_023164890.1|DHYD	LOC109415340|XP_019544772.2|AEAL, LOC109423651|XP_029729312.1|AEAL
OG0004134	LOC111598566|XP_023169635.2|DHYD	LOC109415343|XP_029729170.1|AEAL, LOC109423625|XP_029729323.1|AEAL
OG0004135	LOC111601526|XP_030078793.1|DHYD	LOC109416221|XP_029712373.1|AEAL, LOC109411737|XP_029729367.1|AEAL
OG0004136	LOC111599293|XP_023170664.2|DHYD	LOC109425542|XP_019556334.2|AEAL
OG0004137	LOC111597701|XP_023168307.1|DHYD	LOC109425545|XP_019556336.2|AEAL, LOC109411295|XP_019540375.2|AEAL
OG0004138	LOC111597772|XP_023168400.1|DHYD	LOC115267015|XP_029729647.1|AEAL, LOC115267156|XP_029729858.1|AEAL, LOC109411254|XP_019540322.2|AEAL, LOC109425595|XP_019556385.2|AEAL
OG0004139	LOC111601642|XP_023174090.2|DHYD	LOC115267146|XP_029729851.1|AEAL, LOC109411846|XP_019541005.2|AEAL, LOC115267088|XP_029729807.1|AEAL, LOC109425549|XP_029729655.1|AEAL
OG0004140	LOC111592991|XP_023161261.1|DHYD	LOC109411109|XP_019540104.2|AEAL, LOC109410905|XP_019539967.2|AEAL
OG0004141	LOC111595451|XP_023164947.2|DHYD	LOC115258977|XP_029715341.1|AEAL, LOC109410943|XP_029718449.1|AEAL
OG0004142	LOC111593466|XP_023161996.2|DHYD	LOC109400860|XP_019528890.2|AEAL, LOC109415487|XP_029731028.1|AEAL
OG0004143	LOC111602798|XP_023175860.1|DHYD, LOC115483791|XP_030081909.1|DHYD	LOC109416752|XP_029731221.1|AEAL
OG0004144	LOC111603692|XP_023177163.2|DHYD	LOC109423452|XP_029731476.1|AEAL, LOC109414743|XP_019544121.1|AEAL
OG0004145	LOC111601057|XP_023173243.2|DHYD	LOC115269174|XP_029733442.1|AEAL, LOC115267956|XP_029731633.1|AEAL, LOC109414654|XP_019544041.2|AEAL
OG0004146	LOC111603022|XP_030078813.1|DHYD	LOC109414620|XP_029733448.1|AEAL, LOC109423423|XP_029731724.1|AEAL, LOC115267959|XP_029731660.1|AEAL
OG0004147	LOC111603882|XP_023177466.1|DHYD	LOC109430482|XP_029732153.1|AEAL
OG0004148	LOC111598280|XP_023169226.2|DHYD	LOC109405762|XP_029732655.1|AEAL, LOC109430416|XP_029718974.1|AEAL
OG0004149	LOC111597163|XP_023167489.2|DHYD	LOC115261482|XP_029719049.1|AEAL, LOC109430493|XP_029732712.1|AEAL
OG0004150	LOC115483789|XP_030081907.1|DHYD, LOC111602720|XP_023175737.1|DHYD	LOC109433375|XP_019565352.2|AEAL, LOC109405764|XP_029718046.1|AEAL
OG0004151	LOC111594488|XP_023163564.2|DHYD	LOC109399310|XP_029732940.1|AEAL
OG0004152	LOC111598577|XP_023169651.2|DHYD	LOC115268859|XP_029732894.1|AEAL, LOC109433396|XP_029719130.1|AEAL
OG0004153	LOC111605405|XP_023179674.1|DHYD	LOC109399354|XP_019527338.2|AEAL, LOC109433368|XP_019565338.2|AEAL
OG0004154	LOC111604661|XP_023178586.1|DHYD	LOC115268812|XP_029732848.1|AEAL, LOC109399346|XP_029716624.1|AEAL, LOC109433363|XP_019565331.2|AEAL
OG0004155	LOC111603450|XP_023176806.2|DHYD	LOC115266708|XP_029729091.1|AEAL
OG0004156	LOC111598643|XP_023169759.1|DHYD	LOC109622122|XP_019931896.2|AEAL
OG0004157	LOC111595945|XP_023165679.2|DHYD	LOC109433314|XP_019565293.1|AEAL, LOC109622087|XP_019931870.2|AEAL
OG0004158	LOC111597570|XP_023168137.2|DHYD	LOC109413927|XP_019543203.2|AEAL, LOC109622097|XP_019931876.2|AEAL
OG0004159	LOC111603551|XP_023176953.1|DHYD	LOC109622070|XP_019931853.2|AEAL, LOC109413926|XP_019543202.1|AEAL
OG0004160	LOC111596943|XP_023167166.1|DHYD	LOC115269506|XP_029734149.1|AEAL, LOC115269073|XP_029733263.1|AEAL
OG0004161	LOC111602967|XP_023176115.2|DHYD	LOC115253636|XP_029734303.1|AEAL, LOC109405035|XP_029733993.1|AEAL
OG0004162	LOC111593335|XP_023161814.1|DHYD	LOC109405024|XP_019533550.3|AEAL
OG0004163	LOC111592017|XP_023159777.2|DHYD	LOC109405017|XP_029733750.1|AEAL, LOC109430363|XP_029734135.1|AEAL, LOC115269491|XP_029734132.1|AEAL
OG0004164	LOC111599556|XP_023170991.2|DHYD	LOC115269209|XP_029733576.1|AEAL, LOC109400375|XP_029715540.1|AEAL, LOC109432406|XP_029733668.1|AEAL
OG0004165	LOC111601254|XP_023173522.2|DHYD	LOC109405985|XP_019534588.2|AEAL
OG0004166	LOC111600101|XP_023171830.2|DHYD	LOC109405990|XP_019534595.2|AEAL
OG0004167	LOC111604829|XP_023178821.1|DHYD	LOC109622355|XP_029717058.1|AEAL, LOC109405987|XP_029734490.1|AEAL
OG0004168	LOC111593683|XP_023162344.2|DHYD	LOC109622350|XP_029734584.1|AEAL, LOC109406696|XP_029717052.1|AEAL
OG0004169	LOC111602876|XP_023175971.1|DHYD	LOC109622374|XP_029734602.1|AEAL, LOC109406680|XP_029734623.1|AEAL
OG0004170	LOC111601832|XP_023174428.2|DHYD	LOC109419331|XP_029734702.1|AEAL, LOC109408468|XP_029734899.1|AEAL
OG0004171	LOC111593441|XP_023161961.2|DHYD	LOC109408466|XP_019537348.2|AEAL, LOC109419334|XP_029734884.1|AEAL
OG0004172	LOC111594082|XP_023162993.1|DHYD	LOC109419345|XP_029734848.1|AEAL, LOC115270038|XP_029734850.1|AEAL, LOC109408491|XP_029734795.1|AEAL
OG0004173	LOC111598034|XP_023168831.1|DHYD	LOC109408510|XP_019537385.2|AEAL
OG0004174	LOC111599693|XP_023171171.2|DHYD	LOC109419391|XP_029708111.1|AEAL, LOC109408430|XP_029735279.1|AEAL
OG0004175	LOC111592157|XP_023159975.1|DHYD	LOC115270196|XP_029735300.1|AEAL, LOC109408428|XP_029708115.1|AEAL
OG0004176	LOC111601606|XP_023174039.1|DHYD	LOC109408418|XP_029735447.1|AEAL, LOC115270313|XP_029735567.1|AEAL, LOC109401061|XP_029735014.1|AEAL
