Orthogroup	DHYD.longest_only	CQUI.longest_only
OG0004331	LOC111600025|XP_023171706.1|DHYD	LOC6036630|XP_001846657.1|CQUI
OG0004332	LOC111603598|XP_023177029.1|DHYD	LOC6051515|XP_001867950.2|CQUI
OG0004333	LOC111601177|XP_023173424.2|DHYD	LOC6044815|XP_001862266.2|CQUI
OG0004334	LOC111596075|XP_023165900.2|DHYD	LOC6044817|XP_038109304.1|CQUI
OG0004335	LOC111597137|XP_023167466.2|DHYD	LOC6045076|XP_001862488.1|CQUI
OG0004336	LOC111597136|XP_023167465.2|DHYD	LOC6045072|XP_001862484.1|CQUI
OG0004337	LOC111601944|XP_023174567.1|DHYD	LOC6045069|XP_001862481.1|CQUI
OG0004338	LOC111603738|XP_023177223.1|DHYD	LOC6038117|XP_038111473.1|CQUI
OG0004339	LOC111601244|XP_023173510.1|DHYD	LOC6054142|XP_001870105.1|CQUI
OG0004340	LOC111601243|XP_023173509.1|DHYD	LOC6038113|XP_001847950.2|CQUI
OG0004341	LOC111593212|XP_023161630.2|DHYD	LOC6035706|XP_001845838.2|CQUI
OG0004342	LOC111593814|XP_030081997.1|DHYD	LOC6038374|XP_038112331.1|CQUI
OG0004343	LOC111593751|XP_023162525.1|DHYD	LOC6054184|XP_038108105.1|CQUI
OG0004344	LOC111592814|XP_023161022.2|DHYD	LOC6047105|XP_038111836.1|CQUI
OG0004345	LOC111603744|XP_023177231.2|DHYD	LOC119767536|XP_038112283.1|CQUI
OG0004346	LOC111599719|XP_023171226.1|DHYD	LOC6040287|XP_038111916.1|CQUI
OG0004347	LOC111599718|XP_023171225.2|DHYD	LOC6050443|XP_038107507.1|CQUI
OG0004348	LOC111600140|XP_023171884.1|DHYD	LOC6039651|XP_038113920.1|CQUI
OG0004349	LOC111600071|XP_023171772.1|DHYD	LOC6052069|XP_038109511.1|CQUI
OG0004350	LOC111597046|XP_023167331.2|DHYD	LOC6054402|XP_038108548.1|CQUI
OG0004351	LOC111592223|XP_023160067.1|DHYD	LOC6037695|XP_038114443.1|CQUI
OG0004352	LOC111602651|XP_023175592.1|DHYD	LOC6048300|XP_001865238.1|CQUI
OG0004353	LOC111594977|XP_030079660.1|DHYD	LOC6037703|XP_038114452.1|CQUI
OG0004354	LOC111594971|XP_023164239.2|DHYD	LOC6037704|XP_001847589.2|CQUI
OG0004355	LOC111599547|XP_023170973.2|DHYD	LOC6037719|XP_001847600.2|CQUI
OG0004356	LOC111592112|XP_023159910.2|DHYD	LOC6037729|XP_001847610.2|CQUI
OG0004357	LOC111597081|XP_023167382.2|DHYD	LOC6042464|XP_038112637.1|CQUI
OG0004358	LOC111595519|XP_023165067.1|DHYD	LOC6040550|XP_038108102.1|CQUI
OG0004359	LOC111597940|XP_023168664.2|DHYD	LOC6042450|XP_038107722.1|CQUI
OG0004360	LOC111592265|XP_023160130.2|DHYD	LOC6046092|XP_038121012.1|CQUI
OG0004361	LOC111601365|XP_023173667.2|DHYD	LOC6035961|XP_001846069.1|CQUI
OG0004362	LOC111598691|XP_023169824.2|DHYD	LOC6035958|XP_038113879.1|CQUI
OG0004363	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD	LOC6035948|XP_001846058.1|CQUI
OG0004364	LOC111592132|XP_023159936.1|DHYD	LOC6035932|XP_001846042.1|CQUI
OG0004365	LOC111597069|XP_030082036.1|DHYD	LOC6052171|XP_038112431.1|CQUI
OG0004366	LOC111599058|XP_023170347.1|DHYD	LOC6035703|XP_038113431.1|CQUI
OG0004367	LOC111591861|XP_023159510.2|DHYD	LOC6035696|XP_038109842.1|CQUI
OG0004368	LOC111592865|XP_023161078.1|DHYD	LOC6035688|XP_001845822.1|CQUI
OG0004369	LOC111594166|XP_030082051.1|DHYD	LOC6035666|XP_038111304.1|CQUI
OG0004370	LOC111601258|XP_023173531.2|DHYD	LOC6034169|XP_038109336.1|CQUI
OG0004371	LOC111602824|XP_023175903.2|DHYD	LOC119766864|XP_038109015.1|CQUI
OG0004372	LOC111599688|XP_023171161.2|DHYD	LOC119767097|XP_038110647.1|CQUI
OG0004373	LOC111604368|XP_023178207.2|DHYD	LOC6051247|XP_001867716.1|CQUI
OG0004374	LOC111600561|XP_023172480.2|DHYD	LOC6037820|XP_038110849.1|CQUI
OG0004375	LOC111592820|XP_023161012.2|DHYD	LOC6048572|XP_001865475.2|CQUI
OG0004376	LOC111600958|XP_023173105.1|DHYD	LOC6045914|XP_038110130.1|CQUI
OG0004377	LOC111598732|XP_023169892.2|DHYD	LOC6034186|XP_038109179.1|CQUI
OG0004378	LOC111602549|XP_023175470.2|DHYD	LOC6034196|XP_038108793.1|CQUI
OG0004379	LOC111597071|XP_023167368.1|DHYD	LOC6034214|XP_001844567.1|CQUI
OG0004380	LOC111598008|XP_030081243.1|DHYD	LOC6037825|XP_001847700.2|CQUI
OG0004381	LOC111602434|XP_023175255.2|DHYD	LOC6040362|XP_038112194.1|CQUI
OG0004382	LOC111597925|XP_023168645.2|DHYD	LOC6042953|XP_038108762.1|CQUI
OG0004383	LOC111597959|XP_023168691.1|DHYD	LOC6042951|XP_001870889.2|CQUI
OG0004384	LOC111593700|XP_023162415.1|DHYD	LOC6042950|XP_001870888.2|CQUI
OG0004385	LOC111592189|XP_023160024.1|DHYD	LOC6035908|XP_001846020.1|CQUI
OG0004386	LOC111595517|XP_023165065.1|DHYD	LOC6046619|XP_038108624.1|CQUI
OG0004387	LOC111599861|XP_023171449.2|DHYD	LOC6031716|XP_038113535.1|CQUI, LOC6031718|XP_038106145.1|CQUI
OG0004388	LOC111597995|XP_023168742.2|DHYD	LOC6031710|XP_038111077.1|CQUI
OG0004389	LOC111604767|XP_023178732.2|DHYD	LOC6031709|XP_038109086.1|CQUI
OG0004390	LOC111593541|XP_023162125.2|DHYD	LOC6031680|XP_038109090.1|CQUI
OG0004391	LOC111593804|XP_023162602.1|DHYD	LOC6049844|XP_038111031.1|CQUI
OG0004392	LOC111595342|XP_030080254.1|DHYD	LOC119768106|XP_038114469.1|CQUI
OG0004393	LOC111604133|XP_023177818.1|DHYD	LOC6049953|XP_038110103.1|CQUI
OG0004394	LOC111596628|XP_030081352.1|DHYD	LOC6041658|XP_038110140.1|CQUI
OG0004395	LOC111595552|XP_023165113.1|DHYD	LOC6051875|XP_038112934.1|CQUI
OG0004396	LOC111593284|XP_023161728.1|DHYD	LOC6049708|XP_038107810.1|CQUI
OG0004397	LOC111597073|XP_023167371.1|DHYD	LOC6049704|XP_001866423.1|CQUI
OG0004398	LOC111593509|XP_023162068.1|DHYD	LOC6049712|XP_001866421.1|CQUI
OG0004399	LOC111595632|XP_023165209.2|DHYD	LOC6054519|XP_038108347.1|CQUI
OG0004400	LOC111601473|XP_023173826.2|DHYD	LOC6034224|XP_001844577.2|CQUI
OG0004401	LOC111592116|XP_023159915.2|DHYD	LOC6034222|XP_038108982.1|CQUI
OG0004402	LOC111601238|XP_023173504.1|DHYD	LOC6034218|XP_001844571.1|CQUI
OG0004403	LOC111602550|XP_030081967.1|DHYD	LOC6052726|XP_038110924.1|CQUI
OG0004404	LOC111604334|XP_023178162.2|DHYD	LOC6034705|XP_038109552.1|CQUI
OG0004405	LOC111600978|XP_023173129.1|DHYD	LOC6034691|XP_038109486.1|CQUI
OG0004406	LOC111604306|XP_023178107.2|DHYD	LOC6034677|XP_001844965.2|CQUI
OG0004407	LOC111597967|XP_023168708.2|DHYD	LOC6034674|XP_038113331.1|CQUI
OG0004408	LOC111591869|XP_023159519.2|DHYD	LOC6045957|XP_001863235.2|CQUI
OG0004409	LOC111593702|XP_023162416.1|DHYD	LOC6047645|XP_038106383.1|CQUI
OG0004410	LOC111599736|XP_030078584.1|DHYD	LOC6049876|XP_038112260.1|CQUI
OG0004411	LOC111599860|XP_023171448.1|DHYD	LOC6049874|XP_038112256.1|CQUI
OG0004412	LOC111599758|XP_030080649.1|DHYD	LOC6049132|XP_038111131.1|CQUI
OG0004413	LOC111600013|XP_023171686.1|DHYD	LOC6049568|XP_038110876.1|CQUI
OG0004414	LOC111600040|XP_023171731.1|DHYD	LOC6047652|XP_038106139.1|CQUI
OG0004415	LOC111602551|XP_023175474.1|DHYD	LOC6032315|XP_038109935.1|CQUI
OG0004416	LOC111597005|XP_023167277.1|DHYD	LOC6032329|XP_001842959.1|CQUI
OG0004417	LOC111601764|XP_023174272.2|DHYD	LOC6032331|XP_001842961.2|CQUI
OG0004418	LOC111594343|XP_030082047.1|DHYD	LOC6032336|XP_038107700.1|CQUI
OG0004419	LOC111598029|XP_023168825.2|DHYD	LOC6032348|XP_038107931.1|CQUI
OG0004420	LOC111593695|XP_023162386.1|DHYD	LOC6038343|XP_001848158.2|CQUI
OG0004421	LOC111593543|XP_023162131.1|DHYD	LOC6038359|XP_038112016.1|CQUI
OG0004422	LOC111601685|XP_023174158.1|DHYD	LOC6045587|XP_001862927.1|CQUI
OG0004423	LOC111592176|XP_023160002.2|DHYD	LOC6042349|XP_001851481.2|CQUI
OG0004424	LOC111594301|XP_023163306.2|DHYD	LOC6040172|XP_038112149.1|CQUI
OG0004425	LOC111605714|XP_023180167.2|DHYD	LOC6040181|XP_001849632.1|CQUI
OG0004426	LOC111596658|XP_023166731.2|DHYD	LOC6040187|XP_001849638.1|CQUI
OG0004427	LOC111605726|XP_023180186.2|DHYD	LOC6044032|XP_001861604.2|CQUI
OG0004428	LOC111605589|XP_023179961.1|DHYD	LOC6044040|XP_038113685.1|CQUI
OG0004429	LOC111599198|XP_023170557.1|DHYD	LOC6052259|XP_038110794.1|CQUI
OG0004430	LOC111599025|XP_023170307.2|DHYD	LOC6044281|XP_038106035.1|CQUI
OG0004431	LOC111597877|XP_023168571.1|DHYD	LOC6053388|XP_001869486.2|CQUI
OG0004432	LOC111597875|XP_023168568.2|DHYD	LOC6053390|XP_038114397.1|CQUI
OG0004433	LOC111600982|XP_023173140.1|DHYD	LOC6040428|XP_001849786.2|CQUI
OG0004434	LOC111593501|XP_023162040.2|DHYD	LOC6046502|XP_001863688.2|CQUI
OG0004435	LOC111598032|XP_023168828.1|DHYD	LOC6042192|XP_001851336.2|CQUI
OG0004436	LOC111594995|XP_030081915.1|DHYD	LOC6043836|XP_038109461.1|CQUI
OG0004437	LOC111594973|XP_030081994.1|DHYD	LOC6049653|XP_038112914.1|CQUI
OG0004438	LOC111598010|XP_023168774.2|DHYD	LOC6043043|XP_001855135.1|CQUI
OG0004439	LOC111597989|XP_023168735.2|DHYD	LOC6043048|XP_038109857.1|CQUI
OG0004440	LOC111599737|XP_023171264.1|DHYD	LOC6043049|XP_001855160.1|CQUI
OG0004441	LOC111594739|XP_023163946.2|DHYD, LOC111596326|XP_023166259.1|DHYD	LOC6036094|XP_001846187.1|CQUI
OG0004442	LOC111595478|XP_023165013.2|DHYD	LOC6052296|XP_038106051.1|CQUI
OG0004443	LOC111598766|XP_023169948.1|DHYD	LOC6037435|XP_038113014.1|CQUI
OG0004444	LOC111592665|XP_023160792.1|DHYD	LOC6037453|XP_001847365.1|CQUI
OG0004445	LOC111600153|XP_023171911.2|DHYD	LOC6053881|XP_038112120.1|CQUI
OG0004446	LOC111597853|XP_023168532.2|DHYD	LOC119767467|XP_038112057.1|CQUI
OG0004447	LOC111597170|XP_023167498.1|DHYD	LOC6054087|XP_001870059.1|CQUI
OG0004448	LOC111597038|XP_023167319.2|DHYD	LOC6051141|XP_001867621.1|CQUI
OG0004449	LOC111597323|XP_023167723.1|DHYD	LOC6032267|XP_038112344.1|CQUI
OG0004450	LOC111597983|XP_023168727.1|DHYD	LOC6043121|XP_001855932.2|CQUI
OG0004451	LOC111593674|XP_023162333.2|DHYD	LOC6051935|XP_038109907.1|CQUI
OG0004452	LOC111597992|XP_023168739.1|DHYD	LOC6036723|XP_001846727.1|CQUI
OG0004453	LOC111595448|XP_023164943.2|DHYD	LOC6053900|XP_038111023.1|CQUI
OG0004454	LOC111601780|XP_030081564.1|DHYD	LOC6051086|XP_001867567.2|CQUI
OG0004455	LOC111597283|XP_023167666.2|DHYD	LOC6049827|XP_001866528.2|CQUI
OG0004456	LOC111593649|XP_030079410.1|DHYD	LOC6049828|XP_038110980.1|CQUI
OG0004457	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD	LOC6049829|XP_038113642.1|CQUI
OG0004458	LOC111592813|XP_023160992.1|DHYD	LOC6049834|XP_038114092.1|CQUI
OG0004459	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD	LOC6043036|XP_038113686.1|CQUI
OG0004460	LOC111594876|XP_023164130.1|DHYD	LOC6051203|XP_001867679.2|CQUI
OG0004461	LOC111595127|XP_023164467.2|DHYD	LOC6052535|XP_038107429.1|CQUI
OG0004462	LOC111592253|XP_023160102.2|DHYD	LOC6037650|XP_001847537.2|CQUI
OG0004463	LOC111595344|XP_023164786.2|DHYD	LOC6037654|XP_038111327.1|CQUI
OG0004464	LOC111604291|XP_023178080.2|DHYD	LOC6037655|XP_038109004.1|CQUI
OG0004465	LOC111594708|XP_023163899.1|DHYD	LOC6037664|XP_001847551.2|CQUI
OG0004466	LOC111592268|XP_023160134.2|DHYD	LOC119767739|XP_038113033.1|CQUI
OG0004467	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD	LOC6037680|XP_038113819.1|CQUI
OG0004468	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD	LOC6053597|XP_038113318.1|CQUI
OG0004469	LOC111595122|XP_023164460.1|DHYD	LOC6037688|XP_038109555.1|CQUI
OG0004470	LOC111599387|XP_030079236.1|DHYD	LOC6034524|XP_038107939.1|CQUI
OG0004471	LOC111597807|XP_023168460.2|DHYD	LOC6034535|XP_038107558.1|CQUI
OG0004472	LOC111592130|XP_030081998.1|DHYD	LOC6037231|XP_001847162.2|CQUI
OG0004473	LOC111595454|XP_023164955.2|DHYD	LOC6037226|XP_001847156.2|CQUI
OG0004474	LOC111595453|XP_023164954.1|DHYD	LOC6037225|XP_001847155.2|CQUI
OG0004475	LOC111604366|XP_023178204.2|DHYD	LOC6040570|XP_001849950.2|CQUI
OG0004476	LOC111602261|XP_023175023.2|DHYD	LOC119767036|XP_038110210.1|CQUI
OG0004477	LOC111595586|XP_023165165.2|DHYD	LOC6040559|XP_001849941.2|CQUI
OG0004478	LOC111598027|XP_030081227.1|DHYD	LOC6040555|XP_038111992.1|CQUI
OG0004479	LOC111600048|XP_023171741.2|DHYD	LOC6040800|XP_001850139.2|CQUI
OG0004480	LOC111598373|XP_023169352.1|DHYD	LOC6040723|XP_001850076.2|CQUI
OG0004481	LOC111605215|XP_023179409.1|DHYD	LOC119765079|XP_038104137.1|CQUI
OG0004482	LOC111601997|XP_023174653.2|DHYD	LOC6038661|XP_038104035.1|CQUI
OG0004483	LOC111600037|XP_023171723.1|DHYD	LOC6048655|XP_038119598.1|CQUI
OG0004484	LOC111599597|XP_023171050.1|DHYD	LOC6049249|XP_038122253.1|CQUI
OG0004485	LOC111601825|XP_023174417.2|DHYD	LOC6041373|XP_038112278.1|CQUI
OG0004486	LOC111604377|XP_023178216.1|DHYD	LOC6038124|XP_038111955.1|CQUI
OG0004487	LOC111599538|XP_023170960.1|DHYD	LOC6039882|XP_001849382.1|CQUI
OG0004489	LOC111602889|XP_023175992.1|DHYD	LOC119769130|XP_038116959.1|CQUI
OG0004490	LOC111605238|XP_023179442.1|DHYD	LOC119769609|XP_038118647.1|CQUI
OG0004504	LOC111598570|XP_023169639.1|DHYD	LOC6044333|XP_001861863.1|CQUI
OG0004505	LOC111593254|XP_023161682.1|DHYD	LOC6038319|XP_038104606.1|CQUI
OG0004506	LOC111592480|XP_023160464.1|DHYD	LOC6044317|XP_001861849.2|CQUI
OG0004507	LOC111601384|XP_023173691.2|DHYD	LOC6042742|XP_038105247.1|CQUI
OG0004508	LOC111595531|XP_023165085.1|DHYD	LOC6041687|XP_038122612.1|CQUI
OG0004509	LOC111592791|XP_023160966.1|DHYD	LOC6041676|XP_038105528.1|CQUI
OG0004510	LOC111593451|XP_023161976.2|DHYD	LOC6044331|XP_001861861.2|CQUI
OG0004511	LOC111596182|XP_030080771.1|DHYD	LOC6046428|XP_038117632.1|CQUI
OG0004512	LOC111597627|XP_023168198.1|DHYD	LOC6038321|XP_038106795.1|CQUI
OG0004513	LOC111593717|XP_023162451.2|DHYD	LOC6038316|XP_038122522.1|CQUI
OG0004514	LOC111597799|XP_023168448.2|DHYD	LOC6038310|XP_038116441.1|CQUI
OG0004515	LOC111594889|XP_023164142.2|DHYD	LOC6054699|XP_038116622.1|CQUI
OG0004516	LOC111598872|XP_023170089.1|DHYD	LOC6051308|XP_038104873.1|CQUI
OG0004517	LOC111605336|XP_030080094.1|DHYD	LOC6041760|XP_038105640.1|CQUI
OG0004518	LOC111596526|XP_023166561.2|DHYD	LOC6035155|XP_038105094.1|CQUI
OG0004519	LOC111595230|XP_023164634.1|DHYD	LOC6048964|XP_001865800.2|CQUI
OG0004520	LOC111600212|XP_023172001.1|DHYD	LOC6054819|XP_038115444.1|CQUI
OG0004521	LOC111603406|XP_023176748.2|DHYD	LOC6046563|XP_038116157.1|CQUI
OG0004522	LOC111603159|XP_023176404.2|DHYD	LOC6046577|XP_038121576.1|CQUI
OG0004523	LOC111597809|XP_023168463.1|DHYD	LOC6045733|XP_038104022.1|CQUI
OG0004524	LOC111593479|XP_023162009.1|DHYD	LOC6047023|XP_038105348.1|CQUI
OG0004525	LOC111596966|XP_023167206.1|DHYD	LOC6052563|XP_038116645.1|CQUI
OG0004526	LOC111594173|XP_023163126.2|DHYD	LOC6052566|XP_038122841.1|CQUI
OG0004527	LOC111605319|XP_023179551.1|DHYD	LOC6049033|XP_001865861.2|CQUI
OG0004529	LOC111596710|XP_023166798.2|DHYD	LOC6041771|XP_038113297.1|CQUI
OG0004530	LOC111596791|XP_023166915.1|DHYD	LOC6053077|XP_001869231.1|CQUI
OG0004531	LOC111597821|XP_030080657.1|DHYD	LOC6040435|XP_038104003.1|CQUI
OG0004532	LOC111604020|XP_023177637.1|DHYD	LOC6044974|XP_038104897.1|CQUI
OG0004533	LOC111593388|XP_023161877.2|DHYD	LOC6046580|XP_038105033.1|CQUI
OG0004534	LOC111595986|XP_023165741.1|DHYD	LOC6047052|XP_001864160.1|CQUI
OG0004535	LOC111604684|XP_023178618.1|DHYD	LOC6039348|XP_001848966.2|CQUI
OG0004536	LOC111593074|XP_030080115.1|DHYD	LOC6054180|XP_038122455.1|CQUI
OG0004537	LOC111598843|XP_023170047.2|DHYD	LOC6047241|XP_038112455.1|CQUI
OG0004538	LOC111599913|XP_023171505.1|DHYD	LOC6039273|XP_038118326.1|CQUI
OG0004539	LOC111595030|XP_023164319.1|DHYD, LOC115483786|XP_030081902.1|DHYD	LOC6049921|XP_038104483.1|CQUI
OG0004540	LOC111598169|XP_023169029.2|DHYD	LOC6035131|XP_038113239.1|CQUI
OG0004541	LOC111595402|XP_023164879.2|DHYD	LOC6037962|XP_038114417.1|CQUI
OG0004542	LOC111603165|XP_023176411.2|DHYD	LOC6037963|XP_038116044.1|CQUI
OG0004543	LOC111597317|XP_023167714.1|DHYD	LOC6050461|XP_038104463.1|CQUI
OG0004544	LOC111591985|XP_023159706.1|DHYD	LOC6051135|XP_038115739.1|CQUI
OG0004545	LOC111598358|XP_023169337.2|DHYD	LOC6051119|XP_001867603.2|CQUI
OG0004546	LOC111593930|XP_023162776.1|DHYD	LOC6051127|XP_001867611.2|CQUI
OG0004547	LOC111605306|XP_023179531.1|DHYD	LOC6045717|XP_001863026.2|CQUI
OG0004548	LOC111595944|XP_023165678.1|DHYD	LOC6052315|XP_001868609.2|CQUI
OG0004549	LOC111596240|XP_030079687.1|DHYD	LOC6052351|XP_038110438.1|CQUI
OG0004550	LOC111598821|XP_023170019.1|DHYD	LOC6053904|XP_038104969.1|CQUI
OG0004551	LOC111596985|XP_023167237.1|DHYD	LOC6047720|XP_038122700.1|CQUI
OG0004552	LOC111605618|XP_023180024.2|DHYD	LOC6047714|XP_038109886.1|CQUI
OG0004553	LOC111605202|XP_023179378.2|DHYD	LOC6037038|XP_038121452.1|CQUI
OG0004554	LOC111595368|XP_023164822.2|DHYD	LOC6046909|XP_038104039.1|CQUI
OG0004555	LOC111595354|XP_023164799.2|DHYD	LOC6046912|XP_038105550.1|CQUI
OG0004556	LOC111603197|XP_023176453.2|DHYD	LOC6050817|XP_001867349.2|CQUI
OG0004557	LOC111605253|XP_030079966.1|DHYD	LOC6051312|XP_038113046.1|CQUI
OG0004558	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD	LOC6053159|XP_038113667.1|CQUI
OG0004559	LOC111602977|XP_023176139.1|DHYD	LOC6035093|XP_001845329.2|CQUI
OG0004560	LOC111598514|XP_023169556.2|DHYD	LOC6051618|XP_038108788.1|CQUI
OG0004561	LOC111596965|XP_023167210.1|DHYD	LOC6051622|XP_038104690.1|CQUI
OG0004562	LOC111595211|XP_023164588.1|DHYD	LOC6052936|XP_038122801.1|CQUI
OG0004563	LOC111595209|XP_023164585.2|DHYD	LOC6051001|XP_038105076.1|CQUI
OG0004564	LOC111596690|XP_023166771.1|DHYD	LOC6048480|XP_038105200.1|CQUI
OG0004565	LOC111605444|XP_023179729.2|DHYD	LOC6048476|XP_001865387.2|CQUI
OG0004566	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD	LOC6054125|XP_038117418.1|CQUI
OG0004567	LOC111591988|XP_023159712.1|DHYD	LOC6048187|XP_038107860.1|CQUI
OG0004568	LOC111604600|XP_023178482.2|DHYD	LOC6048455|XP_038111137.1|CQUI
OG0004569	LOC111605593|XP_023179969.1|DHYD	LOC6050385|XP_038111966.1|CQUI
OG0004570	LOC111600715|XP_023172741.2|DHYD	LOC6038448|XP_038105388.1|CQUI
OG0004571	LOC111603175|XP_023176424.1|DHYD	LOC6048970|XP_038111393.1|CQUI
OG0004572	LOC111599135|XP_023170467.1|DHYD	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI
OG0004573	LOC111596584|XP_023166631.2|DHYD	LOC6041275|XP_038104486.1|CQUI
OG0004574	LOC111597256|XP_023167627.1|DHYD	LOC6044158|XP_001861707.1|CQUI
OG0004575	LOC111597260|XP_023167632.2|DHYD	LOC6044160|XP_038114472.1|CQUI
OG0004576	LOC111602770|XP_023175801.2|DHYD	LOC6049186|XP_001865990.1|CQUI
OG0004577	LOC111605590|XP_023179962.1|DHYD	LOC6037953|XP_001847804.1|CQUI
OG0004578	LOC111600174|XP_023171936.1|DHYD	LOC6042727|XP_038116263.1|CQUI
OG0004579	LOC111599299|XP_023170670.2|DHYD	LOC119769910|XP_038119941.1|CQUI
OG0004580	LOC111605525|XP_023179854.1|DHYD	LOC6051042|XP_001867535.2|CQUI
OG0004581	LOC111602664|XP_023175616.1|DHYD	LOC6053194|XP_038117809.1|CQUI
OG0004582	LOC111602001|XP_023174658.1|DHYD	LOC6045262|XP_038122702.1|CQUI
OG0004583	LOC111594073|XP_023162980.2|DHYD	LOC6052125|XP_038104612.1|CQUI
OG0004584	LOC111597991|XP_023168738.1|DHYD	LOC6052126|XP_001868442.2|CQUI
OG0004585	LOC111597861|XP_023168551.2|DHYD	LOC119765345|XP_038104987.1|CQUI
OG0004586	LOC111605134|XP_030079418.1|DHYD	LOC6050929|XP_038104034.1|CQUI
OG0004587	LOC111597803|XP_023168456.1|DHYD	LOC6045948|XP_038105657.1|CQUI
OG0004588	LOC111597833|XP_023168497.1|DHYD	LOC6045954|XP_001863228.1|CQUI
OG0004589	LOC111597433|XP_030080051.1|DHYD	LOC6045348|XP_038104219.1|CQUI
OG0004590	LOC111597886|XP_023168589.2|DHYD	LOC6035104|XP_038122870.1|CQUI
OG0004591	LOC111597830|XP_023168494.2|DHYD	LOC6035105|XP_038105687.1|CQUI
OG0004592	LOC111593010|XP_023161313.1|DHYD	LOC6035111|XP_038113017.1|CQUI
OG0004593	LOC111605316|XP_023179547.2|DHYD	LOC6035120|XP_038105529.1|CQUI
OG0004594	LOC111603367|XP_030079538.1|DHYD	LOC6040457|XP_038110915.1|CQUI
OG0004595	LOC111598333|XP_023169303.1|DHYD	LOC6040461|XP_001849848.2|CQUI
OG0004596	LOC111591993|XP_030079921.1|DHYD	LOC6052837|XP_038104294.1|CQUI
OG0004597	LOC111596718|XP_023166808.1|DHYD	LOC6046918|XP_001864043.2|CQUI
OG0004598	LOC111592434|XP_023160385.1|DHYD	LOC119767056|XP_038110423.1|CQUI
OG0004599	LOC111600897|XP_030079016.1|DHYD, LOC115483197|XP_030080271.1|DHYD	LOC6035348|XP_001845559.2|CQUI
OG0004600	LOC111597235|XP_030078958.1|DHYD	LOC6048191|XP_001865145.1|CQUI
OG0004601	LOC111596708|XP_030078965.1|DHYD	LOC6052430|XP_038104097.1|CQUI
OG0004602	LOC111594998|XP_023164265.1|DHYD	LOC6044995|XP_001862419.2|CQUI
OG0004603	LOC111599182|XP_023170536.2|DHYD	LOC6044768|XP_001862228.2|CQUI
OG0004604	LOC111603093|XP_023176321.2|DHYD	LOC6044773|XP_001862232.2|CQUI
OG0004605	LOC111596530|XP_023166568.2|DHYD	LOC6037524|XP_038105381.1|CQUI, LOC6051449|XP_038122451.1|CQUI
OG0004606	LOC111596705|XP_023166792.2|DHYD	LOC6040734|XP_038107461.1|CQUI
OG0004607	LOC111605305|XP_030079965.1|DHYD	LOC6039036|XP_038105073.1|CQUI
OG0004608	LOC111598334|XP_023169304.2|DHYD	LOC6039054|XP_038105592.1|CQUI
OG0004609	LOC111594069|XP_023162970.1|DHYD	LOC6045132|XP_001862534.1|CQUI
OG0004610	LOC111597393|XP_023167827.1|DHYD	LOC6045381|XP_038104655.1|CQUI
OG0004611	LOC111592461|XP_023160428.1|DHYD	LOC6034328|XP_038115400.1|CQUI
OG0004612	LOC111592463|XP_023160432.1|DHYD	LOC6034326|XP_001844659.1|CQUI
OG0004613	LOC111602625|XP_023175555.2|DHYD	LOC6036970|XP_038105799.1|CQUI
OG0004614	LOC111603134|XP_023176377.2|DHYD	LOC6053763|XP_038105797.1|CQUI
OG0004615	LOC111605348|XP_023179595.2|DHYD	LOC6036976|XP_038104225.1|CQUI
OG0004616	LOC111596805|XP_023166934.2|DHYD	LOC6036981|XP_001846948.1|CQUI
OG0004617	LOC111596069|XP_023165890.1|DHYD	LOC6053777|XP_001869806.1|CQUI
OG0004618	LOC111595904|XP_023165613.2|DHYD	LOC6036883|XP_038123011.1|CQUI
OG0004619	LOC111597844|XP_023168519.2|DHYD	LOC6049474|XP_001866227.2|CQUI
OG0004620	LOC111601774|XP_023174288.2|DHYD	LOC6050630|XP_001867201.2|CQUI
OG0004621	LOC111598896|XP_023170129.2|DHYD	LOC6037925|XP_001847782.1|CQUI
OG0004622	LOC111592932|XP_023161158.2|DHYD	LOC6038472|XP_038113212.1|CQUI
OG0004623	LOC111592703|XP_023160854.1|DHYD	LOC6038474|XP_001848271.2|CQUI
OG0004625	LOC111598192|XP_023169086.2|DHYD	LOC6042687|XP_038111477.1|CQUI
OG0004626	LOC111598188|XP_030078888.1|DHYD	LOC6038421|XP_038104812.1|CQUI
OG0004627	LOC111596035|XP_023165832.2|DHYD	LOC6054024|XP_038115572.1|CQUI
OG0004628	LOC111603857|XP_023177468.1|DHYD	LOC6053845|XP_038122897.1|CQUI
OG0004629	LOC111601987|XP_030080613.1|DHYD	LOC6045620|XP_038114673.1|CQUI
OG0004630	LOC111597810|XP_023168466.2|DHYD	LOC6045617|XP_038111690.1|CQUI
OG0004631	LOC111596543|XP_023166587.2|DHYD	LOC6048768|XP_001865645.1|CQUI
