Orthogroup	DHYD.longest_only	DSUP.longest_only
OG0004550	LOC111598821|XP_023170019.1|DHYD	LOC119557679|XP_037726477.1|DSUP
OG0004551	LOC111596985|XP_023167237.1|DHYD	LOC119549247|XP_037713077.1|DSUP
OG0004552	LOC111605618|XP_023180024.2|DHYD	LOC119558258|XP_037727523.1|DSUP
OG0004553	LOC111605202|XP_023179378.2|DHYD	LOC119555663|XP_037723178.1|DSUP
OG0004554	LOC111595368|XP_023164822.2|DHYD	LOC119556675|XP_037724967.1|DSUP
OG0004555	LOC111595354|XP_023164799.2|DHYD	LOC119557873|XP_037726801.1|DSUP
OG0004556	LOC111603197|XP_023176453.2|DHYD	LOC119556909|XP_037725324.1|DSUP
OG0004557	LOC111605253|XP_030079966.1|DHYD	LOC119556668|XP_037724947.1|DSUP
OG0004558	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD	LOC119557058|XP_037725534.1|DSUP
OG0004559	LOC111602977|XP_023176139.1|DHYD	LOC119561813|XP_037731221.1|DSUP
OG0004560	LOC111598514|XP_023169556.2|DHYD	LOC119559028|XP_037728085.1|DSUP
OG0004561	LOC111596965|XP_023167210.1|DHYD	LOC119547993|XP_037710983.1|DSUP
OG0004562	LOC111595211|XP_023164588.1|DHYD	LOC119556206|XP_037724096.1|DSUP
OG0004563	LOC111595209|XP_023164585.2|DHYD	LOC119563518|XP_037732912.1|DSUP
OG0004564	LOC111596690|XP_023166771.1|DHYD	LOC119560115|XP_037729391.1|DSUP
OG0004565	LOC111605444|XP_023179729.2|DHYD	LOC119560918|XP_037730548.1|DSUP
OG0004566	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD	LOC119556237|XP_037724199.1|DSUP
OG0004567	LOC111591988|XP_023159712.1|DHYD	LOC119556529|XP_037724733.1|DSUP
OG0004568	LOC111604600|XP_023178482.2|DHYD	LOC119557218|XP_037725812.1|DSUP
OG0004569	LOC111605593|XP_023179969.1|DHYD	LOC119559924|XP_037729057.1|DSUP
OG0004570	LOC111600715|XP_023172741.2|DHYD	LOC119549050|XP_037712672.1|DSUP
OG0004571	LOC111603175|XP_023176424.1|DHYD	LOC119556086|XP_037723865.1|DSUP
OG0004572	LOC111599135|XP_023170467.1|DHYD	LOC119548059|XP_037711071.1|DSUP
OG0004573	LOC111596584|XP_023166631.2|DHYD	LOC119548977|XP_037712503.1|DSUP
OG0004574	LOC111597256|XP_023167627.1|DHYD	LOC119556659|XP_037724930.1|DSUP
OG0004575	LOC111597260|XP_023167632.2|DHYD	LOC119556509|XP_037724701.1|DSUP
OG0004576	LOC111602770|XP_023175801.2|DHYD	LOC119560500|XP_037729898.1|DSUP
OG0004577	LOC111605590|XP_023179962.1|DHYD	LOC119559853|XP_037728886.1|DSUP
OG0004578	LOC111600174|XP_023171936.1|DHYD	LOC119556342|XP_037724369.1|DSUP
OG0004579	LOC111599299|XP_023170670.2|DHYD	LOC119545931|XP_037707789.1|DSUP
OG0004580	LOC111605525|XP_023179854.1|DHYD	LOC119559870|XP_037728924.1|DSUP
OG0004581	LOC111602664|XP_023175616.1|DHYD	LOC119546129|XP_037708158.1|DSUP
OG0004582	LOC111602001|XP_023174658.1|DHYD	LOC119563180|XP_037732379.1|DSUP
OG0004583	LOC111594073|XP_023162980.2|DHYD	LOC119558121|XP_037727279.1|DSUP
OG0004584	LOC111597991|XP_023168738.1|DHYD	LOC119550001|XP_037714350.1|DSUP
OG0004585	LOC111597861|XP_023168551.2|DHYD	LOC119546665|XP_037709055.1|DSUP
OG0004586	LOC111605134|XP_030079418.1|DHYD	LOC119556217|XP_037724129.1|DSUP
OG0004587	LOC111597803|XP_023168456.1|DHYD	LOC119549016|XP_037712591.1|DSUP
OG0004588	LOC111597833|XP_023168497.1|DHYD	LOC119563132|XP_037732310.1|DSUP
OG0004589	LOC111597433|XP_030080051.1|DHYD	LOC119556210|XP_037724098.1|DSUP
OG0004590	LOC111597886|XP_023168589.2|DHYD	LOC119545634|XP_037707272.1|DSUP
OG0004591	LOC111597830|XP_023168494.2|DHYD	LOC119545633|XP_037707271.1|DSUP
OG0004592	LOC111593010|XP_023161313.1|DHYD	LOC119558282|XP_037727585.1|DSUP
OG0004593	LOC111605316|XP_023179547.2|DHYD	LOC119557947|XP_037726895.1|DSUP
OG0004594	LOC111603367|XP_030079538.1|DHYD	LOC119557095|XP_037725585.1|DSUP
OG0004595	LOC111598333|XP_023169303.1|DHYD	LOC119557480|XP_037726177.1|DSUP
OG0004596	LOC111591993|XP_030079921.1|DHYD	LOC119557298|XP_037725934.1|DSUP
OG0004597	LOC111596718|XP_023166808.1|DHYD	LOC119556252|XP_037724221.1|DSUP
OG0004598	LOC111592434|XP_023160385.1|DHYD	LOC119552931|XP_037718802.1|DSUP
OG0004599	LOC111600897|XP_030079016.1|DHYD, LOC115483197|XP_030080271.1|DHYD	LOC119547958|XP_037710936.1|DSUP
OG0004600	LOC111597235|XP_030078958.1|DHYD	LOC119555865|XP_037723445.1|DSUP
OG0004601	LOC111596708|XP_030078965.1|DHYD	LOC119556922|XP_037725337.1|DSUP
OG0004602	LOC111594998|XP_023164265.1|DHYD	LOC119556723|XP_037725049.1|DSUP
OG0004603	LOC111599182|XP_023170536.2|DHYD	LOC119546650|XP_037709032.1|DSUP
OG0004604	LOC111603093|XP_023176321.2|DHYD	LOC119558135|XP_037727296.1|DSUP
OG0004605	LOC111596530|XP_023166568.2|DHYD	LOC119555987|XP_037723642.1|DSUP
OG0004606	LOC111596705|XP_023166792.2|DHYD	LOC119561031|XP_037730786.1|DSUP
OG0004607	LOC111605305|XP_030079965.1|DHYD	LOC119556893|XP_037725301.1|DSUP
OG0004608	LOC111598334|XP_023169304.2|DHYD	LOC119558270|XP_037727566.1|DSUP
OG0004609	LOC111594069|XP_023162970.1|DHYD	LOC119556663|XP_037724939.1|DSUP
OG0004610	LOC111597393|XP_023167827.1|DHYD	LOC119557805|XP_037726731.1|DSUP
OG0004611	LOC111592461|XP_023160428.1|DHYD	LOC119551742|XP_037717174.1|DSUP
OG0004612	LOC111592463|XP_023160432.1|DHYD	LOC119556519|XP_037724724.1|DSUP
OG0004613	LOC111602625|XP_023175555.2|DHYD	LOC119546144|XP_037708183.1|DSUP
OG0004614	LOC111603134|XP_023176377.2|DHYD	LOC119558201|XP_037727421.1|DSUP
OG0004615	LOC111605348|XP_023179595.2|DHYD	LOC119556514|XP_037724711.1|DSUP
OG0004616	LOC111596805|XP_023166934.2|DHYD	LOC119556131|XP_037723948.1|DSUP
OG0004617	LOC111596069|XP_023165890.1|DHYD	LOC119547079|XP_037709699.1|DSUP
OG0004618	LOC111595904|XP_023165613.2|DHYD	LOC119560795|XP_037730359.1|DSUP
OG0004619	LOC111597844|XP_023168519.2|DHYD	LOC119560351|XP_037729682.1|DSUP
OG0004620	LOC111601774|XP_023174288.2|DHYD	LOC119559742|XP_037728728.1|DSUP
OG0004621	LOC111598896|XP_023170129.2|DHYD	LOC119562984|XP_037732089.1|DSUP
OG0004622	LOC111592932|XP_023161158.2|DHYD	LOC119557389|XP_037726065.1|DSUP
OG0004623	LOC111592703|XP_023160854.1|DHYD	LOC119552758|XP_037718483.1|DSUP
OG0004624	LOC111603618|XP_023177056.1|DHYD	LOC119560070|XP_037729305.1|DSUP
OG0004625	LOC111598192|XP_023169086.2|DHYD	LOC119557823|XP_037726694.1|DSUP
OG0004626	LOC111598188|XP_030078888.1|DHYD	LOC119555861|XP_037723430.1|DSUP
OG0004627	LOC111596035|XP_023165832.2|DHYD	LOC119555684|XP_037723235.1|DSUP
OG0004628	LOC111603857|XP_023177468.1|DHYD	LOC119557568|XP_037726288.1|DSUP
OG0004629	LOC111601987|XP_030080613.1|DHYD	LOC119559859|XP_037728892.1|DSUP
OG0004630	LOC111597810|XP_023168466.2|DHYD	LOC119563533|XP_037732933.1|DSUP
OG0004632	LOC111596534|XP_023166575.1|DHYD	LOC119548912|XP_037712485.1|DSUP
OG0004633	LOC111592689|XP_023160824.1|DHYD	LOC119553357|XP_037719631.1|DSUP
OG0004634	LOC111599425|XP_023170844.2|DHYD	LOC119551340|XP_037716577.1|DSUP
OG0004635	LOC111592359|XP_023160284.2|DHYD	LOC119556402|XP_037724506.1|DSUP
OG0004636	LOC111594893|XP_023164148.2|DHYD	LOC119558183|XP_037727377.1|DSUP
OG0004637	LOC111596458|XP_030079401.1|DHYD	LOC119557671|XP_037726462.1|DSUP
OG0004638	LOC111600167|XP_023171927.2|DHYD	LOC119556793|XP_037725158.1|DSUP
OG0004640	LOC111603283|XP_023176564.2|DHYD	LOC119563407|XP_037732702.1|DSUP
OG0004641	LOC111596785|XP_023166906.1|DHYD	LOC119558367|XP_037727806.1|DSUP
OG0004642	LOC111596468|XP_023166487.2|DHYD	LOC119557673|XP_037726469.1|DSUP
OG0004643	LOC111601418|XP_023173762.1|DHYD	LOC119563319|XP_037732582.1|DSUP
OG0004644	LOC111595735|XP_023165394.2|DHYD	LOC119557330|XP_037725979.1|DSUP
OG0004645	LOC111599041|XP_023170324.1|DHYD	LOC119546181|XP_037708233.1|DSUP
OG0004646	LOC111597854|XP_023168534.1|DHYD	LOC119558128|XP_037727292.1|DSUP
OG0004647	LOC111598864|XP_023170079.1|DHYD	LOC119558318|XP_037727658.1|DSUP
OG0004648	LOC111603117|XP_023176356.1|DHYD	LOC119556035|XP_037723751.1|DSUP
OG0004649	LOC111591910|XP_023159598.1|DHYD	LOC119556432|XP_037724588.1|DSUP
OG0004650	LOC111592543|XP_023160593.2|DHYD	LOC119546978|XP_037709555.1|DSUP
OG0004651	LOC111601458|XP_023173806.2|DHYD	LOC119553635|XP_037720041.1|DSUP
OG0004652	LOC111603284|XP_023176565.2|DHYD	LOC119546589|XP_037708934.1|DSUP
OG0004653	LOC111594910|XP_030081820.1|DHYD	LOC119553980|XP_037720615.1|DSUP
OG0004654	LOC111599321|XP_023170705.2|DHYD	LOC119546724|XP_037709142.1|DSUP
OG0004655	LOC111603659|XP_023177111.1|DHYD	LOC119562893|XP_037731938.1|DSUP
OG0004656	LOC111601901|XP_023174511.1|DHYD	LOC119556600|XP_037724840.1|DSUP
OG0004657	LOC111592003|XP_023159751.2|DHYD	LOC119560882|XP_037730487.1|DSUP
OG0004658	LOC111601786|XP_023174321.2|DHYD	LOC119549531|XP_037713584.1|DSUP
OG0004659	LOC111598553|XP_023169614.1|DHYD	LOC119549656|XP_037713774.1|DSUP
OG0004660	LOC111598359|XP_023169340.2|DHYD	LOC119559751|XP_037728749.1|DSUP
OG0004661	LOC111601531|XP_023173932.2|DHYD	LOC119562903|XP_037731957.1|DSUP
OG0004662	LOC111603431|XP_023176784.1|DHYD	LOC119555192|XP_037722380.1|DSUP
OG0004663	LOC111593409|XP_023161901.2|DHYD	LOC119557647|XP_037726426.1|DSUP
OG0004664	LOC111593494|XP_023162026.2|DHYD	LOC119556199|XP_037724079.1|DSUP
OG0004665	LOC111605271|XP_030079967.1|DHYD	LOC119556846|XP_037725245.1|DSUP
OG0004666	LOC111602723|XP_023175736.1|DHYD	LOC119560798|XP_037730358.1|DSUP
OG0004667	LOC111602708|XP_023175713.1|DHYD	LOC119560801|XP_037730363.1|DSUP
OG0004668	LOC111604025|XP_023177650.1|DHYD	LOC119555954|XP_037723592.1|DSUP
OG0004669	LOC111605052|XP_023179157.1|DHYD	LOC119545934|XP_037707800.1|DSUP
OG0004670	LOC111604215|XP_023177950.1|DHYD	LOC119548841|XP_037712392.1|DSUP
OG0004671	LOC111598287|XP_023169238.1|DHYD	LOC119560694|XP_037730204.1|DSUP
OG0004672	LOC111595686|XP_023165295.2|DHYD	LOC119562919|XP_037731996.1|DSUP
OG0004673	LOC111597045|XP_023167332.1|DHYD	LOC119547027|XP_037709629.1|DSUP
OG0004674	LOC111603508|XP_023176884.1|DHYD	LOC119560892|XP_037730526.1|DSUP
OG0004675	LOC111603496|XP_023176871.1|DHYD	LOC119545777|XP_037707570.1|DSUP
OG0004676	LOC111594417|XP_023163470.2|DHYD	LOC119560365|XP_037729698.1|DSUP
OG0004677	LOC111604200|XP_023177924.1|DHYD	LOC119558647|XP_037727974.1|DSUP
OG0004678	LOC111602685|XP_023175674.2|DHYD	LOC119558627|XP_037727963.1|DSUP
OG0004679	LOC111601427|XP_023173771.2|DHYD	LOC119560375|XP_037729710.1|DSUP
OG0004680	LOC111601536|XP_023173937.2|DHYD	LOC119547458|XP_037710259.1|DSUP
OG0004681	LOC111602773|XP_023175803.1|DHYD	LOC119560025|XP_037729245.1|DSUP
OG0004682	LOC111601186|XP_023173435.1|DHYD	LOC119547428|XP_037710215.1|DSUP
OG0004683	LOC111594632|XP_023163794.2|DHYD	LOC119558427|XP_037727909.1|DSUP
OG0004684	LOC111601982|XP_023174633.2|DHYD	LOC119560961|XP_037730640.1|DSUP
OG0004685	LOC111604259|XP_023178018.1|DHYD	LOC119547568|XP_037710400.1|DSUP
OG0004686	LOC111604850|XP_023178851.1|DHYD	LOC119545824|XP_037707650.1|DSUP
OG0004687	LOC111604263|XP_023178027.2|DHYD	LOC119563182|XP_037732381.1|DSUP
OG0004688	LOC111597189|XP_023167527.2|DHYD	LOC119560016|XP_037729233.1|DSUP
OG0004689	LOC111601527|XP_023173921.1|DHYD	LOC119545809|XP_037707620.1|DSUP
OG0004690	LOC111600833|XP_023172905.1|DHYD	LOC119559760|XP_037728759.1|DSUP
OG0004691	LOC111599442|XP_023170865.2|DHYD	LOC119546826|XP_037709349.1|DSUP
OG0004692	LOC111602853|XP_023175940.2|DHYD	LOC119563170|XP_037732364.1|DSUP
OG0004693	LOC111602707|XP_023175716.1|DHYD	LOC119563169|XP_037732362.1|DSUP
OG0004694	LOC115483696|XP_030081612.1|DHYD, LOC111600804|XP_023172862.1|DHYD	LOC119561018|XP_037730773.1|DSUP
OG0004695	LOC111603510|XP_023176888.2|DHYD	LOC119545978|XP_037707887.1|DSUP
OG0004696	LOC111600726|XP_023172766.2|DHYD	LOC119551823|XP_037717317.1|DSUP
OG0004697	LOC111602832|XP_023175910.1|DHYD	LOC119557566|XP_037726278.1|DSUP
OG0004698	LOC111593006|XP_023161302.1|DHYD	LOC119557478|XP_037726174.1|DSUP
OG0004699	LOC111601754|XP_023174261.1|DHYD	LOC119563126|XP_037732302.1|DSUP
OG0004700	LOC111605503|XP_023179821.2|DHYD	LOC119560333|XP_037729651.1|DSUP
OG0004701	LOC111598499|XP_023169526.1|DHYD	LOC119560615|XP_037730080.1|DSUP
OG0004702	LOC111602782|XP_023175821.2|DHYD	LOC119545751|XP_037707513.1|DSUP
OG0004703	LOC111605516|XP_023179840.2|DHYD	LOC119563406|XP_037732700.1|DSUP
OG0004704	LOC111593671|XP_023162327.2|DHYD	LOC119549605|XP_037713700.1|DSUP
OG0004705	LOC111602648|XP_023175584.1|DHYD	LOC119560815|XP_037730387.1|DSUP
OG0004706	LOC111592840|XP_023161034.2|DHYD	LOC119552557|XP_037718104.1|DSUP
OG0004707	LOC111600864|XP_023172952.2|DHYD	LOC119546445|XP_037708647.1|DSUP
OG0004708	LOC111595323|XP_023164752.2|DHYD	LOC119560522|XP_037729925.1|DSUP
OG0004709	LOC111595954|XP_023165697.1|DHYD	LOC119560710|XP_037730246.1|DSUP
OG0004710	LOC111601496|XP_023173851.2|DHYD	LOC119549294|XP_037713184.1|DSUP
OG0004711	LOC111602921|XP_023176039.1|DHYD	LOC119551936|XP_037717528.1|DSUP
OG0004712	LOC111605552|XP_023179883.1|DHYD	LOC119559863|XP_037728898.1|DSUP
OG0004713	LOC111596496|XP_030080810.1|DHYD	LOC119563442|XP_037732765.1|DSUP
OG0004714	LOC111597166|XP_023167493.1|DHYD	LOC119562870|XP_037731911.1|DSUP
OG0004715	LOC111600353|XP_023172193.1|DHYD	LOC119548182|XP_037711225.1|DSUP
OG0004716	LOC111596489|XP_023166518.2|DHYD	LOC119548449|XP_037711644.1|DSUP
OG0004717	LOC111603190|XP_023176442.2|DHYD	LOC119557636|XP_037726398.1|DSUP
OG0004718	LOC111599380|XP_023170782.2|DHYD	LOC119547202|XP_037709874.1|DSUP
OG0004719	LOC111601985|XP_023174637.2|DHYD	LOC119548263|XP_037711339.1|DSUP
OG0004720	LOC111602785|XP_023175824.1|DHYD	LOC119549221|XP_037713032.1|DSUP
OG0004721	LOC111603298|XP_023176590.2|DHYD	LOC119563173|XP_037732368.1|DSUP
OG0004722	LOC111595240|XP_023164646.2|DHYD	LOC119563068|XP_037732211.1|DSUP
OG0004723	LOC111593472|XP_023162001.2|DHYD	LOC119556324|XP_037724340.1|DSUP
OG0004724	LOC111596185|XP_023166060.1|DHYD	LOC119560870|XP_037730470.1|DSUP
OG0004725	LOC111594566|XP_023163691.2|DHYD	LOC119545728|XP_037707475.1|DSUP
OG0004726	LOC111603501|XP_023176876.2|DHYD	LOC119557542|XP_037726247.1|DSUP
OG0004727	LOC111605489|XP_023179802.2|DHYD	LOC119558965|XP_037728072.1|DSUP
OG0004728	LOC111605517|XP_023179843.1|DHYD	LOC119560663|XP_037730160.1|DSUP
OG0004729	LOC111603097|XP_023176325.2|DHYD	LOC119558024|XP_037727079.1|DSUP
OG0004730	LOC111602235|XP_023174987.2|DHYD	LOC119546656|XP_037709039.1|DSUP
OG0004731	LOC111601407|XP_023173733.1|DHYD	LOC119560240|XP_037729531.1|DSUP
OG0004732	LOC111603583|XP_023177004.2|DHYD	LOC119559843|XP_037728868.1|DSUP
OG0004733	LOC111603645|XP_023177092.2|DHYD	LOC119559822|XP_037728844.1|DSUP
OG0004734	LOC111594804|XP_023164034.2|DHYD	LOC119559883|XP_037728948.1|DSUP
OG0004735	LOC111601512|XP_023173875.2|DHYD	LOC119545828|XP_037707654.1|DSUP
OG0004736	LOC111605461|XP_023179746.2|DHYD	LOC119545711|XP_037707438.1|DSUP
OG0004737	LOC111596030|XP_023165829.2|DHYD	LOC119560792|XP_037730349.1|DSUP
OG0004738	LOC111596467|XP_023166491.2|DHYD	LOC119560006|XP_037729208.1|DSUP
OG0004739	LOC115483797|XP_030081913.1|DHYD, LOC111602955|XP_023176099.2|DHYD	LOC119561787|XP_037731197.1|DSUP
OG0004740	LOC111598569|XP_023169638.2|DHYD	LOC119551923|XP_037717485.1|DSUP
OG0004741	LOC111604251|XP_023178005.2|DHYD	LOC119561086|XP_037730885.1|DSUP
OG0004742	LOC111594130|XP_030079792.1|DHYD	LOC119552740|XP_037718478.1|DSUP
OG0004743	LOC111592685|XP_023160819.2|DHYD	LOC119560552|XP_037729992.1|DSUP
OG0004744	LOC111601160|XP_023173408.1|DHYD	LOC119546578|XP_037708908.1|DSUP
OG0004745	LOC111604885|XP_030078765.1|DHYD	LOC119559811|XP_037728824.1|DSUP
OG0004746	LOC111604642|XP_030078616.1|DHYD	LOC119553449|XP_037719781.1|DSUP
OG0004747	LOC111598899|XP_023170134.2|DHYD	LOC119553464|XP_037719798.1|DSUP
OG0004748	LOC111604641|XP_030078648.1|DHYD	LOC119548583|XP_037711834.1|DSUP
OG0004749	LOC111600613|XP_023172574.1|DHYD	LOC119551204|XP_037716369.1|DSUP
OG0004750	LOC111597876|XP_023168569.1|DHYD	LOC119560355|XP_037729687.1|DSUP
OG0004751	LOC111594962|XP_023164229.2|DHYD	LOC119555657|XP_037723169.1|DSUP
OG0004752	LOC111597766|XP_023168392.2|DHYD	LOC119559814|XP_037728833.1|DSUP
OG0004753	LOC111594492|XP_023163570.1|DHYD	LOC119563497|XP_037732865.1|DSUP
OG0004754	LOC111603246|XP_023176521.1|DHYD	LOC119551392|XP_037716650.1|DSUP
OG0004755	LOC111600634|XP_023172607.1|DHYD	LOC119547839|XP_037710800.1|DSUP
OG0004756	LOC111600709|XP_023172733.2|DHYD	LOC119547822|XP_037710776.1|DSUP
OG0004757	LOC111594587|XP_023163713.2|DHYD	LOC119563361|XP_037732640.1|DSUP
OG0004758	LOC111601342|XP_023173641.2|DHYD	LOC119560206|XP_037729497.1|DSUP
OG0004759	LOC111605433|XP_023179716.1|DHYD	LOC119560979|XP_037730681.1|DSUP
OG0004760	LOC111602645|XP_023175579.2|DHYD	LOC119559798|XP_037728809.1|DSUP
OG0004761	LOC111602537|XP_023175447.2|DHYD	LOC119563335|XP_037732608.1|DSUP, LOC119559283|XP_037728284.1|DSUP
OG0004762	LOC111592584|XP_023160665.1|DHYD	LOC119547119|XP_037709757.1|DSUP
OG0004763	LOC111592930|XP_023161157.1|DHYD	LOC119560967|XP_037730658.1|DSUP
OG0004764	LOC111593255|XP_023161687.1|DHYD	LOC119560827|XP_037730401.1|DSUP
OG0004765	LOC111601768|XP_030081568.1|DHYD	LOC119548818|XP_037712345.1|DSUP
OG0004766	LOC111593690|XP_023162356.1|DHYD	LOC119563267|XP_037732514.1|DSUP
OG0004767	LOC111605482|XP_023179785.2|DHYD	LOC119559758|XP_037728757.1|DSUP
OG0004768	LOC111605524|XP_023179853.2|DHYD	LOC119560833|XP_037730408.1|DSUP
OG0004769	LOC111599003|XP_023170282.2|DHYD	LOC119547826|XP_037710777.1|DSUP
OG0004770	LOC111601337|XP_023173634.1|DHYD	LOC119553282|XP_037719524.1|DSUP
OG0004771	LOC111596424|XP_023166404.2|DHYD	LOC119545754|XP_037707524.1|DSUP
OG0004772	LOC111602717|XP_030078721.1|DHYD	LOC119560262|XP_037729554.1|DSUP
OG0004773	LOC111600663|XP_023172656.1|DHYD	LOC119559554|XP_037728520.1|DSUP
OG0004774	LOC111600664|XP_023172657.1|DHYD, LOC115482730|XP_030081894.1|DHYD	LOC119559570|XP_037728522.1|DSUP
OG0004775	LOC111595727|XP_023165349.1|DHYD	LOC119561025|XP_037730778.1|DSUP
OG0004776	LOC111593823|XP_023162623.2|DHYD	LOC119552143|XP_037717867.1|DSUP
OG0004777	LOC111600847|XP_023172920.1|DHYD	LOC119560778|XP_037730331.1|DSUP
OG0004778	LOC111600407|XP_023172256.1|DHYD	LOC119548491|XP_037711694.1|DSUP
OG0004779	LOC111602791|XP_023175836.2|DHYD	LOC119559738|XP_037728725.1|DSUP
OG0004780	LOC111599157|XP_023170496.1|DHYD	LOC119546988|XP_037709571.1|DSUP
OG0004781	LOC111604256|XP_023178014.2|DHYD	LOC119560003|XP_037729205.1|DSUP
OG0004782	LOC111602699|XP_023175699.2|DHYD	LOC119549188|XP_037712948.1|DSUP
OG0004783	LOC111603211|XP_023176476.1|DHYD	LOC119557886|XP_037726816.1|DSUP
OG0004784	LOC111594550|XP_023163671.1|DHYD	LOC119560364|XP_037729697.1|DSUP
OG0004785	LOC111594564|XP_023163689.1|DHYD	LOC119560468|XP_037729855.1|DSUP
OG0004786	LOC111594586|XP_023163712.1|DHYD	LOC119560113|XP_037729390.1|DSUP
OG0004787	LOC111594443|XP_023163498.1|DHYD	LOC119560942|XP_037730608.1|DSUP
OG0004788	LOC111594607|XP_023163750.2|DHYD	LOC119560913|XP_037730542.1|DSUP
OG0004789	LOC111594444|XP_023163499.2|DHYD	LOC119560738|XP_037730280.1|DSUP
OG0004790	LOC111597104|XP_030080688.1|DHYD	LOC119553583|XP_037719963.1|DSUP
OG0004791	LOC111597155|XP_030080685.1|DHYD	LOC119554145|XP_037720853.1|DSUP
OG0004792	LOC111603485|XP_023176850.1|DHYD	LOC119560873|XP_037730475.1|DSUP
OG0004793	LOC111594815|XP_023164045.2|DHYD	LOC119545661|XP_037707315.1|DSUP
OG0004794	LOC111605587|XP_023179958.2|DHYD	LOC119559850|XP_037728883.1|DSUP
OG0004795	LOC111603245|XP_023176520.2|DHYD	LOC119546728|XP_037709150.1|DSUP
OG0004796	LOC111596411|XP_023166390.1|DHYD	LOC119559987|XP_037729174.1|DSUP
OG0004797	LOC111598219|XP_030080666.1|DHYD	LOC119560031|XP_037729256.1|DSUP
OG0004798	LOC111594450|XP_023163511.1|DHYD	LOC119555817|XP_037723366.1|DSUP
OG0004799	LOC111605464|XP_023179751.2|DHYD	LOC119560469|XP_037729856.1|DSUP
OG0004800	LOC111593264|XP_023161699.1|DHYD	LOC119560783|XP_037730337.1|DSUP
OG0004801	LOC111598517|XP_023169561.2|DHYD	LOC119547257|XP_037709968.1|DSUP
OG0004802	LOC111600669|XP_023172685.2|DHYD	LOC119559772|XP_037728780.1|DSUP
OG0004803	LOC111600231|XP_030080753.1|DHYD	LOC119563538|XP_037732952.1|DSUP
OG0004804	LOC111605475|XP_023179777.2|DHYD	LOC119560834|XP_037730413.1|DSUP
OG0004805	LOC111593678|XP_023162338.2|DHYD	LOC119545713|XP_037707443.1|DSUP
OG0004806	LOC111591982|XP_023159701.1|DHYD	LOC119556209|XP_037724097.1|DSUP
OG0004807	LOC111600843|XP_023172916.1|DHYD	LOC119563253|XP_037732495.1|DSUP
OG0004808	LOC111594620|XP_023163779.1|DHYD	LOC119560463|XP_037729851.1|DSUP
OG0004809	LOC115483778|XP_030081880.1|DHYD, LOC111600697|XP_023172720.1|DHYD	LOC119563354|XP_037732632.1|DSUP
OG0004810	LOC111600708|XP_023172732.1|DHYD	LOC119552796|XP_037718560.1|DSUP
OG0004811	LOC111596652|XP_023166719.1|DHYD	LOC119552858|XP_037718666.1|DSUP
OG0004812	LOC111593692|XP_023162359.2|DHYD	LOC119562904|XP_037731972.1|DSUP
OG0004813	LOC111603657|XP_023177109.2|DHYD	LOC119562892|XP_037731937.1|DSUP
OG0004814	LOC111605427|XP_023179704.2|DHYD	LOC119559888|XP_037728954.1|DSUP
OG0004815	LOC111605129|XP_023179261.2|DHYD	LOC119555962|XP_037723609.1|DSUP
OG0004816	LOC111603178|XP_023176427.2|DHYD	LOC119558102|XP_037727243.1|DSUP
OG0004817	LOC111603145|XP_023176389.2|DHYD	LOC119558101|XP_037727242.1|DSUP
OG0004818	LOC111602769|XP_023175800.1|DHYD	LOC119560498|XP_037729897.1|DSUP
OG0004819	LOC111599596|XP_023171047.2|DHYD	LOC119554275|XP_037721058.1|DSUP
OG0004820	LOC111594622|XP_023163780.2|DHYD	LOC119560591|XP_037730044.1|DSUP
OG0004821	LOC111596419|XP_023166398.2|DHYD	LOC119545721|XP_037707468.1|DSUP
OG0004822	LOC111601498|XP_023173855.2|DHYD	LOC119549314|XP_037713220.1|DSUP
OG0004823	LOC111594411|XP_023163455.2|DHYD	LOC119560528|XP_037729935.1|DSUP
OG0004824	LOC111594412|XP_023163464.1|DHYD	LOC119560529|XP_037729945.1|DSUP
OG0004825	LOC111594132|XP_023163060.1|DHYD	LOC119562574|XP_037731750.1|DSUP
OG0004826	LOC111595589|XP_023165171.2|DHYD	LOC119561039|XP_037730795.1|DSUP
OG0004827	LOC111595699|XP_023165315.2|DHYD	LOC119560444|XP_037729818.1|DSUP
OG0004828	LOC111602676|XP_023175658.1|DHYD	LOC119555463|XP_037722800.1|DSUP
OG0004829	LOC111596501|XP_023166530.2|DHYD	LOC119560684|XP_037730190.1|DSUP
OG0004830	LOC111598547|XP_030080580.1|DHYD	LOC119561051|XP_037730811.1|DSUP
OG0004831	LOC111600460|XP_023172329.1|DHYD	LOC119552882|XP_037718713.1|DSUP
OG0004832	LOC111596086|XP_023165918.1|DHYD	LOC119560860|XP_037730456.1|DSUP
OG0004833	LOC111598541|XP_023169598.1|DHYD	LOC119560701|XP_037730216.1|DSUP
OG0004834	LOC111602771|XP_023175805.1|DHYD, LOC115483790|XP_030081908.1|DHYD	LOC119551220|XP_037716388.1|DSUP
OG0004835	LOC111601421|XP_023173764.2|DHYD	LOC119563357|XP_037732634.1|DSUP
OG0004836	LOC111596604|XP_023166654.2|DHYD	LOC119549451|XP_037713478.1|DSUP
OG0004837	LOC111605727|XP_023180187.1|DHYD	LOC119554789|XP_037721764.1|DSUP
OG0004838	LOC111601321|XP_023173619.2|DHYD	LOC119551640|XP_037717002.1|DSUP
