Orthogroup	DHYD.longest_only	BCOP.longest_only
OG0004833	LOC111598541|XP_023169598.1|DHYD	LOC119067299|XP_037026095.1|BCOP
OG0004834	LOC111602771|XP_023175805.1|DHYD, LOC115483790|XP_030081908.1|DHYD	LOC119067924|XP_037027126.1|BCOP
OG0004835	LOC111601421|XP_023173764.2|DHYD	LOC119070460|XP_037030708.1|BCOP
OG0004836	LOC111596604|XP_023166654.2|DHYD	LOC119074901|XP_037037146.1|BCOP, LOC119074869|XP_037037092.1|BCOP
OG0004837	LOC111605727|XP_023180187.1|DHYD	LOC119072528|XP_037033671.1|BCOP
OG0004838	LOC111601321|XP_023173619.2|DHYD	LOC119070505|XP_037030757.1|BCOP
OG0004839	LOC111601292|XP_023173569.2|DHYD	LOC119070503|XP_037030747.1|BCOP
OG0004840	LOC111593357|XP_030078671.1|DHYD	LOC119077749|XP_037040952.1|BCOP
OG0004841	LOC111598967|XP_023170227.1|DHYD	LOC119082998|XP_037048532.1|BCOP
OG0004842	LOC111604260|XP_023178022.1|DHYD	LOC119069119|XP_037028911.1|BCOP
OG0004843	LOC111592938|XP_023161167.1|DHYD	LOC119068430|XP_037027895.1|BCOP
OG0004844	LOC111604951|XP_023178995.2|DHYD	LOC119067104|XP_037025763.1|BCOP
OG0004845	LOC111604933|XP_023178971.1|DHYD	LOC119067100|XP_037025758.1|BCOP
OG0004846	LOC111595013|XP_023164287.1|DHYD	LOC119066722|XP_037025232.1|BCOP
OG0004847	LOC111595011|XP_023164285.2|DHYD	LOC119072915|XP_037034128.1|BCOP
OG0004848	LOC111600938|XP_023173077.2|DHYD	LOC119073856|XP_037035614.1|BCOP
OG0004849	LOC111595558|XP_023165120.2|DHYD	LOC119081136|XP_037045779.1|BCOP
OG0004850	LOC111596276|XP_023166206.1|DHYD	LOC119085749|XP_037052126.1|BCOP
OG0004851	LOC111595189|XP_030078617.1|DHYD	LOC119085754|XP_037052132.1|BCOP
OG0004852	LOC111595676|XP_023165283.2|DHYD	LOC119085767|XP_037052147.1|BCOP
OG0004853	LOC111594129|XP_023163056.2|DHYD	LOC119081784|XP_037046889.1|BCOP
OG0004854	LOC111605196|XP_023179368.1|DHYD	LOC119084865|XP_037050895.1|BCOP
OG0004855	LOC111592810|XP_023160989.2|DHYD	LOC119071857|XP_037032812.1|BCOP, LOC119082833|XP_037048383.1|BCOP
OG0004856	LOC111603064|XP_030081848.1|DHYD	LOC119073469|XP_037034868.1|BCOP
OG0004857	LOC111601714|XP_023174200.2|DHYD	LOC119082492|XP_037047901.1|BCOP, LOC119079805|XP_037043768.1|BCOP
OG0004858	LOC111603072|XP_023176297.2|DHYD	LOC119079828|XP_037043787.1|BCOP
OG0004859	LOC111603073|XP_023176300.2|DHYD	LOC119073158|XP_037034355.1|BCOP, LOC119073157|XP_037034354.1|BCOP
OG0004860	LOC111602893|XP_023175997.1|DHYD	LOC119081295|XP_037045953.1|BCOP, LOC119084593|XP_037050537.1|BCOP
OG0004861	LOC111598679|XP_023169808.2|DHYD	LOC119081072|XP_037045692.1|BCOP
OG0004862	LOC111598754|XP_030081508.1|DHYD	LOC119074388|XP_037036406.1|BCOP
OG0004863	LOC111605644|XP_023180073.2|DHYD	LOC119084931|XP_037050965.1|BCOP
OG0004864	LOC111598688|XP_023169820.1|DHYD	LOC119081219|XP_037045838.1|BCOP
OG0004865	LOC111594964|XP_023164230.2|DHYD	LOC119080887|XP_037045361.1|BCOP
OG0004866	LOC111605651|XP_023180081.2|DHYD	LOC119080369|XP_037044561.1|BCOP
OG0004867	LOC111603554|XP_023176959.2|DHYD	LOC119073990|XP_037035795.1|BCOP
OG0004868	LOC111603234|XP_023176509.2|DHYD	LOC119079744|XP_037043708.1|BCOP
OG0004869	LOC111597637|XP_023168210.1|DHYD	LOC119081377|XP_037046154.1|BCOP
OG0004870	LOC111597642|XP_023168215.1|DHYD	LOC119081382|XP_037046165.1|BCOP
OG0004871	LOC111604112|XP_023177787.2|DHYD	LOC119078931|XP_037042571.1|BCOP
OG0004872	LOC111605377|XP_023179629.1|DHYD	LOC119081560|XP_037046484.1|BCOP
OG0004873	LOC111596226|XP_023166111.2|DHYD	LOC119071534|XP_037032314.1|BCOP
OG0004874	LOC111604246|XP_030080826.1|DHYD	LOC119077748|XP_037040934.1|BCOP
OG0004875	LOC111594898|XP_023164152.2|DHYD	LOC119068412|XP_037027870.1|BCOP
OG0004876	LOC111602826|XP_023175905.2|DHYD	LOC119072503|XP_037033642.1|BCOP
OG0004877	LOC111598382|XP_023169359.2|DHYD	LOC119075483|XP_037037829.1|BCOP
OG0004878	LOC111604138|XP_023177824.1|DHYD	LOC119080515|XP_037044819.1|BCOP
OG0004880	LOC111596665|XP_023166740.1|DHYD	LOC119073313|XP_037034596.1|BCOP
OG0004881	LOC111592319|XP_023160204.2|DHYD	LOC119081274|XP_037045925.1|BCOP
OG0004882	LOC111595644|XP_023165237.1|DHYD	LOC119081283|XP_037045939.1|BCOP
OG0004883	LOC111597539|XP_023168096.2|DHYD	LOC119081280|XP_037045935.1|BCOP
OG0004884	LOC111597708|XP_023168314.2|DHYD	LOC119073428|XP_037034784.1|BCOP
OG0004885	LOC111605210|XP_030081099.1|DHYD	LOC119076083|XP_037038629.1|BCOP
OG0004886	LOC111594008|XP_023162873.1|DHYD	LOC119080153|XP_037044265.1|BCOP
OG0004887	LOC111597671|XP_023168265.1|DHYD	LOC119080147|XP_037044261.1|BCOP
OG0004888	LOC111598262|XP_030081015.1|DHYD	LOC119075404|XP_037037746.1|BCOP
OG0004889	LOC111600629|XP_023172600.2|DHYD	LOC119074112|XP_037035973.1|BCOP
OG0004890	LOC111600738|XP_023172785.1|DHYD	LOC119080893|XP_037045368.1|BCOP
OG0004891	LOC111593445|XP_023161966.2|DHYD	LOC119070729|XP_037031080.1|BCOP
OG0004892	LOC111594339|XP_023163354.1|DHYD	LOC119071890|XP_037032884.1|BCOP
OG0004893	LOC111600600|XP_023172560.2|DHYD	LOC119079913|XP_037043898.1|BCOP
OG0004894	LOC111603290|XP_023176581.1|DHYD	LOC119077347|XP_037040431.1|BCOP
OG0004895	LOC111594116|XP_023163043.1|DHYD	LOC119074084|XP_037035934.1|BCOP
OG0004896	LOC111604305|XP_023178109.2|DHYD	LOC119085038|XP_037051129.1|BCOP
OG0004897	LOC111604281|XP_030080986.1|DHYD	LOC119081407|XP_037046196.1|BCOP
OG0004898	LOC111593731|XP_023162487.1|DHYD	LOC119073887|XP_037035667.1|BCOP
OG0004899	LOC111599895|XP_030079706.1|DHYD	LOC119079716|XP_037043667.1|BCOP
OG0004900	LOC111600711|XP_023172736.2|DHYD	LOC119079987|XP_037044039.1|BCOP
OG0004901	LOC111600640|XP_023172615.2|DHYD	LOC119079334|XP_037043047.1|BCOP
OG0004902	LOC111596938|XP_023167157.1|DHYD	LOC119070375|XP_037030578.1|BCOP
OG0004903	LOC111603846|XP_023177396.1|DHYD	LOC119084961|XP_037051004.1|BCOP
OG0004904	LOC111602733|XP_023175746.2|DHYD	LOC119074005|XP_037035834.1|BCOP
OG0004905	LOC111593819|XP_023162617.1|DHYD	LOC119073847|XP_037035584.1|BCOP
OG0004906	LOC111603736|XP_023177220.2|DHYD	LOC119080319|XP_037044488.1|BCOP
OG0004907	LOC111595652|XP_023165243.1|DHYD	LOC119080380|XP_037044582.1|BCOP
OG0004908	LOC111592962|XP_023161220.2|DHYD	LOC119080341|XP_037044532.1|BCOP, LOC119080342|XP_037044533.1|BCOP
OG0004909	LOC111592950|XP_023161198.1|DHYD	LOC119071877|XP_037032854.1|BCOP
OG0004910	LOC111592955|XP_023161211.2|DHYD	LOC119071865|XP_037032825.1|BCOP
OG0004911	LOC111601086|XP_023173281.1|DHYD	LOC119077381|XP_037040472.1|BCOP
OG0004912	LOC111603691|XP_023177149.1|DHYD	LOC119080320|XP_037044493.1|BCOP, LOC119080321|XP_037044494.1|BCOP
OG0004913	LOC111602144|XP_023174861.1|DHYD	LOC119084868|XP_037050900.1|BCOP
OG0004914	LOC111602100|XP_023174804.2|DHYD	LOC119076239|XP_037038800.1|BCOP
OG0004915	LOC111604087|XP_023177746.2|DHYD	LOC119075480|XP_037037825.1|BCOP
OG0004916	LOC111596626|XP_023166680.1|DHYD	LOC119080698|XP_037045046.1|BCOP
OG0004917	LOC111595267|XP_023164681.1|DHYD	LOC119074973|XP_037037271.1|BCOP
OG0004918	LOC111595264|XP_023164678.2|DHYD	LOC119073188|XP_037034394.1|BCOP
OG0004919	LOC111594487|XP_023163563.1|DHYD	LOC119081123|XP_037045761.1|BCOP
OG0004920	LOC111604421|XP_023178245.2|DHYD	LOC119076625|XP_037039390.1|BCOP
OG0004921	LOC111602909|XP_030081141.1|DHYD	LOC119075016|XP_037037322.1|BCOP
OG0004922	LOC111605162|XP_023179315.1|DHYD	LOC119067779|XP_037026813.1|BCOP
OG0004923	LOC111595275|XP_023164690.1|DHYD	LOC119079333|XP_037043051.1|BCOP
OG0004924	LOC111600502|XP_023172398.2|DHYD	LOC119080455|XP_037044718.1|BCOP, LOC119074859|XP_037037067.1|BCOP
OG0004925	LOC111600458|XP_023172327.1|DHYD	LOC119083668|XP_037049348.1|BCOP
OG0004926	LOC111600506|XP_023172402.1|DHYD	LOC119086074|XP_037052548.1|BCOP
OG0004927	LOC111600520|XP_023172420.1|DHYD	LOC119073245|XP_037034460.1|BCOP
OG0004928	LOC111592425|XP_023160368.2|DHYD	LOC119083561|XP_037049175.1|BCOP
OG0004929	LOC111601078|XP_023173272.1|DHYD	LOC119073144|XP_037034337.1|BCOP, LOC119073142|XP_037034335.1|BCOP
OG0004930	LOC111603249|XP_023176528.2|DHYD	LOC119081722|XP_037046759.1|BCOP
OG0004931	LOC111602146|XP_023174863.1|DHYD	LOC119081831|XP_037046963.1|BCOP, LOC119075139|XP_037037418.1|BCOP
OG0004932	LOC111600470|XP_023172345.2|DHYD	LOC119073436|XP_037034812.1|BCOP
OG0004933	LOC111593550|XP_023162172.1|DHYD	LOC119079833|XP_037043794.1|BCOP
OG0004934	LOC111600109|XP_023171839.1|DHYD	LOC119079265|XP_037042938.1|BCOP
OG0004935	LOC111602220|XP_023174966.2|DHYD	LOC119080367|XP_037044559.1|BCOP
OG0004936	LOC111599659|XP_023171123.2|DHYD	LOC119080314|XP_037044484.1|BCOP
OG0004937	LOC111595649|XP_023165241.2|DHYD	LOC119081616|XP_037046557.1|BCOP
OG0004938	LOC111595086|XP_023164410.2|DHYD	LOC119079896|XP_037043880.1|BCOP
OG0004939	LOC111604523|XP_023178388.2|DHYD	LOC119077464|XP_037040565.1|BCOP
OG0004940	LOC111605108|XP_023179218.2|DHYD	LOC119077365|XP_037040445.1|BCOP
OG0004941	LOC111600471|XP_023172347.2|DHYD	LOC119079991|XP_037044049.1|BCOP
OG0004942	LOC111593092|XP_023161456.2|DHYD	LOC119076517|XP_037039201.1|BCOP
OG0004943	LOC111601605|XP_023174038.1|DHYD	LOC119076891|XP_037039794.1|BCOP
OG0004944	LOC111602926|XP_023176042.1|DHYD	LOC119081254|XP_037045884.1|BCOP
OG0004945	LOC111601804|XP_023174402.1|DHYD	LOC119071639|XP_037032495.1|BCOP
OG0004946	LOC111591866|XP_023159516.1|DHYD	LOC119066317|XP_037024601.1|BCOP
OG0004947	LOC111595284|XP_023164704.1|DHYD	LOC119084690|XP_037050665.1|BCOP
OG0004948	LOC111595286|XP_023164706.2|DHYD	LOC119076038|XP_037038560.1|BCOP
OG0004949	LOC115482994|XP_030079494.1|DHYD, LOC111595305|XP_030079506.1|DHYD	LOC119076222|XP_037038775.1|BCOP
OG0004950	LOC111596271|XP_023166178.2|DHYD	LOC119073892|XP_037035675.1|BCOP
OG0004951	LOC111603238|XP_023176511.1|DHYD	LOC119068251|XP_037027682.1|BCOP
OG0004952	LOC111601715|XP_023174202.2|DHYD	LOC119077106|XP_037040164.1|BCOP
OG0004953	LOC111600467|XP_023172341.1|DHYD	LOC119084905|XP_037050955.1|BCOP
OG0004954	LOC111600464|XP_023172337.2|DHYD	LOC119073320|XP_037034605.1|BCOP
OG0004955	LOC111601022|XP_023173197.2|DHYD	LOC119079260|XP_037042935.1|BCOP, LOC119079419|XP_037043218.1|BCOP
OG0004956	LOC111599882|XP_023171467.2|DHYD	LOC119079417|XP_037043215.1|BCOP
OG0004957	LOC111601697|XP_023174181.2|DHYD	LOC119073733|XP_037035260.1|BCOP
OG0004958	LOC111605172|XP_030081499.1|DHYD	LOC119081433|XP_037046249.1|BCOP
OG0004959	LOC111605180|XP_023179345.1|DHYD	LOC119074040|XP_037035881.1|BCOP
OG0004960	LOC111605199|XP_023179374.2|DHYD	LOC119078298|XP_037041687.1|BCOP
OG0004961	LOC111599378|XP_023170785.2|DHYD	LOC119084962|XP_037051006.1|BCOP
OG0004962	LOC111597479|XP_023167998.1|DHYD	LOC119073263|XP_037034536.1|BCOP
OG0004963	LOC111592323|XP_023160211.2|DHYD	LOC119084801|XP_037050763.1|BCOP
OG0004964	LOC111598757|XP_023169932.2|DHYD	LOC119081263|XP_037045899.1|BCOP
OG0004965	LOC111601048|XP_023173231.1|DHYD	LOC119080539|XP_037044848.1|BCOP
OG0004966	LOC111601038|XP_023173218.1|DHYD	LOC119080490|XP_037044777.1|BCOP
OG0004967	LOC111597639|XP_023168212.2|DHYD	LOC119081371|XP_037046145.1|BCOP
OG0004968	LOC111591915|XP_023159605.1|DHYD	LOC119080918|XP_037045429.1|BCOP
OG0004969	LOC111598808|XP_023169999.2|DHYD	LOC119083682|XP_037049362.1|BCOP
OG0004970	LOC111591920|XP_030079638.1|DHYD	LOC119080913|XP_037045415.1|BCOP
OG0004971	LOC111591922|XP_023159617.1|DHYD	LOC119080915|XP_037045420.1|BCOP
OG0004972	LOC111601075|XP_023173269.1|DHYD	LOC119080925|XP_037045440.1|BCOP
OG0004973	LOC111596508|XP_023166539.1|DHYD	LOC119080934|XP_037045449.1|BCOP
OG0004974	LOC111605195|XP_023179367.2|DHYD	LOC119080720|XP_037045101.1|BCOP
OG0004975	LOC111595273|XP_023164688.1|DHYD	LOC119080177|XP_037044298.1|BCOP
OG0004976	LOC111596847|XP_023167039.1|DHYD	LOC119082796|XP_037048338.1|BCOP
OG0004977	LOC111599889|XP_023171480.1|DHYD	LOC119073470|XP_037034870.1|BCOP
OG0004978	LOC111602379|XP_023175163.2|DHYD	LOC119084805|XP_037050771.1|BCOP
OG0004979	LOC111601588|XP_023174011.1|DHYD	LOC119080645|XP_037044953.1|BCOP
OG0004980	LOC111597274|XP_023167657.2|DHYD	LOC119071510|XP_037032268.1|BCOP
OG0004981	LOC111592291|XP_023160162.2|DHYD	LOC119071300|XP_037032073.1|BCOP
OG0004982	LOC111592259|XP_023160115.2|DHYD	LOC119071251|XP_037031984.1|BCOP
OG0004983	LOC111598733|XP_023169894.2|DHYD	LOC119073305|XP_037034582.1|BCOP
OG0004984	LOC111604786|XP_023178767.1|DHYD	LOC119073303|XP_037034580.1|BCOP
OG0004985	LOC111602886|XP_023175986.2|DHYD	LOC119083866|XP_037049567.1|BCOP
OG0004986	LOC111599254|XP_023170621.1|DHYD	LOC119072209|XP_037033277.1|BCOP
OG0004987	LOC111605684|XP_023180119.2|DHYD	LOC119080661|XP_037044980.1|BCOP
OG0004988	LOC111602887|XP_030081140.1|DHYD	LOC119080695|XP_037045039.1|BCOP
OG0004989	LOC111605670|XP_023180102.1|DHYD	LOC119080758|XP_037045213.1|BCOP
OG0004990	LOC111602122|XP_023174839.1|DHYD	LOC119073677|XP_037035179.1|BCOP
OG0004991	LOC111602388|XP_023175175.1|DHYD	LOC119080383|XP_037044585.1|BCOP
OG0004992	LOC111602389|XP_023175177.2|DHYD	LOC119080381|XP_037044583.1|BCOP
OG0004994	LOC111604489|XP_023178347.2|DHYD	LOC119077236|XP_037040301.1|BCOP
OG0004997	LOC111594023|XP_023162898.1|DHYD	LOC119075127|XP_037037408.1|BCOP, LOC119084529|XP_037050434.1|BCOP
OG0004998	LOC111597728|XP_023168338.1|DHYD	LOC119080350|XP_037044547.1|BCOP
OG0004999	LOC111601649|XP_023174099.2|DHYD	LOC119085242|XP_037051460.1|BCOP
OG0005000	LOC111599397|XP_023170809.1|DHYD	LOC119073414|XP_037034757.1|BCOP
OG0005001	LOC111601690|XP_023174167.2|DHYD	LOC119075762|XP_037038201.1|BCOP
OG0005002	LOC111601481|XP_023173838.1|DHYD	LOC119077769|XP_037040978.1|BCOP
OG0005003	LOC111592838|XP_023161029.1|DHYD	LOC119080535|XP_037044843.1|BCOP
OG0005004	LOC111601028|XP_023173205.1|DHYD	LOC119081614|XP_037046555.1|BCOP
OG0005005	LOC111604537|XP_023178404.2|DHYD	LOC119079297|XP_037042979.1|BCOP
OG0005006	LOC111595387|XP_023164853.1|DHYD	LOC119079664|XP_037043609.1|BCOP
OG0005007	LOC111601110|XP_023173324.2|DHYD	LOC119079272|XP_037042946.1|BCOP
OG0005008	LOC111597469|XP_023167986.2|DHYD	LOC119079683|XP_037043635.1|BCOP
OG0005009	LOC111604775|XP_023178748.1|DHYD	LOC119073419|XP_037034759.1|BCOP
OG0005010	LOC111598383|XP_023169360.2|DHYD	LOC119078133|XP_037041530.1|BCOP
OG0005011	LOC111600066|XP_023171764.2|DHYD	LOC119072370|XP_037033460.1|BCOP
OG0005012	LOC111597502|XP_023168035.2|DHYD	LOC119080448|XP_037044708.1|BCOP
OG0005013	LOC111604788|XP_023178769.2|DHYD	LOC119074550|XP_037036624.1|BCOP
OG0005015	LOC111604440|XP_023178277.2|DHYD	LOC119079346|XP_037043071.1|BCOP
OG0005016	LOC111598699|XP_023169833.1|DHYD	LOC119074671|XP_037036853.1|BCOP
OG0005017	LOC111602900|XP_023176004.2|DHYD	LOC119066121|XP_037024300.1|BCOP
OG0005018	LOC111601073|XP_023173265.1|DHYD	LOC119076971|XP_037039962.1|BCOP
OG0005019	LOC111596939|XP_023167159.1|DHYD	LOC119076429|XP_037039073.1|BCOP
OG0005020	LOC111593871|XP_023162700.2|DHYD	LOC119081392|XP_037046174.1|BCOP
OG0005021	LOC111594701|XP_023163890.2|DHYD	LOC119077651|XP_037040766.1|BCOP
OG0005022	LOC111595294|XP_023164716.2|DHYD	LOC119068432|XP_037027897.1|BCOP
OG0005023	LOC111600645|XP_023172630.1|DHYD	LOC119079831|XP_037043792.1|BCOP
OG0005024	LOC111596969|XP_023167213.1|DHYD	LOC119076642|XP_037039408.1|BCOP
OG0005025	LOC111597494|XP_023168020.2|DHYD	LOC119074896|XP_037037138.1|BCOP
OG0005026	LOC111601734|XP_023174226.2|DHYD	LOC119081220|XP_037045839.1|BCOP
OG0005027	LOC111604485|XP_023178340.2|DHYD	LOC119073701|XP_037035196.1|BCOP
OG0005028	LOC111605544|XP_023179874.1|DHYD	LOC119068477|XP_037027983.1|BCOP
OG0005029	LOC111601054|XP_023173238.2|DHYD	LOC119075588|XP_037037955.1|BCOP
OG0005030	LOC111600511|XP_023172407.1|DHYD	LOC119068277|XP_037027706.1|BCOP
OG0005031	LOC111592969|XP_023161229.2|DHYD	LOC119086060|XP_037052530.1|BCOP
OG0005032	LOC111594361|XP_023163392.1|DHYD	LOC119076635|XP_037039398.1|BCOP
OG0005033	LOC111593094|XP_030078950.1|DHYD	LOC119081726|XP_037046767.1|BCOP
OG0005034	LOC111593106|XP_030081422.1|DHYD	LOC119081823|XP_037046954.1|BCOP
OG0005035	LOC111594380|XP_023163412.2|DHYD	LOC119080717|XP_037045094.1|BCOP
OG0005036	LOC111602923|XP_023176038.1|DHYD	LOC119067221|XP_037025963.1|BCOP
OG0005037	LOC111603741|XP_023177226.1|DHYD	LOC119073608|XP_037035078.1|BCOP
OG0005038	LOC111594858|XP_023164105.1|DHYD	LOC119075194|XP_037037482.1|BCOP
OG0005039	LOC111599068|XP_023170359.2|DHYD	LOC119070323|XP_037030486.1|BCOP
OG0005040	LOC111601647|XP_023174096.2|DHYD	LOC119073817|XP_037035489.1|BCOP
OG0005041	LOC111597516|XP_023168053.2|DHYD	LOC119081329|XP_037046011.1|BCOP
OG0005042	LOC111604763|XP_023178729.2|DHYD	LOC119084797|XP_037050757.1|BCOP
OG0005043	LOC111597956|XP_023168688.1|DHYD	LOC119073901|XP_037035685.1|BCOP
OG0005044	LOC111597952|XP_023168682.2|DHYD	LOC119069510|XP_037029486.1|BCOP
OG0005045	LOC111597999|XP_023168755.1|DHYD	LOC119066172|XP_037024369.1|BCOP
OG0005046	LOC111602369|XP_023175151.1|DHYD	LOC119078148|XP_037041519.1|BCOP
OG0005047	LOC111595072|XP_023164396.2|DHYD	LOC119080703|XP_037045057.1|BCOP
OG0005048	LOC111595074|XP_023164399.1|DHYD	LOC119073804|XP_037035460.1|BCOP
OG0005049	LOC111594384|XP_023163419.2|DHYD	LOC119077285|XP_037040331.1|BCOP
OG0005050	LOC111602187|XP_023174915.2|DHYD	LOC119082843|XP_037048397.1|BCOP
OG0005051	LOC111594356|XP_023163383.1|DHYD	LOC119080690|XP_037045023.1|BCOP
OG0005052	LOC111594357|XP_023163384.1|DHYD	LOC119080743|XP_037045187.1|BCOP
OG0005053	LOC111594673|XP_023163851.2|DHYD	LOC119084626|XP_037050589.1|BCOP
OG0005054	LOC111592254|XP_023160103.1|DHYD	LOC119073254|XP_037034514.1|BCOP
OG0005055	LOC111605046|XP_023179153.1|DHYD	LOC119083451|XP_037049073.1|BCOP
OG0005056	LOC111597656|XP_023168246.2|DHYD	LOC119073358|XP_037034655.1|BCOP
OG0005057	LOC115482742|XP_030079282.1|DHYD, LOC111593200|XP_023161592.2|DHYD	LOC119080191|XP_037044325.1|BCOP
OG0005058	LOC111601742|XP_023174233.1|DHYD	LOC119073798|XP_037035428.1|BCOP
OG0005059	LOC111593949|XP_023162808.1|DHYD	LOC119081776|XP_037046877.1|BCOP
OG0005060	LOC111593840|XP_023162648.1|DHYD	LOC119081749|XP_037046819.1|BCOP
OG0005061	LOC111596293|XP_023166217.2|DHYD	LOC119068733|XP_037028325.1|BCOP
OG0005062	LOC111600141|XP_030081193.1|DHYD	LOC119083564|XP_037049183.1|BCOP
OG0005063	LOC111604100|XP_023177768.2|DHYD	LOC119079879|XP_037043857.1|BCOP
OG0005064	LOC111595098|XP_023164432.1|DHYD	LOC119080420|XP_037044655.1|BCOP
OG0005065	LOC111604189|XP_023177912.2|DHYD	LOC119073445|XP_037034831.1|BCOP
OG0005066	LOC111596624|XP_023166678.1|DHYD	LOC119073516|XP_037034937.1|BCOP
OG0005067	LOC111600898|XP_023173005.2|DHYD	LOC119073946|XP_037035716.1|BCOP
OG0005068	LOC111599276|XP_023170642.1|DHYD	LOC119084242|XP_037050037.1|BCOP
OG0005069	LOC111595622|XP_023165197.1|DHYD	LOC119074502|XP_037036552.1|BCOP
OG0005070	LOC111600038|XP_023171724.2|DHYD	LOC119073865|XP_037035627.1|BCOP
OG0005071	LOC111592798|XP_023160972.1|DHYD	LOC119073318|XP_037034603.1|BCOP
OG0005072	LOC111601946|XP_023174570.1|DHYD	LOC119079369|XP_037043134.1|BCOP
OG0005073	LOC111602226|XP_023174974.1|DHYD	LOC119084020|XP_037049731.1|BCOP
OG0005074	LOC111603043|XP_023176249.2|DHYD	LOC119079755|XP_037043732.1|BCOP
OG0005075	LOC111593577|XP_023162210.2|DHYD	LOC119073709|XP_037035216.1|BCOP
OG0005076	LOC111599915|XP_023171512.1|DHYD	LOC119081356|XP_037046100.1|BCOP
OG0005078	LOC111601586|XP_023174008.2|DHYD	LOC119066068|XP_037024191.1|BCOP
OG0005079	LOC111605381|XP_023179636.2|DHYD	LOC119083647|XP_037049312.1|BCOP
OG0005081	LOC111593878|XP_023162711.2|DHYD	LOC119081654|XP_037046631.1|BCOP
OG0005082	LOC111593527|XP_023162088.1|DHYD	LOC119073347|XP_037034636.1|BCOP
OG0005083	LOC111602872|XP_023175966.1|DHYD	LOC119066271|XP_037024524.1|BCOP
OG0005084	LOC111604409|XP_023178233.2|DHYD	LOC119080906|XP_037045392.1|BCOP
OG0005085	LOC111604415|XP_023178238.1|DHYD	LOC119074188|XP_037036076.1|BCOP
OG0005086	LOC111599947|XP_023171567.1|DHYD	LOC119074143|XP_037036035.1|BCOP
OG0005087	LOC111598681|XP_030081435.1|DHYD	LOC119079836|XP_037043797.1|BCOP
OG0005088	LOC111599953|XP_023171593.1|DHYD	LOC119081623|XP_037046566.1|BCOP
OG0005089	LOC111599951|XP_023171590.2|DHYD	LOC119081622|XP_037046565.1|BCOP
OG0005090	LOC111593733|XP_023162490.2|DHYD	LOC119078736|XP_037042313.1|BCOP
OG0005091	LOC111605230|XP_023179427.1|DHYD	LOC119074079|XP_037035920.1|BCOP
OG0005092	LOC111595042|XP_023164335.1|DHYD	LOC119080297|XP_037044466.1|BCOP
OG0005093	LOC111604457|XP_023178303.1|DHYD	LOC119073538|XP_037034978.1|BCOP
OG0005094	LOC111601607|XP_023174040.2|DHYD	LOC119079921|XP_037043911.1|BCOP
OG0005095	LOC111604487|XP_030081073.1|DHYD	LOC119073356|XP_037034653.1|BCOP
OG0005096	LOC111602231|XP_023174980.1|DHYD	LOC119084417|XP_037050285.1|BCOP
OG0005098	LOC111604125|XP_023177808.1|DHYD	LOC119073864|XP_037035626.1|BCOP
OG0005099	LOC111593797|XP_023162586.1|DHYD	LOC119080633|XP_037044937.1|BCOP
OG0005100	LOC111593793|XP_023162580.1|DHYD	LOC119066591|XP_037025080.1|BCOP
OG0005101	LOC111601470|XP_023173824.2|DHYD	LOC119074464|XP_037036500.1|BCOP
OG0005102	LOC111592947|XP_023161196.2|DHYD	LOC119066109|XP_037024286.1|BCOP
OG0005103	LOC111600088|XP_023171796.2|DHYD	LOC119079440|XP_037043248.1|BCOP
OG0005104	LOC111603960|XP_023177563.2|DHYD	LOC119079442|XP_037043250.1|BCOP
OG0005105	LOC111605188|XP_023179354.2|DHYD	LOC119081464|XP_037046348.1|BCOP
OG0005106	LOC111597452|XP_023167949.2|DHYD	LOC119077367|XP_037040448.1|BCOP
OG0005107	LOC111601706|XP_023174193.2|DHYD	LOC119080045|XP_037044142.1|BCOP, LOC119080631|XP_037044933.1|BCOP
OG0005108	LOC111592532|XP_023160581.1|DHYD	LOC119081331|XP_037046016.1|BCOP
OG0005109	LOC111603124|XP_023176365.2|DHYD	LOC119071266|XP_037032021.1|BCOP
OG0005110	LOC111592431|XP_023160383.2|DHYD	LOC119073753|XP_037035307.1|BCOP
OG0005111	LOC111605648|XP_023180078.2|DHYD	LOC119073619|XP_037035096.1|BCOP
OG0005112	LOC111595378|XP_023164842.2|DHYD	LOC119065986|XP_037024091.1|BCOP
OG0005113	LOC111605650|XP_023180080.1|DHYD	LOC119073658|XP_037035156.1|BCOP
OG0005114	LOC111598671|XP_023169796.2|DHYD	LOC119072473|XP_037033595.1|BCOP
OG0005115	LOC111603530|XP_030079278.1|DHYD	LOC119074317|XP_037036269.1|BCOP
OG0005116	LOC111605640|XP_023180069.2|DHYD	LOC119081577|XP_037046506.1|BCOP
OG0005117	LOC111593404|XP_023161892.2|DHYD	LOC119072611|XP_037033764.1|BCOP, LOC119081860|XP_037046986.1|BCOP
OG0005118	LOC111603572|XP_023176994.1|DHYD	LOC119073554|XP_037035005.1|BCOP
OG0005119	LOC111600901|XP_023173012.2|DHYD	LOC119073431|XP_037034799.1|BCOP
OG0005120	LOC111596514|XP_023166546.2|DHYD	LOC119080639|XP_037044947.1|BCOP
OG0005121	LOC111605080|XP_023179181.2|DHYD	LOC119077502|XP_037040622.1|BCOP
OG0005122	LOC111594913|XP_023164168.1|DHYD	LOC119077508|XP_037040635.1|BCOP
OG0005123	LOC111593535|XP_023162106.1|DHYD	LOC119079514|XP_037043374.1|BCOP
