Orthogroup	DHYD.longest_only	HILL.longest_only
OG0004296	LOC111604309|XP_023178114.2|DHYD	LOC119649172|XP_037907128.1|HILL
OG0004297	LOC111599702|XP_023171199.2|DHYD	LOC119655794|XP_037917816.1|HILL
OG0004298	LOC111597108|XP_023167419.2|DHYD	LOC119655565|XP_037917425.1|HILL
OG0004299	LOC111592244|XP_030078511.1|DHYD	LOC119653756|XP_037914615.1|HILL
OG0004300	LOC111595523|XP_023165071.1|DHYD	LOC119654536|XP_037915906.1|HILL
OG0004301	LOC111601017|XP_023173189.2|DHYD	LOC119649828|XP_037908096.1|HILL
OG0004302	LOC111597969|XP_023168710.1|DHYD	LOC119655496|XP_037917326.1|HILL
OG0004303	LOC111592162|XP_023159982.1|DHYD	LOC119656294|XP_037918658.1|HILL
OG0004304	LOC111604350|XP_023178183.2|DHYD	LOC119656295|XP_037918659.1|HILL
OG0004305	LOC111598025|XP_023168805.2|DHYD	LOC119653569|XP_037914214.1|HILL
OG0004306	LOC111595573|XP_023165138.2|DHYD	LOC119654904|XP_037916460.1|HILL
OG0004307	LOC111592105|XP_023159902.1|DHYD	LOC119655237|XP_037916951.1|HILL
OG0004308	LOC111600016|XP_023171689.1|DHYD	LOC119653501|XP_037914079.1|HILL
OG0004309	LOC111592752|XP_023160916.2|DHYD	LOC119654353|XP_037915625.1|HILL
OG0004310	LOC111597963|XP_023168703.2|DHYD	LOC119656274|XP_037918625.1|HILL
OG0004311	LOC111600951|XP_023173095.1|DHYD	LOC119650175|XP_037908657.1|HILL
OG0004312	LOC111599684|XP_023171157.1|DHYD	LOC119654288|XP_037915504.1|HILL
OG0004313	LOC111604361|XP_030078557.1|DHYD	LOC119654876|XP_037916405.1|HILL
OG0004314	LOC111593455|XP_023161985.1|DHYD	LOC119656314|XP_037918689.1|HILL
OG0004315	LOC111599735|XP_023171260.2|DHYD	LOC119654553|XP_037915928.1|HILL
OG0004316	LOC111599989|XP_023171652.2|DHYD	LOC119654211|XP_037915351.1|HILL
OG0004317	LOC111595591|XP_023165169.2|DHYD	LOC119656094|XP_037918332.1|HILL
OG0004318	LOC111599741|XP_023171270.2|DHYD	LOC119656006|XP_037918176.1|HILL
OG0004319	LOC111593482|XP_023162015.1|DHYD	LOC119655199|XP_037916899.1|HILL
OG0004320	LOC111598232|XP_023169162.2|DHYD	LOC119654632|XP_037916032.1|HILL
OG0004321	LOC111600313|XP_023172139.2|DHYD	LOC119648355|XP_037905996.1|HILL
OG0004322	LOC111592929|XP_023161155.2|DHYD	LOC119652853|XP_037913133.1|HILL
OG0004323	LOC111592447|XP_023160398.1|DHYD	LOC119655266|XP_037916996.1|HILL
OG0004324	LOC111599210|XP_023170575.2|DHYD	LOC119655268|XP_037917009.1|HILL
OG0004325	LOC111599725|XP_023171237.1|DHYD	LOC119654736|XP_037916195.1|HILL
OG0004326	LOC111599686|XP_023171159.1|DHYD	LOC119655775|XP_037917761.1|HILL
OG0004327	LOC111604917|XP_023178936.1|DHYD	LOC119654927|XP_037916506.1|HILL
OG0004328	LOC111603832|XP_023177364.1|DHYD	LOC119654341|XP_037915609.1|HILL
OG0004329	LOC111600098|XP_023171826.2|DHYD	LOC119646523|XP_037902914.1|HILL
OG0004330	LOC111597037|XP_023167318.1|DHYD	LOC119648859|XP_037906671.1|HILL
OG0004331	LOC111600025|XP_023171706.1|DHYD	LOC119655107|XP_037916757.1|HILL
OG0004332	LOC111603598|XP_023177029.1|DHYD	LOC119657052|XP_037919737.1|HILL
OG0004333	LOC111601177|XP_023173424.2|DHYD	LOC119653901|XP_037914965.1|HILL
OG0004334	LOC111596075|XP_023165900.2|DHYD	LOC119655336|XP_037917108.1|HILL
OG0004335	LOC111597137|XP_023167466.2|DHYD	LOC119654695|XP_037916136.1|HILL
OG0004336	LOC111597136|XP_023167465.2|DHYD	LOC119656001|XP_037918167.1|HILL
OG0004337	LOC111601944|XP_023174567.1|DHYD	LOC119654539|XP_037915912.1|HILL
OG0004338	LOC111603738|XP_023177223.1|DHYD	LOC119655176|XP_037916856.1|HILL
OG0004339	LOC111601244|XP_023173510.1|DHYD	LOC119654986|XP_037916576.1|HILL
OG0004340	LOC111601243|XP_023173509.1|DHYD	LOC119654985|XP_037916575.1|HILL
OG0004341	LOC111593212|XP_023161630.2|DHYD	LOC119655770|XP_037917753.1|HILL
OG0004342	LOC111593814|XP_030081997.1|DHYD	LOC119656152|XP_037918415.1|HILL
OG0004343	LOC111593751|XP_023162525.1|DHYD	LOC119653798|XP_037914740.1|HILL
OG0004344	LOC111592814|XP_023161022.2|DHYD	LOC119655727|XP_037917692.1|HILL
OG0004345	LOC111603744|XP_023177231.2|DHYD	LOC119654325|XP_037915581.1|HILL
OG0004346	LOC111599719|XP_023171226.1|DHYD	LOC119653859|XP_037914843.1|HILL
OG0004347	LOC111599718|XP_023171225.2|DHYD	LOC119655267|XP_037917006.1|HILL
OG0004348	LOC111600140|XP_023171884.1|DHYD	LOC119656013|XP_037918190.1|HILL
OG0004349	LOC111600071|XP_023171772.1|DHYD	LOC119655212|XP_037916914.1|HILL
OG0004351	LOC111592223|XP_023160067.1|DHYD	LOC119653764|XP_037914674.1|HILL
OG0004352	LOC111602651|XP_023175592.1|DHYD	LOC119660556|XP_037925124.1|HILL
OG0004353	LOC111594977|XP_030079660.1|DHYD	LOC119658893|XP_037922624.1|HILL
OG0004354	LOC111594971|XP_023164239.2|DHYD	LOC119658894|XP_037922625.1|HILL
OG0004355	LOC111599547|XP_023170973.2|DHYD	LOC119647773|XP_037904881.1|HILL
OG0004356	LOC111592112|XP_023159910.2|DHYD	LOC119654845|XP_037916352.1|HILL
OG0004357	LOC111597081|XP_023167382.2|DHYD	LOC119655644|XP_037917551.1|HILL
OG0004358	LOC111595519|XP_023165067.1|DHYD	LOC119654941|XP_037916522.1|HILL
OG0004359	LOC111597940|XP_023168664.2|DHYD	LOC119654255|XP_037915434.1|HILL
OG0004360	LOC111592265|XP_023160130.2|DHYD	LOC119650254|XP_037908774.1|HILL
OG0004361	LOC111601365|XP_023173667.2|DHYD	LOC119658859|XP_037922540.1|HILL
OG0004362	LOC111598691|XP_023169824.2|DHYD	LOC119654367|XP_037915640.1|HILL
OG0004363	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD	LOC119653713|XP_037914522.1|HILL
OG0004364	LOC111592132|XP_023159936.1|DHYD	LOC119654391|XP_037915693.1|HILL
OG0004365	LOC111597069|XP_030082036.1|DHYD	LOC119655039|XP_037916645.1|HILL
OG0004366	LOC111599058|XP_023170347.1|DHYD	LOC119649159|XP_037907099.1|HILL
OG0004367	LOC111591861|XP_023159510.2|DHYD	LOC119647668|XP_037904673.1|HILL
OG0004368	LOC111592865|XP_023161078.1|DHYD	LOC119650091|XP_037908534.1|HILL
OG0004369	LOC111594166|XP_030082051.1|DHYD	LOC119656327|XP_037918717.1|HILL
OG0004370	LOC111601258|XP_023173531.2|DHYD	LOC119653925|XP_037915012.1|HILL
OG0004371	LOC111602824|XP_023175903.2|DHYD	LOC119654595|XP_037915992.1|HILL
OG0004372	LOC111599688|XP_023171161.2|DHYD	LOC119656004|XP_037918172.1|HILL
OG0004373	LOC111604368|XP_023178207.2|DHYD	LOC119654003|XP_037915093.1|HILL
OG0004374	LOC111600561|XP_023172480.2|DHYD	LOC119656194|XP_037918476.1|HILL
OG0004375	LOC111592820|XP_023161012.2|DHYD	LOC119649351|XP_037907386.1|HILL
OG0004376	LOC111600958|XP_023173105.1|DHYD	LOC119649141|XP_037907077.1|HILL
OG0004377	LOC111598732|XP_023169892.2|DHYD	LOC119658643|XP_037922107.1|HILL
OG0004378	LOC111602549|XP_023175470.2|DHYD	LOC119655153|XP_037916819.1|HILL
OG0004379	LOC111597071|XP_023167368.1|DHYD	LOC119654502|XP_037915863.1|HILL
OG0004380	LOC111598008|XP_030081243.1|DHYD	LOC119655712|XP_037917673.1|HILL
OG0004381	LOC111602434|XP_023175255.2|DHYD	LOC119658661|XP_037922142.1|HILL
OG0004382	LOC111597925|XP_023168645.2|DHYD	LOC119654627|XP_037916027.1|HILL
OG0004383	LOC111597959|XP_023168691.1|DHYD	LOC119655686|XP_037917617.1|HILL
OG0004384	LOC111593700|XP_023162415.1|DHYD	LOC119655157|XP_037916832.1|HILL
OG0004385	LOC111592189|XP_023160024.1|DHYD	LOC119655463|XP_037917291.1|HILL
OG0004386	LOC111595517|XP_023165065.1|DHYD	LOC119655049|XP_037916664.1|HILL
OG0004387	LOC111599861|XP_023171449.2|DHYD	LOC119650374|XP_037909037.1|HILL
OG0004388	LOC111597995|XP_023168742.2|DHYD	LOC119655984|XP_037918149.1|HILL
OG0004389	LOC111604767|XP_023178732.2|DHYD	LOC119654780|XP_037916252.1|HILL
OG0004390	LOC111593541|XP_023162125.2|DHYD	LOC119648992|XP_037906846.1|HILL
OG0004391	LOC111593804|XP_023162602.1|DHYD	LOC119649329|XP_037907362.1|HILL
OG0004392	LOC111595342|XP_030080254.1|DHYD	LOC119647445|XP_037904296.1|HILL
OG0004393	LOC111604133|XP_023177818.1|DHYD	LOC119660021|XP_037924357.1|HILL
OG0004394	LOC111596628|XP_030081352.1|DHYD	LOC119646787|XP_037903297.1|HILL
OG0004395	LOC111595552|XP_023165113.1|DHYD	LOC119656103|XP_037918343.1|HILL
OG0004396	LOC111593284|XP_023161728.1|DHYD	LOC119655636|XP_037917537.1|HILL
OG0004397	LOC111597073|XP_023167371.1|DHYD	LOC119655533|XP_037917375.1|HILL
OG0004398	LOC111593509|XP_023162068.1|DHYD	LOC119653800|XP_037914743.1|HILL
OG0004399	LOC111595632|XP_023165209.2|DHYD	LOC119654844|XP_037916351.1|HILL
OG0004400	LOC111601473|XP_023173826.2|DHYD	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL
OG0004401	LOC111592116|XP_023159915.2|DHYD	LOC119655707|XP_037917653.1|HILL
OG0004402	LOC111601238|XP_023173504.1|DHYD	LOC119655323|XP_037917090.1|HILL
OG0004403	LOC111602550|XP_030081967.1|DHYD	LOC119655721|XP_037917682.1|HILL
OG0004404	LOC111604334|XP_023178162.2|DHYD	LOC119656253|XP_037918597.1|HILL
OG0004405	LOC111600978|XP_023173129.1|DHYD	LOC119649563|XP_037907687.1|HILL
OG0004406	LOC111604306|XP_023178107.2|DHYD	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL
OG0004407	LOC111597967|XP_023168708.2|DHYD	LOC119655023|XP_037916626.1|HILL
OG0004408	LOC111591869|XP_023159519.2|DHYD	LOC119648240|XP_037905796.1|HILL
OG0004409	LOC111593702|XP_023162416.1|DHYD	LOC119661037|XP_037926134.1|HILL
OG0004410	LOC111599736|XP_030078584.1|DHYD	LOC119654218|XP_037915359.1|HILL
OG0004411	LOC111599860|XP_023171448.1|DHYD	LOC119654624|XP_037916024.1|HILL
OG0004412	LOC111599758|XP_030080649.1|DHYD	LOC119655450|XP_037917276.1|HILL
OG0004413	LOC111600013|XP_023171686.1|DHYD	LOC119654439|XP_037915766.1|HILL
OG0004414	LOC111600040|XP_023171731.1|DHYD	LOC119653520|XP_037914116.1|HILL
OG0004415	LOC111602551|XP_023175474.1|DHYD	LOC119654312|XP_037915563.1|HILL
OG0004416	LOC111597005|XP_023167277.1|DHYD	LOC119653589|XP_037914267.1|HILL
OG0004417	LOC111601764|XP_023174272.2|DHYD	LOC119652493|XP_037912604.1|HILL
OG0004418	LOC111594343|XP_030082047.1|DHYD	LOC119655953|XP_037918085.1|HILL
OG0004419	LOC111598029|XP_023168825.2|DHYD	LOC119654306|XP_037915553.1|HILL
OG0004420	LOC111593695|XP_023162386.1|DHYD	LOC119652373|XP_037912398.1|HILL
OG0004421	LOC111593543|XP_023162131.1|DHYD	LOC119647886|XP_037905108.1|HILL
OG0004422	LOC111601685|XP_023174158.1|DHYD	LOC119650068|XP_037908493.1|HILL
OG0004423	LOC111592176|XP_023160002.2|DHYD	LOC119655174|XP_037916852.1|HILL
OG0004424	LOC111594301|XP_023163306.2|DHYD	LOC119656178|XP_037918452.1|HILL
OG0004425	LOC111605714|XP_023180167.2|DHYD	LOC119648281|XP_037905864.1|HILL
OG0004426	LOC111596658|XP_023166731.2|DHYD	LOC119648186|XP_037905700.1|HILL
OG0004427	LOC111605726|XP_023180186.2|DHYD	LOC119648116|XP_037905566.1|HILL
OG0004428	LOC111605589|XP_023179961.1|DHYD	LOC119658301|XP_037921529.1|HILL
OG0004429	LOC111599198|XP_023170557.1|DHYD	LOC119661731|XP_037927126.1|HILL
OG0004430	LOC111599025|XP_023170307.2|DHYD	LOC119647862|XP_037905059.1|HILL
OG0004431	LOC111597877|XP_023168571.1|DHYD	LOC119650600|XP_037909385.1|HILL
OG0004432	LOC111597875|XP_023168568.2|DHYD	LOC119653188|XP_037913672.1|HILL
OG0004433	LOC111600982|XP_023173140.1|DHYD	LOC119649740|XP_037907950.1|HILL
OG0004434	LOC111593501|XP_023162040.2|DHYD	LOC119655017|XP_037916617.1|HILL
OG0004435	LOC111598032|XP_023168828.1|DHYD	LOC119655970|XP_037918131.1|HILL
OG0004436	LOC111594995|XP_030081915.1|DHYD	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL
OG0004437	LOC111594973|XP_030081994.1|DHYD	LOC119654938|XP_037916519.1|HILL
OG0004438	LOC111598010|XP_023168774.2|DHYD	LOC119653878|XP_037914922.1|HILL
OG0004439	LOC111597989|XP_023168735.2|DHYD	LOC119653856|XP_037914835.1|HILL
OG0004440	LOC111599737|XP_023171264.1|DHYD	LOC119654326|XP_037915582.1|HILL
OG0004441	LOC111594739|XP_023163946.2|DHYD, LOC111596326|XP_023166259.1|DHYD	LOC119654459|XP_037915799.1|HILL
OG0004442	LOC111595478|XP_023165013.2|DHYD	LOC119660804|XP_037925564.1|HILL
OG0004443	LOC111598766|XP_023169948.1|DHYD	LOC119653494|XP_037914057.1|HILL
OG0004444	LOC111592665|XP_023160792.1|DHYD	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL
OG0004445	LOC111600153|XP_023171911.2|DHYD	LOC119654885|XP_037916425.1|HILL
OG0004446	LOC111597853|XP_023168532.2|DHYD	LOC119652750|XP_037912977.1|HILL
OG0004447	LOC111597170|XP_023167498.1|DHYD	LOC119649981|XP_037908350.1|HILL
OG0004448	LOC111597038|XP_023167319.2|DHYD	LOC119660583|XP_037925166.1|HILL
OG0004449	LOC111597323|XP_023167723.1|DHYD	LOC119647804|XP_037904947.1|HILL
OG0004450	LOC111597983|XP_023168727.1|DHYD	LOC119654334|XP_037915594.1|HILL
OG0004451	LOC111593674|XP_023162333.2|DHYD	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL
OG0004452	LOC111597992|XP_023168739.1|DHYD	LOC119655369|XP_037917161.1|HILL
OG0004453	LOC111595448|XP_023164943.2|DHYD	LOC119660879|XP_037925722.1|HILL
OG0004454	LOC111601780|XP_030081564.1|DHYD	LOC119658677|XP_037922167.1|HILL
OG0004455	LOC111597283|XP_023167666.2|DHYD	LOC119649522|XP_037907634.1|HILL
OG0004456	LOC111593649|XP_030079410.1|DHYD	LOC119649345|XP_037907381.1|HILL
OG0004457	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD	LOC119649145|XP_037907084.1|HILL
OG0004458	LOC111592813|XP_023160992.1|DHYD	LOC119648170|XP_037905677.1|HILL
OG0004459	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD	LOC119648066|XP_037905466.1|HILL
OG0004460	LOC111594876|XP_023164130.1|DHYD	LOC119648485|XP_037906178.1|HILL
OG0004461	LOC111595127|XP_023164467.2|DHYD	LOC119649849|XP_037908134.1|HILL
OG0004462	LOC111592253|XP_023160102.2|DHYD	LOC119648019|XP_037905356.1|HILL
OG0004463	LOC111595344|XP_023164786.2|DHYD	LOC119647621|XP_037904592.1|HILL
OG0004464	LOC111604291|XP_023178080.2|DHYD	LOC119648065|XP_037905462.1|HILL
OG0004465	LOC111594708|XP_023163899.1|DHYD	LOC119649308|XP_037907334.1|HILL
OG0004466	LOC111592268|XP_023160134.2|DHYD	LOC119650058|XP_037908476.1|HILL
OG0004467	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD	LOC119649532|XP_037907647.1|HILL
OG0004468	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD	LOC119649956|XP_037908320.1|HILL
OG0004469	LOC111595122|XP_023164460.1|DHYD	LOC119650421|XP_037909155.1|HILL
OG0004470	LOC111599387|XP_030079236.1|DHYD	LOC119648034|XP_037905388.1|HILL
OG0004471	LOC111597807|XP_023168460.2|DHYD	LOC119647538|XP_037904454.1|HILL
OG0004472	LOC111592130|XP_030081998.1|DHYD	LOC119654230|XP_037915381.1|HILL
OG0004473	LOC111595454|XP_023164955.2|DHYD	LOC119654102|XP_037915194.1|HILL
OG0004474	LOC111595453|XP_023164954.1|DHYD	LOC119655915|XP_037918008.1|HILL
OG0004475	LOC111604366|XP_023178204.2|DHYD	LOC119654538|XP_037915911.1|HILL
OG0004477	LOC111595586|XP_023165165.2|DHYD	LOC119655687|XP_037917619.1|HILL
OG0004478	LOC111598027|XP_030081227.1|DHYD	LOC119656182|XP_037918460.1|HILL
OG0004479	LOC111600048|XP_023171741.2|DHYD	LOC119651321|XP_037910782.1|HILL
OG0004480	LOC111598373|XP_023169352.1|DHYD	LOC119657801|XP_037920825.1|HILL
OG0004481	LOC111605215|XP_023179409.1|DHYD	LOC119655521|XP_037917363.1|HILL
OG0004482	LOC111601997|XP_023174653.2|DHYD	LOC119657731|XP_037920701.1|HILL
OG0004483	LOC111600037|XP_023171723.1|DHYD	LOC119655882|XP_037917946.1|HILL
OG0004484	LOC111599597|XP_023171050.1|DHYD	LOC119660016|XP_037924322.1|HILL
OG0004485	LOC111601825|XP_023174417.2|DHYD	LOC119656247|XP_037918590.1|HILL, LOC119656246|XP_037918588.1|HILL
OG0004486	LOC111604377|XP_023178216.1|DHYD	LOC119654926|XP_037916505.1|HILL
OG0004487	LOC111599538|XP_023170960.1|DHYD	LOC119647634|XP_037904622.1|HILL
OG0004490	LOC111605238|XP_023179442.1|DHYD	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL
OG0004491	LOC111602355|XP_023175133.2|DHYD	LOC119650915|XP_037910068.1|HILL, LOC119650900|XP_037910008.1|HILL, LOC119650901|XP_037910009.1|HILL
OG0004492	LOC111598307|XP_023169263.1|DHYD, LOC111596650|XP_023166716.1|DHYD	LOC119650377|XP_037909042.1|HILL
OG0004494	LOC111604946|XP_023178985.2|DHYD, LOC111596685|XP_023166759.2|DHYD	LOC119660236|XP_037924613.1|HILL
OG0004504	LOC111598570|XP_023169639.1|DHYD	LOC119647320|XP_037904174.1|HILL
OG0004505	LOC111593254|XP_023161682.1|DHYD	LOC119650723|XP_037909674.1|HILL
OG0004506	LOC111592480|XP_023160464.1|DHYD	LOC119652609|XP_037912770.1|HILL
OG0004507	LOC111601384|XP_023173691.2|DHYD	LOC119652668|XP_037912862.1|HILL
OG0004508	LOC111595531|XP_023165085.1|DHYD	LOC119653115|XP_037913567.1|HILL
OG0004509	LOC111592791|XP_023160966.1|DHYD	LOC119656759|XP_037919258.1|HILL
OG0004510	LOC111593451|XP_023161976.2|DHYD	LOC119656676|XP_037919088.1|HILL
OG0004511	LOC111596182|XP_030080771.1|DHYD	LOC119648920|XP_037906757.1|HILL
OG0004512	LOC111597627|XP_023168198.1|DHYD	LOC119661038|XP_037926138.1|HILL
OG0004513	LOC111593717|XP_023162451.2|DHYD	LOC119660944|XP_037925874.1|HILL
OG0004514	LOC111597799|XP_023168448.2|DHYD	LOC119660737|XP_037925347.1|HILL
OG0004515	LOC111594889|XP_023164142.2|DHYD	LOC119661621|XP_037926969.1|HILL
OG0004516	LOC111598872|XP_023170089.1|DHYD	LOC119657143|XP_037919843.1|HILL
OG0004517	LOC111605336|XP_030080094.1|DHYD	LOC119658463|XP_037921796.1|HILL
OG0004518	LOC111596526|XP_023166561.2|DHYD	LOC119656545|XP_037918833.1|HILL
OG0004519	LOC111595230|XP_023164634.1|DHYD	LOC119651476|XP_037911014.1|HILL
OG0004520	LOC111600212|XP_023172001.1|DHYD	LOC119657546|XP_037920421.1|HILL
OG0004521	LOC111603406|XP_023176748.2|DHYD	LOC119648168|XP_037905675.1|HILL
OG0004522	LOC111603159|XP_023176404.2|DHYD	LOC119656793|XP_037919329.1|HILL
OG0004523	LOC111597809|XP_023168463.1|DHYD	LOC119658680|XP_037922172.1|HILL
OG0004524	LOC111593479|XP_023162009.1|DHYD	LOC119661693|XP_037927067.1|HILL
OG0004525	LOC111596966|XP_023167206.1|DHYD	LOC119656544|XP_037918829.1|HILL
OG0004526	LOC111594173|XP_023163126.2|DHYD	LOC119656971|XP_037919627.1|HILL
OG0004527	LOC111605319|XP_023179551.1|DHYD	LOC119658350|XP_037921635.1|HILL
OG0004528	LOC111593033|XP_023161367.1|DHYD	LOC119658352|XP_037921638.1|HILL
OG0004529	LOC111596710|XP_023166798.2|DHYD	LOC119658524|XP_037921930.1|HILL
OG0004530	LOC111596791|XP_023166915.1|DHYD	LOC119655619|XP_037917517.1|HILL
OG0004531	LOC111597821|XP_030080657.1|DHYD	LOC119661641|XP_037926997.1|HILL
OG0004532	LOC111604020|XP_023177637.1|DHYD	LOC119656865|XP_037919449.1|HILL
OG0004533	LOC111593388|XP_023161877.2|DHYD	LOC119657875|XP_037920930.1|HILL
OG0004534	LOC111595986|XP_023165741.1|DHYD	LOC119653431|XP_037913940.1|HILL
OG0004535	LOC111604684|XP_023178618.1|DHYD	LOC119648743|XP_037906490.1|HILL
OG0004536	LOC111593074|XP_030080115.1|DHYD	LOC119656821|XP_037919382.1|HILL
OG0004537	LOC111598843|XP_023170047.2|DHYD	LOC119658353|XP_037921639.1|HILL
OG0004538	LOC111599913|XP_023171505.1|DHYD	LOC119661120|XP_037926243.1|HILL
OG0004539	LOC111595030|XP_023164319.1|DHYD, LOC115483786|XP_030081902.1|DHYD	LOC119651648|XP_037911252.1|HILL
OG0004540	LOC111598169|XP_023169029.2|DHYD	LOC119657192|XP_037919923.1|HILL
OG0004541	LOC111595402|XP_023164879.2|DHYD	LOC119657931|XP_037921047.1|HILL
OG0004542	LOC111603165|XP_023176411.2|DHYD	LOC119657313|XP_037920099.1|HILL
OG0004543	LOC111597317|XP_023167714.1|DHYD	LOC119657455|XP_037920297.1|HILL
OG0004544	LOC111591985|XP_023159706.1|DHYD	LOC119657407|XP_037920227.1|HILL
OG0004545	LOC111598358|XP_023169337.2|DHYD	LOC119650804|XP_037909871.1|HILL
OG0004546	LOC111593930|XP_023162776.1|DHYD	LOC119655155|XP_037916834.1|HILL
OG0004547	LOC111605306|XP_023179531.1|DHYD	LOC119656805|XP_037919343.1|HILL
OG0004548	LOC111595944|XP_023165678.1|DHYD	LOC119657452|XP_037920294.1|HILL
OG0004549	LOC111596240|XP_030079687.1|DHYD	LOC119656669|XP_037919078.1|HILL
OG0004550	LOC111598821|XP_023170019.1|DHYD	LOC119656744|XP_037919231.1|HILL
OG0004551	LOC111596985|XP_023167237.1|DHYD	LOC119657191|XP_037919922.1|HILL
OG0004552	LOC111605618|XP_023180024.2|DHYD	LOC119658388|XP_037921685.1|HILL
OG0004553	LOC111605202|XP_023179378.2|DHYD	LOC119655547|XP_037917394.1|HILL
OG0004554	LOC111595368|XP_023164822.2|DHYD	LOC119657939|XP_037921056.1|HILL
OG0004555	LOC111595354|XP_023164799.2|DHYD	LOC119657836|XP_037920884.1|HILL
OG0004556	LOC111603197|XP_023176453.2|DHYD	LOC119657562|XP_037920447.1|HILL
OG0004557	LOC111605253|XP_030079966.1|DHYD	LOC119658466|XP_037921808.1|HILL
OG0004558	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD	LOC119657531|XP_037920401.1|HILL
OG0004559	LOC111602977|XP_023176139.1|DHYD	LOC119652312|XP_037912251.1|HILL
OG0004560	LOC111598514|XP_023169556.2|DHYD	LOC119658602|XP_037922000.1|HILL
OG0004561	LOC111596965|XP_023167210.1|DHYD	LOC119646295|XP_037902638.1|HILL
OG0004562	LOC111595211|XP_023164588.1|DHYD	LOC119651060|XP_037910318.1|HILL
OG0004563	LOC111595209|XP_023164585.2|DHYD	LOC119652480|XP_037912581.1|HILL
OG0004564	LOC111596690|XP_023166771.1|DHYD	LOC119651625|XP_037911215.1|HILL
OG0004565	LOC111605444|XP_023179729.2|DHYD	LOC119651338|XP_037910819.1|HILL
OG0004566	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD	LOC119657893|XP_037920965.1|HILL
OG0004567	LOC111591988|XP_023159712.1|DHYD	LOC119656696|XP_037919127.1|HILL
OG0004568	LOC111604600|XP_023178482.2|DHYD	LOC119658356|XP_037921642.1|HILL
OG0004569	LOC111605593|XP_023179969.1|DHYD	LOC119651996|XP_037911846.1|HILL
OG0004570	LOC111600715|XP_023172741.2|DHYD	LOC119658240|XP_037921446.1|HILL
OG0004571	LOC111603175|XP_023176424.1|DHYD	LOC119656721|XP_037919176.1|HILL
OG0004572	LOC111599135|XP_023170467.1|DHYD	LOC119656948|XP_037919589.1|HILL
OG0004573	LOC111596584|XP_023166631.2|DHYD	LOC119651558|XP_037911119.1|HILL
OG0004574	LOC111597256|XP_023167627.1|DHYD	LOC119657523|XP_037920395.1|HILL
OG0004575	LOC111597260|XP_023167632.2|DHYD	LOC119657664|XP_037920618.1|HILL
OG0004576	LOC111602770|XP_023175801.2|DHYD	LOC119652608|XP_037912769.1|HILL
OG0004577	LOC111605590|XP_023179962.1|DHYD	LOC119656889|XP_037919489.1|HILL
OG0004578	LOC111600174|XP_023171936.1|DHYD	LOC119657677|XP_037920634.1|HILL
OG0004579	LOC111599299|XP_023170670.2|DHYD	LOC119654883|XP_037916420.1|HILL
OG0004580	LOC111605525|XP_023179854.1|DHYD	LOC119657833|XP_037920878.1|HILL
OG0004581	LOC111602664|XP_023175616.1|DHYD	LOC119651764|XP_037911432.1|HILL
OG0004582	LOC111602001|XP_023174658.1|DHYD	LOC119659766|XP_037923958.1|HILL
OG0004583	LOC111594073|XP_023162980.2|DHYD	LOC119657310|XP_037920097.1|HILL
OG0004584	LOC111597991|XP_023168738.1|DHYD	LOC119657387|XP_037920200.1|HILL
OG0004585	LOC111597861|XP_023168551.2|DHYD	LOC119659522|XP_037923586.1|HILL
OG0004586	LOC111605134|XP_030079418.1|DHYD	LOC119656710|XP_037919158.1|HILL
OG0004587	LOC111597803|XP_023168456.1|DHYD	LOC119658596|XP_037921988.1|HILL
OG0004588	LOC111597833|XP_023168497.1|DHYD	LOC119658604|XP_037922007.1|HILL
OG0004589	LOC111597433|XP_030080051.1|DHYD	LOC119657910|XP_037921012.1|HILL
OG0004590	LOC111597886|XP_023168589.2|DHYD	LOC119651926|XP_037911684.1|HILL
OG0004591	LOC111597830|XP_023168494.2|DHYD	LOC119651434|XP_037910961.1|HILL
OG0004592	LOC111593010|XP_023161313.1|DHYD	LOC119657856|XP_037920909.1|HILL
OG0004593	LOC111605316|XP_023179547.2|DHYD	LOC119657141|XP_037919841.1|HILL
OG0004594	LOC111603367|XP_030079538.1|DHYD	LOC119658003|XP_037921151.1|HILL
OG0004595	LOC111598333|XP_023169303.1|DHYD	LOC119658516|XP_037921919.1|HILL
