Orthogroup	DALB.longest_only	DERE.longest_only
OG0003800	LOC117564914|XP_034099759.1|DALB	LOC6540613|XP_001968891.1|DERE
OG0003801	LOC117565055|XP_034099891.1|DALB	LOC6549118|XP_026836834.1|DERE
OG0003802	LOC117564906|XP_034099750.1|DALB	LOC6548914|XP_001974181.1|DERE
OG0003803	LOC117575136|XP_034115133.1|DALB	LOC6554539|XP_001981324.1|DERE
OG0003804	LOC117565780|XP_034100948.1|DALB	LOC6540582|XP_001968896.2|DERE
OG0003805	LOC117564081|XP_034098600.1|DALB	LOC6542178|XP_001968121.2|DERE
OG0003806	LOC117566048|XP_034101388.1|DALB	LOC6542882|XP_001970825.2|DERE
OG0003807	LOC117563373|XP_034097565.1|DALB	LOC6540681|XP_026834284.1|DERE
OG0003808	LOC117567638|XP_034103634.1|DALB	LOC6546218|XP_026832627.1|DERE
OG0003809	LOC117563239|XP_034097337.1|DALB	LOC6549325|XP_001974330.1|DERE
OG0003810	LOC117567743|XP_034103819.1|DALB	LOC6548640|XP_015012696.1|DERE
OG0003811	LOC117569811|XP_034107019.1|DALB	LOC6547651|XP_001974809.1|DERE
OG0003812	LOC117563342|XP_034097510.1|DALB	LOC6540971|XP_015015239.1|DERE
OG0003813	LOC117564829|XP_034099645.1|DALB	LOC6542509|XP_026835510.1|DERE
OG0003814	LOC117563624|XP_034097922.1|DALB	LOC6541280|XP_026835143.1|DERE
OG0003815	LOC117573564|XP_034112740.1|DALB	LOC6553691|XP_001979421.1|DERE
OG0003816	LOC117564648|XP_034099400.1|DALB	LOC26526813|XP_015012858.1|DERE
OG0003817	LOC117564259|XP_034098854.1|DALB	LOC6543129|XP_001969306.1|DERE
OG0003818	LOC117565276|XP_034100195.1|DALB	LOC6549261|XP_026836063.1|DERE
OG0003819	LOC117565987|XP_034101291.1|DALB	LOC6543202|XP_001968629.1|DERE
OG0003820	LOC117573457|XP_034112571.1|DALB	LOC6552454|XP_026838044.1|DERE
OG0003821	LOC117570474|XP_034108048.1|DALB	LOC6549332|XP_001975632.1|DERE
OG0003822	LOC117565091|XP_034099936.1|DALB	LOC6541728|XP_001970013.1|DERE
OG0003823	LOC117563313|XP_034097462.1|DALB	LOC6541988|XP_001968329.1|DERE
OG0003824	LOC117563558|XP_034097829.1|DALB	LOC6549313|XP_001974235.1|DERE
OG0003825	LOC117566154|XP_034101533.1|DALB	LOC6543485|XP_001969213.1|DERE
OG0003826	LOC117564366|XP_034098974.1|DALB	LOC113564153|XP_026835561.1|DERE, LOC6540701|XP_001968793.1|DERE
OG0003827	LOC117563675|XP_034097992.1|DALB	LOC6541390|XP_001969301.2|DERE
OG0003828	LOC117563673|XP_034097989.1|DALB	LOC6542825|XP_001969304.1|DERE
OG0003829	LOC117565560|XP_034100619.1|DALB	LOC6543505|XP_001969524.1|DERE
OG0003830	LOC117565461|XP_034100456.1|DALB	LOC6548858|XP_001974046.1|DERE
OG0003831	LOC117575691|XP_034115894.1|DALB	LOC6555419|XP_001982338.1|DERE
OG0003832	LOC117565616|XP_034100712.1|DALB	LOC6542522|XP_026835452.1|DERE
OG0003833	LOC117565620|XP_034100723.1|DALB	LOC6542944|XP_001970073.1|DERE
OG0003834	LOC117565280|XP_034100198.1|DALB	LOC6542457|XP_026834467.1|DERE
OG0003835	LOC117563725|XP_034098078.1|DALB	LOC6541824|XP_001968984.2|DERE
OG0003836	LOC117565605|XP_034100701.1|DALB	LOC6549444|XP_001974309.2|DERE
OG0003837	LOC117565604|XP_034100699.1|DALB	LOC6549405|XP_001974311.1|DERE
OG0003838	LOC117564641|XP_034099392.1|DALB	LOC6542875|XP_026834917.1|DERE
OG0003839	LOC117563249|XP_034097353.1|DALB	LOC6541608|XP_001969625.2|DERE
OG0003840	LOC117567633|XP_034103623.1|DALB	LOC6543358|XP_001970538.1|DERE
OG0003841	LOC117564813|XP_034099626.1|DALB	LOC6542466|XP_001968421.1|DERE
OG0003842	LOC117566200|XP_034101608.1|DALB	LOC6542606|XP_001969882.1|DERE
OG0003843	LOC117563870|XP_034098317.1|DALB	LOC6540962|XP_026835150.1|DERE
OG0003844	LOC117563657|XP_034097962.1|DALB	LOC6541766|XP_015014427.1|DERE
OG0003845	LOC117564572|XP_034099299.1|DALB	LOC6541960|XP_026834826.1|DERE
OG0003846	LOC117564652|XP_034099403.1|DALB	LOC6541220|XP_026834341.1|DERE
OG0003847	LOC117563207|XP_034097285.1|DALB	LOC6541654|XP_001969267.2|DERE
OG0003848	LOC117576546|XP_034117274.1|DALB	LOC6552235|XP_001979800.1|DERE
OG0003849	LOC117569152|XP_034106104.1|DALB	LOC6541932|XP_001969045.3|DERE
OG0003850	LOC117564416|XP_034099038.1|DALB	LOC6543498|XP_001969541.1|DERE
OG0003851	LOC117570573|XP_034108206.1|DALB	LOC6547091|XP_001974930.1|DERE
OG0003852	LOC117566080|XP_034101451.1|DALB	LOC6543196|XP_026835216.1|DERE
OG0003853	LOC117566398|XP_034101798.1|DALB	LOC6548754|XP_015012306.1|DERE
OG0003854	LOC117564451|XP_034099121.1|DALB	LOC6547747|XP_001976256.1|DERE
OG0003855	LOC117563343|XP_034097511.1|DALB	LOC6547617|XP_001976254.3|DERE
OG0003856	LOC117564740|XP_034099519.1|DALB	LOC6542996|XP_026834946.1|DERE
OG0003857	LOC117564000|XP_034098481.1|DALB	LOC6541627|XP_001969029.1|DERE
OG0003858	LOC117578324|XP_034119677.1|DALB	LOC6550348|XP_026837576.1|DERE
OG0003859	LOC117565130|XP_034099987.1|DALB	LOC6549260|XP_026837018.1|DERE
OG0003860	LOC117566659|XP_034102094.1|DALB	LOC6546550|XP_001974564.1|DERE
OG0003861	LOC117564373|XP_034098980.1|DALB	LOC6543341|XP_001968453.1|DERE
OG0003862	LOC117564404|XP_034099019.1|DALB	LOC6541881|XP_015014482.1|DERE
OG0003863	LOC117565658|XP_034100767.1|DALB	LOC6543165|XP_001969281.1|DERE
OG0003864	LOC117565719|XP_034100857.1|DALB	LOC6542107|XP_015015015.1|DERE
OG0003865	LOC117574941|XP_034114881.1|DALB	LOC6554312|XP_001981743.1|DERE
OG0003866	LOC117564261|XP_034098856.1|DALB, LOC117564260|XP_034098855.1|DALB	LOC6549051|XP_026836703.1|DERE
OG0003867	LOC117564114|XP_034098662.1|DALB	LOC26526993|XP_015012893.1|DERE
OG0003868	LOC117571383|XP_034109396.1|DALB	LOC6542023|XP_001969454.2|DERE
OG0003869	LOC117564187|XP_034098752.1|DALB	LOC6542846|XP_001968554.1|DERE
OG0003870	LOC117565525|XP_034100555.1|DALB	LOC6549289|XP_015012073.1|DERE
OG0003871	LOC117564733|XP_034099511.1|DALB	LOC6541804|XP_001969753.1|DERE
OG0003872	LOC117569057|XP_034105959.1|DALB	LOC6546735|XP_001974528.1|DERE
OG0003873	LOC117563876|XP_034098325.1|DALB	LOC6548786|XP_001974065.1|DERE
OG0003876	LOC117565061|XP_034099899.1|DALB	LOC6543423|XP_001968304.1|DERE
OG0003877	LOC117565431|XP_034100408.1|DALB	LOC6542063|XP_001968994.3|DERE
OG0003878	LOC117564465|XP_034099143.1|DALB	LOC6549259|XP_015012068.1|DERE
OG0003879	LOC117567516|XP_034103451.1|DALB	LOC26527079|XP_015014392.1|DERE
OG0003880	LOC117569699|XP_034106851.1|DALB	LOC6543786|XP_026833061.1|DERE
OG0003881	LOC117567132|XP_034102833.1|DALB	LOC6548566|XP_001976638.1|DERE
OG0003882	LOC117568443|XP_034105002.1|DALB	LOC6542053|XP_026834763.1|DERE
OG0003883	LOC117566348|XP_034101729.1|DALB	LOC6550310|XP_026838319.1|DERE
OG0003884	LOC117563908|XP_034098361.1|DALB	LOC6540931|XP_001969582.1|DERE
OG0003886	LOC117564665|XP_034099419.1|DALB, LOC117564705|XP_034099474.1|DALB	LOC6540879|XP_001970031.2|DERE
OG0003887	LOC117564637|XP_034099389.1|DALB	LOC6542611|XP_001968422.2|DERE
OG0003888	LOC117573391|XP_034112482.1|DALB	LOC6555133|XP_015008857.1|DERE
OG0003889	LOC117564098|XP_034098635.1|DALB	LOC6541027|XP_001968259.1|DERE
OG0003890	LOC117568260|XP_034104637.1|DALB	LOC6546472|XP_001971753.1|DERE
OG0003891	LOC117565832|XP_034101031.1|DALB	LOC6542239|XP_001969575.1|DERE
OG0003892	LOC117568989|XP_034105851.1|DALB	LOC6543770|XP_001971198.1|DERE
OG0003893	LOC117563697|XP_034098032.1|DALB	LOC6549648|XP_001974253.1|DERE
OG0003895	LOC117577742|XP_034118544.1|DALB	LOC6547649|XP_001974983.1|DERE
OG0003896	LOC117569907|XP_034107138.1|DALB	LOC6547646|XP_015012205.2|DERE
OG0003897	LOC117566890|XP_034102395.1|DALB	LOC6548150|XP_001975224.1|DERE
OG0003898	LOC117565730|XP_034100869.1|DALB	LOC6549155|XP_001974284.2|DERE
OG0003899	LOC117565653|XP_034100762.1|DALB	LOC6540774|XP_001968175.1|DERE
OG0003900	LOC117563845|XP_034098266.1|DALB	LOC6542964|XP_026834033.1|DERE
OG0003901	LOC117564883|XP_034099722.1|DALB	LOC6542768|XP_001969028.1|DERE
OG0003902	LOC117564023|XP_034098513.1|DALB	LOC6541494|XP_026834581.1|DERE
OG0003903	LOC117563327|XP_034097482.1|DALB	LOC6542137|XP_001969675.1|DERE
OG0003904	LOC117563326|XP_034097481.1|DALB	LOC6543130|XP_001969676.1|DERE
OG0003905	LOC117575572|XP_034115726.1|DALB	LOC6554488|XP_001981933.1|DERE
OG0003906	LOC117567704|XP_034103725.1|DALB	LOC6548076|XP_001975168.1|DERE
OG0003907	LOC117566206|XP_034101624.1|DALB	LOC6543143|XP_001968223.2|DERE
OG0003908	LOC117566207|XP_034101625.1|DALB	LOC6543357|XP_001968224.2|DERE
OG0003909	LOC117568236|XP_034104602.1|DALB	LOC6547245|XP_001976131.1|DERE
OG0003910	LOC117568238|XP_034104607.1|DALB	LOC6553313|XP_001979210.1|DERE
OG0003911	LOC117564793|XP_034099605.1|DALB	LOC6543406|XP_001968719.1|DERE
OG0003912	LOC117564859|XP_034099693.1|DALB	LOC6542471|XP_001968982.1|DERE
OG0003913	LOC117563913|XP_034098367.1|DALB	LOC6540737|XP_015014424.1|DERE
OG0003914	LOC117564132|XP_034098683.1|DALB	LOC6543116|XP_001969859.1|DERE
OG0003915	LOC117577560|XP_034118285.1|DALB	LOC26527051|XP_026837507.1|DERE
OG0003916	LOC117565878|XP_034101110.1|DALB	LOC6541814|XP_001969036.2|DERE
OG0003917	LOC117565632|XP_034100733.1|DALB	LOC6540683|XP_001968806.3|DERE
OG0003918	LOC117565938|XP_034101215.1|DALB	LOC6541581|XP_001969789.1|DERE
OG0003919	LOC117564675|XP_034099433.1|DALB	LOC6541020|XP_001968529.1|DERE
OG0003920	LOC117567114|XP_034102808.1|DALB	LOC6546659|XP_001974502.1|DERE
OG0003921	LOC117565032|XP_034099870.1|DALB	LOC6548883|XP_026836841.1|DERE
OG0003922	LOC117565764|XP_034100922.1|DALB	LOC6542726|XP_001969869.1|DERE
OG0003923	LOC117573229|XP_034112168.1|DALB	LOC6555818|XP_001982735.1|DERE
OG0003924	LOC117567897|XP_034104060.1|DALB	LOC6549357|XP_001975786.1|DERE
OG0003925	LOC117563494|XP_034097748.1|DALB	LOC6540695|XP_026834023.1|DERE
OG0003926	LOC117563268|XP_034097386.1|DALB	LOC6540592|XP_001968762.1|DERE
OG0003927	LOC117566075|XP_034101445.1|DALB	LOC6542993|XP_001968372.1|DERE
OG0003928	LOC117566156|XP_034101536.1|DALB	LOC6543307|XP_001969214.1|DERE
OG0003929	LOC117566001|XP_034101309.1|DALB	LOC6541978|XP_001969863.1|DERE
OG0003930	LOC117563306|XP_034097444.1|DALB	LOC6542007|XP_001970101.1|DERE
OG0003931	LOC117578395|XP_034119734.1|DALB	LOC6541087|XP_026834775.1|DERE
OG0003932	LOC117566645|XP_034102078.1|DALB	LOC6543217|XP_015014578.1|DERE
OG0003933	LOC117565072|XP_034099909.1|DALB	LOC6543509|XP_001968714.1|DERE
OG0003934	LOC117565915|XP_034101174.1|DALB	LOC6543093|XP_001969228.1|DERE
OG0003935	LOC117567965|XP_034104165.1|DALB	LOC6548753|XP_001975438.1|DERE
OG0003936	LOC117567966|XP_034104166.1|DALB	LOC6548752|XP_001975437.1|DERE
OG0003937	LOC117571580|XP_034109687.1|DALB	LOC6541761|XP_001970545.1|DERE
OG0003938	LOC117563338|XP_034097500.1|DALB	LOC6540624|XP_026834604.1|DERE
OG0003939	LOC117564578|XP_034099311.1|DALB	LOC6540658|XP_001968780.1|DERE
OG0003940	LOC117565962|XP_034101248.1|DALB	LOC6540753|XP_001968743.1|DERE
OG0003941	LOC117566137|XP_034101510.1|DALB	LOC6540873|XP_001968746.1|DERE
OG0003942	LOC117565439|XP_034100420.1|DALB	LOC6542356|XP_001970211.1|DERE
OG0003943	LOC117563930|XP_034098393.1|DALB	LOC6540610|XP_001968751.1|DERE
OG0003944	LOC117565343|XP_034100288.1|DALB	LOC6542202|XP_001969741.1|DERE
OG0003945	LOC117566922|XP_034102433.1|DALB	LOC6547882|XP_001976426.1|DERE
OG0003946	LOC117563595|XP_034097873.1|DALB, LOC117563555|XP_034097826.1|DALB	LOC6549446|XP_001974268.1|DERE
OG0003947	LOC117565057|XP_034099895.1|DALB	LOC6549151|XP_001974280.1|DERE
OG0003948	LOC117565318|XP_034100249.1|DALB	LOC6549249|XP_001974434.1|DERE
OG0003949	LOC117565315|XP_034100244.1|DALB	LOC6549247|XP_001974432.2|DERE
OG0003950	LOC117564831|XP_034099647.1|DALB	LOC6543455|XP_001969509.1|DERE
OG0003951	LOC117565299|XP_034100226.1|DALB	LOC6540664|XP_001968878.1|DERE
OG0003952	LOC117563732|XP_034098103.1|DALB	LOC6541752|XP_001969844.1|DERE
OG0003953	LOC117563528|XP_034097798.1|DALB	LOC6542728|XP_001970081.1|DERE
OG0003954	LOC117570859|XP_034108630.1|DALB	LOC6543826|XP_001971876.1|DERE
OG0003956	LOC117564029|XP_034098523.1|DALB	LOC6549290|XP_026835699.1|DERE
OG0003957	LOC117572068|XP_034110539.1|DALB	LOC6544775|XP_001971681.2|DERE, LOC113563875|XP_026832334.1|DERE, LOC6544777|XP_001971683.1|DERE
OG0003958	LOC117573260|XP_034112236.1|DALB	LOC6550556|XP_015011240.1|DERE
OG0003959	LOC117568383|XP_034104882.1|DALB	LOC6547608|XP_001974968.2|DERE
OG0003960	LOC117578111|XP_034119186.1|DALB	LOC6549689|XP_001978722.1|DERE
OG0003961	LOC117565848|XP_034101056.1|DALB	LOC6541187|XP_026835167.1|DERE
OG0003962	LOC117563269|XP_034097388.1|DALB	LOC6540700|XP_001968767.1|DERE
OG0003964	LOC117564208|XP_034098782.1|DALB	LOC6542499|XP_001968560.1|DERE
OG0003965	LOC117565988|XP_034101292.1|DALB	LOC6542018|XP_026835315.1|DERE
OG0003966	LOC117565685|XP_034100810.1|DALB	LOC6548517|XP_026838687.1|DERE
OG0003967	LOC117567417|XP_034103284.1|DALB	LOC6547977|XP_026837090.1|DERE
OG0003968	LOC117566871|XP_034102369.1|DALB	LOC6547975|XP_026835688.1|DERE
OG0003969	LOC117567414|XP_034103281.1|DALB	LOC6548136|XP_001975228.1|DERE
OG0003970	LOC117565762|XP_034100920.1|DALB	LOC6540789|XP_001968172.1|DERE
OG0003971	LOC117564828|XP_034099642.1|DALB	LOC6541256|XP_026835152.1|DERE
OG0003972	LOC117570468|XP_034108033.1|DALB	LOC6545901|XP_001972793.2|DERE
OG0003973	LOC117568176|XP_034104502.1|DALB	LOC6548433|XP_001976685.1|DERE
OG0003974	LOC117569773|XP_034106963.1|DALB	LOC6546924|XP_001975995.1|DERE
OG0003975	LOC117563653|XP_034097954.1|DALB	LOC6542747|XP_026834251.1|DERE
OG0003976	LOC117564588|XP_034099324.1|DALB	LOC6549201|XP_001974240.1|DERE
OG0003977	LOC117565155|XP_034100028.1|DALB	LOC6541146|XP_001969633.1|DERE
OG0003978	LOC117572484|XP_034111225.1|DALB	LOC6545255|XP_001973312.1|DERE
OG0003979	LOC117563611|XP_034097903.1|DALB	LOC6541570|XP_001969963.1|DERE
OG0003980	LOC117573553|XP_034112725.1|DALB	LOC6553166|XP_001980026.1|DERE
OG0003981	LOC117563602|XP_034097885.1|DALB	LOC6541665|XP_001969736.1|DERE
OG0003982	LOC117565169|XP_034100046.1|DALB	LOC6549647|XP_026836840.1|DERE
OG0003983	LOC117565430|XP_034100407.1|DALB	LOC6541990|XP_001968995.1|DERE
OG0003984	LOC117566153|XP_034101530.1|DALB	LOC6549440|XP_001974305.1|DERE
OG0003985	LOC117565464|XP_034100460.1|DALB	LOC26527013|XP_015012897.1|DERE
OG0003986	LOC117564532|XP_034099244.1|DALB	LOC6543046|XP_001970146.2|DERE
OG0003987	LOC117563826|XP_034098245.1|DALB	LOC6542815|XP_015014508.1|DERE
OG0003988	LOC117564477|XP_034099168.1|DALB	LOC6540642|XP_026834780.1|DERE
OG0003989	LOC117564207|XP_034098779.1|DALB	LOC6542524|XP_001969762.1|DERE
OG0003990	LOC117563290|XP_034097423.1|DALB	LOC6543402|XP_001968934.1|DERE
OG0003991	LOC117565810|XP_034100991.1|DALB	LOC6543525|XP_026834628.1|DERE
OG0003992	LOC117565360|XP_034100313.1|DALB	LOC6543458|XP_026835349.1|DERE
OG0003993	LOC117563295|XP_034097429.1|DALB	LOC6540639|XP_001968669.1|DERE
OG0003994	LOC117573815|XP_034113123.1|DALB	LOC6555036|XP_001981407.1|DERE
OG0003995	LOC117567894|XP_034104058.1|DALB	LOC6549358|XP_001975787.1|DERE
OG0003996	LOC117568857|XP_034105628.1|DALB	LOC6540744|XP_001970391.1|DERE
OG0003997	LOC117565655|XP_034100764.1|DALB	LOC6542108|XP_026834060.1|DERE
OG0003998	LOC117563950|XP_034098413.1|DALB	LOC6549208|XP_026838706.1|DERE
OG0003999	LOC117565692|XP_034100818.1|DALB	LOC6549207|XP_001973867.3|DERE, LOC6556163|XP_001983016.2|DERE
OG0004000	LOC117577757|XP_034118558.1|DALB	LOC6549940|XP_001977398.1|DERE
OG0004001	LOC117567294|XP_034103062.1|DALB	LOC6548120|XP_001976534.1|DERE
OG0004002	LOC117564456|XP_034099131.1|DALB	LOC6548910|XP_001974177.1|DERE
OG0004003	LOC117566071|XP_034101422.1|DALB	LOC6542646|XP_015014465.1|DERE
OG0004004	LOC117566118|XP_034101483.1|DALB	LOC6541592|XP_015014534.1|DERE
OG0004005	LOC117565170|XP_034100048.1|DALB	LOC6542550|XP_026835178.1|DERE
OG0004006	LOC117564035|XP_034098530.1|DALB	LOC6548889|XP_001974131.1|DERE
OG0004007	LOC117564189|XP_034098754.1|DALB	LOC6542632|XP_001968553.1|DERE
OG0004008	LOC117563336|XP_034097498.1|DALB	LOC6540871|XP_026835282.1|DERE
OG0004009	LOC117564773|XP_034099563.1|DALB	LOC6542811|XP_001968407.1|DERE
OG0004010	LOC117565742|XP_034100879.1|DALB	LOC6540778|XP_015014961.1|DERE
OG0004011	LOC117564317|XP_034098910.1|DALB, LOC117564322|XP_034098914.1|DALB	LOC6540773|XP_026835083.1|DERE
OG0004012	LOC117575532|XP_034115672.1|DALB	LOC6555116|XP_001982258.1|DERE
OG0004013	LOC117564419|XP_034099042.1|DALB	LOC6543450|XP_001969538.1|DERE
OG0004014	LOC117569345|XP_034106369.1|DALB	LOC6545902|XP_001972794.2|DERE
OG0004015	LOC117563323|XP_034097477.1|DALB	LOC6541621|XP_001969673.1|DERE
OG0004016	LOC117564762|XP_034099550.1|DALB	LOC6542151|XP_026834019.1|DERE
OG0004017	LOC117565584|XP_034100671.1|DALB	LOC6541991|XP_001968664.1|DERE
OG0004018	LOC117569340|XP_034106361.1|DALB	LOC6541899|XP_001970676.1|DERE
OG0004019	LOC117563721|XP_034098072.1|DALB	LOC6546914|XP_001974117.1|DERE
OG0004020	LOC117563349|XP_034097526.1|DALB	LOC6541030|XP_026834736.1|DERE
OG0004021	LOC117566139|XP_034101513.1|DALB	LOC6541675|XP_001968509.1|DERE
OG0004022	LOC117565875|XP_034101106.1|DALB	LOC6541993|XP_026834665.1|DERE
OG0004023	LOC117569911|XP_034107141.1|DALB	LOC6547495|XP_001974837.2|DERE
OG0004024	LOC117565215|XP_034100115.1|DALB	LOC6547500|XP_015011566.1|DERE
OG0004025	LOC117565825|XP_034101024.1|DALB	LOC6542614|XP_001969353.1|DERE
OG0004026	LOC117563925|XP_034098386.1|DALB	LOC6541292|XP_026835019.1|DERE
OG0004027	LOC117570701|XP_034108395.1|DALB	LOC26526704|XP_026835908.1|DERE
OG0004028	LOC117565271|XP_034100189.1|DALB	LOC6540788|XP_001968843.1|DERE
OG0004029	LOC117565256|XP_034100164.1|DALB	LOC6542883|XP_026835043.1|DERE
OG0004030	LOC117569884|XP_034107114.1|DALB	LOC6548008|XP_015012673.1|DERE
OG0004031	LOC117565425|XP_034100400.1|DALB	LOC6541463|XP_001969758.1|DERE
OG0004032	LOC117566067|XP_034101415.1|DALB	LOC6548622|XP_001973862.1|DERE
OG0004033	LOC117565978|XP_034101272.1|DALB	LOC6541469|XP_026835443.1|DERE
OG0004034	LOC117563368|XP_034097558.1|DALB	LOC6549263|XP_015012069.1|DERE
OG0004035	LOC117565790|XP_034100958.1|DALB	LOC6540684|XP_001968750.1|DERE
OG0004036	LOC117564860|XP_034099694.1|DALB	LOC6542418|XP_026834288.1|DERE
OG0004037	LOC117565990|XP_034101298.1|DALB	LOC6541133|XP_001969692.1|DERE
OG0004038	LOC117565818|XP_034101009.1|DALB	LOC6543024|XP_001968227.1|DERE
OG0004039	LOC117566160|XP_034101551.1|DALB	LOC6542857|XP_001968399.2|DERE
OG0004040	LOC117566342|XP_034101713.1|DALB	LOC6547540|XP_001976306.1|DERE
OG0004041	LOC117578245|XP_034119555.1|DALB	LOC6549820|XP_001977343.1|DERE
OG0004042	LOC117570848|XP_034108620.1|DALB	LOC6544848|XP_001971538.1|DERE
OG0004044	LOC117569848|XP_034107068.1|DALB	LOC6551628|XP_001978558.1|DERE
OG0004045	LOC117564084|XP_034098604.1|DALB	LOC6541762|XP_001969890.1|DERE
OG0004046	LOC117566217|XP_034101652.1|DALB	LOC6540769|XP_001968184.1|DERE
OG0004047	LOC117564659|XP_034099408.1|DALB	LOC6541813|XP_001969780.1|DERE
OG0004048	LOC117563879|XP_034098329.1|DALB	LOC113564084|XP_026834657.1|DERE, LOC6543510|XP_001968725.1|DERE
OG0004049	LOC117564389|XP_034099001.1|DALB	LOC6541071|XP_001968133.1|DERE
OG0004050	LOC117563937|XP_034098401.1|DALB	LOC6549343|XP_001974323.2|DERE
OG0004051	LOC117563488|XP_034097741.1|DALB	LOC6543226|XP_026834025.1|DERE
OG0004052	LOC117564147|XP_034098704.1|DALB	LOC6550055|XP_026838061.1|DERE
OG0004053	LOC117566928|XP_034102441.1|DALB	LOC6547113|XP_001976104.1|DERE
OG0004054	LOC117564770|XP_034099561.1|DALB	LOC6549297|XP_026836201.1|DERE
OG0004055	LOC117576851|XP_034117833.1|DALB	LOC6552057|XP_001980693.1|DERE
OG0004056	LOC117574994|XP_034114956.1|DALB	LOC6552019|XP_001978784.1|DERE
OG0004057	LOC117571797|XP_034110052.1|DALB	LOC6545759|XP_001973403.1|DERE
OG0004058	LOC117568427|XP_034104975.1|DALB	LOC6543747|XP_001971706.1|DERE
OG0004059	LOC117575247|XP_034115269.1|DALB	LOC6553408|XP_001979261.1|DERE
OG0004060	LOC117574545|XP_034114306.1|DALB	LOC6551827|XP_026832110.1|DERE
OG0004061	LOC117564031|XP_034098528.1|DALB	LOC6551260|XP_026838839.1|DERE
OG0004062	LOC117569691|XP_034106836.1|DALB	LOC6546030|XP_026832399.1|DERE
OG0004063	LOC117577867|XP_034118714.1|DALB	LOC6555605|XP_001982657.1|DERE
OG0004064	LOC117570507|XP_034108094.1|DALB	LOC6544884|XP_001973148.1|DERE
OG0004065	LOC117571532|XP_034109606.1|DALB	LOC6548170|XP_015011794.1|DERE
OG0004066	LOC117572457|XP_034111182.1|DALB	LOC6549165|XP_001975615.1|DERE
OG0004067	LOC117568693|XP_034105397.1|DALB	LOC6551324|XP_001977089.1|DERE
OG0004070	LOC117566382|XP_034101774.1|DALB	LOC6546235|XP_001971793.3|DERE
OG0004071	LOC117572548|XP_034111310.1|DALB	LOC6545149|XP_001971579.1|DERE
OG0004072	LOC117572550|XP_034111313.1|DALB	LOC6545148|XP_001971578.3|DERE
OG0004073	LOC117577596|XP_034118336.1|DALB	LOC6550217|XP_001977612.2|DERE
OG0004074	LOC117572670|XP_034111578.1|DALB	LOC6546694|XP_001974510.3|DERE
OG0004075	LOC117571329|XP_034109309.1|DALB	LOC6549642|XP_001975760.1|DERE
OG0004076	LOC117571328|XP_034109305.1|DALB	LOC6549644|XP_015012463.1|DERE
OG0004077	LOC117565881|XP_034101111.1|DALB	LOC6542776|XP_001970234.1|DERE
OG0004078	LOC117575768|XP_034116025.1|DALB	LOC6554406|XP_001981702.1|DERE
OG0004079	LOC117577585|XP_034118320.1|DALB	LOC6551464|XP_001978545.1|DERE
OG0004080	LOC117569798|XP_034107002.1|DALB	LOC6548428|XP_001975339.1|DERE
OG0004081	LOC117567002|XP_034102571.1|DALB	LOC6549106|XP_026836589.1|DERE
OG0004082	LOC117573216|XP_034112123.1|DALB	LOC6547817|XP_001975004.1|DERE
OG0004083	LOC117575343|XP_034115395.1|DALB	LOC6555006|XP_001982061.2|DERE
OG0004084	LOC117572333|XP_034110962.1|DALB	LOC6545341|XP_001973356.2|DERE
OG0004085	LOC117575346|XP_034115402.1|DALB	LOC6552490|XP_001979839.1|DERE
OG0004086	LOC117576263|XP_034116795.1|DALB	LOC6554686|XP_001981566.3|DERE
OG0004087	LOC117573103|XP_034111914.1|DALB	LOC6551497|XP_001977192.1|DERE
OG0004089	LOC117563265|XP_034097387.1|DALB	LOC6551626|XP_026837544.1|DERE
OG0004090	LOC117576757|XP_034117693.1|DALB	LOC6554842|XP_001982006.1|DERE
OG0004091	LOC117574444|XP_034114173.1|DALB	LOC6552890|XP_001979990.1|DERE
OG0004092	LOC117563311|XP_034097460.1|DALB	LOC6551552|XP_001978500.1|DERE
OG0004095	LOC117574022|XP_034113504.1|DALB	LOC6553822|XP_001980517.2|DERE
OG0004096	LOC117576267|XP_034116801.1|DALB	LOC6554685|XP_026831829.1|DERE
OG0004097	LOC117568031|XP_034104262.1|DALB	LOC6544938|XP_001972613.1|DERE
OG0004098	LOC117570668|XP_034108345.1|DALB	LOC6552494|XP_001979843.1|DERE
OG0004099	LOC117575552|XP_034115704.1|DALB	LOC6551758|XP_026832016.1|DERE
OG0004100	LOC117576036|XP_034116450.1|DALB	LOC6552101|XP_001978871.1|DERE
OG0004101	LOC117574940|XP_034114880.1|DALB	LOC6552336|XP_001978873.1|DERE
OG0004102	LOC117576439|XP_034117087.1|DALB	LOC6552337|XP_015009549.1|DERE
OG0004103	LOC117575766|XP_034116022.1|DALB	LOC6554408|XP_001981704.1|DERE
OG0004104	LOC117573899|XP_034113298.1|DALB	LOC6554444|XP_001982142.2|DERE
OG0004105	LOC117570502|XP_034108090.1|DALB	LOC6544886|XP_001973150.1|DERE
OG0004106	LOC117569734|XP_034106903.1|DALB	LOC6543881|XP_001973640.1|DERE
OG0004107	LOC117570075|XP_034107405.1|DALB	LOC6546136|XP_001971302.1|DERE
OG0004108	LOC117573554|XP_034112726.1|DALB	LOC6553161|XP_026831963.1|DERE
OG0004109	LOC117576758|XP_034117694.1|DALB	LOC6554832|XP_001982005.1|DERE
OG0004110	LOC117568851|XP_034105619.1|DALB	LOC6544290|XP_001973718.1|DERE
