Orthogroup	DALB.longest_only	AEAL.longest_only
OG0003686	LOC117571319|XP_034109291.1|DALB	LOC109407413|XP_029722252.1|AEAL, LOC115263293|XP_029722310.1|AEAL
OG0003687	LOC117570691|XP_034108384.1|DALB	LOC109407407|XP_029721909.1|AEAL, LOC115263138|XP_029721923.1|AEAL
OG0003688	LOC117567115|XP_034102809.1|DALB	LOC109416209|XP_019545749.2|AEAL, LOC109407408|XP_029722303.1|AEAL
OG0003689	LOC117568568|XP_034105188.1|DALB	LOC109416088|XP_029722186.1|AEAL, LOC109407396|XP_019535950.2|AEAL
OG0003690	LOC117571928|XP_034110305.1|DALB	LOC109416078|XP_029722299.1|AEAL, LOC109407395|XP_019535949.2|AEAL
OG0003691	LOC117571929|XP_034110307.1|DALB	LOC109415975|XP_029722193.1|AEAL, LOC115263251|XP_029722172.1|AEAL, LOC109407388|XP_029722181.1|AEAL
OG0003692	LOC117569894|XP_034107127.1|DALB	LOC109419418|XP_019549203.2|AEAL
OG0003693	LOC117569742|XP_034106916.1|DALB	LOC109424158|XP_029722022.1|AEAL, LOC109430828|XP_029722008.1|AEAL
OG0003694	LOC117570909|XP_034108705.1|DALB	LOC109424156|XP_029722012.1|AEAL, LOC109430835|XP_029722049.1|AEAL
OG0003695	LOC117567205|XP_034102926.1|DALB	LOC115263202|XP_029722041.1|AEAL, LOC115263201|XP_029722040.1|AEAL, LOC109430820|XP_019562450.2|AEAL
OG0003696	LOC117568255|XP_034104628.1|DALB	LOC109430919|XP_019562572.1|AEAL
OG0003697	LOC117571341|XP_034109337.1|DALB	LOC115261070|XP_029718304.1|AEAL, LOC109431629|XP_029730385.1|AEAL
OG0003698	LOC117570614|XP_034108265.1|DALB	LOC109431664|XP_019563456.1|AEAL
OG0003699	LOC117567782|XP_034103881.1|DALB	LOC109431667|XP_019563463.1|AEAL
OG0003700	LOC117568083|XP_034104350.1|DALB	LOC109431726|XP_019563545.2|AEAL, LOC109430974|XP_019562640.2|AEAL
OG0003701	LOC117565884|XP_034101116.1|DALB	LOC115267491|XP_029730367.1|AEAL, LOC109430884|XP_019562516.2|AEAL, LOC109431638|XP_019563412.2|AEAL
OG0003702	LOC117567691|XP_034103706.1|DALB	LOC109430959|XP_019562624.2|AEAL, LOC109431724|XP_019563542.2|AEAL
OG0003703	LOC117567861|XP_034104013.1|DALB	LOC109398071|XP_029719544.1|AEAL, LOC115267488|XP_029730365.1|AEAL, LOC109431692|XP_029730424.1|AEAL
OG0003704	LOC117567206|XP_034102927.1|DALB	LOC115254185|XP_029730332.1|AEAL, LOC109398105|XP_019526012.2|AEAL
OG0003706	LOC117567377|XP_034103211.1|DALB	LOC115253461|XP_029730579.1|AEAL
OG0003707	LOC117566953|XP_034102481.1|DALB	LOC115267613|XP_029730602.1|AEAL, LOC109398096|XP_029712460.1|AEAL, LOC109426171|XP_029730574.1|AEAL
OG0003708	LOC117572026|XP_034110467.1|DALB	LOC109397997|XP_029730561.1|AEAL, LOC115267587|XP_029730534.1|AEAL
OG0003709	LOC117570734|XP_034108446.1|DALB	LOC109426388|XP_019557438.2|AEAL, LOC109398042|XP_019525944.2|AEAL
OG0003710	LOC117566956|XP_034102490.1|DALB	LOC109398053|XP_019525957.2|AEAL, LOC109399439|XP_029730557.1|AEAL
OG0003711	LOC117570412|XP_034107929.1|DALB	LOC115267592|XP_029730542.1|AEAL, LOC109399521|XP_019527516.2|AEAL
OG0003712	LOC117570044|XP_034107360.1|DALB	LOC109399518|XP_019527512.2|AEAL
OG0003713	LOC117569706|XP_034106860.1|DALB	LOC109399457|XP_019527439.2|AEAL
OG0003714	LOC117569704|XP_034106859.1|DALB	LOC109399522|XP_019527517.2|AEAL
OG0003715	LOC117569423|XP_034106473.1|DALB	LOC115270359|XP_029735736.1|AEAL, LOC109399534|XP_019527530.1|AEAL, LOC109404381|XP_029736042.1|AEAL
OG0003717	LOC117566360|XP_034101744.1|DALB	LOC115269771|XP_029734445.1|AEAL, LOC109404370|XP_029735764.1|AEAL, LOC109403134|XP_019531420.1|AEAL
OG0003718	LOC117572558|XP_034111323.1|DALB	LOC109403047|XP_019531319.2|AEAL, LOC115270344|XP_029735683.1|AEAL, LOC109404272|XP_019532652.2|AEAL
OG0003719	LOC117567075|XP_034102712.1|DALB	LOC115259994|XP_029716690.1|AEAL, LOC109403070|XP_019531353.2|AEAL, LOC115270391|XP_029735810.1|AEAL
OG0003720	LOC117575269|XP_034115298.1|DALB	LOC109403044|XP_029735710.1|AEAL, LOC109408667|XP_029735822.1|AEAL
OG0003721	LOC117569443|XP_034106497.1|DALB	LOC109408666|XP_029735836.1|AEAL
OG0003722	LOC117567274|XP_034103028.1|DALB	LOC109408636|XP_029734598.1|AEAL, LOC109622175|XP_029735865.1|AEAL
OG0003723	LOC117571494|XP_034109553.1|DALB	LOC115257235|XP_029712532.1|AEAL, LOC115259976|XP_029716631.1|AEAL, LOC109412497|XP_029735869.1|AEAL
OG0003724	LOC117568782|XP_034105510.1|DALB	LOC115270400|XP_029735880.1|AEAL, LOC115257996|XP_029713850.1|AEAL, LOC109420812|XP_019550806.2|AEAL, LOC109412507|XP_019541670.1|AEAL
OG0003725	LOC117567395|XP_034103237.1|DALB	LOC109412519|XP_019541686.2|AEAL, LOC115253999|XP_029713820.1|AEAL
OG0003726	LOC117568401|XP_034104924.1|DALB	LOC115270405|XP_029735889.1|AEAL, LOC109412524|XP_019541692.1|AEAL, LOC115253997|XP_029713796.1|AEAL
OG0003727	LOC117570479|XP_034108055.1|DALB	LOC109420859|XP_019550879.1|AEAL, LOC109411066|XP_019540048.1|AEAL
OG0003728	LOC117573808|XP_034113110.1|DALB	LOC115253425|XP_029735941.1|AEAL, LOC109401008|XP_019529021.1|AEAL
OG0003729	LOC117568982|XP_034105836.1|DALB	LOC109420863|XP_029735936.1|AEAL, LOC109401007|XP_019529017.2|AEAL
OG0003730	LOC117570891|XP_034108684.1|DALB	LOC115262859|XP_029721598.1|AEAL, LOC109422486|XP_029735994.1|AEAL
OG0003731	LOC117571619|XP_034109732.1|DALB	LOC109428663|XP_019560020.2|AEAL
OG0003732	LOC117567540|XP_034103477.1|DALB	LOC115269764|XP_029734443.1|AEAL, LOC109424300|XP_019554945.2|AEAL, LOC109428669|XP_019560028.1|AEAL
OG0003733	LOC117568120|XP_034104413.1|DALB	LOC115253601|XP_029735646.1|AEAL, LOC109424298|XP_029736006.1|AEAL
OG0003734	LOC117572020|XP_034110459.1|DALB	LOC109428701|XP_019560057.2|AEAL
OG0003735	LOC117569072|XP_034105978.1|DALB	LOC109428707|XP_019560073.2|AEAL
OG0003736	LOC117569974|XP_034107241.1|DALB	LOC115261863|XP_029719647.1|AEAL, LOC109424273|XP_019554909.2|AEAL
OG0003737	LOC117568628|XP_034105310.1|DALB	LOC109428710|XP_019560076.2|AEAL, LOC109424270|XP_019554905.2|AEAL
OG0003738	LOC117570243|XP_034107636.1|DALB	LOC115270220|XP_029735339.1|AEAL, LOC115270244|XP_029735370.1|AEAL, LOC109430682|XP_029735340.1|AEAL
OG0003739	LOC117570933|XP_034108752.1|DALB	LOC115270239|XP_029735366.1|AEAL, LOC109417488|XP_029735332.1|AEAL, LOC115270216|XP_029735335.1|AEAL
OG0003740	LOC117571940|XP_034110324.1|DALB	LOC115270238|XP_029735364.1|AEAL, LOC109430667|XP_029735343.1|AEAL
OG0003741	LOC117570777|XP_034108505.1|DALB	LOC109417485|XP_029734415.1|AEAL, LOC109430665|XP_029735363.1|AEAL, LOC115270223|XP_029735344.1|AEAL
OG0003742	LOC117572220|XP_034110787.1|DALB	LOC109430675|XP_019562301.2|AEAL, LOC115270230|XP_029735347.1|AEAL, LOC115270233|XP_029735349.1|AEAL
OG0003743	LOC117572385|XP_034111049.1|DALB	LOC109430611|XP_029735410.1|AEAL, LOC109423808|XP_019554385.2|AEAL
OG0003744	LOC117571942|XP_034110326.1|DALB	LOC109423807|XP_019554384.2|AEAL, LOC115270277|XP_029735443.1|AEAL
OG0003745	LOC117568089|XP_034104358.1|DALB	LOC109430610|XP_019562218.1|AEAL, LOC109423804|XP_019554381.1|AEAL
OG0003746	LOC117567318|XP_034103109.1|DALB	LOC109423802|XP_029735451.1|AEAL, LOC115270263|XP_029735392.1|AEAL, LOC115270262|XP_029735387.1|AEAL
OG0003747	LOC117571760|XP_034110008.1|DALB	LOC115270261|XP_029735386.1|AEAL, LOC109423795|XP_029735452.1|AEAL, LOC109430650|XP_029735382.1|AEAL
OG0003748	LOC117571776|XP_034110025.1|DALB	LOC109430643|XP_029735454.1|AEAL, LOC115270260|XP_029735385.1|AEAL, LOC115270257|XP_029735383.1|AEAL
OG0003749	LOC117567857|XP_034104007.1|DALB	LOC109423789|XP_019554360.2|AEAL, LOC109430603|XP_029735463.1|AEAL
OG0003750	LOC117567858|XP_034104011.1|DALB	LOC109423788|XP_029735533.1|AEAL, LOC109430626|XP_029735465.1|AEAL
OG0003751	LOC117567855|XP_034104001.1|DALB	LOC115270285|XP_029735467.1|AEAL, LOC109430602|XP_029735530.1|AEAL
OG0003752	LOC117567759|XP_034103841.1|DALB	LOC115253605|XP_029735492.1|AEAL, LOC109423771|XP_029735520.1|AEAL
OG0003753	LOC117574770|XP_034114610.1|DALB	LOC109430631|XP_019562265.2|AEAL, LOC109423768|XP_019554319.2|AEAL
OG0003754	LOC117574760|XP_034114598.1|DALB, LOC117567418|XP_034103296.1|DALB	LOC109430596|XP_019562198.2|AEAL
OG0003755	LOC117570617|XP_034108269.1|DALB	LOC109423759|XP_029735583.1|AEAL, LOC109414264|XP_029735540.1|AEAL
OG0003756	LOC117567364|XP_034103198.1|DALB	LOC109423749|XP_019554297.2|AEAL, LOC109414255|XP_019543613.2|AEAL
OG0003757	LOC117568174|XP_034104497.1|DALB	LOC109423656|XP_029716693.1|AEAL, LOC115265104|XP_029725197.1|AEAL, LOC109414242|XP_029725199.1|AEAL
OG0003758	LOC117571311|XP_034109275.1|DALB	LOC109423725|XP_019554257.2|AEAL
OG0003759	LOC117572017|XP_034110447.1|DALB	LOC109414220|XP_029715598.1|AEAL
OG0003760	LOC117567779|XP_034103868.1|DALB	LOC109423709|XP_019554234.2|AEAL
OG0003761	LOC117567122|XP_034102820.1|DALB	LOC109410293|XP_029736348.1|AEAL, LOC109426265|XP_029734279.1|AEAL
OG0003762	LOC117567121|XP_034102816.1|DALB	LOC109410291|XP_029734272.1|AEAL, LOC109426262|XP_029736343.1|AEAL
OG0003763	LOC117569750|XP_034106930.1|DALB	LOC109426252|XP_029736342.1|AEAL, LOC109410282|XP_029734271.1|AEAL
OG0003764	LOC117569746|XP_034106924.1|DALB	LOC109411085|XP_029716719.1|AEAL, LOC115266546|XP_029728688.1|AEAL, LOC109410274|XP_029728679.1|AEAL
OG0003765	LOC117564115|XP_034098663.1|DALB	LOC109410273|XP_019539361.1|AEAL, LOC115266547|XP_029728690.1|AEAL, LOC109411086|XP_029716716.1|AEAL
OG0003766	LOC117568741|XP_034105458.1|DALB, LOC117566089|XP_034101457.1|DALB	LOC109411089|XP_019540075.2|AEAL, LOC109410268|XP_029728719.1|AEAL
OG0003767	LOC117571854|XP_034110139.1|DALB	LOC109411096|XP_029728724.1|AEAL
OG0003768	LOC117569104|XP_034106012.1|DALB	LOC109408165|XP_029728713.1|AEAL, LOC109411103|XP_029728741.1|AEAL
OG0003769	LOC117567824|XP_034103956.1|DALB	LOC109408168|XP_019536953.2|AEAL, LOC109411110|XP_019540107.2|AEAL
OG0003770	LOC117573077|XP_034111846.1|DALB	LOC115253858|XP_029729055.1|AEAL, LOC109411112|XP_029728708.1|AEAL, LOC109408169|XP_029728752.1|AEAL
OG0003771	LOC117572088|XP_034110575.1|DALB	LOC109408185|XP_029728833.1|AEAL, LOC109411123|XP_029728765.1|AEAL
OG0003772	LOC117571838|XP_034110117.1|DALB	LOC109408194|XP_019536977.1|AEAL, LOC109411129|XP_019540128.1|AEAL, LOC115260064|XP_029716784.1|AEAL
OG0003773	LOC117570686|XP_034108378.1|DALB	LOC109408195|XP_029716783.1|AEAL, LOC109411128|XP_029728829.1|AEAL, LOC115266566|XP_029728769.1|AEAL
OG0003774	LOC117571320|XP_034109293.1|DALB	LOC109408198|XP_029728773.1|AEAL, LOC109411133|XP_029728821.1|AEAL
OG0003775	LOC117578252|XP_034119563.1|DALB	LOC109411151|XP_029728790.1|AEAL
OG0003776	LOC117568296|XP_034104708.1|DALB	LOC109408233|XP_019537037.1|AEAL
OG0003777	LOC117572662|XP_034111550.1|DALB	LOC109408913|XP_029728819.1|AEAL, LOC109418469|XP_019548225.1|AEAL
OG0003778	LOC117572785|XP_034111774.1|DALB	LOC109408915|XP_019537847.1|AEAL
OG0003779	LOC117572788|XP_034111777.1|DALB	LOC109416489|XP_019546108.1|AEAL, LOC115266688|XP_029729072.1|AEAL
OG0003780	LOC117566889|XP_034102393.1|DALB	LOC109414974|XP_019544363.1|AEAL
OG0003781	LOC117566484|XP_034101907.1|DALB, LOC117567913|XP_034104083.1|DALB, LOC117573211|XP_034112114.1|DALB	LOC109415144|XP_019544573.1|AEAL, LOC115266634|XP_029729002.1|AEAL
OG0003782	LOC117577087|XP_034118078.1|DALB	LOC115266695|XP_029729081.1|AEAL, LOC109415137|XP_029728937.1|AEAL, LOC109414982|XP_029728943.1|AEAL
OG0003783	LOC117576964|XP_034118032.1|DALB	LOC115266621|XP_029728984.1|AEAL
OG0003784	LOC117567454|XP_034103358.1|DALB	LOC109415103|XP_019544508.2|AEAL, LOC109415011|XP_029728993.1|AEAL
OG0003785	LOC117569120|XP_034106032.1|DALB	LOC109417245|XP_019546902.1|AEAL
OG0003786	LOC117571342|XP_034109339.1|DALB	LOC109407036|XP_019535598.2|AEAL
OG0003787	LOC117571345|XP_034109345.1|DALB	LOC109407042|XP_019535609.1|AEAL
OG0003788	LOC117567907|XP_034104076.1|DALB	LOC115268570|XP_029732540.1|AEAL, LOC115268572|XP_029732545.1|AEAL, LOC115253885|XP_029732544.1|AEAL, LOC109425646|XP_029716921.1|AEAL
OG0003789	LOC117571185|XP_034109106.1|DALB	LOC109398163|XP_029732839.1|AEAL
OG0003790	LOC117568094|XP_034104365.1|DALB, LOC117568095|XP_034104366.1|DALB	LOC109415369|XP_029732830.1|AEAL
OG0003791	LOC117573279|XP_034112257.1|DALB	LOC109416672|XP_029732853.1|AEAL
OG0003792	LOC117569708|XP_034106863.1|DALB	LOC109411530|XP_029709936.1|AEAL, LOC109421725|XP_029709933.1|AEAL
OG0003793	LOC117568175|XP_034104501.1|DALB	LOC109414483|XP_019543873.2|AEAL
OG0003794	LOC117567942|XP_034104128.1|DALB	LOC109414495|XP_029728236.1|AEAL, LOC109421421|XP_019551451.2|AEAL
OG0003795	LOC117567473|XP_034103387.1|DALB	LOC109421368|XP_029728239.1|AEAL, LOC109414477|XP_029728207.1|AEAL
OG0003796	LOC117575129|XP_034115123.1|DALB	LOC109414474|XP_019543857.2|AEAL, LOC109622271|XP_029728251.1|AEAL, LOC115266316|XP_029728179.1|AEAL
OG0003797	LOC117563962|XP_034098429.1|DALB	LOC109622542|XP_029728129.1|AEAL, LOC109414444|XP_029728153.1|AEAL, LOC115266333|XP_029728287.1|AEAL
OG0003798	LOC117568182|XP_034104520.1|DALB	LOC109414441|XP_029728289.1|AEAL, LOC115266296|XP_029728138.1|AEAL, LOC109621322|XP_029728144.1|AEAL
OG0003799	LOC117569495|XP_034106569.1|DALB	LOC109414437|XP_019543798.2|AEAL, LOC109622537|XP_019932476.2|AEAL
OG0003800	LOC117564914|XP_034099759.1|DALB	LOC109428283|XP_019559559.2|AEAL, LOC109404735|XP_019533206.1|AEAL
OG0003801	LOC117565055|XP_034099891.1|DALB	LOC109428273|XP_029728468.1|AEAL, LOC115266345|XP_029728321.1|AEAL
OG0003802	LOC117564906|XP_034099750.1|DALB	LOC109428266|XP_019559544.1|AEAL, LOC115256043|XP_029710154.1|AEAL
OG0003803	LOC117575136|XP_034115133.1|DALB	LOC109428268|XP_019559548.1|AEAL, LOC109427835|XP_019558963.1|AEAL
OG0003804	LOC117565780|XP_034100948.1|DALB	LOC115266350|XP_029728342.1|AEAL, LOC109427931|XP_029710135.1|AEAL
OG0003805	LOC117564081|XP_034098600.1|DALB	LOC115266367|XP_029728442.1|AEAL, LOC109428250|XP_029728443.1|AEAL, LOC109427929|XP_019559121.1|AEAL
OG0003806	LOC117566048|XP_034101388.1|DALB	LOC115266368|XP_029728445.1|AEAL, LOC109427928|XP_029728462.1|AEAL, LOC109428249|XP_029728352.1|AEAL
OG0003807	LOC117563373|XP_034097565.1|DALB	LOC109428240|XP_029728363.1|AEAL, LOC109427921|XP_029728463.1|AEAL, LOC115253791|XP_029728467.1|AEAL
OG0003808	LOC117567638|XP_034103634.1|DALB	LOC109428200|XP_029728408.1|AEAL
OG0003809	LOC117563239|XP_034097337.1|DALB	LOC109428199|XP_029728418.1|AEAL
OG0003810	LOC117567743|XP_034103819.1|DALB	LOC109428182|XP_029734295.1|AEAL, LOC109427875|XP_029728439.1|AEAL
OG0003811	LOC117569811|XP_034107019.1|DALB	LOC109424312|XP_029714951.1|AEAL, LOC115253500|XP_029714941.1|AEAL
OG0003812	LOC117563342|XP_034097510.1|DALB	LOC109433229|XP_029714793.1|AEAL
OG0003813	LOC117564829|XP_034099645.1|DALB	LOC115258561|XP_029714601.1|AEAL, LOC109622900|XP_019932916.2|AEAL, LOC115258584|XP_029714685.1|AEAL
OG0003814	LOC117563624|XP_034097922.1|DALB	LOC115258139|XP_029714042.1|AEAL, LOC109622883|XP_019932895.2|AEAL
OG0003815	LOC117573564|XP_034112740.1|DALB	LOC109622879|XP_019932889.2|AEAL
OG0003816	LOC117564648|XP_034099400.1|DALB	LOC109622869|XP_019932879.2|AEAL, LOC115258071|XP_029713941.1|AEAL
OG0003817	LOC117564259|XP_034098854.1|DALB	LOC115257997|XP_029713854.1|AEAL, LOC109622865|XP_019932874.1|AEAL, LOC115258453|XP_029714414.1|AEAL
OG0003818	LOC117565276|XP_034100195.1|DALB	LOC109420076|XP_029713587.1|AEAL
OG0003819	LOC117565987|XP_034101291.1|DALB	LOC109420074|XP_019549923.2|AEAL
OG0003820	LOC117573457|XP_034112571.1|DALB	LOC109412012|XP_019541201.1|AEAL, LOC109407925|XP_019536663.1|AEAL
OG0003821	LOC117570474|XP_034108048.1|DALB	LOC109412028|XP_019541220.1|AEAL, LOC115262435|XP_029720698.1|AEAL
OG0003822	LOC117565091|XP_034099936.1|DALB	LOC109401083|XP_019529107.2|AEAL, LOC109400993|XP_019529001.2|AEAL
OG0003823	LOC117563313|XP_034097462.1|DALB	LOC109401074|XP_029713111.1|AEAL
OG0003824	LOC117563558|XP_034097829.1|DALB	LOC109412398|XP_019541585.1|AEAL
OG0003825	LOC117566154|XP_034101533.1|DALB	LOC109412374|XP_019541573.2|AEAL
OG0003826	LOC117564366|XP_034098974.1|DALB	LOC109432871|XP_019564776.1|AEAL
OG0003827	LOC117563675|XP_034097992.1|DALB	LOC115257191|XP_029712477.1|AEAL, LOC109401356|XP_019529412.2|AEAL
OG0003828	LOC117563673|XP_034097989.1|DALB	LOC109432873|XP_029712478.1|AEAL, LOC109401369|XP_019529434.2|AEAL
OG0003829	LOC117565560|XP_034100619.1|DALB	LOC109401410|XP_029715894.1|AEAL, LOC109432882|XP_029715868.1|AEAL, LOC115257192|XP_029712482.1|AEAL
OG0003830	LOC117565461|XP_034100456.1|DALB	LOC109432904|XP_019564816.2|AEAL, LOC115255619|XP_029709570.1|AEAL
OG0003831	LOC117575691|XP_034115894.1|DALB	LOC109432894|XP_019564805.1|AEAL, LOC109401397|XP_029711610.1|AEAL
OG0003832	LOC117565616|XP_034100712.1|DALB	LOC109401416|XP_029715795.1|AEAL, LOC109432910|XP_029711998.1|AEAL
OG0003833	LOC117565620|XP_034100723.1|DALB	LOC109432900|XP_029715796.1|AEAL, LOC109401376|XP_029712018.1|AEAL
OG0003834	LOC117565280|XP_034100198.1|DALB	LOC109401434|XP_029712112.1|AEAL, LOC109404654|XP_019533126.1|AEAL
OG0003836	LOC117565605|XP_034100701.1|DALB	LOC109411290|XP_019540361.2|AEAL
OG0003837	LOC117565604|XP_034100699.1|DALB	LOC109433149|XP_029715686.1|AEAL, LOC109411306|XP_029711295.1|AEAL
OG0003838	LOC117564641|XP_034099392.1|DALB	LOC109433046|XP_019564970.2|AEAL
OG0003839	LOC117563249|XP_034097353.1|DALB	LOC115254285|XP_029707545.1|AEAL, LOC109433111|XP_019565049.1|AEAL
OG0003840	LOC117567633|XP_034103623.1|DALB	LOC109420154|XP_019550024.1|AEAL
OG0003841	LOC117564813|XP_034099626.1|DALB	LOC109420934|XP_029710395.1|AEAL, LOC109433097|XP_029710961.1|AEAL
OG0003842	LOC117566200|XP_034101608.1|DALB	LOC109420405|XP_029710801.1|AEAL
OG0003843	LOC117563870|XP_034098317.1|DALB	LOC109621961|XP_029724968.1|AEAL, LOC109415051|XP_029724925.1|AEAL
OG0003844	LOC117563657|XP_034097962.1|DALB	LOC115264941|XP_029724966.1|AEAL, LOC109415049|XP_019544448.1|AEAL, LOC115264931|XP_029724923.1|AEAL
OG0003845	LOC117564572|XP_034099299.1|DALB	LOC109415048|XP_029724917.1|AEAL, LOC109621959|XP_029730036.1|AEAL, LOC109621958|XP_029724960.1|AEAL
OG0003846	LOC117564652|XP_034099403.1|DALB	LOC109621288|XP_019931703.2|AEAL, LOC109404208|XP_019931499.2|AEAL
OG0003847	LOC117563207|XP_034097285.1|DALB	LOC109622032|XP_029725027.1|AEAL, LOC109404214|XP_019532593.2|AEAL
OG0003848	LOC117576546|XP_034117274.1|DALB	LOC109431002|XP_029724880.1|AEAL, LOC115253628|XP_029724856.1|AEAL, LOC109404231|XP_029724937.1|AEAL
OG0003849	LOC117569152|XP_034106104.1|DALB	LOC109400287|XP_029725038.1|AEAL
OG0003850	LOC117564416|XP_034099038.1|DALB	LOC109400335|XP_029724841.1|AEAL
OG0003851	LOC117570573|XP_034108206.1|DALB	LOC109425155|XP_029724812.1|AEAL
OG0003852	LOC117566080|XP_034101451.1|DALB	LOC109429416|XP_019560914.2|AEAL
OG0003853	LOC117566398|XP_034101798.1|DALB	LOC109425132|XP_019555903.2|AEAL
OG0003854	LOC117564451|XP_034099121.1|DALB	LOC109425125|XP_019555867.2|AEAL, LOC109429389|XP_029729527.1|AEAL
OG0003855	LOC117563343|XP_034097511.1|DALB	LOC109429387|XP_029729528.1|AEAL, LOC109425124|XP_029729521.1|AEAL
OG0003856	LOC117564740|XP_034099519.1|DALB	LOC109425079|XP_029729545.1|AEAL, LOC109429386|XP_019560841.2|AEAL
OG0003857	LOC117564000|XP_034098481.1|DALB	LOC109409625|XP_029729470.1|AEAL, LOC109409624|XP_029729489.1|AEAL
OG0003858	LOC117578324|XP_034119677.1|DALB	LOC109403338|XP_029731472.1|AEAL
OG0003859	LOC117565130|XP_034099987.1|DALB	LOC115262903|XP_029721651.1|AEAL, LOC109409334|XP_029715037.1|AEAL, LOC109419092|XP_029729388.1|AEAL
OG0003860	LOC117566659|XP_034102094.1|DALB	LOC109409327|XP_029714843.1|AEAL, LOC109419097|XP_029721650.1|AEAL
OG0003861	LOC117564373|XP_034098980.1|DALB	LOC109419116|XP_019548882.2|AEAL, LOC115258678|XP_029714858.1|AEAL, LOC109409312|XP_019538302.2|AEAL
OG0003862	LOC117564404|XP_034099019.1|DALB	LOC109419117|XP_019548883.2|AEAL, LOC109409311|XP_019538301.2|AEAL
OG0003863	LOC117565658|XP_034100767.1|DALB	LOC109419118|XP_029714850.1|AEAL, LOC115258752|XP_029714992.1|AEAL
OG0003864	LOC117565719|XP_034100857.1|DALB	LOC109409309|XP_029714608.1|AEAL, LOC115258744|XP_029714969.1|AEAL, LOC109419517|XP_019549273.2|AEAL
OG0003865	LOC117574941|XP_034114881.1|DALB	LOC109409304|XP_029714570.1|AEAL, LOC115258768|XP_029715027.1|AEAL, LOC109419519|XP_029718147.1|AEAL
OG0003866	LOC117564261|XP_034098856.1|DALB, LOC117564260|XP_034098855.1|DALB	LOC115258594|XP_029714709.1|AEAL, LOC109409300|XP_019538287.2|AEAL, LOC109419523|XP_029714816.1|AEAL
OG0003867	LOC117564114|XP_034098662.1|DALB	LOC115254061|XP_029718113.1|AEAL, LOC109409279|XP_029714431.1|AEAL
OG0003868	LOC117571383|XP_034109396.1|DALB	LOC109419602|XP_019549378.2|AEAL
OG0003869	LOC117564187|XP_034098752.1|DALB	LOC109397554|XP_019525401.2|AEAL
OG0003870	LOC117565525|XP_034100555.1|DALB	LOC109397513|XP_029715285.1|AEAL, LOC115253549|XP_029715461.1|AEAL
OG0003871	LOC117564733|XP_034099511.1|DALB	LOC109397526|XP_029714707.1|AEAL, LOC109622825|XP_029714687.1|AEAL
OG0003872	LOC117569057|XP_034105959.1|DALB	LOC109397534|XP_019525381.1|AEAL, LOC109622811|XP_019932812.1|AEAL, LOC115258687|XP_029714872.1|AEAL
OG0003873	LOC117563876|XP_034098325.1|DALB	LOC109397538|XP_019525385.3|AEAL, LOC115254017|XP_029714789.1|AEAL, LOC109621501|XP_019931091.2|AEAL
OG0003876	LOC117565061|XP_034099899.1|DALB	LOC109404395|XP_019532791.2|AEAL
OG0003877	LOC117565431|XP_034100408.1|DALB	LOC109404942|XP_029714790.1|AEAL, LOC109398645|XP_019526576.2|AEAL
OG0003878	LOC117564465|XP_034099143.1|DALB	LOC109404731|XP_019533203.2|AEAL, LOC109398621|XP_019526546.2|AEAL
OG0003879	LOC117567516|XP_034103451.1|DALB	LOC109404765|XP_019533253.2|AEAL
OG0003880	LOC117569699|XP_034106851.1|DALB	LOC109398650|XP_029714781.1|AEAL, LOC115258609|XP_029714759.1|AEAL, LOC109404828|XP_029714754.1|AEAL
OG0003881	LOC117567132|XP_034102833.1|DALB	LOC115258637|XP_029714797.1|AEAL, LOC109398726|XP_029714690.1|AEAL, LOC109406705|XP_029714548.1|AEAL
OG0003882	LOC117568443|XP_034105002.1|DALB	LOC115258883|XP_029715183.1|AEAL, LOC109406808|XP_029715067.1|AEAL
OG0003883	LOC117566348|XP_034101729.1|DALB	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL
OG0003884	LOC117563908|XP_034098361.1|DALB	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL
OG0003886	LOC117564665|XP_034099419.1|DALB, LOC117564705|XP_034099474.1|DALB	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL
OG0003887	LOC117564637|XP_034099389.1|DALB	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL
OG0003888	LOC117573391|XP_034112482.1|DALB	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL
OG0003889	LOC117564098|XP_034098635.1|DALB	LOC109414293|XP_019543652.2|AEAL
OG0003890	LOC117568260|XP_034104637.1|DALB	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL
OG0003891	LOC117565832|XP_034101031.1|DALB	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL
OG0003892	LOC117568989|XP_034105851.1|DALB	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL
