Orthogroup	DALB.longest_only	DPSE.longest_only
OG0005689	LOC117569981|XP_034107293.1|DALB	LOC4814238|XP_015042353.2|DPSE
OG0005690	LOC117576829|XP_034117794.1|DALB	LOC4801794|XP_001358829.4|DPSE
OG0005691	LOC117574566|XP_034114329.1|DALB	LOC4802137|XP_001359116.4|DPSE
OG0005692	LOC117566216|XP_034101651.1|DALB	LOC4816923|XP_001356422.1|DPSE
OG0005693	LOC117569091|XP_034105999.1|DALB	LOC4813461|XP_001353749.2|DPSE
OG0005694	LOC117576857|XP_034117842.1|DALB	LOC6897904|XP_033241118.1|DPSE
OG0005695	LOC117576688|XP_034117574.1|DALB	LOC4802382|XP_015037768.1|DPSE
OG0005696	LOC117576690|XP_034117577.1|DALB	LOC4802381|XP_001359310.2|DPSE
OG0005697	LOC117576678|XP_034117563.1|DALB	LOC4802380|XP_001359309.2|DPSE
OG0005698	LOC117567162|XP_034102866.1|DALB	LOC4805175|XP_001361622.3|DPSE
OG0005699	LOC117576985|XP_034118062.1|DALB	LOC4803052|XP_001359853.3|DPSE
OG0005700	LOC117578237|XP_034119574.1|DALB	LOC6902155|XP_033238415.1|DPSE
OG0005701	LOC117564056|XP_034098568.1|DALB	LOC4817617|XP_001357017.2|DPSE
OG0005702	LOC117574167|XP_034113750.1|DALB	LOC4815306|XP_001354509.2|DPSE
OG0005703	LOC117572683|XP_034111611.1|DALB	LOC6899003|XP_002138963.1|DPSE
OG0005704	LOC117568905|XP_034105703.1|DALB	LOC4815769|XP_001355495.3|DPSE
OG0005705	LOC117570369|XP_034107854.1|DALB	LOC4814044|XP_001354166.1|DPSE
OG0005706	LOC117576264|XP_034116797.1|DALB	LOC4800696|XP_001357922.3|DPSE
OG0005707	LOC117563701|XP_034098041.1|DALB	LOC6901814|XP_015042152.2|DPSE
OG0005708	LOC117567057|XP_034102679.1|DALB	LOC4815831|XP_001355448.2|DPSE
OG0005709	LOC117576824|XP_034117787.1|DALB	LOC4801598|XP_001358667.2|DPSE
OG0005710	LOC117574100|XP_034113631.1|DALB	LOC6897939|XP_002138042.1|DPSE
OG0005711	LOC117567818|XP_034103948.1|DALB	LOC6900603|XP_002134975.2|DPSE
OG0005712	LOC117563252|XP_034097358.1|DALB	LOC4817142|XP_001356409.2|DPSE
OG0005713	LOC117574370|XP_034114095.1|DALB	LOC4802193|XP_033232293.1|DPSE
OG0005714	LOC117574191|XP_034113780.1|DALB	LOC4800428|XP_001357706.2|DPSE
OG0005715	LOC117574068|XP_034113584.1|DALB	LOC4802679|XP_033232684.1|DPSE
OG0005716	LOC117574975|XP_034114930.1|DALB	LOC6897432|XP_033232467.1|DPSE
OG0005717	LOC117575880|XP_034116208.1|DALB	LOC4802496|XP_033238750.1|DPSE
OG0005718	LOC117573939|XP_034113357.1|DALB	LOC4802388|XP_001359316.2|DPSE
OG0005719	LOC117574155|XP_034113727.1|DALB	LOC4802187|XP_001359155.1|DPSE
OG0005720	LOC117574525|XP_034114278.1|DALB	LOC4803163|XP_001359949.3|DPSE
OG0005721	LOC117574720|XP_034114534.1|DALB	LOC4802191|XP_015037673.2|DPSE
OG0005722	LOC117575613|XP_034115777.1|DALB	LOC4802941|XP_015038202.2|DPSE
OG0005723	LOC117574534|XP_034114288.1|DALB	LOC4802447|XP_001359365.1|DPSE
OG0005724	LOC117572744|XP_034111712.1|DALB	LOC4804498|XP_001361054.3|DPSE
OG0005725	LOC117576613|XP_034117408.1|DALB	LOC4802689|XP_001359557.3|DPSE
OG0005726	LOC117577935|XP_034118831.1|DALB	LOC4814849|XP_001355079.4|DPSE
OG0005727	LOC117576254|XP_034116772.1|DALB	LOC6897851|XP_015038186.2|DPSE
OG0005728	LOC117575002|XP_034114968.1|DALB	LOC4802456|XP_001359373.1|DPSE
OG0005729	LOC117576465|XP_034117124.1|DALB	LOC4802454|XP_003736739.3|DPSE
OG0005730	LOC117576468|XP_034117130.1|DALB	LOC4802450|XP_001359368.1|DPSE
OG0005731	LOC117576467|XP_034117129.1|DALB	LOC4802451|XP_001359369.2|DPSE
OG0005732	LOC117576370|XP_034116952.1|DALB	LOC4802576|XP_001359471.3|DPSE
OG0005733	LOC117576369|XP_034116950.1|DALB	LOC4802577|XP_001359472.4|DPSE
OG0005734	LOC117576398|XP_034117004.1|DALB	LOC6897972|XP_002138071.2|DPSE
OG0005735	LOC117576982|XP_034118052.1|DALB	LOC4802713|XP_015038020.2|DPSE
OG0005736	LOC117576980|XP_034118050.1|DALB	LOC4802045|XP_001359038.2|DPSE
OG0005737	LOC117574665|XP_034114461.1|DALB	LOC6897820|XP_002137925.2|DPSE
OG0005738	LOC117575807|XP_034116089.1|DALB	LOC4802799|XP_033241828.1|DPSE
OG0005739	LOC117573969|XP_034113398.1|DALB	LOC4802823|XP_001359665.1|DPSE
OG0005740	LOC117576804|XP_034117755.1|DALB	LOC4801593|XP_001358662.2|DPSE
OG0005741	LOC117575354|XP_034115410.1|DALB	LOC4802066|XP_001359059.1|DPSE
OG0005742	LOC117573338|XP_034112339.1|DALB	LOC4803190|XP_015038339.1|DPSE
OG0005743	LOC117576411|XP_034117030.1|DALB	LOC4802645|XP_001359526.2|DPSE
OG0005744	LOC117576387|XP_034116990.1|DALB	LOC4803037|XP_001359839.4|DPSE
OG0005745	LOC117576569|XP_034117299.1|DALB	LOC6897619|XP_015037844.2|DPSE
OG0005746	LOC117576574|XP_034117335.1|DALB	LOC4802484|XP_001359398.1|DPSE
OG0005747	LOC117575050|XP_034115023.1|DALB	LOC4802449|XP_001359367.2|DPSE
OG0005748	LOC117575466|XP_034115571.1|DALB	LOC4803171|XP_001359955.2|DPSE
OG0005749	LOC117570711|XP_034108415.1|DALB	LOC6902019|XP_002133553.1|DPSE
OG0005750	LOC117573413|XP_034112509.1|DALB	LOC4802056|XP_001359049.2|DPSE
OG0005751	LOC117570767|XP_034108492.1|DALB	LOC4812627|XP_001352591.2|DPSE
OG0005752	LOC117572417|XP_034111094.1|DALB	LOC6898894|XP_002138864.2|DPSE
OG0005753	LOC117565811|XP_034100995.1|DALB	LOC4817700|XP_001357080.1|DPSE
OG0005754	LOC117572080|XP_034110563.1|DALB	LOC4804193|XP_001360795.1|DPSE
OG0005755	LOC117569272|XP_034106262.1|DALB	LOC4804282|XP_001360863.2|DPSE
OG0005756	LOC117576923|XP_034117956.1|DALB	LOC4802702|XP_001359569.2|DPSE
OG0005757	LOC117576412|XP_034117031.1|DALB	LOC4802646|XP_001359527.2|DPSE
OG0005758	LOC117574658|XP_034114453.1|DALB	LOC4802494|XP_001359405.3|DPSE
OG0005759	LOC117573208|XP_034112098.1|DALB	LOC6897462|XP_033232899.1|DPSE
OG0005760	LOC117575063|XP_034115044.1|DALB	LOC4802836|XP_001359672.4|DPSE
OG0005761	LOC117576164|XP_034116629.1|DALB	LOC4803287|XP_001360052.3|DPSE
OG0005762	LOC117574001|XP_034113456.1|DALB	LOC4803296|XP_001360060.1|DPSE
OG0005763	LOC117566906|XP_034102415.1|DALB	LOC4803420|XP_001360135.1|DPSE
OG0005764	LOC117575632|XP_034115803.1|DALB	LOC4802061|XP_001359054.2|DPSE
OG0005765	LOC117573679|XP_034112914.1|DALB	LOC4802059|XP_033238388.1|DPSE
OG0005766	LOC117573983|XP_034113422.1|DALB	LOC6904012|XP_033236939.1|DPSE
OG0005767	LOC117573562|XP_034112739.1|DALB	LOC6898018|XP_033232650.1|DPSE
OG0005768	LOC117576720|XP_034117631.1|DALB, LOC117572211|XP_034110777.1|DALB	LOC4815498|XP_001355572.1|DPSE
OG0005769	LOC117574819|XP_034114678.1|DALB	LOC6897435|XP_015037556.2|DPSE
OG0005770	LOC117573749|XP_034113020.1|DALB	LOC4800946|XP_001358130.3|DPSE
OG0005771	LOC117573901|XP_034113300.1|DALB	LOC4801968|XP_001358981.2|DPSE
OG0005772	LOC117573730|XP_034112992.1|DALB	LOC4801714|XP_001358760.3|DPSE
OG0005773	LOC117574352|XP_034114064.1|DALB	LOC4802888|XP_001359716.3|DPSE
OG0005774	LOC117576959|XP_034118024.1|DALB	LOC4802816|XP_001359659.1|DPSE
OG0005775	LOC117571819|XP_034110081.1|DALB	LOC6900604|XP_015042979.1|DPSE
OG0005776	LOC117567563|XP_034103514.1|DALB	LOC6900632|XP_002135005.2|DPSE
OG0005777	LOC117566157|XP_034101537.1|DALB	LOC6899798|XP_002135738.2|DPSE
OG0005779	LOC117573640|XP_034112841.1|DALB	LOC4801256|XP_001358379.3|DPSE
OG0005780	LOC117568072|XP_034104322.1|DALB	LOC6900594|XP_015042962.2|DPSE
OG0005781	LOC117571655|XP_034109781.1|DALB	LOC4813145|XP_001353934.3|DPSE
OG0005782	LOC117571653|XP_034109777.1|DALB	LOC4813740|XP_033239124.1|DPSE
OG0005783	LOC117567411|XP_034103277.1|DALB	LOC4805312|XP_001361732.3|DPSE
OG0005784	LOC117575459|XP_034115558.1|DALB	LOC4802233|XP_015037688.2|DPSE
OG0005785	LOC117574904|XP_034114833.1|DALB	LOC4802232|XP_015037685.2|DPSE
OG0005786	LOC117575037|XP_034115009.1|DALB	LOC4802590|XP_001359483.1|DPSE
OG0005787	LOC117576329|XP_034116887.1|DALB	LOC6897559|XP_033238312.1|DPSE
OG0005788	LOC117572422|XP_034111117.1|DALB	LOC6898977|XP_002138937.2|DPSE
OG0005789	LOC117575954|XP_034116322.1|DALB	LOC6897796|XP_002137901.1|DPSE
OG0005790	LOC117573581|XP_034112759.1|DALB	LOC4801966|XP_001358980.3|DPSE
OG0005791	LOC117575371|XP_034115431.1|DALB	LOC4802896|XP_015038176.2|DPSE
OG0005792	LOC117575374|XP_034115437.1|DALB	LOC4802895|XP_001359722.2|DPSE
OG0005793	LOC117574890|XP_034114818.1|DALB	LOC4802892|XP_033232431.1|DPSE
OG0005794	LOC117567258|XP_034102999.1|DALB	LOC4805026|XP_001361494.1|DPSE
OG0005795	LOC117576287|XP_034116830.1|DALB	LOC4802465|XP_033234706.1|DPSE
OG0005796	LOC117571800|XP_034110056.1|DALB	LOC4813425|XP_015042976.1|DPSE
OG0005797	LOC117571880|XP_034110231.1|DALB	LOC4813471|XP_001353882.1|DPSE
OG0005798	LOC117576443|XP_034117097.1|DALB	LOC6897645|XP_002137788.2|DPSE
OG0005799	LOC117574580|XP_034114351.1|DALB	LOC4802720|XP_015038031.2|DPSE
OG0005800	LOC117574585|XP_034114359.1|DALB	LOC4802723|XP_001359588.2|DPSE
OG0005801	LOC117574584|XP_034114358.1|DALB	LOC4802722|XP_001359587.3|DPSE
OG0005802	LOC117576338|XP_034116903.1|DALB	LOC117183339|XP_033232826.1|DPSE
OG0005803	LOC117573276|XP_034112250.1|DALB	LOC6897760|XP_015038026.2|DPSE
OG0005804	LOC117574527|XP_034114280.1|DALB	LOC4803164|XP_001359950.1|DPSE
OG0005805	LOC117567839|XP_034103978.1|DALB	LOC4805592|XP_033234360.1|DPSE
OG0005806	LOC117576374|XP_034116960.1|DALB	LOC6897486|XP_033232649.1|DPSE
OG0005807	LOC117573305|XP_034112301.1|DALB	LOC4802151|XP_033232616.1|DPSE
OG0005808	LOC117564677|XP_034099439.1|DALB	LOC4815676|XP_001355520.2|DPSE
OG0005809	LOC117572408|XP_034111081.1|DALB	LOC4812041|XP_001352762.2|DPSE
OG0005810	LOC117574587|XP_034114361.1|DALB	LOC4802719|XP_001359583.2|DPSE
OG0005811	LOC117574588|XP_034114362.1|DALB	LOC4802716|XP_001359582.3|DPSE
OG0005812	LOC117575493|XP_034115618.1|DALB	LOC4802535|XP_001359436.1|DPSE
OG0005813	LOC117574042|XP_034113536.1|DALB	LOC4800786|XP_001357999.1|DPSE
OG0005814	LOC117575725|XP_034115958.1|DALB	LOC4802053|XP_033232830.1|DPSE
OG0005815	LOC117566882|XP_034102385.1|DALB	LOC6898973|XP_002138933.2|DPSE
OG0005817	LOC117573729|XP_034112990.1|DALB	LOC4801713|XP_001358759.2|DPSE
OG0005818	LOC117574369|XP_034114094.1|DALB	LOC6897512|XP_002137661.3|DPSE
OG0005819	LOC117575497|XP_034115631.1|DALB	LOC4802917|XP_001359739.3|DPSE
OG0005820	LOC117575498|XP_034115632.1|DALB	LOC4802918|XP_001359740.2|DPSE
OG0005821	LOC117573674|XP_034112894.1|DALB	LOC4803289|XP_001360054.3|DPSE
OG0005822	LOC117565041|XP_034099879.1|DALB	LOC4816119|XP_001355783.1|DPSE
OG0005823	LOC117568665|XP_034105363.1|DALB	LOC4815957|XP_001355301.2|DPSE
OG0005824	LOC117575275|XP_034115305.1|DALB	LOC4801070|XP_001358231.1|DPSE
OG0005825	LOC117570556|XP_034108173.1|DALB	LOC4813271|XP_001353912.2|DPSE
OG0005826	LOC117573146|XP_034111976.1|DALB	LOC13036425|XP_033237986.1|DPSE
OG0005827	LOC117576360|XP_034116941.1|DALB	LOC4802669|XP_001359541.2|DPSE
OG0005828	LOC117569359|XP_034106382.1|DALB	LOC4814173|XP_001354217.1|DPSE
OG0005829	LOC117574237|XP_034113842.1|DALB	LOC4803012|XP_001359814.4|DPSE
OG0005830	LOC117571842|XP_034110121.1|DALB	LOC4812641|XP_001353030.1|DPSE
OG0005831	LOC117566839|XP_034102314.1|DALB	LOC6900300|XP_033239833.1|DPSE
OG0005832	LOC117571660|XP_034109789.1|DALB	LOC4812647|XP_001353036.4|DPSE
OG0005833	LOC117571610|XP_034109719.1|DALB	LOC4812655|XP_015044104.2|DPSE
OG0005834	LOC117571623|XP_034109735.1|DALB	LOC6900303|XP_002135625.2|DPSE
OG0005835	LOC117571616|XP_034109728.1|DALB	LOC4812665|XP_001353049.2|DPSE
OG0005836	LOC117572463|XP_034111196.1|DALB	LOC4812917|XP_033240805.1|DPSE
OG0005837	LOC117576373|XP_034116959.1|DALB	LOC4802161|XP_001359134.2|DPSE
OG0005838	LOC117573503|XP_034112625.1|DALB	LOC4802863|XP_001359697.1|DPSE
OG0005839	LOC117564371|XP_034098979.1|DALB	LOC4816317|XP_001355998.2|DPSE
OG0005840	LOC117573334|XP_034112334.1|DALB	LOC4803192|XP_001359975.2|DPSE
OG0005841	LOC117576450|XP_034117112.1|DALB	LOC6897868|XP_033241812.1|DPSE
OG0005842	LOC117577922|XP_034118809.1|DALB	LOC4815624|XP_001355585.2|DPSE
OG0005843	LOC117566611|XP_034102042.1|DALB	LOC4813260|XP_033238364.1|DPSE
OG0005844	LOC117566980|XP_034102534.1|DALB	LOC4813540|XP_001353481.3|DPSE
OG0005845	LOC117574704|XP_034114507.1|DALB	LOC4802492|XP_001359404.3|DPSE
OG0005846	LOC117574503|XP_034114237.1|DALB	LOC4802625|XP_015037955.2|DPSE
OG0005847	LOC117576384|XP_034116981.1|DALB	LOC4803032|XP_015038248.1|DPSE
OG0005848	LOC117569362|XP_034106388.1|DALB	LOC26534030|XP_033240031.1|DPSE
OG0005849	LOC117572412|XP_034111134.1|DALB	LOC6902148|XP_033238747.1|DPSE
OG0005850	LOC117571721|XP_034109922.1|DALB	LOC4814662|XP_033237896.1|DPSE
OG0005851	LOC117563319|XP_034097470.1|DALB	LOC4816145|XP_001355768.1|DPSE
OG0005852	LOC117575492|XP_034115617.1|DALB	LOC4803200|XP_033239690.1|DPSE
OG0005853	LOC117575060|XP_034115037.1|DALB	LOC6901804|XP_002134472.2|DPSE
OG0005854	LOC117574586|XP_034114360.1|DALB	LOC4802718|XP_001359584.3|DPSE
OG0005855	LOC117568057|XP_034104343.1|DALB	LOC4815882|XP_033238128.1|DPSE
OG0005856	LOC117578167|XP_034119336.1|DALB	LOC6899661|XP_033239209.1|DPSE
OG0005857	LOC117573845|XP_034113205.1|DALB	LOC6903964|XP_002136554.2|DPSE
OG0005858	LOC117575036|XP_034115006.1|DALB	LOC4802588|XP_001359481.1|DPSE
OG0005859	LOC117563997|XP_034098478.1|DALB	LOC4816897|XP_001356515.4|DPSE
OG0005860	LOC117576663|XP_034117511.1|DALB	LOC4802930|XP_033232661.1|DPSE
OG0005861	LOC117576397|XP_034117003.1|DALB	LOC4801706|XP_033233568.1|DPSE
OG0005862	LOC117569595|XP_034106717.1|DALB	LOC6898155|XP_015039202.2|DPSE
OG0005863	LOC117566917|XP_034102429.1|DALB	LOC4804547|XP_001361090.2|DPSE
OG0005864	LOC117575419|XP_034115494.1|DALB	LOC4802627|XP_001359511.3|DPSE
OG0005865	LOC117576653|XP_034117484.1|DALB	LOC4802538|XP_001359439.3|DPSE
OG0005866	LOC117567449|XP_034103352.1|DALB	LOC4805403|XP_001361808.3|DPSE
OG0005867	LOC117566005|XP_034101314.1|DALB	LOC4817736|XP_033235393.1|DPSE
OG0005868	LOC117572646|XP_034111517.1|DALB	LOC26534363|XP_015039515.2|DPSE
OG0005869	LOC117577065|XP_034118076.1|DALB	LOC4814558|XP_001355174.1|DPSE
OG0005870	LOC117569917|XP_034107155.1|DALB	LOC6901974|XP_002133508.2|DPSE
OG0005871	LOC117572255|XP_034110847.1|DALB	LOC6902154|XP_002133685.2|DPSE
OG0005872	LOC117575690|XP_034115893.1|DALB	LOC4801961|XP_001358975.1|DPSE
OG0005874	LOC117578254|XP_034119565.1|DALB	LOC6899357|XP_033239551.1|DPSE
OG0005875	LOC117572660|XP_034111546.1|DALB	LOC4804348|XP_001360922.2|DPSE
OG0005876	LOC117565164|XP_034100042.1|DALB	LOC6902035|XP_033237923.1|DPSE
OG0005877	LOC117571742|XP_034109999.1|DALB	LOC6897805|XP_002137910.1|DPSE
OG0005878	LOC117578256|XP_034119566.1|DALB	LOC6902018|XP_002133552.3|DPSE
OG0005879	LOC117566028|XP_034101367.1|DALB	LOC4815087|XP_015041711.2|DPSE
OG0005880	LOC117571701|XP_034109890.1|DALB	LOC117185167|XP_033241224.1|DPSE
OG0005881	LOC117567352|XP_034103176.1|DALB	LOC4813771|XP_001353199.1|DPSE
OG0005882	LOC117573254|XP_034112227.1|DALB	LOC4815308|XP_001355059.3|DPSE
OG0005883	LOC117566998|XP_034102563.1|DALB	LOC4812044|XP_001352495.1|DPSE
OG0005884	LOC117571183|XP_034109103.1|DALB	LOC4812845|XP_001353212.1|DPSE
OG0005885	LOC117570230|XP_034107623.1|DALB	LOC4813037|XP_001353607.3|DPSE
OG0005886	LOC117572378|XP_034111037.1|DALB	LOC4813336|XP_033237389.1|DPSE
OG0005887	LOC117567343|XP_034103161.1|DALB	LOC4813020|XP_033241101.1|DPSE
OG0005888	LOC117572289|XP_034110890.1|DALB	LOC4813776|XP_033241351.1|DPSE
OG0005889	LOC117570540|XP_034108138.1|DALB	LOC4812898|XP_015043383.2|DPSE
OG0005890	LOC117577666|XP_034118444.1|DALB	LOC6902271|XP_002133798.2|DPSE
OG0005891	LOC117567357|XP_034103185.1|DALB	LOC4812911|XP_015043298.1|DPSE
OG0005892	LOC117569496|XP_034106570.1|DALB	LOC117183166|XP_033239911.1|DPSE
OG0005893	LOC117568700|XP_034105405.1|DALB	LOC4812838|XP_001353166.2|DPSE
OG0005894	LOC117568702|XP_034105406.1|DALB	LOC4813045|XP_001353164.1|DPSE
OG0005895	LOC117568703|XP_034105407.1|DALB	LOC4813527|XP_001353165.1|DPSE
OG0005896	LOC117571148|XP_034109043.1|DALB	LOC4812084|XP_033240839.1|DPSE
OG0005897	LOC117572158|XP_034110696.1|DALB	LOC4812032|XP_015043804.2|DPSE
OG0005898	LOC117566358|XP_034101743.1|DALB	LOC4814431|XP_001355197.3|DPSE
OG0005899	LOC117572123|XP_034110641.1|DALB	LOC4804173|XP_001360777.1|DPSE
OG0005900	LOC117566220|XP_034101655.1|DALB	LOC4817122|XP_001356421.2|DPSE
OG0005901	LOC117567772|XP_034103862.1|DALB	LOC4803696|XP_001360373.1|DPSE
OG0005902	LOC117571861|XP_034110147.1|DALB	LOC4805484|XP_001361879.3|DPSE
OG0005903	LOC117574556|XP_034114319.1|DALB	LOC4803140|XP_003736918.1|DPSE
OG0005904	LOC117573646|XP_034112854.1|DALB	LOC4801567|XP_001358637.4|DPSE
OG0005905	LOC117568014|XP_034104230.1|DALB	LOC4813656|XP_015043393.2|DPSE
OG0005906	LOC117567575|XP_034103542.1|DALB	LOC4812483|XP_033237974.1|DPSE
OG0005907	LOC117570191|XP_034107567.1|DALB	LOC4812330|XP_001352405.4|DPSE
OG0005908	LOC117571821|XP_034110083.1|DALB	LOC4812206|XP_001353022.1|DPSE
OG0005909	LOC117570578|XP_034108211.1|DALB	LOC6900539|XP_002134923.3|DPSE
OG0005910	LOC117570169|XP_034107536.1|DALB	LOC4803869|XP_001360518.1|DPSE
OG0005911	LOC117570171|XP_034107538.1|DALB	LOC4803868|XP_001360517.3|DPSE
OG0005912	LOC117570172|XP_034107539.1|DALB	LOC6898276|XP_033234145.1|DPSE
OG0005913	LOC117573467|XP_034112583.1|DALB	LOC4801531|XP_001358607.2|DPSE
OG0005914	LOC117566714|XP_034102150.1|DALB	LOC4805348|XP_001361762.2|DPSE
OG0005915	LOC117572430|XP_034111146.1|DALB	LOC4805347|XP_001361761.1|DPSE
OG0005916	LOC117566699|XP_034102136.1|DALB	LOC6898994|XP_004444535.2|DPSE
OG0005917	LOC117571064|XP_034108923.1|DALB	LOC4804606|XP_001361139.3|DPSE
OG0005918	LOC117563451|XP_034098084.1|DALB	LOC4814560|XP_001355207.2|DPSE
OG0005919	LOC117566760|XP_034102194.1|DALB	LOC6898789|XP_002138765.3|DPSE
OG0005920	LOC117568073|XP_034104325.1|DALB	LOC4805565|XP_004444548.3|DPSE
OG0005921	LOC117568992|XP_034105855.1|DALB	LOC4812260|XP_001352413.1|DPSE
OG0005922	LOC117577583|XP_034118317.1|DALB	LOC4814962|XP_001354742.4|DPSE
OG0005923	LOC117570565|XP_034108186.1|DALB	LOC4812843|XP_001353290.2|DPSE
OG0005924	LOC117568583|XP_034105207.1|DALB	LOC4813387|XP_001353292.1|DPSE
OG0005925	LOC117570541|XP_034108146.1|DALB	LOC4812764|XP_001353999.1|DPSE
OG0005926	LOC117572984|XP_034111821.1|DALB	LOC4815231|XP_001354773.2|DPSE
OG0005927	LOC117576250|XP_034116766.1|DALB	LOC4802048|XP_033241612.1|DPSE
OG0005928	LOC117574463|XP_034114194.1|DALB	LOC6901004|XP_002134630.1|DPSE
OG0005929	LOC117570187|XP_034107561.1|DALB	LOC4812094|XP_033238988.1|DPSE
OG0005930	LOC117566701|XP_034102138.1|DALB	LOC4805400|XP_001361805.3|DPSE
OG0005931	LOC117570639|XP_034108300.1|DALB	LOC4805585|XP_001361966.2|DPSE
OG0005932	LOC117568402|XP_034104925.1|DALB	LOC4805277|XP_015040517.2|DPSE
OG0005933	LOC117568802|XP_034105553.1|DALB	LOC4805039|XP_001361504.3|DPSE
OG0005934	LOC117566909|XP_034102419.1|DALB	LOC4803990|XP_001360623.4|DPSE
OG0005935	LOC117570708|XP_034108405.1|DALB	LOC4813494|XP_001353367.4|DPSE
OG0005936	LOC117563261|XP_034097375.1|DALB	LOC4816213|XP_001355775.3|DPSE
OG0005937	LOC117569786|XP_034106977.1|DALB	LOC4812473|XP_001352401.2|DPSE
OG0005938	LOC117569541|XP_034106635.1|DALB	LOC4804180|XP_033233979.1|DPSE
OG0005939	LOC117577652|XP_034118430.1|DALB	LOC4814945|XP_001354816.1|DPSE
OG0005940	LOC117568077|XP_034104338.1|DALB	LOC6898191|XP_015039287.2|DPSE
OG0005941	LOC117567627|XP_034103610.1|DALB	LOC4803395|XP_033233928.1|DPSE
OG0005942	LOC117567420|XP_034103304.1|DALB	LOC4805577|XP_033234620.1|DPSE
OG0005943	LOC117568567|XP_034105186.1|DALB	LOC6899052|XP_033234615.1|DPSE
OG0005944	LOC117572766|XP_034111745.1|DALB	LOC4805582|XP_001361963.1|DPSE
OG0005945	LOC117567407|XP_034103264.1|DALB	LOC4805310|XP_001361730.2|DPSE
OG0005946	LOC117568557|XP_034105173.1|DALB	LOC4803380|XP_033233891.1|DPSE
OG0005947	LOC117568951|XP_034105781.1|DALB	LOC4805689|XP_001362048.3|DPSE
OG0005948	LOC117568125|XP_034104420.1|DALB	LOC4812484|XP_001352932.1|DPSE
OG0005949	LOC117569661|XP_034106798.1|DALB	LOC4813676|XP_001353525.3|DPSE
OG0005950	LOC117566186|XP_034101583.1|DALB	LOC4817324|XP_001356788.3|DPSE
OG0005951	LOC117568127|XP_034104422.1|DALB	LOC6900643|XP_033240780.1|DPSE
OG0005952	LOC117566185|XP_034101581.1|DALB	LOC4817348|XP_015036193.2|DPSE
OG0005953	LOC117564742|XP_034099523.1|DALB	LOC4818187|XP_001357499.2|DPSE
OG0005954	LOC117564437|XP_034099065.1|DALB	LOC4818183|XP_001357495.1|DPSE
OG0005955	LOC117573736|XP_034113005.1|DALB	LOC4802708|XP_001359575.2|DPSE
OG0005956	LOC117567328|XP_034103128.1|DALB	LOC4804677|XP_001361200.4|DPSE
OG0005957	LOC117576652|XP_034117483.1|DALB	LOC4803321|XP_001360084.3|DPSE
OG0005958	LOC117575829|XP_034116124.1|DALB	LOC6897518|XP_002137667.2|DPSE
OG0005959	LOC117565830|XP_034101030.1|DALB	LOC4817406|XP_001356346.4|DPSE
OG0005960	LOC117573026|XP_034111825.1|DALB	LOC4814564|XP_001355101.3|DPSE
OG0005961	LOC117570161|XP_034107520.1|DALB	LOC4803900|XP_001360545.3|DPSE
OG0005962	LOC117571119|XP_034109006.1|DALB	LOC6898554|XP_033234239.1|DPSE
OG0005963	LOC117565218|XP_034100118.1|DALB	LOC4817243|XP_033235982.1|DPSE
OG0005964	LOC117570584|XP_034108218.1|DALB	LOC6898825|XP_015040505.2|DPSE
OG0005965	LOC117571786|XP_034110036.1|DALB	LOC6898961|XP_002138921.3|DPSE
OG0005966	LOC117567639|XP_034103635.1|DALB	LOC4804262|XP_001360846.3|DPSE
OG0005967	LOC117572747|XP_034111715.1|DALB	LOC4804495|XP_001361051.1|DPSE
OG0005968	LOC117570219|XP_034107608.1|DALB	LOC6898501|XP_002138542.2|DPSE
OG0005969	LOC117567697|XP_034103718.1|DALB	LOC117183615|XP_033234032.1|DPSE
OG0005970	LOC117566369|XP_034101758.1|DALB	LOC4812488|XP_001352756.2|DPSE
OG0005971	LOC117572085|XP_034110572.1|DALB	LOC4804376|XP_001360947.1|DPSE
OG0005972	LOC117572632|XP_034111484.1|DALB	LOC4813971|XP_015043502.1|DPSE
OG0005973	LOC117571801|XP_034110059.1|DALB	LOC4813766|XP_001354018.1|DPSE
OG0005974	LOC117571274|XP_034109228.1|DALB	LOC4813018|XP_015042743.2|DPSE
OG0005975	LOC117572634|XP_034111487.1|DALB	LOC4813973|XP_001354130.3|DPSE
OG0005976	LOC117575311|XP_034115356.1|DALB, LOC117575310|XP_034115355.1|DALB	LOC4802236|XP_001359198.3|DPSE
OG0005977	LOC117568333|XP_034104808.1|DALB	LOC4804427|XP_001360993.1|DPSE
OG0005978	LOC117569980|XP_034107249.1|DALB	LOC4805387|XP_001361796.4|DPSE
OG0005979	LOC117571733|XP_034109943.1|DALB	LOC4804658|XP_001361185.1|DPSE
OG0005980	LOC117567912|XP_034104081.1|DALB	LOC4803498|XP_001360213.1|DPSE
OG0005981	LOC117563229|XP_034097325.1|DALB	LOC6901386|XP_033238800.1|DPSE
OG0005982	LOC117572122|XP_034110640.1|DALB	LOC4804171|XP_001360775.2|DPSE
OG0005983	LOC117578325|XP_034119678.1|DALB	LOC4814862|XP_001354900.1|DPSE
OG0005984	LOC117564890|XP_034099732.1|DALB	LOC6901206|XP_033238133.1|DPSE
OG0005985	LOC117569155|XP_034106109.1|DALB	LOC6902136|XP_033239858.1|DPSE
OG0005986	LOC117574939|XP_034114883.1|DALB	LOC4814636|XP_033241001.1|DPSE
OG0005987	LOC117578268|XP_034119580.1|DALB	LOC4815824|XP_015041302.2|DPSE
